
[00:00:00.000 --> 00:00:02.000]  明天和意外
[00:03:44.000 --> 00:03:46.000]  但人這種變化的能力
[00:03:46.000 --> 00:03:48.000]  畢竟是有限的
[00:03:48.000 --> 00:03:50.000]  就是轉化的能力是有限的
[00:03:50.000 --> 00:03:51.000]  當有些超過我們
[00:03:51.000 --> 00:03:54.000]  所能承受的事情發生的時候
[00:03:54.000 --> 00:03:57.000]  該如何的面對呢
[00:03:57.000 --> 00:03:58.000]  我們可以從哪裏
[00:03:58.000 --> 00:04:02.000]  獲得往前走下去的力量呢
[00:04:02.000 --> 00:04:04.000]  1945年8月9號
[00:04:04.000 --> 00:04:07.000]  上午11點02分
[00:04:07.000 --> 00:04:08.000]  一顆原子彈
[00:04:08.000 --> 00:04:10.000]  在長崎市的松山町上空
[00:04:10.000 --> 00:04:13.000]  約500米的地方爆炸了
[00:04:13.000 --> 00:04:16.000]  造成了6到8萬人的死亡
[00:04:16.000 --> 00:04:18.000]  距原爆中心500米
[00:04:18.000 --> 00:04:21.000]  就是普上天主堂
[00:04:21.000 --> 00:04:24.000]  這個區有信徒12000人
[00:04:24.000 --> 00:04:28.000]  7成也就是8500人遇難
[00:04:28.000 --> 00:04:31.000]  其中主任司祭和30多名的信徒
[00:04:31.000 --> 00:04:34.000]  就死在教堂裏面
[00:04:34.000 --> 00:04:37.000]  當時長崎是日本基督徒
[00:04:37.000 --> 00:04:40.000]  最多的一個城市
[00:04:40.000 --> 00:04:42.000]  神爲什麼讓這樣的厄運
[00:04:42.000 --> 00:04:45.000]  落在他子民的頭上呢
[00:04:45.000 --> 00:04:47.000]  若是再細查歷史
[00:04:47.000 --> 00:04:50.000]  就會帶來更多的疑惑
[00:04:50.000 --> 00:04:52.000]  當年美軍的首選目標
[00:04:52.000 --> 00:04:55.000]  其實是有兵工廠的小艙
[00:04:55.000 --> 00:04:59.000]  小艙那一天雲量20%
[00:04:59.000 --> 00:05:02.000]  是符合投彈條件的
[00:05:02.000 --> 00:05:04.000]  然而由於導航失誤
[00:05:04.000 --> 00:05:06.000]  美軍的飛機未能按時編隊
[00:05:06.000 --> 00:05:08.000]  就遲了30分鐘
[00:05:08.000 --> 00:05:10.000]  才飛抵小艙的上空
[00:05:10.000 --> 00:05:11.000]  那個時候呢
[00:05:11.000 --> 00:05:14.000]  小艙的這個城市70%
[00:05:14.000 --> 00:05:17.000]  已經被雲霧所遮蔽
[00:05:17.000 --> 00:05:20.000]  轟炸機在小艙的上空
[00:05:20.000 --> 00:05:23.000]  徘徊了足足有45分鐘的時間
[00:05:23.000 --> 00:05:25.000]  瞄準手三次嘗試
[00:05:25.000 --> 00:05:28.000]  都沒辦法鎖定這個投彈點
[00:05:28.000 --> 00:05:29.000]  於是呢
[00:05:29.000 --> 00:05:32.000]  就不得不起動B計劃
[00:05:32.000 --> 00:05:34.000]  就飛往長崎
[00:05:34.000 --> 00:05:36.000]  而當時長崎的雲量呢
[00:05:36.000 --> 00:05:40.000]  也是到80%到90%這麼多
[00:05:40.000 --> 00:05:43.000]  其實能見度是很差的
[00:05:43.000 --> 00:05:46.000]  就在轟炸機因油量耗損
[00:05:46.000 --> 00:05:49.000]  即將被迫返航的時候
[00:05:49.000 --> 00:05:54.000]  雲層這時候突然散開了一條
[00:05:54.000 --> 00:05:59.000]  可以瞄準長崎市區的空隙
[00:05:59.000 --> 00:06:01.000]  但因雲和風的影響
[00:06:01.000 --> 00:06:05.000]  這投彈點從原計劃的軍需工廠
[00:06:05.000 --> 00:06:07.000]  就向北偏移
[00:06:07.000 --> 00:06:12.000]  這些原子彈就在浦上教堂的上空爆炸
[00:06:12.000 --> 00:06:15.000]  這自然就引發了天問
[00:06:15.000 --> 00:06:17.000]  有神嗎
[00:06:17.000 --> 00:06:18.000]  如果有神
[00:06:18.000 --> 00:06:21.000]  那神是良善的嗎
[00:06:21.000 --> 00:06:22.000]  如果是良善的
[00:06:22.000 --> 00:06:26.000]  那神沒有能力阻止慘禍發生嗎
[00:06:26.000 --> 00:06:28.000]  如果神有能力阻止
[00:06:28.000 --> 00:06:30.000]  卻沒有阻止
[00:06:30.000 --> 00:06:35.000]  那神是邪惡的嗎
[00:06:35.000 --> 00:06:37.000]  如果神能夠阻止
[00:06:37.000 --> 00:06:39.000]  那神就能夠阻止
[00:06:39.000 --> 00:06:41.000]  那神就能夠阻止
[00:06:41.000 --> 00:06:43.000]  那神就能夠阻止
[00:06:43.000 --> 00:06:45.000]  那神就能夠阻止
[00:06:45.000 --> 00:06:47.000]  那神就能夠阻止
[00:06:47.000 --> 00:06:49.000]  那神就能夠阻止
[00:06:49.000 --> 00:06:51.000]  那神就能夠阻止
[00:06:51.000 --> 00:06:53.000]  那神就能夠阻止
[00:06:53.000 --> 00:06:55.000]  那神就能夠阻止
[00:06:55.000 --> 00:06:57.000]  那神就能夠阻止
[00:06:57.000 --> 00:06:59.000]  那神就能夠阻止
[00:06:59.000 --> 00:07:01.000]  那神就能夠阻止
[00:07:01.000 --> 00:07:03.000]  那神就能夠阻止
[00:07:03.000 --> 00:07:05.000]  那神就能夠阻止
[00:07:05.000 --> 00:07:07.000]  那神就能夠阻止
[00:07:07.000 --> 00:07:09.000]  那神就能夠阻止
[00:07:09.000 --> 00:07:11.000]  那神就能夠阻止
[00:07:11.000 --> 00:07:13.000]  那神就能夠阻止
[00:07:13.000 --> 00:07:15.000]  那神就能夠阻止
[00:07:15.000 --> 00:07:17.000]  那神就能夠阻止
[00:07:17.000 --> 00:07:19.000]  那神就能夠阻止
[00:07:19.000 --> 00:07:21.000]  那神就能夠阻止
[00:07:21.000 --> 00:07:23.000]  那神就能夠阻止
[00:07:23.000 --> 00:07:25.000]  那神就能夠阻止
[00:07:25.000 --> 00:07:27.000]  那神就能夠阻止
[00:07:27.000 --> 00:07:29.000]  那神就能夠阻止
[00:07:29.000 --> 00:07:31.000]  那神就能夠阻止
[00:07:31.000 --> 00:07:33.000]  那神就能夠阻止
[00:07:33.000 --> 00:07:35.000]  那神就能夠阻止
[00:07:35.000 --> 00:07:37.000]  那神就能夠阻止
[00:07:37.000 --> 00:07:39.000]  那神就能夠阻止
[00:07:39.000 --> 00:07:41.000]  那神就能夠阻止
[00:07:41.000 --> 00:07:43.000]  那神就能夠阻止
[00:07:43.000 --> 00:07:45.000]  那神就能夠阻止
[00:07:45.000 --> 00:07:47.000]  那神就能夠阻止
[00:07:47.000 --> 00:07:49.000]  那神就能夠阻止
[00:07:49.000 --> 00:07:51.000]  那神就能夠阻止
[00:07:51.000 --> 00:07:53.000]  那神就能夠阻止
[00:07:53.000 --> 00:07:55.000]  那神就能夠阻止
[00:07:55.000 --> 00:07:57.000]  那神就能夠阻止
[00:07:57.000 --> 00:07:59.000]  那神就能夠阻止
[00:07:59.000 --> 00:08:01.000]  那神就能夠阻止
[00:08:01.000 --> 00:08:03.000]  那神就能夠阻止
[00:08:03.000 --> 00:08:05.000]  那神就能夠阻止
[00:08:05.000 --> 00:08:07.000]  那神就能夠阻止
[00:08:07.000 --> 00:08:09.000]  那神就能夠阻止
[00:08:09.000 --> 00:08:11.000]  那神就能夠阻止
[00:08:11.000 --> 00:08:13.000]  那神就能夠阻止
[00:08:13.000 --> 00:08:15.000]  那神就能夠阻止
[00:08:15.000 --> 00:08:17.000]  那神就能夠阻止
[00:08:17.000 --> 00:08:19.000]  那神就能夠阻止
[00:08:19.000 --> 00:08:21.000]  那神就能夠阻止
[00:08:21.000 --> 00:08:23.000]  那神就能夠阻止
[00:08:23.000 --> 00:08:25.000]  那神就能夠阻止
[00:08:25.000 --> 00:08:27.000]  那神就能夠阻止
[00:08:27.000 --> 00:08:29.000]  那神就能夠阻止
[00:08:29.000 --> 00:08:31.000]  那神就能夠阻止
[00:08:31.000 --> 00:08:33.000]  那神就能夠阻止
[00:08:33.000 --> 00:08:35.000]  那神就能夠阻止
[00:08:35.000 --> 00:08:37.000]  那神就能夠阻止
[00:08:37.000 --> 00:08:39.000]  那神就能夠阻止
[00:08:39.000 --> 00:08:41.000]  那神就能夠阻止
[00:08:41.000 --> 00:08:43.000]  那神就能夠阻止
[00:08:43.000 --> 00:08:45.000]  那神就能夠阻止
[00:08:45.000 --> 00:08:47.000]  那神就能夠阻止
[00:08:47.000 --> 00:08:49.000]  那神就能夠阻止
[00:08:49.000 --> 00:08:51.000]  那神就能夠阻止
[00:08:51.000 --> 00:08:53.000]  那神就能夠阻止
[00:08:53.000 --> 00:08:55.000]  那神就能夠阻止
[00:08:55.000 --> 00:08:57.000]  那神就能夠阻止
[00:08:57.000 --> 00:08:59.000]  那神就能夠阻止
[00:08:59.000 --> 00:09:01.000]  那神就能夠阻止
[00:09:01.000 --> 00:09:03.000]  那神就能夠阻止
[00:09:03.000 --> 00:09:05.000]  那神就能夠阻止
[00:09:05.000 --> 00:09:07.000]  那神就能夠阻止
[00:09:07.000 --> 00:09:09.000]  那神就能夠阻止
[00:09:09.000 --> 00:09:11.000]  那神就能夠阻止
[00:09:11.000 --> 00:09:13.000]  那神就能夠阻止
[00:09:13.000 --> 00:09:15.000]  那神就能夠阻止
[00:09:15.000 --> 00:09:17.000]  那神就能夠阻止
[00:09:17.000 --> 00:09:19.000]  那神就能夠阻止
[00:09:19.000 --> 00:09:21.000]  那神就能夠阻止
[00:09:21.000 --> 00:09:23.000]  那神就能夠阻止
[00:09:23.000 --> 00:09:25.000]  那神就能夠阻止
[00:09:25.000 --> 00:09:27.000]  那神就能夠阻止
[00:09:27.000 --> 00:09:29.000]  那神就能夠阻止
[00:09:29.000 --> 00:09:31.000]  那神就能夠阻止
[00:09:31.000 --> 00:09:33.000]  那神就能夠阻止
[00:09:33.000 --> 00:09:35.000]  那神就能夠阻止
[00:09:35.000 --> 00:09:37.000]  那神就能夠阻止
[00:09:37.000 --> 00:09:39.000]  那神就能夠阻止
[00:09:39.000 --> 00:09:41.000]  那神就能夠阻止
[00:09:41.000 --> 00:09:43.000]  那神就能夠阻止
[00:09:43.000 --> 00:09:45.000]  那神就能夠阻止
[00:09:45.000 --> 00:09:47.000]  那神就能夠阻止
[00:09:47.000 --> 00:09:49.000]  那神就能夠阻止
[00:09:49.000 --> 00:09:51.000]  那神就能夠阻止
[00:09:51.000 --> 00:09:53.000]  那神就能夠阻止
[00:09:53.000 --> 00:09:55.000]  那神就能夠阻止
[00:09:55.000 --> 00:09:57.000]  那神就能夠阻止
[00:09:57.000 --> 00:09:59.000]  那神就能夠阻止
[00:09:59.000 --> 00:10:01.000]  那神就能夠阻止
[00:10:01.000 --> 00:10:03.000]  那神就能夠阻止
[00:10:03.000 --> 00:10:05.000]  那神就能夠阻止
[00:10:05.000 --> 00:10:07.000]  那神就能夠阻止
[00:10:07.000 --> 00:10:09.000]  那神就能夠阻止
[00:10:09.000 --> 00:10:11.000]  那神就能夠阻止
[00:10:11.000 --> 00:10:13.000]  那神就能夠阻止
[00:10:13.000 --> 00:10:15.000]  那神就能夠阻止
[00:10:15.000 --> 00:10:17.000]  那神就能夠阻止
[00:10:17.000 --> 00:10:19.000]  那神就能夠阻止
[00:10:19.000 --> 00:10:21.000]  那神就能夠阻止
[00:10:21.000 --> 00:10:23.000]  那神就能夠阻止
[00:10:23.000 --> 00:10:25.000]  那神就能夠阻止
[00:10:25.000 --> 00:10:27.000]  那神就能夠阻止
[00:10:27.000 --> 00:10:29.000]  那神就能夠阻止
[00:10:29.000 --> 00:10:31.000]  那神就能夠阻止
[00:10:31.000 --> 00:10:33.000]  那神就能夠阻止
[00:10:33.000 --> 00:10:35.000]  那神就能夠阻止
[00:10:35.000 --> 00:10:37.000]  那神就能夠阻止
[00:10:37.000 --> 00:10:39.000]  那神就能夠阻止
[00:10:39.000 --> 00:10:41.000]  那神就能夠阻止
[00:10:41.000 --> 00:10:43.000]  那神就能夠阻止
[00:10:43.000 --> 00:10:45.000]  那神就能夠阻止
[00:10:45.000 --> 00:10:47.000]  那神就能夠阻止
[00:10:47.000 --> 00:10:49.000]  那神就能夠阻止
[00:10:49.000 --> 00:10:51.000]  那神就能夠阻止
[00:10:51.000 --> 00:10:53.000]  那神就能夠阻止
[00:10:53.000 --> 00:10:55.000]  那神就能夠阻止
[00:10:55.000 --> 00:10:57.000]  那神就能夠阻止
[00:10:57.000 --> 00:10:59.000]  那神就能夠阻止
[00:10:59.000 --> 00:11:01.000]  那神就能夠阻止
[00:11:01.000 --> 00:11:03.000]  那神就能夠阻止
[00:11:03.000 --> 00:11:05.000]  那神就能夠阻止
[00:11:05.000 --> 00:11:07.000]  那神就能夠阻止
[00:11:07.000 --> 00:11:09.000]  那神就能夠阻止
[00:11:09.000 --> 00:11:11.000]  那神就能夠阻止
[00:11:11.000 --> 00:11:13.000]  那神就能夠阻止
[00:11:13.000 --> 00:11:15.000]  那神就能夠阻止
[00:11:15.000 --> 00:11:17.000]  那神就能夠阻止
[00:11:17.000 --> 00:11:19.000]  那神就能夠阻止
[00:11:19.000 --> 00:11:21.000]  那神就能夠阻止
[00:11:21.000 --> 00:11:23.000]  那神就能夠阻止
[00:11:23.000 --> 00:11:25.000]  那神就能夠阻止
[00:11:25.000 --> 00:11:27.000]  那神就能夠阻止
[00:11:27.000 --> 00:11:29.000]  那神就能夠阻止
[00:11:29.000 --> 00:11:31.000]  那神就能夠阻止
[00:11:31.000 --> 00:11:33.000]  那神就能夠阻止
[00:11:33.000 --> 00:11:35.000]  那神就能夠阻止
[00:11:35.000 --> 00:11:37.000]  那神就能夠阻止
[00:11:37.000 --> 00:11:39.000]  那神就能夠阻止
[00:11:39.000 --> 00:11:41.000]  那神就能夠阻止
[00:11:41.000 --> 00:11:43.000]  那神就能夠阻止
[00:11:43.000 --> 00:11:45.000]  那神就能夠阻止
[00:11:45.000 --> 00:11:47.000]  那神就能夠阻止
[00:11:47.000 --> 00:11:49.000]  那神就能夠阻止
[00:11:49.000 --> 00:11:51.000]  那神就能夠阻止
[00:11:51.000 --> 00:11:53.000]  那神就能夠阻止
[00:11:53.000 --> 00:11:55.000]  那神就能夠阻止
[00:11:55.000 --> 00:11:57.000]  那神就能夠阻止
[00:11:57.000 --> 00:11:59.000]  那神就能夠阻止
[00:11:59.000 --> 00:12:01.000]  那神就能夠阻止
[00:12:01.000 --> 00:12:03.000]  那神就能夠阻止
[00:12:03.000 --> 00:12:05.000]  那神就能夠阻止
[00:12:05.000 --> 00:12:07.000]  那神就能夠阻止
[00:12:07.000 --> 00:12:09.000]  那神就能夠阻止
[00:12:09.000 --> 00:12:11.000]  那神就能夠阻止
[00:12:11.000 --> 00:12:13.000]  那神就能夠阻止
[00:12:13.000 --> 00:12:15.000]  那神就能夠阻止
[00:12:15.000 --> 00:12:17.000]  那神就能夠阻止
[00:12:17.000 --> 00:12:19.000]  那神就能夠阻止
[00:12:19.000 --> 00:12:21.000]  那神就能夠阻止
[00:12:21.000 --> 00:12:23.000]  那神就能夠阻止
[00:12:23.000 --> 00:12:25.000]  那神就能夠阻止
[00:12:25.000 --> 00:12:27.000]  那神就能夠阻止
[00:12:27.000 --> 00:12:29.000]  那神就能夠阻止
[00:12:29.000 --> 00:12:31.000]  那神就能夠阻止
[00:12:31.000 --> 00:12:33.000]  那神就能夠阻止
[00:12:33.000 --> 00:12:35.000]  那神就能夠阻止
[00:12:35.000 --> 00:12:37.000]  那神就能夠阻止
[00:12:37.000 --> 00:12:39.000]  那神就能夠阻止
[00:12:39.000 --> 00:12:41.000]  那神就能夠阻止
[00:12:41.000 --> 00:12:43.000]  那神就能夠阻止
[00:12:43.000 --> 00:12:45.000]  那神就能夠阻止
[00:12:45.000 --> 00:12:47.000]  那神就能夠阻止
[00:12:47.000 --> 00:12:49.000]  那神就能夠阻止
[00:12:49.000 --> 00:12:51.000]  那神就能夠阻止
[00:12:51.000 --> 00:12:53.000]  那神就能夠阻止
[00:12:53.000 --> 00:12:55.000]  那神就能夠阻止
[00:12:55.000 --> 00:12:57.000]  那神就能夠阻止
[00:12:57.000 --> 00:12:59.000]  那神就能夠阻止
[00:12:59.000 --> 00:13:01.000]  那神就能夠阻止
[00:13:01.000 --> 00:13:03.000]  那神就能夠阻止
[00:13:03.000 --> 00:13:05.000]  那神就能夠阻止
[00:13:05.000 --> 00:13:07.000]  那神就能夠阻止
[00:13:07.000 --> 00:13:09.000]  那神就能夠阻止
[00:13:09.000 --> 00:13:11.000]  那神就能夠阻止
[00:13:11.000 --> 00:13:13.000]  那神就能夠阻止
[00:13:13.000 --> 00:13:15.000]  那神就能夠阻止
[00:13:15.000 --> 00:13:17.000]  那神就能夠阻止
[00:13:17.000 --> 00:13:19.000]  那神就能夠阻止
[00:13:19.000 --> 00:13:21.000]  那神就能夠阻止
[00:13:21.000 --> 00:13:23.000]  那神就能夠阻止
[00:13:23.000 --> 00:13:25.000]  那神就能夠阻止
[00:13:25.000 --> 00:13:27.000]  那神就能夠阻止
[00:13:27.000 --> 00:13:29.000]  那神就能夠阻止
[00:13:29.000 --> 00:13:31.000]  那神就能夠阻止
[00:13:31.000 --> 00:13:33.000]  那神就能夠阻止
[00:13:33.000 --> 00:13:35.000]  那神就能夠阻止
[00:13:35.000 --> 00:13:37.000]  那神就能夠阻止
[00:13:37.000 --> 00:13:39.000]  那神就能夠阻止
[00:13:39.000 --> 00:13:41.000]  那神就能夠阻止
[00:13:41.000 --> 00:13:43.000]  那神就能夠阻止
[00:13:43.000 --> 00:13:45.000]  那神就能夠阻止
[00:13:45.000 --> 00:13:47.000]  那神就能夠阻止
[00:13:47.000 --> 00:13:49.000]  那神就能夠阻止
[00:13:49.000 --> 00:13:51.000]  那神就能夠阻止
[00:13:51.000 --> 00:13:53.000]  那神就能夠阻止
[00:13:53.000 --> 00:13:55.000]  那神就能夠阻止
[00:13:55.000 --> 00:13:57.000]  那神就能夠阻止
[00:13:57.000 --> 00:13:59.000]  那神就能夠阻止
[00:13:59.000 --> 00:14:01.000]  那神就能夠阻止
[00:14:01.000 --> 00:14:03.000]  那神就能夠阻止
[00:14:03.000 --> 00:14:05.000]  那神就能夠阻止
[00:14:05.000 --> 00:14:07.000]  那神就能夠阻止
[00:14:07.000 --> 00:14:09.000]  那神就能夠阻止
[00:14:09.000 --> 00:14:11.000]  那神就能夠阻止
[00:14:11.000 --> 00:14:13.000]  那神就能夠阻止
[00:14:13.000 --> 00:14:15.000]  那神就能夠阻止
[00:14:15.000 --> 00:14:17.000]  那神就能夠阻止
[00:14:17.000 --> 00:14:19.000]  那神就能夠阻止
[00:14:19.000 --> 00:14:21.000]  那神就能夠阻止
[00:14:21.000 --> 00:14:23.000]  那神就能夠阻止
[00:14:23.000 --> 00:14:25.000]  那神就能夠阻止
[00:14:25.000 --> 00:14:27.000]  那神就能夠阻止
[00:14:27.000 --> 00:14:29.000]  那神就能夠阻止
[00:14:29.000 --> 00:14:31.000]  那神就能夠阻止
[00:14:31.000 --> 00:14:33.000]  那神就能夠阻止
[00:14:33.000 --> 00:14:35.000]  那神就能夠阻止
[00:14:35.000 --> 00:14:37.000]  那神就能夠阻止
[00:14:37.000 --> 00:14:39.000]  那神就能夠阻止
[00:14:39.000 --> 00:14:41.000]  那神就能夠阻止
[00:14:41.000 --> 00:14:43.000]  那神就能夠阻止
[00:14:43.000 --> 00:14:45.000]  那神就能夠阻止
[00:14:45.000 --> 00:14:47.000]  那神就能夠阻止
[00:14:47.000 --> 00:14:49.000]  那神就能夠阻止
[00:14:49.000 --> 00:14:51.000]  那神就能夠阻止
[00:14:51.000 --> 00:14:53.000]  那神就能夠阻止
[00:14:53.000 --> 00:14:55.000]  那神就能夠阻止
[00:14:55.000 --> 00:14:57.000]  那神就能夠阻止
[00:14:57.000 --> 00:14:59.000]  那神就能夠阻止
[00:14:59.000 --> 00:15:01.000]  那神就能夠阻止
[00:15:01.000 --> 00:15:03.000]  那神就能夠阻止
[00:15:03.000 --> 00:15:05.000]  那神就能夠阻止
[00:15:05.000 --> 00:15:07.000]  那神就能夠阻止
[00:15:07.000 --> 00:15:09.000]  那神就能夠阻止
[00:15:09.000 --> 00:15:11.000]  那神就能夠阻止
[00:15:11.000 --> 00:15:13.000]  那神就能夠阻止
[00:15:13.000 --> 00:15:15.000]  那神就能夠阻止
[00:15:15.000 --> 00:15:17.000]  那神就能夠阻止
[00:15:17.000 --> 00:15:19.000]  那神就能夠阻止
[00:15:19.000 --> 00:15:21.000]  那神就能夠阻止
[00:15:21.000 --> 00:15:23.000]  那神就能夠阻止
[00:15:23.000 --> 00:15:25.000]  那神就能夠阻止
[00:15:25.000 --> 00:15:27.000]  那神就能夠阻止
[00:15:27.000 --> 00:15:29.000]  那神就能夠阻止
[00:15:29.000 --> 00:15:31.000]  那神就能夠阻止
[00:15:31.000 --> 00:15:33.000]  那神就能夠阻止
[00:15:33.000 --> 00:15:35.000]  那神就能夠阻止
[00:15:35.000 --> 00:15:37.000]  那神就能夠阻止
[00:15:37.000 --> 00:15:39.000]  那神就能夠阻止
[00:15:39.000 --> 00:15:41.000]  那神就能夠阻止
[00:15:41.000 --> 00:15:43.000]  那神就能夠阻止
[00:15:43.000 --> 00:15:45.000]  那神就能夠阻止
[00:15:45.000 --> 00:15:47.000]  那神就能夠阻止
[00:15:47.000 --> 00:15:49.000]  那神就能夠阻止
[00:15:49.000 --> 00:15:51.000]  那神就能夠阻止
[00:15:51.000 --> 00:15:53.000]  那神就能夠阻止
[00:15:53.000 --> 00:15:55.000]  那神就能夠阻止
[00:15:55.000 --> 00:15:57.000]  那神就能夠阻止
[00:15:57.000 --> 00:15:59.000]  那神就能夠阻止
[00:15:59.000 --> 00:16:01.000]  那神就能夠阻止
[00:16:01.000 --> 00:16:03.000]  那神就能夠阻止
[00:16:03.000 --> 00:16:05.000]  那神就能夠阻止
[00:16:05.000 --> 00:16:07.000]  那神就能夠阻止
[00:16:07.000 --> 00:16:09.000]  那神就能夠阻止
[00:16:09.000 --> 00:16:11.000]  那神就能夠阻止
