
[00:00:00.000 --> 00:00:04.000]  各位主內鼎姊妹,平安!
[00:04:36.000 --> 00:04:43.000]  無論是政局,無論是民生都不是一個好景
[00:04:43.000 --> 00:04:45.000]  而路德,剛才我們說的
[00:04:45.000 --> 00:04:48.000]  就好像一個大時代裡面的小人物
[00:04:48.000 --> 00:04:53.000]  雖然我們知道路德將來會成為大胃王的祖先
[00:04:53.000 --> 00:04:57.000]  但是在那個時候,他的確是一個小人物
[00:04:57.000 --> 00:04:59.000]  在一個小家庭的裡面
[00:04:59.000 --> 00:05:01.000]  在一個大環境之下
[00:05:01.000 --> 00:05:05.000]  其實他面對的困境是更加雪上加霜
[00:05:05.000 --> 00:05:11.000]  路德的困境,首先他喪夫,他也無子
[00:05:11.000 --> 00:05:16.000]  在當時來說,一個寡婦跟著另一個寡婦拿餓米
[00:05:16.000 --> 00:05:19.000]  他的生活是完全沒有保障
[00:05:19.000 --> 00:05:23.000]  而且路德是一個魔壓女子
[00:05:23.000 --> 00:05:27.000]  他離鄉背井跟著拿餓米回到伯利恆的時候
[00:05:27.000 --> 00:05:31.000]  其實完全沒有屬於他自己的群體
[00:05:31.000 --> 00:05:35.000]  所以他也是一個很孤零零的一個人
[00:05:35.000 --> 00:05:39.000]  而更加他還需要去照顧身邊的人
[00:05:39.000 --> 00:05:42.000]  他要照顧他的婆婆拿餓米
[00:05:42.000 --> 00:05:46.000]  而拿餓米因為喪夫喪子
[00:05:46.000 --> 00:05:50.000]  其實他的心情經常處於一種極度仇苦的狀態
[00:05:50.000 --> 00:05:52.000]  如果用我們今天的說話來說
[00:05:52.000 --> 00:05:55.000]  其實是一個充滿負能量的人
[00:05:55.000 --> 00:05:57.000]  所以拿餓米有時也會跟別人說
[00:05:57.000 --> 00:06:00.000]  不要再叫我拿餓米了,拿餓米是甜的意思
[00:06:00.000 --> 00:06:03.000]  叫我瑪拉吧,瑪拉是苦的意思
[00:06:03.000 --> 00:06:06.000]  因為全能者使我受了大苦
[00:06:06.000 --> 00:06:11.000]  所以在這裡可以看到路德身邊的人都是充滿了苦情
[00:06:11.000 --> 00:06:19.000]  而他也只能夠跟婆婆一起去承擔這個苦情
[00:06:19.000 --> 00:06:21.000]  不過在這樣的情況下
[00:06:21.000 --> 00:06:24.000]  路德雖然面對各人的困境
[00:06:24.000 --> 00:06:30.000]  但在第二章他發現路德三次提到他蒙恩
[00:06:30.000 --> 00:06:32.000]  而今天我們看路德記第二章
[00:06:32.000 --> 00:06:36.000]  也會特別集中在這三段
[00:06:36.000 --> 00:06:40.000]  這三段分別在第二章第二節說
[00:06:40.000 --> 00:06:43.000]  摩訶女子路德對拿餓米說
[00:06:43.000 --> 00:06:50.000]  「用我往田間去,我蒙誰的恩,就在誰的身後去到拾取物遂」
[00:06:50.000 --> 00:06:53.000]  還有二章十節是路德跟波亞斯說的
[00:06:53.000 --> 00:07:00.000]  「我既是個愛邦人,怎能蒙你的恩,這樣去連戍我呢?」
[00:07:00.000 --> 00:07:05.000]  二章十三節也是路德跟波亞斯說
[00:07:05.000 --> 00:07:10.000]  「願我在你眼前蒙恩,我雖然不及你一個侍女
[00:07:10.000 --> 00:07:15.000]  你還用慈愛的話安慰我的心」
[00:07:15.000 --> 00:07:20.000]  蒙恩這個字,英文的翻譯可能更加貼近原文
[00:07:20.000 --> 00:07:24.000]  就是「to find favour in your eyes」
[00:07:24.000 --> 00:07:28.000]  在你眼前,我得到幫助或好處
[00:07:28.000 --> 00:07:31.000]  其實這句也是一句常用的說話
[00:07:31.000 --> 00:07:35.000]  不過在這麼近的經文裏面重複出現三次
[00:07:35.000 --> 00:07:37.000]  也很值得我們去看看
[00:07:37.000 --> 00:07:40.000]  到底路德是怎樣在這個困苦的境況裏面
[00:07:40.000 --> 00:07:44.000]  可以提說三次他去經歷蒙恩
[00:07:44.000 --> 00:07:50.000]  剛才我們說第一次,就是出現在第二節
[00:07:50.000 --> 00:07:56.000]  在這個段落,正正就是路德已經跟拿俄米回到伯利恆
[00:07:56.000 --> 00:08:00.000]  路德在第二節主動跟拿俄米提出
[00:08:00.000 --> 00:08:05.000]  「用我往田間去,我蒙誰的恩,就在誰身後拾墨水」
[00:08:05.000 --> 00:08:09.000]  這句話很簡單,反映在路德心目中
[00:08:09.000 --> 00:08:15.000]  蒙恩是什麼呢?就是一個可以在人身後拾墨水的機會
[00:08:15.000 --> 00:08:22.000]  而當時窮人、寄居者可以在修閣的人身後去拾墨水這個做法
[00:08:22.000 --> 00:08:26.000]  其實正正就是記載在《五經》的律法裏面
[00:08:26.000 --> 00:08:32.000]  我們可以去看看《利美記》十九章九至十節就是這樣說
[00:08:32.000 --> 00:08:36.000]  「在你們的地修閣莊稼的時候,不可以割盡田閣
[00:08:36.000 --> 00:08:41.000]  也不可以拾取所遺落的,不可以摘盡葡萄園的果子
[00:08:41.000 --> 00:08:49.000]  也不可以拾取葡萄園所釣的果子,就是要留給窮人和寄居的」
[00:08:49.000 --> 00:08:54.000]  所以在這裏簡單看到,就是你不可以收盡所有的莊稼
[00:08:54.000 --> 00:08:56.000]  不可以摘盡所有的果子
[00:08:56.000 --> 00:09:01.000]  而類似的描述在《生命記》二十四章十九至二十一節都有
[00:09:01.000 --> 00:09:05.000]  就是你在田間修閣莊稼,如果忘記了拿一捆的
[00:09:05.000 --> 00:09:11.000]  你不要回頭拿,就留給那些孤兒寡婦和寄居的
[00:09:11.000 --> 00:09:15.000]  甚至你打橄欖樹,都是你枝上打剩的
[00:09:15.000 --> 00:09:19.000]  你不要再打,要留給寄居和孤兒寡婦
[00:09:19.000 --> 00:09:22.000]  你摘葡萄園的葡萄,都是一樣
[00:09:22.000 --> 00:09:28.000]  剩下的不要再摘,留給寄居和孤兒寡婦
[00:09:28.000 --> 00:09:35.000]  所以我們可以看到,其實這條律法最主要就是要神的百姓留有餘地
[00:09:35.000 --> 00:09:38.000]  不要收盡所有的莊稼
[00:09:38.000 --> 00:09:44.000]  就是留給窮人、孤兒、寡婦、寄居的可以去撿
[00:09:44.000 --> 00:09:51.000]  可以去收割剩下的糧食裏面,去找到微小的幫助
[00:09:51.000 --> 00:09:56.000]  讓他們可以在生活裏面得到最基本的保障
[00:09:56.000 --> 00:10:00.000]  就不用一定要去借貸或者去行乞
[00:10:00.000 --> 00:10:05.000]  而剛才我們說的路德,他正正就是歸入這個裏面
[00:10:05.000 --> 00:10:09.000]  他是在貧窮裏面,他是寡婦,他是寄居的
[00:10:09.000 --> 00:10:14.000]  所以他能夠有一個蒙恩的機會,可以在人身後拾物水
[00:10:14.000 --> 00:10:18.000]  其實也是源於這個恩慈的律法
[00:10:18.000 --> 00:10:25.000]  當然這個恩慈的律法,就是源於那位定立律法,有恩慈的上帝
[00:10:25.000 --> 00:10:36.000]  當在困苦的時刻,當拿訛米還在自怨自艾說全能者死去受苦的時刻
[00:10:36.000 --> 00:10:41.000]  路德他就決定主動去養大這個恩慈的律法
[00:10:41.000 --> 00:10:45.000]  所以第二節他就是主動說用我去填耕
[00:10:45.000 --> 00:10:48.000]  不是拿訛米提出的,是路德自己提出
[00:10:48.000 --> 00:10:52.000]  而在第七節其實也都看見,他這樣出去
[00:10:52.000 --> 00:10:56.000]  他會問那裏田地的監督
[00:10:56.000 --> 00:11:00.000]  其實他是要冒著被拒絕的可能
[00:11:00.000 --> 00:11:04.000]  但是他都勇敢去提出要求
[00:11:04.000 --> 00:11:09.000]  而另一方面我們都看到,其實路德他不只是把握了一個機會
[00:11:09.000 --> 00:11:12.000]  他自己都很積極、辛勤去到工作
[00:11:12.000 --> 00:11:15.000]  監督說他從早晨到如今
[00:11:15.000 --> 00:11:19.000]  除了在屋子裏面坐了一會兒,就常常在田裏
[00:11:19.000 --> 00:11:24.000]  其實看見路德一直都很積極去到工作
[00:11:24.000 --> 00:11:29.000]  甚至乎以這十節去描述,他是十勿睡到晚上
[00:11:29.000 --> 00:11:33.000]  路德就是握著這個律法給他的保障
[00:11:33.000 --> 00:11:38.000]  同時路德他自己都主動去積極去工作
[00:11:38.000 --> 00:11:41.000]  而另一方面,在這段經文我們看到
[00:11:41.000 --> 00:11:45.000]  可以說路德都是放手交托的
[00:11:45.000 --> 00:11:46.000]  為甚麼這樣說呢?
[00:11:46.000 --> 00:11:51.000]  你見到他第二節說「我蒙誰的恩,就在誰的身後去十勿睡」
[00:11:51.000 --> 00:11:55.000]  看來這件事是沒有甚麼計劃的
[00:11:55.000 --> 00:11:57.000]  但是如果我們細心去想
[00:11:57.000 --> 00:12:00.000]  其實這件事可不可以很有計劃去進行呢?
[00:12:00.000 --> 00:12:02.000]  如果我們看二章二十節
[00:12:02.000 --> 00:12:08.000]  其實拿訛米是一早就知道他有個親戚叫波亞斯
[00:12:08.000 --> 00:12:11.000]  這個親戚是有田有地
[00:12:11.000 --> 00:12:16.000]  不過他沒有去計劃,只是想去投靠
[00:12:16.000 --> 00:12:22.000]  這樣整件事就好像充滿了一個巧合去發生
[00:12:22.000 --> 00:12:25.000]  而我們看經文第四節
[00:12:25.000 --> 00:12:28.000]  亦都是說了這種恰巧
[00:12:28.000 --> 00:12:31.000]  第三節亦都是說了這種恰巧的出現
[00:12:31.000 --> 00:12:33.000]  所以我們看到
[00:12:33.000 --> 00:12:40.000]  罪事者都好像刻意去突出這種不期而遇的情況
[00:12:40.000 --> 00:12:47.000]  去看到路德是恰巧去到以利米勒本族人波亞斯的那塊田
[00:12:47.000 --> 00:12:52.000]  這種不期而遇,無心插柳
[00:12:52.000 --> 00:12:54.000]  就讓我們感受到
[00:12:54.000 --> 00:13:00.000]  似乎背後有一個掌管萬事的上帝在安排
[00:13:00.000 --> 00:13:04.000]  的確,在路德記的描述裏面
[00:13:04.000 --> 00:13:07.000]  神母行甚麼神跡騎士
[00:13:07.000 --> 00:13:11.000]  就是藉著她恩慈所定的律法
[00:13:11.000 --> 00:13:14.000]  以及藉著她恰巧的安排
[00:13:14.000 --> 00:13:18.000]  就嫁入在路德的生活裏面
[00:13:18.000 --> 00:13:21.000]  而路德就是懷著那份交託的心
[00:13:21.000 --> 00:13:23.000]  同時主動積極去行動
[00:13:23.000 --> 00:13:26.000]  養育這個律法給他的保障
[00:13:26.000 --> 00:13:32.000]  他就可以從那個困苦的處境稍稍有些突破
[00:13:32.000 --> 00:13:38.000]  弟兄姊妹,當我們今天面對著各樣的困境
[00:13:38.000 --> 00:13:42.000]  我們會像拿餓米一樣自怨自艾
[00:13:42.000 --> 00:13:45.000]  會在愁雲慘霧裏面
[00:13:45.000 --> 00:13:49.000]  還是我們願意像路德一樣
[00:13:49.000 --> 00:13:53.000]  交託,同時積極去行動
[00:13:53.000 --> 00:13:56.000]  養育神為我們預備的資源
[00:13:56.000 --> 00:13:59.000]  我們願意踏前一步嗎?
[00:13:59.000 --> 00:14:01.000]  在這裏也要提一下
[00:14:01.000 --> 00:14:03.000]  路德之所以可以拾墨水
[00:14:03.000 --> 00:14:05.000]  以及養育這個恩慈的律法
[00:14:05.000 --> 00:14:08.000]  很重要,還有原因是
[00:14:08.000 --> 00:14:13.000]  有像波亞斯這些願意進行律法的人在其中
[00:14:13.000 --> 00:14:16.000]  波亞斯的田地沒有割盡農作物
[00:14:16.000 --> 00:14:21.000]  也願意開放給人去拾墨水
[00:14:21.000 --> 00:14:24.000]  所以可以看到在困苦的局面
[00:14:24.000 --> 00:14:28.000]  神未必透過超自然的神蹟介入
[00:14:28.000 --> 00:14:32.000]  他可以透過你和我平凡的人
[00:14:32.000 --> 00:14:35.000]  去承傳他的律法和吩咐
[00:14:35.000 --> 00:14:43.000]  也可以讓有需要的人生活是經歷神的恩慈
[00:14:43.000 --> 00:14:46.000]  我自己也想起疫情初期
[00:14:46.000 --> 00:14:48.000]  不知道大家有沒有類似的經驗
[00:14:48.000 --> 00:14:50.000]  口罩是極度短缺
[00:14:50.000 --> 00:14:55.000]  尤其是長者和基層很多時候都買不到口罩
[00:14:55.000 --> 00:14:59.000]  當時我們教會就有人去呼籲
[00:14:59.000 --> 00:15:04.000]  會不會大家可以將你家裏有餘的口罩拿出來
[00:15:04.000 --> 00:15:07.000]  我聽到這個呼籲,最初是有點兒女的
[00:15:07.000 --> 00:15:12.000]  因為當時我覺得口罩是難買過iPhone的
[00:15:12.000 --> 00:15:15.000]  排隊排很長時間,也要很早
[00:15:15.000 --> 00:15:17.000]  甚至凌晨就要去排隊
[00:15:17.000 --> 00:15:21.000]  不知道弟兄姊妹會不會去響應呢?
[00:15:21.000 --> 00:15:23.000]  但是很感恩
[00:15:23.000 --> 00:15:27.000]  我後來發現原來大家不是需要擁有很多
[00:15:27.000 --> 00:15:29.000]  才願意分享
[00:15:29.000 --> 00:15:34.000]  有些弟兄姊妹可能家裏只有兩三盒存貨
[00:15:34.000 --> 00:15:39.000]  但他們都願意拿著一盒出來給教會收集
[00:15:39.000 --> 00:15:44.000]  最後教會竟然收集到一定數量的口罩
[00:15:44.000 --> 00:15:48.000]  不僅我們可以分給教會裏面的長者
[00:15:48.000 --> 00:15:52.000]  而且我們還可以給一些服務基層的機構
[00:15:52.000 --> 00:15:55.000]  一解燕眉之急
[00:15:55.000 --> 00:15:59.000]  這個小小的例子我們可以看到
[00:15:59.000 --> 00:16:03.000]  即使我們未必像波亞斯一樣是大田主
[00:16:03.000 --> 00:16:05.000]  擁有很多的田產
[00:16:05.000 --> 00:16:10.000]  或者我們都未必可以做些什麼去即刻扭轉局面
[00:16:10.000 --> 00:16:15.000]  但原來我和你可以拿出一些有餘的
[00:16:15.000 --> 00:16:18.000]  也是在承傳上主的吩咐
[00:16:18.000 --> 00:16:22.000]  也可以叫到身邊的人去經歷神的恩典
[00:16:22.000 --> 00:16:28.000]  除了體會在物質上有恭敬之外
[00:16:28.000 --> 00:16:31.000]  當路德第二次提及他蒙恩
[00:16:31.000 --> 00:16:35.000]  就不單單是在說物質的生活
[00:16:35.000 --> 00:16:37.000]  我們去看的是二章十節
[00:16:37.000 --> 00:16:40.000]  路德再一次提及蒙恩
[00:16:40.000 --> 00:16:43.000]  就是他聽到波亞斯一番說話之後
[00:16:43.000 --> 00:16:46.000]  路德就俯伏在地上求拜
[00:16:46.000 --> 00:16:48.000]  對波亞斯說
[00:16:48.000 --> 00:16:50.000]  我幾時愛邦人
[00:16:50.000 --> 00:16:51.000]  怎麼蒙你的恩
[00:16:51.000 --> 00:16:54.000]  這樣連顧恤我呢?
[00:16:54.000 --> 00:16:57.000]  路德其實有很大的反應
[00:16:57.000 --> 00:17:00.000]  馬上俯伏求拜
[00:17:00.000 --> 00:17:04.000]  我想是因為他經歷了一個很大的顧恤
[00:17:04.000 --> 00:17:07.000]  在和修本這個字就譯為照顧
[00:17:07.000 --> 00:17:12.000]  在原文顧恤這個字就可以解作認識、認得
[00:17:12.000 --> 00:17:17.000]  其實是想說明彼此之間有那份關係
[00:17:17.000 --> 00:17:19.000]  到底波亞斯說了什麼
[00:17:19.000 --> 00:17:23.000]  令路德感動到這麼大的反應呢?
[00:17:23.000 --> 00:17:25.000]  這麼感覺到被顧恤呢?
[00:17:25.000 --> 00:17:29.000]  我們去看第八、第九節
[00:17:29.000 --> 00:17:31.000]  就是波亞斯去吩咐路德
[00:17:31.000 --> 00:17:34.000]  女兒聽我說
[00:17:34.000 --> 00:17:37.000]  你不要去別人的田裡灑墨水
[00:17:37.000 --> 00:17:39.000]  你不要離開這裡
[00:17:39.000 --> 00:17:42.000]  接著他有三個吩咐
[00:17:42.000 --> 00:17:46.000]  他說你要經常和我的侍女在一起
[00:17:46.000 --> 00:17:49.000]  你見到僕人去哪裡工作
[00:17:49.000 --> 00:17:51.000]  你就跟著我的僕人
[00:17:51.000 --> 00:17:53.000]  第三個比較特別的就是
[00:17:53.000 --> 00:17:54.000]  你頸渴嗎?
[00:17:54.000 --> 00:17:57.000]  你就可以去器皿那裡
[00:17:57.000 --> 00:18:00.000]  喝僕人打的水
[00:18:00.000 --> 00:18:03.000]  其實這三個吩咐
[00:18:03.000 --> 00:18:06.000]  可以說都有一個共通點指向同一樣東西
[00:18:06.000 --> 00:18:11.000]  就是他把路德當成自己人
[00:18:11.000 --> 00:18:15.000]  讓路德走進這個群體
[00:18:15.000 --> 00:18:18.000]  好像波亞斯其他的侍女僕人一樣
[00:18:18.000 --> 00:18:21.000]  讓他可以跟他們出入
[00:18:21.000 --> 00:18:23.000]  甚至這個題說
[00:18:23.000 --> 00:18:27.000]  他口渴的時候可以喝他僕人打來的水
[00:18:27.000 --> 00:18:29.000]  這個情景就有點像是什麼呢?
[00:18:29.000 --> 00:18:33.000]  可能你的公司有員工專享的區域
[00:18:33.000 --> 00:18:36.000]  或者員工專享的餐廳
[00:18:36.000 --> 00:18:38.000]  路德是一個外邦人
[00:18:38.000 --> 00:18:40.000]  是一個普通人
[00:18:40.000 --> 00:18:44.000]  他可以跟著波亞斯的侍女僕人
[00:18:44.000 --> 00:18:47.000]  進入這個地方
[00:18:47.000 --> 00:18:50.000]  其實傳統上打水這個工作
[00:18:50.000 --> 00:18:54.000]  通常由外邦人的女子去做
[00:18:54.000 --> 00:18:57.000]  在這裡作為外邦人女子的路德
[00:18:57.000 --> 00:19:01.000]  竟然可以飲用由以色列男丁打的水
[00:19:01.000 --> 00:19:03.000]  其實也很特別
[00:19:03.000 --> 00:19:06.000]  正正也在這裡反映了
[00:19:06.000 --> 00:19:11.000]  路德已經成為這個群體的一分子
[00:19:11.000 --> 00:19:16.000]  再者,波亞斯也再三叮囑他的僕人
[00:19:16.000 --> 00:19:21.000]  不可以欺負、不可以羞辱、不可以斥嚇路德
[00:19:21.000 --> 00:19:23.000]  在15、16節更加提到
[00:19:23.000 --> 00:19:27.000]  就算路德在禍群裡去倒墨水
[00:19:27.000 --> 00:19:30.000]  這件事不是律法讓他這樣做
[00:19:30.000 --> 00:19:33.000]  不過波亞斯也提醒了他的僕人
[00:19:33.000 --> 00:19:37.000]  你們也不可以去說他、去羞辱他
[00:19:37.000 --> 00:19:39.000]  所以在這裡看見
[00:19:39.000 --> 00:19:42.000]  波亞斯真的把路德當成自己人
[00:19:42.000 --> 00:19:44.000]  他不想路德因為外邦人的身份
[00:19:44.000 --> 00:19:48.000]  而受到排斥或者欺負
[00:19:48.000 --> 00:19:53.000]  所以對於被當成自己人
[00:19:53.000 --> 00:19:56.000]  路德是喜出望外
[00:19:56.000 --> 00:19:58.000]  所以他強調的,在第十節說
[00:19:58.000 --> 00:20:00.000]  我何時是外邦人
[00:20:00.000 --> 00:20:01.000]  他其實自己知道
[00:20:01.000 --> 00:20:03.000]  他要強調其實他的身份
[00:20:03.000 --> 00:20:04.000]  本來就是一個外邦人
[00:20:04.000 --> 00:20:07.000]  本來就是跟這個群體沒有關係
[00:20:07.000 --> 00:20:09.000]  所以他才這麼驚訝
[00:20:09.000 --> 00:20:12.000]  可以得到這一份的連述
[00:20:12.000 --> 00:20:17.000]  而在之後不單是上班工作的時候
[00:20:17.000 --> 00:20:20.000]  路德可以有這份固卒
[00:20:20.000 --> 00:20:22.000]  而到吃飯的時候
[00:20:22.000 --> 00:20:24.000]  在經文後部分
[00:20:24.000 --> 00:20:26.000]  波亞斯也是一樣
[00:20:26.000 --> 00:20:31.000]  去招呼路德可以坐在他修國的人旁邊
[00:20:31.000 --> 00:20:32.000]  在第十四節
[00:20:32.000 --> 00:20:37.000]  甚至說到他們空了的睡紙都遞給他吃
[00:20:37.000 --> 00:20:42.000]  所以在一起可以同台吃飯
[00:20:42.000 --> 00:20:44.000]  就是一份很大的捷
[00:20:44.000 --> 00:20:47.000]  而二章二十三節到最後
[00:20:47.000 --> 00:20:53.000]  其實也提到路德一直都會跟波亞斯的侍女去撿墨水
[00:20:53.000 --> 00:20:56.000]  直到收完所有大墨小墨
[00:20:56.000 --> 00:20:58.000]  所以看到整個第二章
[00:20:58.000 --> 00:21:02.000]  路德就是慢慢地融入這個群體
[00:21:02.000 --> 00:21:05.000]  無論工作、勞動的時候
[00:21:05.000 --> 00:21:08.000]  無論是休息、吃飯的時候
[00:21:08.000 --> 00:21:12.000]  都可以和大家在一起
[00:21:12.000 --> 00:21:17.000]  我相信對於一個離鄉別井
[00:21:17.000 --> 00:21:20.000]  真的覺得自己是異鄉人
[00:21:20.000 --> 00:21:21.000]  是非我族類
[00:21:21.000 --> 00:21:24.000]  是另一個族類的人的時候
[00:21:24.000 --> 00:21:28.000]  能夠在異地找到一個可以歸屬的群體
[00:21:28.000 --> 00:21:32.000]  是一件很蒙恩的事
[00:21:32.000 --> 00:21:38.000]  再者其實波亞斯願意接納路德這個外邦人進入他的群體
[00:21:38.000 --> 00:21:42.000]  甚至讓路德可以在禾菌裡撿墨水
[00:21:42.000 --> 00:21:47.000]  這種固率就不是律法明文的規定
[00:21:47.000 --> 00:21:48.000]  剛才我們讀了經文
[00:21:48.000 --> 00:21:52.000]  我們看到律法其實要求不要收盡裝甲
[00:21:52.000 --> 00:21:58.000]  所以可以說波亞斯的慷慨和對路德的接納
[00:21:58.000 --> 00:22:01.000]  其實已經超出了律法的要求
[00:22:01.000 --> 00:22:04.000]  當然我們也可以聯想
[00:22:04.000 --> 00:22:07.000]  不幫助波亞斯這樣做
[00:22:07.000 --> 00:22:11.000]  或者是出於對路德的欣賞和憐愛
[00:22:11.000 --> 00:22:17.000]  但同時可以說波亞斯這種固率正正反映
[00:22:17.000 --> 00:22:21.000]  他活出實踐律法的精神
[00:22:21.000 --> 00:22:23.000]  不單是律法的規定
[00:22:23.000 --> 00:22:26.000]  也活出律法的精神
[00:22:26.000 --> 00:22:28.000]  就是善待寄居的
[00:22:28.000 --> 00:22:31.000]  善待孤兒寡婦
[00:22:31.000 --> 00:22:36.000]  在《生命記》24章22節提到
[00:22:36.000 --> 00:22:39.000]  其實神要求以色列人
[00:22:39.000 --> 00:22:40.000]  他的子民這樣做
[00:22:40.000 --> 00:22:43.000]  也是要紀念以色列人自己
[00:22:43.000 --> 00:22:45.000]  也曾經是寄居
[00:22:45.000 --> 00:22:49.000]  並且是在埃及遺留
[00:22:49.000 --> 00:22:51.000]  所以我們看到
[00:22:51.000 --> 00:22:54.000]  這就是律法的精神
[00:22:54.000 --> 00:23:00.000]  能夠讓路德去經驗一個這麼大的固率
[00:23:00.000 --> 00:23:05.000]  不過能夠經歷這樣的折納和固率
[00:23:05.000 --> 00:23:08.000]  可以融入在另一個文化
[00:23:08.000 --> 00:23:09.000]  另一個群體裏面
[00:23:09.000 --> 00:23:13.000]  其實我想也不是理所當然
[00:23:13.000 --> 00:23:15.000]  因為我們知道人和人之間
[00:23:15.000 --> 00:23:17.000]  本身真的有很多事情
[00:23:17.000 --> 00:23:19.000]  可以令我們阻隔
[00:23:19.000 --> 00:23:23.000]  甚至可以充滿對立和差異
[00:23:23.000 --> 00:23:25.000]  所以有時在這樣的處境之下
[00:23:25.000 --> 00:23:31.000]  到底我們如何去實現路德所經歷的固率
[00:23:31.000 --> 00:23:33.000]  能夠讓不同的人
