
[00:00:00.000 --> 00:00:10.000]  非常多謝黃博士幫我預備好道路
[00:02:46.000 --> 00:02:50.000]  然後從這裡我就會和大家一起再去看一看
[00:02:50.000 --> 00:02:56.000]  造成這種獨特的形態背後的土地觀究竟是一個什麼樣的土地觀
[00:02:56.000 --> 00:02:59.000]  然後我們再去思考一下
[00:02:59.000 --> 00:03:01.000]  在基督教的土地觀來說
[00:03:01.000 --> 00:03:04.000]  究竟可以帶給我們對於我們的城市
[00:03:04.000 --> 00:03:08.000]  有一個什麼樣的新的亮光新的想像呢
[00:03:08.000 --> 00:03:11.000]  所以我第一部分會和大家看一看
[00:03:11.000 --> 00:03:15.000]  香港一個獨特的生活的形態
[00:03:15.000 --> 00:03:19.000]  第一部分我就想一起去思考一下
[00:03:19.000 --> 00:03:23.000]  究竟香港人是為了什麼而去奔馳呢
[00:03:23.000 --> 00:03:27.000]  如果大家記得好幾年前就有一個
[00:03:27.000 --> 00:03:29.000]  我們說香港是一個vibrant city
[00:03:29.000 --> 00:03:35.000]  經常有很多活動在裡面很有活力
[00:03:35.000 --> 00:03:38.000]  經常在奔馳的一個城市
[00:03:38.000 --> 00:03:41.000]  究竟我們是為了什麼而奔馳呢
[00:03:41.000 --> 00:03:47.000]  有一個報告在2016年4月的時候
[00:03:47.000 --> 00:03:53.000]  統計處公佈了一個每5年進行一次的住戶開支統計調查
[00:03:53.000 --> 00:03:57.000]  在這個調查裡面我們看它的結果
[00:03:57.000 --> 00:04:02.000]  就顯示出香港人用的最大的住戶開支
[00:04:02.000 --> 00:04:05.000]  是用在哪一個地方呢
[00:04:05.000 --> 00:04:08.000]  就是用在居住的上高
[00:04:08.000 --> 00:04:12.000]  居住是佔了34.3%
[00:04:12.000 --> 00:04:17.000]  如果我們再看下去再看一些細分的數字的話
[00:04:17.000 --> 00:04:20.000]  是住在私人房屋的住戶
[00:04:20.000 --> 00:04:26.000]  是更加是佔到那個比重是去到40.5%
[00:04:26.000 --> 00:04:29.000]  而第二位的才是食品的
[00:04:29.000 --> 00:04:34.000]  食品佔的比重是27.3%
[00:04:34.000 --> 00:04:39.000]  這個報告裡面有一個很有趣的觀察
[00:04:39.000 --> 00:04:41.000]  也不應該說是有趣的
[00:04:41.000 --> 00:04:43.000]  有一個很特別的觀察
[00:04:43.000 --> 00:04:48.000]  特別是看食品佔的百分比
[00:04:48.000 --> 00:04:53.000]  在當中如果是住在公屋的家庭住戶
[00:04:53.000 --> 00:04:57.000]  他用的比率是46%
[00:04:57.000 --> 00:05:04.000]  而倒過來看住在私人房屋裡面就是23%
[00:05:04.000 --> 00:05:09.000]  這個報告也提出一個這樣的理解
[00:05:09.000 --> 00:05:13.000]  他說有這個情況似乎是顯示出
[00:05:13.000 --> 00:05:15.000]  因為居住在公屋的家庭
[00:05:15.000 --> 00:05:19.000]  他居住得到支援的情況裡面
[00:05:19.000 --> 00:05:24.000]  他會調撥更多的資源去食品的上高
[00:05:24.000 --> 00:05:25.000]  明白這個情況嗎
[00:05:25.000 --> 00:05:30.000]  這個數字顯示出來香港的生活面貌
[00:05:30.000 --> 00:05:33.000]  換言之你可以明白到
[00:05:33.000 --> 00:05:41.000]  住在私人房屋的住戶的確是摺衣縮食來找瓦遮頭
[00:05:41.000 --> 00:05:44.000]  所以在香港的處境裡面
[00:05:44.000 --> 00:05:46.000]  我想以後我們要改一改口
[00:05:46.000 --> 00:05:48.000]  我們不是為口奔馳
[00:05:48.000 --> 00:05:51.000]  我們絕對是為樓奔馳
[00:05:51.000 --> 00:05:57.000]  大部分的,特別是住在私人樓宇的香港市民
[00:05:57.000 --> 00:05:59.000]  你是為樓奔馳
[00:05:59.000 --> 00:06:03.000]  第二個我想跟大家一起去重溫一下
[00:06:03.000 --> 00:06:06.000]  我們很獨特的香港人的生活型態
[00:06:06.000 --> 00:06:09.000]  就是剛才黃博士也有提及到
[00:06:09.000 --> 00:06:15.000]  就是那層樓是一個非常重大的投資
[00:06:15.000 --> 00:06:21.000]  是投放很多生命的心血在當中的一件事
[00:06:21.000 --> 00:06:24.000]  剛剛新鮮熱辣出爐的Demographia
[00:06:24.000 --> 00:06:29.000]  他這個國際公共政策顧問的機構
[00:06:29.000 --> 00:06:33.000]  他每年都會在全世界做一個調查
[00:06:33.000 --> 00:06:39.000]  調查不同的城市裡面負擔置業的情況
[00:06:39.000 --> 00:06:45.000]  香港是連續八年穩佔全球第一位
[00:06:45.000 --> 00:06:49.000]  最難負擔置業的一個城市
[00:06:49.000 --> 00:06:54.000]  當中有一個數字,就是一個比率
[00:06:54.000 --> 00:06:59.000]  就是樓價和入息的比率是19.4
[00:06:59.000 --> 00:07:04.000]  意思就是說香港人不吃不喝不吃
[00:07:04.000 --> 00:07:10.000]  只是存錢也要存19.4年才能買樓
[00:07:10.000 --> 00:07:16.000]  就是你吃都不吃,要19.4年才能買樓
[00:07:16.000 --> 00:07:19.000]  所以是極度困難
[00:07:19.000 --> 00:07:24.000]  也是因為這個緣故,年輕人上樓是非常難的
[00:07:24.000 --> 00:07:27.000]  所以近年出現了一些情況
[00:07:27.000 --> 00:07:34.000]  就是靠副幹上樓,或者靠副幹上車的情況出現
[00:07:34.000 --> 00:07:42.000]  而這個情況是令到金管局的總裁陳德霖
[00:07:42.000 --> 00:07:48.000]  在去年特別是為了這件事提出一個提醒
[00:07:48.000 --> 00:07:52.000]  對於香港的市民,或者對於整個香港社會作出一個提醒
[00:07:52.000 --> 00:07:56.000]  他說這樣做的話,有這種practice
[00:07:56.000 --> 00:08:03.000]  就是父母幫小朋友去加按自己的物業
[00:08:03.000 --> 00:08:07.000]  然後拿一筆錢去幫年輕人上車
[00:08:07.000 --> 00:08:11.000]  這樣的做法有機會扭曲了供款能力的評估
[00:08:11.000 --> 00:08:19.000]  萬一經濟逆轉的話,隨時整個家庭就會陷入一個很大的風險
[00:08:19.000 --> 00:08:23.000]  就是說你以為父母,他們想著有層樓
[00:08:23.000 --> 00:08:26.000]  到老了起碼有瓦遮頭
[00:08:26.000 --> 00:08:28.000]  但是因為remortgage的緣故
[00:08:28.000 --> 00:08:34.000]  而年輕人的工作收入未必有我們當時那麼穩定的時候
[00:08:34.000 --> 00:08:40.000]  他一斷工的話,兩代人一起就陷入一個很大的危機
[00:08:40.000 --> 00:08:46.000]  雖然陳德霖這麼苦口婆心地勸
[00:08:46.000 --> 00:08:55.000]  後來就follow這個新聞,友邦做了一個調查
[00:08:55.000 --> 00:08:59.000]  去訪問一下那些人士
[00:08:59.000 --> 00:09:03.000]  發現受訪的人裡面八成半的人
[00:09:03.000 --> 00:09:07.000]  是表示他認同供樓等於儲錢
[00:09:07.000 --> 00:09:11.000]  香港人的概念上供樓就是儲錢
[00:09:11.000 --> 00:09:16.000]  而有樓在手,退休就無憂了
[00:09:16.000 --> 00:09:18.000]  有退休的保障
[00:09:18.000 --> 00:09:25.000]  所以這個理念是根深蒂固的
[00:09:25.000 --> 00:09:28.000]  供樓是一個退休保障
[00:09:28.000 --> 00:09:33.000]  但最有趣的是,這裏和調查中指出另一件很有趣的事情
[00:09:33.000 --> 00:09:37.000]  就是再訪問,在這些訪問中
[00:09:37.000 --> 00:09:42.000]  如果他是父母的話,有一半的人
[00:09:42.000 --> 00:09:45.000]  即是有50%的父母
[00:09:45.000 --> 00:09:50.000]  他們會覺得輔助他的子女上車
[00:09:50.000 --> 00:09:54.000]  比他的退休保障更加重要
[00:09:54.000 --> 00:09:55.000]  明白我的意思嗎?
[00:09:55.000 --> 00:09:59.000]  一般人,八成半的人會覺得是退休保障
[00:09:59.000 --> 00:10:02.000]  即是我一買樓,然後有退休保障
[00:10:02.000 --> 00:10:07.000]  但在裏面有一半的人,如果他要幫他的小孩上車的話
[00:10:07.000 --> 00:10:12.000]  他寧願放下他的退休保障
[00:10:12.000 --> 00:10:16.000]  所以在裏面你會看到
[00:10:16.000 --> 00:10:18.000]  在香港來說
[00:10:18.000 --> 00:10:24.000]  那間屋不單止是一個居住需要的問題
[00:10:24.000 --> 00:10:27.000]  屋是一個保障
[00:10:27.000 --> 00:10:32.000]  以至於屋是一個投資的規劃
[00:10:32.000 --> 00:10:34.000]  這個投資的規劃
[00:10:34.000 --> 00:10:38.000]  如果是一個人,是說19.4年不吃不住
[00:10:38.000 --> 00:10:42.000]  不吃不喝這樣的情況來投資
[00:10:42.000 --> 00:10:46.000]  亦都是,甚至乎現在有進一步的要跨代
[00:10:46.000 --> 00:10:52.000]  來一起去參與,努力地在這個投資項目的上高
[00:10:55.000 --> 00:11:00.000]  第三點,這個亦不只是計算的問題
[00:11:00.000 --> 00:11:06.000]  樓宇或住房在香港的生活形態裏面
[00:11:06.000 --> 00:11:09.000]  已經進入到另一個層次裏面
[00:11:09.000 --> 00:11:16.000]  那個層次是怎樣去衡量一個人的成功
[00:11:16.000 --> 00:11:18.000]  差不多不單止是保值的問題
[00:11:18.000 --> 00:11:20.000]  不單止是生計的問題
[00:11:20.000 --> 00:11:26.000]  基本上可以發展到變成量度一個人的個人質素的指標
[00:11:26.000 --> 00:11:30.000]  這個是一個新聞,是2016年,不知道大家記不記得
[00:11:30.000 --> 00:11:37.000]  當年有一位十大傑青接受傳媒的訪問
[00:11:37.000 --> 00:11:42.000]  而這個訪問一出之後,全城就議論紛紛
[00:11:42.000 --> 00:11:45.000]  這位傑青在訪問裏面提及到
[00:11:45.000 --> 00:11:50.000]  他在27歲那年,開始用兩年的時間
[00:11:50.000 --> 00:11:53.000]  就攻斷了一層300萬的樓宇
[00:11:53.000 --> 00:11:57.000]  大家有沒有印象他有這樣的一個報道
[00:11:57.000 --> 00:12:01.000]  馬上就引起議論紛紛
[00:12:01.000 --> 00:12:06.000]  在網上說他是不是在曬命,很多的討論
[00:12:06.000 --> 00:12:15.000]  我嘗試在好意之下去想他
[00:12:15.000 --> 00:12:17.000]  我相信他是一個好人
[00:12:17.000 --> 00:12:23.000]  我相信他也是出於好意去勉勵年輕人
[00:12:23.000 --> 00:12:25.000]  我相信他是有這樣的想法
[00:12:25.000 --> 00:12:32.000]  不過最令我感到好奇或最令我注意這件事
[00:12:32.000 --> 00:12:39.000]  是甚麼呢?我問了一個問題,究竟是一個怎樣深層的文化意識
[00:12:39.000 --> 00:12:43.000]  令到一個傑青在接受傳媒訪問的時候
[00:12:43.000 --> 00:12:48.000]  會提自己買樓呢?你明白我的意思嗎?
[00:12:48.000 --> 00:12:52.000]  我很難想像在德國一位傑青人訪問他的時候
[00:12:52.000 --> 00:12:55.000]  他會提我那年買了一層樓
[00:12:55.000 --> 00:12:59.000]  究竟買樓這件事是一件甚麼事呢?
[00:12:59.000 --> 00:13:02.000]  對於他或對於整個香港社會來說
[00:13:02.000 --> 00:13:06.000]  買樓,27歲用兩年買了一個300萬的樓
[00:13:06.000 --> 00:13:14.000]  是不是代表他在努力的奮鬥史裏面很重要的一頁呢?
[00:13:14.000 --> 00:13:21.000]  能夠年輕置業是不是代表他是一個勤奮有為的人呢?
[00:13:21.000 --> 00:13:24.000]  一個marker來的呢?
[00:13:24.000 --> 00:13:32.000]  不知道,大家也有去過安息禮拜,安息禮拜也有術史的部分
[00:13:32.000 --> 00:13:34.000]  不知道會不會有一天術史我們看到
[00:13:34.000 --> 00:13:37.000]  他其中一件我們整個家族很紀念的事
[00:13:37.000 --> 00:13:42.000]  就是他用兩年的時間,攻斷了一層300萬的樓
[00:13:42.000 --> 00:13:46.000]  但這件事是發生在我們城市裏面的
[00:13:46.000 --> 00:13:51.000]  不單止是這樣,的確我是聽過
[00:13:51.000 --> 00:13:59.000]  有真實的情況,是有人有父母是因為女兒的男朋友
[00:13:59.000 --> 00:14:04.000]  沒有一份穩定的收入的工作
[00:14:04.000 --> 00:14:11.000]  那種工作的特質是令到他不可能買到樓
[00:14:11.000 --> 00:14:15.000]  或者去到銀行做按揭的
[00:14:15.000 --> 00:14:19.000]  所以是跟女兒說這個人沒有前途的
[00:14:19.000 --> 00:14:25.000]  女兒你不要嫁給他,是真實的真人真事
[00:14:25.000 --> 00:14:30.000]  那麼損勢的條件,損伴侶的條件
[00:14:30.000 --> 00:14:34.000]  原來跟樓是有關係的
[00:14:34.000 --> 00:14:36.000]  發生了什麼事呢?
[00:14:36.000 --> 00:14:45.000]  原來樓是人生勝利組還是老蛇的一個區分
[00:14:45.000 --> 00:14:51.000]  沒聽過老蛇這個名稱,台灣現在開始流行
[00:14:51.000 --> 00:14:54.000]  從這一點我們再看下去的話
[00:14:54.000 --> 00:14:57.000]  有一樣很值得我們去憂慮的事情
[00:14:57.000 --> 00:15:01.000]  就是我稱之為形成中的階級矛盾
[00:15:01.000 --> 00:15:07.000]  其實香港這個社會本身不是有太多階級矛盾的
[00:15:07.000 --> 00:15:12.000]  老實說,以往我們沒有種族的矛盾
[00:15:12.000 --> 00:15:16.000]  我們基本上男女之間的衝突不算很嚴重
[00:15:16.000 --> 00:15:22.000]  不過開始形成一種新的階級矛盾
[00:15:22.000 --> 00:15:29.000]  在一個最近的統計儲備的報告
[00:15:29.000 --> 00:15:33.000]  是2016年中期的人口統計的報告
[00:15:33.000 --> 00:15:43.000]  裡面提到全港有近21萬人住在分租房或者劏房這一類的房屋
[00:15:43.000 --> 00:15:49.000]  當中住在裡面的接近三成是在25歲以下
[00:15:49.000 --> 00:15:56.000]  而這些住戶每月的收入中位數是13500元
[00:15:56.000 --> 00:16:03.000]  遠遠低於全港家庭住戶的中位數25000元
[00:16:03.000 --> 00:16:08.000]  但是這個情況,我們看到有這樣的情況
[00:16:08.000 --> 00:16:11.000]  但是傳媒也同時告訴我們
[00:16:11.000 --> 00:16:14.000]  在2012年的時候有一個調查
[00:16:14.000 --> 00:16:18.000]  調查在深水埗區裡面的劏房的情況
[00:16:18.000 --> 00:16:25.000]  特別是關注到住在私人的劏房裡面的住戶他們的情況
[00:16:25.000 --> 00:16:30.000]  就留意到在這些深水埗的劏房平均的呎價
[00:16:30.000 --> 00:16:35.000]  是比同區新建的私房更加貴
[00:16:35.000 --> 00:16:37.000]  明白這個問題了
[00:16:37.000 --> 00:16:40.000]  前一陣子不知道大家有沒有留意
[00:16:40.000 --> 00:16:46.000]  在網絡上有一個在旺角區的很出名的與似同眠的劏房
[00:16:46.000 --> 00:16:47.000]  有沒有聽過
[00:16:47.000 --> 00:16:50.000]  它的大小是40平方呎
[00:16:50.000 --> 00:16:53.000]  但是叫價的租金是2900元
[00:16:53.000 --> 00:16:57.000]  那就是說計算一下呎價是72.5元
[00:16:57.000 --> 00:17:02.000]  這個呎價是直逼豪宅的價錢
[00:17:02.000 --> 00:17:06.000]  要住到這樣的一定是低下階層
[00:17:06.000 --> 00:17:09.000]  它的經濟能力是相當弱勢的一群人
[00:17:09.000 --> 00:17:15.000]  但是他們要負擔的租金是相當高昂
[00:17:15.000 --> 00:17:18.000]  告訴我們一件什麼事呢
[00:17:18.000 --> 00:17:21.000]  就是我們的社會發生了一件很奇怪的事情
[00:17:21.000 --> 00:17:23.000]  那件事是什麼呢
[00:17:23.000 --> 00:17:27.000]  我們是高度獎勵那些擁有資產的人
[00:17:27.000 --> 00:17:34.000]  而將更重的壓是放在那些貧窮的人身上
[00:17:34.000 --> 00:17:42.000]  這四點我很快地勾畫出我們香港在這方面
[00:17:42.000 --> 00:17:46.000]  在住屋上一些生活的形態
[00:17:46.000 --> 00:17:51.000]  形成香港這種獨特的形態
[00:17:51.000 --> 00:17:55.000]  應該有很多不同的原因在裡面形成
[00:17:55.000 --> 00:17:57.000]  當然其中一個原因一定是
[00:17:57.000 --> 00:18:00.000]  華人社會有一種自業的文化
[00:18:00.000 --> 00:18:06.000]  但是如果我們看看全世界不同的華人社群的話
[00:18:06.000 --> 00:18:09.000]  我們就會留意到不是所有的華人社會
[00:18:09.000 --> 00:18:14.000]  都好像香港展現出一種這麼極端的這種面貌
[00:18:14.000 --> 00:18:20.000]  所以在裡面為什麼形成今天香港這麼奇特的現象呢
[00:18:20.000 --> 00:18:30.000]  當中資本主義的土地觀是提供一個非常關鍵的精神土壤價值觀
[00:18:30.000 --> 00:18:32.000]  來令到這件事發生
[00:18:32.000 --> 00:18:34.000]  所以我就嘗試在這裡很握要
[00:18:34.000 --> 00:18:36.000]  因為這是一個很大的課題
[00:18:36.000 --> 00:18:44.000]  我很握要的將這種土地觀裡面的幾個很關鍵的概念
[00:18:44.000 --> 00:18:47.000]  和大家一起重溫一下
[00:18:47.000 --> 00:18:50.000]  大家我相信都有一定的理解
[00:18:50.000 --> 00:18:54.000]  第一個很核心的概念就是私有產權概念
[00:18:54.000 --> 00:18:57.000]  剛才黃博士也有提及到
[00:18:57.000 --> 00:18:59.000]  就是一個private ownership的理解
[00:18:59.000 --> 00:19:05.000]  這個理解其實是和資本主義的這種理解是由那裡引伸出來的
[00:19:05.000 --> 00:19:07.000]  這種理解裡面是這樣看的
[00:19:07.000 --> 00:19:13.000]  就是開發土地是我這個個人生命的一種延伸
[00:19:13.000 --> 00:19:20.000]  我這個人對我的生命和我的勞動成果是有一種排他性的權利
[00:19:20.000 --> 00:19:24.000]  別人是不能夠侵害我的權利
[00:19:24.000 --> 00:19:25.000]  是我的
[00:19:25.000 --> 00:19:29.000]  換言之在整個這種理解裡面
[00:19:29.000 --> 00:19:35.000]  開發土地就是私有產權的一個確立的過程
[00:19:35.000 --> 00:19:39.000]  這個過程當有一個這樣的理念
[00:19:39.000 --> 00:19:41.000]  剛才黃博士經常說
[00:19:41.000 --> 00:19:43.000]  這個理念一入腦之後
[00:19:43.000 --> 00:19:46.000]  就發生了一個很微妙的變化
[00:19:46.000 --> 00:19:47.000]  微妙的變化是什麼呢
[00:19:47.000 --> 00:19:50.000]  本來土地和我們之間有很多關係
[00:19:50.000 --> 00:19:52.000]  黃博士剛才說了很多
[00:19:52.000 --> 00:19:54.000]  在不同的時間裡面
[00:19:54.000 --> 00:19:58.000]  它可以成為我們變成是抒發怨氣的地方
[00:19:58.000 --> 00:20:01.000]  那個可以變成是我們去娛樂的
[00:20:01.000 --> 00:20:07.000]  或者是得到那種休息的地方
[00:20:07.000 --> 00:20:10.000]  那裡可以變成我們一個避難所的地方
[00:20:10.000 --> 00:20:11.000]  現在不是了
[00:20:11.000 --> 00:20:15.000]  當它變成只是用私有產權去理解的時候
[00:20:15.000 --> 00:20:18.000]  就只剩下我和土地的關係
[00:20:18.000 --> 00:20:22.000]  就是我對它有沒有這種的擁有權
[00:20:22.000 --> 00:20:23.000]  使用權等等
[00:20:23.000 --> 00:20:24.000]  私有的產權
[00:20:24.000 --> 00:20:29.000]  成為了單一的我們和土地之間的關係
[00:20:29.000 --> 00:20:37.000]  第二個和私有的擁有權是相當之互相呼應的
[00:20:37.000 --> 00:20:43.000]  就是土地同時成為一個可以交易的商品或者物品
[00:20:43.000 --> 00:20:45.000]  一個交易的商品
[00:20:45.000 --> 00:20:49.000]  土地被視為一個可以交易的物品
[00:20:49.000 --> 00:20:52.000]  一種可以兌換的資源
[00:20:52.000 --> 00:20:54.000]  convertible resources
[00:20:54.000 --> 00:20:58.000]  於是它就成為了整個經濟生產裡面
[00:20:58.000 --> 00:21:02.000]  眾多的成本或者資本裡面的其中一項
[00:21:02.000 --> 00:21:05.000]  正如也有很多其他的raw materials
[00:21:05.000 --> 00:21:09.000]  或者是人力,labor也是另外一個資源
[00:21:09.000 --> 00:21:12.000]  土地現在也變成一個這樣的資源
[00:21:12.000 --> 00:21:16.000]  並且它可以變換成為一些可兌換的價值
[00:21:16.000 --> 00:21:18.000]  exchange value
[00:21:18.000 --> 00:21:21.000]  然後你就可以一塊土地變成錢
[00:21:21.000 --> 00:21:26.000]  然後你的錢可以再用各種方法錢賺錢之後
[00:21:26.000 --> 00:21:28.000]  然後你可以再買地
[00:21:28.000 --> 00:21:31.000]  那個multiplying effect就很重要
[00:21:31.000 --> 00:21:37.000]  如果你純粹只是說我的勞動去開墾那塊地也是有限的
[00:21:37.000 --> 00:21:38.000]  但是現在不是了
[00:21:38.000 --> 00:21:40.000]  它更加靈活地變成這樣
[00:21:40.000 --> 00:21:42.000]  結果是什麼呢
[00:21:42.000 --> 00:21:48.000]  本來和我們生命裡面或者我們生活息息相關的土地
[00:21:48.000 --> 00:21:53.000]  那些地方現在經過這個魔術棒轉變之後
[00:21:53.000 --> 00:21:57.000]  就成為了在賬簿上面的一個數字
[00:21:57.000 --> 00:21:58.000]  明白我的意思吧
[00:21:58.000 --> 00:22:02.000]  對你來說,如果一個大地主來看
[00:22:02.000 --> 00:22:04.000]  他有很多的地的時候
[00:22:04.000 --> 00:22:09.000]  你可能那塊地對你來說有很多的感情投放在裡面
[00:22:09.000 --> 00:22:12.000]  有很多的鄉里在裡面
[00:22:12.000 --> 00:22:14.000]  有很多的活動在裡面
[00:22:14.000 --> 00:22:16.000]  有很多你的記憶在裡面
[00:22:16.000 --> 00:22:21.000]  但是這一切的東西不會出現在這個地主的賬簿上面
[00:22:21.000 --> 00:22:23.000]  在賬簿上面只是一個數字
[00:22:23.000 --> 00:22:30.000]  並且這個數字是他一個不斷增長財富的一個資產一個工具
[00:22:30.000 --> 00:22:33.000]  他最大的考慮就是怎樣令到
[00:22:33.000 --> 00:22:34.000]  make a good use
[00:22:34.000 --> 00:22:36.000]  盡量利用好這個
[00:22:36.000 --> 00:22:40.000]  令到他能夠幫他最優化
[00:22:40.000 --> 00:22:46.000]  最大化他能夠得到的經濟的效益
[00:22:46.000 --> 00:22:50.000]  第三個就是market price
[00:22:50.000 --> 00:22:55.000]  這一套的思考或者這一套的經濟的教條
[00:22:55.000 --> 00:23:01.000]  是非常之深信自由市場是一個最佳的資源分配機制
[00:23:01.000 --> 00:23:08.000]  所以在當中市場的價格就提供了最準確的信息
[00:23:08.000 --> 00:23:10.000]  所以按照這樣來看
[00:23:10.000 --> 00:23:12.000]  譬如一個小店
[00:23:12.000 --> 00:23:16.000]  本來在街坊轉角的一個小店
[00:23:16.000 --> 00:23:18.000]  本來有很多感情自小
[00:23:18.000 --> 00:23:21.000]  在那裡是篤魚蛋篤到大也好
[00:23:21.000 --> 00:23:27.000]  這間小店現在再不能夠負擔起領展的那些租金的時候
[00:23:27.000 --> 00:23:29.000]  那就代表什麼呢
[00:23:29.000 --> 00:23:35.000]  代表這間小店是不應該使用他現在使用的土地資源
[00:23:35.000 --> 00:23:38.000]  因為他不是一個最佳的使用者
[00:23:38.000 --> 00:23:42.000]  他負擔不起這個市場價格的話
[00:23:42.000 --> 00:23:47.000]  代表他不是一個最好的土地資源運用的人
[00:23:47.000 --> 00:23:53.000]  他就應該讓位給那些能夠貢獻在經濟上的單位
[00:23:53.000 --> 00:23:58.000]  所以以往很多你很熟悉的店舖不見了
[00:23:58.000 --> 00:24:00.000]  變了就是藥房
[00:24:00.000 --> 00:24:02.000]  就是這樣的原因
[00:24:02.000 --> 00:24:05.000]  我家在旺角那裡住
[00:24:05.000 --> 00:24:07.000]  所以到處走走
[00:24:07.000 --> 00:24:09.000]  其實是否需要這麼多間藥房呢
[00:24:09.000 --> 00:24:11.000]  對我來說我完全不需要這麼多藥房
[00:24:11.000 --> 00:24:16.000]  另外一個同樣類似的情況出現的就是
[00:24:16.000 --> 00:24:18.000]  譬如舊區重建的時候
[00:24:18.000 --> 00:24:21.000]  那個區翻新了
[00:24:21.000 --> 00:24:24.000]  於是那個區有一種更加高的價值
[00:24:24.000 --> 00:24:26.000]  他的位置地理
[00:24:26.000 --> 00:24:30.000]  在市區最好的地段的時候
[00:24:30.000 --> 00:24:33.000]  一個窮人不能夠負擔起
[00:24:33.000 --> 00:24:39.000]  重建之後的地段的價錢
[00:24:39.000 --> 00:24:41.000]  他負擔不起租金
[00:24:41.000 --> 00:24:43.000]  那就要離開了
[00:24:43.000 --> 00:24:45.000]  天經地義
[00:24:45.000 --> 00:24:47.000]  他不應該再住在這裡了
[00:24:47.000 --> 00:24:49.000]  都是同一個理由
[00:24:49.000 --> 00:24:53.000]  市場價格決定著誰什麼事情
[00:24:53.000 --> 00:24:57.000]  應該在這個地方發生
[00:24:57.000 --> 00:25:02.000]  我們很快看完一個
[00:25:02.000 --> 00:25:07.000]  你可以說是入了我們骨髓裡的土地觀
[00:25:07.000 --> 00:25:13.000]  就是資本主義對土地的理解的想法
[00:25:13.000 --> 00:25:16.000]  我們嘗試回到我們的信仰裡
[00:25:16.000 --> 00:25:19.000]  看看我們的信仰的土地觀
[00:25:19.000 --> 00:25:23.000]  究竟能給我們一種怎樣不同的亮光
[00:25:23.000 --> 00:25:25.000]  去理解整件事
[00:25:25.000 --> 00:25:32.000]  近代的神學對於土地是越來越多的關注和反思
[00:25:32.000 --> 00:25:35.000]  所以我以下的討論
[00:25:35.000 --> 00:25:41.000]  基本上都是受益於近代很多學者的探討
[00:25:41.000 --> 00:25:44.000]  和在裡面很努力的研究
[00:25:44.000 --> 00:25:48.000]  其中有兩位都是舊約的學者
[00:25:48.000 --> 00:25:50.000]  就是Brueggemann和Chris Wright
[00:25:50.000 --> 00:25:56.000]  他們的著作在這裡是非常具有參考價值
[00:25:56.000 --> 00:25:58.000]  所以大家如果完成了今晚
[00:25:58.000 --> 00:26:00.000]  對這個課題很有負擔的話
