
[00:00:00.000 --> 00:00:14.600]  現在時間是開咪,同工同老師都可以一起分享一下
[00:08:58.200 --> 00:09:03.560]  因為這個尋問的過程是上帝決定的
[00:09:03.560 --> 00:09:05.560]  我們就跟從
[00:09:05.720 --> 00:09:09.240]  所以我們不會百分之一百清楚
[00:09:09.240 --> 00:09:13.000]  我今天做上學院老師,是否上帝給我的照明
[00:09:13.000 --> 00:09:16.440]  我其實都相當清楚,有90%
[00:09:16.440 --> 00:09:19.400]  但是我要預留幾個百分比的空間
[00:09:19.400 --> 00:09:21.800]  就是上帝的心意
[00:09:21.800 --> 00:09:25.560]  祂想我轉彎,或者想在不同的階段
[00:09:25.560 --> 00:09:28.120]  我跟隨祂的過程
[00:09:28.120 --> 00:09:31.160]  或者有些我意想不到的事情會發生
[00:09:31.160 --> 00:09:34.760]  因為不是我想的事情,是上帝的呼喚
[00:09:34.760 --> 00:09:37.960]  所以我們不會百分之一百清楚
[00:09:37.960 --> 00:09:40.840]  也不要讓自己百分之一百清楚
[00:09:40.840 --> 00:09:42.840]  不過有一個好消息
[00:09:42.840 --> 00:09:46.280]  就是我們這樣問的時候
[00:09:46.280 --> 00:09:49.800]  我們都在想我們外在的
[00:09:49.800 --> 00:09:54.360]  在不同階段的上帝給我們的光位
[00:09:54.360 --> 00:09:56.920]  發揮的一個呼召
[00:09:56.920 --> 00:10:00.120]  好消息就是,其實你不用擔心
[00:10:00.120 --> 00:10:04.200]  我經常跟弟兄姊妹說,你不用擔心
[00:10:04.200 --> 00:10:08.040]  如果你是完全開放,讓上帝去帶領
[00:10:08.040 --> 00:10:10.600]  你都親近去尋問的時候
[00:10:10.600 --> 00:10:13.800]  如果祂有些事情,祂一定很想你做的
[00:10:13.800 --> 00:10:16.040]  又或者你有些路,你不要這樣走
[00:10:16.040 --> 00:10:18.040]  你一定要另一個方向的
[00:10:18.040 --> 00:10:21.080]  祂是神來的,祂一定可以告訴你的
[00:10:21.080 --> 00:10:24.920]  只要你保守你自己在上帝的裡面
[00:10:24.920 --> 00:10:27.640]  你跟祂保持一個親近的關係
[00:10:27.640 --> 00:10:31.240]  以及在一個洞察和尋問的過程
[00:10:31.240 --> 00:10:34.280]  你願意向祂開放的話
[00:10:34.280 --> 00:10:36.280]  你不需要擔心的
[00:10:36.280 --> 00:10:39.400]  譬如在我們學習神學的過程裡面
[00:10:39.400 --> 00:10:41.800]  其實我們都會用不同的方式
[00:10:41.800 --> 00:10:45.960]  來幫自己去問這個召命的問題
[00:10:45.960 --> 00:10:49.160]  譬如讀聖經裡面,一些人物
[00:10:49.160 --> 00:10:52.120]  其實上帝在他們的生命裡面,怎樣去帶領呢?
[00:10:52.120 --> 00:10:56.120]  又或者我們尊敬的我的老師楊醫
[00:10:56.120 --> 00:10:59.480]  他很喜歡用一個上帝給我們的名字
[00:10:59.480 --> 00:11:03.240]  一個這樣的比喻或者框架
[00:11:03.240 --> 00:11:06.920]  來幫我們想上帝給我們生命的方向
[00:11:06.920 --> 00:11:09.960]  因為上帝做我們每個人的性情不同
[00:11:09.960 --> 00:11:13.160]  祂把我們給我們的才幹恩賜
[00:11:13.160 --> 00:11:14.680]  其實都有些不同的
[00:11:14.680 --> 00:11:17.080]  其實上帝是最認識我們的
[00:11:17.080 --> 00:11:19.640]  所以在學習的過程裡面
[00:11:19.640 --> 00:11:24.120]  都是我們一個繼續尋求去跟從上帝的過程
[00:11:24.120 --> 00:11:26.920]  謝謝Gin老師
[00:11:26.920 --> 00:11:30.280]  接著我有一條問題想回應一下
[00:11:30.280 --> 00:11:35.080]  請問學校有什麼方法提升學生與學生
[00:11:35.080 --> 00:11:39.400]  以及學生與老師之間的互動與交流?
[00:11:39.400 --> 00:11:40.680]  這是一個很好的問題
[00:11:40.680 --> 00:11:44.200]  因為很多時候我們參與一些網上課程
[00:11:44.200 --> 00:11:45.400]  或者不是神學課程
[00:11:45.400 --> 00:11:47.320]  你上那些網上課程
[00:11:47.320 --> 00:11:51.240]  很多時候都是自己一個人上完就算了
[00:11:51.240 --> 00:11:54.120]  不過神學院的研究院的課程
[00:11:54.120 --> 00:11:55.560]  其實就不會是這樣
[00:11:55.560 --> 00:11:59.720]  因為我們很相信需要一種群體的學習
[00:11:59.720 --> 00:12:01.320]  學生與學生之間
[00:12:01.320 --> 00:12:02.920]  其實我們譬如今年
[00:12:02.920 --> 00:12:06.680]  我們會在除了剛才提到
[00:12:06.680 --> 00:12:10.120]  有實體與混合模式的上課
[00:12:10.120 --> 00:12:13.000]  其實我們也會組織一些小組
[00:12:13.000 --> 00:12:15.080]  每位同學裡面都會有一個小組
[00:12:15.080 --> 00:12:17.160]  尤其是在第一年裡面
[00:12:17.160 --> 00:12:18.840]  我們也會有一些導師
[00:12:18.840 --> 00:12:21.560]  來帶領著這些小職事
[00:12:21.560 --> 00:12:23.720]  是網上課程
[00:12:23.720 --> 00:12:24.840]  如果是香港的
[00:12:24.840 --> 00:12:26.680]  我們有機會可能會相聚
[00:12:26.680 --> 00:12:28.200]  或者就算不在海外
[00:12:28.200 --> 00:12:31.000]  在海外的我們也會透過Zoom
[00:12:31.000 --> 00:12:33.400]  來有一些小組的時間
[00:12:33.400 --> 00:12:35.000]  來互相來到
[00:12:35.000 --> 00:12:38.600]  無論你是說彼此支持、彼此代討
[00:12:38.600 --> 00:12:41.960]  或者是課堂裡面一些題目的討論
[00:12:41.960 --> 00:12:45.640]  都會有這樣的參與在裡面
[00:12:45.640 --> 00:12:47.720]  學生與老師之間也是
[00:12:47.720 --> 00:12:50.120]  我們除了在網上學習
[00:12:50.120 --> 00:12:52.760]  看一些語錄之外
[00:12:52.760 --> 00:12:54.280]  實體課堂之外
[00:12:54.280 --> 00:12:56.520]  其實也很歡迎同學
[00:12:56.520 --> 00:12:58.840]  去約老師或者約校務
[00:12:58.840 --> 00:13:00.840]  來聊天
[00:13:00.840 --> 00:13:03.240]  如果你有一些個別需要的時候
[00:13:03.240 --> 00:13:06.600]  我暫時回答到這裡
[00:13:06.600 --> 00:13:08.520]  看看有沒有其他的補充
[00:13:08.520 --> 00:13:13.800]  看看其他的同工
[00:13:13.800 --> 00:13:16.200]  可以幫忙回答一下其他的問題
[00:13:16.200 --> 00:13:17.480]  因為我不知道有沒有一些問題
[00:13:17.480 --> 00:13:19.720]  你們特別想回應的
[00:13:19.720 --> 00:13:22.600]  剛剛有一個問題
[00:13:22.600 --> 00:13:26.040]  就是實體課是一起看
[00:13:26.040 --> 00:13:27.240]  還是預錄好的影片
[00:13:27.240 --> 00:13:28.840]  還是老師現場教授
[00:13:28.840 --> 00:13:30.200]  兩樣都有
[00:13:30.200 --> 00:13:32.040]  預錄的課堂
[00:13:32.040 --> 00:13:33.000]  剛剛提到
[00:13:33.000 --> 00:13:34.440]  預錄的課堂
[00:13:34.440 --> 00:13:37.240]  每個星期你預計有兩個小時是預錄課
[00:13:37.240 --> 00:13:39.560]  那些就是你任何時候都可以看
[00:13:39.560 --> 00:13:41.560]  而老師現場教授的
[00:13:41.560 --> 00:13:44.920]  就是一些實時的課堂
[00:13:44.920 --> 00:13:45.800]  都會有的
[00:13:45.800 --> 00:13:47.160]  你可以想像
[00:13:47.160 --> 00:13:49.160]  在一個學期裡面
[00:13:49.240 --> 00:13:52.680]  一學期十三至四個星期
[00:13:52.680 --> 00:13:55.240]  會有三至四個星期六
[00:13:55.240 --> 00:13:56.760]  或者其他的時間
[00:13:56.760 --> 00:13:58.360]  這個課堂
[00:13:58.360 --> 00:14:01.400]  每一課都會有一個實時的時間
[00:14:01.400 --> 00:14:03.400]  這樣的安排
[00:14:03.400 --> 00:14:07.720]  所以除了每個星期有兩個小時的預錄
[00:14:07.720 --> 00:14:09.960]  也會在每個學期裡面
[00:14:09.960 --> 00:14:11.800]  都有其他三至四個課堂
[00:14:11.800 --> 00:14:14.040]  是實時進行的
[00:14:15.400 --> 00:14:16.520]  那好吧
[00:14:16.520 --> 00:14:19.240]  我看看有沒有其他的
[00:14:19.240 --> 00:14:21.560]  因為也有其他的問題
[00:14:21.560 --> 00:14:23.080]  不過我就看看
[00:14:23.080 --> 00:14:26.120]  想和工想現在這裡回應了
[00:14:26.120 --> 00:14:28.680]  還是我們再講
[00:14:28.680 --> 00:14:29.880]  我有一個問題
[00:14:29.880 --> 00:14:31.320]  我先回答一下
[00:14:31.320 --> 00:14:33.320]  有人問
[00:14:33.320 --> 00:14:38.680]  學士學位同等學歷是指什麼學歷
[00:14:38.680 --> 00:14:40.360]  就是一個degree holder
[00:14:40.360 --> 00:14:44.120]  我猜他關心後面的問題多一點
[00:14:44.120 --> 00:14:48.600]  就是究竟專業資格是否被視為學士學位同等學歷
[00:14:48.600 --> 00:14:49.880]  我們有的過往
[00:14:49.880 --> 00:14:50.840]  不過這些就
[00:14:50.840 --> 00:14:53.880]  譬如可能他本身沒有讀過一個degree
[00:14:53.880 --> 00:14:54.920]  但是他最後
[00:14:54.920 --> 00:14:57.560]  譬如他CPA拿了一個
[00:14:57.560 --> 00:14:59.560]  這些是degree equivalence(學位同等學歷)
[00:14:59.560 --> 00:15:02.680]  一般專業資格都會在他的
[00:15:02.680 --> 00:15:03.720]  membership(會員)
[00:15:03.720 --> 00:15:05.160]  或者creditation(獎學金)裡面
[00:15:05.160 --> 00:15:06.760]  告訴我們
[00:15:06.760 --> 00:15:11.400]  他是否一個認可degree equivalence(學位同等學歷)的資格
[00:15:11.400 --> 00:15:15.160]  個別可能有些比較特別的專業資格
[00:15:15.160 --> 00:15:17.160]  可能申請人有
[00:15:17.160 --> 00:15:18.840]  如果我們沒有處理過
[00:15:18.840 --> 00:15:19.560]  沒有做過
[00:15:19.560 --> 00:15:23.880]  就申請人可能要自己去拿到一個proof(證據)
[00:15:23.880 --> 00:15:26.440]  可能問他相關的association(組織)
[00:15:26.440 --> 00:15:29.000]  出信件給他
[00:15:29.000 --> 00:15:33.000]  但是一般比較普遍的一些
[00:15:33.000 --> 00:15:34.680]  professional accreditation(專業獎學金)
[00:15:34.680 --> 00:15:35.720]  degree equivalence(學位同等學歷)
[00:15:35.720 --> 00:15:37.720]  我們是接受的
[00:15:38.280 --> 00:15:40.280]  那麼
[00:15:40.280 --> 00:15:43.160]  有一條
[00:15:43.160 --> 00:15:44.520]  很多人去問
[00:15:44.520 --> 00:15:49.160]  就是如日後清楚主級照明轉讀時間讀
[00:15:49.160 --> 00:15:50.200]  都學碩士
[00:15:50.200 --> 00:15:52.200]  有學費資助嗎?
[00:15:52.200 --> 00:15:53.240]  OK
[00:15:53.240 --> 00:15:54.920]  這個我也想回應一下
[00:15:54.920 --> 00:15:57.800]  我跟進Gin的回答
[00:15:57.800 --> 00:15:59.080]  我也有一個好消息
[00:15:59.080 --> 00:16:00.840]  做了一些植入式廣告
[00:16:00.840 --> 00:16:03.320]  就是如果你在香港的參加者
[00:16:03.320 --> 00:16:05.560]  其實你想清晰你的照明
[00:16:05.560 --> 00:16:07.800]  學院昨天出了宣傳
[00:16:07.800 --> 00:16:10.760]  我們將會在2月3、4、5日
[00:16:10.760 --> 00:16:14.040]  就會在突破青年村有一個獻身營
[00:16:14.040 --> 00:16:18.680]  也是一個對教會或者對信徒的服事
[00:16:18.680 --> 00:16:19.960]  如果你真的覺得
[00:16:19.960 --> 00:16:23.480]  你想找老師或者找同路人一起聊一下
[00:16:23.480 --> 00:16:26.920]  自己在一個什麼的沉溯的狀態裡面
[00:16:26.920 --> 00:16:29.560]  你可以考慮來我們獻身營
[00:16:29.560 --> 00:16:31.720]  那麼你上回忠臣的網頁
[00:16:31.720 --> 00:16:33.960]  你應該找到相關的宣傳
[00:16:33.960 --> 00:16:36.520]  還有報名的方法
[00:16:36.520 --> 00:16:38.600]  剛才那個問題就是
[00:16:38.600 --> 00:16:42.200]  如果你日後或者你讀的過程
[00:16:42.200 --> 00:16:44.840]  其實剛才有人問
[00:16:44.840 --> 00:16:46.520]  你比較清晰了
[00:16:46.520 --> 00:16:49.560]  有沒有機會可以轉入讀碩士的課程呢?
[00:16:49.560 --> 00:16:50.600]  是可以的
[00:16:50.600 --> 00:16:53.800]  我們其實每年都有一個時間
[00:16:53.800 --> 00:16:55.640]  給在校的同學
[00:16:55.640 --> 00:16:59.960]  他如果想未完成他的文憑課程
[00:16:59.960 --> 00:17:02.360]  他想轉入碩士的課程
[00:17:02.360 --> 00:17:03.800]  他都可以申請的
[00:17:03.800 --> 00:17:06.680]  如果取錄了
[00:17:06.680 --> 00:17:11.080]  他就直接轉入新的碩士課程
[00:17:11.080 --> 00:17:14.200]  不一定是到學碩士的
[00:17:14.200 --> 00:17:16.280]  其實學院的助學金
[00:17:16.280 --> 00:17:20.760]  是給所有全職入讀神學課程的同學的
[00:17:20.760 --> 00:17:24.840]  所以如果你真的有經濟需要
[00:17:24.840 --> 00:17:30.280]  甚至你說我全職可以來讀深層教育課程
[00:17:30.280 --> 00:17:34.280]  其實如果你是全時間的修讀
[00:17:34.280 --> 00:17:37.960]  你都是可以申請學院的學費資助
[00:17:37.960 --> 00:17:43.160]  有一條問題
[00:17:43.160 --> 00:17:45.800]  我不知道剛才有沒有回答到
[00:17:45.800 --> 00:17:48.360]  三年的E-DeepCS期間
[00:17:48.360 --> 00:17:50.040]  如果中間的時間
[00:17:50.040 --> 00:17:53.480]  會不會容許轉做實體的課程?
[00:17:53.480 --> 00:17:58.840]  是的,剛才回答了一點
[00:17:58.840 --> 00:18:04.600]  同學是可以在修讀期間
[00:18:04.600 --> 00:18:06.360]  無論是轉課程
[00:18:06.360 --> 00:18:08.360]  或者轉修讀模式
[00:18:08.360 --> 00:18:09.720]  都是可以的
[00:18:09.720 --> 00:18:12.440]  不過我想講實務一點
[00:18:12.440 --> 00:18:13.720]  同學問這個問題
[00:18:13.720 --> 00:18:18.280]  因為一個三年兼職深層教育課程的課程
[00:18:18.280 --> 00:18:22.600]  其實我在想你為什麼會想轉實體
[00:18:22.600 --> 00:18:26.120]  其實有幾個方法可以娛樂到你
[00:18:26.120 --> 00:18:29.320]  現在我發現第一屆的同學是正在發生的
[00:18:29.320 --> 00:18:33.160]  譬如如果他時間許可
[00:18:33.160 --> 00:18:37.640]  他想除了在E-DeepCS的課程裏面
[00:18:37.640 --> 00:18:40.440]  網上模式修讀以外
[00:18:40.440 --> 00:18:42.760]  他想回來上一些實體課
[00:18:42.760 --> 00:18:45.320]  譬如一些實體的選修課
[00:18:45.320 --> 00:18:46.840]  他是可以的
[00:18:46.840 --> 00:18:49.080]  我都有同學譬如
[00:18:49.080 --> 00:18:51.320]  接下來冬季的密集
[00:18:51.320 --> 00:18:52.760]  或者夏季的密集
[00:18:52.760 --> 00:18:55.320]  有些E-DeepCS的同學
[00:18:55.320 --> 00:18:58.200]  他想請假,又有興趣這個科目
[00:18:58.200 --> 00:19:00.840]  那些就是實體修讀的科目
[00:19:00.840 --> 00:19:05.320]  你可以用這些科目成為你那30個學分裏面
[00:19:05.320 --> 00:19:07.480]  那5個學分的選修其中一部分
[00:19:07.480 --> 00:19:11.800]  甚至乎你在想一些基礎科
[00:19:11.800 --> 00:19:17.320]  我也有同學想快點完成課程,加科
[00:19:17.320 --> 00:19:22.520]  因為原則上每個學期我們提供給同學的E-Class
[00:19:22.520 --> 00:19:24.760]  即是網上課程有兩科
[00:19:24.760 --> 00:19:28.520]  但譬如我有些同學想快點畢業
[00:19:28.520 --> 00:19:32.920]  去加入我們的輔導碩士課程的入讀
[00:19:32.920 --> 00:19:35.720]  他每個學期加科
[00:19:35.720 --> 00:19:38.360]  加科實體科也是可以的
[00:19:38.360 --> 00:19:42.840]  這些就不涉及轉學籍的身份
[00:19:42.840 --> 00:19:46.040]  其實他可以上到部份的實體科
[00:19:46.040 --> 00:19:48.280]  可以嗎?
[00:19:48.280 --> 00:19:50.200]  好,謝謝
[00:19:50.200 --> 00:19:54.520]  我看看這個會不會是最後一個問題
[00:19:54.520 --> 00:19:58.040]  我想邀請Simon老師去回應
[00:19:58.040 --> 00:20:01.160]  他問這個問題,我先了解一下這個問題
[00:20:01.160 --> 00:20:05.480]  這個網上模式的課堂會否延續?
[00:20:05.480 --> 00:20:10.920]  我猜他的問題是在問我們是否有一個承諾
[00:20:10.920 --> 00:20:14.360]  這個網上模式我一入來的時候
[00:20:14.360 --> 00:20:19.800]  這三年都可以完成這個網上模式
[00:20:19.800 --> 00:20:23.160]  不會中間第二年、第三年突然停了
[00:20:23.160 --> 00:20:27.480]  會不會有一個延續性是怎樣的呢?
[00:20:27.480 --> 00:20:31.480]  我再嘗試理解一下這個問題
[00:20:31.480 --> 00:20:38.040]  我想是當同學你報讀了這個課程
[00:20:38.040 --> 00:20:39.320]  亦都收了之後
[00:20:39.320 --> 00:20:44.440]  學院也有一個承諾讓你完成這個課程
[00:20:44.440 --> 00:20:45.880]  這是一定的
[00:20:45.880 --> 00:20:52.920]  不過我在想同學你問會不會有更進修呢?
[00:20:52.920 --> 00:20:56.760]  都可以以一個網上的方式來完成
[00:20:56.760 --> 00:21:06.440]  在現階段,我想學院暫時是想先做好這個CYPCS課程
[00:21:06.440 --> 00:21:08.760]  之後會怎樣呢?
[00:21:08.760 --> 00:21:11.160]  就有待慢慢探討
[00:21:11.160 --> 00:21:15.720]  同學或者有興趣的可以為我們祈禱
[00:21:15.720 --> 00:21:20.440]  讓我們知道前面應該怎樣方向繼續去走
[00:21:20.440 --> 00:21:22.440]  好,謝謝
[00:21:22.440 --> 00:21:29.480]  有一個問題,我想有部分同學在讀延伸課程
[00:21:29.480 --> 00:21:34.440]  他正在問,現在他正在讀的延伸課程
[00:21:34.440 --> 00:21:39.080]  在E-DeepCS的學分裏面可否轉移
[00:21:39.080 --> 00:21:44.840]  意思是延伸課程的學分可否轉移到E-DeepCS的學分裏面
[00:21:44.840 --> 00:21:46.840]  是不可以的
[00:21:46.840 --> 00:21:50.840]  因為這是一個研究院的課程
[00:21:50.840 --> 00:21:55.000]  延伸課程不是屬於研究院程度的課程
[00:21:55.000 --> 00:21:58.040]  所以是不能轉移的
[00:21:58.040 --> 00:22:00.040]  好,謝謝Alex
[00:22:00.040 --> 00:22:02.040]  這個問題是我問的
[00:22:02.040 --> 00:22:06.520]  如果我未讀完延伸課程
[00:22:06.520 --> 00:22:10.680]  那我需要先讀完延伸課程才可以讀E-DeepCS嗎?
[00:22:10.680 --> 00:22:19.480]  還是萬一我進入這個課程,那我這些學分可以在那邊用呢?
[00:22:20.440 --> 00:22:22.440]  好,Leonid,你先說
[00:22:22.440 --> 00:22:26.840]  先回答你第一個問題,是不需要的
[00:22:26.840 --> 00:22:34.520]  沒有一個次序的,不是要先完成延伸課程才可以進入研究院課程
[00:22:34.520 --> 00:22:40.760]  我也有研究院的同學同時間在修讀延伸部某些課程
[00:22:40.760 --> 00:22:44.440]  但你說學分是否互通呢?不是的
[00:22:44.440 --> 00:22:50.520]  因為延伸有自己的證書課程的框架
[00:22:50.520 --> 00:22:55.320]  而你見到裏面的科目,其實要求是有少許不同的
[00:22:55.320 --> 00:22:59.800]  你可以這樣理解,延伸課程比較多的是
[00:22:59.800 --> 00:23:04.440]  譬如我講的聖經科,是一些經卷的涉獵
[00:23:04.440 --> 00:23:09.800]  但你見到研究院要求的聖經基礎是一些研究基礎
[00:23:09.800 --> 00:23:12.920]  一些聖經神學的範疇
[00:23:12.920 --> 00:23:15.480]  所以本身的性質也不是互通的
[00:23:15.480 --> 00:23:21.400]  亦可能要求的功課也會不同
