
[00:00:00.000 --> 00:00:07.000]  唯獨聖經之後,所有的言說都是註腳的,
[00:03:51.000 --> 00:04:02.000]  二十一世紀《神鵰俠侶》的2.0或3.0版,應該是問世間性是何物。
[00:04:02.000 --> 00:04:13.000]  既然不在乎天長地久,只在乎曾經擁有,何必執著談感三談情呢?
[00:04:13.000 --> 00:04:18.000]  當我們從二十世紀很快就進入二十一世紀的時候,
[00:04:18.000 --> 00:04:26.000]  很多傳媒都追問我們應該怎樣形容這個即將成為歷史的這一百年。
[00:04:26.000 --> 00:04:30.000]  二十世紀肯定是翻天覆地的一世紀,
[00:04:30.000 --> 00:04:36.000]  但究竟是甚麼主要因素完全改變了這個世紀的面貌呢?
[00:04:36.000 --> 00:04:42.000]  是科技、傳媒還是金庸?
[00:04:42.000 --> 00:04:50.000]  說二十世紀的極變,當然不能不說科技、傳媒、金庸。
[00:04:50.000 --> 00:04:57.000]  但如果我們說性是改變二十世紀面貌的另一個極重要因素,
[00:04:57.000 --> 00:05:00.000]  大家會不會覺得很意外呢?
[00:05:00.000 --> 00:05:05.000]  香港中文大學社會學家金耀基教授曾經說,
[00:05:05.000 --> 00:05:11.000]  二十世紀在人類歷史上是一個空前大變動的時代,
[00:05:11.000 --> 00:05:16.000]  在眾多革命當中,有一種奇特的革命,
[00:05:16.000 --> 00:05:23.000]  不聲不響,直接間接地影響到百萬、千萬,
[00:05:23.000 --> 00:05:29.000]  以至萬萬人的思想、行為和整個人生觀。
[00:05:29.000 --> 00:05:33.000]  它沒有內戰,沒有階級鬥爭,沒有流血,
[00:05:33.000 --> 00:05:37.000]  沒有偉大的領袖,沒有計劃,沒有組織,
[00:05:37.000 --> 00:05:40.000]  沒有轟轟烈烈的場面。
[00:05:40.000 --> 00:05:47.000]  這種革命只發生在藍藍綠綠的創大之間。
[00:05:47.000 --> 00:05:53.000]  性革命,從性的角度來看,
[00:05:53.000 --> 00:05:56.000]  過去的一百年,或者二十世紀,
[00:05:56.000 --> 00:06:01.000]  性文化的確是天翻地覆,
[00:06:01.000 --> 00:06:11.000]  革命是破舊立新,左非今時的大運動。
[00:06:11.000 --> 00:06:17.000]  今天我們的性文化生態已經是徹底的改變,
[00:06:17.000 --> 00:06:20.000]  性文化的革命不單只是性開放,
[00:06:20.000 --> 00:06:23.000]  不單只是接受度比較寬,
[00:06:23.000 --> 00:06:26.000]  或者道德水平比較低,
[00:06:26.000 --> 00:06:30.000]  我們所面對的是一個paradigm shift,
[00:06:30.000 --> 00:06:35.000]  一個對性完全自然不同的理解和詮釋,
[00:06:35.000 --> 00:06:40.000]  以及對性倫理的重新論述和建構。
[00:06:40.000 --> 00:06:49.000]  正好幾年前,我在北京問一個著名高校的女研究生,
[00:06:49.000 --> 00:06:53.000]  我說,如果你媽媽知道你的性價值觀,
[00:06:53.000 --> 00:06:56.000]  知道你是這樣去看性,
[00:06:56.000 --> 00:06:58.000]  她會怎麼說呢?
[00:06:58.000 --> 00:07:00.000]  她不假思索地說,
[00:07:00.000 --> 00:07:05.000]  「啊!我媽進風了!」
[00:07:05.000 --> 00:07:11.000]  這個性革命對教會,對信仰帶來很大的衝擊。
[00:07:11.000 --> 00:07:17.000]  今天,這個衝擊不單只是信而不信,
[00:07:17.000 --> 00:07:20.000]  神聖而世俗的對立,
[00:07:20.000 --> 00:07:23.000]  甚至是在教會裡面,
[00:07:23.000 --> 00:07:25.000]  聖經的詮釋,
[00:07:25.000 --> 00:07:27.000]  善學的建構,
[00:07:27.000 --> 00:07:31.000]  信仰的內涵都出現很大的變化。
[00:07:31.000 --> 00:07:36.000]  為了使到聖經可以符合自己的世界觀,
[00:07:36.000 --> 00:07:41.000]  今天一些教務,甚至是善學工作者,
[00:07:41.000 --> 00:07:46.000]  他們的基督教性神學和性價值觀,
[00:07:46.000 --> 00:07:52.000]  是教會二十年前,或者十年前所無法想像的。
[00:07:52.000 --> 00:07:57.000]  而性革命對教會最沉重的衝擊,
[00:07:57.000 --> 00:08:01.000]  是引起教會的分裂。
[00:08:01.000 --> 00:08:05.000]  萬世間,性是何物?
[00:08:05.000 --> 00:08:10.000]  萬性,因為性,令到我們困惑。
[00:08:10.000 --> 00:08:15.000]  因為我們對性的認知,越來越模糊。
[00:08:15.000 --> 00:08:19.000]  記得曾經在一個國際會議上,
[00:08:19.000 --> 00:08:25.000]  一位我所敬重教基督教倫理學的西方神學家,
[00:08:25.000 --> 00:08:30.000]  知道我相當關注同性戀的問題,
[00:08:30.000 --> 00:08:32.000]  他輕輕對我說,
[00:08:32.000 --> 00:08:41.000]  "Vicing, we must admit that we know less and less about sexuality."
[00:08:41.000 --> 00:08:45.000]  性是我們談論得最多,
[00:08:45.000 --> 00:08:51.000]  但是他認識得最少。
[00:08:51.000 --> 00:08:55.000]  萬性,因為我們今天面對同性戀,
[00:08:55.000 --> 00:08:58.000]  不可以不萬性。
[00:08:58.000 --> 00:09:03.000]  造成今天性困惑的一個重要因素是,
[00:09:03.000 --> 00:09:06.000]  在政治正確的氣氛當中,
[00:09:06.000 --> 00:09:12.000]  公共的領域往往是不假批判的肯定多元,
[00:09:12.000 --> 00:09:17.000]  被談差異,甚至否定差異。
[00:09:17.000 --> 00:09:24.000]  基本上先假設異性、同性、相性等性關係,
[00:09:24.000 --> 00:09:27.000]  沒有本質上的不同,
[00:09:27.000 --> 00:09:30.000]  只是畫地自限感的,
[00:09:30.000 --> 00:09:39.000]  在公義、平等、權利、權力、自由、選擇、多元等的框架裡去談性。
[00:09:39.000 --> 00:09:44.000]  萬性,因為只有當我們具體而深入的
[00:09:44.000 --> 00:09:50.000]  去探討男性、女性,男性生態、女性生態,
[00:09:50.000 --> 00:09:55.000]  男女之別,男女之間的性關係與行為,
[00:09:55.000 --> 00:10:01.000]  性的相互互補,Complementarity, Reciprocity,
[00:10:01.000 --> 00:10:05.000]  性的結合,合一,Union and Oneness,
[00:10:05.000 --> 00:10:07.000]  性的意義的時候,
[00:10:07.000 --> 00:10:16.000]  我們才可以明白婚姻是什麼,以及人性是什麼。
[00:10:16.000 --> 00:10:22.000]  萬性,因為只有人會問,性是什麼。
[00:10:22.000 --> 00:10:28.000]  西方人說性,他們是說Birds do it, Bees do it,
[00:10:28.000 --> 00:10:33.000]  就是說大自然到處充滿著性的活力和生氣,
[00:10:33.000 --> 00:10:37.000]  性是大自然的普遍現象。
[00:10:37.000 --> 00:10:44.000]  但很奇怪的,只有人會問,性是什麼。
[00:10:44.000 --> 00:10:48.000]  豬小姐、貓小姐不會坐在那裡沉思,
[00:10:48.000 --> 00:10:50.000]  究竟發生了什麼事?
[00:10:50.000 --> 00:10:54.000]  究竟為什麼我會和他發生關係?
[00:10:54.000 --> 00:11:00.000]  但是人卻會,並且只有人會這樣問。
[00:11:00.000 --> 00:11:06.000]  性是什麼?只有人會探索性,思考性,
[00:11:06.000 --> 00:11:11.000]  因為只有對於人來說,性正有意義。
[00:11:11.000 --> 00:11:18.000]  對豬、對狗來說,性只不過是發生過的一件事,
[00:11:18.000 --> 00:11:26.000]  一個Event,就好像一塊石頭放在另一塊石頭旁邊,
[00:11:26.000 --> 00:11:31.000]  一塊肉放在另一塊肉的上面,
[00:11:31.000 --> 00:11:36.000]  不用說意義,其實也沒有意義可說,
[00:11:36.000 --> 00:11:42.000]  但是對於人來說,性的意義是可以探索、可以理解的,
[00:11:42.000 --> 00:11:49.000]  並且只是對於人來說,性正可以有意義。
[00:11:49.000 --> 00:11:55.000]  問性其實就是問人性,值得注意的是,
[00:11:55.000 --> 00:11:59.000]  當我們問性是什麼,What is sexuality?
[00:11:59.000 --> 00:12:05.000]  我們同時也在問人是什麼,What is humanity?
[00:12:05.000 --> 00:12:10.000]  在了解為什麼性可以有意義的時候,
[00:12:10.000 --> 00:12:16.000]  我們也在問為什麼性對於人是可以有意義的?
[00:12:16.000 --> 00:12:21.000]  因為真正探索性,就必須探索性的意義,
[00:12:21.000 --> 00:12:29.000]  也必須去探索那個會沉悶性的意義的沉悶者。
[00:12:29.000 --> 00:12:35.000]  所以性的意義和人的本質有很密切的關係,
[00:12:35.000 --> 00:12:40.000]  性的三層次的意義,其實就是人性的意義。
[00:12:40.000 --> 00:12:46.000]  換句話說,What is sexuality?和What is humanity?
[00:12:46.000 --> 00:12:51.000]  其實是同一個問題的兩面。
[00:12:51.000 --> 00:13:01.000]  問性是人性的自我反省,問性就是問人性。
[00:13:01.000 --> 00:13:07.000]  問性是人及之別,因為只有人才會探索性和性的意義。
[00:13:07.000 --> 00:13:12.000]  所以另外一位哲學家說,激情有什麼特別呢?
[00:13:12.000 --> 00:13:19.000]  動物都會激情,但是性意義的探索和建構,
[00:13:19.000 --> 00:13:24.000]  是使我們的性格人性化,
[00:13:24.000 --> 00:13:31.000]  使我們的性格成為三層次的有意義的人的關係。
[00:13:31.000 --> 00:13:40.000]  性的意義的創造,意義的實踐,意義的承載,
[00:13:40.000 --> 00:13:48.000]  意義的溝通,意義的分享,意義的捍衛,意義的傳承,
[00:13:48.000 --> 00:13:55.000]  這些正是人及之別,就是使人有別於動物。
[00:13:55.000 --> 00:14:01.000]  問性,我們去哪裡問性呢?
[00:14:01.000 --> 00:14:07.000]  What is sexuality?這個問題是一個性質的問題,
[00:14:07.000 --> 00:14:13.000]  應該怎樣去了解這個問題,應該去哪裡去尋找一個正確的答案。
[00:14:13.000 --> 00:14:18.000]  如果我們在這裡關注的是生理衛生的問題,
[00:14:18.000 --> 00:14:22.000]  我們應該問醫生或生物學家。
[00:14:22.000 --> 00:14:26.000]  如果我們關注的是法律的問題,
[00:14:26.000 --> 00:14:31.000]  法律上是否允許我們這樣行,我們應該請教律師。
[00:14:31.000 --> 00:14:36.000]  如果我們意識到這個問題是一個倫理問題,
[00:14:36.000 --> 00:14:40.000]  倫理學家或許可以幫助我們去思考,
[00:14:40.000 --> 00:14:45.000]  什麼是人應該有或不應該有的性行為。
[00:14:45.000 --> 00:14:50.000]  但是如果我們明白問性,就是問人性,
[00:14:50.000 --> 00:14:54.000]  我們意識到性的最基本關注,
[00:14:54.000 --> 00:14:59.000]  其實是一個哲學,而不是神學的關注。
[00:14:59.000 --> 00:15:07.000]  今天的性困惑,實質上是一個哲學或神學的困惑,
[00:15:07.000 --> 00:15:16.000]  更正確的說是一個偏離哲學或遠離神學的認知結果。
[00:15:16.000 --> 00:15:20.000]  記得好幾年前,我和同學討論
[00:15:20.000 --> 00:15:25.000]  我PowerPoint所展示的圖片是否過於暴露的時候,
[00:15:25.000 --> 00:15:31.000]  令我驚訝的是幾乎所有的女學生都不覺得是暴露,
[00:15:31.000 --> 00:15:36.000]  其實不是這裡所展示的,因為這裡是教會。
[00:15:36.000 --> 00:15:41.000]  為什麼這些圖片不算暴露呢?
[00:15:41.000 --> 00:15:47.000]  因為我好奇地問,「還有一點暴露啊!」
[00:15:47.000 --> 00:15:51.000]  一個女學生這樣說,「都沒有露點!」
[00:15:51.000 --> 00:15:57.000]  另一個接著說,「究竟暴露或不暴露,
[00:15:57.000 --> 00:16:01.000]  是否定義的問題?是否generation gap?
[00:16:01.000 --> 00:16:07.000]  或許我太老土,或是時代太開放?
[00:16:07.000 --> 00:16:15.000]  還是這班學生根本沒有暴露的概念?」
[00:16:15.000 --> 00:16:18.000]  問題的癥結在哪裡呢?
[00:16:18.000 --> 00:16:23.000]  我們說暴露其實是指露體,身體的裸露。
[00:16:23.000 --> 00:16:26.000]  原來今天學生沒有身體的概念,
[00:16:26.000 --> 00:16:30.000]  他們只知道有沒有露點,
[00:16:30.000 --> 00:16:33.000]  都沒有露點,還有一點暴露啊!
[00:16:33.000 --> 00:16:37.000]  有了無花果樹的葉子,就不算暴露了,
[00:16:37.000 --> 00:16:42.000]  這是墮落校亞當夏娃的第一日。
[00:16:42.000 --> 00:16:46.000]  我對學生說,如果沒有身體的概念,
[00:16:46.000 --> 00:16:50.000]  如果身體沒有具有特別的意義,
[00:16:50.000 --> 00:16:54.000]  「點」還有什麼意義呢?
[00:16:54.000 --> 00:16:57.000]  你想一想,如果沒有身體,
[00:16:57.000 --> 00:17:02.000]  露點或不露點有什麼分別呢?
[00:17:02.000 --> 00:17:10.000]  露點離開了身體,還可以有什麼震撼,有什麼意義呢?
[00:17:10.000 --> 00:17:16.000]  露點之所以震撼,正正因為身體完全沒有遮掩,
[00:17:16.000 --> 00:17:20.000]  完全不設防,全然失守。
[00:17:20.000 --> 00:17:22.000]  如果沒有身體的概念,
[00:17:22.000 --> 00:17:26.000]  如果身體不具有任何特殊的意義,
[00:17:26.000 --> 00:17:28.000]  哪裡有暴露的意識?
[00:17:28.000 --> 00:17:34.000]  難怪今天不少青少年對社會暴露的道德爭議,
[00:17:34.000 --> 00:17:37.000]  覺得很不耐煩,很不理解。
[00:17:37.000 --> 00:17:41.000]  面對一個艱苦赤裸的身體,
[00:17:41.000 --> 00:17:44.000]  我們這麼嚴肅的去爭論究竟還可不可以露點,
[00:17:44.000 --> 00:17:46.000]  有沒有露點,
[00:17:46.000 --> 00:17:53.000]  這是不是很滑稽,很無稽的一件事呢?
[00:17:53.000 --> 00:17:59.000]  在創世紀的序事裏,創造與身體,
[00:17:59.000 --> 00:18:08.000]  身體與性,性與男女,男女與人,人與創造,
[00:18:08.000 --> 00:18:13.000]  都是環環相扣,不可分割的。
[00:18:13.000 --> 00:18:18.000]  上帝創造人,是造男造女,
[00:18:18.000 --> 00:18:23.000]  是造有性別差異的男人女人。
[00:18:23.000 --> 00:18:32.000]  基督教學實學因此不存在沒有性別asexual的人性觀。
[00:18:32.000 --> 00:18:35.000]  在這個性別的差異當中,
[00:18:35.000 --> 00:18:42.000]  上帝所造的男人與女人,各自有不同的身體。
[00:18:42.000 --> 00:18:47.000]  聖經多處強調創造主宰與人類的關係,
[00:18:47.000 --> 00:18:53.000]  就好像圖像與圖圖,porter and clay,
[00:18:53.000 --> 00:19:01.000]  說明上帝極其重視身體的具體性,
[00:19:01.000 --> 00:19:09.000]  就像圖像這樣捏造出男女各自的身體。
[00:19:09.000 --> 00:19:15.000]  我們經驗往往都很恰當地被稱為體驗,
[00:19:15.000 --> 00:19:18.000]  即是身體的經驗。
[00:19:18.000 --> 00:19:24.000]  男女的性結合,是合而為一,成為一體的。
[00:19:24.000 --> 00:19:27.000]  They shall become one flesh.
[00:19:27.000 --> 00:19:31.000]  因為男女原始同為一體,
[00:19:31.000 --> 00:19:36.000]  女人不是本來就獨立於男人的存在,
[00:19:36.000 --> 00:19:40.000]  而是從男人分別而出,
[00:19:40.000 --> 00:19:44.000]  有了男性、女性、男女的分別,
[00:19:44.000 --> 00:19:50.000]  正有男女的結合與合一。
[00:19:50.000 --> 00:19:53.000]  所以什麼是性呢?
[00:19:53.000 --> 00:19:59.000]  性是性別,是有關男女身體本質的差異。
[00:19:59.000 --> 00:20:06.000]  所以一開始我們必須堅持性是性別,
[00:20:06.000 --> 00:20:09.000]  是有關男女身體本質的差異。
[00:20:09.000 --> 00:20:13.000]  我們的存在是男人或女人的存在,
[00:20:13.000 --> 00:20:19.000]  我們的身體與我們是男人或女人是同一回事。
[00:20:19.000 --> 00:20:24.000]  性是性別,因為有了男女之別的大前提,
[00:20:24.000 --> 00:20:30.000]  我們正可以講到性的互補,
[00:20:30.000 --> 00:20:40.000]  就是complementarity,結合,union,和合一,oneness。
[00:20:40.000 --> 00:20:42.000]  性別研究,gender studies,
[00:20:42.000 --> 00:20:44.000]  是過去二三十年中,
[00:20:44.000 --> 00:20:51.000]  全球各地大學發展得最快的人文課程。
[00:20:51.000 --> 00:20:57.000]  這個時代確實是極其需要性別研究,
[00:20:57.000 --> 00:21:01.000]  但很可惜,今天所謂的性別研究,
[00:21:01.000 --> 00:21:04.000]  不是研究性別,
[00:21:04.000 --> 00:21:11.000]  只是著重講公義、平等、權力、自由、選擇、多元等。
[00:21:11.000 --> 00:21:14.000]  性別研究不講性,
[00:21:14.000 --> 00:21:18.000]  只講在社會文化當中的男女角色,
[00:21:18.000 --> 00:21:22.000]  強調男人是怎樣,女人也是怎樣,
[00:21:22.000 --> 00:21:25.000]  根本沒有良性的差異,沒有別。
[00:21:25.000 --> 00:21:28.000]  一旦性中有別,他們就認為應該產平,
[00:21:28.000 --> 00:21:34.000]  結果連性也一起產平了。
[00:21:34.000 --> 00:21:35.000]  性是什麼?
[00:21:35.000 --> 00:21:41.000]  性是男女身體間濃烈而深層的親密關係,
[00:21:41.000 --> 00:21:45.000]  most intense and intimate relationship。
[00:21:45.000 --> 00:21:47.000]  令人快解的是,
[00:21:47.000 --> 00:21:51.000]  為什麼說到同性性關係的時候,
[00:21:51.000 --> 00:21:56.000]  今天的人只講愛、權力、平等,
[00:21:56.000 --> 00:22:05.000]  似乎是刻意的逃避身體在我們濃烈而深層的親密關係,
[00:22:05.000 --> 00:22:12.000]  親密經驗當中所應該有的最基本而最重要的關係。
[00:22:12.000 --> 00:22:14.000]  我們知道,
[00:22:14.000 --> 00:22:23.000]  類性主義就經常強調類性身體經驗的獨特性和重要性。
[00:22:23.000 --> 00:22:27.000]  男女有不同的身體,
[00:22:27.000 --> 00:22:29.000]  不同的性器官,
[00:22:29.000 --> 00:22:34.000]  男女之間的親密身體關係和性行為,
[00:22:34.000 --> 00:22:41.000]  與男男之間、女女之間的親密身體關係和性行為,
[00:22:41.000 --> 00:22:47.000]  是顯然涉及完全不同的身體,
[00:22:47.000 --> 00:22:49.000]  不同的性器官,
[00:22:49.000 --> 00:22:52.000]  不同的身體關係,
[00:22:52.000 --> 00:22:56.000]  和不同的性行為經驗。
[00:22:56.000 --> 00:23:01.000]  所涉及的生理和心理,
[00:23:01.000 --> 00:23:05.000]  和人與人生命之間的關係,
[00:23:05.000 --> 00:23:11.000]  都是顯然不同的。
[00:23:11.000 --> 00:23:15.000]  智慧的性和男女之間的性,
[00:23:15.000 --> 00:23:17.000]  本質上是不同的,
[00:23:17.000 --> 00:23:19.000]  一個是自我關係,
[00:23:19.000 --> 00:23:23.000]  另一個是男女之間的關係。
[00:23:23.000 --> 00:23:28.000]  同樣的,同性親密身體關係和性行為的性,
[00:23:28.000 --> 00:23:35.000]  與異性親密身體關係和性行為的性,
[00:23:35.000 --> 00:23:38.000]  顯然有本質的差異,
[00:23:38.000 --> 00:23:48.000]  除非我們可以將性行為和身體之間各個濃烈而深層的親密關係,
[00:23:48.000 --> 00:23:53.000]  弱化成為純粹的性器官的刺激。
[00:23:53.000 --> 00:24:00.000]  同性是男女身體的孕育、再生和增延。
[00:24:00.000 --> 00:24:05.000]  男女的性關係本質上是生養眾多的,
[00:24:05.000 --> 00:24:09.000]  是身體的孕育、身體的再生,
[00:24:09.000 --> 00:24:11.000]  如果我們用生物學來看,
[00:24:11.000 --> 00:24:13.000]  身體產生身體,
[00:24:13.000 --> 00:24:15.000]  和身體的增延,
[00:24:15.000 --> 00:24:16.000]  生生不息,
[00:24:16.000 --> 00:24:19.000]  生生相存。
[00:24:19.000 --> 00:24:23.000]  同性是男女之間的關係,
[00:24:23.000 --> 00:24:26.000]  同性是男女之間的關係,
[00:24:26.000 --> 00:24:29.000]  同性是男女之間的關係,
[00:24:29.000 --> 00:24:32.000]  同性是男女之間的關係,
[00:24:32.000 --> 00:24:35.000]  同性是男女之間的關係,
[00:24:35.000 --> 00:24:38.000]  同性是男女之間的關係,
[00:24:38.000 --> 00:24:41.000]  同性是男女之間的關係,
[00:24:41.000 --> 00:24:44.000]  同性是男女之間的關係,
[00:24:44.000 --> 00:24:47.000]  同性是男女之間的關係,
[00:24:47.000 --> 00:24:50.000]  男女之間的關係,
[00:24:50.000 --> 00:24:57.000]  男女性關係在歷史上是長久的延續,
[00:24:57.000 --> 00:25:02.000]  上帝配合的人不可犯害。
[00:25:02.000 --> 00:25:11.000]  這不單是指男女婚姻的一生一世的結連,
[00:25:11.000 --> 00:25:17.000]  而是指男女婚姻中所產生的新的家系,
[00:25:17.000 --> 00:25:20.000]  Family Line,Family Tree,
[00:25:20.000 --> 00:25:24.000]  Family Line在歷史中開枝散葉,
[00:25:24.000 --> 00:25:26.000]  綿綿不息的延續。
[00:25:26.000 --> 00:25:30.000]  因著身體的孕育,再生和增延,
[00:25:30.000 --> 00:25:38.000]  男女性關係本質上不只以這兩個人的一生一世,
[00:25:38.000 --> 00:25:46.000]  而是在Family Line中生育眾多,綿綿不息的延續。
[00:25:46.000 --> 00:25:48.000]  而同性的性關係,
[00:25:48.000 --> 00:25:51.000]  即使是兩個人一生一世的關係,
[00:25:51.000 --> 00:25:53.000]  都是自始,
[00:25:53.000 --> 00:25:57.000]  所以從歷史長遠的視角來看,
[00:25:57.000 --> 00:26:01.000]  同性的性關係本質上是短暫的,
[00:26:01.000 --> 00:26:07.000]  而男女關係的結合是長久的延續。
[00:26:07.000 --> 00:26:13.000]  性都是一男一女的夫妻關係和行為,
[00:26:13.000 --> 00:26:21.000]  性關係是身體和生命之間彼此相互的關係,
[00:26:21.000 --> 00:26:24.000]  Mutuality and Reciprocity。
[00:26:24.000 --> 00:26:29.000]  如果身體的性別差異在性關係中是重要的,
[00:26:29.000 --> 00:26:31.000]  是不可缺少的,
[00:26:31.000 --> 00:26:38.000]  我們就可以看到,性顯然不單是男女的關係,
[00:26:38.000 --> 00:26:44.000]  並且必須是一男一女的關係,
[00:26:44.000 --> 00:26:50.000]  在一男一女的關係是不可以再生育的,
[00:26:50.000 --> 00:26:53.000]  因為如果我們在一男一女的關係中,
[00:26:53.000 --> 00:26:56.000]  再自放多一個男或多一個女,
[00:26:56.000 --> 00:27:03.000]  就會把整體彼此之間的相互關係破壞了,
[00:27:03.000 --> 00:27:07.000]  另外兩位就不可以有這樣的關係,
[00:27:07.000 --> 00:27:11.000]  如果在男女異性的關係中來說。
[00:27:11.000 --> 00:27:14.000]  同性性關係本質上不是一對一的,
[00:27:14.000 --> 00:27:17.000]  本質上是容許多性伴侶的,
[00:27:17.000 --> 00:27:20.000]  因為如果性的本質和性的,
[00:27:20.000 --> 00:27:25.000]  如果性的本質和身體的性別差異完全無關,
[00:27:25.000 --> 00:27:28.000]  即使在一男一女的關係中,
[00:27:28.000 --> 00:27:31.000]  再自放多一個或多一個男性,
[00:27:31.000 --> 00:27:36.000]  整體彼此之間的相互關係仍然是可以維繫的,
[00:27:36.000 --> 00:27:40.000]  不需要強調同性性關係和同性婚姻,
[00:27:40.000 --> 00:27:43.000]  是可以一對一的中正,
[00:27:43.000 --> 00:27:45.000]  這當然是正確的,
[00:27:45.000 --> 00:27:48.000]  但問題的關鍵不在於此,
[00:27:48.000 --> 00:27:54.000]  他們忽視了如果性的本質和身體的性別差異是無關的,
[00:27:54.000 --> 00:27:59.000]  如果我們真的支持同性性關係和婚姻,
[00:27:59.000 --> 00:28:06.000]  就沒有理由要求同性性關係和婚姻必須是一對一,
[00:28:06.000 --> 00:28:11.000]  因為這樣做實質上是一種異性的霸權,
[00:28:11.000 --> 00:28:16.000]  以異性的paradigm來理解同性的關係,
[00:28:16.000 --> 00:28:24.000]  並且要求同性的價值觀和行為方式符合異性的準則,
[00:28:24.000 --> 00:28:29.000]  It is reading heterosexual relation into homosexual relation.
[00:28:29.000 --> 00:28:31.000]  所以性是什麼?
[00:28:31.000 --> 00:28:35.000]  性是性別關係,有關男女身體的本質差異,
[00:28:35.000 --> 00:28:40.000]  性是男女身體之間濃烈而深層的親密關係,
[00:28:40.000 --> 00:28:45.000]  性是男女身體的孕育、再生和增延,
[00:28:45.000 --> 00:28:51.000]  性是男女關係在歷史中的永久延續,
[00:28:51.000 --> 00:28:56.000]  性是男女一夫一妻的關係和行為。
[00:28:56.000 --> 00:29:01.000]  我們這樣去看,就明白男男女女之間的關係,
[00:29:01.000 --> 00:29:10.000]  其實和男女之間的關係有本質上非常不同的,
[00:29:10.000 --> 00:29:13.000]  教育必須有教導性,
[00:29:13.000 --> 00:29:18.000]  所以我們以上所講的出發點和基礎是性經信仰,
[00:29:18.000 --> 00:29:23.000]  但原則上這些性的本質都可以從自然法,
[00:29:23.000 --> 00:29:25.000]  就是natural law 衍生出來,
[00:29:25.000 --> 00:29:28.000]  明白了男女性的結合和合一的本質,
[00:29:28.000 --> 00:29:33.000]  就會明白為什麼男女性關係不可以和男男性關係,
[00:29:33.000 --> 00:29:35.000]  和女女性關係,
[00:29:35.000 --> 00:29:44.000]  不可以只說為一談,必須有區別,
[00:29:44.000 --> 00:29:47.000]  都會明白為什麼只有男女性結合和合一,
[00:29:47.000 --> 00:29:50.000]  正是整全婚姻關係的內涵。
[00:29:50.000 --> 00:29:53.000]  上帝所配合的人不可分開,
[00:29:53.000 --> 00:29:58.000]  這句話可以有更深層次的認知的意思,
[00:29:58.000 --> 00:30:01.000]  事實上上帝所配合的一切事物,
[00:30:01.000 --> 00:30:02.000]  人都不可以分開,
[00:30:02.000 --> 00:30:05.000]  在人的婚姻關係上是這樣,
[00:30:05.000 --> 00:30:09.000]  在人對創造真理的認知上也是這樣,
[00:30:09.000 --> 00:30:14.000]  我們以萬世間聖事賀文作為開始,
[00:30:14.000 --> 00:30:18.000]  我們追問這個問題究竟是一個什麼性質的問題,
[00:30:18.000 --> 00:30:21.000]  我們在哪裡找到真正的答案,
[00:30:21.000 --> 00:30:22.000]  從認知來說,
