
[00:00:00.000 --> 00:00:07.000]  鄧博士 胡博士 各位弟兄姊妹 晚安
[00:04:16.000 --> 00:04:22.000]  或者不是一種抽離於苦難苦傷的態度來對我們說
[00:04:22.000 --> 00:04:27.000]  甚至不是一種客觀的問題來對我們說
[00:04:27.000 --> 00:04:34.000]  反而是為我們而去說 不是說給我們聽 而是說給我們聽
[00:04:34.000 --> 00:04:39.000]  因為聖經本身就承載了很多苦傷者的聲音
[00:04:39.000 --> 00:04:42.000]  又或者見證苦傷的聲音
[00:04:42.000 --> 00:04:46.000]  事實上有很多學者都看到聖經的寫成
[00:04:46.000 --> 00:04:49.000]  就是在苦傷的經驗裡面去寫成
[00:04:49.000 --> 00:04:54.000]  甚至是一種民族集體的苦難和傷痕
[00:04:54.000 --> 00:04:58.000]  今天這件事可能帶給我們一種集體的傷
[00:04:58.000 --> 00:05:06.000]  創傷研究告訴我們 創傷可以是一種替代性創傷
[00:05:06.000 --> 00:05:09.000]  對於未必真是親歷其境的人
[00:05:09.000 --> 00:05:16.000]  聽到目見或者了解知道創傷者的情況 苦難的時候
[00:05:16.000 --> 00:05:23.000]  我們都感到痛 我們都感到難以啟齒的那種苦受
[00:05:23.000 --> 00:05:26.000]  聖經承載了很多苦傷者的聲音
[00:05:26.000 --> 00:05:29.000]  我想我們都熟悉的詩篇
[00:05:29.000 --> 00:05:32.000]  詩篇記載了很多苦傷者的聲音
[00:05:32.000 --> 00:05:36.000]  他們的感受 詩篇的作者
[00:05:36.000 --> 00:05:39.000]  在不同的苦難處境裡面向神禱告
[00:05:39.000 --> 00:05:44.000]  他感到驚惶 他感到每夜流淚 受苦
[00:05:44.000 --> 00:05:47.000]  甚至哭喊要到什麼時候呢
[00:05:47.000 --> 00:05:50.000]  眼睛因愁憂愁而昏花
[00:05:50.000 --> 00:05:53.000]  甚至生命為受苦所消耗
[00:05:53.000 --> 00:05:57.000]  被壓碎 心裡痛苦
[00:05:57.000 --> 00:06:00.000]  不知道會不會都是我們過去兩個多星期
[00:06:00.000 --> 00:06:07.000]  甚至可能我們都認識了一些受這個災比較近距離影響的一些人
[00:06:07.000 --> 00:06:13.000]  受苦更加深 我心極其悲傷 哀嘆不安
[00:06:13.000 --> 00:06:16.000]  我的心在我們裡面陣痛
[00:06:16.000 --> 00:06:22.000]  可能久不久想起又會痛一痛 有些陣痛
[00:06:22.000 --> 00:06:27.000]  坤苦憂傷心裡苦惱 我心受煩
[00:06:27.000 --> 00:06:32.000]  不能夠說話 可能有些時候說不出
[00:06:32.000 --> 00:06:35.000]  我的心不肯受安慰 不是不想受安慰
[00:06:35.000 --> 00:06:40.000]  而是安慰不到 覺得很難過
[00:06:40.000 --> 00:06:46.000]  心靈不發芬 我們在在那裡追想就哭了
[00:06:46.000 --> 00:06:49.000]  固然詩篇裡面這個追想是追想石安
[00:06:49.000 --> 00:06:54.000]  但可能都是 同樣是我們追想 回想起
[00:06:54.000 --> 00:07:00.000]  回顧回想起我們身邊發生的一些災難事件
[00:07:00.000 --> 00:07:04.000]  當中的困苦人的時候 我們會想哭
[00:07:04.000 --> 00:07:06.000]  我們想起就想哭
[00:07:06.000 --> 00:07:13.000]  苦傷者的所感 有些情境未必是苦傷者所講
[00:07:13.000 --> 00:07:17.000]  但可能是見到 目見一個苦傷的世界
[00:07:17.000 --> 00:07:20.000]  傳道書都是同樣是第一身
[00:07:20.000 --> 00:07:23.000]  詩篇是第一身的感受的表達
[00:07:23.000 --> 00:07:28.000]  書是第一身的目見 目睹所見苦傷的世界
[00:07:28.000 --> 00:07:33.000]  看到人世間有一些令我們感到很苦傷
[00:07:33.000 --> 00:07:35.000]  很哀愁的一些事情
[00:07:35.000 --> 00:07:39.000]  無人能掌控生命氣息 將生命氣息留住
[00:07:39.000 --> 00:07:42.000]  也無人能掌控死亡之人
[00:07:42.000 --> 00:07:45.000]  當我們想到一些苦難 世間一些苦難
[00:07:45.000 --> 00:07:47.000]  或者大埔火災這個事件
[00:07:47.000 --> 00:07:50.000]  很多生命的流逝消逝
[00:07:50.000 --> 00:07:52.000]  我們會感到悲哀
[00:07:52.000 --> 00:07:56.000]  有些時候 這些苦傷甚至可能是系統性
[00:07:56.000 --> 00:07:59.000]  可能是一些制度
[00:07:59.000 --> 00:08:01.000]  傳道書特別提到 在日光之下
[00:08:01.000 --> 00:08:05.000]  見到受欺壓者的眼淚 無人安慰
[00:08:05.000 --> 00:08:10.000]  權力在那些欺壓他們的手中 卻無人安慰他們
[00:08:10.000 --> 00:08:14.000]  有人受欺壓 令我們感到很悲痛
[00:08:14.000 --> 00:08:16.000]  很受傷 傷痛
[00:08:16.000 --> 00:08:18.000]  但受欺壓的無人得安慰
[00:08:18.000 --> 00:08:22.000]  是更加令我們感到哀痛的事
[00:08:22.000 --> 00:08:27.000]  有些時候 是一些系統性的問題
[00:08:27.000 --> 00:08:31.000]  神學會說是結構性的罪
[00:08:31.000 --> 00:08:33.000]  結構性的罪 或者社會性的罪
[00:08:33.000 --> 00:08:36.000]  在日光之下 在應有公義之處那裡有邪惡
[00:08:36.000 --> 00:08:40.000]  在應有正義之處那裡有邪惡
[00:08:40.000 --> 00:08:44.000]  甚至可能是社會裡一些我們期望有公義正義的地方
[00:08:44.000 --> 00:08:48.000]  那裡可能有扭曲 有敗壞 有邪惡
[00:08:48.000 --> 00:08:53.000]  我見這一切 有義人在他的耳中滅亡
[00:08:53.000 --> 00:08:57.000]  在這個火災裡殉職的消防員
[00:08:57.000 --> 00:09:01.000]  他是行義而離世
[00:09:01.000 --> 00:09:05.000]  當中有很多人是為救人而離世
[00:09:05.000 --> 00:09:09.000]  當中有很多人是在他的耳中滅亡
[00:09:09.000 --> 00:09:11.000]  我們會問很多問題
[00:09:11.000 --> 00:09:14.000]  甚至有一種虛空在地上發生
[00:09:14.000 --> 00:09:18.000]  就是義人所遭遇的好像召惡人的行為
[00:09:18.000 --> 00:09:21.000]  我看見在日光之下
[00:09:21.000 --> 00:09:23.000]  快跑的未必能贏
[00:09:23.000 --> 00:09:25.000]  強壯的未必得勝
[00:09:25.000 --> 00:09:27.000]  智慧的未必能成
[00:09:27.000 --> 00:09:28.000]  聰明的未必得財富
[00:09:28.000 --> 00:09:31.000]  有學問的人未必得人喜悅
[00:09:31.000 --> 00:09:34.000]  在人世裡 或者生活裡可能我們都經驗過
[00:09:34.000 --> 00:09:36.000]  或者在災難面前
[00:09:36.000 --> 00:09:39.000]  不是你跑得快就可以逃脫
[00:09:39.000 --> 00:09:44.000]  而不是你用力在災難面前就能克勝
[00:09:44.000 --> 00:09:49.000]  甚至不是你有智慧 有學問 有聰明
[00:09:49.000 --> 00:09:52.000]  就可以預防或防止災難
[00:09:52.000 --> 00:09:54.000]  我相信在這個火災裡
[00:09:54.000 --> 00:09:59.000]  可能有些人都很清楚一些情況
[00:09:59.000 --> 00:10:01.000]  甚至受災的人當中
[00:10:01.000 --> 00:10:05.000]  有些是對維修工程有學問
[00:10:05.000 --> 00:10:08.000]  災難來到的時候同樣無論為力
[00:10:08.000 --> 00:10:12.000]  傳道師讓我們看到一個哀傷的
[00:10:12.000 --> 00:10:18.000]  受苦的 虛空的 甚至是負傷的世界
[00:10:18.000 --> 00:10:22.000]  《若白記》很特別
[00:10:22.000 --> 00:10:25.000]  同樣承載了負傷者的聲音
[00:10:25.000 --> 00:10:27.000]  也好像同樣透過《若白》
[00:10:27.000 --> 00:10:30.000]  好像看到世界有反常的一面
[00:10:30.000 --> 00:10:32.000]  《若白》自己首當其衝
[00:10:32.000 --> 00:10:35.000]  就是受到反常的遭遇
[00:10:35.000 --> 00:10:38.000]  一個負傷者的故事
[00:10:38.000 --> 00:10:40.000]  《若白記》更加特別的是
[00:10:40.000 --> 00:10:42.000]  它是一個故事
[00:10:42.000 --> 00:10:45.000]  詩篇和傳道書是由第一身來說
[00:10:45.000 --> 00:10:48.000]  感受很直接
[00:10:48.000 --> 00:10:52.000]  目見都直接見到
[00:10:52.000 --> 00:10:53.000]  不知道大家有沒有想過
[00:10:53.000 --> 00:10:56.000]  為什麼《若白記》是由第三身的角度
[00:10:56.000 --> 00:10:58.000]  當然當中有很多第一身的苦數
[00:10:58.000 --> 00:11:00.000]  很多哀歌的人都是
[00:11:00.000 --> 00:11:04.000]  不過它是以一個故事來呈現
[00:11:04.000 --> 00:11:06.000]  一個負傷者的故事
[00:11:06.000 --> 00:11:09.000]  近代創傷研究說到
[00:11:09.000 --> 00:11:11.000]  創傷是很難承受的
[00:11:11.000 --> 00:11:14.000]  受過創傷的人很難說的
[00:11:14.000 --> 00:11:16.000]  很難言說的
[00:11:16.000 --> 00:11:18.000]  說不出來
[00:11:18.000 --> 00:11:20.000]  有時受創傷的人需要幫助
[00:11:20.000 --> 00:11:22.000]  才能說出來
[00:11:22.000 --> 00:11:25.000]  《若白記》作為一個文學
[00:11:25.000 --> 00:11:27.000]  一個故事
[00:11:27.000 --> 00:11:31.000]  或者好像呈現了傷感
[00:11:31.000 --> 00:11:35.000]  一種無法說話的狀態
[00:11:35.000 --> 00:11:37.000]  一種本質
[00:11:37.000 --> 00:11:39.000]  說不出來
[00:11:39.000 --> 00:11:42.000]  有創傷研究學者說到
[00:11:42.000 --> 00:11:44.000]  有時有些媒介
[00:11:44.000 --> 00:11:47.000]  也可能包括我們剛才所聽的音樂
[00:11:47.000 --> 00:11:48.000]  一些歌
[00:11:48.000 --> 00:11:50.000]  一個藝術品
[00:11:50.000 --> 00:11:53.000]  或者一個文學的故事
[00:11:53.000 --> 00:11:56.000]  是能夠承載到我們
[00:11:56.000 --> 00:11:59.000]  一些受傷、負傷的情緒或感受
[00:11:59.000 --> 00:12:01.000]  《若白記》作為一個故事
[00:12:01.000 --> 00:12:04.000]  也好像作為一個第三身情的故事
[00:12:04.000 --> 00:12:06.000]  好像讓我們看到
[00:12:06.000 --> 00:12:07.000]  我們很難說
[00:12:07.000 --> 00:12:09.000]  但這個故事承載著
[00:12:09.000 --> 00:12:12.000]  在難以直面的災境面前
[00:12:12.000 --> 00:12:16.000]  那種無法言語的痛
[00:12:16.000 --> 00:12:20.000]  創傷研究也看《若白記》是一個創傷文學
[00:12:20.000 --> 00:12:22.000]  它不單止是一個故事
[00:12:22.000 --> 00:12:25.000]  也指向著古代以色列人
[00:12:25.000 --> 00:12:28.000]  一個民族創傷的記憶
[00:12:28.000 --> 00:12:34.000]  《若白記》作為耶和華稱為「我的僕人」
[00:12:34.000 --> 00:12:36.000]  在第二冊的書中
[00:12:36.000 --> 00:12:39.000]  「我的僕人」是耶和華形容以色列的
[00:12:39.000 --> 00:12:43.000]  如果兩本書是在相約時間所寫的時候
[00:12:43.000 --> 00:12:45.000]  以色列人去看
[00:12:45.000 --> 00:12:48.000]  《若白記》作為受苦的耶和華的僕人
[00:12:48.000 --> 00:12:50.000]  也聯想到自身
[00:12:50.000 --> 00:12:54.000]  作為耶和華受苦的僕人
[00:12:54.000 --> 00:12:56.000]  以色列的民族
[00:12:56.000 --> 00:12:57.000]  神的子民
[00:12:57.000 --> 00:13:01.000]  《若白記》指向著一個集體的創傷
[00:13:01.000 --> 00:13:04.000]  當我們很難說的時候
[00:13:04.000 --> 00:13:07.000]  或者我們也需要一些療癒的空間
[00:13:07.000 --> 00:13:09.000]  有學者會看《若白記》
[00:13:09.000 --> 00:13:13.000]  好像就是提供一個稍為安全的距離
[00:13:13.000 --> 00:13:18.000]  讓人能夠可以直面那個難以直面的苦痛
[00:13:18.000 --> 00:13:21.000]  延續那種難以言語的創傷
[00:13:21.000 --> 00:13:24.000]  Speaking the unspeakable
[00:13:24.000 --> 00:13:27.000]  所以今晚想和大家透過《若白記》
[00:13:27.000 --> 00:13:30.000]  不在重上而下要說什麼
[00:13:30.000 --> 00:13:33.000]  而是要我們透過《若白記》裡面的故事
[00:13:33.000 --> 00:13:35.000]  或者《若白記》自己所說的話
[00:13:35.000 --> 00:13:39.000]  去幫我們直面這個苦痛
[00:13:39.000 --> 00:13:43.000]  或者看看這段聖經為我們延續了什麼
[00:13:43.000 --> 00:13:46.000]  其實這個故事我們都耳熟能詳
[00:13:46.000 --> 00:13:49.000]  特別是頭兩章《若白記》的受苦故事
[00:13:49.000 --> 00:13:51.000]  苦難故事
[00:13:51.000 --> 00:13:53.000]  在烏斯特有一個人叫做若白
[00:13:53.000 --> 00:13:58.000]  他完全人 二人 也有很多東西
[00:13:58.000 --> 00:14:00.000]  很多時候我們看這個序幕的時候
[00:14:00.000 --> 00:14:03.000]  可能我們都覺得沒什麼特別
[00:14:03.000 --> 00:14:05.000]  就是一個完全人
[00:14:05.000 --> 00:14:08.000]  或者好像亞哥書所說的
[00:14:08.000 --> 00:14:11.000]  他是一個完全 健全和堅忍的人
[00:14:11.000 --> 00:14:16.000]  也都後來最後他都好像因為他堅忍而再賞賜給他
[00:14:16.000 --> 00:14:19.000]  我們看《若白記》的印象是比較黑板一點
[00:14:19.000 --> 00:14:21.000]  一般來說是一個完全人
[00:14:21.000 --> 00:14:22.000]  然後他很厲害
[00:14:22.000 --> 00:14:24.000]  最後捱過苦難
[00:14:24.000 --> 00:14:25.000]  又說賞賜給他
[00:14:25.000 --> 00:14:26.000]  一頭一尾
[00:14:26.000 --> 00:14:29.000]  《若白記》都是我們稍為熟悉的就是一頭一尾
[00:14:29.000 --> 00:14:31.000]  頭兩章 最後42章
[00:14:31.000 --> 00:14:35.000]  若白的完全的所視是我們的焦點
[00:14:35.000 --> 00:14:37.000]  他的being
[00:14:37.000 --> 00:14:41.000]  另一個就是若白他的所有
[00:14:41.000 --> 00:14:43.000]  他的owning
[00:14:43.000 --> 00:14:44.000]  或者他的possession
[00:14:44.000 --> 00:14:45.000]  他有的東西
[00:14:45.000 --> 00:14:48.000]  這三節就是說他的事和他的有
[00:14:48.000 --> 00:14:50.000]  可能都是我們比較看重的東西
[00:14:50.000 --> 00:14:52.000]  最後又說賞賜給他
[00:14:52.000 --> 00:14:53.000]  完全double
[00:14:53.000 --> 00:14:56.000]  但是我們比較忽略的就是他怎樣經歷
[00:14:56.000 --> 00:14:59.000]  他怎樣去經驗一些東西
[00:14:59.000 --> 00:15:01.000]  其實中間他有40章的歷程
[00:15:01.000 --> 00:15:03.000]  是他的掙扎的歷程
[00:15:03.000 --> 00:15:05.000]  但是我們稍為讓板化來看若白
[00:15:05.000 --> 00:15:09.000]  完美序幕其實隱含不住一個呼喊
[00:15:09.000 --> 00:15:11.000]  我們怎樣看這個序言呢
[00:15:11.000 --> 00:15:14.000]  有沒有想過其實故事一開始
[00:15:14.000 --> 00:15:16.000]  其實通常是有發展的
[00:15:16.000 --> 00:15:19.000]  如果一開始就已經這麼完美
[00:15:19.000 --> 00:15:23.000]  好像預示了只會向不完美的方向發展
[00:15:23.000 --> 00:15:24.000]  一個這麼完美的人
[00:15:24.000 --> 00:15:27.000]  這麼圓滿的擁有
[00:15:27.000 --> 00:15:29.000]  其實是在說什麼呼喊
[00:15:29.000 --> 00:15:31.000]  說的是不合理的
[00:15:31.000 --> 00:15:32.000]  反常
[00:15:32.000 --> 00:15:34.000]  預示的只是反常
[00:15:34.000 --> 00:15:37.000]  由第一節到第二三節中間
[00:15:37.000 --> 00:15:40.000]  其實是一個很符合邏輯的記載
[00:15:40.000 --> 00:15:43.000]  特別從猶太人的新典神學
[00:15:43.000 --> 00:15:46.000]  或新冥紀的神學是什麼呢
[00:15:46.000 --> 00:15:48.000]  驚威耶和華的得福
[00:15:48.000 --> 00:15:50.000]  不驚威耶和華的
[00:15:50.000 --> 00:15:52.000]  就會蒙詛咒詛
[00:15:52.000 --> 00:15:55.000]  新冥紀27、28章是記載這個邏輯
[00:15:55.000 --> 00:15:56.000]  所以由第一章
[00:15:56.000 --> 00:15:58.000]  由第一節這裡說他是完全正直
[00:15:58.000 --> 00:16:00.000]  驚威神遠離邪惡
[00:16:00.000 --> 00:16:01.000]  這麼好的人
[00:16:01.000 --> 00:16:02.000]  這麼敬虔的人
[00:16:02.000 --> 00:16:03.000]  應該是蒙受祝福
[00:16:03.000 --> 00:16:05.000]  所以第二節是合乎邏輯的
[00:16:05.000 --> 00:16:07.000]  但是去到之後呢
[00:16:07.000 --> 00:16:08.000]  不是
[00:16:08.000 --> 00:16:09.000]  反常的事
[00:16:09.000 --> 00:16:11.000]  所以這裡隱含著一個呼喊
[00:16:11.000 --> 00:16:13.000]  就好像在一個災難
[00:16:13.000 --> 00:16:14.000]  或者我們這個火災裡面
[00:16:14.000 --> 00:16:17.000]  我們可能覺得為什麼會這樣
[00:16:17.000 --> 00:16:18.000]  為什麼會這樣發生
[00:16:18.000 --> 00:16:19.000]  有不合理的地方
[00:16:19.000 --> 00:16:21.000]  不應該這樣
[00:16:21.000 --> 00:16:22.000]  我們面對火海
[00:16:22.000 --> 00:16:23.000]  我們都會這樣問
[00:16:23.000 --> 00:16:25.000]  隱含著那種反常
[00:16:25.000 --> 00:16:28.000]  問為什麼不應該這樣
[00:16:28.000 --> 00:16:32.000]  約霸故事一個人性化閱讀
[00:16:32.000 --> 00:16:34.000]  我們可能看頭兩章
[00:16:34.000 --> 00:16:36.000]  通常都看約霸是很完美的
[00:16:36.000 --> 00:16:38.000]  很敬虔
[00:16:38.000 --> 00:16:39.000]  但是有沒有想過
[00:16:39.000 --> 00:16:41.000]  其實頭兩章都已經看到
[00:16:41.000 --> 00:16:42.000]  其實約霸
[00:16:42.000 --> 00:16:45.000]  他描述他有女愛的現實
[00:16:45.000 --> 00:16:48.000]  裡面和外面都是一些經歷到的現實
[00:16:48.000 --> 00:16:51.000]  我們人有女有愛
[00:16:51.000 --> 00:16:52.000]  不只是只有一面
[00:16:52.000 --> 00:16:53.000]  有時候我們看約霸
[00:16:53.000 --> 00:16:54.000]  是比較從外顯那裡
[00:16:54.000 --> 00:16:55.000]  他很厲害
[00:16:55.000 --> 00:16:56.000]  然後上次耶和華
[00:16:56.000 --> 00:16:57.000]  修取亞斯耶和華
[00:16:57.000 --> 00:16:59.000]  但是忽略了人是有裡面的
[00:16:59.000 --> 00:17:01.000]  其實創傷很多時候是裡面的
[00:17:01.000 --> 00:17:04.000]  苦難是外在
[00:17:04.000 --> 00:17:05.000]  一些事件
[00:17:05.000 --> 00:17:06.000]  一些經驗
[00:17:06.000 --> 00:17:07.000]  但構成裡面一些的行動
[00:17:07.000 --> 00:17:09.000]  那個內在的現實
[00:17:09.000 --> 00:17:10.000]  是看不到的
[00:17:10.000 --> 00:17:12.000]  正如這裡一開始說約霸
[00:17:12.000 --> 00:17:14.000]  他也有說一些內心的劇場
[00:17:14.000 --> 00:17:17.000]  他猜測人為他而致
[00:17:17.000 --> 00:17:18.000]  你去獻煩
[00:17:18.000 --> 00:17:19.000]  為什麼呢
[00:17:19.000 --> 00:17:20.000]  他恐怕我而致犯了罪
[00:17:20.000 --> 00:17:21.000]  雖然他說
[00:17:21.000 --> 00:17:22.000]  他說
[00:17:22.000 --> 00:17:23.000]  但可能都是他心裡所說的
[00:17:23.000 --> 00:17:25.000]  他心裡的一些說話
[00:17:25.000 --> 00:17:26.000]  恐怕我而致犯了罪
[00:17:26.000 --> 00:17:28.000]  為什麼有內在的現實呢
[00:17:28.000 --> 00:17:30.000]  因為人會有焦慮
[00:17:30.000 --> 00:17:31.000]  會有不安
[00:17:31.000 --> 00:17:34.000]  會有很多不同的感受
[00:17:34.000 --> 00:17:35.000]  情緒
[00:17:35.000 --> 00:17:38.000]  我們人都傾向做預防
[00:17:38.000 --> 00:17:40.000]  有很多我們的計劃
[00:17:40.000 --> 00:17:43.000]  我們都想防止一些不好的事發生
[00:17:43.000 --> 00:17:44.000]  就算我們很個人
[00:17:44.000 --> 00:17:45.000]  或者家庭的事
[00:17:45.000 --> 00:17:46.000]  我們都會這樣
[00:17:46.000 --> 00:17:49.000]  人都是會趨吉避凶
[00:17:49.000 --> 00:17:51.000]  做一些預防
[00:17:51.000 --> 00:17:52.000]  心裡咒罵了神
[00:17:52.000 --> 00:17:53.000]  他不單是自己
[00:17:53.000 --> 00:17:54.000]  心裡
[00:17:54.000 --> 00:17:57.000]  而是他也擔心他兒女
[00:17:57.000 --> 00:17:59.000]  兒女是心裡咒罵神
[00:17:59.000 --> 00:18:01.000]  可能表面看起來沒什麼
[00:18:01.000 --> 00:18:03.000]  實際上可能有東西
[00:18:03.000 --> 00:18:04.000]  有些東西看不到
[00:18:04.000 --> 00:18:05.000]  心裡
[00:18:05.000 --> 00:18:07.000]  所以當看到下去的罪事的時候
[00:18:07.000 --> 00:18:10.000]  看到那個控告者
[00:18:10.000 --> 00:18:12.000]  中文聖經有些東西叫做撒旦
[00:18:12.000 --> 00:18:13.000]  控告者
[00:18:13.000 --> 00:18:14.000]  虛香
[00:18:14.000 --> 00:18:15.000]  又說打倒
[00:18:15.000 --> 00:18:16.000]  你拿走他的東西
[00:18:16.000 --> 00:18:18.000]  你擊打他的肉身
[00:18:18.000 --> 00:18:19.000]  那會怎樣呢
[00:18:19.000 --> 00:18:21.000]  他肯定會咒助你
[00:18:21.000 --> 00:18:22.000]  咒罵你
[00:18:22.000 --> 00:18:24.000]  一般來說我們的焦點就落在咒罵
[00:18:24.000 --> 00:18:26.000]  不過這一句
[00:18:26.000 --> 00:18:28.000]  其實有一個關鍵字
[00:18:28.000 --> 00:18:31.000]  控告者說他肯定會當面
[00:18:31.000 --> 00:18:32.000]  當面就說
[00:18:32.000 --> 00:18:33.000]  你的意思是什麼
[00:18:33.000 --> 00:18:34.000]  外顯
[00:18:34.000 --> 00:18:36.000]  他要逼到他外顯出來
[00:18:36.000 --> 00:18:38.000]  肯定會咒你
[00:18:38.000 --> 00:18:39.000]  罵你
[00:18:39.000 --> 00:18:43.000]  然後下一個
[00:18:43.000 --> 00:18:47.000]  人可以在外在都忍得住
[00:18:47.000 --> 00:18:48.000]  就算心裡有些東西也好
[00:18:48.000 --> 00:18:50.000]  我們經驗過
[00:18:50.000 --> 00:18:51.000]  有時候我們生氣
[00:18:51.000 --> 00:18:52.000]  不一定生氣到上面
[00:18:52.000 --> 00:18:54.000]  但心裡生氣
[00:18:54.000 --> 00:18:56.000]  有時候我們
[00:18:56.000 --> 00:18:57.000]  未必哭出來
[00:18:57.000 --> 00:18:59.000]  但眼淚在心裡流
[00:18:59.000 --> 00:19:02.000]  裡面有一個經歷的現實
[00:19:02.000 --> 00:19:03.000]  所以當之後
[00:19:03.000 --> 00:19:05.000]  聖經的評注說
[00:19:05.000 --> 00:19:07.000]  約伯兩次的災之後
[00:19:07.000 --> 00:19:09.000]  其實也有些不同的
[00:19:09.000 --> 00:19:10.000]  仔細看
[00:19:10.000 --> 00:19:11.000]  第一次是一章二十節
[00:19:11.000 --> 00:19:12.000]  二十二節
[00:19:12.000 --> 00:19:14.000]  在這一切事上約伯沒有犯罪
[00:19:14.000 --> 00:19:15.000]  也沒有犯臣
[00:19:15.000 --> 00:19:16.000]  很完美
[00:19:16.000 --> 00:19:17.000]  完勝
[00:19:17.000 --> 00:19:18.000]  二章十節
[00:19:18.000 --> 00:19:21.000]  在這一切事上約伯沒有容口犯罪
[00:19:21.000 --> 00:19:22.000]  我們傳統解讀
[00:19:22.000 --> 00:19:24.000]  沒有容口犯罪也很好
[00:19:24.000 --> 00:19:26.000]  但有沒有想過
[00:19:26.000 --> 00:19:28.000]  他刻意這樣說沒有容口犯罪
[00:19:28.000 --> 00:19:29.000]  配合成兩章
[00:19:29.000 --> 00:19:31.000]  很強調心裡
[00:19:31.000 --> 00:19:32.000]  和當面
[00:19:32.000 --> 00:19:34.000]  外顯和內在的對比的時候
[00:19:34.000 --> 00:19:36.000]  其實可能有言外之音
[00:19:36.000 --> 00:19:37.000]  約伯
[00:19:37.000 --> 00:19:39.000]  外顯
[00:19:39.000 --> 00:19:40.000]  沒事
[00:19:40.000 --> 00:19:44.000]  會不會心裡再難耐那種苦痛
[00:19:44.000 --> 00:19:46.000]  人性的閱讀
[00:19:46.000 --> 00:19:48.000]  如果代入很難面對
[00:19:48.000 --> 00:19:49.000]  如果我是約伯
[00:19:49.000 --> 00:19:50.000]  我們是約伯
