
[00:00:00.000 --> 00:00:02.000]  大家好 我叫Gloria
[00:01:47.400 --> 00:01:49.400]  我覺得有Gloria牧師在我們教會
[00:01:49.400 --> 00:01:51.400]  我在這個地方應該會被栽培成為
[00:01:51.400 --> 00:01:54.400]  有空間栽培成為一個好的牧者
[00:01:54.400 --> 00:01:57.400]  我覺得第一件事其實就是
[00:01:57.400 --> 00:02:00.400]  我想是要給意象方向
[00:02:00.400 --> 00:02:03.400]  以往我們可能比較多
[00:02:03.400 --> 00:02:06.400]  因為我們以往是分離牧羊
[00:02:06.400 --> 00:02:11.400]  所以每一個傳道是負責一個年齡層的弟兄姊妹
[00:02:11.400 --> 00:02:14.400]  近年我們開始轉變
[00:02:14.400 --> 00:02:17.400]  想多些大家之間的協作和融合
[00:02:17.400 --> 00:02:21.400]  所以在過程裏其實是溝通多了
[00:02:21.400 --> 00:02:26.400]  但也是大家一起去擁有那個方向和意象
[00:02:26.400 --> 00:02:29.400]  不是我這個牧區就想這樣做
[00:02:29.400 --> 00:02:31.400]  那個部門就想這樣做
[00:02:31.400 --> 00:02:34.400]  我覺得我經常都做一個問問題的角色
[00:02:34.400 --> 00:02:36.400]  因為雖然這個是我的母會
[00:02:36.400 --> 00:02:39.400]  回到牧羊我覺得感覺是很不同
[00:02:39.400 --> 00:02:42.400]  以前坐在那裏批評是很容易的
[00:02:42.400 --> 00:02:45.400]  自己做久了就發覺很多東西都不懂
[00:02:45.400 --> 00:02:48.400]  所以就要問其實這件事
[00:02:48.400 --> 00:02:50.400]  它最後想達到的目的是甚麼
[00:02:50.400 --> 00:02:52.400]  我可不可以這樣做
[00:02:52.400 --> 00:02:53.400]  在慣有的做法裏面
[00:02:53.400 --> 00:02:55.400]  我又可不可以加一些創意
[00:02:55.400 --> 00:03:00.400]  或者我觀察到一些可以令事情更好的地方
[00:03:00.400 --> 00:03:03.400]  有時又會挑戰一下大家的底線
[00:03:03.400 --> 00:03:05.400]  原來弟兄姊妹對於一個改變
[00:03:05.400 --> 00:03:07.400]  有時會很敏感
[00:03:07.400 --> 00:03:11.400]  她都會很想知道這個改變背後為何會這樣
[00:03:11.400 --> 00:03:13.400]  有時就要推動一個改變
[00:03:13.400 --> 00:03:15.400]  可能需要多些時間做一些溝通
[00:03:15.400 --> 00:03:19.400]  可能有時要數以月計或者數以年計
[00:03:19.400 --> 00:03:22.400]  但我覺得這個過程都值得的
[00:03:22.400 --> 00:03:25.400]  因為至少可以解答我心裏的一些疑問
[00:03:25.400 --> 00:03:27.400]  更加認識我的教會
[00:03:27.400 --> 00:03:29.400]  和可以更好地服侍弟兄姊妹
[00:03:29.400 --> 00:03:30.400]  畢業的同學
[00:03:30.400 --> 00:03:36.400]  我想我們是會反思和問問題是會多的
[00:03:36.400 --> 00:03:40.400]  我覺得那個反思和要給一個理念
[00:03:40.400 --> 00:03:45.400]  要有理據 要有背後的框架
[00:03:45.400 --> 00:03:48.400]  我想這些都是比較強的地方
[00:03:48.400 --> 00:03:52.400]  至於有什麼可以留意
[00:03:52.400 --> 00:03:56.400]  因為我自己都和不同的同工合作
[00:03:56.400 --> 00:03:57.400]  和年青人合作
[00:03:57.400 --> 00:04:03.400]  我自己覺得他們很多時候想的時候會很理所當然
[00:04:03.400 --> 00:04:05.400]  有一種的以為
[00:04:05.400 --> 00:04:07.400]  assumption都很強
[00:04:07.400 --> 00:04:11.400]  例如我覺得你是這樣的話
[00:04:11.400 --> 00:04:14.400]  那就有計傾沒計傾
[00:04:14.400 --> 00:04:18.400]  如果你的形象是覺得你很stubborn
[00:04:18.400 --> 00:04:21.400]  覺得你很難改變
[00:04:21.400 --> 00:04:23.400]  可能連和你溝通
[00:04:23.400 --> 00:04:27.400]  又或者想靠近你的intention都沒有
[00:04:27.400 --> 00:04:29.400]  所以我覺得這些裏面
[00:04:29.400 --> 00:04:32.400]  可能稍為放低一些才為主
[00:04:32.400 --> 00:04:36.400]  又或者嘗試和不同的人去溝通
[00:04:36.400 --> 00:04:39.400]  因為教會始終是range很闊
[00:04:39.400 --> 00:04:41.400]  由細到大都有
[00:04:41.400 --> 00:04:45.400]  可能你本身只是做青少年同安層的會容易
[00:04:45.400 --> 00:04:47.400]  但是當你面對不同的會眾的時候
[00:04:47.400 --> 00:04:52.400]  這個闊度其實是幫助你在教會裏面去目會
[00:04:52.400 --> 00:04:56.400]  又或者和不同人合作裏面都會有所提升
[00:04:56.400 --> 00:04:58.400]  我想有兩個方向
[00:04:58.400 --> 00:05:02.400]  在過去三年神學裏面的學習
[00:05:02.400 --> 00:05:04.400]  很幫助到我現在的服事
[00:05:04.400 --> 00:05:10.400]  第一個方面就是重新認識自己是一個怎樣的人
[00:05:10.400 --> 00:05:15.400]  做傳達人之前已經很長時間做學生服務工作
[00:05:15.400 --> 00:05:17.400]  又經常接觸年輕人
[00:05:17.400 --> 00:05:19.400]  我也是剛剛三十歲出頭
[00:05:19.400 --> 00:05:22.400]  讀神學就覺得我應該很開放
[00:05:22.400 --> 00:05:25.400]  對很多事情很願意聆聽其他人
[00:05:25.400 --> 00:05:27.400]  我應該很有彈性
[00:05:27.400 --> 00:05:29.400]  很願意接受新事物
[00:05:29.400 --> 00:05:31.400]  但是真的去到神學院裏面
[00:05:31.400 --> 00:05:35.400]  我才發現原來我不是我想像中那麼開放
[00:05:35.400 --> 00:05:38.400]  原來我在自己的成長背景裏面
[00:05:38.400 --> 00:05:43.400]  又或者我在教會裏面所吸收經驗的觀念是很牢固的
[00:05:43.400 --> 00:05:48.400]  有時候你是一個和自己差不多文化背景裏面的群體
[00:05:48.400 --> 00:05:50.400]  很難見到自己這樣的一面
[00:05:50.400 --> 00:05:55.400]  要面對這些自己背後的前設或者很隱藏的部分
[00:05:55.400 --> 00:05:58.400]  有時我覺得是困難和挺痛苦的
[00:05:58.400 --> 00:06:00.400]  因為你要改變
[00:06:00.400 --> 00:06:02.400]  但是我覺得在忠臣裏面
[00:06:02.400 --> 00:06:05.400]  他給我一個很好的環境和空間
[00:06:05.400 --> 00:06:08.400]  在老師的身上學到
[00:06:08.400 --> 00:06:11.400]  怎樣有禮貌地尊重對方
[00:06:11.400 --> 00:06:15.400]  去聽每一個同學的意見或者他的提問
[00:06:15.400 --> 00:06:19.400]  甚至問一些我過去二十三十年都不敢問的信仰問題
[00:06:19.400 --> 00:06:22.400]  我覺得這個過程對我來說很寶貴
[00:06:22.400 --> 00:06:24.400]  特別可能職稱
[00:06:24.400 --> 00:06:26.400]  每一個弟兄姊妹的行業其實都不同
[00:06:26.400 --> 00:06:27.400]  他面對的掙扎
[00:06:27.400 --> 00:06:29.400]  他面對的處境
[00:06:29.400 --> 00:06:30.400]  他家庭的組成
[00:06:30.400 --> 00:06:32.400]  其實都很不一樣
[00:06:32.400 --> 00:06:35.400]  如果我很快就用我自己的假設套進去
[00:06:35.400 --> 00:06:38.400]  我其實未必最幫到弟兄姊妹
[00:06:38.400 --> 00:06:40.400]  容讓他去問一些問題
[00:06:40.400 --> 00:06:42.400]  甚至和他一起去掙扎
[00:06:42.400 --> 00:06:45.400]  其實他被看見和被聆聽之後
[00:06:45.400 --> 00:06:47.400]  其實反而會有一個同行
[00:06:47.400 --> 00:06:50.400]  和有一個對話的空間可以出來
[00:06:50.400 --> 00:06:51.400]  其實很坦白說
[00:06:51.400 --> 00:06:53.400]  我以前上課的時候
[00:06:53.400 --> 00:06:57.400]  有時候未必完全聽得明白課堂裏面
[00:06:57.400 --> 00:06:59.400]  那些很實用的技巧
[00:06:59.400 --> 00:07:01.400]  鬆得有什麼那麼重要
[00:07:01.400 --> 00:07:04.400]  但是當實際出來募會的時候
[00:07:04.400 --> 00:07:06.400]  就會發覺原來這些衝突
[00:07:06.400 --> 00:07:07.400]  這些狀況
[00:07:07.400 --> 00:07:09.400]  這些好像教科書一樣的東西
[00:07:09.400 --> 00:07:11.400]  是真的會發生的
[00:07:11.400 --> 00:07:13.400]  我舉一個例子
[00:07:13.400 --> 00:07:15.400]  因為做傳導人
[00:07:15.400 --> 00:07:19.400]  我們崇拜之前就要早一點回教會
[00:07:19.400 --> 00:07:20.400]  就待命
[00:07:20.400 --> 00:07:22.400]  可能早差不多半個小時
[00:07:22.400 --> 00:07:23.400]  一個小時
[00:07:23.400 --> 00:07:25.400]  就站在大堂
[00:07:25.400 --> 00:07:26.400]  就是禮堂的門口
[00:07:26.400 --> 00:07:28.400]  歡迎弟兄姊妹
[00:07:28.400 --> 00:07:29.400]  我最初回來的時候
[00:07:29.400 --> 00:07:32.400]  我會覺得沒有人那麼早回來
[00:07:32.400 --> 00:07:33.400]  我回來做什麼
[00:07:33.400 --> 00:07:34.400]  禮堂又沒有人
[00:07:34.400 --> 00:07:36.400]  又不知道和誰打招呼
[00:07:36.400 --> 00:07:38.400]  弟兄姊妹剛剛回來的時候
[00:07:38.400 --> 00:07:39.400]  又不是很認識我
[00:07:39.400 --> 00:07:42.400]  我就會覺得很浪費時間
[00:07:42.400 --> 00:07:44.400]  直到後來有人提醒我
[00:07:44.400 --> 00:07:46.400]  其實你站在這裏
[00:07:46.400 --> 00:07:47.400]  就是幫助弟兄姊妹
[00:07:47.400 --> 00:07:49.400]  熟習你這個人
[00:07:49.400 --> 00:07:50.400]  你不要小看每個星期
[00:07:50.400 --> 00:07:51.400]  你站在這裏
[00:07:51.400 --> 00:07:52.400]  和他講聲早晨
[00:07:52.400 --> 00:07:53.400]  和他微笑
[00:07:53.400 --> 00:07:55.400]  和他點頭
[00:07:55.400 --> 00:07:57.400]  其實他熟悉你的樣子
[00:07:57.400 --> 00:07:59.400]  而你又記住他的名字
[00:07:59.400 --> 00:08:01.400]  萬一有些突發的事
[00:08:01.400 --> 00:08:02.400]  其實他就會覺得
[00:08:02.400 --> 00:08:04.400]  是一個我認識的人
[00:08:04.400 --> 00:08:05.400]  一個我可以信任的人
[00:08:05.400 --> 00:08:07.400]  他可以去找
[00:08:07.400 --> 00:08:09.400]  和你表達的一個姿態
[00:08:09.400 --> 00:08:11.400]  是你隨時可以被他接觸
[00:08:11.400 --> 00:08:12.400]  有什麼問題
[00:08:12.400 --> 00:08:15.400]  其實我很願意和你談
[00:08:15.400 --> 00:08:17.400]  和你一起討論
[00:08:17.400 --> 00:08:19.400]  我後來就慢慢調整我的心態
[00:08:19.400 --> 00:08:21.400]  發現原來站在這裏
[00:08:21.400 --> 00:08:22.400]  也是很重要的
[00:08:22.400 --> 00:08:24.400]  這些不起眼的服事
[00:08:24.400 --> 00:08:26.400]  其實神都會在過程中
[00:08:26.400 --> 00:08:27.400]  去到工作
[00:08:27.400 --> 00:08:28.400]  還有終有一天
[00:08:28.400 --> 00:08:30.400]  你儲夠了足夠的信任
[00:08:30.400 --> 00:08:31.400]  和關係之後
[00:08:31.400 --> 00:08:33.400]  是有用的
[00:08:33.400 --> 00:08:34.400]  我覺得在神學院
[00:08:34.400 --> 00:08:36.400]  和你在模樣裏
[00:08:36.400 --> 00:08:38.400]  是有點不一樣的
[00:08:38.400 --> 00:08:40.400]  你在神學院做功課
[00:08:40.400 --> 00:08:41.400]  是不會死人的
[00:08:41.400 --> 00:08:43.400]  你最多是不合格
[00:08:43.400 --> 00:08:45.400]  那樣東西
[00:08:45.400 --> 00:08:47.400]  真的是一個分數
[00:08:47.400 --> 00:08:48.400]  或者你做完一件事
[00:08:48.400 --> 00:08:49.400]  可以對你的場景
[00:08:49.400 --> 00:08:51.400]  是沒有什麼影響的
[00:08:51.400 --> 00:08:55.400]  但是你在模樣的場景裏
[00:08:55.400 --> 00:08:56.400]  那些東西
[00:08:56.400 --> 00:08:58.400]  溫度是不一樣的
[00:08:58.400 --> 00:09:01.400]  你面對的是一個活生生的人
[00:09:01.400 --> 00:09:05.400]  他真的會有親人離世
[00:09:05.400 --> 00:09:08.400]  他真的會面對這些挑戰
[00:09:08.400 --> 00:09:10.400]  所以我覺得做的時候
[00:09:10.400 --> 00:09:12.400]  多了一份情
[00:09:12.400 --> 00:09:15.400]  和你模樣的心腸在哪裏
[00:09:15.400 --> 00:09:17.400]  如果你沒有了這東西
[00:09:17.400 --> 00:09:20.400]  你不會只是做一份功課
[00:09:20.400 --> 00:09:22.400]  而那個處境裏面
[00:09:22.400 --> 00:09:24.400]  又是更加多
[00:09:24.400 --> 00:09:26.400]  當你面對那個人的時候
[00:09:26.400 --> 00:09:28.400]  其實你做那份功課
[00:09:28.400 --> 00:09:29.400]  已經是很不一樣
[00:09:29.400 --> 00:09:31.400]  我覺得上課那些東西
[00:09:31.400 --> 00:09:32.400]  真的是很重要的
[00:09:32.400 --> 00:09:35.400]  要認真去上課學習
[00:09:35.400 --> 00:09:36.400]  但是我自己心想
[00:09:36.400 --> 00:09:38.400]  我們認真學習的時候
[00:09:38.400 --> 00:09:41.400]  其實我就不只是認真學習
[00:09:41.400 --> 00:09:42.400]  最記得的東西
[00:09:42.400 --> 00:09:45.400]  反而是和同學一起
[00:09:45.400 --> 00:09:46.400]  一起成長
[00:09:46.400 --> 00:09:48.400]  一起去分享我自己
[00:09:48.400 --> 00:09:52.400]  那個經歷和有一班很好的戰友
[00:09:52.400 --> 00:09:54.400]  一班很好的弟兄姊妹
[00:09:54.400 --> 00:09:55.400]  一起去成長
[00:09:55.400 --> 00:09:57.400]  我覺得這東西對我們來說
[00:09:57.400 --> 00:09:59.400]  是很寶貴的
[00:09:59.400 --> 00:10:03.400]  到現在可能仍然都會約出來
[00:10:03.400 --> 00:10:04.400]  互相守望
[00:10:04.400 --> 00:10:06.400]  現在的世代的人
[00:10:06.400 --> 00:10:08.400]  尤其是青年人
[00:10:08.400 --> 00:10:10.400]  都很講求感覺
[00:10:10.400 --> 00:10:11.400]  現在的感覺
[00:10:11.400 --> 00:10:12.400]  適不適合感覺
[00:10:12.400 --> 00:10:13.400]  好不好感覺
[00:10:13.400 --> 00:10:16.400]  但是對於上帝
[00:10:16.400 --> 00:10:19.400]  這個感覺對於上帝的毀身
[00:10:19.400 --> 00:10:21.400]  好像很老土的毀身
[00:10:21.400 --> 00:10:22.400]  忠誠
[00:10:22.400 --> 00:10:27.400]  又或者我願意寫幾句跟從神
[00:10:27.400 --> 00:10:31.400]  這些心智我覺得都是重要
[00:10:31.400 --> 00:10:35.400]  尤其是不是三五年的事情
[00:10:35.400 --> 00:10:37.400]  而是一生之久的時候
[00:10:37.400 --> 00:10:42.400]  怎樣可以繼續不住去走呢
[00:10:42.400 --> 00:10:44.400]  我想這份是愛神的心
[00:10:44.400 --> 00:10:46.400]  而愛人的心就是
[00:10:46.400 --> 00:10:47.400]  不是我是救世主
[00:10:47.400 --> 00:10:48.400]  我可以做到什麼
[00:10:48.400 --> 00:10:50.400]  這些都是上帝的
[00:10:50.400 --> 00:10:52.400]  但我陪他走的過程裏面
[00:10:52.400 --> 00:10:55.400]  其實你的回眾是感覺到
[00:10:55.400 --> 00:10:58.400]  是知道你有沒有心
[00:10:58.400 --> 00:10:59.400]  你願不願意和他同行
[00:10:59.400 --> 00:11:01.400]  而這個過程裏面
[00:11:01.400 --> 00:11:05.400]  我就覺得這個愛人的心智
[00:11:05.400 --> 00:11:09.400]  其實是他們會回饋給你
[00:11:09.400 --> 00:11:13.400]  和他們會看到你生命的榜樣是怎樣
