
[00:00:00.000 --> 00:00:04.800]  我們會有一些問答的時間
[00:02:56.600 --> 00:03:04.200]  (陳偉業)其中有些說話沒有時間說
[00:03:04.200 --> 00:03:05.600]  現在繼續說下去
[00:03:05.600 --> 00:03:10.800]  其中一個重點是顛覆文化政策
[00:03:10.800 --> 00:03:13.800]  我覺得作為一個教會的身體
[00:03:13.800 --> 00:03:17.800]  無論在教會層面、文化層面、社會層面
[00:03:17.800 --> 00:03:19.000]  都可以做一些事
[00:03:19.000 --> 00:03:20.800]  教會層面就留給朱牧說
[00:03:20.800 --> 00:03:22.000]  文化層面
[00:03:22.000 --> 00:03:26.000]  例如你是一個創作藝術家
[00:03:26.000 --> 00:03:27.200]  我們很少這樣想
[00:03:27.200 --> 00:03:30.200]  但例如你是一個電影工作者
[00:03:30.200 --> 00:03:34.600]  我很欣賞許鞍華拍攝《逃者》
[00:03:34.600 --> 00:03:36.600]  大家看過沒有?值得看的
[00:03:36.600 --> 00:03:40.200]  講述一些老年人的掙扎
[00:03:40.200 --> 00:03:43.600]  《逃者》就不是Daniel所說的
[00:03:43.600 --> 00:03:45.600]  沒有什麼人照顧
[00:03:45.600 --> 00:03:49.600]  他是說他如何面對他本來做到的
[00:03:49.600 --> 00:03:50.600]  他做不到的
[00:03:50.600 --> 00:03:54.600]  如何堵塞他所謂的新身份
[00:03:54.600 --> 00:03:59.200]  例如你寫的、拍攝的
[00:03:59.200 --> 00:04:00.800]  你可以做一些事
[00:04:00.800 --> 00:04:03.800]  讓社會的人看到這些問題
[00:04:03.800 --> 00:04:06.200]  我覺得社會看不到
[00:04:06.200 --> 00:04:07.600]  就沒有人去想
[00:04:07.600 --> 00:04:09.600]  就不會去處理
[00:04:09.600 --> 00:04:12.000]  而社會是不喜歡想這些事
[00:04:12.000 --> 00:04:14.000]  特別是我們的社會
[00:04:14.000 --> 00:04:17.000]  也承繼祖國的優良傳統
[00:04:17.000 --> 00:04:18.400]  很喜歡大興土木
[00:04:18.400 --> 00:04:21.000]  建橋建路是很高興的
[00:04:21.000 --> 00:04:23.400]  但處理一些所謂老人
[00:04:23.400 --> 00:04:25.600]  或者一些所謂的陰險
[00:04:25.600 --> 00:04:27.400]  這些不是很光輝的事
[00:04:27.400 --> 00:04:29.600]  政府又開了一間老人院
[00:04:29.600 --> 00:04:31.000]  有多偉大呢?
[00:04:31.000 --> 00:04:33.800]  這些是可以幫助人的事
[00:04:33.800 --> 00:04:37.800]  我們要讓社會製造一些輿論出來
[00:04:37.800 --> 00:04:40.800]  這是其中一個如果你是這方面的人可以做的
[00:04:40.800 --> 00:04:42.800]  社會的政策
[00:04:42.800 --> 00:04:47.800]  如果你有能力影響社會政策
[00:04:47.800 --> 00:04:53.800]  也要推政府去想一下責任
[00:04:53.800 --> 00:04:56.800]  例如剛才說的照顧老人家
[00:04:56.800 --> 00:05:00.800]  的確有很多困難
[00:05:00.800 --> 00:05:05.800]  不是個人層面可以應付得到的
[00:05:05.800 --> 00:05:08.800]  有首歌叫做《Storms We Cannot Weather》
[00:05:08.800 --> 00:05:09.800]  尼米茲有一首歌
[00:05:09.800 --> 00:05:12.800]  有些風暴不是個人層面很難承擔
[00:05:12.800 --> 00:05:14.800]  需要社會的資源
[00:05:14.800 --> 00:05:16.800]  例如最簡單的
[00:05:16.800 --> 00:05:19.800]  多建一些老人宿舍
[00:05:19.800 --> 00:05:22.800]  讓那些沒有收入的老人家
[00:05:22.800 --> 00:05:25.800]  起碼有一個棲身之所
[00:05:25.800 --> 00:05:30.800]  這些是政府的政策去想的
[00:05:30.800 --> 00:05:32.800]  醫療也是
[00:05:32.800 --> 00:05:35.800]  大家都知道香港醫院爆發得很厲害
[00:05:35.800 --> 00:05:40.800]  這些是我們如何影響政府的政策
[00:05:40.800 --> 00:05:41.800]  是我們需要去想的
[00:05:41.800 --> 00:05:43.800]  教會有什麼可以做?
[00:05:43.800 --> 00:05:48.800]  我想教會當然有很多事情可以做
[00:05:48.800 --> 00:05:54.800]  如果我們肯花時間去接觸這個社會
[00:05:54.800 --> 00:05:57.800]  剛才我不是輕輕說了幾句
[00:05:57.800 --> 00:06:02.800]  我們有沒有機會和比較弱勢的
[00:06:02.800 --> 00:06:08.800]  低下層或基層的社會有接觸呢?
[00:06:08.800 --> 00:06:10.800]  我回來香港不是很長時間
[00:06:10.800 --> 00:06:12.800]  不過我有時和太太
[00:06:12.800 --> 00:06:17.800]  專程去一些區域逛逛
[00:06:17.800 --> 00:06:20.800]  前幾天還是上星期
[00:06:20.800 --> 00:06:22.800]  香港出了一個報告
[00:06:22.800 --> 00:06:28.800]  說哪些區平均收入是最低的
[00:06:28.800 --> 00:06:31.800]  觀塘、深水埗
[00:06:31.800 --> 00:06:33.800]  我們多不多去呢?
[00:06:33.800 --> 00:06:35.800]  我們很少去
[00:06:35.800 --> 00:06:38.800]  我今天和一個校友聊天
[00:06:38.800 --> 00:06:44.800]  他說教會的成員多數都不是住在深水埗區
[00:06:44.800 --> 00:06:47.800]  不過教會堅持留在深水埗
[00:06:47.800 --> 00:06:51.800]  他想服侍深水埗區的人
[00:06:51.800 --> 00:06:53.800]  我覺得很有意思
[00:06:53.800 --> 00:06:57.800]  他說教會的會眾大多數都不是住在深水埗
[00:06:57.800 --> 00:07:01.800]  不過他們堅持留在深水埗
[00:07:01.800 --> 00:07:03.800]  我們有沒有機會接觸他們呢?
[00:07:03.800 --> 00:07:05.800]  或者我們教會有沒有可能
[00:07:05.800 --> 00:07:09.800]  我們組織短宣隊
[00:07:09.800 --> 00:07:11.800]  我們很多時候都會組織短宣隊
[00:07:11.800 --> 00:07:15.800]  去緬甸、去密斯坦
[00:07:15.800 --> 00:07:19.800]  去不同的地區跨境
[00:07:19.800 --> 00:07:22.800]  但我想我們香港境內
[00:07:22.800 --> 00:07:26.800]  其實有很多這樣的需要
[00:07:26.800 --> 00:07:29.800]  我們可不可以暑假
[00:07:29.800 --> 00:07:33.800]  未必去日本旅行
[00:07:33.800 --> 00:07:35.800]  可以考慮一下
[00:07:35.800 --> 00:07:38.800]  組隊去一些特別的社區
[00:07:38.800 --> 00:07:40.800]  需要就去吧
[00:07:40.800 --> 00:07:42.800]  或者我們教會平日
[00:07:42.800 --> 00:07:44.800]  未必需要搞那麼多聚會
[00:07:44.800 --> 00:07:46.800]  少搞活動
[00:07:46.800 --> 00:07:48.800]  以致我們能夠騰空多一兩個晚上
[00:07:48.800 --> 00:07:50.800]  讓我們的弟兄姊妹
[00:07:50.800 --> 00:07:57.800]  有機會約一些跟他們不同社會階層的人
[00:07:57.800 --> 00:07:59.800]  大家有些來往
[00:07:59.800 --> 00:08:01.800]  結交一下
[00:08:01.800 --> 00:08:03.800]  做朋友
[00:08:03.800 --> 00:08:05.800]  我覺得這些我們都可以做
[00:08:05.800 --> 00:08:08.800]  但一定要對我們見不見到
[00:08:08.800 --> 00:08:10.800]  我要見不到就見不到
[00:08:10.800 --> 00:08:13.800]  我要聽不到就可以聽不到
[00:08:13.800 --> 00:08:15.800]  不過當然如果我們想聽到、想見到
[00:08:15.800 --> 00:08:17.800]  其實都有辦法見到
[00:08:17.800 --> 00:08:19.800]  都有辦法聽到
[00:08:19.800 --> 00:08:21.800]  當我們見到、聽到的時候
[00:08:21.800 --> 00:08:24.800]  多數我們就有機會製造機會
[00:08:24.800 --> 00:08:27.800]  去服侍他們
[00:08:27.800 --> 00:08:29.800]  其實很多
[00:08:29.800 --> 00:08:31.800]  很多這樣的需要
[00:08:31.800 --> 00:08:33.800]  重慶大廈
[00:08:33.800 --> 00:08:36.800]  用不著做跨境的短宣
[00:08:36.800 --> 00:08:39.800]  重慶大廈有很多不同種族的人
[00:08:39.800 --> 00:08:41.800]  很多不同族裔的人
[00:08:41.800 --> 00:08:43.800]  那裡是可以幫我們
[00:08:43.800 --> 00:08:45.800]  給我們有機會去接觸
[00:08:45.800 --> 00:08:47.800]  但太多太多機會了
[00:08:47.800 --> 00:08:51.800]  我想問一下
[00:08:51.800 --> 00:08:53.800]  我們當中有沒有弟兄姊妹
[00:08:53.800 --> 00:08:57.800]  現在你有問題想發問的?
[00:08:57.800 --> 00:09:03.800]  請你去到那裡
[00:09:03.800 --> 00:09:05.800]  很簡單、很壓要
[00:09:05.800 --> 00:09:07.800]  說你的問題就可以了
[00:09:13.800 --> 00:09:20.800]  我聽到電台的香港年金廣告
[00:09:20.800 --> 00:09:25.800]  知道現在香港社會正在進入
[00:09:25.800 --> 00:09:30.800]  說那些東西包括醫保費
[00:09:30.800 --> 00:09:35.800]  究竟是不是這個電台廣告
[00:09:35.800 --> 00:09:40.800]  是不是有一種真實去面對著
[00:09:40.800 --> 00:09:44.800]  社會所帶來的衝擊呢?
[00:09:44.800 --> 00:09:48.800]  多謝你的問題
[00:09:48.800 --> 00:09:52.800]  多謝弟兄提醒
[00:09:52.800 --> 00:09:55.800]  買醫保也是一件應該要想的事情
[00:09:55.800 --> 00:09:58.800]  如果你是50歲
[00:09:58.800 --> 00:09:59.800]  就快點買了
[00:09:59.800 --> 00:10:00.800]  因為過了60歲
[00:10:00.800 --> 00:10:02.800]  就開始有些人不太想買給你
[00:10:02.800 --> 00:10:03.800]  那些公司
[00:10:03.800 --> 00:10:04.800]  如果你過了70歲
[00:10:04.800 --> 00:10:06.800]  就沒有公司肯買給你
[00:10:06.800 --> 00:10:08.800]  為了你的家人好處
[00:10:08.800 --> 00:10:10.800]  也應該要想一下這些東西
[00:10:10.800 --> 00:10:11.800]  有沒有補充?
[00:10:11.800 --> 00:10:12.800]  有
[00:10:12.800 --> 00:10:15.800]  我有買
[00:10:15.800 --> 00:10:16.800]  你有買?
[00:10:16.800 --> 00:10:21.800]  有沒有其他問題?
[00:10:21.800 --> 00:10:31.800]  通常都是這樣
[00:10:31.800 --> 00:10:33.800]  一去到Q&A
[00:10:33.800 --> 00:10:34.800]  最初很慢熱
[00:10:34.800 --> 00:10:36.800]  然後去到最後
[00:10:36.800 --> 00:10:38.800]  引擎熱了之後
[00:10:38.800 --> 00:10:41.800]  就沒有時間問
[00:10:41.800 --> 00:10:43.800]  大家爭取時間
[00:10:43.800 --> 00:10:44.800]  如果大家沒有問題
[00:10:44.800 --> 00:10:47.800]  我又想先問一個問題
[00:10:47.800 --> 00:10:51.800]  剛才朱牧一直提到
[00:10:51.800 --> 00:10:54.800]  社區就在隔離
[00:10:54.800 --> 00:10:56.800]  鄰舍就在隔離
[00:10:56.800 --> 00:10:59.800]  問題是肯不肯走進去
[00:10:59.800 --> 00:11:00.800]  願不願意
[00:11:00.800 --> 00:11:03.800]  有沒有這個視野
[00:11:03.800 --> 00:11:06.800]  去看得到當中的需要
[00:11:06.800 --> 00:11:10.800]  我之前看過你的PowerPoint
[00:11:10.800 --> 00:11:15.800]  有12點千禧代的心聲
[00:11:15.800 --> 00:11:17.800]  很有共鳴
[00:11:17.800 --> 00:11:19.800]  裡面是每一點
[00:11:19.800 --> 00:11:20.800]  我不是千禧代
[00:11:20.800 --> 00:11:22.800]  不過看下去的時候
[00:11:22.800 --> 00:11:25.800]  跟我們以往有些接觸年輕人
[00:11:25.800 --> 00:11:26.800]  跟他們交往的時候
[00:11:26.800 --> 00:11:28.800]  他們的反應意見
[00:11:28.800 --> 00:11:32.800]  都有很多相呼應的地方在當中
[00:11:32.800 --> 00:11:35.800]  特別是裡面有兩點提到
[00:11:35.800 --> 00:11:39.800]  教會要很認真進入社會
[00:11:39.800 --> 00:11:43.800]  還有不要浪費錢
[00:11:43.800 --> 00:11:48.800]  認認真真去照顧貧窮人
[00:11:48.800 --> 00:11:54.800]  他們才覺得教會應該是這樣的
[00:11:54.800 --> 00:11:58.800]  當我們一路想顛覆老的想像
[00:11:58.800 --> 00:12:01.800]  加上今早做的
[00:12:01.800 --> 00:12:05.800]  教會很自然就會想
[00:12:05.800 --> 00:12:07.800]  我們要預備一班弟兄姊妹
[00:12:07.800 --> 00:12:11.800]  可能都邁向一個年老
[00:12:11.800 --> 00:12:13.800]  然後就想想
[00:12:13.800 --> 00:12:15.800]  我們要怎樣去看這個年老
[00:12:15.800 --> 00:12:17.800]  怎樣去想像這個年老
[00:12:17.800 --> 00:12:19.800]  這樣看的時候
[00:12:19.800 --> 00:12:21.800]  會不會其中一個顛覆
[00:12:21.800 --> 00:12:24.800]  也要顛覆我們對這種的看法
[00:12:24.800 --> 00:12:26.800]  即是說其實
[00:12:26.800 --> 00:12:30.800]  那個想像不只是邁向年老的人
[00:12:30.800 --> 00:12:32.800]  而是整個教會
[00:12:32.800 --> 00:12:37.800]  不同的人一起去想的一件事
[00:12:37.800 --> 00:12:39.800]  在這個方面
[00:12:39.800 --> 00:12:43.800]  不知道兩位有沒有啟發我們
[00:12:43.800 --> 00:12:46.800]  教會整體怎樣去顛覆
[00:12:46.800 --> 00:12:50.800]  我們自己對老的想像
[00:12:50.800 --> 00:12:53.800]  其實不止千禧年代
[00:12:53.800 --> 00:12:56.800]  我現在去老人院探望我媽媽
[00:12:56.800 --> 00:12:59.800]  我都覺得那十二點想跟我媽媽說
[00:12:59.800 --> 00:13:03.800]  所以其實差不多每一個下一代
[00:13:03.800 --> 00:13:05.800]  有時都會想對上一代說
[00:13:05.800 --> 00:13:08.800]  We don't want to be mentor, not teacher
[00:13:08.800 --> 00:13:10.800]  其實那些代代都是這樣
[00:13:10.800 --> 00:13:13.800]  將來我們的孫子就會對我們的子女這樣說
[00:13:13.800 --> 00:13:16.800]  不過就回到Daniel的問題
[00:13:16.800 --> 00:13:19.800]  是不是教會整個教會顛覆想像
[00:13:19.800 --> 00:13:21.800]  當然是的
[00:13:21.800 --> 00:13:24.800]  我覺得教會要想一件事
[00:13:24.800 --> 00:13:26.800]  我想我們
[00:13:26.800 --> 00:13:30.800]  不知道是老還是多數是中國文化
[00:13:30.800 --> 00:13:33.800]  傳統我們中國文化要落地生根
[00:13:33.800 --> 00:13:35.800]  其中一樣就是
[00:13:35.800 --> 00:13:38.800]  要穩固
[00:13:38.800 --> 00:13:40.800]  教會其實舉個例子
[00:13:40.800 --> 00:13:42.800]  去社區探訪
[00:13:42.800 --> 00:13:45.800]  我相信你問很多教會領袖
[00:13:45.800 --> 00:13:49.800]  你說他們是否堅決不肯做這些事
[00:13:49.800 --> 00:13:50.800]  也不是的
[00:13:50.800 --> 00:13:53.800]  他們不是因為我討厭見到貧窮人
[00:13:53.800 --> 00:13:55.800]  所以我不想去探訪他們
[00:13:55.800 --> 00:13:57.800]  我想這樣是少數的
[00:13:57.800 --> 00:14:00.800]  為什麼教會少做這些事
[00:14:00.800 --> 00:14:02.800]  其實是因為教會領袖不懂做這些事
[00:14:02.800 --> 00:14:04.800]  有些事他們做慣了
[00:14:04.800 --> 00:14:05.800]  例如建堂
[00:14:05.800 --> 00:14:06.800]  香港有很多很厲害的人
[00:14:06.800 --> 00:14:07.800]  建堂很有經驗
[00:14:07.800 --> 00:14:08.800]  因為買慣屋的
[00:14:08.800 --> 00:14:10.800]  投資專家
[00:14:10.800 --> 00:14:12.800]  這些事很有經驗
[00:14:12.800 --> 00:14:17.800]  但是你叫我去橋底舉個例子
[00:14:17.800 --> 00:14:18.800]  跟路熟者聊天
[00:14:18.800 --> 00:14:21.800]  那班執事真的不懂跟他聊天
[00:14:21.800 --> 00:14:24.800]  跟股票商談
[00:14:24.800 --> 00:14:25.800]  哪隻股票好
[00:14:25.800 --> 00:14:26.800]  3729好
[00:14:26.800 --> 00:14:28.800]  還是25717好
[00:14:28.800 --> 00:14:29.800]  我懂得聊天
[00:14:29.800 --> 00:14:30.800]  你指著我做什麼
[00:14:30.800 --> 00:14:31.800]  我不懂的
[00:14:31.800 --> 00:14:32.800]  你不懂
[00:14:32.800 --> 00:14:33.800]  你還未追上去
[00:14:33.800 --> 00:14:38.800]  跟橋底的流浪漢
[00:14:38.800 --> 00:14:41.800]  他可能說話很奇怪
[00:14:41.800 --> 00:14:45.800]  我真的不知道怎樣跟他聊天
[00:14:45.800 --> 00:14:47.800]  還有一些建堂的事
[00:14:47.800 --> 00:14:49.800]  可以很target oriented
[00:14:49.800 --> 00:14:51.800]  舉個例子來說
[00:14:51.800 --> 00:14:53.800]  你探訪貧窮人
[00:14:53.800 --> 00:14:54.800]  那怎麼辦呢
[00:14:54.800 --> 00:14:56.800]  探訪完之後你想怎樣呢
[00:14:56.800 --> 00:14:59.800]  有很多木塞的人走進你的教會
[00:14:59.800 --> 00:15:02.800]  嚇到你教會的人全部走掉
[00:15:02.800 --> 00:15:06.800]  有時候有些所謂social concern
[00:15:06.800 --> 00:15:09.800]  你要achieve的所謂goal
[00:15:09.800 --> 00:15:11.800]  不像傳統教會那麼visible
[00:15:11.800 --> 00:15:12.800]  建了個堂
[00:15:12.800 --> 00:15:14.800]  教會double了人數
[00:15:14.800 --> 00:15:16.800]  教會有時候的mentality要轉變
[00:15:16.800 --> 00:15:22.800]  有些東西不是因為要建立一些很solid的東西
[00:15:22.800 --> 00:15:25.800]  而是因為你真的要care
[00:15:25.800 --> 00:15:27.800]  你關心你周圍的人
[00:15:27.800 --> 00:15:29.800]  然後你take一個risk
[00:15:29.800 --> 00:15:31.800]  你take了一個risk之後
[00:15:31.800 --> 00:15:33.800]  有什麼結果其實你真的不知道
[00:15:33.800 --> 00:15:35.800]  那就交給上主
[00:15:35.800 --> 00:15:37.800]  我先走出去
[00:15:37.800 --> 00:15:39.800]  這個對社區關心是這樣
[00:15:39.800 --> 00:15:41.800]  其實回到今天說腦
[00:15:41.800 --> 00:15:42.800]  其實很多人怕腦
[00:15:42.800 --> 00:15:44.800]  precisely是這件事
[00:15:44.800 --> 00:15:47.800]  腦是一種我掌握不到的東西
[00:15:47.800 --> 00:15:48.800]  我老了會怎樣呢
[00:15:48.800 --> 00:15:50.800]  我的腦到底怎樣傻
[00:15:50.800 --> 00:15:52.800]  我到底說髒話還是
[00:15:52.800 --> 00:15:54.800]  還是經常問人
[00:15:54.800 --> 00:15:56.800]  吃飯了沒有
[00:15:56.800 --> 00:15:58.800]  我老了會怎樣老
[00:15:58.800 --> 00:16:00.800]  我沒有辦法控制
[00:16:00.800 --> 00:16:02.800]  所以我們有很多的恐懼
[00:16:02.800 --> 00:16:04.800]  我覺得有時候這個其實真的test
[00:16:04.800 --> 00:16:06.800]  測試教會的領袖
[00:16:06.800 --> 00:16:08.800]  是否有這樣的勇氣
[00:16:08.800 --> 00:16:10.800]  去跨去一步
[00:16:10.800 --> 00:16:12.800]  不知的一步
[00:16:12.800 --> 00:16:14.800]  所以我覺得我們經常說
[00:16:14.800 --> 00:16:16.800]  活到老學到老就是這件事
[00:16:16.800 --> 00:16:18.800]  我們要有一種勇氣
[00:16:18.800 --> 00:16:20.800]  去試一些新的東西
[00:16:20.800 --> 00:16:22.800]  我們未敢不試
[00:16:22.800 --> 00:16:24.800]  而試的那件事就是
[00:16:24.800 --> 00:16:27.800]  真的問年青人
[00:16:27.800 --> 00:16:30.800]  我請教年青人
[00:16:30.800 --> 00:16:33.800]  朱牧師為何不做這件事
[00:16:33.800 --> 00:16:35.800]  為何不做那件事
[00:16:35.800 --> 00:16:37.800]  我坦白說
[00:16:37.800 --> 00:16:39.800]  我不懂做
[00:16:39.800 --> 00:16:41.800]  沒有機會接觸過
[00:16:41.800 --> 00:16:43.800]  你帶我去吧
[00:16:43.800 --> 00:16:45.800]  你陪我去吧
[00:16:45.800 --> 00:16:47.800]  你指點我兩句吧
[00:16:47.800 --> 00:16:49.800]  我覺得他很歡喜
[00:16:49.800 --> 00:16:51.800]  我試過幾次
[00:16:51.800 --> 00:16:53.800]  年青人很喜歡這樣
[00:16:53.800 --> 00:16:55.800]  他覺得要指點牧師
[00:16:55.800 --> 00:16:57.800]  指點牧師
[00:16:57.800 --> 00:16:59.800]  那是一個很難得的
[00:16:59.800 --> 00:17:03.800]  兩代一起同步
[00:17:03.800 --> 00:17:05.800]  同行同侍奉
[00:17:05.800 --> 00:17:07.800]  那種情況
[00:17:07.800 --> 00:17:09.800]  你有一種不恥下文
[00:17:09.800 --> 00:17:11.800]  或願意謙卑自己
[00:17:11.800 --> 00:17:13.800]  其實是可以教的
[00:17:13.800 --> 00:17:15.800]  我覺得很多年青人
[00:17:15.800 --> 00:17:17.800]  不一定只有這件事
[00:17:17.800 --> 00:17:19.800]  甚至我們年長的人
[00:17:19.800 --> 00:17:23.800]  我們比較不想談一些
[00:17:23.800 --> 00:17:25.800]  比較亂的事
[00:17:25.800 --> 00:17:27.800]  例如早幾年佔中
[00:17:27.800 --> 00:17:29.800]  我們年青人一定說的
[00:17:29.800 --> 00:17:31.800]  你不讓他說
[00:17:31.800 --> 00:17:33.800]  他自己躲起來說
[00:17:33.800 --> 00:17:35.800]  他一定會走來問你
[00:17:35.800 --> 00:17:37.800]  你怎樣看
[00:17:37.800 --> 00:17:39.800]  你黃還是藍
[00:17:39.800 --> 00:17:42.800]  我當時還遠在澳洲
[00:17:42.800 --> 00:17:44.800]  我也被人問
[00:17:44.800 --> 00:17:46.800]  朱牧師你黃還是藍
[00:17:46.800 --> 00:17:48.800]  我怎樣回答他呢
[00:17:48.800 --> 00:17:50.800]  我說只有兩種選擇
[00:17:50.800 --> 00:17:52.800]  一是黃一是藍
[00:17:52.800 --> 00:17:54.800]  黃藍混在一起就是綠
[00:17:54.800 --> 00:17:58.800]  我不想這樣回答他
[00:17:58.800 --> 00:18:01.800]  我說我除了贊成佔中
[00:18:01.800 --> 00:18:03.800]  除了反對佔中
[00:18:03.800 --> 00:18:07.800]  我還可不可以支援佔中
[00:18:07.800 --> 00:18:09.800]  我除了支援
[00:18:09.800 --> 00:18:11.800]  我還可不可以聲援佔中
[00:18:11.800 --> 00:18:13.800]  我可不可以表示體諒
[00:18:13.800 --> 00:18:15.800]  我可不可以表示無奈
[00:18:15.800 --> 00:18:19.800]  意思是由贊成到反對
[00:18:19.800 --> 00:18:21.800]  中間有很多地方
[00:18:21.800 --> 00:18:23.800]  我可以表達
[00:18:23.800 --> 00:18:25.800]  我不想只回答他
[00:18:25.800 --> 00:18:27.800]  黃還是藍
[00:18:27.800 --> 00:18:29.800]  他覺得這樣聊天
[00:18:29.800 --> 00:18:31.800]  有趣
[00:18:31.800 --> 00:18:33.800]  這樣聊天可以聊
[00:18:33.800 --> 00:18:36.800]  我想知道更多
[00:18:36.800 --> 00:18:38.800]  請我吃飯吧
[00:18:38.800 --> 00:18:40.800]  我和你多說一些
[00:18:40.800 --> 00:18:42.800]  我背後的理念
[00:18:42.800 --> 00:18:44.800]  聊著聊著
[00:18:44.800 --> 00:18:46.800]  朱牧師其實你是
[00:18:46.800 --> 00:18:50.800]  中間偏黃
[00:18:50.800 --> 00:18:54.800]  其實我是中間
[00:18:54.800 --> 00:18:56.800]  我也是表示
[00:18:56.800 --> 00:18:59.800]  對佔中表示同情
[00:18:59.800 --> 00:19:01.800]  所以他抓得不錯
[00:19:01.800 --> 00:19:02.800]  他們很聰明
[00:19:02.800 --> 00:19:05.800]  聊一會就知道朱牧師的立場
[00:19:05.800 --> 00:19:07.800]  但他會佩服我
[00:19:07.800 --> 00:19:10.800]  因為我肯和他談
[00:19:10.800 --> 00:19:12.800]  我不會逃避
[00:19:12.800 --> 00:19:14.800]  我覺得這樣的做法
[00:19:14.800 --> 00:19:17.800]  可以將兩代之間拉近
[00:19:17.800 --> 00:19:20.800]  你說是否可以完全和他們
[00:19:20.800 --> 00:19:22.800]  同聲同氣
[00:19:22.800 --> 00:19:23.800]  當然不是
[00:19:23.800 --> 00:19:25.800]  我們做牧師是懂得做的
[00:19:25.800 --> 00:19:27.800]  他們一群年青人在聊天
[00:19:27.800 --> 00:19:30.800]  他們的情勢或轉了話題
[00:19:30.800 --> 00:19:32.800]  不知說什麼
[00:19:32.800 --> 00:19:34.800]  我走近他們說傳福音
[00:19:34.800 --> 00:19:36.800]  說侍奉
[00:19:36.800 --> 00:19:40.800]  他們很有趣
[00:19:40.800 --> 00:19:42.800]  你自己聰明
[00:19:42.800 --> 00:19:45.800]  不要整天搞事
[00:19:45.800 --> 00:19:47.800]  但他們問你的時候
[00:19:47.800 --> 00:19:50.800]  不要迴避
[00:19:50.800 --> 00:19:52.800]  去和他們談
[00:19:52.800 --> 00:19:55.800]  我覺得可以合作
[00:19:55.800 --> 00:19:59.800]  台下大英姐妹有沒有問題
[00:19:59.800 --> 00:20:02.800]  請前來
[00:20:02.800 --> 00:20:14.800]  會否教會需要加強
[00:20:14.800 --> 00:20:16.800]  對於一路年長方面
[00:20:16.800 --> 00:20:18.800]  有什麼使命感呢?
