
[00:00:00.000 --> 00:00:08.000]  多謝Kevin和特政的分享
[00:07:48.000 --> 00:07:50.000]  這個是抗爭
[00:07:50.000 --> 00:07:51.000]  但是你也可以說
[00:07:51.000 --> 00:07:55.000]  它是有具體的反抗的行動
[00:07:55.000 --> 00:07:58.000]  但是未至於要顛覆
[00:07:58.000 --> 00:08:00.000]  要將對方推翻
[00:08:00.000 --> 00:08:03.000]  這種反抗的行動
[00:08:03.000 --> 00:08:04.000]  都是抗爭
[00:08:04.000 --> 00:08:06.000]  如果溫和一點
[00:08:06.000 --> 00:08:09.000]  就是主動去抵抗一些
[00:08:09.000 --> 00:08:10.000]  他反對的東西
[00:08:10.000 --> 00:08:12.000]  但是他會爭取一些
[00:08:12.000 --> 00:08:15.000]  他認為應該要爭取的東西
[00:08:15.000 --> 00:08:18.000]  再下去就是
[00:08:18.000 --> 00:08:20.000]  我們所謂的抗議
[00:08:20.000 --> 00:08:22.000]  他會譴責
[00:08:22.000 --> 00:08:25.000]  但是他會參與一些有建設性
[00:08:25.000 --> 00:08:26.000]  有正面的
[00:08:26.000 --> 00:08:29.000]  他甚至投入建制的那邊
[00:08:29.000 --> 00:08:32.000]  投入對方的陣營去轉化他們
[00:08:32.000 --> 00:08:35.000]  所以當我們今晚說抗爭
[00:08:35.000 --> 00:08:37.000]  這兩個字的時候
[00:08:37.000 --> 00:08:40.000]  我希望就是用這個比較闊的光譜
[00:08:40.000 --> 00:08:42.000]  去看回
[00:08:42.000 --> 00:08:46.000]  為什麼抗爭和生命那種轉化
[00:08:46.000 --> 00:08:49.000]  和我們靈命的成長是有關的
[00:08:49.000 --> 00:08:57.000]  在舊的歷史那邊
[00:08:57.000 --> 00:09:03.000]  抗爭者提到那種靈性的追求
[00:09:03.000 --> 00:09:06.000]  其實是多向的
[00:09:06.000 --> 00:09:08.000]  而這種多向的
[00:09:08.000 --> 00:09:10.000]  我怎麼說不出來
[00:09:10.000 --> 00:09:15.000]  因為如果你真的在電腦上畫圖
[00:09:15.000 --> 00:09:16.000]  是比較厲害的
[00:09:16.000 --> 00:09:18.000]  麻煩你來找我
[00:09:18.000 --> 00:09:20.000]  我免費給你一個session
[00:09:20.000 --> 00:09:23.000]  我很想把它弄得一個立體
[00:09:23.000 --> 00:09:25.000]  還有它會轉那些輪子
[00:09:25.000 --> 00:09:28.000]  弄了一個小時就弄不到了
[00:09:28.000 --> 00:09:33.000]  就是說追求的靈性
[00:09:33.000 --> 00:09:37.000]  那種成長是彼此交織的
[00:09:37.000 --> 00:09:41.000]  甚至在同樣的抗爭的行動那邊
[00:09:41.000 --> 00:09:43.000]  它可以展現不同的角度
[00:09:43.000 --> 00:09:45.000]  那種焦點
[00:09:45.000 --> 00:09:47.000]  我試一下解釋
[00:09:47.000 --> 00:09:49.000]  如果可以歸納到
[00:09:49.000 --> 00:09:51.000]  他們在追求什麼
[00:09:51.000 --> 00:09:53.000]  他們在抗爭什麼
[00:09:53.000 --> 00:09:57.000]  有一部分就是對於罪惡和邪惡的死力
[00:09:57.000 --> 00:09:59.000]  無論是個人
[00:09:59.000 --> 00:10:01.000]  或者是制度
[00:10:01.000 --> 00:10:02.000]  或者是政府
[00:10:02.000 --> 00:10:04.000]  他們是要對抗的
[00:10:04.000 --> 00:10:07.000]  還有更加進一步是想改革
[00:10:07.000 --> 00:10:10.000]  那種不公平的結構
[00:10:10.000 --> 00:10:13.000]  對於那些追求真理的
[00:10:13.000 --> 00:10:17.000]  他要抗爭的就是那些不真的說話
[00:10:17.000 --> 00:10:19.000]  甚至他要譴責
[00:10:19.000 --> 00:10:23.000]  要糾正那些扭曲的論述
[00:10:23.000 --> 00:10:28.000]  如果對於那些期待天國共南在人間的人
[00:10:28.000 --> 00:10:32.000]  就是對於那種不公平和壓迫的制度
[00:10:32.000 --> 00:10:34.000]  他是要改革的
[00:10:34.000 --> 00:10:39.000]  他要追求在地上見得到的制度那邊
[00:10:39.000 --> 00:10:42.000]  見到那種天國的質素是可以出現的
[00:10:42.000 --> 00:10:46.000]  另一些說愛中轉化的
[00:10:46.000 --> 00:10:49.000]  就是以非暴力去爭取
[00:10:49.000 --> 00:10:51.000]  如何在和平
[00:10:51.000 --> 00:10:54.000]  在那種顯示人的良善的那邊
[00:10:54.000 --> 00:10:57.000]  轉化那些邪惡
[00:10:57.000 --> 00:11:03.000]  所以當我們這樣去看這些歷史的那邊
[00:11:03.000 --> 00:11:04.000]  抗爭者
[00:11:04.000 --> 00:11:07.000]  他們對於靈性那種的美善
[00:11:07.000 --> 00:11:10.000]  或者對於他信用的理解
[00:11:10.000 --> 00:11:16.000]  而變成在公譜中不同的抗爭的行動的時候
[00:11:16.000 --> 00:11:19.000]  我想在這裡提出的就是
[00:11:19.000 --> 00:11:21.000]  其實沒有那麼簡單的
[00:11:21.000 --> 00:11:24.000]  對於一個做神學思考的人
[00:11:24.000 --> 00:11:27.000]  他的思考是多向導
[00:11:27.000 --> 00:11:28.000]  還有是複雜的
[00:11:28.000 --> 00:11:32.000]  不是說抗爭就是站在警察前面的
[00:11:32.000 --> 00:11:35.000]  也不是說抗爭你一定要做事的
[00:11:35.000 --> 00:11:38.000]  或者是建制的理念就沒有抗爭的
[00:11:38.000 --> 00:11:39.000]  不是的
[00:11:39.000 --> 00:11:42.000]  就是建制非建制
[00:11:42.000 --> 00:11:45.000]  都是有抗爭的存在的
[00:11:45.000 --> 00:11:48.000]  現在我就進入了
[00:11:48.000 --> 00:11:50.000]  如何在靈性
[00:11:50.000 --> 00:11:54.000]  在抗爭中去轉化成長之前
[00:11:54.000 --> 00:11:57.000]  通常做神學教育的人
[00:11:57.000 --> 00:11:59.000]  是一定要定義一些東西
[00:11:59.000 --> 00:12:01.000]  是要清楚一點的
[00:12:01.000 --> 00:12:05.000]  所以容許我還有一點時間定義清楚
[00:12:05.000 --> 00:12:07.000]  就會說回
[00:12:07.000 --> 00:12:08.000]  做一個牧者
[00:12:08.000 --> 00:12:13.000]  還有我會香港一些教會的刺痛
[00:12:13.000 --> 00:12:16.000]  或者傷口存在
[00:12:16.000 --> 00:12:18.000]  而繼續擴大的時候
[00:12:18.000 --> 00:12:19.000]  我在想什麼
[00:12:19.000 --> 00:12:21.000]  還有在我的經驗裡
[00:12:21.000 --> 00:12:25.000]  有什麼是我認為是可行的五個方向
[00:12:25.000 --> 00:12:28.000]  第一方面靈性簡單來說
[00:12:28.000 --> 00:12:31.000]  它是在耶穌基督裡
[00:12:31.000 --> 00:12:33.000]  活出神的形象
[00:12:33.000 --> 00:12:37.000]  在耶穌基督裡是重點
[00:12:37.000 --> 00:12:41.000]  在聖靈裡轉化生命
[00:12:41.000 --> 00:12:43.000]  藉著聖靈是重點
[00:12:43.000 --> 00:12:46.000]  在生活的每一個層面
[00:12:46.000 --> 00:12:49.000]  是跟神有一個親密的關係
[00:12:49.000 --> 00:12:53.000]  所以最後是跟上帝的關係
[00:12:53.000 --> 00:12:55.000]  所以union
[00:12:55.000 --> 00:12:57.000]  就是跟上帝的那種聯合
[00:12:57.000 --> 00:13:00.000]  親密是所有的靈修的俗版
[00:13:00.000 --> 00:13:02.000]  那種高峰
[00:13:02.000 --> 00:13:04.000]  或者是很多的轉化
[00:13:04.000 --> 00:13:06.000]  那種方向
[00:13:06.000 --> 00:13:08.000]  但是靈性轉化是什麼呢
[00:13:08.000 --> 00:13:10.000]  如果按照這樣的一個定義
[00:13:10.000 --> 00:13:12.000]  很簡單來說就是
[00:13:12.000 --> 00:13:16.000]  一個信了耶穌的人
[00:13:16.000 --> 00:13:18.000]  他裡面有復活的生命
[00:13:18.000 --> 00:13:20.000]  他藉著聖靈
[00:13:20.000 --> 00:13:23.000]  不停人性化的過程
[00:13:23.000 --> 00:13:27.000]  而這種humanization
[00:13:27.000 --> 00:13:31.000]  是神在耶穌基督裡面
[00:13:31.000 --> 00:13:34.000]  是賦予我們的新生命
[00:13:34.000 --> 00:13:36.000]  這個生命是要成長的
[00:13:36.000 --> 00:13:38.000]  是要豐富的
[00:13:38.000 --> 00:13:40.000]  甚至應該這樣說
[00:13:40.000 --> 00:13:42.000]  是跟信仰的群體
[00:13:42.000 --> 00:13:45.000]  是他的處境不停的擴充的
[00:13:45.000 --> 00:13:50.000]  過去在一些華人的傳統裡
[00:13:50.000 --> 00:13:53.000]  因為這個是我研究的一部分
[00:13:53.000 --> 00:13:56.000]  我發覺那種分割的靈性觀
[00:13:56.000 --> 00:13:59.000]  是造成今天很多的教會
[00:13:59.000 --> 00:14:02.000]  不能夠有一種比較全面
[00:14:02.000 --> 00:14:06.000]  整全就是integral的靈性觀
[00:14:06.000 --> 00:14:09.000]  是對現在這個社會的處境
[00:14:09.000 --> 00:14:11.000]  一個很重要的因素
[00:14:11.000 --> 00:14:13.000]  這種分割的靈性觀
[00:14:13.000 --> 00:14:16.000]  是強調靈魂和身體
[00:14:16.000 --> 00:14:18.000]  靈魂是高貴一點的
[00:14:18.000 --> 00:14:21.000]  身體不是那麼重要的
[00:14:21.000 --> 00:14:24.000]  內心才是轉化的焦點
[00:14:24.000 --> 00:14:27.000]  外面處境不重要的
[00:14:27.000 --> 00:14:31.000]  而屬靈和屬世是不可超越的
[00:14:31.000 --> 00:14:32.000]  是要劃分的
[00:14:32.000 --> 00:14:35.000]  私人與社會是對立的
[00:14:35.000 --> 00:14:38.000]  所以這種對立的靈性觀
[00:14:38.000 --> 00:14:40.000]  帶出來就是人
[00:14:40.000 --> 00:14:42.000]  整個人的隔離
[00:14:42.000 --> 00:14:44.000]  你不是一個整全的人
[00:14:44.000 --> 00:14:48.000]  而一個integral整全的靈性觀
[00:14:48.000 --> 00:14:49.000]  在這幾年
[00:14:49.000 --> 00:14:52.000]  在全世界說脫歐
[00:14:52.000 --> 00:14:54.000]  disengage
[00:14:54.000 --> 00:14:56.000]  不是歐洲的歐
[00:14:56.000 --> 00:14:58.000]  這個字我經常讀得不太好
[00:14:58.000 --> 00:15:00.000]  廣東話很困難的
[00:15:00.000 --> 00:15:04.000]  在這樣的情況下
[00:15:04.000 --> 00:15:09.000]  我們如何不要讓外面的隔離
[00:15:09.000 --> 00:15:12.000]  社會的對立
[00:15:12.000 --> 00:15:15.000]  也會令我們整個人散了
[00:15:15.000 --> 00:15:17.000]  因為我們本來的靈性觀
[00:15:17.000 --> 00:15:20.000]  就是一個隔離的靈性觀
[00:15:20.000 --> 00:15:25.000]  所以整全的靈性觀
[00:15:25.000 --> 00:15:27.000]  是一個很重要的基礎
[00:15:27.000 --> 00:15:29.000]  包括整個人
[00:15:29.000 --> 00:15:31.000]  你整個人的生命
[00:15:31.000 --> 00:15:32.000]  你的人生
[00:15:32.000 --> 00:15:35.000]  甚至是生命中的每一個層面
[00:15:35.000 --> 00:15:37.000]  都應該是成為跟神
[00:15:37.000 --> 00:15:40.000]  有更加親密關係的地方
[00:15:40.000 --> 00:15:42.000]  不分你是家
[00:15:42.000 --> 00:15:43.000]  不分你是職場
[00:15:43.000 --> 00:15:45.000]  不分你是金鐘
[00:15:45.000 --> 00:15:47.000]  不分你是鐘神
[00:15:47.000 --> 00:15:49.000]  你跟神的交往
[00:15:49.000 --> 00:15:50.000]  你遇見神
[00:15:50.000 --> 00:15:52.000]  在每一個地方
[00:15:52.000 --> 00:15:53.000]  甚至是內心
[00:15:53.000 --> 00:16:00.000]  在外面的處境
[00:16:00.000 --> 00:16:02.000]  在抗爭的理邊
[00:16:02.000 --> 00:16:04.000]  或者不抗爭的理邊
[00:16:04.000 --> 00:16:06.000]  我們都說靈性的轉化
[00:16:06.000 --> 00:16:09.000]  但是抗爭往往是將
[00:16:09.000 --> 00:16:11.000]  靈性轉化中間
[00:16:11.000 --> 00:16:14.000]  對於人性化那種破壞的元素
[00:16:14.000 --> 00:16:17.000]  是凸顯得更加清楚
[00:16:17.000 --> 00:16:20.000]  而這四個元素是大家陌生的
[00:16:20.000 --> 00:16:22.000]  這四個元素正正就是
[00:16:22.000 --> 00:16:25.000]  令到人不能夠在耶穌基督的理邊
[00:16:25.000 --> 00:16:27.000]  有豐盛的生命
[00:16:27.000 --> 00:16:30.000]  而這四個元素經常都是藍組
[00:16:30.000 --> 00:16:33.000]  我們可以更加的去體察
[00:16:33.000 --> 00:16:37.000]  聖靈是我們生命中那種轉化
[00:16:37.000 --> 00:16:40.000]  一方面是我們的罪和私慾
[00:16:40.000 --> 00:16:42.000]  二方面是一種
[00:16:42.000 --> 00:16:44.000]  你不能夠言說
[00:16:44.000 --> 00:16:46.000]  但是它的確存在一種
[00:16:46.000 --> 00:16:49.000]  很邪惡的黑暗的勢力
[00:16:49.000 --> 00:16:50.000]  這個是你說不到
[00:16:50.000 --> 00:16:52.000]  但是你知道它存在
[00:16:52.000 --> 00:16:55.000]  另一個就是那種的苦難
[00:16:55.000 --> 00:16:57.000]  天災也好
[00:16:57.000 --> 00:16:59.000]  就好像Kevin剛才所說的
[00:16:59.000 --> 00:17:01.000]  就是它沒有預備的
[00:17:01.000 --> 00:17:02.000]  是無辜的
[00:17:02.000 --> 00:17:06.000]  這些苦難會令到人轉為苦毒
[00:17:06.000 --> 00:17:11.000]  甚至是死於那種憎恨的理邊
[00:17:11.000 --> 00:17:14.000]  甚至人在這些威逼的底下
[00:17:14.000 --> 00:17:17.000]  我們對於死亡那種恐懼
[00:17:17.000 --> 00:17:19.000]  這四樣東西我稱之為
[00:17:19.000 --> 00:17:21.000]  無論是抗爭還是不抗爭
[00:17:21.000 --> 00:17:24.000]  其實我們靈性的轉化
[00:17:24.000 --> 00:17:26.000]  是從這裡起的
[00:17:26.000 --> 00:17:28.000]  我們的副院長
[00:17:28.000 --> 00:17:30.000]  他現在很開心
[00:17:30.000 --> 00:17:32.000]  正在寫作假期
[00:17:32.000 --> 00:17:33.000]  他姓張的
[00:17:33.000 --> 00:17:34.000]  不要說出他的名字
[00:17:34.000 --> 00:17:36.000]  你是要認識他的
[00:17:36.000 --> 00:17:37.000]  他曾經是這樣說
[00:17:37.000 --> 00:17:39.000]  本來不是很同意他
[00:17:39.000 --> 00:17:40.000]  但是後來我想了想
[00:17:40.000 --> 00:17:41.000]  他有道理的
[00:17:41.000 --> 00:17:45.000]  他說Christianity是從上面說下來的
[00:17:45.000 --> 00:17:48.000]  Spirituality是從下面說上去的
[00:17:48.000 --> 00:17:49.000]  就是說
[00:17:49.000 --> 00:17:51.000]  我們生命中的黑暗
[00:17:51.000 --> 00:17:52.000]  限制
[00:17:52.000 --> 00:17:53.000]  脆弱
[00:17:53.000 --> 00:17:55.000]  還有這幾個東西
[00:17:55.000 --> 00:17:58.000]  正正就是靈性轉化的焦點
[00:17:58.000 --> 00:18:02.000]  Spirituality的確是人的悲鳴
[00:18:02.000 --> 00:18:05.000]  是經歷到耶穌基督的轉化
[00:18:05.000 --> 00:18:07.000]  還有那種復活的生命
[00:18:07.000 --> 00:18:10.000]  所以靈修學幫助我們思考
[00:18:10.000 --> 00:18:13.000]  特別是在抗爭的理邊
[00:18:13.000 --> 00:18:16.000]  我們怎樣從這些破壞
[00:18:16.000 --> 00:18:18.000]  人性化的元素
[00:18:18.000 --> 00:18:21.000]  尋找在耶穌基督的理邊
[00:18:21.000 --> 00:18:23.000]  那種轉化的出路
[00:18:23.000 --> 00:18:30.000]  所以我嘗試用一條路線
[00:18:30.000 --> 00:18:34.000]  這條路線不是我整理出來的
[00:18:34.000 --> 00:18:35.000]  應該就是說
[00:18:35.000 --> 00:18:37.000]  脈觀與行動
[00:18:37.000 --> 00:18:39.000]  這個靈修角度
[00:18:39.000 --> 00:18:42.000]  凡是說抗爭的時候
[00:18:42.000 --> 00:18:46.000]  這兩個字都是會出現的
[00:18:46.000 --> 00:18:48.000]  脈觀是什麼呢?
[00:18:48.000 --> 00:18:50.000]  脈觀其實簡單來說就是
[00:18:50.000 --> 00:18:54.000]  我們在一種很有意識的理邊
[00:18:54.000 --> 00:18:57.000]  是很知道神的臨在
[00:18:57.000 --> 00:19:00.000]  而那種臨在的理邊不是靜態的
[00:19:00.000 --> 00:19:04.000]  是我們不停地與上帝對話
[00:19:04.000 --> 00:19:06.000]  交往、聊天
[00:19:06.000 --> 00:19:08.000]  甚至是與祂說交
[00:19:08.000 --> 00:19:10.000]  與祂吵架
[00:19:10.000 --> 00:19:13.000]  這種的脈觀是一種很真誠
[00:19:13.000 --> 00:19:17.000]  是沒有遮掩的一種交往
[00:19:17.000 --> 00:19:18.000]  所以上帝的臨在
[00:19:18.000 --> 00:19:21.000]  這個字是脈觀的中心
[00:19:21.000 --> 00:19:24.000]  我們是我們內心的世界
[00:19:24.000 --> 00:19:26.000]  是外面的處境
[00:19:26.000 --> 00:19:28.000]  我們如何去看到上帝
[00:19:28.000 --> 00:19:30.000]  以不同的方式與我們臨在
[00:19:30.000 --> 00:19:32.000]  剛才Kevin提到
[00:19:32.000 --> 00:19:34.000]  德貞也提到
[00:19:34.000 --> 00:19:36.000]  最後醫治他們的
[00:19:36.000 --> 00:19:39.000]  不是他們對於處境有答案
[00:19:39.000 --> 00:19:41.000]  或者對於苦難有化解
[00:19:41.000 --> 00:19:44.000]  而是讀回那個苦難的經歷
[00:19:44.000 --> 00:19:46.000]  那個邪惡的經歷的時候
[00:19:46.000 --> 00:19:49.000]  他看到上帝在那裡
[00:19:49.000 --> 00:19:50.000]  而這種的觀
[00:19:50.000 --> 00:19:52.000]  這種的gazing
[00:19:52.000 --> 00:19:54.000]  就是脈觀的英文
[00:19:54.000 --> 00:19:55.000]  就是你見得到
[00:19:55.000 --> 00:19:58.000]  你的眼被打開
[00:19:58.000 --> 00:20:00.000]  你見到祂在那裡
[00:20:00.000 --> 00:20:03.000]  如果今晚我要繼續下去
[00:20:03.000 --> 00:20:09.000]  去探索靈性在共生中
[00:20:09.000 --> 00:20:10.000]  我們是如何成長
[00:20:10.000 --> 00:20:13.000]  而在座的不是很年輕的人
[00:20:13.000 --> 00:20:16.000]  這是德貞的觀察
[00:20:16.000 --> 00:20:19.000]  我是按著他的觀察來說
[00:20:19.000 --> 00:20:23.000]  他假設你們很關心青年人
[00:20:23.000 --> 00:20:29.000]  我假設你自己也很青年
[00:20:29.000 --> 00:20:33.000]  我打算用這個靈修的角度
[00:20:33.000 --> 00:20:36.000]  就是脈觀與行動去處理
[00:20:36.000 --> 00:20:41.000]  如何看待靈明的轉化與抗爭
[00:20:41.000 --> 00:20:43.000]  我們可以這樣去說
