
[00:00:00.000 --> 00:00:02.920]   (soft piano music)
[00:02:34.760 --> 00:02:39.680]   and yet it gave a wonderful picture of John,
[00:02:39.680 --> 00:02:42.560]   a remarkable overview of his work,
[00:02:42.560 --> 00:02:45.720]   but also of John Stott's character and influence.
[00:02:46.920 --> 00:02:50.480]   And all of this as a justification, Brooks said,
[00:02:50.480 --> 00:02:52.560]   for saying, "Surely this is the one
[00:02:52.560 --> 00:02:55.640]   "by whom the best of evangelicalism should be measured."
[00:02:55.640 --> 00:02:58.840]   It captured the faithfulness,
[00:02:58.840 --> 00:03:03.080]   the strong and careful theological, pastoral,
[00:03:03.080 --> 00:03:06.860]   cultural, and ethical mind and spirit of John.
[00:03:06.860 --> 00:03:11.040]   Obviously, John was not from the United States,
[00:03:11.040 --> 00:03:13.300]   so I am borrowing him tonight.
[00:03:14.720 --> 00:03:18.760]   But the evangelicalism that he represented and promoted
[00:03:18.760 --> 00:03:21.480]   is one of the strongest and most significant voices
[00:03:21.480 --> 00:03:24.480]   that has shaped a wide segment of US
[00:03:24.480 --> 00:03:27.320]   and, I dare say, global evangelicalism.
[00:03:27.320 --> 00:03:33.000]   John's primary authorship of not only many books,
[00:03:33.000 --> 00:03:35.520]   but of the Lausanne Covenant,
[00:03:35.520 --> 00:03:38.400]   was a witness to his distinctive character.
[00:03:38.400 --> 00:03:43.320]   Though born into a truly upper-class English home,
[00:03:43.320 --> 00:03:47.800]   the gospel in John's life shattered the hold
[00:03:47.800 --> 00:03:52.800]   of a colonialist vision or attitude into which he was born.
[00:03:52.800 --> 00:03:58.900]   He became a Christ-centered globalist and a profound friend.
[00:03:58.900 --> 00:04:02.880]   Having had the personal privilege of working for
[00:04:02.880 --> 00:04:06.240]   and with John Stott for over 30 years,
[00:04:06.240 --> 00:04:09.320]   I can witness to the fact that John's Christology
[00:04:09.320 --> 00:04:12.240]   was as lived as it was affirmed.
[00:04:13.240 --> 00:04:17.040]   In fact, he was a more authentic disciple
[00:04:17.040 --> 00:04:19.540]   the more deeply one came to know him.
[00:04:19.540 --> 00:04:24.760]   A second image I want you to hold in your mind
[00:04:24.760 --> 00:04:28.960]   is that of Franklin Graham, son of Billy Graham.
[00:04:28.960 --> 00:04:33.600]   While Franklin Graham's father was still alive
[00:04:33.600 --> 00:04:37.680]   and a direct private and public influence on Franklin,
[00:04:37.680 --> 00:04:41.360]   Franklin operated inside the character and narrative
[00:04:42.320 --> 00:04:45.120]   that had been established by his father,
[00:04:45.120 --> 00:04:50.120]   a US and global icon of American and white evangelicalism.
[00:04:50.120 --> 00:04:55.640]   Franklin Graham founded Samaritan's Purse,
[00:04:55.640 --> 00:04:57.640]   a Christian relief organization,
[00:04:57.640 --> 00:05:01.080]   which is an expression of Christian compassion,
[00:05:01.080 --> 00:05:03.440]   similar to the founding of other relief
[00:05:03.440 --> 00:05:07.240]   and development agencies, such as World Vision,
[00:05:07.240 --> 00:05:10.040]   Compassion International, and others.
[00:05:11.320 --> 00:05:13.760]   As Billy Graham's health declined
[00:05:13.760 --> 00:05:16.960]   and Billy withdrew from public life,
[00:05:16.960 --> 00:05:19.660]   Franklin's voice increased in different ways,
[00:05:19.660 --> 00:05:24.800]   and unfortunately, not least in its shrill volume and tone.
[00:05:24.800 --> 00:05:29.240]   By the time the Trump administration was in place
[00:05:29.240 --> 00:05:31.480]   in the United States White House,
[00:05:31.480 --> 00:05:35.660]   Franklin seemed to have become a true believer
[00:05:35.660 --> 00:05:39.340]   in the service that the Trump presidency might be
[00:05:39.340 --> 00:05:42.080]   to evangelical purposes,
[00:05:42.080 --> 00:05:46.040]   and Franklin piled on with all that he had.
[00:05:46.040 --> 00:05:49.940]   He made support of Trump a vehement
[00:05:49.940 --> 00:05:52.680]   and often spoken of cause,
[00:05:52.680 --> 00:05:56.200]   and explicitly equated support for Trump
[00:05:56.200 --> 00:05:58.640]   with being a faithful Christian,
[00:05:58.640 --> 00:06:01.980]   including Trump's America First policy.
[00:06:01.980 --> 00:06:09.200]   I lift up these two voices as contrasting exemplars
[00:06:09.220 --> 00:06:13.240]   of two very different American, in quotes,
[00:06:13.240 --> 00:06:15.280]   since John is not technically American,
[00:06:15.280 --> 00:06:18.240]   but American types of evangelicalism.
[00:06:18.240 --> 00:06:22.920]   John Stott and Franklin Graham share a common seedbed
[00:06:22.920 --> 00:06:26.820]   of faith and theology centered in Jesus Christ,
[00:06:26.820 --> 00:06:31.400]   and they defend largely common versions
[00:06:31.400 --> 00:06:35.200]   of a theology of the cross as the way of salvation.
[00:06:35.200 --> 00:06:39.160]   Dependency on the Bible as God's unique
[00:06:39.160 --> 00:06:40.480]   and authoritative word,
[00:06:40.480 --> 00:06:45.060]   and God's evangelistic mission in the world,
[00:06:45.060 --> 00:06:48.620]   as well as God's evidences of goodness
[00:06:48.620 --> 00:06:51.200]   through relief and development efforts,
[00:06:51.200 --> 00:06:53.080]   and the primacy of the church
[00:06:53.080 --> 00:06:55.020]   as God's instrument in the world.
[00:06:55.020 --> 00:07:00.000]   However, they demonstrate quite different views
[00:07:00.000 --> 00:07:01.680]   of gospel and culture,
[00:07:01.680 --> 00:07:05.860]   and herein lies the subject that I want us to consider
[00:07:05.860 --> 00:07:07.360]   in this second lecture.
[00:07:08.360 --> 00:07:12.640]   Stott was an Anglican born into a family
[00:07:12.640 --> 00:07:17.640]   in which he was taken to Alsos Church in London
[00:07:17.640 --> 00:07:19.280]   week by week by his mother,
[00:07:19.280 --> 00:07:22.060]   while his father, who was an atheist and a surgeon,
[00:07:22.060 --> 00:07:26.820]   stayed at home a few blocks away.
[00:07:26.820 --> 00:07:30.960]   He lived in London his whole life.
[00:07:30.960 --> 00:07:32.640]   He was never married.
[00:07:32.640 --> 00:07:36.540]   He regularly engaged in private and in public
[00:07:36.540 --> 00:07:39.540]   with a very diverse array of people and opinions.
[00:07:39.540 --> 00:07:45.240]   By the grace of God and a lived Christology
[00:07:45.240 --> 00:07:46.880]   or incarnationalism,
[00:07:46.880 --> 00:07:50.800]   the gospel allowed him to break free
[00:07:50.800 --> 00:07:52.240]   from many of the strictures
[00:07:52.240 --> 00:07:55.820]   that might have held or kept him culturally bound.
[00:07:55.820 --> 00:08:00.320]   It was centrally his Christology,
[00:08:00.320 --> 00:08:04.440]   his view of the radical reorienting reality of God
[00:08:04.440 --> 00:08:06.860]   embodied in human flesh,
[00:08:06.860 --> 00:08:09.720]   emphasizing, serving,
[00:08:09.720 --> 00:08:14.380]   empathizing rather, serving, healing,
[00:08:14.380 --> 00:08:17.440]   suffering, dying, and rising
[00:08:17.440 --> 00:08:20.120]   that transformed John's life and social location.
[00:08:20.120 --> 00:08:25.940]   His Christology moved him to live and move
[00:08:25.940 --> 00:08:27.680]   in a different way in the world.
[00:08:27.680 --> 00:08:34.180]   In fact, lived in a simple two-room apartment or flat
[00:08:34.180 --> 00:08:36.500]   doing ministry focused on study,
[00:08:36.500 --> 00:08:39.740]   writing, preaching, and travel.
[00:08:39.740 --> 00:08:44.660]   His Christology led him to listen.
[00:08:44.660 --> 00:08:50.480]   That in turn led him to hear and trust,
[00:08:50.480 --> 00:08:53.460]   understand and act on the perspectives
[00:08:53.460 --> 00:08:56.980]   of brothers and sisters in Christ throughout the world.
[00:08:56.980 --> 00:09:01.140]   When I recently spoke with Rene Padilla,
[00:09:01.140 --> 00:09:03.180]   one of the founders and leaders
[00:09:03.180 --> 00:09:06.640]   of Missio Integral in Columbia, South America,
[00:09:06.640 --> 00:09:11.340]   he said that what stood out about Stott
[00:09:11.340 --> 00:09:14.140]   among other Western white evangelical leaders
[00:09:14.140 --> 00:09:18.340]   was simply this, that he listened,
[00:09:18.340 --> 00:09:21.900]   that he wanted to know and understand us,
[00:09:21.900 --> 00:09:24.860]   not to control or use us.
[00:09:24.860 --> 00:09:31.660]   Despite Franklin Graham's exposure to the global church,
[00:09:31.660 --> 00:09:33.620]   despite his father's sympathies
[00:09:33.620 --> 00:09:36.180]   and growing understanding of a world
[00:09:36.180 --> 00:09:40.020]   beyond the small town in which they lived in North Carolina,
[00:09:40.020 --> 00:09:44.140]   despite the good work of the Samaritans purse
[00:09:44.140 --> 00:09:48.740]   around the world, I regrettably say that in my view,
[00:09:48.740 --> 00:09:53.580]   Franklin's life speaks most loudly of his social location,
[00:09:53.580 --> 00:09:55.040]   not his Christology.
[00:09:55.040 --> 00:10:01.480]   Candidly, and with my own self critique in this as well,
[00:10:02.200 --> 00:10:05.840]   Franklin sounds often much more like a white,
[00:10:05.840 --> 00:10:09.640]   Southern male, privileged person
[00:10:09.640 --> 00:10:14.440]   who lives and trusts in Christian language
[00:10:14.440 --> 00:10:18.120]   to justify and defend American exceptionalism
[00:10:18.120 --> 00:10:19.400]   and exclusivity.
[00:10:19.400 --> 00:10:24.700]   In other words, his Christology does not seem
[00:10:24.700 --> 00:10:27.820]   to have broken through and relocated him
[00:10:27.820 --> 00:10:31.560]   or redefined his life or his social location.
[00:10:31.560 --> 00:10:37.000]   Admitting I may see him wrongly, and I well could,
[00:10:37.000 --> 00:10:41.080]   my impression is that his Christology has never expanded
[00:10:41.080 --> 00:10:46.080]   his core perception of God or neighbor or self.
[00:10:46.080 --> 00:10:52.040]   His view of authority, of power, of pragmatism,
[00:10:52.040 --> 00:10:56.020]   and even of nationalism have not been recast
[00:10:56.020 --> 00:10:59.520]   by his Christology, but rather the reverse.
[00:10:59.520 --> 00:11:03.620]   He trusts deeply in American exceptionalism.
[00:11:03.620 --> 00:11:08.920]   No wonder when the Samaritan purse set up
[00:11:08.920 --> 00:11:13.400]   a coronavirus clinic in Central Park in New York City,
[00:11:13.400 --> 00:11:17.520]   it initially made a major issue over the fact
[00:11:17.520 --> 00:11:20.740]   that it would not be serving LGBT people.
[00:11:21.840 --> 00:11:26.840]   His politics impaired his compassion for suffering people.
[00:11:26.840 --> 00:11:32.020]   The Jesus who sat at table with sinners and tax collectors
[00:11:32.020 --> 00:11:35.860]   with the weak and needy seemed captive
[00:11:35.860 --> 00:11:37.980]   to Franklin's social ideology.
[00:11:37.980 --> 00:11:43.940]   The magnanimity of grace appears trumped.
[00:11:43.940 --> 00:11:48.360]   That is, it was overtaken by a Trumpian view of things.
[00:11:50.860 --> 00:11:55.820]   So my concern tonight is, or this morning on your end,
[00:11:55.820 --> 00:11:59.800]   is an observation and a conviction.
[00:11:59.800 --> 00:12:05.660]   It's this, that American white evangelicals tell ourselves
[00:12:05.660 --> 00:12:07.660]   that we are living our Christology.
[00:12:07.660 --> 00:12:09.460]   That is our public message.
[00:12:09.460 --> 00:12:14.300]   But the more likely truth is that we are often living
[00:12:14.300 --> 00:12:18.280]   our cultural location, not our Christology.
[00:12:19.940 --> 00:12:22.180]   Of course, we all know that the relationship
[00:12:22.180 --> 00:12:24.480]   between the gospel and culture
[00:12:24.480 --> 00:12:27.340]   is an historic Christian dilemma.
[00:12:27.340 --> 00:12:29.620]   As we know, God entered culture,
[00:12:29.620 --> 00:12:33.000]   and to make that affirmation is not simplistic,
[00:12:33.000 --> 00:12:36.540]   though its familiarity may suggest otherwise.
[00:12:36.540 --> 00:12:41.100]   Once God has entered human experience,
[00:12:41.100 --> 00:12:44.300]   though equal with God, he did not regard equality with God
[00:12:44.300 --> 00:12:47.820]   as something to be grasped, but emptied himself
[00:12:47.820 --> 00:12:51.660]   in finding himself in human form.
[00:12:51.660 --> 00:12:56.540]   He humbled himself and became obedient, even unto death.
[00:12:56.540 --> 00:12:59.020]   And therefore God highly exalted him
[00:12:59.020 --> 00:13:02.380]   and gave him the name that is above every name,
[00:13:02.380 --> 00:13:05.420]   that at the name of Jesus, every knee will bow
[00:13:05.420 --> 00:13:09.700]   and every tongue will confess that Jesus Christ is Lord
[00:13:09.700 --> 00:13:11.440]   to the glory of God the Father.
[00:13:13.540 --> 00:13:18.540]   In ways beyond the philosophical mind-body problem,
[00:13:18.540 --> 00:13:22.780]   we now ask through the lens of the incarnation itself
[00:13:22.780 --> 00:13:27.660]   what we have in order to face new kinds of mind-body,
[00:13:27.660 --> 00:13:32.660]   body-spirit, theology-culture, confession-action issues.
[00:13:32.660 --> 00:13:38.000]   This dilemma is not new, but the way it manifests itself
[00:13:38.000 --> 00:13:41.740]   in American white evangelicalism shows itself
[00:13:41.740 --> 00:13:43.900]   in particularly problematic ways.
[00:13:43.900 --> 00:13:46.860]   When taken at its surface,
[00:13:46.860 --> 00:13:49.540]   it has found a broad cultural acceptability,
[00:13:49.540 --> 00:13:54.020]   but beneath it exposes a problematic underbelly.
[00:13:54.020 --> 00:13:59.380]   Outside observers to white evangelicalism
[00:13:59.380 --> 00:14:01.500]   have seen this for some time,
[00:14:01.500 --> 00:14:05.220]   but let's delineate some of the unfortunate markers.
[00:14:05.220 --> 00:14:09.940]   A crisis first then of Christological knowing.
[00:14:11.460 --> 00:14:14.900]   American white evangelicalism is living out
[00:14:14.900 --> 00:14:17.900]   an inadequate even failed theological
[00:14:17.900 --> 00:14:20.080]   or Christological epistemology.
[00:14:20.080 --> 00:14:25.540]   What is claimed to be known seems to sit on the surface
[00:14:25.540 --> 00:14:28.480]   rather than penetrating our underlying
[00:14:28.480 --> 00:14:30.520]   and controlling social location.
[00:14:30.520 --> 00:14:34.620]   Consciously or otherwise, the Christ we know
[00:14:34.620 --> 00:14:38.260]   does not necessarily lead to a life that demonstrates
[00:14:38.260 --> 00:14:42.220]   the radical recreative work of being remade
[00:14:42.220 --> 00:14:44.560]   after the image of Jesus Christ himself.
[00:14:44.560 --> 00:14:48.660]   It feels more like a form of imitative knowledge
[00:14:48.660 --> 00:14:51.140]   than of penetrative knowledge.
[00:14:51.140 --> 00:14:54.180]   And when the absence of Christ-like fruit
[00:14:54.180 --> 00:14:56.980]   in places of pain and injustice
[00:14:56.980 --> 00:15:01.180]   seems so prominent and guarded,
[00:15:01.180 --> 00:15:03.540]   one has to ask if the Christ that they name
[00:15:03.540 --> 00:15:08.420]   is real and knowable enough for the real world.
[00:15:08.420 --> 00:15:12.380]   In other words, at the core of the crisis
[00:15:12.380 --> 00:15:16.140]   is an unacknowledged, unintegrated Christology
[00:15:16.140 --> 00:15:18.420]   in which the evangelical seems to sit
[00:15:18.420 --> 00:15:20.360]   on the surface of history,
[00:15:20.360 --> 00:15:23.260]   rather than being the penetrating and recreating
[00:15:23.260 --> 00:15:26.580]   of the human story itself.
[00:15:26.580 --> 00:15:29.020]   In some white evangelical spaces,
[00:15:29.020 --> 00:15:32.860]   faithful theology is verbal and dogmatic,
[00:15:32.860 --> 00:15:37.460]   but spiritually abstract rather than self-critical
[00:15:37.460 --> 00:15:40.200]   and convicting about social realities
[00:15:40.200 --> 00:15:43.500]   that lie outside the white, middle-class
[00:15:43.500 --> 00:15:45.340]   and male cultural box.
[00:15:45.340 --> 00:15:50.980]   The denial of racism and of white supremacy,
[00:15:50.980 --> 00:15:55.040]   the denial of the coronavirus and trust in science,
[00:15:55.040 --> 00:16:00.700]   the denial of the election recently in the United States
[00:16:00.700 --> 00:16:02.820]   and its outcome,
[00:16:02.820 --> 00:16:07.700]   all have millions of white evangelical supporters.
[00:16:07.700 --> 00:16:09.780]   Even in the second election,
[00:16:09.780 --> 00:16:13.700]   80% of evangelicals voted for President Trump.
[00:16:13.700 --> 00:16:17.980]   Tragically, when these denials are offered
[00:16:17.980 --> 00:16:21.500]   specifically as an expression of Christian faith,
[00:16:21.500 --> 00:16:24.660]   then the evangel itself appears to have less and less
[00:16:24.660 --> 00:16:27.420]   to do with reality,
[00:16:27.420 --> 00:16:31.020]   the world in which ordinary people live and work,
[00:16:31.020 --> 00:16:33.280]   suffer and play.
[00:16:33.280 --> 00:16:35.500]   In this circumstance,
[00:16:35.500 --> 00:16:39.760]   our Christology starts to appear as a fantasy
[00:16:39.760 --> 00:16:41.280]   rather than as knowledge.
[00:16:41.280 --> 00:16:45.220]   Does our Christology do the work of defining
[00:16:45.220 --> 00:16:49.420]   and reconstructing our personal and public lives,
[00:16:49.420 --> 00:16:52.380]   giving evidence that we are a reflection
[00:16:52.380 --> 00:16:54.640]   of what lies beyond our sociology?
[00:16:56.180 --> 00:16:59.860]   Is not this what living in but not of the world
[00:16:59.860 --> 00:17:01.260]   is actually meant to produce?
[00:17:01.260 --> 00:17:04.600]   And not just in piety,
[00:17:04.600 --> 00:17:07.620]   but in evidences in the public square.
[00:17:07.620 --> 00:17:11.780]   It seems by painful contrast
[00:17:11.780 --> 00:17:14.260]   that white evangelicalism does not really attend
[00:17:14.260 --> 00:17:15.580]   to being made new,
[00:17:15.580 --> 00:17:20.720]   but being internally and eternally safe.
[00:17:20.720 --> 00:17:25.800]   It doesn't intersect with our ordinary everyday world.
[00:17:26.720 --> 00:17:28.720]   So how has this come to be?
[00:17:28.720 --> 00:17:32.920]   I wanna say, suggest several reasons.
[00:17:32.920 --> 00:17:33.960]   Out of fear,
[00:17:33.960 --> 00:17:39.600]   a crisis of pursuing power
[00:17:39.600 --> 00:17:42.040]   is upon us more than pursuing wisdom.
[00:17:42.040 --> 00:17:44.600]   There are many manifestations
[00:17:44.600 --> 00:17:47.200]   of this white evangelical orientation
[00:17:47.200 --> 00:17:50.120]   that set the stage for how white evangelicals live
[00:17:50.120 --> 00:17:50.960]   and thrive.
[00:17:50.960 --> 00:17:53.520]   They are cultural,
[00:17:54.080 --> 00:17:56.600]   they are cultural premises,
[00:17:56.600 --> 00:17:59.640]   racially, economically, and culturally.
[00:17:59.640 --> 00:18:02.000]   They are like the elements that set the stage
[00:18:02.000 --> 00:18:03.760]   for the faith that they promote.
[00:18:03.760 --> 00:18:06.720]   There can be a variation in personality,
[00:18:06.720 --> 00:18:10.080]   but the main elements that I'm going to describe
[00:18:10.080 --> 00:18:12.960]   are fairly predictable, even necessary.
[00:18:12.960 --> 00:18:15.660]   And they show little penetration
[00:18:15.660 --> 00:18:18.640]   of a living reordering Christology.
[00:18:18.640 --> 00:18:22.640]   First, whiteness.
[00:18:23.640 --> 00:18:25.320]   As you are aware,
[00:18:25.320 --> 00:18:29.720]   the dominant culture of the US numerically and culturally
[00:18:29.720 --> 00:18:31.420]   is white and European.
[00:18:31.420 --> 00:18:35.040]   By dominant, I mean both the largest
[00:18:35.040 --> 00:18:36.860]   and the most influential.
[00:18:36.860 --> 00:18:40.400]   The population that holds the primary power roles
[00:18:40.400 --> 00:18:42.920]   and levers of cultural influence.
[00:18:42.920 --> 00:18:47.500]   This is fast changing in the United States.
[00:18:47.500 --> 00:18:50.600]   And by 2045,
[00:18:50.600 --> 00:18:53.000]   just 24 years from now,
[00:18:53.000 --> 00:18:55.700]   the US will no longer be white majority.
[00:18:55.700 --> 00:18:58.880]   The racial separation and division
[00:18:58.880 --> 00:19:03.580]   underneath the narrative of America as a melting pot
[00:19:03.580 --> 00:19:06.300]   is a secret in plain view.
[00:19:06.300 --> 00:19:11.120]   That is, we say that we are a melting pot,
[00:19:11.120 --> 00:19:13.800]   but anybody who has lived in the United States
[00:19:13.800 --> 00:19:16.240]   understands that frequently that is not true.
[00:19:16.240 --> 00:19:18.840]   We have proximate diversity.
[00:19:18.840 --> 00:19:20.640]   We are near one another,
[00:19:20.640 --> 00:19:24.600]   but not deep or intimate diversity.
[00:19:24.600 --> 00:19:28.120]   In fact, that is as true or more true
[00:19:28.120 --> 00:19:30.000]   of American evangelicalism
[00:19:30.000 --> 00:19:33.000]   than it is of other institutions or groups of people.
[00:19:33.000 --> 00:19:37.500]   A lot of energy of white evangelicalism
[00:19:37.500 --> 00:19:40.500]   can be found in the Southern part of the United States.
[00:19:40.500 --> 00:19:44.760]   And its legacy of racial separation
[00:19:44.760 --> 00:19:46.720]   directly shows in the separation
[00:19:46.720 --> 00:19:48.240]   of white and black churches.
[00:19:48.920 --> 00:19:50.880]   Even now in newly planted
[00:19:50.880 --> 00:19:53.760]   and growing Southern congregations,
[00:19:53.760 --> 00:19:57.200]   they are still deeply racially divided.
[00:19:57.200 --> 00:20:01.480]   Churches established and maintained for white people,
[00:20:01.480 --> 00:20:04.500]   even those that often claim to be multiracial
[00:20:04.500 --> 00:20:06.380]   are still dominantly white.
[00:20:06.380 --> 00:20:11.360]   Let me give you an example
[00:20:11.360 --> 00:20:14.080]   of how this formed from early days
[00:20:14.080 --> 00:20:17.720]   and how sadly so much of this same description
[00:20:17.720 --> 00:20:19.520]   could be used even today.
[00:20:19.520 --> 00:20:25.960]   Some of you may know the name of Frederick Douglass.
[00:20:25.960 --> 00:20:29.800]   Frederick Douglass was an emancipated slave
[00:20:29.800 --> 00:20:34.760]   and one of the finest orators in American history,
[00:20:34.760 --> 00:20:37.520]   not just among African-Americans,
[00:20:37.520 --> 00:20:40.040]   but among all people that have lived
[00:20:40.040 --> 00:20:41.880]   and spoken in the United States.
[00:20:41.880 --> 00:20:44.720]   And what I'm about to read to you
[00:20:44.720 --> 00:20:47.040]   is something that he spoke on July 5th
[00:20:47.880 --> 00:20:51.800]   the day after American Independence Day, July 4th.
[00:20:51.800 --> 00:20:54.520]   He had been asked to speak
[00:20:54.520 --> 00:20:57.880]   and he said that he wouldn't be able to speak on the 4th,
[00:20:57.880 --> 00:21:00.320]   but that he would speak and address
[00:21:00.320 --> 00:21:05.160]   an almost entirely white audience on the 5th of July.
[00:21:05.160 --> 00:21:07.020]   And these are some of his words.
[00:21:07.020 --> 00:21:12.960]   What to the American slave is your 4th of July?
[00:21:14.400 --> 00:21:17.960]   And I answer, a day that reveals to him
[00:21:17.960 --> 00:21:20.640]   more than all other days in the year,
[00:21:20.640 --> 00:21:23.280]   the gross injustice and cruelty
[00:21:23.280 --> 00:21:25.400]   to which he is a constant victim.
[00:21:25.400 --> 00:21:30.720]   To him, your celebration is a sham,
[00:21:30.720 --> 00:21:34.120]   your boasted liberty and unholy license.
[00:21:34.120 --> 00:21:40.280]   Your national greatness, swelling vanity,
[00:21:40.280 --> 00:21:44.080]   your sounds of rejoicing are empty and heartless.
[00:21:44.080 --> 00:21:49.880]   Your denunciations of tyrants, brass-fringed impudence,
[00:21:49.880 --> 00:21:55.300]   your shouts of liberty and equality, hollow mockery,
[00:21:55.300 --> 00:22:01.500]   your prayers and hymns, your sermons and thanksgivings,
[00:22:01.500 --> 00:22:04.740]   with all your religious parade and solemnity
[00:22:04.740 --> 00:22:09.740]   are to the slave mere bombast, fraud,
[00:22:10.300 --> 00:22:15.300]   deception, impiety and hypocrisy,
[00:22:15.300 --> 00:22:18.580]   a thin veil to cover up the crimes
[00:22:18.580 --> 00:22:21.280]   which would disgrace a nation of savages.
[00:22:21.280 --> 00:22:24.280]   This is not a nation,
[00:22:24.280 --> 00:22:27.680]   there is not a nation on earth guilty of practices
[00:22:27.680 --> 00:22:30.020]   more shocking and bloody
[00:22:30.020 --> 00:22:34.020]   than are the people of the United States at this very hour.
[00:22:39.000 --> 00:22:40.500]   The structures and policies
[00:22:40.500 --> 00:22:43.660]   and even more the culture of whiteness
[00:22:43.660 --> 00:22:48.660]   that Frederick Douglass is describing in 1852
[00:22:48.660 --> 00:22:51.900]   are still so thick in the United States
[00:22:51.900 --> 00:22:55.020]   that what he says speaks far more loudly
[00:22:55.020 --> 00:22:58.100]   than the evidence of serious discipleship
[00:22:58.100 --> 00:23:00.580]   in which we become transformed
[00:23:00.580 --> 00:23:04.860]   as a part of one new humanity in Christ.
[00:23:07.180 --> 00:23:10.720]   The summer of 2020 and continuing on
[00:23:10.720 --> 00:23:13.360]   has been a renewed season of racial reckoning.
[00:23:13.360 --> 00:23:18.340]   The underbelly and anxiety of this
[00:23:18.340 --> 00:23:21.240]   has been the easy cover of whites
[00:23:21.240 --> 00:23:24.640]   complaining about violence against buildings,
[00:23:24.640 --> 00:23:27.580]   the riots with greater ferocity
[00:23:27.580 --> 00:23:31.320]   than complaints about the underlying violence every day
[00:23:31.320 --> 00:23:33.840]   against blacks and people of color.
[00:23:34.860 --> 00:23:38.680]   The increased racism expressed in these past months
[00:23:38.680 --> 00:23:41.520]   toward Latinos and Asians,
[00:23:41.520 --> 00:23:46.360]   as well as evidences the sense that they are the problem
[00:23:46.360 --> 00:23:48.680]   rather than the profound injustice
[00:23:48.680 --> 00:23:51.520]   against people made in the image of God
[00:23:51.520 --> 00:23:55.660]   through personal and institutional systemic racism.
[00:23:55.660 --> 00:23:57.960]   One of the historically
[00:23:57.960 --> 00:24:02.120]   predominant white evangelical denominations
[00:24:03.100 --> 00:24:06.300]   recently acted to condemn critical race theory.
[00:24:06.300 --> 00:24:10.400]   And they did so rather than to speak up
[00:24:10.400 --> 00:24:13.240]   and against the social realities
[00:24:13.240 --> 00:24:16.760]   that critical race theory attempts to expose.
[00:24:16.760 --> 00:24:19.320]   They were more concerned about the theory
[00:24:19.320 --> 00:24:20.680]   than about the reality.
[00:24:20.680 --> 00:24:23.440]   The assumption seems to focus
