
[00:00:00.000 --> 00:00:03.720]  各位忠臣的朋友,你們好
[00:04:12.400 --> 00:04:18.560]  這幅圖其實說了面對逆境有三個很重要的元素
[00:04:18.560 --> 00:04:21.840]  一個是「Sense of competence」
[00:04:21.840 --> 00:04:23.040]  「勝任感」
[00:04:23.040 --> 00:04:28.240]  即是有逆境來,我們都需要去面對
[00:04:28.240 --> 00:04:31.520]  說的是我們有一個問題解決的能力
[00:04:31.520 --> 00:04:37.000]  我們都要找到一些資源和支持
[00:04:37.000 --> 00:04:39.840]  所以我們需要有社交的能力
[00:04:39.840 --> 00:04:43.320]  另外在逆境下,我們有很多情緒
[00:04:43.320 --> 00:04:47.520]  我們下半節會說情緒管理是怎樣做
[00:04:47.520 --> 00:04:50.520]  在逆境中我們都要定一些目標
[00:04:50.520 --> 00:04:53.240]  所以這裏有四個C
[00:04:53.240 --> 00:04:54.720]  C1 C2 C3 C4
[00:04:54.720 --> 00:04:59.960]  其實就是說在逆境中,如果我們有這種能力的話
[00:04:59.960 --> 00:05:03.320]  面對逆境是會好一點的
[00:05:03.320 --> 00:05:08.320]  第二個面對逆境的出路,我們叫「Sense of belonging」
[00:05:08.320 --> 00:05:13.520]  我想在這次疫情中,對我們挑戰很大
[00:05:13.520 --> 00:05:17.440]  譬如我們沒有了實體的境界
[00:05:17.440 --> 00:05:19.880]  我們不能夠回到教會
[00:05:19.880 --> 00:05:24.920]  好像病了自己,做了宅男、宅女
[00:05:24.920 --> 00:05:30.680]  幸好我們都見到很多善用資訊科技
[00:05:30.680 --> 00:05:35.280]  所以很多人都會在教會用Zoom去團契
[00:05:35.280 --> 00:05:38.800]  有一個人與人之間的接觸
[00:05:38.800 --> 00:05:40.480]  因為這種Sense of belonging
[00:05:40.480 --> 00:05:43.000]  有一種歸屬感,你不覺得孤單
[00:05:43.000 --> 00:05:46.200]  是面對逆境很重要的元素
[00:05:46.200 --> 00:05:51.760]  這裏其實是說當我們有一種Sense of belonging的時候
[00:05:51.760 --> 00:05:58.240]  我們身邊的人會關懷我們、支持我們
[00:05:58.240 --> 00:06:00.720]  對我們會有一些期望
[00:06:00.720 --> 00:06:04.080]  我們放棄,有人會鞭策我們
[00:06:04.080 --> 00:06:06.200]  所以有一個高期望
[00:06:06.200 --> 00:06:09.480]  還有人與人之間多一些互動的時候
[00:06:09.480 --> 00:06:10.960]  就可以多一些參與
[00:06:10.960 --> 00:06:13.240]  在那裏人與人之間接觸
[00:06:13.240 --> 00:06:16.600]  其實有很多正能量給我們
[00:06:16.600 --> 00:06:20.400]  第三方面就是「Sense of Optimism」
[00:06:20.400 --> 00:06:21.640]  即是樂觀感
[00:06:21.640 --> 00:06:25.920]  這個就是正向心理學幫助我們看
[00:06:25.920 --> 00:06:29.280]  一個人是樂觀還是悲觀
[00:06:29.280 --> 00:06:35.280]  其實是很能夠幫助他面對當前的逆境
[00:06:35.280 --> 00:06:37.720]  在這裏樂觀感
[00:06:37.720 --> 00:06:43.040]  我想簡單和大家介紹一下樂觀感
[00:06:43.040 --> 00:06:44.560]  其實是Martin Silliman
[00:06:44.560 --> 00:06:48.480]  他自己建構出來的一個模特兒
[00:06:51.080 --> 00:06:54.880]  在這裏分辨到樂觀的人和悲觀的人
[00:06:54.880 --> 00:06:58.960]  其實他們思考的方式是很不同
[00:06:58.960 --> 00:07:00.760]  這裏有三個向度
[00:07:00.760 --> 00:07:02.280]  一個叫行久性
[00:07:02.280 --> 00:07:03.920]  一個叫普遍性
[00:07:03.920 --> 00:07:06.080]  一個叫個人性
[00:07:06.080 --> 00:07:08.960]  是怎樣去分辨的呢?
[00:07:08.960 --> 00:07:13.000]  一個樂觀的人其實去看面前的逆境
[00:07:13.000 --> 00:07:15.080]  不是一生一世的
[00:07:15.080 --> 00:07:17.400]  不是行久不變的
[00:07:17.400 --> 00:07:20.680]  他會覺得是短暫的
[00:07:20.680 --> 00:07:22.920]  會過去的
[00:07:22.920 --> 00:07:25.400]  譬如這段時間
[00:07:25.400 --> 00:07:28.160]  其實香港的氣氛好一點
[00:07:28.160 --> 00:07:34.600]  因為我們零確診的都有14個日子
[00:07:34.600 --> 00:07:39.400]  所以我們會比較輕鬆一點
[00:07:39.400 --> 00:07:41.400]  但如果一個悲觀的人就覺得
[00:07:41.400 --> 00:07:46.040]  糟了,不知道何時才能夠上學上班
[00:07:46.040 --> 00:07:49.720]  好像很長久都解決不了
[00:07:49.720 --> 00:07:51.720]  所以你問一問自己
[00:07:51.720 --> 00:07:54.720]  你的思考方式
[00:07:54.720 --> 00:07:59.800]  看問題、看困難是很長還是很短暫的
[00:07:59.800 --> 00:08:04.560]  其實就分辨到你是一個悲觀還是樂觀的人
[00:08:04.560 --> 00:08:07.880]  第二方面就是普遍性
[00:08:07.880 --> 00:08:10.200]  普遍性是什麼意思呢?
[00:08:10.200 --> 00:08:11.680]  當逆境來到的時候
[00:08:11.680 --> 00:08:14.200]  是對你整個人的打擊
[00:08:14.200 --> 00:08:16.520]  還是只影響你一部份
[00:08:16.520 --> 00:08:24.120]  我想這次疫情牽連到我們的情況都很厲害
[00:08:24.120 --> 00:08:31.360]  經濟、就業、家人之間的關係、情緒
[00:08:31.360 --> 00:08:38.680]  但一個樂觀的人會比較局限了那些影響
[00:08:38.680 --> 00:08:43.520]  譬如一個人就算短暫失業
[00:08:43.520 --> 00:08:49.640]  失業,他會想,有些男人很看重事業的話
[00:08:49.640 --> 00:08:52.440]  失業就等於失去了一切
[00:08:52.440 --> 00:08:54.640]  但一個樂觀的人會說
[00:08:54.640 --> 00:08:59.920]  我雖然短暫失業,但我還有很多事情要做
[00:08:59.920 --> 00:09:01.920]  我是一個好的爸爸
[00:09:01.920 --> 00:09:04.880]  我還有很多不同的角色可以扮演
[00:09:04.880 --> 00:09:06.880]  我不是整個人的失敗
[00:09:06.880 --> 00:09:09.520]  只是一個局部性的失敗
[00:09:09.520 --> 00:09:11.520]  局部性的困難
[00:09:11.520 --> 00:09:17.680]  所以一個悲觀的人會覺得一切都不行
[00:09:17.680 --> 00:09:21.440]  第三個向度就是
[00:09:21.440 --> 00:09:28.720]  一個樂觀的人會看問題是自己出現問題
[00:09:28.720 --> 00:09:31.360]  還是一個外在環境的問題
[00:09:31.360 --> 00:09:34.160]  一個悲觀的人會怪責自己
[00:09:34.160 --> 00:09:38.880]  時不與我,被社會淘汰,一無是處
[00:09:38.880 --> 00:09:43.360]  一個樂觀的人會想,其實這個問題是大為的事
[00:09:43.360 --> 00:09:46.400]  很多人都會經歷,很多人都會面對
[00:09:46.400 --> 00:09:48.880]  我和別人是同一條船
[00:09:48.880 --> 00:09:54.080]  不是說自己最差,最不行
[00:09:54.080 --> 00:09:57.680]  所以正向心理學提示我們
[00:09:57.680 --> 00:10:02.080]  當我們思考的時候
[00:10:02.080 --> 00:10:04.960]  你是一個樂觀還是悲觀的人
[00:10:04.960 --> 00:10:08.400]  其實是很影響我們如何面對逆境
[00:10:08.400 --> 00:10:16.400]  樂觀感在正向心理學裏面
[00:10:16.400 --> 00:10:21.840]  還有另一個範圍是相對應的
[00:10:21.840 --> 00:10:26.400]  他提到一個叫盼望的心理學
[00:10:26.400 --> 00:10:28.960]  Psychology of Hope
[00:10:28.960 --> 00:10:31.920]  這位叫Rick Sider
[00:10:31.920 --> 00:10:38.720]  他提到一個人有沒有盼望的能力
[00:10:38.720 --> 00:10:41.520]  盼望我們經常說
[00:10:41.520 --> 00:10:45.760]  原來心理學也有研究盼望
[00:10:45.760 --> 00:10:47.920]  不過他將它放在一個
[00:10:47.920 --> 00:10:52.960]  如何在逆境裏能夠跨越困難
[00:10:52.960 --> 00:10:55.920]  如果你的盼望能力高
[00:10:55.920 --> 00:10:59.760]  你就能夠跨越這些困境
[00:10:59.760 --> 00:11:06.320]  他建構這個盼望由兩個元素組成
[00:11:06.320 --> 00:11:08.320]  一個叫為Power
[00:11:08.320 --> 00:11:10.720]  為Power的意思是找出路的能力
[00:11:10.720 --> 00:11:12.720]  第二個叫Will Power
[00:11:12.720 --> 00:11:16.320]  即是他有沒有一個堅毅的能力
[00:11:16.320 --> 00:11:18.320]  舉個例子
[00:11:18.320 --> 00:11:22.800]  市區大塞車
[00:11:22.800 --> 00:11:24.960]  疫情下很少發生這些事
[00:11:24.960 --> 00:11:26.320]  但你趕時間
[00:11:26.320 --> 00:11:28.320]  你要由A點去到B點
[00:11:28.320 --> 00:11:33.120]  如果一個有盼望能力高的人
[00:11:33.120 --> 00:11:35.120]  其實Will Power的意思
[00:11:35.120 --> 00:11:37.120]  他會找盡方法
[00:11:37.120 --> 00:11:40.240]  巴士塞車他會下車或行
[00:11:40.240 --> 00:11:41.120]  或轉地鐵
[00:11:41.120 --> 00:11:42.720]  他有很多辦法
[00:11:42.720 --> 00:11:45.120]  有很多方法去面對困難
[00:11:45.120 --> 00:11:47.120]  譬如這段時間
[00:11:47.120 --> 00:11:49.120]  香港人在疫情下
[00:11:49.120 --> 00:11:52.160]  其中一個逆境沒有口罩
[00:11:52.160 --> 00:11:55.120]  其實我們香港人也很聰明
[00:11:55.120 --> 00:11:59.120]  自製口罩或布口罩
[00:11:59.120 --> 00:12:01.120]  可以耐用一點
[00:12:01.120 --> 00:12:03.120]  其實我們有很多方法
[00:12:03.120 --> 00:12:07.920]  以致我們仍然有動力和盼望去做好
[00:12:07.920 --> 00:12:11.120]  第二個Power叫Will Power
[00:12:11.120 --> 00:12:13.120]  Will Power就是那種毅力
[00:12:13.120 --> 00:12:15.120]  不會很快放棄
[00:12:15.120 --> 00:12:17.120]  會堅持下去
[00:12:17.120 --> 00:12:19.120]  譬如這段疫情
[00:12:19.120 --> 00:12:21.120]  我們不要鬆懈
[00:12:21.120 --> 00:12:25.120]  香港人在這次抗疫過程中
[00:12:25.120 --> 00:12:27.120]  說疫情的抗疫
[00:12:27.120 --> 00:12:32.120]  其實暫時有少少小勝
[00:12:32.120 --> 00:12:34.120]  但我們不要掉以輕心
[00:12:34.120 --> 00:12:38.120]  我們要繼續有堅毅的能力去面對
[00:12:38.120 --> 00:12:42.120]  這個盼望的心理學
[00:12:42.120 --> 00:12:47.120]  帶給我們Will Power
[00:12:47.120 --> 00:12:49.120]  可以說是Problem Solving的能力
[00:12:49.120 --> 00:12:52.120]  Will Power說的是有堅毅的能力
[00:12:52.120 --> 00:12:55.120]  但逆境有一個特點
[00:12:55.120 --> 00:13:02.120]  逆境不是在短暫的時間內能解決
[00:13:02.120 --> 00:13:07.120]  譬如家中有長期病患的人
[00:13:07.120 --> 00:13:11.120]  或要陪伴欠債累累的人
[00:13:11.120 --> 00:13:13.120]  家人
[00:13:13.120 --> 00:13:18.120]  即是那個環境因素不會馬上消失
[00:13:18.120 --> 00:13:24.120]  其中一個基督徒心理學家
[00:13:24.120 --> 00:13:28.120]  整合盼望心理學和信仰
[00:13:28.120 --> 00:13:30.120]  加多了一個Power
[00:13:30.120 --> 00:13:32.120]  我想和大家看看
[00:13:32.120 --> 00:13:34.120]  這個叫做Worthington
[00:13:34.120 --> 00:13:36.120]  一個基督徒心理學家
[00:13:36.120 --> 00:13:40.120]  他就Based on Cider
[00:13:40.120 --> 00:13:42.120]  加多了一個Power
[00:13:42.120 --> 00:13:44.120]  叫做Wait Power
[00:13:44.120 --> 00:13:46.120]  等待的力量
[00:13:46.120 --> 00:13:49.120]  我想這個和我們信徒的
[00:13:49.120 --> 00:13:51.120]  看這個世界
[00:13:51.120 --> 00:13:55.120]  神在我們生命的參與很有關連
[00:13:55.120 --> 00:13:57.120]  我們會覺得
[00:13:57.120 --> 00:13:59.120]  我們人是很有限
[00:13:59.120 --> 00:14:04.120]  我們人手可能很多東西都不在我們的控制下
[00:14:04.120 --> 00:14:09.120]  這次的疫情其實都讓我們反省我們自己
[00:14:09.120 --> 00:14:14.120]  原來是不是每樣東西都能夠靠我們雙手
[00:14:14.120 --> 00:14:16.120]  能夠打拼
[00:14:16.120 --> 00:14:18.120]  能夠解決所有問題
[00:14:18.120 --> 00:14:21.120]  這裡等候的力量
[00:14:21.120 --> 00:14:25.120]  是我們基督徒在有盼望的過程中很重要
[00:14:25.120 --> 00:14:29.120]  所以我很想和大家簡單看一段經文
[00:14:29.120 --> 00:14:32.120]  《耳塞亞書》40章28-31節
[00:14:32.120 --> 00:14:35.120]  這裡說:你不曾知道嗎?
[00:14:35.120 --> 00:14:37.120]  你不曾聽見嗎?
[00:14:37.120 --> 00:14:39.120]  永在的神耶和華
[00:14:39.120 --> 00:14:41.120]  創造地的主
[00:14:41.120 --> 00:14:44.120]  並不疲乏也不困倦
[00:14:44.120 --> 00:14:47.120]  他的智慧無法測度
[00:14:47.120 --> 00:14:49.120]  這裡是說我們的神
[00:14:49.120 --> 00:14:54.120]  為什麼我們基督徒在這些逆境下有盼望呢?
[00:14:54.120 --> 00:14:59.120]  因為我們相信這個世界是神掌管的
[00:14:59.120 --> 00:15:01.120]  是祂創造的
[00:15:01.120 --> 00:15:04.120]  而祂照管著我們
[00:15:04.120 --> 00:15:07.120]  其實祂是不會疲乏不會困倦
[00:15:07.120 --> 00:15:10.120]  還有祂有祂自己的智慧
[00:15:10.120 --> 00:15:13.120]  但是我們人的智慧不能夠測度
[00:15:13.120 --> 00:15:16.120]  基於我們對神有這份信任
[00:15:16.120 --> 00:15:19.120]  我們盼望的來源就在這裡
[00:15:19.120 --> 00:15:22.120]  然後他說:疲乏的他似能力
[00:15:22.120 --> 00:15:25.120]  軟弱的他加力量
[00:15:25.120 --> 00:15:30.120]  我們在逆境下有時都會
[00:15:30.120 --> 00:15:32.120]  失去一種堅毅的能力
[00:15:32.120 --> 00:15:35.120]  會灰心、想放棄
[00:15:35.120 --> 00:15:40.120]  抗爭的底下都會乏力
[00:15:40.120 --> 00:15:43.120]  這裡說原來我們乏力的時候
[00:15:43.120 --> 00:15:45.120]  祂會賜能力
[00:15:45.120 --> 00:15:46.120]  我們感覺到軟弱的時候
[00:15:46.120 --> 00:15:48.120]  祂會給力量我們
[00:15:48.120 --> 00:15:52.120]  是一個被加力量
[00:15:52.120 --> 00:15:56.120]  我們叫做 Empower 的一個境況
[00:15:56.120 --> 00:16:00.120]  然後他說:少年人也要疲乏困倦
[00:16:00.120 --> 00:16:02.120]  強壯的也必全然跌倒
[00:16:02.120 --> 00:16:05.120]  我們不可以靠自己
[00:16:05.120 --> 00:16:07.120]  你多年輕、多強壯
[00:16:07.120 --> 00:16:10.120]  都會有軟弱的時候
[00:16:10.120 --> 00:16:12.120]  但是等候耶和華的
[00:16:12.120 --> 00:16:14.120]  必重新得力
[00:16:14.120 --> 00:16:16.120]  他們必如英展翅上騰
[00:16:16.120 --> 00:16:18.120]  他們奔跑卻不困倦
[00:16:18.120 --> 00:16:21.120]  行走卻不疲乏
[00:16:21.120 --> 00:16:23.120]  我想這個等候
[00:16:23.120 --> 00:16:28.120]  其實是很考驗我們屬靈的操練
[00:16:28.120 --> 00:16:30.120]  我們信不信得神
[00:16:30.120 --> 00:16:33.120]  祂看顧著我們
[00:16:33.120 --> 00:16:35.120]  在我們還沒出手
[00:16:35.120 --> 00:16:40.120]  在我們以為自己要靠自己力量去做什麼的時候
[00:16:40.120 --> 00:16:42.120]  或者有時候我們都會說
[00:16:42.120 --> 00:16:44.120]  神你去了哪裡?你好像沒有參與
[00:16:44.120 --> 00:16:46.120]  沒有伸出援手
[00:16:46.120 --> 00:16:48.120]  其實很多時候
[00:16:48.120 --> 00:16:50.120]  好像 Eugene Peterson
[00:16:50.120 --> 00:16:52.120]  我看她一些屬靈的著作的時候
[00:16:52.120 --> 00:16:53.120]  她特別提到
[00:16:53.120 --> 00:16:56.120]  其實神往往在我們出手之前
[00:16:56.120 --> 00:16:58.120]  祂已經在工作
[00:16:58.120 --> 00:17:00.120]  祂沒有疲乏
[00:17:00.120 --> 00:17:02.120]  祂沒有困倦
[00:17:02.120 --> 00:17:04.120]  祂看著這個世界
[00:17:04.120 --> 00:17:08.120]  我們信不信得神是這樣的神呢?
[00:17:08.120 --> 00:17:11.120]  所以我們基督徒盼望的源頭
[00:17:11.120 --> 00:17:13.120]  應該多了一項
[00:17:13.120 --> 00:17:14.120]  叫做 Weight Power
[00:17:14.120 --> 00:17:16.120]  而這個 Weight Power
[00:17:16.120 --> 00:17:18.120]  其實是來自什麼呢?
[00:17:18.120 --> 00:17:20.120]  我想我們在這段時間
[00:17:20.120 --> 00:17:21.120]  應該停下來
[00:17:21.120 --> 00:17:23.120]  校正自己的視野
[00:17:23.120 --> 00:17:25.120]  相信神是創造者
[00:17:25.120 --> 00:17:27.120]  祂的智慧無法測度
[00:17:27.120 --> 00:17:30.120]  接受我們人自己的限制
[00:17:30.120 --> 00:17:33.120]  要看到神在工作
[00:17:33.120 --> 00:17:34.120]  祂不疲乏
[00:17:34.120 --> 00:17:38.120]  我們反而要學會放手
[00:17:38.120 --> 00:17:40.120]  休息
[00:17:40.120 --> 00:17:41.120]  等待
[00:17:41.120 --> 00:17:42.120]  等候神
[00:17:42.120 --> 00:17:45.120]  所以詩篇也有說
[00:17:45.120 --> 00:17:46.120]  你們要休息
[00:17:46.120 --> 00:17:47.120]  要知道我是神
[00:17:47.120 --> 00:17:49.120]  祂有祂自己的時間表
[00:17:49.120 --> 00:17:55.120]  我希望透過等候的力量
[00:17:55.120 --> 00:17:57.120]  跟正向心理學講
[00:17:57.120 --> 00:17:58.120]  盼望
[00:17:58.120 --> 00:18:00.120]  有一個融會的時候
[00:18:00.120 --> 00:18:02.120]  我們就能夠相逆齊飛
[00:18:02.120 --> 00:18:05.120]  就是說兩者能夠整合
[00:18:05.120 --> 00:18:11.120]  互相有不同的啟迪
[00:18:11.120 --> 00:18:13.120]  下半節時間
[00:18:13.120 --> 00:18:15.120]  很想跟大家說說
[00:18:15.120 --> 00:18:20.120]  疫情下的情緒處理
[00:18:20.120 --> 00:18:23.120]  我想在疫情的情況下
[00:18:23.120 --> 00:18:30.120]  我發覺我們有很多情緒
[00:18:30.120 --> 00:18:34.120]  面對情緒應該有正確的態度
[00:18:34.120 --> 00:18:37.120]  一方面我們要留心自己有什麼情緒
[00:18:37.120 --> 00:18:39.120]  最好能夠給情緒一個名字
[00:18:39.120 --> 00:18:41.120]  我們叫做「Laming」
[00:18:41.120 --> 00:18:43.120]  你能夠給自己一個名字
[00:18:43.120 --> 00:18:48.120]  其實心情就會比較安頓
[00:18:48.120 --> 00:18:50.120]  有時候我們會
[00:18:50.120 --> 00:18:53.120]  好像不太承認自己有某些情緒
[00:18:53.120 --> 00:18:54.120]  其實你承認了它
[00:18:54.120 --> 00:18:57.120]  你才能夠擁抱它
[00:18:57.120 --> 00:19:00.120]  或者叫做給自己有這些情緒
[00:19:00.120 --> 00:19:02.120]  給予許可
[00:19:02.120 --> 00:19:04.120]  然後接納
[00:19:04.120 --> 00:19:06.120]  然後找一個安全的環境
[00:19:06.120 --> 00:19:09.120]  或者對象可以去分享
[00:19:09.120 --> 00:19:12.120]  我希望我們在疫情下
[00:19:12.120 --> 00:19:14.120]  都有很多不同的情緒
[00:19:14.120 --> 00:19:15.120]  大家記住
[00:19:15.120 --> 00:19:16.120]  面對情緒
[00:19:16.120 --> 00:19:21.120]  我們應該有正面的態度
[00:19:21.120 --> 00:19:23.120]  我想說幾個
[00:19:23.120 --> 00:19:25.120]  我見到這段時間
[00:19:25.120 --> 00:19:26.120]  在疫情下
[00:19:26.120 --> 00:19:28.120]  很多人都會有這些情緒
[00:19:28.120 --> 00:19:29.120]  包括憂慮
[00:19:29.120 --> 00:19:31.120]  今天會說多一點憂慮
[00:19:31.120 --> 00:19:33.120]  有一種很無助
[00:19:33.120 --> 00:19:38.120]  好像沒想過病菌
[00:19:38.120 --> 00:19:40.120]  真的好像瘟疫一樣
[00:19:40.120 --> 00:19:42.120]  散播得這麼快
[00:19:42.120 --> 00:19:45.120]  它都很隱藏
[00:19:45.120 --> 00:19:48.120]  沒有病徵下都會傳染
[00:19:48.120 --> 00:19:50.120]  有時候我們都覺得很無助
[00:19:50.120 --> 00:19:51.120]  不知道怎麼辦
[00:19:51.120 --> 00:19:55.120]  如果你獨居又不能外出
[00:19:55.120 --> 00:19:58.120]  其實你很多時候都會有孤單
[00:19:58.120 --> 00:20:01.120]  在香港的電視
[00:20:01.120 --> 00:20:03.120]  其實都有做一些特輯
[00:20:03.120 --> 00:20:05.120]  說在疫情下的人
[00:20:05.120 --> 00:20:07.120]  譬如沒有工作
[00:20:07.120 --> 00:20:10.120]  只有一個人
[00:20:10.120 --> 00:20:15.120]  在家裡上網看電視
[00:20:15.120 --> 00:20:18.120]  可以整個星期都沒有外出
[00:20:18.120 --> 00:20:21.120]  其實整天這樣抑鬱自己
[00:20:21.120 --> 00:20:25.120]  都會抑鬱到孤單寂寞
[00:20:25.120 --> 00:20:27.120]  很大的困難
[00:20:27.120 --> 00:20:29.120]  還有沉悶
[00:20:29.120 --> 00:20:31.120]  很無聊
[00:20:31.120 --> 00:20:33.120]  做家長就很頭痛
[00:20:33.120 --> 00:20:36.120]  因為小朋友不用上學
[00:20:36.120 --> 00:20:39.120]  好像今天剛剛宣佈
[00:20:39.120 --> 00:20:41.120]  6月8日可以復課
[00:20:41.120 --> 00:20:43.120]  我們都很開心
[00:20:43.120 --> 00:20:46.120]  都會面對沉悶
[00:20:46.120 --> 00:20:49.120]  所以在這個情況下
[00:20:49.120 --> 00:20:51.120]  我們都有很多情緒
[00:20:51.120 --> 00:20:53.120]  我們怎樣去面對這些情緒呢
[00:20:53.120 --> 00:20:57.120]  有情緒其實我們需要去調適
[00:20:57.120 --> 00:21:01.120]  我想建議一個叫做
[00:21:01.120 --> 00:21:05.120]  Process Model of Emotion Regulation
[00:21:05.120 --> 00:21:09.120]  情緒調適過程的模式
[00:21:09.120 --> 00:21:12.120]  即是我們調適情緒
[00:21:12.120 --> 00:21:15.120]  可以分開一個過程
[00:21:15.120 --> 00:21:19.120]  首先是處境
[00:21:19.120 --> 00:21:23.120]  譬如疫情就說
[00:21:23.120 --> 00:21:24.120]  不要外出
[00:21:24.120 --> 00:21:27.120]  因為很容易被傳染
[00:21:27.120 --> 00:21:29.120]  第二是Attention
[00:21:29.120 --> 00:21:32.120]  即是你會將你的心思意念
[00:21:32.120 --> 00:21:34.120]  關注放在哪裡
[00:21:34.120 --> 00:21:38.120]  我都聽到太太向我投訴
[00:21:38.120 --> 00:21:40.120]  她老公很緊張
[00:21:40.120 --> 00:21:43.120]  半小時檢查一次新聞
[00:21:43.120 --> 00:21:45.120]  看看確診多少
[00:21:45.120 --> 00:21:48.120]  令她越看越焦慮
[00:21:48.120 --> 00:21:51.120]  看著確診數字高高低低
[00:21:51.120 --> 00:21:54.120]  自己的情緒都受到高高低低
[00:21:54.120 --> 00:21:57.120]  第三就是
[00:21:57.120 --> 00:22:00.120]  面對這些情緒
[00:22:00.120 --> 00:22:02.120]  令我們困擾的處境
[00:22:02.120 --> 00:22:04.120]  我們如何去理解呢
[00:22:04.120 --> 00:22:06.120]  Appraisal
[00:22:06.120 --> 00:22:09.120]  作為基督徒
[00:22:09.120 --> 00:22:11.120]  在這方面有更多貢獻
[00:22:11.120 --> 00:22:14.120]  我們用神的角度去看
[00:22:14.120 --> 00:22:16.120]  一些困難逆境
[00:22:16.120 --> 00:22:19.120]  幫助我們能夠豁然開朗
[00:22:19.120 --> 00:22:22.120]  最後就是當我們有情緒的時候
[00:22:22.120 --> 00:22:24.120]  這裡有個字很有趣
[00:22:24.120 --> 00:22:27.120]  就是Suppression
[00:22:27.120 --> 00:22:30.120]  有時候我們都將情緒發出來
[00:22:30.120 --> 00:22:32.120]  有時候會影響到其他人
[00:22:32.120 --> 00:22:36.120]  有時候我們都要學和自己的情緒共存
[00:22:36.120 --> 00:22:38.120]  要擁抱它
[00:22:38.120 --> 00:22:40.120]  能夠多點活在當下
[00:22:40.120 --> 00:22:43.120]  我將這四個過程
[00:22:43.120 --> 00:22:46.120]  試試放在現在的疫情下
[00:22:46.120 --> 00:22:49.120]  處境方面
