
[00:00:00.000 --> 00:00:04.000]  
[00:00:04.000 --> 00:00:10.000]  歡迎大家今晚來到中國神學研究院信仰及公共價值研究中心
[00:04:51.200 --> 00:04:55.120]  去研究、去看秘魯這個課題
[00:04:55.120 --> 00:04:58.320]  從歷史的角度、從考古的角度
[00:04:58.320 --> 00:05:02.880]  文學、心理學、創傷的理論(traumatic theory)
[00:05:02.880 --> 00:05:06.240]  甚至是難民的研究(refugee studies)
[00:05:06.240 --> 00:05:09.120]  去研究什麼是秘魯
[00:05:09.120 --> 00:05:10.880]  在他們很多的研究當中
[00:05:10.880 --> 00:05:15.840]  經常出現用一個字去形容一個所謂的秘魯的狀態
[00:05:15.840 --> 00:05:18.480]  這個字就是displacement
[00:05:18.480 --> 00:05:21.840]  我們將這個字翻譯成為流離
[00:05:21.840 --> 00:05:23.760]  displacement
[00:05:23.760 --> 00:05:28.480]  displacement這個字隱藏在中間的就是place
[00:05:28.480 --> 00:05:31.840]  地方這個字
[00:05:31.840 --> 00:05:34.560]  什麼是秘魯、什麼是流離
[00:05:34.560 --> 00:05:39.280]  就是離開你所處的地方
[00:05:39.280 --> 00:05:43.600]  地方可以說是人存在的先決條件
[00:05:43.600 --> 00:05:45.120]  人之所以為人
[00:05:45.120 --> 00:05:50.720]  人之存在必然存在在一個地方當中
[00:05:50.720 --> 00:05:53.120]  Edward Cayce曾經這樣說過
[00:05:53.120 --> 00:05:57.760]  他說:To exist at all is to have a place
[00:05:57.760 --> 00:06:02.560]  存在必然存活在某一個地方當中
[00:06:02.560 --> 00:06:06.160]  流離所標誌著的、秘魯所標誌著的
[00:06:06.160 --> 00:06:10.960]  就是離開你原本的place
[00:06:10.960 --> 00:06:12.800]  那個地方
[00:06:12.800 --> 00:06:14.480]  什麼是place呢?
[00:06:14.480 --> 00:06:16.560]  place所說的什麼是地方呢?
[00:06:16.560 --> 00:06:21.680]  地方所說的就是人和他周圍的環境的一個互動
[00:06:21.680 --> 00:06:23.920]  而產生的一個結果
[00:06:23.920 --> 00:06:27.760]  既然是由人和環境的互動而產生的
[00:06:27.760 --> 00:06:34.400]  所以這個place必然盛載著歷史、價值和文化
[00:06:34.400 --> 00:06:37.520]  也因為這是由互動而產生的
[00:06:37.520 --> 00:06:41.920]  所以這個place也是一個集體性、群體性
[00:06:41.920 --> 00:06:44.560]  而不是個人性的元素
[00:06:44.560 --> 00:06:46.400]  所以從這個角度來說
[00:06:46.400 --> 00:06:51.200]  place、地方和我們通常所說的space、空間
[00:06:51.200 --> 00:06:54.240]  是有很明顯的分別
[00:06:54.240 --> 00:07:02.240]  流離不一定涉及空間的轉移
[00:07:02.240 --> 00:07:05.040]  但是displacement流離
[00:07:05.040 --> 00:07:11.600]  必然是經驗到社會、文化、歷史、價值的轉移
[00:07:11.600 --> 00:07:16.960]  公元前597年成為了以色列人流離的標記
[00:07:16.960 --> 00:07:21.440]  秘魯就是人被迫遷離他所處的地方
[00:07:21.440 --> 00:07:26.240]  和他們的歷史、文化、價值分割開來
[00:07:26.240 --> 00:07:28.160]  以色列人的秘魯同樣地
[00:07:28.160 --> 00:07:32.240]  將他們和他們傳統的價值、傳統的信仰
[00:07:32.240 --> 00:07:34.880]  將他們分割開來
[00:07:34.880 --> 00:07:40.800]  因此displacement對以色列人所產生的效果
[00:07:40.800 --> 00:07:42.400]  或者所產生的影響
[00:07:42.400 --> 00:07:45.280]  是絕對大到我們目前來說
[00:07:45.280 --> 00:07:48.880]  不是那麼容易能夠想像得到
[00:07:48.880 --> 00:07:50.800]  但對於先知以西傑來說
[00:07:50.800 --> 00:07:54.320]  他經歷的是再一層的displacement
[00:07:54.320 --> 00:07:56.880]  再一層的流離
[00:07:56.880 --> 00:08:00.480]  因為他身為祭司之家的人
[00:08:00.480 --> 00:08:04.400]  他一生人所受的訓練、所受的培育
[00:08:04.400 --> 00:08:10.000]  就是要為了有一天他能夠進聖所去服侍神
[00:08:10.000 --> 00:08:15.600]  但是當公元前597年他被擄到巴比倫之後
[00:08:15.600 --> 00:08:18.960]  以西傑書第一章第一次說他三十年
[00:08:18.960 --> 00:08:21.280]  當他已經達到三十歲
[00:08:21.280 --> 00:08:23.680]  已經應該按照以色列人的傳統
[00:08:23.680 --> 00:08:26.320]  是要進入聖所服侍的時候
[00:08:26.320 --> 00:08:29.760]  他仍然留在巴比倫
[00:08:29.760 --> 00:08:31.920]  他和他身份的割離
[00:08:31.920 --> 00:08:35.520]  可以說是另一層的displacement
[00:08:35.520 --> 00:08:37.360]  如果從這個角度來看的時候
[00:08:37.360 --> 00:08:40.160]  我們現在香港所處的經歷
[00:08:40.160 --> 00:08:42.000]  可以用displacement
[00:08:42.000 --> 00:08:45.680]  可以用流離這個角度去形容
[00:08:45.680 --> 00:08:48.640]  但是我們所處的displacement
[00:08:48.640 --> 00:08:52.800]  和以色列人所處的一個最大不相同的地方就是
[00:08:52.800 --> 00:08:58.240]  他們確實牽涉到一個空間地圖的轉移
[00:08:58.240 --> 00:09:03.520]  但是我們所面對的不是有空間地圖的轉移
[00:09:03.520 --> 00:09:05.760]  曾經有學者他這樣說過
[00:09:05.760 --> 00:09:08.880]  他說displacement within their own emplacement
[00:09:08.880 --> 00:09:13.920]  captures vividly the challenge that will now face humankind
[00:09:13.920 --> 00:09:17.120]  現今的人所面對的一個挑戰
[00:09:17.120 --> 00:09:23.520]  原來就是在自己所處的地方產生流離
[00:09:23.520 --> 00:09:30.320]  而我們香港所面對的正正就是一個這樣的現象
[00:09:30.320 --> 00:09:37.600]  不過以色列書所記載的不單止是以色列人的流離
[00:09:37.600 --> 00:09:43.520]  以色列書所記載的也不單止是以西傑這個先知的流離
[00:09:43.520 --> 00:09:49.920]  以基傑書所記載的還有上主自己的流離
[00:09:49.920 --> 00:09:51.920]  在近東文化當中
[00:09:51.920 --> 00:09:58.880]  經常提及到神像或者神奇神明被擄一件這樣的事情
[00:09:58.880 --> 00:10:00.880]  如果大家熟悉舊約聖經的時候
[00:10:00.880 --> 00:10:02.080]  或者你也有印象
[00:10:02.080 --> 00:10:05.920]  舊約聖經也曾經提及到這樣的事件
[00:10:05.920 --> 00:10:09.600]  譬如以塞爾蘇46章1至2節就這樣說
[00:10:09.600 --> 00:10:14.160]  比勒叩拜尼泊爾屈膝巴比倫的偶像
[00:10:14.160 --> 00:10:16.880]  陀在走獸和牲畜的背上
[00:10:16.880 --> 00:10:21.520]  他們所抬的成為了重陀使牲畜疲乏
[00:10:21.520 --> 00:10:23.840]  這些神明一同屈膝叩拜
[00:10:23.840 --> 00:10:28.720]  不能夠救自己反而被人擄去
[00:10:28.720 --> 00:10:33.760]  另一段經文可以參考的是耶利米書第48章第7節
[00:10:33.760 --> 00:10:34.960]  經文這樣說
[00:10:34.960 --> 00:10:40.560]  你因為依靠自己所做的和自己所的財寶必被供取
[00:10:40.560 --> 00:10:42.560]  基末就是摩訶的神明
[00:10:42.560 --> 00:10:47.760]  和屬於祭司官長也要一同被擄去
[00:10:47.760 --> 00:10:54.160]  很明顯經文提及到外邦的神明被擄去的事實
[00:10:54.160 --> 00:10:56.160]  在近東文化當中
[00:10:56.160 --> 00:11:03.360]  戰勝的國家往往將戰敗國家的神明神像擄到自己的地方
[00:11:03.360 --> 00:11:09.120]  表明戰敗國的神明是沒有能力保護他的信眾
[00:11:09.120 --> 00:11:10.480]  從這個角度
[00:11:10.480 --> 00:11:13.920]  或者我們如果容易理解的
[00:11:13.920 --> 00:11:15.600]  可能對我們熟悉的就是
[00:11:15.600 --> 00:11:19.120]  在薩姆爾記上第五章所記載的
[00:11:19.120 --> 00:11:22.480]  菲利士人和以色列人打仗的時候
[00:11:22.480 --> 00:11:27.280]  菲利士人將以色列人的藥櫃擄走
[00:11:27.280 --> 00:11:30.000]  放在自己大櫃的神廟當中
[00:11:30.000 --> 00:11:32.160]  事後的事情大家都熟悉了
[00:11:32.160 --> 00:11:34.160]  為什麼要將藥櫃擄去
[00:11:34.160 --> 00:11:35.840]  為什麼要將神明擄去
[00:11:35.840 --> 00:11:40.160]  就是標誌著戰勝國的神明的能力
[00:11:40.160 --> 00:11:44.640]  是遠遠勝過戰敗國神明的能力
[00:11:44.640 --> 00:11:49.360]  以色列書提及到上主的流離
[00:11:49.360 --> 00:11:52.960]  可不可以稱之為上主的被擄呢?
[00:11:52.960 --> 00:11:55.360]  以色列書在第一章至第三章
[00:11:55.360 --> 00:11:58.800]  清楚記載以色列在加巴魯河邊
[00:11:58.800 --> 00:12:02.400]  已經見到神的榮耀和眾議長
[00:12:02.400 --> 00:12:04.240]  所以在以色列書一至三章
[00:12:04.240 --> 00:12:06.480]  已經開始描述到
[00:12:06.480 --> 00:12:09.840]  上主耶和華的流離
[00:12:09.840 --> 00:12:16.080]  由祂所屬的地方遷移被迫致遠
[00:12:16.080 --> 00:12:20.400]  去到加巴魯河邊巴比倫人的地方
[00:12:20.400 --> 00:12:22.000]  以色列書最特別的地方
[00:12:22.000 --> 00:12:23.760]  就是它用很詳細的方式
[00:12:23.760 --> 00:12:29.200]  去描述上主離開的過程
[00:12:29.200 --> 00:12:32.320]  這個過程在以色列書第八至十一章
[00:12:32.320 --> 00:12:36.320]  清楚亦逐步展示出來
[00:12:36.320 --> 00:12:38.000]  以色列書八至十一章
[00:12:38.000 --> 00:12:41.200]  其實是描述到在異象中
[00:12:41.200 --> 00:12:44.960]  先知以色列被帶回耶路撒冷的聖所中
[00:12:44.960 --> 00:12:49.040]  目睹一場又一場敬拜偶像的事情
[00:12:49.040 --> 00:12:53.440]  亦目睹神如何去刑罰耶路撒冷這個城
[00:12:53.440 --> 00:12:56.800]  但穿插在這四章的經文當中
[00:12:56.800 --> 00:13:00.480]  有不少經文逐步逐步帶出
[00:13:00.480 --> 00:13:03.760]  耶和華神離開的景象
[00:13:03.760 --> 00:13:07.280]  大家所見到的圖畫是聖殿的圖畫
[00:13:07.280 --> 00:13:11.760]  門廊祭壇內院外院東門北門
[00:13:11.760 --> 00:13:15.840]  啡色的地方就是聖所
[00:13:15.840 --> 00:13:21.040]  經文所描述的就是神榮耀的離開
[00:13:21.040 --> 00:13:23.040]  在經文十章第三節說
[00:13:23.040 --> 00:13:25.280]  基路伯站在殿的南邊
[00:13:25.280 --> 00:13:28.240]  雲彩充滿了內院
[00:13:28.240 --> 00:13:30.800]  基路伯在殿的南邊
[00:13:30.800 --> 00:13:32.400]  就是下面X的位置
[00:13:32.400 --> 00:13:34.080]  十章三節的位置
[00:13:34.080 --> 00:13:40.080]  這個基路伯不是指雕刻出來的像
[00:13:40.080 --> 00:13:42.960]  而是活物的基路伯
[00:13:42.960 --> 00:13:46.640]  然後十章四節描述耶和華的榮耀
[00:13:46.640 --> 00:13:50.720]  從基路伯那裡上升到殿的入口處
[00:13:50.720 --> 00:13:55.200]  這裡所提的基路伯不是剛才那隻活物的基路伯
[00:13:55.200 --> 00:13:58.400]  而是施恩座上面的基路伯
[00:13:58.400 --> 00:13:59.760]  大家明白了吧
[00:13:59.760 --> 00:14:02.000]  所以經文所描述的就是
[00:14:02.000 --> 00:14:08.560]  由施恩座神的榮耀離開到殿的門口
[00:14:08.560 --> 00:14:11.440]  當時殿內充滿了雲彩
[00:14:11.440 --> 00:14:17.440]  而院子也充滿了耶和華榮耀的光輝
[00:14:17.440 --> 00:14:21.280]  接下來十章第十八節
[00:14:21.280 --> 00:14:23.760]  耶和華的榮耀離開殿的入口處
[00:14:23.760 --> 00:14:25.600]  停在基路伯之上
[00:14:25.600 --> 00:14:31.520]  那麼這隻是哪隻基路伯呢?
[00:14:31.520 --> 00:14:34.400]  應該不會回頭走回頭路
[00:14:34.400 --> 00:14:39.840]  祂其實是下到下面那隻活物的基路伯那裡
[00:14:39.840 --> 00:14:42.640]  所以你看到經文逐漸描述神
[00:14:42.640 --> 00:14:46.960]  如何由祂致勝所的地方來到殿的門口
[00:14:46.960 --> 00:14:48.320]  再離開殿的門口
[00:14:48.320 --> 00:14:51.760]  下到南面那隻活物的基路伯那裡
[00:14:51.760 --> 00:14:54.640]  然後第十章十九節
[00:14:54.640 --> 00:14:56.240]  基路伯展開翅膀
[00:14:56.240 --> 00:14:57.600]  在我眼前離地上升
[00:14:57.600 --> 00:14:58.400]  去到哪裡呢?
[00:14:58.400 --> 00:15:00.960]  停在耶和華殿的東門口
[00:15:00.960 --> 00:15:06.240]  在他們上面有以色列神的榮耀
[00:15:06.240 --> 00:15:08.480]  基路伯或神的榮耀
[00:15:08.480 --> 00:15:11.520]  進一步由殿的南邊
[00:15:11.520 --> 00:15:16.000]  去到殿的東門口
[00:15:16.000 --> 00:15:19.440]  然後去到第十一章的第二十三節
[00:15:19.440 --> 00:15:22.000]  耶和華的榮耀從城中上升
[00:15:22.000 --> 00:15:24.960]  停在城東那座山上
[00:15:24.960 --> 00:15:27.600]  榮耀進一步離開
[00:15:27.600 --> 00:15:32.000]  去到東邊那座山上
[00:15:32.000 --> 00:15:35.840]  以西傑罕有地很詳細地記述
[00:15:35.840 --> 00:15:39.520]  神榮耀離開祂的聖所
[00:15:39.520 --> 00:15:41.600]  祂的居所
[00:15:41.600 --> 00:15:43.920]  然後以西傑第一至第三章
[00:15:43.920 --> 00:15:46.400]  預先告訴大家
[00:15:46.400 --> 00:15:52.000]  神的榮耀在巴比倫加巴魯河出現
[00:15:52.000 --> 00:15:54.400]  以西傑的經文清楚記載著
[00:15:54.400 --> 00:15:58.160]  神確實流離
[00:15:58.160 --> 00:16:00.960]  祂離開自己的地方
[00:16:00.960 --> 00:16:04.080]  去到外面的地方
[00:16:04.080 --> 00:16:05.920]  結局是什麼呢?
[00:16:05.920 --> 00:16:10.080]  結局在以西傑書四十至四十八章
[00:16:10.080 --> 00:16:14.720]  描述神的榮耀回歸聖所當中
[00:16:14.720 --> 00:16:16.800]  以西傑書四十三章一至二節
[00:16:16.800 --> 00:16:19.680]  四十四章一至二節分別這樣說
[00:16:19.680 --> 00:16:22.880]  「之後那位天使帶領我(以西傑)
[00:16:22.880 --> 00:16:25.120]  到一座門(朝東的門)
[00:16:25.120 --> 00:16:28.800]  看,以西傑神的榮光從東而來
[00:16:28.800 --> 00:16:31.440]  祂的聲音好像中水的響聲
[00:16:31.440 --> 00:16:34.320]  地因為祂的榮耀發光」
[00:16:34.320 --> 00:16:37.680]  那個從東而離開的神的榮耀
[00:16:37.680 --> 00:16:40.560]  到了以西傑書結束的時候
[00:16:40.560 --> 00:16:45.040]  說祂由東面回歸到聖殿之中
[00:16:45.040 --> 00:16:46.800]  Homecoming
[00:16:46.800 --> 00:16:49.360]  祂回家了
[00:16:49.360 --> 00:16:50.560]  神的榮耀
[00:16:50.560 --> 00:16:56.240]  神自己確實經過流離這個階段
[00:16:56.240 --> 00:16:58.800]  但祂最終回家了
[00:16:58.800 --> 00:17:00.560]  四十四章一至二節這樣說
[00:17:00.560 --> 00:17:03.200]  「祂又帶我來到聖所朝東的外門
[00:17:03.200 --> 00:17:04.560]  那門關閉了
[00:17:04.560 --> 00:17:06.480]  又說跟我說這門必須關閉
[00:17:06.480 --> 00:17:08.000]  不可以打開
[00:17:08.000 --> 00:17:09.840]  誰都不能從其中進入
[00:17:09.840 --> 00:17:12.480]  因為耶和華以色列神已經從其中進入
[00:17:12.480 --> 00:17:14.720]  所以必須關閉」
[00:17:14.720 --> 00:17:17.840]  四十四章一至二節的經文說得很清楚
[00:17:17.840 --> 00:17:21.440]  這個曾經離開聖所的神
[00:17:21.440 --> 00:17:24.160]  祂的榮耀回歸之後
[00:17:24.160 --> 00:17:26.000]  這扇門要關閉
[00:17:26.000 --> 00:17:27.440]  標誌著這個神
[00:17:27.440 --> 00:17:31.520]  祂決定不再離開
[00:17:31.520 --> 00:17:34.480]  祂at home
[00:17:34.480 --> 00:17:37.280]  祂歸家了
[00:17:37.280 --> 00:17:39.920]  我在這裡想跟大家說
[00:17:39.920 --> 00:17:43.760]  當以西傑書描述到以色列人的流離的時候
[00:17:43.760 --> 00:17:46.640]  他不是單說以色列人的流離
[00:17:46.640 --> 00:17:51.280]  他也說這個神也流離
[00:17:51.280 --> 00:17:53.280]  這個神流離到哪裡?
[00:17:53.280 --> 00:18:00.480]  這個神流離到以色列人所流離的地方
[00:18:00.480 --> 00:18:05.440]  這幅圖畫是否也有一點相似
[00:18:05.440 --> 00:18:09.040]  跟我們某些基督教的信仰相近呢?
[00:18:09.040 --> 00:18:11.040]  我們稍後可能會再提一提
[00:18:11.040 --> 00:18:18.240]  李耀錕博士會有更詳細的解說
[00:18:18.240 --> 00:18:21.680]  神的流離跟以色列人的流離
[00:18:21.680 --> 00:18:24.560]  最大不相同的地方
[00:18:24.560 --> 00:18:29.760]  在於以西傑如何處理神的流離
[00:18:29.760 --> 00:18:30.800]  正如剛才所說
[00:18:30.800 --> 00:18:31.840]  在景東文化當中
[00:18:31.840 --> 00:18:36.720]  神像是因為戰敗而被擄去
[00:18:36.720 --> 00:18:40.320]  但是以西傑在8-21章當中清楚說出
[00:18:40.320 --> 00:18:44.240]  這個神的離去並不是因為戰敗
[00:18:44.240 --> 00:18:47.360]  而是因為以色列人犯罪的緣故
[00:18:47.360 --> 00:18:52.560]  這個神自願離開祂所住的地方
[00:18:52.560 --> 00:18:57.520]  容讓這個地方被外人侵佔毀滅
[00:18:57.520 --> 00:18:58.960]  但這個神離開的時候
[00:18:58.960 --> 00:19:00.800]  祂不是哪裡也不去
[00:19:00.800 --> 00:19:07.120]  而是祂甘願與那些流離的人一同流離
[00:19:07.120 --> 00:19:10.080]  但是上主的流離是否就是故事的結束呢?
[00:19:10.080 --> 00:19:11.360]  不是
[00:19:11.360 --> 00:19:16.800]  上主如何回應祂自己甘願的流離
[00:19:16.800 --> 00:19:18.880]  而祂自己的回應
[00:19:18.880 --> 00:19:20.880]  又如何幫助以色列人
[00:19:20.880 --> 00:19:26.480]  幫助以西傑回應他們所處的流離呢?
[00:19:26.480 --> 00:19:31.200]  接下來我們說上主的安身
[00:19:31.200 --> 00:19:36.560]  雖然耶和華說祂的流離是出於自願
[00:19:36.560 --> 00:19:42.240]  但祂畢竟與祂自己原先的地方有割裂
[00:19:42.240 --> 00:19:45.760]  祂如何處理面對這個割裂
[00:19:45.760 --> 00:19:50.320]  又如何處理面對自己的流離呢?
[00:19:50.320 --> 00:19:52.080]  我們參考經文
[00:19:52.080 --> 00:19:57.360]  以西傑書第十一章十四至二十一節的內容
[00:19:57.360 --> 00:20:03.120]  這段經文是一個爭議辯論的討論
[00:20:03.120 --> 00:20:05.120]  詳情我們不會在這裡說
[00:20:05.120 --> 00:20:10.400]  我們只會抽取其中幾節的經文作為討論的重點
[00:20:10.400 --> 00:20:12.720]  十四至十六節
[00:20:12.720 --> 00:20:15.760]  耶和華的話臨到我說人只是耶路撒冷的居民
[00:20:15.760 --> 00:20:17.440]  你記得是耶路撒冷的人
[00:20:17.440 --> 00:20:22.560]  那些仍然留在耶路撒冷的那群未被擄的人
[00:20:22.560 --> 00:20:25.600]  他們對那群流離的人說
[00:20:25.600 --> 00:20:29.120]  對你的兄弟、你的本家、你的親屬、以色列全家的人說
[00:20:29.120 --> 00:20:30.400]  你們遠離耶和華
[00:20:30.400 --> 00:20:31.520]  你們流離了
[00:20:31.520 --> 00:20:33.200]  你們離開了耶和華
[00:20:33.200 --> 00:20:35.920]  這塊地是屬於我們
[00:20:35.920 --> 00:20:38.640]  但神的回應是這樣
[00:20:38.640 --> 00:20:42.880]  神回應那群仍然留在以色列的人對他們說
[00:20:42.880 --> 00:20:44.320]  主也說如此算
[00:20:44.320 --> 00:20:48.800]  我雖然將以色列全家遠遠流放到列國當中
[00:20:48.800 --> 00:20:50.720]  使他們分散在列邦
[00:20:50.720 --> 00:20:56.640]  我卻要在他們所到的列邦暫作他們的聖所
[00:20:56.640 --> 00:20:58.240]  最重要的句子就是
[00:20:58.240 --> 00:21:04.000]  我要在他們所到的列邦暫作他們的聖所
[00:21:04.000 --> 00:21:08.320]  上主如何回應流離呢?
[00:21:08.320 --> 00:21:13.200]  他在流離的地方要定居下來
[00:21:13.200 --> 00:21:15.680]  成為以色列人
[00:21:15.680 --> 00:21:19.760]  成為流離者的聖所
[00:21:19.760 --> 00:21:26.480]  「暫時」這個字在原文聖經當中通常解作「少」
[00:21:26.480 --> 00:21:27.840]  可以解作程度的「少」
[00:21:27.840 --> 00:21:29.680]  可以解作量的「少」
[00:21:29.680 --> 00:21:31.440]  如果將它應用在時間上
[00:21:31.440 --> 00:21:32.880]  就變為「暫時」
[00:21:32.880 --> 00:21:34.480]  一段很短的時間
[00:21:34.480 --> 00:21:36.560]  但我想更加合理的翻譯
[00:21:36.560 --> 00:21:39.200]  就是從一個程度的角度去理解
[00:21:39.200 --> 00:21:40.560]  意思就是說
[00:21:40.560 --> 00:21:44.560]  神應許我要在他們所到的列邦當中
[00:21:44.560 --> 00:21:49.040]  作他們「細小」的聖所
[00:21:49.040 --> 00:21:50.800]  為何是「細小」呢?
[00:21:50.800 --> 00:21:56.560]  因為他仍然不是在歸家的狀態當中
[00:21:56.560 --> 00:21:59.120]  但他仍然是聖所
[00:21:59.120 --> 00:22:03.520]  他仍然與以色列人同在
[00:22:03.520 --> 00:22:06.400]  耶和華的「轉流離」
[00:22:06.400 --> 00:22:08.800]  令耶和華要作出的回應就是
[00:22:08.800 --> 00:22:14.000]  在流離的地方成為以色列人的聖所
[00:22:14.000 --> 00:22:17.520]  成為以色列人的祝福
[00:22:17.520 --> 00:22:22.480]  神成為聖所在人當中
[00:22:22.480 --> 00:22:25.440]  大家覺得像什麼呢?
[00:22:25.440 --> 00:22:30.800]  與新約邊的說法幾乎是一樣
