
[00:00:00.000 --> 00:00:02.920]   (soft piano music)
[00:03:26.320 --> 00:03:28.320]   but it's good to see you again.
[00:03:28.320 --> 00:03:30.640]   Let me just get to my right page on the notes.
[00:03:30.640 --> 00:03:31.480]   There we are.
[00:03:31.480 --> 00:03:38.600]   So yes, our title this time is Where Will It All End?
[00:03:38.600 --> 00:03:41.440]   We've seen, haven't we, in these previous three lectures
[00:03:41.440 --> 00:03:44.520]   how the Old Testament shapes the identity
[00:03:44.520 --> 00:03:48.040]   and the mission and the ethic of God's people.
[00:03:48.040 --> 00:03:51.440]   Those of us who are in Christ, as Paul says in Galatians,
[00:03:51.440 --> 00:03:52.960]   are in Abraham.
[00:03:52.960 --> 00:03:56.840]   We are part of that people, believing Jews and Gentiles,
[00:03:56.840 --> 00:04:00.560]   and we are shaped together by the scriptures as a whole,
[00:04:00.560 --> 00:04:02.720]   the scriptures of our Lord Jesus Christ, of course,
[00:04:02.720 --> 00:04:04.920]   what we now call the Old Testament.
[00:04:04.920 --> 00:04:07.760]   So the Old Testament then, topped by the New,
[00:04:07.760 --> 00:04:11.360]   tells us who we are, why we are here,
[00:04:11.360 --> 00:04:13.000]   and how we are to live.
[00:04:13.000 --> 00:04:14.320]   That's what we've been thinking about
[00:04:14.320 --> 00:04:15.560]   over the three lectures.
[00:04:15.560 --> 00:04:17.800]   But what's the point?
[00:04:17.800 --> 00:04:19.360]   Where is it all going to end?
[00:04:19.360 --> 00:04:21.400]   Where does this story go?
[00:04:21.400 --> 00:04:26.640]   All human religions and philosophies and ideologies
[00:04:26.640 --> 00:04:30.440]   express some elements of narrative or story
[00:04:30.440 --> 00:04:32.600]   to explain how things are
[00:04:32.600 --> 00:04:35.040]   and how they got to be the way they are
[00:04:35.040 --> 00:04:38.200]   and how we could make them better if we want to.
[00:04:38.200 --> 00:04:41.000]   And the Bible, as a canonical whole,
[00:04:41.000 --> 00:04:43.240]   the whole scripture that we have,
[00:04:43.240 --> 00:04:45.920]   is also, in that sense, a narrative,
[00:04:45.920 --> 00:04:47.680]   indeed, a metanarrative.
[00:04:47.680 --> 00:04:52.280]   It tells the big story that runs from creation,
[00:04:52.280 --> 00:04:55.800]   right through to new creation, from Genesis to Revelation.
[00:04:55.800 --> 00:04:59.160]   But it's not just a story.
[00:04:59.160 --> 00:05:01.200]   It claims to be the story,
[00:05:01.200 --> 00:05:04.720]   the true story of the whole universe.
[00:05:04.720 --> 00:05:07.120]   Now, in other places and in some of my books,
[00:05:07.120 --> 00:05:10.360]   I've tried to pick up an idea that I first got from,
[00:05:10.360 --> 00:05:11.680]   well, originally from Tom Wright
[00:05:11.680 --> 00:05:14.760]   and then from Michael Goheen and Craig Bartholomew,
[00:05:14.760 --> 00:05:18.680]   who talk about the Bible as rather like a great drama,
[00:05:18.680 --> 00:05:23.600]   that is, a great cosmic play that has taken several acts.
[00:05:23.600 --> 00:05:26.040]   You know how dramas have different acts,
[00:05:26.040 --> 00:05:28.760]   in which God is the author and, of course,
[00:05:28.760 --> 00:05:30.160]   the chief character,
[00:05:30.160 --> 00:05:32.560]   but there's a cast of thousands as well.
[00:05:32.560 --> 00:05:35.240]   And one way in which I've tried to portray this
[00:05:35.240 --> 00:05:37.680]   is in a kind of diagram,
[00:05:37.680 --> 00:05:39.840]   which I've put into one of my other books
[00:05:39.840 --> 00:05:42.840]   called "The Great Story and the Great Commission,"
[00:05:42.840 --> 00:05:44.400]   which is published by Baker,
[00:05:44.400 --> 00:05:46.120]   like this, with sort of symbols
[00:05:46.120 --> 00:05:48.680]   that express the different acts of the Bible.
[00:05:48.680 --> 00:05:50.760]   So here it is as a drama in seven acts.
[00:05:50.760 --> 00:05:52.480]   I'll try to go through this fairly quickly,
[00:05:52.480 --> 00:05:53.560]   watching my time,
[00:05:53.560 --> 00:05:56.400]   'cause I'm very aware that there are two of us this evening.
[00:05:56.400 --> 00:05:59.920]   Act one of the Bible story, of course, is the creation.
[00:05:59.920 --> 00:06:02.960]   In the beginning, God created the heavens and the earth,
[00:06:02.960 --> 00:06:05.320]   and I've put this as a triangle because there is God.
[00:06:05.320 --> 00:06:07.640]   He created the earth and he put human beings in it.
[00:06:07.640 --> 00:06:09.960]   Act one, all a good start.
[00:06:09.960 --> 00:06:12.200]   But then, of course, we know that everything went wrong
[00:06:12.200 --> 00:06:15.600]   because we chose to rebel against our creator,
[00:06:15.600 --> 00:06:19.560]   to distrust his goodness, to disobey his instructions.
[00:06:19.560 --> 00:06:22.680]   And so that symbol expresses the sense of rebellion.
[00:06:22.680 --> 00:06:26.360]   Act two of the story is where all the problems begin.
[00:06:26.360 --> 00:06:28.040]   And then act three is basically
[00:06:28.040 --> 00:06:29.840]   the rest of the Old Testament.
[00:06:29.840 --> 00:06:32.840]   It's a very long act and there's an awful lot in it.
[00:06:32.840 --> 00:06:34.680]   And it's not just a story, of course.
[00:06:34.680 --> 00:06:36.760]   It's full of other things like poetry
[00:06:36.760 --> 00:06:38.760]   and Psalms and wisdom and everything else.
[00:06:38.760 --> 00:06:43.680]   But the arrow pointing forward has this sense of movement,
[00:06:43.680 --> 00:06:45.600]   that it is going somewhere,
[00:06:45.600 --> 00:06:47.600]   because it's based on God's promise,
[00:06:47.600 --> 00:06:50.240]   the promise that he made to Abraham,
[00:06:50.240 --> 00:06:51.760]   that he would be a nation and through him,
[00:06:51.760 --> 00:06:52.880]   the nations would be blessed,
[00:06:52.880 --> 00:06:54.680]   as we've been thinking repeatedly
[00:06:54.680 --> 00:06:56.520]   through these last couple of days.
[00:06:56.520 --> 00:06:59.560]   Act three, therefore, is a story
[00:06:59.560 --> 00:07:01.960]   which ultimately leads up to act four,
[00:07:01.960 --> 00:07:05.000]   which, of course, is the coming of the Lord Jesus Christ,
[00:07:05.000 --> 00:07:07.760]   when the God of Israel keeps his promise,
[00:07:07.760 --> 00:07:10.080]   enters into human history as a human being,
[00:07:10.080 --> 00:07:13.600]   the word becomes flesh, and then lives and teaches,
[00:07:13.600 --> 00:07:15.920]   dies the atoning death on the cross,
[00:07:15.920 --> 00:07:18.920]   and rises again and returns to his father.
[00:07:18.920 --> 00:07:21.360]   So that cross symbol at the center
[00:07:21.360 --> 00:07:23.840]   is not just the crucifixion,
[00:07:23.840 --> 00:07:25.720]   but is intended to represent
[00:07:25.720 --> 00:07:27.960]   everything we have in the Gospels,
[00:07:27.960 --> 00:07:30.600]   from the conception by the Holy Spirit
[00:07:30.600 --> 00:07:33.880]   through to the ascension of the Lord Jesus Christ.
[00:07:33.880 --> 00:07:35.600]   But the Bible doesn't end there, does it?
[00:07:35.600 --> 00:07:36.440]   Of course not.
[00:07:36.440 --> 00:07:38.320]   It moves on through the book of Acts
[00:07:38.320 --> 00:07:41.640]   into the outpouring of God's spirit on his people,
[00:07:41.640 --> 00:07:43.880]   sending the people of God out in mission
[00:07:43.880 --> 00:07:45.720]   to the ends of the earth.
[00:07:45.720 --> 00:07:48.120]   We live within that era of mission,
[00:07:48.120 --> 00:07:51.400]   begun in the New Testament and continuing to this day,
[00:07:51.400 --> 00:07:55.040]   which leads to the last two great acts of the story.
[00:07:55.040 --> 00:07:57.640]   I put a tick here for the final judgment,
[00:07:57.640 --> 00:07:58.800]   might seem a wrong symbol,
[00:07:58.800 --> 00:08:01.720]   but in a sense, that is when God puts everything right.
[00:08:02.720 --> 00:08:04.600]   It's when God deals with evil,
[00:08:04.600 --> 00:08:07.840]   so evil will not have the last word, thank God.
[00:08:07.840 --> 00:08:11.240]   The judgment is actually good news in Paul's thinking,
[00:08:11.240 --> 00:08:13.120]   because it is when God rectifies
[00:08:13.120 --> 00:08:16.520]   all that went wrong in the story.
[00:08:16.520 --> 00:08:18.520]   And that then leads to the new creation,
[00:08:18.520 --> 00:08:20.120]   the new heavens and the new earth
[00:08:20.120 --> 00:08:23.360]   that we read about there in Revelation 21 and 22,
[00:08:23.360 --> 00:08:26.960]   but of course actually promised in the book of Isaiah.
[00:08:26.960 --> 00:08:29.360]   Now, that's simply trying to portray
[00:08:29.360 --> 00:08:31.880]   the whole Bible story on the back of an envelope,
[00:08:31.880 --> 00:08:34.840]   in a sense, which is where I first saw it done,
[00:08:34.840 --> 00:08:37.240]   actually with a friend of mine in the US
[00:08:37.240 --> 00:08:38.880]   with some other slightly different symbols,
[00:08:38.880 --> 00:08:40.240]   but the same idea.
[00:08:40.240 --> 00:08:42.480]   I've even done this on the back of a napkin
[00:08:42.480 --> 00:08:44.720]   in a restaurant sitting beside somebody
[00:08:44.720 --> 00:08:46.680]   and say, "What do you think the whole Bible is?"
[00:08:46.680 --> 00:08:47.960]   Well, just draw it like this,
[00:08:47.960 --> 00:08:51.160]   and here's the whole story of the Bible in one piece.
[00:08:51.160 --> 00:08:53.920]   And this helps us to see, of course,
[00:08:53.920 --> 00:08:57.560]   that we now, we are somewhere in Act 5.
[00:08:57.560 --> 00:08:59.880]   That is to say, we are in between
[00:08:59.880 --> 00:09:03.040]   the resurrection of Christ and the return of Christ.
[00:09:03.040 --> 00:09:04.160]   We are in the Bible.
[00:09:04.160 --> 00:09:05.560]   Did you know you're in the Bible?
[00:09:05.560 --> 00:09:08.560]   We are, we are actually participating in this drama.
[00:09:08.560 --> 00:09:09.920]   We are part of the story.
[00:09:09.920 --> 00:09:12.160]   This is the story we are in.
[00:09:12.160 --> 00:09:14.480]   And of course, this Act 5 is not the end.
[00:09:14.480 --> 00:09:16.160]   We know that ultimately,
[00:09:16.160 --> 00:09:19.560]   this story is leading to a glorious future,
[00:09:19.560 --> 00:09:21.320]   which gives us hope.
[00:09:21.320 --> 00:09:24.880]   That's why I use the word hope in the title of the lecture.
[00:09:24.880 --> 00:09:26.080]   Now, hope, of course,
[00:09:26.080 --> 00:09:29.360]   is one of those massive New Testament words.
[00:09:29.360 --> 00:09:31.000]   In fact, the apostle Paul puts it
[00:09:31.000 --> 00:09:33.000]   in his favorite three, doesn't he?
[00:09:33.000 --> 00:09:36.520]   "Now abide faith, hope, and love."
[00:09:36.520 --> 00:09:39.440]   But Christian hope is not just optimism.
[00:09:39.440 --> 00:09:41.280]   It doesn't just mean, oh, we like to think
[00:09:41.280 --> 00:09:43.320]   that everything's going to get better and better.
[00:09:43.320 --> 00:09:45.560]   That's the myth of modernity,
[00:09:45.560 --> 00:09:49.040]   that somehow human progress, science, and wisdom
[00:09:49.040 --> 00:09:51.400]   will eventually create a better world.
[00:09:51.400 --> 00:09:54.920]   Well, Jesus told us that things may well get worse
[00:09:54.920 --> 00:09:56.560]   as they get better.
[00:09:56.560 --> 00:09:59.200]   In other words, the wheat of the kingdom of God
[00:09:59.200 --> 00:10:02.320]   and the weeds of the evil one work together
[00:10:02.320 --> 00:10:04.320]   all the way through history.
[00:10:04.320 --> 00:10:06.280]   So Christian hope is not optimism.
[00:10:06.280 --> 00:10:09.960]   Rather, it is the certainty, the biblical certainty,
[00:10:09.960 --> 00:10:11.600]   that the future of this planet,
[00:10:11.600 --> 00:10:14.520]   indeed the future of the universe, is in God's hands,
[00:10:14.520 --> 00:10:17.840]   and God's sovereign purpose will be accomplished
[00:10:17.840 --> 00:10:20.920]   in the reconciliation of his whole creation
[00:10:20.920 --> 00:10:22.480]   and the ingathering of people
[00:10:22.480 --> 00:10:24.680]   from every tribe and nation and language,
[00:10:24.680 --> 00:10:28.560]   and that that hope has indeed already been accomplished
[00:10:28.560 --> 00:10:30.600]   in anticipation through the cross
[00:10:30.600 --> 00:10:32.800]   and resurrection of Christ, as we shall see.
[00:10:32.800 --> 00:10:35.240]   Now, what I want us to see
[00:10:35.240 --> 00:10:37.720]   is that this sense of Christian hope
[00:10:37.720 --> 00:10:40.720]   didn't just sort of drop into the apostle Paul's mind
[00:10:40.720 --> 00:10:42.240]   from nowhere.
[00:10:42.240 --> 00:10:46.280]   It actually comes very deeply rooted in his scriptures,
[00:10:46.280 --> 00:10:48.760]   even before his conversion.
[00:10:48.760 --> 00:10:50.440]   In other words, Paul tells us, doesn't he,
[00:10:50.440 --> 00:10:53.080]   that he was a Hebrew-speaking Jew,
[00:10:53.080 --> 00:10:56.040]   that he was a Torah-observant Pharisee.
[00:10:56.040 --> 00:10:57.440]   Tells us that in Philippians.
[00:10:57.440 --> 00:10:58.880]   So he knew the scriptures.
[00:10:58.880 --> 00:11:02.520]   He probably knew masses of the Old Testament by heart.
[00:11:02.520 --> 00:11:06.040]   So therefore, he knew about the God of hope
[00:11:06.040 --> 00:11:10.040]   as he speaks in Romans 15.
[00:11:10.040 --> 00:11:14.320]   Indeed, I think if you had asked Saul of Tarsus,
[00:11:14.320 --> 00:11:17.280]   before his experience of the Damascus Road,
[00:11:17.280 --> 00:11:19.800]   what gave him hope for the future,
[00:11:19.800 --> 00:11:21.920]   he would have taken you to some of the texts
[00:11:21.920 --> 00:11:24.160]   that we're just going to look at in a moment,
[00:11:24.160 --> 00:11:25.320]   to multiple scriptures.
[00:11:25.320 --> 00:11:26.760]   He would have believed that the future
[00:11:26.760 --> 00:11:29.800]   would include God's restoration of Israel.
[00:11:29.800 --> 00:11:31.080]   That's what would happen.
[00:11:31.080 --> 00:11:32.760]   And then after the restoration of Israel
[00:11:32.760 --> 00:11:34.720]   would come the ingathering of the nations,
[00:11:34.720 --> 00:11:37.880]   and then ultimately would come a new heaven and a new earth,
[00:11:37.880 --> 00:11:40.360]   which he would have read about in Isaiah.
[00:11:40.360 --> 00:11:44.480]   And if you were to ask the same question to Saul of Tarsus
[00:11:44.480 --> 00:11:46.800]   after he had become the apostle Paul,
[00:11:46.800 --> 00:11:50.600]   after his experience on the Damascus Road,
[00:11:50.600 --> 00:11:52.200]   then he would have done the same,
[00:11:52.200 --> 00:11:54.760]   because he actually did.
[00:11:54.760 --> 00:11:57.880]   When he wants to talk about the hope that we have,
[00:11:57.880 --> 00:12:01.000]   he uses the Old Testament scriptures to do so.
[00:12:01.000 --> 00:12:03.520]   And that's why I wanted to use this text
[00:12:03.520 --> 00:12:06.960]   as a kind of control text here from Romans chapter 15,
[00:12:06.960 --> 00:12:10.280]   because hope figures again and again in it.
[00:12:10.280 --> 00:12:13.320]   Romans chapter 15, verse four, says this.
[00:12:13.320 --> 00:12:15.760]   He says, Paul says,
[00:12:15.760 --> 00:12:18.160]   that everything that was written in the past,
[00:12:18.160 --> 00:12:19.440]   and of course he means the scriptures
[00:12:19.440 --> 00:12:21.240]   of what we call the Old Testament,
[00:12:21.240 --> 00:12:22.920]   was written to teach us
[00:12:22.920 --> 00:12:25.560]   so that through the endurance taught in the scriptures
[00:12:25.560 --> 00:12:29.360]   and the encouragement they provide, we might have hope.
[00:12:29.360 --> 00:12:32.520]   Paul says, the whole Old Testament was to give us hope.
[00:12:32.520 --> 00:12:33.960]   Have you ever thought of that?
[00:12:33.960 --> 00:12:35.640]   The Old Testament gives you a lot of problems
[00:12:35.640 --> 00:12:39.080]   and a lot of classes and a lot of exams and everything else.
[00:12:39.080 --> 00:12:41.360]   But Paul says, the Old Testament is given to us
[00:12:41.360 --> 00:12:42.240]   to give us hope.
[00:12:42.240 --> 00:12:45.720]   And then immediately in the following verses,
[00:12:45.720 --> 00:12:46.560]   verses eight and nine,
[00:12:46.560 --> 00:12:50.040]   he summarizes what I just described as Acts 3, 4, and 5
[00:12:50.040 --> 00:12:52.520]   of the biblical narrative,
[00:12:52.520 --> 00:12:54.520]   because he says, I tell you, says Paul,
[00:12:54.520 --> 00:12:58.800]   that the Messiah Christ has become a servant of the Jews,
[00:12:58.800 --> 00:13:00.560]   that's the story of the gospels, isn't it,
[00:13:00.560 --> 00:13:02.160]   on behalf of God's truth,
[00:13:02.160 --> 00:13:04.280]   so that the promises made to the patriarchs
[00:13:04.280 --> 00:13:06.520]   might be confirmed, and moreover,
[00:13:06.520 --> 00:13:09.800]   that the Gentiles might glorify God for his mercy.
[00:13:09.800 --> 00:13:13.680]   So Paul says, Jesus came as the servant of the Lord,
[00:13:13.680 --> 00:13:17.720]   that's Act 4, the gospel story there, the cross narrative,
[00:13:17.720 --> 00:13:19.600]   as portrayed in Isaiah,
[00:13:19.600 --> 00:13:22.320]   but he had come in order to fulfill God's promises
[00:13:22.320 --> 00:13:24.680]   to the patriarchs, meaning, of course, Abraham,
[00:13:24.680 --> 00:13:27.520]   so that was Act 3 of the drama,
[00:13:27.520 --> 00:13:30.280]   and he says that was so that all nations,
[00:13:30.280 --> 00:13:32.920]   the Gentiles, would come to find their hope
[00:13:32.920 --> 00:13:36.240]   and their blessing and the glorifying God for his mercy,
[00:13:36.240 --> 00:13:38.640]   which was now happening in Act 5,
[00:13:38.640 --> 00:13:41.120]   because Paul was taking the gospel to the nations
[00:13:41.120 --> 00:13:43.240]   and seeing the responding to God's mercy.
[00:13:43.240 --> 00:13:48.620]   And then, in order to reinforce that climactic point,
[00:13:48.620 --> 00:13:51.280]   which is, let's remember that Romans 15
[00:13:51.280 --> 00:13:53.040]   is the climax of the whole letter.
[00:13:53.040 --> 00:13:56.000]   Paul didn't write a postcard to the Romans,
[00:13:56.000 --> 00:13:57.520]   which ended at Romans 8.
[00:13:57.520 --> 00:13:59.120]   He wrote a whole letter to the Romans,
[00:13:59.120 --> 00:14:01.640]   which comes right up to chapter 15 and 16.
[00:14:01.640 --> 00:14:03.200]   So let's hold it all together.
[00:14:03.200 --> 00:14:06.200]   He said that God's intention, his intention,
[00:14:06.200 --> 00:14:08.040]   from chapter one, was to bring about
[00:14:08.040 --> 00:14:10.320]   the obedience of faith among the nations,
[00:14:10.320 --> 00:14:12.320]   that's what the gospel is all about,
[00:14:12.320 --> 00:14:14.720]   and so Paul, when he gets to this point,
[00:14:14.720 --> 00:14:18.220]   that it's for the glory of God among the nations,
[00:14:18.220 --> 00:14:21.420]   throws in four Old Testament quotations
[00:14:21.420 --> 00:14:22.500]   immediately afterwards.
[00:14:22.500 --> 00:14:24.540]   I referred to this in an earlier lecture,
[00:14:24.540 --> 00:14:27.260]   from the Psalms, the Torah, and the prophets,
[00:14:27.260 --> 00:14:29.940]   all of which speak about the Gentiles,
[00:14:29.940 --> 00:14:33.000]   the nations, rejoicing along with Israel,
[00:14:33.000 --> 00:14:36.620]   because now, under the reign of the Messiah,
[00:14:36.620 --> 00:14:39.060]   King Jesus, Son of David,
[00:14:39.060 --> 00:14:41.620]   they have hope for the future of the world.
[00:14:41.620 --> 00:14:44.260]   Here's how Paul concludes that list.
[00:14:44.260 --> 00:14:46.660]   It's in, again, still in Romans, sorry,
[00:14:46.660 --> 00:14:49.500]   in Romans chapter 15.
[00:14:49.500 --> 00:14:52.140]   He says, "Therefore I will praise you among the Gentiles,
[00:14:52.140 --> 00:14:55.260]   "rejoice you Gentiles, praise the Lord you Gentiles.
[00:14:55.260 --> 00:14:56.920]   "The root of Jesse will arise,
[00:14:56.920 --> 00:15:00.740]   "and in him the Gentiles will hope."
[00:15:00.740 --> 00:15:02.340]   That's his climax.
[00:15:02.340 --> 00:15:05.540]   Hope for the world, hope for the nations,
[00:15:05.540 --> 00:15:07.340]   is the climax of the book of Romans,
[00:15:07.340 --> 00:15:10.180]   because Jesus of Nazareth has fulfilled
[00:15:10.180 --> 00:15:12.780]   the promises of the Old Testament scriptures,
[00:15:12.780 --> 00:15:15.460]   and the mercy and the glory of God
[00:15:15.460 --> 00:15:17.660]   is now going to the ends of the earth.
[00:15:17.660 --> 00:15:19.420]   That vision is now being fulfilled
[00:15:19.420 --> 00:15:21.460]   through Christ and his victory,
[00:15:21.460 --> 00:15:24.100]   and it's being extended to every sinner,
[00:15:24.100 --> 00:15:27.820]   and to all nations, and indeed to the whole of creation.
[00:15:27.820 --> 00:15:30.980]   So that was simply a kind of a glimpse at Romans 15.
[00:15:30.980 --> 00:15:33.220]   It's a significant passage.
[00:15:33.220 --> 00:15:34.580]   Please don't overlook it,
[00:15:34.580 --> 00:15:38.420]   because you can't get past Romans 9 to 11, or something.
[00:15:38.420 --> 00:15:40.460]   It's a very important way in which Paul
[00:15:40.460 --> 00:15:43.060]   draws his letter to a conclusion.
[00:15:43.060 --> 00:15:44.660]   So I want us to think of this hope, then,
[00:15:44.660 --> 00:15:47.320]   the God of hope, briefly, in three areas.
[00:15:47.320 --> 00:15:50.680]   As I said, hope for sinners, hope for the nations,
[00:15:50.680 --> 00:15:52.340]   and hope for creation.
[00:15:52.340 --> 00:15:55.780]   So first of all, then, hope for sinners
[00:15:55.780 --> 00:15:58.460]   takes us right back, of course,
[00:15:58.460 --> 00:15:59.860]   to the big problem that we have,
[00:15:59.860 --> 00:16:01.740]   which is in Genesis 3,
[00:16:01.740 --> 00:16:04.540]   which is because we chose in Adam and Eve
[00:16:04.540 --> 00:16:06.860]   to distrust and disobey God.
[00:16:06.860 --> 00:16:09.180]   The result was sin, evil, and death,
[00:16:09.180 --> 00:16:12.300]   and that penetrates to every dimension
[00:16:12.300 --> 00:16:14.060]   of the human personality.
[00:16:14.060 --> 00:16:17.580]   It's remarkable in that little story there
[00:16:17.580 --> 00:16:20.460]   in Genesis chapter 3, of how,
[00:16:20.460 --> 00:16:25.460]   when Eve is confronted by this temptation from the serpent,
[00:16:25.460 --> 00:16:29.620]   that the evil that is somehow there,
[00:16:29.620 --> 00:16:31.680]   and it's not explained where this has come from,
[00:16:31.680 --> 00:16:32.940]   or why it has happened,
[00:16:32.940 --> 00:16:36.540]   but it speaks into her spiritual relationship with God.
[00:16:36.540 --> 00:16:39.140]   Did God really say, "You don't want to believe him"?
[00:16:39.140 --> 00:16:40.540]   It penetrates her mind,
[00:16:40.540 --> 00:16:43.580]   because she now rationalizes the fruit of the tree.
[00:16:43.580 --> 00:16:45.740]   It's good, it's beautiful, it's good to eat,
[00:16:45.740 --> 00:16:47.100]   it makes you wise.
[00:16:47.100 --> 00:16:49.500]   And then also, it enters her physical body.
[00:16:49.500 --> 00:16:51.660]   She takes, she eats,
[00:16:51.660 --> 00:16:54.180]   and then it enters into her social relationship
[00:16:54.180 --> 00:16:56.300]   with her husband, because she gives it to him.
[00:16:56.300 --> 00:16:58.660]   He was with her, the text says.
[00:16:58.660 --> 00:17:01.860]   Please notice, you men, including myself.
[00:17:01.860 --> 00:17:03.580]   Adam was not somewhere else in the garden.
[00:17:03.580 --> 00:17:06.360]   He was with her while this was happening.
[00:17:06.360 --> 00:17:07.860]   So he was a witness to it.
[00:17:07.860 --> 00:17:11.900]   So sin enters into every dimension of the human person,
[00:17:11.900 --> 00:17:14.820]   and indeed to all of us, because as Paul would say,
[00:17:14.820 --> 00:17:18.020]   "All of us have sinned in Adam."
[00:17:18.020 --> 00:17:20.780]   And so that leads, of course, to the promise of God
[00:17:20.780 --> 00:17:22.580]   in Genesis 3, verse 15,
[00:17:22.580 --> 00:17:26.100]   sometimes called the first gospel, or the Protoevangelium,
[00:17:26.100 --> 00:17:29.580]   where God says, even in the context of that, the fall,
[00:17:29.580 --> 00:17:31.300]   God says to the serpent,
[00:17:31.300 --> 00:17:33.620]   that I will put enmity between you and the woman,
[00:17:33.620 --> 00:17:35.100]   and your offspring and hers.
[00:17:35.220 --> 00:17:38.780]   He, that is the seed of the woman, a human being,
[00:17:38.780 --> 00:17:41.860]   he will crush your head, the head of the serpent,
[00:17:41.860 --> 00:17:43.740]   and you will strike his heel.
[00:17:43.740 --> 00:17:46.140]   So there'll be warfare between the serpent
[00:17:46.140 --> 00:17:47.940]   and what the serpent represents,
[00:17:47.940 --> 00:17:51.340]   and the human race represented by the seed of Eve.
[00:17:51.340 --> 00:17:53.900]   But it will be a human being who ultimately
[00:17:53.900 --> 00:17:56.900]   will be the serpent crusher, as it were,
[00:17:56.900 --> 00:17:58.820]   and destroy that evil.
[00:17:58.820 --> 00:18:00.900]   Now, very quickly to say,
[00:18:00.900 --> 00:18:03.140]   the rest of the Old Testament shows
[00:18:03.140 --> 00:18:06.980]   not just the fact that we are all sinners,
[00:18:06.980 --> 00:18:10.380]   but that there is an awareness that God's forgiveness
[00:18:10.380 --> 00:18:13.820]   and mercy and grace is available to sinners.
