
[00:00:00.000 --> 00:00:09.600]  (你會用三個形容詞來形容你過去兩年的心境?)
[00:04:48.800 --> 00:04:57.800]  榮與降下 苦幹的都市能轉化
[00:04:57.800 --> 00:05:04.800]  求主帶領從軟弱裡聽氣
[00:05:04.800 --> 00:05:10.800]  求主細聽 哭泣與那喊聲
[00:05:10.800 --> 00:05:19.800]  漆黑絕望的都市 渴望你憐憫難再
[00:05:19.800 --> 00:05:27.800]  榮與降下 苦幹的心在你因手中力變化
[00:05:27.800 --> 00:05:37.800]  憑公義可憐憫 全掩蔽的心答主重恩
[00:05:37.800 --> 00:05:44.800]  求你細聽 哭泣與那喊聲
[00:05:44.800 --> 00:05:52.800]  漆黑絕望的香港 渴望你憐憫難再
[00:05:52.800 --> 00:06:01.800]  榮與降下 苦幹的都市能轉化
[00:06:01.800 --> 00:06:07.800]  求主帶領從軟弱裡聽氣
[00:06:07.800 --> 00:06:14.800]  求主細聽 哭泣與那喊聲
[00:06:14.800 --> 00:06:22.800]  漆黑絕望的香港 渴望你憐憫難再
[00:06:22.800 --> 00:06:30.800]  榮與降下 苦幹的心在你因手中力變化
[00:06:30.800 --> 00:06:41.800]  憑公義可憐憫 全掩蔽的心答主重恩
[00:06:41.800 --> 00:06:52.800]  憑公義可憐憫 全掩蔽的心答主重恩
[00:06:52.800 --> 00:07:15.800]  Zither Harp
[00:07:15.800 --> 00:07:35.800]  最近有一句說話都很觸動我
[00:07:35.800 --> 00:07:38.800]  我真是很喜歡香港
[00:07:38.800 --> 00:07:42.800]  這句說話非常之直白 非常之坦率
[00:07:42.800 --> 00:07:46.800]  表達對於這個地方 這個城市的一份感情
[00:07:46.800 --> 00:07:51.800]  不過更多時候 想清楚這句說話背後說的
[00:07:51.800 --> 00:07:54.800]  似乎在說一種對於一個將要失去
[00:07:54.800 --> 00:08:00.800]  將要消失的香港 那份不捨得 那份懷緬
[00:08:00.800 --> 00:08:05.800]  這句其實不單止一個表白對香港的愛
[00:08:05.800 --> 00:08:10.800]  我想想深一層 更加一種從心底裡的吶喊
[00:08:10.800 --> 00:08:15.800]  表達那種對香港的珍惜 不捨 無奈
[00:08:15.800 --> 00:08:22.800]  甚至那種失望 心痛 甚至憤怒
[00:08:22.800 --> 00:08:24.800]  在八九六四之後
[00:08:24.800 --> 00:08:29.800]  大明一派他們寫了一首這樣的歌 叫做《天文》
[00:08:29.800 --> 00:08:31.800]  一開始的時候他這樣寫
[00:08:31.800 --> 00:08:36.800]  憶屈於天空的火焰下 大地靜默無說話
[00:08:36.800 --> 00:08:42.800]  風吹起紫色的煙火下 百姓失縮於惶恐下
[00:08:42.800 --> 00:08:46.800]  憶屈 沉默 惶恐
[00:08:46.800 --> 00:08:52.800]  不過之後這首歌 以差不多連續四句相同的說話
[00:08:52.800 --> 00:08:54.800]  來作結束
[00:08:54.800 --> 00:09:01.800]  眾生天不容問 眾生生不容問
[00:09:01.800 --> 00:09:08.800]  眾生天不能問 眾生終不能問
[00:09:08.800 --> 00:09:11.800]  不容問 不能問
[00:09:11.800 --> 00:09:16.800]  在這句歌詞的背後
[00:09:16.800 --> 00:09:21.800]  現在就非常之狂野 非常之瘋狂的鼓聲
[00:09:21.800 --> 00:09:23.800]  來作為一個結束
[00:09:23.800 --> 00:09:29.800]  那些鼓聲 好像在說機關槍 掃射的聲音
[00:09:29.800 --> 00:09:36.800]  但好像也在說一種從心底裡發出來的憤怒的吶喊
[00:09:36.800 --> 00:09:39.800]  是一個要滅聲的時代
[00:09:39.800 --> 00:09:43.800]  是一個不容問 不能問的時代
[00:09:43.800 --> 00:09:48.800]  那種好像帶著一份憤怒 不甘
[00:09:48.800 --> 00:09:52.800]  我們要來迎向未來的改變
[00:09:52.800 --> 00:09:55.800]  我想在這個日子裡
[00:09:55.800 --> 00:09:59.800]  我也很想和大家一起去看看
[00:09:59.800 --> 00:10:04.800]  一位面對大時代 大變局的一位先知
[00:10:04.800 --> 00:10:09.800]  他的祈禱 如何去反映他面對這個時代的時候
[00:10:09.800 --> 00:10:13.800]  他和上帝的一份對話
[00:10:13.800 --> 00:10:22.800]  這一段的祈禱 就記載在耶利米書第20章第7至第18節
[00:10:24.800 --> 00:10:31.800]  一開始的時候 先知他這樣向上帝說這番話
[00:10:31.800 --> 00:10:37.800]  耶和華 你欺控了我 我也被你欺控了
[00:10:37.800 --> 00:10:41.800]  你比我強 並且得勝
[00:10:41.800 --> 00:10:46.800]  我終日成為笑柄 人人都戲弄我
[00:10:46.800 --> 00:10:50.800]  我每逢講話的時候就哀嘆
[00:10:50.800 --> 00:10:54.800]  我喊叫 又暴力和毀滅
[00:10:54.800 --> 00:11:00.800]  因為耶和華的話 終日成了我的名譽和基詞
[00:11:00.800 --> 00:11:06.800]  我若說 我不再提耶和華 也不再奉他的名講論
[00:11:06.800 --> 00:11:12.800]  我心裡覺得 似乎有燒著的火 灌在我骨中
[00:11:12.800 --> 00:11:17.800]  我忍受不住 不能自禁
[00:11:17.800 --> 00:11:21.800]  先知一開始 他一點也不客氣
[00:11:21.800 --> 00:11:25.800]  他和上帝說 上帝你欺控了我
[00:11:25.800 --> 00:11:29.800]  上帝你比我強
[00:11:29.800 --> 00:11:33.800]  其實這兩個字一點也不簡單
[00:11:33.800 --> 00:11:38.800]  欺控這個字 在另一處的經文 初一及二章裡
[00:11:38.800 --> 00:11:40.800]  翻譯成為引誘
[00:11:40.800 --> 00:11:43.800]  比我強這個字眼
[00:11:43.800 --> 00:11:50.800]  在撒姆爾記下第十三章 暗戀強暴他馬的時候
[00:11:50.800 --> 00:11:56.800]  暗戀拉住他 拉住他這個字就是強這個字
[00:11:56.800 --> 00:12:01.800]  第十四節 暗戀比他更有力
[00:12:01.800 --> 00:12:05.800]  兩個字眼 欺控強
[00:12:05.800 --> 00:12:14.800]  都是和一個要強迫 欺壓一個女性 要和她發生性行為的處境之中
[00:12:14.800 --> 00:12:18.800]  耶利米對於上帝一點也不客氣
[00:12:18.800 --> 00:12:26.800]  耶利米用了很強的字眼來說 上帝為什麼你要這樣對我
[00:12:26.800 --> 00:12:30.800]  為什麼耶利米要對上帝這樣說呢
[00:12:30.800 --> 00:12:33.800]  第七節 他說了一個原因
[00:12:33.800 --> 00:12:39.800]  他說我終日成為笑柄 人人都戲弄我
[00:12:39.800 --> 00:12:44.800]  每一日 每一個時間 人人 每一個人
[00:12:44.800 --> 00:12:47.800]  他都當我作為一個笑話
[00:12:47.800 --> 00:12:53.800]  而我 唯一我 就成為他們攻擊的目標
[00:12:53.800 --> 00:12:58.800]  為什麼耶利米會落到一個這樣的田地呢
[00:12:58.800 --> 00:13:01.800]  第八節 他就這樣解釋
[00:13:01.800 --> 00:13:04.800]  這段經文可以這樣翻譯
[00:13:04.800 --> 00:13:10.800]  上上我言說我呼喊 暴力破壞我疾呼
[00:13:10.800 --> 00:13:16.800]  因耶和華的華於我成為了靈欲和羈持整天
[00:13:16.800 --> 00:13:21.800]  一頭一尾 耶利米在說上上整天
[00:13:21.800 --> 00:13:25.800]  所有的時間 所有的時間 發生什麼事呢
[00:13:25.800 --> 00:13:29.800]  上帝要他說的內容就是暴力破壞
[00:13:29.800 --> 00:13:33.800]  而正正就是這個內容成為了
[00:13:33.800 --> 00:13:38.800]  他讓人來領悟羈持的一個原因
[00:13:38.800 --> 00:13:42.800]  沒錯 耶利米的信息裏面
[00:13:42.800 --> 00:13:46.800]  上帝經常要他去說暴力破壞
[00:13:46.800 --> 00:13:50.800]  第六章第七節 當中就說到
[00:13:50.800 --> 00:13:54.800]  他譴責這個城 井怎樣湧出水來
[00:13:54.800 --> 00:13:57.800]  這城也照樣湧出惡來
[00:13:57.800 --> 00:14:02.800]  其中上帝問暴力破壞的事
[00:14:02.800 --> 00:14:07.800]  病痛損傷也在我的面前
[00:14:07.800 --> 00:14:11.800]  這個城充滿暴力破壞
[00:14:11.800 --> 00:14:15.800]  耶利米就奉命來譴責這個城
[00:14:15.800 --> 00:14:18.800]  他所做出來的惡事
[00:14:18.800 --> 00:14:22.800]  這些惡事包括什麼呢
[00:14:22.800 --> 00:14:26.800]  除了這班人他們敬拜其他的別神之外
[00:14:26.800 --> 00:14:31.800]  更加包括他們在社會裏面所做的各樣的行惡
[00:14:31.800 --> 00:14:35.800]  他們設計來陷害其他人
[00:14:35.800 --> 00:14:37.800]  他們為了自己的利益
[00:14:37.800 --> 00:14:41.800]  鍾飽私囊 讓自己強大富足
[00:14:41.800 --> 00:14:44.800]  而當他自己得到利益之後
[00:14:44.800 --> 00:14:48.800]  他從來都不為社會裏面那些邊緣群體
[00:14:48.800 --> 00:14:52.800]  那些弱勢社群來發聲
[00:14:52.800 --> 00:14:58.800]  耶利米斥責這個城行惡多端
[00:14:58.800 --> 00:15:02.800]  城裏面的領袖 百姓聽了之後
[00:15:02.800 --> 00:15:04.800]  當然是非常之不順耳
[00:15:04.800 --> 00:15:07.800]  再加上耶利米不斷地說
[00:15:07.800 --> 00:15:09.800]  而且說當你們再不悔改的時候
[00:15:09.800 --> 00:15:14.800]  上帝的懲罰就會淋到你們的身上
[00:15:14.800 --> 00:15:18.800]  說得多 一次 兩次 三次
[00:15:18.800 --> 00:15:23.800]  但是上帝的懲罰似乎仍然未來到
[00:15:23.800 --> 00:15:25.800]  這班百姓就開始
[00:15:25.800 --> 00:15:27.800]  每一次耶利米斥責他們的時候
[00:15:27.800 --> 00:15:31.800]  接著就會開始去譏笑耶利米
[00:15:31.800 --> 00:15:34.800]  你又說上帝說了那個懲罰會來
[00:15:34.800 --> 00:15:35.800]  現在在哪裏
[00:15:35.800 --> 00:15:39.800]  究竟是不是真的上帝差派來你說話的
[00:15:39.800 --> 00:15:41.800]  因為這樣的緣故
[00:15:41.800 --> 00:15:44.800]  耶利米就成為了這班人
[00:15:44.800 --> 00:15:48.800]  他們凌辱 羈辭
[00:15:48.800 --> 00:15:52.800]  你可能可以說既然是這樣
[00:15:52.800 --> 00:15:54.800]  那就不要說了
[00:15:54.800 --> 00:15:56.800]  既然因為上帝的說話
[00:15:56.800 --> 00:16:01.800]  令到你陷入一個成為全城都指責的對象
[00:16:01.800 --> 00:16:05.800]  那你就當reset 不要再說了
[00:16:05.800 --> 00:16:07.800]  耶利米不是沒有試過
[00:16:07.800 --> 00:16:10.800]  第九節 他說什麼
[00:16:10.800 --> 00:16:12.800]  我若說不再提耶和華
[00:16:12.800 --> 00:16:15.800]  也不再奉祂的名講論
[00:16:15.800 --> 00:16:17.800]  我說我決定了這件事
[00:16:17.800 --> 00:16:19.800]  我決定了不再去說這件事
[00:16:19.800 --> 00:16:22.800]  但是當他決定不再說的時候
[00:16:22.800 --> 00:16:26.800]  上帝的話彷彿像一個燃燒的火
[00:16:26.800 --> 00:16:28.800]  關閉在他的骨頭當中
[00:16:28.800 --> 00:16:33.800]  他的心裏面被這段火不斷燃燒著
[00:16:33.800 --> 00:16:34.800]  影響著
[00:16:34.800 --> 00:16:36.800]  他最後說什麼
[00:16:36.800 --> 00:16:39.800]  他說我竭力壓制他
[00:16:39.800 --> 00:16:45.800]  但是我都不能勝過這團火
[00:16:45.800 --> 00:16:47.800]  勝過
[00:16:47.800 --> 00:16:49.800]  其實一開始的時候
[00:16:49.800 --> 00:16:52.800]  耶利米說上帝你比我強
[00:16:52.800 --> 00:16:53.800]  你贏了我
[00:16:53.800 --> 00:16:59.800]  你令到我成為了眾人的笑柄
[00:16:59.800 --> 00:17:02.800]  接著去到第九節
[00:17:02.800 --> 00:17:05.800]  耶利米再一次投降
[00:17:05.800 --> 00:17:07.800]  縱然我怎樣立定心意
[00:17:07.800 --> 00:17:09.800]  要改變我的未來
[00:17:09.800 --> 00:17:11.800]  或者改變我的現狀
[00:17:11.800 --> 00:17:16.800]  但是我都仍然不能勝過
[00:17:16.800 --> 00:17:18.800]  我贏不到上帝
[00:17:18.800 --> 00:17:25.800]  我也沒有奮力來改變我現在的現狀
[00:17:25.800 --> 00:17:27.800]  在這個變局當中
[00:17:27.800 --> 00:17:30.800]  耶利米他在告訴我們
[00:17:30.800 --> 00:17:32.800]  曾幾何時
[00:17:32.800 --> 00:17:34.800]  原來他的世界不是這樣的
[00:17:34.800 --> 00:17:36.800]  曾幾何時
[00:17:36.800 --> 00:17:39.800]  他身邊的人不是這樣看他
[00:17:39.800 --> 00:17:43.800]  不過當他想扭轉現狀
[00:17:43.800 --> 00:17:47.800]  將他的以前從前帶回來的時候
[00:17:47.800 --> 00:17:52.800]  他發現他都沒有辦法去這樣做
[00:17:52.800 --> 00:17:54.800]  我想在變局當中
[00:17:54.800 --> 00:17:56.800]  最大的痛苦
[00:17:56.800 --> 00:18:01.800]  我們發現原來根本在這個局裏
[00:18:01.800 --> 00:18:06.800]  我們一點都不能選擇
[00:18:06.800 --> 00:18:09.800]  在過往這幾天裏
[00:18:09.800 --> 00:18:11.800]  可能我們會覺得
[00:18:11.800 --> 00:18:14.800]  身邊有太多的大環境
[00:18:14.800 --> 00:18:16.800]  有太多的大事物
[00:18:16.800 --> 00:18:19.800]  讓我們什麼都不能選擇
[00:18:19.800 --> 00:18:23.800]  本來可以想到可以做的選擇
[00:18:23.800 --> 00:18:26.800]  一一都被清除
[00:18:26.800 --> 00:18:28.800]  被減少
[00:18:28.800 --> 00:18:30.800]  或者有些時候
[00:18:30.800 --> 00:18:32.800]  甚至不是大環境的改變
[00:18:32.800 --> 00:18:34.800]  而是我們發現
[00:18:34.800 --> 00:18:38.800]  我們的內心經歷了一年兩年的時間
[00:18:38.800 --> 00:18:42.800]  我們已經回不了頭
[00:18:42.800 --> 00:18:47.800]  耶利米他是一位猶太人
[00:18:47.800 --> 00:18:53.800]  他大概在納粹軍來發動二次大戰的時候
[00:18:53.800 --> 00:18:57.800]  他是大概十幾歲的一個男孩子
[00:18:57.800 --> 00:18:59.800]  當時他的家人
[00:18:59.800 --> 00:19:05.800]  他們就被關在一個猶太人的集中區裏面
[00:19:05.800 --> 00:19:06.800]  有一晚
[00:19:06.800 --> 00:19:11.800]  有些匈牙利的警察就來到他們家裏
[00:19:11.800 --> 00:19:16.800]  要求他們全部人馬上離開他們的家裏
[00:19:16.800 --> 00:19:21.800]  然後乘上那班他們已經為他預備了的火車
[00:19:21.800 --> 00:19:23.800]  這班人吵聲吵氣
[00:19:23.800 --> 00:19:27.800]  也都去推撞他的家人
[00:19:27.800 --> 00:19:29.800]  耶利米他說
[00:19:29.800 --> 00:19:32.800]  由那一刻開始
[00:19:32.800 --> 00:19:35.800]  他面對這班的執法人員
[00:19:35.800 --> 00:19:37.800]  他開始憎恨他們
[00:19:37.800 --> 00:19:41.800]  而且直到他寫這本書的時刻
[00:19:41.800 --> 00:19:42.800]  他說
[00:19:42.800 --> 00:19:44.800]  唯一他和這班人
[00:19:44.800 --> 00:19:46.800]  當時的執法人員
[00:19:46.800 --> 00:19:49.800]  唯一有的聯繫
[00:19:49.800 --> 00:19:52.800]  就是這一份憎恨
[00:19:52.800 --> 00:19:59.800]  因為他們代表了這個死亡和地獄的面孔
[00:19:59.800 --> 00:20:07.800]  因為他們是第一批去壓迫欺壓他們的人
[00:20:07.800 --> 00:20:09.800]  對於Vizal來說
[00:20:09.800 --> 00:20:11.800]  這一種的心態
[00:20:11.800 --> 00:20:13.800]  這一種的心情
[00:20:13.800 --> 00:20:15.800]  他都很想改變
[00:20:15.800 --> 00:20:17.800]  不過改變不了
[00:20:17.800 --> 00:20:20.800]  在一個環境的轉變之中
[00:20:20.800 --> 00:20:25.800]  我們既不能夠控制我們的外圍
[00:20:25.800 --> 00:20:30.800]  有時候我們都控制不了我們的自己
[00:20:30.800 --> 00:20:35.800]  我們很想我們的過往歲月靜好
[00:20:35.800 --> 00:20:37.800]  可以回來
[00:20:37.800 --> 00:20:41.800]  但我們發現我們無能為力
[00:20:45.800 --> 00:20:51.800]  才知道向完上帝發出他第一輪的炮轟之後
[00:20:51.800 --> 00:20:56.800]  跟著他轉向了第二個的目標
[00:20:56.800 --> 00:21:02.800]  他講到他受到身邊的人的迫害
[00:21:02.800 --> 00:21:06.800]  第十至到第十三節
[00:21:06.800 --> 00:21:09.800]  我聽見許多的誹謗
[00:21:09.800 --> 00:21:12.800]  四圍都是驚嚇
[00:21:12.800 --> 00:21:16.800]  而我自己朋友都看著我跌倒
[00:21:16.800 --> 00:21:17.800]  告他吧
[00:21:17.800 --> 00:21:19.800]  我們要告他
[00:21:19.800 --> 00:21:21.800]  或者他被引誘
[00:21:21.800 --> 00:21:23.800]  我們就能勝他
[00:21:23.800 --> 00:21:25.800]  在他身上報仇
[00:21:25.800 --> 00:21:29.800]  然而耶和華與我同在
[00:21:29.800 --> 00:21:31.800]  好像可怕的勇士
[00:21:31.800 --> 00:21:35.800]  因此迫害我的都半跌
[00:21:35.800 --> 00:21:37.800]  不能得勝
[00:21:37.800 --> 00:21:39.800]  他們大大蒙羞
[00:21:39.800 --> 00:21:42.800]  由於行事沒有智慧
[00:21:42.800 --> 00:21:46.800]  必永遠受那不能忘懷的羞辱
[00:21:46.800 --> 00:21:48.800]  考驗二人
[00:21:48.800 --> 00:21:52.800]  察看人肺腑心腸的萬軍之耶和華
[00:21:52.800 --> 00:21:54.800]  求你使我得見
[00:21:54.800 --> 00:21:58.800]  你在他們身上報仇
[00:21:58.800 --> 00:22:03.800]  因我已將我的案例向你稟明了
[00:22:03.800 --> 00:22:06.800]  你們要向耶和華唱歌
[00:22:06.800 --> 00:22:08.800]  要讚美耶和華
[00:22:08.800 --> 00:22:11.800]  人他救了窮人的性命
[00:22:11.800 --> 00:22:15.800]  脫離惡人的手
[00:22:15.800 --> 00:22:18.800]  在這個段落裏
[00:22:18.800 --> 00:22:20.800]  耶利米一開始
[00:22:20.800 --> 00:22:25.800]  他在說他遭到兩班人的欺壓
[00:22:25.800 --> 00:22:28.800]  其實第十節比較好
[00:22:28.800 --> 00:22:31.800]  是按著這樣的方法來翻譯
[00:22:31.800 --> 00:22:36.800]  他在說兩批不同的人對他所說的話
[00:22:36.800 --> 00:22:38.800]  第一批人
[00:22:38.800 --> 00:22:40.800]  第十節一開始說
[00:22:40.800 --> 00:22:45.800]  我聽見很多人的涉涉私語
[00:22:45.800 --> 00:22:49.800]  說的是他身邊周圍不同的人
[00:22:49.800 --> 00:22:52.800]  周圍不同的人見到他的時候
[00:22:52.800 --> 00:22:54.800]  都細細聲在說
[00:22:54.800 --> 00:22:56.800]  在說什麼?
[00:22:56.800 --> 00:22:58.800]  瑪戈爾米薩不
[00:22:58.800 --> 00:23:00.800]  什麼叫瑪戈爾米薩不?
[00:23:00.800 --> 00:23:02.800]  其實翻譯出來的意思
[00:23:02.800 --> 00:23:05.800]  就是四圍都是驚嚇
[00:23:05.800 --> 00:23:07.800]  其實這句話
[00:23:07.800 --> 00:23:10.800]  你可以說是耶利米的信息裏
[00:23:10.800 --> 00:23:13.800]  常常都有提到的一句話
[00:23:13.800 --> 00:23:15.800]  不過最特別的地方是
[00:23:15.800 --> 00:23:17.800]  在第二十章
[00:23:17.800 --> 00:23:19.800]  耶利米這段的祈禱之前
[00:23:19.800 --> 00:23:22.800]  發生了另一件的事情
[00:23:22.800 --> 00:23:24.800]  十九章的結尾
[00:23:24.800 --> 00:23:27.800]  他奉派來到聖殿當中
[00:23:27.800 --> 00:23:30.800]  再一次向在聖殿聚集的人
[00:23:30.800 --> 00:23:31.800]  跟他們說
[00:23:31.800 --> 00:23:33.800]  這個城如果再不悔改的話
[00:23:33.800 --> 00:23:37.800]  上帝必定會將它完全的毀壞
[00:23:37.800 --> 00:23:40.800]  當時聖殿的祭司
[00:23:40.800 --> 00:23:45.800]  也可以說聖殿的總管巴斯胡爾
[00:23:45.800 --> 00:23:47.800]  他聽到耶利米這樣說
[00:23:47.800 --> 00:23:49.800]  覺得非常之不順氣
[00:23:49.800 --> 00:23:52.800]  非常之不喜歡耶利米
[00:23:52.800 --> 00:23:54.800]  在那裏煽惑人心
[00:23:54.800 --> 00:23:56.800]  於是他就走出來
[00:23:56.800 --> 00:23:58.800]  二十章第二節說
[00:23:58.800 --> 00:24:00.800]  他打耶利米
[00:24:00.800 --> 00:24:02.800]  然後跟著將他囚禁了
[00:24:02.800 --> 00:24:05.800]  在這個聖殿裏面
[00:24:05.800 --> 00:24:06.800]  接著之後
[00:24:06.800 --> 00:24:09.800]  第二天他放回耶利米出來
[00:24:09.800 --> 00:24:11.800]  耶利米一見到他的時候
[00:24:11.800 --> 00:24:12.800]  就跟他說
[00:24:12.800 --> 00:24:13.800]  巴斯胡爾
[00:24:13.800 --> 00:24:16.800]  耶和華再不叫你的名為巴斯胡爾
[00:24:16.800 --> 00:24:18.800]  日而會改叫你的名字做
[00:24:18.800 --> 00:24:20.800]  馬戈爾米撒畢
[00:24:20.800 --> 00:24:22.800]  因為耶和華如此說
[00:24:22.800 --> 00:24:26.800]  漢娜我要使你和你的朋友驚嚇
[00:24:26.800 --> 00:24:28.800]  你們要親眼看見
[00:24:28.800 --> 00:24:31.800]  他們全部倒在受敵的刀下
[00:24:31.800 --> 00:24:33.800]  巴斯胡爾
[00:24:33.800 --> 00:24:37.800]  因為他不接納上帝的說話
[00:24:37.800 --> 00:24:42.800]  甚至他擊打上帝所差派來的僕人
[00:24:42.800 --> 00:24:44.800]  他的名字被改為
[00:24:44.800 --> 00:24:46.800]  馬戈爾米撒畢
[00:24:46.800 --> 00:24:48.800]  不過
[00:24:48.800 --> 00:24:50.800]  這一班的很多人
[00:24:50.800 --> 00:24:54.800]  他們從來都沒有想過
[00:24:54.800 --> 00:24:57.800]  要追究究竟巴斯胡爾
[00:24:57.800 --> 00:24:59.800]  有沒有濫用這個暴力
[00:24:59.800 --> 00:25:02.800]  也沒有追究巴斯胡爾
[00:25:02.800 --> 00:25:05.800]  有沒有非法禁錮耶利米
[00:25:05.800 --> 00:25:07.800]  他們沒有搞清楚
[00:25:07.800 --> 00:25:09.800]  誰是行惡者
[00:25:09.800 --> 00:25:12.800]  誰是受害人
[00:25:12.800 --> 00:25:16.800]  他們只見到耶利米的時候
[00:25:16.800 --> 00:25:19.800]  他們因為很不喜歡耶利米的緣故
[00:25:19.800 --> 00:25:24.800]  他們就把巴斯胡爾的名字套在耶利米身上
[00:25:24.800 --> 00:25:26.800]  馬戈爾米撒畢
[00:25:26.800 --> 00:25:27.800]  他正在來
[00:25:27.800 --> 00:25:29.800]  他正在來
[00:25:29.800 --> 00:25:33.800]  這班人不單止用耶利米的口頭禪
[00:25:33.800 --> 00:25:35.800]  來去笑耶利米
[00:25:35.800 --> 00:25:38.800]  更加他們希望做一樣東西
[00:25:38.800 --> 00:25:41.800]  叫做刮骨療毒
[00:25:41.800 --> 00:25:46.800]  他就叫其他的人慫恿他們
[00:25:46.800 --> 00:25:47.800]  告發他
[00:25:47.800 --> 00:25:51.800]  好讓我們都一齊來告發他
[00:25:51.800 --> 00:25:53.800]  打小報告
[00:25:53.800 --> 00:25:54.800]  打上熱線
[00:25:54.800 --> 00:25:55.800]  拿明信
[00:25:55.800 --> 00:25:57.800]  做了各樣的事情
[00:25:57.800 --> 00:25:59.800]  讓這個人從此之後
[00:25:59.800 --> 00:26:03.800]  不再敢在我們當中亂說話
[00:26:03.800 --> 00:26:06.800]  最好讓這個人從此之後
[00:26:06.800 --> 00:26:09.800]  可以被滅聲
[00:26:09.800 --> 00:26:11.800]  這班人物
[00:26:11.800 --> 00:26:15.800]  他們一齊來去合謀
[00:26:15.800 --> 00:26:19.800]  要來去攻擊耶利米
[00:26:19.800 --> 00:26:23.800]  不過他們不是唯一
[00:26:23.800 --> 00:26:25.800]  第二批的人
[00:26:25.800 --> 00:26:27.800]  他們要攻擊耶利米的
[00:26:27.800 --> 00:26:31.800]  是耶利米的知己朋友
[00:26:31.800 --> 00:26:35.800]  這裡說的是什麼事情呢?
[00:26:35.800 --> 00:26:38.800]  在耶利米書的第十一章裡
[00:26:38.800 --> 00:26:40.800]  耶利米他被告知
[00:26:40.800 --> 00:26:45.800]  原來有人要設計來陷害他
[00:26:45.800 --> 00:26:50.800]  然後他就向耶和華來祈禱
[00:26:50.800 --> 00:26:52.800]  然後在第二十一節
[00:26:52.800 --> 00:26:55.800]  耶和華就回應耶利米
[00:26:55.800 --> 00:26:57.800]  回應耶利米的時候
[00:26:57.800 --> 00:27:02.800]  他就針對那班設計要害他的人
[00:27:02.800 --> 00:27:04.800]  十一章二十一節
