
[00:00:00.000 --> 00:00:04.340]  這首詩是由《傳道書》的第一章開始寫的
[00:02:49.340 --> 00:02:51.340]  所以我邀請了一個人
[00:02:51.340 --> 00:02:54.340]  他來為你們讀出了這首詩
[00:02:55.340 --> 00:02:58.340]  《智慧詩》
[00:02:58.340 --> 00:03:01.340]  (詩詞)
[00:03:02.340 --> 00:03:05.340]  (詩詞)
[00:03:05.340 --> 00:03:08.340]  (詩詞)
[00:03:09.340 --> 00:03:12.340]  (詩詞)
[00:03:13.340 --> 00:03:16.340]  (詩詞)
[00:03:17.340 --> 00:03:20.340]  (詩詞)
[00:03:21.340 --> 00:03:24.340]  (詩詞)
[00:03:25.340 --> 00:03:28.340]  (詩詞)
[00:03:29.340 --> 00:03:32.340]  (詩詞)
[00:03:33.340 --> 00:03:36.340]  (詩詞)
[00:03:37.340 --> 00:03:40.340]  (詩詞)
[00:03:41.340 --> 00:03:44.340]  (詩詞)
[00:03:45.340 --> 00:03:48.340]  (詩詞)
[00:03:49.340 --> 00:03:52.340]  (詩詞)
[00:03:53.340 --> 00:03:56.340]  (詩詞)
[00:03:57.340 --> 00:04:00.340]  (詩詞)
[00:04:01.340 --> 00:04:04.340]  (詩詞)
[00:04:05.340 --> 00:04:08.340]  (詩詞)
[00:04:09.340 --> 00:04:12.340]  (詩詞)
[00:04:13.340 --> 00:04:16.340]  (詩詞)
[00:04:16.340 --> 00:04:19.340]  (詩詞)
[00:04:20.340 --> 00:04:23.340]  (詩詞)
[00:04:24.340 --> 00:04:27.340]  (詩詞)
[00:04:28.340 --> 00:04:31.340]  (詩詞)
[00:04:32.340 --> 00:04:35.340]  (詩詞)
[00:04:36.340 --> 00:04:39.340]  (詩詞)
[00:04:40.340 --> 00:04:43.340]  (詩詞)
[00:04:44.340 --> 00:04:47.340]  (詩詞)
[00:04:48.340 --> 00:04:51.340]  (詩詞)
[00:04:52.340 --> 00:04:55.340]  (詩詞)
[00:04:55.340 --> 00:04:58.340]  (詩詞)
[00:05:23.340 --> 00:05:26.340]  (詩詞)
[00:05:26.340 --> 00:05:29.340]  (詩詞)
[00:05:30.340 --> 00:05:33.340]  (詩詞)
[00:05:34.340 --> 00:05:37.340]  (詩詞)
[00:05:38.340 --> 00:05:41.340]  (詩詞)
[00:05:41.340 --> 00:05:44.340]  (詩詞)
[00:05:44.340 --> 00:05:47.340]  (詩詞)
[00:05:47.340 --> 00:05:50.340]  (詩詞)
[00:05:51.340 --> 00:05:54.340]  (詩詞)
[00:05:54.340 --> 00:06:07.340]  (詩詞)
[00:06:08.340 --> 00:06:11.340]  (詩詞)
[00:06:12.340 --> 00:06:15.340]  (詩詞)
[00:06:15.340 --> 00:06:18.340]  (詩詞)
[00:06:19.340 --> 00:06:22.340]  (詩詞)
[00:06:23.340 --> 00:06:26.340]  (詩詞)
[00:06:26.340 --> 00:06:29.340]  (詩詞)
[00:06:30.340 --> 00:06:33.340]  (詩詞)
[00:06:33.340 --> 00:06:36.340]  (詩詞)
[00:06:36.340 --> 00:06:41.340]  (詩詞)
[00:06:41.340 --> 00:06:56.340]  (詩詞)
[00:06:57.340 --> 00:07:00.340]  (詩詞)
[00:07:00.340 --> 00:07:03.340]  (詩詞)
[00:07:03.340 --> 00:07:09.340]  (詩詞)
[00:07:09.340 --> 00:07:14.340]  (詩詞)
[00:07:29.340 --> 00:07:32.340]  (詩詞)
[00:07:33.340 --> 00:07:36.340]  (詩詞)
[00:07:37.340 --> 00:07:40.340]  (詩詞)
[00:07:41.340 --> 00:07:44.340]  (詩詞)
[00:07:45.340 --> 00:07:48.340]  (詩詞)
[00:07:49.340 --> 00:07:52.340]  (詩詞)
[00:07:53.340 --> 00:07:56.340]  (詩詞)
[00:07:57.340 --> 00:08:00.340]  (詩詞)
[00:08:01.340 --> 00:08:04.340]  (詩詞)
[00:08:05.340 --> 00:08:08.340]  (詩詞)
[00:08:08.340 --> 00:08:11.340]  (詩詞)
[00:08:11.340 --> 00:08:14.340]  (詩詞)
[00:08:15.340 --> 00:08:18.340]  (詩詞)
[00:08:18.340 --> 00:08:21.340]  (詩詞)
[00:08:21.340 --> 00:08:24.340]  (詩詞)
[00:08:25.340 --> 00:08:28.340]  (詩詞)
[00:08:28.340 --> 00:08:31.340]  (詩詞)
[00:08:31.340 --> 00:08:37.340]  (詩詞)
[00:08:57.340 --> 00:09:00.340]  (詩詞)
[00:09:00.340 --> 00:09:23.340]  (詩詞)
[00:09:24.340 --> 00:09:27.340]  (詩詞)
[00:09:27.340 --> 00:09:41.340]  (詩詞)
[00:09:41.340 --> 00:09:50.340]  (詩詞)
[00:09:50.340 --> 00:09:53.340]  (詩詞)
[00:09:53.340 --> 00:09:58.340]  (詩詞)
[00:09:58.340 --> 00:10:06.340]  (詩詞)
[00:10:06.340 --> 00:10:16.340]  (詩詞)
[00:10:17.340 --> 00:10:20.340]  (詩詞)
[00:10:20.340 --> 00:10:29.340]  (詩詞)
[00:10:29.340 --> 00:10:39.340]  (詩詞)
[00:10:40.340 --> 00:10:43.340]  (詩詞)
[00:10:43.340 --> 00:10:52.340]  (詩詞)
[00:10:52.340 --> 00:11:02.340]  (詩詞)
[00:11:02.340 --> 00:11:05.340]  (詩詞)
[00:11:31.340 --> 00:11:34.340]  (詩詞)
[00:11:34.340 --> 00:11:52.340]  (詩詞)
[00:11:53.340 --> 00:11:56.340]  (詩詞)
[00:11:56.340 --> 00:11:59.340]  (詩詞)
[00:11:59.340 --> 00:12:24.340]  (詩詞)
[00:12:24.340 --> 00:12:27.340]  (詩詞)
[00:12:27.340 --> 00:12:30.340]  (詩詞)
[00:12:31.340 --> 00:12:34.340]  (詩詞)
[00:12:34.340 --> 00:12:37.340]  (詩詞)
[00:12:37.340 --> 00:12:40.340]  (詩詞)
[00:12:40.340 --> 00:12:43.340]  (詩詞)
[00:12:43.340 --> 00:12:46.340]  (詩詞)
[00:12:47.340 --> 00:12:50.340]  (詩詞)
[00:12:50.340 --> 00:12:53.340]  (詩詞)
[00:12:53.340 --> 00:12:56.340]  (詩詞)
[00:12:56.340 --> 00:12:59.340]  (詩詞)
[00:12:59.340 --> 00:13:02.340]  (詩詞)
[00:13:02.340 --> 00:13:05.340]  (詩詞)
[00:13:05.340 --> 00:13:08.340]  (詩詞)
[00:13:09.340 --> 00:13:12.340]  (詩詞)
[00:13:12.340 --> 00:13:20.340]  (詩詞)
[00:13:21.340 --> 00:13:24.340]  (詩詞)
[00:13:25.340 --> 00:13:28.340]  (詩詞)
[00:13:28.340 --> 00:13:31.340]  (詩詞)
[00:13:32.340 --> 00:13:35.340]  (詩詞)
[00:13:35.340 --> 00:13:38.340]  (詩詞)
[00:13:39.340 --> 00:13:42.340]  (詩詞)
[00:13:42.340 --> 00:13:45.340]  (詩詞)
[00:13:46.340 --> 00:13:49.340]  (詩詞)
[00:13:49.340 --> 00:13:52.340]  (詩詞)
[00:13:52.340 --> 00:13:55.340]  (詩詞)
[00:13:56.340 --> 00:13:59.340]  (詩詞)
[00:13:59.340 --> 00:14:02.340]  (詩詞)
[00:14:02.340 --> 00:14:05.340]  (詩詞)
[00:14:06.340 --> 00:14:09.340]  (詩詞)
[00:14:10.340 --> 00:14:13.340]  (詩詞)
[00:14:14.340 --> 00:14:17.340]  (詩詞)
[00:14:17.340 --> 00:14:20.340]  (詩詞)
[00:14:20.340 --> 00:14:23.340]  (詩詞)
[00:14:23.340 --> 00:14:26.340]  (詩詞)
[00:14:27.340 --> 00:14:30.340]  (詩詞)
[00:14:30.340 --> 00:14:33.340]  (詩詞)
[00:14:34.340 --> 00:14:37.340]  (詩詞)
[00:14:38.340 --> 00:14:41.340]  (詩詞)
[00:14:41.340 --> 00:14:44.340]  (詩詞)
[00:14:44.340 --> 00:14:47.340]  (詩詞)
[00:14:47.340 --> 00:14:50.340]  (詩詞)
[00:14:51.340 --> 00:14:54.340]  (詩詞)
[00:14:55.340 --> 00:14:58.340]  (詩詞)
[00:14:58.340 --> 00:15:01.340]  (詩詞)
[00:15:02.340 --> 00:15:05.340]  (詩詞)
[00:15:05.340 --> 00:15:08.340]  (詩詞)
[00:15:09.340 --> 00:15:12.340]  (詩詞)
[00:15:13.340 --> 00:15:16.340]  (詩詞)
[00:15:16.340 --> 00:15:19.340]  (詩詞)
[00:15:20.340 --> 00:15:23.340]  (詩詞)
[00:15:23.340 --> 00:15:26.340]  (詩詞)
[00:15:26.340 --> 00:15:29.340]  (詩詞)
[00:15:30.340 --> 00:15:33.340]  (詩詞)
[00:15:34.340 --> 00:15:37.340]  (詩詞)
[00:15:37.340 --> 00:15:40.340]  (詩詞)
[00:15:40.340 --> 00:15:43.340]  (詩詞)
[00:15:43.340 --> 00:15:46.340]  (詩詞)
[00:15:46.340 --> 00:15:49.340]  (詩詞)
[00:15:49.340 --> 00:15:52.340]  (詩詞)
[00:15:52.340 --> 00:15:55.340]  (詩詞)
[00:15:56.340 --> 00:15:59.340]  (詩詞)
[00:16:00.340 --> 00:16:03.340]  (詩詞)
[00:16:03.340 --> 00:16:06.340]  (詩詞)
[00:16:07.340 --> 00:16:10.340]  (詩詞)
[00:16:11.340 --> 00:16:14.340]  (詩詞)
[00:16:14.340 --> 00:16:17.340]  (詩詞)
[00:16:17.340 --> 00:16:20.340]  (詩詞)
[00:16:20.340 --> 00:16:23.340]  (詩詞)
[00:16:24.340 --> 00:16:27.340]  (詩詞)
[00:16:28.340 --> 00:16:31.340]  (詩詞)
[00:16:32.340 --> 00:16:35.340]  (詩詞)
[00:16:35.340 --> 00:16:38.340]  (詩詞)
[00:16:39.340 --> 00:16:42.340]  (詩詞)
[00:16:42.340 --> 00:16:48.340]  (詩詞)
[00:16:48.340 --> 00:16:51.340]  (詩詞)
[00:17:15.340 --> 00:17:18.340]  (廣東話)
[00:17:18.340 --> 00:17:21.340]  (廣東話)
[00:17:22.340 --> 00:17:25.340]  (廣東話)
[00:17:26.340 --> 00:17:29.340]  (廣東話)
[00:17:30.340 --> 00:17:33.340]  (廣東話)
[00:17:58.340 --> 00:18:01.340]  (廣東話)
[00:18:01.340 --> 00:18:04.340]  (廣東話)
[00:18:04.340 --> 00:18:26.340]  (廣東話)
[00:18:27.340 --> 00:18:30.340]  (廣東話)
[00:18:30.340 --> 00:18:43.340]  (廣東話)
[00:18:43.340 --> 00:18:46.340]  (廣東話)
[00:18:46.340 --> 00:19:00.340]  (廣東話)
[00:19:01.340 --> 00:19:04.340]  (廣東話)
[00:19:05.340 --> 00:19:08.340]  (廣東話)
[00:19:08.340 --> 00:19:19.340]  (廣東話)
[00:19:31.340 --> 00:19:34.340]  (廣東話)
[00:19:34.340 --> 00:19:40.340]  (廣東話)
[00:19:40.340 --> 00:19:47.340]  (廣東話)
[00:19:47.340 --> 00:19:52.340]  (廣東話)
[00:19:52.340 --> 00:19:57.340]  (廣東話)
[00:19:58.340 --> 00:20:01.340]  (廣東話)
[00:20:01.340 --> 00:20:12.340]  (廣東話)
[00:20:12.340 --> 00:20:20.340]  (廣東話)
[00:20:21.340 --> 00:20:24.340]  (廣東話)
[00:20:24.340 --> 00:20:37.340]  (廣東話)
[00:20:37.340 --> 00:20:49.340]  (廣東話)
[00:20:49.340 --> 00:20:52.340]  (廣東話)
[00:20:52.340 --> 00:21:00.340]  (廣東話)
[00:21:00.340 --> 00:21:09.340]  (廣東話)
[00:21:10.340 --> 00:21:13.340]  (廣東話)
[00:21:13.340 --> 00:21:24.340]  (廣東話)
[00:21:37.340 --> 00:21:40.340]  (廣東話)
[00:21:40.340 --> 00:21:57.340]  (廣東話)
[00:21:57.340 --> 00:22:00.340]  (廣東話)
[00:22:00.340 --> 00:22:19.340]  (廣東話)
[00:22:19.340 --> 00:22:22.340]  (廣東話)
[00:22:22.340 --> 00:22:36.340]  (廣東話)
[00:22:48.340 --> 00:22:51.340]  (廣東話)
[00:22:51.340 --> 00:22:56.340]  (廣東話)
[00:22:56.340 --> 00:23:06.340]  (廣東話)
[00:23:06.340 --> 00:23:14.340]  (廣東話)
[00:23:14.340 --> 00:23:17.340]  (廣東話)
[00:23:17.340 --> 00:23:22.340]  (廣東話)
[00:23:22.340 --> 00:23:28.340]  (廣東話)
[00:23:28.340 --> 00:23:32.340]  (廣東話)
[00:23:32.340 --> 00:23:37.340]  (廣東話)
[00:23:37.340 --> 00:23:41.340]  (廣東話)
[00:23:41.340 --> 00:23:44.340]  (廣東話)
[00:23:44.340 --> 00:23:48.340]  (廣東話)
[00:23:48.340 --> 00:23:56.340]  (廣東話)
[00:23:56.340 --> 00:24:00.340]  (廣東話)
[00:24:00.340 --> 00:24:04.340]  (廣東話)
[00:24:04.340 --> 00:24:08.340]  (廣東話)
[00:24:09.340 --> 00:24:12.340]  (廣東話)
[00:24:12.340 --> 00:24:16.340]  (廣東話)
[00:24:16.340 --> 00:24:20.340]  (廣東話)
[00:24:20.340 --> 00:24:24.340]  (廣東話)
[00:24:24.340 --> 00:24:28.340]  (廣東話)
[00:24:28.340 --> 00:24:32.340]  (廣東話)
[00:24:32.340 --> 00:24:36.340]  (廣東話)
[00:24:37.340 --> 00:24:40.340]  (廣東話)
[00:24:40.340 --> 00:24:44.340]  (廣東話)
[00:24:44.340 --> 00:24:48.340]  (廣東話)
[00:24:48.340 --> 00:24:52.340]  (廣東話)
[00:24:52.340 --> 00:24:56.340]  (廣東話)
[00:24:56.340 --> 00:25:00.340]  (廣東話)
[00:25:00.340 --> 00:25:04.340]  (廣東話)
[00:25:05.340 --> 00:25:08.340]  (廣東話)
[00:25:08.340 --> 00:25:12.340]  (廣東話)
[00:25:12.340 --> 00:25:16.340]  (廣東話)
[00:25:16.340 --> 00:25:20.340]  (廣東話)
[00:25:20.340 --> 00:25:24.340]  (廣東話)
[00:25:24.340 --> 00:25:28.340]  (廣東話)
[00:25:28.340 --> 00:25:32.340]  (廣東話)
[00:25:33.340 --> 00:25:36.340]  (廣東話)
[00:25:36.340 --> 00:25:40.340]  (廣東話)
[00:25:40.340 --> 00:25:44.340]  (廣東話)
[00:25:44.340 --> 00:25:48.340]  (廣東話)
[00:25:48.340 --> 00:25:52.340]  (廣東話)
[00:25:52.340 --> 00:25:56.340]  (廣東話)
[00:25:56.340 --> 00:26:00.340]  (廣東話)
[00:26:01.340 --> 00:26:04.340]  (廣東話)
[00:26:04.340 --> 00:26:08.340]  (廣東話)
[00:26:08.340 --> 00:26:12.340]  (廣東話)
[00:26:12.340 --> 00:26:16.340]  (廣東話)
[00:26:16.340 --> 00:26:20.340]  (廣東話)
[00:26:20.340 --> 00:26:24.340]  (廣東話)
[00:26:24.340 --> 00:26:28.340]  (廣東話)
[00:26:29.340 --> 00:26:32.340]  (廣東話)
[00:26:32.340 --> 00:26:36.340]  (廣東話)
[00:26:36.340 --> 00:26:40.340]  (廣東話)
[00:26:40.340 --> 00:26:44.340]  (廣東話)
[00:26:44.340 --> 00:26:48.340]  (廣東話)
[00:26:48.340 --> 00:26:52.340]  (廣東話)
[00:26:52.340 --> 00:26:56.340]  (廣東話)
[00:26:57.340 --> 00:27:00.340]  (廣東話)
[00:27:00.340 --> 00:27:04.340]  (廣東話)
[00:27:04.340 --> 00:27:08.340]  (廣東話)
[00:27:08.340 --> 00:27:12.340]  (廣東話)
[00:27:12.340 --> 00:27:16.340]  (廣東話)
[00:27:16.340 --> 00:27:20.340]  (廣東話)
[00:27:20.340 --> 00:27:24.340]  (廣東話)
[00:27:25.340 --> 00:27:28.340]  (廣東話)
[00:27:28.340 --> 00:27:32.340]  (廣東話)
[00:27:32.340 --> 00:27:36.340]  (廣東話)
[00:27:36.340 --> 00:27:40.340]  (廣東話)
[00:27:40.340 --> 00:27:44.340]  (廣東話)
[00:27:44.340 --> 00:27:48.340]  (廣東話)
[00:27:48.340 --> 00:27:52.340]  (廣東話)
[00:27:53.340 --> 00:27:56.340]  (廣東話)
[00:27:56.340 --> 00:28:00.340]  (廣東話)
[00:28:00.340 --> 00:28:04.340]  (廣東話)
[00:28:04.340 --> 00:28:08.340]  (廣東話)
[00:28:08.340 --> 00:28:12.340]  (廣東話)
[00:28:12.340 --> 00:28:16.340]  (廣東話)
[00:28:16.340 --> 00:28:20.340]  (廣東話)
[00:28:21.340 --> 00:28:24.340]  (廣東話)
[00:28:24.340 --> 00:28:28.340]  (廣東話)
[00:28:28.340 --> 00:28:32.340]  (廣東話)
[00:28:32.340 --> 00:28:36.340]  (廣東話)
[00:28:36.340 --> 00:28:40.340]  (廣東話)
[00:28:40.340 --> 00:28:44.340]  (廣東話)
[00:28:44.340 --> 00:28:48.340]  (廣東話)
[00:28:49.340 --> 00:28:52.340]  (廣東話)
[00:28:52.340 --> 00:28:56.340]  (廣東話)
[00:28:56.340 --> 00:29:00.340]  (廣東話)
[00:29:00.340 --> 00:29:04.340]  (廣東話)
[00:29:04.340 --> 00:29:08.340]  (廣東話)
[00:29:08.340 --> 00:29:12.340]  (廣東話)
[00:29:12.340 --> 00:29:16.340]  (廣東話)
[00:29:17.340 --> 00:29:20.340]  (廣東話)
[00:29:20.340 --> 00:29:24.340]  (廣東話)
[00:29:24.340 --> 00:29:28.340]  (廣東話)
[00:29:28.340 --> 00:29:32.340]  (廣東話)
[00:29:32.340 --> 00:29:36.340]  (廣東話)
[00:29:36.340 --> 00:29:40.340]  (廣東話)
[00:29:40.340 --> 00:29:44.340]  (廣東話)
[00:29:45.340 --> 00:29:48.340]  (廣東話)
[00:29:48.340 --> 00:29:52.340]  (廣東話)
[00:29:52.340 --> 00:29:56.340]  (廣東話)
[00:29:56.340 --> 00:30:00.340]  (廣東話)
[00:30:00.340 --> 00:30:04.340]  (廣東話)
[00:30:04.340 --> 00:30:08.340]  (廣東話)
[00:30:08.340 --> 00:30:12.340]  (廣東話)
[00:30:13.340 --> 00:30:16.340]  (廣東話)
[00:30:16.340 --> 00:30:20.340]  (廣東話)
[00:30:20.340 --> 00:30:24.340]  (廣東話)
[00:30:24.340 --> 00:30:28.340]  (廣東話)

