
[00:00:00.000 --> 00:00:07.000]  我相信在座的各位都坐了一段時間
[00:07:59.000 --> 00:08:02.000]  帶領的一位日本的
[00:08:02.000 --> 00:08:04.000]  屬靈道師Oktawa
[00:08:04.000 --> 00:08:05.000]  就告訴我們
[00:08:05.000 --> 00:08:08.000]  今天我們需要celebrate
[00:08:08.000 --> 00:08:11.000]  celebrate很重要的
[00:08:11.000 --> 00:08:13.000]  就不是因為對方
[00:08:13.000 --> 00:08:15.000]  在你身上做了什麼
[00:08:15.000 --> 00:08:18.000]  而是因為對方的presence
[00:08:18.000 --> 00:08:20.000]  就已經值得我們celebrate
[00:08:20.000 --> 00:08:22.000]  所以我們感謝神
[00:08:22.000 --> 00:08:24.000]  至少我們在香港
[00:08:24.000 --> 00:08:27.000]  我們仍然可以有郊野公園
[00:08:27.000 --> 00:08:29.000]  仍然是可以
[00:08:29.000 --> 00:08:32.000]  如果你不想聞那些催淚煙的時候
[00:08:32.000 --> 00:08:35.000]  你可以去到這個郊野公園裡面
[00:08:35.000 --> 00:08:37.000]  至少那裡不會有警察
[00:08:37.000 --> 00:08:39.000]  至少那裡不會有其他
[00:08:39.000 --> 00:08:43.000]  你可以在那裡享受大自然
[00:08:43.000 --> 00:08:45.000]  這個就是香港的好處
[00:08:45.000 --> 00:08:46.000]  我們celebrate
[00:08:46.000 --> 00:08:48.000]  今天有些時候
[00:08:48.000 --> 00:08:50.000]  有些人有一種錯誤的理解
[00:08:50.000 --> 00:08:52.000]  這個理解就是
[00:08:52.000 --> 00:08:54.000]  天堂只是
[00:08:54.000 --> 00:08:56.000]  只是人類
[00:08:56.000 --> 00:09:00.000]  或者只是靈魂存在的空間
[00:09:00.000 --> 00:09:02.000]  這一點我就不同意了
[00:09:02.000 --> 00:09:04.000]  我就想如果是新天新地
[00:09:04.000 --> 00:09:08.000]  在上帝將來的救贖的世界裡面
[00:09:08.000 --> 00:09:10.000]  只是人類
[00:09:10.000 --> 00:09:12.000]  只是靈魂就很悶的
[00:09:12.000 --> 00:09:14.000]  我是需要有動物
[00:09:14.000 --> 00:09:15.000]  有貓狗
[00:09:15.000 --> 00:09:17.000]  花草樹木
[00:09:17.000 --> 00:09:18.000]  陪伴我
[00:09:18.000 --> 00:09:19.000]  在一起
[00:09:19.000 --> 00:09:22.000]  而這個就只是在伊甸園裡面告訴我們
[00:09:22.000 --> 00:09:24.000]  在將來新天新地裡面
[00:09:24.000 --> 00:09:26.000]  是必然都會有的
[00:09:26.000 --> 00:09:28.000]  所以我們歡喜
[00:09:28.000 --> 00:09:31.000]  是為了整個上帝的創造
[00:09:31.000 --> 00:09:34.000]  是彰顯三一神的榮耀
[00:09:34.000 --> 00:09:36.000]  是為了人類的美善
[00:09:36.000 --> 00:09:38.000]  所以第一樣
[00:09:38.000 --> 00:09:40.000]  我們可以思想的就是每年
[00:09:40.000 --> 00:09:42.000]  每一間教會
[00:09:42.000 --> 00:09:46.000]  都至少有一次關愛受造的主日
[00:09:46.000 --> 00:09:48.000]  你可以參考比方
[00:09:48.000 --> 00:09:49.000]  用Earth Day
[00:09:49.000 --> 00:09:52.000]  有這個地球日
[00:09:52.000 --> 00:09:56.000]  就是每年在4月22號的時候
[00:09:56.000 --> 00:09:59.000]  你會在前後或者在一些日子裡面
[00:09:59.000 --> 00:10:01.000]  你有一個關愛
[00:10:01.000 --> 00:10:04.000]  這個世界的一個主日
[00:10:04.000 --> 00:10:06.000]  來到這方面
[00:10:06.000 --> 00:10:09.000]  來到為上帝所創造的一切來慶祝
[00:10:09.000 --> 00:10:11.000]  在2010年的時候
[00:10:11.000 --> 00:10:13.000]  那次我們在聖公會朱聖堂
[00:10:13.000 --> 00:10:16.000]  就有一個冬日與動物同讚美的
[00:10:16.000 --> 00:10:18.000]  一個特別的崇拜
[00:10:18.000 --> 00:10:20.000]  那次是有貓有狗有蛇
[00:10:20.000 --> 00:10:22.000]  有不同的
[00:10:22.000 --> 00:10:23.000]  在一起
[00:10:23.000 --> 00:10:24.000]  在裡面
[00:10:24.000 --> 00:10:27.000]  當然在平時的崇拜裡面是比較困難的
[00:10:27.000 --> 00:10:30.000]  但如果一個特殊的主日
[00:10:30.000 --> 00:10:31.000]  我相信
[00:10:31.000 --> 00:10:33.000]  都是讓所有人去認識
[00:10:33.000 --> 00:10:37.000]  我們是可以為上帝所創造的一切
[00:10:37.000 --> 00:10:40.000]  來獻上我們的慶祝
[00:10:40.000 --> 00:10:42.000]  第二個我們可以advocate
[00:10:42.000 --> 00:10:43.000]  就是昌道
[00:10:43.000 --> 00:10:45.000]  今早我都想過
[00:10:45.000 --> 00:10:48.000]  如果我從元朗跑步出來忠臣
[00:10:48.000 --> 00:10:50.000]  要多少時間呢?
[00:10:50.000 --> 00:10:54.000]  後來我想如果我跑步過來的話
[00:10:54.000 --> 00:10:57.000]  我應該不夠氣去說這15分鐘
[00:10:57.000 --> 00:10:59.000]  所以我就放棄了
[00:10:59.000 --> 00:11:01.000]  大家都知道
[00:11:01.000 --> 00:11:03.000]  這個通貝里
[00:11:03.000 --> 00:11:05.000]  瑞典16歲的女孩子
[00:11:05.000 --> 00:11:07.000]  她就不坐飛機
[00:11:07.000 --> 00:11:10.000]  所以下次就叫Jonathan不要坐飛機了
[00:11:10.000 --> 00:11:12.000]  坐船
[00:11:12.000 --> 00:11:17.000]  坐船由美國來香港
[00:11:17.000 --> 00:11:19.000]  不知道要多少天了
[00:11:19.000 --> 00:11:23.000]  所以我們看到他就在Dr. Moo的講論裡面
[00:11:23.000 --> 00:11:25.000]  就說兩樣東西不是必然的
[00:11:25.000 --> 00:11:29.000]  人類的福祉和環境的保護不是對立的
[00:11:29.000 --> 00:11:34.000]  福音的宣講和關愛的受造也不是對立
[00:11:34.000 --> 00:11:37.000]  所以今天我們不一定說
[00:11:37.000 --> 00:11:40.000]  救人的靈魂比救樹還重要
[00:11:40.000 --> 00:11:44.000]  我們不需要必然存在這種衝突
[00:11:44.000 --> 00:11:47.000]  所以這個都是以往在2007年的時候
[00:11:47.000 --> 00:11:50.000]  教新辦過一些全球暖化的講座
[00:11:50.000 --> 00:11:52.000]  當時參加的人不是很多
[00:11:52.000 --> 00:11:54.000]  只有三十多個我不多說了
[00:11:54.000 --> 00:11:57.000]  第三我們說了
[00:11:57.000 --> 00:11:58.000]  第一celebrate
[00:11:58.000 --> 00:12:00.000]  第二advocate
[00:12:00.000 --> 00:12:02.000]  我們繼續教會
[00:12:02.000 --> 00:12:05.000]  不同的機構不同的教徒去倡導
[00:12:05.000 --> 00:12:08.000]  我們要愛這個受造的世界
[00:12:08.000 --> 00:12:11.000]  第三我們需要來過一個簡樸的生活
[00:12:11.000 --> 00:12:13.000]  我們來散用
[00:12:13.000 --> 00:12:16.000]  所以我們在過往一些遊行示威裡面
[00:12:16.000 --> 00:12:19.000]  或者一些是行街的一些活動裡面
[00:12:19.000 --> 00:12:21.000]  行街的活動裡面
[00:12:21.000 --> 00:12:24.000]  我都會見得到他們都做得很好的
[00:12:24.000 --> 00:12:26.000]  他說在這些行街的活動裡面
[00:12:26.000 --> 00:12:29.000]  他出得來閒就預備了要回收
[00:12:29.000 --> 00:12:31.000]  是不是你預備了回收了沒有
[00:12:31.000 --> 00:12:33.000]  如果要回收的時候
[00:12:33.000 --> 00:12:35.000]  他們就有一個實際的
[00:12:35.000 --> 00:12:37.000]  我想一下今天在教會裡面
[00:12:37.000 --> 00:12:39.000]  特別是大的教會
[00:12:39.000 --> 00:12:41.000]  會不會都需要思想
[00:12:41.000 --> 00:12:45.000]  所以現在我們看到聖公會或者一些教會
[00:12:45.000 --> 00:12:48.000]  他們都來到是履行管家的職責
[00:12:48.000 --> 00:12:52.000]  現在特別是最近都很多的那些飲水
[00:12:52.000 --> 00:12:55.000]  膠瓶可以回收屈臣氏或者其他
[00:12:55.000 --> 00:12:58.000]  如果大的教會我覺得其實是可以的
[00:12:58.000 --> 00:13:00.000]  在你那裡裝一部這樣的機
[00:13:00.000 --> 00:13:03.000]  或者可以禮拜日的時候
[00:13:03.000 --> 00:13:05.000]  收集他們的膠瓶
[00:13:05.000 --> 00:13:08.000]  然後將這些膠瓶拿去回收機裡面
[00:13:08.000 --> 00:13:14.000]  來化作一些優惠券或者等等
[00:13:14.000 --> 00:13:16.000]  衣物的回收或者等等
[00:13:16.000 --> 00:13:20.000]  這個都是今天教會可以來實踐的
[00:13:20.000 --> 00:13:22.000]  來reduce這一方面
[00:13:22.000 --> 00:13:24.000]  散用這一方面
[00:13:24.000 --> 00:13:26.000]  這些原則我就不詳細講了
[00:13:26.000 --> 00:13:27.000]  很快跳過去
[00:13:27.000 --> 00:13:28.000]  很快第四
[00:13:28.000 --> 00:13:29.000]  就educate
[00:13:29.000 --> 00:13:31.000]  也幫協進會賣廣告
[00:13:31.000 --> 00:13:33.000]  他們有一個不錯的課程
[00:13:33.000 --> 00:13:37.000]  有一套關愛受造世界成人主學的查經課程
[00:13:37.000 --> 00:13:39.000]  你在網上可以download
[00:13:39.000 --> 00:13:42.000]  甚至你可以跟他們購買
[00:13:42.000 --> 00:13:48.000]  所以我會覺得今天教會是需要更多這方面的教育
[00:13:48.000 --> 00:13:51.000]  每年可能兩年一次有主學課程
[00:13:51.000 --> 00:13:54.000]  團契小組有關愛受造的活動
[00:13:54.000 --> 00:13:57.000]  甚至你可以參觀安排
[00:13:57.000 --> 00:14:01.000]  你去中大參觀氣候變化的博物館
[00:14:01.000 --> 00:14:03.000]  或者加道理農場
[00:14:03.000 --> 00:14:05.000]  他們有不同的活動
[00:14:05.000 --> 00:14:08.000]  這些活動都是幫助鼎姐妹
[00:14:08.000 --> 00:14:12.000]  去深化他們環保的意識和行動
[00:14:12.000 --> 00:14:13.000]  最後
[00:14:13.000 --> 00:14:15.000]  這些我不詳細講了
[00:14:15.000 --> 00:14:16.000]  我們很快跳過去
[00:14:16.000 --> 00:14:18.000]  在這方面天主教是做得比我們好
[00:14:18.000 --> 00:14:20.000]  所以這個就剛剛上個禮拜
[00:14:20.000 --> 00:14:22.000]  在天主教的一個退休營裡面
[00:14:22.000 --> 00:14:23.000]  就看到
[00:14:23.000 --> 00:14:25.000]  他們在這個月份裡面
[00:14:25.000 --> 00:14:30.000]  鼓勵教會對受造界有更多不同的活動
[00:14:30.000 --> 00:14:33.000]  在當中的參與
[00:14:33.000 --> 00:14:34.000]  很快最後
[00:14:34.000 --> 00:14:38.000]  最近一首歌很流行
[00:14:38.000 --> 00:14:41.000]  就是願榮光歸香港
[00:14:41.000 --> 00:14:43.000]  我如果這樣講就不是很好
[00:14:43.000 --> 00:14:45.000]  願榮光歸地球
[00:14:45.000 --> 00:14:46.000]  行不行呢
[00:14:46.000 --> 00:14:49.000]  他其中第一句我覺得很有意思
[00:14:49.000 --> 00:14:54.000]  何以這土地淚在流
[00:14:54.000 --> 00:14:57.000]  正是配合我們這次的主題
[00:14:57.000 --> 00:14:59.000]  一同嘆息
[00:14:59.000 --> 00:15:00.000]  我們現在
[00:15:00.000 --> 00:15:02.000]  我相信每一個香港人
[00:15:02.000 --> 00:15:03.000]  你是環保人士也好
[00:15:03.000 --> 00:15:05.000]  不是環保人士也好
[00:15:05.000 --> 00:15:08.000]  我們現在都在嘆息
[00:15:08.000 --> 00:15:10.000]  可能我們嘆息要過了十一之後
[00:15:10.000 --> 00:15:12.000]  看看不知道怎麼樣
[00:15:12.000 --> 00:15:16.000]  所以何以這土地淚在流
[00:15:16.000 --> 00:15:20.000]  所以祈求上帝賜福我們每一個
[00:15:20.000 --> 00:15:23.000]  以至我們願意在地上見到
[00:15:23.000 --> 00:15:25.000]  上主的榮光
[00:15:25.000 --> 00:15:26.000]  向當中彰顯
[00:15:26.000 --> 00:15:27.000]  多謝各位
[00:15:27.000 --> 00:15:29.000]  字幕志願者:陳志全
[00:15:29.000 --> 00:15:31.000]  (掌聲)
[00:15:31.000 --> 00:15:33.000]  (掌聲)
[00:15:33.000 --> 00:15:35.000]  (掌聲)
[00:15:35.000 --> 00:15:37.000]  (掌聲)
[00:15:37.000 --> 00:15:39.000]  (掌聲)
[00:15:39.000 --> 00:15:41.000]  (掌聲)
[00:15:41.000 --> 00:15:43.000]  (掌聲)

