
[00:00:00.000 --> 00:00:02.800]  接下來我們要聆聽上主的話
[00:06:54.800 --> 00:06:56.800]  縱使是四十章
[00:06:56.800 --> 00:07:00.800]  上帝要向他的子民發出安慰的訊息
[00:07:00.800 --> 00:07:03.800]  但接下來有六次
[00:07:03.800 --> 00:07:06.800]  上帝要一再重申
[00:07:06.800 --> 00:07:11.800]  他的百姓可以得到安慰
[00:07:11.800 --> 00:07:12.800]  我不知道你明不明白這個意思
[00:07:12.800 --> 00:07:17.800]  就是說他的百姓要得到這份安慰
[00:07:17.800 --> 00:07:21.800]  他的百姓要相信有這個未來
[00:07:21.800 --> 00:07:25.800]  原來一點都不簡單
[00:07:25.800 --> 00:07:31.800]  究竟什麼原因阻礙了他的百姓
[00:07:31.800 --> 00:07:33.800]  不能夠受到安慰
[00:07:33.800 --> 00:07:37.800]  什麼原因讓他們的百姓
[00:07:37.800 --> 00:07:41.800]  不能夠看見有一個未來
[00:07:41.800 --> 00:07:44.800]  第三節
[00:07:44.800 --> 00:07:47.800]  去到第十一節
[00:07:47.800 --> 00:07:49.800]  你會發現
[00:07:49.800 --> 00:07:52.800]  這一段的經文裏面
[00:07:52.800 --> 00:07:57.800]  有三次重覆了聲音這個字眼
[00:07:57.800 --> 00:07:59.800]  第三節
[00:07:59.800 --> 00:08:01.800]  有聲音呼喊說
[00:08:01.800 --> 00:08:03.800]  第六節
[00:08:03.800 --> 00:08:05.800]  有聲音說
[00:08:05.800 --> 00:08:06.800]  第九節
[00:08:06.800 --> 00:08:07.800]  和學館修訂版
[00:08:07.800 --> 00:08:09.800]  亦做的極力揚聲
[00:08:09.800 --> 00:08:11.800]  其實是說
[00:08:11.800 --> 00:08:15.800]  用力量高放你的聲音
[00:08:15.800 --> 00:08:18.800]  聲音 聲音 聲音
[00:08:18.800 --> 00:08:21.800]  將這九節的經文
[00:08:21.800 --> 00:08:24.800]  分拆成三個小段落
[00:08:24.800 --> 00:08:26.800]  三個小段落
[00:08:26.800 --> 00:08:28.800]  彷彿都好像告訴我們
[00:08:28.800 --> 00:08:31.800]  有什麼阻礙了上帝的百姓
[00:08:31.800 --> 00:08:33.800]  經歷上帝的安慰
[00:08:33.800 --> 00:08:36.800]  而上帝很希望
[00:08:36.800 --> 00:08:39.800]  祂的使者 祂的先知
[00:08:39.800 --> 00:08:42.800]  可以怎樣讓祂的百姓
[00:08:42.800 --> 00:08:46.800]  可以重新相信有未來
[00:08:46.800 --> 00:08:52.800]  我們先看看第三至到第五節
[00:08:52.800 --> 00:08:54.800]  第三至到第五節裏面
[00:08:54.800 --> 00:08:57.800]  可能我們一般讀新約聖經的時候
[00:08:57.800 --> 00:08:58.800]  就會覺得是在說
[00:08:58.800 --> 00:09:00.800]  是施洗的約翰
[00:09:00.800 --> 00:09:02.800]  又或者我們會覺得
[00:09:02.800 --> 00:09:05.800]  這裏在說上帝預言他的百姓
[00:09:05.800 --> 00:09:08.800]  將會由秘魯之地經歷曠野
[00:09:08.800 --> 00:09:11.800]  然後回到自己的地方
[00:09:11.800 --> 00:09:13.800]  我覺得這些都是有可能的
[00:09:13.800 --> 00:09:15.800]  不過我想和大家看看
[00:09:15.800 --> 00:09:17.800]  曠野這個字
[00:09:17.800 --> 00:09:20.800]  在《二賽亞書》裏面究竟怎樣用
[00:09:20.800 --> 00:09:22.800]  在《二賽亞書》裏面
[00:09:22.800 --> 00:09:25.800]  曠野這個字眼總共出現了十九次
[00:09:25.800 --> 00:09:30.800]  有四次是說真真正正地理上的曠野
[00:09:30.800 --> 00:09:32.800]  不過在另外的地方
[00:09:32.800 --> 00:09:37.800]  曠野這個字似乎不是在說一個地點
[00:09:37.800 --> 00:09:40.800]  而是在說一個狀態
[00:09:40.800 --> 00:09:44.800]  我們看看第27章和51章
[00:09:44.800 --> 00:09:46.800]  它分別說到
[00:09:46.800 --> 00:09:50.800]  上帝將堅固的城變為荒涼
[00:09:50.800 --> 00:09:52.800]  被撇棄的居所
[00:09:52.800 --> 00:09:55.800]  好像曠野一樣
[00:09:55.800 --> 00:09:59.800]  51章 耶和華安慰了石安
[00:09:59.800 --> 00:10:02.800]  安慰了石安一切的廢墟
[00:10:02.800 --> 00:10:06.800]  使得曠野有如伊甸
[00:10:06.800 --> 00:10:08.800]  你會發現的
[00:10:08.800 --> 00:10:14.800]  這些曠野不是在耶路撒冷以外的地方
[00:10:14.800 --> 00:10:17.800]  這些曠野就是甚麼地方
[00:10:17.800 --> 00:10:20.800]  就是耶路撒冷
[00:10:20.800 --> 00:10:23.800]  就是石安
[00:10:23.800 --> 00:10:32.800]  石安 耶路撒冷已經成為了一個曠野
[00:10:32.800 --> 00:10:36.800]  如果我們再看「沙漠」這個字眼
[00:10:36.800 --> 00:10:38.800]  同樣在《二賽亞書》裏面
[00:10:38.800 --> 00:10:40.800]  很多時候都是在說
[00:10:40.800 --> 00:10:45.800]  一種沒有人 沒有水 沒有歡樂的狀態
[00:10:45.800 --> 00:10:47.800]  如果這樣說的話
[00:10:47.800 --> 00:10:50.800]  似乎《二賽亞書》在這裏說
[00:10:50.800 --> 00:10:56.800]  上帝已經將他的百姓所居住的耶路撒冷
[00:10:56.800 --> 00:10:58.800]  所居住的石安
[00:10:58.800 --> 00:11:01.800]  變為一個彷如廢墟
[00:11:01.800 --> 00:11:03.800]  沒有盼望的地方一樣
[00:11:03.800 --> 00:11:09.800]  原因是因為他的百姓失信 失德
[00:11:09.800 --> 00:11:13.800]  以致上帝好像將這個地方
[00:11:13.800 --> 00:11:19.800]  成為了一個再不能夠有生機的地方
[00:11:19.800 --> 00:11:24.800]  也許對於那班百姓來說
[00:11:24.800 --> 00:11:30.800]  為甚麼他們那麼難去接受將來有一份的盼望
[00:11:30.800 --> 00:11:36.800]  因為當時環境所帶來的那種限制
[00:11:36.800 --> 00:11:38.800]  那種的constraints
[00:11:38.800 --> 00:11:41.800]  那種的限制 那種的constraints
[00:11:41.800 --> 00:11:42.800]  帶到一個地步
[00:11:42.800 --> 00:11:50.800]  他們不能夠相信上帝仍能夠在當中去工作
[00:11:50.800 --> 00:11:54.800]  所以這句話的聲音
[00:11:54.800 --> 00:11:56.800]  後來就說到
[00:11:56.800 --> 00:12:00.800]  耶和華的榮耀必然會顯現
[00:12:00.800 --> 00:12:02.800]  顯現在哪個地方
[00:12:02.800 --> 00:12:07.800]  就是這個彷如曠野 彷如沙漠
[00:12:07.800 --> 00:12:12.800]  上帝的百姓所居住的地方
[00:12:12.800 --> 00:12:15.800]  上帝這份榮耀的顯現
[00:12:15.800 --> 00:12:19.800]  上帝的臨在不是世世般的臨在
[00:12:19.800 --> 00:12:29.800]  是凡有血肉之軀都可以看得到的大大的臨在
[00:12:29.800 --> 00:12:31.800]  而蔡阿書彷彿在這裡
[00:12:31.800 --> 00:12:34.800]  想告訴她的百姓聽
[00:12:34.800 --> 00:12:40.800]  沒錯 今天我們面對了很多很多的限制
[00:12:40.800 --> 00:12:46.800]  但是同樣我們要記得一件事情
[00:12:46.800 --> 00:12:51.800]  今天的限制不能夠限制上帝的來臨
[00:12:51.800 --> 00:12:57.800]  今天的限制不能夠限制上帝榮耀的工作
[00:12:57.800 --> 00:13:02.800]  可以顯現得到
[00:13:02.800 --> 00:13:06.800]  不單止是這一份的限制
[00:13:06.800 --> 00:13:10.800]  第二段說到
[00:13:10.800 --> 00:13:14.800]  有一把聲音向一個人說
[00:13:14.800 --> 00:13:16.800]  你叫吧
[00:13:16.800 --> 00:13:19.800]  然後那個不知道什麼的人就說
[00:13:19.800 --> 00:13:21.800]  那我叫什麼
[00:13:21.800 --> 00:13:24.800]  最清楚的地方就來到這裡
[00:13:24.800 --> 00:13:28.800]  然後由第六節下半節開始到第八節
[00:13:28.800 --> 00:13:31.800]  我們大概不是很清楚他想說什麼
[00:13:31.800 --> 00:13:34.800]  不過我想和大家去留意一下
[00:13:34.800 --> 00:13:38.800]  在這裡重複了四次說了一個字
[00:13:38.800 --> 00:13:42.800]  那個字就是草
[00:13:42.800 --> 00:13:48.800]  草這個字究竟有什麼用法呢
[00:13:48.800 --> 00:13:53.800]  如果我們看回在蔡阿書的第五十一章裡面
[00:13:53.800 --> 00:13:56.800]  她提及到一件事情
[00:13:56.800 --> 00:13:58.800]  上帝對那些百姓說
[00:13:58.800 --> 00:14:01.800]  我必定能夠救贖你們
[00:14:01.800 --> 00:14:03.800]  然後十二節說
[00:14:03.800 --> 00:14:07.800]  唯有我是安慰你們
[00:14:07.800 --> 00:14:10.800]  還記得四十章一開始說什麼話
[00:14:10.800 --> 00:14:15.800]  上帝說要安慰安慰我的百姓
[00:14:15.800 --> 00:14:17.800]  上帝重新去說
[00:14:17.800 --> 00:14:19.800]  唯有我是安慰你們的
[00:14:19.800 --> 00:14:21.800]  然後說什麼
[00:14:21.800 --> 00:14:22.800]  你是誰
[00:14:22.800 --> 00:14:24.800]  竟怕那必死的人
[00:14:24.800 --> 00:14:30.800]  怕那生命如草的世人
[00:14:30.800 --> 00:14:32.800]  這群如草的世人
[00:14:32.800 --> 00:14:35.800]  正正就是那群百姓很害怕
[00:14:35.800 --> 00:14:39.800]  以至他們不能夠看到有未來的人
[00:14:39.800 --> 00:14:41.800]  這群人是什麼人
[00:14:41.800 --> 00:14:42.800]  十三節
[00:14:42.800 --> 00:14:45.800]  是那群欺壓者
[00:14:45.800 --> 00:14:50.800]  他們怎樣來踐踏上帝的百姓
[00:14:50.800 --> 00:14:56.800]  使他們看不見原來他們還有一個未來
[00:14:56.800 --> 00:14:57.800]  也許
[00:14:57.800 --> 00:15:03.800]  什麼使這群百姓看不見一個未來
[00:15:03.800 --> 00:15:09.800]  他們手上沒有這份話事權
[00:15:09.800 --> 00:15:15.800]  他們沒有這種能夠去控制他們將來的能力
[00:15:15.800 --> 00:15:23.800]  因為他們覺得話事權已經在他們敵人的手裡
[00:15:23.800 --> 00:15:25.800]  因為這個緣故
[00:15:25.800 --> 00:15:31.800]  他們不敢相信他們有未來
[00:15:31.800 --> 00:15:33.800]  不過
[00:15:33.800 --> 00:15:37.800]  才聽到這個聲音說話之後
[00:15:37.800 --> 00:15:41.800]  這個聲音就告訴他們
[00:15:41.800 --> 00:15:46.800]  這些所謂我們害怕的敵人只是什麼
[00:15:46.800 --> 00:15:48.800]  只是如草
[00:15:48.800 --> 00:15:51.800]  他們的榮美只是如花
[00:15:51.800 --> 00:15:53.800]  草必枯乾
[00:15:53.800 --> 00:15:56.800]  花必凋謝
[00:15:56.800 --> 00:16:02.800]  他們所謂今天威嚇我們的強權
[00:16:02.800 --> 00:16:05.800]  很快就會消失
[00:16:05.800 --> 00:16:07.800]  才聽到之後
[00:16:07.800 --> 00:16:09.800]  他明白
[00:16:09.800 --> 00:16:12.800]  他接著重覆這番話
[00:16:12.800 --> 00:16:14.800]  草必枯乾
[00:16:14.800 --> 00:16:17.800]  花必凋謝
[00:16:17.800 --> 00:16:23.800]  唯有我們神的話永遠立定
[00:16:23.800 --> 00:16:27.800]  話事權在誰的手中
[00:16:27.800 --> 00:16:33.800]  話事權在上帝的說話手中
[00:16:33.800 --> 00:16:36.800]  面對這群百姓
[00:16:36.800 --> 00:16:41.800]  要讓他們能夠相信有未來
[00:16:41.800 --> 00:16:45.800]  也許要讓他們能夠記得
[00:16:45.800 --> 00:16:47.800]  人間的權勢
[00:16:47.800 --> 00:16:50.800]  沒有任何一個權勢
[00:16:50.800 --> 00:16:53.800]  能夠阻撓上帝的說話
[00:16:53.800 --> 00:16:56.800]  所命定的未來
[00:16:56.800 --> 00:17:01.800]  去到最後
[00:17:01.800 --> 00:17:03.800]  第九節開始
[00:17:03.800 --> 00:17:06.800]  先知就向石安
[00:17:06.800 --> 00:17:08.800]  向耶路撒冷
[00:17:08.800 --> 00:17:10.800]  發出一個呼籲
[00:17:10.800 --> 00:17:14.800]  我比較認同和學館修訂版所說
[00:17:14.800 --> 00:17:16.800]  這個報好信息的
[00:17:16.800 --> 00:17:18.800]  就是石安
[00:17:18.800 --> 00:17:21.800]  就是耶路撒冷他們自己
[00:17:21.800 --> 00:17:24.800]  正正在第一節第二節
[00:17:24.800 --> 00:17:26.800]  耶路撒冷和石安
[00:17:26.800 --> 00:17:30.800]  就是要被上帝所安慰的一群人
[00:17:30.800 --> 00:17:32.800]  去到此時此刻
[00:17:32.800 --> 00:17:34.800]  上帝藉著先知
[00:17:34.800 --> 00:17:36.800]  去呼籲他們
[00:17:36.800 --> 00:17:38.800]  呼籲他們要成為一群
[00:17:38.800 --> 00:17:40.800]  不單止是被安慰的人
[00:17:40.800 --> 00:17:42.800]  更加要將安慰的信息
[00:17:42.800 --> 00:17:48.800]  帶到猶大的各個城邑當中
[00:17:48.800 --> 00:17:51.800]  先知鼓勵他們
[00:17:51.800 --> 00:17:55.800]  他說不要懼怕
[00:17:55.800 --> 00:17:57.800]  我都在想
[00:17:57.800 --> 00:18:01.800]  究竟不要懼怕什麼
[00:18:01.800 --> 00:18:05.800]  或許對於這一群人來說
[00:18:05.800 --> 00:18:07.800]  可能他們自己都在問
[00:18:07.800 --> 00:18:12.800]  我們今天淪落到一個這樣的地步
[00:18:12.800 --> 00:18:16.800]  我們憑什麼去告訴別人
[00:18:16.800 --> 00:18:19.800]  可以有一個的未來
[00:18:19.800 --> 00:18:24.800]  容許我為了三個字
[00:18:24.800 --> 00:18:27.800]  都是用con con con開始
[00:18:27.800 --> 00:18:30.800]  所以我用了confidence
[00:18:30.800 --> 00:18:32.800]  或者更加對的是用faith
[00:18:32.800 --> 00:18:34.800]  那份信心
[00:18:34.800 --> 00:18:36.800]  那份對自己
[00:18:36.800 --> 00:18:40.800]  作為一個什麼人的信心
[00:18:40.800 --> 00:18:42.800]  我是誰
[00:18:42.800 --> 00:18:45.800]  竟能夠傳揚上帝
[00:18:45.800 --> 00:18:50.800]  能夠給其他人安慰的一份信息
[00:18:50.800 --> 00:18:58.800]  不過先知不斷地和石安
[00:18:58.800 --> 00:19:00.800]  和耶路撒冷說
[00:19:00.800 --> 00:19:02.800]  你要去到高山
[00:19:02.800 --> 00:19:05.800]  要揚升去報這個好信息
[00:19:05.800 --> 00:19:08.800]  不斷強調他們去到一個很高的地方
[00:19:08.800 --> 00:19:10.800]  我想他們不是叫他們
[00:19:10.800 --> 00:19:13.800]  找一個地方可以吸到更加多的流量
[00:19:13.800 --> 00:19:15.800]  如果我們有印象的話
[00:19:15.800 --> 00:19:18.800]  在《耳塞書》裏面第二章曾經提到
[00:19:18.800 --> 00:19:21.800]  將來在末後一個日子裏面
[00:19:21.800 --> 00:19:24.800]  在耶和華殿的山那裏
[00:19:24.800 --> 00:19:26.800]  上帝的訓誨
[00:19:26.800 --> 00:19:30.800]  必會從那裏移出
[00:19:30.800 --> 00:19:34.800]  這班人不是因為他們有什麼強的地方
[00:19:34.800 --> 00:19:37.800]  以致他們傳揚上帝的說話
[00:19:37.800 --> 00:19:41.800]  這班人可以肩負這個角色
[00:19:41.800 --> 00:19:43.800]  因為這個角色
[00:19:43.800 --> 00:19:45.800]  在上帝的說話
[00:19:45.800 --> 00:19:47.800]  賦予了給他們
[00:19:47.800 --> 00:19:50.800]  在上帝揀選了這班這樣的人
[00:19:50.800 --> 00:19:56.800]  來成為傳揚他們好信息的一班人
[00:19:56.800 --> 00:20:00.800]  我們再看清楚一點的時候
[00:20:00.800 --> 00:20:01.800]  我們會發現
[00:20:01.800 --> 00:20:04.800]  其實這班人不是說他們自己的
[00:20:04.800 --> 00:20:05.800]  他們說什麼呢
[00:20:05.800 --> 00:20:06.800]  說這個上帝
[00:20:06.800 --> 00:20:08.800]  他已經會來
[00:20:08.800 --> 00:20:10.800]  他會成為那個君王
[00:20:10.800 --> 00:20:16.800]  這個上帝是一位牧養他羊群的大牧者
[00:20:16.800 --> 00:20:18.800]  言下之意
[00:20:18.800 --> 00:20:20.800]  他們是什麼呢
[00:20:20.800 --> 00:20:28.800]  他們只不過是這個君王管治之下的一班平民百姓
[00:20:28.800 --> 00:20:35.800]  他們只不過是這個大牧人所引導之下的一批小羊
[00:20:35.800 --> 00:20:38.800]  不是他們變了
[00:20:38.800 --> 00:20:42.800]  以致他們能夠更加有信心
[00:20:42.800 --> 00:20:45.800]  來傳揚上帝的說話
[00:20:45.800 --> 00:20:53.800]  而是因為他們只是一班上帝工作的見證人
[00:20:53.800 --> 00:20:58.800]  當我們今天面對神學教育
[00:20:58.800 --> 00:21:01.800]  去到一個這樣的日子的時候
[00:21:01.800 --> 00:21:06.800]  香港已經成為了金融中心的什麼
[00:21:06.800 --> 00:21:07.800]  遺址是嗎
[00:21:07.800 --> 00:21:10.800]  或者是購物天堂的廢墟
[00:21:11.800 --> 00:21:14.800]  還好神學教育從來都不是很輝煌
[00:21:14.800 --> 00:21:16.800]  不知道對不對呢
[00:21:16.800 --> 00:21:23.800]  不過我們仍然面對很大的艱難
[00:21:23.800 --> 00:21:27.800]  但是當我們面對這麼多的限制
[00:21:27.800 --> 00:21:33.800]  我們見到我們沒有辦法去掌控我們的未來
[00:21:33.800 --> 00:21:36.800]  甚至我們看著自己這班人
[00:21:36.800 --> 00:21:38.800]  其實我們算得了什麼
[00:21:38.800 --> 00:21:45.800]  但是我們只可以向未來去發聲
[00:21:45.800 --> 00:21:47.800]  向未來去邁出
[00:21:47.800 --> 00:21:50.800]  跟著實踐上帝的使命
[00:21:50.800 --> 00:21:52.800]  因為我們深相信
[00:21:52.800 --> 00:21:56.800]  沒有任何環境的限制
[00:21:56.800 --> 00:22:00.800]  可以阻礙上帝帶著榮耀
[00:22:00.800 --> 00:22:02.800]  祂的工作來臨
[00:22:02.800 --> 00:22:05.800]  沒有任何地上的權勢
[00:22:05.800 --> 00:22:10.800]  能夠阻撓上帝的說話的話事權
[00:22:10.800 --> 00:22:12.800]  我們都深信
[00:22:12.800 --> 00:22:15.800]  沒有任何人的軟弱
[00:22:15.800 --> 00:22:21.800]  不能夠見證到上帝將我們化腐為奇
[00:22:21.800 --> 00:22:25.800]  那份超然的工作
[00:22:25.800 --> 00:22:29.800]  正正因為我們帶著這份的相信
[00:22:29.800 --> 00:22:32.800]  我們向未來去發聲
[00:22:32.800 --> 00:22:35.800]  為了帶著這份的相信
[00:22:35.800 --> 00:22:39.800]  我們向未來去跨步
[00:22:39.800 --> 00:22:41.800]  (音樂播放)

