
[00:00:00.000 --> 00:00:10.000]  今年的講員蕭秀華牧師為我們定的題目是「忠於牧職的呼召」
[00:05:10.000 --> 00:05:17.000]  又或者是一種成功對你的驅動而產生的影響
[00:05:17.000 --> 00:05:20.000]  這些都是一個很重要的方向
[00:05:20.000 --> 00:05:24.000]  我們如何在當中真正自由地作主的僕人
[00:05:24.000 --> 00:05:29.000]  去真正服事他,而不是在教會中服事自己
[00:05:29.000 --> 00:05:33.000]  從這個思想開始,我想看幾個重點
[00:05:33.000 --> 00:05:38.000]  第一,從崇拜神到崇拜自己的危機
[00:05:38.000 --> 00:05:43.000]  大家一定都知道羅莫書第十二章第一節所說到
[00:05:43.000 --> 00:05:47.000]  這個侍奉乃是理所當然的
[00:05:47.000 --> 00:05:53.000]  這個侍奉,大家都知道,是說我們如此侍奉,如此敬拜
[00:05:53.000 --> 00:05:56.000]  與敬拜是同義的
[00:05:56.000 --> 00:06:03.000]  所以具體來說,你的侍奉就是你對神的敬拜
[00:06:03.000 --> 00:06:06.000]  但如果說我們的侍奉就是敬拜
[00:06:06.000 --> 00:06:09.000]  這裡我提及的就是回應呼召
[00:06:09.000 --> 00:06:11.000]  因為知道祂是神,祂呼召我
[00:06:11.000 --> 00:06:17.000]  我承認神是神,是聽從祂對我的吩咐
[00:06:17.000 --> 00:06:21.000]  亦以順從的行動表明了對神敬畏的心
[00:06:21.000 --> 00:06:24.000]  那種順從,接受祂對我的呼召
[00:06:24.000 --> 00:06:30.000]  去行出來,表達出我是敬畏祂,或是說我是敬拜祂
[00:06:30.000 --> 00:06:35.000]  聖經說到,你順從誰,就作誰的奴僕
[00:06:35.000 --> 00:06:40.000]  因此你去順從上帝,你作上帝的僕人
[00:06:40.000 --> 00:06:43.000]  你去敬拜祂,你去聽從祂
[00:06:43.000 --> 00:06:46.000]  但在這個大前提下,你會發覺在目的上
[00:06:46.000 --> 00:06:51.000]  有很多事情會容易出現,改變了這種狀況
[00:06:51.000 --> 00:06:53.000]  在第二點我提及到的就是
[00:06:53.000 --> 00:06:58.000]  侍奉者在侍奉當中,轉移崇拜個人的成就
[00:06:58.000 --> 00:07:01.000]  目的的果效,群眾的尊重
[00:07:01.000 --> 00:07:05.000]  又或者在崇拜聚會當中,轉移崇拜甚麼呢?
[00:07:05.000 --> 00:07:09.000]  不是神,是崇拜人數,是崇拜音樂
[00:07:09.000 --> 00:07:14.000]  是崇拜魅力的講源,就是崇拜自己
[00:07:14.000 --> 00:07:20.000]  嚴格來說,其實是崇拜自己,作自己的僕人
[00:07:20.000 --> 00:07:22.000]  自己作主,或者說
[00:07:22.000 --> 00:07:25.000]  我想說一件事情,在很多年前
[00:07:25.000 --> 00:07:27.000]  我有機會去到美國一個地方
[00:07:27.000 --> 00:07:30.000]  這間教會是我過去很多時候都有參與的
[00:07:30.000 --> 00:07:36.000]  這間教會的崇拜港獨信息是很奠立生命的
[00:07:36.000 --> 00:07:39.000]  我很多時候當中得到造就
[00:07:39.000 --> 00:07:42.000]  那段時間回到的時候,發覺情況有點不同
[00:07:42.000 --> 00:07:44.000]  他們有一個很大的禮堂
[00:07:44.000 --> 00:07:48.000]  中間的港台上,我看不到這個港台
[00:07:48.000 --> 00:07:53.000]  我就到處看,但發覺港台上擺了很多很多樂器
[00:07:53.000 --> 00:07:59.000]  各式的樂器,電子樂器和其他式形式的樂器
[00:07:59.000 --> 00:08:03.000]  然後很快就有一段唱詩的時間
[00:08:03.000 --> 00:08:06.000]  大家一起很投入地唱詩
[00:08:06.000 --> 00:08:09.000]  但在唱詩的過程中,我察覺到
[00:08:09.000 --> 00:08:15.000]  他們特別地強調介紹他們當中領唱的幾位Gospel Singers
[00:08:15.000 --> 00:08:19.000]  是一些很有名氣的基督教的Singers
[00:08:19.000 --> 00:08:25.000]  當然感覺好像不是我們唱詩,而是他們唱詩
[00:08:25.000 --> 00:08:29.000]  或者他們在表演一些詩歌
[00:08:29.000 --> 00:08:34.000]  有些感覺突然間好像和以前不同了
[00:08:34.000 --> 00:08:38.000]  然後到港道的時候,我就到處看,說完要去哪裏呢?
[00:08:38.000 --> 00:08:41.000]  他們港台比較高,我講的Stage比較高
[00:08:41.000 --> 00:08:50.000]  然後發覺港道台放在地上,是很低的地方
[00:08:50.000 --> 00:08:53.000]  然後牧師來到,一開始就說
[00:08:53.000 --> 00:08:57.000]  我們現在的港道和匯縱接近很多
[00:08:57.000 --> 00:09:01.000]  然後他就開始港道
[00:09:01.000 --> 00:09:04.000]  裏面我有很多不同的想法
[00:09:04.000 --> 00:09:08.000]  沒錯,和電影節目接近多一點,距離上近一點
[00:09:08.000 --> 00:09:13.000]  但那不是近距離的問題,而是怎樣看神的話
[00:09:13.000 --> 00:09:18.000]  怎樣看在敬拜當中,神的道的位置和角色的問題
[00:09:18.000 --> 00:09:23.000]  反而給我的感覺,現在是否正在敬拜音樂呢?
[00:09:23.000 --> 00:09:27.000]  而不是正在敬拜神呢?
[00:09:27.000 --> 00:09:34.000]  我也想多講一件和這方面有直接聯想的事情
[00:09:34.000 --> 00:09:40.000]  一件我可能在不同的場合提過,好像也很醜的事情
[00:09:40.000 --> 00:09:42.000]  是甚麼事情呢?就是好幾年之前
[00:09:42.000 --> 00:09:45.000]  我有一次機會在教會講崇拜港道
[00:09:45.000 --> 00:09:50.000]  在講港道之前,留意到有同官告訴我
[00:09:50.000 --> 00:09:55.000]  有兩位其他教會的牧師來到我們那裏崇拜
[00:09:55.000 --> 00:10:00.000]  我認識他們,我轉身四處看,但看不到他們坐在哪個位置
[00:10:00.000 --> 00:10:05.000]  那時候很快就開始崇拜,我預備要上去港道
[00:10:05.000 --> 00:10:09.000]  那時候突然間發覺自己裏面出了一個意念
[00:10:09.000 --> 00:10:15.000]  今天要講得好一點
[00:10:15.000 --> 00:10:19.000]  這個意念一出的時候,我很驚訝自己有這樣的想法
[00:10:19.000 --> 00:10:26.000]  我同時也很慚愧,心裏想為甚麼會有這樣的想法
[00:10:26.000 --> 00:10:31.000]  那時候好像有聖靈對我提醒
[00:10:31.000 --> 00:10:37.000]  你知不知道就算有多少人在這個禮堂
[00:10:37.000 --> 00:10:43.000]  就算有哪個人在這個禮堂,我也在這裏
[00:10:43.000 --> 00:10:46.000]  好像神在我心裏有一個提醒
[00:10:46.000 --> 00:10:50.000]  你知不知道最重要的是神在當中
[00:10:50.000 --> 00:10:57.000]  每一次你都要講得最好,因為你是向神服侍的
[00:10:57.000 --> 00:11:01.000]  有這個想法的時候,我就一直祈禱認罪
[00:11:01.000 --> 00:11:04.000]  求神寬恕我心裏的一些意念
[00:11:04.000 --> 00:11:06.000]  在這個時候就發覺自己的思想有些轉變
[00:11:06.000 --> 00:11:08.000]  我開始為這兩位牧師祈禱
[00:11:08.000 --> 00:11:11.000]  因為我明白,不需要在自己的堂會裏面服侍
[00:11:11.000 --> 00:11:15.000]  去其他地方,很難得的一個休息的機會
[00:11:15.000 --> 00:11:19.000]  而他們都需要在一個安心崇拜的環境裏面
[00:11:19.000 --> 00:11:21.000]  來接觸上帝
[00:11:21.000 --> 00:11:25.000]  所以那時候我心裏開始感覺自己多一些為他們祈禱
[00:11:25.000 --> 00:11:29.000]  多於將注意放在自己身上
[00:11:29.000 --> 00:11:33.000]  在服侍裏面你會察覺,很多時候那個我出現
[00:11:33.000 --> 00:11:37.000]  以至你將敬拜轉移在自己身上
[00:11:37.000 --> 00:11:41.000]  而讓你的目的侍奉變成了對自己的侍奉
[00:11:41.000 --> 00:11:45.000]  這個是你和我都會有些時候體會和經歷的
[00:11:45.000 --> 00:11:48.000]  但跟著我想提的就是崇拜轉移的原因
[00:11:48.000 --> 00:11:51.000]  有幾方面我們都會留意到的
[00:11:51.000 --> 00:11:59.000]  第一,或者因為我們太多習慣了接觸神的事情
[00:11:59.000 --> 00:12:04.000]  我們很多時候會帶茶經,會跟弟兄姊妹講信仰
[00:12:04.000 --> 00:12:09.000]  跟他們祈禱,神的課題經常在我們口中出現
[00:12:09.000 --> 00:12:12.000]  但因為可能太習慣了
[00:12:12.000 --> 00:12:17.000]  神的那種威榮,我們心裏的感受似乎很不同了
[00:12:17.000 --> 00:12:22.000]  有些非基督徒去參加安息禮拜
[00:12:22.000 --> 00:12:25.000]  見到牧師在主持安息禮拜
[00:12:25.000 --> 00:12:29.000]  發覺他很純熟,無論儀式是怎樣做
[00:12:29.000 --> 00:12:33.000]  步法是怎樣走,講道友字是很熟悉
[00:12:33.000 --> 00:12:37.000]  突然間他說,你的牧師在做法事
[00:12:37.000 --> 00:12:42.000]  因為太熟悉了,所以不需要特別準備
[00:12:42.000 --> 00:12:46.000]  但裏面那種敬畏的心好像轉移了
[00:12:46.000 --> 00:12:49.000]  或者因為太熟悉了
[00:12:49.000 --> 00:12:52.000]  我記得有一次聽到一個訪問
[00:12:52.000 --> 00:12:57.000]  訪問一位接受了教會紀律的牧師
[00:12:57.000 --> 00:13:04.000]  問他,為何在你那段時間有婚外情
[00:13:04.000 --> 00:13:08.000]  但你仍然可以在教會講道呢?
[00:13:08.000 --> 00:13:12.000]  當時他已經接受了紀律,有個恢復了的情況
[00:13:12.000 --> 00:13:16.000]  這位牧師說,可以的
[00:13:16.000 --> 00:13:19.000]  我很清楚記得當時他拿著一本聖經
[00:13:19.000 --> 00:13:22.000]  他說講道的時候,拿著一本聖經
[00:13:22.000 --> 00:13:25.000]  就這樣講給他們聽
[00:13:25.000 --> 00:13:29.000]  在這裏拿出來給他們
[00:13:29.000 --> 00:13:35.000]  言下之意就是神的道沒有經過他的生命而傳達出來
[00:13:35.000 --> 00:13:40.000]  只是將一些他所認識的知識道理就這樣傳出去
[00:13:40.000 --> 00:13:44.000]  他說可以的,在我一邊犯罪的時候
[00:13:44.000 --> 00:13:49.000]  我仍然可以一邊做很多牧師的侍奉
[00:13:49.000 --> 00:13:52.000]  在那些思想裏面就會察覺到一點
[00:13:52.000 --> 00:13:56.000]  當我們太慣常接觸一些屬神的事情
[00:13:56.000 --> 00:13:59.000]  有時候情況就會變成
[00:13:59.000 --> 00:14:03.000]  我們的心開始轉向其他事情
[00:14:03.000 --> 00:14:08.000]  直至有些時候你再一次體會到神的尊榮
[00:14:08.000 --> 00:14:13.000]  在心靈裏面體會到那種驚訝
[00:14:13.000 --> 00:14:16.000]  這位上帝竟然道成肉身
[00:14:16.000 --> 00:14:18.000]  竟然帶給我們拯救
[00:14:18.000 --> 00:14:24.000]  而竟然他在生命當中所做的事情是這麼滿有慈愛
[00:14:24.000 --> 00:14:28.000]  我記得有一次當我有機會幫助一位臨終的弟兄
[00:14:28.000 --> 00:14:31.000]  因為未信主的朋友
[00:14:31.000 --> 00:14:33.000]  完全沒有任何機會可以跟他聊天
[00:14:33.000 --> 00:14:34.000]  因為他昏迷了
[00:14:34.000 --> 00:14:37.000]  因此我們一起在那裏祈禱的時候
[00:14:37.000 --> 00:14:38.000]  如果你漢為好
[00:14:38.000 --> 00:14:41.000]  你給他一片黑的清醒
[00:14:41.000 --> 00:14:43.000]  然後再跟他聊天的時候
[00:14:43.000 --> 00:14:45.000]  竟然他真的懂得回應我們
[00:14:45.000 --> 00:14:48.000]  不懂得說話,但有一點點回應
[00:14:48.000 --> 00:14:50.000]  就在他耳邊大聲地說
[00:14:50.000 --> 00:14:53.000]  耶穌很愛你的,你相信耶穌吧
[00:14:53.000 --> 00:14:56.000]  你接受祂,祂給你生命的平安
[00:14:56.000 --> 00:14:58.000]  一路這麼簡單幾句說話
[00:14:58.000 --> 00:15:00.000]  但他怎樣反應呢?
[00:15:00.000 --> 00:15:01.000]  就只是問他
[00:15:01.000 --> 00:15:04.000]  如果你真的想接受,你眨一下眼吧
[00:15:04.000 --> 00:15:07.000]  然後見到他
[00:15:07.000 --> 00:15:09.000]  我們都怕看錯
[00:15:09.000 --> 00:15:13.000]  如果你真的信主耶穌,你眨一下眼吧
[00:15:13.000 --> 00:15:17.000]  我們開心到不得了
[00:15:17.000 --> 00:15:18.000]  然後為他祈禱
[00:15:18.000 --> 00:15:21.000]  在那件事情之後大概四個小時
[00:15:21.000 --> 00:15:23.000]  這位朋友離開了世界
[00:15:23.000 --> 00:15:25.000]  每當我想起這件事情的時候
[00:15:25.000 --> 00:15:28.000]  我就想到很奇妙的慈愛
[00:15:28.000 --> 00:15:31.000]  神的慈愛淋到他的身上
[00:15:31.000 --> 00:15:34.000]  那些時刻讓我心靈裏再次感受
[00:15:34.000 --> 00:15:37.000]  我是在接觸上帝
[00:15:37.000 --> 00:15:43.000]  我是在當中做一個很重要的生命的服事
[00:15:43.000 --> 00:15:45.000]  但何時如果我們太多時候
[00:15:45.000 --> 00:15:47.000]  以為太習慣,太平常
[00:15:47.000 --> 00:15:50.000]  而失去一種心靈的警覺
[00:15:50.000 --> 00:15:53.000]  我稱為一種靈覺的疲勞
[00:15:53.000 --> 00:15:56.000]  有些人叫做Physical Fatigue
[00:15:56.000 --> 00:15:59.000]  我們叫做Spiritual Fatigue
[00:15:59.000 --> 00:16:02.000]  心靈裏面好像已經太麻木了
[00:16:02.000 --> 00:16:06.000]  以致不能夠在那個過程裏面去看到神
[00:16:06.000 --> 00:16:08.000]  就會產生一種情況
[00:16:08.000 --> 00:16:10.000]  就會轉移到自己
[00:16:10.000 --> 00:16:13.000]  但這個過程你會維持著侍奉
[00:16:13.000 --> 00:16:14.000]  這裏下體所講
[00:16:14.000 --> 00:16:18.000]  在維持職責中轉移尋求自我的滿足
[00:16:18.000 --> 00:16:21.000]  因為裏面想得到其他的滿足
[00:16:21.000 --> 00:16:24.000]  因為那個服事本身不能夠滿足你
[00:16:24.000 --> 00:16:26.000]  只是一些職責你繼續維持著
[00:16:26.000 --> 00:16:30.000]  因此那個自我的慾望就會出現
[00:16:30.000 --> 00:16:33.000]  因此我留心所希望有工作的成果
[00:16:33.000 --> 00:16:37.000]  希望有一些自我的一種尊重
[00:16:37.000 --> 00:16:39.000]  或者更多人的擁戴
[00:16:39.000 --> 00:16:44.000]  成為了你裏面一種尋求的方向
[00:16:44.000 --> 00:16:48.000]  我記得有一次和一位專科醫生聊天
[00:16:48.000 --> 00:16:49.000]  是弟兄來的
[00:16:49.000 --> 00:16:51.000]  和他聊天的時候
[00:16:51.000 --> 00:16:54.000]  他聊天的時候突然間說了一句話令我很驚訝
[00:16:54.000 --> 00:16:56.000]  他說有些專科醫生
[00:16:56.000 --> 00:17:01.000]  越專科越沒有人性
[00:17:01.000 --> 00:17:04.000]  專科會不會沒有人性?
[00:17:04.000 --> 00:17:05.000]  然後他解釋給我聽
[00:17:05.000 --> 00:17:06.000]  他說有些時候
[00:17:06.000 --> 00:17:10.000]  有一些做手術的專科醫生
[00:17:10.000 --> 00:17:13.000]  因為他想做得更好的手術
[00:17:13.000 --> 00:17:15.000]  更成功的手術
[00:17:15.000 --> 00:17:19.000]  因為成功的手術意味他會很出名
[00:17:19.000 --> 00:17:21.000]  而且會賺很多錢
[00:17:21.000 --> 00:17:23.000]  很多病人都會找他們
[00:17:23.000 --> 00:17:25.000]  所以他說有些時候
[00:17:25.000 --> 00:17:28.000]  一個醫生見到這個人的時候
[00:17:28.000 --> 00:17:31.000]  可能見到的是他的器官
[00:17:31.000 --> 00:17:34.000]  這個心臟如何幫他做手術
[00:17:34.000 --> 00:17:36.000]  就可以有最完美的手術
[00:17:36.000 --> 00:17:39.000]  最成功的手術呢?
[00:17:39.000 --> 00:17:42.000]  至於這個人是怎樣
[00:17:42.000 --> 00:17:45.000]  這才是他最關注的事情
[00:17:45.000 --> 00:17:47.000]  在那個時候我就明白一點
[00:17:47.000 --> 00:17:51.000]  如果將注意力轉移到自己身上
[00:17:51.000 --> 00:17:52.000]  在那個時候
[00:17:52.000 --> 00:17:55.000]  沒錯是在做同樣的工作
[00:17:55.000 --> 00:17:59.000]  但背後的動因和帶來的態度
[00:17:59.000 --> 00:18:02.000]  是截然不同的
[00:18:02.000 --> 00:18:03.000]  當這樣思想的時候
[00:18:03.000 --> 00:18:05.000]  就會再想起
[00:18:05.000 --> 00:18:06.000]  在那個服事裡面
[00:18:06.000 --> 00:18:09.000]  如果是作目的服事
[00:18:09.000 --> 00:18:11.000]  是真實的以神為神
[00:18:11.000 --> 00:18:15.000]  而自己要避開這種危機
[00:18:15.000 --> 00:18:17.000]  去敬拜自己
[00:18:17.000 --> 00:18:19.000]  敬拜愛在的事情
[00:18:19.000 --> 00:18:21.000]  這是第一方面我想提的
[00:18:21.000 --> 00:18:23.000]  另一方面我想提到的就是
[00:18:23.000 --> 00:18:27.000]  敬畏神是一個目的服事當中
[00:18:27.000 --> 00:18:30.000]  一個經常要去到警覺住
[00:18:30.000 --> 00:18:33.000]  保守住的一個方向
[00:18:33.000 --> 00:18:36.000]  人內心渴求人的接納和尊重
[00:18:36.000 --> 00:18:39.000]  可以成為被奴役的動因
[00:18:39.000 --> 00:18:41.000]  因為你在教會的服事裡面
[00:18:41.000 --> 00:18:43.000]  有很多人在接觸
[00:18:43.000 --> 00:18:45.000]  而如果你的心裡面
[00:18:45.000 --> 00:18:48.000]  是很渴望人對你的接納
[00:18:48.000 --> 00:18:51.000]  其實我們每個人都很想人的接納
[00:18:51.000 --> 00:18:53.000]  我們都很想人的尊重
[00:18:53.000 --> 00:18:55.000]  但一個尊重和接納
[00:18:55.000 --> 00:18:57.000]  如果不留心
[00:18:57.000 --> 00:19:01.000]  它會變成你被控制的一個原因
[00:19:01.000 --> 00:19:03.000]  我們大家有時候讀一些輔導
[00:19:03.000 --> 00:19:06.000]  或者有關成長歷史的時候會知道
[00:19:06.000 --> 00:19:10.000]  什麼時候在自小的成長過程中
[00:19:10.000 --> 00:19:12.000]  失去了尊重
[00:19:12.000 --> 00:19:16.000]  父母從不懂得去尊重你
[00:19:16.000 --> 00:19:19.000]  在那個時候你裡面有一個很大的渴求
[00:19:19.000 --> 00:19:22.000]  很想得到人的接納
[00:19:22.000 --> 00:19:25.000]  很怕人的拒絕
[00:19:25.000 --> 00:19:27.000]  在那種裡面的渴慕裡面
[00:19:27.000 --> 00:19:30.000]  就會很想能夠一直成長
[00:19:30.000 --> 00:19:33.000]  能夠填補這種空缺
[00:19:33.000 --> 00:19:35.000]  其實很多方面都是
[00:19:35.000 --> 00:19:37.000]  有些人會覺得我小時候
[00:19:37.000 --> 00:19:40.000]  英文說是love deficit
[00:19:40.000 --> 00:19:42.000]  我是缺乏愛的
[00:19:42.000 --> 00:19:45.000]  所以很想盡量有好的感情關係
[00:19:45.000 --> 00:19:49.000]  很想能夠得到這方面的滿足補足
[00:19:49.000 --> 00:19:51.000]  有些人小時候被人輕視
[00:19:51.000 --> 00:19:53.000]  覺得沒有成就
[00:19:53.000 --> 00:19:56.000]  一出來盡一切的努力
[00:19:56.000 --> 00:19:59.000]  要出人頭地
[00:19:59.000 --> 00:20:01.000]  小時候的成長某些缺陷
[00:20:01.000 --> 00:20:04.000]  成為了後來一個很大的渴求
[00:20:04.000 --> 00:20:06.000]  甚至如果失去了那方面的滿足
[00:20:06.000 --> 00:20:08.000]  寧不如死
[00:20:08.000 --> 00:20:11.000]  很重視那方面的滿足
[00:20:11.000 --> 00:20:13.000]  以至在那個時候
[00:20:13.000 --> 00:20:18.000]  變成了超越了一種正常的沉索和成長
[00:20:18.000 --> 00:20:21.000]  在過程中被奴役
[00:20:21.000 --> 00:20:23.000]  因為目的侍奉是一個公眾的侍奉
[00:20:23.000 --> 00:20:24.000]  剛才我們說到
[00:20:24.000 --> 00:20:28.000]  你會有很多人在旁邊評價你
[00:20:28.000 --> 00:20:33.000]  在過程裡面你會知道
[00:20:33.000 --> 00:20:35.000]  有些時候你會有一種試探
[00:20:35.000 --> 00:20:38.000]  就是很不想別人不開心
[00:20:38.000 --> 00:20:41.000]  免得他們好像不接納自己
[00:20:41.000 --> 00:20:44.000]  但是要得到他的開心
[00:20:44.000 --> 00:20:47.000]  有時候也會有一種不其然的衝動
[00:20:47.000 --> 00:20:51.000]  他說的話都盡量和應他
[00:20:51.000 --> 00:20:54.000]  是的,你有你的道理,對的
[00:20:54.000 --> 00:20:56.000]  又或者有些時候都想避開
[00:20:56.000 --> 00:20:59.000]  提出一些不同的意見
[00:20:59.000 --> 00:21:00.000]  甚至有些時候
[00:21:00.000 --> 00:21:04.000]  不自覺地被對方主導了自己
[00:21:04.000 --> 00:21:07.000]  一間教會有一位主任牧師
[00:21:07.000 --> 00:21:10.000]  當他在教會裡服侍的時候
[00:21:10.000 --> 00:21:12.000]  很多時候會和他講很多話
[00:21:12.000 --> 00:21:14.000]  有位執事跟他說
[00:21:14.000 --> 00:21:16.000]  你知不知道唐主任
[00:21:16.000 --> 00:21:18.000]  我們的生存道
[00:21:18.000 --> 00:21:21.000]  現在他在主學裡教少年人
[00:21:21.000 --> 00:21:24.000]  不過他很不懂得教
[00:21:24.000 --> 00:21:28.000]  每次都是放錄音帶
[00:21:28.000 --> 00:21:30.000]  放錄音帶之後就說放學了
[00:21:30.000 --> 00:21:33.000]  我的兒子在裡面什麼都學不到
[00:21:33.000 --> 00:21:35.000]  就和牧師說
[00:21:35.000 --> 00:21:37.000]  牧師說,是嗎?
[00:21:37.000 --> 00:21:38.000]  但是他聽得出
[00:21:38.000 --> 00:21:39.000]  其實執事有些期望
[00:21:39.000 --> 00:21:41.000]  他有些行動
[00:21:41.000 --> 00:21:43.000]  接著這位執事見到牧師沒什麼行動
[00:21:43.000 --> 00:21:45.000]  就找另一位執事再說
[00:21:45.000 --> 00:21:49.000]  這位執事在執事會當中比較有資歷
[00:21:49.000 --> 00:21:51.000]  他就和牧師再說
[00:21:51.000 --> 00:21:53.000]  牧師不行的
[00:21:53.000 --> 00:21:55.000]  我們下一代這樣被他影響
[00:21:55.000 --> 00:21:58.000]  我們要想一些方法處理
[00:21:58.000 --> 00:22:00.000]  牧師在過程裡
[00:22:00.000 --> 00:22:02.000]  他很不知道怎麼處理
[00:22:02.000 --> 00:22:04.000]  但又知道要處理
[00:22:04.000 --> 00:22:07.000]  最後他的方式就是和這位傳道說
[00:22:07.000 --> 00:22:10.000]  可能有其他的服侍更加適合你
[00:22:10.000 --> 00:22:13.000]  不如你現在不要教主學
[00:22:13.000 --> 00:22:17.000]  我安排其他的服侍給你
[00:22:17.000 --> 00:22:20.000]  就調動他去其他的崗位
[00:22:20.000 --> 00:22:21.000]  但這位傳道當然很不明白
[00:22:21.000 --> 00:22:23.000]  為什麼突然間不讓我做
[00:22:23.000 --> 00:22:26.000]  不解釋原因究竟發生什麼事
[00:22:26.000 --> 00:22:30.000]  後來聽聞有些執事不高興他
[00:22:30.000 --> 00:22:32.000]  這些事情有些時候
[00:22:32.000 --> 00:22:34.000]  如果那些要有的行動
[00:22:34.000 --> 00:22:39.000]  不是經過一種內心敬畏神
[00:22:39.000 --> 00:22:41.000]  而尋求適當的做法
[00:22:41.000 --> 00:22:45.000]  只是想不令一些人不開心
[00:22:45.000 --> 00:22:49.000]  可以帶來很多對牧師服侍的破壞
