
[00:00:00.000 --> 00:00:16.000]  各位現場的來賓同工
[00:03:14.000 --> 00:03:16.000]  (字幕製作:貝爾)
[00:03:16.000 --> 00:03:22.000]  今天我們的主題是
[00:03:22.000 --> 00:03:24.000]  活在間域中
[00:03:24.000 --> 00:03:28.000]  教會在變遷的身份與調色
[00:03:28.000 --> 00:03:30.000]  先自我介紹
[00:03:30.000 --> 00:03:32.000]  我是黃仲源
[00:03:32.000 --> 00:03:34.000]  英文名是Edward Wong
[00:03:34.000 --> 00:03:37.000]  我是今天研討會其中一位的主持人
[00:03:37.000 --> 00:03:42.000]  也是忠臣聖經科新約研究的助理教授
[00:03:42.000 --> 00:03:49.000]  我們很榮幸今天有機會能邀請四位來自不同地方資深的目者
[00:03:49.000 --> 00:03:54.000]  和大家一起探討香港和海外華人信徒
[00:03:54.000 --> 00:04:00.000]  最近這幾年面對的一些狀況、轉變和挑戰
[00:04:00.000 --> 00:04:04.000]  同樣也會探討在這些眾多挑戰之下
[00:04:04.000 --> 00:04:06.000]  適應之下
[00:04:06.000 --> 00:04:11.000]  有甚麼契機我們能夠反思、協作
[00:04:11.000 --> 00:04:13.000]  及實踐
[00:04:13.000 --> 00:04:15.000]  所以我們今天的流程
[00:04:15.000 --> 00:04:17.000]  聚會的流程大概是這樣
[00:04:17.000 --> 00:04:21.000]  我們會分別邀請四位嘉賓
[00:04:21.000 --> 00:04:23.000]  做他們的主題分享
[00:04:23.000 --> 00:04:25.000]  總共分開四場
[00:04:25.000 --> 00:04:29.000]  早上一場、下午兩場、晚上最後一場
[00:04:29.000 --> 00:04:32.000]  每一次主題分享之後
[00:04:32.000 --> 00:04:36.000]  我們也會大概有15分鐘的時間
[00:04:36.000 --> 00:04:42.000]  先邀請另外三位嘉賓來到台前
[00:04:42.000 --> 00:04:45.000]  自由回應主題講完
[00:04:45.000 --> 00:04:47.000]  15分鐘過後
[00:04:47.000 --> 00:04:50.000]  我們也會有大概30分鐘的時間
[00:04:50.000 --> 00:04:53.000]  開放給每一位參加者
[00:04:53.000 --> 00:04:56.000]  網上和在座的參加者
[00:04:56.000 --> 00:04:58.000]  去問問題、Q&A
[00:04:58.000 --> 00:05:01.000]  之後我們會休息直至下一場
[00:05:01.000 --> 00:05:02.000]  休息的時間
[00:05:02.000 --> 00:05:05.000]  待會可以去看PowerPoint
[00:05:05.000 --> 00:05:08.000]  報告會提醒大家
[00:05:08.000 --> 00:05:12.000]  容讓我們再次歡迎四位主題講員
[00:05:12.000 --> 00:05:16.000]  第一位是從加拿大來的黃志文牧師
[00:05:16.000 --> 00:05:18.000]  Pastor Julian Wang
[00:05:18.000 --> 00:05:23.000]  第二位是澳洲的李德文牧師
[00:05:23.000 --> 00:05:25.000]  Pastor Billy Lin
[00:05:25.000 --> 00:05:29.000]  也有我們忠臣的校友
[00:05:29.000 --> 00:05:33.000]  現在在英國牧會的趙偉初牧師
[00:05:33.000 --> 00:05:38.000]  最後我們也有駐守香港
[00:05:38.000 --> 00:05:40.000]  服務香港弟兄姊妹
[00:05:40.000 --> 00:05:43.000]  也是我們忠臣的實踐科特約教授
[00:05:43.000 --> 00:05:45.000]  陳全華牧師
[00:05:45.000 --> 00:05:47.000]  Pastor John Tran
[00:05:47.000 --> 00:05:50.000]  每位講員的詳細介紹
[00:05:50.000 --> 00:05:54.000]  會留待每位主題分享之前才做
[00:05:54.000 --> 00:05:57.000]  而我們今天第一位分享的嘉賓
[00:05:57.000 --> 00:05:58.000]  就是黃志文牧師
[00:05:58.000 --> 00:06:00.000]  黃志文牧師於九十年代
[00:06:00.000 --> 00:06:02.000]  搬到加拿大的多倫多
[00:06:02.000 --> 00:06:05.000]  就讀多倫多大學主修電腦
[00:06:05.000 --> 00:06:07.000]  從事資訊科技的行業
[00:06:07.000 --> 00:06:09.000]  他認識了主耶穌之後
[00:06:09.000 --> 00:06:12.000]  上帝也呼召他全時間去服事
[00:06:12.000 --> 00:06:16.000]  他完成了道學碩士之後
[00:06:16.000 --> 00:06:18.000]  在2007年開始牧會
[00:06:18.000 --> 00:06:21.000]  之後他也在波士頓的
[00:06:21.000 --> 00:06:23.000]  Gordon Conwell Theological Seminary
[00:06:23.000 --> 00:06:26.000]  獲得了教牧學博士D.Minn的學位
[00:06:26.000 --> 00:06:28.000]  現在他也是擔任
[00:06:28.000 --> 00:06:31.000]  多倫多Skabo華人浸信會的主任牧師
[00:06:31.000 --> 00:06:35.000]  和加拿大恩羽之星的董事會主席
[00:06:35.000 --> 00:06:37.000]  黃牧師和他的太太Jennifer
[00:06:37.000 --> 00:06:40.000]  也有兩位十多歲的女兒
[00:06:40.000 --> 00:06:42.000]  黃志文牧師今天分享的主題是
[00:06:42.000 --> 00:06:46.000]  跨世代教會承傳的挑戰
[00:06:46.000 --> 00:06:49.000]  現在把時間公敬的交給黃牧師
[00:06:49.000 --> 00:06:56.000]  (掌聲)
[00:06:56.000 --> 00:06:59.000]  剛才Edward說資深
[00:06:59.000 --> 00:07:02.000]  我不可以用資深
[00:07:02.000 --> 00:07:04.000]  我2007年才開始做牧者
[00:07:04.000 --> 00:07:06.000]  今年是第18年
[00:07:06.000 --> 00:07:10.000]  首先我要多謝我的教會
[00:07:10.000 --> 00:07:12.000]  Skabo華人浸信會
[00:07:12.000 --> 00:07:15.000]  給我這個機會和大家分享
[00:07:15.000 --> 00:07:19.000]  還有要多謝他三年前
[00:07:19.000 --> 00:07:22.000]  他對上帝很有信心
[00:07:22.000 --> 00:07:24.000]  現在是18
[00:07:24.000 --> 00:07:26.000]  三年前只有15年的牧會經驗
[00:07:26.000 --> 00:07:28.000]  未做過主任牧師
[00:07:28.000 --> 00:07:32.000]  做了一間千多人的教會的主任牧師
[00:07:32.000 --> 00:07:34.000]  我想他們對上帝很有信心
[00:07:34.000 --> 00:07:36.000]  未必對我有信心
[00:07:36.000 --> 00:07:38.000]  他對上帝很有信心
[00:07:38.000 --> 00:07:42.000]  我也感謝神
[00:07:42.000 --> 00:07:44.000]  回應上帝的呼召
[00:07:44.000 --> 00:07:48.000]  摸著石頭過河
[00:07:48.000 --> 00:07:50.000]  一直學習
[00:07:50.000 --> 00:07:55.000]  到今天受忠臣的邀請來分享
[00:07:55.000 --> 00:07:57.000]  因為加拿大只有我一個人
[00:07:57.000 --> 00:07:59.000]  我不敢代表加拿大
[00:07:59.000 --> 00:08:01.000]  不過我自己是多倫多
[00:08:01.000 --> 00:08:03.000]  一直移民都是多倫多
[00:08:03.000 --> 00:08:05.000]  1992年開始
[00:08:05.000 --> 00:08:06.000]  信主多倫多
[00:08:06.000 --> 00:08:08.000]  牧會多倫多
[00:08:08.000 --> 00:08:10.000]  因為我另外一個職份
[00:08:10.000 --> 00:08:12.000]  就是加拿大恩與之聲董事會主席
[00:08:12.000 --> 00:08:16.000]  在溫哥華都開始熟悉一點
[00:08:16.000 --> 00:08:19.000]  今天我會說
[00:08:19.000 --> 00:08:21.000]  他提出的主題
[00:08:21.000 --> 00:08:23.000]  就是教會在變遷中的身份要吊息
[00:08:23.000 --> 00:08:27.000]  特別是說教會承傳的挑戰
[00:08:27.000 --> 00:08:29.000]  剛才說了
[00:08:29.000 --> 00:08:31.000]  其實加拿大華人教會
[00:08:31.000 --> 00:08:35.000]  加拿大的聽眾
[00:08:35.000 --> 00:08:37.000]  可能有一點點出入
[00:08:37.000 --> 00:08:38.000]  也不奇怪
[00:08:38.000 --> 00:08:40.000]  多倫多也有很多華人教會
[00:08:40.000 --> 00:08:42.000]  溫哥華也不少
[00:08:42.000 --> 00:08:44.000]  Edmonton也有
[00:08:44.000 --> 00:08:46.000]  雖然我沒有寫Edmonton
[00:08:46.000 --> 00:08:48.000]  Edmonton的弟兄姊妹不要介意
[00:08:48.000 --> 00:08:50.000]  Edmonton也有
[00:08:50.000 --> 00:08:52.000]  Edmonton就是Alberta省
[00:08:52.000 --> 00:08:56.000]  但加拿大是近期
[00:08:56.000 --> 00:09:00.000]  多華人移居的地方
[00:09:00.000 --> 00:09:01.000]  其實只有一個原因
[00:09:01.000 --> 00:09:03.000]  因為多倫多和溫哥華都很貴
[00:09:03.000 --> 00:09:05.000]  特別是現在新的移民
[00:09:05.000 --> 00:09:08.000]  就算以前住在多倫多的人
[00:09:08.000 --> 00:09:10.000]  或者溫哥華的人
[00:09:10.000 --> 00:09:12.000]  都會搬去加拿大
[00:09:12.000 --> 00:09:14.000]  因為價值掃地
[00:09:14.000 --> 00:09:16.000]  所以相對華人教會
[00:09:16.000 --> 00:09:19.000]  都可以不斷地成長
[00:09:19.000 --> 00:09:20.000]  我大約說一下
[00:09:20.000 --> 00:09:24.000]  加拿大華人教會的情況
[00:09:24.000 --> 00:09:26.000]  地區是怎樣
[00:09:26.000 --> 00:09:28.000]  說回多倫多
[00:09:28.000 --> 00:09:30.000]  多倫多移民潮
[00:09:30.000 --> 00:09:34.000]  我不敢說100%正確
[00:09:34.000 --> 00:09:36.000]  但我查過一些比較年長的
[00:09:36.000 --> 00:09:38.000]  來加拿大的
[00:09:38.000 --> 00:09:42.000]  其實加拿大
[00:09:42.000 --> 00:09:46.000]  多倫多說粵語堂是一個夕陽
[00:09:46.000 --> 00:09:48.000]  夕陽行業
[00:09:48.000 --> 00:09:50.000]  由我信主說到現在
[00:09:50.000 --> 00:09:54.000]  由信主之前已經說到現在
[00:09:54.000 --> 00:09:56.000]  每一次說沒有的時候
[00:09:56.000 --> 00:09:58.000]  上帝就有你的工作
[00:09:58.000 --> 00:10:00.000]  移民潮就來了
[00:10:00.000 --> 00:10:02.000]  每一次你說夕陽
[00:10:02.000 --> 00:10:04.000]  都夕陽不到
[00:10:04.000 --> 00:10:08.000]  我就當它不是夕陽這樣做
[00:10:08.000 --> 00:10:10.000]  但是回看
[00:10:10.000 --> 00:10:12.000]  1960年70年代
[00:10:12.000 --> 00:10:14.000]  有一批移民
[00:10:14.000 --> 00:10:15.000]  那時候多倫多有間教會
[00:10:15.000 --> 00:10:16.000]  叫多倫多華人信信會
[00:10:16.000 --> 00:10:20.000]  也是我們市教會華人信信會的舞會
[00:10:20.000 --> 00:10:24.000]  黃可信牧師退休了
[00:10:24.000 --> 00:10:26.000]  他在多倫多市中心有間教會
[00:10:26.000 --> 00:10:27.000]  當然他藉了很多堂
[00:10:27.000 --> 00:10:28.000]  市教會華人信信會
[00:10:28.000 --> 00:10:30.000]  是其中一個藉堂
[00:10:30.000 --> 00:10:32.000]  回應那時候80年代
[00:10:32.000 --> 00:10:33.000]  很多人移民
[00:10:33.000 --> 00:10:35.000]  現在的
[00:10:35.000 --> 00:10:36.000]  如果你熟悉多倫多
[00:10:36.000 --> 00:10:37.000]  現在的市教會
[00:10:37.000 --> 00:10:39.000]  都很多中國人的
[00:10:39.000 --> 00:10:40.000]  很多中國人的
[00:10:40.000 --> 00:10:42.000]  如果想吃東西
[00:10:42.000 --> 00:10:43.000]  去市教會
[00:10:43.000 --> 00:10:45.000]  我自己住馬卡龍
[00:10:45.000 --> 00:10:46.000]  我住萬錦
[00:10:46.000 --> 00:10:48.000]  我吃東西都去市教會
[00:10:48.000 --> 00:10:49.000]  很多人
[00:10:49.000 --> 00:10:50.000]  很多華人
[00:10:50.000 --> 00:10:51.000]  國內的人
[00:10:51.000 --> 00:10:52.000]  和不同種族的人
[00:10:52.000 --> 00:10:53.000]  都去市教會
[00:10:53.000 --> 00:10:54.000]  但是80年代
[00:10:54.000 --> 00:10:55.000]  很多華人在那裡
[00:10:55.000 --> 00:10:57.000]  很多教會那裡
[00:10:57.000 --> 00:10:59.000]  就開始建立了
[00:10:59.000 --> 00:11:01.000]  到90年代
[00:11:01.000 --> 00:11:03.000]  我年代移民的時候
[00:11:03.000 --> 00:11:05.000]  開始北上
[00:11:05.000 --> 00:11:07.000]  多倫多是南的
[00:11:07.000 --> 00:11:09.000]  市教會是東南的
[00:11:09.000 --> 00:11:11.000]  然後就開始北上
[00:11:11.000 --> 00:11:14.000]  北上就是烈志文山和萬錦
[00:11:14.000 --> 00:11:15.000]  其實80年代
[00:11:15.000 --> 00:11:17.000]  北約克都有一班人
[00:11:17.000 --> 00:11:18.000]  80年代北約克有一班人
[00:11:18.000 --> 00:11:19.000]  為什麼我將北約克
[00:11:19.000 --> 00:11:20.000]  在2020年代
[00:11:20.000 --> 00:11:22.000]  一會兒解釋給你知道
[00:11:22.000 --> 00:11:23.000]  烈志文山和萬錦
[00:11:23.000 --> 00:11:25.000]  就是90年代2000年代
[00:11:25.000 --> 00:11:26.000]  就很多人
[00:11:26.000 --> 00:11:28.000]  現在都很多華人在那裡住
[00:11:28.000 --> 00:11:30.000]  相對有很多華人教會
[00:11:30.000 --> 00:11:32.000]  全多倫多最大的華人教會
[00:11:32.000 --> 00:11:34.000]  就在Richmond Hill
[00:11:34.000 --> 00:11:36.000]  就是我以前服侍的教會
[00:11:36.000 --> 00:11:39.000]  那裡有3000多4000人
[00:11:39.000 --> 00:11:40.000]  最大的教會
[00:11:40.000 --> 00:11:44.000]  到2019年以後
[00:11:44.000 --> 00:11:46.000]  有一浪再去到
[00:11:46.000 --> 00:11:47.000]  對不起
[00:11:47.000 --> 00:11:49.000]  有一浪再去到
[00:11:49.000 --> 00:11:52.000]  來到多倫多
[00:11:52.000 --> 00:11:55.000]  大部分去一個叫北約克的地方
[00:11:55.000 --> 00:11:56.000]  叫揮手區
[00:11:56.000 --> 00:11:59.000]  揮手區就是那裡住
[00:11:59.000 --> 00:12:00.000]  為什麼呢
[00:12:00.000 --> 00:12:01.000]  因為那裡大部分
[00:12:01.000 --> 00:12:03.000]  香港來的移民
[00:12:03.000 --> 00:12:04.000]  在這幾年
[00:12:04.000 --> 00:12:06.000]  都是如果用
[00:12:06.000 --> 00:12:08.000]  加拿大叫Stream A/Stream B
[00:12:08.000 --> 00:12:09.000]  要不讀書
[00:12:09.000 --> 00:12:10.000]  要不找工作
[00:12:10.000 --> 00:12:13.000]  他們通常都會住一些apartment
[00:12:13.000 --> 00:12:14.000]  沒有開車
[00:12:14.000 --> 00:12:19.000]  那裡就很多地鐵線
[00:12:19.000 --> 00:12:20.000]  比較方便
[00:12:20.000 --> 00:12:21.000]  比較方便一點
[00:12:21.000 --> 00:12:23.000]  所以北約克的華人教會
[00:12:23.000 --> 00:12:25.000]  基本上在這幾年
[00:12:25.000 --> 00:12:30.000]  他們很多華人聚焦在那裡
[00:12:30.000 --> 00:12:31.000]  有一間教會
[00:12:31.000 --> 00:12:33.000]  從廣東塘可能20多人
[00:12:33.000 --> 00:12:35.000]  去到200人
[00:12:35.000 --> 00:12:39.000]  大約的landscape是這樣
[00:12:39.000 --> 00:12:43.000]  當年的移民教會
[00:12:43.000 --> 00:12:47.000]  我剛才這兩天都跟其他目者說
[00:12:47.000 --> 00:12:48.000]  大約差不多
[00:12:48.000 --> 00:12:50.000]  譬如我們華人教會
[00:12:50.000 --> 00:12:52.000]  是粵語堂先建的
[00:12:52.000 --> 00:12:53.000]  粵語堂先建的
[00:12:53.000 --> 00:12:54.000]  移民的港人
[00:12:54.000 --> 00:12:57.000]  60年代 80年代或者90年代
[00:12:57.000 --> 00:13:00.000]  那時候是粵語部
[00:13:00.000 --> 00:13:01.000]  粵語部
[00:13:01.000 --> 00:13:04.000]  接著就開始有第二代
[00:13:04.000 --> 00:13:06.000]  第二代加拿大和澳洲英國
[00:13:06.000 --> 00:13:08.000]  都是英語的社會
[00:13:08.000 --> 00:13:10.000]  第二代一定是講英文
[00:13:10.000 --> 00:13:12.000]  其實所有小朋友來到讀書
[00:13:12.000 --> 00:13:13.000]  基本上兩年之後
[00:13:13.000 --> 00:13:15.000]  他會跟別人講英文
[00:13:15.000 --> 00:13:17.000]  一兩年就跟你講英文
[00:13:17.000 --> 00:13:19.000]  就變成英語的第二代
[00:13:19.000 --> 00:13:21.000]  為什麼有一點高低之分
[00:13:21.000 --> 00:13:23.000]  不是說厲害不厲害
[00:13:23.000 --> 00:13:24.000]  只是說年份
[00:13:24.000 --> 00:13:27.000]  接著去到某一段時期
[00:13:27.000 --> 00:13:29.000]  有一個國內移民潮過來
[00:13:29.000 --> 00:13:31.000]  大部分的華人教會
[00:13:31.000 --> 00:13:34.000]  都是粵語先
[00:13:34.000 --> 00:13:35.000]  接著英語第二代
[00:13:35.000 --> 00:13:38.000]  接著就是國語
[00:13:38.000 --> 00:13:44.000]  我用一個圖畫來看
[00:13:44.000 --> 00:13:45.000]  八九十年代
[00:13:45.000 --> 00:13:47.000]  你看過一家四口
[00:13:47.000 --> 00:13:49.000]  是這樣的
[00:13:49.000 --> 00:13:50.000]  爸爸媽媽
[00:13:50.000 --> 00:13:51.000]  兒子
[00:13:51.000 --> 00:13:52.000]  有個小朋友
[00:13:52.000 --> 00:13:54.000]  其實粵語課
[00:13:54.000 --> 00:13:57.000]  基本上扮演爸爸媽媽的角色
[00:13:57.000 --> 00:13:59.000]  家長的角色
[00:13:59.000 --> 00:14:02.000]  基本上大部分的方向
[00:14:02.000 --> 00:14:03.000]  決策
[00:14:03.000 --> 00:14:05.000]  粵語課講了就算
[00:14:05.000 --> 00:14:07.000]  差不多了
[00:14:07.000 --> 00:14:09.000]  因為其實是小朋友
[00:14:09.000 --> 00:14:10.000]  小朋友帶他去街上
[00:14:10.000 --> 00:14:12.000]  爸爸媽媽講完就算了
[00:14:12.000 --> 00:14:13.000]  或者小朋友說不行
[00:14:13.000 --> 00:14:14.000]  我要去那裡
[00:14:14.000 --> 00:14:15.000]  都可能遷就一下
[00:14:15.000 --> 00:14:18.000]  到現在這個年代
[00:14:18.000 --> 00:14:20.000]  你看不一樣
[00:14:20.000 --> 00:14:22.000]  我現在跟我的教會說
[00:14:22.000 --> 00:14:25.000]  以前就是一家四口
[00:14:25.000 --> 00:14:27.000]  小朋友聽爸爸媽媽
[00:14:27.000 --> 00:14:29.000]  現在就是一家四口
[00:14:29.000 --> 00:14:30.000]  但是那四口
[00:14:30.000 --> 00:14:33.000]  小朋友是年輕人
[00:14:33.000 --> 00:14:35.000]  他們已經二十多三十歲
[00:14:35.000 --> 00:14:37.000]  有自己的想法
[00:14:37.000 --> 00:14:39.000]  但是又
[00:14:39.000 --> 00:14:41.000]  這裡有沒有年輕人
[00:14:41.000 --> 00:14:43.000]  不要亂說話
[00:14:43.000 --> 00:14:46.000]  但是又未完全自立到
[00:14:46.000 --> 00:14:49.000]  繼續在同一屋簷下生活
[00:14:49.000 --> 00:14:51.000]  你想想那種家庭
[00:14:51.000 --> 00:14:53.000]  每天會有多少
[00:14:53.000 --> 00:14:55.000]  幾多幾有意義的對談
[00:14:55.000 --> 00:14:58.000]  現在其實華人教會
[00:14:58.000 --> 00:15:01.000]  基本上就是
[00:15:01.000 --> 00:15:03.000]  一個年長的父母
[00:15:03.000 --> 00:15:04.000]  家長
[00:15:04.000 --> 00:15:06.000]  和一群小朋友
[00:15:06.000 --> 00:15:08.000]  每天在這裡
[00:15:08.000 --> 00:15:10.000]  很有心情的對話
[00:15:10.000 --> 00:15:12.000]  很有心情的對話
[00:15:12.000 --> 00:15:15.000]  剛才那幅圖就是
[00:15:15.000 --> 00:15:17.000]  粵、英、國
[00:15:17.000 --> 00:15:18.000]  一個箭嘴
[00:15:18.000 --> 00:15:20.000]  我用第二個圖畫
[00:15:20.000 --> 00:15:21.000]  就是粵、英、國
[00:15:21.000 --> 00:15:23.000]  那個位置差不多
[00:15:23.000 --> 00:15:24.000]  2000+不是說人數
[00:15:24.000 --> 00:15:26.000]  是說2000年代以後
[00:15:26.000 --> 00:15:28.000]  基本上是一個轉圈
[00:15:28.000 --> 00:15:30.000]  大家彼此傾談
[00:15:30.000 --> 00:15:33.000]  或者叫reflective collaboration
[00:15:33.000 --> 00:15:35.000]  大家去傾談
[00:15:35.000 --> 00:15:38.000]  變成不是粵語部說完就算
[00:15:38.000 --> 00:15:41.000]  雖然他們還想說完就算
[00:15:41.000 --> 00:15:42.000]  有這個的
[00:15:42.000 --> 00:15:44.000]  我感受到的
[00:15:44.000 --> 00:15:45.000]  其實我自己
[00:15:45.000 --> 00:15:47.000]  在市政做主任牧師
[00:15:47.000 --> 00:15:48.000]  這樣說
[00:15:48.000 --> 00:15:50.000]  其實我的粵語課不是最多
[00:15:50.000 --> 00:15:52.000]  我是去英語課多一點
[00:15:52.000 --> 00:15:54.000]  我接下來回去就會去國語課
[00:15:54.000 --> 00:15:56.000]  但本身我是香港人
[00:15:56.000 --> 00:15:57.000]  所以有些會眾
[00:15:57.000 --> 00:15:58.000]  初初不明白
[00:15:58.000 --> 00:15:59.000]  為什麼我的主任牧師
[00:15:59.000 --> 00:16:01.000]  明明香港人不來廣東課
[00:16:01.000 --> 00:16:02.000]  我是刻意的
[00:16:02.000 --> 00:16:04.000]  因為其實我要
[00:16:04.000 --> 00:16:05.000]  在這個時候我看到
[00:16:05.000 --> 00:16:06.000]  是因為一個圓圈
[00:16:06.000 --> 00:16:10.000]  好像大家要多點傾談
[00:16:10.000 --> 00:16:13.000]  不能夠我粵語說完就算
[00:16:13.000 --> 00:16:16.000]  其實第一代的主任牧師
[00:16:16.000 --> 00:16:17.000]  我叫第一代
[00:16:17.000 --> 00:16:18.000]  其實可能不是第一代
[00:16:18.000 --> 00:16:21.000]  60、70年代或者90年代
[00:16:21.000 --> 00:16:25.000]  主任牧師大部份都是香港來的
[00:16:25.000 --> 00:16:27.000]  或者香港牧過會的
[00:16:27.000 --> 00:16:28.000]  可能還不是
[00:16:28.000 --> 00:16:32.000]  來到是比較粵語的文化
[00:16:32.000 --> 00:16:34.000]  來帶領的
[00:16:34.000 --> 00:16:37.000]  那批牧師
[00:16:37.000 --> 00:16:38.000]  就在
[00:16:38.000 --> 00:16:39.000]  當然有些牧師
[00:16:39.000 --> 00:16:41.000]  譬如黃柯順牧師可能早一點退休
[00:16:41.000 --> 00:16:43.000]  但都是大約退休
[00:16:43.000 --> 00:16:45.000]  就退休了
[00:16:45.000 --> 00:16:46.000]  那我講成全
[00:16:46.000 --> 00:16:48.000]  有兩方面的成全
[00:16:48.000 --> 00:16:49.000]  其實我沒有答案
[00:16:49.000 --> 00:16:50.000]  因為很難有答案
[00:16:50.000 --> 00:16:51.000]  很難有答案
[00:16:51.000 --> 00:16:53.000]  但大家思考一下
[00:16:53.000 --> 00:16:54.000]  講成全一方面
[00:16:54.000 --> 00:16:57.000]  就是主任牧師或者領袖的成全
[00:16:57.000 --> 00:16:59.000]  另一方面就是比較叫做Lady Leaders
[00:16:59.000 --> 00:17:01.000]  就是弟兄姊妹的領袖的成全
[00:17:01.000 --> 00:17:05.000]  我首先就講主任牧師的成全
[00:17:05.000 --> 00:17:07.000]  我只可以講
[00:17:07.000 --> 00:17:11.000]  我是用我的Lens去看
[00:17:11.000 --> 00:17:13.000]  因為我是承受者那個
[00:17:13.000 --> 00:17:15.000]  所以為什麼一開始我就說市鎮
[00:17:15.000 --> 00:17:16.000]  就是市郊部環鎮
[00:17:16.000 --> 00:17:18.000]  會不會對神很有信心呢
[00:17:18.000 --> 00:17:19.000]  如果我是他
[00:17:19.000 --> 00:17:23.000]  他請我是一個很大的risk
[00:17:23.000 --> 00:17:25.000]  有risk在
[00:17:25.000 --> 00:17:27.000]  是有risk在
[00:17:27.000 --> 00:17:29.000]  有危險性在
[00:17:29.000 --> 00:17:31.000]  當然神保守我現在三年
[00:17:31.000 --> 00:17:33.000]  大家都還來也容容
[00:17:33.000 --> 00:17:36.000]  那他退休了
[00:17:36.000 --> 00:17:38.000]  那又怎樣呢
[00:17:38.000 --> 00:17:40.000]  開始剛才講
[00:17:40.000 --> 00:17:42.000]  本身是越覺應
[00:17:42.000 --> 00:17:43.000]  說了就算
[00:17:43.000 --> 00:17:45.000]  但到了這個年代
[00:17:45.000 --> 00:17:47.000]  其實已經不行了
[00:17:47.000 --> 00:17:49.000]  雖然他有些
[00:17:49.000 --> 00:17:51.000]  這個文化還在
[00:17:51.000 --> 00:17:52.000]  可能他不是特意想的
[00:17:52.000 --> 00:17:54.000]  但習慣了這樣
[00:17:54.000 --> 00:17:56.000]  我現在有兩個teenager的女兒
[00:17:56.000 --> 00:17:58.000]  我習慣了說了就算
