
[00:00:00.000 --> 00:00:05.000]  各位來到我們忠神網頁試聽課的朋友,你好
[00:06:30.000 --> 00:06:35.000]  譬如第一種,我走近你,你走近我
[00:06:35.000 --> 00:06:41.000]  好像大家都是一個很有線的接觸
[00:06:41.000 --> 00:06:45.000]  如果我走近你,你就走人的
[00:06:45.000 --> 00:06:50.000]  我不知道為什麼,你怕了我,我太過熱情還是怎麼樣
[00:06:50.000 --> 00:06:54.000]  第三種就是我很友善地走近你
[00:06:54.000 --> 00:06:58.000]  但你好像把我當敵人地對待
[00:06:58.000 --> 00:07:03.000]  我讓大家去想一想,其實在我們這麼多人際關係裡面
[00:07:03.000 --> 00:07:09.000]  這種互動其實都有不同的可能性
[00:07:09.000 --> 00:07:16.000]  接著就是,我就想抽離一下,但是被人追
[00:07:16.000 --> 00:07:22.000]  第四種就是,有人追著我來,表示很欣賞,很有愛
[00:07:22.000 --> 00:07:25.000]  但是我就很想安靜一下
[00:07:25.000 --> 00:07:30.000]  譬如耶穌基督出來的時候,很多人擁戴他
[00:07:30.000 --> 00:07:36.000]  他很想退到曠野,安靜一下,想一想自己應該要做什麼
[00:07:36.000 --> 00:07:41.000]  但是很多人追著他來
[00:07:41.000 --> 00:07:46.000]  有些時候我就想moving away
[00:07:46.000 --> 00:07:51.000]  你又moving away,張開眉睫,大家避開了
[00:07:51.000 --> 00:07:55.000]  但是關係疏離
[00:07:55.000 --> 00:08:00.000]  有時候我就moving away,但是你追著我來,想拼我
[00:08:00.000 --> 00:08:03.000]  好像咄咄逼人
[00:08:03.000 --> 00:08:08.000]  所以其實這麼多種組合,九種組合
[00:08:08.000 --> 00:08:14.000]  不單止這樣,其實就有一個健康和不健康的反應
[00:08:14.000 --> 00:08:21.000]  譬如說回第一樣,我健康地,很想友善地接觸你
[00:08:21.000 --> 00:08:24.000]  你又很健康地友善地接觸我
[00:08:24.000 --> 00:08:32.000]  我們就發展了一個好的關係,互相友善好
[00:08:32.000 --> 00:08:38.000]  但是如果我這邊,我是出於裡面的焦慮
[00:08:38.000 --> 00:08:47.000]  我是很想討好你,我怕你怕,很想靠攏你,你照著我
[00:08:47.000 --> 00:08:51.000]  如果我是出於不安的話,去親近你
[00:08:51.000 --> 00:08:55.000]  如果你是健康地反應我,那就沒什麼了
[00:08:55.000 --> 00:09:01.000]  但是如果你也是同樣像我這樣,在一種焦慮之下和別人接觸的話
[00:09:01.000 --> 00:09:06.000]  兩個不安全的人碰在一起會是怎樣呢?
[00:09:06.000 --> 00:09:13.000]  所以我就很想借助這個圖,其實不單止九種組合
[00:09:13.000 --> 00:09:19.000]  應該是36種組合,有健康不健康
[00:09:19.000 --> 00:09:23.000]  A軍可以,B軍又有健康又不健康
[00:09:23.000 --> 00:09:28.000]  那種互動碰在一起會是怎樣呢?
[00:09:28.000 --> 00:09:35.000]  這種分析其實也幫到我們去想一件事
[00:09:35.000 --> 00:09:41.000]  就是很多時候我們在工作間和人相處的時候
[00:09:41.000 --> 00:09:49.000]  比如說,有些人為什麼經常都拼我呢?
[00:09:49.000 --> 00:09:53.000]  我們有時候會怕了這些惡人
[00:09:53.000 --> 00:09:58.000]  但是Karen Conley的理論就提醒我們
[00:09:58.000 --> 00:10:07.000]  這種要紮馬的東西,可以是良性競爭就健康
[00:10:07.000 --> 00:10:13.000]  但是很多時候是因為他裡面有不安,他要踩低別人上位
[00:10:13.000 --> 00:10:18.000]  所以他裡面不是我們想像中那麼可怕
[00:10:18.000 --> 00:10:23.000]  其實他也有他自己人性的軟弱
[00:10:23.000 --> 00:10:30.000]  簡單說了人際流動的不同組合
[00:10:30.000 --> 00:10:38.000]  其實你可以慢慢細著問問你自己
[00:10:38.000 --> 00:10:45.000]  通常我這裡也有一些guiding questions
[00:10:45.000 --> 00:10:50.000]  給同學在課堂裡面想一想
[00:10:50.000 --> 00:10:56.000]  第一條,從Honey的角度,你觀察你身邊的同事或者朋友
[00:10:56.000 --> 00:11:00.000]  有沒有一些行為上的傾向呢?
[00:11:00.000 --> 00:11:07.000]  比如可能大家都會很怕一些懶有事
[00:11:07.000 --> 00:11:16.000]  經常拖大腳,捧你,或者看到老闆很會說話
[00:11:16.000 --> 00:11:22.000]  你知道他是靠弄人去拿到一些好處
[00:11:22.000 --> 00:11:26.000]  不是一般友善那種去表達
[00:11:26.000 --> 00:11:30.000]  其實用這個框架我們可以觀察一下
[00:11:30.000 --> 00:11:36.000]  其實你身邊的人,他們是用哪種形態多
[00:11:36.000 --> 00:11:39.000]  而那種形態是健康還是不健康
[00:11:39.000 --> 00:11:48.000]  如果不健康的話,我們會不會對他們有多一些的理解呢?
[00:11:48.000 --> 00:11:52.000]  如果他們表現是基於處理自己的焦慮
[00:11:52.000 --> 00:11:57.000]  這個理解對你和他的相處會不會有些啟迪呢?
[00:11:57.000 --> 00:12:03.000]  比如這樣說,我們叫做不打不相識
[00:12:03.000 --> 00:12:10.000]  人際的接觸裡面都有很多相處的情況
[00:12:10.000 --> 00:12:16.000]  我試過,如果還沒有認識那個人之前
[00:12:16.000 --> 00:12:19.000]  就會覺得,為什麼他會這樣
[00:12:19.000 --> 00:12:29.000]  所以在我們的課程裡面,我也會帶同學反省一下他的生命線
[00:12:29.000 --> 00:12:37.000]  在生命線裡面,我們會看到一些影響我們的人、事、發生的處境
[00:12:37.000 --> 00:12:42.000]  而這件事,如果我們有那個人的背景
[00:12:42.000 --> 00:12:45.000]  對那個人的認識就會立體一些
[00:12:45.000 --> 00:12:53.000]  其實這件事也是教我們不要太快對人下判斷
[00:12:53.000 --> 00:12:58.000]  看到他這種形態,就會覺得,哎,這樣這樣
[00:12:58.000 --> 00:13:02.000]  但原來每個人背後都有他的故事
[00:13:02.000 --> 00:13:09.000]  他採取這種流動的方式,其實有他的難處也未定
[00:13:09.000 --> 00:13:12.000]  或者有他的成長的不安也未定
[00:13:12.000 --> 00:13:16.000]  同樣今天,你也可以想一想你自己
[00:13:16.000 --> 00:13:20.000]  你通常會和人紮馬多一些
[00:13:20.000 --> 00:13:25.000]  很多時候都想抽離自己
[00:13:25.000 --> 00:13:32.000]  這些流動的情況,有些是性格,內向的性格
[00:13:32.000 --> 00:13:35.000]  但性格可能有和你的成長
[00:13:35.000 --> 00:13:41.000]  你父母對你的管束是太嚴苛,還是怎樣呢?
[00:13:41.000 --> 00:13:45.000]  導致你有這種人際傾向
[00:13:45.000 --> 00:13:50.000]  所以我就想大家可以想一想
[00:13:50.000 --> 00:13:53.000]  你最怕哪種人?為什麼這麼怕?
[00:13:53.000 --> 00:14:01.000]  這些都是一些幫助我們自我認識的一個很好的框架
[00:14:01.000 --> 00:14:10.000]  其實我把這個框架都可以放在我們和神之間的關係
[00:14:10.000 --> 00:14:14.000]  其實聖經裡面都有很多這些例子
[00:14:14.000 --> 00:14:24.000]  上帝是moving towards us,即是說他渡誠育身,來到這個世界
[00:14:24.000 --> 00:14:29.000]  走近我們,這種神的流動
[00:14:29.000 --> 00:14:39.000]  其實神流動向我們,我們這邊廂也同樣可以有這三個流動的方式
[00:14:39.000 --> 00:14:48.000]  這個人際的分析同樣可以放在我們屬靈和神之間的關係裡面
[00:14:48.000 --> 00:14:57.000]  即是神走近我們,可能我們就說我們是一個罪人,我要離開
[00:14:57.000 --> 00:15:06.000]  或者你遇到一些苦難,覺得神為什麼moving away,好像不理,好像丟下我
[00:15:06.000 --> 00:15:12.000]  你可能就想moving against 神,即是和他爭辯,理論
[00:15:12.000 --> 00:15:20.000]  所以其實在我們屬靈的生涯裡面,經歷裡面,其實我們都看到
[00:15:20.000 --> 00:15:25.000]  神是很自由地流動,有時祂臨近我們
[00:15:25.000 --> 00:15:33.000]  有時我們好像屬靈的黑夜,很想找到神,但神好像不知道去了哪裡
[00:15:33.000 --> 00:15:40.000]  好像掩面不看我們,很多詩人都有這些的苦涵
[00:15:40.000 --> 00:15:50.000]  有時候如果我們犯罪的話,好像大衛,神都派一個先知指出他的錯
[00:15:50.000 --> 00:15:58.000]  或者神真的會降罪降罰,臨到我們那裡
[00:15:58.000 --> 00:16:06.000]  神這三種流動是怎樣的呢?是出於什麼流動呢?我們接不接受呢?
[00:16:06.000 --> 00:16:14.000]  我們自己這一邊對神這種流動,我們有什麼相應的回應呢?
[00:16:14.000 --> 00:16:22.000]  神親近我們,我們很開心和他有一種聯繫,契合
[00:16:22.000 --> 00:16:29.000]  神離開我們,我們在屬靈的歷程裡面,有時候都會出現這種狀況
[00:16:29.000 --> 00:16:35.000]  我們會不會繼續去追尋祂,去找祂
[00:16:35.000 --> 00:16:42.000]  有時候我們犯罪,好像多夏娃犯罪之後,都覺得羞恥,想避開神
[00:16:42.000 --> 00:16:52.000]  神的懲罰臨到,我們會不會去悔罪,謙卑下來,還是說逃走好了
[00:16:52.000 --> 00:16:59.000]  所以其實這個流動的互動,都有很多東西我們可以想
[00:16:59.000 --> 00:17:07.000]  結束的時候,都想透過羅馬書11章33節,和大家分享
[00:17:07.000 --> 00:17:16.000]  心在神豐富的智慧和知識,祂的判斷何其難測,祂的蹤跡何其難尋
[00:17:16.000 --> 00:17:25.000]  我想在我們讀神學的歷程裡面,就是去探索神那種豐富的智慧和知識
[00:17:25.000 --> 00:17:35.000]  在我們屬靈的經驗裡面,我們就是嘗試去尋找祂,明白了解祂的心意
[00:17:35.000 --> 00:17:44.000]  看到祂在這個世界上的足跡,祂有時候是moving towards,有時候away,有時候again
[00:17:44.000 --> 00:17:49.000]  我們存在一個敬畏的心去經歷神
[00:17:49.000 --> 00:17:57.000]  好,就一個簡單的事課,一會兒我們在網上可以再大家有交流的時間,好嗎?
[00:17:57.000 --> 00:17:59.000]  好,分享到這裡

