
[00:00:00.000 --> 00:00:03.000]  我們現在開始今天的講座
[00:02:54.000 --> 00:02:56.000]  有另外一些是市民公務員
[00:02:56.000 --> 00:03:00.000]  我們現在做一個青年的活動
[00:03:00.000 --> 00:03:03.000]  我們有一批導師在我們當中
[00:03:03.000 --> 00:03:06.000]  他們有些是超過35歲的
[00:03:06.000 --> 00:03:08.000]  不過我想我不要揭露他們
[00:03:08.000 --> 00:03:10.000]  誰超過35歲
[00:03:10.000 --> 00:03:13.000]  我們也用掌聲多謝他們
[00:03:14.000 --> 00:03:17.000]  我想最重要的是
[00:03:17.000 --> 00:03:19.000]  今天有很多討論的時間
[00:03:19.000 --> 00:03:21.000]  有很多讓你分享
[00:03:21.000 --> 00:03:24.000]  讓你去發夢去想像的時間
[00:03:24.000 --> 00:03:28.000]  所以我們今天的環節是這樣的
[00:03:28.000 --> 00:03:31.000]  首先我會請阿禮去分享
[00:03:31.000 --> 00:03:33.000]  分享完之後
[00:03:33.000 --> 00:03:35.000]  其實就有很短的時間
[00:03:35.000 --> 00:03:37.000]  大概十多分鐘的時間
[00:03:37.000 --> 00:03:39.000]  讓你們去討論一些問題
[00:03:39.000 --> 00:03:43.000]  稍後的題目會流傳出來給大家看
[00:03:43.000 --> 00:03:46.000]  然後我會請耀光分享
[00:03:46.000 --> 00:03:48.000]  耀光分享完之後
[00:03:48.000 --> 00:03:51.000]  我們又會有第二輪的分組討論
[00:03:51.000 --> 00:03:54.000]  也是十多分鐘的時間
[00:03:54.000 --> 00:03:58.000]  然後我會請Bernard有一個神學的回應
[00:03:58.000 --> 00:04:01.000]  之後我想我們幾位的講者
[00:04:01.000 --> 00:04:05.000]  都會坐出來和大家一起去對談
[00:04:05.000 --> 00:04:08.000]  大家有問題的時候
[00:04:08.000 --> 00:04:12.000]  也可以一起去分享
[00:04:12.000 --> 00:04:14.000]  或者去問他們的問題
[00:04:14.000 --> 00:04:16.000]  有一些互動的時間
[00:04:16.000 --> 00:04:19.000]  我們說了是一個青年的神學講座
[00:04:19.000 --> 00:04:21.000]  所以當我們互動完之後
[00:04:21.000 --> 00:04:23.000]  我們就請了一位年青人
[00:04:23.000 --> 00:04:26.000]  就是一直在1月21日
[00:04:26.000 --> 00:04:29.000]  參與FES和市民公民運動
[00:04:29.000 --> 00:04:33.000]  合辦的一個青年營的一位參加者
[00:04:33.000 --> 00:04:37.000]  他就提出了一些他對土地的想法
[00:04:37.000 --> 00:04:41.000]  我們也想在這裡請他和
[00:04:41.000 --> 00:04:43.000]  你們也是年青人一起去分享
[00:04:43.000 --> 00:04:47.000]  在裡面大家有多一些的互動
[00:04:47.000 --> 00:04:48.000]  最後一個環節就是
[00:04:48.000 --> 00:04:51.000]  我們大概有50分鐘的時間
[00:04:51.000 --> 00:04:55.000]  我們去到有這個分組的討論
[00:04:55.000 --> 00:04:58.000]  希望大家去到討論
[00:04:58.000 --> 00:04:59.000]  但是討論完之後
[00:04:59.000 --> 00:05:01.000]  就有最後一輪的對談
[00:05:01.000 --> 00:05:03.000]  所以其實這個活動
[00:05:03.000 --> 00:05:05.000]  為什麼要三個半小時呢
[00:05:05.000 --> 00:05:08.000]  就不是因為你要聽三個半小時的東西
[00:05:08.000 --> 00:05:12.000]  而是希望你真的在一路討論的時候
[00:05:12.000 --> 00:05:15.000]  你開始將這個議題
[00:05:15.000 --> 00:05:19.000]  都變成你自己一些你想做的事情
[00:05:19.000 --> 00:05:22.000]  今天三位其實對土地都是很有心的
[00:05:22.000 --> 00:05:25.000]  兩個是一直在行動的行動者
[00:05:25.000 --> 00:05:26.000]  一位在神學裡面
[00:05:26.000 --> 00:05:28.000]  去到做神學反省的人
[00:05:28.000 --> 00:05:31.000]  我希望你們可能是成為
[00:05:31.000 --> 00:05:34.000]  第四 第五 第六位
[00:05:34.000 --> 00:05:36.000]  你們一起去到
[00:05:36.000 --> 00:05:38.000]  做完夢之後 想像完之後
[00:05:38.000 --> 00:05:41.000]  又可以去到有理新的一些看法
[00:05:41.000 --> 00:05:43.000]  我想事不宜遲
[00:05:43.000 --> 00:05:45.000]  我將時間交給阿禮
[00:05:45.000 --> 00:05:48.000]  我們去到有分享的時間
[00:05:48.000 --> 00:06:04.000]  (掌聲)
[00:06:04.000 --> 00:06:06.000]  大家好 我是阿禮 黃勤禮
[00:06:06.000 --> 00:06:10.000]  剛才應該沒有說到
[00:06:10.000 --> 00:06:13.000]  為什麼我兩個參與的組織
[00:06:13.000 --> 00:06:15.000]  叫做關注舊區住屋權益社工聯席
[00:06:15.000 --> 00:06:17.000]  和全港關注劏房平台
[00:06:17.000 --> 00:06:18.000]  有沒有人聽過呢
[00:06:18.000 --> 00:06:19.000]  應該沒有人聽過
[00:06:19.000 --> 00:06:21.000]  其實我是做什麼的呢
[00:06:21.000 --> 00:06:23.000]  我過往一段時間
[00:06:23.000 --> 00:06:25.000]  其實比較長時間
[00:06:25.000 --> 00:06:29.000]  在一些社區重建局的重建項目裡面
[00:06:29.000 --> 00:06:31.000]  做一些社區的工作
[00:06:31.000 --> 00:06:33.000]  我是一個註冊社工
[00:06:33.000 --> 00:06:37.000]  我也是參與一些房屋政策的長移
[00:06:37.000 --> 00:06:39.000]  所以有個劏房平台的組織
[00:06:39.000 --> 00:06:41.000]  就是我在一個組織裡面
[00:06:41.000 --> 00:06:45.000]  長時間關心一些房屋 劏房問題
[00:06:45.000 --> 00:06:49.000]  為什麼社工會和房屋構上關係
[00:06:49.000 --> 00:06:51.000]  和重建構上關係
[00:06:51.000 --> 00:06:53.000]  其實在香港的歷史
[00:06:53.000 --> 00:06:57.000]  或者在世界的一些不同地方的發展
[00:06:57.000 --> 00:07:00.000]  社工長時間都會被assign
[00:07:00.000 --> 00:07:03.000]  去一些重建的項目裡面工作
[00:07:03.000 --> 00:07:06.000]  如果你回去有機會和家人聊
[00:07:06.000 --> 00:07:09.000]  以前拆寮屋 拆天台屋
[00:07:09.000 --> 00:07:12.000]  其實有些社工會在當中工作
[00:07:12.000 --> 00:07:17.000]  我就是在這個洪流裡面的一生一代
[00:07:17.000 --> 00:07:21.000]  我們經常會遇到一些很有趣的情況
[00:07:21.000 --> 00:07:23.000]  你如果想起重建和社工
[00:07:23.000 --> 00:07:25.000]  你通常會想起什麼呢
[00:07:25.000 --> 00:07:29.000]  我們上網如果你有看youtube的影片
[00:07:29.000 --> 00:07:33.000]  登記 登記幫社工註冊
[00:07:33.000 --> 00:07:36.000]  登記凍結 賠不賠錢
[00:07:36.000 --> 00:07:38.000]  幫人上樓 幫人做裝修
[00:07:38.000 --> 00:07:40.000]  通常大家就會想這些 幫人搬屋
[00:07:40.000 --> 00:07:42.000]  我們都會做的 我們全包的
[00:07:42.000 --> 00:07:47.000]  會幫街坊從找樓到搬屋到接水電
[00:07:47.000 --> 00:07:49.000]  所以大家說笑我們是經紀
[00:07:49.000 --> 00:07:52.000]  但是另一樣我們更常被人說的
[00:07:52.000 --> 00:07:54.000]  就是我們其實是政府的工具
[00:07:54.000 --> 00:07:58.000]  因為我們是直接受政府資助的服務
[00:07:58.000 --> 00:08:00.000]  在歷史裡面也是
[00:08:00.000 --> 00:08:02.000]  以前服務寮屋區的
[00:08:02.000 --> 00:08:04.000]  他是受民政處的撥款
[00:08:04.000 --> 00:08:07.000]  我當時在前線做社工的時候
[00:08:07.000 --> 00:08:12.000]  我們就是受事建局和後來的一個基金直接的撥款
[00:08:12.000 --> 00:08:16.000]  所以我們就在一個很有趣的政策的過程裡面
[00:08:16.000 --> 00:08:18.000]  等一下會說多一點
[00:08:18.000 --> 00:08:23.000]  其實為什麼我們會選擇某一種的工作模式
[00:08:23.000 --> 00:08:25.000]  因為大會就問我
[00:08:25.000 --> 00:08:29.000]  你在我們的工作中的宗旨是什麼
[00:08:29.000 --> 00:08:32.000]  在我們社區工作裡面
[00:08:32.000 --> 00:08:34.000]  我們很強調一些精神
[00:08:34.000 --> 00:08:38.000]  很強調社區參與和充權
[00:08:38.000 --> 00:08:40.000]  我們很覺得每一個
[00:08:40.000 --> 00:08:42.000]  我們通常說街坊
[00:08:42.000 --> 00:08:46.000]  每一個街坊就著他自身的環境
[00:08:46.000 --> 00:08:47.000]  影響他的政策
[00:08:47.000 --> 00:08:49.000]  應該是有權去發聲的
[00:08:49.000 --> 00:08:51.000]  所以我們在我們的工作裡面
[00:08:51.000 --> 00:08:54.000]  盡可能想組織我們的街坊
[00:08:54.000 --> 00:08:57.000]  一起去就著相關的政策去發聲
[00:08:57.000 --> 00:08:59.000]  但是為什麼又會被人罵呢
[00:08:59.000 --> 00:09:02.000]  這個我們可以再說多一點
[00:09:02.000 --> 00:09:09.000]  就是為什麼我們會遇到一個很尷尬的工作的狀態
[00:09:09.000 --> 00:09:13.000]  其實今天你回到社工的行頭
[00:09:13.000 --> 00:09:15.000]  這裡沒有人讀社工的嗎
[00:09:15.000 --> 00:09:16.000]  少有還是沒有
[00:09:16.000 --> 00:09:17.000]  可能你又不夠膽
[00:09:17.000 --> 00:09:20.000]  表示一個眼神回應
[00:09:20.000 --> 00:09:22.000]  就算在社工的行頭裡面
[00:09:22.000 --> 00:09:24.000]  討論房屋重建
[00:09:24.000 --> 00:09:26.000]  現在已經不是主流
[00:09:26.000 --> 00:09:28.000]  所以我的同學
[00:09:28.000 --> 00:09:30.000]  他們自己租屋有問題
[00:09:30.000 --> 00:09:31.000]  租沒有問題
[00:09:31.000 --> 00:09:32.000]  業主租客糾紛
[00:09:32.000 --> 00:09:34.000]  就會找我有什麼意見
[00:09:34.000 --> 00:09:36.000]  我都會說惡吧
[00:09:36.000 --> 00:09:39.000]  社工裡面都不是主流
[00:09:39.000 --> 00:09:42.000]  更加遑論是街外的人
[00:09:42.000 --> 00:09:44.000]  出現了一些有趣的情況
[00:09:44.000 --> 00:09:47.000]  我們的工作因為在重建區裡面
[00:09:47.000 --> 00:09:51.000]  我們受著政策的影響
[00:09:51.000 --> 00:09:53.000]  社區重建的政策
[00:09:53.000 --> 00:09:55.000]  有沒有人住過在重建區的
[00:09:55.000 --> 00:09:57.000]  有沒有
[00:09:57.000 --> 00:09:58.000]  應該沒有
[00:09:58.000 --> 00:10:00.000]  有你自己心裡面回答
[00:10:00.000 --> 00:10:02.000]  知不知道香港
[00:10:02.000 --> 00:10:04.000]  我今天說重建
[00:10:04.000 --> 00:10:07.000]  主要收窄在社區重建局的項目
[00:10:07.000 --> 00:10:09.000]  一般會發生什麼事
[00:10:09.000 --> 00:10:10.000]  如果突然間那天你看電視
[00:10:10.000 --> 00:10:12.000]  通常星期五公佈你那裡重建
[00:10:12.000 --> 00:10:14.000]  你會發生什麼事呢
[00:10:14.000 --> 00:10:16.000]  會剛才說註冊登記
[00:10:16.000 --> 00:10:18.000]  還有沒有什麼事會發生
[00:10:18.000 --> 00:10:19.000]  想一下想像一下
[00:10:19.000 --> 00:10:21.000]  如果是社區重建
[00:10:21.000 --> 00:10:22.000]  火警
[00:10:22.000 --> 00:10:24.000]  火警這個就是私人地產商才會發生的
[00:10:24.000 --> 00:10:25.000]  都見過
[00:10:25.000 --> 00:10:27.000]  我們在中環的街坊說
[00:10:27.000 --> 00:10:29.000]  有一座樓
[00:10:29.000 --> 00:10:31.000]  以前地產商收的時候
[00:10:31.000 --> 00:10:33.000]  每天下午三點就會有火警
[00:10:33.000 --> 00:10:34.000]  還有很多蛇
[00:10:34.000 --> 00:10:35.000]  不知為什麼哪裡來
[00:10:35.000 --> 00:10:36.000]  好好的一座唐樓
[00:10:36.000 --> 00:10:37.000]  為什麼那麼多蛇呢
[00:10:37.000 --> 00:10:40.000]  我們見過無端端會不見了水錶
[00:10:40.000 --> 00:10:42.000]  不知道為什麼不見了
[00:10:42.000 --> 00:10:43.000]  總之一排不見了
[00:10:43.000 --> 00:10:45.000]  還有電纜可以被人剪斷
[00:10:45.000 --> 00:10:47.000]  有這些情況
[00:10:47.000 --> 00:10:49.000]  不過通常都是私人才發生的
[00:10:49.000 --> 00:10:51.000]  在社區重建局的項目裡面
[00:10:51.000 --> 00:10:52.000]  普遍會發生
[00:10:52.000 --> 00:10:53.000]  就是會凍結
[00:10:53.000 --> 00:10:56.000]  之後會有一個規劃的程序
[00:10:56.000 --> 00:10:58.000]  過了18個月左右
[00:10:58.000 --> 00:10:59.000]  或者多一點點
[00:10:59.000 --> 00:11:02.000]  就會開始叫做收購的程序
[00:11:02.000 --> 00:11:04.000]  收購就很明顯
[00:11:04.000 --> 00:11:06.000]  業主只有滿意和不滿意
[00:11:06.000 --> 00:11:08.000]  不滿意可以怎樣呢
[00:11:08.000 --> 00:11:10.000]  官方機制就申訴
[00:11:10.000 --> 00:11:12.000]  按官方規定
[00:11:12.000 --> 00:11:16.000]  按官方認可的理由去上訴
[00:11:16.000 --> 00:11:17.000]  上訴之後
[00:11:17.000 --> 00:11:19.000]  找回警察去計數
[00:11:19.000 --> 00:11:20.000]  計完出來
[00:11:20.000 --> 00:11:22.000]  通常都是再不滿意
[00:11:22.000 --> 00:11:24.000]  那就沒辦法了
[00:11:24.000 --> 00:11:26.000]  租客就會面對
[00:11:26.000 --> 00:11:29.000]  一個賠償或者安置的情況
[00:11:29.000 --> 00:11:30.000]  很特定的
[00:11:30.000 --> 00:11:32.000]  就是經常說那些
[00:11:32.000 --> 00:11:33.000]  現在我們
[00:11:33.000 --> 00:11:35.000]  就算我在大學裡面
[00:11:35.000 --> 00:11:37.000]  有些年輕的朋友都會問
[00:11:37.000 --> 00:11:39.000]  為什麼不可以保留社區
[00:11:39.000 --> 00:11:41.000]  沒有一些方案嗎
[00:11:41.000 --> 00:11:43.000]  現在的政策是沒有的
[00:11:43.000 --> 00:11:45.000]  但是有很多朋友說
[00:11:45.000 --> 00:11:47.000]  那些社工或者那些人
[00:11:47.000 --> 00:11:48.000]  那些街坊不是應該
[00:11:48.000 --> 00:11:50.000]  自己起來去發聲嗎
[00:11:50.000 --> 00:11:54.000]  一起去就著他們的社區去發聲嗎
[00:11:54.000 --> 00:11:56.000]  這個是我們相信的價值
[00:11:56.000 --> 00:11:58.000]  但是在現實的工作裡面
[00:11:58.000 --> 00:12:00.000]  這個是很困難的
[00:12:00.000 --> 00:12:02.000]  你想像一下
[00:12:02.000 --> 00:12:04.000]  當我們帶著一個身份
[00:12:04.000 --> 00:12:06.000]  去重建區工作
[00:12:06.000 --> 00:12:08.000]  其實你一看到那些街坊
[00:12:08.000 --> 00:12:11.000]  業主就會跟你說怎樣計算賠償
[00:12:11.000 --> 00:12:13.000]  那些租客就會想
[00:12:13.000 --> 00:12:14.000]  他有沒有得上公屋
[00:12:14.000 --> 00:12:16.000]  他很開心可以上公屋
[00:12:16.000 --> 00:12:18.000]  但是當你多問兩問
[00:12:18.000 --> 00:12:20.000]  其實可能不捨得這個區
[00:12:20.000 --> 00:12:22.000]  不過他都會想上公屋
[00:12:22.000 --> 00:12:24.000]  這個就是我們在工作裡面
[00:12:24.000 --> 00:12:28.000]  遇到現在的土地的政策的安排
[00:12:28.000 --> 00:12:31.000]  為我們帶來一個最大的工作的限制
[00:12:31.000 --> 00:12:34.000]  就是我們都想透過這個過程
[00:12:34.000 --> 00:12:37.000]  去擴闊我們那些居民
[00:12:37.000 --> 00:12:40.000]  去重建的想像
[00:12:40.000 --> 00:12:43.000]  不過在現在整個的政策框架裡面
[00:12:43.000 --> 00:12:46.000]  其實是沒有什麼空間
[00:12:46.000 --> 00:12:48.000]  給我們去做得到
[00:12:48.000 --> 00:12:51.000]  所以往往香港很少有成功的
[00:12:51.000 --> 00:12:53.000]  叫做爭取的例子
[00:12:53.000 --> 00:12:55.000]  例如灣仔的藍屋
[00:12:55.000 --> 00:12:58.000]  其實那些街坊在公佈重建的時候
[00:12:58.000 --> 00:13:00.000]  其實他之前一段長時間裡面
[00:13:00.000 --> 00:13:02.000]  已經是走在一起
[00:13:02.000 --> 00:13:04.000]  去到有很多不同的討論
[00:13:04.000 --> 00:13:06.000]  所以他就在一個比較成熟的階段
[00:13:06.000 --> 00:13:08.000]  但是在其他的更多的重建區裡面
[00:13:08.000 --> 00:13:10.000]  其實我們一到去
[00:13:10.000 --> 00:13:12.000]  第一時間就是處理賠償安置
[00:13:12.000 --> 00:13:14.000]  然後就是業主逼遷
[00:13:14.000 --> 00:13:16.000]  之後就因為一宣佈重建
[00:13:16.000 --> 00:13:18.000]  那些業主就會想
[00:13:18.000 --> 00:13:21.000]  就會有嘗試逼走那個租客
[00:13:21.000 --> 00:13:25.000]  以獲取他自己可以拿更多的賠償的機會
[00:13:25.000 --> 00:13:27.000]  所以我們其實很長時間
[00:13:27.000 --> 00:13:29.000]  就會處理這些問題
[00:13:29.000 --> 00:13:31.000]  在這個諮詢期裡面
[00:13:31.000 --> 00:13:33.000]  其實我們都很難去到
[00:13:33.000 --> 00:13:35.000]  推動一些街坊去參與規劃
[00:13:35.000 --> 00:13:37.000]  因為我們都有做的
[00:13:37.000 --> 00:13:38.000]  我們會對他說
[00:13:38.000 --> 00:13:39.000]  你上個區之後怎樣
[00:13:39.000 --> 00:13:41.000]  重建之後這裡怎樣
[00:13:41.000 --> 00:13:42.000]  你都可以出聲的
[00:13:42.000 --> 00:13:44.000]  通常街坊就會說你神經病
[00:13:44.000 --> 00:13:47.000]  因為重建之後我也搬走了
[00:13:47.000 --> 00:13:49.000]  我和你出聲說
[00:13:49.000 --> 00:13:51.000]  這裡建成怎樣都好
[00:13:51.000 --> 00:13:52.000]  他都有這麼高的商場
[00:13:52.000 --> 00:13:54.000]  我頂多在這裡買東西
[00:13:54.000 --> 00:13:56.000]  跟他沒有什麼關係
[00:13:56.000 --> 00:14:01.000]  所以我們很難推動到那些街坊
[00:14:01.000 --> 00:14:03.000]  去就著未來去說什麼
[00:14:03.000 --> 00:14:05.000]  所以往往出現的就是
[00:14:05.000 --> 00:14:08.000]  租客就會有一個很傻的看法
[00:14:08.000 --> 00:14:10.000]  我都有得上公屋都幾好
[00:14:10.000 --> 00:14:13.000]  業主在2010年之後
[00:14:13.000 --> 00:14:15.000]  有一些新的安排
[00:14:15.000 --> 00:14:17.000]  業主可以有一個
[00:14:17.000 --> 00:14:19.000]  因為被人吵了很多年
[00:14:19.000 --> 00:14:20.000]  吵了十幾二十年
[00:14:20.000 --> 00:14:24.000]  可不可以在原先的地址安置
[00:14:24.000 --> 00:14:26.000]  容許他們有些物業給他們買
[00:14:26.000 --> 00:14:28.000]  在2010年之後
[00:14:28.000 --> 00:14:30.000]  那個政策就是樓換樓的計劃
[00:14:30.000 --> 00:14:33.000]  但樓換樓就是
[00:14:33.000 --> 00:14:36.000]  中間就是你買了一間樓
[00:14:36.000 --> 00:14:38.000]  到你搬進去中間那段時間
[00:14:38.000 --> 00:14:40.000]  是沒有任何過渡期的安排
[00:14:40.000 --> 00:14:41.000]  所以就算是由
[00:14:41.000 --> 00:14:42.000]  應該是沒有記錯
[00:14:42.000 --> 00:14:43.000]  2011年到現在
[00:14:43.000 --> 00:14:46.000]  其實接受樓換樓安排的住戶
[00:14:46.000 --> 00:14:47.000]  只有十個
[00:14:47.000 --> 00:14:49.000]  你想想從2011年到現在
[00:14:49.000 --> 00:14:50.000]  立法會報告說的
[00:14:50.000 --> 00:14:53.000]  仔細的數字可以再上立法會去找
[00:14:53.000 --> 00:14:54.000]  但其實看到
[00:14:54.000 --> 00:14:56.000]  這個根本不是那個想法
[00:14:56.000 --> 00:14:59.000]  留回社區網絡不是想法
[00:14:59.000 --> 00:15:00.000]  所以在我們的工作裏面
[00:15:00.000 --> 00:15:01.000]  面對很大的拉扯
[00:15:01.000 --> 00:15:03.000]  就是我們下區
[00:15:03.000 --> 00:15:05.000]  很多人都是想快點
[00:15:05.000 --> 00:15:07.000]  符合程序離開
[00:15:07.000 --> 00:15:09.000]  我們自己就很想做充權
[00:15:09.000 --> 00:15:11.000]  組織這樣
[00:15:11.000 --> 00:15:13.000]  然後街外有人罵我們是政府機器
[00:15:13.000 --> 00:15:17.000]  你們這班人只是想幫街坊搬走
[00:15:17.000 --> 00:15:21.000]  只是幫他們參與這個政策的過程裏
[00:15:21.000 --> 00:15:23.000]  完全沒有反抗精神
[00:15:23.000 --> 00:15:25.000]  我試過在我辦公室門口一開出去
[00:15:25.000 --> 00:15:27.000]  那時在區裏
[00:15:27.000 --> 00:15:30.000]  有個小學老師帶著小學生來
[00:15:30.000 --> 00:15:32.000]  一些導賞團
[00:15:32.000 --> 00:15:36.000]  他一看到就指著我們的招牌
[00:15:36.000 --> 00:15:38.000]  這裏是社工隊
[00:15:38.000 --> 00:15:39.000]  我看他在說什麼
[00:15:39.000 --> 00:15:40.000]  是壞人來的
[00:15:40.000 --> 00:15:42.000]  幫政府的
[00:15:42.000 --> 00:15:44.000]  我馬上關門衝過去
[00:15:44.000 --> 00:15:49.000]  我想說我們對事件的理解
[00:15:49.000 --> 00:15:51.000]  我們自己都夾在中間
[00:15:51.000 --> 00:15:54.000]  我想這個和大家對於
[00:15:54.000 --> 00:15:56.000]  今天你回去和你家人身邊的朋友
[00:15:56.000 --> 00:15:58.000]  在教會裏面說
[00:15:58.000 --> 00:16:00.000]  土地的另一些想像的可能性
[00:16:00.000 --> 00:16:02.000]  通常第一句換回來的
[00:16:02.000 --> 00:16:04.000]  就是和我的反應可能差不多
[00:16:04.000 --> 00:16:05.000]  我遇到的遭遇差不多
[00:16:05.000 --> 00:16:07.000]  都是被人一棍打下來
[00:16:07.000 --> 00:16:09.000]  你都不要想像那麼多
[00:16:09.000 --> 00:16:13.000]  現實是很密的
[00:16:13.000 --> 00:16:17.000]  所以我們怎樣去影響這個過程
[00:16:17.000 --> 00:16:19.000]  我們有少少的經驗
[00:16:19.000 --> 00:16:21.000]  我沒有計時
[00:16:25.000 --> 00:16:27.000]  我們都看機會
[00:16:27.000 --> 00:16:29.000]  看區的狀態
[00:16:29.000 --> 00:16:32.000]  一來我們在幫街坊的過程
[00:16:32.000 --> 00:16:34.000]  我們會看到他們有很多不滿
[00:16:34.000 --> 00:16:37.000]  這些不滿和他們理解的現實
[00:16:37.000 --> 00:16:39.000]  是對不上的
[00:16:39.000 --> 00:16:43.000]  例如他很不滿意賠償的安排
[00:16:43.000 --> 00:16:46.000]  例如他很不捨得社區
[00:16:46.000 --> 00:16:48.000]  不過他又被迫要搬走
[00:16:48.000 --> 00:16:50.000]  我們就會和他在這些地方探討
[00:16:50.000 --> 00:16:52.000]  其實為什麼你會不滿意
[00:16:52.000 --> 00:16:53.000]  這些就是社工最厲害
[00:16:53.000 --> 00:16:57.000]  我們會很有意識地和他們去到
[00:16:57.000 --> 00:16:59.000]  發掘他們不滿的地方
[00:16:59.000 --> 00:17:01.000]  和他們想要的
[00:17:01.000 --> 00:17:04.000]  他們想像中理想的社區
[00:17:04.000 --> 00:17:07.000]  就可能開始有未來的討論
[00:17:07.000 --> 00:17:08.000]  但這個不是容易的
[00:17:08.000 --> 00:17:12.000]  因為現實是很牢固的
[00:17:12.000 --> 00:17:15.000]  所以香港成功可以爭取到改變的重建的例子
[00:17:15.000 --> 00:17:17.000]  是很少數
[00:17:17.000 --> 00:17:20.000]  有個例子就是我以前在永利街工作
[00:17:20.000 --> 00:17:22.000]  聽過永利街的歲月神偷電影
[00:17:22.000 --> 00:17:27.000]  現在全世界都覺得他是成功保育的例子
[00:17:27.000 --> 00:17:30.000]  因為永利街的唐樓保留了不拆
[00:17:30.000 --> 00:17:32.000]  翻新了
[00:17:32.000 --> 00:17:35.000]  其實我那些街坊當時是很想搬走的
[00:17:35.000 --> 00:17:38.000]  結果現在保育了的唐樓
[00:17:38.000 --> 00:17:40.000]  賣了給市議會那些
[00:17:40.000 --> 00:17:43.000]  是沒有任何一個原本在那裡住的
[00:17:43.000 --> 00:17:44.000]  租屋在那裡住的
[00:17:44.000 --> 00:17:48.000]  他給一些NGO去營運一些類似宿舍
[00:17:48.000 --> 00:17:50.000]  光房之類的東西
