
[00:00:00.000 --> 00:00:05.120]  當主辦單位問我想要講什麼問題的時候
[00:05:23.640 --> 00:05:26.240]  不能夠培育出傑出的人才
[00:05:26.240 --> 00:05:27.840]  這是一個問題
[00:05:27.840 --> 00:05:30.440]  他不能夠培育出傑出的人才
[00:05:30.440 --> 00:05:34.040]  我還是不要說這麼多例子
[00:05:34.040 --> 00:05:35.240]  我們沒有時間
[00:05:35.240 --> 00:05:36.840]  因為我看到很多例子
[00:05:36.840 --> 00:05:37.640]  就是你覺得
[00:05:37.640 --> 00:05:38.040]  哇
[00:05:38.040 --> 00:05:40.840]  有些宣教士
[00:05:40.840 --> 00:05:42.240]  香港很多地方
[00:05:42.240 --> 00:05:44.640]  有宣教士帶去他的辦公室
[00:05:44.640 --> 00:05:47.240]  全部都是總裁
[00:05:47.240 --> 00:05:48.040]  副總裁
[00:05:48.040 --> 00:05:49.640]  全部都是西人
[00:05:49.640 --> 00:05:50.440]  然後他就說
[00:05:50.440 --> 00:05:53.840]  很難找到一些本土的出來
[00:05:53.840 --> 00:05:55.040]  他本土的人
[00:05:55.040 --> 00:05:57.840]  最高的就是做會計
[00:05:57.840 --> 00:05:59.240]  這樣
[00:05:59.240 --> 00:06:00.640]  我心裡想
[00:06:00.640 --> 00:06:01.840]  在你們這樣的情況下
[00:06:01.840 --> 00:06:04.640]  蔡玉文來吧
[00:06:04.640 --> 00:06:05.440]  舉個例子
[00:06:05.440 --> 00:06:06.840]  會不會一個
[00:06:06.840 --> 00:06:10.240]  如果是一個有能力的本土人
[00:06:10.240 --> 00:06:10.840]  來到美國
[00:06:10.840 --> 00:06:13.640]  你能不能給他一個總裁位
[00:06:13.640 --> 00:06:15.440]  這是我的困難
[00:06:15.440 --> 00:06:16.240]  另外
[00:06:16.240 --> 00:06:17.240]  參加的一方
[00:06:17.240 --> 00:06:20.440]  是失去重整神學的機會
[00:06:20.440 --> 00:06:22.240]  因為我經常覺得
[00:06:22.240 --> 00:06:25.040]  我看過書才知道
[00:06:25.040 --> 00:06:26.840]  我講得太複雜了
[00:06:26.840 --> 00:06:28.040]  我經常覺得
[00:06:28.040 --> 00:06:31.640]  猜拳不是單是我們給人的
[00:06:31.640 --> 00:06:33.440]  一定是別人給我們
[00:06:33.440 --> 00:06:35.640]  如果我是做猜拳的工作
[00:06:35.640 --> 00:06:37.840]  我們自己不騙的話
[00:06:37.840 --> 00:06:40.840]  那你就是失去了一個很重要的禮物
[00:06:40.840 --> 00:06:42.240]  我經常跟人說
[00:06:42.240 --> 00:06:44.440]  神差若白小邑若白變
[00:06:44.440 --> 00:06:46.640]  神去
[00:06:46.640 --> 00:06:48.640]  對比特出去
[00:06:48.640 --> 00:06:50.240]  是哥利留變
[00:06:50.240 --> 00:06:51.440]  和他教會變
[00:06:51.440 --> 00:06:52.440]  明白嗎
[00:06:52.440 --> 00:06:54.640]  所以如果我們只是單方面來說
[00:06:54.640 --> 00:06:55.840]  我們給你的時候
[00:06:55.840 --> 00:06:58.240]  我們失去了重整神學的機會
[00:06:58.240 --> 00:06:59.240]  另一方面
[00:06:59.240 --> 00:07:00.040]  撤退之後
[00:07:00.040 --> 00:07:01.040]  藥後為證
[00:07:01.040 --> 00:07:03.440]  就是每個人都跟得上
[00:07:03.440 --> 00:07:06.240]  你撤一次就完全不合
[00:07:06.240 --> 00:07:08.840]  還有教會人士的批判
[00:07:08.840 --> 00:07:11.040]  好像到現在的時間
[00:07:11.040 --> 00:07:13.840]  在國內經常批判
[00:07:13.840 --> 00:07:16.440]  傳教的事業
[00:07:16.440 --> 00:07:18.440]  例如帝國主義侵略
[00:07:18.440 --> 00:07:19.640]  經濟主義侵略
[00:07:19.640 --> 00:07:21.040]  文化侵略等等
[00:07:21.040 --> 00:07:25.240]  因此我建立了猜拳金字塔
[00:07:25.240 --> 00:07:27.240]  猜拳金字塔就是
[00:07:27.240 --> 00:07:29.640]  你可以說是猜過宣教事務會後面那個
[00:07:29.640 --> 00:07:30.240]  在哪裡
[00:07:30.240 --> 00:07:31.240]  神學院在哪裡
[00:07:31.240 --> 00:07:32.840]  但是最頂的那個
[00:07:32.840 --> 00:07:34.840]  是有本土教會
[00:07:34.840 --> 00:07:36.840]  和我相反是最頂
[00:07:36.840 --> 00:07:39.040]  在整個猜拳的夥伴關裏面
[00:07:39.040 --> 00:07:43.440]  我一定要和他們去做夥伴
[00:07:43.440 --> 00:07:44.240]  另外
[00:07:44.240 --> 00:07:45.640]  我反而覺得不如
[00:07:45.640 --> 00:07:47.240]  取消了金字塔
[00:07:47.240 --> 00:07:48.640]  好三角道
[00:07:48.640 --> 00:07:51.040]  不如猜拳天平
[00:07:51.040 --> 00:07:52.640]  猜拳天平是怎樣呢
[00:07:52.640 --> 00:07:54.240]  一邊就是所有的
[00:07:54.240 --> 00:07:55.040]  宣教事務會
[00:07:55.040 --> 00:07:55.640]  警察會
[00:07:55.640 --> 00:07:56.640]  武警學院方面
[00:07:56.640 --> 00:07:58.440]  另一邊就是本土教會
[00:07:58.440 --> 00:08:00.440]  反而這個更有意思
[00:08:00.440 --> 00:08:01.840]  是兩個
[00:08:01.840 --> 00:08:02.840]  最少
[00:08:02.840 --> 00:08:03.640]  最起碼
[00:08:03.640 --> 00:08:06.440]  是平起平坐
[00:08:06.440 --> 00:08:08.440]  這樣就容易說
[00:08:08.440 --> 00:08:11.440]  和中國外地教會做訪問的時間
[00:08:11.440 --> 00:08:12.640]  其實有一定的困難
[00:08:12.640 --> 00:08:14.640]  我不如我上面
[00:08:14.640 --> 00:08:16.240]  因為時間原本只有十分鐘
[00:08:16.240 --> 00:08:17.640]  所以我一定要快
[00:08:17.640 --> 00:08:19.840]  我不如提出一些建議
[00:08:19.840 --> 00:08:21.440]  提出這三個
[00:08:21.440 --> 00:08:22.840]  海外教會通病
[00:08:22.840 --> 00:08:25.040]  即是前設態度和支持方式
[00:08:25.040 --> 00:08:27.440]  我們經常去做猜拳教事
[00:08:27.440 --> 00:08:31.240]  就說那裏很需要我們
[00:08:31.240 --> 00:08:32.440]  或者是短書
[00:08:32.440 --> 00:08:34.040]  我們又要去做很多事
[00:08:34.040 --> 00:08:35.240]  又要去
[00:08:35.240 --> 00:08:37.240]  我經常說笑
[00:08:37.240 --> 00:08:38.840]  港城短書
[00:08:38.840 --> 00:08:41.240]  一步步知道我們
[00:08:41.240 --> 00:08:42.240]  離開的時間
[00:08:42.240 --> 00:08:45.240]  都是充滿所有的活動
[00:08:45.240 --> 00:08:45.840]  我們都是
[00:08:45.840 --> 00:08:48.240]  我們給予別人
[00:08:48.240 --> 00:08:49.440]  這個前設就是
[00:08:49.440 --> 00:08:51.040]  他需要
[00:08:51.040 --> 00:08:51.640]  我有東西
[00:08:51.640 --> 00:08:52.440]  我給他
[00:08:52.440 --> 00:08:54.040]  我覺得這個前設
[00:08:54.040 --> 00:08:56.040]  我們需要去重訂
[00:08:56.040 --> 00:08:56.840]  問題是
[00:08:56.840 --> 00:08:57.840]  我們去到的時候
[00:08:57.840 --> 00:08:59.840]  我們學到些甚麼呢
[00:08:59.840 --> 00:09:00.840]  甚至我們去的時候
[00:09:00.840 --> 00:09:01.640]  不是關人
[00:09:01.640 --> 00:09:02.840]  單是我們美人
[00:09:02.840 --> 00:09:03.640]  去學習
[00:09:03.640 --> 00:09:04.640]  態度問題
[00:09:04.640 --> 00:09:06.840]  即是主客態度
[00:09:06.840 --> 00:09:08.240]  都要很清楚
[00:09:08.240 --> 00:09:09.040]  和支持方式
[00:09:09.040 --> 00:09:11.240]  都是有時我們需要商榷的
[00:09:11.240 --> 00:09:13.440]  如果我們要著重伙伴關係的話
[00:09:13.440 --> 00:09:14.440]  一些建議就是
[00:09:14.440 --> 00:09:16.240]  我要分清主客關係
[00:09:16.240 --> 00:09:17.040]  我們去到是
[00:09:17.040 --> 00:09:18.240]  我們行的主
[00:09:18.240 --> 00:09:20.040]  不要圈分奪主
[00:09:20.040 --> 00:09:21.840]  我們拖著一博之分
[00:09:21.840 --> 00:09:24.440]  但千萬不要圈分奪主
[00:09:24.440 --> 00:09:26.240]  圈分奪主的時候
[00:09:26.240 --> 00:09:27.840]  即是長遠來說
[00:09:27.840 --> 00:09:29.840]  是沒有任何的資格的
[00:09:29.840 --> 00:09:30.640]  是不行的
[00:09:30.640 --> 00:09:31.440]  另外一個就是
[00:09:31.440 --> 00:09:33.640]  建立一個互助的關係
[00:09:33.640 --> 00:09:36.040]  即是不單止是說
[00:09:36.040 --> 00:09:37.640]  我們幫助別人
[00:09:37.640 --> 00:09:38.440]  我們當中
[00:09:38.440 --> 00:09:40.040]  都是受助的一方
[00:09:40.040 --> 00:09:41.440]  還有他們的經驗
[00:09:41.440 --> 00:09:44.240]  都是幫助到我們的
[00:09:44.240 --> 00:09:45.640]  即是不要整天我們幫人
[00:09:45.640 --> 00:09:49.240]  就算現在你同意去鎮災也是
[00:09:49.240 --> 00:09:51.240]  你千萬不要整天我們幫人
[00:09:51.240 --> 00:09:52.040]  去鎮災的過程
[00:09:52.040 --> 00:09:54.240]  他都幫到我們的
[00:09:54.240 --> 00:09:55.240]  即是你要看清楚
[00:09:55.240 --> 00:09:57.240]  我們生命需要受到挑戰
[00:09:57.240 --> 00:10:00.640]  我們生命需要另一方面的體會
[00:10:00.640 --> 00:10:01.640]  這個是我們需要的
[00:10:01.640 --> 00:10:04.040]  還有要推動夥伴網絡的觀念
[00:10:04.040 --> 00:10:06.040]  就是我們在過程當中
[00:10:06.040 --> 00:10:07.240]  都需要去做的
[00:10:07.240 --> 00:10:08.240]  因為時間關係
[00:10:08.240 --> 00:10:09.640]  很不好意思
[00:10:09.640 --> 00:10:12.440]  我只可以在這裡停止
[00:10:12.440 --> 00:10:14.440]  好 谢谢大家收看 再见
[00:10:14.440 --> 00:10:16.440]  (音樂停止)

