
[00:00:00.000 --> 00:00:02.000]  各位影子們晚安
[00:02:16.400 --> 00:02:18.400]  聖靈親自向我們說話
[00:02:18.400 --> 00:02:20.400]  當我們去躺開我們自己
[00:02:20.400 --> 00:02:22.400]  讓我們誠實地面對自己的問題
[00:02:22.400 --> 00:02:25.400]  讓我們誠實地面對自己的生命
[00:02:25.400 --> 00:02:27.400]  主幫助我們去聆聽
[00:02:27.400 --> 00:02:28.400]  看見你的作為
[00:02:28.400 --> 00:02:30.400]  看見你的同在
[00:02:30.400 --> 00:02:31.400]  多謝你
[00:02:31.400 --> 00:02:32.400]  奉基督耶穌得聖的名字
[00:02:32.400 --> 00:02:34.400]  阿們
[00:02:34.400 --> 00:02:36.400]  我想問一下
[00:02:36.400 --> 00:02:39.400]  有哪位弟兄姊妹是剛剛收工
[00:02:39.400 --> 00:02:42.400]  趕過來參與這個聚會的
[00:02:42.400 --> 00:02:46.400]  我猜大部分的人
[00:02:46.400 --> 00:02:49.400]  參加這個聚會之前
[00:02:49.400 --> 00:02:50.400]  都是趕上班
[00:02:50.400 --> 00:02:52.400]  已經做了一個星期的工作
[00:02:52.400 --> 00:02:54.400]  辛苦嗎
[00:02:54.400 --> 00:02:55.400]  辛苦了
[00:02:55.400 --> 00:02:57.400]  但大部分人都點頭了
[00:02:57.400 --> 00:02:58.400]  這樣吧
[00:02:58.400 --> 00:02:59.400]  我們開始的時候
[00:02:59.400 --> 00:03:02.400]  你與你前後左右的人
[00:03:02.400 --> 00:03:04.400]  無論你認不認識他也好
[00:03:04.400 --> 00:03:06.400]  你跟他說一聲
[00:03:06.400 --> 00:03:07.400]  辛苦了
[00:03:07.400 --> 00:03:08.400]  欣賞你
[00:03:09.400 --> 00:03:21.400]  (笑聲)
[00:03:21.400 --> 00:03:26.400]  的確工作是很需要被鼓勵的
[00:03:26.400 --> 00:03:29.400]  但我相信最大的鼓勵
[00:03:29.400 --> 00:03:32.400]  莫過於神今天親自跟你說
[00:03:32.400 --> 00:03:35.400]  其實祂在你的工作間裡
[00:03:35.400 --> 00:03:36.400]  你的眼淚
[00:03:36.400 --> 00:03:37.400]  你的汗水
[00:03:37.400 --> 00:03:38.400]  祂都知道
[00:03:38.400 --> 00:03:39.400]  祂都明白
[00:03:39.400 --> 00:03:41.400]  這就是我們在工作裡
[00:03:41.400 --> 00:03:42.400]  最大的鼓勵
[00:03:42.400 --> 00:03:45.400]  職場會幕主的臨在
[00:03:45.400 --> 00:03:47.400]  是什麼意思呢
[00:03:47.400 --> 00:03:49.400]  會不會就是我們買了十字架
[00:03:49.400 --> 00:03:51.400]  或者是買了會幕的模型
[00:03:51.400 --> 00:03:52.400]  放在桌面上
[00:03:52.400 --> 00:03:54.400]  然後我們就覺得
[00:03:54.400 --> 00:03:56.400]  有一種很大的安全感呢
[00:03:56.400 --> 00:03:58.400]  還是什麼意思呢
[00:03:58.400 --> 00:03:59.400]  今晚你會聖博士
[00:03:59.400 --> 00:04:00.400]  他是我的老師
[00:04:00.400 --> 00:04:02.400]  我習慣叫他Gin老師
[00:04:02.400 --> 00:04:04.400]  他就會和我們用這個題目
[00:04:04.400 --> 00:04:05.400]  來分享
[00:04:05.400 --> 00:04:08.400]  究竟上帝在我們的職場上
[00:04:08.400 --> 00:04:09.400]  的彰顯是怎樣
[00:04:09.400 --> 00:04:11.400]  而我們作為信徒
[00:04:11.400 --> 00:04:13.400]  在裡面有什麼學習呢
[00:04:13.400 --> 00:04:15.400]  除了有信息之外
[00:04:15.400 --> 00:04:18.400]  我們也有兩位忠臣的校友
[00:04:18.400 --> 00:04:20.400]  他們也在職場裡
[00:04:20.400 --> 00:04:22.400]  現在不停地工作
[00:04:22.400 --> 00:04:23.400]  他們也有生命故事
[00:04:23.400 --> 00:04:25.400]  可以和我們分享
[00:04:25.400 --> 00:04:26.400]  他們會告訴我們
[00:04:26.400 --> 00:04:27.400]  透過他們的工作
[00:04:27.400 --> 00:04:30.400]  神怎樣讓他們在他們的工作
[00:04:30.400 --> 00:04:32.400]  在他們的職場裡
[00:04:32.400 --> 00:04:33.400]  和他們說話
[00:04:33.400 --> 00:04:34.400]  改變他們的生命
[00:04:34.400 --> 00:04:37.400]  改變他們一些對於工作的看法
[00:04:37.400 --> 00:04:39.400]  事不宜遲
[00:04:39.400 --> 00:04:40.400]  我們就請聖博士
[00:04:40.400 --> 00:04:43.400]  為我們講今晚的題目
[00:04:43.400 --> 00:04:44.400]  請聖博士
[00:04:44.400 --> 00:04:49.400]  大家好
[00:04:49.400 --> 00:04:54.400]  今天我們要講一個很貼身的問題
[00:04:54.400 --> 00:04:56.400]  我不知道在你平時的生活
[00:04:56.400 --> 00:04:58.400]  在你的工作裡
[00:04:58.400 --> 00:05:00.400]  你的狀態是怎樣
[00:05:00.400 --> 00:05:01.400]  你的工作
[00:05:01.400 --> 00:05:02.400]  你的職場
[00:05:02.400 --> 00:05:04.400]  和你的信仰
[00:05:04.400 --> 00:05:06.400]  究竟有什麼關係呢
[00:05:06.400 --> 00:05:09.400]  剛才很多弟兄姊妹都告訴我們
[00:05:09.400 --> 00:05:13.400]  你剛剛經過了一天的忙碌
[00:05:13.400 --> 00:05:15.400]  來到這個地方
[00:05:15.400 --> 00:05:18.400]  我不知道你來到這裡的時候
[00:05:18.400 --> 00:05:20.400]  你會不會有一點空間
[00:05:20.400 --> 00:05:23.400]  你覺得來到神學院
[00:05:23.400 --> 00:05:25.400]  好像神聖一點
[00:05:25.400 --> 00:05:27.400]  又或者你每個星期
[00:05:27.400 --> 00:05:30.400]  你回去你的教會崇拜的時候
[00:05:30.400 --> 00:05:31.400]  你會覺得
[00:05:31.400 --> 00:05:32.400]  是的
[00:05:32.400 --> 00:05:34.400]  我就去應見神
[00:05:34.400 --> 00:05:36.400]  那個地方好像神聖一點
[00:05:36.400 --> 00:05:38.400]  好像和我的工作間
[00:05:38.400 --> 00:05:41.400]  那些細軸的環境
[00:05:41.400 --> 00:05:43.400]  是有一點不同
[00:05:43.400 --> 00:05:45.400]  我不知道你會不會這樣想
[00:05:45.400 --> 00:05:47.400]  我就想
[00:05:47.400 --> 00:05:48.400]  如果我們說
[00:05:48.400 --> 00:05:50.400]  我們在神學院這個空間
[00:05:50.400 --> 00:05:53.400]  或者在你的教會裡
[00:05:53.400 --> 00:05:55.400]  是真的神聖一點
[00:05:55.400 --> 00:05:57.400]  其實不在乎那個環境
[00:05:57.400 --> 00:05:59.400]  當然我們都是人
[00:05:59.400 --> 00:06:02.400]  我們是神造的生物
[00:06:02.400 --> 00:06:04.400]  所以我們會被環境影響
[00:06:04.400 --> 00:06:08.400]  環境的確會提升我們的靈性
[00:06:08.400 --> 00:06:10.400]  給我們一些感受
[00:06:10.400 --> 00:06:11.400]  但是我想
[00:06:11.400 --> 00:06:13.400]  如果我的感覺
[00:06:13.400 --> 00:06:15.400]  是來到這裡
[00:06:15.400 --> 00:06:17.400]  有一點安靜
[00:06:17.400 --> 00:06:19.400]  覺得神聖一點
[00:06:19.400 --> 00:06:21.400]  又或者你回到教會
[00:06:21.400 --> 00:06:23.400]  在你的祈禱室
[00:06:23.400 --> 00:06:26.400]  你覺得那裡神聖一點
[00:06:26.400 --> 00:06:28.400]  不是因為那個環境
[00:06:28.400 --> 00:06:30.400]  是因為人
[00:06:30.400 --> 00:06:32.400]  是因為我們的生命
[00:06:32.400 --> 00:06:34.400]  是因為在那個地方
[00:06:34.400 --> 00:06:37.400]  我的心是交給上帝
[00:06:37.400 --> 00:06:39.400]  所以如果你真的來到這裡
[00:06:39.400 --> 00:06:41.400]  今天晚上你覺得
[00:06:41.400 --> 00:06:44.400]  哇,真是我等候神
[00:06:44.400 --> 00:06:46.400]  我看看神跟我說什麼
[00:06:46.400 --> 00:06:48.400]  我想更加貼近神
[00:06:48.400 --> 00:06:50.400]  當我們這麼多人
[00:06:50.400 --> 00:06:53.400]  我們都有這樣的心來到的時候
[00:06:53.400 --> 00:06:56.400]  這裡真是一個神聖的聖殿
[00:06:56.400 --> 00:06:58.400]  是神的聖所
[00:06:58.400 --> 00:07:00.400]  它就會在他的百姓當中
[00:07:00.400 --> 00:07:03.400]  聖經裡面有很多人物
[00:07:03.400 --> 00:07:05.400]  他們都像我們這樣
[00:07:05.400 --> 00:07:09.400]  每一天都有很多多重的角色
[00:07:09.400 --> 00:07:12.400]  其中一個人物就是保羅
[00:07:12.400 --> 00:07:13.400]  我們認識的保羅
[00:07:13.400 --> 00:07:15.400]  他也做了很多事
[00:07:15.400 --> 00:07:18.400]  他傳福音給外邦人
[00:07:18.400 --> 00:07:19.400]  他去到不同的地方
[00:07:19.400 --> 00:07:22.400]  他就建立教會
[00:07:22.400 --> 00:07:23.400]  他去到監獄
[00:07:23.400 --> 00:07:25.400]  他也很努力地寫作
[00:07:25.400 --> 00:07:28.400]  寫書信,傳閱
[00:07:28.400 --> 00:07:30.400]  有時候我們認識他
[00:07:30.400 --> 00:07:32.400]  覺得他是一位宣教士
[00:07:32.400 --> 00:07:33.400]  他按照聖靈的帶領
[00:07:33.400 --> 00:07:35.400]  去到不同的地方
[00:07:35.400 --> 00:07:37.400]  但是我們都知道
[00:07:37.400 --> 00:07:41.400]  保羅有一份賺錢的工作
[00:07:41.400 --> 00:07:42.400]  保羅是做什麼的?
[00:07:42.400 --> 00:07:44.400]  保羅是織帳棚的
[00:07:44.400 --> 00:07:46.400]  大家聖經很熟悉
[00:07:46.400 --> 00:07:49.400]  保羅在哥倫多後書
[00:07:49.400 --> 00:07:52.400]  五章一至四節裡是這樣說
[00:07:52.400 --> 00:07:54.400]  我們原知道
[00:07:54.400 --> 00:07:57.400]  我們這地上的帳棚若拆毀了
[00:07:57.400 --> 00:07:59.400]  必得神所造
[00:07:59.400 --> 00:08:01.400]  不是人手所造
[00:08:01.400 --> 00:08:04.400]  待天上永存的房屋
[00:08:04.400 --> 00:08:06.400]  我們在這帳棚裡嘆息
[00:08:06.400 --> 00:08:09.400]  深想得那從天上來的房屋
[00:08:09.400 --> 00:08:11.400]  好像穿上衣服
[00:08:11.400 --> 00:08:13.400]  倘若穿上
[00:08:13.400 --> 00:08:14.400]  被遇見的時候
[00:08:14.400 --> 00:08:16.400]  就不至於赤身了
[00:08:16.400 --> 00:08:20.400]  我們在這帳棚裡嘆息牢苦
[00:08:20.400 --> 00:08:22.400]  並非願意脫下這個
[00:08:22.400 --> 00:08:25.400]  乃是願意穿上那個
[00:08:25.400 --> 00:08:27.400]  好叫這必死的
[00:08:27.400 --> 00:08:30.400]  被生命吞滅了
[00:08:30.400 --> 00:08:33.400]  這裡保羅在用一個比喻
[00:08:33.400 --> 00:08:35.400]  他比喻我們的身體
[00:08:35.400 --> 00:08:37.400]  我們在世的軀殼
[00:08:37.400 --> 00:08:40.400]  就好像地上的帳棚一樣
[00:08:40.400 --> 00:08:45.400]  這樣的軀殼將有一天都會過去
[00:08:45.400 --> 00:08:47.400]  然後我們穿上
[00:08:47.400 --> 00:08:50.400]  給我們身造的衣裳
[00:08:50.400 --> 00:08:53.400]  聖經裡有很多這些比喻
[00:08:53.400 --> 00:08:57.400]  我有時想象保羅織帳棚為生
[00:08:57.400 --> 00:08:59.400]  織帳棚可能織下織
[00:08:59.400 --> 00:09:04.400]  都是一些比較機械式和枯燥的工作
[00:09:04.400 --> 00:09:06.400]  但保羅很有趣
[00:09:06.400 --> 00:09:09.400]  他織帳棚就織出道理
[00:09:09.400 --> 00:09:11.400]  他又織出比喻
[00:09:11.400 --> 00:09:14.400]  我不知道你的工作是怎樣
[00:09:14.400 --> 00:09:16.400]  我們有很多各行各業
[00:09:16.400 --> 00:09:18.400]  有很多姊妹在我們當中
[00:09:18.400 --> 00:09:22.400]  你的工作除了好像保羅一樣
[00:09:22.400 --> 00:09:24.400]  每天都是這樣織的話
[00:09:24.400 --> 00:09:28.400]  你會否在當中都領悟不出一些道理呢
[00:09:28.400 --> 00:09:31.400]  其實聖經裡有很多比喻
[00:09:31.400 --> 00:09:34.400]  是很生活化和我們工作有關
[00:09:34.400 --> 00:09:36.400]  大家很熟悉但你不太留意
[00:09:36.400 --> 00:09:39.400]  譬如竹魚
[00:09:39.400 --> 00:09:40.400]  得人如得魚
[00:09:40.400 --> 00:09:42.400]  大家很熟悉的
[00:09:42.400 --> 00:09:44.400]  譬如栽種梟冠
[00:09:44.400 --> 00:09:47.400]  然後神讓植物成長
[00:09:47.400 --> 00:09:51.400]  是龍耕的意思
[00:09:51.400 --> 00:09:52.400]  聖經裡有很多
[00:09:52.400 --> 00:09:56.400]  還有是神建造的工程
[00:09:56.400 --> 00:09:58.400]  工程界的弟兄姊妹
[00:09:58.400 --> 00:10:00.400]  神就像工頭一樣
[00:10:00.400 --> 00:10:03.400]  聖經裡你會發掘到很多
[00:10:03.400 --> 00:10:06.400]  這些和各行各業都有關
[00:10:06.400 --> 00:10:09.400]  因為聖經裡就是用這樣的比喻
[00:10:09.400 --> 00:10:12.400]  讓我們更加能夠明白道
[00:10:12.400 --> 00:10:15.400]  今天我們各行各業有些不同
[00:10:15.400 --> 00:10:18.400]  我們不是一個慕容的社會
[00:10:18.400 --> 00:10:20.400]  我們不是一班漁夫
[00:10:20.400 --> 00:10:23.400]  所以我們今天的工作和信仰
[00:10:23.400 --> 00:10:25.400]  我們怎樣去演繹呢
[00:10:25.400 --> 00:10:29.400]  曾經有超過一個弟兄姊妹
[00:10:29.400 --> 00:10:33.400]  她告訴我他們是做投資行業的
[00:10:33.400 --> 00:10:36.400]  她說投資在永恆
[00:10:36.400 --> 00:10:38.400]  就是一個最好的投資
[00:10:38.400 --> 00:10:40.400]  投資在生命上
[00:10:40.400 --> 00:10:43.400]  是一個最有保障的投資
[00:10:43.400 --> 00:10:45.400]  曾經有一個弟兄姊妹
[00:10:45.400 --> 00:10:49.400]  她是做軟件設計的
[00:10:49.400 --> 00:10:52.400]  那一行都對著電腦
[00:10:52.400 --> 00:10:55.400]  她一開始就說都很煩惱
[00:10:55.400 --> 00:10:59.400]  如果我說神給我這個崗位服務人
[00:10:59.400 --> 00:11:01.400]  我的工作不是直接對人的
[00:11:01.400 --> 00:11:03.400]  那怎麼辦呢
[00:11:03.400 --> 00:11:05.400]  後來她就告訴我
[00:11:05.400 --> 00:11:07.400]  其實她很喜歡她的工作
[00:11:07.400 --> 00:11:12.400]  神給她一個能力去設計一些邏輯
[00:11:12.400 --> 00:11:16.400]  你知道程式設計有時都很煩惱
[00:11:16.400 --> 00:11:18.400]  她可以做到這件事
[00:11:18.400 --> 00:11:20.400]  然後她就欣賞到
[00:11:20.400 --> 00:11:23.400]  其實原來神給我們創造的能力
[00:11:23.400 --> 00:11:26.400]  都是反映上帝的形象
[00:11:26.400 --> 00:11:29.400]  不過上帝的創造更加偉大
[00:11:29.400 --> 00:11:32.400]  不像我們能夠做的那麼機械式
[00:11:32.400 --> 00:11:37.400]  她做的更加有機、活的人
[00:11:37.400 --> 00:11:39.400]  不過在你的工作裏
[00:11:39.400 --> 00:11:41.400]  其實各行各業
[00:11:41.400 --> 00:11:45.400]  你都可以有同樣的體會
[00:11:45.400 --> 00:11:48.400]  地上帳棚這個比喻
[00:11:48.400 --> 00:11:51.400]  在新約裏不單止出現一次
[00:11:51.400 --> 00:11:53.400]  在彼得後書裏
[00:11:53.400 --> 00:11:57.400]  當彼得快要離開世界的時候
[00:11:57.400 --> 00:12:00.400]  他就說我以為應當趁著
[00:12:00.400 --> 00:12:03.400]  我還在這帳棚的時候提醒你們
[00:12:03.400 --> 00:12:04.400]  激發你們
[00:12:04.400 --> 00:12:08.400]  因為知道我脫離這帳棚的時候快到了
[00:12:08.400 --> 00:12:12.400]  正如我們主耶穌基督所指示我們的
[00:12:12.400 --> 00:12:16.400]  彼得都用了這個帳棚的比喻
[00:12:16.400 --> 00:12:20.400]  比喻我們地上的這樣的軀殼
[00:12:20.400 --> 00:12:24.400]  其實在我們在世的短短的幾十年裏
[00:12:24.400 --> 00:12:28.400]  上帝做給我們各樣的豐盛
[00:12:28.400 --> 00:12:31.400]  他給我們這裏那麼多的弟兄姊妹
[00:12:31.400 --> 00:12:35.400]  每個人都有不同的才幹恩賜
[00:12:35.400 --> 00:12:37.400]  和你有不同的遭遇
[00:12:37.400 --> 00:12:39.400]  我不知道你有沒有想過
[00:12:39.400 --> 00:12:43.400]  其實我們真的很需要或者很想找回
[00:12:43.400 --> 00:12:45.400]  神在我們整個生命裏
[00:12:45.400 --> 00:12:47.400]  祂做我們這個我
[00:12:47.400 --> 00:12:49.400]  究竟是怎樣的呢
[00:12:49.400 --> 00:12:52.400]  其實神在每一個人的生命裏
[00:12:52.400 --> 00:12:54.400]  都好像有一些主題
[00:12:54.400 --> 00:12:58.400]  有一些特別的設計放在他們身上
[00:12:58.400 --> 00:13:02.400]  有時候我們就用我們在神裏面的名字
[00:13:02.400 --> 00:13:04.400]  來形容這件事
[00:13:04.400 --> 00:13:07.400]  就好像阿伯蘭
[00:13:07.400 --> 00:13:10.400]  上帝給他的名字是阿伯拉罕
[00:13:10.400 --> 00:13:11.400]  雅各
[00:13:11.400 --> 00:13:13.400]  上帝說你叫做以色列
[00:13:13.400 --> 00:13:16.400]  就算保羅他之前叫做素羅
[00:13:16.400 --> 00:13:18.400]  大家都知道
[00:13:18.400 --> 00:13:21.400]  我記得我十幾年前
[00:13:21.400 --> 00:13:23.400]  第一次來到忠臣
[00:13:23.400 --> 00:13:26.400]  其實我是讀我第一個的神學課程
[00:13:26.400 --> 00:13:28.400]  我就坐在這個禮堂裏
[00:13:28.400 --> 00:13:30.400]  當老師告訴我們
[00:13:30.400 --> 00:13:33.400]  我們每個人生命裏面有一個主題的時候
[00:13:33.400 --> 00:13:36.400]  我就開始很想找到
[00:13:36.400 --> 00:13:38.400]  神在我的生命裏面
[00:13:38.400 --> 00:13:40.400]  是給我一個什麼樣的主題
[00:13:40.400 --> 00:13:43.400]  我才有些準備
[00:13:43.400 --> 00:13:46.400]  我們都很想知道神的心意
[00:13:46.400 --> 00:13:49.400]  我記得我花了
[00:13:49.400 --> 00:13:51.400]  我只能討高
[00:13:51.400 --> 00:13:54.400]  我花了大概一個月的時間
[00:13:54.400 --> 00:13:57.400]  每一天我就問神
[00:13:57.400 --> 00:13:59.400]  後來有一天
[00:13:59.400 --> 00:14:01.400]  當我上學的時候
[00:14:01.400 --> 00:14:05.400]  我們神學院會有些午會
[00:14:05.400 --> 00:14:08.400]  有些老師在那裏分享經文
[00:14:08.400 --> 00:14:10.400]  分享一些信息
[00:14:10.400 --> 00:14:12.400]  有一天的早會
[00:14:12.400 --> 00:14:14.400]  有一位老師
[00:14:14.400 --> 00:14:19.400]  他是專門研究信仰和藝術的老師
[00:14:19.400 --> 00:14:22.400]  他就說聖經裏面有一個人物
[00:14:22.400 --> 00:14:24.400]  那個人物叫做彼撒列
[00:14:24.400 --> 00:14:28.400]  彼撒列是一個興建會幕的人
[00:14:28.400 --> 00:14:32.400]  他就在當中做一個很漂亮的聖所
[00:14:32.400 --> 00:14:35.400]  是上帝臨在的地方
[00:14:35.400 --> 00:14:38.400]  他就設計了不同的部分
[00:14:38.400 --> 00:14:40.400]  聖經形容他
[00:14:40.400 --> 00:14:42.400]  神給他一對巧手
[00:14:42.400 --> 00:14:44.400]  去做這些事情
[00:14:44.400 --> 00:14:49.400]  老師就說這個藝術家非常厲害
[00:14:49.400 --> 00:14:52.400]  我心裏面就很奇怪
[00:14:52.400 --> 00:14:54.400]  我突然間有一個感覺
[00:14:54.400 --> 00:14:57.400]  就是彼撒列就是你的名字
[00:14:57.400 --> 00:14:59.400]  我第一個反應
[00:14:59.400 --> 00:15:01.400]  當然是我聽錯了
[00:15:01.400 --> 00:15:03.400]  我很想找到一個地步
[00:15:03.400 --> 00:15:05.400]  自己想了出來
[00:15:05.400 --> 00:15:06.400]  為什麼呢
[00:15:06.400 --> 00:15:10.400]  因為我自小有家族遺傳的手震
[00:15:10.400 --> 00:15:14.400]  我每次見到我在台上都會震動
[00:15:14.400 --> 00:15:15.400]  這個是家族遺傳
[00:15:15.400 --> 00:15:16.400]  不能醫治的
[00:15:16.400 --> 00:15:18.400]  但也沒有什麼問題
[00:15:18.400 --> 00:15:20.400]  也不是因為太緊張
[00:15:20.400 --> 00:15:22.400]  不過呢
[00:15:22.400 --> 00:15:23.400]  我就覺得
[00:15:23.400 --> 00:15:25.400]  藝術家是不可能的
[00:15:25.400 --> 00:15:27.400]  因為我自小
[00:15:27.400 --> 00:15:29.400]  我寫毛筆字
[00:15:29.400 --> 00:15:30.400]  畫不到直線的
[00:15:30.400 --> 00:15:32.400]  是彎彎曲曲的
[00:15:32.400 --> 00:15:36.400]  做手工藝更加不行
[00:15:36.400 --> 00:15:40.400]  我的名字不可能是彼撒列藝術家
[00:15:40.400 --> 00:15:41.400]  沒理由的
[00:15:41.400 --> 00:15:42.400]  因為神做我
[00:15:42.400 --> 00:15:44.400]  他一定知道的
[00:15:44.400 --> 00:15:45.400]  於是我就想
[00:15:45.400 --> 00:15:46.400]  當然我想錯了
[00:15:46.400 --> 00:15:48.400]  我就放下這件事
[00:15:48.400 --> 00:15:50.400]  在同一天的下午
[00:15:50.400 --> 00:15:53.400]  我最記得我們上的課
[00:15:53.400 --> 00:15:56.400]  就是救藥研究導引
[00:15:56.400 --> 00:15:58.400]  是另一位老師教的
[00:15:58.400 --> 00:16:00.400]  忠臣精彩的地方就是
[00:16:00.400 --> 00:16:02.400]  老師可以有不同的意見
[00:16:02.400 --> 00:16:03.400]  可以有不同的看法
[00:16:03.400 --> 00:16:05.400]  可以有不同的角度
[00:16:05.400 --> 00:16:08.400]  可以開闊我們信仰的視野
[00:16:08.400 --> 00:16:10.400]  那位老師就跟我們說
[00:16:10.400 --> 00:16:13.400]  彼撒列不是一個藝術家
[00:16:13.400 --> 00:16:15.400]  彼撒列是一個什麼人呢
[00:16:15.400 --> 00:16:18.400]  他是按照神的心意
[00:16:18.400 --> 00:16:20.400]  來興建繪幕的人
[00:16:20.400 --> 00:16:21.400]  就是說
[00:16:21.400 --> 00:16:24.400]  上帝告訴彼撒列
[00:16:24.400 --> 00:16:28.400]  繪幕要多長多闊多高
[00:16:28.400 --> 00:16:30.400]  裡面有什麼擺設
[00:16:30.400 --> 00:16:31.400]  有什麼設計
[00:16:31.400 --> 00:16:34.400]  全部分毫不差
[00:16:34.400 --> 00:16:37.400]  彼撒列就將它興建出來
[00:16:37.400 --> 00:16:40.400]  在《出一及記》36章1節
[00:16:40.400 --> 00:16:41.400]  是這樣說的
[00:16:41.400 --> 00:16:44.400]  他說彼撒列和他的弟兄
[00:16:44.400 --> 00:16:46.400]  他的好朋友阿荷利亞伯
[00:16:46.400 --> 00:16:49.400]  並一切心裡面有智慧的
[00:16:49.400 --> 00:16:52.400]  就是夢耶和華似智慧聰明
[00:16:52.400 --> 00:16:54.400]  叫他知道做聖所
[00:16:54.400 --> 00:16:56.400]  各樣使用之功的
[00:16:56.400 --> 00:17:01.400]  都要照耶和華所吩咐的做功
[00:17:01.400 --> 00:17:02.400]  我聽到老師這樣說
[00:17:02.400 --> 00:17:06.400]  我突然間心裡好像醒了
[00:17:06.400 --> 00:17:09.400]  原來彼撒列不是藝術家
[00:17:09.400 --> 00:17:12.400]  彼撒列是一個按照上帝心意
[00:17:12.400 --> 00:17:14.400]  神說怎樣他就怎樣
[00:17:14.400 --> 00:17:15.400]  他就去做
[00:17:15.400 --> 00:17:17.400]  他是一個這樣的人
[00:17:17.400 --> 00:17:18.400]  如果是這樣的時候
[00:17:18.400 --> 00:17:20.400]  我跟神說我願意
[00:17:20.400 --> 00:17:24.400]  按照你的心意來做
[00:17:24.400 --> 00:17:26.400]  在一個這樣的情況下
[00:17:26.400 --> 00:17:28.400]  我就覺得
[00:17:28.400 --> 00:17:30.400]  我在神裡面的明智
[00:17:30.400 --> 00:17:32.400]  我好像找到了
[00:17:32.400 --> 00:17:34.400]  不過我發現
[00:17:34.400 --> 00:17:36.400]  原來我找到之後
[00:17:36.400 --> 00:17:42.400]  都是一連串的疑問和發現新的開始
[00:17:42.400 --> 00:17:45.400]  因為後來我畢業了
