
[00:00:00.000 --> 00:00:03.000]  歡迎各位來到我們講座的下半場
[00:03:50.000 --> 00:03:52.000]  我就記得我的老師
[00:03:52.000 --> 00:03:54.000]  通常一起點就問我們
[00:03:54.000 --> 00:03:57.000]  什麼叫教教心理輔導
[00:03:57.000 --> 00:03:59.000]  如果坐十個在那裡
[00:03:59.000 --> 00:04:01.000]  十個的答案都是不同的
[00:04:01.000 --> 00:04:03.000]  我就想講回
[00:04:03.000 --> 00:04:05.000]  其實今天Mindfulness
[00:04:05.000 --> 00:04:09.000]  面對教教信仰的整合
[00:04:09.000 --> 00:04:13.000]  都會差不多在不同的層次
[00:04:13.000 --> 00:04:15.000]  機同鴨講
[00:04:15.000 --> 00:04:20.000]  講不同層次或者不同範疇的東西
[00:04:20.000 --> 00:04:23.000]  譬如我舉個例
[00:04:23.000 --> 00:04:29.000]  如果我們說教教靜觀的輔導
[00:04:29.000 --> 00:04:33.000]  指那個輔導者是有一個教教背景
[00:04:33.000 --> 00:04:36.000]  他有教教價值觀
[00:04:36.000 --> 00:04:41.000]  那是不是已經構成了教教靜觀的輔導治療呢?
[00:04:41.000 --> 00:04:44.000]  還是都要那個受輔者
[00:04:44.000 --> 00:04:47.000]  受輔導的人都是一個教徒
[00:04:47.000 --> 00:04:49.000]  雙方都是教徒
[00:04:49.000 --> 00:04:51.000]  用靜觀輔導治療
[00:04:51.000 --> 00:04:56.000]  就構成一個已經形成一個教徒
[00:04:56.000 --> 00:04:59.000]  靜觀輔導治療
[00:04:59.000 --> 00:05:03.000]  還是還需要一個清楚的目的
[00:05:03.000 --> 00:05:06.000]  這個輔導的過程和取向
[00:05:06.000 --> 00:05:12.000]  最後是達到精神或者是靈性
[00:05:12.000 --> 00:05:17.000]  因為Spirit這個字有時候翻精神是多一點的
[00:05:17.000 --> 00:05:23.000]  如果輔導早期比較少用Spirituality這個字
[00:05:23.000 --> 00:05:26.000]  會不會是這個雙方的合作
[00:05:26.000 --> 00:05:33.000]  會不會構成Spirituality 靈性的轉化
[00:05:33.000 --> 00:05:35.000]  第四點就是
[00:05:35.000 --> 00:05:37.000]  進深一步
[00:05:37.000 --> 00:05:40.000]  譬如在香港這幾年
[00:05:40.000 --> 00:05:43.000]  我就見到一個比較特殊的做法
[00:05:43.000 --> 00:05:48.000]  就說自己是教教靜觀的輔導
[00:05:48.000 --> 00:05:50.000]  我看那個內容
[00:05:50.000 --> 00:05:54.000]  就變成用靈修傳統的操練
[00:05:54.000 --> 00:06:00.000]  去推大了一般的治療過程
[00:06:00.000 --> 00:06:03.000]  連言語都是變了
[00:06:03.000 --> 00:06:07.000]  去到這個層次在香港就出現了
[00:06:07.000 --> 00:06:11.000]  我想需要再下去想的就是
[00:06:11.000 --> 00:06:16.000]  如果是比較深遠的層次
[00:06:16.000 --> 00:06:18.000]  我們真的要想一下
[00:06:18.000 --> 00:06:20.000]  如何去教導輔導者
[00:06:20.000 --> 00:06:22.000]  以信用為根基
[00:06:22.000 --> 00:06:26.000]  加上靈性轉化的操練原則
[00:06:26.000 --> 00:06:30.000]  而對於靜觀治療
[00:06:30.000 --> 00:06:36.000]  都會達到Spirituality的轉化
[00:06:36.000 --> 00:06:41.000]  這幾樣元素一起考慮的時候
[00:06:41.000 --> 00:06:46.000]  才可以加上幾個字叫基督教在前面
[00:06:46.000 --> 00:06:49.000]  就要想這麼多複雜的問題
[00:06:49.000 --> 00:06:52.000]  對於信號院老師比較麻煩的就是
[00:06:52.000 --> 00:06:53.000]  因為很簡單的東西
[00:06:53.000 --> 00:06:56.000]  他就會想得很複雜
[00:06:56.000 --> 00:07:00.000]  複雜完之後就要找方法去找出路
[00:07:00.000 --> 00:07:05.000]  所以這幾年跟不同的宗教
[00:07:05.000 --> 00:07:09.000]  或者一些同行的人去談
[00:07:09.000 --> 00:07:12.000]  我就慢慢有一點點的概念
[00:07:12.000 --> 00:07:14.000]  不是很多
[00:07:14.000 --> 00:07:18.000]  就是我發覺如果在中國和台灣
[00:07:18.000 --> 00:07:20.000]  就喜歡用正念
[00:07:20.000 --> 00:07:25.000]  這個源於台灣都是很深的佛教背景
[00:07:25.000 --> 00:07:28.000]  當這些人用正念這個字的時候
[00:07:28.000 --> 00:07:30.000]  或者用冥想
[00:07:30.000 --> 00:07:37.000]  他是會用禪修的哲學去修身和修心
[00:07:37.000 --> 00:07:40.000]  那個禪修的操練
[00:07:40.000 --> 00:07:42.000]  後面的哲學很重要的就是
[00:07:42.000 --> 00:07:44.000]  那個awakening
[00:07:44.000 --> 00:07:46.000]  一個頓悟
[00:07:46.000 --> 00:07:47.000]  頓悟要做什麼呢?
[00:07:47.000 --> 00:07:49.000]  要放大
[00:07:49.000 --> 00:07:52.000]  要看得透然後解脫
[00:07:52.000 --> 00:07:57.000]  如果大家去法國的梅村
[00:07:57.000 --> 00:08:01.000]  那個主持人他講得很明白
[00:08:01.000 --> 00:08:04.000]  在佛教的正念
[00:08:04.000 --> 00:08:07.000]  那個導師最重要的就是點一點來
[00:08:07.000 --> 00:08:08.000]  點一下
[00:08:08.000 --> 00:08:12.000]  你通就通不通就算了
[00:08:12.000 --> 00:08:19.000]  所以這個是如果是偏向用佛理去做那個哲學基礎的話
[00:08:19.000 --> 00:08:22.000]  我就發覺那個翻譯
[00:08:22.000 --> 00:08:26.000]  概念的用法操練的內容都是不同的
[00:08:26.000 --> 00:08:30.000]  另一方面就是因為基督教的靜觀
[00:08:30.000 --> 00:08:32.000]  都是這幾年
[00:08:32.000 --> 00:08:38.000]  在像Tracy老師這樣有才華的人的努力下
[00:08:38.000 --> 00:08:41.000]  開始在華人中去立足
[00:08:41.000 --> 00:08:44.000]  不過我就觀察到就是
[00:08:44.000 --> 00:08:48.000]  那個基礎很多都是心理學和輔導學
[00:08:48.000 --> 00:08:51.000]  加上一些聖經做支持
[00:08:51.000 --> 00:08:55.000]  不過是一個比較有系統性的人觀的起點
[00:08:55.000 --> 00:08:59.000]  就仍然是我感覺比較少一些的論述
[00:08:59.000 --> 00:09:02.000]  和出版系列方面有講的
[00:09:02.000 --> 00:09:05.000]  還有那個關注的焦點都是比較傾向
[00:09:05.000 --> 00:09:11.000]  特別是我們過去華人教會很缺乏對自己情緒的掌握
[00:09:11.000 --> 00:09:16.000]  所以都會是著重憂鬱症、焦慮症
[00:09:16.000 --> 00:09:19.000]  治療的就著重在這裡
[00:09:19.000 --> 00:09:23.000]  如果不是非治療是預防性和培養性的
[00:09:23.000 --> 00:09:27.000]  就會在那個情緒的發展那裡去做洞察
[00:09:27.000 --> 00:09:30.000]  特別對於內心的經驗
[00:09:30.000 --> 00:09:35.000]  可不可以接納到、可不可以理解到
[00:09:35.000 --> 00:09:40.000]  但這個就跳不出一種仍然是人本會中心的
[00:09:40.000 --> 00:09:47.000]  就是以人的經驗、內心經驗的洞察、掌握
[00:09:47.000 --> 00:09:53.000]  而用人的抉擇去帶出行動的反應
[00:09:53.000 --> 00:09:56.000]  所以和CBT的結合是比較容易的
[00:09:56.000 --> 00:10:03.000]  所以帶出來的範疇仍然停留在心理輔導和治療
[00:10:03.000 --> 00:10:08.000]  另一方面就是我接觸多一些神學院的老師
[00:10:08.000 --> 00:10:13.000]  或者一些特別是一些靜修中心
[00:10:13.000 --> 00:10:18.000]  這幾年是大量的用多一些天主教和東正教的資源
[00:10:18.000 --> 00:10:26.000]  翻譯就變成是局策靜修或者是脈觀或者是沉思
[00:10:26.000 --> 00:10:30.000]  Merton的書如果被用的話
[00:10:30.000 --> 00:10:33.000]  大部分都是翻譯成為沉思
[00:10:33.000 --> 00:10:35.000]  就不會是冥想
[00:10:35.000 --> 00:10:38.000]  冥想就變佛教那個是會多一些的
[00:10:38.000 --> 00:10:41.000]  那個所謂的理論資源
[00:10:41.000 --> 00:10:45.000]  就會依賴靈修傳統、靈修操練
[00:10:45.000 --> 00:10:49.000]  甚至多一些在密西斯主義那裡
[00:10:49.000 --> 00:10:52.000]  叫默契主義是多一些的
[00:10:52.000 --> 00:10:56.000]  而那個理論的基礎就會是比較古典的
[00:10:56.000 --> 00:11:03.000]  靈修成長、人怎樣去靈性的轉化那裡是會講多一些的
[00:11:03.000 --> 00:11:08.000]  所以就變成這些的人就少一些用心理輔導
[00:11:08.000 --> 00:11:12.000]  那個不同的派別去提及做整合的
[00:11:12.000 --> 00:11:16.000]  因為他根本有一個二千多年的靈修傳統
[00:11:16.000 --> 00:11:19.000]  給他插在那裡有足夠的語言
[00:11:19.000 --> 00:11:23.000]  有足夠的概念去形容那個過程是什麼來的
[00:11:23.000 --> 00:11:28.000]  那練習的焦點就是以經歷上帝的臨在
[00:11:28.000 --> 00:11:33.000]  或者是去追求和上帝親密的關係為主的
[00:11:33.000 --> 00:11:40.000]  所以那個輔導者的角色大部分就是靈修輔導或者是靈修指引
[00:11:40.000 --> 00:11:42.000]  舉一個例子
[00:11:42.000 --> 00:11:49.000]  在現在無論是職場或者是教學的圈子
[00:11:49.000 --> 00:11:54.000]  很多人都邀請我去講所謂的意識審查
[00:11:54.000 --> 00:11:57.000]  單單這個字你一聽已經很mindfulness
[00:11:57.000 --> 00:11:59.000]  意識還審查
[00:11:59.000 --> 00:12:02.000]  那不如就用這個字算了
[00:12:02.000 --> 00:12:04.000]  不要說脈觀沉思了
[00:12:04.000 --> 00:12:09.000]  那等一下你會看到甚至是已經是天主教圈子
[00:12:09.000 --> 00:12:13.000]  直接就是已經用類似的字去做了
[00:12:13.000 --> 00:12:17.000]  那對於Tracy老師今天最主要的演講
[00:12:17.000 --> 00:12:20.000]  我很想去肯定她的努力
[00:12:20.000 --> 00:12:23.000]  但我也都帶出少少的反思
[00:12:23.000 --> 00:12:26.000]  那這兩個角度就是一個輔導的角度
[00:12:26.000 --> 00:12:29.000]  一個就是牧羊的角度
[00:12:29.000 --> 00:12:34.000]  我把靈修的少少的回應都放在這裡
[00:12:34.000 --> 00:12:38.000]  那最後先會提出我怎樣在靈修的角度
[00:12:38.000 --> 00:12:44.000]  做出那個所謂的mindfulness和基督教信仰的整合
[00:12:44.000 --> 00:12:47.000]  由輔導的角度來說
[00:12:47.000 --> 00:12:51.000]  我記得我在中神讀輔導的時候
[00:12:51.000 --> 00:12:53.000]  我的老師經常說
[00:12:53.000 --> 00:12:57.000]  要將那個人由腦放回心
[00:12:57.000 --> 00:13:00.000]  這個距離可以有兩三年的時間
[00:13:00.000 --> 00:13:04.000]  那的確我們中神的學生很多
[00:13:04.000 --> 00:13:05.000]  這裡明白
[00:13:05.000 --> 00:13:09.000]  但是要在這裡放回心是有點艱難的
[00:13:09.000 --> 00:13:10.000]  那出去做事之後
[00:13:10.000 --> 00:13:13.000]  我更加覺得教會是從這裡到這裡
[00:13:13.000 --> 00:13:16.000]  可能五年的時間
[00:13:16.000 --> 00:13:19.000]  那我覺得在輔導的角度
[00:13:19.000 --> 00:13:23.000]  無論是教會或基督教信仰
[00:13:23.000 --> 00:13:30.000]  這種mindfulness都是補足了華人教會一些過去的訓練
[00:13:30.000 --> 00:13:32.000]  是很缺乏的
[00:13:32.000 --> 00:13:37.000]  特別就是我們怎樣可以有意識不批判的
[00:13:37.000 --> 00:13:41.000]  留心現在自己內心的經驗
[00:13:41.000 --> 00:13:45.000]  而在香港這個這麼大的壓力
[00:13:45.000 --> 00:13:48.000]  而很多情緒波動的世界裡邊
[00:13:48.000 --> 00:13:50.000]  特別過去這幾年
[00:13:50.000 --> 00:13:54.000]  我重新帶mindfulness的靈修操練
[00:13:54.000 --> 00:13:58.000]  是因為社運和疫情的緣故
[00:13:58.000 --> 00:14:00.000]  如果不是我真的會放下
[00:14:00.000 --> 00:14:03.000]  那另一系的緣故就是因為很多人
[00:14:03.000 --> 00:14:08.000]  有我們輔導學叫做splitting
[00:14:08.000 --> 00:14:11.000]  有分裂的狀態出現
[00:14:11.000 --> 00:14:14.000]  社運之後有些人停留在過去
[00:14:14.000 --> 00:14:16.000]  不能面對現在
[00:14:16.000 --> 00:14:21.000]  疫情之後就因為世界都隔絕了
[00:14:21.000 --> 00:14:24.000]  所以自己突然間shut down
[00:14:24.000 --> 00:14:28.000]  什麼都連結不了
[00:14:28.000 --> 00:14:31.000]  所以這個mindfulness就很有幫助
[00:14:31.000 --> 00:14:34.000]  對於那種接納不批判
[00:14:34.000 --> 00:14:36.000]  在很大的壓力底下
[00:14:36.000 --> 00:14:40.000]  我們還可以保持一種覺察
[00:14:40.000 --> 00:14:43.000]  而不輕易被一些負面的想法
[00:14:43.000 --> 00:14:46.000]  悲觀的想法不好的預測
[00:14:46.000 --> 00:14:49.000]  去牽動我們的想法和情緒
[00:14:49.000 --> 00:14:53.000]  而這樣的時候我們就可以比較冷靜一點
[00:14:53.000 --> 00:14:57.000]  去做出一些正常的判斷
[00:14:57.000 --> 00:14:59.000]  有效的回應
[00:14:59.000 --> 00:15:02.000]  所以這個是我覺得有輔導的角度
[00:15:02.000 --> 00:15:06.000]  無論是教育輔導或者是教育輔導
[00:15:06.000 --> 00:15:10.000]  無論將這一part安插在哪一部分
[00:15:10.000 --> 00:15:16.000]  都有幫助輔導的歷程進入展開
[00:15:16.000 --> 00:15:18.000]  而我的問題就是
[00:15:18.000 --> 00:15:22.000]  是不是靜觀的操練練習
[00:15:22.000 --> 00:15:24.000]  都是適合每一個人的
[00:15:24.000 --> 00:15:25.000]  我這樣問的時候
[00:15:25.000 --> 00:15:26.000]  因為我已經預計到
[00:15:26.000 --> 00:15:29.000]  是有人是不能投入之餘
[00:15:29.000 --> 00:15:33.000]  他不知道這東西是怎麼自處
[00:15:33.000 --> 00:15:35.000]  所以這個都要想一想
[00:15:35.000 --> 00:15:40.000]  因為MBTI就說人有64種的性格
[00:15:40.000 --> 00:15:44.000]  而我自己的研究就是64種性格的人
[00:15:44.000 --> 00:15:46.000]  他的靈性操練
[00:15:46.000 --> 00:15:47.000]  有些人適合去行山
[00:15:47.000 --> 00:15:49.000]  他就覺得和上帝很親近
[00:15:49.000 --> 00:15:52.000]  有些人給他吃一件麥當勞
[00:15:52.000 --> 00:15:55.000]  他已經覺得神真的很愛他
[00:15:55.000 --> 00:15:58.000]  每個人的操練感覺是真的不同的
[00:15:58.000 --> 00:16:01.000]  所以要想一下這個性格
[00:16:01.000 --> 00:16:05.000]  氣質是不是每個人都適合
[00:16:05.000 --> 00:16:08.000]  第二個就是因為這個發展
[00:16:08.000 --> 00:16:10.000]  和那個對話
[00:16:10.000 --> 00:16:14.000]  都是這50年的事情
[00:16:14.000 --> 00:16:18.000]  但是心理輔導有很多不同的哲學和學派
[00:16:18.000 --> 00:16:24.000]  會不會都去比較具體的去承認那個限制
[00:16:24.000 --> 00:16:29.000]  和哪些人的一起相輔相成的運用
[00:16:29.000 --> 00:16:31.000]  究竟他的限制在哪
[00:16:31.000 --> 00:16:34.000]  就比較少聽人說
[00:16:34.000 --> 00:16:37.000]  他會帶來什麼負面的影響
[00:16:37.000 --> 00:16:41.000]  或者他去到一些階段其實是要放下的
[00:16:41.000 --> 00:16:45.000]  這個就比較少看到書裡面是有提到的
[00:16:45.000 --> 00:16:48.000]  第二個就是
[00:16:48.000 --> 00:16:50.000]  我想說從牧羊的角度
[00:16:50.000 --> 00:16:57.000]  就是我們在現代社會裡邊
[00:16:57.000 --> 00:17:02.000]  牧羊其實特別我看到很多華人教會
[00:17:02.000 --> 00:17:04.000]  分裂性很高的
[00:17:04.000 --> 00:17:05.000]  不是人和人分裂
[00:17:05.000 --> 00:17:07.000]  是自我分裂的
[00:17:07.000 --> 00:17:10.000]  就是和自己身體分裂
[00:17:10.000 --> 00:17:12.000]  和此時此刻分裂
[00:17:12.000 --> 00:17:14.000]  有很多的夢想
[00:17:14.000 --> 00:17:16.000]  遠像
[00:17:16.000 --> 00:17:18.000]  很回憶過去的光輝
[00:17:18.000 --> 00:17:22.000]  但是有些不能夠活在現在
[00:17:22.000 --> 00:17:23.000]  對於他人
[00:17:23.000 --> 00:17:25.000]  特別在藝術的創作裡邊
[00:17:25.000 --> 00:17:27.000]  我們很講求
[00:17:27.000 --> 00:17:29.000]  其實很多時候
[00:17:29.000 --> 00:17:33.000]  我們是要去欣賞一些藝術品的時候
[00:17:33.000 --> 00:17:35.000]  看人也是一樣的
[00:17:35.000 --> 00:17:40.000]  我們其實很容易將自己的架構套在人身上
[00:17:40.000 --> 00:17:42.000]  當人做一個默契去研究
[00:17:42.000 --> 00:17:44.000]  然後分析他
[00:17:44.000 --> 00:17:46.000]  但是這個mindfulness
[00:17:46.000 --> 00:17:49.000]  無論幫助藝術的分析欣賞
[00:17:49.000 --> 00:17:51.000]  或者去和人的連結
[00:17:51.000 --> 00:17:53.000]  都很好的幫助就是
[00:17:53.000 --> 00:17:56.000]  我們先不帶著自己的框架
[00:17:56.000 --> 00:17:58.000]  我們讓那個人
[00:17:58.000 --> 00:17:59.000]  讓那件事
[00:17:59.000 --> 00:18:01.000]  讓生活展現給我們看
[00:18:01.000 --> 00:18:04.000]  而這種的連結就是empathetic
[00:18:04.000 --> 00:18:09.000]  就是很有同理心的去進入別人的世界
[00:18:09.000 --> 00:18:14.000]  而不是你將自己的世界套進別人的世界去解讀
[00:18:14.000 --> 00:18:16.000]  所以這種的connection
[00:18:16.000 --> 00:18:17.000]  這種的連結
[00:18:17.000 --> 00:18:21.000]  是對於整個人的整合
[00:18:21.000 --> 00:18:25.000]  整個人的健康的融合
[00:18:25.000 --> 00:18:26.000]  整全
[00:18:26.000 --> 00:18:28.000]  都是很有幫助的
[00:18:28.000 --> 00:18:31.000]  不過我想講有幾樣東西
[00:18:31.000 --> 00:18:34.000]  在模樣上面都要留意的
[00:18:34.000 --> 00:18:40.000]  就是因為我看心理學的發展
[00:18:40.000 --> 00:18:44.000]  或者是靜觀後面
[00:18:44.000 --> 00:18:49.000]  就是更加深入的去看人性的假設
[00:18:49.000 --> 00:18:53.000]  仍然都是建立在對人的善
[00:18:53.000 --> 00:18:56.000]  作為一個根基
[00:18:56.000 --> 00:19:00.000]  還有對人的能力掌握的肯定性
[00:19:00.000 --> 00:19:02.000]  唯有這樣他才可以開展自己
[00:19:02.000 --> 00:19:05.000]  在那裡做那個審查
[00:19:05.000 --> 00:19:06.000]  但是這樣出來之後
[00:19:06.000 --> 00:19:08.000]  就是對人的邪惡
[00:19:08.000 --> 00:19:11.000]  還有那個很隱藏的詭詐
[00:19:11.000 --> 00:19:15.000]  是很容易會美化了他
[00:19:15.000 --> 00:19:16.000]  不會跳開
[00:19:16.000 --> 00:19:18.000]  因為要局參
[00:19:18.000 --> 00:19:22.000]  但是美化或者是為了接納
[00:19:22.000 --> 00:19:24.000]  接納了就算了
[00:19:24.000 --> 00:19:27.000]  然後就沒有跟進了
[00:19:27.000 --> 00:19:29.000]  還有都要承認
[00:19:29.000 --> 00:19:33.000]  人其實在做這個練習的裡面
[00:19:33.000 --> 00:19:35.000]  人是很多隱藏的
[00:19:35.000 --> 00:19:37.000]  人是很多美化的
[00:19:37.000 --> 00:19:40.000]  人是很多自我的論述
[00:19:40.000 --> 00:19:42.000]  去重構那件記憶
[00:19:42.000 --> 00:19:45.000]  或者去重構那個事件
[00:19:45.000 --> 00:19:47.000]  所以這兩方面
[00:19:47.000 --> 00:19:50.000]  都需要再想深一點
[00:19:50.000 --> 00:19:53.000]  就是對於這個人性的假設
[00:19:53.000 --> 00:19:56.000]  而這裡有些模糊的地帶
[00:19:56.000 --> 00:19:58.000]  不要放過它
[00:19:58.000 --> 00:19:59.000]  第二方面就是
[00:19:59.000 --> 00:20:01.000]  我見很多初戀mindfulness的人
[00:20:01.000 --> 00:20:05.000]  太強調我們和神不上帝的關係
[00:20:05.000 --> 00:20:07.000]  上帝對我們的愛
[00:20:07.000 --> 00:20:11.000]  我們人性裡邊有上帝的尊貴
[00:20:11.000 --> 00:20:13.000]  但是去錄到現實的生活
[00:20:13.000 --> 00:20:17.000]  怎樣有一個整全的靈性培育
[00:20:17.000 --> 00:20:20.000]  就是除了和上帝同志的關係
[00:20:20.000 --> 00:20:23.000]  怎樣將這件事
[00:20:23.000 --> 00:20:26.000]  和其他的一個比較全面的
[00:20:26.000 --> 00:20:29.000]  靈性的培育做一個連結
[00:20:29.000 --> 00:20:33.000]  無論和家庭和教會和社會
[00:20:33.000 --> 00:20:35.000]  和靈界的關係
[00:20:35.000 --> 00:20:37.000]  這裡需要可能就是
[00:20:37.000 --> 00:20:43.000]  發展多一點這個連結性和延展性
[00:20:43.000 --> 00:20:44.000]  去到哪裡
[00:20:44.000 --> 00:20:46.000]  教務有些人就問過一個問題
[00:20:46.000 --> 00:20:48.000]  你閃我好危險
[00:20:48.000 --> 00:20:50.000]  會不會有邪靈的攻擊
[00:20:50.000 --> 00:20:51.000]  我想很久
[00:20:51.000 --> 00:20:52.000]  我第一個就說不會
[00:20:52.000 --> 00:20:53.000]  第二個就想
[00:20:53.000 --> 00:20:55.000]  不要說得這麼快
[00:20:55.000 --> 00:20:58.000]  原因是有一個字叫lego
[00:20:58.000 --> 00:21:00.000]  在我們靈修初戀
[00:21:00.000 --> 00:21:02.000]  這件事一說起的時候
[00:21:02.000 --> 00:21:04.000]  就要小心就是
[00:21:04.000 --> 00:21:05.000]  不能倒空
[00:21:05.000 --> 00:21:07.000]  因為所有的靈修初戀
[00:21:07.000 --> 00:21:08.000]  是對著上帝的
[00:21:08.000 --> 00:21:11.000]  而的確在過去
[00:21:11.000 --> 00:21:13.000]  我是讀中信輔導的時候
[00:21:13.000 --> 00:21:15.000]  我們其中一個老師叫陳武賢
[00:21:15.000 --> 00:21:16.000]  他都說
[00:21:16.000 --> 00:21:18.000]  其實那種一空了之後
[00:21:18.000 --> 00:21:21.000]  你不要小看了那個靈界的
[00:21:21.000 --> 00:21:23.000]  搞動在裡面的
[00:21:23.000 --> 00:21:25.000]  所以對於這種
[00:21:25.000 --> 00:21:29.000]  凡是有初戀是凡空的時候
[00:21:29.000 --> 00:21:32.000]  要想一下要放什麼進去
[00:21:32.000 --> 00:21:35.000]  這個是教務關顧裡面要留意的
[00:21:35.000 --> 00:21:38.000]  在靈命成長上面
[00:21:38.000 --> 00:21:40.000]  我就提出
[00:21:40.000 --> 00:21:42.000]  最好就
[00:21:42.000 --> 00:21:44.000]  不要一跳就跳去密官
[00:21:44.000 --> 00:21:48.000]  這一種這麼高層次的初戀
[00:21:48.000 --> 00:21:51.000]  對於一個靈命的培育和成長
[00:21:51.000 --> 00:21:54.000]  基本功夫是不能少的
[00:21:54.000 --> 00:21:56.000]  包括你怎樣看世界
[00:21:56.000 --> 00:21:58.000]  你怎樣看自己的罪
[00:21:58.000 --> 00:22:00.000]  你怎樣培育自己的得行
[00:22:00.000 --> 00:22:02.000]  何法基督
[00:22:02.000 --> 00:22:04.000]  培育對淪陷陌生人的愛
[00:22:04.000 --> 00:22:07.000]  這個世界不是單單覺得神愛我的
[00:22:07.000 --> 00:22:09.000]  而錄到現實的世界
[00:22:09.000 --> 00:22:13.000]  這些都是考驗你的生命的質素
[00:22:13.000 --> 00:22:15.000]  可不可以繼續存在下去
[00:22:15.000 --> 00:22:19.000]  所以通常我也都不會
[00:22:19.000 --> 00:22:21.000]  太鼓勵一些初信者
[00:22:21.000 --> 00:22:24.000]  一去就去初戀
[00:22:24.000 --> 00:22:25.000]  Mindfulness
[00:22:25.000 --> 00:22:27.000]  是有我自己的原因的
[00:22:27.000 --> 00:22:29.000]  如果他有一個比較平衡的靈修培育
[00:22:29.000 --> 00:22:32.000]  我就覺得他的判斷能力
[00:22:32.000 --> 00:22:34.000]  他在生命的整合
[00:22:34.000 --> 00:22:36.000]  應該會比較安全一點
