
[00:00:00.000 --> 00:00:13.260]  好 很多謝劉德強先生 Felix 的精彩的講解
[00:05:59.880 --> 00:06:01.880]  我只能夠做一件很簡單的事
[00:06:01.880 --> 00:06:03.880]  我想跟大家想一想
[00:06:03.880 --> 00:06:05.880]  AI發展和應用
[00:06:05.880 --> 00:06:08.880]  其實背後是被一個什麼故事
[00:06:08.880 --> 00:06:10.880]  或者是一個故事去承托
[00:06:10.880 --> 00:06:14.380]  然後比較聖經說了一個什麼故事
[00:06:14.380 --> 00:06:17.380]  看它們兩者有什麼差異
[00:06:17.380 --> 00:06:19.380]  給我們什麼提醒呢
[00:06:19.380 --> 00:06:21.380]  首先是AI的故事
[00:06:21.380 --> 00:06:23.380]  AI Artificial Intelligence
[00:06:23.380 --> 00:06:26.380]  其實我們可以從它改名字
[00:06:26.380 --> 00:06:28.380]  開始想一下它的意思
[00:06:28.380 --> 00:06:30.380]  Artificial 人工
[00:06:30.380 --> 00:06:32.380]  即是由人去到研發
[00:06:32.380 --> 00:06:34.380]  Intelligence 智能
[00:06:34.380 --> 00:06:37.380]  即是指一些推理 Reasoning
[00:06:37.380 --> 00:06:40.380]  發現意義 Meaning
[00:06:40.380 --> 00:06:42.380]  概括 Generalize
[00:06:42.380 --> 00:06:44.380]  或者在經驗裏去學習
[00:06:44.380 --> 00:06:46.380]  Learn from Experience
[00:06:46.380 --> 00:06:49.380]  其實是在說人類的認知的能力
[00:06:49.380 --> 00:06:52.380]  在上個世紀50年代
[00:06:52.380 --> 00:06:54.380]  AI開始發展的時候
[00:06:54.380 --> 00:06:58.380]  其實已經以模仿人類的認知
[00:06:58.380 --> 00:07:00.380]  成為AI的目標
[00:07:00.380 --> 00:07:03.380]  之前George Grant 亦都看
[00:07:03.380 --> 00:07:09.380]  科技其實是為了掌控人類和大自然去發展
[00:07:09.380 --> 00:07:11.380]  George Grant 說的
[00:07:11.380 --> 00:07:13.380]  而AI是模仿人類
[00:07:13.380 --> 00:07:15.380]  所以AI可以說是一種
[00:07:15.380 --> 00:07:20.380]  模仿人類去到掌控物質世界的能力
[00:07:20.380 --> 00:07:22.380]  而發展
[00:07:22.380 --> 00:07:24.380]  成為他們發展的目標
[00:07:24.380 --> 00:07:26.380]  剛才Felix 都有說
[00:07:26.380 --> 00:07:29.380]  隨著近年不同的電腦
[00:07:29.380 --> 00:07:31.380]  Social Media 的發展
[00:07:31.380 --> 00:07:35.380]  AI已經在很多範疇超越了人類的能力
[00:07:35.380 --> 00:07:38.380]  其實聖經說
[00:07:38.380 --> 00:07:41.380]  上帝按照自己的形象去做人
[00:07:41.380 --> 00:07:43.380]  其實當我們去想清楚
[00:07:43.380 --> 00:07:47.380]  人都是按照自己的形象去做AI
[00:07:47.380 --> 00:07:49.380]  因為我們很想他像人
[00:07:49.380 --> 00:07:51.380]  仿效人類的知識
[00:07:51.380 --> 00:07:53.380]  所以當我們今天去看
[00:07:53.380 --> 00:07:55.380]  我們發展AI的時候
[00:07:55.380 --> 00:07:57.380]  想他做些甚麼
[00:07:57.380 --> 00:08:00.380]  或者他關注他的東西
[00:08:00.380 --> 00:08:02.380]  其實反映我們今天的人
[00:08:02.380 --> 00:08:03.380]  怎樣去看人自己
[00:08:03.380 --> 00:08:05.380]  AI是一條鏡子
[00:08:05.380 --> 00:08:07.380]  讓我們看到原來我們這樣看自己
[00:08:07.380 --> 00:08:11.380]  所以從AI去看到甚麼呢
[00:08:11.380 --> 00:08:13.380]  第一
[00:08:13.380 --> 00:08:15.380]  在AI新世界裏
[00:08:15.380 --> 00:08:17.380]  其實人最渴望得到
[00:08:17.380 --> 00:08:18.380]  怎樣說呢
[00:08:18.380 --> 00:08:21.380]  科技即是用來操控物質世界
[00:08:21.380 --> 00:08:23.380]  其他人類
[00:08:23.380 --> 00:08:26.380]  甚至是自己身體的能力
[00:08:26.380 --> 00:08:28.380]  而當然這樣的操控
[00:08:28.380 --> 00:08:30.380]  當然是越準確
[00:08:30.380 --> 00:08:32.380]  越隨我們的心意
[00:08:32.380 --> 00:08:36.380]  越快捷、越有效、越大量越好
[00:08:36.380 --> 00:08:39.380]  人是一個操控物質世界的人
[00:08:39.380 --> 00:08:40.380]  第二
[00:08:40.380 --> 00:08:42.380]  就是AI關注
[00:08:42.380 --> 00:08:44.380]  掌控物質世界的功能
[00:08:44.380 --> 00:08:47.380]  關注的是物質可見的世界
[00:08:47.380 --> 00:08:49.380]  所以今天我們想像人
[00:08:49.380 --> 00:08:51.380]  都是有些外在表現
[00:08:51.380 --> 00:08:53.380]  我們所謂的perform到
[00:08:53.380 --> 00:08:55.380]  就夠了
[00:08:55.380 --> 00:08:57.380]  人的裏面究竟是怎樣
[00:08:57.380 --> 00:08:59.380]  你的情感或者你的情緒
[00:08:59.380 --> 00:09:01.380]  其實是否那麼重要呢
[00:09:01.380 --> 00:09:03.380]  可能不是那麼重要
[00:09:03.380 --> 00:09:04.380]  第三就是
[00:09:04.380 --> 00:09:05.380]  今天剛才Felix也有說
[00:09:05.380 --> 00:09:09.380]  很多人憂慮AI會發展到一個自我意識
[00:09:09.380 --> 00:09:11.380]  Technological Singularity
[00:09:11.380 --> 00:09:13.380]  意思就是
[00:09:13.380 --> 00:09:15.380]  我們恐怕AI會發展到一個個體
[00:09:15.380 --> 00:09:18.380]  知道自己和其他個體有分別
[00:09:18.380 --> 00:09:20.380]  有獨立的思維和決定能力
[00:09:20.380 --> 00:09:23.380]  很多人擔心這樣發生的時候
[00:09:23.380 --> 00:09:26.380]  AI就會反過來奴役或者毀滅人類
[00:09:26.380 --> 00:09:28.380]  這個看法其實是反映了
[00:09:28.380 --> 00:09:30.380]  今天我們關注人
[00:09:30.380 --> 00:09:33.380]  是我們個人和其他人的差異
[00:09:33.380 --> 00:09:35.380]  我們的身份、我們的自主
[00:09:35.380 --> 00:09:38.380]  也會很憂慮權力被濫用
[00:09:38.380 --> 00:09:40.380]  監控這些問題
[00:09:40.380 --> 00:09:41.380]  所以從一個發展我們看到
[00:09:41.380 --> 00:09:43.380]  原來今天我們是這樣去看人
[00:09:43.380 --> 00:09:48.380]  我們發體人是有自我意識的個體
[00:09:48.380 --> 00:09:51.380]  所以生存一定和其他個體去到相爭
[00:09:51.380 --> 00:09:54.380]  所以要建立起最大、最快捷、最有效的能力
[00:09:54.380 --> 00:09:57.380]  去掌控物質世界和其他人
[00:09:57.380 --> 00:09:59.380]  而且我們關注人的表現
[00:09:59.380 --> 00:10:01.380]  外在表現就足夠
[00:10:01.380 --> 00:10:03.380]  是不是誠懇、表裡一致
[00:10:03.380 --> 00:10:04.380]  有沒有個人美德呢?
[00:10:04.380 --> 00:10:07.380]  或者在一個公共的地方
[00:10:07.380 --> 00:10:09.380]  是不需要關心的
[00:10:09.380 --> 00:10:10.380]  在今天資本主義裏面
[00:10:10.380 --> 00:10:12.380]  更加有人提出
[00:10:12.380 --> 00:10:14.380]  以往怎樣測試AI
[00:10:14.380 --> 00:10:16.380]  就看看它的對答是否像人
[00:10:16.380 --> 00:10:18.380]  不過有人提出
[00:10:18.380 --> 00:10:19.380]  今天對於AI測試
[00:10:19.380 --> 00:10:22.380]  是看看AI可不可以自己獨立運作
[00:10:22.380 --> 00:10:24.380]  賺到一百萬美金
[00:10:24.380 --> 00:10:26.380]  所以其實人之所以為人
[00:10:26.380 --> 00:10:28.380]  最重要是能不能賺到錢
[00:10:28.380 --> 00:10:30.380]  其實你想想
[00:10:30.380 --> 00:10:33.380]  人類發展科技是甚麼原因呢?
[00:10:33.380 --> 00:10:35.380]  其實最基本、最原初的東西
[00:10:35.380 --> 00:10:38.380]  是很想自己過得一個
[00:10:38.380 --> 00:10:42.380]  更加所謂自主自由的物質生活
[00:10:42.380 --> 00:10:45.380]  當家庭電器很多廣告
[00:10:45.380 --> 00:10:46.380]  怎樣賣的呢?
[00:10:46.380 --> 00:10:48.380]  就跟家庭主婦說
[00:10:48.380 --> 00:10:50.380]  你用了家庭電器幫你做家務
[00:10:50.380 --> 00:10:51.380]  你會很輕鬆的
[00:10:51.380 --> 00:10:54.380]  我可以問家庭主婦多了這些
[00:10:54.380 --> 00:10:56.380]  是否真的輕鬆了
[00:10:56.380 --> 00:10:58.380]  她說你可以更多時間
[00:10:58.380 --> 00:11:00.380]  做自己想做的事
[00:11:00.380 --> 00:11:02.380]  當AI幫我們做事
[00:11:02.380 --> 00:11:04.380]  我們就不用理會物質世界
[00:11:04.380 --> 00:11:06.380]  因為物質世界的事很煩
[00:11:06.380 --> 00:11:10.380]  掃地、洗碗、洗衣服
[00:11:10.380 --> 00:11:11.380]  很煩的
[00:11:11.380 --> 00:11:13.380]  那些幫你做了就好了
[00:11:13.380 --> 00:11:15.380]  就好像開車
[00:11:15.380 --> 00:11:17.380]  你有自動駕駛
[00:11:17.380 --> 00:11:18.380]  那你不用開車
[00:11:18.380 --> 00:11:20.380]  在旅程上就可以休息、打機
[00:11:20.380 --> 00:11:22.380]  發展AI的潛台詞
[00:11:22.380 --> 00:11:25.380]  在物質世界給我們很多限制
[00:11:25.380 --> 00:11:26.380]  很多要求
[00:11:26.380 --> 00:11:29.380]  而這些麻煩的事是不好的
[00:11:29.380 --> 00:11:31.380]  而人類的救贖
[00:11:31.380 --> 00:11:34.380]  就可以從物質世界的麻煩中得到釋放
[00:11:34.380 --> 00:11:37.380]  能夠做一個駕馭物質生活的自由人
[00:11:37.380 --> 00:11:40.380]  而達到這個救贖的方法
[00:11:40.380 --> 00:11:44.380]  就是透過AI去重新塑造我們的世界
[00:11:44.380 --> 00:11:47.380]  我想智能家居是一個例子
[00:11:47.380 --> 00:11:49.380]  我們不滿物質世界給我們很多麻煩
[00:11:49.380 --> 00:11:52.380]  最好甚麼都在手指頭就做了
[00:11:52.380 --> 00:11:57.380]  這是我們很想很渴望得到的AI的新世界
[00:11:57.380 --> 00:11:59.380]  所以看來
[00:11:59.380 --> 00:12:01.380]  現代科技尤其是AI的發展
[00:12:01.380 --> 00:12:03.380]  背後是一個故事
[00:12:03.380 --> 00:12:06.380]  這個故事有它的創造觀
[00:12:06.380 --> 00:12:11.380]  即是說原來物質世界是一些所謂的原材料
[00:12:11.380 --> 00:12:15.380]  是任意被人去加工和運用
[00:12:15.380 --> 00:12:17.380]  這個故事有它的人觀
[00:12:17.380 --> 00:12:21.380]  是必須成為掌控物質世界和其他人的主宰
[00:12:21.380 --> 00:12:24.380]  有它的墮落觀或罪觀
[00:12:24.380 --> 00:12:26.380]  失落的是甚麼?
[00:12:26.380 --> 00:12:28.380]  物質世界給我們很多限制
[00:12:28.380 --> 00:12:30.380]  這是我們要解決的困難
[00:12:30.380 --> 00:12:33.380]  所以相應的救贖觀就是我們透過科技
[00:12:33.380 --> 00:12:35.380]  去克服物質世界的限制
[00:12:35.380 --> 00:12:37.380]  人類成為世界的主宰
[00:12:37.380 --> 00:12:39.380]  和一個終末觀
[00:12:39.380 --> 00:12:44.380]  終於能夠用科技去創造一個很好的新世界
[00:12:44.380 --> 00:12:49.380]  不過當我們把AI的故事和聖經的故事放在一起
[00:12:49.380 --> 00:12:52.380]  其實都發覺有很多差異
[00:12:52.380 --> 00:12:54.380]  首先聖經的創造觀認為
[00:12:54.380 --> 00:12:57.380]  世界是上帝尾線的創造
[00:12:57.380 --> 00:13:01.380]  萬物是按照上帝賦予的秩序去運作
[00:13:01.380 --> 00:13:04.380]  創造世界上帝已經說很好
[00:13:04.380 --> 00:13:07.380]  不用人去加工
[00:13:07.380 --> 00:13:11.380]  上帝將這個好的世界都交託給人去管理
[00:13:11.380 --> 00:13:16.380]  因為他想人繼續用他的科技
[00:13:16.380 --> 00:13:20.380]  去發揮世界更加美麗的功效
[00:13:20.380 --> 00:13:22.380]  帶來更加好的狀況
[00:13:22.380 --> 00:13:26.380]  第二就是聖經的人觀
[00:13:26.380 --> 00:13:30.380]  人是需要按照神的心意去管治世界
[00:13:30.380 --> 00:13:32.380]  做一個忠心的管家
[00:13:32.380 --> 00:13:35.380]  另外有些神學家
[00:13:35.380 --> 00:13:37.380]  卡巴特·雷德森
[00:13:37.380 --> 00:13:41.380]  認為人的神形象的意思
[00:13:41.380 --> 00:13:43.380]  是所謂的共人性
[00:13:43.380 --> 00:13:45.380]  今天真的沒時間去講了
[00:13:45.380 --> 00:13:47.380]  簡單來說這種人觀
[00:13:47.380 --> 00:13:52.380]  很重視人和人之間的自由和相愛的關係
[00:13:52.380 --> 00:13:54.380]  所以人之所以為人
[00:13:54.380 --> 00:13:56.380]  因為我們懂得愛
[00:13:56.380 --> 00:13:59.380]  不是因為我們有掌控世界的能力
[00:13:59.380 --> 00:14:01.380]  所以人建立美好的關係
[00:14:01.380 --> 00:14:04.380]  比起操控世界和其他人更加重要
[00:14:04.380 --> 00:14:06.380]  因為我們每個人都有自由
[00:14:06.380 --> 00:14:08.380]  也引申出人的創意
[00:14:08.380 --> 00:14:10.380]  人的同理心
[00:14:10.380 --> 00:14:13.380]  也可以發展出新的意念
[00:14:13.380 --> 00:14:16.380]  聖經說世界墮落是因為人活逆神
[00:14:16.380 --> 00:14:18.380]  導致人和神、人和自己、人和其他人
[00:14:18.380 --> 00:14:20.380]  和物質世界的關係破裂
[00:14:20.380 --> 00:14:25.380]  人類要解決的問題不是物質世界給我們的限制
[00:14:25.380 --> 00:14:30.380]  而基督教信仰看的救贖是來自基督
[00:14:30.380 --> 00:14:32.380]  人類一定要相信
[00:14:32.380 --> 00:14:37.380]  基督的拯救不是靠自己或手所做的科技
[00:14:37.380 --> 00:14:39.380]  而是信服基督的呼召
[00:14:39.380 --> 00:14:41.380]  效法基督的社稷
[00:14:41.380 --> 00:14:43.380]  讓其他人得到益處
[00:14:43.380 --> 00:14:45.380]  聖經說人類終末的盼望
[00:14:45.380 --> 00:14:47.380]  不是建立一個美麗的新世界
[00:14:47.380 --> 00:14:50.380]  而是當主再來的時候
[00:14:50.380 --> 00:14:52.380]  罪被完全結正
[00:14:52.380 --> 00:14:54.380]  萬物在基督裏同歸於一
[00:14:54.380 --> 00:14:56.380]  所有的破裂和關係復和
[00:14:56.380 --> 00:14:59.380]  恢復上帝賦予的美好秩序
[00:14:59.380 --> 00:15:02.380]  建立多元共融的群體
[00:15:02.380 --> 00:15:04.380]  永遠與神同在
[00:15:04.380 --> 00:15:06.380]  我們看到這兩個故事其實很不同
[00:15:06.380 --> 00:15:09.380]  當我們比較AI和聖經的故事
[00:15:09.380 --> 00:15:13.380]  發現AI和現代科技所針對的是
[00:15:13.380 --> 00:15:15.380]  如何去掌控物質世界
[00:15:15.380 --> 00:15:20.380]  而聖經關注的是上帝這位物質世界以外的主宰
[00:15:20.380 --> 00:15:24.380]  他的心意如何在物質世界裏面落實
[00:15:24.380 --> 00:15:26.380]  和物質世界有關
[00:15:26.380 --> 00:15:30.380]  不過科技只是關注物質世界本身
[00:15:30.380 --> 00:15:35.380]  我們的信仰是關注這位世界以外的上帝
[00:15:35.380 --> 00:15:40.380]  如何透過我們將他的心意在物質世界裏落實
[00:15:40.380 --> 00:15:42.380]  人如何去信服上帝的呼召
[00:15:42.380 --> 00:15:45.380]  參與在物質世界的治理
[00:15:45.380 --> 00:15:47.380]  人類渴望發展AI
[00:15:47.380 --> 00:15:52.380]  渴望能夠在物質世界的限制麻煩裏釋放出來
[00:15:52.380 --> 00:15:54.380]  不過,舊年Felix也有說
[00:15:54.380 --> 00:15:59.380]  人類越發展AI,反而越被AI去操控
[00:15:59.380 --> 00:16:01.380]  這也反映了聖經的真理
[00:16:01.380 --> 00:16:04.380]  為甚麼?因為人是受造之物
[00:16:04.380 --> 00:16:08.380]  我們本身不能成為世界的主宰
[00:16:08.380 --> 00:16:12.380]  我們不是主宰,受造就不能成為主宰
[00:16:12.380 --> 00:16:15.380]  如果我們嘗試成為主宰會怎樣?
[00:16:15.380 --> 00:16:19.380]  會反過來被我們想靠的奴役
[00:16:19.380 --> 00:16:22.380]  舉個例子,大家可能會比較明白
[00:16:22.380 --> 00:16:24.380]  用錢來做比喻
[00:16:24.380 --> 00:16:28.380]  如果有人以為賺夠錢就打跛腳都不用憂
[00:16:28.380 --> 00:16:31.380]  獨立自主,這個人很快成為金錢的奴隸
[00:16:31.380 --> 00:16:36.380]  其實同樣都是,人類既是受造之物
[00:16:36.380 --> 00:16:38.380]  一定是受制於某個主宰
[00:16:38.380 --> 00:16:43.380]  我們能夠做的是選擇哪個是我們的主宰
[00:16:43.380 --> 00:16:44.380]  我們不能自己成為主宰
[00:16:44.380 --> 00:16:49.380]  我們能夠選擇敬拜信服聖經啟示的上帝
[00:16:49.380 --> 00:16:55.380]  還是嘗試利用我們所創造出來的東西去掌控世界
[00:16:55.380 --> 00:16:56.380]  如果我們嘗試這樣做
[00:16:56.380 --> 00:17:00.380]  結果會被我們嘗試透過工具
[00:17:00.380 --> 00:17:03.380]  去奴役我們自己
[00:17:03.380 --> 00:17:05.380]  不過話說回來
[00:17:05.380 --> 00:17:09.380]  科技和AI都是神賜給我們的恩賜
[00:17:09.380 --> 00:17:11.380]  記住,不是我們的敵人
[00:17:11.380 --> 00:17:16.380]  問題是人的罪令這些奴役出現
[00:17:16.380 --> 00:17:20.380]  AI都受影響,參與我們奴役
[00:17:20.380 --> 00:17:24.380]  所以基督徒不需要拒絕AI
[00:17:24.380 --> 00:17:28.380]  我們要做的是明白AI背後說的是甚麼
[00:17:28.380 --> 00:17:32.380]  很小心被AI的故事主導了我們整個生命
[00:17:32.380 --> 00:17:35.380]  而我們嘗試活出聖經的故事
[00:17:35.380 --> 00:17:40.380]  盡力將AI的發展引導到上帝的故事裏面
[00:17:40.380 --> 00:17:43.380]  時間所限,我能夠按之前所說的
[00:17:43.380 --> 00:17:45.380]  想想有甚麼建議
[00:17:45.380 --> 00:17:47.380]  拋磚引玉,大家去談談
[00:17:47.380 --> 00:17:51.380]  第一,聖經說人類發展AI之前
[00:17:51.380 --> 00:17:55.380]  上帝已經對世界說:甚好
[00:17:55.380 --> 00:17:58.380]  所以我們可以更加著意體會
[00:17:58.380 --> 00:18:00.380]  其實沒有AI都幾好
[00:18:00.380 --> 00:18:02.380]  不一定要靠它
[00:18:02.380 --> 00:18:08.380]  還有,運用AI都要想想
[00:18:08.380 --> 00:18:11.380]  其實AI不只是幫自己做事
[00:18:11.380 --> 00:18:13.380]  而是運用AI去提升自己
[00:18:13.380 --> 00:18:15.380]  舉個例子,我有個朋友
[00:18:15.380 --> 00:18:17.380]  他用ChartGPT
[00:18:17.380 --> 00:18:21.380]  他不只是用ChartGPT幫他找答案
[00:18:21.380 --> 00:18:24.380]  而是透過和ChartGPT對話
[00:18:24.380 --> 00:18:28.380]  提升自己的思想和問問題的能力
[00:18:28.380 --> 00:18:30.380]  是有分別的
[00:18:30.380 --> 00:18:36.380]  第二,AI既然是科技的一種
[00:18:36.380 --> 00:18:41.380]  只能夠在物質世界功能上成為人的幫助
[00:18:41.380 --> 00:18:46.380]  不能取代更重要的人與人之間的自由相愛關係
[00:18:46.380 --> 00:18:49.380]  如果我們發覺自己喜歡和AI聊天
[00:18:49.380 --> 00:18:51.380]  多於和人相處
[00:18:51.380 --> 00:18:54.380]  或者用ChartGPT幫我們寫情信
[00:18:54.380 --> 00:18:56.380]  那你真的要小心一點
[00:18:56.380 --> 00:18:59.380]  究竟哪樣更重要呢?
[00:18:59.380 --> 00:19:04.380]  接下來,AI當然是幫我們大大地
[00:19:04.380 --> 00:19:06.380]  幫助我們控制物質世界
[00:19:06.380 --> 00:19:08.380]  都是很有福的
[00:19:08.380 --> 00:19:10.380]  但我們要記住人類最核心的問題
[00:19:10.380 --> 00:19:12.380]  不是物質的限制和缺乏
