
[00:00:00.000 --> 00:00:03.000]  從1996年開始
[00:04:29.000 --> 00:04:31.000]  在你面前的心思意念
[00:04:31.000 --> 00:04:34.000]  都蒙你自己親自的監察
[00:04:34.000 --> 00:04:36.000]  洗淨和閱立
[00:04:36.000 --> 00:04:37.000]  我們這樣的禱告
[00:04:37.000 --> 00:04:39.000]  交託奉耶穌基督的命求
[00:04:39.000 --> 00:04:40.000]  阿們
[00:04:40.000 --> 00:04:48.000]  如果你看《創世紀》第四章的話
[00:04:48.000 --> 00:04:50.000]  你必須要看第三章
[00:04:50.000 --> 00:04:52.000]  第三章是說到什麼呢
[00:04:52.000 --> 00:04:54.000]  就是亞當和夏娃
[00:04:54.000 --> 00:04:56.000]  因為犯罪
[00:04:56.000 --> 00:05:01.000]  然後被上帝逐出伊甸園
[00:05:01.000 --> 00:05:03.000]  《創世紀》第四章是記述
[00:05:03.000 --> 00:05:07.000]  人類被逐出伊甸園之後
[00:05:07.000 --> 00:05:11.000]  接著下來族群的繁衍發展的情況
[00:05:11.000 --> 00:05:16.000]  如果我們從第四章的第一節去看
[00:05:16.000 --> 00:05:20.000]  第一節就提及到亞當和他的妻子夏娃同房
[00:05:20.000 --> 00:05:22.000]  然後夏娃懷孕
[00:05:22.000 --> 00:05:24.000]  然後生了該孕
[00:05:24.000 --> 00:05:27.000]  然後再接著就是生了父親
[00:05:27.000 --> 00:05:31.000]  如果我們從第一節和第二節讀完之後
[00:05:31.000 --> 00:05:36.000]  我們馬上快速跳到第十七節的話
[00:05:36.000 --> 00:05:41.000]  你就會發覺到整個經文是一氣呵成的
[00:05:41.000 --> 00:05:44.000]  你一邊讀下去的感覺是很一氣呵成的
[00:05:44.000 --> 00:05:48.000]  並且你會感覺到裡面給你的印象是
[00:05:48.000 --> 00:05:52.000]  有一種很生生不息的感覺
[00:05:52.000 --> 00:05:55.000]  因為你看到兩段的句子
[00:05:55.000 --> 00:05:58.000]  都是有一些字眼是重複的
[00:05:58.000 --> 00:06:01.000]  就是同房,夫婦同房
[00:06:01.000 --> 00:06:02.000]  然後懷孕
[00:06:02.000 --> 00:06:04.000]  然後生一個兒子
[00:06:04.000 --> 00:06:07.000]  到了第十七節也是一樣
[00:06:07.000 --> 00:06:10.000]  就是生命的循環
[00:06:10.000 --> 00:06:11.000]  不僅如此
[00:06:11.000 --> 00:06:13.000]  如果我們再看下去
[00:06:13.000 --> 00:06:16.000]  到了第十八至二十二節的話
[00:06:16.000 --> 00:06:17.000]  你就會發覺到
[00:06:17.000 --> 00:06:19.000]  在第十八至二十二節
[00:06:19.000 --> 00:06:22.000]  也繼續交代在該人以後的
[00:06:22.000 --> 00:06:24.000]  就是由該人開始計算
[00:06:24.000 --> 00:06:26.000]  總共有七代的人
[00:06:26.000 --> 00:06:30.000]  就是整個生命和家族一直延續下去
[00:06:30.000 --> 00:06:32.000]  如果我們再留心一些
[00:06:32.000 --> 00:06:37.000]  再看第十八至二十二節裡面的記載的話
[00:06:37.000 --> 00:06:38.000]  我們就會發現
[00:06:38.000 --> 00:06:40.000]  聖經這裡不僅說到
[00:06:40.000 --> 00:06:43.000]  生命是在繼續延續
[00:06:43.000 --> 00:06:44.000]  它更加說到
[00:06:44.000 --> 00:06:48.000]  人類的文明似乎是蒸蒸日上
[00:06:48.000 --> 00:06:51.000]  該人是聖經裡面
[00:06:51.000 --> 00:06:53.000]  第一個是建城的人
[00:06:53.000 --> 00:06:55.000]  他是一個城市建築師
[00:06:55.000 --> 00:06:59.000]  他開始有建城的行動
[00:06:59.000 --> 00:07:01.000]  然後我們再數下去
[00:07:01.000 --> 00:07:02.000]  你會看到
[00:07:02.000 --> 00:07:04.000]  在該人的後裔裡面
[00:07:04.000 --> 00:07:06.000]  在拉麥的那一系裡面
[00:07:06.000 --> 00:07:08.000]  他三個兒子
[00:07:08.000 --> 00:07:11.000]  都是非常傑出的人才
[00:07:11.000 --> 00:07:15.000]  一個是開創了畜牧技術
[00:07:15.000 --> 00:07:19.000]  然後一個是發明了樂器
[00:07:19.000 --> 00:07:23.000]  再有一個是開創了野金技術
[00:07:23.000 --> 00:07:24.000]  你可以說
[00:07:24.000 --> 00:07:27.000]  該人一系一門三傑
[00:07:27.000 --> 00:07:29.000]  用我們今天的說法
[00:07:29.000 --> 00:07:33.000]  那三個都是諾貝爾獎得主
[00:07:33.000 --> 00:07:36.000]  完全是開一個新的領域
[00:07:36.000 --> 00:07:39.000]  一顆顆巨星
[00:07:39.000 --> 00:07:44.000]  是一個偉大文明的開拓家族
[00:07:44.000 --> 00:07:47.000]  如果我們看一看
[00:07:47.000 --> 00:07:50.000]  在世界各個古文明的話
[00:07:50.000 --> 00:07:54.000]  你會發現對於城邦的建立人
[00:07:54.000 --> 00:07:57.000]  或者文明的開拓者
[00:07:57.000 --> 00:08:00.000]  通常是非常景仰的
[00:08:00.000 --> 00:08:04.000]  通常會看他們是英雄
[00:08:04.000 --> 00:08:06.000]  是聖王
[00:08:06.000 --> 00:08:08.000]  甚至很多時候
[00:08:08.000 --> 00:08:10.000]  會將他們神明化
[00:08:10.000 --> 00:08:13.000]  譬如這幅圖所說到的
[00:08:13.000 --> 00:08:17.000]  就是羅密歐和里姆斯兩兄弟
[00:08:17.000 --> 00:08:19.000]  這兩兄弟是雙胞胎
[00:08:19.000 --> 00:08:21.000]  是雙胞胎的
[00:08:21.000 --> 00:08:25.000]  他們在羅馬的傳奇裡面
[00:08:25.000 --> 00:08:29.000]  說他們是建立了羅馬城
[00:08:29.000 --> 00:08:32.000]  羅馬帝國的開拓者就是這兩兄弟
[00:08:32.000 --> 00:08:36.000]  這兩兄弟他們被描述為
[00:08:36.000 --> 00:08:37.000]  Mars
[00:08:37.000 --> 00:08:39.000]  一個戰神的後裔
[00:08:39.000 --> 00:08:41.000]  所以他們是半神半人
[00:08:41.000 --> 00:08:42.000]  Demigod
[00:08:42.000 --> 00:08:43.000]  不是普通人
[00:08:43.000 --> 00:08:44.000]  半人半神
[00:08:44.000 --> 00:08:47.000]  並且在這個傳記裡面
[00:08:47.000 --> 00:08:49.000]  他們是英雄
[00:08:49.000 --> 00:08:51.000]  我們再看看另一個古文明
[00:08:51.000 --> 00:08:52.000]  希臘
[00:08:52.000 --> 00:08:55.000]  希臘裡面有一位
[00:08:55.000 --> 00:08:58.000]  你可以說是很重要的神明
[00:08:58.000 --> 00:09:00.000]  就是普羅米修斯
[00:09:00.000 --> 00:09:03.000]  普羅米修斯是泰坦族的神明
[00:09:03.000 --> 00:09:06.000]  在希臘的神話裡面
[00:09:06.000 --> 00:09:09.000]  是普羅米修斯將火傳遞給人
[00:09:09.000 --> 00:09:12.000]  就是他將火給了人
[00:09:12.000 --> 00:09:14.000]  然後人因著有火之後
[00:09:14.000 --> 00:09:17.000]  人類的文明就得以開展
[00:09:17.000 --> 00:09:19.000]  所以對於希臘人來說
[00:09:19.000 --> 00:09:22.000]  普羅米修斯是他們很崇敬的
[00:09:22.000 --> 00:09:26.000]  或者是很感謝的一個神明
[00:09:26.000 --> 00:09:30.000]  如果我們再看看中國也不例外
[00:09:30.000 --> 00:09:34.000]  中國這幅圖是我在網上找到的
[00:09:34.000 --> 00:09:38.000]  古籍裡面畫的就是夏雨
[00:09:38.000 --> 00:09:41.000]  我們通常比較熟悉的就是大雨
[00:09:41.000 --> 00:09:43.000]  大家記得大雨嗎?
[00:09:43.000 --> 00:09:46.000]  就是大雨自水的那一位
[00:09:46.000 --> 00:09:51.000]  大雨自水在中國民間的信仰裡面
[00:09:51.000 --> 00:09:54.000]  這個要問一下宋君博士就更加清楚了
[00:09:54.000 --> 00:09:56.000]  已經是被神明化了
[00:09:56.000 --> 00:09:58.000]  有一些傳記或者神話
[00:09:58.000 --> 00:10:02.000]  已經是說大雨會變身等等
[00:10:02.000 --> 00:10:05.000]  而在儒家的道統裡面
[00:10:05.000 --> 00:10:11.000]  大雨也被尊崇為其中一個典範的君王
[00:10:11.000 --> 00:10:16.000]  如果我們看小康的書裡面
[00:10:16.000 --> 00:10:20.000]  他就一直數雨湯文武成王周公
[00:10:20.000 --> 00:10:21.000]  這樣排列
[00:10:21.000 --> 00:10:24.000]  而雨是排在這裡的首位
[00:10:24.000 --> 00:10:28.000]  所以你會發覺到大雨是一個什麼人呢?
[00:10:28.000 --> 00:10:30.000]  其實他是一個水利工程師
[00:10:30.000 --> 00:10:34.000]  他處理了洪水的問題
[00:10:34.000 --> 00:10:36.000]  一個對於他們的族群
[00:10:36.000 --> 00:10:38.000]  對於那個社會很大貢獻的人
[00:10:38.000 --> 00:10:40.000]  被升格為一個聖君
[00:10:40.000 --> 00:10:43.000]  被升格為一個神明
[00:10:43.000 --> 00:10:49.000]  但是如果我們看回剛才所讀的那一段聖經
[00:10:49.000 --> 00:10:50.000]  你就會發覺到
[00:10:50.000 --> 00:10:58.000]  創世紀偏偏在一個光輝亮麗的文明史裡面
[00:10:58.000 --> 00:11:01.000]  在第四章三節至十六節
[00:11:01.000 --> 00:11:07.000]  加插了人類世界第一宗的血案
[00:11:07.000 --> 00:11:12.000]  這是一個令人無法釋懷的家族悲劇
[00:11:12.000 --> 00:11:15.000]  家族的惡夢
[00:11:15.000 --> 00:11:17.000]  在這裡
[00:11:17.000 --> 00:11:21.000]  你可以說創世紀是古代的文明中
[00:11:21.000 --> 00:11:24.000]  一個很奇特的例子
[00:11:24.000 --> 00:11:26.000]  舊約學者在這裡提醒我們
[00:11:26.000 --> 00:11:30.000]  他說四章三至十六節這裡
[00:11:30.000 --> 00:11:34.000]  有很多地方呼應第三章
[00:11:34.000 --> 00:11:39.000]  就是亞當和夏娃犯罪的記載
[00:11:39.000 --> 00:11:42.000]  例如上帝在這兩處地方
[00:11:42.000 --> 00:11:46.000]  都有問到犯罪的人在哪裡的問題
[00:11:46.000 --> 00:11:47.000]  在哪裡
[00:11:47.000 --> 00:11:48.000]  你在哪裡
[00:11:48.000 --> 00:11:51.000]  在哪裡的問題
[00:11:51.000 --> 00:11:52.000]  兩處都有出現
[00:11:52.000 --> 00:11:54.000]  然後也有質問他們
[00:11:54.000 --> 00:11:56.000]  你做了什麼
[00:11:56.000 --> 00:11:59.000]  你作的是什麼
[00:11:59.000 --> 00:12:00.000]  在這兩處裡面
[00:12:00.000 --> 00:12:04.000]  也有提到地是受咒詛
[00:12:04.000 --> 00:12:10.000]  而懲罰也是趕盡離開他的故土故地
[00:12:10.000 --> 00:12:13.000]  所以從這裡看來
[00:12:13.000 --> 00:12:17.000]  我們知道創世紀其實是想告訴我們
[00:12:17.000 --> 00:12:19.000]  該隱和阿八的故事
[00:12:19.000 --> 00:12:23.000]  可以說是人類墮落的續集
[00:12:23.000 --> 00:12:27.000]  第一集就是亞當夏娃的犯罪
[00:12:27.000 --> 00:12:32.000]  然後續集就是該隱和阿八的犯罪
[00:12:32.000 --> 00:12:35.000]  主要是該隱的犯罪
[00:12:35.000 --> 00:12:38.000]  在這個故事裡面
[00:12:38.000 --> 00:12:42.000]  就正如在這段經文的記述裡面
[00:12:42.000 --> 00:12:50.000]  提到罪就是一個伏在文明的門前
[00:12:50.000 --> 00:12:54.000]  一直纏繞著人類社會的一個噩夢
[00:12:54.000 --> 00:12:58.000]  而每一代的社會都要打醒精神
[00:12:58.000 --> 00:13:04.000]  如何去制服罪的那種前類
[00:13:04.000 --> 00:13:08.000]  人類社會面對著罪的威脅
[00:13:08.000 --> 00:13:11.000]  這是我今晚想和大家
[00:13:11.000 --> 00:13:14.000]  首先思考的一個部分
[00:13:14.000 --> 00:13:16.000]  罪究竟是怎樣
[00:13:16.000 --> 00:13:20.000]  究竟造成什麼對人類社會的威脅
[00:13:20.000 --> 00:13:21.000]  然後從這裡
[00:13:21.000 --> 00:13:24.000]  我會和大家一起思想
[00:13:24.000 --> 00:13:26.000]  上帝在這個處境
[00:13:26.000 --> 00:13:28.000]  在這個困局裡面
[00:13:28.000 --> 00:13:33.000]  上帝又給了我們什麼保護
[00:13:33.000 --> 00:13:37.000]  所以我首先會和大家一起思想
[00:13:37.000 --> 00:13:41.000]  文明要面對的這個噩夢
[00:13:41.000 --> 00:13:45.000]  我嘗試由三個向度去思考
[00:13:45.000 --> 00:13:49.000]  這段經文讓我們看到的
[00:13:49.000 --> 00:13:52.000]  罪對於我們這個世界
[00:13:52.000 --> 00:13:55.000]  對文明、對社會的威脅
[00:13:55.000 --> 00:13:56.000]  第一重的威脅
[00:13:56.000 --> 00:14:01.000]  我會說是忌恨的威脅
[00:14:01.000 --> 00:14:03.000]  在第二節
[00:14:03.000 --> 00:14:08.000]  我用的版本主要是基於和合本成經
[00:14:08.000 --> 00:14:12.000]  但是有某些地方我覺得需要改動
[00:14:12.000 --> 00:14:14.000]  我就作出一些輕微的改動
[00:14:14.000 --> 00:14:18.000]  所以我盡量跟隨和合本的版本
[00:14:18.000 --> 00:14:20.000]  在這裡第二節提到
[00:14:20.000 --> 00:14:22.000]  阿伯是牧羊的
[00:14:22.000 --> 00:14:25.000]  然後該人是種地的
[00:14:25.000 --> 00:14:27.000]  這個記載雖然是簡短
[00:14:27.000 --> 00:14:30.000]  但是提出了一件很重要的事情
[00:14:30.000 --> 00:14:34.000]  就是人類社會開始分工
[00:14:34.000 --> 00:14:39.000]  這是文明發展的重大里程碑
[00:14:39.000 --> 00:14:43.000]  但是這個也同時隱含著
[00:14:43.000 --> 00:14:48.000]  人類社會將要面對一些尖銳的挑戰
[00:14:48.000 --> 00:14:55.000]  分工意味著生活模式開始有分殊
[00:14:55.000 --> 00:15:00.000]  意味著勞動的成果會不同
[00:15:00.000 --> 00:15:07.000]  也意味著大家的際遇可以很不一樣
[00:15:07.000 --> 00:15:11.000]  差異可以造成張力
[00:15:11.000 --> 00:15:15.000]  而這段經文最令人意想不到的就是
[00:15:15.000 --> 00:15:23.000]  張力的爆發點竟然在最淑齡的活動中發生
[00:15:23.000 --> 00:15:25.000]  獻祭
[00:15:25.000 --> 00:15:28.000]  所以我們當中的弟兄姊妹同學
[00:15:28.000 --> 00:15:31.000]  你受訓就是去到教會
[00:15:31.000 --> 00:15:35.000]  去到上帝的祭壇面前去服侍
[00:15:35.000 --> 00:15:38.000]  這是高危行業
[00:15:38.000 --> 00:15:44.000]  獻祭壓力爆煲的點竟然就在獻祭中
[00:15:44.000 --> 00:15:49.000]  兩兄弟各自將工作的成果獻呈給上帝
[00:15:49.000 --> 00:15:54.000]  但是換來兩個截然不同的結果
[00:15:54.000 --> 00:15:56.000]  經文很簡單
[00:15:56.000 --> 00:15:59.000]  在第四節尾然後到第五節那裡交代
[00:15:59.000 --> 00:16:03.000]  就是耶和華看中了阿伯和他的共物
[00:16:03.000 --> 00:16:08.000]  只是看不中該人和他的共物
[00:16:08.000 --> 00:16:11.000]  上帝看中了阿伯和他的共物
[00:16:11.000 --> 00:16:15.000]  但是沒有看中該人所獻
[00:16:15.000 --> 00:16:17.000]  值得注意的地方是
[00:16:17.000 --> 00:16:22.000]  經文在這裡只是很平衡地報道兩邊的情況
[00:16:22.000 --> 00:16:25.000]  如果沒有任何前設預設
[00:16:25.000 --> 00:16:30.000]  或者暫時放下你主要學老師講的版本
[00:16:30.000 --> 00:16:31.000]  然後看經文的話
[00:16:31.000 --> 00:16:34.000]  你會發覺經文其實是很冷靜
[00:16:34.000 --> 00:16:37.000]  很平衡地報道兩邊的情況
[00:16:37.000 --> 00:16:42.000]  完全沒有作出任何價值判斷
[00:16:42.000 --> 00:16:44.000]  換言之
[00:16:44.000 --> 00:16:50.000]  經文在這裡沒有用一個成敗功過的角度
[00:16:50.000 --> 00:16:55.000]  去理解上帝看中或者看不中
[00:16:55.000 --> 00:16:57.000]  明白我的意思嗎?
[00:16:57.000 --> 00:17:01.000]  經文完全沒有這樣的味道
[00:17:01.000 --> 00:17:07.000]  在往後的解經家對於聖經這種沉默
[00:17:07.000 --> 00:17:11.000]  往往是窩窩攣,按耐不住
[00:17:11.000 --> 00:17:14.000]  所以我們看到很多的版本
[00:17:14.000 --> 00:17:16.000]  可能你主要學也聽過很多不同的版本
[00:17:16.000 --> 00:17:21.000]  就是千方百計試圖要去幫上帝解話
[00:17:21.000 --> 00:17:25.000]  為什麼上帝會對一個看中一個看不中呢?
[00:17:25.000 --> 00:17:29.000]  其中一個很流行的版本就是
[00:17:29.000 --> 00:17:32.000]  阿伯獻上的是最好的羊
[00:17:32.000 --> 00:17:39.000]  因為那裡講到他將頭身的羊和資油獻上
[00:17:39.000 --> 00:17:41.000]  所以他是最好的
[00:17:41.000 --> 00:17:45.000]  倒過來那個人當然是求求其其敷衍了事
[00:17:45.000 --> 00:17:47.000]  所以就失敗了
[00:17:47.000 --> 00:17:50.000]  上帝看中一個,沒有看中第二個
[00:17:50.000 --> 00:17:55.000]  但其實如果我們這樣想的話
[00:17:55.000 --> 00:18:04.000]  會不會正正跌入比較這個陷阱裡呢?
[00:18:04.000 --> 00:18:11.000]  我們會不會走不掉「成大得失」的心癮呢?
[00:18:11.000 --> 00:18:19.000]  而這個豈不是正正就是該癮要面對的心魔
[00:18:19.000 --> 00:18:24.000]  在第五節,聖經很生動地描述
[00:18:24.000 --> 00:18:27.000]  該人在這種糾結的情況下
[00:18:27.000 --> 00:18:29.000]  他受到那種煎熬
[00:18:29.000 --> 00:18:33.000]  他有些時候想著想著,心有不甘
[00:18:33.000 --> 00:18:37.000]  很激氣、憤怒
[00:18:37.000 --> 00:18:41.000]  有些時候又轉為垂頭喪氣
[00:18:41.000 --> 00:18:44.000]  很鬱悶、很鬱結
[00:18:44.000 --> 00:18:53.000]  所以我懷疑那個人是世界上第一個bipolar的人
[00:18:53.000 --> 00:18:57.000]  我們最理智的時候,最冷靜的時候
[00:18:57.000 --> 00:18:59.000]  我們大概都會明白到
[00:18:59.000 --> 00:19:02.000]  「你得不等於我失」
[00:19:02.000 --> 00:19:08.000]  我們都會明白到「你成功不代表我失敗」
[00:19:08.000 --> 00:19:11.000]  但是人性裡的理智
[00:19:11.000 --> 00:19:18.000]  在群體裡似乎是格外脆弱和無力
[00:19:18.000 --> 00:19:24.000]  在上個世紀,一位對這件事思考得最深刻的神學家
[00:19:24.000 --> 00:19:27.000]  要數的就是尼泊爾
[00:19:27.000 --> 00:19:30.000]  他的《Moral Man and Immoral Society》
[00:19:30.000 --> 00:19:33.000]  一個個體可以很理智
[00:19:33.000 --> 00:19:36.000]  但是在一個群體、在一個社會裡
[00:19:36.000 --> 00:19:39.000]  似乎突然之間有些很不理智的事情
[00:19:39.000 --> 00:19:42.000]  就可以在裡面發生
[00:19:42.000 --> 00:19:44.000]  「你得我失」
[00:19:44.000 --> 00:19:48.000]  當我們不斷沉溺在這種比較
[00:19:48.000 --> 00:19:51.000]  「你成功我失敗」的時候
[00:19:51.000 --> 00:19:58.000]  是可以伸出致命的忌恨出來
[00:19:58.000 --> 00:20:03.000]  你的成功造成我的失敗
[00:20:03.000 --> 00:20:07.000]  我今天的屈辱、我今天的失意
[00:20:07.000 --> 00:20:12.000]  完全是你一手造成
[00:20:12.000 --> 00:20:17.000]  那個人沒有留心去聽上帝的勸告
[00:20:17.000 --> 00:20:20.000]  制服他的心魔
[00:20:20.000 --> 00:20:25.000]  結果犯下彌天大罪
[00:20:25.000 --> 00:20:29.000]  這種怨毒忌恨的悲劇
[00:20:29.000 --> 00:20:34.000]  不斷在人類的歷史裡面重演
[00:20:34.000 --> 00:20:39.000]  不是停在該隱亞伯這件事當中
[00:20:39.000 --> 00:20:42.000]  上個世紀爆發了兩場
[00:20:42.000 --> 00:20:45.000]  影響人類歷史深遠的戰爭
[00:20:45.000 --> 00:20:48.000]  在第一次世界大戰的時候
[00:20:48.000 --> 00:20:54.000]  德國的軍隊非常奮勇地作戰
[00:20:54.000 --> 00:20:56.000]  當時他們要面對兩條戰線
[00:20:56.000 --> 00:20:59.000]  一條是西戰線一條是東戰線
[00:20:59.000 --> 00:21:02.000]  德國軍隊特別在西戰線的表現
[00:21:02.000 --> 00:21:05.000]  是十分之出色
[00:21:05.000 --> 00:21:10.000]  但後來因為各種戰略錯誤的緣故
[00:21:10.000 --> 00:21:13.000]  戰況急轉直下
[00:21:13.000 --> 00:21:17.000]  最後以戰敗告終
[00:21:17.000 --> 00:21:18.000]  戰敗之後
[00:21:18.000 --> 00:21:23.000]  德國要面對一個非常苛刻的凡爾賽條約
[00:21:23.000 --> 00:21:28.000]  令德國人的生活在水深火熱
[00:21:28.000 --> 00:21:29.000]  自此之後
[00:21:29.000 --> 00:21:33.000]  軍隊開始流行一種論調
[00:21:33.000 --> 00:21:35.000]  那種論調是這樣的
[00:21:35.000 --> 00:21:38.000]  認為德國軍隊是很優秀的軍隊
[00:21:38.000 --> 00:21:42.000]  所以根本不是德國的軍隊打敗仗
[00:21:42.000 --> 00:21:44.000]  為什麼會戰敗呢
[00:21:44.000 --> 00:21:49.000]  因為有鬼在後面抽我們後腳
[00:21:49.000 --> 00:21:51.000]  那個鬼是誰呢
[00:21:51.000 --> 00:21:57.000]  是猶太人在我們背後刺我們一刀
[00:21:57.000 --> 00:21:59.000]  這種論調
[00:21:59.000 --> 00:22:03.000]  深信不疑的人都不少
[00:22:03.000 --> 00:22:10.000]  其中一個名字叫阿道夫希特勒
[00:22:10.000 --> 00:22:13.000]  往後發生什麼悲劇
[00:22:13.000 --> 00:22:16.000]  這個我們都知道
[00:22:16.000 --> 00:22:25.000]  阿伯的血今日仍然不斷發出他的呼號
[00:22:25.000 --> 00:22:29.000]  第二重威脅我們的
[00:22:29.000 --> 00:22:31.000]  我稱之為是卸責
[00:22:31.000 --> 00:22:34.000]  irresponsibility
[00:22:34.000 --> 00:22:37.000]  當阿當犯罪之後
[00:22:37.000 --> 00:22:40.000]  上帝找回他
[00:22:40.000 --> 00:22:42.000]  呼喚他
[00:22:42.000 --> 00:22:44.000]  然後上帝問他
[00:22:44.000 --> 00:22:47.000]  你在哪裡
[00:22:47.000 --> 00:22:50.000]  同樣地在這段經文裡
[00:22:50.000 --> 00:22:53.000]  當該人犯罪之後
[00:22:53.000 --> 00:22:55.000]  上帝也找他
[00:22:55.000 --> 00:22:57.000]  也呼喚他
[00:22:57.000 --> 00:23:00.000]  向他發出一個非常類似的問題
[00:23:00.000 --> 00:23:02.000]  不過這次這個問題
[00:23:02.000 --> 00:23:05.000]  由你在哪裡
[00:23:05.000 --> 00:23:10.000]  轉變成為你的兄弟在哪裡
