
[00:00:00.000 --> 00:00:02.000]  (中辰的開始是一個意象)
[00:01:10.000 --> 00:01:12.000]  (我們將我們的生命)
[00:01:12.000 --> 00:01:14.000]  (委生在神學教育)
[00:01:14.000 --> 00:01:16.000]  (學成之後和家人)
[00:01:16.000 --> 00:01:18.000]  (要按照我們的承諾)
[00:01:18.000 --> 00:01:20.000]  (回到遠東 回到亞洲)
[00:01:20.000 --> 00:01:22.000]  (來開辦一間神學院)
[00:01:22.000 --> 00:01:24.000]  (我們這個計劃)
[00:01:24.000 --> 00:01:26.000]  (叫做Committed Group)
[00:01:26.000 --> 00:01:28.000]  (委生團)
[00:01:28.000 --> 00:01:30.000]  (我喜歡一個比喻)
[00:01:30.000 --> 00:01:32.000]  (什麼叫做委生)
[00:01:32.000 --> 00:01:34.000]  (就是美國太空總署)
[00:01:34.000 --> 00:01:36.000]  (當它發射)
[00:01:36.000 --> 00:01:38.000]  (一個人造衛星的時候)
[00:01:38.000 --> 00:01:40.000]  (它就倒數)
[00:01:40.000 --> 00:01:42.000]  (5 4 3 2 1)
[00:01:42.000 --> 00:01:44.000]  (Commit 就發射了)
[00:01:44.000 --> 00:01:46.000]  (不能回頭)
[00:01:46.000 --> 00:01:48.000]  (這個就是委生的意思)
[00:01:52.000 --> 00:01:54.000]  (這個名字叫做中國)
[00:01:54.000 --> 00:01:56.000]  (神學院的中國)
[00:01:56.000 --> 00:01:58.000]  (主要是來自我們一個中國心)
[00:01:58.000 --> 00:02:00.000]  (我們愛中國)
[00:02:00.000 --> 00:02:02.000]  (關心中國教會)
[00:02:02.000 --> 00:02:04.000]  (之前想過在香港)
[00:02:04.000 --> 00:02:06.000]  (在台灣或是新加坡)
[00:02:06.000 --> 00:02:08.000]  (所以地點)
[00:02:08.000 --> 00:02:10.000]  (我們不用當地的名字取名)
[00:02:10.000 --> 00:02:12.000]  (當然當時聽來)
[00:02:12.000 --> 00:02:14.000]  (就有點怪)
[00:02:14.000 --> 00:02:16.000]  (當時香港還沒有回歸)
[00:02:16.000 --> 00:02:18.000]  (還沒有縮過一部分)
[00:02:18.000 --> 00:02:20.000]  (但我們的心是於中國)
[00:02:20.000 --> 00:02:22.000]  (1971年)
[00:02:22.000 --> 00:02:24.000]  (當時我在英國讀書)
[00:02:24.000 --> 00:02:26.000]  (教會來了陳濟文牧師)
[00:02:26.000 --> 00:02:28.000]  (馮仁坤博士)
[00:02:28.000 --> 00:02:30.000]  (他們兩位很大力宣傳忠臣)
[00:02:30.000 --> 00:02:32.000]  (所以當我畢業後)
[00:02:32.000 --> 00:02:34.000]  (回到香港)
[00:02:34.000 --> 00:02:36.000]  (當時還沒有地鐵)
[00:02:36.000 --> 00:02:38.000]  (我第一時間就)
[00:02:38.000 --> 00:02:40.000]  (坐九龍塘巴士)
[00:02:40.000 --> 00:02:42.000]  (七號巴士)
[00:02:42.000 --> 00:02:44.000]  (來到多順街)
[00:02:44.000 --> 00:02:46.000]  (來看看忠臣的校舍)
[00:02:46.000 --> 00:02:48.000]  (我當時已經建立了)
[00:02:48.000 --> 00:02:50.000]  (對忠臣的信任)
[00:02:50.000 --> 00:02:52.000]  (和想深入認識)
[00:02:52.000 --> 00:02:54.000]  (忠臣我覺得)
[00:02:54.000 --> 00:02:56.000]  (好像一個運動)
[00:02:56.000 --> 00:02:58.000]  (他們做的事)
[00:02:58.000 --> 00:03:00.000]  (當時教會沒有)
[00:03:00.000 --> 00:03:02.000]  (我最記得的是非黑白)
[00:03:02.000 --> 00:03:04.000]  (那個大型的)
[00:03:04.000 --> 00:03:06.000]  (叫做什麼)
[00:03:06.000 --> 00:03:08.000]  (是一個活動)
[00:03:08.000 --> 00:03:10.000]  (裡面有很多講座)
[00:03:10.000 --> 00:03:12.000]  (現在我們叫做)
[00:03:12.000 --> 00:03:14.000]  (Workshop)
[00:03:14.000 --> 00:03:16.000]  (我們在那裡)
[00:03:16.000 --> 00:03:18.000]  (叫做Workshop)
[00:03:18.000 --> 00:03:20.000]  (裡面有很多的題目)
[00:03:20.000 --> 00:03:22.000]  (由早到晚一天)
[00:03:22.000 --> 00:03:24.000]  (我想在當時的教會)
[00:03:24.000 --> 00:03:26.000]  (是一個很震撼)
[00:03:26.000 --> 00:03:28.000]  (我最記得第一課就是)
[00:03:28.000 --> 00:03:30.000]  (周牧師的《舊約》)
[00:03:30.000 --> 00:03:32.000]  (《道論》)
[00:03:32.000 --> 00:03:34.000]  (我們經常坐在門口)
[00:03:34.000 --> 00:03:36.000]  (草地聊天)
[00:03:36.000 --> 00:03:38.000]  (當時宿舍的學生)
[00:03:38.000 --> 00:03:40.000]  (很喜歡夜太晚回來)
[00:03:40.000 --> 00:03:42.000]  (很喜歡爬那棵樹)
[00:03:42.000 --> 00:03:44.000]  (很喜歡爬那棵樹)
[00:03:44.000 --> 00:03:46.000]  (很喜歡爬那棵樹)
[00:03:46.000 --> 00:03:48.000]  (進來宿舍)
[00:03:48.000 --> 00:03:50.000]  (我們就看著數)
[00:03:50.000 --> 00:03:52.000]  (今晚有多少個遲到回來宿舍)
[00:03:52.000 --> 00:03:54.000]  (我們就經常在中晨)
[00:03:54.000 --> 00:03:56.000]  (我們叫做打燈)
[00:03:56.000 --> 00:03:58.000]  (所以在那段時間)
[00:03:58.000 --> 00:04:00.000]  (建立了一個)
[00:04:00.000 --> 00:04:02.000]  (大家很熟悉的環境)
[00:04:02.000 --> 00:04:04.000]  (我和很多位老師)
[00:04:04.000 --> 00:04:06.000]  (大家都很熟悉)
[00:04:06.000 --> 00:04:08.000]  (我記得那些老師)
[00:04:08.000 --> 00:04:10.000]  (我們在那裡夜晚聊天)
[00:04:10.000 --> 00:04:12.000]  (很多時候都有糖水吃)
[00:04:12.000 --> 00:04:14.000]  (我們一起煲了糖水)
[00:04:14.000 --> 00:04:16.000]  (拿出來草地給不同的老師)
[00:04:16.000 --> 00:04:18.000]  (捧不同的糖水)
[00:04:18.000 --> 00:04:20.000]  (我都記得這些形象)
[00:04:20.000 --> 00:04:24.000]  (1975年)
[00:04:24.000 --> 00:04:26.000]  (九月開校的時候)
[00:04:26.000 --> 00:04:28.000]  (到五月的時候還沒有校舍)
[00:04:28.000 --> 00:04:30.000]  (都不知道在哪裡上課)
[00:04:30.000 --> 00:04:32.000]  (當時譚牧師和我們)
[00:04:32.000 --> 00:04:34.000]  (到處找地方)
[00:04:34.000 --> 00:04:36.000]  (打算在窩打老道)
[00:04:36.000 --> 00:04:38.000]  (租一層樓)
[00:04:38.000 --> 00:04:40.000]  (直到1975年)
[00:04:40.000 --> 00:04:42.000]  (六月的時候)
[00:04:42.000 --> 00:04:44.000]  (我們才找到德雲道)
[00:04:44.000 --> 00:04:46.000]  (業主)
[00:04:46.000 --> 00:04:48.000]  (一個很愛主的基督徒)
[00:04:48.000 --> 00:04:50.000]  (用很低市價)
[00:04:50.000 --> 00:04:52.000]  (一半的價錢賣給我們)
[00:04:52.000 --> 00:04:54.000]  (當時我們都沒有錢賣)
[00:04:54.000 --> 00:04:56.000]  (一個月他收我們)
[00:04:56.000 --> 00:04:58.000]  (一萬元租金)
[00:04:58.000 --> 00:05:00.000]  (給我們三年之內可以籌款)
[00:05:00.000 --> 00:05:02.000]  (而這三年裡)
[00:05:02.000 --> 00:05:04.000]  (我們所交的租金)
[00:05:04.000 --> 00:05:06.000]  (即是36萬)
[00:05:06.000 --> 00:05:08.000]  (都算在)
[00:05:08.000 --> 00:05:10.000]  (一層樓的價錢)
[00:05:10.000 --> 00:05:12.000]  (現在五十年後)
[00:05:12.000 --> 00:05:14.000]  (這個地方都過億了)
[00:05:14.000 --> 00:05:16.000]  (這都是一層樓的)
[00:05:16.000 --> 00:05:18.000]  (成長因點)
[00:05:18.000 --> 00:05:20.000]  (參加了董事會)
[00:05:20.000 --> 00:05:22.000]  (我能夠形容)
[00:05:22.000 --> 00:05:24.000]  (見到很多神蹟)
[00:05:24.000 --> 00:05:26.000]  (很多時都是)
[00:05:26.000 --> 00:05:28.000]  (無變為有)
[00:05:28.000 --> 00:05:30.000]  (我們經歷過很多)
[00:05:30.000 --> 00:05:32.000]  (風浪)
[00:05:32.000 --> 00:05:34.000]  (包括買多瑟街)
[00:05:34.000 --> 00:05:36.000]  (重建多瑟街)
[00:05:36.000 --> 00:05:38.000]  (然後德雲道的重建)
[00:05:38.000 --> 00:05:40.000]  (很多這些)
[00:05:40.000 --> 00:05:42.000]  (全部都是神蹟)
[00:05:42.000 --> 00:05:44.000]  (每一次做決定)
[00:05:44.000 --> 00:05:46.000]  (我們都沒有錢)
[00:05:46.000 --> 00:05:48.000]  (我最記得)
[00:05:48.000 --> 00:05:50.000]  (很大的決定)
[00:05:50.000 --> 00:05:52.000]  (要賣沙福道)
[00:05:52.000 --> 00:05:54.000]  (很不捨得)
[00:05:54.000 --> 00:05:56.000]  (但結果都要賣)
[00:05:56.000 --> 00:05:58.000]  (因為根本沒有錢)
[00:05:58.000 --> 00:06:00.000]  (而當時最令我感動)
[00:06:00.000 --> 00:06:02.000]  (就是一班老師)
[00:06:02.000 --> 00:06:04.000]  (他們願意)
[00:06:04.000 --> 00:06:06.000]  (收少十分之一)
[00:06:06.000 --> 00:06:08.000]  (不只是老師)
[00:06:08.000 --> 00:06:10.000]  (包括其他行政同工)
[00:06:10.000 --> 00:06:12.000]  (他們收少十分之一薪水)
[00:06:12.000 --> 00:06:14.000]  (來支持)
[00:06:14.000 --> 00:06:16.000]  (當時很困難的)
[00:06:16.000 --> 00:06:18.000]  (經濟環境)
[00:06:18.000 --> 00:06:20.000]  (這件事)
[00:06:20.000 --> 00:06:22.000]  (令董事會)
[00:06:22.000 --> 00:06:24.000]  (非常感動)
[00:06:24.000 --> 00:06:26.000]  (他們真的覺得)
[00:06:26.000 --> 00:06:28.000]  (忠臣是他們的家)
[00:06:28.000 --> 00:06:30.000]  (多瑟街的重建)
[00:06:30.000 --> 00:06:32.000]  (當時我們的建築)
[00:06:32.000 --> 00:06:34.000]  (高紀祥)
[00:06:34.000 --> 00:06:36.000]  (他本來有病)
[00:06:36.000 --> 00:06:38.000]  (要休息)
[00:06:38.000 --> 00:06:40.000]  (休息的一段時間)
[00:06:40.000 --> 00:06:42.000]  (他免費幫我們)
[00:06:42.000 --> 00:06:44.000]  (做好這兩個校舍)
[00:06:44.000 --> 00:06:46.000]  (其中一樣)
[00:06:46.000 --> 00:06:48.000]  (我最記得很難解決)
[00:06:48.000 --> 00:06:50.000]  (就是多瑟街)
[00:06:50.000 --> 00:06:52.000]  (裏面的亭)
[00:06:52.000 --> 00:06:54.000]  (當時政府)
[00:06:54.000 --> 00:06:56.000]  (最記得不准我們拆)
[00:06:56.000 --> 00:06:58.000]  (我們用了很多方法)
[00:06:58.000 --> 00:07:00.000]  (原來發覺不可以拆)
[00:07:00.000 --> 00:07:02.000]  (所以我們用很大方法)
[00:07:02.000 --> 00:07:04.000]  (將整個亭)
[00:07:04.000 --> 00:07:06.000]  (搬到現在的地方)
[00:07:06.000 --> 00:07:08.000]  (結果那個校舍)
[00:07:08.000 --> 00:07:10.000]  (才可以開工)
[00:07:10.000 --> 00:07:12.000]  (這些人)
[00:07:12.000 --> 00:07:14.000]  (我們想來想去)
[00:07:14.000 --> 00:07:16.000]  (都想不到很多方法)
[00:07:16.000 --> 00:07:18.000]  (其實很多時候)
[00:07:18.000 --> 00:07:20.000]  (在董事會談論)
[00:07:20.000 --> 00:07:22.000]  (發覺神有給我們)
[00:07:22.000 --> 00:07:24.000]  (一些智慧去做)
[00:07:24.000 --> 00:07:28.000]  (覺得有很多教會)
[00:07:28.000 --> 00:07:30.000]  (很多時候)
[00:07:30.000 --> 00:07:32.000]  (有消極的看法)
[00:07:32.000 --> 00:07:34.000]  (舉例有些人)
[00:07:34.000 --> 00:07:36.000]  (有種種原因)
[00:07:36.000 --> 00:07:38.000]  (他們離開 移民)
[00:07:38.000 --> 00:07:40.000]  (有些教會)
[00:07:40.000 --> 00:07:42.000]  (純粹是看人數的減少)
[00:07:42.000 --> 00:07:44.000]  (或者牧者的)
[00:07:44.000 --> 00:07:46.000]  (傳道人的離開)
[00:07:46.000 --> 00:07:48.000]  (其實每一個時代)
[00:07:48.000 --> 00:07:50.000]  (我自己覺得)
[00:07:50.000 --> 00:07:52.000]  (任何的轉變)
[00:07:52.000 --> 00:07:54.000]  (都在神的掌握之中)
[00:07:54.000 --> 00:07:56.000]  (這個時期)
[00:07:56.000 --> 00:07:58.000]  (香港教會是一個)
[00:07:58.000 --> 00:08:00.000]  (好好去重組)
[00:08:00.000 --> 00:08:02.000]  (和反思的機會)
[00:08:02.000 --> 00:08:04.000]  (我們可能)
[00:08:04.000 --> 00:08:06.000]  (要帶來一些轉變)
[00:08:06.000 --> 00:08:08.000]  (我們侍奉的對象)
[00:08:08.000 --> 00:08:10.000]  (我們怎樣去適應)
[00:08:10.000 --> 00:08:12.000]  (但有一樣東西)
[00:08:12.000 --> 00:08:14.000]  (我覺得教會是不可以放棄的)
[00:08:14.000 --> 00:08:16.000]  (就是神的話語)
[00:08:16.000 --> 00:08:18.000]  (這個就是忠臣)
[00:08:18.000 --> 00:08:20.000]  (是不可以放棄的)
[00:08:20.000 --> 00:08:22.000]  (就是忠臣的話語)
[00:08:22.000 --> 00:08:24.000]  (這個就是忠臣的話語)
[00:08:24.000 --> 00:08:26.000]  (忠臣是)
[00:08:26.000 --> 00:08:28.000]  (要繼續存在的)
[00:08:28.000 --> 00:08:30.000]  (一個很重要的原因)
[00:08:30.000 --> 00:08:32.000]  (我記得很多年前)
[00:08:32.000 --> 00:08:34.000]  (有一位基督徒)
[00:08:34.000 --> 00:08:36.000]  (我們的弟兄)
[00:08:36.000 --> 00:08:38.000]  (他是中文大學)
[00:08:38.000 --> 00:08:42.000]  (工商管理系的主任)
[00:08:42.000 --> 00:08:44.000]  (有人問他)
[00:08:44.000 --> 00:08:46.000]  (你有沒有怎樣去)
[00:08:46.000 --> 00:08:48.000]  (代理、講學、教授)
[00:08:48.000 --> 00:08:50.000]  (他就答覆說)
[00:08:50.000 --> 00:08:52.000]  (他先搞好自己)
[00:08:52.000 --> 00:08:54.000]  (大學裏面)
[00:08:54.000 --> 00:08:56.000]  (工商管理系先搞好)
[00:08:56.000 --> 00:08:58.000]  (以至可以成為別人的借鏈)
[00:08:58.000 --> 00:09:00.000]  (這個說話給我很大的鼓勵)
[00:09:00.000 --> 00:09:02.000]  (當時我就說)
[00:09:02.000 --> 00:09:04.000]  (我要先搞好忠臣)
[00:09:04.000 --> 00:09:06.000]  (包康學院之後)
[00:09:06.000 --> 00:09:08.000]  (自然人家可以)
[00:09:08.000 --> 00:09:10.000]  (從我們的成果)
[00:09:10.000 --> 00:09:12.000]  (有所借鏈、有所分享)
[00:09:12.000 --> 00:09:14.000]  (當然我們不要只講自己)
[00:09:14.000 --> 00:09:16.000]  (我們都希望有貢獻在裏面)
[00:09:16.000 --> 00:09:18.000]  (但很多時候)
[00:09:18.000 --> 00:09:20.000]  (不可以有我們)
[00:09:20.000 --> 00:09:22.000]  (過去很多年)
[00:09:22.000 --> 00:09:24.000]  (很多人問我)
[00:09:24.000 --> 00:09:26.000]  (大陸事工有什麼計劃)
[00:09:26.000 --> 00:09:28.000]  (我說沒有計劃)
[00:09:28.000 --> 00:09:30.000]  (因為不到我們計劃)
[00:09:30.000 --> 00:09:32.000]  (任何機會都是神所給予)
[00:09:32.000 --> 00:09:34.000]  (所以有機會一來)
[00:09:34.000 --> 00:09:36.000]  (到門一開)
[00:09:36.000 --> 00:09:38.000]  (就要把握機會)
[00:09:38.000 --> 00:09:40.000]  (很多事不能有我們)
[00:09:40.000 --> 00:09:42.000]  (我們只能夠很被動)
[00:09:42.000 --> 00:09:44.000]  (或者被動的主動)
[00:09:44.000 --> 00:09:46.000]  (有機會再去做)
[00:09:46.000 --> 00:09:48.000]  (特別是回歸之後)
[00:09:48.000 --> 00:09:50.000]  (我們和內地)
[00:09:50.000 --> 00:09:52.000]  (都有一些距離)
[00:09:52.000 --> 00:09:54.000]  (我們不能夠直接)
[00:09:54.000 --> 00:09:56.000]  (參與很多內地的事)
[00:09:56.000 --> 00:09:58.000]  (但問題是)
[00:09:58.000 --> 00:10:00.000]  (很多機會我們可以學習)
[00:10:00.000 --> 00:10:02.000]  (可以借鏈、可以貢獻)
[00:10:02.000 --> 00:10:04.000]  (所以我相信)
[00:10:04.000 --> 00:10:06.000]  (我們一定要準備好)
[00:10:06.000 --> 00:10:08.000]  (當時機來到的時候)
[00:10:08.000 --> 00:10:10.000]  (我們就把握機會去做)
[00:10:10.000 --> 00:10:16.000]  (忠臣應該繼續)
[00:10:16.000 --> 00:10:18.000]  (一個很重要的事工)
[00:10:18.000 --> 00:10:20.000]  (不是訓練一班)
[00:10:20.000 --> 00:10:22.000]  (有學位的畢業同學)
[00:10:22.000 --> 00:10:26.000]  (而是教會)
[00:10:26.000 --> 00:10:28.000]  (我作為一個參加教會的信徒)
[00:10:28.000 --> 00:10:32.000]  (我們需要更多)
[00:10:32.000 --> 00:10:34.000]  (關注人的工作)
[00:10:34.000 --> 00:10:36.000]  (因為教會是人的)
[00:10:36.000 --> 00:10:38.000]  (有人的地方)
[00:10:38.000 --> 00:10:40.000]  (那牧者)
[00:10:40.000 --> 00:10:42.000]  (忠臣是繼續)
[00:10:42.000 --> 00:10:44.000]  (教導牧者)
[00:10:44.000 --> 00:10:46.000]  (牧者應該)
[00:10:46.000 --> 00:10:48.000]  (進入教會)
[00:10:48.000 --> 00:10:50.000]  (做人的工作)
[00:10:50.000 --> 00:10:52.000]  (當然神學教育)
[00:10:52.000 --> 00:10:54.000]  (是以服侍教會為準)
[00:10:54.000 --> 00:10:56.000]  (不是訓練學者)
[00:10:56.000 --> 00:10:58.000]  (而是訓練全道人)
[00:10:58.000 --> 00:11:00.000]  (要學術和靈性兼備)
[00:11:00.000 --> 00:11:02.000]  (我們投身神學教育)
[00:11:02.000 --> 00:11:04.000]  (一定要相信)
[00:11:04.000 --> 00:11:06.000]  (神學教育是可以大力改變的)
[00:11:06.000 --> 00:11:08.000]  (我想我們要有一個)
[00:11:08.000 --> 00:11:10.000]  (同時要變)
[00:11:10.000 --> 00:11:12.000]  (也是不變的立場)
[00:11:12.000 --> 00:11:14.000]  (不變就是我們的信仰不變)
[00:11:14.000 --> 00:11:16.000]  (我們堅守我們所信的)
[00:11:16.000 --> 00:11:18.000]  (確實我們的福音)
[00:11:18.000 --> 00:11:20.000]  (是這個時代)
[00:11:20.000 --> 00:11:22.000]  (這個世代所需要的)
[00:11:22.000 --> 00:11:24.000]  (唯有福音在人的心裡)
[00:11:24.000 --> 00:11:26.000]  (才大力改變)
[00:11:26.000 --> 00:11:28.000]  (但是我們也需要變)
[00:11:28.000 --> 00:11:30.000]  (要與時並進)
[00:11:30.000 --> 00:11:32.000]  (新一代的人一定要)
[00:11:32.000 --> 00:11:34.000]  (跟上時代)
[00:11:34.000 --> 00:11:36.000]  (要察覺一下)
[00:11:36.000 --> 00:11:38.000]  (今天用的是什麼語言)
[00:11:38.000 --> 00:11:40.000]  (人的想法)
[00:11:40.000 --> 00:11:42.000]  (不要把舊時的套路)
[00:11:42.000 --> 00:11:44.000]  (搬回來用)
[00:11:44.000 --> 00:11:46.000]  (一定要對正一下)
[00:11:46.000 --> 00:11:48.000]  (我們的信仰是可以)
[00:11:48.000 --> 00:11:50.000]  (一定不變)
[00:11:50.000 --> 00:11:52.000]  (但其他我們要怎樣適應)
[00:11:52.000 --> 00:11:54.000]  (現今的轉變)
[00:11:54.000 --> 00:11:56.000]  (我們要不斷試)
[00:11:56.000 --> 00:11:58.000]  (堅守自己的信仰)
[00:11:58.000 --> 00:12:00.000]  (忘記背後 努力面前)
[00:12:00.000 --> 00:12:02.000]  (活在當下 面向將來)
[00:12:02.000 --> 00:12:04.000]  (忠臣五十週年 遠慶)
[00:12:04.000 --> 00:12:06.000]  (向未來跨步)
[00:12:06.000 --> 00:12:08.000]  (願以我們的名義)
[00:12:08.000 --> 00:12:10.000]  (向前進)
[00:12:10.000 --> 00:12:12.000]  (字幕製作:貝爾)
[00:12:12.000 --> 00:12:14.000]  (字幕製作:貝爾)

