
[00:00:00.000 --> 00:00:16.000]  請朱牧師和Gin上台,如果想要發問的人可以站在台中間提出你的發問。
[00:04:44.000 --> 00:05:11.000]  (朱牧師)其實我覺得字眼在我們做一些大家覺得好像是新的事情的時候,有時候會missleading的,其實一個ministry,我們每一個信徒都有一個職份,我們都有我們的ministry,我們也在做一些服務,一些事工。
[00:05:11.000 --> 00:05:24.000]  (朱牧師)我們看到的現象就是很多在職信徒,其實他們是在牧養他身邊的人,即是安慰、關顧,甚至將福音帶給他們,將他們帶到神面前。
[00:05:24.000 --> 00:05:49.000]  (朱牧師)其實牧者的某一些職份,其實是他們自然在做的。至於需不需要真的冠以所謂的職場牧者的名字呢?我覺得這個是不可一不的一個名字,重點是大家要演繹來活出這個道,讓道在我們身上讓人看到。
[00:05:49.000 --> 00:06:16.000]  (李卓人)對我來說,我們要清楚職場是什麼意思,不同的人有不同的職場,當然最合理的就是他們上班在公司裡面,或者什麼都想過是他的職場,但是對很多其他人來說,譬如對家庭主婦來說,他的職場是他的family,對另外一些人來說,他的職場可能是他做義工,他退休去做義工等等。
[00:06:16.000 --> 00:06:40.000]  我作為一個他們的牧師,我就是用Paul Stevens的觀念,就是我equip他們,裝備他們,以致他們能夠在他們的職場當中,去將神的道做鼓勵也好,做教導也好,做安慰也好,做訴訟也好,這個就是最簡單的理解。
[00:06:40.000 --> 00:06:47.000]  (主持)有沒有人有問題?
[00:06:47.000 --> 00:06:54.000]  (主持)你不問就阿Kim問。
[00:06:54.000 --> 00:07:21.000]  (李卓人)你這麼勾目不問,我就問題老年了。其實我想你講講一些故事,因為我當年在牧會,我31歲就被人家按了,然後就做了一個中文堂的主任牧師,你剛才說的那些全部我不懂,幸好我不懂,懂了就不做了,不過不懂就傻傻的去做了幾年。
[00:07:21.000 --> 00:07:44.000]  不過反而我主要的問題就是,譬如我的教會其實很刺激的,我第一個牧的教會,主任牧師被人accuse,總之有些金錢上的問題,就停職了幾個月,然後再回來。我第二個幫手的教會,就是牧師和教會搞到建堂財政問題要上法庭,所以很刺激的。
[00:07:44.000 --> 00:08:10.000]  反而這些都不是問題,問題是在你personal或者你見過比較intimate知道的case,有一個case就是牧者和教會的leader,有些很嚴重的分歧,accuse,甚至有些wrong doing,在這樣的case的時候,牧者如果assume truly innocent,
[00:08:10.000 --> 00:08:20.000]  他怎樣去resolve這些領袖和他之間的衝突和誤解呢?有沒有一些case可以分享一下呢?
[00:08:20.000 --> 00:08:47.000]  我沒有什麼被人accuse,不過假如說,經常都有牧師和會眾,牧師和信徒領袖是disagree的。譬如這樣說,我用一個例子就是,做了幾年之後,教會突然間信徒領袖在執事說,
[00:08:47.000 --> 00:09:04.000]  不如我們想引入一個東西叫做每年有的annual review,雖然我還沒有做牧職之前,我不是做很多工作,不是在secular world裡面做的,不過我大概知道annual review是什麼意思。
[00:09:04.000 --> 00:09:18.000]  但是我又知道當他和我分享這件事的時候,徵求我的同意的時候,我知道其實不是徵求我的同意,是支配我的,總之你要照做。
[00:09:18.000 --> 00:09:42.000]  我想了一會兒,我就說好啊,我們照做,我們想清楚我們每一次annual review是做什麼的,annual review是要來做什麼的,我就告訴他,annual review是幫我去做evaluation,evaluate我在教會的時風好不好。
[00:09:42.000 --> 00:09:57.000]  我說你們作為和我最親密的戰友,worked the closest,如果我做錯事,你都不說我,沒有人會說我的,這是第一。
[00:09:57.000 --> 00:10:13.000]  第二就是如果你和我合作得最多,而你們有事不說我,不和我談,你們多數在背後說,那我就寧願在我面前說,比你在我背後說好。
[00:10:13.000 --> 00:10:35.000]  不過我知道做annual review背後的目的就是educational,是教育我,是幫我成長,幫我refine我的時風質素,以至我能夠來年我的時風更加好。
[00:10:35.000 --> 00:10:49.000]  我還要說多一點,就是多謝你花時間在我身上,為了我的好處,建立我,以至他要花那麼多時間和我談。
[00:10:49.000 --> 00:11:06.000]  因為如果我好,教會就好,我有質素,教會的時風質素就有質素,所以他們做得很好。
[00:11:06.000 --> 00:11:27.000]  第三就是目的和我們的薪酬是不掛勾的,教牧童工的薪酬,供養神的工人是應當的,
[00:11:27.000 --> 00:11:39.000]  所以在這些地方,我叫做玩他的遊戲,不過我是redefine他的遊戲規則,和redefine他的遊戲的scope,
[00:11:39.000 --> 00:11:55.000]  以至在運作上,我們做得很愉快,結果我們很多年的annual review,我們在酒樓進行,
[00:11:55.000 --> 00:12:06.000]  他請我吃飯,然後在酒樓大家聊聊天,當然過程中還有些竅門,譬如他說朱牧師你做得不太好,
[00:12:06.000 --> 00:12:17.000]  我問他有什麼不好,可否舉個事例給我聽,讓我知道什麼問題不好,當我知道什麼事例,
[00:12:17.000 --> 00:12:26.000]  我就知道那次我真的說錯話,或那次我錯誤理解了別人的話,我就知道為什麼,
[00:12:26.000 --> 00:12:37.000]  否則你不把事件告訴我,其實就純粹說那樣不太好,那樣不太好,這樣不行的,
[00:12:37.000 --> 00:12:48.000]  所以這個就是我一直在他身上學習的東西,所以你會發覺我回想起來,第一我自己有開放的心態,
[00:12:48.000 --> 00:12:58.000]  我願意接納,第二我不當他是我競爭對手,或是要抗衡的對手,而是我的侍奉上的同工partner,
[00:12:58.000 --> 00:13:05.000]  第三就是我去redefine他所做的事,類似這樣,這是其中一個故事。
[00:13:05.000 --> 00:13:19.000]  我其實還沒想清楚我的問題是什麼,不過我先問了,因為我覺得很難得見到一位牧師和Jean在marketplace裏面,
[00:13:19.000 --> 00:13:33.000]  但我看到一個牧者在教會裏面的牧羊和在marketplace的職場的牧者,中間有一個group人就是機球,
[00:13:33.000 --> 00:13:49.000]  我來自機球,我覺得整天身份很怪的,我也不知道我是誰,教會有時很respect機球的人,但有時教會踩到機球的人就扁了。
[00:13:49.000 --> 00:14:01.000]  我記得和歐牧拍檔的時候,歐牧經常說這個教會官不是堂會官,在他的教會官裏面就included機球,
[00:14:01.000 --> 00:14:15.000]  其實機球可以怎樣定位,或者教會怎樣和機球合作做牧羊,其實是可以雙步雙成的,
[00:14:15.000 --> 00:14:21.000]  其實在你的角度裏面,你怎樣看機球,機球究竟是不是教會呢?
[00:14:21.000 --> 00:14:33.000]  在我的角度裏面,我會覺得機球是教會,因為在我的機球裏面有牧師,我們會有聖餐,我們唯一不做的就是浸禮,因為每個人都浸了才來。
[00:14:33.000 --> 00:14:56.000]  我想知道機構是不是market place,有些教會會當機構頂展會,你都是market place,所以你不是一個專職的minister,機構怎樣定位會好一些呢?
[00:14:56.000 --> 00:15:15.000]  這是第一個問題,第二個問題其實你剛才差不多答了我的,因為在第八頁你講到商館文化慢慢滲入教會,你帶著一個比較negative tone來說,要去衡量,要有指標等等。
[00:15:15.000 --> 00:15:37.000]  但你現在又講了,其實你用的這個evaluation都是可以在商館裏面的,其實商館裏面有很多好東西,有時候教會真的沒有用到,因為你都講到馬丁路德講的目的裏面,其中一個就是要搞秩序,現在很多時候教會沒有秩序。
[00:15:37.000 --> 00:15:48.000]  其實這個是不是我們應該educate多一些教會一些商館裏面,但是transform了的東西呢?
[00:15:48.000 --> 00:16:16.000]  我答第二個問題很快,其實我寫那篇文章的時候,你現在pick up的那些negative tone,是因為我跟牧師聊天的時候,他們分享到這些類似的時候,你現在的negative tone已經tune down了,其實相當強烈的不滿,所以我寫的時候可能不期然都將他們的情緒引入了。
[00:16:16.000 --> 00:16:19.000]  我先回答第二個問題。
[00:16:19.000 --> 00:16:44.000]  對於我來說,我自己教會是一個小傳道,所以對我來說,堂會其實不是堂會,其實應該是教會群體,是整個的教會群體。而職場其實不是上班的場景,其實是每一個你去履行你職事的場景,包括募職的場景。
[00:16:44.000 --> 00:17:03.000]  所以如果你說商館文化進入了教會,其實我們要思考怎樣去用那些工具,一份form在你面前,其實它只是form來的,是我們導著這份東西,我們怎樣去在關係裏面給予建立。
[00:17:03.000 --> 00:17:19.000]  所以我覺得商館文化在教會當中是有某程度的正面作用的,問題是一般的教會未必懂得去接納和善用。
[00:17:19.000 --> 00:17:33.000]  例如剛才我們說的教會,很多教會,特別是日子短的教會,沒有宗派背景的教會,是沒有甚麼規矩的,亂來的。
[00:17:33.000 --> 00:17:50.000]  你看回他們的constitution,有沒有搞錯,這樣的constitution還是constitution,我試過去看一些教會的時候,他們的constitution是完全離譜的。問題是為甚麼constitution能夠存在這麼多年。
[00:17:50.000 --> 00:18:11.000]  所以現在商館文化的元素進入了,是幫助我們重新將教會的體制,教會不單是organization,能夠將一個機構能夠立會正軌,in order,我覺得這是一個好機會。
[00:18:11.000 --> 00:18:30.000]  例如我們教會執事會談很多guidelines,policy,我幫他們一起談,有時他們談的時候,他們不懂得談,我說朱牧師你先講一套,先講一套,就用那些題目先講一套,
[00:18:30.000 --> 00:18:52.000]  trust discipline的policy,或者是婚姻,各方面不同的都有。所以有時我們做牧師是幫助教會,他們懂得如何去定guidelines policy,我覺得是很正面的。
[00:18:52.000 --> 00:18:57.000]  關於機構的問題,你對機構有沒有看法?
[00:18:57.000 --> 00:19:15.000]  對我來說機構是沒有問題的,我是完全不接納的,因為我也是來自機構的,我還沒做牧師之前,我在基督徒三方團契做了很多年,我差點最後回到基督徒三方團契再做,不過後來就長話短說。
[00:19:15.000 --> 00:19:44.000]  所以對我來說,我經常覺得教會是一個栽培的基地,我懂得的東西我可以栽培他們,我不懂的東西,一些比較專門的東西,比如宣教也好,輔導也好,什麼也好,需要借助一些不同的機構幫忙,一起去幫助建立信徒。
[00:19:44.000 --> 00:20:03.000]  當然他們被栽培之後,他們回去侍奉的時候,可能又要再借助一些不同的機構,宣教機構,去宣教工場,或者去不同的機構當中特別的侍奉,比如關顧癌症病人,
[00:20:03.000 --> 00:20:17.000]  關顧癌症病人的機構很能夠作為我們警察的頂子妹,出去侍奉,做義工什麼也好,的一個地方。
[00:20:17.000 --> 00:20:35.000]  所以機構對我作為教會來說,既是一個協助我栽培會眾頂子妹的資源,也是他們被栽培之後回去的任務,所以我很簡單的理解。
[00:20:35.000 --> 00:20:52.000]  我剛才聽到,我不知道May是不是想問這件事,關於機構,他剛才問機構是不是教會呢?機構裡面有些牧師,在機構裡面是不是在牧妹呢?還是他只是在那裡,不牧正業,還是做什麼的呢?
[00:20:52.000 --> 00:21:12.000]  牧師在機構裡面,那這些牧師是不是想提問,我不知道他在問什麼。可以的,為什麼不行呢?不過問題是如果機構是教會,我可能會想多一點的分別,機構和教會是有些不同的地方,當然你剛才提出洗禮的問題,
[00:21:12.000 --> 00:21:30.000]  但是我覺得作為一個堂會的牧師,他要特別去關注、信徒他們整傳的屬靈生命的成長,以致他們被栽培之後能夠出去侍奉,在不同的職場上侍奉。
[00:21:30.000 --> 00:21:53.000]  但是如果機構,可能每個機構都是很具體的,他們的任務,或者侍奉對象,或者有些機構可能經過某些日子之後,他們的任務完成,其實那個機構是可以不需要再存在的。所以這個對我來說,機構和教會是有些不同的地方。
[00:21:53.000 --> 00:22:14.000]  對我來說,教會群體在整個歷史裡面,是以不同的形態來出現的。其實一群信徒聚在一起,他們一起守餐,一起抹餅,他們是教會來的。
[00:22:14.000 --> 00:22:38.000]  但不是我們今天理解的堂會,因為我們今天理解的堂會是一種有架構,有一種星期日會有崇拜的那種,這個是我們今天按照這個時代,在香港的一種理解。所以對我來說,機構裡面,抹餅子會一起,可以有牧者在當中的,他是一個教會群體來的。
[00:22:38.000 --> 00:22:58.000]  而在職場的確有一些比較大的公司,或者是一些行業,他的團契是有專職的牧者來的,就是一些能夠私餐,講道話,這樣的牧師在當中都有的。他們都組成一個教會群體。
[00:22:58.000 --> 00:23:11.000]  今天題目是死傳統,抹傳承。有些東西好像是過去,但其實今天都是一樣的。青青你繼續問。
[00:23:11.000 --> 00:23:34.000]  一個問題兩個的向度,都想問一問台上幾位。我想問,我是MDiv2的學生,畢業之後就夢想到希望有教會收留,就想做牧者。我想問,作為一個,我的問題是關於expectation management的。
[00:23:34.000 --> 00:24:03.000]  我想問,如果是一個中年,又不是很小又不是很大的人,出去,我的worry是,如果我是很年輕的,教會剛才牧師口中那種也文也武的信號領袖,可能就願意包容我多一點,願意原諒我的過犯多一點,有空間給我一起成長多一點。
[00:24:03.000 --> 00:24:15.000]  但是我年紀不小的時候,他們就可能會,我覺得人家會,expect我是知道自己在做什麼的。我們知道自己在做什麼,牧師當然很清楚。
[00:24:15.000 --> 00:24:34.000]  那怎樣去manage成長的過程,大家對自己的期望,怎樣處理,這是第一個問題。第二個問題的向度,都是expectation management,作為一個女性的角度出發。
[00:24:34.000 --> 00:24:57.000]  作為一個女性的剛畢業的實習生,面對著剛才所形容的那種experience,很authoritative,無論是信號領袖,還是主任牧師。
[00:24:57.000 --> 00:25:11.000]  作為一個相對年輕的女性傳播人,怎樣去較清自己的期望,或者別人對自己的期望呢?
[00:25:11.000 --> 00:25:34.000]  她不動。答第二個問題。第二個問題,在我的文章裡面有一個footnote,提到我的文章沒有把男牧師女牧師的向度放進去。
[00:25:34.000 --> 00:25:52.000]  但footnote裡面提到,有一篇文章你可以作為起步點,就是我們的Annie師母在校園寫的文章,你可以找回那篇文章,作為一個,我猜你還可以personal問她,她還有很多很好的answer給你。
[00:25:52.000 --> 00:26:04.000]  答第二個問題,第一個問題是,怎樣去管理信號領袖和你之間在教牧的期望呢?
[00:26:04.000 --> 00:26:26.000]  我剛才在想,是不是應該用manage這個字呢?第二,就是誰去管理他們呢?我猜你的問題背後有一點點是,你作為傳播人,你牧者,怎樣去管理他們呢?
[00:26:26.000 --> 00:26:47.000]  我好像pick up到一點點,可能我pick up錯,不過anyway,我就覺得我不太想用manage這個字,第二,未必是我去manage他們,而是我會純粹將我當作是他們侍奉上的童工。
[00:26:47.000 --> 00:27:15.000]  我還記得我初初在我的教會侍奉的時候,我第一天就告訴他們,我是一個剛剛上任後無目擊經驗的傳播人,我是有很多東西不懂的,所以我是需要他們給我allowance,其實包括給我機會犯錯。
[00:27:15.000 --> 00:27:30.000]  我很specific地說,我知道我一定會犯錯,所以犯錯就是給我機會犯錯,還有告訴我為什麼這樣錯,以致我能夠從錯誤中學習。
[00:27:30.000 --> 00:27:50.000]  我不知道這個是不是manage expectation,不過最低限度對我來說,因為我這樣的姿態,因為我這樣很transparent或者很vulnerable,將我的底牌,讓他們知道我是有困苦的,我有困難的,有limitation的,這樣和他們分享。
[00:27:50.000 --> 00:27:56.000]  但是如果你覺得我是可以一起童工的,請你繼續幫助我。
[00:27:56.000 --> 00:28:19.000]  我都有點類似的,不過我覺得有三樣東西可以注意的,第一樣東西就是進入那個群體,我不知道是不是你成長的教會,即使是你在那裡成長的教會,你進入目擊,其實你會從另一個角度參與那個教會,你會看到一些不同的東西。
[00:28:19.000 --> 00:28:35.000]  所以我覺得第一樣東西是了解,你先去observe,平時本來認識他在講壇上,現在是童工了,這個團隊是怎樣運作的呢?教會裡面有些潛規則,怎樣解釋?
[00:28:35.000 --> 00:28:56.000]  第二樣東西就是剛才朱牧師講了很多的,就是溝通,你表達,讓人知道你怎樣去參與,你正在想什麼去表達。第三樣東西就比較簡單一點,就是最後還是做回你自己。
[00:28:56.000 --> 00:29:06.000]  我很認同,你的限制就是你的獨特,所以就做回一個女性,年紀不是很小。
[00:29:06.000 --> 00:29:27.000]  我的問題直接和牧養權並有關的,首先你申報我是這個從洗派的死忠份子,我非常認同牧養權並有,至少一部份是來自會眾的delegation,而會眾的boundary是很清楚的。
[00:29:27.000 --> 00:29:45.000]  其實我想問,剛才也提到,你的presentation裡面提到的會眾是講什麼人呢?為什麼這樣問呢?第一樣東西,我也想考究一個好奇的問題,就是究竟老德當年有沒有被會眾委任過呢?
[00:29:45.000 --> 00:30:00.000]  這是一個好奇的問題,一個比較現實的問題就是,今天我們去出到去碧華運工場,剛才提到的問題,你願不願意在這裡委任幾年,五年?
[00:30:00.000 --> 00:30:19.000]  似乎這是一個很過份的要求,不是的,似乎以前的界線是,首先你是我們其中的一個肢體,大家認識你,大家透過祈禱去confirm你就是神在我們當中所興起的牧者。
[00:30:19.000 --> 00:30:42.000]  如果連你成為我們會眾的一員都沒有這個基本條件的話,這個權柄何來呢?所以從這個角度,就算面對我自己未來的路向,我也不斷在問自己這個問題,也很希望可以有多一點inspiration去解答。
[00:30:42.000 --> 00:30:49.000]  所以你第一個問題就是,老德當年有沒有被委任過呢?
[00:30:49.000 --> 00:31:07.000]  糟了,我真的不知道,但是我猜想他沒有吧,這是我limited的教會歷史的知識,其他可以說說,我印象中也沒有的,但是anyway不要緊,回答第二個問題。
[00:31:07.000 --> 00:31:30.000]  我猜想對於很多信徒領袖,他們心裡有些怯,我回來也跟不同的領袖聊天,他們也經歷了很多牧者離開,所以教會是不斷的重新適應,重新適應。
[00:31:30.000 --> 00:31:49.000]  所以當他們跟一些potential candidates聊天的時候,他們也很想知道你願不願意長遠在這裡威信。當然說願意或者他想也好,結果是否可以是另一回事。
[00:31:49.000 --> 00:32:10.000]  我也記得我去澳洲教會聊天的時候,其實他們也問我這個問題,我沒有直接回答他們這個問題,我只告訴他們我相信牧職是一個長遠的威信。
[00:32:10.000 --> 00:32:26.000]  因為我覺得我是想在這個群體當中,一起來商交建立知識關係,然後在當中彼此訴訟。
[00:32:26.000 --> 00:32:44.000]  當我想表達了我這個信心的時候,其實對他們來說,他們已經放心了一半。當然我沒有告訴他們我威信了多少年,他們也沒有再追問。
[00:32:44.000 --> 00:33:07.000]  多謝張牧師,其實張牧師的講論裡面有很重要的reform concept,第一個就是呼召,不是說個人呼召,同樣是說教會會因應這個人的體會上,就是在他心中有呼召,要call這個人,所以這個人同樣在回應教會的呼召。
[00:33:07.000 --> 00:33:28.000]  所以剛才這位女同學,或者David所提出的問題,就是這個人的ordination,按立本身就是去到某個階段,教會體會了那個人,在他身上體認他身上有上帝的呼召,這是一個很重要的reform concept,呼召不是在個人的身上。
[00:33:28.000 --> 00:33:51.000]  第二個很重要的reform concept,就是宣講和教導,這也是你後面所說的另一個很重要的。我想提一個問題,因為你講的文章裡面講目的權柄,目的權柄是為了什麼?我覺得這是一定要澄清的問題。
[00:33:51.000 --> 00:34:20.000]  其實你問了,你之前那段不是問題,是說法。目的權柄對我來說就是我有權柄去港島,透過港島去塑造弟兄姊妹,以至他們能夠被查驗去到職場,或者去到哪裡,去侍奉。對我來說就是很簡單的。
[00:34:20.000 --> 00:34:29.000]  OK,我們時間已經夠了。你第一次來問,所以我讓你問完這個問題。
[00:34:29.000 --> 00:34:50.000]  我想問問,有什麼完美的監察制度?律師和信徒的領袖,看到很多大教會出事,都是金錢上的問題。
[00:34:50.000 --> 00:35:05.000]  出事了,教會很大的教會,長老就說,苦服跪拜,為什麼他們不會去警戒牧師?
[00:35:05.000 --> 00:35:25.000]  但是有時候問題出現了就是,牧師有很大的權柄的時候,他可以解僱那些跟他意見不合的,擺放那些本地財政,全部是自己人的。
[00:35:25.000 --> 00:35:49.000]  他所有的事情,就是可以隻手遮天。我想問,你剛才說牧師最重要就是講神的話語,但是來講,漸漸如果權力大的時候,他又不只是講到操控教會的行政。
[00:35:49.000 --> 00:35:59.000]  有什麼大家互相制衡和監察的制度,不會自己掉進陷阱裡?
[00:35:59.000 --> 00:36:25.000]  我回答,完美的監察制度,我一說就答了,其實我好像覺得沒什麼,不過我想需要不同的人有不同的,懂得去自限。
[00:36:25.000 --> 00:36:39.000]  容許我用這個字,自限。譬如我是牧師,我很早就告訴自己,錢不過我手,任何錢銀不過我手。
[00:36:39.000 --> 00:37:07.000]  譬如有時我去探訪弟兄姊妹奉獻,他給我一筆錢帶回教會,因為他回不了教會,我就一定會有另一個,譬如同工也好,弟兄姊妹也好,在我旁邊見到我收那筆錢,然後我一定會將那筆錢交給那位信徒領袖,因為我跟他探訪。
[00:37:07.000 --> 00:37:23.000]  我請他回去處理,但至少我兩個互相,我見到他,我將那筆錢交給他,他知道他將來回到教會,他要寫回給弟兄姊妹。
[00:37:23.000 --> 00:37:37.000]  但對我來說,我盡量不碰錢,譬如我試過有弟兄姊妹知道我生活上的需要,他給我一筆很大筆的金錢,說牧師,這個作為我對你的奉獻。
[00:37:37.000 --> 00:37:53.000]  但結果我收了之後,我向教會說,我收到這一筆錢,我將這一筆錢帶回教會的信訓。第一我宣布,第二我沒有接受這一筆錢。
[00:37:53.000 --> 00:38:08.000]  所以對我來說,我作為牧師,我不想,我很清楚知道,如果我容易受到金錢的引誘的時候,我會立即自閒。
[00:38:08.000 --> 00:38:30.000]  另外,我覺得需要大家互相監察,在我們教會來說,我是沒有權力,不過我有權柄,我的執事會很有權力,不過他服務的年期是四年,四年之後他就要落任。
[00:38:30.000 --> 00:38:43.000]  所以一個最有權柄或最有影響力的牧師,他沒有權力,一個最有權力的執事會主席,他只能服務四年,他就要離開。
[00:38:43.000 --> 00:38:55.000]  所以這樣的兩頭馬車的一切帶領的教會,某程度上是保證了教會不會出太大的亂子。
[00:38:55.000 --> 00:39:12.000]  我講不到更好的互相監察的機制,不過最低限度,有些事情我們可以清楚一點,小心一點,以致我們不會太容易出事。
[00:39:12.000 --> 00:39:36.000]  剛才兩個問題的回應,對我來說,為何牧者要有權柄呢?道的宣講當然很重要,但是我們站講壇的人宣講了神的道,他聽不聽得到呢?其實我們有時不知道。
[00:39:36.000 --> 00:39:49.000]  所以我想那個屬命權柄是讓牧者肩負一個責任,來帶領上帝的百姓,來回到他們的裡面。
[00:39:49.000 --> 00:40:16.000]  如果是這樣看的話,我們剛才講的一些很實質的,什麼架構,怎樣制衡,其實都是想回到那個目的,就是不要讓我們自己有別人有,我們的團隊裡面,我們的制度都是幫助我們的會眾來活在上帝的心意裡面。
[00:40:16.000 --> 00:40:28.000]  其實多個問題,我想我們沒有一個制度,反而我自己的回應,我覺得要建立一個文化,一個第一,彼此馴服的文化,是彼此的。
[00:40:28.000 --> 00:40:41.000]  第二,就是馴服上帝話語的一個文化,因為我發覺今天,其實今天朱牧師也有特別提到,我們說重視上帝話語,但其實我們不是很服在上帝話語,很多時候是講自己喜好,自己經驗。
[00:40:41.000 --> 00:40:51.000]  所以這是要建立一個文化,整個文化是要一個很大的cultivate才能做到,這個不是一個短時間可以做到。
[00:40:51.000 --> 00:41:04.000]  你問了我其中一個問題,就是牧職的人濫權怎樣搞,其實你知道很多牧職是很濫權的,而這個是搞到整個教會不知道怎樣算好的,就是大家站在那裡,就是太大權了。
[00:41:04.000 --> 00:41:11.000]  anyway,祝福大家,我們繼續在牧職上,希望我們善用你們的權利。
[00:41:11.000 --> 00:41:13.000]  謝謝大家。
[00:41:13.000 --> 00:41:16.000]  字幕由 Amara.org 社群提供
[00:41:16.000 --> 00:41:19.000]  (字幕由 Amara.org 社群提供)
[00:41:19.000 --> 00:41:22.000]  (字幕由 Amara.org 社群提供)

