
[00:00:00.000 --> 00:00:09.000]  各位來賓各位校友各位老師各位同學
[00:06:54.000 --> 00:07:03.000]  在2021年 即是去年
[00:07:03.000 --> 00:07:05.000]  我適逢在美國一段時日
[00:07:05.000 --> 00:07:09.000]  在那段時日裡也知道當地的信徒裡
[00:07:09.000 --> 00:07:12.000]  曾經發生過一些比較震撼的事件
[00:07:12.000 --> 00:07:17.000]  就是有一些知名的 世世的知名的報道家
[00:07:17.000 --> 00:07:20.000]  也有一些校園的牧者
[00:07:20.000 --> 00:07:23.000]  在關顧界線裡過界了
[00:07:23.000 --> 00:07:28.000]  引致很多令人 無論牽涉的人
[00:07:28.000 --> 00:07:32.000]  或身邊的人都有很多不安的情緒
[00:07:32.000 --> 00:07:36.000]  所以在每一個無論我私人或專業的接觸中
[00:07:36.000 --> 00:07:41.000]  都覺得是 接觸到很多牧養方面
[00:07:41.000 --> 00:07:44.000]  因為關顧的問題而產生了過界
[00:07:44.000 --> 00:07:46.000]  令人不安的事件
[00:07:46.000 --> 00:07:48.000]  所以我特別是對於這個問題
[00:07:48.000 --> 00:07:50.000]  有很多我自己的感受
[00:07:50.000 --> 00:07:52.000]  也都我自己關注的
[00:07:52.000 --> 00:07:53.000]  也都很清楚知道
[00:07:53.000 --> 00:07:58.000]  每一位回應神的呼召的傳道人 領袖
[00:07:58.000 --> 00:08:01.000]  都是著意全心侍奉
[00:08:01.000 --> 00:08:04.000]  所以我很不想因為在界線上
[00:08:04.000 --> 00:08:06.000]  有些不謹慎的事發生
[00:08:06.000 --> 00:08:09.000]  而令到神的工作受到損害
[00:08:09.000 --> 00:08:11.000]  或神的名受到虧損
[00:08:11.000 --> 00:08:14.000]  所以一直以來我對這個問題都特別關注
[00:08:14.000 --> 00:08:17.000]  這是一個小小的鋪排
[00:08:17.000 --> 00:08:20.000]  入正題說一點
[00:08:20.000 --> 00:08:23.000]  待會我會有一點powerpoint
[00:08:23.000 --> 00:08:25.000]  但我的powerpoint不會很詳細
[00:08:25.000 --> 00:08:27.000]  只不過是把一些標題列出來
[00:08:27.000 --> 00:08:33.000]  讓大家聽的時候可以聚焦一些去思想或回應
[00:08:33.000 --> 00:08:36.000]  其實我來說就是在
[00:08:36.000 --> 00:08:38.000]  在牧羊方面的元素
[00:08:38.000 --> 00:08:40.000]  通常一個牧者會做的
[00:08:40.000 --> 00:08:47.000]  就是會做講道 報道 教道 領導 輔導 關顧
[00:08:47.000 --> 00:08:49.000]  當中侍奉的牧者
[00:08:49.000 --> 00:08:51.000]  在這裡也都曾經說過
[00:08:51.000 --> 00:08:53.000]  我出現了牧者的字眼
[00:08:53.000 --> 00:08:55.000]  其實是涵括了傳道人
[00:08:55.000 --> 00:08:57.000]  和涵括了教會領袖
[00:08:57.000 --> 00:08:59.000]  不過為了方便的緣故
[00:08:59.000 --> 00:09:02.000]  我會將牧者的字眼濃縮成牧者
[00:09:02.000 --> 00:09:04.000]  來代表這個群體
[00:09:04.000 --> 00:09:09.000]  當中侍奉的牧者可能是有一點輔導元素的訓練
[00:09:09.000 --> 00:09:11.000]  甚至可能有些專業訓練
[00:09:11.000 --> 00:09:16.000]  但也可能牧者根本沒有涉獵輔導的見識
[00:09:16.000 --> 00:09:21.000]  也沒有時間和興趣去觸碰這方面的研究
[00:09:21.000 --> 00:09:23.000]  但就算怎樣
[00:09:23.000 --> 00:09:27.000]  我都相信牧者不會在牧羊關顧之中
[00:09:27.000 --> 00:09:30.000]  說我不是做輔導的
[00:09:30.000 --> 00:09:32.000]  你不要問我意見
[00:09:32.000 --> 00:09:33.000]  不要和我分享
[00:09:33.000 --> 00:09:35.000]  也不會說我不是關顧的材料
[00:09:35.000 --> 00:09:37.000]  我不懂得怎樣聆聽
[00:09:37.000 --> 00:09:39.000]  怎樣去關心你
[00:09:39.000 --> 00:09:41.000]  我一定不會這樣回應
[00:09:41.000 --> 00:09:43.000]  所以無論怎樣我們在
[00:09:43.000 --> 00:09:45.000]  著意或不著意要做輔導
[00:09:45.000 --> 00:09:48.000]  我相信牧者都是或多或少都會涉及
[00:09:48.000 --> 00:09:52.000]  在人際關係裡比較近親的相處
[00:09:52.000 --> 00:09:54.000]  要去回應會有的需求
[00:09:54.000 --> 00:09:59.000]  所以我們會留意到究竟界線和關顧牧羊
[00:09:59.000 --> 00:10:01.000]  為何會拉得上關係
[00:10:01.000 --> 00:10:05.000]  因為律師在字眼上似乎有些矛盾
[00:10:05.000 --> 00:10:08.000]  有些擠走的呈現
[00:10:08.000 --> 00:10:10.000]  因為一方面我們說要建立關係
[00:10:10.000 --> 00:10:12.000]  要做到關顧牧羊
[00:10:12.000 --> 00:10:14.000]  但又要劃清界線
[00:10:14.000 --> 00:10:16.000]  否則就會破壞關係
[00:10:16.000 --> 00:10:20.000]  所以有時我們聽到牧者很清楚的表態就是
[00:10:20.000 --> 00:10:22.000]  牧羊一定要有界線
[00:10:22.000 --> 00:10:24.000]  否則你幫反而變成害
[00:10:24.000 --> 00:10:28.000]  但亦有聽到牧者很語重心長的說
[00:10:28.000 --> 00:10:30.000]  你很難有界線
[00:10:30.000 --> 00:10:32.000]  你見到有需要你幫到
[00:10:32.000 --> 00:10:34.000]  難道你不幫呢
[00:10:34.000 --> 00:10:38.000]  所以牧者說在各方面的侍奉
[00:10:38.000 --> 00:10:40.000]  其實是需要關係
[00:10:40.000 --> 00:10:42.000]  達到理想的效果
[00:10:42.000 --> 00:10:44.000]  不過在關顧牧羊
[00:10:44.000 --> 00:10:47.000]  是需要更加近親的親密關係
[00:10:47.000 --> 00:10:49.000]  所以在關顧牧羊的時候
[00:10:49.000 --> 00:10:51.000]  我們要拿捏這個界線
[00:10:51.000 --> 00:10:53.000]  實在是需要的
[00:10:53.000 --> 00:10:55.000]  雖然就算是有擠走
[00:10:55.000 --> 00:10:57.000]  都是一些健康的擠走
[00:10:57.000 --> 00:10:59.000]  所以在這鋪排
[00:10:59.000 --> 00:11:02.000]  我們今天很簡單的
[00:11:02.000 --> 00:11:05.000]  很基本的談一談究竟界線是甚麼
[00:11:05.000 --> 00:11:09.000]  然後也談一談究竟關係界線是甚麼
[00:11:09.000 --> 00:11:11.000]  究竟是保護自己還是保護對方
[00:11:11.000 --> 00:11:16.000]  然後我們會再進入牧者的群體裏
[00:11:16.000 --> 00:11:18.000]  為何要立界線
[00:11:18.000 --> 00:11:21.000]  或者立界線的困難性在哪裏
[00:11:21.000 --> 00:11:27.000]  界線是甚麼
[00:11:27.000 --> 00:11:31.000]  曾經有一個作者Elizabeth Earnshaw
[00:11:31.000 --> 00:11:33.000]  她很清楚地說
[00:11:33.000 --> 00:11:36.000]  當別人跟你建立關係的時候
[00:11:36.000 --> 00:11:39.000]  其實她想去立這個界線
[00:11:39.000 --> 00:11:42.000]  其實她想跟你繼續保持關係的聯繫
[00:11:42.000 --> 00:11:44.000]  而不是她想傷害你
[00:11:44.000 --> 00:11:46.000]  所以在她的最後
[00:11:46.000 --> 00:11:48.000]  她很清楚地說
[00:11:48.000 --> 00:11:51.000]  界線是一個正面性的
[00:11:51.000 --> 00:11:53.000]  所以要看界線是甚麼
[00:11:53.000 --> 00:11:55.000]  如果我們很簡單的說
[00:11:55.000 --> 00:11:57.000]  其實就是一條線
[00:11:57.000 --> 00:11:59.000]  這條線就是劃清甚麼是你
[00:11:59.000 --> 00:12:00.000]  甚麼是我
[00:12:00.000 --> 00:12:01.000]  甚麼是屬於你
[00:12:01.000 --> 00:12:03.000]  甚麼是屬於我
[00:12:03.000 --> 00:12:04.000]  換句話說
[00:12:04.000 --> 00:12:07.000]  這個分隔是定了你和我的擁有權
[00:12:07.000 --> 00:12:09.000]  而在這個擁有權裏
[00:12:09.000 --> 00:12:12.000]  我們也知道我要負的責任
[00:12:12.000 --> 00:12:14.000]  更加在這個擁有權裏
[00:12:14.000 --> 00:12:16.000]  清楚地告訴我我的限制是甚麼
[00:12:16.000 --> 00:12:19.000]  我不可以過界去取別人的東西
[00:12:19.000 --> 00:12:22.000]  或者我不可以過界去做一些不屬於我要管的東西
[00:12:22.000 --> 00:12:25.000]  這是基本上界線的解釋
[00:12:25.000 --> 00:12:31.000]  其實如果界線是這麼清楚地劃清你和我的領域
[00:12:31.000 --> 00:12:32.000]  沒錯
[00:12:32.000 --> 00:12:35.000]  給人的感覺是冷冰冰的
[00:12:35.000 --> 00:12:37.000]  好像是一個禁區
[00:12:37.000 --> 00:12:38.000]  你不可以過界
[00:12:38.000 --> 00:12:40.000]  不可以逾越的
[00:12:40.000 --> 00:12:41.000]  是有限制的
[00:12:41.000 --> 00:12:43.000]  但正正因為這樣
[00:12:43.000 --> 00:12:48.000]  界線才可以很成功地去分隔你和我
[00:12:48.000 --> 00:12:50.000]  清楚劃清界線
[00:12:50.000 --> 00:12:52.000]  反之如果界線不清楚的時候
[00:12:52.000 --> 00:12:54.000]  就會有很多模糊的事發生
[00:12:54.000 --> 00:12:57.000]  後果可能少就會傷感情
[00:12:57.000 --> 00:12:59.000]  大就可能會動肝窩
[00:12:59.000 --> 00:13:02.000]  但做不到它存在的功效
[00:13:02.000 --> 00:13:05.000]  但這樣的分析說界線的作用
[00:13:05.000 --> 00:13:07.000]  其實仍然停留在說
[00:13:07.000 --> 00:13:10.000]  界線在實物之中有它的功用
[00:13:10.000 --> 00:13:13.000]  但界線在流動的人際關係上
[00:13:13.000 --> 00:13:17.000]  是否真的能夠這麼清楚地做到它的效用
[00:13:17.000 --> 00:13:24.000]  所以在人際關係上的界線
[00:13:24.000 --> 00:13:27.000]  當我們要立一個界線
[00:13:27.000 --> 00:13:32.000]  沒錯可能會被人批判破壞性
[00:13:32.000 --> 00:13:34.000]  自私自利
[00:13:34.000 --> 00:13:35.000]  或者是個人主義
[00:13:35.000 --> 00:13:38.000]  但其實在人際關係上
[00:13:38.000 --> 00:13:40.000]  雖然是流動
[00:13:40.000 --> 00:13:44.000]  但更加需要注意界線的定立
[00:13:44.000 --> 00:13:46.000]  更加需要清楚分開你和我
[00:13:46.000 --> 00:13:48.000]  否則在相處之上
[00:13:48.000 --> 00:13:50.000]  我們耗盡心力體力
[00:13:50.000 --> 00:13:55.000]  反而會扼殺關係
[00:13:55.000 --> 00:13:57.000]  所以界線有它的需要
[00:13:57.000 --> 00:13:58.000]  特別在人際關係上
[00:13:58.000 --> 00:14:00.000]  或者正確地說
[00:14:00.000 --> 00:14:04.000]  有健康的界線是有它存在的需要
[00:14:04.000 --> 00:14:06.000]  因為有健康的界線
[00:14:06.000 --> 00:14:09.000]  容讓我們學習怎樣跟人相處的時候
[00:14:09.000 --> 00:14:12.000]  因為因人因事的需要
[00:14:12.000 --> 00:14:15.000]  而我們會用尊敬謙虛的心
[00:14:15.000 --> 00:14:19.000]  將我們相互之間的界線去伸展
[00:14:19.000 --> 00:14:22.000]  去擴張或者重新規劃
[00:14:22.000 --> 00:14:25.000]  因為我們是想在畫這個界線
[00:14:25.000 --> 00:14:26.000]  可以做到保護自己
[00:14:26.000 --> 00:14:28.000]  也保護其他人
[00:14:28.000 --> 00:14:31.000]  使我們自己和對方有機會去成長
[00:14:31.000 --> 00:14:33.000]  而做到一個很健康的
[00:14:33.000 --> 00:14:36.000]  自主和相互的平衡
[00:14:36.000 --> 00:14:40.000]  這是人際關係上界線的重要性
[00:14:40.000 --> 00:14:42.000]  是清楚劃清我的責任
[00:14:42.000 --> 00:14:43.000]  我要負責的事
[00:14:43.000 --> 00:14:45.000]  我的限制
[00:14:45.000 --> 00:14:48.000]  也為了我自己的回應去負責任
[00:14:48.000 --> 00:14:52.000]  變相我不會對自己太過苛求
[00:14:52.000 --> 00:14:55.000]  也不會對自己太過寬容
[00:14:55.000 --> 00:14:57.000]  也不會過界
[00:14:57.000 --> 00:14:58.000]  關顧多了
[00:14:58.000 --> 00:15:02.000]  也會容許對方在自己的界線裏
[00:15:02.000 --> 00:15:04.000]  負起應付的責任
[00:15:04.000 --> 00:15:06.000]  所以我們這樣看人際關係的界線
[00:15:06.000 --> 00:15:08.000]  我們可以體會到
[00:15:08.000 --> 00:15:10.000]  在目樣關骨上
[00:15:10.000 --> 00:15:13.000]  那個界線的重要性
[00:15:13.000 --> 00:15:16.000]  在這裏我再進去說多一點
[00:15:16.000 --> 00:15:18.000]  究竟在人際關係上的界線
[00:15:18.000 --> 00:15:21.000]  屬於我們的責任是甚麼
[00:15:21.000 --> 00:15:25.000]  當然最先屬於我們的責任
[00:15:25.000 --> 00:15:28.000]  是我們的回應和反應
[00:15:28.000 --> 00:15:31.000]  很多時候人家的一言一語
[00:15:31.000 --> 00:15:34.000]  一定會引起我們的回應
[00:15:34.000 --> 00:15:38.000]  我們不可以控制其他人說的話
[00:15:38.000 --> 00:15:40.000]  但我們可以去全權處理
[00:15:40.000 --> 00:15:42.000]  我們自己的回應
[00:15:42.000 --> 00:15:45.000]  在關係上我們有時聽到一些回應
[00:15:45.000 --> 00:15:48.000]  你令我的脾氣這麼差
[00:15:48.000 --> 00:15:49.000]  因為你這麼壞
[00:15:49.000 --> 00:15:50.000]  因為你這麼無情
[00:15:50.000 --> 00:15:53.000]  我才會經常跟你斤斤計較
[00:15:53.000 --> 00:15:57.000]  或者我為你做這決定
[00:15:57.000 --> 00:15:59.000]  也是為了你好
[00:15:59.000 --> 00:16:01.000]  通常這些表態
[00:16:01.000 --> 00:16:04.000]  其實是扭曲合理化了
[00:16:04.000 --> 00:16:06.000]  我們過界的行為
[00:16:06.000 --> 00:16:10.000]  而將過界去指責其他人
[00:16:10.000 --> 00:16:12.000]  而不為了我們自己的回應
[00:16:12.000 --> 00:16:14.000]  去負責任
[00:16:14.000 --> 00:16:16.000]  另外屬於我們的責任
[00:16:16.000 --> 00:16:18.000]  除了我們的回應之外
[00:16:18.000 --> 00:16:19.000]  當然是我們的選擇
[00:16:19.000 --> 00:16:24.000]  既然我的回應是我自己負的責任
[00:16:24.000 --> 00:16:27.000]  換言之不是對方決定我的回應
[00:16:27.000 --> 00:16:30.000]  是我自己經過一個思考
[00:16:30.000 --> 00:16:32.000]  一個衡量一個得失
[00:16:32.000 --> 00:16:34.000]  做我自己的選擇
[00:16:34.000 --> 00:16:36.000]  其實這樣的正面想法
[00:16:36.000 --> 00:16:37.000]  有它的好處
[00:16:37.000 --> 00:16:39.000]  就是我可以知道我的決定
[00:16:39.000 --> 00:16:43.000]  可能會導致一些不太理想的結果
[00:16:43.000 --> 00:16:47.000]  但我就不會困在自救或者自責
[00:16:47.000 --> 00:16:49.000]  因為我知道是我自己衡量了
[00:16:49.000 --> 00:16:51.000]  做這個決定這個選擇
[00:16:51.000 --> 00:16:53.000]  我也不會去接受
[00:16:53.000 --> 00:16:56.000]  可能周圍的人特別加給我的羞恥感
[00:16:56.000 --> 00:16:58.000]  或者做得不對的感覺
[00:16:58.000 --> 00:17:00.000]  所以我自己的選擇
[00:17:00.000 --> 00:17:03.000]  在界線上很清楚是我的責任
[00:17:03.000 --> 00:17:05.000]  在這裡其實也想起
[00:17:05.000 --> 00:17:09.000]  可能經常對我提醒的就是
[00:17:09.000 --> 00:17:12.000]  約書亞帶領以色列人的時候
[00:17:12.000 --> 00:17:15.000]  曾經很清楚地說了一句
[00:17:15.000 --> 00:17:17.000]  我們熟悉的經文就是
[00:17:17.000 --> 00:17:20.000]  「至於我和我家,我們一定侍奉耶和華」
[00:17:20.000 --> 00:17:22.000]  我覺得約書亞做的決定
[00:17:22.000 --> 00:17:24.000]  是他自己負的責任
[00:17:24.000 --> 00:17:28.000]  因為在當時以色列人的叛逆之中
[00:17:28.000 --> 00:17:31.000]  在以色列人亡因赴義之中
[00:17:31.000 --> 00:17:33.000]  他不會因為其他人的做法
[00:17:33.000 --> 00:17:35.000]  而說他們搞成這樣
[00:17:35.000 --> 00:17:36.000]  我一定要做這個決定
[00:17:36.000 --> 00:17:38.000]  而他自己很清楚地說
[00:17:38.000 --> 00:17:39.000]  這個是我的決定
[00:17:39.000 --> 00:17:40.000]  是我的選擇
[00:17:40.000 --> 00:17:43.000]  這是在界線上我們應該負的責任
[00:17:43.000 --> 00:17:45.000]  另外我們負的責任也很清楚
[00:17:45.000 --> 00:17:48.000]  就是我們的行為和後果
[00:17:48.000 --> 00:17:49.000]  人種的是什麼
[00:17:49.000 --> 00:17:51.000]  收的也是什麼
[00:17:51.000 --> 00:17:54.000]  所以很清楚地道出因果
[00:17:54.000 --> 00:17:57.000]  行為和後果是有一個必然的關係
[00:17:57.000 --> 00:18:01.000]  很多時候如果我們的界線定得不清楚
[00:18:01.000 --> 00:18:02.000]  就會出現
[00:18:02.000 --> 00:18:04.000]  特別在親子關係上
[00:18:04.000 --> 00:18:06.000]  在管教上會出現一些
[00:18:06.000 --> 00:18:10.000]  我們常常屢見不鮮的過界問題
[00:18:10.000 --> 00:18:13.000]  父母會過界處理子女
[00:18:13.000 --> 00:18:16.000]  不適當行為造成的後果
[00:18:16.000 --> 00:18:18.000]  因為痛心子女
[00:18:18.000 --> 00:18:19.000]  不想他們那麼辛苦
[00:18:19.000 --> 00:18:21.000]  常常幫他們處理一些事情
[00:18:21.000 --> 00:18:24.000]  雖然這個希望是減低
[00:18:24.000 --> 00:18:26.000]  造成子女的不便
[00:18:26.000 --> 00:18:28.000]  但其實最終只不過是延遲了
[00:18:28.000 --> 00:18:31.000]  他們要面對自己行為後果的責任
[00:18:31.000 --> 00:18:34.000]  所以在界線上告訴我們
[00:18:34.000 --> 00:18:37.000]  行為後果是屬於我們自己的責任
[00:18:37.000 --> 00:18:39.000]  我們自己負責
[00:18:39.000 --> 00:18:41.000]  也要讓對方去容忍對方
[00:18:41.000 --> 00:18:44.000]  為自己的行為負責任
[00:18:44.000 --> 00:18:47.000]  另外在關係上的界線
[00:18:47.000 --> 00:18:48.000]  屬於我們的
[00:18:48.000 --> 00:18:50.000]  是知道我們的限制
[00:18:50.000 --> 00:18:52.000]  其實在認知上
[00:18:52.000 --> 00:18:53.000]  我們真的每個人都接受
[00:18:53.000 --> 00:18:55.000]  人是有限制的
[00:18:55.000 --> 00:19:00.000]  我們不會覺得我們真的是超級英雄
[00:19:00.000 --> 00:19:02.000]  但很多時候當別人覺得
[00:19:02.000 --> 00:19:04.000]  我們是超人的身份的時候
[00:19:04.000 --> 00:19:07.000]  我們就被這個身份定型了
[00:19:07.000 --> 00:19:10.000]  人家不斷跟我們要求
[00:19:10.000 --> 00:19:11.000]  無論我們多忙
[00:19:11.000 --> 00:19:13.000]  我們都會全力以赴的
[00:19:13.000 --> 00:19:16.000]  我們幫解決人家困難為主
[00:19:16.000 --> 00:19:19.000]  所以雖然口頭上我們會承認
[00:19:19.000 --> 00:19:20.000]  我們不是超人
[00:19:20.000 --> 00:19:22.000]  我們有限制
[00:19:22.000 --> 00:19:23.000]  但我們總是覺得
[00:19:23.000 --> 00:19:28.000]  我們稍微可以超越限制一點
[00:19:28.000 --> 00:19:30.000]  所以我們很多時候抱的心態就是
[00:19:30.000 --> 00:19:33.000]  多些禮物的手
[00:19:33.000 --> 00:19:37.000]  心態就是我不幫誰幫
[00:19:37.000 --> 00:19:39.000]  我可以處理的
[00:19:39.000 --> 00:19:42.000]  沒所謂的
[00:19:42.000 --> 00:19:44.000]  表面上其實是在人為伴
[00:19:44.000 --> 00:19:46.000]  但其實在骨子裡
[00:19:46.000 --> 00:19:49.000]  會不會是因為我們沒有勇氣
[00:19:49.000 --> 00:19:52.000]  去對其他人的要求說
[00:19:52.000 --> 00:19:54.000]  不行,不好
[00:19:54.000 --> 00:19:57.000]  我們直接說是say no
[00:19:57.000 --> 00:19:59.000]  我們是不懂得怎麼say no
[00:19:59.000 --> 00:20:02.000]  所以設立界線是明白自己的限制
[00:20:02.000 --> 00:20:05.000]  有智慧和勇氣去表態
[00:20:05.000 --> 00:20:09.000]  去訂立這個界線
[00:20:09.000 --> 00:20:13.000]  其實也是保護自己的重要一步
[00:20:13.000 --> 00:20:14.000]  最後也說
[00:20:14.000 --> 00:20:16.000]  在藝術界也包括我們
[00:20:16.000 --> 00:20:17.000]  屬於我們的
[00:20:17.000 --> 00:20:20.000]  是我們的渴望和喜好
[00:20:20.000 --> 00:20:21.000]  什麼意思呢
[00:20:21.000 --> 00:20:22.000]  我們跟別人相處的時候
[00:20:22.000 --> 00:20:24.000]  很多時候都說沒所謂
[00:20:24.000 --> 00:20:26.000]  沒所謂的態度
[00:20:26.000 --> 00:20:29.000]  是我們生存互動的方式
