
[00:00:00.000 --> 00:00:02.920]   (soft piano music)
[00:05:27.800 --> 00:05:32.800]   So first of all then, Abraham and election
[00:05:32.800 --> 00:05:34.640]   and missional ethics.
[00:05:34.640 --> 00:05:36.900]   This phrase, missional ethics,
[00:05:36.900 --> 00:05:40.320]   is really just my shorthand way of trying to say
[00:05:40.320 --> 00:05:44.120]   living as God's people for the sake of God's mission.
[00:05:44.120 --> 00:05:46.440]   We are to be living in a certain way,
[00:05:46.440 --> 00:05:49.000]   that's ethics for the sake of mission.
[00:05:49.000 --> 00:05:50.760]   So missional ethics just means that,
[00:05:50.760 --> 00:05:53.680]   and here we're thinking of Abraham and election.
[00:05:53.680 --> 00:05:56.640]   Because we saw, didn't we, right in our first lecture,
[00:05:56.640 --> 00:06:00.040]   that our identity goes right back to Abraham
[00:06:00.040 --> 00:06:03.640]   because it is through him and through the Lord Jesus Christ
[00:06:03.640 --> 00:06:05.360]   that we are the seed of Abraham.
[00:06:05.360 --> 00:06:07.560]   And therefore that sense of being a blessing
[00:06:07.560 --> 00:06:09.640]   to the nations comes from him.
[00:06:09.640 --> 00:06:13.120]   What we see now is that God's election of his people
[00:06:13.120 --> 00:06:16.080]   through Abraham was not only a missional thing
[00:06:16.080 --> 00:06:17.680]   for the sake of the nations,
[00:06:17.680 --> 00:06:22.120]   but had an explicitly ethical intention.
[00:06:22.120 --> 00:06:23.920]   And the text that I want us to focus on here,
[00:06:23.920 --> 00:06:25.280]   as you can see on the screen,
[00:06:25.280 --> 00:06:28.320]   is another one from Exodus, from Genesis,
[00:06:28.320 --> 00:06:29.760]   but not this time chapter 12,
[00:06:29.760 --> 00:06:34.080]   but chapter 18, verses 18 and 19,
[00:06:34.080 --> 00:06:36.080]   where God says this.
[00:06:36.080 --> 00:06:40.860]   This is God actually speaking to himself in Genesis 18.
[00:06:40.860 --> 00:06:43.800]   God says, "Abraham will indeed become
[00:06:43.800 --> 00:06:46.200]   a great and mighty nation,
[00:06:46.200 --> 00:06:49.560]   and all nations on earth will find blessing through him."
[00:06:49.560 --> 00:06:51.560]   This is my own translation.
[00:06:51.560 --> 00:06:56.560]   "For I have known or chosen him for the purpose that,
[00:06:56.560 --> 00:06:59.040]   for the sake and in order that,
[00:06:59.040 --> 00:07:01.560]   he will teach his sons and his household after him
[00:07:01.560 --> 00:07:04.240]   so that they will keep the way of Yahweh,
[00:07:04.240 --> 00:07:08.040]   the way of the Lord, by doing righteousness and justice,
[00:07:08.040 --> 00:07:10.760]   for the purpose that, in order that,
[00:07:10.760 --> 00:07:12.960]   Yahweh can bring about for Abraham
[00:07:12.960 --> 00:07:14.300]   what he has promised to him."
[00:07:14.300 --> 00:07:17.340]   That's the verse that I want us to concentrate on
[00:07:17.340 --> 00:07:19.820]   in this first part of the lecture.
[00:07:19.820 --> 00:07:22.460]   Now, this little divine soliloquy,
[00:07:22.460 --> 00:07:24.260]   God talking to himself,
[00:07:24.260 --> 00:07:26.540]   comes in the middle of a narrative
[00:07:26.540 --> 00:07:30.020]   which really spans chapters 18 and 19
[00:07:30.020 --> 00:07:31.540]   of the book of Genesis.
[00:07:31.540 --> 00:07:34.840]   It's the story of God's judgment on Sodom and Gomorrah.
[00:07:34.840 --> 00:07:37.460]   And in the context of that,
[00:07:37.460 --> 00:07:39.980]   God has a meal with Abraham and Sarah,
[00:07:39.980 --> 00:07:43.060]   and then makes this renewed promise of blessing
[00:07:43.060 --> 00:07:44.580]   that they would have a son,
[00:07:44.580 --> 00:07:46.540]   and the purpose of that,
[00:07:46.540 --> 00:07:48.580]   which is to bring blessing to all nations.
[00:07:48.580 --> 00:07:51.980]   So this, in many ways, is a reminder by God
[00:07:51.980 --> 00:07:53.220]   to God's own self,
[00:07:53.220 --> 00:07:56.280]   it's a kind of note to self by God,
[00:07:56.280 --> 00:08:00.420]   in the story of his original purpose in choosing Abraham,
[00:08:00.420 --> 00:08:02.980]   but in the context of bringing judgment
[00:08:02.980 --> 00:08:04.880]   on Sodom and Gomorrah.
[00:08:04.880 --> 00:08:06.040]   So we need to think, first of all,
[00:08:06.040 --> 00:08:07.160]   for a moment or two,
[00:08:07.160 --> 00:08:10.540]   about that aspect of these chapters,
[00:08:10.540 --> 00:08:12.360]   which is that Sodom stands here
[00:08:12.360 --> 00:08:15.160]   very much as a picture of our world.
[00:08:15.160 --> 00:08:16.320]   And I always use the word Sodom,
[00:08:16.320 --> 00:08:17.560]   I mean Sodom and Gomorrah,
[00:08:17.560 --> 00:08:19.480]   I'm talking about those both cities,
[00:08:19.480 --> 00:08:22.400]   but just for short, speaking of Sodom.
[00:08:22.400 --> 00:08:24.240]   Now, as you know, Sodom and Gomorrah
[00:08:24.240 --> 00:08:27.440]   stand in the scripture as a kind of prototype,
[00:08:27.440 --> 00:08:30.940]   a proverbial prototype of human wickedness,
[00:08:30.940 --> 00:08:33.100]   and of the judgment of God
[00:08:33.100 --> 00:08:36.280]   that will ultimately fall upon evildoers.
[00:08:36.280 --> 00:08:37.800]   But it's quite important,
[00:08:37.800 --> 00:08:42.140]   because the word Sodom has been used in a particular way
[00:08:42.140 --> 00:08:45.400]   in the West, in Western culture and biblical history,
[00:08:45.400 --> 00:08:47.760]   to recognize that the Bible portrays
[00:08:47.760 --> 00:08:50.900]   the sin of Sodom and Gomorrah in a very broad way.
[00:08:50.900 --> 00:08:54.600]   Here in this chapter, in verses 20 and 21,
[00:08:54.600 --> 00:08:56.360]   immediately after our verse,
[00:08:56.360 --> 00:08:59.880]   the Lord says, "The outcry against Sodom and Gomorrah
[00:08:59.880 --> 00:09:02.480]   "is so great, and their sin is so grievous,
[00:09:02.480 --> 00:09:04.420]   "that I will go down and see if what they have done
[00:09:04.420 --> 00:09:08.440]   "is as bad as the outcry that has reached me."
[00:09:08.440 --> 00:09:11.880]   Now, that word coming twice there in verses 20 and 21
[00:09:11.880 --> 00:09:14.440]   is the Hebrew word tza'akah,
[00:09:14.440 --> 00:09:17.200]   which is one of those onomatopoeic words,
[00:09:17.200 --> 00:09:19.720]   and it means what it sounds like.
[00:09:19.720 --> 00:09:21.480]   It is a cry for pain, ah!
[00:09:21.480 --> 00:09:25.920]   It's a yell, a scream, a technical word, indeed,
[00:09:25.920 --> 00:09:28.480]   is used in a number of places in the Old Testament
[00:09:28.480 --> 00:09:32.420]   of a cry for help from someone who is suffering,
[00:09:32.420 --> 00:09:34.680]   either blows or cruelty or oppression,
[00:09:34.680 --> 00:09:36.880]   or indeed, sexual assault,
[00:09:36.880 --> 00:09:39.200]   as in the case of a woman being raped
[00:09:39.200 --> 00:09:41.200]   in the book of Deuteronomy.
[00:09:41.200 --> 00:09:43.240]   It's a cry for pain.
[00:09:43.240 --> 00:09:46.300]   Now, earlier in the book of Genesis, in chapter 13,
[00:09:46.300 --> 00:09:48.940]   we read that, quote, "The men of Sodom were wicked
[00:09:48.940 --> 00:09:51.080]   "and were sinning greatly against the Lord."
[00:09:51.080 --> 00:09:53.920]   So we've already been told that in chapter 13,
[00:09:53.920 --> 00:09:56.720]   and here we're told that the sin specifically
[00:09:56.720 --> 00:09:59.640]   is that of what was causing an outcry,
[00:09:59.640 --> 00:10:02.160]   the oppression, the suffering, the cruelty
[00:10:02.160 --> 00:10:04.200]   that was happening in the city.
[00:10:04.200 --> 00:10:07.840]   Some people in Sodom and Gomorrah are crying out
[00:10:07.840 --> 00:10:10.560]   against that, and God hears it.
[00:10:10.560 --> 00:10:12.640]   He says, "I've heard that, and I'm coming down
[00:10:12.640 --> 00:10:15.500]   "to see if it's as bad as it sounds."
[00:10:15.500 --> 00:10:18.340]   Then, of course, as we move on into Genesis chapter 19,
[00:10:18.340 --> 00:10:22.920]   we read further of the hostile, violent, attempted rape
[00:10:22.920 --> 00:10:26.520]   by, quote, "All the men from every part of the city
[00:10:26.520 --> 00:10:29.240]   "of Sodom, both young and old," all of them,
[00:10:29.240 --> 00:10:32.040]   "on the two men," who are actually angels,
[00:10:32.040 --> 00:10:34.760]   but the two apparently men who had come
[00:10:34.760 --> 00:10:37.040]   to the home of Lot and his family.
[00:10:37.040 --> 00:10:40.520]   That's in chapter 19, the violent, attempted rape.
[00:10:40.520 --> 00:10:43.060]   The prophets go even further in describing
[00:10:43.060 --> 00:10:44.280]   the sin of Sodom.
[00:10:44.280 --> 00:10:49.060]   Isaiah, for example, accuses Jerusalem and says,
[00:10:49.060 --> 00:10:51.000]   "If the Lord had not spared us," he says,
[00:10:51.000 --> 00:10:52.520]   "we would have been like Sodom.
[00:10:52.520 --> 00:10:54.640]   "We would have been like Gomorrah."
[00:10:54.640 --> 00:10:56.240]   And you can hear the kind of protest
[00:10:56.240 --> 00:10:57.080]   that would have come to that.
[00:10:57.080 --> 00:10:58.600]   Who are you calling Sodom and Gomorrah?
[00:10:58.600 --> 00:10:59.920]   We're Jerusalem.
[00:10:59.920 --> 00:11:02.560]   So verse 10, Isaiah chapter one, verse 10,
[00:11:02.560 --> 00:11:05.640]   "Hear the word of the Lord, you rulers of Sodom.
[00:11:05.640 --> 00:11:07.280]   "Listen to the instruction of our God,
[00:11:07.280 --> 00:11:08.800]   "you people of Gomorrah."
[00:11:08.800 --> 00:11:10.720]   That's Isaiah talking to the people
[00:11:10.720 --> 00:11:12.000]   of Israel and Jerusalem.
[00:11:12.000 --> 00:11:12.960]   Why?
[00:11:12.960 --> 00:11:14.920]   Well, you read the rest of the chapter
[00:11:14.920 --> 00:11:16.920]   and he's condemning them for their bloodshed,
[00:11:16.920 --> 00:11:19.140]   their corruption, their injustice,
[00:11:19.140 --> 00:11:21.580]   their failure to help the poor and needy.
[00:11:21.580 --> 00:11:23.840]   That's what made them like Sodom and Gomorrah.
[00:11:23.840 --> 00:11:25.600]   That's Isaiah chapter one.
[00:11:25.600 --> 00:11:28.080]   And Ezekiel is even more caustic
[00:11:28.080 --> 00:11:31.320]   in the way he describes the Israelites,
[00:11:31.320 --> 00:11:32.800]   in fact, the Northern Kingdom,
[00:11:32.800 --> 00:11:35.960]   of being even worse than Sodom and Gomorrah.
[00:11:35.960 --> 00:11:39.400]   This is Ezekiel chapter 16, verse 49.
[00:11:39.400 --> 00:11:42.320]   He says, "This was the sin of your sister Sodom.
[00:11:42.320 --> 00:11:43.760]   "She and her daughters,"
[00:11:43.760 --> 00:11:47.080]   that means the villages, the towns around the city,
[00:11:47.080 --> 00:11:52.080]   "they were arrogant, overfed, unconcerned.
[00:11:52.080 --> 00:11:55.200]   "They did not help the poor and needy."
[00:11:55.200 --> 00:11:58.480]   Sodom's sin, says Ezekiel, was arrogance,
[00:11:58.480 --> 00:12:01.680]   affluence, and callousness to the needy,
[00:12:01.680 --> 00:12:05.760]   overproud, overfed, and underconcerned.
[00:12:05.760 --> 00:12:09.720]   It's a very modern-sounding list of accusations.
[00:12:09.720 --> 00:12:12.440]   So that's why, when you put all that together,
[00:12:12.440 --> 00:12:14.800]   that Sodom stands as a kind of model
[00:12:14.800 --> 00:12:19.480]   or a picture or paradigm of human society at its worst
[00:12:19.480 --> 00:12:22.040]   and the inevitable consequences of God's judgment
[00:12:22.040 --> 00:12:23.640]   that falls upon that.
[00:12:23.640 --> 00:12:27.160]   It was a place that was full of oppression,
[00:12:27.160 --> 00:12:30.760]   cruelty, violent sexual abuse, idolatry,
[00:12:30.760 --> 00:12:33.600]   pride, greedy consumption,
[00:12:33.600 --> 00:12:38.600]   but empty of compassion and care for the needy.
[00:12:38.600 --> 00:12:40.040]   And that's a picture, surely,
[00:12:40.040 --> 00:12:42.680]   of the world that we still live in.
[00:12:42.680 --> 00:12:46.760]   And it's precisely that world that God comes to
[00:12:46.760 --> 00:12:50.160]   in both judgment, but also, remarkably,
[00:12:50.160 --> 00:12:52.640]   in redemption in relation to Lot,
[00:12:52.640 --> 00:12:55.080]   but also what he now says to Abraham.
[00:12:55.080 --> 00:12:58.080]   And it's on his way to bring judgment onto that world
[00:12:58.080 --> 00:13:02.200]   that God stops off for a meal with Abraham and Sarah.
[00:13:02.200 --> 00:13:05.000]   God didn't need to do that, did he?
[00:13:05.000 --> 00:13:08.040]   I mean, he could've just zapped down from heaven to Sodom
[00:13:08.040 --> 00:13:10.320]   and do what he did, but he stops.
[00:13:10.320 --> 00:13:13.840]   He pauses on the way and renews his promise
[00:13:13.840 --> 00:13:17.920]   to Abraham and Sarah that they will have a son next year.
[00:13:17.920 --> 00:13:19.960]   They'd been waiting for 25 years already,
[00:13:19.960 --> 00:13:22.480]   so that's what made Sarah laugh a bit.
[00:13:22.480 --> 00:13:24.160]   And God says, "Why did you laugh?"
[00:13:24.160 --> 00:13:25.000]   "No, I didn't."
[00:13:25.000 --> 00:13:25.840]   "Yes, you did."
[00:13:25.840 --> 00:13:26.680]   "No, you didn't," and so on.
[00:13:26.680 --> 00:13:28.800]   It's a wonderfully told narrative.
[00:13:28.800 --> 00:13:32.360]   So here, you see, is God on his way to judgment,
[00:13:32.360 --> 00:13:36.840]   who stops to remind himself of his ultimate purpose
[00:13:36.840 --> 00:13:41.600]   of blessing to all nations through this elderly couple,
[00:13:41.600 --> 00:13:45.040]   Abraham and Sarah, who haven't yet had a child at all.
[00:13:45.040 --> 00:13:47.560]   So we need to see what God says here now
[00:13:47.560 --> 00:13:49.160]   in these verses that we're looking at
[00:13:49.160 --> 00:13:52.400]   in that context of God's ultimate judgment
[00:13:52.400 --> 00:13:54.960]   on the world of Sodom, but with his purpose
[00:13:54.960 --> 00:13:56.520]   of bringing redemption into the world
[00:13:56.520 --> 00:13:58.600]   through the children of Abraham.
[00:13:58.600 --> 00:14:00.360]   And that brings us, therefore, to the next point
[00:14:00.360 --> 00:14:02.560]   that I want to bring from these verses,
[00:14:02.560 --> 00:14:05.800]   which is the way of the Lord, as we read there,
[00:14:05.800 --> 00:14:08.920]   as a model or a picture for God's people
[00:14:08.920 --> 00:14:10.240]   and for how they're to live.
[00:14:10.240 --> 00:14:13.640]   Coming back now to Genesis 18, verse 19.
[00:14:13.640 --> 00:14:15.200]   Let me read it to you again.
[00:14:15.200 --> 00:14:18.020]   God says, "I have chosen him," that is Abraham,
[00:14:18.020 --> 00:14:20.080]   "so that he will direct his children
[00:14:20.080 --> 00:14:23.880]   "and his household after him to keep the way of the Lord
[00:14:23.880 --> 00:14:26.800]   "by doing righteousness and justice,
[00:14:26.800 --> 00:14:28.780]   "so that the Lord will bring about for Abraham
[00:14:28.780 --> 00:14:30.280]   "what he has promised him."
[00:14:30.280 --> 00:14:31.880]   But what has God promised him?
[00:14:31.880 --> 00:14:33.360]   To bring blessing to all the nations.
[00:14:33.360 --> 00:14:34.960]   It's in the previous verse.
[00:14:34.960 --> 00:14:36.600]   That's why God chose Abraham
[00:14:36.600 --> 00:14:38.360]   to bring blessing to the nations.
[00:14:38.360 --> 00:14:42.560]   So you have election on one side, I have chosen him,
[00:14:42.560 --> 00:14:45.160]   and you have mission at the end of the verse
[00:14:45.160 --> 00:14:47.680]   to bring blessing to the nations, that's God's promise,
[00:14:47.680 --> 00:14:51.660]   and right in the middle comes this ethical component
[00:14:51.660 --> 00:14:54.620]   of the whole thing, the way of the Lord,
[00:14:54.620 --> 00:14:57.160]   doing righteousness and justice.
[00:14:57.160 --> 00:15:01.140]   God says that he's chosen Abraham to be a teacher,
[00:15:01.140 --> 00:15:04.720]   to be an instructor in the ways of the Lord
[00:15:04.720 --> 00:15:07.500]   and a teacher of righteousness and justice.
[00:15:07.500 --> 00:15:09.960]   Both of those phrases, the way of the Lord
[00:15:09.960 --> 00:15:12.160]   and righteousness and justice,
[00:15:12.160 --> 00:15:14.380]   are worth just pausing with for a moment.
[00:15:16.160 --> 00:15:19.800]   If you'd asked the average Old Testament Israelite,
[00:15:19.800 --> 00:15:22.360]   "Can you tell me about Old Testament ethics?"
[00:15:22.360 --> 00:15:24.240]   They wouldn't have said,
[00:15:24.240 --> 00:15:26.300]   "Well, you need to read the book by Chris Wright."
[00:15:26.300 --> 00:15:28.060]   They'd probably have looked very blank
[00:15:28.060 --> 00:15:30.440]   and not known what you were talking about.
[00:15:30.440 --> 00:15:31.280]   But if you'd asked them,
[00:15:31.280 --> 00:15:34.040]   "Can you tell me about the way of the Lord?"
[00:15:34.040 --> 00:15:36.640]   They'd say, "Ah, now I know what you mean."
[00:15:36.640 --> 00:15:39.000]   Because that was a common expression in the Old Testament
[00:15:39.000 --> 00:15:44.000]   for a life lived in righteous obedience to God's law,
[00:15:44.360 --> 00:15:46.960]   in faithful obedience to God.
[00:15:46.960 --> 00:15:50.160]   You get a lot of it in the Psalms and elsewhere.
[00:15:50.160 --> 00:15:54.140]   And the way of the Lord implies a contrast.
[00:15:54.140 --> 00:15:57.640]   It's walking in Yahweh's way
[00:15:57.640 --> 00:16:01.160]   as distinct from the way of other gods
[00:16:01.160 --> 00:16:06.160]   or of other nations or of oneself
[00:16:06.160 --> 00:16:10.040]   or the way of sinners, as for example in Psalm 1.
[00:16:10.040 --> 00:16:12.400]   Walk in Yahweh's way.
[00:16:12.400 --> 00:16:15.000]   And in this verse, of course, this context,
[00:16:15.000 --> 00:16:17.960]   the contrast is very clear
[00:16:17.960 --> 00:16:20.080]   between the way of Yahweh the Lord
[00:16:20.080 --> 00:16:23.480]   and the way of Sodom that immediately follows it.
[00:16:23.480 --> 00:16:25.480]   So walking in the way of the Lord
[00:16:25.480 --> 00:16:27.600]   means something different
[00:16:27.600 --> 00:16:30.380]   from the world that God is about to judge.
[00:16:30.380 --> 00:16:33.920]   As a metaphor, it seems to have had
[00:16:33.920 --> 00:16:37.520]   two possible ways of understanding it,
[00:16:37.520 --> 00:16:39.560]   which were more or less complementary.
[00:16:39.560 --> 00:16:42.840]   One, to walk in somebody's way means to follow them.
[00:16:42.840 --> 00:16:45.400]   You watch their footsteps, you watch where they're going,
[00:16:45.400 --> 00:16:46.720]   and you follow their way.
[00:16:46.720 --> 00:16:49.640]   It's an aspect of imitation of God.
[00:16:49.640 --> 00:16:51.540]   You observe what Yahweh is like,
[00:16:51.540 --> 00:16:52.960]   and you try to do the same.
[00:16:52.960 --> 00:16:56.960]   You follow suit, follow in his footsteps, as it were.
[00:16:56.960 --> 00:17:00.720]   Or it can be taken more in the way of an instruction.
[00:17:00.720 --> 00:17:04.040]   You ask somebody, "What is the way to that place?"
[00:17:04.040 --> 00:17:05.560]   And they say, "Well, follow this road.
[00:17:05.560 --> 00:17:06.680]   Go there. Don't turn that way.
[00:17:06.680 --> 00:17:08.560]   Don't turn that. Go this way."
[00:17:08.560 --> 00:17:12.160]   You follow the instructions to the way that they tell you
[00:17:12.160 --> 00:17:14.560]   without turning off to the left or the right
[00:17:14.560 --> 00:17:17.560]   to what might be a wrong way or a dangerous way.
[00:17:17.560 --> 00:17:20.400]   And those two ideas go well together, I think,
[00:17:20.400 --> 00:17:24.080]   for what the Israelites meant by obedience to the law of God
[00:17:24.080 --> 00:17:26.800]   to reflect the character of God
[00:17:26.800 --> 00:17:29.440]   and to follow the instructions of God.
[00:17:29.440 --> 00:17:30.680]   The two go together.
[00:17:30.680 --> 00:17:34.560]   A very good example of this, I think,
[00:17:34.560 --> 00:17:38.200]   comes in the book of Deuteronomy 10,
[00:17:38.200 --> 00:17:40.800]   where Moses, in the text,
[00:17:40.800 --> 00:17:44.840]   is kind of summarizing what God really wants.
[00:17:44.840 --> 00:17:46.660]   Like many a preacher, they say,
[00:17:46.660 --> 00:17:48.240]   "Well, what is it really all about?
[00:17:48.240 --> 00:17:49.800]   What does it all boil down to?
[00:17:49.800 --> 00:17:51.800]   What's the bottom line?"
[00:17:51.800 --> 00:17:56.320]   And so in Deuteronomy 10, verse 12,
[00:17:56.320 --> 00:17:57.600]   we read, "Now, Israel,
[00:17:57.600 --> 00:18:00.000]   what does the Lord your God ask of you
[00:18:00.000 --> 00:18:03.240]   but, one, to fear the Lord your God,
[00:18:03.240 --> 00:18:05.720]   to walk in all his ways,
[00:18:05.720 --> 00:18:09.000]   to love him, serve him, and observe his commands?"
[00:18:09.000 --> 00:18:10.280]   That's all God wants, okay?
[00:18:10.280 --> 00:18:12.640]   That's all it is, just those five things,
[00:18:12.640 --> 00:18:15.780]   fear, walk, love, serve, and obey.
[00:18:15.780 --> 00:18:18.080]   And there you see that expression,
