
[00:00:00.000 --> 00:00:02.000]  各位靈性平安
[00:02:02.000 --> 00:02:04.000]  他的名字叫小光
[00:02:04.000 --> 00:02:06.000]  他剛剛
[00:02:06.000 --> 00:02:08.000]  回到教會
[00:02:08.000 --> 00:02:10.000]  進入了主學課室
[00:02:10.000 --> 00:02:12.000]  準備上課
[00:02:12.000 --> 00:02:14.000]  我先介紹你認識小光
[00:02:14.000 --> 00:02:16.000]  (笑聲)
[00:02:16.000 --> 00:02:18.000]  小光出來了
[00:02:18.000 --> 00:02:20.000]  小光很開心
[00:02:20.000 --> 00:02:22.000]  因為他很喜歡說話
[00:02:22.000 --> 00:02:24.000]  而且他很喜歡罵人
[00:02:24.000 --> 00:02:28.000]  經常說話就罵人
[00:02:28.000 --> 00:02:30.000]  他來到課室
[00:02:30.000 --> 00:02:32.000]  一坐下就開始罵
[00:02:32.000 --> 00:02:34.000]  為什麼每一個都這麼遲
[00:02:34.000 --> 00:02:36.000]  只有我一個在畫
[00:02:36.000 --> 00:02:38.000]  但他一說完
[00:02:38.000 --> 00:02:40.000]  很快的
[00:02:40.000 --> 00:02:42.000]  第二個小朋友又來了
[00:02:42.000 --> 00:02:44.000]  這個小朋友我又介紹你認識
[00:02:44.000 --> 00:02:46.000]  他叫小啡
[00:02:46.000 --> 00:02:48.000]  (笑聲)
[00:02:48.000 --> 00:02:50.000]  小啡出來了
[00:02:50.000 --> 00:02:52.000]  他很開心
[00:02:52.000 --> 00:02:54.000]  他很喜歡洗臉
[00:02:54.000 --> 00:02:56.000]  (笑聲)
[00:02:56.000 --> 00:02:58.000]  他洗臉的時候
[00:02:58.000 --> 00:03:00.000]  小光問他
[00:03:00.000 --> 00:03:02.000]  喂!你在做什麼?
[00:03:02.000 --> 00:03:04.000]  我在做什麼?
[00:03:04.000 --> 00:03:06.000]  我就是在洗臉
[00:03:06.000 --> 00:03:08.000]  (笑聲)
[00:03:08.000 --> 00:03:10.000]  小光說
[00:03:10.000 --> 00:03:12.000]  你好難看啊
[00:03:12.000 --> 00:03:14.000]  用手抹臉也有的
[00:03:14.000 --> 00:03:16.000]  好難看啊
[00:03:16.000 --> 00:03:18.000]  你很難看啊
[00:03:18.000 --> 00:03:20.000]  好像老鼠一樣
[00:03:20.000 --> 00:03:22.000]  小啡一聽見就說
[00:03:22.000 --> 00:03:24.000]  哎呀!我不是老鼠啊
[00:03:24.000 --> 00:03:26.000]  我是松鼠仔啊
[00:03:26.000 --> 00:03:28.000]  你其實是種鬼鼠啊
[00:03:28.000 --> 00:03:30.000]  你在地上爬啊爬啊
[00:03:30.000 --> 00:03:32.000]  還不是好鬼鼠
[00:03:32.000 --> 00:03:34.000]  我哪是鬼鼠啊
[00:03:34.000 --> 00:03:36.000]  他們兩個就在那裡
[00:03:36.000 --> 00:03:38.000]  一直在吵架
[00:03:38.000 --> 00:03:40.000]  當他們在吵的時候
[00:03:40.000 --> 00:03:42.000]  這個時候老師就進來了
[00:03:42.000 --> 00:03:44.000]  老師就進來了
[00:03:44.000 --> 00:03:46.000]  你猜老師是誰?
[00:03:46.000 --> 00:03:58.000]  (笑聲)
[00:03:58.000 --> 00:04:00.000]  老師出來了
[00:04:00.000 --> 00:04:02.000]  哇!
[00:04:02.000 --> 00:04:04.000]  原來老師
[00:04:04.000 --> 00:04:06.000]  是資金鳥阿姨
[00:04:06.000 --> 00:04:08.000]  資金鳥阿姨
[00:04:08.000 --> 00:04:10.000]  來到的時候
[00:04:10.000 --> 00:04:12.000]  她一來到就很開心
[00:04:12.000 --> 00:04:14.000]  因為她喜歡唱歌
[00:04:14.000 --> 00:04:16.000]  她經常都唱歌
[00:04:16.000 --> 00:04:18.000]  很開心地唱歌
[00:04:18.000 --> 00:04:20.000]  一邊唱歌
[00:04:20.000 --> 00:04:22.000]  各位小朋友
[00:04:22.000 --> 00:04:24.000]  我們今天一起唱歌
[00:04:24.000 --> 00:04:26.000]  讚美上帝
[00:04:26.000 --> 00:04:28.000]  主耶穌很愛我們
[00:04:28.000 --> 00:04:30.000]  我們一起唱詩歌
[00:04:30.000 --> 00:04:32.000]  當她預備帶小朋友
[00:04:32.000 --> 00:04:34.000]  唱詩歌的時候
[00:04:34.000 --> 00:04:36.000]  突然阿姨就看了一下
[00:04:36.000 --> 00:04:38.000]  哎呀!糟了
[00:04:38.000 --> 00:04:40.000]  我的蛋仔仔在哪裡啊
[00:04:40.000 --> 00:04:42.000]  我帶了他們來
[00:04:42.000 --> 00:04:44.000]  現在不見了
[00:04:44.000 --> 00:04:46.000]  糟了
[00:04:46.000 --> 00:04:48.000]  小光一聽見
[00:04:48.000 --> 00:04:50.000]  他就在笑
[00:04:50.000 --> 00:04:52.000]  哎呀!阿姨
[00:04:52.000 --> 00:04:54.000]  你這麼沒用的
[00:04:54.000 --> 00:04:56.000]  小朋友都看不清楚
[00:04:56.000 --> 00:04:58.000]  一定是被人偷了
[00:04:58.000 --> 00:05:00.000]  小蛋仔仔被人吃了
[00:05:00.000 --> 00:05:02.000]  這樣
[00:05:02.000 --> 00:05:04.000]  阿姨聽見
[00:05:04.000 --> 00:05:06.000]  就有點擔心
[00:05:06.000 --> 00:05:08.000]  突然她說
[00:05:08.000 --> 00:05:10.000]  不要緊
[00:05:10.000 --> 00:05:12.000]  我們相信主耶穌保守我們
[00:05:12.000 --> 00:05:14.000]  無論如何先唱詩歌
[00:05:14.000 --> 00:05:16.000]  我們讚美主
[00:05:16.000 --> 00:05:18.000]  我們歌頌主耶穌
[00:05:18.000 --> 00:05:20.000]  一起唱詩歌
[00:05:20.000 --> 00:05:22.000]  記得上星期我們唱過詩歌嗎
[00:05:22.000 --> 00:05:24.000]  一起唱吧
[00:05:24.000 --> 00:05:26.000]  一二三
[00:05:26.000 --> 00:05:28.000]  耶穌愛我
[00:05:28.000 --> 00:05:30.000]  我知道
[00:05:30.000 --> 00:05:32.000]  教授耶穌
[00:05:32.000 --> 00:05:34.000]  告訴我
[00:05:34.000 --> 00:05:38.000]  凡小孩子住屋央
[00:05:38.000 --> 00:05:40.000]  我雖軟弱
[00:05:40.000 --> 00:05:42.000]  主講強
[00:05:42.000 --> 00:05:44.000]  主耶穌愛我
[00:05:44.000 --> 00:05:46.000]  主耶穌愛我
[00:05:46.000 --> 00:05:48.000]  主耶穌愛我
[00:05:48.000 --> 00:05:50.000]  主耶穌愛我
[00:05:50.000 --> 00:05:52.000]  主耶穌愛我
[00:05:52.000 --> 00:05:54.000]  主耶穌愛我
[00:05:54.000 --> 00:05:56.000]  主耶穌愛我
[00:05:56.000 --> 00:05:58.000]  有聖經告訴我
[00:05:58.000 --> 00:06:00.000]  有聖經告訴我
[00:06:00.000 --> 00:06:02.000]  有聖經告訴我
[00:06:02.000 --> 00:06:04.000]  很開心地唱詩歌的時候
[00:06:04.000 --> 00:06:06.000]  突然小朋友說
[00:06:06.000 --> 00:06:08.000]  哎呀阿姨
[00:06:08.000 --> 00:06:10.000]  我突然想起上星期
[00:06:10.000 --> 00:06:12.000]  媽媽教我一節金句
[00:06:12.000 --> 00:06:14.000]  阿姨就問
[00:06:14.000 --> 00:06:16.000]  是什麼金句
[00:06:16.000 --> 00:06:18.000]  她說我記得了
[00:06:18.000 --> 00:06:20.000]  媽媽告訴我
[00:06:20.000 --> 00:06:22.000]  聖經亞國書第三章第九節
[00:06:22.000 --> 00:06:24.000]  告訴我
[00:06:24.000 --> 00:06:26.000]  我們用我們的口
[00:06:26.000 --> 00:06:28.000]  用我們的舌頭
[00:06:28.000 --> 00:06:30.000]  去頌讚
[00:06:30.000 --> 00:06:32.000]  以主為輔
[00:06:32.000 --> 00:06:34.000]  又用我們的舌頭
[00:06:34.000 --> 00:06:36.000]  去奏奏
[00:06:36.000 --> 00:06:38.000]  那一招神形象
[00:06:38.000 --> 00:06:40.000]  被造的人
[00:06:40.000 --> 00:06:42.000]  哎呀
[00:06:42.000 --> 00:06:44.000]  頌讚和奏奏
[00:06:44.000 --> 00:06:46.000]  從一個口出來
[00:06:46.000 --> 00:06:48.000]  是不應該的
[00:06:48.000 --> 00:06:50.000]  不應該這樣做的
[00:06:50.000 --> 00:06:52.000]  突然
[00:06:52.000 --> 00:06:54.000]  小朋友就
[00:06:54.000 --> 00:06:56.000]  看著小光
[00:06:56.000 --> 00:06:58.000]  說對不起
[00:06:58.000 --> 00:07:00.000]  我剛才罵你鬼祟
[00:07:00.000 --> 00:07:02.000]  你不要介意
[00:07:02.000 --> 00:07:04.000]  你原諒我吧
[00:07:04.000 --> 00:07:06.000]  小光一聽見
[00:07:06.000 --> 00:07:08.000]  就說
[00:07:08.000 --> 00:07:10.000]  應該是我先向你道歉
[00:07:10.000 --> 00:07:12.000]  剛才我不斷罵你
[00:07:12.000 --> 00:07:14.000]  好
[00:07:14.000 --> 00:07:16.000]  我們將來要多些去
[00:07:16.000 --> 00:07:18.000]  多謝神
[00:07:18.000 --> 00:07:20.000]  去讚美神
[00:07:20.000 --> 00:07:22.000]  也去感謝很多人幫助我們
[00:07:22.000 --> 00:07:24.000]  不如這樣
[00:07:24.000 --> 00:07:26.000]  我們要為
[00:07:26.000 --> 00:07:28.000]  阿姨祈禱
[00:07:28.000 --> 00:07:30.000]  因為阿姨不見了
[00:07:30.000 --> 00:07:32.000]  彈彈彈
[00:07:32.000 --> 00:07:34.000]  所以他們就祈禱
[00:07:34.000 --> 00:07:36.000]  求天父保守
[00:07:36.000 --> 00:07:38.000]  阿們
[00:07:38.000 --> 00:07:40.000]  祈禱
[00:07:40.000 --> 00:07:42.000]  小飛突然說
[00:07:42.000 --> 00:07:44.000]  阿姨
[00:07:44.000 --> 00:07:46.000]  這些彈彈彈是什麼顏色的
[00:07:46.000 --> 00:07:48.000]  阿姨說
[00:07:48.000 --> 00:07:50.000]  我們家族都是
[00:07:50.000 --> 00:07:52.000]  藍色的彈彈
[00:07:52.000 --> 00:07:54.000]  你不知道嗎
[00:07:54.000 --> 00:07:56.000]  我看見
[00:07:56.000 --> 00:07:58.000]  在你的草上
[00:07:58.000 --> 00:08:00.000]  有些藍色的東西
[00:08:00.000 --> 00:08:02.000]  這樣
[00:08:02.000 --> 00:08:04.000]  他就走過去找找
[00:08:04.000 --> 00:08:06.000]  找到什麼
[00:08:06.000 --> 00:08:08.000]  先看看
[00:08:08.000 --> 00:08:10.000]  嘩
[00:08:10.000 --> 00:08:14.000]  他們不是被人偷了
[00:08:14.000 --> 00:08:16.000]  其實他們是
[00:08:16.000 --> 00:08:18.000]  藏在草裡面
[00:08:18.000 --> 00:08:20.000]  遮住了
[00:08:20.000 --> 00:08:22.000]  嘩 這個時候
[00:08:22.000 --> 00:08:24.000]  阿姨一看到
[00:08:24.000 --> 00:08:26.000]  很開心就在跳
[00:08:26.000 --> 00:08:28.000]  感謝上帝
[00:08:28.000 --> 00:08:30.000]  聽我們祈禱
[00:08:30.000 --> 00:08:32.000]  感謝神
[00:08:32.000 --> 00:08:34.000]  我們一起再唱歌
[00:08:34.000 --> 00:08:36.000]  他們又很開心地唱
[00:08:36.000 --> 00:08:38.000]  耶穌愛我
[00:08:38.000 --> 00:08:40.000]  我知道
[00:08:40.000 --> 00:08:42.000]  天公數我
[00:08:42.000 --> 00:08:44.000]  他們拜拜了
[00:08:44.000 --> 00:08:54.000]  (掌聲)
[00:08:54.000 --> 00:09:06.000]  我們各位小朋友
[00:09:06.000 --> 00:09:08.000]  大朋友
[00:09:08.000 --> 00:09:10.000]  我們都很希望
[00:09:10.000 --> 00:09:12.000]  我們常常會說
[00:09:12.000 --> 00:09:14.000]  良好的說話
[00:09:14.000 --> 00:09:16.000]  美善的說話
[00:09:16.000 --> 00:09:18.000]  我們都可以學習
[00:09:18.000 --> 00:09:20.000]  去欣賞別人
[00:09:20.000 --> 00:09:22.000]  去感謝別人
[00:09:22.000 --> 00:09:24.000]  因為主耶穌很歡喜我們這樣做
[00:09:24.000 --> 00:09:26.000]  今天我們一起再繼續
[00:09:26.000 --> 00:09:28.000]  來看聖經
[00:09:28.000 --> 00:09:30.000]  我們都會讀聖經裡面
[00:09:30.000 --> 00:09:32.000]  這方面對我們的教導
[00:09:32.000 --> 00:09:34.000]  大家可以回到剛才
[00:09:34.000 --> 00:09:36.000]  我們讀過的聖經
[00:09:36.000 --> 00:09:38.000]  彼得前書第三章的經文
[00:09:38.000 --> 00:09:40.000]  第三章
[00:09:40.000 --> 00:09:44.000]  聖經裡面提到良言
[00:09:44.000 --> 00:09:46.000]  大家都會記得
[00:09:46.000 --> 00:09:48.000]  在聖經裡面的真言書
[00:09:48.000 --> 00:09:50.000]  常常提到良言
[00:09:50.000 --> 00:09:52.000]  良善的言語
[00:09:52.000 --> 00:09:54.000]  聖經裡面提及到
[00:09:54.000 --> 00:09:56.000]  良言出的時候
[00:09:56.000 --> 00:09:58.000]  是帶給人很多的祝福
[00:09:58.000 --> 00:10:00.000]  其中真言十六章說到
[00:10:00.000 --> 00:10:02.000]  他說良言好像蜂蜜一樣
[00:10:02.000 --> 00:10:04.000]  好像蜜糖一樣
[00:10:04.000 --> 00:10:06.000]  是使心覺得甘甜
[00:10:06.000 --> 00:10:08.000]  使骨頭得到滋潤
[00:10:08.000 --> 00:10:10.000]  無論是心靈
[00:10:10.000 --> 00:10:12.000]  或者身體
[00:10:12.000 --> 00:10:14.000]  因為別人的良好
[00:10:14.000 --> 00:10:16.000]  良善的說話
[00:10:16.000 --> 00:10:18.000]  都已經得著祝福
[00:10:18.000 --> 00:10:20.000]  當然我們家庭裡面
[00:10:20.000 --> 00:10:22.000]  很多時候有機會和家人相處
[00:10:22.000 --> 00:10:24.000]  我們很多時候會有很多聊天
[00:10:24.000 --> 00:10:26.000]  對話
[00:10:26.000 --> 00:10:28.000]  但是你都會知道
[00:10:28.000 --> 00:10:30.000]  有些時候一些不合適的說話
[00:10:30.000 --> 00:10:32.000]  有些時候帶給家人的傷害
[00:10:32.000 --> 00:10:34.000]  是很大很深
[00:10:34.000 --> 00:10:36.000]  但相反來說
[00:10:36.000 --> 00:10:38.000]  你說的良言
[00:10:38.000 --> 00:10:40.000]  是可以帶給對方很大的鼓勵
[00:10:40.000 --> 00:10:42.000]  和很長久的祝福
[00:10:42.000 --> 00:10:44.000]  因此在
[00:10:44.000 --> 00:10:46.000]  我們的家庭裡面
[00:10:46.000 --> 00:10:48.000]  我們常常這樣向神求
[00:10:48.000 --> 00:10:50.000]  求神讓我們知道
[00:10:50.000 --> 00:10:52.000]  常常口出良言
[00:10:52.000 --> 00:10:54.000]  能夠祝福我們的家人
[00:10:54.000 --> 00:10:56.000]  能夠祝福我們身邊的
[00:10:56.000 --> 00:10:58.000]  很多我們所親愛的
[00:10:58.000 --> 00:11:00.000]  在聖經裡面提到一件事情
[00:11:00.000 --> 00:11:02.000]  就是當時在第三章
[00:11:02.000 --> 00:11:04.000]  第八節前書
[00:11:04.000 --> 00:11:06.000]  聖經不斷提及一個很重要的訊息
[00:11:06.000 --> 00:11:08.000]  就是無論在什麼情況之下
[00:11:08.000 --> 00:11:10.000]  你保持你的良善
[00:11:10.000 --> 00:11:12.000]  所以剛才讀的
[00:11:12.000 --> 00:11:14.000]  第三章第八節前面
[00:11:14.000 --> 00:11:16.000]  第二章就提到
[00:11:16.000 --> 00:11:18.000]  作僕人的
[00:11:18.000 --> 00:11:20.000]  無論主人是否很容易相處
[00:11:20.000 --> 00:11:22.000]  就算是乖僻的
[00:11:22.000 --> 00:11:24.000]  都要學習去馴服主人
[00:11:24.000 --> 00:11:26.000]  因為如果是
[00:11:26.000 --> 00:11:28.000]  行善
[00:11:28.000 --> 00:11:30.000]  但都受苦
[00:11:30.000 --> 00:11:32.000]  就代表你行惡而受苦
[00:11:32.000 --> 00:11:34.000]  所以如果行善
[00:11:34.000 --> 00:11:36.000]  而受苦
[00:11:36.000 --> 00:11:38.000]  在神面前仍然是有福的
[00:11:38.000 --> 00:11:40.000]  然後你讀聖經的時候
[00:11:40.000 --> 00:11:42.000]  很快的聖經就提到
[00:11:42.000 --> 00:11:44.000]  主耶穌的榜樣
[00:11:44.000 --> 00:11:46.000]  所以在前面的第二章
[00:11:46.000 --> 00:11:48.000]  第23節就提到
[00:11:48.000 --> 00:11:50.000]  主祂避罵不還口
[00:11:50.000 --> 00:11:52.000]  和學本所說
[00:11:52.000 --> 00:11:54.000]  受害不說威嚇的說話
[00:11:54.000 --> 00:11:56.000]  只將自己交託
[00:11:56.000 --> 00:11:58.000]  按公義審判人的主
[00:11:58.000 --> 00:12:00.000]  主耶穌的榜樣就是
[00:12:00.000 --> 00:12:02.000]  就算被人責罵
[00:12:02.000 --> 00:12:04.000]  祂不會去
[00:12:04.000 --> 00:12:06.000]  麻煩人
[00:12:06.000 --> 00:12:08.000]  祂仍然是保持著那種
[00:12:08.000 --> 00:12:10.000]  裡面的良善
[00:12:10.000 --> 00:12:12.000]  沒錯自己受傷害
[00:12:12.000 --> 00:12:14.000]  但祂將自己交託
[00:12:14.000 --> 00:12:16.000]  按公義審判人的主
[00:12:16.000 --> 00:12:18.000]  然後聖經就提到
[00:12:18.000 --> 00:12:20.000]  關於丈夫和妻子的相處
[00:12:20.000 --> 00:12:22.000]  所以你讀聖經的時候
[00:12:22.000 --> 00:12:24.000]  讀到第三章第一節
[00:12:24.000 --> 00:12:26.000]  聖經在新譯本裡面就說
[00:12:26.000 --> 00:12:28.000]  做楊
[00:12:28.000 --> 00:12:30.000]  按照主耶穌的榜樣
[00:12:30.000 --> 00:12:32.000]  就算丈夫對自己
[00:12:32.000 --> 00:12:34.000]  怎樣
[00:12:34.000 --> 00:12:36.000]  可能有威嚇
[00:12:36.000 --> 00:12:38.000]  可能有不合理的對待
[00:12:38.000 --> 00:12:40.000]  但仍然去行良善
[00:12:40.000 --> 00:12:42.000]  仍然去出良言
[00:12:42.000 --> 00:12:44.000]  這正是聖經
[00:12:44.000 --> 00:12:46.000]  一路勉勵做妻子
[00:12:46.000 --> 00:12:48.000]  做丈夫
[00:12:48.000 --> 00:12:50.000]  所以說到這裡的時候
[00:12:50.000 --> 00:12:52.000]  聖經就開始說到言語的
[00:12:52.000 --> 00:12:54.000]  進一步的和我們分享
[00:12:54.000 --> 00:12:56.000]  所以到第八節的時候
[00:12:56.000 --> 00:12:58.000]  聖經就說總括來說
[00:12:58.000 --> 00:13:00.000]  你們要彼此同心
[00:13:00.000 --> 00:13:02.000]  互相體恤
[00:13:02.000 --> 00:13:04.000]  親愛將弟兄們又溫柔
[00:13:04.000 --> 00:13:06.000]  全心謙卑
[00:13:06.000 --> 00:13:08.000]  然後第九節
[00:13:08.000 --> 00:13:10.000]  特別就說到語言
[00:13:10.000 --> 00:13:12.000]  說話的表達
[00:13:12.000 --> 00:13:14.000]  他說不要以惡報惡
[00:13:14.000 --> 00:13:16.000]  以辱罵還辱罵
[00:13:16.000 --> 00:13:18.000]  都要什麼呀?
[00:13:18.000 --> 00:13:20.000]  祝福因為你們就是
[00:13:20.000 --> 00:13:22.000]  為此蒙照好叫你們
[00:13:22.000 --> 00:13:24.000]  承受福氣
[00:13:24.000 --> 00:13:26.000]  聖經總括了之前很多的關係
[00:13:26.000 --> 00:13:28.000]  特別人際的相處的關係
[00:13:28.000 --> 00:13:30.000]  當然
[00:13:30.000 --> 00:13:32.000]  下面所說的包括了
[00:13:32.000 --> 00:13:34.000]  無論是僕人主人的相處
[00:13:34.000 --> 00:13:36.000]  夫妻的相處
[00:13:36.000 --> 00:13:38.000]  家人的相處
[00:13:38.000 --> 00:13:40.000]  在當中聖經就說總括來說
[00:13:40.000 --> 00:13:42.000]  你們要彼此同心互相體恤
[00:13:42.000 --> 00:13:44.000]  然後特別就強調到
[00:13:44.000 --> 00:13:46.000]  我們的舌頭要特別留心
[00:13:46.000 --> 00:13:48.000]  不要以惡報惡
[00:13:48.000 --> 00:13:50.000]  以辱罵還辱罵
[00:13:50.000 --> 00:13:52.000]  所以今天
[00:13:52.000 --> 00:13:54.000]  我特別和大家分享的
[00:13:54.000 --> 00:13:56.000]  兩個很簡單的重點
[00:13:56.000 --> 00:13:58.000]  第一
[00:13:58.000 --> 00:14:00.000]  就是不要以辱罵還辱罵
[00:14:00.000 --> 00:14:02.000]  都要祝福
[00:14:02.000 --> 00:14:04.000]  在很多家庭的相處裡面
[00:14:04.000 --> 00:14:06.000]  常常記得
[00:14:06.000 --> 00:14:08.000]  我只有祝福
[00:14:08.000 --> 00:14:10.000]  就算對方怎樣待我
[00:14:10.000 --> 00:14:12.000]  我心裡面仍然是願意祝福他
[00:14:12.000 --> 00:14:14.000]  我想想起有一次
[00:14:14.000 --> 00:14:16.000]  我和一個朋友
[00:14:16.000 --> 00:14:18.000]  我們在一家人的家
[00:14:18.000 --> 00:14:20.000]  我想想起有一次
[00:14:20.000 --> 00:14:22.000]  在街上走
[00:14:22.000 --> 00:14:24.000]  我想大家很多時候都會有機會
[00:14:24.000 --> 00:14:26.000]  聽到一些旁邊的路人
[00:14:26.000 --> 00:14:28.000]  他們的對話
[00:14:28.000 --> 00:14:30.000]  香港人很多時候都很擠迫
[00:14:30.000 --> 00:14:32.000]  在旁邊就聽到他們說話
[00:14:32.000 --> 00:14:34.000]  有一次坐地鐵的時候
[00:14:34.000 --> 00:14:36.000]  聽到旁邊
[00:14:36.000 --> 00:14:38.000]  有一位太太
[00:14:38.000 --> 00:14:40.000]  在罵人
[00:14:40.000 --> 00:14:42.000]  我小心聽的時候
[00:14:42.000 --> 00:14:44.000]  其實都不是特意
[00:14:44.000 --> 00:14:46.000]  小心聽的
[00:14:46.000 --> 00:14:48.000]  她就說
[00:14:48.000 --> 00:14:50.000]  你真是沒用了
[00:14:50.000 --> 00:14:54.000]  罵到對方好像一錢不值
[00:14:54.000 --> 00:14:56.000]  然後就繼續說
[00:14:56.000 --> 00:14:58.000]  你這麼蠢都可以
[00:14:58.000 --> 00:15:00.000]  你不要做人了
[00:15:00.000 --> 00:15:02.000]  一路說
[00:15:02.000 --> 00:15:04.000]  我初初就想
[00:15:04.000 --> 00:15:06.000]  當然是在罵兒子
[00:15:06.000 --> 00:15:08.000]  我都忍不住看一看
[00:15:08.000 --> 00:15:10.000]  原來旁邊那個是她老公
[00:15:10.000 --> 00:15:12.000]  是她丈夫
[00:15:12.000 --> 00:15:14.000]  竟然用一些
[00:15:14.000 --> 00:15:16.000]  很惡的說話
[00:15:16.000 --> 00:15:18.000]  來罵她
[00:15:18.000 --> 00:15:20.000]  我心裡就想
[00:15:20.000 --> 00:15:22.000]  可能很快就會罵回頭
[00:15:22.000 --> 00:15:24.000]  一般很多時候就會
[00:15:24.000 --> 00:15:26.000]  對方怎樣罵
[00:15:26.000 --> 00:15:28.000]  另一方就會很快
[00:15:28.000 --> 00:15:30.000]  去同樣的回應
[00:15:30.000 --> 00:15:32.000]  但我想不到
[00:15:32.000 --> 00:15:34.000]  這位丈夫可以在
[00:15:34.000 --> 00:15:36.000]  那個時候仍然很平定
[00:15:36.000 --> 00:15:38.000]  在那裡
[00:15:38.000 --> 00:15:40.000]  點頭
[00:15:40.000 --> 00:15:42.000]  但沒有再說其他說話
[00:15:42.000 --> 00:15:44.000]  我想很多時候
[00:15:44.000 --> 00:15:46.000]  我們在家庭當中
[00:15:46.000 --> 00:15:48.000]  都會面對很多不同的挑戰
[00:15:48.000 --> 00:15:50.000]  家人未必用
[00:15:50.000 --> 00:15:52.000]  很適合的說話
[00:15:52.000 --> 00:15:54.000]  和我們溝通
[00:15:54.000 --> 00:15:56.000]  但問題有些時候
[00:15:56.000 --> 00:15:58.000]  當我們用惡言回應的時候
[00:15:58.000 --> 00:16:00.000]  那個問題就會越發
[00:16:00.000 --> 00:16:02.000]  加大、加深
[00:16:02.000 --> 00:16:04.000]  另一件事情
[00:16:04.000 --> 00:16:06.000]  我都想回想
[00:16:06.000 --> 00:16:08.000]  我都曾經和姐妹提及
[00:16:08.000 --> 00:16:10.000]  一件我自己很深刻的事情
[00:16:10.000 --> 00:16:12.000]  她有一次很晚下班
[00:16:12.000 --> 00:16:14.000]  但發覺家裡比較亂
[00:16:14.000 --> 00:16:16.000]  因為太太還未下班
[00:16:16.000 --> 00:16:18.000]  而且兒子就在
[00:16:18.000 --> 00:16:20.000]  客廳裡
[00:16:20.000 --> 00:16:22.000]  玩耍
[00:16:22.000 --> 00:16:24.000]  在那時候
[00:16:24.000 --> 00:16:26.000]  隔了一段時間太太都回來了
[00:16:26.000 --> 00:16:28.000]  太太一開門見到兒子
[00:16:28.000 --> 00:16:30.000]  坐在地上
[00:16:30.000 --> 00:16:32.000]  玩具就散到整個客廳
[00:16:32.000 --> 00:16:34.000]  見到這樣的情況
[00:16:34.000 --> 00:16:36.000]  太太就
[00:16:36.000 --> 00:16:38.000]  大聲地在罵
[00:16:38.000 --> 00:16:40.000]  「還不做功課?」
[00:16:40.000 --> 00:16:44.000]  通常媽媽罵兒子
