
[00:00:00.000 --> 00:00:06.000]  今天早上我們已經有了很好的敬拜讚美禱告
[00:12:26.000 --> 00:12:31.000]  (英文)
[00:12:31.000 --> 00:12:36.000]  I remember that in the past the Bible was translated in English as
[00:12:36.000 --> 00:12:40.000]  (英文)
[00:12:40.000 --> 00:12:42.000]  In the bowels of Jesus Christ
[00:12:42.000 --> 00:12:44.000]  (英文)
[00:12:44.000 --> 00:12:45.000]  In the heart of Christ
[00:12:45.000 --> 00:12:46.000]  (英文)
[00:12:46.000 --> 00:12:47.000]  In the heart of Christ
[00:12:47.000 --> 00:12:48.000]  (英文)
[00:12:48.000 --> 00:12:49.000]  In the heart of Christ
[00:12:49.000 --> 00:12:50.000]  (英文)
[00:12:50.000 --> 00:12:51.000]  In the heart of Christ
[00:12:51.000 --> 00:12:52.000]  (英文)
[00:12:52.000 --> 00:12:53.000]  In the heart of Christ
[00:12:53.000 --> 00:12:54.000]  (英文)
[00:12:54.000 --> 00:12:55.000]  In the heart of Christ
[00:12:55.000 --> 00:12:56.000]  (英文)
[00:12:56.000 --> 00:12:57.000]  In the heart of Christ
[00:12:57.000 --> 00:12:58.000]  (英文)
[00:12:58.000 --> 00:12:59.000]  In the heart of Christ
[00:12:59.000 --> 00:13:00.000]  (英文)
[00:13:00.000 --> 00:13:01.000]  In the heart of Christ
[00:13:01.000 --> 00:13:02.000]  (英文)
[00:13:02.000 --> 00:13:03.000]  In the heart of Christ
[00:13:03.000 --> 00:13:04.000]  (英文)
[00:13:04.000 --> 00:13:05.000]  In the heart of Christ
[00:13:05.000 --> 00:13:06.000]  (英文)
[00:13:06.000 --> 00:13:07.000]  In the heart of Christ
[00:13:07.000 --> 00:13:08.000]  (英文)
[00:13:08.000 --> 00:13:09.000]  In the heart of Christ
[00:13:09.000 --> 00:13:10.000]  (英文)
[00:13:10.000 --> 00:13:11.000]  In the heart of Christ
[00:13:11.000 --> 00:13:12.000]  (英文)
[00:13:12.000 --> 00:13:13.000]  In the heart of Christ
[00:13:13.000 --> 00:13:14.000]  (英文)
[00:13:14.000 --> 00:13:15.000]  In the heart of Christ
[00:13:15.000 --> 00:13:16.000]  (英文)
[00:13:16.000 --> 00:13:17.000]  In the heart of Christ
[00:13:17.000 --> 00:13:18.000]  (英文)
[00:13:18.000 --> 00:13:19.000]  In the heart of Christ
[00:13:19.000 --> 00:13:20.000]  (英文)
[00:13:20.000 --> 00:13:21.000]  In the heart of Christ
[00:13:21.000 --> 00:13:22.000]  (英文)
[00:13:22.000 --> 00:13:23.000]  In the heart of Christ
[00:13:23.000 --> 00:13:24.000]  (英文)
[00:13:24.000 --> 00:13:25.000]  In the heart of Christ
[00:13:25.000 --> 00:13:26.000]  (英文)
[00:13:26.000 --> 00:13:27.000]  In the heart of Christ
[00:13:27.000 --> 00:13:28.000]  (英文)
[00:13:28.000 --> 00:13:29.000]  In the heart of Christ
[00:13:29.000 --> 00:13:30.000]  (英文)
[00:13:30.000 --> 00:13:31.000]  In the heart of Christ
[00:13:31.000 --> 00:13:32.000]  (英文)
[00:13:32.000 --> 00:13:33.000]  In the heart of Christ
[00:13:33.000 --> 00:13:34.000]  (英文)
[00:13:34.000 --> 00:13:35.000]  In the heart of Christ
[00:13:35.000 --> 00:13:36.000]  (英文)
[00:13:36.000 --> 00:13:37.000]  In the heart of Christ
[00:13:37.000 --> 00:13:38.000]  (英文)
[00:13:38.000 --> 00:13:39.000]  In the heart of Christ
[00:13:39.000 --> 00:13:40.000]  (英文)
[00:13:40.000 --> 00:13:41.000]  In the heart of Christ
[00:13:41.000 --> 00:13:42.000]  (英文)
[00:13:42.000 --> 00:13:43.000]  In the heart of Christ
[00:13:43.000 --> 00:13:44.000]  (英文)
[00:13:44.000 --> 00:13:45.000]  In the heart of Christ
[00:13:45.000 --> 00:13:46.000]  (英文)
[00:13:46.000 --> 00:13:47.000]  In the heart of Christ
[00:13:47.000 --> 00:13:48.000]  (英文)
[00:13:48.000 --> 00:13:49.000]  In the heart of Christ
[00:13:49.000 --> 00:13:50.000]  (英文)
[00:13:50.000 --> 00:13:51.000]  In the heart of Christ
[00:13:51.000 --> 00:13:52.000]  (英文)
[00:13:52.000 --> 00:13:53.000]  In the heart of Christ
[00:13:53.000 --> 00:13:54.000]  (英文)
[00:13:54.000 --> 00:13:55.000]  In the heart of Christ
[00:13:55.000 --> 00:13:56.000]  (英文)
[00:13:56.000 --> 00:13:57.000]  In the heart of Christ
[00:13:57.000 --> 00:13:58.000]  (英文)
[00:13:58.000 --> 00:13:59.000]  In the heart of Christ
[00:13:59.000 --> 00:14:00.000]  (英文)
[00:14:00.000 --> 00:14:01.000]  In the heart of Christ
[00:14:01.000 --> 00:14:02.000]  (英文)
[00:14:02.000 --> 00:14:03.000]  In the heart of Christ
[00:14:03.000 --> 00:14:04.000]  (英文)
[00:14:04.000 --> 00:14:05.000]  In the heart of Christ
[00:14:05.000 --> 00:14:06.000]  (英文)
[00:14:06.000 --> 00:14:07.000]  In the heart of Christ
[00:14:07.000 --> 00:14:08.000]  (英文)
[00:14:08.000 --> 00:14:09.000]  In the heart of Christ
[00:14:09.000 --> 00:14:10.000]  (英文)
[00:14:10.000 --> 00:14:11.000]  In the heart of Christ
[00:14:11.000 --> 00:14:12.000]  (英文)
[00:14:12.000 --> 00:14:13.000]  In the heart of Christ
[00:14:13.000 --> 00:14:14.000]  (英文)
[00:14:14.000 --> 00:14:15.000]  In the heart of Christ
[00:14:15.000 --> 00:14:16.000]  (英文)
[00:14:16.000 --> 00:14:17.000]  In the heart of Christ
[00:14:17.000 --> 00:14:18.000]  (英文)
[00:14:18.000 --> 00:14:19.000]  In the heart of Christ
[00:14:19.000 --> 00:14:20.000]  (英文)
[00:14:20.000 --> 00:14:21.000]  In the heart of Christ
[00:14:21.000 --> 00:14:22.000]  (英文)
[00:14:22.000 --> 00:14:23.000]  In the heart of Christ
[00:14:23.000 --> 00:14:24.000]  (英文)
[00:14:24.000 --> 00:14:25.000]  In the heart of Christ
[00:14:25.000 --> 00:14:26.000]  (英文)
[00:14:26.000 --> 00:14:27.000]  In the heart of Christ
[00:14:27.000 --> 00:14:28.000]  (英文)
[00:14:28.000 --> 00:14:29.000]  In the heart of Christ
[00:14:29.000 --> 00:14:30.000]  (英文)
[00:14:30.000 --> 00:14:31.000]  In the heart of Christ
[00:14:31.000 --> 00:14:32.000]  (英文)
[00:14:32.000 --> 00:14:33.000]  In the heart of Christ
[00:14:33.000 --> 00:14:34.000]  (英文)
[00:14:34.000 --> 00:14:35.000]  In the heart of Christ
[00:14:35.000 --> 00:14:36.000]  (英文)
[00:14:36.000 --> 00:14:37.000]  In the heart of Christ
[00:14:37.000 --> 00:14:38.000]  (英文)
[00:14:38.000 --> 00:14:39.000]  In the heart of Christ
[00:14:39.000 --> 00:14:40.000]  (英文)
[00:14:40.000 --> 00:14:41.000]  In the heart of Christ
[00:14:41.000 --> 00:14:42.000]  (英文)
[00:14:42.000 --> 00:14:43.000]  In the heart of Christ
[00:14:43.000 --> 00:14:44.000]  (英文)
[00:14:44.000 --> 00:14:45.000]  In the heart of Christ
[00:14:45.000 --> 00:14:46.000]  (英文)
[00:14:46.000 --> 00:14:47.000]  In the heart of Christ
[00:14:47.000 --> 00:14:48.000]  (英文)
[00:14:48.000 --> 00:14:49.000]  In the heart of Christ
[00:14:49.000 --> 00:14:50.000]  (英文)
[00:14:50.000 --> 00:14:51.000]  In the heart of Christ
[00:14:51.000 --> 00:14:52.000]  (英文)
[00:14:52.000 --> 00:14:53.000]  In the heart of Christ
[00:14:53.000 --> 00:14:54.000]  (英文)
[00:14:54.000 --> 00:14:55.000]  In the heart of Christ
[00:14:55.000 --> 00:14:56.000]  (英文)
[00:14:56.000 --> 00:14:57.000]  In the heart of Christ
[00:14:57.000 --> 00:14:58.000]  (英文)
[00:14:58.000 --> 00:14:59.000]  In the heart of Christ
[00:14:59.000 --> 00:15:00.000]  (英文)
[00:15:00.000 --> 00:15:01.000]  In the heart of Christ
[00:15:01.000 --> 00:15:02.000]  (英文)
[00:15:02.000 --> 00:15:03.000]  In the heart of Christ
[00:15:03.000 --> 00:15:04.000]  (英文)
[00:15:04.000 --> 00:15:05.000]  In the heart of Christ
[00:15:05.000 --> 00:15:06.000]  (英文)
[00:15:06.000 --> 00:15:07.000]  In the heart of Christ
[00:15:07.000 --> 00:15:08.000]  (英文)
[00:15:08.000 --> 00:15:09.000]  In the heart of Christ
[00:15:09.000 --> 00:15:10.000]  (英文)
[00:15:10.000 --> 00:15:11.000]  In the heart of Christ
[00:15:11.000 --> 00:15:12.000]  (英文)
[00:15:12.000 --> 00:15:13.000]  In the heart of Christ
[00:15:13.000 --> 00:15:14.000]  (英文)
[00:15:14.000 --> 00:15:15.000]  In the heart of Christ
[00:15:15.000 --> 00:15:16.000]  (英文)
[00:15:16.000 --> 00:15:17.000]  In the heart of Christ
[00:15:17.000 --> 00:15:18.000]  (英文)
[00:15:18.000 --> 00:15:19.000]  In the heart of Christ
[00:15:19.000 --> 00:15:20.000]  (英文)
[00:15:20.000 --> 00:15:21.000]  In the heart of Christ
[00:15:21.000 --> 00:15:22.000]  (英文)
[00:15:22.000 --> 00:15:23.000]  In the heart of Christ
[00:15:23.000 --> 00:15:24.000]  (英文)
[00:15:24.000 --> 00:15:25.000]  In the heart of Christ
[00:15:25.000 --> 00:15:26.000]  (英文)
[00:15:26.000 --> 00:15:27.000]  In the heart of Christ
[00:15:27.000 --> 00:15:28.000]  (英文)
[00:15:28.000 --> 00:15:29.000]  In the heart of Christ
[00:15:29.000 --> 00:15:30.000]  (英文)
[00:15:30.000 --> 00:15:31.000]  In the heart of Christ
[00:15:31.000 --> 00:15:32.000]  (英文)
[00:15:32.000 --> 00:15:33.000]  In the heart of Christ
[00:15:33.000 --> 00:15:34.000]  (英文)
[00:15:34.000 --> 00:15:35.000]  In the heart of Christ
[00:15:35.000 --> 00:15:36.000]  (英文)
[00:15:36.000 --> 00:15:37.000]  In the heart of Christ
[00:15:37.000 --> 00:15:38.000]  (英文)
[00:15:38.000 --> 00:15:39.000]  In the heart of Christ
[00:15:39.000 --> 00:15:40.000]  (英文)
[00:15:40.000 --> 00:15:41.000]  In the heart of Christ
[00:15:41.000 --> 00:15:42.000]  (英文)
[00:15:42.000 --> 00:15:43.000]  In the heart of Christ
[00:15:43.000 --> 00:15:44.000]  (英文)
[00:15:44.000 --> 00:15:45.000]  In the heart of Christ
[00:15:45.000 --> 00:15:46.000]  (英文)
[00:15:46.000 --> 00:15:47.000]  In the heart of Christ
[00:15:47.000 --> 00:15:48.000]  (英文)
[00:15:48.000 --> 00:15:49.000]  In the heart of Christ
[00:15:49.000 --> 00:15:50.000]  (英文)
[00:15:50.000 --> 00:15:51.000]  In the heart of Christ
[00:15:51.000 --> 00:15:52.000]  (英文)
[00:15:52.000 --> 00:15:53.000]  In the heart of Christ
[00:15:53.000 --> 00:15:54.000]  (英文)
[00:15:54.000 --> 00:15:55.000]  In the heart of Christ
[00:15:55.000 --> 00:15:56.000]  (英文)
[00:15:56.000 --> 00:15:57.000]  In the heart of Christ
[00:15:57.000 --> 00:15:58.000]  (英文)
[00:15:58.000 --> 00:15:59.000]  In the heart of Christ
[00:15:59.000 --> 00:16:00.000]  (英文)
[00:16:00.000 --> 00:16:01.000]  In the heart of Christ
[00:16:01.000 --> 00:16:02.000]  (英文)
[00:16:02.000 --> 00:16:03.000]  In the heart of Christ
[00:16:03.000 --> 00:16:04.000]  (英文)
[00:16:04.000 --> 00:16:05.000]  In the heart of Christ
[00:16:05.000 --> 00:16:06.000]  (英文)
[00:16:06.000 --> 00:16:07.000]  In the heart of Christ
[00:16:07.000 --> 00:16:08.000]  (英文)
[00:16:08.000 --> 00:16:09.000]  In the heart of Christ
[00:16:09.000 --> 00:16:10.000]  (英文)
[00:16:10.000 --> 00:16:11.000]  In the heart of Christ
