
[00:00:00.000 --> 00:00:07.000]  我一起來看全道書第四個人生的荒謬
[00:02:37.000 --> 00:02:40.000]  她現在盡力 努力去重新重拾
[00:02:40.000 --> 00:02:42.000]  去抓住那種風光
[00:02:42.000 --> 00:02:44.000]  所以她要告訴這個年輕人
[00:02:44.000 --> 00:02:46.000]  我那時候多威風 那個導演求我求了多久
[00:02:46.000 --> 00:02:48.000]  我都不肯和他拍 幾個人求我求
[00:02:48.000 --> 00:02:50.000]  但這個年輕人的心裡
[00:02:50.000 --> 00:02:52.000]  那又怎樣 我都不懂
[00:02:52.000 --> 00:02:54.000]  你講的以前多威風的導演
[00:02:54.000 --> 00:02:56.000]  你講過哪齣戲我都沒看過
[00:02:56.000 --> 00:03:00.000]  我相信這個是人生的一種荒謬
[00:03:00.000 --> 00:03:03.000]  人生你不想消逝的 去消逝
[00:03:03.000 --> 00:03:08.000]  你想留住的 你看著在你眼前離開
[00:03:08.000 --> 00:03:11.000]  甚至死亡的來臨
[00:03:11.000 --> 00:03:14.000]  傳道者說這個都是一種荒謬
[00:03:14.000 --> 00:03:19.000]  傳道書第五章十五節
[00:03:19.000 --> 00:03:21.000]  這樣說
[00:03:21.000 --> 00:03:29.000]  傳道書第五章第十五和十六節
[00:03:30.000 --> 00:03:35.000]  傳道者說 她怎樣從母胎赤身而來
[00:03:35.000 --> 00:03:38.000]  也必照樣赤身而去
[00:03:38.000 --> 00:03:44.000]  她所勞碌得來的 手中分毫不能夠帶去
[00:03:44.000 --> 00:03:49.000]  她來的情形怎樣 她去的情形也怎樣
[00:03:49.000 --> 00:03:52.000]  這是一種大禍患
[00:03:52.000 --> 00:03:56.000]  因為她為風勞碌 有什麼益處呢
[00:03:56.000 --> 00:04:01.000]  傳道者形容人的勞碌 努力 掙扎
[00:04:01.000 --> 00:04:06.000]  原來那個對象是風來的 如風而去
[00:04:06.000 --> 00:04:10.000]  第六章十二節和一頁
[00:04:10.000 --> 00:04:15.000]  人一生虛度的日子 就如影兒經過
[00:04:15.000 --> 00:04:19.000]  誰知道什麼與她有益呢
[00:04:19.000 --> 00:04:22.000]  誰能告訴她身後在日光裡
[00:04:22.000 --> 00:04:25.000]  有什麼事呢 另一個唏噓
[00:04:25.000 --> 00:04:30.000]  人生一生所虛度的日子 如影經過
[00:04:30.000 --> 00:04:32.000]  剛才說為風勞碌
[00:04:32.000 --> 00:04:37.000]  現在人生一生 回看好像影一樣
[00:04:37.000 --> 00:04:39.000]  如影兒經過
[00:04:39.000 --> 00:04:41.000]  這裡我們想起中國人所說
[00:04:41.000 --> 00:04:44.000]  很多時候我們人生所擁有 所追尋的
[00:04:44.000 --> 00:04:49.000]  好像水中的月 鏡子 雲 雲霧
[00:04:49.000 --> 00:04:52.000]  這是人生的另一個荒謬
[00:04:52.000 --> 00:04:56.000]  我們看見人生那些我們很願意保留
[00:04:56.000 --> 00:05:00.000]  足以自豪的東西 竟然在他們眼前消逝
[00:05:00.000 --> 00:05:03.000]  如果你記得幾年前一齣電影
[00:05:03.000 --> 00:05:07.000]  莫札特傳所說的故事
[00:05:07.000 --> 00:05:10.000]  當時莫札特和Sally Harry差不多同年代
[00:05:10.000 --> 00:05:13.000]  但非常得意的宮廷音樂師
[00:05:13.000 --> 00:05:16.000]  他在中國的音樂圈
[00:05:16.000 --> 00:05:19.000]  非常得意的音樂師
[00:05:19.000 --> 00:05:22.000]  他欣賞莫札特 後來妒忌莫札特
[00:05:22.000 --> 00:05:26.000]  最後設計是陷害莫札特
[00:05:26.000 --> 00:05:29.000]  35歲的莫札特這個音樂家
[00:05:29.000 --> 00:05:33.000]  被他的計劃嚇得 最後嚇死了
[00:05:33.000 --> 00:05:35.000]  電影開始和結束的時候
[00:05:35.000 --> 00:05:38.000]  說到Sally Harry老年的時候
[00:05:38.000 --> 00:05:40.000]  變成神經
[00:05:40.000 --> 00:05:43.000]  什麼令他瘋狂和神經
[00:05:43.000 --> 00:05:46.000]  你記得嗎
[00:05:46.000 --> 00:05:48.000]  他說這個莫札特
[00:05:48.000 --> 00:05:50.000]  我35歲就殺了他
[00:05:50.000 --> 00:05:53.000]  但慢慢慢慢 神的懲罰最大是什麼呢
[00:05:53.000 --> 00:05:57.000]  要我有長命親眼看見我的作品
[00:05:57.000 --> 00:05:59.000]  慢慢慢慢被人迷惘
[00:05:59.000 --> 00:06:02.000]  而這個35歲的莫札特的作品
[00:06:02.000 --> 00:06:06.000]  周圍被人認識和被人紀念
[00:06:06.000 --> 00:06:08.000]  他沒辦法接受這個事實
[00:06:08.000 --> 00:06:09.000]  有時人生就是這樣
[00:06:09.000 --> 00:06:12.000]  那些你最鍾愛的 最足以自豪的
[00:06:12.000 --> 00:06:14.000]  你最不想失去的
[00:06:14.000 --> 00:06:19.000]  偏偏在你眼前慢慢慢慢消失
[00:06:19.000 --> 00:06:22.000]  甚至我們傳道者告訴我們
[00:06:22.000 --> 00:06:26.000]  人生最終極的死亡
[00:06:26.000 --> 00:06:29.000]  都是我們沒辦法避免
[00:06:29.000 --> 00:06:31.000]  人人都想避免死亡
[00:06:31.000 --> 00:06:33.000]  中國人最不想說的
[00:06:33.000 --> 00:06:35.000]  所以我一說就大吉利是
[00:06:35.000 --> 00:06:37.000]  兩晚說到最後就說死
[00:06:37.000 --> 00:06:40.000]  但事實上是中國人很不想說的
[00:06:40.000 --> 00:06:42.000]  我坐下來想想
[00:06:42.000 --> 00:06:43.000]  突然間加上去
[00:06:43.000 --> 00:06:45.000]  中國人其實呢
[00:06:45.000 --> 00:06:46.000]  你和我一起想想
[00:06:46.000 --> 00:06:51.000]  用了多少類不同的字眼來代替死這個字
[00:06:51.000 --> 00:06:53.000]  我想到一些還可以加
[00:06:53.000 --> 00:06:55.000]  不說死 說什麼呢
[00:06:55.000 --> 00:06:58.000]  香了
[00:06:58.000 --> 00:07:01.000]  死了
[00:07:01.000 --> 00:07:03.000]  直了
[00:07:03.000 --> 00:07:04.000]  還有什麼
[00:07:04.000 --> 00:07:06.000]  丟了
[00:07:06.000 --> 00:07:07.000]  還有什麼
[00:07:07.000 --> 00:07:10.000]  回到舊陣時那裡
[00:07:10.000 --> 00:07:12.000]  買鹹鴨蛋
[00:07:12.000 --> 00:07:14.000]  還有什麼
[00:07:14.000 --> 00:07:16.000]  數不數到
[00:07:16.000 --> 00:07:20.000]  拉柴
[00:07:20.000 --> 00:07:23.000]  你想想我們中國人就是這樣
[00:07:23.000 --> 00:07:26.000]  總而言之我們盡辦法提都不好提
[00:07:26.000 --> 00:07:28.000]  因為我們不想面對死亡
[00:07:28.000 --> 00:07:34.000]  但是遲早我們又要面對死亡的事實
[00:07:34.000 --> 00:07:38.000]  傳道者有一段聖經形容我們生命的衰殘
[00:07:38.000 --> 00:07:42.000]  是很繪聲繪影的
[00:07:42.000 --> 00:07:43.000]  雖然時間不多
[00:07:43.000 --> 00:07:45.000]  我都想和大家稍微看看
[00:07:45.000 --> 00:07:46.000]  我覺得很美麗
[00:07:46.000 --> 00:07:52.000]  也是很悲哀的一段
[00:07:52.000 --> 00:07:57.000]  就是傳道書最後的那一章12章
[00:07:57.000 --> 00:07:59.000]  傳道書第12章
[00:07:59.000 --> 00:08:05.000]  第一章說你要趁著年幼衰敗的日子尚未來到
[00:08:05.000 --> 00:08:11.000]  就是你所說我毫無喜樂的那些年日尚未臨近之先
[00:08:11.000 --> 00:08:14.000]  當紀念做你的主宰
[00:08:14.000 --> 00:08:17.000]  接著第二節開始
[00:08:17.000 --> 00:08:19.000]  一路下去那幾節
[00:08:19.000 --> 00:08:25.000]  他就描述那種衰敗的日子的圖畫是怎樣
[00:08:25.000 --> 00:08:27.000]  第二節說
[00:08:27.000 --> 00:08:35.000]  不要等到日頭光明月亮星秀變為黑暗
[00:08:35.000 --> 00:08:39.000]  用到一個象徵的字眼黑暗
[00:08:39.000 --> 00:08:43.000]  黑暗的意思當然不是指單單是天色的黑暗
[00:08:43.000 --> 00:08:47.000]  是你人生的喜樂消失
[00:08:47.000 --> 00:08:49.000]  不要等到人生喜樂消失
[00:08:49.000 --> 00:08:52.000]  衰敗日子是人生喜樂消失的日子
[00:08:52.000 --> 00:08:59.000]  第三節和第五節說到我們身體不想它消逝
[00:08:59.000 --> 00:09:03.000]  我們身體不想見它衰敗
[00:09:03.000 --> 00:09:05.000]  但這是不可避免的事實
[00:09:05.000 --> 00:09:06.000]  第三節說
[00:09:06.000 --> 00:09:08.000]  看守房屋的發震
[00:09:08.000 --> 00:09:10.000]  有力的屈伸
[00:09:10.000 --> 00:09:12.000]  推磨的稀少
[00:09:12.000 --> 00:09:16.000]  就從窗戶往外看都憤感
[00:09:16.000 --> 00:09:22.000]  看守房屋的應該是最醒目的
[00:09:22.000 --> 00:09:24.000]  看守房屋的無論如何
[00:09:24.000 --> 00:09:28.000]  做這行應該是最有精神的
[00:09:28.000 --> 00:09:30.000]  但他現在發震
[00:09:30.000 --> 00:09:34.000]  有力的最有力的都要屈伸
[00:09:34.000 --> 00:09:37.000]  屈伸就是當你走路的時候
[00:09:37.000 --> 00:09:38.000]  開始彎腰
[00:09:38.000 --> 00:09:41.000]  因為你的腰沒辦法支撐你身體
[00:09:41.000 --> 00:09:52.000]  是一種很具體很悲的形容這種衰殘的生命
[00:09:52.000 --> 00:09:55.000]  推磨的稀少是用了一個寓意的做法
[00:09:55.000 --> 00:09:58.000]  推磨就不是真的推磨
[00:09:58.000 --> 00:10:03.000]  以往古代的希伯來人說到
[00:10:03.000 --> 00:10:06.000]  我們咬東西就像推磨一樣
[00:10:06.000 --> 00:10:08.000]  硬呀硬呀
[00:10:08.000 --> 00:10:09.000]  就像推磨一樣
[00:10:09.000 --> 00:10:12.000]  所以推磨的稀少就是我們發覺
[00:10:12.000 --> 00:10:15.000]  我們的牙齒開始推不磨了
[00:10:15.000 --> 00:10:17.000]  沒東西可以照了
[00:10:17.000 --> 00:10:18.000]  照不到
[00:10:18.000 --> 00:10:21.000]  然後從窗戶往外看
[00:10:21.000 --> 00:10:23.000]  發覺都變成昏暗
[00:10:23.000 --> 00:10:25.000]  為什麼呢?一眼就不見了
[00:10:25.000 --> 00:10:28.000]  我覺得這一節雖然很短
[00:10:28.000 --> 00:10:34.000]  但很具體很到肉的形容那種身體上的衰殘
[00:10:34.000 --> 00:10:36.000]  第五節說人怕高處
[00:10:36.000 --> 00:10:37.000]  人為什麼會怕高處呢?
[00:10:37.000 --> 00:10:39.000]  因為你的體力不支
[00:10:39.000 --> 00:10:43.000]  你年紀大了路上有驚怕
[00:10:43.000 --> 00:10:44.000]  走路有什麼驚怕
[00:10:44.000 --> 00:10:45.000]  因為你知道有什麼危險
[00:10:45.000 --> 00:10:46.000]  一滑倒的時候
[00:10:46.000 --> 00:10:48.000]  你老人家就明白
[00:10:48.000 --> 00:10:49.000]  到你年紀大了就知道
[00:10:49.000 --> 00:10:51.000]  路上都有驚怕
[00:10:51.000 --> 00:10:52.000]  普通年輕人不知道的
[00:10:52.000 --> 00:10:54.000]  一下子就跳出去
[00:10:54.000 --> 00:10:55.000]  兩下子就跳上巴士
[00:10:55.000 --> 00:10:56.000]  你看看老人家
[00:10:56.000 --> 00:10:58.000]  當他走上巴士的時候
[00:10:58.000 --> 00:10:59.000]  他驚怕怕什麼
[00:10:59.000 --> 00:11:01.000]  因為他知道自己的生命
[00:11:01.000 --> 00:11:03.000]  他知道他身體的氣力
[00:11:03.000 --> 00:11:08.000]  支撐不了路上發生的事情
[00:11:08.000 --> 00:11:10.000]  行樹開花
[00:11:10.000 --> 00:11:12.000]  行樹也是一個寓意
[00:11:12.000 --> 00:11:14.000]  行樹開花的意思
[00:11:14.000 --> 00:11:16.000]  行樹是什麼顏色呢?
[00:11:16.000 --> 00:11:18.000]  是灰色的
[00:11:18.000 --> 00:11:22.000]  是代表那些頭髮的顏色
[00:11:22.000 --> 00:11:25.000]  頭髮開始變灰
[00:11:25.000 --> 00:11:28.000]  然後乍猛都成為重擔
[00:11:28.000 --> 00:11:30.000]  其實乍猛是很輕的
[00:11:30.000 --> 00:11:32.000]  乍猛是什麼時候成為重擔呢?
[00:11:32.000 --> 00:11:34.000]  就是當他停在一些很柔弱
[00:11:34.000 --> 00:11:37.000]  已經不能夠支撐的葉子
[00:11:37.000 --> 00:11:39.000]  或者枝的時候
[00:11:39.000 --> 00:11:41.000]  乍猛就成為重擔
[00:11:41.000 --> 00:11:42.000]  好像我們的生命
[00:11:42.000 --> 00:11:43.000]  本來那些沒什麼的
[00:11:43.000 --> 00:11:44.000]  很容易做的事情
[00:11:44.000 --> 00:11:46.000]  現在越來越難做
[00:11:46.000 --> 00:11:52.000]  他表示那種衰殘的生命
[00:11:52.000 --> 00:11:55.000]  其實真的很不容易接受
[00:11:55.000 --> 00:11:59.000]  可能我站在這裡這樣說
[00:11:59.000 --> 00:12:00.000]  你們這麼多這麼年輕
[00:12:00.000 --> 00:12:02.000]  你們不知道我在說什麼
[00:12:02.000 --> 00:12:03.000]  但到了你
[00:12:03.000 --> 00:12:05.000]  好像我過了四十歲
[00:12:05.000 --> 00:12:06.000]  你就開始明白
[00:12:06.000 --> 00:12:11.000]  你的身體不是很受你控制
[00:12:11.000 --> 00:12:12.000]  到一定的程度
[00:12:12.000 --> 00:12:13.000]  你就會開始很敏感
[00:12:13.000 --> 00:12:16.000]  究竟你有多少條白頭髮
[00:12:16.000 --> 00:12:17.000]  我女兒
[00:12:17.000 --> 00:12:18.000]  昨天我說我女兒
[00:12:18.000 --> 00:12:19.000]  今天說一下我女兒
[00:12:19.000 --> 00:12:20.000]  我小女兒
[00:12:20.000 --> 00:12:22.000]  她懂一點不懂一點
[00:12:22.000 --> 00:12:23.000]  有一天
[00:12:23.000 --> 00:12:24.000]  我記得的
[00:12:24.000 --> 00:12:26.000]  今年上半年
[00:12:26.000 --> 00:12:27.000]  就是年初的時候
[00:12:27.000 --> 00:12:29.000]  有一天她就
[00:12:29.000 --> 00:12:31.000]  突然間就走過來
[00:12:31.000 --> 00:12:32.000]  跟我說
[00:12:32.000 --> 00:12:33.000]  爸爸
[00:12:33.000 --> 00:12:35.000]  你很老
[00:12:35.000 --> 00:12:36.000]  我說多事啊
[00:12:36.000 --> 00:12:37.000]  老什麼
[00:12:37.000 --> 00:12:39.000]  亂說
[00:12:39.000 --> 00:12:40.000]  她就走開了
[00:12:40.000 --> 00:12:42.000]  過了一個多小時回來
[00:12:42.000 --> 00:12:44.000]  她說爸爸你很老
[00:12:44.000 --> 00:12:46.000]  我說豈有此理
[00:12:46.000 --> 00:12:47.000]  亂說
[00:12:47.000 --> 00:12:48.000]  不要這樣說
[00:12:48.000 --> 00:12:49.000]  不要說人老
[00:12:49.000 --> 00:12:50.000]  見到人家是叔叔
[00:12:50.000 --> 00:12:51.000]  你不要說這些
[00:12:51.000 --> 00:12:57.000]  到那天晚上
[00:12:57.000 --> 00:12:58.000]  她又來說
[00:12:58.000 --> 00:13:00.000]  爸爸你很老
[00:13:00.000 --> 00:13:02.000]  我開始慌了
[00:13:02.000 --> 00:13:03.000]  我開始慌了
[00:13:03.000 --> 00:13:04.000]  我走上去
[00:13:04.000 --> 00:13:05.000]  就照一下鏡子
[00:13:05.000 --> 00:13:06.000]  很老嗎
[00:13:06.000 --> 00:13:07.000]  不是很老
[00:13:07.000 --> 00:13:09.000]  只是一點點白頭髮
[00:13:09.000 --> 00:13:12.000]  我以為她是小朋友
[00:13:12.000 --> 00:13:13.000]  不懂事
[00:13:13.000 --> 00:13:15.000]  說話就算了
[00:13:15.000 --> 00:13:17.000]  但是困擾了我兩三天
[00:13:17.000 --> 00:13:20.000]  這是我以前沒有的經驗
[00:13:20.000 --> 00:13:23.000]  三天之後
[00:13:23.000 --> 00:13:24.000]  我打電話給一個朋友
[00:13:24.000 --> 00:13:25.000]  聊天
[00:13:25.000 --> 00:13:27.000]  開始明白原來為什麼
[00:13:28.000 --> 00:13:30.000]  原來
[00:13:30.000 --> 00:13:31.000]  他在學校
[00:13:31.000 --> 00:13:33.000]  學了一句話
[00:13:33.000 --> 00:13:35.000]  就是很老友
[00:13:35.000 --> 00:13:37.000]  他就說
[00:13:37.000 --> 00:13:39.000]  說不完
[00:13:39.000 --> 00:13:40.000]  其實意思就是
[00:13:40.000 --> 00:13:42.000]  爸爸你很老
[00:13:42.000 --> 00:13:44.000]  我和你是很老
[00:13:44.000 --> 00:13:46.000]  我很喜歡你
[00:13:46.000 --> 00:13:47.000]  他就說不完
[00:13:47.000 --> 00:13:49.000]  他說爸爸你很老
[00:13:49.000 --> 00:13:51.000]  幸好沒那麼害怕
[00:13:51.000 --> 00:13:53.000]  原來不是
[00:13:53.000 --> 00:13:55.000]  但是回想起來
[00:13:55.000 --> 00:13:56.000]  為什麼自己會這樣
[00:13:56.000 --> 00:13:58.000]  其實這是我們不想面對
[00:13:58.000 --> 00:14:02.000]  人生衰殘的一個事實
[00:14:02.000 --> 00:14:05.000]  開始發覺你的身體不受支配
[00:14:05.000 --> 00:14:08.000]  開始你最引以為驕傲的東西
[00:14:08.000 --> 00:14:10.000]  開始消失
[00:14:10.000 --> 00:14:13.000]  第六節很有意思
[00:14:13.000 --> 00:14:15.000]  他說銀鏈截斷
[00:14:15.000 --> 00:14:18.000]  金瓶破裂
[00:14:18.000 --> 00:14:21.000]  瓶子在全旁損壞
[00:14:21.000 --> 00:14:24.000]  水輪在井口破爛
[00:14:24.000 --> 00:14:27.000]  如果你有文思和音樂感
[00:14:27.000 --> 00:14:30.000]  這一節都可以寫一首歌
[00:14:30.000 --> 00:14:36.000]  一幅可以說是一個很肅殺的圖畫
[00:14:36.000 --> 00:14:39.000]  銀鏈截斷
[00:14:39.000 --> 00:14:42.000]  金瓶破裂
[00:14:42.000 --> 00:14:45.000]  我想起截斷了銀鏈
[00:14:45.000 --> 00:14:47.000]  破裂了金瓶
[00:14:47.000 --> 00:14:51.000]  銀鏈買回來的時候一定很寶貴
[00:14:51.000 --> 00:14:54.000]  但當它截斷的時候
[00:14:54.000 --> 00:14:56.000]  是怎樣
[00:14:56.000 --> 00:14:59.000]  一個金瓶它買回來的時候
[00:14:59.000 --> 00:15:01.000]  得到的時候一定是全價錢
[00:15:01.000 --> 00:15:03.000]  但到它破裂的時候
[00:15:03.000 --> 00:15:05.000]  可能就丟到一邊
[00:15:05.000 --> 00:15:07.000]  有時候你都會有這種感觸
[00:15:07.000 --> 00:15:09.000]  你走過一些花園大廈
[00:15:09.000 --> 00:15:11.000]  一些新區
[00:15:11.000 --> 00:15:13.000]  總之你在那些垃圾房
[00:15:13.000 --> 00:15:16.000]  看到有很多很多本來很漂亮的東西
[00:15:16.000 --> 00:15:20.000]  本來雖然它已經是爛的
[00:15:20.000 --> 00:15:22.000]  但你可以看到這套梳化椅
[00:15:22.000 --> 00:15:25.000]  本來初初買的時候應該是很漂亮的
[00:15:25.000 --> 00:15:27.000]  雪櫃
[00:15:27.000 --> 00:15:29.000]  洗衣機
[00:15:29.000 --> 00:15:30.000]  甚至收音機
[00:15:30.000 --> 00:15:34.000]  我都可以想像當這套梳化椅搬來第一次
[00:15:34.000 --> 00:15:35.000]  搬來你家的時候
[00:15:35.000 --> 00:15:37.000]  全家人怎樣圍著它來看
[00:15:37.000 --> 00:15:40.000]  小朋友搶著坐上去彈啊彈啊
[00:15:40.000 --> 00:15:42.000]  它曾經有個風光的日子
[00:15:42.000 --> 00:15:44.000]  但曾幾何時
[00:15:44.000 --> 00:15:46.000]  這個在垃圾房裡面又會出現
[00:15:46.000 --> 00:15:48.000]  人生有時就是這樣
[00:15:48.000 --> 00:15:51.000]  銀鏈會變成破裂
[00:15:51.000 --> 00:15:53.000]  銀鏈會截斷
[00:15:53.000 --> 00:15:55.000]  金屏會破裂
[00:15:55.000 --> 00:15:58.000]  這個人生是一個消逝的事實
[00:15:58.000 --> 00:16:01.000]  而人生消逝的極盡
[00:16:01.000 --> 00:16:03.000]  傳道者告訴我們
[00:16:03.000 --> 00:16:05.000]  就是死亡
[00:16:05.000 --> 00:16:07.000]  死亡是一個終極的消逝
[00:16:07.000 --> 00:16:09.000]  所以傳道者都不怕
[00:16:09.000 --> 00:16:12.000]  大膽的繼續說下去
[00:16:12.000 --> 00:16:15.000]  人生的荒謬不單止會消逝
[00:16:15.000 --> 00:16:20.000]  並且它最後以死亡作結束
[00:16:20.000 --> 00:16:24.000]  第九章四到第六節
[00:16:24.000 --> 00:16:28.000]  「與一切活人相連的,那人還有子亡?」
[00:16:28.000 --> 00:16:34.000]  因為活的狗比死了的獅子更強
[00:16:34.000 --> 00:16:38.000]  是,獅子是很兇,很強而有力
[00:16:38.000 --> 00:16:40.000]  但一個死了的獅子
[00:16:40.000 --> 00:16:44.000]  爬不上一隻仍然生存的狗
[00:16:44.000 --> 00:16:47.000]  惡有什麼用?大力有什麼用?
[00:16:47.000 --> 00:16:50.000]  當死亡臨到的時候
[00:16:50.000 --> 00:16:55.000]  死了的獅子爬不上一隻活的狗
[00:16:55.000 --> 00:16:58.000]  活著的人知道必死
[00:16:58.000 --> 00:17:00.000]  死了的人毫無所知
[00:17:00.000 --> 00:17:04.000]  也不再得賞賜他們的名無人紀念
[00:17:04.000 --> 00:17:08.000]  他們的愛,他們的恨,他們的妒忌
[00:17:08.000 --> 00:17:10.000]  早都消滅了
[00:17:10.000 --> 00:17:13.000]  在日光之下所行的一切事上
[00:17:13.000 --> 00:17:17.000]  他們並不再有份了
[00:17:17.000 --> 00:17:18.000]  傳道者告訴我們
[00:17:18.000 --> 00:17:21.000]  死亡為什麼可怕?因為有三個原因
[00:17:21.000 --> 00:17:25.000]  第一,死了的人毫無所知
[00:17:25.000 --> 00:17:26.000]  第五節
[00:17:26.000 --> 00:17:30.000]  第二,死了的人這個世界所有的一切
[00:17:30.000 --> 00:17:33.000]  他們的愛,他們的恨,他們的妒忌
[00:17:33.000 --> 00:17:34.000]  不再有份
[00:17:34.000 --> 00:17:37.000]  你曾經愛過,恨過,妒忌過
[00:17:37.000 --> 00:17:42.000]  你總言之你生命裡一切的喜怒哀樂悲歡離合
[00:17:42.000 --> 00:17:45.000]  死的時候你不再有份
[00:17:45.000 --> 00:17:51.000]  然後第五節說到死了的人無人紀念
[00:17:51.000 --> 00:17:55.000]  這是死亡最可怕的三個原因
[00:17:55.000 --> 00:18:00.000]  我最近續期的
[00:18:00.000 --> 00:18:03.000]  我那本香港護照
[00:18:03.000 --> 00:18:06.000]  我續期了之後寄回來
[00:18:06.000 --> 00:18:08.000]  我那個expiring date
[00:18:08.000 --> 00:18:10.000]  截止這本日記
[00:18:10.000 --> 00:18:11.000]  到什麼時候有效呢
[00:18:11.000 --> 00:18:13.000]  2003年
[00:18:13.000 --> 00:18:16.000]  真的很有啟發性
[00:18:16.000 --> 00:18:19.000]  過了20世紀了
[00:18:19.000 --> 00:18:22.000]  到21世紀2003年護照到
[00:18:22.000 --> 00:18:24.000]  看的時候多高興
[00:18:24.000 --> 00:18:28.000]  想想我2003年換的時候已經進入21世紀
[00:18:28.000 --> 00:18:33.000]  突然想想可能那時候我都不在了
[00:18:33.000 --> 00:18:36.000]  突然間一種在存在主義所說的
[00:18:36.000 --> 00:18:40.000]  一種的stock of non-existence
[00:18:40.000 --> 00:18:42.000]  突然間我不存在了
[00:18:42.000 --> 00:18:44.000]  沒有我份的
[00:18:44.000 --> 00:18:47.000]  我都在想2000年一定很刺激
[00:18:47.000 --> 00:18:54.000]  那晚1999年晚上11點多那一下一定很刺激
[00:18:54.000 --> 00:18:56.000]  我都在想的
[00:18:56.000 --> 00:19:00.000]  可能你年輕不會想到像我這樣的結論
[00:19:00.000 --> 00:19:03.000]  我再想想可能那時候我都不在了
[00:19:03.000 --> 00:19:06.000]  他們慶祝我去哪裡了
[00:19:06.000 --> 00:19:09.000]  突然間一種不再有份的感覺
[00:19:09.000 --> 00:19:13.000]  是一種很強烈的震撼和荒謬感
[00:19:13.000 --> 00:19:15.000]  那種不再有份毫無所知
[00:19:15.000 --> 00:19:17.000]  他們那時候怎麼慶祝怎麼開香檳
[00:19:17.000 --> 00:19:20.000]  電台說什麼播什麼音樂
[00:19:20.000 --> 00:19:23.000]  然後2003年我應該換護照
[00:19:23.000 --> 00:19:25.000]  但是那時候我的護照都沒用了
[00:19:25.000 --> 00:19:27.000]  因為我都不在了
[00:19:27.000 --> 00:19:33.000]  這種是死亡帶來一種突然間的震撼
[00:19:33.000 --> 00:19:38.000]  然後死亡最深的一個可怕是因為
[00:19:38.000 --> 00:19:41.000]  死亡令你無人紀念
[00:19:41.000 --> 00:19:44.000]  我不知道是不是事實
[00:19:44.000 --> 00:19:49.000]  但我聽說墨西哥的墳場有兩段
[00:19:49.000 --> 00:19:52.000]  前面那段和後面那段
[00:19:52.000 --> 00:19:56.000]  前面那段叫做死人的墳場
[00:19:56.000 --> 00:20:01.000]  後面那段叫做真的死了的人的墳場
[00:20:01.000 --> 00:20:04.000]  那我說有什麼分別呢
