
[00:00:00.000 --> 00:00:02.720]  我們今早的崇拜就是選了
[00:02:43.400 --> 00:02:45.400]  如果剛剛在白天有好天的話
[00:02:45.400 --> 00:02:49.560]  你會記得在巴勒斯坦中東的地方
[00:02:49.560 --> 00:02:50.800]  那些抗夜的地方
[00:02:50.800 --> 00:02:52.400]  綿綿的山脈
[00:02:52.400 --> 00:02:54.280]  你看下去的時候心都寒
[00:02:54.280 --> 00:02:56.600]  我以前和很多基督徒一樣
[00:02:56.600 --> 00:02:59.080]  經常批評猶太人
[00:02:59.080 --> 00:03:02.760]  聖經裏面記載他們在抗夜很扭曲的
[00:03:02.760 --> 00:03:03.760]  為什麼沒有東西吃?
[00:03:03.760 --> 00:03:05.000]  為什麼沒有水喝?
[00:03:05.000 --> 00:03:06.520]  為什麼我死都沒有地方葬?
[00:03:06.520 --> 00:03:08.040]  不如我回去做奴隸
[00:03:08.040 --> 00:03:10.400]  有地方葬好過我死在這個抗夜
[00:03:10.400 --> 00:03:11.560]  很多很扭曲的
[00:03:11.560 --> 00:03:12.960]  我們有很多批評
[00:03:12.960 --> 00:03:14.960]  但是當我看見這些山脈
[00:03:14.960 --> 00:03:16.600]  一個又一個山脈的時候
[00:03:16.600 --> 00:03:18.720]  我想像這幫以色列人40年
[00:03:18.720 --> 00:03:20.080]  就在這裏走來走去
[00:03:20.080 --> 00:03:21.680]  走一個山又一個山
[00:03:21.680 --> 00:03:26.200]  我心裏面就很可能開始理解他們那種無助
[00:03:26.200 --> 00:03:28.520]  和那種洩氣的心境
[00:03:28.520 --> 00:03:31.280]  沒錯 山是真的代表了很多的困難
[00:03:31.280 --> 00:03:32.680]  過完一個又一個
[00:03:32.680 --> 00:03:34.760]  弟兄姊妹 我想你和我都在人生裏面
[00:03:34.760 --> 00:03:35.840]  過了很多的山
[00:03:35.840 --> 00:03:37.760]  一眼看下去和我差不多年紀
[00:03:37.760 --> 00:03:39.560]  都比我年輕很多
[00:03:39.560 --> 00:03:41.560]  但是你都會經過很多人生的山
[00:03:41.560 --> 00:03:43.560]  我相信你今天坐在這裏的時候
[00:03:43.560 --> 00:03:44.680]  回顧一下 是不是?
[00:03:44.680 --> 00:03:48.640]  很多山 移民的山
[00:03:48.640 --> 00:03:53.680]  事業的山 家庭的山 家人的山
[00:03:53.680 --> 00:03:57.880]  朋友工作裏面所碰見的山 是不是?
[00:03:57.880 --> 00:03:59.880]  還有我們健康的山
[00:03:59.880 --> 00:04:01.680]  很多一個山一個山
[00:04:01.680 --> 00:04:03.800]  過完一個剛剛都沒有喘氣
[00:04:03.800 --> 00:04:06.000]  又有一個山來 怎麼過啊?
[00:04:06.000 --> 00:04:07.720]  沒錯 我們人生就是這樣
[00:04:07.720 --> 00:04:10.080]  以色列是這樣 你和我都是這樣
[00:04:10.080 --> 00:04:11.680]  山是代表了我們人生裏面
[00:04:11.680 --> 00:04:13.920]  要過一個一個的難關
[00:04:13.920 --> 00:04:16.120]  所以詩人說我要向山舉目
[00:04:16.120 --> 00:04:18.280]  因為山是我們走不掉的
[00:04:18.280 --> 00:04:20.880]  我們走的路就要面對前面的山
[00:04:20.880 --> 00:04:23.800]  將來在城北堂還有很多個山要過
[00:04:23.800 --> 00:04:27.600]  沒錯 不過我想帶給你一個重要的信息
[00:04:27.600 --> 00:04:30.400]  聖經告訴我們 尤其是舊約
[00:04:30.400 --> 00:04:32.680]  山是代表了很多的困難
[00:04:32.680 --> 00:04:35.000]  大神特別選了很多次
[00:04:35.000 --> 00:04:37.880]  選在山上 就在山上
[00:04:37.880 --> 00:04:39.880]  他和人是特別親近的
[00:04:39.880 --> 00:04:41.880]  這個就妙了
[00:04:41.880 --> 00:04:44.200]  你記得嗎? 先知以利亞
[00:04:44.200 --> 00:04:47.520]  先知以利亞在加密山上
[00:04:47.520 --> 00:04:49.880]  和850個異族的先知
[00:04:49.880 --> 00:04:52.960]  亞瑟拉是巴力的先知去比試
[00:04:52.960 --> 00:04:55.440]  一個人對800多個仇敵
[00:04:55.440 --> 00:04:57.840]  怎麼打啊? 沒得打
[00:04:57.840 --> 00:05:00.280]  但是神說我不需要你去打
[00:05:00.280 --> 00:05:05.440]  我面對的是一位宇宙掌管的神
[00:05:05.440 --> 00:05:08.200]  禱告的時候 火從天上降臨
[00:05:08.200 --> 00:05:10.000]  經歷到神的真實
[00:05:10.000 --> 00:05:11.480]  山是困難的地方
[00:05:11.480 --> 00:05:14.680]  山也剛剛就是最經歷神真實的地方
[00:05:14.680 --> 00:05:16.720]  這個是不是我們人生的一個經歷呢?
[00:05:16.720 --> 00:05:19.040]  你記得你當天最困難的日子裡面
[00:05:19.040 --> 00:05:20.040]  你現在回顧
[00:05:20.040 --> 00:05:21.840]  你自己都覺得過不了
[00:05:21.840 --> 00:05:23.840]  你的朋友都告訴你過不了
[00:05:23.840 --> 00:05:27.560]  但是神就在那裡顯出祂的真實
[00:05:27.560 --> 00:05:31.280]  摩西在荷列山上
[00:05:31.280 --> 00:05:33.600]  見到焚燒的荊棘
[00:05:33.600 --> 00:05:35.080]  沒有被焚毀
[00:05:35.080 --> 00:05:37.560]  神的說話就在那裡向祂說
[00:05:37.560 --> 00:05:39.920]  四十多年了 祂已經忘記了神了
[00:05:39.920 --> 00:05:41.720]  但是就在這個山上
[00:05:41.720 --> 00:05:44.240]  神重新找回祂 是不是?
[00:05:44.240 --> 00:05:45.440]  山是困難的
[00:05:45.440 --> 00:05:49.160]  山也是神特別要親近人的地方
[00:05:49.160 --> 00:05:51.960]  還有摩西在西乃山上也是
[00:05:51.960 --> 00:05:54.080]  神特別叫摩西上西乃山
[00:05:54.080 --> 00:05:59.080]  在山上要頒佈神自己的律法和十誡
[00:05:59.080 --> 00:06:01.080]  這個就叫信心的道路
[00:06:01.080 --> 00:06:03.880]  為什麼神要讓山在我們人生的路上走呢?
[00:06:03.880 --> 00:06:05.760]  不是我們平平坦坦不好嗎?
[00:06:05.760 --> 00:06:06.960]  但是神給我們山
[00:06:06.960 --> 00:06:08.840]  因為在山上
[00:06:08.840 --> 00:06:10.680]  就在這個困難的裡面
[00:06:10.680 --> 00:06:12.400]  我們知道過不了
[00:06:12.400 --> 00:06:14.200]  但是無論如何我們都要走過去的
[00:06:14.200 --> 00:06:16.720]  於是走過去果然發覺自己過不了
[00:06:16.720 --> 00:06:18.560]  就是這個發現自己過不了
[00:06:18.560 --> 00:06:20.960]  想放棄的時候 神出現了
[00:06:20.960 --> 00:06:24.800]  就在那裡你經歷過從來沒有經歷過神的真實和能力
[00:06:24.800 --> 00:06:26.920]  這個就是山的意義
[00:06:26.920 --> 00:06:28.560]  這個詩人所以一開頭就說
[00:06:28.560 --> 00:06:29.960]  我要向山舉目
[00:06:29.960 --> 00:06:31.600]  不過我想再說一件事
[00:06:31.600 --> 00:06:33.040]  可能你沒有留意
[00:06:33.040 --> 00:06:36.560]  詩人有一個態度可能你和我不同
[00:06:36.560 --> 00:06:39.040]  面對這個山的時候
[00:06:39.040 --> 00:06:42.000]  詩人沒有說我見到山我就走了
[00:06:42.000 --> 00:06:43.680]  回頭了 不要走
[00:06:43.680 --> 00:06:46.640]  見到山我坐下了我不敢再走下去
[00:06:46.640 --> 00:06:48.840]  沒有啊 詩人說什麼呢?
[00:06:48.840 --> 00:06:52.040]  我要向山舉目
[00:06:52.040 --> 00:06:53.560]  詩人帶著一種勇氣說
[00:06:53.560 --> 00:06:54.880]  是嗎?有山嗎?
[00:06:54.880 --> 00:06:56.000]  我看著它
[00:06:56.000 --> 00:06:57.360]  我看上去
[00:06:57.360 --> 00:06:58.760]  不過看上去也不容易
[00:06:58.760 --> 00:07:00.520]  一看上去 哇 這麼高
[00:07:00.520 --> 00:07:01.600]  舉目的時候
[00:07:01.600 --> 00:07:03.680]  一看上去 哇 這麼高
[00:07:03.680 --> 00:07:07.400]  不過我想大家特別留意跟著詩人的回答
[00:07:07.400 --> 00:07:09.600]  因為詩歌是一個對唱的
[00:07:09.600 --> 00:07:12.040]  當時或者你和你自己的回答
[00:07:12.040 --> 00:07:14.600]  沒有所謂的 你問你自己
[00:07:14.600 --> 00:07:17.360]  我要向山舉目
[00:07:17.360 --> 00:07:19.160]  我的幫助從哪裡來
[00:07:19.160 --> 00:07:20.280]  於是你回答
[00:07:20.280 --> 00:07:24.280]  或者當日他們祭司回答的唱和裡面說
[00:07:24.280 --> 00:07:30.440]  我的幫助是從做天地的耶和華而來
[00:07:30.440 --> 00:07:31.560]  有什麼特別?
[00:07:31.560 --> 00:07:33.640]  很特別
[00:07:33.640 --> 00:07:36.160]  因為詩人的眼光
[00:07:36.160 --> 00:07:38.560]  和你和我可能很不同
[00:07:38.560 --> 00:07:40.320]  他看到的東西不同
[00:07:40.320 --> 00:07:42.920]  我們看到山 詩人也看到山
[00:07:42.920 --> 00:07:44.960]  這些困難誰看不到
[00:07:44.960 --> 00:07:47.480]  你不看也要看人生的山
[00:07:47.480 --> 00:07:49.600]  不過詩人說我要看見山的時候
[00:07:49.600 --> 00:07:51.280]  我還沒停在山那裡
[00:07:51.280 --> 00:07:52.640]  我不是只是停在山那裡
[00:07:52.640 --> 00:07:54.640]  說你真是難 怎麼辦?
[00:07:54.640 --> 00:07:57.360]  怎麼搞?怎麼走?過不了的
[00:07:57.360 --> 00:08:01.880]  不是 詩人說我要向山再舉目看上去
[00:08:01.880 --> 00:08:02.880]  還沒完
[00:08:02.880 --> 00:08:06.720]  我要看到這個山後面那位創造天地的耶和華
[00:08:06.720 --> 00:08:08.960]  這個分別就是你看些什麼
[00:08:08.960 --> 00:08:11.280]  剛才我們唱詩歌讚你的時候
[00:08:11.280 --> 00:08:12.080]  很有意思的
[00:08:12.080 --> 00:08:13.160]  其中一首詩歌說
[00:08:13.160 --> 00:08:14.880]  我們將我們的焦點
[00:08:14.880 --> 00:08:17.960]  神啊 我們將焦點來指向你
[00:08:17.960 --> 00:08:20.080]  今天你和我很多時候的分別就是
[00:08:20.080 --> 00:08:21.600]  我們看到些什麼
[00:08:21.600 --> 00:08:22.840]  你看到些什麼
[00:08:22.840 --> 00:08:24.760]  沒錯 你和我都看到山
[00:08:24.760 --> 00:08:26.000]  怎麼可以不看到
[00:08:26.000 --> 00:08:28.120]  人生是這麼複雜 是這麼困難的
[00:08:28.120 --> 00:08:30.040]  不過神教我們 詩人教我們
[00:08:30.040 --> 00:08:31.080]  你不只是看到山
[00:08:31.080 --> 00:08:32.760]  你不可以停在只是看到山
[00:08:32.760 --> 00:08:35.840]  今天我教你從山看到山頂
[00:08:35.840 --> 00:08:37.880]  仰望 舉目
[00:08:37.880 --> 00:08:40.080]  然後再從山頂看過去
[00:08:40.080 --> 00:08:43.680]  看到那位創造天地的耶和華
[00:08:43.680 --> 00:08:46.200]  這個就是最重要的分別
[00:08:46.200 --> 00:08:47.680]  今天你看見的是什麼?
[00:08:47.680 --> 00:08:49.640]  詩人說我看見的不是山
[00:08:49.640 --> 00:08:53.640]  我詩人說從山我看見耶和華
[00:08:53.640 --> 00:08:55.200]  我看見耶和華的時候
[00:08:55.200 --> 00:08:57.920]  我就能夠向山舉目
[00:08:57.920 --> 00:08:59.160]  有這種勇氣
[00:08:59.160 --> 00:09:01.440]  有勇氣和放棄的分別
[00:09:01.440 --> 00:09:03.560]  就是你看不看到有耶和華
[00:09:03.560 --> 00:09:04.800]  我知道大家姐妹心裡說
[00:09:04.800 --> 00:09:06.920]  那耶和華我看到有什麼分別?
[00:09:06.920 --> 00:09:09.040]  於是聖經很有意思的
[00:09:09.040 --> 00:09:12.280]  神的說話由第三節一直到第八節
[00:09:12.280 --> 00:09:13.800]  就告訴你那位耶和華
[00:09:13.800 --> 00:09:15.960]  你看到的是怎麼樣的耶和華
[00:09:15.960 --> 00:09:18.440]  所以今天讓我們集中我們的注意力
[00:09:18.440 --> 00:09:20.680]  那個焦點去看這位耶和華
[00:09:20.680 --> 00:09:22.960]  我不是說你不需要看那個山
[00:09:22.960 --> 00:09:25.200]  人生的山都要你走過去的
[00:09:25.200 --> 00:09:26.680]  但今天我們試一下
[00:09:26.680 --> 00:09:28.240]  我們用半個小時的時間
[00:09:28.240 --> 00:09:29.680]  我們集中我們的焦點
[00:09:29.680 --> 00:09:31.880]  我們看看那位耶和華怎麼樣 好不好?
[00:09:31.880 --> 00:09:33.720]  我們不要看我們的山字
[00:09:33.720 --> 00:09:35.360]  人生總是會有的
[00:09:35.360 --> 00:09:39.720]  不過我們看看這位耶和華的時候
[00:09:39.720 --> 00:09:41.960]  從這位耶和華的身上
[00:09:41.960 --> 00:09:44.920]  我們得到那位向山舉目
[00:09:44.920 --> 00:09:48.120]  那種這樣的勇氣
[00:09:48.120 --> 00:09:51.600]  第三節一直到第八節、第六節的聖經
[00:09:51.600 --> 00:09:54.400]  兩節、兩節、兩節
[00:09:54.400 --> 00:09:56.480]  我覺得它是代表了
[00:09:56.480 --> 00:09:58.920]  有三方面提醒我們
[00:09:58.920 --> 00:10:01.600]  我們所看見的那位耶和華
[00:10:01.600 --> 00:10:04.560]  是一位怎麼樣的耶和華上帝
[00:10:04.560 --> 00:10:06.160]  我們一起來研究一下 好不好?
[00:10:06.160 --> 00:10:08.160]  第一
[00:10:08.160 --> 00:10:11.280]  第三節到第四節
[00:10:11.280 --> 00:10:13.360]  我想跟大家一起讀 好不好?
[00:10:13.360 --> 00:10:15.240]  你沒有聖經就沒有辦法了
[00:10:15.240 --> 00:10:16.840]  那就由你跟我一起讀 好不好?
[00:10:16.840 --> 00:10:18.440]  我們讀和幻本
[00:10:18.440 --> 00:10:19.160]  第一
[00:10:19.160 --> 00:10:21.680]  關於耶和華的第三和第四節
[00:10:21.680 --> 00:10:25.760]  「他必不叫你的腳搖動
[00:10:25.760 --> 00:10:28.960]  保護你的必不打盹
[00:10:28.960 --> 00:10:32.960]  保護以色列的也不打盹
[00:10:32.960 --> 00:10:36.960]  不睡覺
[00:10:36.960 --> 00:10:41.160]  保護你的
[00:10:41.160 --> 00:10:44.440]  不打盹、不睡覺」
[00:10:44.440 --> 00:10:45.880]  我們這一位神
[00:10:45.880 --> 00:10:46.840]  詩人說
[00:10:46.840 --> 00:10:52.840]  祂是不會叫你的腳搖動
[00:10:52.840 --> 00:10:54.760]  有學者研究這一段聖經
[00:10:54.760 --> 00:10:57.760]  當然都會發現
[00:10:57.760 --> 00:10:59.040]  在這裡
[00:10:59.040 --> 00:11:00.640]  祂所說的神
[00:11:00.640 --> 00:11:03.240]  特別是對比當時
[00:11:03.240 --> 00:11:04.760]  在巴勒斯坦
[00:11:04.760 --> 00:11:07.400]  這些異邦的假神
[00:11:07.400 --> 00:11:08.680]  巴力那些
[00:11:08.680 --> 00:11:09.560]  為什麼呢?
[00:11:09.560 --> 00:11:11.880]  祂說了兩次
[00:11:11.880 --> 00:11:13.720]  詩人說
[00:11:13.720 --> 00:11:16.920]  我們的神是不會打盹睡覺的
[00:11:16.920 --> 00:11:20.640]  祂不打盹 不睡覺
[00:11:20.640 --> 00:11:21.920]  在巴勒斯坦的神
[00:11:21.920 --> 00:11:22.840]  比如巴力這些
[00:11:22.840 --> 00:11:25.000]  祂要睡覺的 知道嗎?
[00:11:25.000 --> 00:11:26.680]  因為巴勒斯坦
[00:11:26.680 --> 00:11:28.880]  他們進到加拿大的地方
[00:11:28.880 --> 00:11:31.000]  他們是一個農耕的社會
[00:11:31.000 --> 00:11:32.800]  農耕的社會有四季
[00:11:32.800 --> 00:11:34.520]  所以四季裏面
[00:11:34.520 --> 00:11:37.960]  有些冬季沒辦法生長的植物
[00:11:37.960 --> 00:11:39.680]  那些田野
[00:11:39.680 --> 00:11:41.520]  那些栽種沒辦法生長
[00:11:41.520 --> 00:11:42.760]  他們就相信
[00:11:42.760 --> 00:11:45.960]  保護這些大地的巴力
[00:11:45.960 --> 00:11:47.480]  那時祂要睡覺
[00:11:47.480 --> 00:11:48.360]  那怎麼辦呢?
[00:11:48.360 --> 00:11:50.320]  到春天的時候叫醒祂
[00:11:50.320 --> 00:11:53.120]  所以他們很多淫邪的禮儀
[00:11:53.120 --> 00:11:54.560]  他們在宗教上
[00:11:54.560 --> 00:11:56.040]  因為他們迷信
[00:11:56.040 --> 00:11:56.640]  他們相信
[00:11:56.640 --> 00:11:59.600]  以為看到男女有性的關係
[00:11:59.600 --> 00:12:00.800]  就生個嬰兒出來
[00:12:00.800 --> 00:12:02.760]  所以相信這些活動
[00:12:02.760 --> 00:12:04.760]  可以生長到生命
[00:12:04.760 --> 00:12:07.000]  所以他們一到春季來臨之前
[00:12:07.000 --> 00:12:08.440]  冬季結束之後
[00:12:08.440 --> 00:12:10.480]  就開始來很多這些禮儀
[00:12:10.480 --> 00:12:12.040]  很多妓女
[00:12:12.040 --> 00:12:14.960]  在神廟裏面
[00:12:14.960 --> 00:12:17.080]  進行這些性的活動
[00:12:17.080 --> 00:12:19.760]  希望透過這些活動
[00:12:19.760 --> 00:12:22.840]  將生命叫醒巴力
[00:12:22.840 --> 00:12:24.120]  所以他們的神
[00:12:24.120 --> 00:12:25.520]  是要睡覺的
[00:12:25.520 --> 00:12:27.000]  睡到差不多的時候
[00:12:27.000 --> 00:12:28.200]  就叫醒祂
[00:12:28.200 --> 00:12:33.440]  祂才出來幫你栽種植物
[00:12:33.440 --> 00:12:37.440]  只是說我們的神是不用睡覺的
[00:12:37.440 --> 00:12:39.360]  世間上其他的宗教
[00:12:39.360 --> 00:12:40.320]  其他的神
[00:12:40.320 --> 00:12:41.680]  這個迷信
[00:12:41.680 --> 00:12:43.000]  他們是隨著時間
[00:12:43.000 --> 00:12:45.480]  隨著環境的改變而改變的
[00:12:45.480 --> 00:12:47.720]  他們是不能夠不變的
[00:12:47.720 --> 00:12:49.080]  但是我們的神是不變的
[00:12:49.080 --> 00:12:50.040]  你睡覺的時候
[00:12:50.040 --> 00:12:51.360]  祂都不用睡覺
[00:12:51.360 --> 00:12:54.640]  祂是這樣的不改變的神
[00:12:54.640 --> 00:12:58.440]  還有祂是一位不會令我們的腳搖動的神
[00:12:58.440 --> 00:13:01.520]  這個我們中文翻譯都很斯文
[00:13:01.520 --> 00:13:03.800]  如果廣東話翻譯做希伯來文
[00:13:03.800 --> 00:13:04.880]  最傳神的
[00:13:04.880 --> 00:13:06.720]  不過可惜沒有廣東話聖經
[00:13:06.720 --> 00:13:08.280]  最傳神的就是說
[00:13:08.280 --> 00:13:11.080]  祂是不會煽我的
[00:13:11.080 --> 00:13:12.760]  祂不煽我
[00:13:12.760 --> 00:13:13.480]  沒錯
[00:13:13.480 --> 00:13:14.880]  神是不煽你的
[00:13:14.880 --> 00:13:16.200]  弟兄姊妹你有沒有想過
[00:13:16.200 --> 00:13:17.160]  或者你記得
[00:13:17.160 --> 00:13:19.840]  當你面對人生最大的挑戰
[00:13:19.840 --> 00:13:20.760]  挫敗
[00:13:20.760 --> 00:13:21.800]  困難的時候
[00:13:21.800 --> 00:13:23.040]  那些山的時候
[00:13:23.040 --> 00:13:24.480]  經常出現兩個問題
[00:13:24.480 --> 00:13:25.360]  神的愛
[00:13:25.360 --> 00:13:26.080]  神的能力
[00:13:26.080 --> 00:13:27.280]  是不是?
[00:13:27.280 --> 00:13:29.880]  神有沒有愛我?
[00:13:29.880 --> 00:13:32.320]  祂有沒有不記得我?
[00:13:32.320 --> 00:13:33.720]  如果祂記得我愛我
[00:13:33.720 --> 00:13:36.040]  但是為什麼事情會搞成這樣?
[00:13:36.040 --> 00:13:37.160]  是不是祂想愛我
[00:13:37.160 --> 00:13:38.480]  但是祂搞不定?
[00:13:38.480 --> 00:13:39.840]  神的能力的問題
[00:13:39.840 --> 00:13:41.840]  或者說神什麼都可以做到
[00:13:41.840 --> 00:13:44.360]  但是我仍然碰見這樣的困難的時候
[00:13:44.360 --> 00:13:45.520]  是不是祂不愛我?
[00:13:45.520 --> 00:13:47.320]  已經忘記了我不理我
[00:13:47.320 --> 00:13:48.120]  神的愛
[00:13:48.120 --> 00:13:49.240]  神的能力
[00:13:49.240 --> 00:13:50.480]  經常都在我們的腦裏
[00:13:50.480 --> 00:13:53.120]  經常成為我們兩個很大的危機
[00:13:53.120 --> 00:13:54.360]  很大的懷疑
[00:13:54.360 --> 00:13:56.840]  人們說不會的
[00:13:56.840 --> 00:13:58.040]  你看看神
[00:13:58.040 --> 00:13:59.240]  神是不會的
[00:13:59.240 --> 00:13:59.960]  神是第一
[00:13:59.960 --> 00:14:01.240]  祂是不會煽你的
[00:14:01.240 --> 00:14:02.280]  祂的愛
[00:14:02.280 --> 00:14:03.760]  是怎麼會煽你的?
[00:14:03.760 --> 00:14:08.960]  祂是一位不會改變祂的愛的神
[00:14:08.960 --> 00:14:10.880]  弟兄姊妹你都記得
[00:14:10.880 --> 00:14:13.120]  你未信耶穌的時候
[00:14:13.120 --> 00:14:14.720]  你患了罪人的時候
[00:14:14.720 --> 00:14:15.760]  神已經愛你了
[00:14:15.760 --> 00:14:16.880]  是不是?
[00:14:16.880 --> 00:14:17.520]  你怎麼想
[00:14:17.520 --> 00:14:18.160]  我不知道
[00:14:18.160 --> 00:14:19.240]  我就是很清楚的
[00:14:19.240 --> 00:14:20.520]  我經常都告訴人
[00:14:20.520 --> 00:14:23.760]  我記得溫慧耀未信耶穌之前的那個醜樣
[00:14:23.760 --> 00:14:24.600]  我一想起自己
[00:14:24.600 --> 00:14:25.320]  我都覺得醜
[00:14:25.320 --> 00:14:27.440]  那時候讀基督教學校
[00:14:27.440 --> 00:14:28.040]  是不是?
[00:14:28.040 --> 00:14:31.920]  就不知道自己在哪裡發明了一個這麼無聊的遊戲
[00:14:31.920 --> 00:14:33.400]  就在中間放一盒朱古力
[00:14:33.400 --> 00:14:34.840]  找幾個同學坐在一起
[00:14:34.840 --> 00:14:36.120]  每人說一句醜話
[00:14:36.120 --> 00:14:37.200]  罵基督教、罵耶穌
[00:14:37.200 --> 00:14:38.640]  罵到最噁心的那個吃一顆
[00:14:38.640 --> 00:14:40.280]  就這麼無聊的
[00:14:40.280 --> 00:14:41.160]  就搞出這樣的東西
[00:14:41.160 --> 00:14:42.760]  我發明出來的
[00:14:42.760 --> 00:14:44.120]  就在這樣的時間
[00:14:44.120 --> 00:14:45.360]  弟兄姊妹你知不知道
[00:14:45.360 --> 00:14:47.560]  溫慧耀在這麼噁心、這麼差的時間
[00:14:47.560 --> 00:14:48.840]  這麼討人厭的時間
[00:14:48.840 --> 00:14:51.600]  對神這麼無禮、這麼囂張的時間
[00:14:51.600 --> 00:14:53.000]  神就已經為我而死
[00:14:53.000 --> 00:14:54.000]  是愛我
[00:14:54.000 --> 00:14:55.640]  所以我時常都記得這件事
[00:14:55.640 --> 00:14:56.040]  為什麼?
[00:14:56.040 --> 00:14:56.920]  我告訴自己
[00:14:56.920 --> 00:14:59.520]  如果那個時間的溫慧耀神已經愛我
[00:14:59.520 --> 00:15:02.320]  怎麼會現在煽我?
[00:15:02.320 --> 00:15:03.080]  是不是?
[00:15:03.080 --> 00:15:04.040]  弟兄姊妹
[00:15:04.040 --> 00:15:05.320]  你問你自己
[00:15:05.320 --> 00:15:07.280]  你記得你未信耶穌的時候
[00:15:07.280 --> 00:15:10.000]  那種對神的囂張和無知
[00:15:10.000 --> 00:15:11.000]  而在那個時間
[00:15:11.000 --> 00:15:12.480]  神已經愛你了
[00:15:12.480 --> 00:15:13.680]  神已經找你回來
[00:15:13.680 --> 00:15:15.600]  神是無條件的找你回來
[00:15:15.600 --> 00:15:16.520]  神的愛
[00:15:16.520 --> 00:15:18.680]  怎麼會在那個時候已經這麼愛你
[00:15:18.680 --> 00:15:21.360]  到現在祂會煽你?
