
[00:00:00.000 --> 00:00:06.000]  今日和大家思想的題目就是關愛在困苦、窮乏當中的人
[00:01:52.000 --> 00:01:54.000]  我們都會很感恩
[00:01:54.000 --> 00:01:57.000]  我們都很盼望神這樣向我們施恩
[00:01:57.000 --> 00:02:01.000]  不一定是某一些很複雜的組織
[00:02:01.000 --> 00:02:03.000]  而是頂尖之妹真的領受感動
[00:02:03.000 --> 00:02:08.000]  一起來去實在地關心周圍的人士
[00:02:08.000 --> 00:02:13.000]  大家都知道在香港其實大多數教會都是一些比較中層的人士
[00:02:13.000 --> 00:02:15.000]  比較少是基層人士
[00:02:15.000 --> 00:02:20.000]  而教會也都需要思想怎樣去關心基層的朋友
[00:02:20.000 --> 00:02:22.000]  一方面有呼應的見證
[00:02:22.000 --> 00:02:25.000]  另一方面很具體地將主耶穌的愛
[00:02:25.000 --> 00:02:29.000]  透過服務、透過關懷帶進他們當中
[00:02:29.000 --> 00:02:33.000]  北宣教我們過去這方面的服事比較少
[00:02:33.000 --> 00:02:36.000]  但我們盼望在將來神會感動我們
[00:02:36.000 --> 00:02:40.000]  有更多人能夠可以投身關懷社會
[00:02:40.000 --> 00:02:43.000]  特別是困苦、窮乏人的需要
[00:02:43.000 --> 00:02:46.000]  這也是今天寫關注是一個重要的目的
[00:02:46.000 --> 00:02:50.000]  因此我們今天一起思想究竟聖經裡面神怎樣提醒我們
[00:02:50.000 --> 00:02:52.000]  來關心窮乏的人
[00:02:52.000 --> 00:02:57.000]  大家一起翻譯聖經生命記24章
[00:02:57.000 --> 00:03:02.000]  生命記24章我們試試從四方面看一看這段經文
[00:03:02.000 --> 00:03:07.000]  我們首先看到的就是
[00:03:07.000 --> 00:03:11.000]  聖經鼓勵我們去關懷和尊重窮乏的人
[00:03:11.000 --> 00:03:13.000]  在第十節十一節
[00:03:14.000 --> 00:03:17.000]  你借給鄰舍不屈是什麼
[00:03:17.000 --> 00:03:20.000]  不可進他家拿他的當頭
[00:03:20.000 --> 00:03:22.000]  要站在外面
[00:03:22.000 --> 00:03:28.000]  等那向你借貸的人把當頭拿出來交給你
[00:03:28.000 --> 00:03:32.000]  聖經所說的當頭其實就是一些抵押品
[00:03:32.000 --> 00:03:36.000]  當時他們不會在律師面前簽一些借據
[00:03:36.000 --> 00:03:38.000]  而是他們借了錢之後
[00:03:38.000 --> 00:03:41.000]  會向借錢的人給一些抵押品給他
[00:03:41.000 --> 00:03:45.000]  證明他將來會還錢贖回抵押品
[00:03:45.000 --> 00:03:48.000]  聖經說如果你借錢給鄰舍
[00:03:48.000 --> 00:03:51.000]  不要進他家拿他的抵押品
[00:03:51.000 --> 00:03:55.000]  也意味著你對他有一份尊重
[00:03:55.000 --> 00:03:58.000]  你不是進他家隨便找一些物品出來
[00:03:58.000 --> 00:04:02.000]  就說你欠我錢我就要這東西
[00:04:02.000 --> 00:04:05.000]  帶著一個很強權的姿態
[00:04:05.000 --> 00:04:07.000]  去拿他的物品
[00:04:07.000 --> 00:04:11.000]  聖經說不可以你在家外面等他
[00:04:11.000 --> 00:04:13.000]  等他進去自己的家
[00:04:13.000 --> 00:04:17.000]  他可以自由決定選擇哪件物品給你
[00:04:17.000 --> 00:04:19.000]  作為當頭
[00:04:19.000 --> 00:04:21.000]  他是有尊嚴的
[00:04:21.000 --> 00:04:23.000]  雖然他跟你借錢
[00:04:23.000 --> 00:04:26.000]  但他需要表達出
[00:04:26.000 --> 00:04:29.000]  他是可以自由地決定這件事情
[00:04:29.000 --> 00:04:33.000]  聖經提到當你關心一些窮乏的人的時候
[00:04:33.000 --> 00:04:35.000]  其中一個重要的重點就是
[00:04:35.000 --> 00:04:37.000]  你要尊重他
[00:04:37.000 --> 00:04:40.000]  在聖經中大家會記得
[00:04:40.000 --> 00:04:43.000]  聖經提到欺壓貧寒的
[00:04:43.000 --> 00:04:46.000]  就是欲沒做他的主
[00:04:46.000 --> 00:04:50.000]  如果我們嘗試取笑一些貧窮的人
[00:04:50.000 --> 00:04:55.000]  就是表示你取笑那位創造他的神
[00:04:55.000 --> 00:04:59.000]  因為無論是富貴的貧窮的
[00:04:59.000 --> 00:05:01.000]  都是神所創造的
[00:05:01.000 --> 00:05:03.000]  當你關心他的時候要留心
[00:05:03.000 --> 00:05:05.000]  你要學習尊重他
[00:05:05.000 --> 00:05:07.000]  免得你在過程中
[00:05:07.000 --> 00:05:11.000]  羞辱了創造他的上帝
[00:05:11.000 --> 00:05:13.000]  我們當中有些弟兄姊妹曾經
[00:05:13.000 --> 00:05:17.000]  幫助關心一些區內比較基層的朋友
[00:05:17.000 --> 00:05:19.000]  低收入的朋友
[00:05:19.000 --> 00:05:24.000]  到中秋節的時候會送一些月餅給他們
[00:05:24.000 --> 00:05:27.000]  或者有些時候去到端午節送一些粽給他們
[00:05:27.000 --> 00:05:31.000]  但他們都很明白去到這些家庭要很留心
[00:05:31.000 --> 00:05:33.000]  一方面去表達關懷
[00:05:33.000 --> 00:05:35.000]  但要小心不要像高高在上
[00:05:35.000 --> 00:05:39.000]  去施捨一些物品給人的態度
[00:05:39.000 --> 00:05:43.000]  而帶著一份愛護的心來尊重他們
[00:05:43.000 --> 00:05:47.000]  表達那份尊敬和尊重
[00:05:47.000 --> 00:05:50.000]  我知道有些教會在香港都關心一些
[00:05:50.000 --> 00:05:53.000]  特別是露宿者的工作
[00:05:53.000 --> 00:05:54.000]  我聽到他們分享
[00:05:54.000 --> 00:05:56.000]  他們說要關心露宿者
[00:05:56.000 --> 00:06:00.000]  其實他們最大的需要未必是物質
[00:06:00.000 --> 00:06:04.000]  有些人發覺原來露宿者當中的學歷很高
[00:06:04.000 --> 00:06:08.000]  但為什麼他們不去找一些正式的地方
[00:06:08.000 --> 00:06:12.000]  來工作或者找一些地方自己住呢?
[00:06:12.000 --> 00:06:18.000]  他們發覺原來很多露宿者最需要的就是尊重
[00:06:18.000 --> 00:06:21.000]  因為他們曾經經歷過很多人對他們的排斥
[00:06:21.000 --> 00:06:23.000]  對他們的羞辱
[00:06:23.000 --> 00:06:27.000]  因此很多露宿者有一種自卑的情緒
[00:06:27.000 --> 00:06:31.000]  那種自卑令他們不能發揮他們應該發揮到的
[00:06:31.000 --> 00:06:34.000]  沒有任何的信心去做工作
[00:06:34.000 --> 00:06:36.000]  因此找不到工作
[00:06:36.000 --> 00:06:41.000]  那種自卑情緒將他們很重重地綑綁著
[00:06:41.000 --> 00:06:47.000]  另一方面有些露宿者本身有很強烈的自尊心
[00:06:47.000 --> 00:06:50.000]  不能夠接受別人的幫助
[00:06:50.000 --> 00:06:53.000]  甚至有一種很強烈的反叛的情緒
[00:06:53.000 --> 00:06:55.000]  你要我做一我就做二
[00:06:55.000 --> 00:06:58.000]  你要我做三我就做四
[00:06:58.000 --> 00:07:01.000]  因此這種情況當你幫助他的時候
[00:07:01.000 --> 00:07:04.000]  你未必要給他物質
[00:07:04.000 --> 00:07:08.000]  而是要跟他建立一種互相信任的關係
[00:07:08.000 --> 00:07:10.000]  他知道你是尊重他的
[00:07:10.000 --> 00:07:12.000]  你是愛護他的
[00:07:12.000 --> 00:07:19.000]  甚至你幫助他能夠建立一份對自我價值的肯定
[00:07:19.000 --> 00:07:22.000]  就是真正的幫助他
[00:07:22.000 --> 00:07:24.000]  當我們說到關心社會
[00:07:24.000 --> 00:07:26.000]  關心一些窮乏的人的時候
[00:07:26.000 --> 00:07:31.000]  其中的關鍵就是留心去尊重他們
[00:07:31.000 --> 00:07:32.000]  我想大家這個時候
[00:07:32.000 --> 00:07:34.000]  你去看一看聖經的針研
[00:07:34.000 --> 00:07:38.000]  在詩篇後面我們看一節聖經
[00:07:38.000 --> 00:07:43.000]  聖經針研的第十六章
[00:07:43.000 --> 00:07:48.000]  我們看第十九節
[00:07:48.000 --> 00:07:53.000]  我們再看第十八節
[00:07:53.000 --> 00:07:57.000]  針研十六章十八節
[00:07:57.000 --> 00:08:00.000]  驕傲在敗壞已先
[00:08:00.000 --> 00:08:02.000]  狂心在跌倒之前
[00:08:02.000 --> 00:08:05.000]  心裡謙卑與窮乏人來往
[00:08:05.000 --> 00:08:10.000]  強如將老物與驕傲人同分
[00:08:10.000 --> 00:08:12.000]  就算你有很多的財富
[00:08:12.000 --> 00:08:14.000]  跟其他人來分享
[00:08:14.000 --> 00:08:17.000]  都不如你能夠帶著謙卑的心
[00:08:17.000 --> 00:08:20.000]  與一些窮乏人來往
[00:08:20.000 --> 00:08:22.000]  在當中那種來往
[00:08:22.000 --> 00:08:24.000]  表示著你對他的接納
[00:08:24.000 --> 00:08:26.000]  和對他的尊重
[00:08:26.000 --> 00:08:28.000]  而產生對他生命一種
[00:08:28.000 --> 00:08:31.000]  很重要的鼓勵
[00:08:31.000 --> 00:08:33.000]  我過去曾經和大家分享過一件事情
[00:08:33.000 --> 00:08:35.000]  我在中國的東北地區
[00:08:35.000 --> 00:08:37.000]  曾經探訪一個家庭
[00:08:37.000 --> 00:08:39.000]  一對的基督徒夫婦
[00:08:39.000 --> 00:08:41.000]  他們很敬虔地侍奉神
[00:08:41.000 --> 00:08:43.000]  但其中一件事情
[00:08:43.000 --> 00:08:45.000]  當我聽的時候都很震撼
[00:08:45.000 --> 00:08:48.000]  而今天早上我還記得這件事情
[00:08:48.000 --> 00:08:49.000]  他們告訴我
[00:08:49.000 --> 00:08:51.000]  他們每年都有一個特別的訪客
[00:08:51.000 --> 00:08:54.000]  每年都招呼他們住三四天
[00:08:54.000 --> 00:08:58.000]  我問這個訪客是什麼樣的訪客呢?
[00:08:58.000 --> 00:08:59.000]  他們說有一年
[00:08:59.000 --> 00:09:02.000]  在他們家樓下地下
[00:09:02.000 --> 00:09:06.000]  見到一位中年女性的乞丐
[00:09:06.000 --> 00:09:08.000]  衣衫藍柳
[00:09:08.000 --> 00:09:10.000]  這位太太關心他
[00:09:10.000 --> 00:09:12.000]  就和他聊了兩句
[00:09:12.000 --> 00:09:16.000]  就知道他是周圍漂流的一位中年女士
[00:09:16.000 --> 00:09:18.000]  她看到他沒有東西吃
[00:09:18.000 --> 00:09:21.000]  她就拿了一些食物下來給他吃
[00:09:21.000 --> 00:09:22.000]  在過程當中
[00:09:22.000 --> 00:09:25.000]  看到他全身很多污糟的東西
[00:09:25.000 --> 00:09:27.000]  於是就問他
[00:09:27.000 --> 00:09:30.000]  你多久沒有洗過澡了?
[00:09:30.000 --> 00:09:33.000]  這位乞丐就告訴他
[00:09:33.000 --> 00:09:34.000]  不記得了
[00:09:34.000 --> 00:09:37.000]  可能幾個月
[00:09:37.000 --> 00:09:39.000]  這位太太就忍不住
[00:09:39.000 --> 00:09:40.000]  她就說
[00:09:40.000 --> 00:09:41.000]  你來我家裡
[00:09:41.000 --> 00:09:43.000]  我給你洗個澡吧
[00:09:43.000 --> 00:09:45.000]  因此就邀請他上家
[00:09:45.000 --> 00:09:48.000]  然後讓他在浴室裡洗澡
[00:09:48.000 --> 00:09:50.000]  但關上門之後
[00:09:50.000 --> 00:09:52.000]  一直都沒有聲音
[00:09:52.000 --> 00:09:53.000]  等了很久
[00:09:53.000 --> 00:09:55.000]  他在裡面暈了
[00:09:55.000 --> 00:09:57.000]  為什麼沒有聲音呢?
[00:09:57.000 --> 00:09:58.000]  一打開門
[00:09:58.000 --> 00:10:00.000]  發覺這位朋友
[00:10:00.000 --> 00:10:02.000]  站在浴室裡
[00:10:02.000 --> 00:10:04.000]  然後跟著告訴這位太太
[00:10:04.000 --> 00:10:05.000]  這位姐妹
[00:10:05.000 --> 00:10:08.000]  我不懂得洗澡
[00:10:08.000 --> 00:10:10.000]  因為太長時間
[00:10:10.000 --> 00:10:13.000]  沒有接觸過什麼肥皂水喉
[00:10:13.000 --> 00:10:14.000]  怎麼用的水喉
[00:10:14.000 --> 00:10:16.000]  她完全不懂
[00:10:16.000 --> 00:10:21.000]  因此這位姐妹就幫她洗個澡
[00:10:21.000 --> 00:10:23.000]  洗完澡之後
[00:10:23.000 --> 00:10:26.000]  這位乞丐就有個請求
[00:10:26.000 --> 00:10:27.000]  他說太太
[00:10:27.000 --> 00:10:29.000]  你們太善心了
[00:10:29.000 --> 00:10:35.000]  可不可以讓我在你家裡住一晚?
[00:10:35.000 --> 00:10:37.000]  如果有這樣的要求
[00:10:37.000 --> 00:10:39.000]  在你面前
[00:10:39.000 --> 00:10:42.000]  你會怎麼回應呢?
[00:10:42.000 --> 00:10:44.000]  姐妹當時很掙扎
[00:10:44.000 --> 00:10:45.000]  她最後決定
[00:10:45.000 --> 00:10:48.000]  好,你住一晚
[00:10:48.000 --> 00:10:50.000]  經過一晚之後
[00:10:50.000 --> 00:10:54.000]  後來終於住了三四晚
[00:10:54.000 --> 00:10:58.000]  當這位女乞丐離開那天
[00:10:58.000 --> 00:11:01.000]  她就告訴這位姐妹
[00:11:01.000 --> 00:11:02.000]  她說太太
[00:11:02.000 --> 00:11:04.000]  我不知道你有什麼信仰
[00:11:04.000 --> 00:11:06.000]  我知道你一定有信仰
[00:11:06.000 --> 00:11:09.000]  我知道你們是信耶穌的
[00:11:09.000 --> 00:11:11.000]  我不是很認識
[00:11:11.000 --> 00:11:12.000]  不過我告訴你
[00:11:12.000 --> 00:11:13.000]  這三四天
[00:11:13.000 --> 00:11:17.000]  我好像在天堂一樣
[00:11:17.000 --> 00:11:19.000]  然後這位乞丐就說
[00:11:19.000 --> 00:11:22.000]  我有一個好像很不合理的請求
[00:11:22.000 --> 00:11:24.000]  我到處漂流
[00:11:24.000 --> 00:11:26.000]  但是每年這個時候
[00:11:26.000 --> 00:11:29.000]  我大概會來到這個地區
[00:11:29.000 --> 00:11:35.000]  我可不可以每年來你家裡住幾天呢?
[00:11:35.000 --> 00:11:39.000]  我不知道你會怎麼回應這些問題
[00:11:39.000 --> 00:11:41.000]  但是這位姐妹告訴我
[00:11:41.000 --> 00:11:43.000]  她說她經過一年的掙扎之後
[00:11:43.000 --> 00:11:45.000]  就告訴這位乞丐
[00:11:45.000 --> 00:11:47.000]  她說好啊
[00:11:47.000 --> 00:11:51.000]  你每年來住幾天
[00:11:51.000 --> 00:11:55.000]  於是這幾年的日子就這樣經過
[00:11:55.000 --> 00:12:01.000]  這位乞丐每年來天堂住三四天
[00:12:01.000 --> 00:12:03.000]  當我聽到她分享的時候
[00:12:03.000 --> 00:12:04.000]  我很震撼
[00:12:04.000 --> 00:12:06.000]  我就問如果是我
[00:12:06.000 --> 00:12:08.000]  我會不會這樣做呢?
[00:12:08.000 --> 00:12:09.000]  可能我會馬上問
[00:12:09.000 --> 00:12:12.000]  她會不會偷我的東西?
[00:12:12.000 --> 00:12:15.000]  她會不會弄髒我的家?
[00:12:15.000 --> 00:12:18.000]  很多不同的思想會出現
[00:12:18.000 --> 00:12:23.000]  但我心裡面就開始反思很多問題
[00:12:23.000 --> 00:12:28.000]  有時候當我們說到主耶穌為我們犧牲自己
[00:12:28.000 --> 00:12:30.000]  也教我們學習祂的榜樣
[00:12:30.000 --> 00:12:36.000]  嘗試學習犧牲自己一點的好處
[00:12:36.000 --> 00:12:39.000]  來服侍他人
[00:12:39.000 --> 00:12:43.000]  究竟我是否真正願意犧牲自己呢?
[00:12:43.000 --> 00:12:45.000]  我開始問這些問題
[00:12:45.000 --> 00:12:46.000]  各位電影姐妹
[00:12:46.000 --> 00:12:49.000]  當我們說到要服侍一些窮乏的人的時候
[00:12:49.000 --> 00:12:51.000]  其實我們的犧牲不算什麼
[00:12:51.000 --> 00:12:53.000]  就算我們去探訪他們
[00:12:53.000 --> 00:12:54.000]  去關心他們
[00:12:54.000 --> 00:12:55.000]  去派粽子給他們
[00:12:55.000 --> 00:12:57.000]  也不算什麼
[00:12:57.000 --> 00:13:00.000]  但是我們不需要強求自己
[00:13:00.000 --> 00:13:02.000]  但是按照神給你的感動
[00:13:02.000 --> 00:13:06.000]  按照這些電影姐妹給我們的一些鼓勵
[00:13:06.000 --> 00:13:08.000]  我們學習去付出一點
[00:13:08.000 --> 00:13:12.000]  來關心這些有需要的人士
[00:13:12.000 --> 00:13:14.000]  聖經描寫著這些朋友
[00:13:14.000 --> 00:13:19.000]  何時我們學習心裡謙卑與他們來往
[00:13:19.000 --> 00:13:23.000]  是強如將老物與驕傲的人同婚
[00:13:23.000 --> 00:13:26.000]  這正是聖經對我們的勉勵
[00:13:26.000 --> 00:13:30.000]  學習去真正關心窮乏的人
[00:13:30.000 --> 00:13:33.000]  我們回到聖經的新命記第24章
[00:13:33.000 --> 00:13:40.000]  第24章的第12節
[00:13:40.000 --> 00:13:43.000]  聖經提到我們要去體恤那些困苦的人
[00:13:43.000 --> 00:13:45.000]  他們很特別的處境
[00:13:45.000 --> 00:13:47.000]  第12節
[00:13:47.000 --> 00:13:49.000]  他若是窮人
[00:13:49.000 --> 00:13:51.000]  你不可留他的當頭過夜
[00:13:51.000 --> 00:13:54.000]  日落的時候總要把當頭還他
[00:13:54.000 --> 00:13:57.000]  使他用那件衣服蓋著睡覺
[00:13:57.000 --> 00:13:59.000]  他就為你祝福
[00:13:59.000 --> 00:14:01.000]  這在夜或在你神面前
[00:14:01.000 --> 00:14:03.000]  就是你的意料
[00:14:03.000 --> 00:14:07.000]  聖經提到這些窮人的當頭是什麼呢?
[00:14:07.000 --> 00:14:09.000]  就是一件的衣服
[00:14:09.000 --> 00:14:11.000]  其實嚴格來說不算是一件衣服
[00:14:11.000 --> 00:14:14.000]  或者是一塊粗的麻布
[00:14:14.000 --> 00:14:18.000]  早上的時候就蓋在身上作為衣服
[00:14:18.000 --> 00:14:20.000]  到晚間的時候沒有被子
[00:14:20.000 --> 00:14:23.000]  就用這一塊麻布作為一件被子
[00:14:23.000 --> 00:14:26.000]  蓋著自己遇寒睡覺
[00:14:26.000 --> 00:14:28.000]  這些窮人沒有任何物品
[00:14:28.000 --> 00:14:31.000]  全副身家就是一塊粗麻布
[00:14:31.000 --> 00:14:33.000]  因此當他向你借錢的時候
[00:14:33.000 --> 00:14:35.000]  沒有什麼當頭給你
[00:14:35.000 --> 00:14:38.000]  就把這件粗麻布給你作為當頭
[00:14:38.000 --> 00:14:41.000]  當你在晚上還未日落之前
[00:14:41.000 --> 00:14:43.000]  聖經就說你要留心
[00:14:43.000 --> 00:14:47.000]  快快把你的當頭歸還給他
[00:14:47.000 --> 00:14:49.000]  因為當他晚上很寒冷的時候
[00:14:49.000 --> 00:14:51.000]  發覺沒有了那件被子
[00:14:51.000 --> 00:14:54.000]  他就想起你
[00:14:54.000 --> 00:14:57.000]  是你拿了他的當頭
[00:14:57.000 --> 00:15:01.000]  當然其實照著一個合理的情況來說
[00:15:01.000 --> 00:15:03.000]  他借了你錢
[00:15:03.000 --> 00:15:08.000]  你保留著這個當頭是合理的
[00:15:08.000 --> 00:15:10.000]  你有權利這樣做
[00:15:10.000 --> 00:15:14.000]  但聖經就說你要去思想他的處境
[00:15:14.000 --> 00:15:16.000]  他真的沒有其他的被子
[00:15:16.000 --> 00:15:19.000]  因此在日落之前你快快還給他
[00:15:19.000 --> 00:15:21.000]  但現在我們發覺聖經在說
[00:15:21.000 --> 00:15:28.000]  原來連戌比權利更加重要
[00:15:28.000 --> 00:15:29.000]  你要留心他的處境
[00:15:29.000 --> 00:15:31.000]  看出他的情況
[00:15:31.000 --> 00:15:33.000]  把你的權利暫時放下
[00:15:33.000 --> 00:15:34.000]  還給他
[00:15:34.000 --> 00:15:37.000]  讓他晚上有被子可以擒
[00:15:37.000 --> 00:15:39.000]  聖經就說你這樣做的時候
[00:15:39.000 --> 00:15:41.000]  在耶和華的神面前
[00:15:41.000 --> 00:15:45.000]  就是你的二寮
[00:15:45.000 --> 00:15:48.000]  原來神的義不單單是公正公平
[00:15:48.000 --> 00:15:50.000]  更加加上連戌
[00:15:50.000 --> 00:15:52.000]  當你連戌別人的時候
[00:15:52.000 --> 00:15:55.000]  神就以此為你的義
[00:15:55.000 --> 00:15:58.000]  你就行在義的當中
[00:15:58.000 --> 00:16:01.000]  因此體戌成為了關懷別人
[00:16:01.000 --> 00:16:04.000]  一個重要的內心動機
[00:16:04.000 --> 00:16:06.000]  當你做很多事的時候
[00:16:06.000 --> 00:16:08.000]  你發覺如果沒有了那種體戌
[00:16:08.000 --> 00:16:12.000]  你就不會真正去關心到
[00:16:12.000 --> 00:16:14.000]  當然在體戌過程當中
[00:16:14.000 --> 00:16:18.000]  你會把自己的身份放下
[00:16:18.000 --> 00:16:21.000]  不介意別人怎樣看自己
[00:16:21.000 --> 00:16:24.000]  以至你可以去服侍他
[00:16:24.000 --> 00:16:27.000]  我曾經分享過一位姊妹
[00:16:27.000 --> 00:16:30.000]  她為一些露宿者剪頭髮
[00:16:30.000 --> 00:16:34.000]  這位姊妹她本身是有經濟背景
[00:16:34.000 --> 00:16:37.000]  當她為露宿者剪頭髮的時候
[00:16:37.000 --> 00:16:39.000]  我們就聽她講見證
[00:16:39.000 --> 00:16:41.000]  她說最初不發覺
[00:16:41.000 --> 00:16:45.000]  和露宿者剪頭髮是有特別技巧的
[00:16:45.000 --> 00:16:47.000]  因為頭髮不是一般的頭髮
[00:16:47.000 --> 00:16:49.000]  是一塊一塊的頭髮
[00:16:49.000 --> 00:16:52.000]  大家明白為什麼是一塊一塊的嗎?
[00:16:52.000 --> 00:16:53.000]  長期沒有洗頭
[00:16:53.000 --> 00:16:56.000]  就會把污垢織在一起
[00:16:56.000 --> 00:16:57.000]  不單止這樣
[00:16:57.000 --> 00:17:00.000]  她說當幫他們剪頭髮的時候
[00:17:00.000 --> 00:17:02.000]  在剪過程中
[00:17:02.000 --> 00:17:05.000]  一隻一隻東西跳出來
[00:17:05.000 --> 00:17:07.000]  她就告訴我們
[00:17:07.000 --> 00:17:10.000]  不要緊,我就試試閉氣剪髮
[00:17:10.000 --> 00:17:12.000]  在旁邊吸一口氣
[00:17:12.000 --> 00:17:14.000]  然後閉氣繼續幫他剪
[00:17:14.000 --> 00:17:17.000]  剪完之後再吸一口氣再剪
[00:17:17.000 --> 00:17:20.000]  但我想說的
[00:17:20.000 --> 00:17:24.000]  就是她一句的回答
[00:17:24.000 --> 00:17:27.000]  當時有人問她
[00:17:27.000 --> 00:17:29.000]  你不怕嗎?
[00:17:29.000 --> 00:17:30.000]  她就說
[00:17:30.000 --> 00:17:32.000]  她用英文說
[00:17:32.000 --> 00:17:34.000]  I am nothing
[00:17:34.000 --> 00:17:36.000]  我算得了什麼?
[00:17:36.000 --> 00:17:39.000]  不要緊,我可以幫她
[00:17:39.000 --> 00:17:43.000]  一個人當我們自以為是的時候
[00:17:43.000 --> 00:17:45.000]  自視很高的時候
[00:17:45.000 --> 00:17:47.000]  我們不可以服侍人
[00:17:47.000 --> 00:17:49.000]  除非我們知道
[00:17:49.000 --> 00:17:51.000]  我們原本在神面前就是一無所有
[00:17:51.000 --> 00:17:53.000]  我們今天有的健康
[00:17:53.000 --> 00:17:54.000]  有的財富
[00:17:54.000 --> 00:17:55.000]  有的地位
[00:17:55.000 --> 00:17:56.000]  有的學識
[00:17:56.000 --> 00:17:58.000]  全部都是神給的
[00:17:58.000 --> 00:18:01.000]  因此明白自己的本相
[00:18:01.000 --> 00:18:05.000]  我們就可以樂意去服侍一些微小的人
[00:18:05.000 --> 00:18:08.000]  在我們服侍的過程中
[00:18:08.000 --> 00:18:11.000]  學習去體恤對方的情況
[00:18:11.000 --> 00:18:13.000]  去明白他們的處境
[00:18:13.000 --> 00:18:15.000]  然後聖經說
[00:18:15.000 --> 00:18:17.000]  要小心不要欺負他們
[00:18:17.000 --> 00:18:19.000]  第十四節
[00:18:19.000 --> 00:18:24.000]  聖話困苦窮乏的故宮
[00:18:24.000 --> 00:18:26.000]  無論是你的弟兄
[00:18:26.000 --> 00:18:28.000]  或是在你城裡寄居的
[00:18:28.000 --> 00:18:30.000]  你不可欺負他們
[00:18:30.000 --> 00:18:31.000]  不可以欺負
[00:18:31.000 --> 00:18:32.000]  為什麼呢?
[00:18:32.000 --> 00:18:34.000]  要當日給他功架
[00:18:34.000 --> 00:18:36.000]  不可等到日落
[00:18:36.000 --> 00:18:38.000]  因為他窮苦
[00:18:38.000 --> 00:18:40.000]  把心放在功架上
[00:18:40.000 --> 00:18:42.000]  恐怕他因你求告
[00:18:42.000 --> 00:18:44.000]  或罪變歸尼了
[00:18:44.000 --> 00:18:46.000]  無論是弟兄
[00:18:46.000 --> 00:18:48.000]  或是寄居的
[00:18:48.000 --> 00:18:50.000]  用我們現在的處境來說
[00:18:50.000 --> 00:18:52.000]  或是外勞
[00:18:52.000 --> 00:18:54.000]  他們的家鄉不是這裡
[00:18:54.000 --> 00:18:56.000]  在這裡工作
[00:18:56.000 --> 00:18:59.000]  但當你給功架給他們的時候
[00:18:59.000 --> 00:19:01.000]  不要拖延
[00:19:01.000 --> 00:19:03.000]  當然當時很多人
[00:19:03.000 --> 00:19:06.000]  他們是一個星期才給一次薪水
[00:19:06.000 --> 00:19:08.000]  但你知道他的處境
[00:19:08.000 --> 00:19:10.000]  如果今天工作之後
[00:19:10.000 --> 00:19:12.000]  沒有你給他的薪水
[00:19:12.000 --> 00:19:14.000]  他就沒得吃了
[00:19:14.000 --> 00:19:16.000]  因此他心想著那些薪水
[00:19:16.000 --> 00:19:18.000]  以致他可以飽肚睡覺
[00:19:18.000 --> 00:19:20.000]  你看到他的情況
[00:19:20.000 --> 00:19:23.000]  因此你就即日給他功架
[00:19:23.000 --> 00:19:25.000]  看出他的處境
[00:19:25.000 --> 00:19:27.000]  然後不要拖延
