
[00:00:00.000 --> 00:00:02.000]  大家知道我們已經一段時間在說
[00:04:54.160 --> 00:04:55.760]  當然環境很差
[00:04:55.760 --> 00:04:58.360]  而且衛生有些問題
[00:04:58.360 --> 00:05:01.360]  後來就發現出現了天花逆靜
[00:05:01.360 --> 00:05:04.360]  很多人就勸這位賈醫生
[00:05:04.360 --> 00:05:05.160]  你美國人
[00:05:05.160 --> 00:05:06.560]  你上去頭等艙吧
[00:05:06.560 --> 00:05:08.160]  我們接受你
[00:05:08.160 --> 00:05:12.360]  但是賈醫生選擇留在三等艙
[00:05:12.360 --> 00:05:16.960]  很想用他的醫生的一種經歷能力
[00:05:16.960 --> 00:05:18.960]  去幫助這些中國人
[00:05:19.760 --> 00:05:20.760]  但是很不幸
[00:05:20.760 --> 00:05:23.360]  他在當中自己也感染了天花
[00:05:23.360 --> 00:05:25.560]  他就死在船上
[00:05:25.560 --> 00:05:29.360]  他不單只是第一位按納的宣教士
[00:05:29.360 --> 00:05:31.960]  第一位被差離中國的宣教士
[00:05:31.960 --> 00:05:36.760]  也是第一位宣道會殉道的宣教士
[00:05:36.760 --> 00:05:41.160]  當他在船上過世之後
[00:05:41.160 --> 00:05:42.760]  很多人以為
[00:05:42.760 --> 00:05:45.160]  神真的不看顧中國人
[00:05:45.160 --> 00:05:47.160]  宣教士也死了
[00:05:47.560 --> 00:05:51.560]  但是想不到有七位宣教士接續來中國
[00:05:51.560 --> 00:05:54.760]  其中包括了賈醫生的太太
[00:05:54.760 --> 00:05:56.360]  和他兩個女兒
[00:05:56.360 --> 00:05:59.560]  接續賈醫生宣教的服侍
[00:05:59.560 --> 00:06:02.560]  什麼叫做「道成肉身」?
[00:06:02.560 --> 00:06:07.560]  道成肉身就是留在三等艙裏面
[00:06:07.560 --> 00:06:11.760]  來將福音帶給當時的中國人
[00:06:11.760 --> 00:06:14.360]  也是我們的先祖
[00:06:14.360 --> 00:06:16.160]  各位電視節目人員
[00:06:16.160 --> 00:06:18.560]  我們想到很多很多的先賢
[00:06:18.560 --> 00:06:20.160]  曾經給我們的鼓勵
[00:06:20.160 --> 00:06:21.360]  我們也問自己
[00:06:21.360 --> 00:06:23.560]  我們今天如何道成肉身呢?
[00:06:23.560 --> 00:06:26.560]  我們不可能同時做很多的人
[00:06:26.560 --> 00:06:28.960]  但是最低限度你可以
[00:06:28.960 --> 00:06:30.960]  去留心一個群體
[00:06:30.960 --> 00:06:33.560]  去嘗試去認同他們
[00:06:33.560 --> 00:06:37.360]  我記得有位姐妹很認真跟我們分享
[00:06:37.360 --> 00:06:40.160]  她說我本身是教書的
[00:06:40.160 --> 00:06:43.760]  她曾經是一間很有名氣的中學教書
[00:06:44.360 --> 00:06:46.960]  但後來她心裏領受了她的感動
[00:06:46.960 --> 00:06:48.760]  覺得很想關心一些
[00:06:48.760 --> 00:06:51.160]  在佛教中學裏面的學生
[00:06:51.160 --> 00:06:53.160]  因此她辭了工作
[00:06:53.160 --> 00:06:55.360]  去申請一間佛教中學
[00:06:55.360 --> 00:06:57.760]  一間不是很有名聲的學校
[00:06:57.760 --> 00:07:00.960]  她去裏面做其中的教師
[00:07:00.960 --> 00:07:04.760]  在當中她很想讓這班學生
[00:07:04.760 --> 00:07:06.360]  接觸到基督徒
[00:07:06.360 --> 00:07:10.360]  很想他們明白福音是什麼
[00:07:10.360 --> 00:07:14.160]  因此這位姐妹的道成肉身
[00:07:14.360 --> 00:07:16.360]  或許不是什麼偉大的行動
[00:07:16.360 --> 00:07:19.560]  但她樂意跟這班學生生活
[00:07:19.560 --> 00:07:20.760]  接觸他們
[00:07:20.760 --> 00:07:23.160]  讓他們認識福音
[00:07:23.160 --> 00:07:26.560]  各位電影姐妹曾經給我們不同的帶領
[00:07:26.560 --> 00:07:28.160]  但我們要問一個問題
[00:07:28.160 --> 00:07:32.560]  不要讓道成肉身成為一個理念
[00:07:32.560 --> 00:07:35.160]  而是讓我們生活學習
[00:07:35.160 --> 00:07:36.760]  如何去行出來
[00:07:36.760 --> 00:07:40.360]  有人說主耶穌的福音策略很特別
[00:07:40.360 --> 00:07:42.160]  我們今天很多時候都會說到
[00:07:42.160 --> 00:07:43.760]  傳福音有很多不同的策略
[00:07:43.960 --> 00:07:45.960]  有三福、有四律
[00:07:45.960 --> 00:07:49.360]  有些人辦一些大型露天的報道會
[00:07:49.360 --> 00:07:54.160]  有些用高科技的傳媒的方式來報道
[00:07:54.160 --> 00:07:58.760]  主耶穌的福音報道策略是什麼?
[00:07:58.760 --> 00:08:02.160]  都是那四個字
[00:08:02.160 --> 00:08:04.560]  道成肉身
[00:08:04.560 --> 00:08:07.160]  祂去到人的當中
[00:08:07.160 --> 00:08:09.760]  成為他們的一份子
[00:08:09.760 --> 00:08:11.760]  接觸他們
[00:08:12.160 --> 00:08:15.760]  這是主耶穌傳福音最有效的策略
[00:08:15.760 --> 00:08:19.560]  而產生到極大的影響
[00:08:19.560 --> 00:08:22.560]  當我們想到主耶穌的見證的時候
[00:08:22.560 --> 00:08:24.960]  或者我們也問我們今天要怎麼做
[00:08:24.960 --> 00:08:27.360]  這個時候大家再看剛才讀的
[00:08:27.360 --> 00:08:31.360]  《聖經》哥林多前書第九章
[00:08:31.360 --> 00:08:35.560]  保羅如何道成肉身?
[00:08:35.560 --> 00:08:39.160]  在第九章的第三至十四節
[00:08:39.560 --> 00:08:41.960]  提到祂如何提出
[00:08:41.960 --> 00:08:44.560]  傳福音是可以靠福音為生的
[00:08:44.560 --> 00:08:47.160]  這是神所容許的
[00:08:47.160 --> 00:08:48.760]  特別在第十四節
[00:08:48.760 --> 00:08:50.560]  保羅提到
[00:08:50.560 --> 00:08:53.160]  主也曾這樣吩咐
[00:08:53.160 --> 00:08:56.760]  叫傳福音的人靠福音為生
[00:08:56.760 --> 00:08:59.560]  是主所接納的
[00:08:59.560 --> 00:09:01.760]  我們是可以因為傳福音
[00:09:01.760 --> 00:09:04.160]  而從中得到生活所需的
[00:09:04.160 --> 00:09:05.960]  但在十五節保羅說
[00:09:06.960 --> 00:09:12.360]  但這種權利我一點也沒有用過
[00:09:12.360 --> 00:09:14.760]  他一點也不用
[00:09:14.760 --> 00:09:16.760]  他有很清楚的動機
[00:09:16.760 --> 00:09:18.760]  他想別人不花費
[00:09:18.760 --> 00:09:20.560]  可以聽到福音
[00:09:20.560 --> 00:09:22.560]  所以你看到下面的時候
[00:09:22.560 --> 00:09:26.360]  你會看到第十八節
[00:09:26.360 --> 00:09:28.360]  中間說
[00:09:28.360 --> 00:09:30.960]  就是我傳福音時
[00:09:30.960 --> 00:09:33.360]  叫人免費得著福音
[00:09:33.360 --> 00:09:35.560]  這樣我就沒有用過
[00:09:35.760 --> 00:09:38.960]  傳福音可以享有的權利了
[00:09:38.960 --> 00:09:41.160]  保羅很清楚地說
[00:09:41.160 --> 00:09:43.360]  不想有任何人因為經濟的緣故
[00:09:43.360 --> 00:09:45.160]  而沒有機會聽福音
[00:09:45.160 --> 00:09:47.160]  又或者因為經濟的緣故
[00:09:47.160 --> 00:09:48.360]  成為難阻
[00:09:48.360 --> 00:09:49.960]  他不能夠聽到福音
[00:09:49.960 --> 00:09:53.760]  因此他寧願放棄自己的權利
[00:09:53.760 --> 00:09:56.360]  要人能夠得聞福音
[00:09:56.360 --> 00:09:58.760]  因此被我們發現
[00:09:58.760 --> 00:10:01.760]  原來道成肉身一個最具體的實踐
[00:10:01.760 --> 00:10:04.360]  就是放棄權利
[00:10:05.360 --> 00:10:06.360]  我相信大家都知道
[00:10:06.360 --> 00:10:08.360]  在今天的二十一世紀
[00:10:08.360 --> 00:10:12.360]  周圍的人都在說要爭取權利
[00:10:12.360 --> 00:10:15.360]  要為自己的權益去爭取
[00:10:15.360 --> 00:10:16.360]  沒錯
[00:10:16.360 --> 00:10:18.760]  人應該得到他應得的權利
[00:10:18.760 --> 00:10:20.360]  基督徒可以為自己
[00:10:20.360 --> 00:10:22.360]  為別人去爭取權利
[00:10:22.360 --> 00:10:26.360]  但同時我們可以為福音的緣故
[00:10:26.360 --> 00:10:28.360]  放棄權利
[00:10:28.360 --> 00:10:31.360]  同樣是可以如此去做
[00:10:32.360 --> 00:10:34.360]  剛才說到一些宣教士
[00:10:34.360 --> 00:10:36.360]  大家不知道有沒有聽過一位宣教士
[00:10:36.360 --> 00:10:38.360]  劉福群牧師
[00:10:38.360 --> 00:10:40.360]  劉福群牧師是宣道會重要的宣教士
[00:10:40.360 --> 00:10:42.360]  在早期帶領一班神學生
[00:10:42.360 --> 00:10:44.360]  從廣西的梧州
[00:10:44.360 --> 00:10:48.360]  來香港重建建道神學院
[00:10:48.360 --> 00:10:50.360]  他當時作院長
[00:10:50.360 --> 00:10:52.360]  也同時來北角宣道會
[00:10:52.360 --> 00:10:54.360]  幫助教會的服事
[00:10:54.360 --> 00:10:57.360]  我記得我在年輕的時候
[00:10:57.360 --> 00:11:00.360]  突然間教會台上有一個很高大的美國人
[00:11:00.360 --> 00:11:02.360]  站在那裡
[00:11:02.360 --> 00:11:04.360]  我就想學一下英文
[00:11:04.360 --> 00:11:06.360]  聽聽他講什麼
[00:11:06.360 --> 00:11:09.360]  誰知他一開口就講廣東話
[00:11:09.360 --> 00:11:13.360]  純正的廣東話就講出來
[00:11:13.360 --> 00:11:14.360]  我嚇了一跳
[00:11:14.360 --> 00:11:16.360]  這麼厲害
[00:11:16.360 --> 00:11:19.360]  這位叫西人
[00:11:19.360 --> 00:11:22.360]  他愛中國人
[00:11:22.360 --> 00:11:24.360]  在神學院裡面他愛護的學生
[00:11:24.360 --> 00:11:26.360]  當時看到很簡陋
[00:11:26.360 --> 00:11:28.360]  很貧窮
[00:11:28.360 --> 00:11:30.360]  學生飲食也有艱難
[00:11:30.360 --> 00:11:32.360]  沒有水用
[00:11:32.360 --> 00:11:34.360]  學生要下山腳搬水上山
[00:11:34.360 --> 00:11:36.360]  大家知道在長洲在山頂上
[00:11:36.360 --> 00:11:40.360]  但這班學生第一屆畢業的時候
[00:11:40.360 --> 00:11:42.360]  他們都前途茫茫
[00:11:42.360 --> 00:11:44.360]  但這位院長
[00:11:44.360 --> 00:11:47.360]  不知從哪裡來的一些奉獻
[00:11:47.360 --> 00:11:49.360]  可能是他自己拿的錢
[00:11:49.360 --> 00:11:51.360]  每一位畢業生
[00:11:51.360 --> 00:11:53.360]  買一套西裝給他們
[00:11:53.360 --> 00:11:57.360]  姐妹買一套西裙
[00:11:57.360 --> 00:11:59.360]  一人一雙皮鞋
[00:11:59.360 --> 00:12:01.360]  我想這些神學生當時
[00:12:01.360 --> 00:12:04.360]  從未擁有一套自己的西裝
[00:12:04.360 --> 00:12:06.360]  很愛惜他們
[00:12:06.360 --> 00:12:09.360]  把自己有的拿出來給他們
[00:12:09.360 --> 00:12:11.360]  當我們教會
[00:12:11.360 --> 00:12:13.360]  在早年的時候
[00:12:13.360 --> 00:12:16.360]  在馬堡很擠迫
[00:12:16.360 --> 00:12:18.360]  旁邊有個空的單位想買
[00:12:18.360 --> 00:12:20.360]  沒錢買
[00:12:20.360 --> 00:12:25.360]  劉牧師就把自己的單位出手
[00:12:25.360 --> 00:12:27.360]  然後把其中一部分
[00:12:27.360 --> 00:12:29.360]  或者說大部分
[00:12:29.360 --> 00:12:30.360]  三萬五千元
[00:12:30.360 --> 00:12:31.360]  五幾年的時候
[00:12:31.360 --> 00:12:33.360]  三萬五千元等於多少錢呢?
[00:12:33.360 --> 00:12:36.360]  我都算不清
[00:12:36.360 --> 00:12:38.360]  就把這筆錢奉獻給北宣
[00:12:38.360 --> 00:12:42.360]  而北宣當時就買到附近的單位
[00:12:42.360 --> 00:12:45.360]  可以擴大堂子
[00:12:45.360 --> 00:12:47.360]  這位牧師
[00:12:47.360 --> 00:12:50.360]  我們常常懷念他
[00:12:50.360 --> 00:12:52.360]  我們想
[00:12:52.360 --> 00:12:53.360]  難道他沒有權利
[00:12:53.360 --> 00:12:56.360]  為自己留下積蓄養老嗎?
[00:12:56.360 --> 00:12:58.360]  為什麼他拿出來
[00:12:58.360 --> 00:13:00.360]  要支持別人的需要呢?
[00:13:00.360 --> 00:13:02.360]  我後來聽到消息
[00:13:02.360 --> 00:13:04.360]  我很深的感受就是
[00:13:04.360 --> 00:13:06.360]  劉牧師退休之後回美國
[00:13:06.360 --> 00:13:07.360]  可能離開了幾十年
[00:13:07.360 --> 00:13:09.360]  都沒有什麼人認識
[00:13:09.360 --> 00:13:10.360]  回到美國的時候
[00:13:10.360 --> 00:13:11.360]  有人告訴我
[00:13:11.360 --> 00:13:17.360]  劉牧師住在一間貨櫃裡
[00:13:17.360 --> 00:13:19.360]  大家知道那些tanker
[00:13:19.360 --> 00:13:20.360]  那些箱子
[00:13:20.360 --> 00:13:21.360]  一個貨櫃
[00:13:21.360 --> 00:13:23.360]  他就當是自己的住屋
[00:13:23.360 --> 00:13:28.360]  就在那個地方度過他的晚年
[00:13:28.360 --> 00:13:29.360]  難道他沒有權利
[00:13:29.360 --> 00:13:33.360]  有一個特別的好地方退休嗎?
[00:13:33.360 --> 00:13:37.360]  是他甘願放棄他的權利
[00:13:37.360 --> 00:13:39.360]  為了福音的緣故
[00:13:39.360 --> 00:13:43.360]  以至你和我今天蒙受恩惠
[00:13:43.360 --> 00:13:45.360]  各位電影姊妹
[00:13:45.360 --> 00:13:47.360]  有很多很多我們身邊的驕徒
[00:13:47.360 --> 00:13:49.360]  他們都是這樣學習
[00:13:49.360 --> 00:13:52.360]  怎麼不去計較自己
[00:13:52.360 --> 00:13:54.360]  也是為福音的緣故
[00:13:54.360 --> 00:13:55.360]  甚至放棄權利
[00:13:55.360 --> 00:13:59.360]  以至能夠叫人得聞福音
[00:13:59.360 --> 00:14:00.360]  你再看的時候
[00:14:00.360 --> 00:14:01.360]  保羅再說
[00:14:01.360 --> 00:14:03.360]  他說我很想傳福音
[00:14:03.360 --> 00:14:05.360]  不傳福音我就有禍了
[00:14:05.360 --> 00:14:06.360]  為什麼呢?
[00:14:06.360 --> 00:14:09.360]  第十六節
[00:14:09.360 --> 00:14:10.360]  我傳福音
[00:14:10.360 --> 00:14:12.360]  願是沒有可誇的
[00:14:12.360 --> 00:14:15.360]  因我不能不傳
[00:14:15.360 --> 00:14:16.360]  你看旁邊畫本
[00:14:16.360 --> 00:14:18.360]  我是不得已的
[00:14:18.360 --> 00:14:21.360]  保羅說我不能不傳
[00:14:21.360 --> 00:14:22.360]  為什麼呢?
[00:14:22.360 --> 00:14:25.360]  因為他裡面有一個很深刻的感動
[00:14:25.360 --> 00:14:26.360]  因為聖經所說
[00:14:26.360 --> 00:14:29.360]  是主的愛激勵他
[00:14:29.360 --> 00:14:31.360]  國林多後書五章說到
[00:14:31.360 --> 00:14:33.360]  原來是主的愛激勵我
[00:14:33.360 --> 00:14:36.360]  他深刻感受主的愛在他身上
[00:14:36.360 --> 00:14:37.360]  他領受福音之後
[00:14:37.360 --> 00:14:41.360]  他明白福音臨到我這個罪魁
[00:14:41.360 --> 00:14:45.360]  他就很想能夠讓人聽到福音
[00:14:45.360 --> 00:14:46.360]  你發覺保羅傳福音
[00:14:46.360 --> 00:14:49.360]  不是因為外在有什麼規條
[00:14:49.360 --> 00:14:50.360]  第一要傳福音
[00:14:50.360 --> 00:14:51.360]  第二要傳福音
[00:14:51.360 --> 00:14:53.360]  第三要傳福音
[00:14:53.360 --> 00:14:54.360]  不是
[00:14:54.360 --> 00:14:58.360]  在他內在有一種很強的動力
[00:14:58.360 --> 00:15:01.360]  一種很強的激勵
[00:15:01.360 --> 00:15:05.360]  他自己也不能拒絕內心的動力
[00:15:05.360 --> 00:15:07.360]  他很想去傳
[00:15:07.360 --> 00:15:08.360]  這個不得已
[00:15:08.360 --> 00:15:10.360]  不是他勉強去做
[00:15:10.360 --> 00:15:12.360]  而是內心的動力
[00:15:12.360 --> 00:15:18.360]  一路催促他要去傳
[00:15:18.360 --> 00:15:20.360]  我有一次聽到一位姐妹
[00:15:20.360 --> 00:15:22.360]  我們一班弟兄姐妹聊天
[00:15:22.360 --> 00:15:23.360]  分享
[00:15:23.360 --> 00:15:24.360]  她就告訴我們
[00:15:24.360 --> 00:15:26.360]  她說真的很感謝神
[00:15:26.360 --> 00:15:28.360]  我現在回到教會
[00:15:28.360 --> 00:15:30.360]  我們畢業為二
[00:15:30.360 --> 00:15:32.360]  很多人都回到教會
[00:15:32.360 --> 00:15:34.360]  但她接著說
[00:15:34.360 --> 00:15:38.360]  她說我以前被靈界困擾得很厲害
[00:15:38.360 --> 00:15:40.360]  我們很小心聽
[00:15:40.360 --> 00:15:41.360]  怎樣被困擾呢
[00:15:41.360 --> 00:15:43.360]  當她未信主之前
[00:15:43.360 --> 00:15:45.360]  她遇到很多靈界的騷擾
[00:15:45.360 --> 00:15:50.360]  她很清楚遇到一些很具體的障礙
[00:15:50.360 --> 00:15:52.360]  她說很多次想走回來教會
[00:15:52.360 --> 00:15:53.360]  走到中途
[00:15:53.360 --> 00:15:55.360]  總有些事情阻止我
[00:15:55.360 --> 00:15:56.360]  我回不來
[00:15:56.360 --> 00:15:57.360]  甚至有些時候
[00:15:57.360 --> 00:15:59.360]  她甚至突然間很暈
[00:15:59.360 --> 00:16:00.360]  暈倒了
[00:16:00.360 --> 00:16:02.360]  人家送她去醫院
[00:16:02.360 --> 00:16:04.360]  她是回不來教會的
[00:16:04.360 --> 00:16:06.360]  但她在困擾當中
[00:16:06.360 --> 00:16:07.360]  她很清楚知道
[00:16:07.360 --> 00:16:09.360]  我要回教會
[00:16:09.360 --> 00:16:11.360]  在當中我會有盼望
[00:16:11.360 --> 00:16:13.360]  所以她不顧一切
[00:16:13.360 --> 00:16:16.360]  一直盡量回教會
[00:16:16.360 --> 00:16:18.360]  最後她回到教會之後
[00:16:18.360 --> 00:16:20.360]  她在當中聽見耶穌的福音
[00:16:20.360 --> 00:16:21.360]  她就信主
[00:16:21.360 --> 00:16:25.360]  她說她心裏經歷了一種很大的釋放
[00:16:25.360 --> 00:16:27.360]  後來她受洗
[00:16:27.360 --> 00:16:29.360]  她就表達出
[00:16:29.360 --> 00:16:32.360]  她說我不會走的
[00:16:32.360 --> 00:16:35.360]  我不會走的
[00:16:35.360 --> 00:16:37.360]  我裏面太感恩了
[00:16:37.360 --> 00:16:40.360]  相對於以前那種被捆綁的情況
[00:16:40.360 --> 00:16:45.360]  我很覺得神的福音是很寶貴的
[00:16:45.360 --> 00:16:49.360]  我很想能夠跟別人說
[00:16:49.360 --> 00:16:52.360]  當我自己讀短經文的時候
[00:16:52.360 --> 00:16:53.360]  我都問自己
[00:16:53.360 --> 00:16:58.360]  我自己內心是否更深刻地明白神的愛
[00:16:58.360 --> 00:17:01.360]  我是否也領受一種心靈的動力
[00:17:01.360 --> 00:17:02.360]  能夠真是
[00:17:02.360 --> 00:17:04.360]  我要傳
[00:17:04.360 --> 00:17:05.360]  無論如何
[00:17:05.360 --> 00:17:09.360]  我願意將福音與人分享
[00:17:09.360 --> 00:17:14.360]  她在頂智媒道成肉身不是一種自誇的藉口
[00:17:14.360 --> 00:17:15.360]  你看我多厲害
[00:17:15.360 --> 00:17:17.360]  我可以放棄自己的權利
[00:17:17.360 --> 00:17:19.360]  我可以做甚麼就做甚麼
[00:17:19.360 --> 00:17:20.360]  不是
[00:17:20.360 --> 00:17:24.360]  是人內心裏面深刻體會到那份愛
[00:17:24.360 --> 00:17:25.360]  內心那種催促
[00:17:25.360 --> 00:17:28.360]  讓她甘願放棄權利
[00:17:28.360 --> 00:17:32.360]  以至能夠去見證去傳揚主
[00:17:32.360 --> 00:17:33.360]  你再看下去
[00:17:33.360 --> 00:17:35.360]  不單單是那種不得已的感受
[00:17:35.360 --> 00:17:39.360]  而且她的深刻感受到責任已經託付給她了
[00:17:39.360 --> 00:17:42.360]  大家看第十七節
