
[00:00:00.000 --> 00:00:03.000]  為我們訂十字架的竹
[00:05:49.000 --> 00:05:52.000]  他們這樣看的時候發現
[00:05:52.000 --> 00:05:54.000]  在這個冠冕的裡面
[00:05:54.000 --> 00:05:58.000]  一個人不容易發現的地方
[00:05:58.000 --> 00:06:03.000]  裡面藏著一個小小的獅子架
[00:06:03.000 --> 00:06:08.000]  這個發現非常的有意義
[00:06:08.000 --> 00:06:11.000]  獅子架在冠冕裡頭
[00:06:11.000 --> 00:06:15.000]  沒有獅子架沒有冠冕
[00:06:15.000 --> 00:06:17.000]  感謝主
[00:06:17.000 --> 00:06:20.000]  我們按照主的心意
[00:06:20.000 --> 00:06:23.000]  在我們的認識裡面
[00:06:23.000 --> 00:06:26.000]  在我們的感受經驗裡頭
[00:06:26.000 --> 00:06:33.000]  把獅子架和冠冕永遠地連在一起
[00:06:33.000 --> 00:06:37.000]  我們不願意犯一個大的錯誤
[00:06:37.000 --> 00:06:39.000]  就是把這兩樣分開
[00:06:39.000 --> 00:06:43.000]  一分開沒有榮耀沒有冠冕
[00:06:43.000 --> 00:06:45.000]  什麼時候合在一起
[00:06:45.000 --> 00:06:47.000]  有榮耀有冠冕
[00:06:47.000 --> 00:06:49.000]  這時候主的話
[00:06:49.000 --> 00:06:55.000]  給我們看得非常清楚的真理
[00:06:55.000 --> 00:06:57.000]  在這個時代裡頭
[00:06:57.000 --> 00:07:02.000]  我們非常需要獅子架的信息
[00:07:02.000 --> 00:07:04.000]  因為這個時代
[00:07:04.000 --> 00:07:07.000]  一般的人很不歡喜獅子架
[00:07:07.000 --> 00:07:09.000]  連許多的基督徒
[00:07:09.000 --> 00:07:12.000]  也不歡喜獅子架的道理
[00:07:12.000 --> 00:07:16.000]  或者忽略了獅子架的道理
[00:07:16.000 --> 00:07:19.000]  如果我們發一個問題
[00:07:19.000 --> 00:07:22.000]  在今天的基督徒當中
[00:07:22.000 --> 00:07:29.000]  有多少人鬥過了獅子架的對付
[00:07:29.000 --> 00:07:32.000]  獅子架是要對付我們
[00:07:32.000 --> 00:07:35.000]  獅子架一方面拯救我們
[00:07:35.000 --> 00:07:40.000]  獅子架另外一方面要對付我們
[00:07:40.000 --> 00:07:44.000]  一個單單接受獅子架救恩的人
[00:07:44.000 --> 00:07:47.000]  而沒有接受獅子架對付的人
[00:07:47.000 --> 00:07:51.000]  永遠是一個膚淺的基督徒
[00:07:51.000 --> 00:07:57.000]  永遠是一個剛剛齊心就止步的基督徒
[00:07:57.000 --> 00:08:02.000]  沒有繼續的和主走在這條路上
[00:08:02.000 --> 00:08:04.000]  弟兄姐妹們
[00:08:04.000 --> 00:08:07.000]  如果獅子架的道路
[00:08:07.000 --> 00:08:10.000]  是主耶穌自己的道路
[00:08:10.000 --> 00:08:13.000]  那麼我們這一般做基督徒的人
[00:08:13.000 --> 00:08:16.000]  這一般跟從基督的人
[00:08:16.000 --> 00:08:20.000]  怎麼能夠不走獅子架的道路呢?
[00:08:20.000 --> 00:08:22.000]  如果我這個基督徒
[00:08:22.000 --> 00:08:24.000]  一方面想跟從主
[00:08:24.000 --> 00:08:27.000]  又同時不願意走主的路
[00:08:27.000 --> 00:08:29.000]  就是獅子架的路
[00:08:29.000 --> 00:08:33.000]  我怎麼可能真的跟從主呢?
[00:08:33.000 --> 00:08:35.000]  不可能
[00:08:35.000 --> 00:08:38.000]  所以我們在這幾天的早上
[00:08:38.000 --> 00:08:43.000]  我們要按照加勒賽書對我們的信息
[00:08:43.000 --> 00:08:45.000]  來仔細地看
[00:08:45.000 --> 00:08:47.000]  來深深地思想
[00:08:47.000 --> 00:08:51.000]  來反省我們懇求聖靈
[00:08:51.000 --> 00:08:53.000]  真理的聖靈
[00:08:53.000 --> 00:08:54.000]  我們的老師
[00:08:54.000 --> 00:08:56.000]  我們的寶貴師
[00:08:56.000 --> 00:08:57.000]  來光照我們
[00:08:57.000 --> 00:08:59.000]  來教導我們
[00:08:59.000 --> 00:09:06.000]  來帶領我們進入獅子架道路的真理
[00:09:06.000 --> 00:09:07.000]  我再說
[00:09:07.000 --> 00:09:10.000]  好像我們在禱告中所提的
[00:09:10.000 --> 00:09:13.000]  人的話做不到這件事
[00:09:13.000 --> 00:09:18.000]  只有聖靈光照感動我們的時候
[00:09:18.000 --> 00:09:21.000]  這個信息才能夠扎心
[00:09:21.000 --> 00:09:23.000]  才能夠進到我們的靈裡面
[00:09:23.000 --> 00:09:27.000]  才能起真的除靈的作用
[00:09:27.000 --> 00:09:31.000]  讓我們在基督徒的生活
[00:09:31.000 --> 00:09:33.000]  和侍奉裡面
[00:09:33.000 --> 00:09:35.000]  能夠更新
[00:09:35.000 --> 00:09:37.000]  能夠重新建立
[00:09:37.000 --> 00:09:40.000]  能夠符合主的經意
[00:09:40.000 --> 00:09:43.000]  這是我們每一個人
[00:09:43.000 --> 00:09:45.000]  自己裡面的一個科目
[00:09:45.000 --> 00:09:47.000]  一個追求
[00:09:47.000 --> 00:09:49.000]  一個禱告
[00:09:49.000 --> 00:09:50.000]  主啊
[00:09:50.000 --> 00:09:51.000]  求你
[00:09:51.000 --> 00:09:53.000]  在這個聖靈會裡頭
[00:09:53.000 --> 00:09:55.000]  藉著你自己的話語
[00:09:55.000 --> 00:10:00.000]  來提醒我這個有除靈需要的人
[00:10:00.000 --> 00:10:01.000]  主啊
[00:10:01.000 --> 00:10:03.000]  我是一個除靈的人
[00:10:03.000 --> 00:10:05.000]  我需要你恩待我
[00:10:05.000 --> 00:10:06.000]  提醒我
[00:10:06.000 --> 00:10:07.000]  鼓勵我
[00:10:07.000 --> 00:10:08.000]  帶領我
[00:10:08.000 --> 00:10:10.000]  推動我
[00:10:10.000 --> 00:10:14.000]  讓我能夠真的背起我的十字架來
[00:10:14.000 --> 00:10:19.000]  和主一同走這條十字架的道路
[00:10:19.000 --> 00:10:22.000]  而且讓我的靈眼看得清楚
[00:10:22.000 --> 00:10:26.000]  這條道路最後的那個歸宿
[00:10:26.000 --> 00:10:28.000]  就是榮耀
[00:10:28.000 --> 00:10:29.000]  萬年
[00:10:29.000 --> 00:10:33.000]  和耶穌基督一同做王
[00:10:33.000 --> 00:10:36.000]  我們的父神護照我們
[00:10:36.000 --> 00:10:38.000]  從死亡裡面
[00:10:38.000 --> 00:10:39.000]  罪惡裡面
[00:10:39.000 --> 00:10:41.000]  撒旦的拳下
[00:10:41.000 --> 00:10:42.000]  出來
[00:10:42.000 --> 00:10:44.000]  能夠歸於神
[00:10:44.000 --> 00:10:47.000]  我們好像耶穌基督一樣
[00:10:47.000 --> 00:10:49.000]  做神的兒子
[00:10:49.000 --> 00:10:51.000]  神的一個兒子到世上來
[00:10:51.000 --> 00:10:55.000]  要帶許多的兒子進入榮耀
[00:10:55.000 --> 00:10:59.000]  但願父神這個計畫得到成就
[00:10:59.000 --> 00:11:02.000]  也但願父神不但成就我們
[00:11:02.000 --> 00:11:04.000]  在成就我們以後
[00:11:04.000 --> 00:11:07.000]  為我們預備了一個榮耀的歸宿
[00:11:07.000 --> 00:11:10.000]  就是和基督一同做王
[00:11:10.000 --> 00:11:14.000]  與基督同享那永恆的榮耀
[00:11:14.000 --> 00:11:17.000]  求主真是讓我們看見
[00:11:17.000 --> 00:11:19.000]  清楚地看見
[00:11:19.000 --> 00:11:21.000]  確實地看見
[00:11:21.000 --> 00:11:23.000]  這一個神的計畫
[00:11:23.000 --> 00:11:26.000]  不讓我們做一個單單的救
[00:11:26.000 --> 00:11:29.000]  只求滅亡得永生
[00:11:29.000 --> 00:11:31.000]  就算了的基督徒
[00:11:31.000 --> 00:11:33.000]  脫離那個情況
[00:11:33.000 --> 00:11:35.000]  來體會主的心意
[00:11:35.000 --> 00:11:38.000]  來摸到主的心意
[00:11:38.000 --> 00:11:40.000]  然後按照主的心意
[00:11:40.000 --> 00:11:44.000]  走這條十字架的道路
[00:11:44.000 --> 00:11:46.000]  這是在這個時代
[00:11:46.000 --> 00:11:47.000]  末世的時代
[00:11:47.000 --> 00:11:49.000]  在這樣的一個
[00:11:49.000 --> 00:11:51.000]  反基督的潮流裡頭
[00:11:51.000 --> 00:11:56.000]  在這個充滿世界的一個環境裡頭
[00:11:56.000 --> 00:11:58.000]  我們這班人
[00:11:58.000 --> 00:12:00.000]  能夠追求更深的生命
[00:12:00.000 --> 00:12:02.000]  更深的侍奉
[00:12:02.000 --> 00:12:04.000]  更美的生活
[00:12:04.000 --> 00:12:05.000]  更美的侍奉
[00:12:05.000 --> 00:12:11.000]  來滿足那位滿足了我們的心的主的心
[00:12:11.000 --> 00:12:12.000]  多少時候
[00:12:12.000 --> 00:12:15.000]  我們只求主滿足我們的心
[00:12:15.000 --> 00:12:18.000]  我們卻很少想到
[00:12:18.000 --> 00:12:22.000]  讓這位滿足了我們的心的主的心
[00:12:22.000 --> 00:12:23.000]  從我們這些人
[00:12:23.000 --> 00:12:25.000]  他說救贖的人
[00:12:25.000 --> 00:12:27.000]  他說愛的人
[00:12:27.000 --> 00:12:30.000]  他說在我們身上做功夫的人
[00:12:30.000 --> 00:12:32.000]  能夠體會他的心
[00:12:32.000 --> 00:12:35.000]  也追求滿足他的心
[00:12:35.000 --> 00:12:38.000]  讓我們這班人到這裡來
[00:12:38.000 --> 00:12:39.000]  是帶著一個
[00:12:39.000 --> 00:12:43.000]  蘇靈的科目追求的一個目的
[00:12:43.000 --> 00:12:45.000]  不是來度假
[00:12:45.000 --> 00:12:47.000]  不是來輕鬆
[00:12:47.000 --> 00:12:50.000]  我們在這裡願意求主
[00:12:50.000 --> 00:12:54.000]  在美國東部這個地區裡頭
[00:12:54.000 --> 00:12:56.000]  為我們預備一個地方
[00:12:56.000 --> 00:13:01.000]  是那些追求更深生命與侍奉的弟兄姊妹
[00:13:01.000 --> 00:13:03.000]  可以聚集在一起
[00:13:03.000 --> 00:13:05.000]  同心追求
[00:13:05.000 --> 00:13:08.000]  把基督放在第一的一個地方
[00:13:08.000 --> 00:13:10.000]  和聚會
[00:13:10.000 --> 00:13:12.000]  人做不到
[00:13:12.000 --> 00:13:13.000]  你做不到
[00:13:13.000 --> 00:13:14.000]  我做不到
[00:13:14.000 --> 00:13:16.000]  到會籌備的人員
[00:13:16.000 --> 00:13:19.000]  無論怎麼努力都做不到
[00:13:19.000 --> 00:13:23.000]  除非要花建造城市
[00:13:23.000 --> 00:13:27.000]  不然建造的人就枉然勞力
[00:13:27.000 --> 00:13:30.000]  所以我們大家
[00:13:30.000 --> 00:13:32.000]  同有一個心智
[00:13:32.000 --> 00:13:34.000]  同有一個心態
[00:13:34.000 --> 00:13:38.000]  局目相睹觀看
[00:13:38.000 --> 00:13:40.000]  我們仰望他
[00:13:40.000 --> 00:13:42.000]  主也觀看我們
[00:13:42.000 --> 00:13:45.000]  看見我們是一班可造就的人
[00:13:45.000 --> 00:13:47.000]  可教的人
[00:13:47.000 --> 00:13:49.000]  可塑造的人
[00:13:49.000 --> 00:13:50.000]  可適用的人
[00:13:50.000 --> 00:13:52.000]  在這個時代裡頭
[00:13:52.000 --> 00:13:53.000]  潮流裡頭
[00:13:53.000 --> 00:13:56.000]  成為他的恩典的出口
[00:13:56.000 --> 00:13:57.000]  成為他的十字架
[00:13:57.000 --> 00:14:01.000]  真理的接受者和出口
[00:14:01.000 --> 00:14:05.000]  沒有十字架就沒有深度
[00:14:05.000 --> 00:14:07.000]  我們說更深的生命
[00:14:07.000 --> 00:14:10.000]  是由十字架的對付
[00:14:10.000 --> 00:14:12.000]  在裡頭的生命
[00:14:12.000 --> 00:14:14.000]  沒有十字架的對付
[00:14:14.000 --> 00:14:17.000]  我們的生命永遠是個浮天的
[00:14:17.000 --> 00:14:21.000]  表面化的一個情況
[00:14:21.000 --> 00:14:23.000]  我們科目
[00:14:23.000 --> 00:14:26.000]  科目如露科目吸水
[00:14:26.000 --> 00:14:30.000]  那樣的來到神自己的面前
[00:14:30.000 --> 00:14:32.000]  我們願有詩人的心
[00:14:32.000 --> 00:14:34.000]  那個敬拜的心
[00:14:34.000 --> 00:14:36.000]  那個仰望的心
[00:14:36.000 --> 00:14:37.000]  那個讚美的心
[00:14:37.000 --> 00:14:41.000]  還有那個科目的心
[00:14:41.000 --> 00:14:43.000]  神必不教
[00:14:43.000 --> 00:14:47.000]  饑渴的人空手回去
[00:14:47.000 --> 00:14:49.000]  我信你所科目的
[00:14:49.000 --> 00:14:51.000]  必成全
[00:14:51.000 --> 00:14:54.000]  在主成全前有個條件
[00:14:54.000 --> 00:14:58.000]  就是我必須先有科目的心
[00:14:58.000 --> 00:15:00.000]  而這個科目的心
[00:15:00.000 --> 00:15:02.000]  不是我自己能有的
[00:15:02.000 --> 00:15:04.000]  我願意的時候
[00:15:04.000 --> 00:15:06.000]  我懇求的時候
[00:15:06.000 --> 00:15:08.000]  主要賜給我
[00:15:08.000 --> 00:15:10.000]  主要賜給你的
[00:15:10.000 --> 00:15:12.000]  讓我們這些蒙恩的人
[00:15:12.000 --> 00:15:14.000]  一生一世
[00:15:14.000 --> 00:15:16.000]  從這條道路的開始
[00:15:16.000 --> 00:15:18.000]  一直到某了
[00:15:18.000 --> 00:15:20.000]  當初的有定恆的手
[00:15:20.000 --> 00:15:22.000]  來扶持我們
[00:15:22.000 --> 00:15:23.000]  來引導我們
[00:15:23.000 --> 00:15:26.000]  帶領我們走到路的終點
[00:15:26.000 --> 00:15:28.000]  榮耀的國度
[00:15:28.000 --> 00:15:34.000]  和基督一同作望
[00:15:34.000 --> 00:15:36.000]  司徒保羅講了這樣的話
[00:15:36.000 --> 00:15:40.000]  講到太書六章十七節
[00:15:40.000 --> 00:15:43.000]  他說人都不要教導我
[00:15:43.000 --> 00:15:47.000]  因為我身上有耶穌的印記
[00:15:47.000 --> 00:15:51.000]  耶穌的印記這句話是什麼意思呢
[00:15:51.000 --> 00:15:53.000]  有不同的解釋
[00:15:53.000 --> 00:15:55.000]  但是其中之一
[00:15:55.000 --> 00:15:57.000]  解釋之一
[00:15:57.000 --> 00:15:59.000]  很值得我們注意
[00:15:59.000 --> 00:16:01.000]  就是說耶穌的印記
[00:16:01.000 --> 00:16:05.000]  就是十字架的記號
[00:16:05.000 --> 00:16:07.000]  保羅的身上
[00:16:07.000 --> 00:16:11.000]  生命中有十字架的記號
[00:16:11.000 --> 00:16:13.000]  你我生命中
[00:16:13.000 --> 00:16:14.000]  世俸中
[00:16:14.000 --> 00:16:15.000]  生活中
[00:16:15.000 --> 00:16:19.000]  有沒有十字架的印記
[00:16:19.000 --> 00:16:23.000]  你我有沒有受過十字架的對付
[00:16:23.000 --> 00:16:24.000]  十字架的對付
[00:16:24.000 --> 00:16:27.000]  對你是一件新的事嗎
[00:16:27.000 --> 00:16:29.000]  是你還沒有注意過的事
[00:16:29.000 --> 00:16:31.000]  沒有經歷的事嗎
[00:16:31.000 --> 00:16:35.000]  還是是你的經驗呢
[00:16:35.000 --> 00:16:37.000]  巴不得我們在座的
[00:16:37.000 --> 00:16:40.000]  許許多多的主愛的兄姊妹
[00:16:40.000 --> 00:16:42.000]  我們都能夠說
[00:16:42.000 --> 00:16:44.000]  我經歷了十字架的恩典
[00:16:44.000 --> 00:16:46.000]  和對付
[00:16:46.000 --> 00:16:49.000]  沒有一個不受十字架對付的人
[00:16:49.000 --> 00:16:52.000]  能夠有更深的生命
[00:16:52.000 --> 00:16:55.000]  能夠真的和主同行
[00:16:55.000 --> 00:16:57.000]  能夠與主同定十字架
[00:16:57.000 --> 00:16:59.000]  能夠廢棄十字架
[00:16:59.000 --> 00:17:01.000]  來跟從主
[00:17:01.000 --> 00:17:04.000]  這一切的一切都成了高調
[00:17:04.000 --> 00:17:07.000]  都成了空的理論
[00:17:07.000 --> 00:17:10.000]  成了蘇聯的八股
[00:17:10.000 --> 00:17:12.000]  我們懇求主
[00:17:12.000 --> 00:17:16.000]  把我們從蘇聯的八股裡面救出來
[00:17:16.000 --> 00:17:19.000]  有的人要解決這個問題
[00:17:19.000 --> 00:17:21.000]  用錯了方法
[00:17:21.000 --> 00:17:24.000]  他們說很多的教會的講台
[00:17:24.000 --> 00:17:26.000]  講蘇聯的八股
[00:17:26.000 --> 00:17:28.000]  就不要再講了
[00:17:28.000 --> 00:17:30.000]  這是撒旦的一個方法
[00:17:30.000 --> 00:17:34.000]  不要再講聖經的那個千古不變的
[00:17:34.000 --> 00:17:37.000]  古老的十字架的故事
[00:17:37.000 --> 00:17:39.000]  真理的那個信息
[00:17:39.000 --> 00:17:40.000]  不要再講
[00:17:40.000 --> 00:17:43.000]  撒旦的詭計
[00:17:43.000 --> 00:17:45.000]  我們要講
[00:17:45.000 --> 00:17:48.000]  因為這是千古不變的真理
[00:17:48.000 --> 00:17:50.000]  十字架的道路的真理
[00:17:50.000 --> 00:17:53.000]  是千古不變的真理
[00:17:53.000 --> 00:17:56.000]  但是我們要小心
[00:17:56.000 --> 00:17:58.000]  這一個千古不變的真理
[00:17:58.000 --> 00:18:01.000]  可能對那個心靈沒有科目的人
[00:18:01.000 --> 00:18:05.000]  成了蘇聯的八股
[00:18:05.000 --> 00:18:09.000]  我們願意包括一世聖靈
[00:18:09.000 --> 00:18:11.000]  這位聖靈就是
[00:18:11.000 --> 00:18:13.000]  聖靈在哪裡哪裡有自由
[00:18:13.000 --> 00:18:16.000]  那個自由就是活潑的生命
[00:18:16.000 --> 00:18:19.000]  聖靈在哪裡哪裡有活潑的生命
[00:18:19.000 --> 00:18:21.000]  活潑的科目
[00:18:21.000 --> 00:18:22.000]  活潑的靈受
[00:18:22.000 --> 00:18:24.000]  活潑的分享
[00:18:24.000 --> 00:18:26.000]  活潑的禱告
[00:18:26.000 --> 00:18:28.000]  活潑的追求
[00:18:28.000 --> 00:18:30.000]  我們在這個末世的時候
[00:18:30.000 --> 00:18:33.000]  在撒旦變本加厲
[00:18:33.000 --> 00:18:36.000]  更加猖狂的工作的時候
[00:18:36.000 --> 00:18:39.000]  我們需要新的蘇聯的恩典
[00:18:39.000 --> 00:18:41.000]  聖靈的工作
[00:18:41.000 --> 00:18:44.000]  把我們從這樣的一個境界裡頭帶出來
[00:18:44.000 --> 00:18:48.000]  讓我們在那個水平線上冒出來
[00:18:48.000 --> 00:18:53.000]  讓主在水平線上來回運行的那個恩典的時候
[00:18:53.000 --> 00:18:55.000]  能夠抓住我們
[00:18:55.000 --> 00:18:57.000]  冒上一個抓住一個
[00:18:57.000 --> 00:18:59.000]  冒上一個抓住一個
[00:18:59.000 --> 00:19:01.000]  在水平線之下的
[00:19:01.000 --> 00:19:03.000]  自以為滿足的
[00:19:03.000 --> 00:19:05.000]  主很難得到他
[00:19:05.000 --> 00:19:07.000]  不冒出來
[00:19:07.000 --> 00:19:09.000]  很難被主抓住
[00:19:09.000 --> 00:19:11.000]  直到使用
[00:19:11.000 --> 00:19:13.000]  讓我們這一班人來到這個地方
[00:19:13.000 --> 00:19:16.000]  是與主面對面的地方
[00:19:16.000 --> 00:19:18.000]  是主分別為聖的地方
[00:19:18.000 --> 00:19:22.000]  雖然是一個大學的一個劇場
[00:19:22.000 --> 00:19:26.000]  求主把這個地方分別為聖
[00:19:26.000 --> 00:19:29.000]  讓祂的靈在這裡運行
[00:19:29.000 --> 00:19:31.000]  讓主自己的榮光同在
[00:19:31.000 --> 00:19:33.000]  在這裡顯現
[00:19:33.000 --> 00:19:36.000]  讓這一班尋求主面的人
[00:19:36.000 --> 00:19:38.000]  在這裡猛恩
[00:19:38.000 --> 00:19:40.000]  能夠說出啊
[00:19:40.000 --> 00:19:44.000]  我在這個教會裡頭與你面對面
[00:19:44.000 --> 00:19:49.000]  我們開始在加拿大書裡面
[00:19:49.000 --> 00:19:54.000]  來看釋迦的道路的信息
[00:19:54.000 --> 00:20:01.000]  大家手中有我傳教的信息的大綱
[00:20:01.000 --> 00:20:06.000]  我主要是按照這些大綱來講
[00:20:06.000 --> 00:20:08.000]  但中間也有些地方
[00:20:08.000 --> 00:20:10.000]  我可能岔開一點
[00:20:10.000 --> 00:20:12.000]  我可能加上一點
[00:20:12.000 --> 00:20:14.000]  也可能跳過一點
[00:20:14.000 --> 00:20:19.000]  大家一方面看這個講義的大綱
[00:20:19.000 --> 00:20:22.000]  同時來注意經過講
[00:20:22.000 --> 00:20:28.000]  首先我們要注意一件事
[00:20:28.000 --> 00:20:31.000]  就是加拿大書五章十一節
[00:20:31.000 --> 00:20:36.000]  那裡提到釋迦討厭的地方
[00:20:36.000 --> 00:20:38.000]  這個話很特別
[00:20:38.000 --> 00:20:42.000]  但是是保羅被聖靈感動寫出來的一句話
[00:20:42.000 --> 00:20:45.000]  釋迦討厭的地方
[00:20:45.000 --> 00:20:47.000]  誰討厭釋迦呢
[00:20:47.000 --> 00:20:50.000]  非基督徒討厭釋迦
[00:20:50.000 --> 00:20:53.000]  事實上一般的人討厭釋迦
[00:20:53.000 --> 00:20:55.000]  但是我們不要忘記
[00:20:55.000 --> 00:20:57.000]  我們做基督徒的人
[00:20:57.000 --> 00:21:02.000]  在我們的本性裡頭也討厭釋迦
[00:21:02.000 --> 00:21:05.000]  除非有釋迦的工作
[00:21:05.000 --> 00:21:08.000]  在我們的生命中進行了
[00:21:08.000 --> 00:21:10.000]  有成就了完成了
