
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,各位來賓,聖誕快樂!
[00:03:41.000 --> 00:03:46.000]  在路加福音當中,當天使天君宣告完一個喜訊之後
[00:03:46.000 --> 00:03:52.000]  聖經一路說,很多人物,他們透過信心接觸到耶穌基督
[00:03:52.000 --> 00:03:56.000]  透過信心得到平安和醫治
[00:03:56.000 --> 00:04:02.000]  大家記得聖經經常說,你的信救了你,平平安安地去吧
[00:04:02.000 --> 00:04:08.000]  耶穌經常跟一些有信心的人說,你的信救了你,平平安安地去吧
[00:04:08.000 --> 00:04:14.000]  一個患了十二年血流的女人,她一生用盡很多的金錢來治好自己的身體
[00:04:14.000 --> 00:04:18.000]  但得不到幫助,但憑信心去接觸這位主的醫生
[00:04:18.000 --> 00:04:22.000]  在信心當中,她得到醫治,得到平安
[00:04:22.000 --> 00:04:27.000]  耶穌跟她說,你的信救了你,平平安安地去吧
[00:04:27.000 --> 00:04:33.000]  這種平安,不單只是一種表面一時的安寧,而是一個長久的平安
[00:04:33.000 --> 00:04:38.000]  在聖經中,平安的意思,不單只是消極的,沒有麻煩,沒有困難的意思
[00:04:38.000 --> 00:04:44.000]  而是正面的,積極的,將一個完全的和諧賜給我們
[00:04:44.000 --> 00:04:51.000]  一個wholeness,一個完全,一個完備的平安,將它賜給我們
[00:04:51.000 --> 00:04:55.000]  聖經中提到,當我們要能夠去討神的喜悅的時候
[00:04:55.000 --> 00:05:02.000]  一個重要的關鍵,聖經說,人非有信,就不能得神的喜悅
[00:05:02.000 --> 00:05:07.000]  除非我們能夠有種信心去接受耶穌基督給我們的恩典
[00:05:07.000 --> 00:05:10.000]  否則我們不能夠討神的喜悅
[00:05:10.000 --> 00:05:13.000]  當我們接受耶穌基督的救恩的時候
[00:05:13.000 --> 00:05:17.000]  我們就能夠討祂的喜悅,而得到那份平安
[00:05:17.000 --> 00:05:21.000]  什麼是信心,什麼是接受呢?
[00:05:21.000 --> 00:05:25.000]  一個很簡單的了解,就是我們謙卑地來到這位主的面前
[00:05:25.000 --> 00:05:30.000]  承認我們需要很謙虛地接受,信靠祂
[00:05:30.000 --> 00:05:33.000]  這個就是信心的表示
[00:05:33.000 --> 00:05:38.000]  當時在記載裡面,一群70個人被主耶穌吩咐出去傳福音
[00:05:38.000 --> 00:05:42.000]  當我們回來的時候,一群人將那個經過告訴耶穌
[00:05:42.000 --> 00:05:48.000]  聖經就說,這位主當時被聖靈感動,就歡樂了
[00:05:48.000 --> 00:05:52.000]  他的心非常歡喜,因為知道救恩已經傳揚出去
[00:05:52.000 --> 00:05:54.000]  很多人蒙受這份救恩
[00:05:54.000 --> 00:06:00.000]  接著他就說,你的真理向聰明通達的人卻隱藏起來
[00:06:00.000 --> 00:06:04.000]  向那些鷹蟹卻顯明出來
[00:06:04.000 --> 00:06:07.000]  哪些是相信的人呢?就是那些鷹蟹
[00:06:07.000 --> 00:06:10.000]  不是那些聰明才智的人,他們覺得自己有聰明有才智
[00:06:10.000 --> 00:06:14.000]  自己可以解決一切問題,自己可以處理自己的人生
[00:06:14.000 --> 00:06:17.000]  他們看不見自己的限制,自己的需要
[00:06:17.000 --> 00:06:21.000]  但那些鷹蟹,他們卻是得著要
[00:06:21.000 --> 00:06:26.000]  聖經就說,你的美意本是如此
[00:06:26.000 --> 00:06:30.000]  聖經裏面的美意,亦是我們今天所提的
[00:06:30.000 --> 00:06:34.000]  聖經地上平安,歸於他所喜悅的人
[00:06:34.000 --> 00:06:37.000]  這個喜悅兩個字,是同一個字
[00:06:37.000 --> 00:06:39.000]  當聖經提及,神的美意是甚麼呢?
[00:06:39.000 --> 00:06:41.000]  神的喜悅是臨到哪些人身上呢?
[00:06:41.000 --> 00:06:45.000]  神的喜悅臨到那些鷹蟹的人身上
[00:06:45.000 --> 00:06:48.000]  我們每一個成長的人,我們都不想重新做小朋友
[00:06:48.000 --> 00:06:51.000]  我們都希望自己快快長大
[00:06:51.000 --> 00:06:53.000]  有小朋友的父母就知道
[00:06:53.000 --> 00:06:56.000]  我們經常說,你快點長大,像他這麼大就好了
[00:06:56.000 --> 00:07:01.000]  我太太經常對著我,女兒快點長大,長到像哥哥這麼大
[00:07:01.000 --> 00:07:06.000]  但聖經提醒我們一個屬靈的原則
[00:07:06.000 --> 00:07:09.000]  我們常常回到一個鷹蟹的地步
[00:07:09.000 --> 00:07:15.000]  甚麼是鷹蟹?鷹是一種很純真,很單純的信靠的態度
[00:07:15.000 --> 00:07:18.000]  當我們面對著一份舊恩,面對耶穌基督的時候
[00:07:18.000 --> 00:07:23.000]  祂只是很單純地將自己來到教堂去信靠
[00:07:23.000 --> 00:07:28.000]  在聖經裡面,不單止說到耶穌見到這些舊恩而歡樂
[00:07:28.000 --> 00:07:33.000]  整個聖經在路加方當中,經常提及到歡欣的氣氛
[00:07:33.000 --> 00:07:37.000]  在電視報起訊的時候,祂說有大喜的訊息告訴你們
[00:07:37.000 --> 00:07:41.000]  是關乎萬民,是一個大喜的訊息
[00:07:41.000 --> 00:07:43.000]  當事實有限,在祂母親的腹中的時候
[00:07:43.000 --> 00:07:48.000]  聽見瑪利亞的問安,在腹中就歡喜跳動
[00:07:48.000 --> 00:07:52.000]  一種歡欣的情景充滿著整個情況
[00:07:52.000 --> 00:07:56.000]  我們發覺,當弟弟哥哥心裡面開放他自己
[00:07:56.000 --> 00:08:02.000]  闖開他心靈的時候,他神的喜悅就淋到他身上
[00:08:02.000 --> 00:08:04.000]  其實我們一班信耶穌的人
[00:08:04.000 --> 00:08:07.000]  我們不單止在我們信主的時候,我們相信主
[00:08:07.000 --> 00:08:12.000]  而一生當中我們都是過一個信靠的功課
[00:08:12.000 --> 00:08:15.000]  在同一段經文記載馬太福音的時候
[00:08:15.000 --> 00:08:17.000]  馬太福音同時加了一些記載
[00:08:17.000 --> 00:08:21.000]  耶穌說凡勞苦擔重擔的人,可以到我這裡來
[00:08:21.000 --> 00:08:23.000]  我就賜給你們安息
[00:08:23.000 --> 00:08:26.000]  這個勞苦擔重擔,不單止是那些未信的人
[00:08:26.000 --> 00:08:29.000]  更加是我們今天每一個心靈有重擔的人
[00:08:29.000 --> 00:08:34.000]  我們很安靜的,我們憑著信心來到神的面前
[00:08:34.000 --> 00:08:36.000]  將我們一切交託給祂
[00:08:36.000 --> 00:08:39.000]  在這個時候我們就得到神的喜悅
[00:08:39.000 --> 00:08:43.000]  神的喜悅、神的美意就淋到我們身上
[00:08:43.000 --> 00:08:47.000]  聖經繼續說,我心柔和謙卑
[00:08:47.000 --> 00:08:50.000]  你們要負我的厄,學我的養成
[00:08:50.000 --> 00:08:53.000]  耶穌基督一生,祂面對著很多的艱難
[00:08:53.000 --> 00:08:55.000]  但是每當祂面對艱難的時候
[00:08:55.000 --> 00:08:57.000]  你會發覺祂帶著平和的態度
[00:08:57.000 --> 00:09:01.000]  一種溫馴的心情來面對那些困難
[00:09:01.000 --> 00:09:04.000]  在大風浪當中,祂在船上可以安然睡覺
[00:09:04.000 --> 00:09:06.000]  面對兵兵來捉拿祂
[00:09:06.000 --> 00:09:09.000]  祂可以安靜地在喀西馬利園當中祈禱
[00:09:09.000 --> 00:09:14.000]  面對著有一個自己的使徒要出賣祂
[00:09:14.000 --> 00:09:17.000]  祂過去提醒祂,想挽回祂的回頭
[00:09:17.000 --> 00:09:21.000]  祂那種柔和謙卑是貫穿整個耶穌的生平裏面
[00:09:21.000 --> 00:09:24.000]  耶穌面對艱難,祂不是看不到艱難
[00:09:24.000 --> 00:09:27.000]  祂不是無知的,祂是清楚知道
[00:09:27.000 --> 00:09:31.000]  但是祂以一個柔和謙卑的態度面對一切的難題
[00:09:31.000 --> 00:09:34.000]  弟兄姊妹,各位來賓
[00:09:34.000 --> 00:09:37.000]  甚麼能夠叫神喜悅我們呢?
[00:09:37.000 --> 00:09:40.000]  當我們有一個單純的信心
[00:09:40.000 --> 00:09:43.000]  以信心面對我們一切困難的時候
[00:09:43.000 --> 00:09:46.000]  我們就能夠討神的喜悅
[00:09:46.000 --> 00:09:49.000]  很多父母當他們學習
[00:09:49.000 --> 00:09:52.000]  當弟兄長大的時候,教弟兄走路
[00:09:52.000 --> 00:09:55.000]  很多時候就放在他旁邊遠遠的地方
[00:09:55.000 --> 00:09:58.000]  然後走開幾步,蹲下,然後大叫
[00:09:58.000 --> 00:10:00.000]  「走近一點,走近一點」
[00:10:00.000 --> 00:10:02.000]  我有很多這樣的經驗
[00:10:02.000 --> 00:10:05.000]  當我叫弟兄走近的時候
[00:10:05.000 --> 00:10:08.000]  他最初很害怕,因為他們沒有信心
[00:10:08.000 --> 00:10:11.000]  自己能夠走一段這麼長的道路
[00:10:11.000 --> 00:10:14.000]  但他嘗試,因為爸爸叫我
[00:10:14.000 --> 00:10:17.000]  他放心地嘗試踢踢踢踢
[00:10:17.000 --> 00:10:20.000]  差點跌倒,差點跌倒的心情
[00:10:20.000 --> 00:10:23.000]  這樣的情況,一直走過來
[00:10:23.000 --> 00:10:26.000]  當我走中途的時候,如果他跌倒
[00:10:26.000 --> 00:10:29.000]  做爸爸,他會立即走上前扶著他
[00:10:29.000 --> 00:10:32.000]  跌得很辛苦,跌得很痛
[00:10:32.000 --> 00:10:35.000]  當他能夠成功走到爸爸的懷抱的時候
[00:10:35.000 --> 00:10:38.000]  那種喜悅是很深刻的
[00:10:38.000 --> 00:10:41.000]  不單他開心,父親更深刻的開心
[00:10:41.000 --> 00:10:44.000]  因為他相信父親看著他
[00:10:44.000 --> 00:10:47.000]  而他安詳地發揮自己的力量
[00:10:47.000 --> 00:10:50.000]  而去到爸爸的身旁
[00:10:50.000 --> 00:10:53.000]  在我的人生當中,我想說的是
[00:10:53.000 --> 00:10:56.000]  我們都會遇到很多不同的艱難
[00:10:56.000 --> 00:10:59.000]  不是一切的難題都解決了
[00:10:59.000 --> 00:11:02.000]  一切的問題都拿開,那些不一定是土神的喜悅
[00:11:02.000 --> 00:11:05.000]  但最能夠土神的喜悅的
[00:11:05.000 --> 00:11:08.000]  就是你以真誠的信心,很單純的信靠他
[00:11:08.000 --> 00:11:11.000]  安然地面對你所面對的一切的難處
[00:11:11.000 --> 00:11:14.000]  我記得有一次我自己面對一個很大的難處
[00:11:14.000 --> 00:11:17.000]  很多工作擺在面前,很多的責任
[00:11:17.000 --> 00:11:20.000]  突然間在那段時間壓抑著自己
[00:11:20.000 --> 00:11:23.000]  那時候有一種很沉重的感覺
[00:11:23.000 --> 00:11:26.000]  突然間我就開始猶豫,我要怎樣工作
[00:11:26.000 --> 00:11:29.000]  怎樣安排時間,怎樣去預備,怎樣去面對
[00:11:29.000 --> 00:11:32.000]  突然間將自己的我擺出來
[00:11:32.000 --> 00:11:35.000]  我要去面對這些問題,我需要承擔這些挑戰
[00:11:35.000 --> 00:11:38.000]  這些壓力就擺在自己的眼前
[00:11:38.000 --> 00:11:41.000]  到我一直很緊張,忽然間要逼增
[00:11:41.000 --> 00:11:44.000]  爭取時間去做一些事的時候
[00:11:44.000 --> 00:11:47.000]  一路做,但做後遇到一種挫敗感
[00:11:47.000 --> 00:11:50.000]  因為做不到自己想做的那種成果
[00:11:50.000 --> 00:11:53.000]  做不到自己想做的那種果效
[00:11:53.000 --> 00:11:56.000]  心裡有種很難過的感覺,時間越來越逼
[00:11:56.000 --> 00:12:01.000]  更多的事未做,在那時候突然間我想起一件事
[00:12:01.000 --> 00:12:04.000]  就是一位彼得和一班門徒
[00:12:04.000 --> 00:12:07.000]  當時他們和一班門徒去打魚
[00:12:07.000 --> 00:12:12.000]  他們下網打魚,整夜勞力,卻得不著什麼
[00:12:12.000 --> 00:12:16.000]  耶穌去到吩咐他們,將網下到右邊
[00:12:16.000 --> 00:12:22.000]  他們就打到兩大魚的魚回來
[00:12:22.000 --> 00:12:25.000]  第一個感覺就是,我現在在整夜勞力
[00:12:25.000 --> 00:12:27.000]  但我得不著什麼
[00:12:27.000 --> 00:12:30.000]  在那一刻我突然間醒覺,我就將自己放下
[00:12:30.000 --> 00:12:34.000]  主人不是我去面對這些需要,面對這些難處
[00:12:34.000 --> 00:12:37.000]  而是我自己安然將自己交託給你
[00:12:37.000 --> 00:12:40.000]  我開始學習用信心面對我的難處
[00:12:40.000 --> 00:12:44.000]  我就安然地,平穩地,一步一步去面對
[00:12:44.000 --> 00:12:47.000]  在我想不到的時候,當我帶著一個信心
[00:12:47.000 --> 00:12:50.000]  一個鷹孩的心情,去靠著我的天父
[00:12:50.000 --> 00:12:53.000]  面對我的工作和責任的時候
[00:12:53.000 --> 00:12:58.000]  我就感覺事情一步一步處理,而且是不錯的果效
[00:12:58.000 --> 00:13:02.000]  弟兄姊妹,今天當我們想到在天上至高榮耀歸給神
[00:13:02.000 --> 00:13:05.000]  在地上平安歸於他所喜悅的人的時候
[00:13:05.000 --> 00:13:08.000]  我們就問自己,在我們生命當中
[00:13:08.000 --> 00:13:12.000]  是否常常懂得去信靠一個鷹孩的態度
[00:13:12.000 --> 00:13:15.000]  去安靜在神的面前,依靠他
[00:13:15.000 --> 00:13:18.000]  聖經說,當我們如此做的時候
[00:13:18.000 --> 00:13:21.000]  我們學父腳鴨,學他讓息的時候
[00:13:21.000 --> 00:13:24.000]  聖經接著說,就必得享安息
[00:13:24.000 --> 00:13:29.000]  那種安息就能夠融會進入我們生命的深處
[00:13:29.000 --> 00:13:32.000]  這個聖經讓我們很清楚地看見一件事情
[00:13:32.000 --> 00:13:35.000]  很多時候我們會掙扎,但我們掙扎不能夠
[00:13:35.000 --> 00:13:39.000]  好像一隻鷹,當他在天上擄牆的時候
[00:13:39.000 --> 00:13:42.000]  他好像不需要費甚麼氣力
[00:13:42.000 --> 00:13:46.000]  因為他相信大氣、大自然能夠承托他
[00:13:46.000 --> 00:13:49.000]  他能夠去飛翔很高遠的地方
[00:13:49.000 --> 00:13:54.000]  因為他安心將自己放,或者說交託在大氣裡
[00:13:54.000 --> 00:13:59.000]  一隻小馬雀在地平線上不斷掙扎,猛拍猛拍
[00:13:59.000 --> 00:14:03.000]  但他永遠保持一個很低的地,一個高度
[00:14:03.000 --> 00:14:08.000]  他不能夠再飛得高,他是靠自己的力量來發揮這種飛翔
[00:14:08.000 --> 00:14:11.000]  有些人去游泳就會明白
[00:14:11.000 --> 00:14:14.000]  游泳的時候,如果教一些人學游泳的話
[00:14:14.000 --> 00:14:15.000]  或者教小朋友學游泳的話
[00:14:15.000 --> 00:14:18.000]  如果游泳當中他不斷掙扎,很緊張的話
[00:14:18.000 --> 00:14:22.000]  他的肌肉收緊,就會怎樣呢?就會向下沉
[00:14:22.000 --> 00:14:27.000]  但何時他放鬆自己,學習放鬆浮在水面
[00:14:27.000 --> 00:14:30.000]  水就有足夠力量承托著他
[00:14:30.000 --> 00:14:32.000]  各位朋友,各位弟兄姊妹
[00:14:32.000 --> 00:14:36.000]  在我們人生當中有太多的難處,是我們自己承擔不住
[00:14:36.000 --> 00:14:39.000]  但這位神,祂知道我們的需要
[00:14:39.000 --> 00:14:42.000]  我們只管安然地將自己交託給祂
[00:14:42.000 --> 00:14:46.000]  在信心,在平靜當中進入一切的難處
[00:14:46.000 --> 00:14:50.000]  面對一切的困難,而我們就會經歷到神的保守
[00:14:50.000 --> 00:14:54.000]  在那時候,聖經就說,我們有土神的起源
[00:14:54.000 --> 00:14:59.000]  第二方面我們再看,不單止在信心當中
[00:14:59.000 --> 00:15:01.000]  我們能夠土神的起源
[00:15:01.000 --> 00:15:03.000]  當我們想起當耶穌來到世界上的時候
[00:15:03.000 --> 00:15:06.000]  祂接受施洗約翰的施洗
[00:15:06.000 --> 00:15:09.000]  當時祂在對施洗約翰面前接受施洗的時候
[00:15:09.000 --> 00:15:12.000]  祂從水裡面上來,大家記得
[00:15:12.000 --> 00:15:17.000]  當時天開了,聖靈就像甲子一樣淋到祂的身上
[00:15:17.000 --> 00:15:22.000]  當時有聲音發出,祂說,這是我的愛子
[00:15:22.000 --> 00:15:24.000]  接著說什麼呢?
[00:15:24.000 --> 00:15:28.000]  是我所喜悅的
[00:15:28.000 --> 00:15:31.000]  天父很清楚地來到公開宣告一件事情
[00:15:31.000 --> 00:15:33.000]  這個愛子是我所喜悅的
[00:15:33.000 --> 00:15:35.000]  為什麼耶穌在受浸的時候
[00:15:35.000 --> 00:15:39.000]  祂立刻來到被神,來清楚宣告是祂所喜悅的呢?
[00:15:39.000 --> 00:15:44.000]  其實祂不需要受浸,因為原則上祂是無罪的
[00:15:44.000 --> 00:15:47.000]  祂不需要面對洗禮,不需要接受洗禮
[00:15:47.000 --> 00:15:51.000]  但是祂卻很清楚地說,祂說我要進諸般的儀
[00:15:51.000 --> 00:15:53.000]  什麼意思呢?
[00:15:53.000 --> 00:15:56.000]  祂很清楚地將自己跟人類認同
[00:15:56.000 --> 00:16:01.000]  祂很清楚地表示自己要決心遵守神的旨意
[00:16:01.000 --> 00:16:04.000]  要代替人死,當祂浸在水裡面的時候
[00:16:04.000 --> 00:16:08.000]  就象徵祂的死亡,從水裡面將要復生出來
[00:16:08.000 --> 00:16:11.000]  在那個時候,祂確定了自己的復生身份
[00:16:11.000 --> 00:16:14.000]  祂要遵守神的旨意來生活
[00:16:14.000 --> 00:16:18.000]  祂要遵從神所吩咐的安排來生活
[00:16:18.000 --> 00:16:21.000]  因此簡單來說,在基督的馴服當中
[00:16:21.000 --> 00:16:23.000]  祂得到神的完全的喜悅
[00:16:23.000 --> 00:16:26.000]  祂馴服神所給祂的使命
[00:16:26.000 --> 00:16:29.000]  做神所要祂做的事情
[00:16:29.000 --> 00:16:32.000]  在這個時候,我想大家幫我看一段聖經
[00:16:32.000 --> 00:16:34.000]  在你前面就會有一段聖經
[00:16:34.000 --> 00:16:36.000]  在詩篇的40篇
[00:16:36.000 --> 00:16:40.000]  聖經詩篇的40篇
[00:16:40.000 --> 00:16:50.000]  我們留意第6至第8節
[00:16:50.000 --> 00:16:59.000]  聖經40篇,詩篇40篇第6節
[00:16:59.000 --> 00:17:02.000]  這裡是描寫耶穌基督自己降生的時候
[00:17:02.000 --> 00:17:04.000]  祂侍奉神的一種態度
[00:17:04.000 --> 00:17:08.000]  祂說:祭物和禮物,你不起願
[00:17:08.000 --> 00:17:10.000]  你要開通我的耳朵
[00:17:10.000 --> 00:17:13.000]  飯祭和贖罪祭,非你所要
[00:17:13.000 --> 00:17:16.000]  那時我說:看那我來了
[00:17:16.000 --> 00:17:19.000]  我的事在經卷上,已經記載了
[00:17:19.000 --> 00:17:22.000]  我的神,我樂意照你的旨意行
[00:17:22.000 --> 00:17:24.000]  你的律法在我心裡
[00:17:24.000 --> 00:17:28.000]  聖經清楚說
[00:17:28.000 --> 00:17:30.000]  耶穌基督來到世界上的時候
[00:17:30.000 --> 00:17:32.000]  祂所看重的不是工作的成果
[00:17:32.000 --> 00:17:36.000]  不是獻祭品,這些並不是神所最重視的
[00:17:36.000 --> 00:17:39.000]  祂所重視的就是:那時我來了
[00:17:39.000 --> 00:17:41.000]  Here I am,我在這裡了
[00:17:41.000 --> 00:17:44.000]  神啊,你歡喜我怎樣生活,歡喜我怎樣服侍你
[00:17:44.000 --> 00:17:46.000]  我一個完全馴服的人生
[00:17:46.000 --> 00:17:50.000]  祂說:我來了,我的事在經卷上,已經記載了
[00:17:50.000 --> 00:17:53.000]  神啊,你要我做的事情,已經事先記載在聖經當中
[00:17:53.000 --> 00:17:55.000]  我只不過按著你的預言
[00:17:55.000 --> 00:17:58.000]  你的預先安排來生活
[00:17:58.000 --> 00:18:02.000]  祂說:我的神啊,我樂意照你的旨意行
[00:18:02.000 --> 00:18:05.000]  我渴慕,I desire
[00:18:05.000 --> 00:18:08.000]  我樂意照你的旨意來生活
[00:18:08.000 --> 00:18:12.000]  你的旨意,你的律法在我的心裡
[00:18:12.000 --> 00:18:13.000]  是深藏在我的心裡
[00:18:13.000 --> 00:18:15.000]  是我思想時常紀念的
[00:18:15.000 --> 00:18:17.000]  怎樣能夠做主要我做的事情
[00:18:17.000 --> 00:18:19.000]  土主的歡喜呢
[00:18:19.000 --> 00:18:22.000]  當我們記得,當耶穌在十二歲的時候
[00:18:22.000 --> 00:18:23.000]  祂上到聖殿當中
[00:18:23.000 --> 00:18:25.000]  大家記得,祂當時忘記了祂的父母
[00:18:25.000 --> 00:18:30.000]  祂在聖殿當中,來聽這些教師來講聖經的真理
[00:18:30.000 --> 00:18:34.000]  十二歲的時候,祂不擔心自己有沒有人帶祂回家
[00:18:34.000 --> 00:18:37.000]  祂不擔心有沒有大人將祂抓走
[00:18:37.000 --> 00:18:41.000]  祂整個精神就開始注意聖經的真理
[00:18:41.000 --> 00:18:43.000]  聖經要求祂怎樣生活
[00:18:43.000 --> 00:18:46.000]  神的心意是怎樣
[00:18:46.000 --> 00:18:48.000]  祂一面聽,一面問
[00:18:48.000 --> 00:18:50.000]  當時父母回來找祂的時候
[00:18:50.000 --> 00:18:51.000]  大家記得,祂說
[00:18:51.000 --> 00:18:56.000]  豈不知我應當以我父的事為念
[00:18:56.000 --> 00:18:58.000]  豈不知祂將神的心意常常放在裡面
[00:18:58.000 --> 00:18:59.000]  反覆思想
[00:18:59.000 --> 00:19:02.000]  要能夠知道神的心意,遵從神的心意
[00:19:02.000 --> 00:19:06.000]  這是耶穌一生的一種心意,一個方向
[00:19:06.000 --> 00:19:09.000]  因此你發覺,當聖經再講的時候
[00:19:09.000 --> 00:19:13.000]  聖經就說,祂的智慧、新量、神和人
[00:19:13.000 --> 00:19:16.000]  喜悅祂的心都增長
[00:19:16.000 --> 00:19:19.000]  當我們不斷尋求神的心意的時候
[00:19:19.000 --> 00:19:22.000]  神喜悅他的心就增長
[00:19:22.000 --> 00:19:24.000]  因此,我們不單單信教
[00:19:24.000 --> 00:19:28.000]  更深上想起神在我們身上的旨意
[00:19:28.000 --> 00:19:31.000]  讓你一生在那個信服的人生
[00:19:31.000 --> 00:19:34.000]  在信從神的真理生活的時候
[00:19:34.000 --> 00:19:35.000]  你就肯定知道
[00:19:35.000 --> 00:19:39.000]  神的喜悅就臨到你的身上
[00:19:39.000 --> 00:19:41.000]  當我們看回聖經裡面所講的時候
[00:19:41.000 --> 00:19:44.000]  耶穌在世界上經常面對很多孤單的時刻
[00:19:44.000 --> 00:19:46.000]  但祂常常都說,我不孤單
[00:19:46.000 --> 00:19:49.000]  因為我的神與我同在
[00:19:49.000 --> 00:19:51.000]  為什麼神與祂同在呢?
[00:19:51.000 --> 00:19:52.000]  我想大家幫我再看一次聖經
[00:19:52.000 --> 00:20:01.000]  《永恆福音》第八章第29節
[00:20:01.000 --> 00:20:07.000]  是新約的《永恆福音》第八章
[00:20:07.000 --> 00:20:11.000]  我們看第29節
[00:20:11.000 --> 00:20:13.000]  為什麼耶穌不覺得祂孤單?
