
[00:00:00.000 --> 00:00:02.160]  大家知道今天是一個特別的主日
[00:01:09.280 --> 00:01:12.320]  好像有很多試探在他身邊出現
[00:01:12.320 --> 00:01:14.640]  突然打電話上來
[00:01:14.640 --> 00:01:17.280]  一位小姐問你要不要服務
[00:01:17.280 --> 00:01:21.440]  在他內心有很多情慾的試探
[00:01:21.440 --> 00:01:24.560]  開始很擔心自己會否跌倒
[00:01:25.280 --> 00:01:27.280]  在那時想起香港的弟兄
[00:01:27.280 --> 00:01:28.480]  打電話給弟兄
[00:01:28.480 --> 00:01:30.880]  很放膽地跟他們說
[00:01:30.880 --> 00:01:32.880]  你們要為我祈禱
[00:01:32.880 --> 00:01:34.560]  我最近不太好
[00:01:34.560 --> 00:01:37.600]  當他們提出祈禱的時候
[00:01:37.600 --> 00:01:39.200]  弟兄明白他的處境
[00:01:39.200 --> 00:01:41.280]  他們就在背後為他禱告
[00:01:41.280 --> 00:01:44.000]  當他們知道別人為他祈禱的時候
[00:01:44.000 --> 00:01:47.240]  他自己警覺的心也提高了
[00:01:47.240 --> 00:01:49.800]  因此在當中也靠著神的恩惠
[00:01:49.800 --> 00:01:52.320]  很安然地度過那段時間
[00:01:53.640 --> 00:01:54.400]  各位弟兄姐妹
[00:01:54.400 --> 00:01:56.720]  當你自己有特別需要的時候
[00:01:56.720 --> 00:01:58.480]  能夠想起一些人
[00:01:58.480 --> 00:02:00.400]  你可以找他們
[00:02:00.400 --> 00:02:03.040]  邀請他們為你禱告
[00:02:03.040 --> 00:02:04.600]  你有福氣了
[00:02:04.600 --> 00:02:08.280]  你知道有人能夠為你守望
[00:02:08.280 --> 00:02:09.680]  你有福氣了
[00:02:09.680 --> 00:02:13.280]  沒有人能夠常常堅強
[00:02:13.280 --> 00:02:16.960]  有些時候的確需要別人在旁邊為我們祈禱
[00:02:16.960 --> 00:02:18.720]  幫助我們、守望我們
[00:02:18.720 --> 00:02:20.560]  我們才能夠站得住
[00:02:20.560 --> 00:02:23.560]  在聖經裏面常常提到
[00:02:23.560 --> 00:02:27.480]  很多弟兄姐妹是小組地常常禱告
[00:02:27.480 --> 00:02:30.160]  特別是在《士徒行傳》提到的很多處地方
[00:02:30.160 --> 00:02:33.360]  就是很多弟兄姐妹一起祈禱
[00:02:33.360 --> 00:02:37.320]  大家記得當主耶穌被接升天的時候
[00:02:37.320 --> 00:02:40.000]  一群門徒返回耶路撒冷
[00:02:40.000 --> 00:02:41.640]  人們在做什麼?
[00:02:41.640 --> 00:02:43.840]  他們就上了樓房
[00:02:43.840 --> 00:02:47.880]  他們同心合意、行切地祈禱
[00:02:47.880 --> 00:02:52.240]  很多的基督徒在他們同心禱告的時候
[00:02:52.240 --> 00:02:55.000]  就經歷神的能力在他們當中
[00:02:55.000 --> 00:02:59.080]  看到神很奇妙地去應運他們的禱告
[00:02:59.080 --> 00:03:01.520]  有些弟兄姐妹跟我說
[00:03:01.520 --> 00:03:02.920]  自己祈禱沒有問題
[00:03:02.920 --> 00:03:05.480]  不過跟別人祈禱要開聲祈禱
[00:03:05.480 --> 00:03:07.880]  不懂得怎樣開聲祈禱
[00:03:07.880 --> 00:03:10.800]  其實我相信不是不懂
[00:03:10.800 --> 00:03:14.480]  只要一個人不介意別人怎樣看他
[00:03:14.480 --> 00:03:16.200]  怎樣聽他的祈禱
[00:03:16.200 --> 00:03:18.640]  他就懂得開聲領禱
[00:03:18.640 --> 00:03:21.760]  問一些父母就很明白
[00:03:21.760 --> 00:03:22.880]  有些父母
[00:03:22.880 --> 00:03:23.920]  年輕的父母
[00:03:23.920 --> 00:03:27.720]  當他們的小孩、嬰兒剛剛開始說話
[00:03:27.720 --> 00:03:31.080]  突然一天開始對著爸爸說
[00:03:31.080 --> 00:03:32.080]  「爸」
[00:03:32.080 --> 00:03:33.080]  「爸」
[00:03:33.080 --> 00:03:37.680]  爸爸就很快樂、很興奮、很開心
[00:03:37.680 --> 00:03:39.440]  「兒子懂得說話了」
[00:03:39.440 --> 00:03:42.600]  我相信天父也是這樣的
[00:03:42.600 --> 00:03:45.600]  當我們開始學習向他祈禱的時候
[00:03:45.600 --> 00:03:48.240]  就算很簡單的幾句話
[00:03:48.240 --> 00:03:50.160]  天父也很快樂
[00:03:50.160 --> 00:03:52.680]  也很開心我們向他祈禱
[00:03:52.680 --> 00:03:54.720]  當你在小組當中
[00:03:54.720 --> 00:03:57.920]  只要你不擔心別人怎樣看你的時候
[00:03:57.920 --> 00:03:59.920]  你就懂得開聲祈禱
[00:03:59.920 --> 00:04:03.520]  你就知道怎樣向神祈求
[00:04:03.520 --> 00:04:06.840]  因此我們今天試試從三方面思想
[00:04:06.840 --> 00:04:08.360]  在聖經裏面有不同的人
[00:04:08.360 --> 00:04:10.760]  他們大家一起同心禱告的時候
[00:04:10.760 --> 00:04:12.280]  帶給我們的榜樣
[00:04:12.280 --> 00:04:13.560]  我請大家這個時候
[00:04:13.560 --> 00:04:16.240]  你先揭開聖經的《但異理書》
[00:04:18.200 --> 00:04:23.720]  是舊的聖經的《但異理書》第二章
[00:04:23.720 --> 00:04:29.840]  是聖經的一千三百零八頁
[00:04:29.840 --> 00:04:41.040]  在《但異理書》的第二章
[00:04:41.040 --> 00:04:44.480]  大家記得一段經文說到
[00:04:44.480 --> 00:04:47.080]  當時的王利布夾尼撒王
[00:04:47.760 --> 00:04:50.240]  他有一件事情就是他做了一個夢
[00:04:50.240 --> 00:04:53.280]  但是他忘記了夢的內容
[00:04:53.280 --> 00:04:57.840]  但他卻要人幫他解釋夢是怎樣的
[00:04:57.840 --> 00:04:59.840]  叫節事來的時候
[00:04:59.840 --> 00:05:02.000]  節事就告訴王
[00:05:02.000 --> 00:05:03.560]  你告訴我夢的內容
[00:05:03.560 --> 00:05:05.040]  我就講解給你知道
[00:05:05.040 --> 00:05:06.400]  但王就說
[00:05:06.400 --> 00:05:07.440]  我忘記了
[00:05:07.440 --> 00:05:09.080]  你們幫我講解吧
[00:05:09.080 --> 00:05:12.080]  大家都會記得是一個很不合理
[00:05:12.080 --> 00:05:13.440]  很橫蠻
[00:05:13.440 --> 00:05:15.080]  不講理的要求
[00:05:15.480 --> 00:05:18.720]  當然這些節事不能講解
[00:05:18.720 --> 00:05:21.760]  因此他就下令要殺掉這些節事
[00:05:21.760 --> 00:05:26.200]  在當時《但異理》出現在第二章第十四章
[00:05:26.200 --> 00:05:29.760]  王的護衛長亞略出來
[00:05:29.760 --> 00:05:31.560]  要殺巴比倫的節事
[00:05:31.560 --> 00:05:34.080]  但異理就用軟言回答他
[00:05:34.080 --> 00:05:36.280]  向王的護衛長亞略說
[00:05:36.280 --> 00:05:39.320]  王的命令為何這樣緊急呢?
[00:05:39.320 --> 00:05:42.080]  亞略就將情節告訴但異理
[00:05:42.080 --> 00:05:44.840]  但異理隨進去求王寬限
[00:05:45.000 --> 00:05:48.400]  就可以將夢的講解告訴王
[00:05:48.400 --> 00:05:51.000]  當時但異理知道這件事之後
[00:05:51.000 --> 00:05:55.400]  他相信神會聽他們同心的禱告
[00:05:55.400 --> 00:05:58.640]  因此先要求王寬限時間
[00:05:58.640 --> 00:06:01.200]  然後再將答案告訴王
[00:06:01.200 --> 00:06:02.920]  我想問問大家
[00:06:02.920 --> 00:06:07.680]  如果到時但異理不能將答案告訴王
[00:06:07.680 --> 00:06:10.480]  誰會第一個受死呢?
[00:06:10.480 --> 00:06:12.800]  我相信是但異理
[00:06:13.520 --> 00:06:15.520]  如果他要求王寬限時間
[00:06:15.520 --> 00:06:17.440]  竟然將來答不到王
[00:06:17.440 --> 00:06:19.040]  王一定會很憤怒
[00:06:19.040 --> 00:06:21.200]  但異理有一種信心
[00:06:21.200 --> 00:06:25.000]  他相信當他和他的朋友同心禱告時
[00:06:25.000 --> 00:06:26.200]  神會聽的
[00:06:26.200 --> 00:06:27.400]  會有答案的
[00:06:27.400 --> 00:06:29.280]  因此答應
[00:06:29.280 --> 00:06:30.880]  「王你寬限
[00:06:30.880 --> 00:06:33.520]  我會將答案告訴你」
[00:06:33.520 --> 00:06:35.120]  是一種很特別的信心
[00:06:35.120 --> 00:06:37.280]  是他相信同心的禱告
[00:06:37.280 --> 00:06:38.720]  會有答案的
[00:06:38.720 --> 00:06:41.720]  所以他回來後立即做這件事
[00:06:41.720 --> 00:06:42.920]  第十七節
[00:06:43.920 --> 00:06:45.800]  「但異理回到他的居所
[00:06:45.800 --> 00:06:48.120]  將這事告訴他的同伴
[00:06:48.120 --> 00:06:52.400]  哈拿尼亞、米莉莎、米沙利、阿撒尼亞
[00:06:52.400 --> 00:06:55.720]  要他們祈求天上的神施憐憫
[00:06:55.720 --> 00:06:57.600]  將這奧秘的事指明
[00:06:57.600 --> 00:06:59.440]  免得但異理和他的同伴
[00:06:59.440 --> 00:07:03.000]  與巴比倫其餘的哲士一同滅亡」
[00:07:03.000 --> 00:07:06.680]  聖經提到但異理回去後找哪些人?
[00:07:06.680 --> 00:07:09.160]  找他的同伴
[00:07:09.960 --> 00:07:12.480]  聖經的原文特別強調
[00:07:12.480 --> 00:07:14.200]  這個同伴的字眼
[00:07:14.200 --> 00:07:16.480]  是一個結連的意思
[00:07:16.480 --> 00:07:20.280]  是與但異理的生命結連了
[00:07:20.280 --> 00:07:24.560]  他們過往常常交往相處彼此認識
[00:07:24.560 --> 00:07:26.040]  一提出一些事情
[00:07:26.040 --> 00:07:27.760]  大家便很快明白
[00:07:27.760 --> 00:07:29.480]  所以同心祈禱
[00:07:29.480 --> 00:07:31.440]  各位弟兄姊妹
[00:07:31.440 --> 00:07:35.680]  你的生命需要與其他弟兄姊妹結連
[00:07:35.680 --> 00:07:38.000]  你需要同伴
[00:07:38.000 --> 00:07:39.800]  特別是屬靈的同伴
[00:07:40.320 --> 00:07:41.520]  當你有需要時
[00:07:41.520 --> 00:07:43.160]  能夠找到屬靈的同伴
[00:07:43.160 --> 00:07:44.920]  與你同心禱告
[00:07:44.920 --> 00:07:46.000]  我再說
[00:07:46.000 --> 00:07:47.280]  你有福氣
[00:07:47.280 --> 00:07:52.480]  你求神將這麼好的同伴關係
[00:07:52.480 --> 00:07:53.800]  都賜給你
[00:07:53.800 --> 00:07:56.680]  當時他們同心祈禱
[00:07:56.680 --> 00:07:59.360]  求神指明答案
[00:07:59.360 --> 00:08:01.560]  因此你看看下二十三節
[00:08:01.560 --> 00:08:04.280]  二十三節
[00:08:04.280 --> 00:08:07.480]  他們領受神給他們的答案後
[00:08:07.480 --> 00:08:08.880]  但異理便說
[00:08:09.320 --> 00:08:10.600]  「我列祖的神啊
[00:08:10.600 --> 00:08:11.760]  我感謝你
[00:08:11.760 --> 00:08:12.800]  讚美你
[00:08:12.800 --> 00:08:16.000]  你把智慧和能力賜了給我
[00:08:16.000 --> 00:08:17.880]  我們向你所求的
[00:08:17.880 --> 00:08:20.360]  現在你已經向我顯明
[00:08:20.360 --> 00:08:24.000]  把王的事告訴了我們」
[00:08:24.000 --> 00:08:25.600]  你留心
[00:08:25.600 --> 00:08:28.600]  「我們向你所求的」
[00:08:28.600 --> 00:08:30.480]  不是單是你一個人
[00:08:30.480 --> 00:08:33.760]  是他們四個人一起的祈禱
[00:08:33.760 --> 00:08:35.680]  神聽了他們
[00:08:35.680 --> 00:08:37.400]  便憐憫他們
[00:08:38.680 --> 00:08:40.000]  我過去曾經提及
[00:08:40.000 --> 00:08:41.960]  我很喜歡一本傳記
[00:08:41.960 --> 00:08:44.600]  就是司務道宣教士
[00:08:44.600 --> 00:08:47.440]  他所寫的《陝西靈蹤》
[00:08:47.440 --> 00:08:48.880]  大家知道司務道是
[00:08:48.880 --> 00:08:51.120]  香港靈實醫院的創辦人
[00:08:51.120 --> 00:08:55.040]  早年當他在中國陝西工作時
[00:08:55.040 --> 00:08:57.680]  有一次他經過一個地方
[00:08:57.680 --> 00:08:59.000]  當時已經很晚了
[00:08:59.000 --> 00:09:01.560]  他要經過一個關口
[00:09:01.560 --> 00:09:03.080]  但進去時
[00:09:03.080 --> 00:09:06.280]  有些公安看到他的文件時
[00:09:06.280 --> 00:09:08.440]  好像不太信任他
[00:09:08.440 --> 00:09:10.160]  把他抓去一個房間
[00:09:10.160 --> 00:09:11.760]  預備去查問他
[00:09:11.760 --> 00:09:14.120]  當時司教士也很擔心
[00:09:14.120 --> 00:09:16.320]  只能夠在心裡默默祈禱
[00:09:16.320 --> 00:09:17.960]  在祈禱時
[00:09:17.960 --> 00:09:20.800]  突然間看到一位公安經過
[00:09:20.800 --> 00:09:22.680]  這個公安竟然認識他
[00:09:22.680 --> 00:09:24.560]  「司教士,你為何在這裡?」
[00:09:24.560 --> 00:09:28.480]  原來這位公安曾經到過他的聚會點
[00:09:28.480 --> 00:09:29.960]  認識司教士
[00:09:29.960 --> 00:09:31.360]  司教士說
[00:09:31.360 --> 00:09:33.160]  「我也不知道為何他把我抓進來」
[00:09:33.160 --> 00:09:35.520]  「不知道會否要留難我」
[00:09:35.520 --> 00:09:36.840]  這位公安說
[00:09:36.840 --> 00:09:38.560]  「不要緊,我和你談談」
[00:09:38.560 --> 00:09:40.480]  很快的
[00:09:40.480 --> 00:09:42.280]  另一些公安來到
[00:09:42.280 --> 00:09:43.600]  告訴司教士
[00:09:43.600 --> 00:09:45.200]  「沒事了,你先走吧」
[00:09:45.200 --> 00:09:46.960]  司教士想不到
[00:09:46.960 --> 00:09:48.720]  這麼快就被釋放
[00:09:48.720 --> 00:09:50.400]  離開那個地方
[00:09:50.400 --> 00:09:53.360]  經過一段時間後
[00:09:53.360 --> 00:09:55.680]  從他自己的祖國
[00:09:55.680 --> 00:09:59.920]  有一對夫婦打電話來問他
[00:09:59.920 --> 00:10:03.080]  「司教士,哪一天的晚上」
[00:10:03.080 --> 00:10:05.200]  「你有沒有發生甚麼事?」
[00:10:06.080 --> 00:10:07.200]  司教士想了想
[00:10:07.200 --> 00:10:09.200]  那一晚
[00:10:09.200 --> 00:10:11.640]  就是我被公安抓住的那一晚
[00:10:11.640 --> 00:10:13.480]  然後和他分享
[00:10:13.480 --> 00:10:16.120]  對方告訴他一件事
[00:10:16.120 --> 00:10:18.080]  他說「當天晚上」
[00:10:18.080 --> 00:10:20.600]  「我的小孩子都是十歲八歲」
[00:10:20.600 --> 00:10:21.840]  「很小的小女孩」
[00:10:21.840 --> 00:10:24.920]  「她已經睡在床上」
[00:10:24.920 --> 00:10:27.480]  「突然間走到父母的房間」
[00:10:27.480 --> 00:10:28.760]  「抓住他們」
[00:10:28.760 --> 00:10:31.000]  「我們要為司教士祈禱」
[00:10:31.000 --> 00:10:32.760]  父母說
[00:10:32.760 --> 00:10:34.920]  「不用急,明早先睡吧」
[00:10:34.920 --> 00:10:37.040]  「不行,一定要現在祈禱」
[00:10:37.040 --> 00:10:41.120]  然後父母想敷衍他
[00:10:41.120 --> 00:10:42.640]  在床上祈禱
[00:10:42.640 --> 00:10:44.520]  但小女孩說
[00:10:44.520 --> 00:10:47.040]  「不行,要跪在床前祈禱」
[00:10:47.040 --> 00:10:50.200]  就拉著父母跪在床前
[00:10:50.200 --> 00:10:52.280]  三個人一起祈禱
[00:10:52.280 --> 00:10:53.920]  祈禱後
[00:10:53.920 --> 00:10:56.840]  小女孩很安心地回去睡覺
[00:10:56.840 --> 00:10:59.000]  父母覺得很奇怪
[00:10:59.000 --> 00:11:00.520]  所以後來打電話問司教士
[00:11:00.520 --> 00:11:01.720]  究竟發生甚麼事
[00:11:01.720 --> 00:11:03.360]  那一晚有甚麼特別事
[00:11:03.920 --> 00:11:05.640]  然後司教士告訴他們
[00:11:05.640 --> 00:11:07.600]  原來是這樣
[00:11:07.600 --> 00:11:09.360]  各位弟兄姊妹
[00:11:09.360 --> 00:11:11.200]  這時候你不會想像到
[00:11:11.200 --> 00:11:13.560]  神是要透過人的祈禱
[00:11:13.560 --> 00:11:15.240]  去祝福別人
[00:11:15.240 --> 00:11:17.680]  神施恩的渠道
[00:11:17.680 --> 00:11:19.600]  往往是透過人的禱告
[00:11:19.600 --> 00:11:21.200]  來顯明出來的
[00:11:21.200 --> 00:11:23.560]  不單單是你為自己
[00:11:23.560 --> 00:11:25.280]  或彼此的代禱
[00:11:25.280 --> 00:11:27.160]  神會用你的祈禱
[00:11:27.160 --> 00:11:29.600]  去因待遠方的人
[00:11:29.600 --> 00:11:32.120]  當你領受某些感動
[00:11:32.120 --> 00:11:33.920]  而同心禱告的時候
[00:11:33.920 --> 00:11:36.560]  神會奇妙地工作
[00:11:36.560 --> 00:11:40.240]  神會常常透過小祖的禱告
[00:11:40.240 --> 00:11:42.560]  帶來重要的果效
[00:11:42.560 --> 00:11:44.560]  這是我們從聖經見到的
[00:11:44.560 --> 00:11:46.440]  我們再看另一處經文
[00:11:46.440 --> 00:11:48.040]  我們回到剛才讀過的
[00:11:48.040 --> 00:11:49.360]  《出埃及記》
[00:11:49.360 --> 00:11:54.640]  在第十七章
[00:11:54.640 --> 00:11:58.720]  《出埃及記》
[00:11:58.720 --> 00:11:59.600]  聖經開始
[00:11:59.600 --> 00:12:01.000]  「創世紀出埃及記」
[00:12:01.200 --> 00:12:02.520]  第十七章
[00:12:02.520 --> 00:12:07.680]  在第八節提到一件事情
[00:12:07.680 --> 00:12:10.680]  十七章第八節
[00:12:10.680 --> 00:12:12.800]  那時亞馬利人
[00:12:12.800 --> 00:12:14.520]  來在利菲定
[00:12:14.520 --> 00:12:16.600]  和以色列人爭戰
[00:12:16.600 --> 00:12:18.600]  摩西就對約書亞說
[00:12:18.600 --> 00:12:20.280]  你為我們選出人來
[00:12:20.280 --> 00:12:22.120]  出去和亞馬利人爭戰
[00:12:22.120 --> 00:12:25.120]  明天我手裏要拿著神的獎
[00:12:25.120 --> 00:12:27.360]  站在山頂上
[00:12:27.360 --> 00:12:29.960]  以色列人出埃及之後
[00:12:29.960 --> 00:12:32.320]  就來到一個地方叫利菲定
[00:12:32.320 --> 00:12:35.000]  亦是亞馬利人聚居的地方
[00:12:35.000 --> 00:12:36.600]  他們來到的時候
[00:12:36.600 --> 00:12:38.040]  亞馬利人會很擔心
[00:12:38.040 --> 00:12:39.520]  這班外來的人
[00:12:39.520 --> 00:12:41.840]  會侵佔了他們的草原
[00:12:41.840 --> 00:12:44.400]  令他們失去了一些資源
[00:12:44.400 --> 00:12:46.400]  因此就攻打他們
[00:12:46.400 --> 00:12:48.160]  當然聖經也提及
[00:12:48.160 --> 00:12:50.120]  亞馬利人曾經做了一些事情
[00:12:50.120 --> 00:12:51.920]  是令神很憤怒的
[00:12:51.920 --> 00:12:53.200]  遠留在《流心》聖經的
[00:12:53.200 --> 00:12:55.080]  《生命記》二十五章
[00:12:55.080 --> 00:12:57.520]  就有提及到當時亞馬利人
[00:12:57.520 --> 00:12:59.040]  趁遇以色列人
[00:12:59.280 --> 00:13:01.760]  他們在疲乏困倦的時候
[00:13:01.760 --> 00:13:04.640]  就在後面乘人之危
[00:13:04.640 --> 00:13:10.360]  就在最後把他們最疲倦的兵殺光
[00:13:10.360 --> 00:13:14.240]  神就說我厭惡他們這樣做
[00:13:14.240 --> 00:13:17.720]  因此我和他們會爭戰
[00:13:17.720 --> 00:13:19.280]  所以你會看到《下帝經文》提及到
[00:13:19.280 --> 00:13:21.680]  神是要滅絕亞馬利人
[00:13:21.680 --> 00:13:25.120]  在當時他們面對英國的強敵的時候
[00:13:25.120 --> 00:13:26.400]  摩西清楚知道
[00:13:26.400 --> 00:13:29.280]  不是他們自己能夠打勝敵軍
[00:13:29.280 --> 00:13:30.960]  所以就吩咐約書亞
[00:13:30.960 --> 00:13:32.480]  好 你出去迎戰
[00:13:32.480 --> 00:13:33.560]  但是我呢?
[00:13:33.560 --> 00:13:34.760]  去哪裡?
[00:13:34.760 --> 00:13:36.280]  上山
[00:13:36.280 --> 00:13:38.560]  各位弟兄姊妹
[00:13:38.560 --> 00:13:40.400]  面對強敵的時候
[00:13:40.400 --> 00:13:43.080]  很多時候會有幾種可能性
[00:13:43.080 --> 00:13:44.320]  第一
[00:13:44.320 --> 00:13:47.080]  可能神要你單單祈禱
[00:13:47.080 --> 00:13:50.800]  你不要有什麼倉促的行動
[00:13:50.800 --> 00:13:52.760]  第二就是
[00:13:52.760 --> 00:13:54.600]  在你祈禱之後
[00:13:54.880 --> 00:13:57.000]  神引導你一些行動
[00:13:57.000 --> 00:14:00.360]  而那種行動是因為相信神
[00:14:00.360 --> 00:14:01.720]  不是相信自己
[00:14:01.720 --> 00:14:03.280]  而有的行動
[00:14:03.280 --> 00:14:05.880]  亦有第三種情況就是
[00:14:05.880 --> 00:14:07.640]  一邊祈禱的時候
[00:14:07.640 --> 00:14:09.000]  一邊行動
[00:14:09.000 --> 00:14:11.000]  面對強敵
[00:14:11.000 --> 00:14:12.240]  不會去逃避
[00:14:12.240 --> 00:14:13.360]  不會退縮
[00:14:13.360 --> 00:14:15.320]  面對困難
[00:14:15.320 --> 00:14:17.480]  或者面對病患
[00:14:17.480 --> 00:14:20.520]  面對工作家庭的困難
[00:14:20.520 --> 00:14:22.000]  不會退縮
[00:14:22.000 --> 00:14:24.560]  而是面對迎戰
[00:14:25.080 --> 00:14:28.320]  但是心裡面切切地禱告以求神
[00:14:28.320 --> 00:14:30.720]  大家可能都知道
[00:14:30.720 --> 00:14:33.360]  我們教會每一次有報道會的時候
[00:14:33.360 --> 00:14:36.080]  同時間會有什麼活動進行
[00:14:36.080 --> 00:14:38.400]  大家知不知道?
[00:14:38.400 --> 00:14:41.960]  有一個叫做同步祈禱會
[00:14:41.960 --> 00:14:43.760]  很多時候用一些房間
[00:14:43.760 --> 00:14:44.800]  或者我的房間
[00:14:44.800 --> 00:14:45.960]  一大組弟兄姊妹
[00:14:45.960 --> 00:14:47.520]  就在當中一路地祈禱
[00:14:47.520 --> 00:14:49.640]  他們祈禱的時候
[00:14:49.640 --> 00:14:52.120]  是透過祈禱支持整個聚會
[00:14:52.120 --> 00:14:55.560]  讓人的心能夠聽見福音的訊息
[00:14:55.560 --> 00:14:58.120]  我都曾經說過
[00:14:58.120 --> 00:15:00.120]  一位很出名的報道家
[00:15:00.120 --> 00:15:01.360]  港道家
[00:15:01.360 --> 00:15:02.840]  施暴真先生
[00:15:02.840 --> 00:15:04.200]  大家有沒有聽過?
[00:15:04.200 --> 00:15:05.560]  Spergian
[00:15:05.560 --> 00:15:08.040]  一位很出名的一位講員
[00:15:08.040 --> 00:15:12.680]  當他教會很多很多人得到助紂幫助
[00:15:12.680 --> 00:15:14.840]  有一群弟兄姊妹在外處
[00:15:14.840 --> 00:15:16.520]  就來探訪他們的教會
[00:15:16.520 --> 00:15:17.400]  很想知道
[00:15:17.400 --> 00:15:19.520]  這間教會的港道的訊息
[00:15:19.520 --> 00:15:21.000]  為什麼會這麼好
[00:15:21.920 --> 00:15:23.640]  因此就來到這間教會
[00:15:23.640 --> 00:15:24.480]  因為早到
[00:15:24.480 --> 00:15:26.240]  到處參觀
[00:15:26.240 --> 00:15:27.600]  見到一位長者
[00:15:27.600 --> 00:15:28.720]  長者就說
[00:15:28.720 --> 00:15:29.840]  你們來參觀
[00:15:29.840 --> 00:15:30.640]  歡迎你們
[00:15:30.640 --> 00:15:32.920]  我帶你們來參觀一個地方
[00:15:32.920 --> 00:15:34.840]  就帶他們去
[00:15:34.840 --> 00:15:36.360]  帶他們去的時候
[00:15:36.360 --> 00:15:38.640]  他說我帶你們來參觀我們的機房
[00:15:38.640 --> 00:15:41.040]  那位弟兄姊妹很奇怪
[00:15:41.040 --> 00:15:42.280]  這麼多地方不去
[00:15:42.280 --> 00:15:43.640]  帶我們去機房
[00:15:43.640 --> 00:15:46.320]  去到一個大的房間
[00:15:46.320 --> 00:15:47.880]  一推開門
[00:15:47.880 --> 00:15:49.280]  一陣熱氣
[00:15:49.280 --> 00:15:50.120]  供出來
[00:15:50.760 --> 00:15:52.280]  這個真的是機房
[00:15:52.280 --> 00:15:54.720]  是屬靈的機房
[00:15:54.720 --> 00:15:58.760]  他見到接近一百個人
[00:15:58.760 --> 00:16:01.320]  在當中熱切地祈禱
[00:16:01.320 --> 00:16:03.640]  這位弟兄姊妹很驚訝
[00:16:03.640 --> 00:16:05.800]  這麼多人在祈禱
[00:16:05.800 --> 00:16:08.480]  然後這位長者
[00:16:08.480 --> 00:16:09.960]  就告訴他
[00:16:09.960 --> 00:16:12.280]  他說我就是施暴真
[00:16:12.280 --> 00:16:15.120]  不是因為我的港道比別人強
[00:16:15.120 --> 00:16:17.920]  只是每一次港道的時候
[00:16:18.040 --> 00:16:20.920]  有一大群弟兄姊妹同步祈禱
[00:16:20.920 --> 00:16:24.160]  因此人所聽見的不是人的話
[00:16:24.160 --> 00:16:26.480]  他們聽到神給他們的話
[00:16:26.480 --> 00:16:29.440]  他們領受神給他們的指教
[00:16:29.440 --> 00:16:31.200]  是神的工作
[00:16:31.200 --> 00:16:33.120]  是神的工作
[00:16:33.120 --> 00:16:35.160]  各位弟兄姊妹
[00:16:35.160 --> 00:16:36.960]  神常常用禱告
[00:16:36.960 --> 00:16:39.080]  去成就他的工作
[00:16:39.080 --> 00:16:41.360]  因此你知道
[00:16:41.360 --> 00:16:42.840]  在祈禱當中
[00:16:42.840 --> 00:16:44.200]  神要工作
[00:16:44.200 --> 00:16:45.400]  這正是
[00:16:45.560 --> 00:16:49.840]  當時我們見到一個很重要的真理提醒
[00:16:49.840 --> 00:16:51.560]  你看看下面的經文
[00:16:51.560 --> 00:16:55.400]  你再看下面的第十一節
[00:16:55.400 --> 00:16:59.720]  摩西何時舉手
[00:16:59.720 --> 00:17:01.320]  以色列人就得乘
[00:17:01.320 --> 00:17:03.160]  何時垂手
[00:17:03.160 --> 00:17:05.080]  阿瑪力人就得乘
[00:17:05.080 --> 00:17:07.360]  但摩西的手發沉
[00:17:07.360 --> 00:17:10.720]  他們就搬石頭來放在他耳下
