
[00:00:00.000 --> 00:00:02.000]  人生有很多事情要等的
[00:04:10.000 --> 00:04:13.000]  但你會做妥協嗎?
[00:04:13.000 --> 00:04:17.000]  你會一邊跪拜凱撒大帝一邊敬拜上帝嗎?
[00:04:17.000 --> 00:04:19.000]  你可不可以這樣做?
[00:04:19.000 --> 00:04:20.000]  弟兄姊妹
[00:04:20.000 --> 00:04:24.000]  你要作出選擇
[00:04:24.000 --> 00:04:27.000]  在這個章節當中
[00:04:27.000 --> 00:04:29.000]  所以來到第十八章
[00:04:29.000 --> 00:04:33.000]  希望用終局 最終的結局
[00:04:33.000 --> 00:04:37.000]  來幫助那些要付代價的信徒
[00:04:37.000 --> 00:04:40.000]  繼續堅忍
[00:04:40.000 --> 00:04:43.000]  因為是值得的
[00:04:43.000 --> 00:04:47.000]  求主幫助我們明白今天的經文
[00:04:47.000 --> 00:04:49.000]  一開始的時候
[00:04:49.000 --> 00:04:53.000]  就是 要把cursor 放回去嗎?
[00:04:53.000 --> 00:04:55.000]  讓我控制一下
[00:04:55.000 --> 00:04:57.000]  可以嗎?
[00:04:57.000 --> 00:05:01.000]  不動了
[00:05:01.000 --> 00:05:03.000]  可以了
[00:05:03.000 --> 00:05:05.000]  一開始的時候
[00:05:05.000 --> 00:05:07.000]  第一第二節
[00:05:07.000 --> 00:05:09.000]  第一第二節就說了有一個天使
[00:05:09.000 --> 00:05:11.000]  來宣告一個很重要的消息
[00:05:11.000 --> 00:05:15.000]  這個重要的消息就是巴比倫傾倒
[00:05:15.000 --> 00:05:16.000]  巴比倫傾倒
[00:05:16.000 --> 00:05:17.000]  他給了原因
[00:05:17.000 --> 00:05:19.000]  為什麼巴比倫會傾倒呢?
[00:05:19.000 --> 00:05:21.000]  第二和第三節
[00:05:21.000 --> 00:05:24.000]  因為他用了一個淫亂的字
[00:05:24.000 --> 00:05:26.000]  adultery
[00:05:26.000 --> 00:05:27.000]  淫亂
[00:05:27.000 --> 00:05:31.000]  淫亂其實在舊約聖經多次形容
[00:05:31.000 --> 00:05:34.000]  以色列子民背棄上帝的約
[00:05:34.000 --> 00:05:36.000]  離開上帝的教導
[00:05:36.000 --> 00:05:39.000]  而去敬拜偶像
[00:05:39.000 --> 00:05:41.000]  淫亂就是這樣
[00:05:41.000 --> 00:05:44.000]  婚姻是一個文約
[00:05:44.000 --> 00:05:46.000]  你離開了文約
[00:05:46.000 --> 00:05:48.000]  第二段婚姻
[00:05:48.000 --> 00:05:50.000]  婚外情或其他關係
[00:05:50.000 --> 00:05:52.000]  這個就是背棄的約
[00:05:52.000 --> 00:05:57.000]  背棄的約就是上帝所憎惡的
[00:05:57.000 --> 00:05:59.000]  淫亂
[00:05:59.000 --> 00:06:03.000]  其實巴比倫就是
[00:06:03.000 --> 00:06:08.000]  你可以說當時很多學者都認為是
[00:06:08.000 --> 00:06:10.000]  在形容皇馬帝國
[00:06:10.000 --> 00:06:12.000]  一個敵基督
[00:06:12.000 --> 00:06:16.000]  反基督的勢力或象徵
[00:06:16.000 --> 00:06:21.000]  不過這個敬拜偶像或過著不勝結的生活
[00:06:21.000 --> 00:06:23.000]  不單止在第一世紀出現
[00:06:23.000 --> 00:06:25.000]  我們知道歷世歷代
[00:06:25.000 --> 00:06:28.000]  無論我們想到的
[00:06:28.000 --> 00:06:34.000]  埃及
[00:06:34.000 --> 00:06:36.000]  巴比倫
[00:06:36.000 --> 00:06:37.000]  亞述
[00:06:37.000 --> 00:06:39.000]  馬代波斯等等
[00:06:39.000 --> 00:06:40.000]  希臘
[00:06:40.000 --> 00:06:43.000]  到現在仍有很多敵基督
[00:06:43.000 --> 00:06:46.000]  反基督的現象出現
[00:06:46.000 --> 00:06:48.000]  這些人
[00:06:48.000 --> 00:06:50.000]  起來的時候
[00:06:50.000 --> 00:06:52.000]  這些行為
[00:06:52.000 --> 00:06:55.000]  是反對上帝
[00:06:55.000 --> 00:06:58.000]  或是做了一些上帝不喜悅的事情
[00:06:58.000 --> 00:07:03.000]  是一些什麼行徑呢?
[00:07:03.000 --> 00:07:05.000]  這個所謂的巴比倫
[00:07:05.000 --> 00:07:07.000]  這個敵基督
[00:07:07.000 --> 00:07:08.000]  在做什麼呢?
[00:07:08.000 --> 00:07:12.000]  以至上帝想起的時候要做審判
[00:07:12.000 --> 00:07:16.000]  有幾個層面可以去想
[00:07:16.000 --> 00:07:17.000]  第一個
[00:07:17.000 --> 00:07:19.000]  第三節
[00:07:19.000 --> 00:07:24.000]  第三節說地上的客人因他奢華太過發了財
[00:07:24.000 --> 00:07:28.000]  有些人和巴比倫這個勢力
[00:07:28.000 --> 00:07:30.000]  扣上關係
[00:07:30.000 --> 00:07:32.000]  扣上關係的時候就經商
[00:07:32.000 --> 00:07:34.000]  經商的時候就賺錢
[00:07:34.000 --> 00:07:37.000]  賺錢也沒什麼問題
[00:07:37.000 --> 00:07:39.000]  楊牧師你也打工的
[00:07:39.000 --> 00:07:41.000]  如果用打工的角度
[00:07:41.000 --> 00:07:43.000]  你也有出糧的
[00:07:43.000 --> 00:07:45.000]  難道楊牧師你有犯罪嗎?
[00:07:45.000 --> 00:07:48.000]  沒錯,每個人打工也有收入
[00:07:48.000 --> 00:07:50.000]  不過細心留意的時候
[00:07:50.000 --> 00:07:54.000]  這批人怎樣得到貨財呢?
[00:07:54.000 --> 00:07:56.000]  特別有個清單
[00:07:56.000 --> 00:07:58.000]  在第十二和第十三節
[00:07:58.000 --> 00:08:00.000]  他買賣很多東西
[00:08:00.000 --> 00:08:02.000]  有很多金銀財寶等等
[00:08:02.000 --> 00:08:04.000]  到最後他買賣什麼呢?
[00:08:04.000 --> 00:08:08.000]  就是買賣奴隸和人口
[00:08:08.000 --> 00:08:10.000]  買賣奴隸和人口
[00:08:10.000 --> 00:08:12.000]  也就是說這些經商的人
[00:08:12.000 --> 00:08:16.000]  他們怎樣賺取他們的貨財呢?
[00:08:16.000 --> 00:08:20.000]  就是將人視為貨物
[00:08:20.000 --> 00:08:22.000]  視為物件
[00:08:22.000 --> 00:08:24.000]  去做販賣
[00:08:24.000 --> 00:08:29.000]  在美國政府每年都會統計
[00:08:29.000 --> 00:08:33.000]  全球販賣人口的人數
[00:08:33.000 --> 00:08:38.000]  2021年的數字是
[00:08:38.000 --> 00:08:42.000]  大約有五千萬人被販賣
[00:08:42.000 --> 00:08:44.000]  成為什麼呢?
[00:08:44.000 --> 00:08:46.000]  可能是姓奴
[00:08:46.000 --> 00:08:49.000]  即是提供性服務的人
[00:08:49.000 --> 00:08:51.000]  也可能是販賣做童工
[00:08:51.000 --> 00:08:53.000]  即是打工的
[00:08:53.000 --> 00:08:58.000]  很多都是在街邊被人擄去
[00:08:58.000 --> 00:09:00.000]  小朋友或青少年被人擄去
[00:09:00.000 --> 00:09:02.000]  去了別的地方
[00:09:02.000 --> 00:09:04.000]  所以聽到KK樂園就是那些
[00:09:04.000 --> 00:09:08.000]  那些地方被人禁錮
[00:09:08.000 --> 00:09:10.000]  被人操控
[00:09:10.000 --> 00:09:13.000]  好像用作貨物來賺取金錢
[00:09:13.000 --> 00:09:17.000]  第十二及十三節告訴我們
[00:09:17.000 --> 00:09:20.000]  有些人愛金錢愛到什麼地步呢?
[00:09:20.000 --> 00:09:22.000]  將人視為貨物
[00:09:22.000 --> 00:09:24.000]  將人非人性化
[00:09:24.000 --> 00:09:27.000]  這個不是神的心意
[00:09:27.000 --> 00:09:30.000]  因為我們知道創世紀一章26節
[00:09:30.000 --> 00:09:33.000]  每個人都有上帝的形象
[00:09:33.000 --> 00:09:36.000]  我們是尊貴的
[00:09:36.000 --> 00:09:40.000]  所以有些人跟巴比人扣上關係
[00:09:40.000 --> 00:09:42.000]  因為他們愛金錢
[00:09:42.000 --> 00:09:44.000]  愛錢至上
[00:09:44.000 --> 00:09:47.000]  第十四及十六節
[00:09:47.000 --> 00:09:50.000]  講述這些人在過什麼生活呢?
[00:09:50.000 --> 00:09:53.000]  在過奢華的生活
[00:09:53.000 --> 00:09:55.000]  愛世界的生活
[00:09:55.000 --> 00:09:59.000]  將他們所擁有的財產
[00:09:59.000 --> 00:10:01.000]  滿足自己的生活
[00:10:01.000 --> 00:10:08.000]  他們愛這些生活模式
[00:10:08.000 --> 00:10:10.000]  愛世界
[00:10:10.000 --> 00:10:16.000]  世界提供很多吸引力
[00:10:16.000 --> 00:10:18.000]  今年三月
[00:10:18.000 --> 00:10:20.000]  大家稍後都知道
[00:10:20.000 --> 00:10:22.000]  我去了杜拜
[00:10:22.000 --> 00:10:26.000]  因為當地有宣道會宣教士
[00:10:26.000 --> 00:10:29.000]  杜拜當中有張圖
[00:10:29.000 --> 00:10:32.000]  我親眼去過
[00:10:32.000 --> 00:10:34.000]  去到的時候我都很驚訝
[00:10:34.000 --> 00:10:38.000]  通常去看金魚
[00:10:38.000 --> 00:10:40.000]  看海豚
[00:10:40.000 --> 00:10:43.000]  都是去海洋公園那些地方
[00:10:43.000 --> 00:10:46.000]  你都沒有感覺在大型商場裡
[00:10:46.000 --> 00:10:50.000]  有一個很大的水族館
[00:10:50.000 --> 00:10:52.000]  但杜拜做得到
[00:10:52.000 --> 00:10:54.000]  杜拜就是做這些
[00:10:54.000 --> 00:10:56.000]  免費入場
[00:10:56.000 --> 00:11:00.000]  大家在購物的時候可以看看
[00:11:00.000 --> 00:11:02.000]  為什麼有個鯨鯊在我面前出現
[00:11:02.000 --> 00:11:04.000]  挺好的
[00:11:04.000 --> 00:11:06.000]  杜拜就是過這些生活
[00:11:06.000 --> 00:11:09.000]  順暢奢華的生活
[00:11:09.000 --> 00:11:11.000]  最好的
[00:11:11.000 --> 00:11:13.000]  第三
[00:11:13.000 --> 00:11:17.000]  這些人跟巴比倫構想關係的時候
[00:11:17.000 --> 00:11:19.000]  會做什麼呢?
[00:11:19.000 --> 00:11:27.000]  對那些不跪拜巴比倫的人
[00:11:27.000 --> 00:11:29.000]  作出殘害
[00:11:29.000 --> 00:11:33.000]  先知和聖徒並地上一切被殺人的血
[00:11:33.000 --> 00:11:35.000]  都在巴比倫城裡見到
[00:11:35.000 --> 00:11:39.000]  你不去跟巴比倫
[00:11:39.000 --> 00:11:42.000]  跟這個生活形態
[00:11:42.000 --> 00:11:45.000]  愛金錢愛世界構想關係
[00:11:45.000 --> 00:11:49.000]  站在我另外一邊
[00:11:49.000 --> 00:11:55.000]  遭受迫不得已的狀況
[00:11:55.000 --> 00:11:57.000]  總結來說
[00:11:57.000 --> 00:11:59.000]  這三件事
[00:11:59.000 --> 00:12:01.000]  愛金錢愛世界
[00:12:01.000 --> 00:12:03.000]  或者愛仇恨的暴力
[00:12:03.000 --> 00:12:07.000]  都是離不開第七節
[00:12:07.000 --> 00:12:09.000]  第七節
[00:12:09.000 --> 00:12:11.000]  經文史陶若行提到
[00:12:11.000 --> 00:12:13.000]  為什麼人們有這樣的行徑
[00:12:13.000 --> 00:12:15.000]  因為他們想榮耀自己
[00:12:15.000 --> 00:12:19.000]  他們愛自己
[00:12:19.000 --> 00:12:23.000]  愛自己比愛身邊的人多
[00:12:23.000 --> 00:12:25.000]  肯定比愛上帝多
[00:12:25.000 --> 00:12:27.000]  這些人愛自己
[00:12:27.000 --> 00:12:29.000]  他們愛自己什麼呢?
[00:12:29.000 --> 00:12:31.000]  他們覺得自己不可一世
[00:12:31.000 --> 00:12:33.000]  世界在他們掌控下
[00:12:33.000 --> 00:12:38.000]  因為他們坐在皇后的位置
[00:12:38.000 --> 00:12:40.000]  他們不是寡婦
[00:12:40.000 --> 00:12:46.000]  在高位當中
[00:12:46.000 --> 00:12:53.000]  不可能去到受痛苦悲傷的狀況
[00:12:53.000 --> 00:12:55.000]  你住在半山區
[00:12:55.000 --> 00:12:57.000]  你怎會叫窮?
[00:12:57.000 --> 00:12:58.000]  你不會叫窮
[00:12:58.000 --> 00:12:59.000]  你怎會流淚?
[00:12:59.000 --> 00:13:00.000]  你不會流淚
[00:13:00.000 --> 00:13:01.000]  你住在半山區
[00:13:01.000 --> 00:13:03.000]  你擁有大地在我腳下
[00:13:03.000 --> 00:13:05.000]  每樣東西你都可以買到
[00:13:05.000 --> 00:13:07.000]  你可以滿足自己
[00:13:07.000 --> 00:13:11.000]  你怎會想到自己會受痛苦?
[00:13:11.000 --> 00:13:13.000]  你不會想到
[00:13:13.000 --> 00:13:18.000]  所以跟巴比人構想關係的人
[00:13:18.000 --> 00:13:24.000]  他們覺得自己是
[00:13:24.000 --> 00:13:26.000]  就是這樣
[00:13:26.000 --> 00:13:29.000]  完全沒有問題
[00:13:29.000 --> 00:13:31.000]  就好像昔日尼布格尼薩王
[00:13:31.000 --> 00:13:33.000]  如果大家熟悉經文
[00:13:33.000 --> 00:13:35.000]  《大義》第四章
[00:13:35.000 --> 00:13:37.000]  《小林傳》第十二章
[00:13:37.000 --> 00:13:38.000]  希臘王一樣
[00:13:38.000 --> 00:13:40.000]  覺得自己每樣東西都有
[00:13:40.000 --> 00:13:43.000]  全部人都要聽我的話
[00:13:43.000 --> 00:13:45.000]  不過經文說到
[00:13:45.000 --> 00:13:47.000]  這些人愛自己
[00:13:47.000 --> 00:13:48.000]  愛世界
[00:13:48.000 --> 00:13:49.000]  愛金錢
[00:13:49.000 --> 00:13:50.000]  愛暴力的行為
[00:13:50.000 --> 00:13:51.000]  是有原因的
[00:13:51.000 --> 00:13:52.000]  是什麼原因呢?
[00:13:52.000 --> 00:13:57.000]  因為在第23節說
[00:13:57.000 --> 00:13:59.000]  23節說
[00:13:59.000 --> 00:14:04.000]  萬國都被你的邪術迷惑了
[00:14:04.000 --> 00:14:06.000]  迷惑這個字
[00:14:06.000 --> 00:14:08.000]  其實迷惑這個字
[00:14:08.000 --> 00:14:10.000]  在啟示錄多次出現
[00:14:10.000 --> 00:14:12.000]  其中有一節出現
[00:14:12.000 --> 00:14:14.000]  就是怎樣形容撒旦
[00:14:14.000 --> 00:14:16.000]  撒旦是惡者
[00:14:16.000 --> 00:14:17.000]  大龍就是古蛇
[00:14:17.000 --> 00:14:19.000]  魔鬼就是撒旦
[00:14:19.000 --> 00:14:21.000]  迷惑普天下
[00:14:21.000 --> 00:14:23.000]  你會說什麼?
[00:14:23.000 --> 00:14:26.000]  為什麼巴比倫的生活模式
[00:14:26.000 --> 00:14:27.000]  這個帝國
[00:14:27.000 --> 00:14:29.000]  這個迪基督的出現
[00:14:29.000 --> 00:14:33.000]  就是因為原來這個是撒旦的工具
[00:14:33.000 --> 00:14:36.000]  撒旦透過這個大巴比倫
[00:14:36.000 --> 00:14:38.000]  去迷惑很多人
[00:14:38.000 --> 00:14:40.000]  去跟從他的生活模式
[00:14:40.000 --> 00:14:42.000]  去跪拜他
[00:14:42.000 --> 00:14:44.000]  去朝聖他
[00:14:44.000 --> 00:14:46.000]  去尊崇他
[00:14:46.000 --> 00:14:48.000]  去勇於上帝
[00:14:48.000 --> 00:14:51.000]  錢世界
[00:14:51.000 --> 00:14:52.000]  暴力
[00:14:52.000 --> 00:14:53.000]  權力
[00:14:53.000 --> 00:14:54.000]  很吸引
[00:14:54.000 --> 00:14:56.000]  對很多人來說
[00:14:56.000 --> 00:14:58.000]  吸引到一個地步
[00:14:58.000 --> 00:15:00.000]  黏在一起
[00:15:00.000 --> 00:15:02.000]  越近越好
[00:15:02.000 --> 00:15:07.000]  正正當巴比倫
[00:15:07.000 --> 00:15:09.000]  好像不可一世
[00:15:09.000 --> 00:15:11.000]  不可搖動的時候
[00:15:11.000 --> 00:15:13.000]  經文第八節就說
[00:15:13.000 --> 00:15:15.000]  一日之內
[00:15:15.000 --> 00:15:19.000]  在很短的時間和你沒有預期的時間
[00:15:19.000 --> 00:15:22.000]  就倒下來
[00:15:22.000 --> 00:15:25.000]  完全的消失
[00:15:25.000 --> 00:15:28.000]  就好像一個海嘯式的
[00:15:28.000 --> 00:15:30.000]  或者地震式的
[00:15:30.000 --> 00:15:32.000]  災難
[00:15:32.000 --> 00:15:35.000]  淋在巴比倫身上
[00:15:35.000 --> 00:15:37.000]  所有的人
[00:15:37.000 --> 00:15:38.000]  所有的人
[00:15:38.000 --> 00:15:40.000]  無論是地上的君王
[00:15:40.000 --> 00:15:41.000]  政治家
[00:15:41.000 --> 00:15:43.000]  或者經商
[00:15:43.000 --> 00:15:45.000]  甚至是航海的海員
[00:15:45.000 --> 00:15:47.000]  看到巴比倫城
[00:15:47.000 --> 00:15:48.000]  沒有的時候
[00:15:48.000 --> 00:15:51.000]  他們很悲哀很驚訝
[00:15:51.000 --> 00:15:53.000]  他們悲哀驚訝不是因為
[00:15:53.000 --> 00:15:55.000]  覺得巴比倫很慘
[00:15:55.000 --> 00:15:59.000]  因為他們沒有了賺錢的地方
[00:15:59.000 --> 00:16:00.000]  勢力
[00:16:00.000 --> 00:16:01.000]  沒有了
[00:16:01.000 --> 00:16:02.000]  那樣東西沒有了
[00:16:02.000 --> 00:16:03.000]  那樣東西沒有了
[00:16:03.000 --> 00:16:05.000]  我們還有什麼生存價值
[00:16:05.000 --> 00:16:07.000]  我們怎樣可以再發財
[00:16:07.000 --> 00:16:08.000]  沒有了
[00:16:08.000 --> 00:16:10.000]  沒有了那樣東西
[00:16:10.000 --> 00:16:14.000]  而更加有趣的
[00:16:14.000 --> 00:16:16.000]  在經文當中
[00:16:16.000 --> 00:16:18.000]  他會說到那些人
[00:16:18.000 --> 00:16:20.000]  怎樣為巴比倫這個島塔驚訝
[00:16:20.000 --> 00:16:22.000]  有何城
[00:16:22.000 --> 00:16:25.000]  有哪一個城比這個城更加大
[00:16:25.000 --> 00:16:27.000]  其實沒有
[00:16:27.000 --> 00:16:29.000]  最大就是巴比倫
[00:16:29.000 --> 00:16:32.000]  應該是見不可摧
[00:16:32.000 --> 00:16:36.000]  沒有可能倒塌
[00:16:36.000 --> 00:16:40.000]  想當年如果是巴比倫帝國
[00:16:40.000 --> 00:16:44.000]  攻打猶大這麼輕易取勝的時候
[00:16:44.000 --> 00:16:46.000]  怎會想到70年之後巴比倫就沒有了
[00:16:46.000 --> 00:16:48.000]  沒有可能
[00:16:48.000 --> 00:16:52.000]  每一樣東西都是在他手中
[00:16:52.000 --> 00:16:54.000]  我們回顧歷史
[00:16:54.000 --> 00:16:55.000]  很多的帝國
[00:16:55.000 --> 00:16:57.000]  很多的強盛
[00:16:57.000 --> 00:17:00.000]  沒可能一天之間沒有了
[00:17:00.000 --> 00:17:04.000]  不過就是這樣
[00:17:04.000 --> 00:17:08.000]  巴比倫很快地毀滅
[00:17:08.000 --> 00:17:11.000]  並且這件事是不能逆轉的
[00:17:11.000 --> 00:17:12.000]  因為在經文
[00:17:12.000 --> 00:17:14.000]  史上有六次
[00:17:14.000 --> 00:17:16.000]  「缺不能」
[00:17:16.000 --> 00:17:18.000]  來形容巴比倫帝國
[00:17:18.000 --> 00:17:20.000]  一定會消失
[00:17:20.000 --> 00:17:22.000]  一定會瓦解
[00:17:22.000 --> 00:17:24.000]  懲罰一定會臨到
[00:17:24.000 --> 00:17:31.000]  經文講完第十八章
[00:17:31.000 --> 00:17:33.000]  有很多人已經混淆障礙
[00:17:33.000 --> 00:17:35.000]  因為都明白
[00:17:35.000 --> 00:17:40.000]  因為啟示局給我們很多混淆障礙的意象
[00:17:40.000 --> 00:17:42.000]  透過大巴比倫
[00:17:42.000 --> 00:17:44.000]  迪基督
[00:17:44.000 --> 00:17:46.000]  來幫助我們
[00:17:46.000 --> 00:17:48.000]  檢視我們的生命
[00:17:48.000 --> 00:17:50.000]  故事我剛才說
[00:17:50.000 --> 00:17:52.000]  終局就是這樣
[00:17:52.000 --> 00:17:53.000]  結局就是這樣
[00:17:53.000 --> 00:17:56.000]  第十八章講了人類的結局
[00:17:56.000 --> 00:17:58.000]  所以到現在
[00:17:58.000 --> 00:18:01.000]  我們今天站在這裡
[00:18:01.000 --> 00:18:03.000]  看著結局的時候
[00:18:03.000 --> 00:18:06.000]  我們有什麼對應
[00:18:06.000 --> 00:18:10.000]  或者我們有什麼應當要思考的地方
[00:18:10.000 --> 00:18:12.000]  有三件事值得我們去思考
[00:18:12.000 --> 00:18:14.000]  第一件事
[00:18:14.000 --> 00:18:17.000]  經文多次提到的是
[00:18:17.000 --> 00:18:19.000]  One
[00:18:19.000 --> 00:18:21.000]  One time, one day
[00:18:21.000 --> 00:18:23.000]  One time, one day
[00:18:23.000 --> 00:18:27.000]  有些事情發生是很短暫的
[00:18:27.000 --> 00:18:29.000]  你想都想不到
[00:18:29.000 --> 00:18:32.000]  兩張圖
[00:18:32.000 --> 00:18:34.000]  我不知道你們知不知道發生什麼事
[00:18:34.000 --> 00:18:36.000]  左邊的
[00:18:36.000 --> 00:18:40.000]  就是尼泊爾地震
[00:18:40.000 --> 00:18:43.000]  右邊的就是加沙
[00:18:43.000 --> 00:18:46.000]  One time, one day
[00:18:46.000 --> 00:18:48.000]  很短時間內
[00:18:48.000 --> 00:18:50.000]  原本好好的一個城市
[00:18:50.000 --> 00:18:52.000]  沒有了
[00:18:52.000 --> 00:18:54.000]  很短時間
[00:18:54.000 --> 00:18:56.000]  這個很短時間
[00:18:56.000 --> 00:18:58.000]  其實是
[00:18:58.000 --> 00:19:00.000]  史圖約翰寫信
[00:19:00.000 --> 00:19:02.000]  給當時的信徒
[00:19:02.000 --> 00:19:04.000]  他會給當時的信徒
[00:19:04.000 --> 00:19:06.000]  你看看
[00:19:06.000 --> 00:19:08.000]  那些跟巴比倫有關係的
[00:19:08.000 --> 00:19:10.000]  跟他構想世的關係的
[00:19:10.000 --> 00:19:12.000]  那些敵基督的人
[00:19:12.000 --> 00:19:14.000]  你看看,One time, one day
[00:19:14.000 --> 00:19:16.000]  一時之間就沒有了
[00:19:16.000 --> 00:19:19.000]  對信徒來說
[00:19:19.000 --> 00:19:21.000]  被迫迫的信徒
[00:19:21.000 --> 00:19:25.000]  可能是一個安慰
[00:19:25.000 --> 00:19:27.000]  不過他們的信徒
[00:19:27.000 --> 00:19:29.000]  都會看著這些
[00:19:29.000 --> 00:19:31.000]  失散的靈魂感到悲哀
[00:19:31.000 --> 00:19:33.000]  其實這是對一些
[00:19:33.000 --> 00:19:35.000]  未信耶穌的人
[00:19:35.000 --> 00:19:37.000]  未跟上帝構想關係的人
[00:19:37.000 --> 00:19:39.000]  是一個很大的警號
[00:19:39.000 --> 00:19:41.000]  很大的警號
[00:19:41.000 --> 00:19:43.000]  One time, one day
[00:19:43.000 --> 00:19:45.000]  這些人沒有了
