
[00:00:00.000 --> 00:00:05.400]  大家會記得我們今個季度一直思想著愛神和愛人的訊息
[00:01:46.000 --> 00:01:49.400]  就算說都會很擔心被人批評
[00:01:49.400 --> 00:01:51.200]  很多時候我們見到
[00:01:51.200 --> 00:01:53.600]  在我們朋友當中常常說一句話
[00:01:53.600 --> 00:01:55.800]  你一定聽過的
[00:01:55.800 --> 00:02:00.000]  就是說他喜歡就隨便他吧
[00:02:00.000 --> 00:02:01.400]  有沒有聽過?
[00:02:01.400 --> 00:02:02.600]  有
[00:02:02.600 --> 00:02:06.600]  既然他喜歡就隨便他做他想做的事情
[00:02:06.600 --> 00:02:10.000]  你不要說他了 不要說他了
[00:02:10.000 --> 00:02:13.600]  一個青年人帶著女朋友回家
[00:02:13.600 --> 00:02:17.200]  媽媽很開心介紹女朋友給他認識
[00:02:17.200 --> 00:02:19.400]  認識了之後兒子就告訴媽媽
[00:02:19.400 --> 00:02:24.600]  媽媽 我女朋友今天開始搬進來住了
[00:02:24.600 --> 00:02:27.000]  然後媽媽說住哪裡?
[00:02:27.000 --> 00:02:30.000]  跟他在我房間住
[00:02:30.000 --> 00:02:33.600]  聊了一會兒之後媽媽說我不同意
[00:02:33.600 --> 00:02:35.000]  然後兒子就說
[00:02:35.000 --> 00:02:37.000]  媽媽你這樣都不包容我?
[00:02:37.000 --> 00:02:41.000]  你都不疼我?
[00:02:41.000 --> 00:02:45.400]  當人不同意他的時候就表示不疼他
[00:02:45.400 --> 00:02:46.200]  各位弟兄姊妹
[00:02:46.200 --> 00:02:48.200]  這個時代很多人就認為
[00:02:48.200 --> 00:02:52.200]  我喜歡的就是真理
[00:02:52.200 --> 00:02:53.600]  對於基督徒來說
[00:02:53.600 --> 00:02:55.600]  我們常常說到愛心
[00:02:55.600 --> 00:02:57.800]  愛心不等於沒有了真理
[00:02:57.800 --> 00:02:59.200]  因此今天的金句
[00:02:59.200 --> 00:03:02.000]  你讀一次就懂得唸了 是不是?
[00:03:02.000 --> 00:03:05.600]  愛是不喜歡不宜
[00:03:05.600 --> 00:03:07.400]  只喜歡真理
[00:03:07.400 --> 00:03:09.400]  好像你們還未懂得唸
[00:03:09.400 --> 00:03:10.000]  再試一次
[00:03:10.000 --> 00:03:13.600]  愛是不喜歡不宜
[00:03:13.600 --> 00:03:16.800]  只喜歡真理
[00:03:16.800 --> 00:03:19.200]  愛是不喜歡不宜
[00:03:19.200 --> 00:03:20.200]  意思是說
[00:03:20.200 --> 00:03:22.800]  不喜歡人因為行不宜
[00:03:22.800 --> 00:03:25.000]  以致受到傷害
[00:03:25.000 --> 00:03:25.800]  因為你愛他
[00:03:25.800 --> 00:03:27.400]  你知道他走這條不宜的路
[00:03:27.400 --> 00:03:29.000]  一定會受傷害
[00:03:29.000 --> 00:03:31.800]  因此你不想他受傷害
[00:03:31.800 --> 00:03:34.200]  愛是只喜歡真理
[00:03:34.200 --> 00:03:35.800]  因為偏離了真理
[00:03:35.800 --> 00:03:39.400]  就沒有真正的愛了
[00:03:39.400 --> 00:03:40.400]  這個世界
[00:03:40.400 --> 00:03:44.000]  如果單說愛就沒有真正的愛
[00:03:44.000 --> 00:03:45.600]  必須在真理當中
[00:03:45.600 --> 00:03:48.200]  愛才是真正的愛
[00:03:48.200 --> 00:03:50.000]  因此基督徒我們明白
[00:03:50.000 --> 00:03:51.200]  當我們看聖經的時候
[00:03:51.200 --> 00:03:52.200]  要常常問
[00:03:52.200 --> 00:03:54.600]  怎樣在真理當中去愛
[00:03:54.600 --> 00:03:56.000]  怎樣來分辨
[00:03:56.000 --> 00:03:58.800]  甚麼是合乎神心意的愛
[00:03:58.800 --> 00:04:01.200]  而今天我們所思想的經文
[00:04:01.200 --> 00:04:04.200]  講到保羅他怎樣堅守真理
[00:04:04.200 --> 00:04:05.400]  他怎樣在真理當中
[00:04:05.400 --> 00:04:08.600]  去規勸去愛他的弟兄姊妹
[00:04:08.600 --> 00:04:11.000]  我們一起揭開聖經上的說話
[00:04:11.000 --> 00:04:13.800]  在聖經加拉太書第二章
[00:04:13.800 --> 00:04:22.000]  首先我們思想的是第二章
[00:04:22.000 --> 00:04:24.200]  保羅他怎樣來與
[00:04:24.200 --> 00:04:27.000]  在猶太基督徒當中的領袖
[00:04:27.000 --> 00:04:30.600]  的溝通和彼此的接納
[00:04:30.600 --> 00:04:32.600]  在第二章第一節這樣說
[00:04:32.600 --> 00:04:33.600]  「過了十四年
[00:04:33.600 --> 00:04:36.400]  我和不拉巴又上耶路撒冷去
[00:04:36.400 --> 00:04:38.600]  並帶著提多同去
[00:04:38.600 --> 00:04:40.800]  我是奉啟示上去的
[00:04:40.800 --> 00:04:43.400]  把我在外邦人中所傳的福音
[00:04:43.400 --> 00:04:45.400]  對弟兄們陳述
[00:04:45.400 --> 00:04:48.800]  卻是背地裡對那有名望之人說的
[00:04:48.800 --> 00:04:55.000]  唯恐我現在或是從前逃然奔跑」
[00:04:55.000 --> 00:04:57.600]  保羅他很清楚領袖神給他的意象
[00:04:57.600 --> 00:04:59.200]  和猜險
[00:04:59.200 --> 00:05:02.000]  去到外邦人當中傳揚福音
[00:05:02.000 --> 00:05:06.200]  因此他被猜成為外邦人的使徒
[00:05:06.200 --> 00:05:09.800]  他很清楚知道神給他一個重要的使命
[00:05:09.800 --> 00:05:13.200]  因此十四年一直堅定地工作
[00:05:13.200 --> 00:05:15.800]  十四年之後他蒙聖年感動
[00:05:15.800 --> 00:05:17.400]  要去到耶路撒冷
[00:05:17.400 --> 00:05:21.400]  向當地的教會領袖來溝通
[00:05:21.400 --> 00:05:23.600]  十四年可能沒有很多的接觸
[00:05:23.600 --> 00:05:27.800]  但這個時候他清楚知道要有溝通
[00:05:27.800 --> 00:05:30.000]  因此他就上到當中
[00:05:30.000 --> 00:05:35.200]  「使徒說唯恐我所傳的是逃然奔跑」
[00:05:35.200 --> 00:05:40.000]  有些人認為是否保羅會擔心自己傳錯福音呢?
[00:05:40.000 --> 00:05:41.000]  當然不是
[00:05:41.000 --> 00:05:44.000]  你看前面一章十二節
[00:05:44.000 --> 00:05:45.800]  保羅很清楚說
[00:05:45.800 --> 00:05:47.800]  「因為我不是從人領袖的
[00:05:47.800 --> 00:05:50.000]  也不是從人教導我的
[00:05:50.000 --> 00:05:53.400]  乃是從耶穌基督啟示來的」
[00:05:53.400 --> 00:05:56.000]  很清楚他確信知道自己所領袖的
[00:05:56.000 --> 00:05:58.600]  是耶穌基督的啟示
[00:05:58.600 --> 00:06:01.000]  當他說「唯恐」的時候
[00:06:01.000 --> 00:06:04.200]  是他掛心一些領袖
[00:06:04.200 --> 00:06:08.200]  不明白不認識他所做的事情
[00:06:08.200 --> 00:06:12.600]  以至會拒絕他在外邦人當中的工作
[00:06:12.600 --> 00:06:14.800]  因此要尋求得到他們的諒解
[00:06:14.800 --> 00:06:16.600]  以至外邦人的福音
[00:06:16.600 --> 00:06:19.600]  能夠繼續延展開去
[00:06:19.600 --> 00:06:22.400]  不會受障礙
[00:06:22.400 --> 00:06:25.600]  很多時候當我們說到要彼此溝通
[00:06:25.600 --> 00:06:27.600]  彼此諒解包容
[00:06:27.600 --> 00:06:28.600]  什麼時候要遷就
[00:06:28.600 --> 00:06:30.600]  什麼時候要堅持的時候
[00:06:30.600 --> 00:06:33.400]  可能歸根究底一個最簡單的問題
[00:06:33.400 --> 00:06:35.800]  就是溝通
[00:06:35.800 --> 00:06:39.200]  放膽地 坦誠地去傾談
[00:06:39.200 --> 00:06:41.000]  很多的誤會
[00:06:41.000 --> 00:06:44.400]  很多的障礙就會除去
[00:06:44.400 --> 00:06:46.200]  在當時有一個可能的障礙
[00:06:46.200 --> 00:06:48.200]  大家如果小心看聖經
[00:06:48.200 --> 00:06:49.200]  你會發覺
[00:06:49.200 --> 00:06:52.000]  「普羅多節講那有明忘的」
[00:06:52.000 --> 00:06:54.200]  第二節說
[00:06:54.200 --> 00:06:55.600]  聖經說
[00:06:55.600 --> 00:06:59.000]  「背地裡對那有明忘之人說的」
[00:06:59.000 --> 00:07:01.000]  第六節大家再看
[00:07:02.000 --> 00:07:05.000]  「至於那些有明忘的」
[00:07:05.000 --> 00:07:07.000]  然後第九節
[00:07:07.000 --> 00:07:11.000]  「普羅又說到那稱為教會儲石的雅各
[00:07:11.000 --> 00:07:13.000]  基法和約翰」
[00:07:13.000 --> 00:07:17.000]  在中文的表達上不是最明顯
[00:07:17.000 --> 00:07:19.000]  但原來意思是包含了
[00:07:19.000 --> 00:07:22.000]  那個好像有明忘的
[00:07:22.000 --> 00:07:26.000]  那些好像是最重要的領袖
[00:07:26.000 --> 00:07:28.000]  普羅這樣表達的時候
[00:07:28.000 --> 00:07:31.000]  不是說他想低貶他們
[00:07:31.000 --> 00:07:33.000]  否定他們領導的身份
[00:07:33.000 --> 00:07:35.000]  而是當時有一些
[00:07:35.000 --> 00:07:37.000]  律法主義的猶太人
[00:07:37.000 --> 00:07:40.000]  他們就在不斷地傳說
[00:07:40.000 --> 00:07:41.000]  他們說那些領袖
[00:07:41.000 --> 00:07:44.000]  不同意普羅所傳的福音
[00:07:44.000 --> 00:07:47.000]  因此這些傳說一直傳開去
[00:07:47.000 --> 00:07:48.000]  普羅很清楚知道
[00:07:48.000 --> 00:07:50.000]  他尊敬那些領袖
[00:07:50.000 --> 00:07:53.000]  但他知道真理不在乎哪一個人
[00:07:53.000 --> 00:07:56.000]  而是在乎神 自己
[00:07:56.000 --> 00:07:58.000]  所啟示的道
[00:07:58.000 --> 00:08:01.000]  無論誰有明忘或沒有明忘
[00:08:01.000 --> 00:08:02.000]  那不是最重要
[00:08:02.000 --> 00:08:04.000]  所以我們看回第六節
[00:08:04.000 --> 00:08:07.000]  「至於那些有明忘的
[00:08:07.000 --> 00:08:09.000]  不論他是何等人
[00:08:09.000 --> 00:08:11.000]  都與我無干
[00:08:11.000 --> 00:08:14.000]  臣不以外貌取人」
[00:08:14.000 --> 00:08:15.000]  這裡所說的外貌
[00:08:15.000 --> 00:08:17.000]  不是我們所說的容貌
[00:08:17.000 --> 00:08:20.000]  是說一些人的身份地位
[00:08:20.000 --> 00:08:22.000]  不因為他有身份地位
[00:08:22.000 --> 00:08:24.000]  我們就不可以去判斷
[00:08:24.000 --> 00:08:27.000]  也不因為這個人是領袖
[00:08:27.000 --> 00:08:30.000]  我們就不需要判斷他所說的話
[00:08:30.000 --> 00:08:31.000]  因此弟兄姊妹
[00:08:31.000 --> 00:08:33.000]  當施牧師講道的時候
[00:08:33.000 --> 00:08:37.000]  你要神思明辨
[00:08:37.000 --> 00:08:39.000]  不要因為外貌
[00:08:39.000 --> 00:08:42.000]  你就忘記去判斷
[00:08:42.000 --> 00:08:43.000]  當時普羅說
[00:08:43.000 --> 00:08:45.000]  我不會因為別人的身份
[00:08:45.000 --> 00:08:48.000]  影響了我和他們的溝通
[00:08:48.000 --> 00:08:50.000]  也幫自己能夠很少的
[00:08:50.000 --> 00:08:52.000]  判斷不同的事情
[00:08:52.000 --> 00:08:53.000]  大家會有經驗
[00:08:53.000 --> 00:08:55.000]  如果公司突然聽到
[00:08:55.000 --> 00:08:56.000]  你旁邊的部門
[00:08:56.000 --> 00:08:57.000]  有人說
[00:08:57.000 --> 00:09:00.000]  那個部門的主管批評你們
[00:09:00.000 --> 00:09:03.000]  工作很沒有效率
[00:09:03.000 --> 00:09:04.000]  你聽到的時候
[00:09:04.000 --> 00:09:06.000]  你會怎樣反應呢
[00:09:06.000 --> 00:09:07.000]  可能你很灰心
[00:09:07.000 --> 00:09:10.000]  這麼努力也批評我們
[00:09:10.000 --> 00:09:12.000]  又或者你會很憤怒
[00:09:12.000 --> 00:09:14.000]  為何這樣批評我們呢
[00:09:14.000 --> 00:09:16.000]  都不知道我們有多盡力
[00:09:16.000 --> 00:09:17.000]  去批評我們
[00:09:17.000 --> 00:09:18.000]  還說我們不盡力
[00:09:18.000 --> 00:09:20.000]  沒有效率
[00:09:20.000 --> 00:09:22.000]  因此你看到那個主管的時候
[00:09:22.000 --> 00:09:23.000]  坐到電梯的時候
[00:09:23.000 --> 00:09:26.000]  看見他就寧願不和他聊天
[00:09:26.000 --> 00:09:28.000]  覺得他傷害了你
[00:09:28.000 --> 00:09:29.000]  但事實上
[00:09:29.000 --> 00:09:32.000]  他有沒有說過這句話
[00:09:32.000 --> 00:09:33.000]  你是不知道的
[00:09:33.000 --> 00:09:35.000]  是不是他真正的意思
[00:09:35.000 --> 00:09:37.000]  也不肯定
[00:09:37.000 --> 00:09:38.000]  很多時候
[00:09:38.000 --> 00:09:41.000]  因為這些傳言
[00:09:41.000 --> 00:09:44.000]  我們就不願意和別人溝通
[00:09:44.000 --> 00:09:47.000]  當時有人傳言
[00:09:47.000 --> 00:09:49.000]  這些領袖有這樣的說法
[00:09:49.000 --> 00:09:52.000]  但保羅仍然沒有反對
[00:09:52.000 --> 00:09:56.000]  或者沒有放棄和領袖們的溝通
[00:09:56.000 --> 00:09:58.000]  他特意上到耶路撒冷
[00:09:58.000 --> 00:10:00.000]  去和他們聯繫
[00:10:00.000 --> 00:10:01.000]  和他們傾談
[00:10:01.000 --> 00:10:04.000]  放膽誠實地和他們商討
[00:10:04.000 --> 00:10:06.000]  因此大家看第六節
[00:10:06.000 --> 00:10:09.000]  中間的一句話說
[00:10:09.000 --> 00:10:11.000]  那些有名望的領袖
[00:10:11.000 --> 00:10:14.000]  並沒有加憎我什麼
[00:10:14.000 --> 00:10:15.000]  意思是說
[00:10:15.000 --> 00:10:19.000]  沒有要求他在福音的真理之上
[00:10:19.000 --> 00:10:21.000]  再加上什麼
[00:10:21.000 --> 00:10:23.000]  大家知道當時的猶太的教徒
[00:10:23.000 --> 00:10:25.000]  有一部分認為
[00:10:25.000 --> 00:10:27.000]  如果要信耶穌得救
[00:10:27.000 --> 00:10:29.000]  單單信心不足夠
[00:10:29.000 --> 00:10:32.000]  要加上行國禮
[00:10:32.000 --> 00:10:35.000]  要加上要行律法
[00:10:35.000 --> 00:10:37.000]  才可以得救
[00:10:37.000 --> 00:10:39.000]  但當時保羅和他們溝通之後
[00:10:39.000 --> 00:10:41.000]  清楚大家承認
[00:10:41.000 --> 00:10:44.000]  不需要加憎什麼
[00:10:44.000 --> 00:10:45.000]  第七節
[00:10:45.000 --> 00:10:47.000]  反倒漢見要主託我
[00:10:47.000 --> 00:10:50.000]  傳福音給那未受國禮的人
[00:10:50.000 --> 00:10:53.000]  正如彼得傳福音給那受國禮的人
[00:10:53.000 --> 00:10:57.000]  因為感動他們的聖靈是同一位
[00:10:57.000 --> 00:10:59.000]  然後第九節
[00:10:59.000 --> 00:11:00.000]  中間說
[00:11:00.000 --> 00:11:02.000]  就向我和巴拿巴
[00:11:02.000 --> 00:11:05.000]  用右手行什麼
[00:11:05.000 --> 00:11:08.000]  相交之禮
[00:11:08.000 --> 00:11:10.000]  我們今天常常會握手
[00:11:10.000 --> 00:11:12.000]  禮貌上彼此會問候
[00:11:12.000 --> 00:11:14.000]  但當時的右手相交之禮
[00:11:14.000 --> 00:11:17.000]  是表示一種彼此的肯定
[00:11:17.000 --> 00:11:20.000]  確認神在他生命當中的工作
[00:11:20.000 --> 00:11:22.000]  亦都彼此的祝福
[00:11:22.000 --> 00:11:24.000]  當他們溝通之餘
[00:11:24.000 --> 00:11:25.000]  他們就能夠知道
[00:11:25.000 --> 00:11:27.000]  是真是神的工作
[00:11:27.000 --> 00:11:28.000]  在外邦人當中
[00:11:28.000 --> 00:11:30.000]  做了奇妙的事情
[00:11:30.000 --> 00:11:32.000]  因此彼此的確認
[00:11:32.000 --> 00:11:33.000]  彼此的尊重
[00:11:33.000 --> 00:11:36.000]  一個很寶貴的團契
[00:11:36.000 --> 00:11:39.000]  有一次我回中國國內的時候
[00:11:39.000 --> 00:11:41.000]  聽到一些家庭教會領袖
[00:11:41.000 --> 00:11:43.000]  和我分享一件事情
[00:11:43.000 --> 00:11:45.000]  他們說到有一間家庭教會
[00:11:45.000 --> 00:11:48.000]  其中有一次發生一件事
[00:11:48.000 --> 00:11:52.000]  兩個領袖分別聽到有人在旁邊
[00:11:52.000 --> 00:11:53.000]  對他們說
[00:11:53.000 --> 00:11:57.000]  對方好像是說你很多問題
[00:11:57.000 --> 00:12:00.000]  兩個人聽到之後都很不開心
[00:12:00.000 --> 00:12:03.000]  但後來其中一位領袖就感覺
[00:12:03.000 --> 00:12:07.000]  不可以大家之間批評對方
[00:12:07.000 --> 00:12:10.000]  然後他就主動約對方聊天
[00:12:10.000 --> 00:12:11.000]  他說弟兄
[00:12:11.000 --> 00:12:13.000]  如果我有什麼做得不對
[00:12:13.000 --> 00:12:14.000]  你不要客氣
[00:12:14.000 --> 00:12:15.000]  你告訴我
[00:12:15.000 --> 00:12:17.000]  我很樂意聽
[00:12:17.000 --> 00:12:19.000]  然後這位弟兄說
[00:12:19.000 --> 00:12:20.000]  沒有啊
[00:12:20.000 --> 00:12:21.000]  我沒有對你批評
[00:12:21.000 --> 00:12:23.000]  我很尊敬你
[00:12:23.000 --> 00:12:25.000]  他說你有沒有說過這樣的話
[00:12:25.000 --> 00:12:27.000]  他說沒有
[00:12:27.000 --> 00:12:29.000]  兩個人突然間明白了
[00:12:29.000 --> 00:12:31.000]  因此他們就同心
[00:12:31.000 --> 00:12:34.000]  去追查那個源頭
[00:12:34.000 --> 00:12:35.000]  一路追查
[00:12:35.000 --> 00:12:39.000]  發現是一位叫做弟兄的人
[00:12:39.000 --> 00:12:42.000]  在他們中間一路說這些話
[00:12:42.000 --> 00:12:44.000]  然後發覺這個弟兄
[00:12:44.000 --> 00:12:46.000]  原來是來自一個異端
[00:12:46.000 --> 00:12:48.000]  想在他們中間做滲透
[00:12:48.000 --> 00:12:50.000]  做分裂的工作
[00:12:50.000 --> 00:12:53.000]  當他發覺別人知道他的情況之後
[00:12:53.000 --> 00:12:57.000]  很快就離開這個家庭教會
[00:12:57.000 --> 00:12:59.000]  我聽完之後很感謝神
[00:12:59.000 --> 00:13:00.000]  如果兩位領袖
[00:13:00.000 --> 00:13:03.000]  他們分別將這種憤怒放在心裏
[00:13:03.000 --> 00:13:05.000]  沒有出來大家真正的溝通
[00:13:05.000 --> 00:13:08.000]  他們就面對分裂的危險
[00:13:08.000 --> 00:13:10.000]  但因為他們坦誠放膽
[00:13:10.000 --> 00:13:11.000]  大家來談
[00:13:11.000 --> 00:13:15.000]  神就保守了這間教會
[00:13:15.000 --> 00:13:18.000]  在很多弟兄姊妹之間的相處裏
[00:13:18.000 --> 00:13:19.000]  上上留心
[00:13:19.000 --> 00:13:21.000]  按著神給我們的感動
[00:13:21.000 --> 00:13:22.000]  去坦誠
[00:13:22.000 --> 00:13:26.000]  去放膽的溝通是重要的
[00:13:26.000 --> 00:13:27.000]  第二方面我們再看
[00:13:27.000 --> 00:13:30.000]  當時保羅有些事情是不肯遷就的
[00:13:30.000 --> 00:13:32.000]  大家看回前面的第三節
[00:13:32.000 --> 00:13:38.000]  在第三節保羅說
[00:13:38.000 --> 00:13:39.000]  與我同去的提多
[00:13:39.000 --> 00:13:40.000]  須是希臘人
[00:13:40.000 --> 00:13:43.000]  也沒有勉強他受割禮
[00:13:43.000 --> 00:13:46.000]  也沒有偷著引進來的假弟兄
[00:13:46.000 --> 00:13:49.000]  私下窺探我們在基督耶穌裏的自由
[00:13:49.000 --> 00:13:51.000]  要叫我們作奴僕
[00:13:51.000 --> 00:13:53.000]  但保羅說一刻的功夫
[00:13:53.000 --> 00:13:56.000]  也不容讓馴服他們
[00:13:56.000 --> 00:13:58.000]  為要什麼?大家一起讀
[00:13:58.000 --> 00:14:01.000]  為要叫福音的真理
[00:14:01.000 --> 00:14:05.000]  仍存在你們中間
[00:14:05.000 --> 00:14:09.000]  當時保羅不怕猶太人的批評
[00:14:09.000 --> 00:14:12.000]  他不認為一個愛邦的信徒
[00:14:12.000 --> 00:14:14.000]  要去行割禮
[00:14:14.000 --> 00:14:19.000]  因此堅持著不讓提多做割禮
[00:14:19.000 --> 00:14:21.000]  當時相信他承受很大的壓力
[00:14:21.000 --> 00:14:23.000]  但他堅持不肯這樣做
[00:14:23.000 --> 00:14:25.000]  因為他知道當他這樣做的時候
[00:14:25.000 --> 00:14:27.000]  是極之危險
[00:14:27.000 --> 00:14:29.000]  也被人一種錯誤的訊息
[00:14:29.000 --> 00:14:33.000]  要受割禮才可以得救
[00:14:33.000 --> 00:14:34.000]  當然大家會留心到
[00:14:34.000 --> 00:14:38.000]  有些時候保羅是被他們的門徒受割禮
[00:14:38.000 --> 00:14:48.000]  大家看一看前面的《使徒行傳》第十六章
[00:14:48.000 --> 00:14:50.000]  《使徒行傳》第十六章
[00:14:50.000 --> 00:14:57.000]  當時提到提摩泰其中的第三節
[00:14:57.000 --> 00:14:59.000]  保羅要帶提摩泰和去
[00:14:59.000 --> 00:15:01.000]  指引那些地方的猶太人
[00:15:01.000 --> 00:15:04.000]  都知道他父親是希臘人
[00:15:04.000 --> 00:15:07.000]  就給他行了割禮
[00:15:07.000 --> 00:15:10.000]  或者你會問為什麼有這樣的分別呢?
[00:15:10.000 --> 00:15:13.000]  當你小心看回前面第一節的時候
[00:15:13.000 --> 00:15:17.000]  提摩泰的媽媽是什麼人呢?
[00:15:17.000 --> 00:15:18.000]  是猶太人
[00:15:18.000 --> 00:15:20.000]  他父親是希臘人
[00:15:20.000 --> 00:15:22.000]  媽媽是猶太人
[00:15:22.000 --> 00:15:25.000]  因此他也有猶太人的身份
[00:15:25.000 --> 00:15:27.000]  當時保羅很清楚知道
[00:15:27.000 --> 00:15:30.000]  因為每一個猶太人
[00:15:30.000 --> 00:15:34.000]  是需要表達對律法的尊重
[00:15:34.000 --> 00:15:37.000]  雖然在舊恩裡面不必要行律法
[00:15:37.000 --> 00:15:41.000]  但是在猶太人的歷史當中
[00:15:41.000 --> 00:15:44.000]  只是將律法賜給他們
[00:15:44.000 --> 00:15:46.000]  因此基於他是猶太人的身份
[00:15:46.000 --> 00:15:49.000]  就因此來鼓勵提摩泰
[00:15:49.000 --> 00:15:52.000]  尊重律法而受割禮
[00:15:52.000 --> 00:15:54.000]  但對提多來說
[00:15:54.000 --> 00:15:55.000]  他是一個完全的外邦人
[00:15:55.000 --> 00:15:59.000]  他是完全不需要來接受割禮的
[00:15:59.000 --> 00:16:01.000]  事實上如果大家記得的時候
[00:16:01.000 --> 00:16:04.000]  聖經加勒第書第六章第十五節清楚說
[00:16:04.000 --> 00:16:10.000]  受割禮不受割禮無關緊要
[00:16:10.000 --> 00:16:16.000]  最要緊的是做新做的人
[00:16:16.000 --> 00:16:19.000]  最要緊的是成為一個新做的人
[00:16:19.000 --> 00:16:22.000]  因此保羅在當中清楚判斷提摩泰
[00:16:22.000 --> 00:16:25.000]  為了表達出對律法的尊重
[00:16:25.000 --> 00:16:27.000]  他應該受割禮
[00:16:27.000 --> 00:16:29.000]  提多一受割禮的時候
[00:16:29.000 --> 00:16:33.000]  就表明了福音要行割禮才得救
[00:16:33.000 --> 00:16:35.000]  是他完全不可以接受的
[00:16:35.000 --> 00:16:38.000]  當然他要受到很大的壓力
[00:16:38.000 --> 00:16:40.000]  我記得在2006年的時候
[00:16:40.000 --> 00:16:43.000]  有一件事情對我心靈是一個很大的鼓勵
[00:16:43.000 --> 00:16:45.000]  我有一次機會
[00:16:45.000 --> 00:16:47.000]  一個講座負責做回應講員
[00:16:47.000 --> 00:16:49.000]  當時在溫哥華一位
[00:16:49.000 --> 00:16:51.000]  聖公會的華人牧師
[00:16:51.000 --> 00:16:53.000]  來到香港分享他們的見證
[00:16:53.000 --> 00:16:55.000]  因為我是做回應講員
[00:16:55.000 --> 00:16:56.000]  所以很小心聽
[00:16:56.000 --> 00:16:58.000]  很留心看他們的文件
[00:16:58.000 --> 00:17:00.000]  在聽的時候知道一件事情
[00:17:00.000 --> 00:17:03.000]  就是在2002年的6月
[00:17:03.000 --> 00:17:07.000]  在溫哥華的新西門教區
[00:17:07.000 --> 00:17:13.000]  在當地的主教聯合通過了一個新的條例
[00:17:13.000 --> 00:17:17.000]  就是可以為同性結合者祝福
[00:17:17.000 --> 00:17:20.000]  他們訂了一些崇拜的禮物
[00:17:20.000 --> 00:17:23.000]  就是祝福那些同性戀結婚的人士
[00:17:23.000 --> 00:17:27.000]  特別是所謂的同性戀的教徒
[00:17:27.000 --> 00:17:30.000]  在當中這八間教會
[00:17:30.000 --> 00:17:33.000]  聖公會包括了一間教會是華人的教會
[00:17:33.000 --> 00:17:35.000]  他們很難接受
[00:17:35.000 --> 00:17:37.000]  因為主教說這件事情
[00:17:37.000 --> 00:17:40.000]  其實只不過是一個牧羊的關懷表達
[00:17:40.000 --> 00:17:42.000]  我們關懷這些同性戀者
[00:17:42.000 --> 00:17:44.000]  所以為他們祝福
[00:17:44.000 --> 00:17:46.000]  但是對於這八間教會來說
[00:17:46.000 --> 00:17:50.000]  我們清楚知道這件事情牽涉很大
[00:17:50.000 --> 00:17:54.000]  第一是否定了神創造的秩序
[00:17:54.000 --> 00:17:56.000]  神做男做女
[00:17:56.000 --> 00:17:58.000]  二人成為一體
[00:17:58.000 --> 00:18:00.000]  第二當這樣做的時候
[00:18:00.000 --> 00:18:03.000]  是將罪的定義改變了
[00:18:03.000 --> 00:18:06.000]  認為同性戀不是罪
[00:18:06.000 --> 00:18:09.000]  因此就陷這些同性戀的教徒
[00:18:09.000 --> 00:18:11.000]  長期在罪當中
