
[00:00:00.000 --> 00:00:02.000]  沒錯,神很愛這個世界
[00:01:26.000 --> 00:01:28.000]  你沒想過,為什麼祂要這樣做?
[00:01:28.000 --> 00:01:31.000]  有什麼好處?難道我信耶穌之後給祂一個勇氣嗎?
[00:01:31.000 --> 00:01:34.000]  沒有的,沒有任何好處
[00:01:34.000 --> 00:01:36.000]  祂因為只是一個原因,你也知道
[00:01:36.000 --> 00:01:39.000]  祂經驗了祂和神的關係
[00:01:39.000 --> 00:01:41.000]  祂認識了宇宙的真神
[00:01:41.000 --> 00:01:43.000]  祂感覺到真實的生命的改變
[00:01:43.000 --> 00:01:45.000]  祂很開心,祂覺得很幸福
[00:01:45.000 --> 00:01:48.000]  祂也希望你能夠享受到幸福
[00:01:48.000 --> 00:01:50.000]  因為祂愛你,祂知道神愛你
[00:01:50.000 --> 00:01:51.000]  就是這麼簡單
[00:01:51.000 --> 00:01:53.000]  我希望你今天不要再排斥
[00:01:53.000 --> 00:01:55.000]  也不要再拒絕愛
[00:01:55.000 --> 00:01:57.000]  接受神對你的愛
[00:01:57.000 --> 00:01:59.000]  當然我們也要再看看
[00:01:59.000 --> 00:02:01.000]  究竟神的愛
[00:02:01.000 --> 00:02:04.000]  基督教的信仰有什麼特別呢?
[00:02:04.000 --> 00:02:09.000]  今天我想和大家從中國的宗教角度
[00:02:09.000 --> 00:02:12.000]  再看一看基督教的特別地方
[00:02:12.000 --> 00:02:14.000]  基督教和中國的宗教信仰
[00:02:14.000 --> 00:02:16.000]  當然也有它們相同的
[00:02:16.000 --> 00:02:18.000]  也有不同的地方
[00:02:18.000 --> 00:02:23.000]  我自己也是在大學教宗教的
[00:02:23.000 --> 00:02:27.000]  所以也有資格講一下中國的宗教信仰
[00:02:27.000 --> 00:02:29.000]  也是我自己是基督教徒
[00:02:29.000 --> 00:02:30.000]  今年信了四十年
[00:02:30.000 --> 00:02:32.000]  我也知道基督教信仰是什麼
[00:02:32.000 --> 00:02:36.000]  我嘗試和大家很坦誠地來談這個問題
[00:02:36.000 --> 00:02:38.000]  為什麼要講中國的宗教信仰呢?
[00:02:38.000 --> 00:02:40.000]  因為我一直想到這個題目
[00:02:40.000 --> 00:02:45.000]  因為新年特別多中國民間的宗教信仰活動
[00:02:45.000 --> 00:02:47.000]  一年一兩次
[00:02:47.000 --> 00:02:49.000]  到了新年的時候
[00:02:49.000 --> 00:02:53.000]  車公廟、皇太師廟、香火很鼎盛
[00:02:53.000 --> 00:02:54.000]  我們中國人也是這樣的
[00:02:54.000 --> 00:02:56.000]  一年就不多見它
[00:02:56.000 --> 00:02:59.000]  不過一年有兩三次就忽然神心
[00:02:59.000 --> 00:03:02.000]  很快就回去找工作
[00:03:02.000 --> 00:03:04.000]  又不見人去
[00:03:04.000 --> 00:03:06.000]  這個就是中國的信仰的特色
[00:03:06.000 --> 00:03:10.000]  很功利、很實用、很實際
[00:03:10.000 --> 00:03:14.000]  我在加拿大一段時間
[00:03:14.000 --> 00:03:17.000]  我在加拿大十幾年的時間
[00:03:17.000 --> 00:03:18.000]  在加拿大
[00:03:18.000 --> 00:03:22.000]  這八十年代有很多人移民去了加拿大多倫多
[00:03:22.000 --> 00:03:25.000]  當年突然看到一個消息
[00:03:25.000 --> 00:03:28.000]  就是黃大仙也移民
[00:03:28.000 --> 00:03:32.000]  原來香港的黃大仙也有去到分組開了分站
[00:03:32.000 --> 00:03:36.000]  在多倫多移民去了加拿大多倫多
[00:03:36.000 --> 00:03:38.000]  沒什麼特別
[00:03:38.000 --> 00:03:42.000]  過了兩年之後又有另一個黃大仙廟在多倫多建造
[00:03:42.000 --> 00:03:44.000]  兩間黃大仙廟這次是雙胞胎
[00:03:44.000 --> 00:03:47.000]  第二間更大更漂亮
[00:03:47.000 --> 00:03:49.000]  打官司
[00:03:49.000 --> 00:03:51.000]  說哪一間是真的呢
[00:03:51.000 --> 00:03:54.000]  第一間來的當然是真的
[00:03:54.000 --> 00:03:55.000]  我先來
[00:03:55.000 --> 00:03:57.000]  第二間說你看看這間這麼醜
[00:03:57.000 --> 00:03:59.000]  我那間這麼大
[00:03:59.000 --> 00:04:00.000]  大那間才是真的
[00:04:00.000 --> 00:04:01.000]  於是大家打官司
[00:04:01.000 --> 00:04:02.000]  真的很有趣
[00:04:02.000 --> 00:04:04.000]  我們外人也不妨
[00:04:04.000 --> 00:04:08.000]  無謂在這裡有什麼意見
[00:04:08.000 --> 00:04:09.000]  看看就算了
[00:04:09.000 --> 00:04:10.000]  過了幾年之後
[00:04:10.000 --> 00:04:14.000]  我在學校教中國民間宗教
[00:04:14.000 --> 00:04:16.000]  有外國同學和中國同學
[00:04:16.000 --> 00:04:19.000]  突然想起不如帶他們去看看廟
[00:04:19.000 --> 00:04:21.000]  外國人從來沒去過中國的廟
[00:04:21.000 --> 00:04:23.000]  這麼遠回香港就很難
[00:04:23.000 --> 00:04:26.000]  在多倫多有間黃大仙廟帶他們去看看
[00:04:26.000 --> 00:04:28.000]  於是那天我就帶了一組隊
[00:04:28.000 --> 00:04:31.000]  一群人就去黃大仙廟看看
[00:04:31.000 --> 00:04:33.000]  給他們見識一下中國的廟
[00:04:33.000 --> 00:04:35.000]  去到關了門
[00:04:35.000 --> 00:04:37.000]  關了門沒有開
[00:04:37.000 --> 00:04:39.000]  說了幾年才打官司
[00:04:39.000 --> 00:04:42.000]  爭論誰是真的
[00:04:42.000 --> 00:04:43.000]  後來問了一些人
[00:04:43.000 --> 00:04:46.000]  原來聽說黃大仙移民之後
[00:04:46.000 --> 00:04:49.000]  沒有人來
[00:04:49.000 --> 00:04:50.000]  沒人去
[00:04:50.000 --> 00:04:52.000]  結業了
[00:04:52.000 --> 00:04:54.000]  老實說中國人很現實
[00:04:54.000 --> 00:04:55.000]  你來我就來
[00:04:55.000 --> 00:04:58.000]  你不來就別來
[00:04:58.000 --> 00:05:01.000]  我要你才來
[00:05:01.000 --> 00:05:03.000]  不要你就不要吵我
[00:05:03.000 --> 00:05:04.000]  不要搞我
[00:05:04.000 --> 00:05:08.000]  這就是中國人比較現實的宗教觀
[00:05:08.000 --> 00:05:09.000]  為什麼呢
[00:05:09.000 --> 00:05:11.000]  因為中國人看宗教
[00:05:11.000 --> 00:05:13.000]  不管真假
[00:05:13.000 --> 00:05:15.000]  最重要是能不能安身立命
[00:05:15.000 --> 00:05:18.000]  這就是今天的題目第一部分
[00:05:18.000 --> 00:05:20.000]  中國人安身立命這兩個
[00:05:20.000 --> 00:05:22.000]  我就不和大家慢慢研究古書
[00:05:22.000 --> 00:05:24.000]  來自逆轉和孟子
[00:05:24.000 --> 00:05:26.000]  安身立命的意思大家都知道
[00:05:26.000 --> 00:05:28.000]  中國人希望
[00:05:28.000 --> 00:05:31.000]  一個宗教能夠幫我安身立命
[00:05:31.000 --> 00:05:33.000]  面對不同的環境
[00:05:33.000 --> 00:05:34.000]  心裡有個安
[00:05:34.000 --> 00:05:36.000]  一個平安
[00:05:36.000 --> 00:05:38.000]  能夠幫我做一個好人
[00:05:38.000 --> 00:05:40.000]  這就是一個宗教
[00:05:40.000 --> 00:05:41.000]  真不真呢
[00:05:41.000 --> 00:05:43.000]  當然是真
[00:05:43.000 --> 00:05:46.000]  一個不能幫人安身立命的宗教信來有用嗎
[00:05:46.000 --> 00:05:49.000]  但只是安身立命夠不夠呢
[00:05:49.000 --> 00:05:51.000]  這就是我們今天要處理的問題
[00:05:51.000 --> 00:05:53.000]  不如我們先問一個
[00:05:53.000 --> 00:05:55.000]  更直接和基督教有關的問題
[00:05:55.000 --> 00:05:59.000]  基督教信仰能不能安身立命
[00:05:59.000 --> 00:06:02.000]  這是最基本的條件
[00:06:02.000 --> 00:06:07.000]  基督教信仰能不能讓信仰的人安身立命
[00:06:07.000 --> 00:06:09.000]  當然可以
[00:06:09.000 --> 00:06:11.000]  剛才說不行
[00:06:11.000 --> 00:06:13.000]  信來幹什麼
[00:06:13.000 --> 00:06:16.000]  基督教當然可以讓人安身立命
[00:06:16.000 --> 00:06:18.000]  這就是中國人信基督教的時候
[00:06:18.000 --> 00:06:22.000]  基督教肯定是他們一個很重要的考慮
[00:06:22.000 --> 00:06:25.000]  因為基督教能夠帶給相信信仰的人
[00:06:25.000 --> 00:06:28.000]  相信基督教的人有一個安身立命的生命
[00:06:28.000 --> 00:06:30.000]  什麼叫安身立命呢
[00:06:30.000 --> 00:06:32.000]  很多不同的宗教不同的方式
[00:06:32.000 --> 00:06:35.000]  有人教我們看破解脫苦難
[00:06:35.000 --> 00:06:38.000]  有些宗教幫我們在幽魂的世界探索
[00:06:38.000 --> 00:06:42.000]  像道教一樣打通幽魂的世界和現實的世界
[00:06:42.000 --> 00:06:44.000]  陽間陰間
[00:06:44.000 --> 00:06:49.000]  有些宗教教我們要有很多道德上的操守
[00:06:49.000 --> 00:06:51.000]  譬如伊斯蘭教我們要行五公
[00:06:51.000 --> 00:06:54.000]  還有一生起碼要去麥加朝聖
[00:06:54.000 --> 00:06:56.000]  這些很多宗教都有不同的條件
[00:06:56.000 --> 00:06:58.000]  幫我們不同的角度去安身立命
[00:06:58.000 --> 00:07:02.000]  那麼基督教怎樣幫一個信他的人
[00:07:02.000 --> 00:07:05.000]  基督教徒安身立命呢
[00:07:05.000 --> 00:07:08.000]  剛才我們所讀的聖經都講得很清楚
[00:07:08.000 --> 00:07:11.000]  其實整個聖經整個信仰
[00:07:11.000 --> 00:07:15.000]  你來到基督教會你都會多多少少聽到有兩個字
[00:07:15.000 --> 00:07:19.000]  一個叫喜樂一個叫平安
[00:07:19.000 --> 00:07:20.000]  你信耶穌怎樣
[00:07:20.000 --> 00:07:23.000]  信耶穌之後有喜樂有平安
[00:07:23.000 --> 00:07:24.000]  這個很真實
[00:07:24.000 --> 00:07:26.000]  很能夠總括一個基督教徒
[00:07:26.000 --> 00:07:27.000]  他信了神之後
[00:07:27.000 --> 00:07:29.000]  他和神有一個新的關係之後
[00:07:29.000 --> 00:07:33.000]  他能夠得到一種從來以前未經驗過的體驗
[00:07:33.000 --> 00:07:35.000]  就是喜樂和平安
[00:07:35.000 --> 00:07:38.000]  喜樂平安就文奏奏少少
[00:07:38.000 --> 00:07:40.000]  比較現代一點的術語來說
[00:07:40.000 --> 00:07:43.000]  就是一種真正的滿足感
[00:07:43.000 --> 00:07:44.000]  喜樂是吧
[00:07:44.000 --> 00:07:46.000]  最終極的滿足感
[00:07:46.000 --> 00:07:49.000]  平安是真正的安全感
[00:07:49.000 --> 00:07:52.000]  滿足感安全感
[00:07:52.000 --> 00:07:55.000]  坦白說這是香港人最缺乏的
[00:07:55.000 --> 00:07:56.000]  你認不認呢
[00:07:56.000 --> 00:07:58.000]  真的
[00:07:58.000 --> 00:08:01.000]  真正的滿足感來自什麼呢
[00:08:01.000 --> 00:08:03.000]  剛才我們所讀的那段是羅馬書第五章
[00:08:03.000 --> 00:08:04.000]  你有興趣可以翻開
[00:08:04.000 --> 00:08:06.000]  如果你說我只是想聽聽
[00:08:06.000 --> 00:08:07.000]  那也不要緊
[00:08:07.000 --> 00:08:08.000]  我都講給你聽
[00:08:08.000 --> 00:08:10.000]  你回去慢慢可以再看
[00:08:10.000 --> 00:08:11.000]  你可以看著
[00:08:11.000 --> 00:08:12.000]  也不需要看著
[00:08:12.000 --> 00:08:14.000]  羅馬書第五章那裡說到
[00:08:14.000 --> 00:08:16.000]  為什麼一個信了耶穌的人
[00:08:16.000 --> 00:08:17.000]  一個基督徒
[00:08:17.000 --> 00:08:20.000]  能夠有一種真正的滿足感呢
[00:08:20.000 --> 00:08:22.000]  因為宇宙的主宰
[00:08:22.000 --> 00:08:23.000]  永恆的主宰
[00:08:23.000 --> 00:08:28.000]  用不變的愛去愛他
[00:08:28.000 --> 00:08:30.000]  被愛
[00:08:30.000 --> 00:08:32.000]  被一個宇宙的主宰去愛他
[00:08:32.000 --> 00:08:35.000]  並且用不變的愛去愛的話
[00:08:35.000 --> 00:08:36.000]  這個人就明白
[00:08:36.000 --> 00:08:40.000]  什麼叫做滿足感
[00:08:40.000 --> 00:08:42.000]  聖經裡面的詩篇二十三篇
[00:08:42.000 --> 00:08:44.000]  第一節很出名的
[00:08:44.000 --> 00:08:47.000]  耶和華是我的目者
[00:08:47.000 --> 00:08:50.000]  我不自缺乏
[00:08:50.000 --> 00:08:51.000]  中文是這樣翻譯的
[00:08:51.000 --> 00:08:53.000]  其實原文的意思更加深刻
[00:08:53.000 --> 00:08:57.000]  如果我有神和我一起過人生路的話
[00:08:57.000 --> 00:09:00.000]  我就不再需要什麼了
[00:09:00.000 --> 00:09:02.000]  英文是I shall not want
[00:09:02.000 --> 00:09:04.000]  這個詩很美麗
[00:09:04.000 --> 00:09:06.000]  我沒有缺乏就不是最重要
[00:09:06.000 --> 00:09:08.000]  因為人總有缺乏的
[00:09:08.000 --> 00:09:09.000]  不過問題是
[00:09:09.000 --> 00:09:10.000]  當一個人說我滿足了
[00:09:10.000 --> 00:09:12.000]  其他東西我都不再需要
[00:09:12.000 --> 00:09:13.000]  有也好沒有也好
[00:09:13.000 --> 00:09:15.000]  我心裡面已經滿足
[00:09:15.000 --> 00:09:17.000]  原來神做人的時候
[00:09:17.000 --> 00:09:18.000]  心裡面留了一個空檔
[00:09:18.000 --> 00:09:21.000]  有些小事可以塞一會兒
[00:09:21.000 --> 00:09:24.000]  錢、名譽、地位、愛情
[00:09:24.000 --> 00:09:26.000]  各方面權力
[00:09:26.000 --> 00:09:29.000]  都可以塞到某一個程度的滿足
[00:09:29.000 --> 00:09:31.000]  但是終極的滿足感
[00:09:31.000 --> 00:09:34.000]  還是需要神自己親自來給你
[00:09:34.000 --> 00:09:36.000]  所以信了耶穌的人就明白
[00:09:36.000 --> 00:09:38.000]  什麼叫做真正的滿足感
[00:09:38.000 --> 00:09:42.000]  因為那位不變的永恆的神
[00:09:42.000 --> 00:09:44.000]  竟然愛我
[00:09:44.000 --> 00:09:46.000]  這種被愛
[00:09:46.000 --> 00:09:48.000]  而且不變的愛的感動
[00:09:48.000 --> 00:09:51.000]  是最深的滿足
[00:09:51.000 --> 00:09:53.000]  這是什麼的愛
[00:09:53.000 --> 00:09:55.000]  這個愛不是因為我可愛而愛
[00:09:55.000 --> 00:09:57.000]  聖經裡面說的很有意思
[00:09:57.000 --> 00:10:00.000]  羅馬書第四節跟著第七節說
[00:10:00.000 --> 00:10:05.000]  人世間愛的最高峰的表現
[00:10:05.000 --> 00:10:08.000]  就在於為對方犧牲
[00:10:08.000 --> 00:10:11.000]  為愛而犧牲是最高的情操
[00:10:11.000 --> 00:10:14.000]  犧牲最極盡的就是為對方而死
[00:10:14.000 --> 00:10:16.000]  我想這個沒有人會反對
[00:10:16.000 --> 00:10:18.000]  這是愛的最高的表現
[00:10:18.000 --> 00:10:20.000]  人間有沒有人可以做到這樣的愛呢
[00:10:20.000 --> 00:10:22.000]  都有,不過已經不多了
[00:10:22.000 --> 00:10:25.000]  都有的,我舉了兩個例子
[00:10:25.000 --> 00:10:29.000]  如果你是義人,為義人死的
[00:10:29.000 --> 00:10:32.000]  義人的意思就是偉人,偉大的人
[00:10:32.000 --> 00:10:34.000]  這麼偉大的人有時候
[00:10:34.000 --> 00:10:35.000]  當他面對危險的時候
[00:10:35.000 --> 00:10:37.000]  好像孫中山先生這樣
[00:10:37.000 --> 00:10:38.000]  他生命危險的時候
[00:10:38.000 --> 00:10:40.000]  有人會跳出來幫他擋一槍擋一刀
[00:10:40.000 --> 00:10:41.000]  為什麼呢?
[00:10:41.000 --> 00:10:42.000]  孫先生,你很重要
[00:10:42.000 --> 00:10:44.000]  中國需要你,讓我幫你擋
[00:10:44.000 --> 00:10:47.000]  這種很偉大的犧牲的愛
[00:10:47.000 --> 00:10:49.000]  因為這是偉大的人
[00:10:49.000 --> 00:10:51.000]  所以我們為他而犧牲
[00:10:51.000 --> 00:10:52.000]  有時候也值得
[00:10:52.000 --> 00:10:54.000]  不過能夠這樣做的也不多
[00:10:54.000 --> 00:10:57.000]  但也很令我們佩服
[00:10:57.000 --> 00:10:59.000]  為好人而死的
[00:10:59.000 --> 00:11:01.000]  或者有時候會有人這樣做
[00:11:01.000 --> 00:11:03.000]  好人不是一般的好人
[00:11:03.000 --> 00:11:06.000]  好人的意思就是於你有恩的人
[00:11:06.000 --> 00:11:08.000]  他曾經有恩於你,犧牲過給你
[00:11:08.000 --> 00:11:10.000]  現在他有難的時候,你就好了
[00:11:10.000 --> 00:11:13.000]  我看見你一直以來對我這樣犧牲
[00:11:13.000 --> 00:11:16.000]  現在我為你去付上我的犧牲
[00:11:16.000 --> 00:11:17.000]  也正確值得
[00:11:17.000 --> 00:11:18.000]  我回報你
[00:11:18.000 --> 00:11:22.000]  報恩,以至最後有犧牲的愛出現
[00:11:22.000 --> 00:11:24.000]  也令我們很感動,很偉大
[00:11:24.000 --> 00:11:28.000]  人間的愛的偉大犧牲到這樣是極盡的
[00:11:28.000 --> 00:11:29.000]  醒一說得很清楚
[00:11:29.000 --> 00:11:31.000]  他說如果你明白的話
[00:11:31.000 --> 00:11:32.000]  你就明白神的愛
[00:11:32.000 --> 00:11:35.000]  在這個比較裡面你就更加驚訝
[00:11:35.000 --> 00:11:39.000]  因為當我們為有神
[00:11:39.000 --> 00:11:42.000]  耶穌基督在我們還作罪人的時候
[00:11:42.000 --> 00:11:44.000]  就為我們而死
[00:11:44.000 --> 00:11:46.000]  這就不可思議了
[00:11:46.000 --> 00:11:50.000]  為人死,愛一個人也要有理由
[00:11:50.000 --> 00:11:52.000]  他偉大,我為他死
[00:11:52.000 --> 00:11:54.000]  他對我有恩,我當然願意做
[00:11:54.000 --> 00:11:56.000]  有時候也做不到
[00:11:56.000 --> 00:11:58.000]  但做得到的時候,也很罕有
[00:11:58.000 --> 00:12:00.000]  但是他是誰呢?
[00:12:00.000 --> 00:12:03.000]  當我們還作罪人,也就是我們還沒有認識神的時候
[00:12:03.000 --> 00:12:05.000]  我們對他還是很漠視的時候
[00:12:05.000 --> 00:12:07.000]  還是很囂張的時候
[00:12:07.000 --> 00:12:10.000]  甚至我們憎恨神的時候
[00:12:10.000 --> 00:12:15.000]  就在那個時候,神已經首先愛上了你
[00:12:15.000 --> 00:12:19.000]  這個愛真是不可思議
[00:12:19.000 --> 00:12:20.000]  你知不知道這個愛
[00:12:20.000 --> 00:12:23.000]  是完全不是因為我可愛,不是因為你可愛
[00:12:23.000 --> 00:12:26.000]  他愛你,就是因為你是他所創造的
[00:12:26.000 --> 00:12:27.000]  他就愛你
[00:12:27.000 --> 00:12:28.000]  他等候你回轉
[00:12:28.000 --> 00:12:30.000]  就好像那個爸爸
[00:12:30.000 --> 00:12:33.000]  耶穌說的比喻裡面的浪子回頭
[00:12:33.000 --> 00:12:35.000]  那個兒子花了他所有的錢
[00:12:35.000 --> 00:12:38.000]  沒有任何好處,沒有一點可愛
[00:12:38.000 --> 00:12:39.000]  但當他願意回頭的時候
[00:12:39.000 --> 00:12:41.000]  他發覺還沒到家裡
[00:12:41.000 --> 00:12:43.000]  他爸爸已經站在門口等著他
[00:12:43.000 --> 00:12:45.000]  這就是一個
[00:12:45.000 --> 00:12:48.000]  完全付出不可愛他去愛的愛
[00:12:48.000 --> 00:12:50.000]  我不知道能不能告訴你
[00:12:50.000 --> 00:12:51.000]  我有時候也在這裡
[00:12:51.000 --> 00:12:53.000]  如果有基督徒認識我
[00:12:53.000 --> 00:12:54.000]  也聽我說過
[00:12:54.000 --> 00:12:56.000]  我真的回想起來
[00:12:56.000 --> 00:12:57.000]  你不知道是否明白
[00:12:57.000 --> 00:12:59.000]  我就真的很明白那種不可思議
[00:12:59.000 --> 00:13:02.000]  因為我記得我還沒相信耶穌之前的壞樣子
[00:13:02.000 --> 00:13:04.000]  我相信了耶穌四十年
[00:13:04.000 --> 00:13:05.000]  但我還沒相信耶穌之前的壞樣子
[00:13:05.000 --> 00:13:06.000]  我還記得
[00:13:06.000 --> 00:13:07.000]  那時候在中學
[00:13:07.000 --> 00:13:08.000]  在一個基督教學校讀書
[00:13:08.000 --> 00:13:10.000]  但一直是反基督教徒
[00:13:10.000 --> 00:13:12.000]  一直是最憎恨的基督徒
[00:13:12.000 --> 00:13:13.000]  最憎恨基督教
[00:13:13.000 --> 00:13:15.000]  基督徒這邊來,我在那邊走
[00:13:15.000 --> 00:13:17.000]  然後我們玩
[00:13:17.000 --> 00:13:19.000]  我記得那時候玩一些很無聊的東西
[00:13:19.000 --> 00:13:21.000]  幾個同學圍一個圈
[00:13:21.000 --> 00:13:23.000]  幾個男生就在中間放一盒朱古力
[00:13:23.000 --> 00:13:25.000]  然後每個人就罵基督教一句
[00:13:25.000 --> 00:13:26.000]  用髒話罵耶穌
[00:13:26.000 --> 00:13:28.000]  罵得最噁心的那個可以吃一顆
[00:13:28.000 --> 00:13:30.000]  玩一些這麼賤的東西
[00:13:30.000 --> 00:13:32.000]  就是那個時候
[00:13:32.000 --> 00:13:34.000]  神都愛我
[00:13:34.000 --> 00:13:36.000]  你是不是不可思議?
[00:13:36.000 --> 00:13:37.000]  他是沒有條件的愛
[00:13:37.000 --> 00:13:40.000]  人間的愛絕對沒有做到這樣的時候
[00:13:40.000 --> 00:13:41.000]  當你經歷了這種愛的時候
[00:13:41.000 --> 00:13:43.000]  你就有一種很深的滿足感
[00:13:43.000 --> 00:13:45.000]  好幾年前
[00:13:45.000 --> 00:13:48.000]  我有機會聽一個基督徒的姐妹
[00:13:48.000 --> 00:13:50.000]  信耶穌的姐妹來做見證
[00:13:50.000 --> 00:13:52.000]  我自己到現在還很記得
[00:13:52.000 --> 00:13:55.000]  那位女士她是做清潔的
[00:13:55.000 --> 00:13:56.000]  真的很低微的工作
[00:13:56.000 --> 00:13:57.000]  小學都還沒讀完
[00:13:57.000 --> 00:13:58.000]  做清潔
[00:13:58.000 --> 00:13:59.000]  你知道收入很少
[00:13:59.000 --> 00:14:00.000]  她出來做見證
[00:14:00.000 --> 00:14:01.000]  我好記得她說什麼
[00:14:01.000 --> 00:14:03.000]  她有沒有讀書不多
[00:14:03.000 --> 00:14:04.000]  我不是很會說
[00:14:04.000 --> 00:14:05.000]  不過我就告訴你
[00:14:05.000 --> 00:14:07.000]  沒有人尊重我
[00:14:07.000 --> 00:14:08.000]  我在上班那裡
[00:14:08.000 --> 00:14:09.000]  人們當我垃圾
[00:14:09.000 --> 00:14:10.000]  回到家裡
[00:14:10.000 --> 00:14:11.000]  人們當我沒有道
[00:14:11.000 --> 00:14:13.000]  但是她說我信耶穌之後
[00:14:13.000 --> 00:14:15.000]  我覺得這些不要緊了
[00:14:15.000 --> 00:14:17.000]  因為神愛我如珠如寶
[00:14:17.000 --> 00:14:19.000]  她還有幾句話
[00:14:19.000 --> 00:14:20.000]  更精彩了
[00:14:20.000 --> 00:14:21.000]  不要看她還沒讀這麼多書
[00:14:21.000 --> 00:14:22.000]  她很有智慧
[00:14:22.000 --> 00:14:24.000]  她說為什麼我覺得很好
[00:14:24.000 --> 00:14:25.000]  因為我發現
[00:14:25.000 --> 00:14:27.000]  我知道神愛我如珠如寶
[00:14:27.000 --> 00:14:28.000]  為什麼呢
[00:14:28.000 --> 00:14:29.000]  因為那些踩我的人
[00:14:29.000 --> 00:14:30.000]  她都還沒相信
[00:14:30.000 --> 00:14:31.000]  神還沒救她
[00:14:31.000 --> 00:14:32.000]  她才救我
[00:14:32.000 --> 00:14:34.000]  我多有價值
[00:14:34.000 --> 00:14:35.000]  真是厲害
[00:14:35.000 --> 00:14:36.000]  她沒有說就了人
[00:14:36.000 --> 00:14:37.000]  以後不要信
[00:14:37.000 --> 00:14:38.000]  不過她說
[00:14:38.000 --> 00:14:39.000]  起碼神先愛我
[00:14:39.000 --> 00:14:40.000]  你明白嗎
[00:14:40.000 --> 00:14:41.000]  多有價值
[00:14:41.000 --> 00:14:42.000]  我告訴你
[00:14:42.000 --> 00:14:44.000]  你看到她說這些話的時候
[00:14:44.000 --> 00:14:45.000]  那個眼神
[00:14:45.000 --> 00:14:46.000]  那個喜樂
[00:14:46.000 --> 00:14:48.000]  你知道不是假的
[00:14:48.000 --> 00:14:50.000]  一個人真的有那種心裡
[00:14:50.000 --> 00:14:51.000]  最深的滿足
[00:14:51.000 --> 00:14:54.000]  因為那位宇宙的主宰愛她
[00:14:54.000 --> 00:14:56.000]  這種滿足感
[00:14:56.000 --> 00:14:58.000]  是基督教信仰裡
[00:14:58.000 --> 00:15:00.000]  一種很寶貴的禮物
[00:15:00.000 --> 00:15:02.000]  送給每一個相信的人
[00:15:02.000 --> 00:15:04.000]  真正的滿足感
[00:15:04.000 --> 00:15:05.000]  真正的安全感
[00:15:05.000 --> 00:15:06.000]  平安
[00:15:06.000 --> 00:15:08.000]  安全感
[00:15:08.000 --> 00:15:11.000]  是來自當我們人生有變幻的時候
[00:15:11.000 --> 00:15:12.000]  我們以為可以靠的東西
[00:15:12.000 --> 00:15:14.000]  全部都沒有的時候
[00:15:14.000 --> 00:15:16.000]  就真的考驗你的安全感
[00:15:16.000 --> 00:15:18.000]  你一帆風順的時候
[00:15:18.000 --> 00:15:20.000]  講安全感是多餘的
[00:15:20.000 --> 00:15:22.000]  到你什麼都沒有的時候
[00:15:22.000 --> 00:15:25.000]  究竟你的安全感在哪裡
[00:15:25.000 --> 00:15:28.000]  正經的說很有意思的
[00:15:28.000 --> 00:15:29.000]  第四章
[00:15:29.000 --> 00:15:30.000]  第四節
[00:15:30.000 --> 00:15:31.000]  第三節說
