
[00:00:00.000 --> 00:00:02.240]  按照我定出來的題目
[00:03:12.940 --> 00:03:15.940]  是彼得前書的二章九至十節
[00:03:15.940 --> 00:03:21.940]  他也說到這群人基督徒作為一個眾數
[00:03:21.940 --> 00:03:25.940]  他們說唯有你們
[00:03:25.940 --> 00:03:28.940]  指著這群基督徒作為一個整體
[00:03:28.940 --> 00:03:29.940]  即是教會
[00:03:29.940 --> 00:03:30.940]  是被揀選的族裔
[00:03:30.940 --> 00:03:32.940]  是有君尊的祭司
[00:03:32.940 --> 00:03:33.940]  是聖結的國度
[00:03:33.940 --> 00:03:35.940]  是屬上帝的子民
[00:03:35.940 --> 00:03:38.940]  要記門宣揚 要召你們出黑暗
[00:03:38.940 --> 00:03:40.940]  入奇妙光明者的美德
[00:03:40.940 --> 00:03:44.940]  這個是屬上帝的子民
[00:03:44.940 --> 00:03:50.940]  相信大家都知道這句說話的背景一定是回應舊約
[00:03:50.940 --> 00:03:52.940]  神的子民是People of God
[00:03:52.940 --> 00:03:54.940]  即是指以色列人
[00:03:54.940 --> 00:03:58.940]  大家都知道在保羅的神學裏面都很清楚
[00:03:58.940 --> 00:04:00.940]  比如加拉太書
[00:04:00.940 --> 00:04:07.940]  舊約神的子民的意義是在新約裏面承傳出來
[00:04:07.940 --> 00:04:10.940]  舊約律法是在新約的救恩裏面承傳出來
[00:04:10.940 --> 00:04:14.940]  然後舊約神的子民在新約裏面
[00:04:14.940 --> 00:04:18.940]  是就這個教會表達出來
[00:04:18.940 --> 00:04:23.940]  我不詳細討論加拉太書三章和高蘭德後書六章
[00:04:23.940 --> 00:04:24.940]  大家回去看就知道
[00:04:24.940 --> 00:04:27.940]  是新的以色列就是教會
[00:04:27.940 --> 00:04:30.940]  有什麼意義呢
[00:04:30.940 --> 00:04:32.940]  簡化來說
[00:04:32.940 --> 00:04:36.940]  我們想看的是神和教會的關係
[00:04:36.940 --> 00:04:42.940]  即是當日以色列人和神的納約的關係
[00:04:42.940 --> 00:04:46.940]  以色列人在神的心目中就是他的子民
[00:04:46.940 --> 00:04:48.940]  神是他們權威的主宰
[00:04:48.940 --> 00:04:50.940]  是他們的王
[00:04:50.940 --> 00:04:55.940]  所以強調這班人是信奉主宰
[00:04:55.940 --> 00:04:57.940]  神有絕對的權威
[00:04:57.940 --> 00:05:02.940]  還有神有揀選和拯救的恩典給他們
[00:05:02.940 --> 00:05:05.940]  看回教會就很清楚
[00:05:05.940 --> 00:05:10.940]  這個教會在神的面前是有同樣的地位
[00:05:10.940 --> 00:05:12.940]  這班人是神救出來的
[00:05:12.940 --> 00:05:14.940]  揀選出來的
[00:05:14.940 --> 00:05:15.940]  靠恩典的
[00:05:15.940 --> 00:05:16.940]  沒有什麼可誇之處
[00:05:16.940 --> 00:05:18.940]  不是自由組合
[00:05:18.940 --> 00:05:19.940]  不是他決定
[00:05:19.940 --> 00:05:21.940]  不是他受洗
[00:05:21.940 --> 00:05:23.940]  而是神在救恩裏面揀選出來
[00:05:23.940 --> 00:05:25.940]  帶他們來成為
[00:05:25.940 --> 00:05:26.940]  像以色列人一樣
[00:05:26.940 --> 00:05:30.940]  在當日的民族中就是救這個民族
[00:05:30.940 --> 00:05:33.940]  今天你和我都是
[00:05:33.940 --> 00:05:36.940]  在民族中的兄弟姐妹都未得救
[00:05:36.940 --> 00:05:38.940]  你的朋友同事未得救
[00:05:38.940 --> 00:05:41.940]  你的性格和你相似的好朋友都未得救
[00:05:41.940 --> 00:05:43.940]  神就是揀選你出來加入這個教會
[00:05:43.940 --> 00:05:44.940]  揀選恩典
[00:05:44.940 --> 00:05:46.940]  在這個恩典當中
[00:05:46.940 --> 00:05:48.940]  有一種很重要的責任感
[00:05:48.940 --> 00:05:50.940]  就是揀選出來的伯伯斯恩典給他的神
[00:05:50.940 --> 00:05:52.940]  有一種絕對的信服
[00:05:52.940 --> 00:05:54.940]  不能爭辯的
[00:05:54.940 --> 00:05:56.940]  因為他救你出來
[00:05:56.940 --> 00:05:57.940]  像以色列人一樣
[00:05:57.940 --> 00:05:59.940]  什麼時候爭辯就什麼時候墮落
[00:05:59.940 --> 00:06:00.940]  什麼時候恢復
[00:06:00.940 --> 00:06:02.940]  他想恢復他自己的主動權力
[00:06:02.940 --> 00:06:05.940]  什麼時候就令神憤怒
[00:06:05.940 --> 00:06:08.940]  教會是應該這樣
[00:06:08.940 --> 00:06:10.940]  我不再多說了
[00:06:10.940 --> 00:06:11.940]  實際應用
[00:06:11.940 --> 00:06:12.940]  你們自己知道
[00:06:12.940 --> 00:06:14.940]  現實的教會是不是這樣
[00:06:14.940 --> 00:06:16.940]  當然有很大的差距
[00:06:16.940 --> 00:06:18.940]  如果我們想起差距的時候
[00:06:18.940 --> 00:06:20.940]  我們就要在神面前證明
[00:06:20.940 --> 00:06:23.940]  信徒和教會之間的關係
[00:06:23.940 --> 00:06:25.940]  就好像一個國家一樣
[00:06:25.940 --> 00:06:27.940]  國家的另一方面就是
[00:06:27.940 --> 00:06:28.940]  一個國家的以色列人
[00:06:28.940 --> 00:06:30.940]  在每一個以色列人的成員
[00:06:30.940 --> 00:06:32.940]  你看詩篇
[00:06:32.940 --> 00:06:34.940]  你看整個舊約的人
[00:06:34.940 --> 00:06:36.940]  他們在亡國的痛苦
[00:06:36.940 --> 00:06:38.940]  或者戰爭的時候
[00:06:38.940 --> 00:06:40.940]  他們的感受是如同一人
[00:06:40.940 --> 00:06:42.940]  我記得舊約說過很多次
[00:06:42.940 --> 00:06:45.940]  當國家興盛的時候
[00:06:45.940 --> 00:06:47.940]  感覺到榮耀
[00:06:47.940 --> 00:06:49.940]  國家被擄
[00:06:49.940 --> 00:06:51.940]  國家打敗的時候
[00:06:51.940 --> 00:06:53.940]  感覺到痛苦羞辱
[00:06:53.940 --> 00:06:57.940]  這是一個國家的民眾
[00:06:57.940 --> 00:06:59.940]  一種基本的情操
[00:06:59.940 --> 00:07:03.940]  教會如果作為神的子民
[00:07:03.940 --> 00:07:05.940]  同樣像以色列人一樣
[00:07:05.940 --> 00:07:07.940]  每個信徒一樣有這種
[00:07:07.940 --> 00:07:09.940]  共榮辱的心境
[00:07:09.940 --> 00:07:11.940]  我們不會隨便
[00:07:11.940 --> 00:07:14.940]  覺得我們好像不是自己的國家
[00:07:14.940 --> 00:07:16.940]  或者以色列人
[00:07:16.940 --> 00:07:18.940]  我們不會像以色列人一樣
[00:07:18.940 --> 00:07:20.940]  批評和嘲笑以色列人
[00:07:20.940 --> 00:07:22.940]  同樣教會的每一個人
[00:07:22.940 --> 00:07:24.940]  都像一個國家一樣
[00:07:24.940 --> 00:07:26.940]  他不會像和他完全無關
[00:07:26.940 --> 00:07:28.940]  冷嘲熱諷
[00:07:28.940 --> 00:07:30.940]  對他自己的教會
[00:07:30.940 --> 00:07:32.940]  國家的意識
[00:07:32.940 --> 00:07:34.940]  大公聖
[00:07:34.940 --> 00:07:36.940]  我們叫他Catholicism
[00:07:36.940 --> 00:07:38.940]  大公聖不是天主教
[00:07:38.940 --> 00:07:40.940]  大公聖是一種
[00:07:40.940 --> 00:07:42.940]  你是屬於一個整體的
[00:07:42.940 --> 00:07:44.940]  很深的心境
[00:07:44.940 --> 00:07:46.940]  第二
[00:07:46.940 --> 00:07:48.940]  基督的身體
[00:07:48.940 --> 00:07:50.940]  基督的身體當然大家很熟
[00:07:50.940 --> 00:07:52.940]  教會是基督的身體
[00:07:52.940 --> 00:07:54.940]  我們講完再講
[00:07:54.940 --> 00:07:56.940]  直接的說話
[00:07:56.940 --> 00:07:58.940]  當然是以弗所書
[00:07:58.940 --> 00:08:00.940]  以弗所書
[00:08:00.940 --> 00:08:02.940]  以弗所書的第一章
[00:08:02.940 --> 00:08:06.940]  是論到教會很重要的篇章
[00:08:06.940 --> 00:08:08.940]  因為大家知道
[00:08:08.940 --> 00:08:10.940]  是神在萬世
[00:08:10.940 --> 00:08:12.940]  祂在先救我們
[00:08:12.940 --> 00:08:14.940]  定義我們在教會夢想
[00:08:14.940 --> 00:08:16.940]  一切的因典
[00:08:16.940 --> 00:08:18.940]  然後以弗所書
[00:08:18.940 --> 00:08:20.940]  22和23節
[00:08:20.940 --> 00:08:22.940]  又將萬有復在他腳下
[00:08:22.940 --> 00:08:24.940]  使教會作萬有之首
[00:08:24.940 --> 00:08:26.940]  然後23節
[00:08:26.940 --> 00:08:28.940]  教會是基督
[00:08:28.940 --> 00:08:30.940]  他就是基督的身體
[00:08:30.940 --> 00:08:32.940]  充滿萬有者所充滿
[00:08:32.940 --> 00:08:34.940]  哥倫多前書的12章
[00:08:34.940 --> 00:08:36.940]  大家都會
[00:08:36.940 --> 00:08:38.940]  讀聖經熟悉
[00:08:38.940 --> 00:08:40.940]  教會就像身體
[00:08:40.940 --> 00:08:42.940]  各個信徒
[00:08:42.940 --> 00:08:44.940]  就像不同的肢體
[00:08:44.940 --> 00:08:46.940]  互相的配搭
[00:08:46.940 --> 00:08:48.940]  我們說是body picture
[00:08:48.940 --> 00:08:50.940]  身體的圖畫
[00:08:50.940 --> 00:08:52.940]  描述教會的結構
[00:08:52.940 --> 00:08:54.940]  大家很熟悉
[00:08:54.940 --> 00:08:56.940]  12章說到身體有很多肢體
[00:08:56.940 --> 00:08:58.940]  有眼有耳
[00:08:58.940 --> 00:09:00.940]  有腳
[00:09:00.940 --> 00:09:02.940]  有手
[00:09:02.940 --> 00:09:04.940]  每個人有自己獨特的功能
[00:09:04.940 --> 00:09:06.940]  有他們配搭成一個整體
[00:09:06.940 --> 00:09:08.940]  所以眼不等於耳
[00:09:08.940 --> 00:09:10.940]  耳不等於手
[00:09:10.940 --> 00:09:12.940]  不需要全相等
[00:09:12.940 --> 00:09:14.940]  不是平等主義
[00:09:14.940 --> 00:09:16.940]  不是共同主義
[00:09:16.940 --> 00:09:18.940]  不是同等主義
[00:09:18.940 --> 00:09:20.940]  教會不是要賭博
[00:09:20.940 --> 00:09:22.940]  每個人都一樣
[00:09:22.940 --> 00:09:24.940]  但教會有很多不同的人
[00:09:24.940 --> 00:09:26.940]  配合一幅完整的圖畫
[00:09:26.940 --> 00:09:28.940]  這是聖經所說的
[00:09:28.940 --> 00:09:30.940]  然後12和13節
[00:09:30.940 --> 00:09:32.940]  就說到
[00:09:32.940 --> 00:09:34.940]  形是一個身體
[00:09:34.940 --> 00:09:36.940]  基督也是
[00:09:36.940 --> 00:09:38.940]  很明顯主要是
[00:09:38.940 --> 00:09:40.940]  教會作為基督的身體
[00:09:40.940 --> 00:09:42.940]  這個觀念
[00:09:42.940 --> 00:09:44.940]  基督的身體
[00:09:44.940 --> 00:09:46.940]  一個身體的觀念
[00:09:46.940 --> 00:09:48.940]  對教會的意義來說
[00:09:48.940 --> 00:09:50.940]  當然說到
[00:09:50.940 --> 00:09:54.940]  基督是教會的頭
[00:09:54.940 --> 00:09:56.940]  如果
[00:09:56.940 --> 00:09:58.940]  教會是基督的身體
[00:09:58.940 --> 00:10:00.940]  當然領導者
[00:10:00.940 --> 00:10:02.940]  就是基督教會的頭
[00:10:02.940 --> 00:10:06.940]  所以頭是身體一切部份的終極的
[00:10:06.940 --> 00:10:10.940]  中樞和指揮的關係
[00:10:10.940 --> 00:10:12.940]  生命的聯繫點
[00:10:12.940 --> 00:10:14.940]  基督永遠都是
[00:10:14.940 --> 00:10:16.940]  這些關係的聯繫點
[00:10:16.940 --> 00:10:20.940]  基督永遠都是
[00:10:20.940 --> 00:10:24.940]  教會一切生命和關係的聯繫點
[00:10:24.940 --> 00:10:26.940]  什麼時候基督不會成為教會的頭
[00:10:26.940 --> 00:10:28.940]  已經不是成為教會的頭
[00:10:28.940 --> 00:10:30.940]  教會所關注的信徒
[00:10:30.940 --> 00:10:32.940]  聯絡的核心的
[00:10:32.940 --> 00:10:34.940]  聯繫力
[00:10:34.940 --> 00:10:36.940]  不是基督的話
[00:10:36.940 --> 00:10:40.940]  教會就注定墮落
[00:10:40.940 --> 00:10:42.940]  我也有不少機會
[00:10:42.940 --> 00:10:46.940]  見到千奇百怪的神學家
[00:10:46.940 --> 00:10:48.940]  我去過不少地方
[00:10:48.940 --> 00:10:50.940]  見過很多神學家
[00:10:50.940 --> 00:10:52.940]  令我最心痛的是
[00:10:52.940 --> 00:10:54.940]  這個神學家
[00:10:54.940 --> 00:10:56.940]  他盡量將基督
[00:10:56.940 --> 00:10:58.940]  在教會當中拿走
[00:10:58.940 --> 00:11:04.940]  在加拿大神學院聽一個神學教授講見證
[00:11:04.940 --> 00:11:06.940]  那個不是神學院
[00:11:06.940 --> 00:11:08.940]  那個是一個大學的神學系
[00:11:08.940 --> 00:11:10.940]  他講見證
[00:11:10.940 --> 00:11:12.940]  說我一生致力做一件事
[00:11:12.940 --> 00:11:14.940]  就是盡我所能做的
[00:11:14.940 --> 00:11:22.940]  將耶穌從基督教作為基督教核心的地位拿走
[00:11:22.940 --> 00:11:32.940]  我聽這句話令人震驚
[00:11:32.940 --> 00:11:38.940]  我不知道將來要面對這句話的挑戰和審判
[00:11:38.940 --> 00:11:40.940]  我另外一個機會
[00:11:40.940 --> 00:11:42.940]  在英國讀神學的時候
[00:11:42.940 --> 00:11:44.940]  另外一個教授
[00:11:44.940 --> 00:11:46.940]  他說我一生人
[00:11:46.940 --> 00:11:48.940]  他六十多歲了
[00:11:48.940 --> 00:11:52.940]  我讀書最努力最光榮的成果
[00:11:52.940 --> 00:11:56.940]  就是能夠為一切異端翻案
[00:11:56.940 --> 00:12:04.940]  所以我見到很多神學家
[00:12:04.940 --> 00:12:06.940]  我希望大家明白
[00:12:06.940 --> 00:12:08.940]  我經歷過這些日子
[00:12:08.940 --> 00:12:10.940]  面對過這些人
[00:12:10.940 --> 00:12:12.940]  被這些人教過
[00:12:12.940 --> 00:12:14.940]  我仍然篤信聖經
[00:12:14.940 --> 00:12:16.940]  篤信基督是他們生命的主宰
[00:12:16.940 --> 00:12:24.940]  所以我從來沒有懷疑我是福音派的信徒
[00:12:24.940 --> 00:12:28.940]  我知道我說一連串的系統神學
[00:12:28.940 --> 00:12:30.940]  有一個很大的冒險
[00:12:30.940 --> 00:12:32.940]  我會被人扣帽子
[00:12:32.940 --> 00:12:34.940]  但我可以告訴大家
[00:12:34.940 --> 00:12:36.940]  我是福音派
[00:12:36.940 --> 00:12:38.940]  我知道什麼叫做新派
[00:12:38.940 --> 00:12:42.940]  我也在這些新派的環境當中掙扎
[00:12:42.940 --> 00:12:44.940]  打出來
[00:12:44.940 --> 00:12:48.940]  我仍然能夠篤信聖經
[00:12:48.940 --> 00:12:50.940]  但我不是基督派
[00:12:50.940 --> 00:12:52.940]  我是福音派
[00:12:52.940 --> 00:12:54.940]  這就題外話
[00:12:54.940 --> 00:12:56.940]  因為我有另外一卷錄音帶
[00:12:56.940 --> 00:12:58.940]  我覺得需要解釋
[00:12:58.940 --> 00:13:00.940]  大家遲些可以聽到
[00:13:00.940 --> 00:13:02.940]  將什麼叫做福音派
[00:13:02.940 --> 00:13:04.940]  基督派和神學派系
[00:13:04.940 --> 00:13:06.940]  澄清一下
[00:13:06.940 --> 00:13:08.940]  不要那麼容易被扣帽子
[00:13:08.940 --> 00:13:10.940]  和自己看法不同的
[00:13:10.940 --> 00:13:12.940]  就叫做新派
[00:13:12.940 --> 00:13:16.940]  這是很可憐的教會現象
[00:13:16.940 --> 00:13:18.940]  基督的身體
[00:13:18.940 --> 00:13:20.940]  我們會看到
[00:13:20.940 --> 00:13:22.940]  信徒和信徒之間的關係
[00:13:22.940 --> 00:13:24.940]  身體當然就是
[00:13:24.940 --> 00:13:26.940]  剛才看到
[00:13:26.940 --> 00:13:28.940]  哥倫多前書的十二章
[00:13:28.940 --> 00:13:30.940]  說到
[00:13:30.940 --> 00:13:32.940]  是各個肢體
[00:13:32.940 --> 00:13:34.940]  好像有生命的關聯
[00:13:34.940 --> 00:13:36.940]  organic
[00:13:36.940 --> 00:13:38.940]  一個body
[00:13:38.940 --> 00:13:40.940]  growing community
[00:13:40.940 --> 00:13:42.940]  是一同一的
[00:13:42.940 --> 00:13:44.940]  不同樣
[00:13:44.940 --> 00:13:46.940]  但是合一的
[00:13:46.940 --> 00:13:48.940]  大家聽得明白嗎
[00:13:48.940 --> 00:13:50.940]  unity in diversity
[00:13:50.940 --> 00:13:52.940]  好像一個身體有不同的部分
[00:13:52.940 --> 00:13:54.940]  所以叫做聯絡
[00:13:54.940 --> 00:13:56.940]  互相依賴
[00:13:56.940 --> 00:13:58.940]  不能有一部分說我比你重要
[00:13:58.940 --> 00:14:00.940]  這個我們下一堂
[00:14:00.940 --> 00:14:02.940]  會討論這個東西
[00:14:02.940 --> 00:14:04.940]  重要的觀念
[00:14:04.940 --> 00:14:06.940]  就不能說誰是重要一點
[00:14:06.940 --> 00:14:08.940]  觀念就是說
[00:14:08.940 --> 00:14:10.940]  沒有了這個東西
[00:14:10.940 --> 00:14:12.940]  就不完全
[00:14:12.940 --> 00:14:14.940]  incomplete
[00:14:14.940 --> 00:14:16.940]  大家想想身體就知道
[00:14:16.940 --> 00:14:18.940]  手不能說我比腳重要
[00:14:18.940 --> 00:14:20.940]  眼不能說我比耳重要
[00:14:20.940 --> 00:14:22.940]  不過如果身體沒有耳
[00:14:22.940 --> 00:14:24.940]  這就是一個不完全的身體
[00:14:24.940 --> 00:14:26.940]  所以我們要強調
[00:14:26.940 --> 00:14:28.940]  這個body concept
[00:14:28.940 --> 00:14:30.940]  要說的是
[00:14:30.940 --> 00:14:32.940]  complete 還是 incomplete
[00:14:32.940 --> 00:14:34.940]  不是說哪樣是more important
[00:14:34.940 --> 00:14:36.940]  less important
[00:14:36.940 --> 00:14:38.940]  大家記住這兩句
[00:14:38.940 --> 00:14:40.940]  不同的說話
[00:14:40.940 --> 00:14:42.940]  下一堂就知道
[00:14:42.940 --> 00:14:44.940]  教會的使命存在的意義
[00:14:44.940 --> 00:14:46.940]  我們會討論一個body concept
[00:14:46.940 --> 00:14:48.940]  大家就知道
[00:14:48.940 --> 00:14:50.940]  很不同的意義
[00:14:50.940 --> 00:14:52.940]  在教會的存在和使命裏
[00:14:52.940 --> 00:14:54.940]  我就不想用這個字眼
[00:14:54.940 --> 00:14:56.940]  因為是一個身體的
[00:14:56.940 --> 00:14:58.940]  肢體的觀念
[00:14:58.940 --> 00:15:00.940]  只能說沒有了這個東西
[00:15:00.940 --> 00:15:02.940]  就不完全
[00:15:02.940 --> 00:15:04.940]  你不要以為
[00:15:04.940 --> 00:15:06.940]  沒有這個東西重不重要
[00:15:06.940 --> 00:15:08.940]  總之就不完全
[00:15:08.940 --> 00:15:10.940]  第三
[00:15:10.940 --> 00:15:12.940]  基督的身輔
[00:15:12.940 --> 00:15:14.940]  我們去婚禮十次
[00:15:14.940 --> 00:15:16.940]  就有七次聽
[00:15:16.940 --> 00:15:18.940]  所以你會很熟悉
[00:15:18.940 --> 00:15:20.940]  當然最直接的
[00:15:20.940 --> 00:15:22.940]  就是夫妻之間的關係
[00:15:22.940 --> 00:15:24.940]  然後保羅在
[00:15:24.940 --> 00:15:26.940]  二弗所書的五章
[00:15:26.940 --> 00:15:28.940]  就直接說
[00:15:28.940 --> 00:15:30.940]  二弗所書第五章
[00:15:30.940 --> 00:15:32.940]  當然大家知道
[00:15:32.940 --> 00:15:34.940]  二十二至三十三節
[00:15:34.940 --> 00:15:36.940]  是說夫妻的關係
[00:15:36.940 --> 00:15:38.940]  然後突然
[00:15:38.940 --> 00:15:40.940]  保羅一轉
[00:15:40.940 --> 00:15:42.940]  就說其實我現在是說
[00:15:42.940 --> 00:15:44.940]  教會和基督之間
[00:15:44.940 --> 00:15:46.940]  關係的奧秘
[00:15:46.940 --> 00:15:48.940]  很清楚的觀念
[00:15:48.940 --> 00:15:50.940]  到了三十二節
[00:15:50.940 --> 00:15:52.940]  他說
[00:15:52.940 --> 00:15:54.940]  這是極大的奧秘
[00:15:54.940 --> 00:15:56.940]  說的是夫妻的關係
[00:15:56.940 --> 00:15:58.940]  但是我是指
[00:15:58.940 --> 00:16:00.940]  基督和教會說的
[00:16:00.940 --> 00:16:02.940]  高林多後書
[00:16:02.940 --> 00:16:04.940]  大家知道
[00:16:04.940 --> 00:16:06.940]  保羅說我們將你們
[00:16:06.940 --> 00:16:08.940]  信徒完全獻給基督
[00:16:08.940 --> 00:16:10.940]  好像一個無瑕疵的
[00:16:10.940 --> 00:16:12.940]  身輔一樣
[00:16:12.940 --> 00:16:14.940]  教會是基督的太太
[00:16:14.940 --> 00:16:16.940]  新婚太太
[00:16:16.940 --> 00:16:18.940]  意義是什麼呢
[00:16:18.940 --> 00:16:20.940]  當然是指著
[00:16:20.940 --> 00:16:22.940]  基督對教會
[00:16:22.940 --> 00:16:24.940]  和教會對基督
[00:16:24.940 --> 00:16:26.940]  的相互關係
[00:16:26.940 --> 00:16:28.940]  大家知道
[00:16:28.940 --> 00:16:30.940]  基督是用寫寄的愛
[00:16:30.940 --> 00:16:32.940]  去愛教會
[00:16:32.940 --> 00:16:34.940]  這是永恆的
[00:16:34.940 --> 00:16:36.940]  分育
[00:16:36.940 --> 00:16:38.940]  到末世永世
[00:16:38.940 --> 00:16:40.940]  終極的
[00:16:40.940 --> 00:16:42.940]  終止的
[00:16:42.940 --> 00:16:44.940]  基督愛教會
[00:16:44.940 --> 00:16:46.940]  一開始就愛上教會
[00:16:46.940 --> 00:16:48.940]  為教會寫寄
[00:16:48.940 --> 00:16:50.940]  這個愛是不止息的
[00:16:50.940 --> 00:16:52.940]  正如愛以色列人一樣
[00:16:52.940 --> 00:16:54.940]  教會對基督
[00:16:54.940 --> 00:16:56.940]  教會對基督
[00:16:56.940 --> 00:16:58.940]  當然我們看到
[00:16:58.940 --> 00:17:00.940]  在經文當中
[00:17:00.940 --> 00:17:02.940]  很清楚這份疏書
[00:17:02.940 --> 00:17:04.940]  說是兩個要求
[00:17:04.940 --> 00:17:06.940]  希望他在操守上沒有瑕疵
[00:17:06.940 --> 00:17:08.940]  這份疏書的定義很清楚
[00:17:08.940 --> 00:17:10.940]  毫無占污咒民等類的病
[00:17:10.940 --> 00:17:12.940]  聖潔無瑕疵
[00:17:12.940 --> 00:17:14.940]  27字
[00:17:14.940 --> 00:17:16.940]  鐵證
[00:17:16.940 --> 00:17:18.940]  這個我相信
[00:17:18.940 --> 00:17:20.940]  特別是指著
[00:17:20.940 --> 00:17:22.940]  moral purity
[00:17:22.940 --> 00:17:24.940]  在道德行為操守上
[00:17:24.940 --> 00:17:26.940]  在教會對得起
[00:17:26.940 --> 00:17:28.940]  耶穌基督對他的愛
[00:17:28.940 --> 00:17:30.940]  正如一個婚姻
[00:17:30.940 --> 00:17:32.940]  不能容許分愛情
[00:17:32.940 --> 00:17:34.940]  不容許虛偽
[00:17:34.940 --> 00:17:38.940]  在一個基督和教會
[00:17:38.940 --> 00:17:40.940]  感情關係當中
[00:17:40.940 --> 00:17:42.940]  不能容許
[00:17:42.940 --> 00:17:44.940]  有偶像
[00:17:44.940 --> 00:17:46.940]  無論是各種形形色色
[00:17:46.940 --> 00:17:48.940]  可見不可見
[00:17:48.940 --> 00:17:50.940]  現代化的舊的
[00:17:50.940 --> 00:17:52.940]  不能容許
[00:17:52.940 --> 00:17:54.940]  不能移情別戀
[00:17:54.940 --> 00:17:56.940]  不能分愛情
[00:17:56.940 --> 00:17:58.940]  這是教會對基督的和諧
[00:17:58.940 --> 00:18:00.940]  第二
