
[00:00:00.000 --> 00:00:02.640]  不知道我們會不會很多時候都覺得
[00:03:51.020 --> 00:03:53.020]  很多基督徒都有種錯覺
[00:03:53.020 --> 00:03:57.020]  他就弄了一個term叫做No When
[00:03:57.020 --> 00:04:01.020]  他說基督徒很多時候都有種No When的信仰
[00:04:01.020 --> 00:04:02.020]  意思是甚麼呢?
[00:04:02.020 --> 00:04:06.020]  就是我們好像一定要活到
[00:04:06.020 --> 00:04:09.020]  不屬於任何時代、不屬於任何處境
[00:04:09.020 --> 00:04:13.020]  很簡單的意思是
[00:04:13.020 --> 00:04:17.020]  我們很多時候基督徒都學習去問
[00:04:17.020 --> 00:04:19.020]  究竟我們應該怎樣做
[00:04:19.020 --> 00:04:23.020]  但很少去問Why的問題
[00:04:23.020 --> 00:04:27.020]  就是為甚麼會變成這樣呢?
[00:04:27.020 --> 00:04:31.020]  我們很多時候只學習怎樣引用一句經文
[00:04:31.020 --> 00:04:33.020]  一些真理
[00:04:33.020 --> 00:04:36.020]  然後就說應該要這樣做
[00:04:36.020 --> 00:04:38.020]  但我們很多時候都忽略了
[00:04:38.020 --> 00:04:43.020]  其他人究竟在經歷甚麼呢?
[00:04:43.020 --> 00:04:49.020]  忽略了我們是怎樣被塑造成為今天的我們呢?
[00:04:49.020 --> 00:04:53.020]  他說這種No When的信仰其實很常見
[00:04:53.020 --> 00:04:56.020]  最容易出現在三個不同的地方
[00:04:56.020 --> 00:05:02.020]  第一就是我們經常以為我們不受過去影響
[00:05:02.020 --> 00:05:05.020]  我們覺得只要我們信得對
[00:05:05.020 --> 00:05:09.020]  就好像可以完全跳出自己的家庭背景
[00:05:09.020 --> 00:05:12.020]  跳出自己的成長經驗
[00:05:12.020 --> 00:05:15.020]  跳出自己的時代處境
[00:05:15.020 --> 00:05:16.020]  但其實不是的
[00:05:16.020 --> 00:05:24.020]  我們怎樣看權力、衝突、處理情緒
[00:05:24.020 --> 00:05:27.020]  其實都和我們過去的經歷有關
[00:05:27.020 --> 00:05:32.020]  第二就是我們很容易將信仰變成一個
[00:05:32.020 --> 00:05:35.020]  好像想逃離時間的工具
[00:05:35.020 --> 00:05:43.020]  就好像有些人很沉醉於末世的話題
[00:05:43.020 --> 00:05:46.020]  好像很想快點離開這個世界
[00:05:46.020 --> 00:05:49.020]  覺得歷史越快終結就越好
[00:05:49.020 --> 00:05:52.020]  作者提醒我們
[00:05:52.020 --> 00:05:57.020]  這些其實很容易將現實看成一個
[00:05:57.020 --> 00:06:01.020]  不需要負責的、很痛苦的旅程
[00:06:01.020 --> 00:06:04.020]  結果讓我們失去了辨別能力
[00:06:04.020 --> 00:06:07.020]  亦失去了一個服侍世界的心
[00:06:07.020 --> 00:06:10.020]  第三就是作者提到我們很多時候
[00:06:10.020 --> 00:06:12.020]  面對一個社會議題的時候
[00:06:12.020 --> 00:06:16.020]  很容易說出一些永遠正確的話
[00:06:16.020 --> 00:06:21.020]  但這些永遠正確的話當時可能很不合適
[00:06:21.020 --> 00:06:29.020]  作者提到一句話有時在道理上可能是沒錯
[00:06:29.020 --> 00:06:36.020]  但如果我們忽略了那些人承受的歷史傷痕
[00:06:36.020 --> 00:06:40.020]  只顧著說這些永遠正確的話
[00:06:40.020 --> 00:06:44.020]  其實這些話只會變成一些非常冷漠的說話
[00:06:44.020 --> 00:06:48.020]  甚至會傷害到很多其他人
[00:06:48.020 --> 00:06:53.020]  說了這麼多,作者有沒有什麼建議呢?
[00:06:53.020 --> 00:06:56.020]  其實他提出了一個頗重要的概念
[00:06:56.020 --> 00:06:59.020]  叫做Spiritual Timekeeping
[00:06:59.020 --> 00:07:02.020]  我們可以將它理解成
[00:07:02.020 --> 00:07:07.020]  我們學習如何屬靈地看時間
[00:07:07.020 --> 00:07:10.020]  不是叫我們看手錶
[00:07:10.020 --> 00:07:14.020]  其實是學習如何看見生命的節奏
[00:07:14.020 --> 00:07:18.020]  看見上帝在不同的季節、不同的時候
[00:07:18.020 --> 00:07:20.020]  如何帶領我們
[00:07:20.020 --> 00:07:24.020]  看到我們內心有什麼未處理的記憶
[00:07:24.020 --> 00:07:27.020]  有什麼創傷一直影響著我們
[00:07:27.020 --> 00:07:31.020]  看得見為什麼有些事情現在才會爆發
[00:07:31.020 --> 00:07:35.020]  又看得見為什麼現在這段路特別難走
[00:07:35.020 --> 00:07:43.020]  或者為什麼在這段時候我們特別需要學習等候
[00:07:43.020 --> 00:07:47.020]  這種Spiritual Timekeeping的重點就是
[00:07:47.020 --> 00:07:53.020]  讓我們願意在上帝面前誠實
[00:07:53.020 --> 00:07:56.020]  願意承認我們有過去
[00:07:56.020 --> 00:08:00.020]  願意讓上帝光照這段過去
[00:08:00.020 --> 00:08:04.020]  願意承認自己仍然活在某個時代
[00:08:04.020 --> 00:08:09.020]  某個城市,甚至某個家庭體系裏
[00:08:09.020 --> 00:08:15.020]  而上帝正正在這些具體的處境裏塑造著我們
[00:08:15.020 --> 00:08:21.020]  在書裏作者亦以全道書帶領我們
[00:08:21.020 --> 00:08:24.020]  做了幾段的默想
[00:08:24.020 --> 00:08:27.020]  去第一段的默想其實提醒我們
[00:08:27.020 --> 00:08:30.020]  人生有很多的勞碌
[00:08:30.020 --> 00:08:33.020]  這些勞碌有時就好像重擔
[00:08:33.020 --> 00:08:35.020]  有時亦好像託付
[00:08:35.020 --> 00:08:39.020]  我們會覺得很辛苦
[00:08:39.020 --> 00:08:44.020]  但我們亦可以在其中經歷到上帝的恩典
[00:08:44.020 --> 00:08:50.020]  作者說我們內心裏經常都好像有種對永恆的渴望
[00:08:50.020 --> 00:08:54.020]  但我們又看不透上帝的計劃
[00:08:54.020 --> 00:08:57.020]  但這樣不是叫我們絕望
[00:08:57.020 --> 00:08:59.020]  而是提醒我們
[00:08:59.020 --> 00:09:02.020]  不需要我們凡事都要100%知道
[00:09:02.020 --> 00:09:05.020]  所有事情都明白了才可以喜樂
[00:09:05.020 --> 00:09:08.020]  而是我們可以在今時今日
[00:09:08.020 --> 00:09:11.020]  做到我們有能力做到的事
[00:09:11.020 --> 00:09:14.020]  學習在一些小小的滿足裏
[00:09:14.020 --> 00:09:19.020]  感謝上帝其實已經是一件很有意思的事
[00:09:19.020 --> 00:09:22.020]  第二段默想其實提醒我們
[00:09:22.020 --> 00:09:26.020]  不要被這些憂鬱綁住
[00:09:26.020 --> 00:09:30.020]  很多時候我們人越大就越喜歡懷舊
[00:09:30.020 --> 00:09:33.020]  總覺得以前好像比較好
[00:09:33.020 --> 00:09:35.020]  作者就有一句我們要小心
[00:09:35.020 --> 00:09:39.020]  因為這種想法只不過是將過去美化了
[00:09:39.020 --> 00:09:41.020]  更加重要的是
[00:09:41.020 --> 00:09:45.020]  就算讓我們真的回到從前
[00:09:45.020 --> 00:09:51.020]  其實我們都要將我們今時今日所學到的那份成熟
[00:09:51.020 --> 00:09:55.020]  那份智慧一起帶回以前
[00:09:55.020 --> 00:10:01.020]  上帝其實叫我們不是活在回憶裏面
[00:10:01.020 --> 00:10:07.020]  而是叫我們帶著學習到的這份功課繼續向前走
[00:10:07.020 --> 00:10:10.020]  第三段默想其實提醒我們
[00:10:10.020 --> 00:10:12.020]  生命其實很短暫
[00:10:12.020 --> 00:10:15.020]  就好像霧一樣
[00:10:15.020 --> 00:10:17.020]  這些雲霧其實很美
[00:10:17.020 --> 00:10:19.020]  但其實我們捉來捉去都捉不住
[00:10:19.020 --> 00:10:21.020]  很容易就會散
[00:10:21.020 --> 00:10:25.020]  作者就說傳道書其實不是叫我們悲觀
[00:10:25.020 --> 00:10:29.020]  而是反而叫我們更加學習珍惜今日的這份恩典
[00:10:29.020 --> 00:10:33.020]  我們不需要當所有的痛苦都好像沒事一樣
[00:10:33.020 --> 00:10:37.020]  人生的確有些時候比較黑暗
[00:10:37.020 --> 00:10:41.020]  有些時候就好像活在一個迷霧裏面
[00:10:41.020 --> 00:10:49.020]  但我們仍然要知道上帝其實一直都仍然在
[00:10:49.020 --> 00:10:51.020]  就算我們看不清楚的時候
[00:10:51.020 --> 00:10:55.020]  上帝仍然是我們的主
[00:10:55.020 --> 00:11:00.020]  最後作者在結尾就帶了一個很好的盼望出來
[00:11:00.020 --> 00:11:07.020]  他就說上帝救贖我們其實不是將我們的過去活掉
[00:11:07.020 --> 00:11:10.020]  就當好像甚麼都沒有發生過一樣
[00:11:10.020 --> 00:11:19.020]  而是上帝將我們很多不同破碎了的碎片收集起來
[00:11:19.020 --> 00:11:21.020]  不是掃走它們
[00:11:21.020 --> 00:11:26.020]  而是將它們重新拼合變成一個新的作品
[00:11:26.020 --> 00:11:31.020]  我們過去的傷痕上帝不是否定它們
[00:11:31.020 --> 00:11:35.020]  而是去醫治它、去更新它
[00:11:35.020 --> 00:11:38.020]  讓我們有一天可以帶著這個故事
[00:11:38.020 --> 00:11:44.020]  而不是帶著傷痛繼續走這段人生的旅程
[00:11:44.020 --> 00:11:46.020]  願上帝幫助我們
[00:11:46.020 --> 00:11:50.020]  學習我們不只是怎樣更加好利用時間
[00:11:50.020 --> 00:11:53.020]  而是學習在時間裏面去跟從
[00:11:53.020 --> 00:11:55.020]  今日我們的分享就到這裏
[00:11:55.020 --> 00:11:57.020]  我們下次再見
[00:11:57.020 --> 00:11:59.020]  拜拜

