
[00:00:00.000 --> 00:00:07.280]  啟示錄第20章被稱為新約聖經中幾段最多不同解釋亦最難解釋的聖經
[00:03:40.960 --> 00:03:44.720]  飛的時候,他身上前面有甲
[00:03:44.720 --> 00:03:47.760]  然後他的頭髮好像飄在後面
[00:03:47.760 --> 00:03:52.000]  然後他可以發出來一些焚火的
[00:03:52.000 --> 00:03:55.520]  殺死地上很多人,我覺得他在說戰鬥機
[00:03:55.520 --> 00:03:56.880]  (笑聲)
[00:03:56.880 --> 00:04:02.120]  這些是他能夠描述的,我覺得他很厲害的
[00:04:02.120 --> 00:04:07.040]  所以你說,究竟某一節聖經他是自免地去理解他呢?
[00:04:07.040 --> 00:04:08.800]  還是去象徵理解呢?
[00:04:08.800 --> 00:04:12.360]  實在是有難處的,不同的學者聽不同的切割
[00:04:12.360 --> 00:04:14.560]  就產生了不同的解釋,大家明白的
[00:04:14.560 --> 00:04:17.200]  我們不是一定要說誰對誰錯
[00:04:17.200 --> 00:04:20.320]  是有一定的模糊性,不過今天我們試一下
[00:04:20.320 --> 00:04:23.320]  在這些不同的解釋之上
[00:04:23.320 --> 00:04:28.000]  有沒有一些我們應該一起學習的共同的屬靈的教導
[00:04:28.000 --> 00:04:29.920]  這個才是重要的,好不好?
[00:04:29.920 --> 00:04:33.000]  所以你不要猜温偉耀站在什麼立場
[00:04:33.000 --> 00:04:36.240]  我兩樣都覺得是有他的理由的
[00:04:36.240 --> 00:04:39.880]  剛才我們說的這個一千年
[00:04:39.880 --> 00:04:43.320]  這一千年這個記載也是比較特別的
[00:04:43.320 --> 00:04:47.000]  在聖經裡面,就只是這六節聖經說了有一千年
[00:04:47.000 --> 00:04:49.880]  將來耶穌基督完全作王
[00:04:49.880 --> 00:04:53.760]  撒旦魔鬼被捆綁,沒有任何的行動作為
[00:04:53.760 --> 00:04:58.440]  然後我們的信徒,我們跟他一起,耶穌基督是同作王
[00:04:58.440 --> 00:05:02.920]  這幅圖畫是頗為特別,也是很例外的
[00:05:02.920 --> 00:05:05.120]  在聖經裡面沒有記載過這件事情
[00:05:05.120 --> 00:05:09.000]  有學者認為,就算沒有了這一千年這一部分
[00:05:09.000 --> 00:05:13.640]  我們的信仰也不會受到致命的損害
[00:05:13.640 --> 00:05:16.520]  我們對於救恩,我們對於神自己的性格
[00:05:16.520 --> 00:05:20.040]  對於罪、十字架,這些最核心我們的信仰
[00:05:20.040 --> 00:05:24.560]  不會因為沒有了這六節就受到很大的挑戰或者是重蠱
[00:05:24.560 --> 00:05:27.040]  如果是這樣就不行了,當然是很重要了
[00:05:27.040 --> 00:05:29.600]  但是沒有了這六節,有就行,沒有就行
[00:05:29.600 --> 00:05:33.520]  所以這六節究竟是從一種象徵的角度去理解
[00:05:33.520 --> 00:05:36.680]  還是從一個字面,真的有一千年
[00:05:36.680 --> 00:05:39.400]  一千年之後,撒旦又被釋放出來
[00:05:39.400 --> 00:05:40.920]  一個很大的爭戰
[00:05:40.920 --> 00:05:46.080]  然後最後撒旦被最後終極的失敗
[00:05:46.080 --> 00:05:50.240]  我們的主得到勝利,然後將他永遠的毀滅
[00:05:50.240 --> 00:05:55.600]  這幅圖畫究竟是真的按照那個字面,一步一步的發生
[00:05:55.600 --> 00:05:59.560]  還是這個圖畫是用一種描述的方式
[00:05:59.560 --> 00:06:04.560]  來描述一個在神自己計劃裡面的心意
[00:06:04.560 --> 00:06:08.080]  還有那種真理的特色
[00:06:08.080 --> 00:06:09.880]  我們說這兩者都是可能的
[00:06:09.880 --> 00:06:14.000]  所以我從來都不會否定將來可能真的有這一千年
[00:06:14.000 --> 00:06:16.840]  但是有些人說未必有這一千年
[00:06:16.840 --> 00:06:18.520]  也不是等於沒有意義的
[00:06:18.520 --> 00:06:20.440]  那麼意義在哪裡?
[00:06:20.440 --> 00:06:22.800]  我們今天時間不多,我只是很直接
[00:06:22.800 --> 00:06:26.880]  我跟大家分享幾個在當中整個描述裡面
[00:06:26.880 --> 00:06:29.080]  所看到的意義
[00:06:29.080 --> 00:06:35.040]  第一,這幅圖畫很明顯是表示出我們的主,我們的神
[00:06:35.040 --> 00:06:36.800]  祂的大能
[00:06:36.800 --> 00:06:40.320]  還有跟撒旦魔鬼的爭戰
[00:06:40.320 --> 00:06:45.520]  而跟撒旦魔鬼的爭戰和神的勝利是互相交織的
[00:06:45.520 --> 00:06:47.720]  這是很特別的
[00:06:47.720 --> 00:06:52.200]  就是說神有這種絕對的能力
[00:06:52.200 --> 00:06:54.400]  可以勝過撒旦的
[00:06:54.400 --> 00:06:56.160]  這是第一個我們要特別記住的
[00:06:56.160 --> 00:06:58.720]  無論你怎麼去解釋這句話一定是真的
[00:06:58.720 --> 00:07:03.400]  因為神是可以將魔鬼捆綁一千年
[00:07:03.400 --> 00:07:06.760]  就是說魔鬼的力量遠不及神
[00:07:06.760 --> 00:07:10.280]  而神是可以這樣做的
[00:07:10.280 --> 00:07:13.960]  這是我們對神的肯定
[00:07:13.960 --> 00:07:17.320]  已故的楊木菊牧師說了一句很有意思的話
[00:07:17.320 --> 00:07:19.880]  一直感動著我,提醒了我
[00:07:19.880 --> 00:07:24.440]  他說這個宇宙只有一位是無所不能的
[00:07:24.440 --> 00:07:25.800]  就是神自己
[00:07:25.800 --> 00:07:28.000]  魔鬼也不是無所不能的
[00:07:28.000 --> 00:07:29.840]  有時候魔鬼會搞事
[00:07:29.840 --> 00:07:32.160]  有時候魔鬼在短暫的時間
[00:07:32.160 --> 00:07:33.640]  在我們人生當中
[00:07:33.640 --> 00:07:36.200]  在我們這個世界裡面好像掌權
[00:07:36.200 --> 00:07:37.640]  好像得勝
[00:07:37.640 --> 00:07:41.080]  有時候你和我打開電視
[00:07:41.080 --> 00:07:43.960]  打開我們的網頁看到新聞的時候
[00:07:43.960 --> 00:07:45.720]  心裡面很沉重
[00:07:45.720 --> 00:07:48.440]  好像魔鬼在這個世界
[00:07:48.440 --> 00:07:50.480]  在人類的歷史、在戰爭
[00:07:50.480 --> 00:07:51.760]  甚至在我們
[00:07:51.760 --> 00:07:54.680]  你和我身邊所發生的事情裡面
[00:07:54.680 --> 00:07:56.160]  節節得勝
[00:07:56.160 --> 00:07:58.360]  好像很瘋狂的攻擊
[00:07:58.360 --> 00:08:00.360]  但是聖經告訴我們
[00:08:00.360 --> 00:08:02.560]  他不是無所不能的
[00:08:02.560 --> 00:08:04.960]  真正的只有一位是無所不能的
[00:08:04.960 --> 00:08:06.280]  就是神自己
[00:08:06.280 --> 00:08:08.920]  神是可以將魔鬼捆綁的
[00:08:08.920 --> 00:08:10.880]  雖然我們不能完全了解
[00:08:10.880 --> 00:08:15.040]  為什麼他有機會讓魔鬼可以出來
[00:08:15.040 --> 00:08:17.320]  瘋狂的攻擊他的信徒
[00:08:17.320 --> 00:08:19.840]  我相信這個就是我們今天所看到的
[00:08:19.840 --> 00:08:21.760]  也是同樣的一幅圖畫
[00:08:21.760 --> 00:08:24.560]  將來如此,今日如此
[00:08:24.560 --> 00:08:26.360]  你和我都看到
[00:08:26.360 --> 00:08:29.240]  是神有絕對的能力去掌管
[00:08:29.240 --> 00:08:30.760]  去打贏魔鬼
[00:08:30.760 --> 00:08:33.440]  但是魔鬼的活動
[00:08:33.440 --> 00:08:35.840]  仍然在你和我身邊
[00:08:35.840 --> 00:08:37.640]  到處走動
[00:08:37.640 --> 00:08:38.880]  不過有兩件事
[00:08:38.880 --> 00:08:40.520]  這段聖經提醒我們
[00:08:40.520 --> 00:08:42.120]  很重要的真理
[00:08:42.120 --> 00:08:43.120]  第一
[00:08:43.120 --> 00:08:44.680]  縱然如此
[00:08:44.680 --> 00:08:46.920]  縱然我們的生命或者將來
[00:08:46.920 --> 00:08:49.200]  都會有一段很長的時間
[00:08:49.200 --> 00:08:50.720]  人類的歷史裡面
[00:08:50.720 --> 00:08:52.640]  是爭戰
[00:08:52.640 --> 00:08:56.720]  和攻擊和勝利互相交織的
[00:08:56.720 --> 00:08:57.400]  但是第一
[00:08:57.400 --> 00:08:58.760]  我們一定要記住
[00:08:58.760 --> 00:09:02.960]  神,我們的主是得到最終極的勝利的
[00:09:02.960 --> 00:09:04.520]  是不是?這段聖經告訴我們
[00:09:04.520 --> 00:09:05.840]  最後最後
[00:09:05.840 --> 00:09:07.320]  神是勝利的
[00:09:07.320 --> 00:09:10.240]  最後最後的勝利不是屬於魔鬼的
[00:09:10.240 --> 00:09:12.120]  最後的勝利是屬於神的
[00:09:12.120 --> 00:09:14.840]  最後魔鬼是扔在火壺裡面
[00:09:14.840 --> 00:09:16.200]  永遠被消滅的
[00:09:16.200 --> 00:09:18.920]  所以我們的主是得到最後的勝利的
[00:09:18.920 --> 00:09:20.600]  第二
[00:09:20.600 --> 00:09:21.960]  令我們更驚訝
[00:09:21.960 --> 00:09:23.680]  但是也是很感恩的
[00:09:23.680 --> 00:09:25.520]  在這個勝利的過程裡面
[00:09:25.520 --> 00:09:27.280]  有這一千年裡面
[00:09:27.280 --> 00:09:28.400]  我們的神
[00:09:28.400 --> 00:09:31.560]  當然掌權因為魔鬼已經被他捆綁
[00:09:31.560 --> 00:09:33.160]  但是就在這個時間裡面
[00:09:33.160 --> 00:09:35.000]  不是他一個人掌權
[00:09:35.000 --> 00:09:38.400]  他竟然願意讓我們屬於他的人
[00:09:38.400 --> 00:09:40.240]  和他一起作王
[00:09:40.240 --> 00:09:41.560]  有時候我們真的不明白
[00:09:41.560 --> 00:09:43.720]  為什麼神要對我們這麼好
[00:09:43.720 --> 00:09:45.800]  不過聖經提到說
[00:09:45.800 --> 00:09:47.720]  如果你從字面去解釋
[00:09:47.720 --> 00:09:49.800]  這些人是屬於哪些呢?
[00:09:49.800 --> 00:09:54.120]  因為為耶穌基督作見證而犧牲的
[00:09:54.120 --> 00:09:55.240]  殉道的人
[00:09:55.240 --> 00:09:58.240]  是被斬首的人的靈魂
[00:09:58.240 --> 00:10:00.840]  如果你真的要字面口狹窄的解釋
[00:10:00.840 --> 00:10:02.240]  這個是困難的
[00:10:02.240 --> 00:10:03.640]  因為我們不要這麼開心
[00:10:03.640 --> 00:10:05.800]  如果真的有一千多年的時候
[00:10:05.800 --> 00:10:08.080]  一起掌權的那些是被人斬首的那些
[00:10:08.080 --> 00:10:09.720]  不是你和我都還沒斬首
[00:10:09.720 --> 00:10:10.920]  可能我們還沒有份
[00:10:10.920 --> 00:10:12.360]  還在等待
[00:10:12.360 --> 00:10:13.600]  你說不是的
[00:10:13.600 --> 00:10:16.280]  斬首這個也是那時候的刑罰而已
[00:10:16.280 --> 00:10:16.880]  就是說
[00:10:16.880 --> 00:10:17.760]  犧牲的意思
[00:10:17.760 --> 00:10:20.160]  你用一個象徵去解釋
[00:10:20.160 --> 00:10:21.760]  你忍不住用象徵去解釋
[00:10:21.760 --> 00:10:23.440]  有時候我們不可能是
[00:10:23.440 --> 00:10:25.960]  這樣字面去解釋這麼狹窄
[00:10:25.960 --> 00:10:27.240]  不過無論如何
[00:10:27.240 --> 00:10:29.360]  有一樣東西我們知道一件事
[00:10:29.360 --> 00:10:33.680]  原來那些願意為信仰
[00:10:33.680 --> 00:10:36.680]  去犧牲付代價
[00:10:36.680 --> 00:10:39.280]  甚至付上生命的人
[00:10:39.280 --> 00:10:42.280]  神是體重他
[00:10:42.280 --> 00:10:44.920]  聖經說的是神稱他為什麼?
[00:10:44.920 --> 00:10:46.120]  有福的
[00:10:46.920 --> 00:10:48.720]  他是聖潔的
[00:10:48.720 --> 00:10:50.000]  這些描述
[00:10:50.000 --> 00:10:51.080]  我們覺得很慚愧
[00:10:51.080 --> 00:10:52.120]  我們算什麼呢?
[00:10:52.120 --> 00:10:53.400]  但是甚至是這樣
[00:10:53.400 --> 00:10:55.760]  你們可以跟我一同作王
[00:10:55.760 --> 00:10:58.760]  我覺得這是無可比擬的恩典
[00:10:58.760 --> 00:10:59.680]  兄弟姐妹
[00:10:59.680 --> 00:11:01.680]  今天你和我為主
[00:11:01.680 --> 00:11:03.560]  可能犧牲了一些東西
[00:11:03.560 --> 00:11:04.360]  是的
[00:11:04.360 --> 00:11:06.120]  有時候我們為了信仰的緣故
[00:11:06.120 --> 00:11:07.720]  我們的錢會少了
[00:11:07.720 --> 00:11:10.440]  或者我們所成就的東西可以少了
[00:11:10.440 --> 00:11:13.320]  或者我們本來應該得到的東西我們失去了
[00:11:13.320 --> 00:11:16.040]  但是我們記住這個真理
[00:11:16.040 --> 00:11:17.400]  神說有一天
[00:11:17.400 --> 00:11:19.520]  或者就算現在
[00:11:19.520 --> 00:11:21.480]  我們在他的生命當中
[00:11:21.480 --> 00:11:24.400]  我們人間看到的是一個損失
[00:11:24.400 --> 00:11:25.560]  是一個犧牲
[00:11:25.560 --> 00:11:27.880]  但是在屬靈的角度裡面
[00:11:27.880 --> 00:11:29.040]  是一個祝福
[00:11:29.040 --> 00:11:32.120]  是神自己賺到神自己的尊敬
[00:11:32.120 --> 00:11:33.160]  尊重
[00:11:33.160 --> 00:11:35.360]  並且我們是有福的
[00:11:35.360 --> 00:11:37.160]  我們是聖潔的
[00:11:37.160 --> 00:11:38.040]  兄弟姐妹
[00:11:38.040 --> 00:11:40.680]  這就是最重要的
[00:11:40.680 --> 00:11:43.920]  神要提醒我們的真理
[00:11:43.920 --> 00:11:45.600]  所以
[00:11:45.600 --> 00:11:46.600]  今天
[00:11:46.600 --> 00:11:48.560]  看這篇聖經的時候
[00:11:48.560 --> 00:11:50.360]  我想給大家一幅圖畫
[00:11:50.360 --> 00:11:53.040]  那種心境就好像什麼呢?
[00:11:53.040 --> 00:11:54.320]  那種心境
[00:11:54.320 --> 00:11:57.880]  就好像我們現在面對著兩軍對壘
[00:11:57.880 --> 00:12:00.200]  我們是屬於一個軍營裡面的人
[00:12:00.200 --> 00:12:01.440]  現在就要開戰了
[00:12:01.440 --> 00:12:02.720]  終極的開戰
[00:12:02.720 --> 00:12:03.680]  緊不緊張?
[00:12:03.680 --> 00:12:04.440]  緊張
[00:12:04.440 --> 00:12:05.600]  有沒有擔心?
[00:12:05.600 --> 00:12:06.840]  有一點擔心
[00:12:06.840 --> 00:12:09.000]  不過我們看看我們的主帥
[00:12:09.000 --> 00:12:11.360]  我們看到我們的主帥
[00:12:11.360 --> 00:12:14.200]  他是永遠一定會打贏的
[00:12:14.560 --> 00:12:16.400]  所以我們心裡面就有把握
[00:12:16.400 --> 00:12:18.400]  他一定會終極打贏的
[00:12:18.400 --> 00:12:19.240]  不過
[00:12:19.240 --> 00:12:21.000]  在打贏的過程裡面
[00:12:21.000 --> 00:12:22.480]  不等於沒有損傷
[00:12:22.480 --> 00:12:24.800]  不等於沒有犧牲
[00:12:24.800 --> 00:12:28.960]  甚至不等於沒有生命的損失
[00:12:28.960 --> 00:12:32.200]  今天你和我就好像在這樣的狀態當中
[00:12:32.200 --> 00:12:32.960]  好
[00:12:32.960 --> 00:12:34.080]  現在我去打
[00:12:34.080 --> 00:12:35.480]  不過我一定打贏的
[00:12:35.480 --> 00:12:36.320]  不是我打贏
[00:12:36.320 --> 00:12:37.320]  我的主一定打贏
[00:12:37.320 --> 00:12:38.640]  這場仗一定贏的
[00:12:38.640 --> 00:12:40.840]  不過可能在這個過程當中
[00:12:40.840 --> 00:12:42.120]  我是被損失
[00:12:42.120 --> 00:12:43.760]  我是被犧牲
[00:12:43.760 --> 00:12:45.680]  但是我覺得是值得的
[00:12:45.680 --> 00:12:47.560]  因為這場屬靈的爭戰
[00:12:47.560 --> 00:12:49.280]  是一定打贏的
[00:12:49.280 --> 00:12:51.960]  我們今天感謝我們師班上一首詩歌
[00:12:51.960 --> 00:12:55.840]  就是來自《馬太福音》第24章13節
[00:12:55.840 --> 00:12:56.760]  我們主耶穌說
[00:12:56.760 --> 00:12:57.160]  是呀
[00:12:57.160 --> 00:12:58.320]  到末日的時候
[00:12:58.320 --> 00:12:59.600]  有很多的苦難
[00:12:59.600 --> 00:13:00.520]  有很多的痛苦
[00:13:00.520 --> 00:13:01.760]  很多的爭戰
[00:13:01.760 --> 00:13:04.360]  但是忍耐到底的
[00:13:04.360 --> 00:13:07.720]  必然得救
[00:13:07.720 --> 00:13:09.320]  但是你要留意
[00:13:09.320 --> 00:13:12.560]  就是說我們將來一定贏的
[00:13:12.560 --> 00:13:14.400]  這句話是來自耶穌基督
[00:13:14.400 --> 00:13:15.720]  我們的主所說的話
[00:13:15.720 --> 00:13:18.680]  這個世界沒有任何一個人能夠說出這句話
[00:13:18.680 --> 00:13:19.600]  你知不知道?
[00:13:19.600 --> 00:13:21.680]  忍耐到底的
[00:13:21.680 --> 00:13:23.040]  必然得救
[00:13:23.040 --> 00:13:24.280]  不一定的
[00:13:24.280 --> 00:13:26.760]  有時候你忍耐到底是最後不得救的
[00:13:26.760 --> 00:13:28.960]  因為在人的世界裡面沒有把握的
[00:13:28.960 --> 00:13:30.400]  你死拿著那根鼓
[00:13:30.400 --> 00:13:32.080]  可能最後會死掉的
[00:13:32.080 --> 00:13:34.960]  忍耐到底不一定必然得救的
[00:13:34.960 --> 00:13:36.920]  誰能夠夠膽告訴你
[00:13:36.920 --> 00:13:37.800]  只有一位
[00:13:37.800 --> 00:13:38.680]  就是我們的主
[00:13:38.680 --> 00:13:40.080]  你忍耐到底
[00:13:40.440 --> 00:13:43.560]  當我們在撒旦瘋狂攻擊的時候
[00:13:43.560 --> 00:13:44.440]  我們記住這句話
[00:13:44.440 --> 00:13:45.520]  我們忍耐到底
[00:13:45.520 --> 00:13:47.040]  這不是消極的忍耐
[00:13:47.040 --> 00:13:49.840]  因為這是戰爭必然的過程
[00:13:49.840 --> 00:13:52.440]  但是我們也知道戰爭的結果
[00:13:52.440 --> 00:13:53.560]  因為聖經告訴我們
[00:13:53.560 --> 00:13:55.160]  最後撒旦是輸的
[00:13:55.160 --> 00:13:56.520]  兄弟姐妹們
[00:13:56.520 --> 00:13:59.200]  今天我們站在我們困難的日子當中
[00:13:59.200 --> 00:14:00.960]  我們知道撒旦是很厲害
[00:14:00.960 --> 00:14:03.520]  但是讓我們的心因為這一篇信息
[00:14:03.520 --> 00:14:05.880]  我們能夠得到一個把握
[00:14:05.880 --> 00:14:07.440]  然後我們看到
[00:14:07.440 --> 00:14:09.680]  最後有這個審判
[00:14:10.280 --> 00:14:11.640]  我想說兩句話
[00:14:11.640 --> 00:14:12.800]  因為還有幾分鐘
[00:14:12.800 --> 00:14:16.400]  這個審判有兩件事值得我們留意的
[00:14:16.400 --> 00:14:18.520]  在第十一節講到第十五節的時候
[00:14:18.520 --> 00:14:20.640]  他講到最後有一個審判
[00:14:20.640 --> 00:14:25.240]  在人間進入永恆的時候
[00:14:25.240 --> 00:14:28.200]  這個審判有兩個方向很清楚
[00:14:28.200 --> 00:14:30.760]  一個是白色大寶座的審判裡面
[00:14:30.760 --> 00:14:33.400]  那些不相信不願意接受神的人
[00:14:33.400 --> 00:14:35.880]  他就永遠跟神分開
[00:14:35.880 --> 00:14:37.360]  永遠消滅
[00:14:37.360 --> 00:14:40.040]  但是另外那些屬於神的人
[00:14:40.440 --> 00:14:42.160]  好像我們信徒
[00:14:42.160 --> 00:14:47.400]  他說有一個生命拆另外一個案卷
[00:14:47.400 --> 00:14:48.280]  展開了
[00:14:48.280 --> 00:14:49.880]  有我們的名字
[00:14:49.880 --> 00:14:52.400]  我們信的人
[00:14:52.400 --> 00:14:54.920]  不信的人都要接受審判
[00:14:54.920 --> 00:14:57.080]  兄弟姐妹們有些緊張了
[00:14:57.080 --> 00:14:58.240]  接受審判
[00:14:58.240 --> 00:14:59.480]  那審什麼呢?
[00:14:59.480 --> 00:15:00.840]  那些東西很醜的
[00:15:00.840 --> 00:15:01.760]  都講出來了
[00:15:01.760 --> 00:15:02.280]  是不是?
[00:15:02.280 --> 00:15:05.800]  我自己在聖經裡面的了解就是這樣
[00:15:05.800 --> 00:15:09.120]  聖經裡面用到審判這個字
[00:15:09.120 --> 00:15:13.040]  其實不像我們中文所講的那種負面的意思
[00:15:13.040 --> 00:15:15.200]  聖經裡面至少有兩個地方講到
[00:15:15.200 --> 00:15:17.680]  我們有一天都要站在基督的台前
[00:15:17.680 --> 00:15:19.520]  接受他的評價
[00:15:19.520 --> 00:15:22.160]  這個台前是 "bema" 這個字
[00:15:22.160 --> 00:15:23.080]  希臘文
[00:15:23.080 --> 00:15:25.720]  不是法庭的審判
[00:15:25.720 --> 00:15:27.960]  就是判罪的那個台
[00:15:27.960 --> 00:15:28.800]  是什麼呢?
[00:15:28.800 --> 00:15:32.120]  是奧林匹克頒獎的台
[00:15:32.120 --> 00:15:32.960]  大家明白了嗎?
[00:15:32.960 --> 00:15:35.400]  我們是領獎的
[00:15:35.400 --> 00:15:36.680]  有一天你和我
[00:15:36.680 --> 00:15:39.120]  都有被神去判斷
[00:15:39.120 --> 00:15:41.360]  不過我們是領獎的判斷
[00:15:41.360 --> 00:15:42.600]  很感謝主
[00:15:42.600 --> 00:15:45.160]  因為我們已經屬於耶穌基督的人
[00:15:45.160 --> 00:15:47.560]  主耶穌在約翰福音中告訴我們
[00:15:47.560 --> 00:15:50.680]  祂不是要定我們的罪
[00:15:50.680 --> 00:15:52.760]  而是要我們出死入生
[00:15:52.760 --> 00:15:54.760]  《羅馬書》第八章第一字裡面說
[00:15:54.760 --> 00:15:56.080]  在耶穌基督裡面的
[00:15:56.080 --> 00:15:58.200]  就不再被定罪
[00:15:58.200 --> 00:15:58.920]  是不是?
[00:15:58.920 --> 00:16:02.480]  所以我們的罪已經被耶穌基督所洗淨
[00:16:02.480 --> 00:16:04.960]  舊事已過都變成新的了
[00:16:04.960 --> 00:16:07.040]  《哥林多後書》裡面所說的
[00:16:07.040 --> 00:16:09.160]  那麼我們來到基督的台前
[00:16:09.160 --> 00:16:11.240]  要評審什麼呢?
[00:16:11.240 --> 00:16:14.880]  我相信是《哥林多前書》第三章裡面所說的
[00:16:14.880 --> 00:16:16.280]  誰所做的
[00:16:16.280 --> 00:16:18.240]  在他侍奉的過程當中
[00:16:18.240 --> 00:16:19.560]  得到神給他的恩賜
[00:16:19.560 --> 00:16:20.360]  他所做的
[00:16:20.360 --> 00:16:22.080]  是草木和皆呢?
[00:16:22.080 --> 00:16:23.880]  還是金銀寶石呢?
[00:16:23.880 --> 00:16:25.280]  分別就在這裡
[00:16:25.280 --> 00:16:28.720]  今天你和我在過在世的短短的日子裡面
[00:16:28.720 --> 00:16:30.560]  我們得到神這麼多的恩典
[00:16:30.560 --> 00:16:33.480]  究竟我們怎麼去回應神自己給我們的恩典
[00:16:33.480 --> 00:16:35.040]  那種什麼樣的生活
[00:16:35.040 --> 00:16:36.800]  一個怎麼樣的侍奉
[00:16:36.800 --> 00:16:38.800]  就是在我們在基督的台前
[00:16:38.800 --> 00:16:40.240]  所被判斷的
[00:16:40.240 --> 00:16:41.080]  在永恆裡面
[00:16:41.080 --> 00:16:43.000]  這個《白色大寶座》也有判斷
[00:16:43.000 --> 00:16:45.720]  不過不是審問我們罪的問題
