
[00:00:00.000 --> 00:00:03.440]  有聖經,沒有powerpoint就打開聖經了
[00:03:09.480 --> 00:03:12.640]  第五,運用這個恩賜的時候
[00:03:12.640 --> 00:03:16.520]  讓我們成為一群,成為一體
[00:03:16.520 --> 00:03:18.520]  在今天的經文第四第五節
[00:03:18.520 --> 00:03:22.000]  正如我們身上有好些肢體
[00:03:22.000 --> 00:03:25.320]  肢體也不是有一樣的用處,是不同的
[00:03:25.320 --> 00:03:30.360]  我們在許多人在基督裡成為一身
[00:03:30.360 --> 00:03:34.160]  互相聯絡造肢體
[00:03:34.160 --> 00:03:39.240]  保羅很想透過一個圖像
[00:03:39.240 --> 00:03:42.240]  讓我們知道身體有不同部分
[00:03:42.240 --> 00:03:44.640]  有眼、耳、口、鼻
[00:03:44.640 --> 00:03:48.000]  走在一起成為一個身體
[00:03:48.000 --> 00:03:49.400]  這個身體是做甚麼的?
[00:03:49.400 --> 00:03:51.160]  《耳福所書》四章說到
[00:03:51.160 --> 00:03:53.920]  他所賜的有使徒、有先知、有牧師、教師
[00:03:53.920 --> 00:03:55.040]  有傳福音的
[00:03:55.040 --> 00:03:58.320]  為要成全聖徒,各盡其職
[00:03:58.320 --> 00:04:00.320]  建立基督的身體
[00:04:00.320 --> 00:04:03.560]  讓眾人在真道上同歸於一
[00:04:03.560 --> 00:04:07.120]  認識神的兒子,得以長大成人
[00:04:07.120 --> 00:04:10.160]  叫各人掌握基督的新娘
[00:04:10.160 --> 00:04:12.680]  我們走在一起成為一體
[00:04:12.680 --> 00:04:16.920]  是要讓我們更進深地認識主耶穌基督
[00:04:16.920 --> 00:04:20.040]  更進深地追求耶穌基督
[00:04:20.040 --> 00:04:24.360]  在領性上、追求上、成長上
[00:04:24.360 --> 00:04:26.960]  都能夠活得更像耶穌
[00:04:26.960 --> 00:04:31.320]  這是因此運用一個很重要的導向和目標
[00:04:31.320 --> 00:04:32.280]  最後一點
[00:04:32.280 --> 00:04:35.320]  因此是從上而來的
[00:04:35.320 --> 00:04:36.640]  因此給我的
[00:04:36.640 --> 00:04:39.440]  而我去運用成為教會弟兄姊妹的祝福
[00:04:39.440 --> 00:04:40.960]  成為一體的時候
[00:04:40.960 --> 00:04:44.360]  所以有三點大家要留意
[00:04:44.360 --> 00:04:49.360]  第一,不要互相比較
[00:04:49.360 --> 00:04:54.080]  我經常說大廳的唱歌這麼動聽
[00:04:54.080 --> 00:04:57.240]  我聲音多好
[00:04:57.240 --> 00:04:59.560]  我的聲音很低沉
[00:04:59.560 --> 00:05:03.040]  會仍然有安息的時間
[00:05:03.040 --> 00:05:06.760]  等我進入安息時,不要比較
[00:05:06.760 --> 00:05:11.640]  第二,不要成為一個不是那樣的
[00:05:11.640 --> 00:05:14.040]  或神也不是給你那樣的恩賜
[00:05:14.040 --> 00:05:15.840]  不要成為那樣
[00:05:15.840 --> 00:05:18.440]  你可以追求,但你不需要
[00:05:18.440 --> 00:05:20.040]  我五音不全
[00:05:20.040 --> 00:05:21.840]  你叫我彈琴,我彈不到
[00:05:21.840 --> 00:05:24.920]  我當然不怕金
[00:05:24.920 --> 00:05:28.640]  我經常欣賞詩琴彈得這麼動聽
[00:05:28.640 --> 00:05:32.360]  欣賞、鼓勵,做回自己的份
[00:05:32.360 --> 00:05:35.040]  第三,不要比較
[00:05:35.040 --> 00:05:41.040]  第二,不要成為不是那樣的光位或恩賜
[00:05:41.040 --> 00:05:45.040]  第三,不要覺得自己很優越
[00:05:45.040 --> 00:05:47.440]  不要,要超越
[00:05:47.440 --> 00:05:51.640]  我相信這裡沒有哪幾個像我說的那樣
[00:05:51.640 --> 00:05:53.840]  或對聖經的認識
[00:05:53.840 --> 00:05:56.440]  但不要覺得,楊牧師,你懂很多聖經嗎?
[00:05:56.440 --> 00:05:57.440]  我比你優越嗎?
[00:05:57.440 --> 00:06:00.640]  不是,不要覺得自己很優越
[00:06:00.640 --> 00:06:05.040]  因為剛才說到屬形恩賜是神給你的
[00:06:05.040 --> 00:06:07.440]  是領受的,為何覺得優越呢?
[00:06:07.440 --> 00:06:10.240]  所以在《林前四章》七節,保羅說
[00:06:10.240 --> 00:06:13.440]  若是領受的,為何自誇?
[00:06:13.440 --> 00:06:16.240]  彷彿不是領受的
[00:06:16.240 --> 00:06:19.240]  是嗎?
[00:06:19.240 --> 00:06:22.440]  所以在第三節,保羅說
[00:06:22.440 --> 00:06:24.440]  今天是《經文講》第三節
[00:06:24.440 --> 00:06:27.040]  我憑著所賜,我因對你們說
[00:06:27.040 --> 00:06:30.240]  不要看自己過於所當看的
[00:06:30.240 --> 00:06:33.840]  要照著神所分給各人信心的大小
[00:06:33.840 --> 00:06:36.440]  看得合乎中度
[00:06:36.440 --> 00:06:38.840]  Eugene Peterson 《易醫治經文》
[00:06:38.840 --> 00:06:39.840]  他也很好
[00:06:39.840 --> 00:06:45.040]  他說,如何看自己,看得自己準確
[00:06:45.040 --> 00:06:47.840]  就是當你知道神是一個怎樣的神
[00:06:47.840 --> 00:06:50.440]  而神在你身上做了甚麼工作
[00:06:50.440 --> 00:06:53.640]  那你就看得自己合乎中度
[00:06:53.640 --> 00:06:56.240]  你知道自己是一個怎樣的人
[00:06:56.240 --> 00:06:58.040]  從神眼光看自己
[00:06:58.040 --> 00:07:02.240]  你就知道自己應該怎樣去過活
[00:07:02.240 --> 00:07:03.440]  基於……
[00:07:03.440 --> 00:07:06.040]  大家為何看著螢光幕?
[00:07:06.040 --> 00:07:09.240]  有powerpoint嗎?沒有,我也沒有
[00:07:09.240 --> 00:07:16.040]  基於這個恩賜的一個綱領
[00:07:16.040 --> 00:07:18.840]  就在……
[00:07:18.840 --> 00:07:21.840]  真的有powerpoint嗎?
[00:07:21.840 --> 00:07:23.640]  Oh wow!
[00:07:23.640 --> 00:07:25.440]  突然之間,我也很驚訝
[00:07:25.440 --> 00:07:26.840]  為何突然之間有powerpoint
[00:07:26.840 --> 00:07:28.840]  還有人幫我按
[00:07:28.840 --> 00:07:35.640]  基於恩賜,我們對恩賜的認識
[00:07:35.640 --> 00:07:40.040]  保羅寫這段經文時,真的有目的
[00:07:40.040 --> 00:07:41.240]  為何他寫這段經文?
[00:07:41.240 --> 00:07:44.040]  大家知道,他寫給羅馬教會
[00:07:44.040 --> 00:07:46.240]  羅馬教會是怎樣的教會?
[00:07:46.240 --> 00:07:50.240]  是一個跨文化的教會
[00:07:50.240 --> 00:07:51.840]  跨種族的教會
[00:07:51.840 --> 00:07:56.240]  是有猶太的信徒加上外邦的信徒走在一起
[00:07:56.240 --> 00:08:00.440]  在羅馬書1章第5及11章第13節
[00:08:00.440 --> 00:08:05.240]  他會說到這教會是以外邦信徒為核心
[00:08:05.240 --> 00:08:08.640]  但也有猶太的信徒在當中
[00:08:08.640 --> 00:08:12.640]  所以大家成為一個混雜的群體
[00:08:12.640 --> 00:08:15.240]  這個混雜群體構成甚麼呢?
[00:08:15.240 --> 00:08:19.840]  構成……保羅知道他們中間有張力
[00:08:19.840 --> 00:08:24.040]  我們知道他們的張力不是在於膚色
[00:08:24.040 --> 00:08:26.440]  不是在於他們的文化
[00:08:26.440 --> 00:08:29.040]  而是在於他們如何理解
[00:08:29.040 --> 00:08:32.640]  救恩和神的文約
[00:08:32.640 --> 00:08:37.640]  猶太信徒知道他們得救
[00:08:37.640 --> 00:08:39.640]  本乎恩,恩在信
[00:08:39.640 --> 00:08:43.840]  不過亦要謹守摩西的律例
[00:08:43.840 --> 00:08:48.040]  對猶太信徒來說,律法是重要的
[00:08:48.040 --> 00:08:51.040]  外邦信徒覺得
[00:08:51.040 --> 00:08:55.840]  這個福音是讓我們在真理中得到自由
[00:08:55.840 --> 00:09:04.240]  所以,摩西律法不是一個必須要跟從的
[00:09:04.240 --> 00:09:07.240]  在真理中,在耶穌基督是有自由的
[00:09:07.240 --> 00:09:11.840]  在大家所看重不同的角度
[00:09:11.840 --> 00:09:15.840]  衍生著大家有不同的見解
[00:09:15.840 --> 00:09:18.840]  特別是第十四章和第十五章
[00:09:18.840 --> 00:09:21.840]  提及如何飲食和守節旗
[00:09:21.840 --> 00:09:27.240]  在產生不同的衝突和看法時
[00:09:27.240 --> 00:09:33.440]  保羅希望透過羅馬書來疏解他們的張力
[00:09:33.440 --> 00:09:37.840]  讓他們能夠在真道上同歸於一
[00:09:37.840 --> 00:09:38.840]  到哪裏?
[00:09:38.840 --> 00:09:39.640]  OK
[00:09:39.640 --> 00:09:42.840]  其實我看不到他們到哪裏
[00:09:42.840 --> 00:09:45.840]  不要緊,你們大致上都可以
[00:09:45.840 --> 00:09:55.440]  在第十二章,高林多前書第十二章二十二到二十五節
[00:09:55.440 --> 00:10:03.840]  在這個群體當中,彼此的服侍彼此相愛是非常困難的
[00:10:03.840 --> 00:10:06.840]  保羅是知道的
[00:10:06.840 --> 00:10:09.840]  保羅在這個群體當中說
[00:10:09.840 --> 00:10:12.840]  有些是軟弱的,有些是沒有體面的
[00:10:12.840 --> 00:10:15.840]  有些是不盡美的,有些是缺欠的
[00:10:15.840 --> 00:10:20.840]  在羅馬教會或高林多教會當中
[00:10:20.840 --> 00:10:24.840]  每一間教會都會有不同類型的人出現
[00:10:24.840 --> 00:10:26.840]  這些不同類型的人出現
[00:10:26.840 --> 00:10:28.840]  我們是要彼此相愛的
[00:10:28.840 --> 00:10:31.840]  但實踐上是困難的
[00:10:31.840 --> 00:10:35.840]  因為他知道每個人不單在外表上不同
[00:10:35.840 --> 00:10:38.840]  在靈情上也不同
[00:10:38.840 --> 00:10:43.840]  用一個例子來說,說話也有不同的
[00:10:43.840 --> 00:10:51.840]  有些人很率直,有些人很尖銳
[00:10:51.840 --> 00:10:54.840]  有些人有批判性
[00:10:54.840 --> 00:11:00.840]  有些人說話很快,有些人說話很慢
[00:11:00.840 --> 00:11:04.840]  有些人很願意說話
[00:11:04.840 --> 00:11:08.840]  教會因為有這麼多不同類型的人走在一起
[00:11:08.840 --> 00:11:13.840]  自然產生很多不同的意見
[00:11:13.840 --> 00:11:17.840]  要和這些人合作相處,共融
[00:11:17.840 --> 00:11:19.840]  其實是有困難的
[00:11:19.840 --> 00:11:23.840]  有時候我們教會一百人,成人八十人
[00:11:23.840 --> 00:11:25.840]  如果看到一些和你非常不同的人
[00:11:25.840 --> 00:11:28.840]  你可能會想避得就避吧
[00:11:28.840 --> 00:11:31.840]  這個可能是一個選擇
[00:11:31.840 --> 00:11:34.840]  少接觸也是一個選擇
[00:11:34.840 --> 00:11:36.840]  如果那些人曾經傷害過你
[00:11:36.840 --> 00:11:39.840]  你心中對他也有根刺
[00:11:39.840 --> 00:11:43.840]  如何令大家共處
[00:11:43.840 --> 00:11:48.840]  如何令大家成為一個見證,成為一體
[00:11:48.840 --> 00:11:53.840]  這是保羅在這段經文想讓我們思考的
[00:11:53.840 --> 00:11:56.840]  是,我們有不同恩賜,互相配搭,彼此造就
[00:11:56.840 --> 00:11:58.840]  這是對的
[00:11:58.840 --> 00:12:02.840]  如果真的要實踐,走在一起,其實是困難的
[00:12:02.840 --> 00:12:06.840]  即使是八十人的堂會
[00:12:06.840 --> 00:12:08.840]  我們如何走在一起呢?
[00:12:08.840 --> 00:12:14.840]  保羅在經文當中有三個要點讓我們思想
[00:12:14.840 --> 00:12:18.840]  全部都關於神自己,不是關於我們
[00:12:18.840 --> 00:12:23.840]  從神的眼光,如何看待柴宣家,這個肅靈的群體
[00:12:23.840 --> 00:12:26.840]  我們應當如何彼此建立生命
[00:12:26.840 --> 00:12:31.840]  第一,在上一回,我提到第一節
[00:12:31.840 --> 00:12:34.840]  弟兄們,我以神的慈悲勸你們
[00:12:34.840 --> 00:12:37.840]  將身體獻上,當作活祭
[00:12:37.840 --> 00:12:39.840]  是聖潔的,是神所喜悅的
[00:12:39.840 --> 00:12:42.840]  你們如此是奉,乃是理所當然的
[00:12:42.840 --> 00:12:45.840]  教會是一個活祭
[00:12:45.840 --> 00:12:50.840]  這個活祭包括猶太的信徒,也有外邦的信徒
[00:12:50.840 --> 00:12:53.840]  一個活祭獻情給上帝
[00:12:53.840 --> 00:12:56.840]  這個活祭對羅馬教會來說非常重要
[00:12:56.840 --> 00:13:02.840]  因為我們知道羅馬是沒有獻祭的系統
[00:13:02.840 --> 00:13:04.840]  也沒有聖殿
[00:13:04.840 --> 00:13:07.840]  他們走在一起,一批信耶穌的群體
[00:13:07.840 --> 00:13:12.840]  如何獻上敬拜呢?原來是透過他們的生命
[00:13:12.840 --> 00:13:14.840]  所以是重要的,跟我們一樣
[00:13:14.840 --> 00:13:20.840]  我們不會有獻祭,不會有牛在燒
[00:13:20.840 --> 00:13:25.840]  也不會有很漂亮的聖殿,座堂讓我們進去
[00:13:25.840 --> 00:13:27.840]  但我們的生命就是敬拜
[00:13:27.840 --> 00:13:29.840]  所以馮蔭坤牧師所說
[00:13:29.840 --> 00:13:34.840]  這個敬拜寫給羅馬教會,是一個活祭
[00:13:34.840 --> 00:13:36.840]  是非常重要的
[00:13:36.840 --> 00:13:41.840]  而在活祭當中,要如何獻上敬拜上帝呢?
[00:13:41.840 --> 00:13:49.840]  當信徒看到神自己對他們所施予的憐憫和恩典的時候
[00:13:49.840 --> 00:13:52.840]  他們就懂得如何獻上活祭
[00:13:52.840 --> 00:13:56.840]  看到神在他們身上的工作
[00:13:56.840 --> 00:14:00.840]  他們就懂得如何獻上活祭
[00:14:00.840 --> 00:14:05.840]  在改革中,我們有五個唯獨
[00:14:05.840 --> 00:14:11.840]  其中他提到,當我們要跟從真正的信仰的時候
[00:14:11.840 --> 00:14:18.840]  唯獨基督,唯獨聖經,唯獨信心,唯獨恩典
[00:14:18.840 --> 00:14:20.840]  唯獨神得著榮耀
[00:14:20.840 --> 00:14:22.840]  五個唯獨
[00:14:22.840 --> 00:14:29.840]  當很多人看著我們教會的時候
[00:14:29.840 --> 00:14:33.840]  當我們如何看自己的生命的時候
[00:14:33.840 --> 00:14:35.840]  我們如何看待教會的時候
[00:14:35.840 --> 00:14:41.840]  原來我們看到神在我們身上做了一些很奇妙的工作
[00:14:41.840 --> 00:14:46.840]  一切是出於基督,出於神給我們的信心
[00:14:46.840 --> 00:14:48.840]  出於神給我們的恩典
[00:14:48.840 --> 00:14:52.840]  我們才能夠一起獻上活祭
[00:14:52.840 --> 00:14:58.840]  在第一節,第一節就說到恩著神的憐憫
[00:14:58.840 --> 00:15:03.840]  第三節說的是我們所蒙受的恩典、恩賜
[00:15:03.840 --> 00:15:08.840]  這也是帶動我們懂得彼此如何相愛
[00:15:08.840 --> 00:15:15.840]  有時候我們不太懂得或不太想愛身邊的人的時候
[00:15:15.840 --> 00:15:18.840]  其實一個值得我們去實踐的
[00:15:18.840 --> 00:15:24.840]  就是想起神如何向我們施恩,如何憐憫我們
[00:15:24.840 --> 00:15:27.840]  記得上帝對我們的恩情
[00:15:27.840 --> 00:15:31.840]  如何對待我們,我們就如何對待身邊的人
[00:15:31.840 --> 00:15:41.840]  不容易的,不過這是保羅對皇馬教會一個很明確的教導
[00:15:41.840 --> 00:15:48.840]  也是讓我們知道當我們心裡領受著神對我們的時候
[00:15:48.840 --> 00:15:53.840]  我們應該如何活出上帝對我們同樣的形象模式、樣式
[00:15:53.840 --> 00:15:57.840]  在教會,在我們所身處的場景
[00:15:57.840 --> 00:16:00.840]  記不記得在馬太福音第十八章
[00:16:00.840 --> 00:16:06.840]  一個奴隸、僕人,一個欠債的人,欠了主人
[00:16:06.840 --> 00:16:10.840]  無可償還一千萬的銀兩
[00:16:10.840 --> 00:16:13.840]  一生人都不能償還
[00:16:13.840 --> 00:16:16.840]  主人動了慈心,如何釋放他
[00:16:16.840 --> 00:16:20.840]  他出去見到一個朋友,欠了他十兩銀
[00:16:20.840 --> 00:16:23.840]  十天的工錢,勒住他的頸
[00:16:23.840 --> 00:16:27.840]  立即還,不還就要坐牢
[00:16:27.840 --> 00:16:31.840]  主人後來知道這件事,非常憤怒
[00:16:31.840 --> 00:16:36.840]  從心裡,內心,如果不饒恕身邊的弟兄姊妹
[00:16:36.840 --> 00:16:40.840]  不去接納,不去愛他們,天父也會這樣對待你
[00:16:40.840 --> 00:16:43.840]  明白上帝的恩典,領受上帝的恩典
[00:16:43.840 --> 00:16:47.840]  讓我們學習懂得彼此相愛
[00:16:47.840 --> 00:16:50.840]  能否展示圖片?按一下按鈕
[00:16:50.840 --> 00:16:53.840]  原來可以展示,很棒,可以聽到
[00:16:53.840 --> 00:17:02.840]  兩天前,我在區議會有不同的公職
[00:17:02.840 --> 00:17:08.840]  其中一個公職是,過去三年我帶初入職的教務
[00:17:08.840 --> 00:17:11.840]  叫做目的同行小組,跟他們行一年
[00:17:11.840 --> 00:17:15.840]  這是第三屆,這麼快又行完一年
[00:17:15.840 --> 00:17:19.840]  前兩天,我們最後一次聚會
[00:17:19.840 --> 00:17:22.840]  原本有一個姐妹,姐妹生病了
[00:17:22.840 --> 00:17:25.840]  所以全衙班,全衙班說什麼都可以
[00:17:25.840 --> 00:17:29.840]  姐妹在場,我也可以說話
[00:17:29.840 --> 00:17:36.840]  我又說回上一回,上星期感恩見證會
[00:17:36.840 --> 00:17:40.840]  神不知為什麼安排我去兩個安穆典禮
[00:17:40.840 --> 00:17:43.840]  受職典禮,兩個都是我舊教會
[00:17:43.840 --> 00:17:46.840]  都是曾經受傷的地方
[00:17:46.840 --> 00:17:49.840]  成長,受傷,去怎樣神醫治我
[00:17:49.840 --> 00:17:52.840]  怎樣讓我,It's time to let go
[00:17:52.840 --> 00:17:56.840]  我講了很多故事給新入職同工聽
[00:17:56.840 --> 00:18:00.840]  其中一個,這幾個應該不認識吧
[00:18:00.840 --> 00:18:04.840]  就算我講,其中一個說什麼呢
[00:18:04.840 --> 00:18:07.840]  他說,唉,真是的
[00:18:07.840 --> 00:18:10.840]  他是一個很聰明的人
[00:18:10.840 --> 00:18:12.840]  他說他做事很快
[00:18:12.840 --> 00:18:17.840]  他也成熟,我從他的表現聽他處事
[00:18:17.840 --> 00:18:20.840]  但他說即使他這麼厲害
[00:18:20.840 --> 00:18:22.840]  當是學霸,好像我這樣
[00:18:22.840 --> 00:18:25.840]  正正因為他身邊有個同工是差的
[00:18:25.840 --> 00:18:30.840]  讓他體會到自己原來是這麼弱
[00:18:30.840 --> 00:18:32.840]  不知你明不明白我說什麼
[00:18:32.840 --> 00:18:34.840]  有些學霸,有些很厲害的人
[00:18:34.840 --> 00:18:37.840]  身邊有些同工是這樣的
[00:18:37.840 --> 00:18:39.840]  他會看到自己很差,為什麼呢
[00:18:39.840 --> 00:18:42.840]  因為他看到,原來他會從他的眼光看
[00:18:42.840 --> 00:18:46.840]  你這麼差,這麼簡單,自己做這樣
[00:18:46.840 --> 00:18:48.840]  然後說,為什麼我這麼沒愛心
[00:18:48.840 --> 00:18:51.840]  為什麼我用這樣的態度對你
[00:18:51.840 --> 00:18:53.840]  其實是聖人工作
[00:18:53.840 --> 00:18:56.840]  他會看到自己原來有很多不足
[00:18:56.840 --> 00:19:01.840]  讓我,其實,然後我說,是的,其實是這樣的
[00:19:01.840 --> 00:19:05.840]  其實在木匯當中,我們身邊有不同的人
[00:19:05.840 --> 00:19:11.840]  是要讓我們看到自己也需要成長
[00:19:11.840 --> 00:19:14.840]  其實身邊的人是在幫助我們成長
[00:19:14.840 --> 00:19:17.840]  身邊的同工,很不同的同工
[00:19:17.840 --> 00:19:20.840]  或者是身邊很不同的肢體
[00:19:20.840 --> 00:19:23.840]  是在幫助你成長
[00:19:23.840 --> 00:19:26.840]  因為你會看到原來我本來就是這樣
[00:19:26.840 --> 00:19:30.840]  忍受上主的憐憫恩典
[00:19:30.840 --> 00:19:34.840]  讓我們的懂得透過上帝的方式
[00:19:34.840 --> 00:19:37.840]  聖情、心意去對待身邊的人
[00:19:37.840 --> 00:19:40.840]  很讓我們合成一體
[00:19:40.840 --> 00:19:45.840]  第二,保羅知道羅馬教會有紛爭
[00:19:45.840 --> 00:19:49.840]  有不同的張力
[00:19:49.840 --> 00:19:53.840]  他對哥倫多教會曾經說了一句話
[00:19:53.840 --> 00:19:56.840]  一章十三節,基督是分開的嗎?
[00:19:56.840 --> 00:20:02.840]  當有人說,我是受洗於阿波羅,我是受洗於保羅
[00:20:02.840 --> 00:20:04.840]  有不同派別的
[00:20:04.840 --> 00:20:08.840]  保羅對哥倫多教會說,喂,基督是不是分開的?
[00:20:08.840 --> 00:20:14.840]  也就是說,他是很直接去假裝哥倫多教會
[00:20:14.840 --> 00:20:17.840]  其實基督是一體的
[00:20:17.840 --> 00:20:20.840]  在教會,誰是最重要的?
[00:20:20.840 --> 00:20:24.840]  在這個屬靈教會,屬靈的群體,誰是最重要的?
[00:20:24.840 --> 00:20:27.840]  沒有一個人是重要的
[00:20:27.840 --> 00:20:29.840]  最重要的是誰?
[00:20:29.840 --> 00:20:31.840]  耶穌基督
[00:20:31.840 --> 00:20:34.840]  在這個屬靈教會,最重要的是耶穌基督
[00:20:34.840 --> 00:20:37.840]  沒有一個人是超越了耶穌基督
[00:20:37.840 --> 00:20:40.840]  教會不是分開的
[00:20:40.840 --> 00:20:42.840]  教會是一體的
[00:20:42.840 --> 00:20:44.840]  所以我們在上文會看到
[00:20:44.840 --> 00:20:47.840]  第二節,不要效法這個世界
[00:20:47.840 --> 00:20:50.840]  只要心意更新而變化
[00:20:50.840 --> 00:20:55.840]  要測驗上帝善良、純存可喜悅的旨意
[00:20:55.840 --> 00:21:07.840]  不斷地去心明、去敏銳上帝的奧秘
[00:21:07.840 --> 00:21:10.840]  讓愛邦人和猶太人合成一體
[00:21:10.840 --> 00:21:17.840]  以弗所書三章六節
[00:21:17.840 --> 00:21:19.840]  讓大家合成一體
[00:21:19.840 --> 00:21:20.840]  這是奧秘
[00:21:20.840 --> 00:21:22.840]  在舊約是不知道的
[00:21:22.840 --> 00:21:24.840]  不知道什麼叫萬民得福
[00:21:24.840 --> 00:21:27.840]  亞伯拉罕之約
[00:21:27.840 --> 00:21:29.840]  我要祝福你,我要讓你的名為大
[00:21:29.840 --> 00:21:30.840]  我要使萬民得福
[00:21:30.840 --> 00:21:32.840]  什麼叫萬民得福?
[00:21:32.840 --> 00:21:34.840]  愛邦人和猶太人合為一體
[00:21:34.840 --> 00:21:36.840]  兩下的牆
[00:21:36.840 --> 00:21:38.840]  以弗所書是第二章
[00:21:38.840 --> 00:21:41.840]  三十四節,將兩下的牆拆毀
[00:21:41.840 --> 00:21:43.840]  成為一體
[00:21:43.840 --> 00:21:45.840]  這真是奧秘
[00:21:45.840 --> 00:21:47.840]  是神自己的心意
[00:21:47.840 --> 00:21:50.840]  在迦太太書第二章
[00:21:50.840 --> 00:21:57.840]  我們知道當彼得和愛邦信徒在吃東西的時候
[00:21:57.840 --> 00:21:59.840]  不是,彼得和愛邦信徒在吃東西的時候
[00:21:59.840 --> 00:22:01.840]  看到猶太人在吃東西的時候
[00:22:01.840 --> 00:22:04.840]  他走開,彈開,和巴拿巴彈開
[00:22:04.840 --> 00:22:08.840]  保羅直接罵他們
[00:22:08.840 --> 00:22:09.840]  不要這樣
[00:22:09.840 --> 00:22:11.840]  基督是一體,不是分開的
[00:22:11.840 --> 00:22:16.840]  不要將猶太信徒和愛邦信徒分開
[00:22:16.840 --> 00:22:19.840]  這是不對的
[00:22:19.840 --> 00:22:21.840]  我們有一項文章會看到
[00:22:21.840 --> 00:22:23.840]  保羅在下一節說到
