
[00:00:00.000 --> 00:00:06.720]  (主持人:好,弟兄姊妹平安,我們上次說不完,這次就下集吧)
[00:05:57.600 --> 00:06:12.480]  (主持人:剛才說的印象,如果還記得B章的平衡,就是這次說的智慧失敗,或者智慧有用,但也不完全的時間)
[00:06:12.480 --> 00:06:19.600]  (主持人:其實在1-2章,索羅門王的作者已經說得很清楚)
[00:06:19.600 --> 00:06:35.680]  (主持人:他還記得有四個範疇,無論是吃喝玩樂最盡,追求哲理,追求好的品德,做了很多的豐功偉績成就,貢獻)
[00:06:35.680 --> 00:06:44.960]  (主持人:他發現都是虛空,都是不能夠完全的,對應第七章平衡的時間,他也在說)
[00:06:44.960 --> 00:06:51.200]  (主持人:在一個場景,我們看看經文,看到這個場景是怎樣的呢?)
[00:06:51.200 --> 00:06:58.240]  (主持人:上一個段落是說行義和智慧,比較正面的說)
[00:06:58.240 --> 00:07:02.640]  (主持人:仍然是好的,有價值的,你有智慧,還有應該要行義的)
[00:07:02.640 --> 00:07:07.760]  (主持人:你找不到一個二人,或者你仍然是有限制的)
[00:07:07.760 --> 00:07:18.080]  (主持人:到這裡,他在說第八章,他在說另一個檢視,需要怎樣的人生,是不是恨惡對愚昧又怎樣呢?)
[00:07:18.080 --> 00:07:24.800]  (主持人:他就引用了一個背景,因為背景他是一個皇帝,在國家社會層面)
[00:07:24.800 --> 00:07:32.800]  (主持人:皇帝是管理國家,治理人民的需要,判斷案件等等)
[00:07:32.800 --> 00:07:38.000]  (主持人:所以我們看到,作為一個皇帝,在舊約記載,他也親身做這些事情)
[00:07:38.000 --> 00:07:42.400]  (主持人:所以這裡說什麼呢?他仍然肯定智慧,不過就說第一節)
[00:07:42.400 --> 00:07:51.040]  (主持人:誰如智慧人呢?誰知道事情的解釋,人的智慧使他的念發光,並使他念上的步棄改變)
[00:07:51.040 --> 00:07:57.040]  (主持人:一個人有智慧,看得通事情,不會迷失迷茫,懂得怎樣面對)
[00:07:57.040 --> 00:08:00.480]  (主持人:他仍然肯定,不過他問有沒有這樣的人呢?)
[00:08:00.480 --> 00:08:08.800]  (主持人:我們如果遇到困難,都會希望自己解決,或者希望找到一些我不熟悉的範疇)
[00:08:08.800 --> 00:08:14.400]  (主持人:比如有時在法律問題,我們自然會找專業的律師,幫我們解決問題)
[00:08:14.400 --> 00:08:18.240]  (主持人:可能教育的問題,找老師或相關的人)
[00:08:18.240 --> 00:08:24.960]  (主持人:是這樣的,但他說誰是智慧人,誰知道人生的一些事情的解釋呢?)
[00:08:24.960 --> 00:08:30.960]  (主持人:人的智慧仍然肯定,意思就是他可以幫到他,他的淚氣軟化下來)
[00:08:30.960 --> 00:08:41.760]  (主持人:或者他有一種面容的光彩等等的情況,很有一種智慧的智者的力量)
[00:08:41.760 --> 00:08:47.520]  (主持人:但他在背景的這個段落,到九節,他在用王的權力下說)
[00:08:47.520 --> 00:08:54.320]  (主持人:一般情況下,白姓王好,或者他有能力智慧判斷,白姓會配合)
[00:08:54.320 --> 00:09:01.040]  (主持人:但三至四句提醒,智者就算提醒不要善利,本身就職守)
[00:09:01.040 --> 00:09:07.040]  (主持人:原本我們在任何的角色都有一個職守崗位)
[00:09:07.040 --> 00:09:12.240]  (主持人:他就用反面提醒,不要急躁離開王的面,表示不滿和不忠)
[00:09:12.240 --> 00:09:18.800]  (主持人:即是表示那種固執是到一個程度,不滿到行惡,壞的主義)
[00:09:18.800 --> 00:09:24.480]  (主持人:一個國家,一個地區,一個組織的群體有不同的角色)
[00:09:24.480 --> 00:09:32.240]  (主持人:他提醒一些人要這樣去遵守王的命令,第五節在權力下必不受禍害)
[00:09:32.240 --> 00:09:40.960]  (主持人:他提到智慧人,或者有智慧的心,知道怎樣正當的步驟)
[00:09:40.960 --> 00:09:45.440]  (主持人:但現實生活,道理就知道,有時很難判斷)
[00:09:45.440 --> 00:09:53.600]  (主持人:特別我們做一個抉擇,會希望最大的效益,還有什麼會考慮?)
[00:09:53.600 --> 00:10:00.960]  (主持人:你會有可能道德的考慮,有沒有私人感情的考慮?)
[00:10:00.960 --> 00:10:05.360]  (主持人:很難免都會有些個人喜好,或者你私人感情的)
[00:10:05.360 --> 00:10:12.080]  (主持人:這幾件事,走在一起的時候,要做一個抉擇,有時不容易)
[00:10:12.080 --> 00:10:17.520]  (主持人:甚至我們幾個人都有不同的想法,不要說多人,再大一點的群體)
[00:10:17.520 --> 00:10:28.800]  (主持人:有一個測驗,一個思考的個案,他說希望不會發生)
[00:10:28.800 --> 00:10:35.120]  (主持人:就說有一個劫持者抓了我們十個人,這裡有十個)
[00:10:35.120 --> 00:10:42.960]  (主持人:包括你,他說要找一個人,我寫10號仔,即是1到10)
[00:10:42.960 --> 00:10:49.520]  (主持人:這個10個人裡面,他說要找到他,但不知道誰是10號仔)
[00:10:49.520 --> 00:10:54.560]  (主持人:找不到10號仔出來,我就殺一半,即是殺5個)
[00:10:54.560 --> 00:11:01.840]  (主持人:好,問題來了,你知道誰是10號仔,你會做什麼呢?)
[00:11:01.840 --> 00:11:06.800]  (主持人:不說,還是把他抓出來,可能10號仔跟你不太合)
[00:11:06.800 --> 00:11:14.960]  (主持人:送他一程,那個10號仔在那裡,你會說沒那麼不對,沒那麼壞)
[00:11:14.960 --> 00:11:17.840]  (主持人:壞小子,沒道義,把他推出來死)
[00:11:17.840 --> 00:11:25.440]  (主持人:好,這個是Level 1,Level 2,Level 2可能比較容易,你就是那個10號仔)
[00:11:25.440 --> 00:11:33.760]  (主持人:好,我犧牲,我約拿,我出來,我是10號,你找的人是我,殺了我算了)
[00:11:33.760 --> 00:11:38.720]  (主持人:一個救九個,用成本效益好像挺對)
[00:11:38.720 --> 00:11:45.920]  (主持人:最好一個都不要犧牲,Level 3是難一點,死自己好像也不容易)
[00:11:45.920 --> 00:11:54.560]  (主持人:不過10號仔原來是你的配偶,甚至子女)
[00:11:54.560 --> 00:12:09.680]  (主持人:哇,你說做不出,你犧牲自己還好,那個你重視了外人,更加難搞)
[00:12:09.680 --> 00:12:21.520]  (主持人:道德良心,成本效益還是私人感情,始終有一個死,這樣比死五個好,很多計算)
[00:12:21.520 --> 00:12:29.360]  (主持人:你堅持,甚至一群人商量,我不確定我將這個問題給AI,它會給什麼答案)
[00:12:29.360 --> 00:12:35.760]  (主持人:有些人說AI也有感情,現在什麼都問AI,做事也)
[00:12:35.760 --> 00:12:43.760]  (主持人:可能你說我生活中有時候做一些抉擇比這些更痛苦更困難也說不定)
[00:12:43.760 --> 00:12:51.360]  (主持人:智慧是有限的,所以他說,王,所羅門王這麼厲害,他也會有限的)
[00:12:51.360 --> 00:12:57.200]  (主持人:六節他說,各樣事務成就有時候和定理,因為人的苦難壓在他身上)
[00:12:57.200 --> 00:13:13.520]  (主持人:這裡說的苦難或者苦惱很沉重,即使有關王的權之下,仍然有些情況是可能會灰心、迷惑、困擾的情況)
[00:13:13.520 --> 00:13:21.840]  (主持人:不是說我很聰明,我什麼都能解決,人生的事務就是他形容的苦難,重壓在人的心)
[00:13:21.840 --> 00:13:31.360]  (主持人:第七節說,不知道將來的事,原來是有限,包括你再有知識、智慧,你卻不是有水晶球知道將來)
[00:13:31.360 --> 00:13:41.120]  (主持人:你可以預測,甚至你說我很準確,我預測,也不可能百分百,也有你預計不到,有你誰能告訴他呢)
[00:13:41.120 --> 00:13:52.320]  (主持人:第八節說,沒有人有權力掌管生命,當然直接說到生命的留住,沒有人留得住,也沒有人有權力掌管死期)
[00:13:52.320 --> 00:13:58.640]  (主持人:這場真戰無人能免,惡邪惡也不能救那好恨邪惡的人,第八節)
[00:13:58.640 --> 00:14:08.080]  (主持人:第九節,這一切我都見過,細心查考過,日光之下,你齊時有時都管轄那人,都令人受害)
[00:14:08.080 --> 00:14:19.600]  (主持人:他講到掌管生命的原文,就是掌管風的約束,你能不能待會出街,我叫風向某個方向吹,或者我要捉住風)
[00:14:19.600 --> 00:14:27.280]  (主持人:他說沒有人掌管生命就是這樣,沒有人能夠掌管生死,沒有人有權,即是人的層面)
[00:14:27.280 --> 00:14:38.640]  (主持人:智慧人就好像說見過查過,做這些判斷,有時就算你有權,有智慧能力,都難免做得不理想,或者有人受害)
[00:14:38.640 --> 00:14:44.640]  (主持人:做正確的判斷和決定,有時都不容易,但可能你卻是一個角色)
[00:14:44.640 --> 00:14:53.440]  (主持人:我想說,你說我不是皇,我又不是特首,政府高官,不是,你在生活總有一個範疇領域)
[00:14:53.440 --> 00:15:08.800]  (主持人:可能你有權,或者責,小到可能你的家庭,你說可以涉及不太多人,但都可以一家五口都有不滿意,這個喜歡那個不滿意)
[00:15:08.800 --> 00:15:12.160]  (主持人:那怎樣有智慧去做判斷,做決定呢?)
[00:15:12.160 --> 00:15:20.000]  (主持人:有一個刺激大家思考的情況,有一家醫院,或者可能要移動一點)
[00:15:20.000 --> 00:15:32.320]  (主持人:有一家醫院有五個重病的人,他們的重病需要移植一個器官才能醫好生存下來,不然會死的)
[00:15:32.320 --> 00:15:38.960]  (主持人:這個時間有第六個病人沒那麼重症,身體也算健康)
[00:15:38.960 --> 00:15:49.200]  (主持人:這個醫生可不可以把輕症患者搞定,令他好像罕見的不幸事故呢?)
[00:15:49.200 --> 00:16:02.800]  (主持人:有一個健全的身體,可以分給五個病患的人,把器官醫好,殺一救五有沒有成本效益呢?)
[00:16:02.800 --> 00:16:13.520]  (主持人:那五個死定了,明天死的,現在犧牲一個救五個,你説這麼不道德,有沒有搞錯?)
[00:16:13.520 --> 00:16:22.240]  (主持人:不可能的,有些醫生醫得的,不可能去僭越健康人的生命)
[00:16:22.240 --> 00:16:29.200]  (主持人:但讓那五個人死,又很令人可惜)
[00:16:29.200 --> 00:16:35.440]  (主持人:當然醫術常識,醫生也沒有殺害健康人的權利)
[00:16:35.440 --> 00:16:45.200]  (主持人:大多數人都會覺得很不幸,那五個病患沒人想有人因為病患或失救而離開)
[00:16:45.200 --> 00:16:51.600]  (主持人:可能這個也不是太難決定,可能也會有些憂傷)
[00:16:51.600 --> 00:17:00.720]  (主持人:不過表面上是智商問題,但現實生活人性的自私,權力財力在不同的地方)
[00:17:00.720 --> 00:17:06.480]  (主持人:是否真的繼續發生這件事,我想說不是未發生,是繼續發生)
[00:17:06.480 --> 00:17:12.560]  (主持人:當然不是這個個案的情況,可能更可怕)
[00:17:12.560 --> 00:17:22.480]  (主持人:因為世代進化而人性進步了,道德的質素有沒有提升?)
[00:17:22.480 --> 00:17:25.760]  (主持人:還是很多人都在參與一些事情?)
[00:17:25.760 --> 00:17:35.360]  (主持人:喜歡看電影嗎?近兩年很多港產片都挺有迴響,叫好又叫座)
[00:17:35.360 --> 00:17:46.000]  (主持人:說幾套你一定知道,《獨善大狀》、《年少日記》、早一點《正義迴廊》)
[00:17:46.000 --> 00:17:55.680]  (主持人:還有一套《白日之下》,很沉重的,每個人看完都很沉重)
[00:17:55.680 --> 00:18:03.520]  (主持人:水準高不高,或者有黑的電影拍,我不確定,留待專家分析)
[00:18:03.520 --> 00:18:10.720]  (主持人:我想迴響大,因為這些事情全部都在我們身邊發生)
[00:18:10.720 --> 00:18:15.920]  (主持人:就好像經文說的,不是遙遠的鎖羅門,自己亂說一些)
[00:18:15.920 --> 00:18:22.320]  (主持人:以前的社會那麼亂,歷史歷代人性有序的軟弱)
[00:18:22.320 --> 00:18:27.920]  (主持人:都繼續發生一些我們很難接受、不認同的事情)
[00:18:27.920 --> 00:18:36.080]  (主持人:不過迴響大正是很現實在我們身邊,是這樣的,同化了)
[00:18:36.080 --> 00:18:42.480]  (主持人:我都沒有辦法,聖經提到我們遇到的現象,怎樣面對)
[00:18:42.480 --> 00:18:48.160]  (主持人:他說到最困擾是去到第十節打號)
[00:18:48.160 --> 00:18:53.040]  (主持人:他還說,好像不見惡人受罰,他說)
[00:18:53.040 --> 00:19:00.640]  (主持人:我見惡人埋葬歸入墳墓第十節,又見行正直事的離開聖地)
[00:19:00.640 --> 00:19:04.800]  (主持人:剛剛相反,在城中被遺忘,這時去控)
[00:19:04.800 --> 00:19:09.440]  (主持人:他的意思是,他認為葬禮對以色列人很重要)
[00:19:09.440 --> 00:19:18.080]  (主持人:我想我們華人一樣很重視,搞得好看的葬禮喪事)
[00:19:18.080 --> 00:19:23.680]  (主持人:他說惡人還在聖殿入土為安,得到榮譽誇獎的情況)
[00:19:23.680 --> 00:19:30.720]  (主持人:但那些行事正直就沒有,不葬在那裡,可能處理得差一點,甚至被人遺忘)
[00:19:30.720 --> 00:19:38.080]  (主持人:上一節他說,因為斷定罪名,已經肯定那個不對的,為什麼沒有受到司道刑罰)
[00:19:38.080 --> 00:19:42.880]  (主持人:所以世人滿心作惡,一個很令人氣憤的描述)
[00:19:42.880 --> 00:19:53.280]  (主持人:不受刑罰,不如我也犯罪,不守規矩,不相信有報應,產生誤解)
[00:19:53.280 --> 00:20:01.600]  (主持人:下面回應,他說,第一十二節,上半節也說罪人,雖然坐八次,好像還倒向長久的年日)
[00:20:01.600 --> 00:20:08.480]  (主持人:不過他在十二節下半節修正,他說我準知道,敬畏神的就是在他面前敬畏人)
[00:20:08.480 --> 00:20:12.320]  (主持人:忠狗必得福樂,十三節惡人卻不得福樂)
[00:20:12.320 --> 00:20:16.880]  (主持人:他講得很正,其實他們不是,也不得長久的年日)
[00:20:16.880 --> 00:20:25.840]  (主持人:不過我們眼目,有時候眼見,當下是一些,為什麼不是立刻報應他,或者他做壞事,為什麼逃得掉)
[00:20:25.840 --> 00:20:31.840]  (主持人:所以剛才說的電影,描述可能現實生活中未必是那麼理想的)
[00:20:31.840 --> 00:20:37.680]  (主持人:我也想有一個這樣的黃子華大狀,幫我拯救我)
[00:20:37.680 --> 00:20:49.200]  (主持人:不過,電影裡有,現實可能也有,但是否真的能救所有人,或者有些人在中間受苦)
[00:20:49.200 --> 00:20:54.560]  (主持人:但然而,傳道者仍然不是想講一個悲觀的世界,而是他提到)
[00:20:54.560 --> 00:21:05.840]  (主持人:不是的,終極的惡人也不得長久,也不能真正的興旺,二人敬畏神,因為永恆而圓滿)
[00:21:05.840 --> 00:21:13.040]  (主持人:意思是仍然要敬畏神,仍然要持守我們,而不是跟隨錯誤的事情)
[00:21:13.040 --> 00:21:22.960]  (主持人:所以對照兩個段落,七節,智慧和恆意是對的,雖然有限制,我們不是用那些來換取好的回報或福氣)
[00:21:22.960 --> 00:21:29.680]  (主持人:因為整個創造上,我告訴他,你得到的福是神賜,不是我們賺取回來的)
[00:21:29.680 --> 00:21:35.280]  (主持人:但就算你不要行惡去爭取你想要的東西,或者隨波逐流)
[00:21:35.280 --> 00:21:42.720]  (主持人:還要在十五節求的結論,主要的意思是,主想我們要什麼呢?)
[00:21:42.720 --> 00:21:54.480]  (主持人:主的心意是要我們從勞碌中時享受所得,雖然你前面說很多不開心的事情,或者有時候不順利,但不是所有,有時候)
[00:21:54.480 --> 00:22:00.880]  (主持人:所以十五節的結論是,我稱讚快樂,原來人在日光之下莫強於吃喝快樂)
[00:22:00.880 --> 00:22:08.560]  (主持人:因為他在日光之下神賜他一生的年日,要從勞碌中時享受所得的)
[00:22:08.560 --> 00:22:19.600]  (主持人:意思是提醒我們,在日光之下,他要賜我們年日,雖然勞碌,但要享受所得的)
[00:22:19.600 --> 00:22:34.640]  (主持人:當然不是在這裡鼓吹享樂主義,說我們很慌張,很差的吃喝玩樂)
[00:22:34.640 --> 00:22:43.680]  (主持人:在短暫人生中,我們仍然可以實在經歷到作恆意,作智慧人有的快樂,是神給的禮物)
[00:22:43.680 --> 00:22:52.000]  (主持人:有一個小故事,在早一個月靈修,可能有些人也有印象看過)
[00:22:52.000 --> 00:22:58.720]  (主持人:我覺得可以對應到我們反思生命,是什麼重要的事,我們怎樣去活)
[00:22:58.720 --> 00:23:04.640]  (主持人:有兩個被患病的病人,一個小明,一個大明,比較容易說)
[00:23:04.640 --> 00:23:13.200]  (主持人:小明說,如果我檢查完這個被發現是癌症,即是重病)
[00:23:13.200 --> 00:23:17.840]  (主持人:我就立即去旅行,做一些我很想做的事情)
[00:23:17.840 --> 00:23:22.480]  (主持人:旁邊的大明也是有鼻子問題,也在等檢查結果)
[00:23:22.480 --> 00:23:31.920]  (主持人:我也認同,如果我真的有癌症,不如我也追求我想做的事情)
[00:23:31.920 --> 00:23:41.360]  (主持人:結果小明真的有鼻子癌症,大明就鼻息欲,即是小事很多,也要自理)
[00:23:41.360 --> 00:23:46.480]  (主持人:小明立即離開醫院,實現他人生的計劃)
[00:23:46.480 --> 00:23:53.840]  (主持人:去想去的地方旅行,去讀書,去讀他想讀的課程)
[00:23:53.840 --> 00:24:01.200]  (主持人:有一天大明在媒體上看到小明有一篇關於生命的文章)
[00:24:01.200 --> 00:24:07.440]  (主持人:他立即打給小明,跟他聊天,小明說,其實我真的想像不到)
[00:24:07.440 --> 00:24:16.720]  (主持人:如果不是這場病,我的生命仍然會覺得很差勁,很糟糕)
[00:24:16.720 --> 00:24:25.200]  (主持人:他說這疾病雖然不好,但提醒了他努力實現自己想做但未做的夢想)
[00:24:25.200 --> 00:24:30.240]  (主持人:都是很正面的事情,去旅行,讀書,或者去一些不同的體驗)
[00:24:30.240 --> 00:24:34.400]  (主持人:他這樣體會到什麼是真正的生命和人生)
[00:24:34.400 --> 00:24:45.680]  (主持人:剛才說大明因為沒有病,沒有癌症,接受了一般的避色慾治療)
[00:24:45.680 --> 00:24:58.000]  (主持人:早已忘記了,之前妹妹都希望把握機會,她的人生不是這樣繼續走下去)
[00:24:58.000 --> 00:25:05.440]  (主持人:其實我們每個人沒有病,但有一個相同的地方,傳道書經常說)
[00:25:05.440 --> 00:25:11.280]  (主持人:異人和惡人一樣都會死,亦都說我和你的生命都有限)
[00:25:11.280 --> 00:25:18.480]  (主持人:我昨天崇拜的時候,還未開始講道,不知道為什麼突然間想到)
[00:25:18.480 --> 00:25:23.920]  (主持人:會不會是最後一篇講道,明天可能意外死了)
[00:25:23.920 --> 00:25:27.680]  (主持人:我也不知道為什麼,可能這個故事啟發了我)
[00:25:27.680 --> 00:25:35.360]  (主持人:真的,你和我怎知道還有多少日子,不用說我們驗出癌症)
[00:25:35.360 --> 00:25:41.120]  (主持人:我想這個故事啟發了我,老套的說法就是)
[00:25:41.120 --> 00:25:48.560]  (主持人:我們每一天都是最後一天,好好珍惜,享受今天神給我有的東西)
[00:25:48.560 --> 00:25:52.320]  (主持人:或者做好,明天如何,我們當然都會計劃)
[00:25:52.320 --> 00:25:57.920]  (主持人:可能會進修,讀書,有工作,有目標,或者你真的很想去的地方)
[00:25:57.920 --> 00:26:04.640]  (主持人:如何把握生命,因為正經地告訴我們,我們只是暫時寄居)
[00:26:04.640 --> 00:26:10.160]  (主持人:而我們最重要的,主要不是告訴我們,其實有沒有一些東西我覺得重要)
[00:26:10.160 --> 00:26:16.000]  (主持人:都未必重要,好像故事裡面,可能他忙,不是這個病,他忙碌一些)
[00:26:16.000 --> 00:26:20.560]  (主持人:或者都是好,或者一般生活的需要,而我就忽略了)
[00:26:20.560 --> 00:26:24.480]  (主持人:神有什麼在我生命裡最重要的事情呢?)
[00:26:24.480 --> 00:26:28.640]  (主持人:以至我們生命一種永恆而有的圓滿)
[00:26:28.640 --> 00:26:36.320]  (主持人:感謝神首先為我們預備了永久天家永恆的居所,這個最大的福氣)
[00:26:36.320 --> 00:26:41.760]  (主持人:但我們仍然由這裡去到天家,還有不知道多長多短的路程)
[00:26:41.760 --> 00:26:49.360]  (主持人:我們如何能夠,好像聖經所說,從牢籠中享受所得)
[00:26:49.360 --> 00:26:51.840]  (主持人:一種圓滿的感受生命)
[00:26:51.840 --> 00:27:00.720]  (主持人:十七節,他也有小結,因為傳道書還沒完)
[00:27:00.720 --> 00:27:03.440]  (主持人:明明在說享受所得,然後又說)
[00:27:03.440 --> 00:27:09.280]  (主持人:他說:沾心尋求智慧要看世上所做的,後面括著有晝夜不睡覺不合眼)
[00:27:09.280 --> 00:27:12.960]  (主持人:他說什麼呢?他說求智慧要看世上所有事)
[00:27:12.960 --> 00:27:19.040]  (主持人:就是說你有那個智慧,你看得透明白了,或者你經驗人生)
[00:27:19.040 --> 00:27:24.160]  (主持人:什麼風浪沒見過,我很安定的,有什麼好怕的)
[00:27:24.160 --> 00:27:28.000]  (主持人:不過晝夜不安,睡不著)
[00:27:28.000 --> 00:27:35.680]  (主持人:你是可以有的,我預測,劉博士你不太好,我預測的十件事我中了九件事)
[00:27:35.680 --> 00:27:42.080]  (主持人:厲害了,不過你睡不睡得著?你有沒有真正從神而來平安?)
[00:27:42.080 --> 00:27:44.960]  (主持人:十七節重要,我就看明神一切作為)
[00:27:44.960 --> 00:27:50.720]  (主持人:你看得透明是不夠的,你能看得明神的作為)
[00:27:50.720 --> 00:27:58.000]  (主持人:就好像大圖畫裡面,你看見風浪,看見困難,有人很害怕,有人很擔心)
[00:27:58.000 --> 00:28:05.760]  (主持人:有人說我什麼都行,不怕,而且無論你害怕與否,你能看見神嗎?)
[00:28:05.760 --> 00:28:11.840]  (主持人:害怕的看不到大圖畫有上帝在,你繼續很害怕)
[00:28:11.840 --> 00:28:19.120]  (主持人:不怕的,你覺得自己很有智慧能力,看不到大圖畫有神,你不懂得害怕)
[00:28:19.120 --> 00:28:26.960]  (主持人:你就自以為是,自以為自己掌控一切,甚至那種驕傲不能謙卑於神面前)
[00:28:26.960 --> 00:28:35.120]  (主持人:所以十七節後面說,他知道看得明神一切作為,反而他不是完全知道)
[00:28:35.120 --> 00:28:40.560]  (主持人:就是看得明神的作為,而知道人查不出日光下所做的事)
[00:28:40.560 --> 00:28:46.320]  (主持人:任憑他費多少尋查都查不出,即是他查不出,可能真的不明白)
[00:28:46.320 --> 00:28:54.160]  (主持人:包括在經文後面,整本書在第九章後面說到,你不掌握)
[00:28:54.160 --> 00:29:01.280]  (主持人:那天就是智慧人雖然想知道,但也查不出來,啟發或提醒我們什麼呢?)
[00:29:01.280 --> 00:29:07.680]  (主持人:我們有限,智慧也有限,就是明白,你有一件事明白)
[00:29:07.680 --> 00:29:15.120]  (主持人:人生安於我們,也有些查不透,不能掌握的事情才是真智慧)
[00:29:15.120 --> 00:29:20.560]  (主持人:以致你安然地說,那些交給上帝,我盡力做了要做的事)
[00:29:20.560 --> 00:29:24.880]  (主持人:所以三個重點重溫,就是神賜給我們享受,十五節說)
[00:29:24.880 --> 00:29:31.440]  (主持人:我們今天能否享受呢?你勞碌的,在日光下預料了)
