
[00:00:00.000 --> 00:00:02.520]  我相信大家在不同的場合
[00:01:33.360 --> 00:01:36.800]  很容易會自己的情緒被牽動
[00:01:36.800 --> 00:01:39.040]  很容易用惡對惡
[00:01:39.040 --> 00:01:40.320]  所以大衛就說
[00:01:40.320 --> 00:01:42.800]  在這樣的情況我用爪環
[00:01:42.800 --> 00:01:44.320]  好像自己是一隻馬
[00:01:44.320 --> 00:01:47.240]  用爪環納住自己的口
[00:01:47.240 --> 00:01:50.880]  不讓自己隨便講一些不應該講的說話
[00:01:50.880 --> 00:01:54.360]  免得他舌頭犯罪
[00:01:54.360 --> 00:01:55.400]  各位弟兄姊妹
[00:01:55.400 --> 00:01:58.600]  我們都容易會被人激動
[00:01:58.600 --> 00:02:01.560]  而聖經提醒我們要謹慎言行
[00:02:01.560 --> 00:02:04.280]  以至能夠不會犯罪
[00:02:04.280 --> 00:02:05.720]  也都因此我們需要看
[00:02:05.720 --> 00:02:08.840]  聖經今日對我們的勉勵和提醒
[00:02:08.840 --> 00:02:12.680]  怎樣讓我們舌頭能夠可以口出恩言
[00:02:12.680 --> 00:02:15.920]  而不是會傷害人的一些說話
[00:02:15.920 --> 00:02:20.840]  請大家一起再看回聖經的《雅各書》第三章
[00:02:20.840 --> 00:02:28.640]  我們剛才讀過的《雅各書》第三章
[00:02:28.640 --> 00:02:32.080]  我們試試從三方面去思想這段經文
[00:02:32.080 --> 00:02:35.920]  首先我們看到的就是聖經提醒我們要制止舌頭
[00:02:35.920 --> 00:02:37.840]  講不當講的話
[00:02:37.840 --> 00:02:39.600]  去納住舌頭
[00:02:39.600 --> 00:02:42.320]  在第三章第一節
[00:02:42.320 --> 00:02:44.800]  「我的弟兄們,不要多人作師傅
[00:02:44.800 --> 00:02:47.520]  因為曉得我們要受更重的
[00:02:47.520 --> 00:02:51.120]  或更大的判斷」
[00:02:51.120 --> 00:02:53.080]  聖經開始講到言語的時候
[00:02:53.080 --> 00:02:55.000]  就提醒我們要小心
[00:02:55.000 --> 00:02:59.000]  不要每個人都很想做師傅
[00:02:59.000 --> 00:03:00.360]  在當時的猶太人
[00:03:00.360 --> 00:03:01.480]  在新約的背景
[00:03:01.480 --> 00:03:04.680]  他們很想自己的子女都能夠做拉比
[00:03:04.680 --> 00:03:05.920]  做教師
[00:03:05.920 --> 00:03:08.880]  能夠教導人很多有關律法的道理
[00:03:08.880 --> 00:03:12.520]  因為是一個備受尊重的角色
[00:03:12.520 --> 00:03:14.960]  但當時《雅各》提醒大家
[00:03:14.960 --> 00:03:16.080]  「你們要小心
[00:03:16.080 --> 00:03:20.920]  做師傅的要面對著更大的審判」
[00:03:20.920 --> 00:03:23.080]  當然它也將自己包括在內
[00:03:23.080 --> 00:03:28.640]  「我們要受更大的或更重的判斷」
[00:03:28.640 --> 00:03:30.480]  做師傅的要留心
[00:03:30.480 --> 00:03:33.640]  因為你所說的話是如何
[00:03:33.640 --> 00:03:38.280]  將來會按照你所說的去審判你
[00:03:38.280 --> 00:03:39.800]  《馬塔科音》主耶穌說
[00:03:39.800 --> 00:03:42.200]  「你用什麼量氣量吸引
[00:03:42.200 --> 00:03:45.400]  還有什麼量氣量給你」
[00:03:45.400 --> 00:03:47.200]  因此對於教導真理的人來說
[00:03:47.200 --> 00:03:49.320]  是一個很大的提醒
[00:03:49.320 --> 00:03:52.200]  我自己每一次看到這段經文的時候
[00:03:52.200 --> 00:03:53.480]  都對自己提醒
[00:03:53.480 --> 00:03:54.760]  「你要小心
[00:03:54.760 --> 00:03:56.280]  免得你說出來
[00:03:56.280 --> 00:03:59.480]  但你自己卻不肯出來」
[00:03:59.480 --> 00:04:02.160]  或許我未必能夠達到這個標準
[00:04:02.160 --> 00:04:03.680]  但最基本就是
[00:04:03.680 --> 00:04:09.280]  這個成為了你追求的目標和方向
[00:04:09.280 --> 00:04:10.320]  很奇怪的一件事情
[00:04:10.320 --> 00:04:12.080]  或者奇妙的一件事情
[00:04:12.080 --> 00:04:15.200]  我自己平時靈修就是按照一個次序
[00:04:15.200 --> 00:04:18.640]  最近也剛剛讀到《雅各書》
[00:04:18.640 --> 00:04:20.920]  我今早自己靈修的時候一揭開
[00:04:20.920 --> 00:04:25.000]  咦 今天到第三章
[00:04:25.000 --> 00:04:26.800]  自己的靈修剛剛到今天
[00:04:26.800 --> 00:04:29.680]  我要說到的一個經文
[00:04:29.680 --> 00:04:31.560]  好像神告訴我
[00:04:31.560 --> 00:04:34.800]  「你要向自己說」
[00:04:34.800 --> 00:04:35.960]  不要忘記
[00:04:35.960 --> 00:04:39.480]  你也是自己去聽神的話
[00:04:39.480 --> 00:04:40.840]  因此作師傅
[00:04:40.840 --> 00:04:43.400]  作教導的人要留心
[00:04:43.400 --> 00:04:45.240]  有些弟兄姐妹會這樣想
[00:04:45.240 --> 00:04:46.800]  既然聖經這樣說
[00:04:46.800 --> 00:04:50.320]  我還是不要教主學
[00:04:50.320 --> 00:04:51.560]  我還是不要在聖經
[00:04:51.560 --> 00:04:53.480]  不要在團契裡面分享聖經
[00:04:53.480 --> 00:04:56.720]  靈修分享找另一個好了
[00:04:56.720 --> 00:05:00.880]  聖經並不是叫我們不去分享聖經
[00:05:00.880 --> 00:05:02.680]  就算是很個人化的
[00:05:02.680 --> 00:05:03.800]  很多時候都會有機會
[00:05:03.800 --> 00:05:07.000]  跟別人說聖經裡面的信息
[00:05:07.000 --> 00:05:09.720]  不是叫我們不說
[00:05:09.720 --> 00:05:11.000]  只不過是告訴我們
[00:05:11.000 --> 00:05:12.680]  去講解神的話
[00:05:12.680 --> 00:05:15.280]  是一個很尊貴的一件事
[00:05:15.280 --> 00:05:17.720]  因此要額外的謹慎
[00:05:17.720 --> 00:05:18.600]  免得洩醜
[00:05:18.600 --> 00:05:21.560]  隨便去說神的話
[00:05:21.560 --> 00:05:24.320]  不是叫我們放棄這麼重要的事情
[00:05:24.320 --> 00:05:25.880]  而是提醒自己
[00:05:25.880 --> 00:05:26.920]  提醒別人
[00:05:26.920 --> 00:05:28.840]  謹慎自己的言語
[00:05:28.840 --> 00:05:30.960]  用嚴肅的態度
[00:05:30.960 --> 00:05:34.160]  謹慎的態度來講述神的道
[00:05:34.160 --> 00:05:37.280]  這是背後重要的原因
[00:05:37.280 --> 00:05:39.760]  聖經並不是不明白人有軟弱
[00:05:39.760 --> 00:05:42.360]  因此在第二節繼續說
[00:05:42.360 --> 00:05:46.480]  原來我們在許多事上都有過失
[00:05:46.480 --> 00:05:49.160]  若有人在話語上沒有過失
[00:05:49.160 --> 00:05:51.000]  他就是完全人
[00:05:51.000 --> 00:05:54.120]  也能納住自己的全身
[00:05:54.120 --> 00:05:57.920]  一個人當他能控制自己的言語的時候
[00:05:57.920 --> 00:06:01.960]  也能控制自己的行為
[00:06:01.960 --> 00:06:03.960]  如果能夠言語沒有過失
[00:06:03.960 --> 00:06:07.840]  也表示他的生活行為沒有過失
[00:06:07.840 --> 00:06:09.000]  因此弟兄姊妹
[00:06:09.000 --> 00:06:12.320]  你和我都應該以追求謹慎的言語
[00:06:12.320 --> 00:06:15.320]  為人生的目標
[00:06:15.320 --> 00:06:19.560]  以至你和我都能夠行為可以完全
[00:06:19.560 --> 00:06:22.000]  不追求謹慎言語的
[00:06:22.000 --> 00:06:25.960]  很明顯在生活上都會出現很多問題
[00:06:25.960 --> 00:06:29.600]  所以聖經就將兩件事連在一起說
[00:06:29.600 --> 00:06:32.720]  如果能夠在言語上沒有過失
[00:06:32.720 --> 00:06:34.120]  就是完全人
[00:06:34.120 --> 00:06:37.560]  他就納住自己的全身
[00:06:37.560 --> 00:06:40.440]  聖經提到納住是表示一種節制
[00:06:40.440 --> 00:06:44.960]  一種適可而止的自我的控制
[00:06:44.960 --> 00:06:47.760]  聖經在第一章其實也有提及納住
[00:06:47.760 --> 00:06:52.440]  大家看回前面第一章第二十六節
[00:06:52.440 --> 00:06:55.240]  第一章二十六節我請大家一起讀出來
[00:06:55.240 --> 00:06:58.000]  若有人自以為虔誠
[00:06:58.000 --> 00:07:00.480]  卻不納住他的舌頭
[00:07:00.480 --> 00:07:02.640]  反欺控自己的心
[00:07:02.640 --> 00:07:06.200]  這人的虔誠是虛的
[00:07:06.200 --> 00:07:09.680]  一個人當他真正要有敬虔的時候
[00:07:09.680 --> 00:07:12.720]  他就需要節制自己的話
[00:07:12.720 --> 00:07:14.680]  如果他不去納住自己的言語
[00:07:14.680 --> 00:07:16.000]  不去節制
[00:07:16.000 --> 00:07:19.360]  就表示他的敬虔是虛假的
[00:07:19.360 --> 00:07:21.080]  是不真實的
[00:07:21.080 --> 00:07:23.680]  言下之意就是真正的敬虔
[00:07:23.680 --> 00:07:26.680]  是會謹慎言語的
[00:07:26.680 --> 00:07:29.000]  當你追求敬虔的生命的時候
[00:07:29.000 --> 00:07:33.600]  言語的謹慎是你一個重要的追求
[00:07:33.600 --> 00:07:35.040]  我最近看一篇文章
[00:07:35.040 --> 00:07:36.520]  提到一位弟兄
[00:07:36.520 --> 00:07:40.960]  他在五十歲以後才學習潛水
[00:07:40.960 --> 00:07:42.000]  我一聽見的時候
[00:07:42.000 --> 00:07:44.800]  我想我也有些盼望
[00:07:44.800 --> 00:07:46.480]  潛水這麼重要的
[00:07:46.480 --> 00:07:48.480]  或者這麼特別的一個挑戰
[00:07:48.480 --> 00:07:50.720]  很多人都不敢玩
[00:07:50.720 --> 00:07:53.280]  這位弟兄他在當中很有興趣
[00:07:53.280 --> 00:07:55.320]  因此自己慢慢一直學
[00:07:55.320 --> 00:07:57.200]  後來成為一個教練
[00:07:57.200 --> 00:07:59.320]  可以教人潛水
[00:07:59.320 --> 00:08:00.200]  這位弟兄說
[00:08:00.200 --> 00:08:01.400]  當他潛水的時候
[00:08:01.400 --> 00:08:02.560]  看見在海裏面
[00:08:02.560 --> 00:08:06.520]  那些七彩繽紛的海洋生物
[00:08:06.520 --> 00:08:10.320]  心情是很興奮、很快樂的
[00:08:10.320 --> 00:08:12.200]  他一直講述這個情況
[00:08:12.200 --> 00:08:14.040]  他說但是要很小心
[00:08:14.040 --> 00:08:18.440]  在水底裏面要留心一些手肘
[00:08:18.440 --> 00:08:20.360]  這些手肘如果不小心的時候
[00:08:20.360 --> 00:08:22.560]  就帶來很多問題
[00:08:22.560 --> 00:08:25.440]  譬如說你要小心某些範圍
[00:08:25.440 --> 00:08:27.440]  你可能不應該去
[00:08:27.440 --> 00:08:28.720]  會危險
[00:08:28.720 --> 00:08:32.000]  又或者某個高度或深度
[00:08:32.000 --> 00:08:33.360]  不可以太深
[00:08:33.360 --> 00:08:35.720]  否則會面對著很大的壓力
[00:08:35.720 --> 00:08:37.560]  身體會承受不住
[00:08:37.560 --> 00:08:39.480]  一直講一直講
[00:08:39.480 --> 00:08:40.600]  他就說有些時候
[00:08:40.600 --> 00:08:42.720]  如果你不願意去接受這些手肘
[00:08:42.720 --> 00:08:44.200]  你要自由奔放
[00:08:44.200 --> 00:08:48.040]  在水底裏面任意奔走的時候
[00:08:48.040 --> 00:08:50.680]  你會發覺本來是一些賞心的樂事
[00:08:50.680 --> 00:08:52.280]  很開心、很愉快
[00:08:52.280 --> 00:08:55.800]  突然間變成一件甚麼事呢?
[00:08:55.800 --> 00:08:57.600]  悲劇
[00:08:57.600 --> 00:08:59.280]  是人生的悲劇
[00:08:59.280 --> 00:09:03.680]  可能你在水底裏面遇溺等等的問題
[00:09:03.680 --> 00:09:04.880]  各位靈姐妹
[00:09:04.880 --> 00:09:06.480]  沒錯你和你的朋友聊天
[00:09:06.480 --> 00:09:07.600]  可以暢所欲言
[00:09:07.600 --> 00:09:09.240]  講你想要講的話
[00:09:09.240 --> 00:09:11.920]  但如果你沒有一些適當的節制
[00:09:11.920 --> 00:09:13.920]  很好的關係
[00:09:13.920 --> 00:09:16.880]  會變成了受敵
[00:09:16.880 --> 00:09:18.280]  同樣的情況
[00:09:18.280 --> 00:09:21.440]  我們必須留心那種合宜的節制
[00:09:21.440 --> 00:09:24.640]  和適當的納住自己的舌頭
[00:09:24.640 --> 00:09:27.080]  我記得我曾經和靈姐妹分享過
[00:09:27.080 --> 00:09:29.840]  有人說要追求完全的自由
[00:09:29.840 --> 00:09:31.440]  就是最快樂的
[00:09:31.440 --> 00:09:33.080]  因此有人用一個比喻
[00:09:33.080 --> 00:09:35.120]  他說如果你想要完全的自由
[00:09:35.120 --> 00:09:36.120]  有一個朋友
[00:09:36.120 --> 00:09:40.840]  他們一群人一起學習跳降落傘
[00:09:40.840 --> 00:09:43.640]  在小型飛機裏面跳下來
[00:09:43.640 --> 00:09:45.280]  一個青年人就說
[00:09:45.280 --> 00:09:46.080]  師父
[00:09:46.080 --> 00:09:48.200]  跟著教練這樣說
[00:09:48.200 --> 00:09:49.720]  跳降落傘自由自在
[00:09:49.720 --> 00:09:51.040]  在空中到處飛翔
[00:09:51.040 --> 00:09:52.640]  很開心很快樂
[00:09:52.640 --> 00:09:53.880]  不過最不自由的就是
[00:09:53.880 --> 00:09:58.240]  在背上背著降落傘
[00:09:58.240 --> 00:10:00.480]  因為降落傘太重了
[00:10:00.480 --> 00:10:02.200]  令到我渾身不舒服
[00:10:02.200 --> 00:10:06.880]  可不可以不要降落傘
[00:10:06.880 --> 00:10:10.680]  不要降落傘是最自由的
[00:10:10.680 --> 00:10:16.240]  不過換來的就是粉身碎骨
[00:10:16.240 --> 00:10:19.600]  有人以為沒有任何的節制
[00:10:19.600 --> 00:10:21.400]  就有最大的自由
[00:10:21.400 --> 00:10:22.240]  但聖經說到
[00:10:22.240 --> 00:10:26.320]  在真理裏面才有真正的自由
[00:10:26.320 --> 00:10:29.240]  你要能夠保存著繼續的自由
[00:10:29.240 --> 00:10:34.240]  你就要接受真理裏面給你的限制
[00:10:34.240 --> 00:10:37.240]  在其中領受神的恩惠
[00:10:37.240 --> 00:10:38.240]  因此當聖經說到
[00:10:38.240 --> 00:10:39.320]  「勒住」的時候
[00:10:39.320 --> 00:10:40.960]  不是要限制我們
[00:10:40.960 --> 00:10:42.800]  是要幫助我們繼續得到
[00:10:42.800 --> 00:10:45.040]  神要給我們的祝福
[00:10:45.040 --> 00:10:47.560]  因此聖經剛才我們讀的經文提及
[00:10:47.560 --> 00:10:50.640]  要勒住舌頭要謹慎
[00:10:50.640 --> 00:10:54.560]  以至一生人能夠平安無恙
[00:10:54.560 --> 00:10:58.000]  我們再看看下一個經文所說
[00:10:58.000 --> 00:10:59.800]  在聖經第三節繼續說
[00:10:59.800 --> 00:11:03.240]  「我們若把雀環放在馬嘴裏
[00:11:03.240 --> 00:11:04.640]  叫它馴服
[00:11:04.640 --> 00:11:07.080]  就能調動它的全身
[00:11:07.080 --> 00:11:08.960]  害那船隻雖然甚大
[00:11:08.960 --> 00:11:10.600]  又被大風吹迫
[00:11:10.600 --> 00:11:12.040]  只用少許的舵
[00:11:12.040 --> 00:11:15.160]  就隨著掌舵的意思轉動
[00:11:15.160 --> 00:11:18.720]  這張舌頭在白體裏也是最小的
[00:11:18.720 --> 00:11:22.200]  卻能說大話」
[00:11:22.200 --> 00:11:23.720]  聖經提到
[00:11:23.720 --> 00:11:25.320]  一隻馬
[00:11:25.320 --> 00:11:27.520]  就算是很健壯的大馬
[00:11:27.520 --> 00:11:31.320]  但它口中的雀環就能控制它全身
[00:11:31.320 --> 00:11:32.600]  一隻大的船
[00:11:32.600 --> 00:11:34.640]  一個小小的舵
[00:11:34.640 --> 00:11:37.160]  就能夠在大風吹迫的時候
[00:11:37.160 --> 00:11:38.680]  最難控制的時候
[00:11:38.680 --> 00:11:43.120]  仍然能夠擺動船身向左向右
[00:11:43.120 --> 00:11:46.760]  同樣,你的舌頭在你身體的器官當中
[00:11:46.760 --> 00:11:48.360]  是小的器官
[00:11:48.360 --> 00:11:52.600]  但卻能夠調動你的全身
[00:11:52.600 --> 00:11:54.320]  也意味著你的說話
[00:11:54.320 --> 00:11:56.920]  能夠影響你整個人
[00:11:56.920 --> 00:11:58.760]  舌頭那種威力
[00:11:58.760 --> 00:12:02.000]  聖經就在當中描寫出來
[00:12:02.000 --> 00:12:02.920]  因此有些時候
[00:12:02.920 --> 00:12:05.560]  當你內心裏會感受到
[00:12:05.560 --> 00:12:08.040]  要用一些說話去表達出來的時候
[00:12:08.040 --> 00:12:09.680]  你要知道你的舌頭
[00:12:09.680 --> 00:12:12.880]  可以產生很大的影響力
[00:12:12.880 --> 00:12:16.960]  但同樣,舌頭可以產生很大的破壞力量
[00:12:16.960 --> 00:12:19.280]  聖經在接著就繼續再說
[00:12:19.280 --> 00:12:20.720]  也是第二方面我們思想的
[00:12:20.720 --> 00:12:25.040]  就是舌頭是潛在著一個極大的破壞力量
[00:12:25.040 --> 00:12:29.520]  大家看看在第五節的中間
[00:12:29.520 --> 00:12:33.600]  「看那最小的火能點著最大的樹林
[00:12:33.600 --> 00:12:35.200]  舌頭就是火
[00:12:35.200 --> 00:12:36.360]  在我們百體中
[00:12:36.360 --> 00:12:38.400]  舌頭是個罪惡的世界
[00:12:38.400 --> 00:12:40.480]  能夠污穢全身
[00:12:40.480 --> 00:12:42.600]  也能把生命的輪子點起來
[00:12:42.600 --> 00:12:45.640]  並且是從地獄裏點著
[00:12:45.640 --> 00:12:47.040]  很小的火
[00:12:47.040 --> 00:12:50.560]  能夠可以點著整個的森林」
[00:12:50.560 --> 00:12:51.960]  我曾經很多次說到
[00:12:51.960 --> 00:12:53.600]  我在大樹林當中
[00:12:53.600 --> 00:12:56.880]  觀賞大樹的一些感受
[00:12:56.880 --> 00:12:58.080]  但在大樹林當中
[00:12:58.080 --> 00:13:00.560]  常常見到一些大的樹
[00:13:00.560 --> 00:13:07.000]  這些樹是二千年很長很長的樹
[00:13:07.000 --> 00:13:09.640]  但整棵倒塌在地上
[00:13:09.640 --> 00:13:12.320]  其中一個重要原因就是有閃電
[00:13:12.320 --> 00:13:14.120]  電光劈下來的時候
[00:13:14.120 --> 00:13:16.040]  燒著樹林
[00:13:16.040 --> 00:13:20.040]  而整棵大樹就變成焦黑的大樹
[00:13:20.040 --> 00:13:22.600]  小小的火可以點著樹林
[00:13:22.600 --> 00:13:28.040]  所以說言語可以帶來很大的破壞力量
[00:13:28.040 --> 00:13:31.840]  而所以說舌頭是罪惡的世界
[00:13:31.840 --> 00:13:33.920]  也意味著各種的邪惡
[00:13:33.920 --> 00:13:35.560]  各種的詭詐
[00:13:35.560 --> 00:13:37.000]  各種的欺騙
[00:13:37.000 --> 00:13:38.360]  各種的誹謗
[00:13:38.360 --> 00:13:42.240]  可以透過一個小的身體器官
[00:13:42.240 --> 00:13:45.080]  來發揮出來
[00:13:45.080 --> 00:13:48.360]  因此撒旦常常利用人的舌頭
[00:13:48.360 --> 00:13:51.400]  產生破壞、產生紛爭
[00:13:51.400 --> 00:13:52.600]  所以聖經所說
[00:13:52.600 --> 00:13:56.040]  「自從地獄裡點著」
[00:13:56.040 --> 00:13:58.400]  而這種影響不單只是一時間
[00:13:58.400 --> 00:14:00.280]  是帶來了長遠的影響
[00:14:00.280 --> 00:14:03.360]  將生命的輪子燃著
[00:14:03.360 --> 00:14:06.720]  意味著是產生一個長久的影響
[00:14:06.720 --> 00:14:09.960]  一個男士一時間控制不了自己
[00:14:09.960 --> 00:14:14.800]  向太太說了一句很尖銳的辱罵的話
[00:14:14.800 --> 00:14:17.000]  這個太太深受傷害
[00:14:17.000 --> 00:14:19.720]  接下來就是離婚
[00:14:19.720 --> 00:14:24.120]  接下來就是兩個孩子受了很大的傷害
[00:14:24.120 --> 00:14:26.760]  一生她受影響
[00:14:26.760 --> 00:14:29.400]  舌頭產生的一種破壞力量
[00:14:29.400 --> 00:14:32.680]  有些時候我們不可以低估它
[00:14:32.680 --> 00:14:34.160]  有些人覺得無所謂
[00:14:34.160 --> 00:14:35.200]  隨便說些話
[00:14:35.200 --> 00:14:37.880]  無所謂的 大家開心一下無所謂
[00:14:37.880 --> 00:14:41.200]  但不知道那種後果是可以很嚴重
[00:14:41.200 --> 00:14:43.120]  我記得一位姐妹曾經說
[00:14:43.120 --> 00:14:47.520]  這位姐妹說她自己身體稍微肥胖了一點
[00:14:47.520 --> 00:14:50.760]  但有一次有個人曾經這樣說她
[00:14:50.760 --> 00:14:54.640]  他說「你是豬扒」
[00:14:54.640 --> 00:15:01.520]  當然說的時候不會這麼溫柔、這麼小聲
[00:15:01.520 --> 00:15:05.560]  但這句話對她產生很大的影響
[00:15:05.560 --> 00:15:07.960]  很多年不能夠接納自己
[00:15:07.960 --> 00:15:11.440]  內心很受傷害
[00:15:11.440 --> 00:15:12.200]  各位靈性姐妹
[00:15:12.200 --> 00:15:13.920]  聖經提到要謹慎言語
[00:15:13.920 --> 00:15:17.240]  是盼望我們不會成為傷害人的人
[00:15:17.240 --> 00:15:18.240]  當我們說到這裡的時候
[00:15:18.240 --> 00:15:19.200]  或者大家感覺
[00:15:19.200 --> 00:15:22.360]  不如不要說話了
[00:15:22.360 --> 00:15:23.960]  最穩妥的就是不要說
[00:15:23.960 --> 00:15:26.960]  甚麼都不說就沒事了
[00:15:26.960 --> 00:15:31.320]  但聖經並不是叫我們放棄神給我們的言語能力
[00:15:31.320 --> 00:15:34.080]  只不過是謹慎其中
[00:15:34.080 --> 00:15:36.160]  也提醒我們放開膽量
[00:15:36.160 --> 00:15:39.240]  勇敢地說應說的話
[00:15:39.240 --> 00:15:40.840]  在我們教會的執事會
[00:15:40.840 --> 00:15:43.120]  我們多年來常常提一件事情
[00:15:43.120 --> 00:15:44.200]  在我們開會的時候
[00:15:44.200 --> 00:15:46.520]  我們學習兩個原則
[00:15:46.520 --> 00:15:48.200]  第一
[00:15:48.200 --> 00:15:50.680]  是要慎言
[00:15:50.680 --> 00:15:52.480]  謹慎言語
[00:15:52.480 --> 00:15:53.600]  第二
[00:15:53.600 --> 00:15:55.960]  是要敢言
[00:15:55.960 --> 00:16:00.760]  去勇敢地跟神的恩典說應該說的話
[00:16:00.760 --> 00:16:03.320]  在兩者之間學習平衡
[00:16:03.320 --> 00:16:06.400]  能夠說應該說的話
[00:16:06.400 --> 00:16:09.000]  因此你會知道自己的軟弱
[00:16:09.000 --> 00:16:12.560]  有誰沒有說過一些他錯的說話
[00:16:12.560 --> 00:16:14.240]  包括我 包括大家
[00:16:14.240 --> 00:16:16.920]  都會說過一些不合適的話
[00:16:16.920 --> 00:16:18.760]  但這種意識 這種了解
[00:16:18.760 --> 00:16:20.760]  不會難阻我們說話
[00:16:20.760 --> 00:16:22.720]  只不過是讓我們更強的意識知道
[00:16:22.720 --> 00:16:24.440]  我們要倚靠神
[00:16:24.440 --> 00:16:26.320]  在心靈裡面向神祈禱神
[00:16:26.320 --> 00:16:29.000]  幫助我說應說的話
[00:16:29.000 --> 00:16:31.000]  因此帶著一種謹慎
[00:16:31.000 --> 00:16:33.240]  說當說的話
[00:16:33.240 --> 00:16:34.800]  這種意識 我再說
[00:16:34.800 --> 00:16:36.600]  不是叫我們不說話
[00:16:36.600 --> 00:16:39.040]  而是叫我們更加知道倚靠神
[00:16:39.040 --> 00:16:40.760]  因為知道祂的幫助
[00:16:40.760 --> 00:16:44.000]  能夠叫我可以說要說的話
[00:16:44.000 --> 00:16:45.720]  有些時候面對一些情景
[00:16:45.720 --> 00:16:47.160]  有時候會容易發怒
[00:16:47.160 --> 00:16:49.000]  容易會有怒氣
[00:16:49.000 --> 00:16:50.760]  所以聖經提醒我們要小心
[00:16:50.760 --> 00:16:53.040]  不要被怒氣控制了我們
[00:16:53.040 --> 00:16:56.440]  我讓大家翻到前面的第一章
[00:16:56.440 --> 00:17:00.160]  我們上上講的第十九節
[00:17:00.160 --> 00:17:03.080]  不如我們一起讀第一章第十九節
[00:17:03.080 --> 00:17:05.320]  「我親愛的弟兄們
[00:17:05.320 --> 00:17:07.720]  這是你們所知道的
[00:17:07.720 --> 00:17:10.560]  但你們各人要快快地聽
[00:17:10.560 --> 00:17:14.960]  慢慢地說 慢慢地動腦」
[00:17:14.960 --> 00:17:17.840]  這句話我們要留心
[00:17:17.840 --> 00:17:19.800]  不要太快地看
[00:17:19.800 --> 00:17:21.080]  免得你看錯
[00:17:21.080 --> 00:17:22.920]  什麼話要慢慢地聽
[00:17:22.920 --> 00:17:26.000]  快快地說 快快地動腦
[00:17:26.000 --> 00:17:28.920]  這樣就完全是相違背
[00:17:28.920 --> 00:17:31.480]  是怎樣聽話?
[00:17:31.480 --> 00:17:32.720]  快快地聽
[00:17:32.720 --> 00:17:33.800]  怎樣說?
[00:17:33.800 --> 00:17:35.160]  慢慢地說
[00:17:35.160 --> 00:17:36.480]  怎樣動腦?
[00:17:36.480 --> 00:17:38.040]  慢慢地動腦
[00:17:38.040 --> 00:17:40.880]  如果你真的要有些提醒
[00:17:40.880 --> 00:17:43.560]  有些誠實帶著愛心的責備
[00:17:43.560 --> 00:17:47.400]  你要留心 不要太快
[00:17:47.400 --> 00:17:49.040]  有些時候你會發覺
[00:17:49.040 --> 00:17:50.720]  當你不小心去聽的時候
[00:17:50.720 --> 00:17:52.480]  別人都沒有意思去批評你
[00:17:52.480 --> 00:17:54.080]  你就以為別人批評
[00:17:54.080 --> 00:17:56.240]  馬上就會回駁對方
[00:17:56.240 --> 00:17:58.640]  就產生很多的紛爭
[00:17:58.640 --> 00:17:59.680]  當你小心聽的時候
[00:17:59.680 --> 00:18:01.600]  原來他在說自己的感受
[00:18:01.600 --> 00:18:03.680]  他不是在說你
[00:18:03.680 --> 00:18:05.440]  因此你內心會明白
[00:18:05.440 --> 00:18:06.880]  甚至安慰他
[00:18:06.880 --> 00:18:09.080]  你放心吧 不用太激動
