
[00:00:00.000 --> 00:00:07.000]  我請大家再看回剛才讀的《聖經》詩篇第62篇
[00:02:10.000 --> 00:02:14.000]  「我的心默默無聲專等候神
[00:02:14.000 --> 00:02:17.000]  我的救恩是從祂而來」
[00:02:17.000 --> 00:02:20.000]  一個最核心的訊息就是
[00:02:20.000 --> 00:02:23.000]  在神面前默默無聲
[00:02:23.000 --> 00:02:28.000]  專一的來等候祂、仰望祂的幫助
[00:02:28.000 --> 00:02:32.000]  我們發覺聖經提到無聲其實不是很容易的一件事情
[00:02:32.000 --> 00:02:34.000]  說不出聲很簡單
[00:02:34.000 --> 00:02:36.000]  但是面對著難處的時候
[00:02:36.000 --> 00:02:38.000]  一般會怎樣呢?
[00:02:38.000 --> 00:02:43.000]  會不斷很慌忙地去找不同的方法去解決問題
[00:02:43.000 --> 00:02:46.000]  因此那種安靜的挑戰其實很大
[00:02:46.000 --> 00:02:51.000]  甚至比開口、比行動更加的大
[00:02:51.000 --> 00:02:54.000]  但是那種無聲表示的一種人的內心
[00:02:54.000 --> 00:02:57.000]  他堅持著去信靠主
[00:02:57.000 --> 00:02:59.000]  安心去等候
[00:02:59.000 --> 00:03:04.000]  沒有其他的倚靠、沒有其他的幫助
[00:03:04.000 --> 00:03:06.000]  但是全心的倚靠神
[00:03:06.000 --> 00:03:09.000]  或者我們會覺得可能是私人面對著的處境
[00:03:09.000 --> 00:03:10.000]  是風平浪靜
[00:03:10.000 --> 00:03:12.000]  所以他覺得可以很安心
[00:03:12.000 --> 00:03:14.000]  那就叫等候神
[00:03:14.000 --> 00:03:16.000]  但是否真的風平浪靜呢?
[00:03:16.000 --> 00:03:18.000]  大家看看下面第三節
[00:03:18.000 --> 00:03:23.000]  「你們大家攻擊一人,把他毀壞
[00:03:23.000 --> 00:03:29.000]  如同毀壞歪扯的牆、張倒的壁,要到幾時呢?」
[00:03:29.000 --> 00:03:32.000]  私人當時其實是以寡敵眾
[00:03:32.000 --> 00:03:34.000]  很多人一起攻擊他
[00:03:34.000 --> 00:03:37.000]  而且他本身自己也很軟弱
[00:03:37.000 --> 00:03:43.000]  他甚至形容自己是歪扯的牆和張倒的壁
[00:03:43.000 --> 00:03:45.000]  這幅牆壁很快會倒下
[00:03:45.000 --> 00:03:48.000]  輕輕一推就會倒下來
[00:03:48.000 --> 00:03:52.000]  而周圍的人就合謀要將他推倒
[00:03:52.000 --> 00:03:55.000]  他們用的方法是一些詭詐的方法
[00:03:55.000 --> 00:03:57.000]  第四節中間說
[00:03:57.000 --> 00:04:03.000]  「他們喜愛方話,口須祝福,心卻就坐」
[00:04:03.000 --> 00:04:05.000]  表面上是來祝福他
[00:04:05.000 --> 00:04:08.000]  但是其實心裏面有一把刀
[00:04:08.000 --> 00:04:11.000]  要來刺頭他、就坐他
[00:04:11.000 --> 00:04:13.000]  在這種情況之下
[00:04:13.000 --> 00:04:16.000]  私人面對著的是一個很大的困難
[00:04:16.000 --> 00:04:17.000]  但是他仍然說
[00:04:17.000 --> 00:04:22.000]  「我心默默無聲,專等候臣」
[00:04:22.000 --> 00:04:25.000]  或者一個簡單的比喻大家會明白
[00:04:25.000 --> 00:04:30.000]  一間幼稚園裏面有很多小學生、幼稚園的學生
[00:04:30.000 --> 00:04:32.000]  他們就放學了
[00:04:32.000 --> 00:04:35.000]  但是班房裏有兩個學生留下
[00:04:35.000 --> 00:04:39.000]  因為不知為何他們的家長沒有來接他們
[00:04:39.000 --> 00:04:42.000]  其中一個小朋友就在大哭
[00:04:42.000 --> 00:04:46.000]  「媽媽呢?為何不來接我?」
[00:04:46.000 --> 00:04:48.000]  一邊哭一邊哭
[00:04:48.000 --> 00:04:51.000]  很擔心、很難過
[00:04:51.000 --> 00:04:54.000]  但是另一位小朋友很不同
[00:04:54.000 --> 00:04:57.000]  他周圍找了一些玩具就在玩
[00:04:57.000 --> 00:04:58.000]  在玩的時候很開心
[00:04:58.000 --> 00:05:00.000]  周圍玩這個玩那個
[00:05:00.000 --> 00:05:02.000]  老師走過來問他
[00:05:02.000 --> 00:05:04.000]  「你媽媽呢?」
[00:05:04.000 --> 00:05:08.000]  「就來了,很快就來了」
[00:05:08.000 --> 00:05:10.000]  「你不怕她忘記了嗎?」
[00:05:10.000 --> 00:05:13.000]  「她一定記得的,就來了」
[00:05:13.000 --> 00:05:16.000]  就繼續玩他的玩具
[00:05:16.000 --> 00:05:18.000]  大家明白那個分別
[00:05:18.000 --> 00:05:22.000]  同樣一個處境反應可以很不同
[00:05:22.000 --> 00:05:26.000]  一個可以哀哭、難過、擔憂
[00:05:26.000 --> 00:05:30.000]  另一個可以安然地繼續有他的遊玩
[00:05:30.000 --> 00:05:34.000]  因為他裏面深刻地相信第二節
[00:05:34.000 --> 00:05:38.000]  「唯獨他是我的盤石,我的拯救」
[00:05:38.000 --> 00:05:43.000]  「他是我的高台,我必不肯動搖」
[00:05:43.000 --> 00:05:46.000]  他認定這位上帝是他的倚靠
[00:05:46.000 --> 00:05:48.000]  是他的盤石
[00:05:48.000 --> 00:05:52.000]  因此就算眼前的問題未即刻改變
[00:05:52.000 --> 00:05:57.000]  但他仍然可以安穩默然地等候神
[00:05:57.000 --> 00:06:00.000]  他知道他不會動搖
[00:06:00.000 --> 00:06:03.000]  當然有些時候我們都會察覺到
[00:06:03.000 --> 00:06:05.000]  當我們在依靠神的時候
[00:06:05.000 --> 00:06:07.000]  是經歷很多困難
[00:06:07.000 --> 00:06:09.000]  如果你看聖經的次序
[00:06:09.000 --> 00:06:12.000]  第一、第二節是講述他的信心
[00:06:12.000 --> 00:06:16.000]  第三、第四節出現了一些困難
[00:06:16.000 --> 00:06:18.000]  但到了第五、第六節的時候
[00:06:18.000 --> 00:06:21.000]  他重覆講述他的信心
[00:06:21.000 --> 00:06:24.000]  大家再看看第五、第六節
[00:06:24.000 --> 00:06:25.000]  我想問大家
[00:06:25.000 --> 00:06:32.000]  第五、第六節和第一、第二節有什麼分別?
[00:06:32.000 --> 00:06:34.000]  第五節開始的分別就是
[00:06:34.000 --> 00:06:36.000]  「我的心那」
[00:06:36.000 --> 00:06:40.000]  使人在那個時候去呼籲他自己的內心
[00:06:40.000 --> 00:06:42.000]  你要默默無聲
[00:06:42.000 --> 00:06:45.000]  就算有第三、第四節的困難
[00:06:45.000 --> 00:06:47.000]  很多的攻擊、很多的問題
[00:06:47.000 --> 00:06:49.000]  仍然不斷地勉勵自己
[00:06:49.000 --> 00:06:50.000]  「我的心那」
[00:06:50.000 --> 00:06:53.000]  你當默然無聲
[00:06:53.000 --> 00:06:57.000]  專心地去等候神
[00:06:57.000 --> 00:06:58.000]  各位弟兄姊妹
[00:06:58.000 --> 00:07:00.000]  我相信大家都會體會到
[00:07:00.000 --> 00:07:02.000]  有些時候當我們倚靠神的時候
[00:07:02.000 --> 00:07:05.000]  一邊祈禱一邊祈禱
[00:07:05.000 --> 00:07:09.000]  情況有些時候反而好像更加惡劣
[00:07:09.000 --> 00:07:11.000]  不僅沒有改善
[00:07:11.000 --> 00:07:14.000]  好像問題更加嚴重
[00:07:14.000 --> 00:07:16.000]  不知道你們有沒有這樣的經歷
[00:07:16.000 --> 00:07:18.000]  有弟兄姊妹都會說
[00:07:18.000 --> 00:07:22.000]  去檢查身體發現有一些毛病
[00:07:22.000 --> 00:07:24.000]  因此向神祈禱
[00:07:24.000 --> 00:07:26.000]  求祢保守、求祢醫治
[00:07:26.000 --> 00:07:28.000]  但隔一段時間去檢查的時候
[00:07:28.000 --> 00:07:32.000]  再檢查發現原來是癌症
[00:07:32.000 --> 00:07:34.000]  為什麼不是祈禱了嗎?
[00:07:34.000 --> 00:07:36.000]  不是倚靠神嗎?
[00:07:36.000 --> 00:07:38.000]  為什麼問題會更加嚴重?
[00:07:38.000 --> 00:07:40.000]  為什麼會這樣?
[00:07:40.000 --> 00:07:44.000]  在那些時間會有很多信心的衝擊
[00:07:44.000 --> 00:07:46.000]  如果大家記得很多年前
[00:07:46.000 --> 00:07:49.000]  我曾經有一兩次講及
[00:07:49.000 --> 00:07:52.000]  在我自己在外國讀神學的期間
[00:07:52.000 --> 00:07:56.000]  當我第一年去到一個新的環境
[00:07:56.000 --> 00:07:59.000]  去讀書的時候發現自己身體不適應
[00:07:59.000 --> 00:08:01.000]  我記得很深刻的是
[00:08:01.000 --> 00:08:03.000]  當時自己一直消瘦
[00:08:03.000 --> 00:08:07.000]  不知道我的名字有沒有什麼影響
[00:08:07.000 --> 00:08:11.000]  短短的三個月瘦了十磅
[00:08:11.000 --> 00:08:13.000]  我當時很害怕
[00:08:13.000 --> 00:08:15.000]  什麼事?為什麼會這樣?
[00:08:15.000 --> 00:08:17.000]  自己很多不適應
[00:08:17.000 --> 00:08:19.000]  去到一個新的國家
[00:08:19.000 --> 00:08:22.000]  以為自己英語都應該可以應付
[00:08:22.000 --> 00:08:24.000]  但怎知道很多時候
[00:08:24.000 --> 00:08:27.000]  自己不清楚別人所說的話
[00:08:27.000 --> 00:08:30.000]  上課有些時候明白一點不明白一點
[00:08:30.000 --> 00:08:32.000]  心裡很難過
[00:08:32.000 --> 00:08:35.000]  因此有一次在神面前哀哭祈禱
[00:08:35.000 --> 00:08:38.000]  「神啊,求你幫助我」
[00:08:38.000 --> 00:08:40.000]  在祈禱的時候很清楚神給我安慰
[00:08:40.000 --> 00:08:42.000]  很清楚的是真理
[00:08:42.000 --> 00:08:45.000]  一句話一直注入我的內心
[00:08:45.000 --> 00:08:49.000]  「我的恩典救你用的」
[00:08:49.000 --> 00:08:51.000]  這句話帶給我很大的安慰
[00:08:51.000 --> 00:08:53.000]  因此我將事情一直交託給神
[00:08:53.000 --> 00:08:55.000]  將事情交託給神之後
[00:08:55.000 --> 00:08:57.000]  繼續再上路
[00:08:57.000 --> 00:09:00.000]  但竟然第二天就發生意外
[00:09:00.000 --> 00:09:03.000]  我和一班神學生一起打球
[00:09:03.000 --> 00:09:06.000]  自己裂了腕骨
[00:09:06.000 --> 00:09:09.000]  接著六個星期打石膏
[00:09:09.000 --> 00:09:11.000]  突然間我就問一個問題
[00:09:11.000 --> 00:09:13.000]  我不是祈禱了嗎?
[00:09:13.000 --> 00:09:15.000]  神不是告訴我祂的恩典救用嗎?
[00:09:15.000 --> 00:09:18.000]  為什麼好像情況更加惡劣
[00:09:18.000 --> 00:09:20.000]  不單再瘦一點
[00:09:20.000 --> 00:09:21.000]  應該說重一點
[00:09:21.000 --> 00:09:24.000]  因為有個石膏在那裡
[00:09:24.000 --> 00:09:26.000]  這石膏帶給我很多困擾
[00:09:26.000 --> 00:09:29.000]  寫字也很困難
[00:09:29.000 --> 00:09:31.000]  為什麼會這樣呢?
[00:09:31.000 --> 00:09:32.000]  在那時候很清楚
[00:09:32.000 --> 00:09:37.000]  經歷信心的一種掙扎和搖動
[00:09:37.000 --> 00:09:38.000]  在當時感謝神
[00:09:38.000 --> 00:09:41.000]  保守我的心繼續的倚靠神
[00:09:41.000 --> 00:09:43.000]  在整個學期結束之後
[00:09:43.000 --> 00:09:45.000]  是完全出乎我自己
[00:09:45.000 --> 00:09:48.000]  和周圍的人的意料之外
[00:09:48.000 --> 00:09:53.000]  我完成了的學分比一般同學更加多
[00:09:53.000 --> 00:09:55.000]  一般完成六個半學分
[00:09:55.000 --> 00:09:59.000]  我的學期完成了七個學分
[00:09:59.000 --> 00:10:00.000]  我永遠不會忘記
[00:10:00.000 --> 00:10:02.000]  當我完成了之後
[00:10:02.000 --> 00:10:04.000]  好像神在當中告訴我
[00:10:04.000 --> 00:10:07.000]  你以為你軟弱嗎?
[00:10:07.000 --> 00:10:09.000]  我容許你更軟弱
[00:10:09.000 --> 00:10:11.000]  但是讓你知道
[00:10:11.000 --> 00:10:16.000]  我的能力在其中仍然可以彰顯
[00:10:16.000 --> 00:10:20.000]  這個教訓不是讀書得來的
[00:10:20.000 --> 00:10:21.000]  但是讓我知道
[00:10:21.000 --> 00:10:25.000]  在人生的路上堅定的信靠神
[00:10:25.000 --> 00:10:27.000]  沒錯,有些時候會軟弱
[00:10:27.000 --> 00:10:29.000]  但是你可以像詩人那樣說
[00:10:29.000 --> 00:10:33.000]  在第五節再一次呼籲自己
[00:10:33.000 --> 00:10:36.000]  我的心啊,你當默而無聲
[00:10:36.000 --> 00:10:38.000]  專等候神
[00:10:38.000 --> 00:10:42.000]  因為我的盼望是從他而來
[00:10:42.000 --> 00:10:43.000]  沒有其他的盼望
[00:10:43.000 --> 00:10:47.000]  唯獨我們的盼望是從神而來
[00:10:47.000 --> 00:10:51.000]  唯獨他是我的盆石,我的拯救
[00:10:51.000 --> 00:10:55.000]  他是我的高台,我必不動搖
[00:10:55.000 --> 00:10:56.000]  我想問問大家
[00:10:56.000 --> 00:11:03.000]  這個必不動搖和第二節的不動搖有什麼分別?
[00:11:03.000 --> 00:11:08.000]  第二節是說我必不肯動搖
[00:11:08.000 --> 00:11:10.000]  沒錯,不會肯動搖
[00:11:10.000 --> 00:11:14.000]  不過有一點點動搖,是吧?
[00:11:14.000 --> 00:11:16.000]  但是來到第六節的時候
[00:11:16.000 --> 00:11:19.000]  沒錯,經過一些更加困難的處境
[00:11:19.000 --> 00:11:21.000]  更加惡劣的情況
[00:11:21.000 --> 00:11:25.000]  但是詩人將心轉向神
[00:11:25.000 --> 00:11:29.000]  他說他是我的盼望,我必不動搖
[00:11:29.000 --> 00:11:31.000]  更加堅定的心境就是
[00:11:31.000 --> 00:11:34.000]  我一定不會動搖
[00:11:34.000 --> 00:11:35.000]  而在他的恩典裡面
[00:11:35.000 --> 00:11:38.000]  我可以站立得穩
[00:11:38.000 --> 00:11:40.000]  因此在我自己人生裡面
[00:11:40.000 --> 00:11:42.000]  我常常給自己一句很簡單
[00:11:42.000 --> 00:11:45.000]  但是很鼓勵自己的話
[00:11:45.000 --> 00:11:46.000]  用英文說
[00:11:46.000 --> 00:11:49.000]  By grace I stand
[00:11:49.000 --> 00:11:52.000]  靠著恩典我站得住
[00:11:52.000 --> 00:11:55.000]  這句話常常在我自己軟弱的時候
[00:11:55.000 --> 00:11:58.000]  一直鼓勵我的內心
[00:11:58.000 --> 00:12:02.000]  有一次我記得和大肆曾牧師來聊天
[00:12:02.000 --> 00:12:03.000]  大家認識大肆曾牧師
[00:12:03.000 --> 00:12:05.000]  向一位很受尊敬的牧者
[00:12:05.000 --> 00:12:08.000]  是大德森牧師的曾孫
[00:12:08.000 --> 00:12:11.000]  今天他在香港生活
[00:12:11.000 --> 00:12:13.000]  他說到他自己年少的時候
[00:12:13.000 --> 00:12:16.000]  1940年在開封的日子
[00:12:16.000 --> 00:12:18.000]  他在那個地方出生
[00:12:18.000 --> 00:12:20.000]  當時他在讀一間
[00:12:20.000 --> 00:12:23.000]  孫教士子弟的訓練學校
[00:12:23.000 --> 00:12:26.000]  但1941年發生一件事大家都記得
[00:12:26.000 --> 00:12:31.000]  就是日本偷襲珍珠港
[00:12:31.000 --> 00:12:33.000]  日本偷襲珍珠港
[00:12:33.000 --> 00:12:36.000]  當時中國很多地方都淪陷
[00:12:36.000 --> 00:12:40.000]  1941年中國開封地區都淪陷了
[00:12:40.000 --> 00:12:43.000]  但是大肆曾牧師的父母
[00:12:43.000 --> 00:12:45.000]  剛剛去了北面的地方
[00:12:45.000 --> 00:12:49.000]  他們七百里遠的地方
[00:12:49.000 --> 00:12:52.000]  在那個地方孫教正在工作
[00:12:52.000 --> 00:12:54.000]  當他們父母聽見消息
[00:12:54.000 --> 00:12:57.000]  四個子女被抓到集中營的時候
[00:12:57.000 --> 00:13:00.000]  他們心裏面極其的擔憂
[00:13:00.000 --> 00:13:02.000]  大家可以想像
[00:13:02.000 --> 00:13:05.000]  如果你的子女被人抓去做人質
[00:13:05.000 --> 00:13:08.000]  未知生死你會怎樣
[00:13:08.000 --> 00:13:09.000]  他們很難過
[00:13:09.000 --> 00:13:12.000]  不斷想著有什麼方法可以營救子女
[00:13:12.000 --> 00:13:15.000]  但在那種兵荒馬亂的日子
[00:13:15.000 --> 00:13:16.000]  做到什麼呢?
[00:13:16.000 --> 00:13:18.000]  做不到什麼
[00:13:18.000 --> 00:13:20.000]  在那個時候大牧師的父親
[00:13:20.000 --> 00:13:22.000]  就一路祈禱一路祈禱
[00:13:22.000 --> 00:13:23.000]  在祈禱的時候
[00:13:23.000 --> 00:13:25.000]  很清楚神給他的經文
[00:13:25.000 --> 00:13:27.000]  告訴他
[00:13:27.000 --> 00:13:30.000]  你先求我的國和我的義
[00:13:30.000 --> 00:13:32.000]  這些一切
[00:13:32.000 --> 00:13:36.000]  包括他的子女都要加給你
[00:13:36.000 --> 00:13:38.000]  這句話帶給他很大的鼓勵
[00:13:38.000 --> 00:13:41.000]  因此他們夫婦就放心
[00:13:41.000 --> 00:13:43.000]  將自己的孩子交託給神
[00:13:43.000 --> 00:13:46.000]  因此五年之內
[00:13:46.000 --> 00:13:49.000]  沒有機會知道子女的消息
[00:13:49.000 --> 00:13:53.000]  五年半他們就重逢
[00:13:53.000 --> 00:13:55.000]  父母和四個子女重逢
[00:13:55.000 --> 00:13:57.000]  那種感受是何等的快樂
[00:13:57.000 --> 00:13:59.000]  當他們重逢的時候
[00:13:59.000 --> 00:14:01.000]  牧師就告訴爸爸
[00:14:01.000 --> 00:14:02.000]  爸爸你們不在
[00:14:02.000 --> 00:14:04.000]  不過天父很關心
[00:14:04.000 --> 00:14:05.000]  很愛護我們
[00:14:05.000 --> 00:14:09.000]  差不多派一個代父來照顧我們
[00:14:09.000 --> 00:14:12.000]  你知不知道這個代父親是誰?
[00:14:12.000 --> 00:14:14.000]  是你們認識的
[00:14:14.000 --> 00:14:16.000]  最近在奧運期間常常說的
[00:14:16.000 --> 00:14:20.000]  Eric Liddell 李愛蕊先生
[00:14:20.000 --> 00:14:23.000]  大家有看過《烈火戰車》那齣電影
[00:14:23.000 --> 00:14:25.000]  那個主角
[00:14:25.000 --> 00:14:26.000]  曾經很出名
[00:14:26.000 --> 00:14:28.000]  因為他為了要繼續崇拜
[00:14:28.000 --> 00:14:31.000]  而放棄他一百公尺的金牌
[00:14:31.000 --> 00:14:33.000]  大家知道是誰嗎?
[00:14:33.000 --> 00:14:35.000]  這位李愛蕊先生
[00:14:35.000 --> 00:14:36.000]  在他得到金牌之後
[00:14:36.000 --> 00:14:38.000]  四百萬的金牌之後
[00:14:38.000 --> 00:14:41.000]  他第二年就去了中國宣教
[00:14:41.000 --> 00:14:44.000]  後來還是被抓去集中營
[00:14:44.000 --> 00:14:46.000]  神給他很大的感動
[00:14:46.000 --> 00:14:48.000]  要愛小孩子
[00:14:48.000 --> 00:14:51.000]  因此他就做他們的老師
[00:14:51.000 --> 00:14:55.000]  做他們的代父
[00:14:55.000 --> 00:14:57.000]  你不會想到
[00:14:57.000 --> 00:15:00.000]  神在你自己都不知道的情況之下
[00:15:00.000 --> 00:15:01.000]  差不多派其他人
[00:15:01.000 --> 00:15:06.000]  去愛護你所愛護的人
[00:15:06.000 --> 00:15:07.000]  因此他們說
[00:15:07.000 --> 00:15:12.000]  當我們學習去關心神所重視的事情
[00:15:12.000 --> 00:15:18.000]  神就去關心我們所關心的人
[00:15:18.000 --> 00:15:21.000]  在期間他們經歷了神的保守和看顧
[00:15:21.000 --> 00:15:23.000]  他們清楚知道
[00:15:23.000 --> 00:15:27.000]  神是可信可靠的
[00:15:27.000 --> 00:15:30.000]  歷代很多的聖徒都不斷經歷到
[00:15:30.000 --> 00:15:32.000]  當人去信靠神的時候
[00:15:32.000 --> 00:15:34.000]  祂成為了我們的拯救
[00:15:34.000 --> 00:15:35.000]  第七節
[00:15:35.000 --> 00:15:39.000]  我的拯救 我的榮耀都在乎神
[00:15:39.000 --> 00:15:42.000]  我力量的盤石 我的避難所
[00:15:42.000 --> 00:15:44.000]  都在乎神
[00:15:44.000 --> 00:15:45.000]  重覆地說
[00:15:45.000 --> 00:15:48.000]  都在乎誰?
[00:15:48.000 --> 00:15:50.000]  在乎神自己
[00:15:50.000 --> 00:15:55.000]  在乎祂 祂是我們的依靠
[00:15:55.000 --> 00:15:56.000]  到了第八節的時候
[00:15:56.000 --> 00:16:00.000]  先人不單止是堅固了他的信心
[00:16:00.000 --> 00:16:03.000]  而且他呼籲各人去信靠神
[00:16:03.000 --> 00:16:04.000]  第八節
[00:16:04.000 --> 00:16:08.000]  你們眾人當時時依靠祂
[00:16:08.000 --> 00:16:10.000]  什麼叫時時呢?
[00:16:10.000 --> 00:16:13.000]  任何的情況 任何的時間之內
[00:16:13.000 --> 00:16:16.000]  英文的翻譯是At all times
[00:16:16.000 --> 00:16:20.000]  大的事 小的事都可以依靠神
[00:16:20.000 --> 00:16:22.000]  我曾經很久以前提及
[00:16:22.000 --> 00:16:26.000]  有一次和一班電影節目去喝茶
[00:16:26.000 --> 00:16:28.000]  當時去到一間比較舊式的茶樓
[00:16:28.000 --> 00:16:31.000]  不是門口拿票的那種
[00:16:31.000 --> 00:16:34.000]  就是自己去裡面到處看
[00:16:34.000 --> 00:16:35.000]  當時很多人
[00:16:35.000 --> 00:16:36.000]  我們就分散
[00:16:36.000 --> 00:16:38.000]  看哪張桌子有位置
[00:16:38.000 --> 00:16:40.000]  就立刻大家聚在一起
[00:16:40.000 --> 00:16:41.000]  所以大家分散
[00:16:41.000 --> 00:16:44.000]  站在不同的桌子 等位
[00:16:44.000 --> 00:16:46.000]  我站在桌子上的時候
[00:16:46.000 --> 00:16:49.000]  突然間有位姐妹就從遠處進入我們
[00:16:49.000 --> 00:16:51.000]  有位呀 有位呀
[00:16:51.000 --> 00:16:53.000]  我們立刻走過去
[00:16:53.000 --> 00:16:54.000]  走過去的時候
[00:16:54.000 --> 00:16:55.000]  我就稱讚這位姐妹
[00:16:55.000 --> 00:16:58.000]  你這麼厲害 這麼快就找到桌子
[00:16:58.000 --> 00:17:00.000]  她立刻就說
[00:17:00.000 --> 00:17:01.000]  不關我的事
[00:17:01.000 --> 00:17:02.000]  我祈禱一站過來
[00:17:02.000 --> 00:17:05.000]  他們就結帳了
[00:17:05.000 --> 00:17:08.000]  不知為何
[00:17:08.000 --> 00:17:11.000]  我心裡面很為這位姐妹感謝神
[00:17:11.000 --> 00:17:14.000]  她的心很自然地就祈禱
[00:17:14.000 --> 00:17:15.000]  倚靠神
[00:17:15.000 --> 00:17:17.000]  神就施恩給她
[00:17:17.000 --> 00:17:18.000]  當然我們知道
[00:17:18.000 --> 00:17:21.000]  神有祂很多很特別的計劃
[00:17:21.000 --> 00:17:23.000]  祂不一定給你位置
[00:17:23.000 --> 00:17:25.000]  但你知道祂喜悅你
[00:17:25.000 --> 00:17:26.000]  倚靠祂
[00:17:26.000 --> 00:17:29.000]  無論大的事情 小的事情
[00:17:29.000 --> 00:17:31.000]  任何的情況之下
[00:17:31.000 --> 00:17:34.000]  時時倚靠祂
[00:17:34.000 --> 00:17:37.000]  聖經說 在祂面前傾心圖義
[00:17:37.000 --> 00:17:39.000]  也意味著在信心當中
[00:17:39.000 --> 00:17:43.000]  很息然地將你一切所掛慮的事情
[00:17:43.000 --> 00:17:45.000]  告訴祂
[00:17:45.000 --> 00:17:46.000]  當然一方面
[00:17:46.000 --> 00:17:48.000]  我們可以帶著信心
[00:17:48.000 --> 00:17:49.000]  不慌不忙
[00:17:49.000 --> 00:17:52.000]  默然地等候祂
[00:17:52.000 --> 00:17:53.000]  但另一方面
[00:17:53.000 --> 00:17:55.000]  我們可以傾心圖義
[00:17:55.000 --> 00:17:57.000]  英文的翻譯說
[00:17:57.000 --> 00:17:59.000]  將你的心傾注出來
[00:17:59.000 --> 00:18:01.000]  沒有保留的
[00:18:01.000 --> 00:18:04.000]  將你自己交託給神
[00:18:04.000 --> 00:18:06.000]  用廣東話說
[00:18:06.000 --> 00:18:10.000]  將自己的命押上去
[00:18:10.000 --> 00:18:12.000]  神交給你
[00:18:12.000 --> 00:18:15.000]  我沒有其他的倚靠
[00:18:15.000 --> 00:18:16.000]  求你憐憫
[00:18:16.000 --> 00:18:19.000]  求你幫助我
[00:18:19.000 --> 00:18:20.000]  在當中
[00:18:20.000 --> 00:18:23.000]  施恩將心完全向神表明
[00:18:23.000 --> 00:18:24.000]  因為她知道
[00:18:24.000 --> 00:18:27.000]  神是她的避難所
[00:18:27.000 --> 00:18:28.000]  因此她這樣呼籲我們
[00:18:28.000 --> 00:18:30.000]  要時時倚靠祂
[00:18:30.000 --> 00:18:32.000]  在祂面前傾心圖義
[00:18:32.000 --> 00:18:34.000]  知道神是我們的避難所
[00:18:34.000 --> 00:18:37.000]  以她在描述這個世界的情況
[00:18:37.000 --> 00:18:39.000]  第九節
[00:18:39.000 --> 00:18:41.000]  下流人真是虛空
[00:18:41.000 --> 00:18:43.000]  上流人也是虛假
[00:18:43.000 --> 00:18:45.000]  放在天平裡就必浮起
[00:18:45.000 --> 00:18:48.000]  他們一共比空氣還輕
[00:18:48.000 --> 00:18:51.000]  聖經不是責備一些人
[00:18:51.000 --> 00:18:52.000]  下流
[00:18:52.000 --> 00:18:55.000]  這不是聖經文字的意思
[00:18:55.000 --> 00:18:57.000]  是說很多不同類別的人
[00:18:57.000 --> 00:19:02.000]  他們都不是真正我們的倚靠
