
[00:00:00.000 --> 00:00:03.440]  究竟基督徒應該怎樣看政治呢?
[00:01:43.480 --> 00:01:46.600]  誰才可以是這個國家的公民等等
[00:01:46.600 --> 00:01:50.120]  例如我們可以聽到很多其他的國家
[00:01:50.120 --> 00:01:53.800]  就會說我們這條邊界就要封鎖了
[00:01:53.800 --> 00:01:55.600]  其他人不可以進來
[00:01:55.600 --> 00:01:58.400]  諸如此類我們都會有這些問題
[00:01:58.400 --> 00:02:00.760]  所以作者就講到現代國家
[00:02:00.760 --> 00:02:04.080]  其實是透過這些邊界來控制這個空間
[00:02:04.080 --> 00:02:06.440]  究竟誰是屬於這個國家的呢?
[00:02:06.440 --> 00:02:09.280]  究竟哪些人是不屬於這個國家的呢?
[00:02:09.280 --> 00:02:11.800]  這些空間觀念其實都頗為強大
[00:02:11.800 --> 00:02:17.680]  例如我們聽到人們說中國、英國、美國
[00:02:17.680 --> 00:02:21.720]  很容易就聯想到一幅地圖
[00:02:21.720 --> 00:02:25.120]  究竟這些國家在哪裏
[00:02:25.120 --> 00:02:29.640]  其實這些已經是一種想像
[00:02:29.640 --> 00:02:35.800]  這些想像其實是塑造我們對一個現實的理解
[00:02:35.800 --> 00:02:41.320]  Kevin Law就說這些對於很多人來說
[00:02:41.320 --> 00:02:44.400]  是一些理所當然的理解
[00:02:44.400 --> 00:02:46.600]  其實都是被塑造出來
[00:02:46.600 --> 00:02:50.160]  甚至是一種神學的想像
[00:02:50.160 --> 00:02:51.360]  為甚麼他這樣說呢?
[00:02:51.360 --> 00:02:55.000]  他說因為現代國家正正透過這些想像
[00:02:55.000 --> 00:02:58.080]  其實扮演一個救贖主的角色
[00:02:58.080 --> 00:03:03.560]  令到我們覺得依靠他們就可以很安全
[00:03:03.560 --> 00:03:08.200]  依靠他們我們就會好像獲得一種拯救
[00:03:08.200 --> 00:03:11.920]  所以他覺得多不少這種國家的觀念
[00:03:11.920 --> 00:03:15.000]  其實都是一種神學的想像
[00:03:15.000 --> 00:03:18.080]  另外Kevin Law亦有說到
[00:03:18.080 --> 00:03:20.520]  現代國家如何塑造時間
[00:03:20.520 --> 00:03:25.360]  他說時間不是我們平時理解的一分一秒的時間
[00:03:25.360 --> 00:03:30.280]  而是說整個社會如何理解歷史
[00:03:30.280 --> 00:03:35.080]  例如我們經常聽到國家要向前走
[00:03:35.080 --> 00:03:36.560]  國家要進步
[00:03:36.560 --> 00:03:40.840]  國家要走在現代化的道路裏面
[00:03:40.840 --> 00:03:48.640]  Kevin Law認為這些是沒有終極目標的時間觀念
[00:03:48.640 --> 00:03:50.120]  只是我們不斷向前走
[00:03:50.120 --> 00:03:52.600]  但其實是不知道去哪裏
[00:03:52.600 --> 00:03:55.080]  而在這些時間觀念裏
[00:03:55.080 --> 00:04:02.160]  其實人很容易將未來或希望放在國家的未來裏面
[00:04:02.160 --> 00:04:05.360]  而不是放在上帝的未來裏面
[00:04:05.360 --> 00:04:12.080]  Kevin Law亦都在書裏提及全球化
[00:04:12.080 --> 00:04:14.360]  Globalization這個概念
[00:04:14.360 --> 00:04:18.040]  我想很多我們讀過DSE通識
[00:04:18.040 --> 00:04:20.760]  或者以前回考地理等等
[00:04:20.760 --> 00:04:23.720]  都有涉獵過全球化
[00:04:23.720 --> 00:04:28.080]  不過作者其實想說的是甚麼呢?
[00:04:28.080 --> 00:04:32.680]  他想說的是全球化這個概念
[00:04:32.680 --> 00:04:34.560]  或者全球化本身
[00:04:34.560 --> 00:04:40.920]  究竟是如何將空間和時間的想像推向極致
[00:04:40.920 --> 00:04:44.440]  他就說在全球化的想像裏面
[00:04:44.440 --> 00:04:46.960]  整個世界變成一個全球村
[00:04:46.960 --> 00:04:51.240]  大家都好像生活在同一個空間裏面
[00:04:51.240 --> 00:04:55.800]  但實際上這個空間是完全被抽空了
[00:04:55.800 --> 00:04:58.480]  它好像沒有了一種地方性
[00:04:58.480 --> 00:05:01.480]  工廠可以移到不同的地方
[00:05:01.480 --> 00:05:03.800]  資金亦都可以瞬間轉移
[00:05:03.800 --> 00:05:07.760]  人就變成好像可以自由調動的資源
[00:05:07.760 --> 00:05:11.040]  當中其實牽涉一些人民地理學的概念
[00:05:11.040 --> 00:05:15.440]  就是我們失去了一種地方感
[00:05:15.440 --> 00:05:22.360]  或者說我們對於地方好像越來越產生了一種感情
[00:05:22.360 --> 00:05:28.120]  在全球化的想像裏面
[00:05:28.120 --> 00:05:33.520]  越來越高速、越來越快速
[00:05:33.520 --> 00:05:35.800]  所以很容易造成一種碎片化
[00:05:35.800 --> 00:05:42.440]  所以我們人好像活在當下的一個時刻裏面
[00:05:42.440 --> 00:05:44.240]  又不太知道過去是怎樣
[00:05:44.240 --> 00:05:46.240]  不太知道未來是怎樣
[00:05:46.240 --> 00:05:48.920]  很多人都覺得生活很累
[00:05:48.920 --> 00:05:50.920]  亦都找不到方向
[00:05:50.920 --> 00:05:52.920]  那怎麼辦呢?
[00:05:52.920 --> 00:05:57.600]  Kavanaugh就在書的最後提出一個建議
[00:05:57.600 --> 00:06:04.400]  他就說究竟我們可以怎樣對抗這一種想像呢?
[00:06:04.400 --> 00:06:06.400]  他當然不是叫我們推翻國家
[00:06:06.400 --> 00:06:09.600]  亦都不是叫我們教會自己建立政府
[00:06:09.600 --> 00:06:10.800]  他就很有趣的
[00:06:10.800 --> 00:06:13.400]  他就將整個焦點放在
[00:06:13.400 --> 00:06:16.400]  對教會來說其實是一件很普遍的事
[00:06:16.400 --> 00:06:18.400]  就是聖餐
[00:06:18.400 --> 00:06:24.000]  亦都是為何這本書的中文書名翻譯成聖餐的政治學
[00:06:24.000 --> 00:06:28.400]  所以我們亦都不要說他們亂翻譯書名
[00:06:28.400 --> 00:06:29.400]  其實都有心意的
[00:06:29.400 --> 00:06:32.000]  很明顯他們都有看過整本書
[00:06:32.000 --> 00:06:38.200]  其實聖餐作者說不是純粹一種禮儀那麼簡單
[00:06:38.200 --> 00:06:41.800]  我們認為是一種真正的反思
[00:06:41.800 --> 00:06:44.800]  是一種對抗世界的想像
[00:06:44.800 --> 00:06:50.000]  在聖餐裏面教會的空間不是再由一個邊界所定義
[00:06:50.000 --> 00:06:52.800]  而是由基督的身體所定義出來
[00:06:52.800 --> 00:06:55.000]  我們對於普世教會的理解
[00:06:55.000 --> 00:06:57.400]  亦都不是純粹一種抽象的理解
[00:06:57.400 --> 00:07:00.400]  而是我們在每一個地方教會裏面
[00:07:00.400 --> 00:07:04.200]  在聖餐裏面的時候真實呈現出來
[00:07:04.200 --> 00:07:07.400]  所以當我們越扎根在地方教會的時候
[00:07:07.400 --> 00:07:11.400]  我們反而更加活在一個普世的教會裏面
[00:07:11.400 --> 00:07:15.200]  在聖餐裏面當你不斷紀念耶穌的死和復活的時候
[00:07:15.200 --> 00:07:19.600]  我們就不會忘記在這個世界裏面的暴力
[00:07:19.600 --> 00:07:24.600]  亦都不會接受現代政治一種假的救贖
[00:07:24.600 --> 00:07:30.000]  我們亦都可以在聖餐裏面遇上天國的現質
[00:07:30.000 --> 00:07:35.000]  所以在聖餐裏面我們其實是活在一個很不同的時間裏面
[00:07:35.000 --> 00:07:38.600]  是有過去、有現在、亦有將來的時間
[00:07:38.600 --> 00:07:43.600]  而不是純粹好像很多人所說的活在當下那麼簡單
[00:07:43.600 --> 00:07:49.400]  最後,Eucharist,聖餐其實都是一個spatial story
[00:07:49.400 --> 00:07:51.400]  即是一個空間故事
[00:07:51.400 --> 00:07:56.400]  主要是講述我們如何用身體的行動
[00:07:56.400 --> 00:08:00.400]  去講述出來的一個空間故事
[00:08:02.600 --> 00:08:07.600]  這個故事令到明明是一個很普世性的基督身體
[00:08:07.600 --> 00:08:12.600]  進入到我們一個很本土的空間生活裏面
[00:08:12.600 --> 00:08:14.600]  改變了我們如何看待這個世界
[00:08:14.600 --> 00:08:17.600]  亦都改變了我們如何想像這個世界
[00:08:17.600 --> 00:08:19.600]  今日的分享就講到這裏
[00:08:19.600 --> 00:08:21.600]  我們下次再見

