
[00:00:00.000 --> 00:00:03.680]  今天講這個題目對我來說是相當重要的
[00:08:20.960 --> 00:08:25.200]  我就列出福音派的立場
[00:08:25.200 --> 00:08:27.120]  其實這裡我所謂福音派的立場
[00:08:27.120 --> 00:08:30.480]  就是我站在福音派的立場
[00:08:30.480 --> 00:08:32.480]  不等於所有福音派人士的立場
[00:08:32.480 --> 00:08:34.480]  因為在福音派裏面都有少少不同的
[00:08:34.480 --> 00:08:38.800]  不過大概我是根據我們所公認的福音派的立場
[00:08:38.800 --> 00:08:39.920]  那什麼叫做福音派呢?
[00:08:39.920 --> 00:08:41.200]  那你不要今晚問我了
[00:08:41.200 --> 00:08:45.360]  我已經出了一卷帶說這個福音派的信仰是什麼
[00:08:45.360 --> 00:08:47.600]  如果你想知道就聽回那卷帶
[00:08:47.600 --> 00:08:50.720]  那個就是我所謂福音派的信仰
[00:08:50.720 --> 00:08:52.480]  好了,那不如我們不要浪費時間
[00:08:52.480 --> 00:08:54.880]  直接一點一點說下去
[00:08:54.880 --> 00:08:58.640]  你在聽的時候就記下一些你覺得不贊成
[00:08:58.640 --> 00:09:01.040]  或者有疑問的地方
[00:09:01.040 --> 00:09:03.040]  到時候就馬上提出來
[00:09:03.040 --> 00:09:05.040]  第一
[00:09:05.040 --> 00:09:08.000]  羅馬教會,就是天主教會
[00:09:08.000 --> 00:09:13.440]  和其他的基督教會,就是所謂新教之間的關係
[00:09:13.440 --> 00:09:17.040]  這個可以說是核心問題
[00:09:17.040 --> 00:09:19.040]  最基本的核心問題
[00:09:19.040 --> 00:09:23.040]  自從改革運動16世紀以來
[00:09:23.040 --> 00:09:27.360]  這個問題都是最基本起始點
[00:09:27.360 --> 00:09:31.680]  就是究竟羅馬天主教覺得他自己
[00:09:31.680 --> 00:09:33.920]  在神的教會裏面有什麼角色
[00:09:33.920 --> 00:09:37.600]  和其他不是天主教的基督教會
[00:09:37.600 --> 00:09:41.760]  在神的使命和天國裏面有什麼角色
[00:09:41.760 --> 00:09:43.520]  那背景來說
[00:09:43.520 --> 00:09:48.320]  羅馬天主教是肯定他自己
[00:09:48.320 --> 00:09:51.600]  是基督唯一的代表
[00:09:51.600 --> 00:09:55.200]  羅馬天主教這個教會的組織
[00:09:55.200 --> 00:09:58.560]  才是耶穌基督唯一的代表
[00:09:58.560 --> 00:10:02.480]  所以有時候羅馬天主教稱自己為第二個基督
[00:10:02.480 --> 00:10:06.720]  那位基督升上天之後,在地上的基督就是教會
[00:10:06.720 --> 00:10:08.720]  具體的意義來說
[00:10:08.720 --> 00:10:10.720]  就是我們經常聽到的
[00:10:10.720 --> 00:10:13.600]  就是教會以外是沒有救恩的
[00:10:13.600 --> 00:10:16.640]  教會以外沒有救恩的意思就是說
[00:10:16.640 --> 00:10:18.640]  用他們自己的說話來說
[00:10:18.640 --> 00:10:23.920]  人如果離開了或者拒絕加入天主教會的話
[00:10:23.920 --> 00:10:25.920]  他就沒有辦法得到救恩
[00:10:25.920 --> 00:10:27.120]  很清楚的意思
[00:10:27.120 --> 00:10:29.920]  就是一種非常獨立的
[00:10:29.920 --> 00:10:31.920]  就是沒得商量的
[00:10:31.920 --> 00:10:33.920]  除非這個是救恩的範圍
[00:10:33.920 --> 00:10:35.920]  要不就是在天主教會裏面
[00:10:35.920 --> 00:10:39.440]  否則在教會以外或者離開了
[00:10:39.440 --> 00:10:41.920]  或者你不肯加入
[00:10:41.920 --> 00:10:45.440]  這樣的時候就表示你不可以得救
[00:10:45.440 --> 00:10:48.960]  當然從這個角度來看的時候
[00:10:48.960 --> 00:10:51.520]  所有不參與天主教會的
[00:10:51.520 --> 00:10:54.480]  包括那些改教運動的教會
[00:10:54.480 --> 00:10:57.440]  就是我們所謂的新教或者叫做更正教
[00:10:57.440 --> 00:10:59.440]  Protestantism(抗爭主義)
[00:10:59.440 --> 00:11:01.440]  都是稱為異端
[00:11:01.440 --> 00:11:03.440]  稱為異端
[00:11:03.440 --> 00:11:07.440]  這個就是過去的背景
[00:11:07.440 --> 00:11:10.720]  我們看看近半個世紀來的改變
[00:11:10.720 --> 00:11:12.720]  我抄錯了,是近十年,不是十年
[00:11:12.720 --> 00:11:14.720]  是近半個世紀來的改變
[00:11:14.720 --> 00:11:19.520]  剛才說過在梵蒂岡第二次會議的時候
[00:11:19.520 --> 00:11:23.520]  開始有一個不同的立場說了出來
[00:11:23.520 --> 00:11:28.320]  立場是較為軟化了相當的程度
[00:11:28.320 --> 00:11:30.320]  軟化在哪裏呢
[00:11:30.320 --> 00:11:35.520]  就是說他仍然肯定天主教會是神最祝福的教會
[00:11:35.520 --> 00:11:41.200]  但是他也承認神也透過其他的教會
[00:11:41.200 --> 00:11:43.200]  當然包括新教在內
[00:11:43.200 --> 00:11:45.200]  去侍奉他
[00:11:45.200 --> 00:11:47.200]  更重要的是
[00:11:47.200 --> 00:11:51.520]  他稱其他基督教會的信徒為弟兄
[00:11:51.520 --> 00:11:56.160]  稱為弟兄當然不是我們普通所謂的兄弟
[00:11:56.160 --> 00:12:00.160]  弟兄就很糟糕的,不知道為什麼在基督教會這樣譯
[00:12:00.160 --> 00:12:03.920]  很明白的,弟兄就是有信仰的意義在裏面
[00:12:03.920 --> 00:12:08.320]  這個意思就是說我們有個
[00:12:08.320 --> 00:12:11.840]  天主教開始接受在教會以外
[00:12:11.840 --> 00:12:15.440]  和基督的人的關係都可以
[00:12:15.440 --> 00:12:18.720]  是一種信仰上的玉祿相連的關係
[00:12:18.720 --> 00:12:21.440]  所以我稱為弟兄,他都可以有機會得救
[00:12:21.440 --> 00:12:25.600]  並且他相信這些弟兄
[00:12:25.600 --> 00:12:31.040]  雖然在教會的蒙福上有虧損
[00:12:31.040 --> 00:12:32.800]  因為他不是羅馬天主教
[00:12:32.800 --> 00:12:38.880]  但是他也具有相當多神所希望教會有的特質
[00:12:38.880 --> 00:12:42.000]  究竟有哪些沒有哪些,他沒有詳細說
[00:12:42.000 --> 00:12:44.000]  不過沒有那麼多
[00:12:44.000 --> 00:12:48.720]  天主教是最全被神教會的特質
[00:12:48.720 --> 00:12:53.200]  甚至是因信稱義而受水禮的
[00:12:53.200 --> 00:12:57.200]  都可以稱為弟兄,即是說承認他得救
[00:12:57.200 --> 00:13:00.080]  我引用梵蒂岡第二次會議
[00:13:00.080 --> 00:13:03.600]  一篇短短的引述是這樣說的
[00:13:03.600 --> 00:13:07.600]  「哪些分離了的教會和團體」
[00:13:07.600 --> 00:13:09.600]  即是指新教
[00:13:09.600 --> 00:13:14.000]  「雖然我們相信他們具有以上所提到的缺點」
[00:13:14.000 --> 00:13:16.800]  以上提到很多缺點
[00:13:16.800 --> 00:13:19.120]  我們不詳細研究這些缺點
[00:13:19.120 --> 00:13:21.760]  「然而他們在救恩的奧秘上
[00:13:21.760 --> 00:13:25.120]  並非毫無意義和重要性」
[00:13:25.120 --> 00:13:26.480]  這句很重要
[00:13:26.480 --> 00:13:33.760]  有重要性在救恩的意義上有奧秘的作為
[00:13:33.760 --> 00:13:38.240]  「因為基督的聖靈沒有停止使用他們作為救恩的媒介」
[00:13:38.240 --> 00:13:39.520]  這句很重要
[00:13:39.520 --> 00:13:43.440]  即是說教會以外現在有救恩媒介
[00:13:43.440 --> 00:13:47.200]  基督教會、新教是其中一些的媒介
[00:13:47.200 --> 00:13:49.600]  「這些媒介之所以有效
[00:13:49.600 --> 00:13:55.920]  是源於天主教會獲神賜予豐盛得豐富的恩典和真理」
[00:13:55.920 --> 00:13:57.680]  意思是說
[00:13:57.680 --> 00:14:02.080]  反過來你們有這樣的機會
[00:14:02.080 --> 00:14:05.920]  是因為神的恩典由天主教會裡面
[00:14:05.920 --> 00:14:09.840]  恩澤到你們身上
[00:14:09.840 --> 00:14:11.360]  神特別的恩典
[00:14:11.360 --> 00:14:15.280]  所以天主教會就是最傳避的救恩媒介
[00:14:15.280 --> 00:14:17.600]  你們也可以成為救恩的媒介
[00:14:17.600 --> 00:14:18.960]  不過你們不傳避
[00:14:18.960 --> 00:14:22.640]  並且你們救恩的媒介是因為神特別恩待天主教會
[00:14:22.640 --> 00:14:29.600]  由透過天主教會開始給你們更多的恩典
[00:14:29.600 --> 00:14:31.120]  因為他們的看法就是
[00:14:31.120 --> 00:14:35.120]  基督教會其實都是從天主教會裡面分出來的
[00:14:35.120 --> 00:14:37.040]  所以你現在所擁有的真理
[00:14:37.040 --> 00:14:40.960]  其實都是天主教會裡面本身有的真理
[00:14:40.960 --> 00:14:42.640]  不過這個已經是錯了一點
[00:14:42.640 --> 00:14:43.440]  不完全
[00:14:43.440 --> 00:14:44.560]  不過都可以了
[00:14:44.560 --> 00:14:47.280]  算了,差一點點,都有你的份了
[00:14:47.280 --> 00:14:51.200]  這個和當日十六世紀空神惡煞很不同
[00:14:51.200 --> 00:14:54.800]  當日十六世紀的時候完全沒有機會的
[00:14:54.800 --> 00:14:56.560]  現在就說因為你是我們出來的
[00:14:56.560 --> 00:14:58.000]  所以也有機會給你
[00:14:58.000 --> 00:14:58.640]  都可以得救
[00:14:58.640 --> 00:15:00.720]  不過最好的都不是你們
[00:15:00.720 --> 00:15:03.120]  最好的都是我們的天主教會
[00:15:03.120 --> 00:15:07.360]  這個是他們教會的新的立場
[00:15:07.360 --> 00:15:09.280]  在這個立場上
[00:15:09.280 --> 00:15:12.960]  我們福音派怎麼看呢?
[00:15:12.960 --> 00:15:14.560]  我列了四點
[00:15:14.560 --> 00:15:15.600]  第一
[00:15:15.680 --> 00:15:17.920]  我認為對於天主教
[00:15:17.920 --> 00:15:21.200]  自稱他們是神最祝福的教會
[00:15:21.200 --> 00:15:24.560]  我覺得我不能夠接受
[00:15:24.560 --> 00:15:28.560]  不能夠接受因為在神學上不可能
[00:15:28.560 --> 00:15:31.200]  在歷史上也否定了
[00:15:31.200 --> 00:15:33.040]  神學上不可能就是說
[00:15:33.040 --> 00:15:37.040]  我在聖經上不見到在地上有哪一個教會
[00:15:37.040 --> 00:15:40.320]  能夠宣稱它是最蒙福的教會
[00:15:40.320 --> 00:15:43.680]  或者是唯一準確傳遞的教會
[00:15:43.680 --> 00:15:47.520]  這種說法一直以來在教會歷史上很危險
[00:15:47.520 --> 00:15:51.680]  很多時候在異端、旁支或者是小群
[00:15:51.680 --> 00:15:52.880]  都有出現這樣的情況
[00:15:52.880 --> 00:15:55.200]  就是說教會也有很多
[00:15:55.200 --> 00:15:56.640]  神也給了恩典
[00:15:56.640 --> 00:16:00.080]  不過神最祝福的就是我們教會
[00:16:00.080 --> 00:16:02.400]  我們教會才真的能夠得到神的恩典
[00:16:02.400 --> 00:16:04.880]  這些話聽起來很熟悉
[00:16:04.880 --> 00:16:08.080]  在某一些激進的小群的教會裡面
[00:16:08.080 --> 00:16:09.600]  我們經常聽到的
[00:16:09.600 --> 00:16:12.960]  神是特別在我們教會當中
[00:16:12.960 --> 00:16:15.440]  其他教會神就如頭探色
[00:16:15.440 --> 00:16:17.280]  不過也私恩給你們
[00:16:17.280 --> 00:16:18.400]  也有你們的份
[00:16:18.400 --> 00:16:20.720]  不過最好是改變你們的教會立場
[00:16:20.720 --> 00:16:21.680]  來到我們那裡
[00:16:21.680 --> 00:16:24.800]  這樣神就全被的恩典給了你們
[00:16:24.800 --> 00:16:26.560]  這種說法不行
[00:16:26.560 --> 00:16:28.800]  我在聖經裡面找不到根據
[00:16:28.800 --> 00:16:31.200]  在神學上也找不到根據
[00:16:31.200 --> 00:16:34.560]  而且在歷史上天主教實在沒有這樣的權
[00:16:34.560 --> 00:16:36.640]  說天主教會歷史可以告訴我們
[00:16:36.640 --> 00:16:41.120]  它是神全被的恩典和救恩的祝福
[00:16:41.120 --> 00:16:44.160]  因為天主教裡面實在有很多錯誤出過
[00:16:44.160 --> 00:16:46.480]  雖然我們不否認它也有好處
[00:16:46.480 --> 00:16:51.280]  但我們也不可能睜大眼睛看歷史說它沒有錯過
[00:16:51.280 --> 00:16:53.120]  它錯得很厲害
[00:16:53.120 --> 00:16:54.480]  在中世紀的時間
[00:16:54.480 --> 00:16:55.600]  甚至在近代
[00:16:55.600 --> 00:16:57.440]  很多次都犯了很多的錯誤
[00:16:57.440 --> 00:16:59.760]  我們怎麼可以眼睜睜看著這樣
[00:16:59.760 --> 00:17:02.960]  就說它是神最祝福的教會
[00:17:02.960 --> 00:17:05.520]  一切其他教會都不及它
[00:17:05.520 --> 00:17:08.720]  而且要黏著它才有恩典來到
[00:17:08.720 --> 00:17:12.080]  我覺得不可能接受這件事
[00:17:12.080 --> 00:17:15.600]  所以從第一點引申到第二點
[00:17:15.600 --> 00:17:17.440]  天主教會這樣說的時候
[00:17:17.440 --> 00:17:20.800]  它就是呼召那些失落的弟兄
[00:17:20.800 --> 00:17:23.120]  歸回他們的行列
[00:17:23.120 --> 00:17:24.160]  如果你要問我
[00:17:24.160 --> 00:17:27.680]  我的答案是不需要
[00:17:27.680 --> 00:17:29.440]  因為如果他不是最祝福的教會
[00:17:29.440 --> 00:17:31.120]  正如任何一間教會
[00:17:31.120 --> 00:17:33.120]  宣稱自己是最蒙福的
[00:17:33.120 --> 00:17:34.720]  當然如果他證明了是
[00:17:34.720 --> 00:17:35.520]  或者事實上是
[00:17:35.520 --> 00:17:37.200]  那我當然歸他的行列
[00:17:37.200 --> 00:17:39.520]  誰不想要神更多的恩典
[00:17:39.520 --> 00:17:41.600]  但是如果事實上不是的話
[00:17:41.600 --> 00:17:44.240]  那他這個呼召是無效的
[00:17:44.240 --> 00:17:45.120]  就是這麼簡單
[00:17:45.120 --> 00:17:46.640]  這個呼召無效
[00:17:46.640 --> 00:17:50.080]  我相信我們的立場應該不是大家說
[00:17:50.080 --> 00:17:53.840]  不如你好像是文獻所說的
[00:17:53.840 --> 00:17:56.000]  不如你來羅馬
[00:17:56.000 --> 00:17:58.400]  或者說不如你來
[00:17:58.400 --> 00:17:59.600]  Janeva或者Wittenberg
[00:17:59.600 --> 00:18:02.240]  大家知道Wittenberg的地方
[00:18:02.240 --> 00:18:04.400]  是代表了馬丁路德改革的地方
[00:18:04.400 --> 00:18:06.480]  Janeva代表加爾文中的改革的地方
[00:18:06.480 --> 00:18:10.640]  就是說究竟要我們去天主教
[00:18:10.640 --> 00:18:13.200]  還是叫天主教過來呢
[00:18:13.200 --> 00:18:16.480]  我相信我們的重要性在這裡
[00:18:16.480 --> 00:18:21.520]  就是不如我們重回耶路撒冷
[00:18:21.520 --> 00:18:24.080]  所謂重回耶路撒冷的意思
[00:18:24.080 --> 00:18:27.840]  就是說我們的根基是在聖經
[00:18:27.840 --> 00:18:29.120]  在耶穌的基督
[00:18:29.120 --> 00:18:33.360]  這兩個就是我們信仰的根基
[00:18:33.360 --> 00:18:35.280]  什麼時候我們偏差了根基
[00:18:35.280 --> 00:18:37.280]  我不管你是什麼教
[00:18:37.280 --> 00:18:38.800]  我不管你是什麼宗派
[00:18:38.800 --> 00:18:40.800]  你都要回到耶路撒冷
[00:18:40.800 --> 00:18:42.960]  這句話對兩方面都要說
[00:18:42.960 --> 00:18:44.160]  當然對天主教要說
[00:18:44.160 --> 00:18:46.400]  如果他是偏離了聖經的話
[00:18:46.400 --> 00:18:48.880]  如果他偏離了耶穌基督的救恩的話
[00:18:48.880 --> 00:18:52.240]  那當然他要回到耶路撒冷
[00:18:52.240 --> 00:18:53.680]  但很多時候老實說
[00:18:53.680 --> 00:18:55.840]  我們新教的教會
[00:18:55.840 --> 00:18:57.280]  有些新派的教會
[00:18:57.280 --> 00:18:58.800]  偏離了聖經的教會
[00:18:58.800 --> 00:19:00.320]  我們一樣要和他做一個呼籲
[00:19:00.320 --> 00:19:03.040]  就是說你回到聖經那裡
[00:19:03.040 --> 00:19:05.200]  回到耶穌基督的救恩那裡
[00:19:05.200 --> 00:19:07.760]  不要搞事
[00:19:07.760 --> 00:19:10.080]  我不管你是什麼派
[00:19:10.080 --> 00:19:11.040]  就算新教裡面
[00:19:11.040 --> 00:19:13.040]  我們知道今天有很多
[00:19:13.040 --> 00:19:14.080]  很多自由派的
[00:19:14.080 --> 00:19:15.760]  很多新派的教會
[00:19:15.760 --> 00:19:17.520]  我們在加拿大就知道了
[00:19:17.520 --> 00:19:20.400]  比如聯合教會
[00:19:20.400 --> 00:19:23.360]  在教義上已經完全偏差了聖經
[00:19:23.360 --> 00:19:26.400]  在實踐上已經完全是世俗的時候
[00:19:26.400 --> 00:19:27.680]  我相信我作為一個方派
[00:19:27.680 --> 00:19:30.560]  我一樣呼籲他說回到耶路撒冷
[00:19:30.560 --> 00:19:31.120]  回到耶路撒冷
[00:19:31.120 --> 00:19:33.520]  今天我們不是說哪個教派的問題
[00:19:33.520 --> 00:19:36.400]  而是我們是聖經和耶穌基督
[00:19:36.400 --> 00:19:40.400]  是我們的救恩的起始點
[00:19:40.400 --> 00:19:45.680]  所以我相信正如文獻所提出的
