
[00:00:00.000 --> 00:00:02.200]  彼得前書的第三章
[00:04:34.280 --> 00:04:36.080]  去閱讀這段聖經
[00:04:36.080 --> 00:04:39.000]  在這十節的聖經裡面
[00:04:39.000 --> 00:04:41.280]  我想和大家分開兩段
[00:04:41.280 --> 00:04:42.440]  就是前五節
[00:04:42.440 --> 00:04:43.160]  後五節
[00:04:43.160 --> 00:04:45.160]  按照聖經裡面
[00:04:45.160 --> 00:04:46.280]  彼得所說的話
[00:04:46.280 --> 00:04:47.440]  我想將這裡
[00:04:47.440 --> 00:04:51.440]  是提醒我們有兩種不同的角度
[00:04:51.440 --> 00:04:54.080]  去面對我們前面充滿了
[00:04:54.080 --> 00:04:56.160]  挑戰不容易
[00:04:56.160 --> 00:04:58.240]  困難的人生
[00:04:58.240 --> 00:04:59.680]  第一個題目
[00:04:59.680 --> 00:05:00.440]  前五節
[00:05:00.440 --> 00:05:02.680]  第十三節到第十七節
[00:05:02.680 --> 00:05:03.600]  我給了一個題目
[00:05:03.600 --> 00:05:06.720]  我們可以無懼的去面對
[00:05:06.720 --> 00:05:08.000]  然後
[00:05:08.000 --> 00:05:08.800]  下半
[00:05:08.800 --> 00:05:10.200]  十八節到二十二節
[00:05:10.200 --> 00:05:12.720]  我們以耶穌基督做榜樣的
[00:05:12.720 --> 00:05:13.720]  去面對
[00:05:14.000 --> 00:05:17.200]  這個就是我想和大家一起分享的信息
[00:05:17.200 --> 00:05:18.880]  首先我們看前面的五節
[00:05:18.880 --> 00:05:19.760]  好嗎?
[00:05:19.760 --> 00:05:20.960]  前面的五節
[00:05:20.960 --> 00:05:25.800]  彼得雖然面對這一群信徒會有很大的困難
[00:05:25.800 --> 00:05:28.600]  他很豪氣的說第十三節
[00:05:28.600 --> 00:05:30.960]  如果你們熱心行善
[00:05:30.960 --> 00:05:33.560]  有誰可以害到你們呢?
[00:05:33.560 --> 00:05:35.640]  這句話真的不簡單
[00:05:35.640 --> 00:05:38.120]  如果你們熱心行善的時候
[00:05:38.120 --> 00:05:40.480]  是沒有人可以害你們的
[00:05:40.480 --> 00:05:42.720]  我相信立刻的反應就是
[00:05:42.720 --> 00:05:43.680]  誰說的
[00:05:44.480 --> 00:05:47.000]  我熱心行善很多時候
[00:05:47.000 --> 00:05:48.720]  都受到很多損害
[00:05:48.720 --> 00:05:50.040]  很多衝擊的
[00:05:50.040 --> 00:05:51.040]  不過我們留心
[00:05:51.040 --> 00:05:52.080]  彼得不是這麼傻
[00:05:52.080 --> 00:05:53.240]  也不是這麼表面
[00:05:53.240 --> 00:05:55.160]  也不是這麼高調
[00:05:55.160 --> 00:05:56.560]  因為接著他就說
[00:05:56.560 --> 00:05:58.960]  就算你們為而受苦
[00:05:58.960 --> 00:05:59.640]  就是說
[00:05:59.640 --> 00:06:01.400]  熱心行善的人
[00:06:01.400 --> 00:06:03.680]  不等於他不會受苦
[00:06:03.680 --> 00:06:05.480]  不過沒有人可以害到你們
[00:06:05.480 --> 00:06:06.560]  是兩回事
[00:06:06.560 --> 00:06:08.320]  你會受苦的
[00:06:08.320 --> 00:06:10.480]  不過那個受苦害不了你
[00:06:10.480 --> 00:06:10.960]  就是說
[00:06:10.960 --> 00:06:13.080]  如果俗一點來說是不能打沉你
[00:06:13.080 --> 00:06:18.360]  不能夠讓你受到真正徹底的挫敗
[00:06:18.360 --> 00:06:20.080]  以及幫你打倒
[00:06:20.080 --> 00:06:22.880]  就是說人都會受苦的
[00:06:22.880 --> 00:06:27.120]  所以聖經彼得絕對不是在說廢話
[00:06:27.120 --> 00:06:28.600]  說沒事的
[00:06:28.600 --> 00:06:30.680]  熱心行善就不會受苦了
[00:06:30.680 --> 00:06:31.480]  沒有這麼說
[00:06:31.480 --> 00:06:33.520]  你千萬不要說聖經這麼說
[00:06:33.520 --> 00:06:34.440]  聖經沒有說
[00:06:34.440 --> 00:06:35.640]  彼得沒有說
[00:06:35.640 --> 00:06:37.960]  我們熱心行善都會受苦的
[00:06:37.960 --> 00:06:40.160]  因為我們為而受苦的
[00:06:40.160 --> 00:06:42.120]  但是有福的
[00:06:42.120 --> 00:06:44.000]  我們是不會被打倒的
[00:06:44.000 --> 00:06:45.240]  是害不了你的
[00:06:45.240 --> 00:06:47.560]  這個就是秘訣所在了
[00:06:47.560 --> 00:06:48.960]  接著呢
[00:06:48.960 --> 00:06:51.040]  第十七節繼續說
[00:06:51.040 --> 00:06:54.040]  如果神的旨意是要你受苦的話
[00:06:54.040 --> 00:06:57.240]  那麼寧願你行善受苦
[00:06:57.240 --> 00:07:00.160]  總比行惡受苦好
[00:07:00.160 --> 00:07:03.360]  行惡當然是應該受苦了
[00:07:03.360 --> 00:07:04.200]  是不是?
[00:07:04.200 --> 00:07:07.360]  不過受苦不是單單因為一個人行惡的
[00:07:07.360 --> 00:07:10.200]  行善也會受苦的
[00:07:10.200 --> 00:07:11.600]  而且呢
[00:07:12.480 --> 00:07:15.840]  或者你想的時候有一點點覺得好像很愛意一樣
[00:07:15.840 --> 00:07:18.400]  神的旨意要你受苦
[00:07:18.400 --> 00:07:21.120]  哇!神的旨意要我受苦嗎?
[00:07:21.120 --> 00:07:22.040]  對不起
[00:07:22.040 --> 00:07:23.320]  這是事實
[00:07:23.320 --> 00:07:26.840]  神的旨意要我受苦這句話不是想告訴你
[00:07:26.840 --> 00:07:28.880]  今年神就選了你要受苦
[00:07:28.880 --> 00:07:31.080]  2019年溫韋耀輪到你了
[00:07:31.080 --> 00:07:31.920]  不是
[00:07:31.920 --> 00:07:34.800]  不是這樣去陷害你
[00:07:34.800 --> 00:07:40.280]  或者找你來給你一個難處
[00:07:40.280 --> 00:07:41.440]  不是
[00:07:41.440 --> 00:07:43.240]  神的旨意
[00:07:43.240 --> 00:07:49.320]  意思就是神自己也看見這個世間
[00:07:49.320 --> 00:07:50.880]  他所理解的
[00:07:50.880 --> 00:07:52.880]  因為這是罪惡的世界
[00:07:52.880 --> 00:07:55.600]  接著我們看下去你就知道
[00:07:55.600 --> 00:07:58.200]  第四章尤其是強調說
[00:07:58.200 --> 00:08:00.440]  連神自己也受苦
[00:08:00.440 --> 00:08:02.920]  所以我們人生2019年
[00:08:02.920 --> 00:08:03.560]  對不起
[00:08:03.560 --> 00:08:05.040]  說句老實話
[00:08:05.040 --> 00:08:06.440]  你受苦呢
[00:08:06.440 --> 00:08:09.160]  是沒辦法避免的
[00:08:10.080 --> 00:08:11.840]  我們不是消極
[00:08:11.840 --> 00:08:13.520]  而是很現實而已
[00:08:13.520 --> 00:08:17.200]  有什麼人可以避得開受苦呢?
[00:08:17.200 --> 00:08:18.400]  不如我們
[00:08:18.400 --> 00:08:20.880]  就好像有些人想逃避
[00:08:20.880 --> 00:08:22.600]  中國人說大家大吉大利
[00:08:22.600 --> 00:08:25.600]  2019年平平安安順順地度過
[00:08:25.600 --> 00:08:28.040]  說些話你也知道說了也不真實
[00:08:28.040 --> 00:08:30.640]  人生今年沒有下一年也有
[00:08:30.640 --> 00:08:33.240]  就當他今年是有受苦
[00:08:33.240 --> 00:08:35.240]  不過問題是我們怎麼去
[00:08:35.240 --> 00:08:37.320]  走得過這條受苦的路
[00:08:37.320 --> 00:08:38.920]  這個才是最重要
[00:08:38.920 --> 00:08:41.440]  最重要的積極的真理
[00:08:41.440 --> 00:08:42.720]  所以我們說
[00:08:42.720 --> 00:08:44.760]  神的旨意要我們受苦的意思就是說
[00:08:44.760 --> 00:08:45.760]  你看看
[00:08:45.760 --> 00:08:47.360]  神所造的世界
[00:08:47.360 --> 00:08:49.360]  在真理上
[00:08:49.360 --> 00:08:51.600]  受苦是不能避免的
[00:08:51.600 --> 00:08:57.560]  反正受苦是人生不能夠避免的事實
[00:08:57.560 --> 00:09:00.040]  傳道書也是這樣提
[00:09:00.040 --> 00:09:01.840]  一個人的生命裡面
[00:09:01.840 --> 00:09:03.000]  生有時
[00:09:03.000 --> 00:09:04.720]  死亦會有時
[00:09:04.720 --> 00:09:08.000]  相聚有時
[00:09:08.120 --> 00:09:09.520]  分散有時
[00:09:09.520 --> 00:09:12.520]  笑有時
[00:09:12.520 --> 00:09:13.760]  哭有時
[00:09:13.760 --> 00:09:14.440]  是不是?
[00:09:14.440 --> 00:09:15.920]  所以人生呢
[00:09:15.920 --> 00:09:17.600]  總會有這些日子來
[00:09:17.600 --> 00:09:21.800]  不過問題是人生這些日子來到的時候
[00:09:21.800 --> 00:09:23.600]  我們怎麼可以
[00:09:23.600 --> 00:09:25.520]  為義
[00:09:25.520 --> 00:09:26.920]  因為正義
[00:09:26.920 --> 00:09:28.720]  你走得好
[00:09:28.720 --> 00:09:30.960]  以至你雖然受苦
[00:09:30.960 --> 00:09:35.160]  但是沒有人可以害到你
[00:09:35.440 --> 00:09:39.480]  不會被他摧毀和打倒
[00:09:39.480 --> 00:09:42.840]  這個就是這五節訊息要說的話
[00:09:42.840 --> 00:09:47.640]  究竟怎麼可以這樣呢?
[00:09:47.640 --> 00:09:50.440]  聖經說
[00:09:50.440 --> 00:09:51.720]  你和我
[00:09:51.720 --> 00:09:53.720]  會面對受苦
[00:09:53.720 --> 00:09:56.000]  來自很多不同的原因
[00:09:56.000 --> 00:09:58.160]  我們有時行惡受苦
[00:09:58.160 --> 00:09:59.320]  那這個就活該了
[00:09:59.320 --> 00:10:00.520]  是不是?
[00:10:00.520 --> 00:10:01.920]  你們打劫金舖
[00:10:01.920 --> 00:10:03.320]  被人抓了
[00:10:03.320 --> 00:10:05.040]  坐牢受苦
[00:10:05.040 --> 00:10:07.040]  這個理所當然活該了
[00:10:07.040 --> 00:10:09.240]  但是人生不只是因為這樣
[00:10:09.240 --> 00:10:11.120]  你記住
[00:10:11.120 --> 00:10:12.800]  我們時常都說
[00:10:12.800 --> 00:10:14.400]  我們看到人生
[00:10:14.400 --> 00:10:15.520]  哎呀為什麼會這樣
[00:10:15.520 --> 00:10:17.160]  剛剛才2018年
[00:10:17.160 --> 00:10:19.240]  很努力希望2019年好一點
[00:10:19.240 --> 00:10:21.200]  誰知道現在又來一件事
[00:10:21.200 --> 00:10:23.320]  令到我全部都摧毀了
[00:10:23.320 --> 00:10:24.440]  於是很生氣
[00:10:24.440 --> 00:10:26.720]  於是說為什麼這件事臨到我
[00:10:26.720 --> 00:10:29.360]  通常我們問為什麼臨到我們的時候
[00:10:29.360 --> 00:10:30.320]  我們有一個假設
[00:10:30.320 --> 00:10:31.720]  就是我沒有做錯事
[00:10:31.720 --> 00:10:33.080]  為什麼我要受苦
[00:10:34.080 --> 00:10:36.080]  如果簡單的答案就是說
[00:10:36.080 --> 00:10:38.360]  誰告訴你不會受苦的
[00:10:38.360 --> 00:10:39.920]  你沒有做錯事
[00:10:39.920 --> 00:10:41.400]  等於你不會受苦的了嗎?
[00:10:41.400 --> 00:10:43.240]  我們每天所過的日子裡面
[00:10:43.240 --> 00:10:44.360]  我們看到都有
[00:10:44.360 --> 00:10:45.320]  有很多新聞
[00:10:45.320 --> 00:10:46.880]  差不多每天都有這些新聞
[00:10:46.880 --> 00:10:47.440]  是不是?
[00:10:47.440 --> 00:10:48.960]  那些人
[00:10:48.960 --> 00:10:50.320]  亂開車
[00:10:50.320 --> 00:10:51.120]  或者是
[00:10:51.120 --> 00:10:52.000]  就是
[00:10:52.000 --> 00:10:52.680]  喝醉酒
[00:10:52.680 --> 00:10:53.840]  一開車撞
[00:10:53.840 --> 00:10:55.080]  撞了那個人
[00:10:55.080 --> 00:10:55.520]  死了
[00:10:55.520 --> 00:10:56.560]  通常那個撞車的
[00:10:56.560 --> 00:10:57.560]  開車的那個不死
[00:10:57.560 --> 00:10:58.280]  是不是?
[00:10:58.280 --> 00:10:59.880]  那麼死了那個的時候
[00:10:59.880 --> 00:11:00.800]  他有沒有做錯事?
[00:11:00.800 --> 00:11:01.880]  他沒有做錯事
[00:11:01.880 --> 00:11:03.520]  做錯事的那個
[00:11:03.520 --> 00:11:04.360]  沒有死
[00:11:04.360 --> 00:11:06.560]  這是一個事實
[00:11:06.560 --> 00:11:08.400]  更加你要問自己
[00:11:08.400 --> 00:11:10.400]  如果我每天都看到這些的時候
[00:11:10.400 --> 00:11:11.560]  為什麼你不會問
[00:11:11.560 --> 00:11:12.640]  為什麼你會問
[00:11:12.640 --> 00:11:14.240]  為什麼這些會臨到我
[00:11:14.240 --> 00:11:15.760]  為什麼這些痛苦會臨到我
[00:11:15.760 --> 00:11:16.320]  不如我問
[00:11:16.320 --> 00:11:17.520]  為什麼不會臨到你
[00:11:17.520 --> 00:11:20.880]  我不是跟你開玩笑
[00:11:20.880 --> 00:11:21.800]  這是事實
[00:11:21.800 --> 00:11:24.080]  為什麼要撞到隔壁那個
[00:11:24.080 --> 00:11:25.000]  不撞到你呢?
[00:11:25.000 --> 00:11:26.720]  你和他有什麼分別呢?
[00:11:26.720 --> 00:11:27.960]  沒有什麼分別的
[00:11:27.960 --> 00:11:29.680]  人生的路
[00:11:29.680 --> 00:11:31.920]  總會有這些日子
[00:11:32.920 --> 00:11:34.920]  如果是這樣的時候
[00:11:34.920 --> 00:11:36.920]  聖經很提醒我們
[00:11:36.920 --> 00:11:39.920]  我們就要去接受
[00:11:39.920 --> 00:11:41.920]  這個事實
[00:11:41.920 --> 00:11:45.920]  有苦難臨到我們
[00:11:45.920 --> 00:11:48.920]  彼得前書第四章第十二節說
[00:11:48.920 --> 00:11:52.920]  如果有些好像火煉的試煉臨到你的時候
[00:11:52.920 --> 00:11:54.920]  你不要以為稀奇
[00:11:54.920 --> 00:11:56.920]  你不要以為稀奇
[00:11:56.920 --> 00:11:58.920]  不過還沒解決問題
[00:11:58.920 --> 00:12:00.920]  最難我們接受的就是
[00:12:00.920 --> 00:12:04.920]  當我們正正當當好好地去做好的時候
[00:12:04.920 --> 00:12:07.920]  我們仍然會受到這個痛苦
[00:12:07.920 --> 00:12:10.920]  正如當日那些信徒一樣
[00:12:10.920 --> 00:12:12.920]  我好好的愛神
[00:12:12.920 --> 00:12:13.920]  我努力去愛人
[00:12:13.920 --> 00:12:15.920]  我做一個好好的人
[00:12:15.920 --> 00:12:17.920]  誰知道因為我信仰的愚公
[00:12:17.920 --> 00:12:19.920]  我也受到很大的痛苦
[00:12:19.920 --> 00:12:21.920]  最後我甚至連命都沒有了
[00:12:21.920 --> 00:12:22.920]  我家破人亡
[00:12:22.920 --> 00:12:24.920]  為什麼會這樣?
[00:12:24.920 --> 00:12:26.920]  我們不問為什麼
[00:12:26.920 --> 00:12:28.920]  彼得說我們問我們怎麼去面對這件事
[00:12:29.920 --> 00:12:33.920]  這句話提了兩次了
[00:12:33.920 --> 00:12:35.920]  你要為義而受苦
[00:12:35.920 --> 00:12:41.920]  行善受苦總比行惡受苦好
[00:12:41.920 --> 00:12:46.920]  不如我們先從一個基本的問題問
[00:12:46.920 --> 00:12:49.920]  行善為什麼會受苦?
[00:12:49.920 --> 00:12:50.920]  行善會不會受苦?
[00:12:50.920 --> 00:12:54.920]  會啊,很多人說有人生經驗的人就知道了
[00:12:54.920 --> 00:12:56.920]  行善是都會受苦的
[00:12:56.920 --> 00:12:58.920]  為什麼?
[00:12:58.920 --> 00:13:00.920]  不是因為你做錯事
[00:13:00.920 --> 00:13:03.920]  為什麼有時候做好事都會受苦?
[00:13:03.920 --> 00:13:05.920]  因為其實你和我都知道
[00:13:05.920 --> 00:13:07.920]  很多時候在這個社會裡面
[00:13:07.920 --> 00:13:08.920]  在你的工作裡面
[00:13:08.920 --> 00:13:09.920]  你正正當當
[00:13:09.920 --> 00:13:11.920]  努努力力去做好你的工作
[00:13:11.920 --> 00:13:13.920]  那些人就不喜歡你了
[00:13:13.920 --> 00:13:15.920]  為什麼?因為你勤力
[00:13:15.920 --> 00:13:17.920]  你引起那個人壞
[00:13:17.920 --> 00:13:19.920]  引起那個人懶
[00:13:19.920 --> 00:13:20.920]  你正直
[00:13:20.920 --> 00:13:22.920]  你顯出那個人奸詐
[00:13:22.920 --> 00:13:24.920]  所以他怎麼都要打你
[00:13:24.920 --> 00:13:30.920]  所以我們說行善就會令到有些人不喜歡你
[00:13:30.920 --> 00:13:33.920]  就是最難接受的就是這樣的情況
[00:13:33.920 --> 00:13:34.920]  我好好的做事
[00:13:34.920 --> 00:13:36.920]  我好努力去工作
[00:13:36.920 --> 00:13:38.920]  為什麼我還會受到這樣的對待?
[00:13:38.920 --> 00:13:41.920]  我為什麼會受到這樣的攻擊?
[00:13:41.920 --> 00:13:45.920]  就在這個心境裡面
[00:13:45.920 --> 00:13:46.920]  聖經很有意思的
[00:13:46.920 --> 00:13:48.920]  要提醒我們
[00:13:48.920 --> 00:13:52.920]  第十四和十五節
[00:13:52.920 --> 00:13:54.920]  其實如果你留心聖經
[00:13:54.920 --> 00:13:58.920]  彼得在這裡引用了一些典故
[00:13:58.920 --> 00:14:00.920]  這個典故如果你不留心看
[00:14:00.920 --> 00:14:01.920]  可能看不出來
[00:14:01.920 --> 00:14:04.920]  不過如果你留心或者學者去研究的時候
[00:14:04.920 --> 00:14:07.920]  彼得在這裡說的雖然是他寫出來
[00:14:07.920 --> 00:14:08.920]  他不是直接的引用
[00:14:08.920 --> 00:14:13.920]  不過他的心裡面肯定是有兩段聖經在腦裡面
[00:14:13.920 --> 00:14:15.920]  是當他寫的時候出來的
[00:14:15.920 --> 00:14:18.920]  我們研究那兩段聖經就知道彼得想說的話
[00:14:18.920 --> 00:14:19.920]  就更加深刻了
[00:14:19.920 --> 00:14:22.920]  好了 究竟第一段和第二段是什麼呢?
[00:14:22.920 --> 00:14:23.920]  第十四節說
[00:14:23.920 --> 00:14:25.920]  就算你們為意受苦
[00:14:25.920 --> 00:14:28.920]  也是有福的
[00:14:28.920 --> 00:14:31.920]  為意受苦也是有福的
[00:14:31.920 --> 00:14:32.920]  如果你熟悉聖經的話
[00:14:32.920 --> 00:14:34.920]  看到這兩個字好像熟了熟了
[00:14:34.920 --> 00:14:35.920]  用了一些字
[00:14:35.920 --> 00:14:38.920]  因為耶穌基督在這個登山補訓
[00:14:38.920 --> 00:14:41.920]  馬太福音第五章到第七章裡面
[00:14:41.920 --> 00:14:42.920]  說到八福的時候
[00:14:42.920 --> 00:14:44.920]  最後的一個福就是
[00:14:44.920 --> 00:14:46.920]  為意受逼迫的人
[00:14:46.920 --> 00:14:48.920]  有福祈禱
[00:14:48.920 --> 00:14:51.920]  因為天國是他們的
[00:14:51.920 --> 00:14:53.920]  這裡我跟大家引用出來
[00:14:53.920 --> 00:15:01.920]  這裡其實是出自馬太福音第五章第十節到第十二節
[00:15:01.920 --> 00:15:04.920]  那裡說為意受逼迫的人有福
[00:15:04.920 --> 00:15:05.920]  因為天國是他們的
[00:15:05.920 --> 00:15:06.920]  彼得剛才說了一句話
[00:15:06.920 --> 00:15:08.920]  就算你們為意受苦
[00:15:08.920 --> 00:15:09.920]  也是有福的
[00:15:09.920 --> 00:15:10.920]  是不是?
[00:15:10.920 --> 00:15:11.920]  是同一個意思
[00:15:11.920 --> 00:15:13.920]  不過耶穌繼續說下去
[00:15:13.920 --> 00:15:14.920]  這個就重要了
[00:15:14.920 --> 00:15:16.920]  人若因我的緣故辱罵你們
[00:15:16.920 --> 00:15:17.920]  迫迫你們
[00:15:17.920 --> 00:15:18.920]  迫害你們
[00:15:18.920 --> 00:15:19.920]  並且在各樣的獵毒
[00:15:19.920 --> 00:15:21.920]  各樣的誹謗你們
[00:15:21.920 --> 00:15:22.920]  你們就有福了
[00:15:22.920 --> 00:15:24.920]  你們應該歡喜快樂
[00:15:24.920 --> 00:15:27.920]  因為你們在天上的賞賜是大的
[00:15:27.920 --> 00:15:29.920]  在你們以前的先知
[00:15:29.920 --> 00:15:32.920]  他們也曾被這樣的迫迫
[00:15:32.920 --> 00:15:34.920]  為什麼你做好的事
[00:15:34.920 --> 00:15:36.920]  做義的事
[00:15:36.920 --> 00:15:37.920]  而受痛苦的時候
[00:15:37.920 --> 00:15:39.920]  你們要歡喜呢?
[00:15:39.920 --> 00:15:42.920]  因為有一個新的角度去看
[00:15:42.920 --> 00:15:43.920]  你所面對的際遇
[00:15:43.920 --> 00:15:46.920]  就是天上的賞賜
[00:15:46.920 --> 00:15:49.920]  這是彼得第一個提醒我們
[00:15:49.920 --> 00:15:51.920]  當我們面對人生有苦難
[00:15:51.920 --> 00:15:52.920]  有困難
[00:15:52.920 --> 00:15:54.920]  2019年
[00:15:54.920 --> 00:15:55.920]  你行善
[00:15:55.920 --> 00:15:58.920]  你做一個正正當當的好人
[00:15:58.920 --> 00:16:01.920]  你仍然會受苦的時候
[00:16:01.920 --> 00:16:03.920]  仍然受到攻擊的時候
