
[00:00:00.000 --> 00:00:06.400]  很快我們今天講到經文已經去到《約翰福音》的第四章
[00:02:13.400 --> 00:02:16.400]  於是到了撒加利利的一座城
[00:02:16.400 --> 00:02:17.600]  名叫聚加
[00:02:17.600 --> 00:02:21.400]  靠近雅各喀丹兒子藥室的那塊地
[00:02:21.400 --> 00:02:23.400]  在那裏有雅各井
[00:02:23.400 --> 00:02:27.400]  耶穌因走路困乏就坐在井旁
[00:02:27.400 --> 00:02:29.200]  那時若有悟靜
[00:02:29.200 --> 00:02:32.600]  有一個撒瑪尼亞的婦人來打水喝
[00:02:32.600 --> 00:02:36.400]  那時門徒進城買食物去了
[00:02:36.400 --> 00:02:39.600]  在這個井可以說是雅各井
[00:02:39.600 --> 00:02:43.200]  雅各相傳是雅各挖下來
[00:02:43.200 --> 00:02:47.000]  這個井沒有枯竭
[00:02:47.000 --> 00:02:49.000]  一直用到如今
[00:02:49.000 --> 00:02:51.400]  而當時耶穌的門徒
[00:02:51.400 --> 00:02:54.200]  亦去了城裏買食物
[00:02:54.200 --> 00:02:56.200]  所以當下就知道耶穌
[00:02:56.200 --> 00:03:01.000]  和耶穌見到撒瑪尼亞的婦人
[00:03:01.000 --> 00:03:03.600]  耶穌就向撒瑪尼亞的婦人
[00:03:03.600 --> 00:03:07.000]  希望她打水給耶穌喝
[00:03:07.000 --> 00:03:10.800]  在這個過程裏
[00:03:10.800 --> 00:03:13.800]  其實是很不尋常的一個過程
[00:03:13.800 --> 00:03:15.200]  不尋常的原因
[00:03:15.200 --> 00:03:18.400]  是和當時的背景有些關係
[00:03:18.400 --> 00:03:23.400]  因為當時撒瑪尼亞人
[00:03:23.400 --> 00:03:26.800]  和猶太人的關係
[00:03:26.800 --> 00:03:30.400]  猶太人看撒瑪尼亞人
[00:03:30.400 --> 00:03:32.400]  是一個不潔的人
[00:03:32.400 --> 00:03:35.400]  因為猶太人是一個純種的
[00:03:35.400 --> 00:03:38.800]  不會和其他人通婚的純種的猶太人
[00:03:38.800 --> 00:03:43.400]  我們想看選民是不會和其他民族通婚
[00:03:43.400 --> 00:03:48.200]  但撒瑪尼亞人是猶太人和其他外族人通婚
[00:03:48.200 --> 00:03:52.400]  所以這一群可以說是猶太人的混血兒
[00:03:52.400 --> 00:03:54.200]  從猶太人的角度去說
[00:03:54.200 --> 00:04:00.200]  這一群撒瑪尼亞人基本上是不潔淨的
[00:04:00.200 --> 00:04:02.000]  是不會和他們接觸的
[00:04:02.000 --> 00:04:03.400]  基本上是不想和他們接觸的
[00:04:03.400 --> 00:04:05.600]  因為這一群是不潔淨的人
[00:04:05.600 --> 00:04:08.800]  所以在這樣的情況裏面
[00:04:08.800 --> 00:04:10.800]  一個撒瑪尼亞的婦人
[00:04:10.800 --> 00:04:14.600]  去見一個猶太人的男人
[00:04:14.600 --> 00:04:16.600]  尤其我是一個女人
[00:04:16.600 --> 00:04:18.800]  幾重的障礙裏面
[00:04:18.800 --> 00:04:22.800]  為什麼他會問我拿這個水喝呢
[00:04:22.800 --> 00:04:24.800]  所以在第九第十節
[00:04:24.800 --> 00:04:26.800]  撒瑪尼亞婦人就這樣回應
[00:04:26.800 --> 00:04:28.800]  撒瑪尼亞的婦人對他說
[00:04:28.800 --> 00:04:30.000]  你既是猶太人
[00:04:30.000 --> 00:04:33.400]  怎麼向我一個撒瑪尼亞婦人要水喝呢
[00:04:33.400 --> 00:04:36.800]  原來猶太人和撒瑪尼亞人沒有來往
[00:04:36.800 --> 00:04:38.000]  耶穌回答說
[00:04:38.000 --> 00:04:39.800]  你要知道神的恩賜
[00:04:39.800 --> 00:04:43.400]  和對你說話給我水喝的是誰
[00:04:43.400 --> 00:04:48.400]  你必早求他 他也必早給你活水
[00:04:48.400 --> 00:04:50.800]  在剛才我所說
[00:04:50.800 --> 00:04:55.600]  兩個民族基本上是互不有來往
[00:04:55.600 --> 00:04:58.200]  也可以說從猶太人角度
[00:04:58.200 --> 00:05:01.200]  相當看不起的撒瑪尼亞人
[00:05:01.200 --> 00:05:05.800]  怎麼會向他拿水喝呢
[00:05:05.800 --> 00:05:08.600]  接著耶穌的回應是什麼呢
[00:05:08.600 --> 00:05:11.800]  如果你知道神的恩賜
[00:05:11.800 --> 00:05:15.200]  你就叫我給你活水
[00:05:15.200 --> 00:05:18.400]  如果大家看《約翰福音》
[00:05:18.400 --> 00:05:21.800]  大家看《約翰福音》會發覺一個很獨特的寫作手法
[00:05:21.800 --> 00:05:23.400]  寫作手法就是
[00:05:23.400 --> 00:05:26.000]  很多時候從第一個表面的意思
[00:05:26.000 --> 00:05:30.400]  大家對話有時會牛頭不搭馬嘴
[00:05:30.400 --> 00:05:33.200]  但其實是想透過
[00:05:33.200 --> 00:05:35.600]  耶穌想透過第一層的意思
[00:05:35.600 --> 00:05:38.800]  去表達一個更深層的意思
[00:05:38.800 --> 00:05:40.400]  在這裡的對話裡
[00:05:40.400 --> 00:05:42.000]  我們看下去會發覺
[00:05:42.000 --> 00:05:46.600]  撒瑪尼亞人經常看到的就是水
[00:05:46.600 --> 00:05:47.800]  物質的水
[00:05:47.800 --> 00:05:50.600]  但耶穌是要透過物質的水
[00:05:50.600 --> 00:05:55.000]  去表達一個屬靈上的活水
[00:05:55.000 --> 00:05:57.200]  永恆的生命
[00:05:57.200 --> 00:05:59.400]  在這裡耶穌說
[00:05:59.400 --> 00:06:02.200]  如果你知道上帝的恩賜
[00:06:02.200 --> 00:06:04.200]  這個神的恩賜是什麼意思呢
[00:06:04.200 --> 00:06:09.200]  最少有兩個解法
[00:06:09.200 --> 00:06:10.400]  第一個就是
[00:06:10.400 --> 00:06:12.400]  神的恩賜就是指導永生
[00:06:12.400 --> 00:06:13.800]  耶穌在這裡說
[00:06:13.800 --> 00:06:18.200]  如果你知道上帝賜給我們永恆的生命是什麼意思呢
[00:06:18.200 --> 00:06:20.000]  你又知道我是誰
[00:06:20.000 --> 00:06:24.000]  你就已經叫我將這個永恆的生命賜給你了
[00:06:24.000 --> 00:06:25.800]  這是第一個意思
[00:06:25.800 --> 00:06:28.200]  另一個可能的意思就是
[00:06:28.200 --> 00:06:31.600]  這個神的恩賜是指導律法
[00:06:31.600 --> 00:06:33.000]  耶穌的意思就是說
[00:06:33.000 --> 00:06:36.800]  如果婦女真真正正認識
[00:06:36.800 --> 00:06:38.400]  舊約的律法
[00:06:38.400 --> 00:06:42.000]  你又知道現在跟你說的話
[00:06:42.000 --> 00:06:43.600]  那個人是誰
[00:06:43.600 --> 00:06:48.800]  你就已經叫我賜給你這個活水了
[00:06:48.800 --> 00:06:51.800]  這兩個的解釋都有可能
[00:06:51.800 --> 00:06:53.600]  無論哪一種的解釋
[00:06:53.600 --> 00:06:55.600]  其實耶穌是指導一件事
[00:06:55.600 --> 00:06:59.000]  上帝借著我將一個活水
[00:06:59.000 --> 00:07:01.400]  一個永恆的生命賜給你
[00:07:01.400 --> 00:07:04.400]  當然在這裡活水的意思
[00:07:04.400 --> 00:07:05.800]  也有兩層的意思
[00:07:05.800 --> 00:07:09.400]  第一個就是一個泉源流出來很新鮮的水
[00:07:09.400 --> 00:07:10.200]  另一方面
[00:07:10.200 --> 00:07:13.600]  耶穌其實是透過上帝的恩典
[00:07:13.600 --> 00:07:18.400]  去讓這個撒瑪利亞的婦人認識
[00:07:18.400 --> 00:07:21.200]  上帝所賜給我們永恆的生命
[00:07:21.200 --> 00:07:24.600]  聖靈改變我們生命的那個能力
[00:07:24.600 --> 00:07:27.400]  所以耶穌去看這個活水
[00:07:27.400 --> 00:07:29.200]  是指永恆的生命
[00:07:29.200 --> 00:07:30.400]  撒瑪利亞的婦人
[00:07:30.400 --> 00:07:32.400]  撒瑪利亞的婦人看這個活水
[00:07:32.400 --> 00:07:34.800]  是一個物質上的水
[00:07:34.800 --> 00:07:37.800]  所以兩者就在這個過程裏面
[00:07:37.800 --> 00:07:39.400]  去一路的對話
[00:07:39.400 --> 00:07:40.800]  一路的溝通
[00:07:40.800 --> 00:07:43.600]  接著在13-18節那裏
[00:07:43.600 --> 00:07:45.000]  耶穌繼續去說
[00:07:45.000 --> 00:07:47.600]  雖然這個婦人不明白耶穌說什麼
[00:07:47.600 --> 00:07:49.400]  但耶穌繼續的去說
[00:07:49.400 --> 00:07:50.200]  就是說
[00:07:50.200 --> 00:07:51.200]  耶穌回答說
[00:07:51.200 --> 00:07:53.600]  凡喝這水的人還要再喝
[00:07:53.600 --> 00:07:56.600]  人若喝我所賜的水就永遠不喝
[00:07:56.600 --> 00:07:59.600]  我所賜的水要在他裏頭成為泉源
[00:07:59.600 --> 00:08:01.200]  直湧到永生
[00:08:01.200 --> 00:08:02.000]  婦人說
[00:08:02.000 --> 00:08:02.600]  先生
[00:08:02.600 --> 00:08:04.400]  請把這水賜給我
[00:08:04.400 --> 00:08:05.400]  叫我不喝
[00:08:05.400 --> 00:08:08.000]  也不用來這魔院打水
[00:08:08.000 --> 00:08:08.800]  耶穌說
[00:08:08.800 --> 00:08:11.400]  你去叫你的丈夫也到這裏來
[00:08:11.400 --> 00:08:12.000]  婦人說
[00:08:12.000 --> 00:08:13.200]  我沒有丈夫
[00:08:13.200 --> 00:08:14.000]  耶穌說
[00:08:14.000 --> 00:08:16.400]  你說沒有丈夫是不錯的
[00:08:16.400 --> 00:08:18.000]  你已經有五個丈夫
[00:08:18.000 --> 00:08:20.600]  你現在的也不是你的丈夫
[00:08:20.600 --> 00:08:23.400]  你這話是真的
[00:08:23.400 --> 00:08:24.600]  可以說
[00:08:24.600 --> 00:08:29.000]  耶穌在這裏去幫助這個婦人
[00:08:29.000 --> 00:08:32.400]  去得到真真正正的活水
[00:08:32.400 --> 00:08:40.000]  在這個婦人和耶穌對話的過程裏
[00:08:40.000 --> 00:08:41.400]  她在這裏說
[00:08:41.400 --> 00:08:50.200]  如果你不相信耶穌可以將這個活水給她
[00:08:50.200 --> 00:08:51.200]  為什麼呢
[00:08:51.200 --> 00:08:55.000]  因為耶穌沒有打水的器皿
[00:08:55.000 --> 00:08:56.800]  什麼都沒有了
[00:08:56.800 --> 00:08:58.200]  沒有打水的器皿
[00:08:58.200 --> 00:09:02.600]  而且你不會比我們的祖先為大
[00:09:02.600 --> 00:09:04.200]  可以這樣說
[00:09:04.200 --> 00:09:07.000]  所以這個婦人其實一直下來
[00:09:07.000 --> 00:09:09.600]  都是不相信耶穌說的話
[00:09:09.600 --> 00:09:13.400]  或者去否定耶穌自己的身份
[00:09:13.400 --> 00:09:16.800]  但是耶穌在這裏不厭其煩地跟她說
[00:09:16.800 --> 00:09:19.600]  我是比雅各為大
[00:09:19.600 --> 00:09:24.600]  我是真的可以將一個永不衰竭的水
[00:09:24.600 --> 00:09:26.400]  可以賜給你
[00:09:26.400 --> 00:09:28.200]  耶穌在這裏說
[00:09:28.200 --> 00:09:30.800]  我所賜的水和你喝的水是不同的
[00:09:30.800 --> 00:09:34.600]  我所賜的水是你喝完永遠不渴
[00:09:34.600 --> 00:09:36.000]  你自己喝的水
[00:09:36.000 --> 00:09:37.600]  就是你喝完之後
[00:09:37.600 --> 00:09:39.800]  你就會再渴
[00:09:39.800 --> 00:09:44.200]  在這裏婦人其實都不是很明白
[00:09:44.200 --> 00:09:47.800]  耶穌所說的一個意思
[00:09:47.800 --> 00:09:49.800]  在這裏
[00:09:49.800 --> 00:09:51.400]  耶穌在這裏跟她說
[00:09:51.400 --> 00:09:54.800]  你叫你的丈夫來
[00:09:54.800 --> 00:09:56.000]  我就給你活水
[00:09:56.000 --> 00:09:59.600]  其實耶穌在這裏是幫助這個婦人
[00:09:59.600 --> 00:10:04.200]  去明白或者怎樣得到這個活水
[00:10:04.200 --> 00:10:06.600]  這個婦人就說
[00:10:06.600 --> 00:10:08.800]  我沒有丈夫
[00:10:08.800 --> 00:10:10.200]  耶穌就說
[00:10:10.200 --> 00:10:11.800]  你其實不是沒有丈夫
[00:10:11.800 --> 00:10:13.200]  你已經有五個了
[00:10:13.200 --> 00:10:16.200]  現在有的那個不是你的丈夫
[00:10:16.200 --> 00:10:18.800]  為什麼要跟有五個的
[00:10:18.800 --> 00:10:20.200]  就是說有五個丈夫呢
[00:10:20.200 --> 00:10:23.200]  這五個丈夫可能是因為結了婚之後
[00:10:23.200 --> 00:10:25.000]  就是丈夫死了再結婚
[00:10:25.000 --> 00:10:27.000]  又或者離異之後
[00:10:27.000 --> 00:10:29.800]  跟另一個人再有過關係
[00:10:29.800 --> 00:10:32.600]  去到現在已經第五個了
[00:10:32.600 --> 00:10:36.800]  而這個都不是在律法上有一個名份的
[00:10:36.800 --> 00:10:37.600]  可以這樣說
[00:10:37.600 --> 00:10:41.200]  可能只是一個同居的關係
[00:10:41.200 --> 00:10:44.200]  這個婦人其實心裏面嚇了一跳
[00:10:44.200 --> 00:10:47.400]  因為她都
[00:10:47.400 --> 00:10:48.800]  耶穌第一次見面
[00:10:48.800 --> 00:10:51.200]  怎樣知道她的情況呢
[00:10:51.200 --> 00:10:54.800]  在這裏耶穌是透過告訴她知道
[00:10:54.800 --> 00:10:56.400]  怎樣可以得到活水
[00:10:56.400 --> 00:10:59.200]  怎樣可以得到上帝賜給我們永遠的生命
[00:10:59.200 --> 00:11:03.200]  就是要你知道自己的罪
[00:11:03.200 --> 00:11:07.400]  要你知道自己有這個赦罪的需要
[00:11:07.400 --> 00:11:12.200]  你才可以得到上帝賜給我們永恆的生命
[00:11:12.200 --> 00:11:15.200]  在這裏當耶穌說完
[00:11:15.200 --> 00:11:16.800]  就是她的情況之後
[00:11:16.800 --> 00:11:19.400]  就是她的私隱之後
[00:11:19.400 --> 00:11:22.200]  接著耶穌繼續去說
[00:11:22.200 --> 00:11:26.600]  「婦人說:先生,我看出你是個先知
[00:11:26.600 --> 00:11:29.200]  我們的祖宗在這山上禮拜
[00:11:29.200 --> 00:11:33.800]  你們賭說應當禮拜的地方在耶路撒冷」
[00:11:33.800 --> 00:11:38.000]  當耶穌去指出這個婦人的問題之後
[00:11:38.000 --> 00:11:40.800]  接著這個婦人就去說
[00:11:40.800 --> 00:11:44.600]  「我知道你不是一個普通人」
[00:11:44.600 --> 00:11:49.200]  她一開始認識耶穌的就是一個普通的猶太人
[00:11:49.200 --> 00:11:54.800]  一個普通的猶太男人要我打水給他喝
[00:11:54.800 --> 00:11:57.600]  漸漸這個婦人去到這裏
[00:11:57.600 --> 00:12:00.200]  她知道耶穌你不是一個普通人
[00:12:00.200 --> 00:12:03.600]  普通人怎可能知道我這些事呢
[00:12:03.600 --> 00:12:06.200]  所以她就問了耶穌一個問題
[00:12:06.200 --> 00:12:08.800]  她問耶穌的問題的確是
[00:12:08.800 --> 00:12:14.200]  撒瑪利亞人和猶太人長期的爭論
[00:12:14.200 --> 00:12:18.000]  不過這個婦人問這個問題的動機
[00:12:18.000 --> 00:12:19.800]  可能都有兩方面
[00:12:19.800 --> 00:12:25.800]  第一就是她真的見到耶穌是猶太人某一類型的先知
[00:12:25.800 --> 00:12:27.000]  一個很特別的人物
[00:12:27.000 --> 00:12:30.600]  可能她懂得解答我們這個長期的爭論的問題
[00:12:30.600 --> 00:12:34.200]  可能是一個忠誠的心態
[00:12:34.200 --> 00:12:40.600]  也都可能就是當耶穌去指出她的狀況的時候
[00:12:40.600 --> 00:12:43.200]  她不想耶穌再針對
[00:12:43.200 --> 00:12:48.400]  再仔細問她生命的這種罪的情況
[00:12:48.400 --> 00:12:50.800]  她不想聚焦在自己的罪的情況
[00:12:50.800 --> 00:12:55.000]  所以她就轉移了視線去問另外一個問題
[00:12:55.000 --> 00:12:56.800]  可能是一個這樣的心態
[00:12:56.800 --> 00:12:59.400]  但無論如何她問這個問題
[00:12:59.400 --> 00:13:02.200]  耶穌同樣都有答她
[00:13:02.200 --> 00:13:06.000]  這個問題也都有她很長遠的背景
[00:13:06.000 --> 00:13:08.600]  猶太人在他們的傳統裏面
[00:13:08.600 --> 00:13:11.800]  他們認為哪個地方可以敬拜上帝呢
[00:13:11.800 --> 00:13:15.000]  只能在耶路撒冷裏面的聖殿
[00:13:15.000 --> 00:13:17.600]  只能在聖殿裏面去敬拜上帝
[00:13:17.600 --> 00:13:21.800]  所以今天如果你有一個猶太人在當中
[00:13:21.800 --> 00:13:23.400]  你問他同樣的問題
[00:13:23.400 --> 00:13:24.800]  可能他都是這樣回答你
[00:13:24.800 --> 00:13:26.800]  我們只能在聖殿裏面去敬拜
[00:13:26.800 --> 00:13:29.400]  你可不可以在家裏面去敬拜上帝呢
[00:13:29.400 --> 00:13:30.200]  不可以的
[00:13:30.200 --> 00:13:32.000]  你可不可以在街裏面去敬拜上帝呢
[00:13:32.000 --> 00:13:33.000]  不可以的
[00:13:33.000 --> 00:13:37.400]  人只能在耶路撒冷的聖殿裏面去敬拜上帝
[00:13:37.400 --> 00:13:39.400]  而撒瑪利亞的傳統就是
[00:13:39.400 --> 00:13:42.400]  基於他們的一些傳統的看法
[00:13:42.400 --> 00:13:47.600]  他們認為只能夠在基里森山這個山上面去敬拜上帝
[00:13:47.600 --> 00:13:49.600]  聖殿亦都建在這個山上面
[00:13:49.600 --> 00:13:53.000]  只能夠在這個山上面去敬拜上帝
[00:13:53.000 --> 00:13:57.000]  長期的一個可以說是一個爭論
[00:13:57.000 --> 00:14:00.600]  接著耶穌就去和他們
[00:14:00.600 --> 00:14:03.600]  回答這個婦人這個問題
[00:14:03.600 --> 00:14:07.000]  就是在21至24節那裏這樣說
[00:14:07.000 --> 00:14:10.600]  耶穌說:婦人,你當信我,時候將到
[00:14:10.600 --> 00:14:14.600]  你們拜父也不在這山上,也不在耶路撒冷
[00:14:14.600 --> 00:14:16.600]  你們所拜的,你們不知道
[00:14:16.600 --> 00:14:18.400]  你們所拜的,我們知道
[00:14:18.400 --> 00:14:21.600]  因為救恩是從猶大人出來的
[00:14:21.600 --> 00:14:24.000]  時候將到,如今就是了
[00:14:24.000 --> 00:14:27.600]  那真正拜父的,要用心靈和誠實拜他
[00:14:27.600 --> 00:14:30.000]  因為父要這樣的人拜他
[00:14:30.000 --> 00:14:36.000]  臣是個靈,所以拜他的必須用心靈和誠實拜他
[00:14:36.000 --> 00:14:38.600]  耶穌對這個婦女的回答
[00:14:38.600 --> 00:14:40.400]  在哪一個地方敬拜呢
[00:14:40.400 --> 00:14:42.800]  基本上可以分為三方面
[00:14:42.800 --> 00:14:45.200]  即是三個層面,三部分
[00:14:45.200 --> 00:14:47.800]  第一部分,21節耶穌已經說了
[00:14:47.800 --> 00:14:51.800]  就是限定在哪一個地方敬拜
[00:14:51.800 --> 00:14:54.400]  在耶路撒冷或者基里森山
[00:14:54.400 --> 00:14:59.400]  這個看法應該要廢除
[00:14:59.400 --> 00:15:01.400]  第二,在22節裏面
[00:15:01.400 --> 00:15:07.000]  耶穌仍然堅稱一件事,就是救恩是猶太人而出
[00:15:07.000 --> 00:15:09.200]  所以某程度,耶穌亦都說
[00:15:09.200 --> 00:15:11.200]  作為猶太人的民族
[00:15:11.200 --> 00:15:15.800]  的確在這方面是比撒瑪利亞人優勝
[00:15:15.800 --> 00:15:18.800]  因為救恩是從猶太人而出
[00:15:18.800 --> 00:15:21.400]  耶穌亦都是大衛的後裔
[00:15:21.400 --> 00:15:27.200]  所以的確,救恩是從猶太人這一族群出來
[00:15:27.200 --> 00:15:32.800]  上帝直接揀選猶太人,以至耶穌降生在這個民族裏面
[00:15:32.800 --> 00:15:35.400]  成就普世的救恩
[00:15:35.400 --> 00:15:39.600]  最後在23,24節,耶穌正面再解釋
[00:15:39.600 --> 00:15:42.400]  什麼是真正的敬拜
[00:15:42.400 --> 00:15:45.000]  我們要怎樣存在什麼態度
[00:15:45.000 --> 00:15:47.400]  怎樣為之真實的敬拜
[00:15:47.400 --> 00:15:49.400]  從真實的敬拜裏面
[00:15:49.400 --> 00:15:52.600]  永遠可以說是廢除了這個爭論
[00:15:52.600 --> 00:15:54.600]  究竟是耶路撒冷的敬拜
[00:15:54.600 --> 00:15:58.400]  還是基里森山的敬拜,這個爭議
[00:15:58.400 --> 00:16:02.200]  在23,24節裏說
[00:16:02.200 --> 00:16:04.400]  這個廢除的原因
[00:16:04.400 --> 00:16:08.800]  是因為時候到了
[00:16:08.800 --> 00:16:11.200]  這個時候已經來到了
[00:16:11.200 --> 00:16:15.600]  所以這個爭論其實是要廢除
[00:16:15.600 --> 00:16:20.400]  在這方面,當說到時候到了這個字的時候
[00:16:20.400 --> 00:16:23.200]  其實都是說同一件事
[00:16:23.200 --> 00:16:26.800]  這件事就是耶穌被釘十字架
[00:16:26.800 --> 00:16:30.800]  去受死復活的這個時刻
[00:16:30.800 --> 00:16:34.000]  所以耶穌在這裏說,時候到了
[00:16:34.000 --> 00:16:36.400]  上帝席著我來到地上
[00:16:36.400 --> 00:16:39.600]  為人類的罪而死的時候已經到了
[00:16:39.600 --> 00:16:41.400]  所以我來到了
[00:16:41.400 --> 00:16:43.600]  就是要讓無論是猶太人
[00:16:43.600 --> 00:16:46.000]  無論是撒瑪利亞人都要知道
[00:16:46.000 --> 00:16:48.600]  真正敬拜上帝的
[00:16:48.600 --> 00:16:53.000]  應該是存在什麼心態和什麼方法
[00:16:53.000 --> 00:16:54.600]  在這裏耶穌說
[00:16:54.600 --> 00:16:57.600]  真正敬拜的不是在這個山
[00:16:57.600 --> 00:17:00.600]  不是在耶路撒冷,是什麼呢
[00:17:00.600 --> 00:17:05.600]  要在靈裏面和真理裏面去敬拜上帝
[00:17:05.600 --> 00:17:07.200]  所以在中文的翻譯
[00:17:07.200 --> 00:17:09.200]  心靈和誠實
[00:17:09.200 --> 00:17:12.200]  意思其實是在靈裏面和真理裏面
[00:17:12.200 --> 00:17:15.200]  其實在這裏也有兩個意思
[00:17:15.200 --> 00:17:16.600]  在真理裏面
[00:17:16.600 --> 00:17:21.000]  就是耶穌在說其中一個重要的意思
[00:17:21.000 --> 00:17:25.400]  在《約翰福音》耶穌在十四章第六節說
[00:17:25.400 --> 00:17:28.200]  我在道路真理生命若不席著我
[00:17:28.200 --> 00:17:30.400]  沒有人能到我腹那裏去
[00:17:30.400 --> 00:17:32.800]  所以耶穌可能在這裏說
[00:17:32.800 --> 00:17:37.400]  人唯有席著我才可以去敬拜上帝
[00:17:37.400 --> 00:17:39.800]  不是在耶路撒冷,不是在這裏
[00:17:39.800 --> 00:17:43.400]  是席著我才可以去敬拜上帝
[00:17:43.400 --> 00:17:45.200]  而且神是個靈
[00:17:45.200 --> 00:17:48.200]  所以敬拜祂的必須用心靈和誠實
[00:17:48.200 --> 00:17:49.600]  是說態度
[00:17:49.600 --> 00:17:53.600]  所以某程度上仍然是針對那一個地方
[00:17:53.600 --> 00:17:56.600]  不是在這個地方,不是在那個地方
[00:17:56.600 --> 00:17:58.600]  敬拜的對象是最重要的
[00:17:58.600 --> 00:18:01.600]  敬拜的對象就是耶穌自己
[00:18:01.600 --> 00:18:05.000]  人唯有席著我才可以去敬拜上帝
[00:18:05.000 --> 00:18:10.800]  還有就是席著心靈的誠實
[00:18:10.800 --> 00:18:12.400]  不是哪個地方
[00:18:12.400 --> 00:18:15.400]  最重要是那個的態度
[00:18:15.400 --> 00:18:18.800]  在這裏其實耶穌是用了這兩個角度
[00:18:18.800 --> 00:18:22.800]  去回答撒瑪利亞婦人這個問題
[00:18:22.800 --> 00:18:29.600]  在這裏,耶穌其實去鼓勵撒瑪利亞婦人
[00:18:29.600 --> 00:18:33.000]  說完之後,你應該要把握這個機會
[00:18:33.000 --> 00:18:35.600]  去認識我是哪一個
[00:18:35.600 --> 00:18:39.800]  然後用一個正確的態度去敬拜上帝
[00:18:39.800 --> 00:18:43.000]  所以25至26節,這個婦人就說
[00:18:43.000 --> 00:18:47.400]  我知道彌賽亞就是那稱為基督的要來
[00:18:47.400 --> 00:18:50.200]  祂來了必將一切的事告訴我們
[00:18:50.200 --> 00:18:54.000]  耶穌說,這和你說話的就是祂
[00:18:54.000 --> 00:18:57.800]  這個婦人聽了好像有道理
[00:18:57.800 --> 00:19:01.400]  然後問,我知道彌賽亞會將所有的事告訴我們
[00:19:01.400 --> 00:19:03.200]  言下之意就是說
[00:19:03.200 --> 00:19:07.000]  耶穌你說這個是不是標準呢,是不是真理呢
[00:19:07.000 --> 00:19:10.400]  是懷疑耶穌的身份的某程度
[00:19:10.400 --> 00:19:15.400]  你說這些話有沒有絕對的權威呢
[00:19:15.400 --> 00:19:17.600]  所以我說,我知道彌賽亞來的時候
[00:19:17.600 --> 00:19:19.800]  將一切的事都要告訴我們
[00:19:19.800 --> 00:19:22.000]  但是耶穌就馬上跟她說
[00:19:22.000 --> 00:19:27.400]  就是說,和你說話的就是這個彌賽亞
