
[00:00:00.000 --> 00:00:03.840]  各位同工 各位弟兄姊妹 主內平安
[00:12:55.960 --> 00:12:58.480]  說上帝啊,我沒有什麼問題的
[00:12:58.480 --> 00:13:03.480]  而是做了一個決定,不再遮掩,向神敞開
[00:13:03.480 --> 00:13:05.880]  我覺得在新的一年裏面
[00:13:05.880 --> 00:13:07.760]  作爲一個基督徒
[00:13:07.760 --> 00:13:11.720]  我們似乎可以向斯人
[00:13:11.720 --> 00:13:15.640]  嘗試着靠起的一種思維模式
[00:13:15.640 --> 00:13:18.280]  我向神敞開
[00:13:18.280 --> 00:13:21.400]  所以你會發現,後半段第八節以後
[00:13:21.400 --> 00:13:24.520]  斯人從來就不會再講背老書了
[00:13:24.520 --> 00:13:26.120]  我怎麼背上帝老書?
[00:13:26.120 --> 00:13:29.360]  他直接話題一轉,他轉向了什麼呢?
[00:13:29.360 --> 00:13:32.200]  背神引導,背神引經看到
[00:13:32.200 --> 00:13:36.160]  背神保護,背神的慈愛圍繞
[00:13:36.160 --> 00:13:41.280]  各位,向神敞開原來是這樣的結果
[00:13:41.280 --> 00:13:45.240]  具體來講,什麼是向神敞開?
[00:13:45.240 --> 00:13:49.320]  我最近跟我的家人相處,我發現很有趣的一個現象
[00:13:49.320 --> 00:13:54.400]  就是當我去旅行的時候,我對他的認識更加深一層
[00:13:54.400 --> 00:13:58.200]  因爲平時我很多時間上班,教會的工作
[00:13:58.200 --> 00:14:01.800]  跟他們相處的時間其實是很少的,坦白說
[00:14:01.800 --> 00:14:06.520]  但是旅行呢,幾乎24小時都要在
[00:14:06.520 --> 00:14:09.160]  所以有人說,戀愛的時候有機會
[00:14:09.160 --> 00:14:12.480]  你跟你的對象出去旅行一趟
[00:14:12.480 --> 00:14:14.920]  再考慮將來要不要嫁給他
[00:14:14.920 --> 00:14:17.520]  或者是娶他,的一個影像之一說
[00:14:17.520 --> 00:14:19.840]  你對他的認識要更加深刻
[00:14:19.840 --> 00:14:23.400]  但是我們已經跳入到秦宗書所說的圍城了
[00:14:23.400 --> 00:14:26.960]  不要再想着跳出來了
[00:14:26.960 --> 00:14:31.120]  既然已經在裏面的話,你對他的認識很有趣的
[00:14:31.120 --> 00:14:33.280]  什麼要更深的認識呢?
[00:14:33.280 --> 00:14:37.040]  就是我發現我的家人在我面前講話越直接
[00:14:37.040 --> 00:14:41.480]  越講得快,越容易冒犯我
[00:14:41.480 --> 00:14:43.760]  越容易讓我生氣
[00:14:43.760 --> 00:14:46.480]  但是後來一想,不對啊
[00:14:46.480 --> 00:14:52.280]  他就是把我當一個他信任的人才講話講得快啊
[00:14:52.280 --> 00:14:56.800]  當你在你的同事老闆面前講話都要想一圈再講對不對
[00:14:56.800 --> 00:15:00.040]  但你在你家人面前從來不這樣的
[00:15:00.040 --> 00:15:04.760]  因爲你真的在他面前是敞開的,放鬆的
[00:15:04.760 --> 00:15:08.400]  你回到自己家,我常常說你躺在自己沙發
[00:15:08.400 --> 00:15:13.560]  你不會很嚴肅的好像坐在凳子上
[00:15:13.560 --> 00:15:16.440]  你會苟悠嘆,對不對啊
[00:15:16.440 --> 00:15:19.320]  你會很舒服的在那裏看電視,刷手機
[00:15:19.320 --> 00:15:21.960]  很舒服的,因爲你放鬆
[00:15:21.960 --> 00:15:25.320]  你敞開,在你的家人面前
[00:15:25.320 --> 00:15:28.160]  我覺得這樣的話你就明白
[00:15:28.160 --> 00:15:31.840]  似乎詩人要表達的就是我向神敞開
[00:15:31.840 --> 00:15:36.280]  我講話越直接,我越向他真誠
[00:15:36.280 --> 00:15:41.960]  我帶來的就是被引導,被保護,被慈愛圍繞着
[00:15:41.960 --> 00:15:48.080]  所以詩人才會說他是我的藏身之處
[00:15:48.080 --> 00:15:51.000]  不是說你做得好,他才保護你
[00:15:51.000 --> 00:15:55.200]  而是你有需要,他纔是你的保護所
[00:15:55.200 --> 00:15:57.160]  他自己講的
[00:15:57.160 --> 00:16:03.960]  詩人的回憶,自己的一生,大部分的時間都經歷如此
[00:16:03.960 --> 00:16:08.480]  各位,所以第八節緊接着說
[00:16:08.480 --> 00:16:12.640]  其實要對應前面赦免你的罪不是終點
[00:16:12.640 --> 00:16:15.320]  而是新生活的起點
[00:16:15.320 --> 00:16:19.600]  各位,在這裏我們會發現很有趣的一個詞叫做遮蓋
[00:16:19.600 --> 00:16:22.040]  或者遮掩
[00:16:22.040 --> 00:16:26.560]  不再是人的策略,而是神的作爲
[00:16:26.560 --> 00:16:30.240]  遮蓋這個詞在古晉東當時的文化裏面
[00:16:30.240 --> 00:16:36.360]  其實是一個很有法律的味道的,就是審判
[00:16:36.360 --> 00:16:39.520]  所以一般根據他們思維的邏輯
[00:16:39.520 --> 00:16:45.880]  如果一個人有罪,神明就會揭露他
[00:16:45.880 --> 00:16:50.680]  結果帶來的是一種羞辱和審判和災禍
[00:16:50.680 --> 00:16:53.000]  你看他這個邏輯是這樣的
[00:16:53.000 --> 00:16:57.520]  我有罪,於是上帝揭露我
[00:16:57.520 --> 00:17:03.360]  但是如果神明不遮蓋,咒詛又會臨到他
[00:17:03.360 --> 00:17:07.760]  所以在那個文化宗教裏面,它是一種矛盾
[00:17:07.760 --> 00:17:13.560]  人活在一種宗教的恐懼裏面
[00:17:13.560 --> 00:17:17.760]  活在一種宗教的一種懼怕當中
[00:17:17.760 --> 00:17:22.320]  一方面想隱藏,但又擔心被揭露
[00:17:22.320 --> 00:17:24.960]  害怕他懲罰我
[00:17:24.960 --> 00:17:29.040]  當時詩篇三十二篇要告訴當時的弟兄姐妹
[00:17:29.040 --> 00:17:32.280]  告訴教會以色列人
[00:17:32.280 --> 00:17:36.080]  徹底翻轉他們的一種宗教的結構
[00:17:36.080 --> 00:17:40.880]  所以他講了一句話,遮蓋不再是人的策略
[00:17:40.880 --> 00:17:47.360]  遮蓋是神的作爲
[00:17:47.360 --> 00:17:50.840]  如果你有機會在深入瞭解詩篇三十二篇
[00:17:50.840 --> 00:17:54.160]  他那種古晉東宗教文化的時候
[00:17:54.160 --> 00:17:57.560]  他是很害怕神明的
[00:17:57.560 --> 00:18:01.840]  他認爲我所有今天的疾病、災難
[00:18:01.840 --> 00:18:05.560]  都是因爲神懲罰了我,我做錯了什麼
[00:18:05.560 --> 00:18:08.920]  結果就是我要找一個宗教祭祀人員
[00:18:08.920 --> 00:18:12.560]  去懺悔、信祭、走一套宗教儀式
[00:18:12.560 --> 00:18:16.720]  來滿足他對於罪惡的一種審判
[00:18:16.720 --> 00:18:20.440]  用我們的話來講就是一種驅魔
[00:18:20.440 --> 00:18:26.160]  把人生所有的疾病、災害、家庭不和睦
[00:18:26.160 --> 00:18:29.560]  統統歸結於神的憤怒
[00:18:29.560 --> 00:18:32.920]  所以你看約伯紀就有這種文化的
[00:18:32.920 --> 00:18:36.440]  你看舊約裏面大部分人都活在這種宗教的文化裏面
[00:18:36.440 --> 00:18:39.520]  於是人就會自然的哀哭
[00:18:39.520 --> 00:18:46.760]  神啊,我不知道我犯了什麼罪
[00:18:46.760 --> 00:18:50.960]  他這種宗教心理是我不知道自己哪裏冒犯了神
[00:18:50.960 --> 00:18:54.240]  但是我確信這種災害、家庭的不順利
[00:18:54.240 --> 00:18:58.800]  一切都是來自於一種宗教的原因
[00:18:58.800 --> 00:19:00.920]  在這種宗教的世界觀裏面
[00:19:00.920 --> 00:19:04.960]  罪實際上在詩人的表達當中
[00:19:04.960 --> 00:19:07.080]  是一個非常重要的問題
[00:19:07.080 --> 00:19:09.080]  就是一種宗教的恐懼
[00:19:09.080 --> 00:19:11.320]  我做不好、我行不好
[00:19:11.320 --> 00:19:14.000]  背後就有一種恐懼感
[00:19:14.000 --> 00:19:17.400]  是觸犯了某種次序的問題
[00:19:17.400 --> 00:19:19.040]  宗教的次序
[00:19:19.040 --> 00:19:22.400]  久而久之一種觀念就形成了
[00:19:22.400 --> 00:19:25.800]  從罪、神的憤怒到最後審判
[00:19:25.800 --> 00:19:31.520]  一種宗教的邏輯帶來他的宗教恐懼
[00:19:31.520 --> 00:19:32.520]  很有趣的是
[00:19:32.520 --> 00:19:37.320]  詩人在這裏要表達的一個非常重要的光影是什麼呢?
[00:19:37.320 --> 00:19:41.480]  他說,神爲什麼降禍嗎?
[00:19:41.480 --> 00:19:43.880]  他不談論這個問題
[00:19:43.880 --> 00:19:46.400]  他不談論神爲什麼降禍
[00:19:46.400 --> 00:19:52.360]  而是問,你爲什麼遮蓋罪惡?
[00:19:52.360 --> 00:19:58.200]  他不是處理災難,而是先處理關係
[00:19:58.200 --> 00:20:01.080]  我與你的關係
[00:20:01.080 --> 00:20:04.920]  他要突破那種宗教的文化
[00:20:04.920 --> 00:20:08.680]  邀請人誠實地面對自己
[00:20:08.680 --> 00:20:13.800]  我跟神的關係不是通過宗教的儀式
[00:20:13.800 --> 00:20:16.880]  很多弟兄姐妹剛信耶穌的時候常常會問
[00:20:16.880 --> 00:20:18.880]  我不知道怎麼禱告
[00:20:18.880 --> 00:20:21.520]  我聽到隔壁那個人禱告
[00:20:21.520 --> 00:20:23.520]  非常美麗的詞奏
[00:20:23.520 --> 00:20:25.200]  我很信慕
[00:20:25.200 --> 00:20:28.200]  主席禱告非常感人
[00:20:28.200 --> 00:20:29.880]  剛纔帶禱的時候
[00:20:29.880 --> 00:20:32.800]  但是我面對上帝講不出來那麼多的詞彙
[00:20:32.800 --> 00:20:37.200]  當然啦,你剛剛認識一個人哪有滔滔不絕啊
[00:20:37.200 --> 00:20:40.920]  你肯定有時候坑坑窪窪講話結結巴巴
[00:20:40.920 --> 00:20:41.960]  不要緊的
[00:20:41.960 --> 00:20:46.920]  你即使對上帝禱告結結巴巴
[00:20:46.920 --> 00:20:49.200]  那也就是真實的你
[00:20:49.200 --> 00:20:51.080]  所以我常常發現
[00:20:51.080 --> 00:20:56.040]  有時候講話面對上帝不要形成種宗教的儀式
[00:20:56.040 --> 00:20:58.640]  噼裏啪啦可以講半個小時
[00:20:58.640 --> 00:21:01.840]  主啊,哈利路亞讚美你,你是偉大的不得了
[00:21:01.840 --> 00:21:03.360]  先要讚美一方
[00:21:03.360 --> 00:21:05.360]  然後紀念耶穌基督的壽時
[00:21:05.360 --> 00:21:07.680]  最後才把自己的需要告訴他
[00:21:07.680 --> 00:21:09.880]  否則好像不見得宗教秩序
[00:21:09.880 --> 00:21:11.880]  他不祝福我
[00:21:11.880 --> 00:21:17.640]  各位,私人要解決的就是一種宗教的這種心態
[00:21:17.640 --> 00:21:20.880]  上帝難道真的先要美穎一方
[00:21:20.880 --> 00:21:25.360]  宗教的儀式、程序、技術
[00:21:25.360 --> 00:21:29.920]  不,他要的是直接的關係
[00:21:29.920 --> 00:21:31.600]  你有時候跟家人相處
[00:21:31.600 --> 00:21:33.600]  聽到他拐彎抹角
