
[00:00:00.000 --> 00:00:03.000]  大家好,歡迎收看宣導傳議台的節目
[00:04:06.200 --> 00:04:07.600]  神是否公義
[00:04:07.600 --> 00:04:10.200]  神為何會容許苦難在這個世界
[00:04:10.200 --> 00:04:11.800]  這些都是屬於神異論
[00:04:11.800 --> 00:04:13.400]  所以我在這本書裏面
[00:04:13.400 --> 00:04:16.200]  想和大家引入一個新的視覺
[00:04:16.200 --> 00:04:18.400]  或新的解讀進度
[00:04:18.400 --> 00:04:20.600]  就是創傷文學的視覺
[00:04:20.600 --> 00:04:23.800]  我介紹一下甚麼是創傷文學
[00:04:23.800 --> 00:04:26.200]  其實創傷文學的理論或研究
[00:04:26.200 --> 00:04:28.200]  其實是近二十年才開始
[00:04:28.200 --> 00:04:31.600]  聖經的創傷文學閱讀的意思是甚麼呢?
[00:04:31.600 --> 00:04:33.400]  就是強調聖經文學
[00:04:33.400 --> 00:04:35.400]  雖然說是神的啟示
[00:04:35.400 --> 00:04:37.200]  但原來當中
[00:04:37.200 --> 00:04:39.800]  其實有很多人性的表達
[00:04:39.800 --> 00:04:42.000]  所以聖經的創傷文學閱讀
[00:04:42.000 --> 00:04:43.800]  簡單來說就是
[00:04:43.800 --> 00:04:47.800]  鼓勵一種對聖經的人性化閱讀
[00:04:47.800 --> 00:04:50.800]  信仰往往不是非辭職比
[00:04:50.800 --> 00:04:52.400]  一從而就的跳躍
[00:04:52.400 --> 00:04:54.200]  正如剛才提及
[00:04:54.200 --> 00:04:55.800]  約伯的信仰
[00:04:55.800 --> 00:04:57.800]  並非由頭兩章一跳
[00:04:57.800 --> 00:04:59.400]  跳到第四十二章
[00:04:59.400 --> 00:05:01.800]  而是當中經歷近四十章
[00:05:01.800 --> 00:05:04.600]  一種的角力掙扎和歷程
[00:05:04.600 --> 00:05:06.800]  所以聖經文學的人性化閱讀
[00:05:06.800 --> 00:05:09.200]  所強調的就是信仰是一種歷程
[00:05:09.200 --> 00:05:11.400]  不是一種跳躍
[00:05:11.400 --> 00:05:12.800]  而是更多的時候
[00:05:12.800 --> 00:05:16.200]  講求生命歷程的掙扎、張力
[00:05:16.200 --> 00:05:19.200]  並且所伴隨的情感和思緒的變化
[00:05:19.200 --> 00:05:20.200]  其次就是
[00:05:20.200 --> 00:05:21.800]  聖經文學的人性化閱讀
[00:05:21.800 --> 00:05:24.400]  讓我們更加強調
[00:05:24.400 --> 00:05:26.400]  在聖經文本中
[00:05:26.400 --> 00:05:29.000]  一些字裡行間的含糊性
[00:05:29.000 --> 00:05:29.800]  吊詭性
[00:05:29.800 --> 00:05:32.400]  有些時候甚至是一些詮釋性
[00:05:32.400 --> 00:05:35.200]  例如在約伯的表述中
[00:05:35.200 --> 00:05:37.000]  約伯的說話中
[00:05:37.000 --> 00:05:40.000]  同樣可能有很多非黑即白
[00:05:40.000 --> 00:05:41.600]  不是那麼容易
[00:05:41.600 --> 00:05:43.200]  可以所謂的Clear Cut
[00:05:43.200 --> 00:05:46.600]  一是是一是非地表達
[00:05:46.600 --> 00:05:48.600]  很多時候可能是糾集於
[00:05:48.600 --> 00:05:51.400]  或者交纏在一個是非之間
[00:05:51.400 --> 00:05:53.400]  可能又是又不是
[00:05:53.400 --> 00:05:55.200]  一種的含糊性
[00:05:55.200 --> 00:05:57.200]  甚至可能是矛盾和吊詭
[00:05:57.200 --> 00:05:58.800]  而當中某些說話
[00:05:58.800 --> 00:06:00.200]  甚至可能有些漏白
[00:06:00.200 --> 00:06:01.800]  或詮釋漏白處
[00:06:01.800 --> 00:06:03.200]  創商文學的視覺
[00:06:03.200 --> 00:06:05.600]  就讓我們看到約伯記
[00:06:05.600 --> 00:06:07.000]  就是一本這樣的書卷
[00:06:07.000 --> 00:06:10.000]  事實上人性化的閱讀
[00:06:10.000 --> 00:06:12.200]  亦是當代的創商理論
[00:06:12.200 --> 00:06:14.200]  其中一個進路的焦點
[00:06:14.200 --> 00:06:16.600]  從一個心理學的角度
[00:06:16.600 --> 00:06:17.800]  來看創商的時候
[00:06:17.800 --> 00:06:20.600]  創商就是一種碎片化的記憶
[00:06:20.600 --> 00:06:22.600]  而文學就好像成為了
[00:06:22.600 --> 00:06:24.600]  一種言表創商的載體
[00:06:24.600 --> 00:06:26.000]  另一個解讀的進路
[00:06:26.000 --> 00:06:29.200]  就是聖經文學作為創商文學
[00:06:29.200 --> 00:06:33.600]  它是更加強調歷史性的詮釋
[00:06:33.600 --> 00:06:36.800]  固然聖經文學有很多的人物
[00:06:36.800 --> 00:06:39.600]  當然也有很多的情感變化
[00:06:39.600 --> 00:06:41.600]  很著重經驗的變化
[00:06:41.600 --> 00:06:44.600]  但其實每一個聖經的書卷
[00:06:44.600 --> 00:06:46.400]  或每一個聖經的記載
[00:06:46.400 --> 00:06:48.800]  其實都是和古代猶太人
[00:06:48.800 --> 00:06:50.600]  特別古代猶太人的社群
[00:06:50.600 --> 00:06:53.000]  處境和需要是分不開的
[00:06:53.000 --> 00:06:55.600]  聖經創商文學的閱讀
[00:06:55.600 --> 00:06:57.000]  其實另一個進路
[00:06:57.000 --> 00:06:59.000]  就是強調社會學文學的進路
[00:06:59.000 --> 00:07:00.600]  就是強調一種集體
[00:07:00.600 --> 00:07:03.800]  而創商理論或研究的方向
[00:07:03.800 --> 00:07:06.000]  就是強調一種集體
[00:07:06.000 --> 00:07:09.400]  文化或代製的創商經驗
[00:07:09.400 --> 00:07:12.400]  它所說的就是經歷過創商
[00:07:12.400 --> 00:07:15.800]  或是集體創商的群體
[00:07:15.800 --> 00:07:17.400]  對於社群的創商
[00:07:17.400 --> 00:07:18.800]  它如何解說
[00:07:18.800 --> 00:07:21.800]  如何消化或疏整
[00:07:21.800 --> 00:07:24.400]  最後以文學形式
[00:07:24.400 --> 00:07:28.000]  甚至很多時以總整性的敘事
[00:07:28.000 --> 00:07:32.400]  就是解說的總整敘事形式呈現
[00:07:32.400 --> 00:07:33.800]  從這個角度
[00:07:33.800 --> 00:07:36.000]  或者我們回看《約伯記》時
[00:07:36.000 --> 00:07:38.600]  可能頭兩章的敘事
[00:07:38.600 --> 00:07:40.800]  和最後那一章42章的敘事
[00:07:40.800 --> 00:07:42.800]  記載的文學
[00:07:42.800 --> 00:07:45.400]  一頭一尾就好像成為了
[00:07:45.400 --> 00:07:48.600]  一種古代猶太人
[00:07:48.600 --> 00:07:50.600]  經驗了創商經驗之後
[00:07:50.600 --> 00:07:54.800]  嘗試去解說創商的文學展現
[00:07:54.800 --> 00:07:57.600]  所以當用創商文學的視角
[00:07:57.600 --> 00:07:58.600]  去看《約伯記》時
[00:07:58.600 --> 00:08:01.800]  其實是有一種創商的雙重識讀的視角
[00:08:01.800 --> 00:08:05.800]  一方面《約伯記》作為一個個人創商的代表角色
[00:08:05.800 --> 00:08:07.000]  一個受創者
[00:08:07.000 --> 00:08:11.000]  特別是展現在第三章至第四十一章
[00:08:11.000 --> 00:08:14.000]  很多的言說、很多說話的部分
[00:08:14.000 --> 00:08:17.200]  但另一方面《約伯記》作為一個整卷的書卷
[00:08:17.200 --> 00:08:21.200]  卻好像成為了一個消化集體創商的歷程
[00:08:21.200 --> 00:08:23.200]  的文學載體
[00:08:23.200 --> 00:08:25.400]  就是表達受創的群體
[00:08:25.400 --> 00:08:26.600]  或者受創群
[00:08:26.600 --> 00:08:29.200]  它如何透過這本書不斷傳頌
[00:08:29.200 --> 00:08:30.200]  中毒的時候
[00:08:30.200 --> 00:08:32.600]  去消化民族的創商
[00:08:32.600 --> 00:08:34.600]  當中間主體的詩詞部分
[00:08:34.600 --> 00:08:38.200]  呈現或表現創商的破碎和混亂的時候
[00:08:38.200 --> 00:08:39.600]  首和尾
[00:08:39.600 --> 00:08:42.000]  最開頭和最後的敘事框架
[00:08:42.000 --> 00:08:45.200]  就好像嘗試為一種創商的經驗
[00:08:45.200 --> 00:08:49.200]  去賦予邏輯、因果和意義的框架
[00:08:49.200 --> 00:08:51.000]  正如我們看《約伯記》的時候
[00:08:51.000 --> 00:08:55.000]  頭兩章其實是說到為何約伯會受苦難
[00:08:55.000 --> 00:08:56.400]  因為耶路撒冷
[00:08:56.400 --> 00:09:02.200]  和一眾使者在天庭的會議產生的結果
[00:09:02.200 --> 00:09:03.400]  賦予了一個因
[00:09:03.400 --> 00:09:06.000]  最後42章就好像賦予了一個果
[00:09:06.000 --> 00:09:07.200]  或者後續故事
[00:09:07.200 --> 00:09:10.200]  最後耶路撒冷嘗試了約伯
[00:09:10.200 --> 00:09:13.000]  好像一作一個包頭包尾
[00:09:13.000 --> 00:09:15.400]  從一個頭和一個尾
[00:09:15.400 --> 00:09:17.800]  來賦予一個意義框架
[00:09:17.800 --> 00:09:19.200]  從這個角度
[00:09:19.200 --> 00:09:22.400]  好像敘事成為了一種總整性敘事
[00:09:22.400 --> 00:09:24.400]  去為古代猶太人
[00:09:24.400 --> 00:09:26.400]  解說他們所經歷過
[00:09:26.400 --> 00:09:29.200]  秘魯民族的創商經驗
[00:09:29.200 --> 00:09:31.600]  創商的視角讓我們看到約伯
[00:09:31.600 --> 00:09:33.400]  或者更加讓我們看到
[00:09:33.400 --> 00:09:36.200]  約伯如何展現心路歷程
[00:09:36.200 --> 00:09:38.800]  和當中信仰的掙扎
[00:09:38.800 --> 00:09:41.000]  在這裡我如何提示
[00:09:41.000 --> 00:09:44.200]  從第一章或頭兩章到最後
[00:09:44.200 --> 00:09:48.400]  來講解約伯的心路歷程
[00:09:48.400 --> 00:09:51.000]  頭兩章我們看到約伯受苦難
[00:09:51.000 --> 00:09:54.200]  特別我們看到約伯受苦難的時候
[00:09:54.200 --> 00:09:55.600]  他如何回答
[00:09:55.600 --> 00:09:57.400]  傳統解讀來看
[00:09:57.400 --> 00:10:00.800]  約伯的回答都是非常正統和健健
[00:10:00.800 --> 00:10:04.200]  例如約伯受苦難之後
[00:10:04.200 --> 00:10:05.800]  他說賞賜的是耶華
[00:10:05.800 --> 00:10:08.000]  收取的也是耶華
[00:10:08.000 --> 00:10:11.000]  耶華的名是應當被稱頌的
[00:10:11.000 --> 00:10:12.200]  一章二十一節
[00:10:12.200 --> 00:10:14.200]  並且二章十節說到
[00:10:14.200 --> 00:10:17.200]  約伯所提到向他妻子所說
[00:10:17.200 --> 00:10:20.200]  「難多門從神,那裡得福,不也受禍嗎?」
[00:10:20.200 --> 00:10:24.000]  這些表達固然在傳統解讀中
[00:10:24.000 --> 00:10:25.800]  是一些敬虔的表達
[00:10:25.800 --> 00:10:28.200]  但有沒有可能在創傷的視覺中
[00:10:28.200 --> 00:10:31.800]  其實他可能是反映約伯的壓抑
[00:10:31.800 --> 00:10:34.000]  甚至是否定創傷
[00:10:34.000 --> 00:10:36.200]  從創傷的研究來說
[00:10:36.200 --> 00:10:37.200]  受創的人
[00:10:37.200 --> 00:10:40.000]  當經驗到創傷經驗的撼動性時
[00:10:40.000 --> 00:10:43.800]  很可能第一的反應不是即時接受
[00:10:43.800 --> 00:10:46.800]  而是基於創傷和他的世界觀不協調
[00:10:46.800 --> 00:10:50.600]  和他對於生命的理解框架不協調
[00:10:50.600 --> 00:10:53.600]  以至第一開始的反應是壓抑
[00:10:53.600 --> 00:10:54.600]  以至否定
[00:10:54.600 --> 00:10:56.600]  這也可能是創傷視覺
[00:10:56.600 --> 00:11:00.200]  比我們更有血有肉
[00:11:00.200 --> 00:11:03.000]  用人性化的角度來看頭兩章
[00:11:03.000 --> 00:11:06.400]  就算是頭兩章作為一個記取
[00:11:06.400 --> 00:11:07.600]  一個敘事也好
[00:11:07.600 --> 00:11:09.800]  也可能呈現了約伯
[00:11:09.800 --> 00:11:12.000]  未必如此非似即比
[00:11:12.000 --> 00:11:14.200]  非黑即白的情感反應
[00:11:14.200 --> 00:11:17.000]  第二就是世界觀的崩塌
[00:11:17.000 --> 00:11:19.800]  我想這也呈現在約伯記第三章
[00:11:19.800 --> 00:11:22.600]  特別提到約伯在第三章中
[00:11:22.600 --> 00:11:24.000]  發出了一個咒詛
[00:11:24.000 --> 00:11:27.400]  受創的約伯咒詛自己的生命
[00:11:27.400 --> 00:11:29.200]  第三章三二四節
[00:11:29.200 --> 00:11:31.000]  「願我出生的那日滅活
[00:11:31.000 --> 00:11:33.200]  說懷了南推的那夜消逝
[00:11:33.200 --> 00:11:35.400]  那一日願到時克冧」
[00:11:35.400 --> 00:11:36.400]  仔細看的時候
[00:11:36.400 --> 00:11:40.600]  其實這句說話是顛覆他的信仰傳統
[00:11:40.600 --> 00:11:45.400]  舊約信仰傳統是接近創世紀創造的神學
[00:11:45.400 --> 00:11:48.200]  特別在三章三二四節
[00:11:48.200 --> 00:11:50.200]  「那一日願到時克冧」
[00:11:50.200 --> 00:11:52.600]  原本的表達是
[00:11:52.600 --> 00:11:54.400]  「Let there be darkness」
[00:11:54.400 --> 00:11:58.000]  其實就好像逆轉了創世紀第一章
[00:11:58.000 --> 00:11:59.600]  「Let there be light」
[00:11:59.600 --> 00:12:04.000]  「願有光就有光」的表達
[00:12:04.000 --> 00:12:06.600]  所以這裏是反映了約伯的心路歷程
[00:12:06.600 --> 00:12:08.000]  就是他的經驗
[00:12:08.000 --> 00:12:11.400]  受苦難作為創傷的經驗
[00:12:11.400 --> 00:12:13.600]  撼動了他的信仰理解
[00:12:13.600 --> 00:12:16.400]  甚至他既定的信仰認知
[00:12:16.400 --> 00:12:17.600]  第三章二十三節
[00:12:17.600 --> 00:12:20.400]  「人的道路被遮隱,神把他四面圍住」
[00:12:20.400 --> 00:12:24.000]  這裏可以說是撼動了他對神觀的理解
[00:12:24.000 --> 00:12:25.800]  他所認識的神
[00:12:25.800 --> 00:12:28.000]  本來應該是賜福給他的神
[00:12:28.000 --> 00:12:29.000]  保守他的神
[00:12:29.000 --> 00:12:32.200]  但一下子卻成為神把他圍住
[00:12:32.200 --> 00:12:34.400]  甚至攻擊他的神
[00:12:34.400 --> 00:12:36.600]  另一方面就是約伯的心路歷程
[00:12:36.600 --> 00:12:39.400]  固然反映在第四章之後
[00:12:39.400 --> 00:12:41.800]  特別去到第二十六章
[00:12:41.800 --> 00:12:44.600]  約伯和三位朋友之間的對話
[00:12:44.600 --> 00:12:48.000]  這對話也涉及到很多不同觀點的角力
[00:12:48.000 --> 00:12:50.400]  例如第四章七至八節
[00:12:50.400 --> 00:12:52.400]  第一位朋友伊利法
[00:12:52.400 --> 00:12:54.400]  他提到「請你追上
[00:12:54.400 --> 00:12:56.200]  無辜的人有誰滅亡
[00:12:56.200 --> 00:12:58.400]  正直的人在何處被除滅
[00:12:58.400 --> 00:12:59.600]  按我所見
[00:12:59.600 --> 00:13:02.800]  姦、罪孽、重禍害的收割都一樣」
[00:13:02.800 --> 00:13:05.000]  伊利法劈頭所說的
[00:13:05.000 --> 00:13:07.200]  就是一種因果的報應律
[00:13:07.200 --> 00:13:10.400]  所以他所說的罪孽、禍害
[00:13:10.400 --> 00:13:11.800]  一方面是因
[00:13:11.800 --> 00:13:14.000]  另一方面也是果
[00:13:14.000 --> 00:13:17.000]  因為原來罪孽可以譯為禍患
[00:13:17.000 --> 00:13:19.600]  禍害可以譯為勞賦
[00:13:19.600 --> 00:13:21.200]  所以伊利法的意思是
[00:13:21.200 --> 00:13:24.200]  重罪孽收回禍患
[00:13:24.200 --> 00:13:26.800]  重禍害收回勞賦
[00:13:26.800 --> 00:13:29.000]  但如果你看約伯表達的時候
[00:13:29.000 --> 00:13:31.600]  他一直堅持就好像第十章十五節
[00:13:31.600 --> 00:13:33.200]  縱使我是正義的
[00:13:33.200 --> 00:13:34.600]  我也不能抬頭
[00:13:34.600 --> 00:13:36.200]  他是飽嘗羞辱
[00:13:36.200 --> 00:13:38.400]  眼見盡是痛苦
[00:13:38.400 --> 00:13:41.000]  當伊利法為首
[00:13:41.000 --> 00:13:43.200]  或者另外兩位朋友也提到
[00:13:43.200 --> 00:13:45.600]  一種因果的報應法則時
[00:13:45.600 --> 00:13:48.600]  約伯卻更加強調
[00:13:48.600 --> 00:13:50.400]  不是客觀的因果法則
[00:13:50.400 --> 00:13:53.000]  而是主觀的受苦經驗
[00:13:53.000 --> 00:13:56.400]  這是約伯的觀點
[00:13:56.400 --> 00:13:58.400]  其次是五章二節
[00:13:58.400 --> 00:14:00.000]  憤怒殺死愚昧人
[00:14:00.000 --> 00:14:02.200]  疾度殺死愚蠢人
[00:14:02.200 --> 00:14:04.000]  第六章二節
[00:14:04.000 --> 00:14:07.000]  約伯說「但願我的苦路被清一清
[00:14:07.000 --> 00:14:09.600]  我的災害都放在天平上」
[00:14:09.600 --> 00:14:13.000]  在伊利法或另外兩位朋友的論述中
[00:14:13.000 --> 00:14:16.600]  「老路」是一個因
[00:14:16.600 --> 00:14:19.000]  就是若伯再老路
[00:14:19.000 --> 00:14:20.000]  再憤怒的時候
[00:14:20.000 --> 00:14:23.400]  就會為自己招致更大更重的禍
[00:14:23.400 --> 00:14:25.000]  但對於約伯的論述來說
[00:14:25.000 --> 00:14:26.200]  他的老路
[00:14:26.200 --> 00:14:28.400]  老路是虎路
[00:14:28.400 --> 00:14:30.400]  約伯就形容為虎路
[00:14:30.400 --> 00:14:32.200]  虎路是一種果
[00:14:32.200 --> 00:14:35.600]  不是一個因
[00:14:35.600 --> 00:14:38.000]  是因為他有無辜受苦的經驗
[00:14:38.000 --> 00:14:40.400]  以致他要發出虎路的言詞
[00:14:40.400 --> 00:14:43.000]  所以觀點角力呈現了
[00:14:43.000 --> 00:14:46.000]  約伯和朋友對話之間的矛盾
[00:14:46.000 --> 00:14:48.600]  約伯的朋友強調客觀的法則
[00:14:48.600 --> 00:14:50.800]  約伯則強調主觀的經驗
[00:14:50.800 --> 00:14:52.400]  約伯寄寶貴的地方
[00:14:52.400 --> 00:14:54.000]  就是他承載了很多感受
[00:14:54.000 --> 00:14:56.000]  這些感受的傾吐
[00:14:56.000 --> 00:14:57.200]  感受的表達
[00:14:57.200 --> 00:14:59.000]  就呈現在約伯寄的內裡
[00:14:59.000 --> 00:15:01.200]  亦都好像在詩篇內有很多表達
[00:15:01.200 --> 00:15:06.000]  例如第十六章十六二十節約伯的表達
[00:15:06.000 --> 00:15:09.400]  亦都好像呼應了很多詩篇的哀歌表達
[00:15:09.400 --> 00:15:10.600]  約伯說到
[00:15:10.600 --> 00:15:12.000]  我的念一哭一變紅
[00:15:12.000 --> 00:15:13.800]  死印在我的眼皮上
[00:15:13.800 --> 00:15:15.600]  我的中寶是我的哀哭
[00:15:15.600 --> 00:15:17.600]  我的眼向神灑淚不息
[00:15:17.600 --> 00:15:19.200]  說到很多他的眼淚
[00:15:19.200 --> 00:15:20.600]  很多他的悲苦
[00:15:20.600 --> 00:15:22.000]  不單止這樣
[00:15:22.000 --> 00:15:23.800]  約伯亦有很多地方
[00:15:23.800 --> 00:15:28.400]  說到他的情緒反應是針對神的
[00:15:28.400 --> 00:15:31.000]  例如二十三章十五至十六節
[00:15:31.000 --> 00:15:33.000]  約伯提到他有很多驚恐
[00:15:33.000 --> 00:15:35.000]  我在他面前驚惶
[00:15:35.000 --> 00:15:37.000]  當我思想我就懼怕他
[00:15:37.000 --> 00:15:38.800]  神使我的心膽怯
[00:15:38.800 --> 00:15:40.600]  傳聞者使我驚惶
[00:15:40.600 --> 00:15:42.400]  對於約伯來說
[00:15:42.400 --> 00:15:44.000]  耶和華令他受苦
[00:15:44.000 --> 00:15:45.400]  令他驚惶
[00:15:45.400 --> 00:15:46.600]  一個似福的神
[00:15:46.600 --> 00:15:48.600]  成為了一個異物的神
[00:15:48.600 --> 00:15:49.800]  一個熟悉的神
[00:15:49.800 --> 00:15:53.400]  成為了一個令他膽怯和驚懼的神
[00:15:53.400 --> 00:15:55.400]  這是約伯的感受
[00:15:55.400 --> 00:15:57.000]  當中有很多表述
[00:15:57.000 --> 00:16:00.000]  有很多這些複雜的情緒糾結
[00:16:00.000 --> 00:16:02.200]  另外亦有很多信仰的掙扎
[00:16:02.200 --> 00:16:05.200]  特別當中約伯的表達
[00:16:05.200 --> 00:16:08.200]  有很多訴諸一些舊約的傳統
[00:16:08.200 --> 00:16:10.200]  例如第七章十七至十八節
[00:16:10.200 --> 00:16:12.200]  人算甚麼你竟看他為大
[00:16:12.200 --> 00:16:13.800]  把他放在心上
[00:16:13.800 --> 00:16:15.800]  你每早晨監察他
[00:16:15.800 --> 00:16:17.400]  每時刻試驗他
[00:16:17.400 --> 00:16:20.400]  約伯訴諸《詩篇》第八篇
[00:16:20.400 --> 00:16:23.600]  《詩篇》第八篇強調耶和華對人的照顧
[00:16:23.600 --> 00:16:28.000]  約伯強調為何耶和華要看他那麼緊
[00:16:28.000 --> 00:16:29.400]  為何要看他為大
[00:16:29.400 --> 00:16:31.400]  以至要降苦給他
[00:16:31.400 --> 00:16:33.200]  我們見到約伯的心路歷程
[00:16:33.200 --> 00:16:35.200]  信仰掙扎是怎樣表現的
[00:16:35.200 --> 00:16:38.800]  就是他顛覆了他既定信仰的理解
[00:16:38.800 --> 00:16:40.600]  從創傷的角度來說
[00:16:40.600 --> 00:16:44.200]  創傷的震撼性或壓制性
[00:16:44.200 --> 00:16:45.200]  衝擊性
[00:16:45.200 --> 00:16:49.200]  是可能讓一個人對既定信仰的觀念
[00:16:49.200 --> 00:16:51.000]  或理解甚至傳統
[00:16:51.000 --> 00:16:53.400]  出現翻天覆地的改變
[00:16:53.400 --> 00:16:55.000]  甚至撼動
[00:16:55.000 --> 00:16:57.000]  十九章二十五至二十六節
[00:16:57.000 --> 00:16:59.400]  然而我知道我的贖回者活著
[00:16:59.400 --> 00:17:01.400]  即使我的皮被剝了之後
[00:17:01.400 --> 00:17:03.600]  沒有了肉體我又必不見神
