
[00:00:00.000 --> 00:00:03.800]  這張就是我和師母在上個月去的地方
[00:01:38.440 --> 00:01:41.360]  都可以感受到那份興奮快樂
[00:01:41.360 --> 00:01:43.240]  彷如置身在馬爾代夫
[00:01:43.240 --> 00:01:44.800]  有沒有呢
[00:01:44.800 --> 00:01:46.280]  沒有的
[00:01:46.280 --> 00:01:50.920]  其實今日經文給我們有一個很大的鼓勵
[00:01:50.920 --> 00:01:52.920]  其實我們每一天都可以經歷
[00:01:52.920 --> 00:01:55.600]  從上而來的快樂
[00:01:55.600 --> 00:01:57.400]  而這種快樂
[00:01:57.400 --> 00:01:59.920]  能夠去榮耀上帝的快樂
[00:01:59.920 --> 00:02:01.920]  我們一起看看今日經文說什麼
[00:02:01.920 --> 00:02:03.160]  這段經文
[00:02:03.160 --> 00:02:04.560]  尼米書31章
[00:02:04.560 --> 00:02:06.960]  主要分開兩大段落
[00:02:06.960 --> 00:02:08.320]  它講了兩件事
[00:02:08.320 --> 00:02:09.960]  第一件事就是
[00:02:09.960 --> 00:02:13.040]  神的新的作為
[00:02:13.040 --> 00:02:16.920]  第二件事就是神的新的文約
[00:02:16.920 --> 00:02:19.640]  我們先看神的新的作為
[00:02:19.640 --> 00:02:23.200]  經文一開始在第28節
[00:02:23.200 --> 00:02:25.200]  Jessica幫我按一下
[00:02:25.200 --> 00:02:27.200]  因為我按不到powerpoint
[00:02:27.200 --> 00:02:29.200]  第28節它說
[00:02:29.200 --> 00:02:32.800]  以色列和猶大的子民
[00:02:32.800 --> 00:02:35.160]  因為他們犯罪得罪神
[00:02:35.160 --> 00:02:38.000]  所以耶和華神要懲罰他們
[00:02:38.000 --> 00:02:40.720]  經文在第29節
[00:02:40.720 --> 00:02:42.040]  它引用一個真言
[00:02:42.040 --> 00:02:44.040]  這個真言說
[00:02:44.040 --> 00:02:45.800]  自己做錯事
[00:02:45.800 --> 00:02:48.280]  自己不會承受那個結果
[00:02:48.280 --> 00:02:49.920]  自作不自受
[00:02:49.920 --> 00:02:50.960]  但其實不是
[00:02:50.960 --> 00:02:52.080]  耶和華神說
[00:02:52.080 --> 00:02:54.080]  既然你們以色列子民
[00:02:54.080 --> 00:02:56.080]  我本來是丈夫
[00:02:56.080 --> 00:02:57.160]  你們是我的妻子
[00:02:57.160 --> 00:02:58.600]  但你們背弱的時候
[00:02:58.600 --> 00:03:00.600]  我會懲罰你們
[00:03:00.600 --> 00:03:05.080]  這個在一章十至十六節都有提及
[00:03:05.080 --> 00:03:07.080]  不過我們知道
[00:03:07.080 --> 00:03:08.480]  神是滿有憐憫有恩典的
[00:03:08.480 --> 00:03:09.480]  所以在27節
[00:03:09.480 --> 00:03:12.320]  它會提及當日子將到的時候
[00:03:12.320 --> 00:03:14.320]  耶和華神主動的
[00:03:14.320 --> 00:03:17.000]  在他們的子民當中
[00:03:17.000 --> 00:03:19.000]  做了新的工作
[00:03:19.000 --> 00:03:21.000]  這個新的工作就是將以色列子民
[00:03:21.000 --> 00:03:25.560]  帶回自己的地方
[00:03:25.560 --> 00:03:27.560]  在那裡種植
[00:03:27.560 --> 00:03:29.560]  建立他們的群體
[00:03:29.560 --> 00:03:33.800]  我們知道這個建立
[00:03:33.800 --> 00:03:35.800]  重新的作為
[00:03:35.800 --> 00:03:36.800]  新的作為
[00:03:36.800 --> 00:03:38.800]  在上文31章的第23節
[00:03:38.800 --> 00:03:40.800]  又或者在上一堂
[00:03:40.800 --> 00:03:42.800]  Kendall傳道也有提及
[00:03:42.800 --> 00:03:44.800]  在第29章提及
[00:03:44.800 --> 00:03:46.800]  在巴比倫
[00:03:46.800 --> 00:03:48.800]  秘魯的子民滿了70年之後
[00:03:48.800 --> 00:03:50.800]  他們如何回歸
[00:03:50.800 --> 00:03:52.800]  回到耶路撒冷
[00:03:52.800 --> 00:03:54.800]  重新建立這個民族
[00:03:54.800 --> 00:03:58.800]  這是神的一個很大的作為
[00:03:58.800 --> 00:04:00.800]  在黑暗很艱難的時代當中
[00:04:00.800 --> 00:04:02.800]  以色列子民
[00:04:02.800 --> 00:04:04.800]  他們能夠得著一個盼望
[00:04:04.800 --> 00:04:06.800]  得著一個盼望
[00:04:06.800 --> 00:04:08.800]  不過不單止是
[00:04:08.800 --> 00:04:10.800]  秘魯的子民
[00:04:10.800 --> 00:04:12.800]  他們能夠得著一個盼望
[00:04:12.800 --> 00:04:14.800]  回歸耶路撒冷
[00:04:14.800 --> 00:04:16.800]  新的作為
[00:04:16.800 --> 00:04:18.800]  耶利米先知
[00:04:18.800 --> 00:04:20.800]  提及到一個神奇的作為
[00:04:20.800 --> 00:04:22.800]  在經文第38節提及
[00:04:22.800 --> 00:04:24.800]  這個作為是
[00:04:24.800 --> 00:04:26.800]  耶和華神要建立一個聖城
[00:04:26.800 --> 00:04:28.800]  聖結的城市
[00:04:28.800 --> 00:04:30.800]  這個聖城
[00:04:30.800 --> 00:04:32.800]  是很特別的
[00:04:32.800 --> 00:04:34.800]  特別在於之處
[00:04:34.800 --> 00:04:36.800]  因為這個聖城
[00:04:36.800 --> 00:04:38.800]  在經文最後提及
[00:04:38.800 --> 00:04:40.800]  是要征服直到永遠
[00:04:40.800 --> 00:04:42.800]  這個城是直到永遠的
[00:04:42.800 --> 00:04:44.800]  我們從歷史當中
[00:04:44.800 --> 00:04:46.800]  知道在第一世紀
[00:04:46.800 --> 00:04:50.800]  聖殿在公元後的70年
[00:04:50.800 --> 00:04:54.800]  羅馬的皇帝
[00:04:54.800 --> 00:04:56.800]  尼祿王
[00:04:56.800 --> 00:04:58.800]  將整個耶路撒冷的聖殿
[00:04:58.800 --> 00:05:00.800]  摧毀了
[00:05:00.800 --> 00:05:04.800]  所以在38-40節提及
[00:05:04.800 --> 00:05:06.800]  重建聖城
[00:05:06.800 --> 00:05:08.800]  這個城就肯定不是
[00:05:08.800 --> 00:05:10.800]  第一世紀的城市
[00:05:10.800 --> 00:05:12.800]  而耶利米在
[00:05:12.800 --> 00:05:14.800]  主前500年預言的城市
[00:05:14.800 --> 00:05:16.800]  是甚麼城市呢?
[00:05:16.800 --> 00:05:18.800]  是啟示錄21章
[00:05:18.800 --> 00:05:20.800]  新的耶路撒冷
[00:05:20.800 --> 00:05:22.800]  是直到永遠的城市
[00:05:22.800 --> 00:05:24.800]  換言之
[00:05:24.800 --> 00:05:26.800]  無論是
[00:05:26.800 --> 00:05:28.800]  在秘魯70年
[00:05:28.800 --> 00:05:30.800]  回歸耶路撒冷的新作為
[00:05:30.800 --> 00:05:32.800]  又或者是直到永遠
[00:05:32.800 --> 00:05:34.800]  的聖城
[00:05:34.800 --> 00:05:36.800]  在天上的
[00:05:36.800 --> 00:05:38.800]  耶路撒冷
[00:05:38.800 --> 00:05:40.800]  耶和華神有一個定義
[00:05:40.800 --> 00:05:42.800]  這個新作為就是
[00:05:42.800 --> 00:05:44.800]  祂要將祂的子民
[00:05:44.800 --> 00:05:46.800]  帶到祂的身邊
[00:05:46.800 --> 00:05:48.800]  跟祂在一起
[00:05:48.800 --> 00:05:50.800]  從今時直到永遠
[00:05:50.800 --> 00:05:52.800]  這是耶和華神的心意
[00:05:52.800 --> 00:05:54.800]  揀選的子民
[00:05:54.800 --> 00:05:56.800]  每一個子民都要歸於祂的名下
[00:05:56.800 --> 00:05:58.800]  並且與他們同在
[00:05:58.800 --> 00:06:02.800]  我們三一的神不單是揀選
[00:06:02.800 --> 00:06:04.800]  不單是賜恩給我們
[00:06:04.800 --> 00:06:06.800]  並且讓我們在地上
[00:06:06.800 --> 00:06:08.800]  能夠經歷很多
[00:06:08.800 --> 00:06:10.800]  屬天的神自己的屬性
[00:06:10.800 --> 00:06:12.800]  喜樂、公義、和平
[00:06:12.800 --> 00:06:14.800]  滿有神的憐憫、恩典等等
[00:06:14.800 --> 00:06:16.800]  而當我們在地上
[00:06:16.800 --> 00:06:18.800]  經歷這些神的完美屬性的時候
[00:06:18.800 --> 00:06:20.800]  我們又會在地上
[00:06:20.800 --> 00:06:22.800]  能夠將我們的感恩
[00:06:22.800 --> 00:06:24.800]  重讚歸給上帝
[00:06:24.800 --> 00:06:26.800]  我們又會在地上
[00:06:26.800 --> 00:06:28.800]  能夠將我們的感恩
[00:06:28.800 --> 00:06:30.800]  重讚歸給上帝
[00:06:30.800 --> 00:06:32.800]  重讚歸給上帝
[00:06:32.800 --> 00:06:34.800]  神給我們很多的祝福
[00:06:34.800 --> 00:06:36.800]  而我們在地上
[00:06:36.800 --> 00:06:38.800]  經歷和活出
[00:06:38.800 --> 00:06:40.800]  上主的心意
[00:06:40.800 --> 00:06:42.800]  將榮耀歸給神
[00:06:42.800 --> 00:06:44.800]  這是神定義
[00:06:44.800 --> 00:06:46.800]  要在我們身上所作的作為
[00:06:46.800 --> 00:06:48.800]  這些新作為
[00:06:48.800 --> 00:06:50.800]  並不是人能夠做到的
[00:06:50.800 --> 00:06:52.800]  全部都是神自己
[00:06:52.800 --> 00:06:54.800]  超自然的工作
[00:06:54.800 --> 00:06:56.800]  Supernatural works
[00:06:56.800 --> 00:06:58.800]  神定義這樣做
[00:06:58.800 --> 00:07:00.800]  我們問神
[00:07:00.800 --> 00:07:04.800]  如何將讓祂與我們永遠同在的
[00:07:04.800 --> 00:07:06.800]  這麼寶貴的祝福
[00:07:06.800 --> 00:07:08.800]  臨在我們身上
[00:07:08.800 --> 00:07:10.800]  如何做到的
[00:07:10.800 --> 00:07:12.800]  到了第二部分
[00:07:12.800 --> 00:07:14.800]  除了神有新的作為
[00:07:14.800 --> 00:07:16.800]  祂也有新的文藥
[00:07:16.800 --> 00:07:18.800]  在經文的31節
[00:07:18.800 --> 00:07:20.800]  神說我會和這批子民
[00:07:20.800 --> 00:07:22.800]  另立新藥
[00:07:22.800 --> 00:07:24.800]  在32節
[00:07:24.800 --> 00:07:26.800]  祂說到新藥
[00:07:26.800 --> 00:07:28.800]  有別於昔日
[00:07:28.800 --> 00:07:30.800]  西乃山之藥
[00:07:30.800 --> 00:07:32.800]  在出埃及記第19章
[00:07:32.800 --> 00:07:34.800]  耶和華神與以色列子民立藥
[00:07:34.800 --> 00:07:36.800]  不過我們從出埃及記當中知道
[00:07:36.800 --> 00:07:38.800]  以色列子民守不到藥
[00:07:38.800 --> 00:07:42.800]  縱然以色列子民離開了埃及
[00:07:42.800 --> 00:07:46.800]  看到很多神奇妙的作為
[00:07:46.800 --> 00:07:48.800]  包括出埃及記第14章
[00:07:48.800 --> 00:07:50.800]  過紅海
[00:07:50.800 --> 00:07:52.800]  16章有瑪拿尼到
[00:07:52.800 --> 00:07:54.800]  17章打敗了亞馬力人
[00:07:54.800 --> 00:07:56.800]  19章看到西乃山
[00:07:56.800 --> 00:07:58.800]  地震和雲彩
[00:07:58.800 --> 00:08:00.800]  很多神蹟奇事
[00:08:00.800 --> 00:08:02.800]  不過我們知道
[00:08:02.800 --> 00:08:04.800]  到了第32章
[00:08:04.800 --> 00:08:06.800]  當摩西到達西乃山
[00:08:06.800 --> 00:08:08.800]  在上面度過40天
[00:08:08.800 --> 00:08:10.800]  遲遲都沒有回來
[00:08:10.800 --> 00:08:12.800]  到以色列子民當中的時候
[00:08:12.800 --> 00:08:14.800]  以色列子民很不耐煩
[00:08:14.800 --> 00:08:16.800]  就和大祭司亞倫說
[00:08:16.800 --> 00:08:18.800]  帶我們走
[00:08:18.800 --> 00:08:20.800]  找一個
[00:08:20.800 --> 00:08:22.800]  找一個神帶我們走
[00:08:22.800 --> 00:08:24.800]  亞倫就
[00:08:24.800 --> 00:08:26.800]  居然就做了一隻金牛
[00:08:26.800 --> 00:08:28.800]  而且亞倫就說
[00:08:28.800 --> 00:08:32.800]  這就是帶領你們出埃及
[00:08:32.800 --> 00:08:34.800]  並且要進入迦南美地的神
[00:08:34.800 --> 00:08:40.800]  這是不是正正觸犯了
[00:08:40.800 --> 00:08:42.800]  十誡當中的第二誡
[00:08:42.800 --> 00:08:44.800]  不可以為自己的神
[00:08:44.800 --> 00:08:46.800]  而去做的事情
[00:08:46.800 --> 00:08:48.800]  不可以為自己挑剔偶像
[00:08:48.800 --> 00:08:50.800]  很快就忘記了神的諭法
[00:08:50.800 --> 00:08:52.800]  很快就忘記了神的諭法
[00:08:52.800 --> 00:08:54.800]  很快就忘記了神的諭法
[00:08:54.800 --> 00:08:56.800]  很快就忘記了神的諭法
[00:08:56.800 --> 00:08:58.800]  很快就忘記了神的諭法
[00:08:58.800 --> 00:09:00.800]  很快就忘記了神的諭法
[00:09:00.800 --> 00:09:02.800]  很快就忘記了神的諭法
[00:09:02.800 --> 00:09:04.800]  很快就忘記了神的諭法
[00:09:04.800 --> 00:09:06.800]  所以現在
[00:09:06.800 --> 00:09:08.800]  耶和華神說
[00:09:08.800 --> 00:09:10.800]  我要和以色列子民另立一個新約
[00:09:10.800 --> 00:09:12.800]  這個新約
[00:09:12.800 --> 00:09:14.800]  和西乃山之約完全不同
[00:09:14.800 --> 00:09:16.800]  西乃山之約
[00:09:16.800 --> 00:09:18.800]  是將律法寫在石板上
[00:09:18.800 --> 00:09:20.800]  是將律法寫在石板上
[00:09:20.800 --> 00:09:22.800]  兩塊石板
[00:09:22.800 --> 00:09:24.800]  摩西拿著的
[00:09:24.800 --> 00:09:26.800]  從山上下來的
[00:09:26.800 --> 00:09:28.800]  後來丟碎了
[00:09:28.800 --> 00:09:30.800]  不如再弄一塊新的
[00:09:30.800 --> 00:09:32.800]  不是寫在石板上
[00:09:32.800 --> 00:09:34.800]  而是將律法寫在他們的內心
[00:09:34.800 --> 00:09:36.800]  再寫在內心
[00:09:36.800 --> 00:09:38.800]  三十四節更加提到
[00:09:38.800 --> 00:09:40.800]  每一個以色列子民
[00:09:40.800 --> 00:09:42.800]  由大到小
[00:09:42.800 --> 00:09:44.800]  無論你的智識
[00:09:44.800 --> 00:09:46.800]  IQ EQ 多高也好
[00:09:46.800 --> 00:09:48.800]  每一個都可以
[00:09:48.800 --> 00:09:50.800]  個人認識耶和華神
[00:09:50.800 --> 00:09:52.800]  你不需要有文士
[00:09:52.800 --> 00:09:54.800]  祭司 律法師
[00:09:54.800 --> 00:09:56.800]  教導你 每一個都可以認識耶和華神
[00:09:56.800 --> 00:09:58.800]  每一個都可以認識耶和華神
[00:09:58.800 --> 00:10:00.800]  而一個這麼獨特的
[00:10:00.800 --> 00:10:02.800]  而一個這麼獨特的
[00:10:02.800 --> 00:10:04.800]  認識耶和華神是怎樣產生的呢
[00:10:04.800 --> 00:10:06.800]  什麼叫將神的律法
[00:10:06.800 --> 00:10:08.800]  放在心中呢 是什麼一回事呢
[00:10:08.800 --> 00:10:10.800]  在以西傑書三十六章
[00:10:10.800 --> 00:10:12.800]  已經說得很清楚
[00:10:12.800 --> 00:10:14.800]  以西傑書三十六章
[00:10:14.800 --> 00:10:16.800]  第二十六節
[00:10:16.800 --> 00:10:18.800]  我們一起讀出來
[00:10:18.800 --> 00:10:20.800]  在頭影片
[00:10:20.800 --> 00:10:22.800]  我也要賜給你們一個身心
[00:10:22.800 --> 00:10:24.800]  將生靈放在你們裡面
[00:10:24.800 --> 00:10:26.800]  又從你們的肉體中
[00:10:26.800 --> 00:10:28.800]  除掉石心
[00:10:28.800 --> 00:10:30.800]  賜給你們肉心
[00:10:30.800 --> 00:10:32.800]  我必將我的靈
[00:10:32.800 --> 00:10:34.800]  放在你們裡面
[00:10:34.800 --> 00:10:36.800]  使你們順從我的律例
[00:10:36.800 --> 00:10:38.800]  謹守遵行我的典章
[00:10:38.800 --> 00:10:40.800]  你們必住在
[00:10:40.800 --> 00:10:42.800]  我所賜給你們列祖之地
[00:10:42.800 --> 00:10:44.800]  你們要做我的子民
[00:10:44.800 --> 00:10:46.800]  我要做你們的神
[00:10:46.800 --> 00:10:48.800]  神在這裡說
[00:10:48.800 --> 00:10:50.800]  祂很主動地
[00:10:50.800 --> 00:10:52.800]  將祂的子民
[00:10:52.800 --> 00:10:54.800]  再次拉回祂的身邊
[00:10:54.800 --> 00:10:56.800]  是 以西傑的子民
[00:10:56.800 --> 00:10:58.800]  他們背弱
[00:10:58.800 --> 00:11:00.800]  他們違背上帝律法
[00:11:00.800 --> 00:11:02.800]  但是神定義的
[00:11:02.800 --> 00:11:04.800]  祂紀念亞伯拉罕
[00:11:04.800 --> 00:11:06.800]  以撒亞國之名
[00:11:06.800 --> 00:11:08.800]  亞伯拉罕以撒亞國之名
[00:11:08.800 --> 00:11:10.800]  紀念列祖的英雄
[00:11:10.800 --> 00:11:12.800]  所以
[00:11:12.800 --> 00:11:14.800]  神做了一件生事
[00:11:14.800 --> 00:11:16.800]  以西傑說
[00:11:16.800 --> 00:11:18.800]  怎樣做這件生事呢?
[00:11:18.800 --> 00:11:20.800]  賜給每一個屬祂的子民
[00:11:20.800 --> 00:11:22.800]  有一個很寶貴的禮物
[00:11:22.800 --> 00:11:24.800]  就是神的靈
[00:11:24.800 --> 00:11:26.800]  聖靈住在我們的心中
[00:11:26.800 --> 00:11:28.800]  這個就是
[00:11:28.800 --> 00:11:30.800]  五旬節的時候
[00:11:30.800 --> 00:11:32.800]  史特蘭傳第二章
[00:11:32.800 --> 00:11:34.800]  的現象
[00:11:34.800 --> 00:11:36.800]  聖靈的臨在
[00:11:36.800 --> 00:11:38.800]  當聖靈臨在
[00:11:38.800 --> 00:11:40.800]  每一個人的心中
[00:11:40.800 --> 00:11:42.800]  做了一個
[00:11:42.800 --> 00:11:44.800]  很獨特的作為
[00:11:44.800 --> 00:11:46.800]  而這個獨特的作為
[00:11:46.800 --> 00:11:48.800]  是讓這些以色列的子民
[00:11:48.800 --> 00:11:50.800]  或者屬神的子民
[00:11:50.800 --> 00:11:52.800]  不但能經歷神的同在
[00:11:52.800 --> 00:11:54.800]  每時每刻的同在
[00:11:54.800 --> 00:11:56.800]  並且能在地上
[00:11:56.800 --> 00:11:58.800]  榮耀、尊崇、敬拜
[00:11:58.800 --> 00:12:00.800]  上帝自己
[00:12:00.800 --> 00:12:02.800]  這也是上帝
[00:12:02.800 --> 00:12:04.800]  在每一個信徒
[00:12:04.800 --> 00:12:06.800]  每一個柴孫家弟兄姊妹身上
[00:12:06.800 --> 00:12:08.800]  我們現在
[00:12:08.800 --> 00:12:10.800]  盡感究竟在
[00:12:10.800 --> 00:12:12.800]  新約當中
[00:12:12.800 --> 00:12:14.800]  我們看到
[00:12:14.800 --> 00:12:16.800]  聖靈怎樣在我們生命當中
[00:12:16.800 --> 00:12:18.800]  工作呢?
[00:12:18.800 --> 00:12:20.800]  做什麼工作這麼特別呢?
[00:12:20.800 --> 00:12:22.800]  每時每刻的每天
[00:12:22.800 --> 00:12:24.800]  好像在馬爾代夫
[00:12:24.800 --> 00:12:26.800]  這樣的地方
[00:12:26.800 --> 00:12:28.800]  我們要想一想
[00:12:28.800 --> 00:12:30.800]  我們先看第一件事
[00:12:30.800 --> 00:12:32.800]  希伯來書第八章
[00:12:32.800 --> 00:12:34.800]  希伯來書第八章
[00:12:34.800 --> 00:12:36.800]  第八到十二節
[00:12:36.800 --> 00:12:38.800]  是引用耶利米蘇
[00:12:38.800 --> 00:12:40.800]  三十一到三十四節
[00:12:40.800 --> 00:12:42.800]  所以今天的經文
[00:12:42.800 --> 00:12:44.800]  三十一到三十四節
[00:12:44.800 --> 00:12:46.800]  重複的在哪裡出現呢?
[00:12:46.800 --> 00:12:48.800]  就是在希伯來書第八章
[00:12:48.800 --> 00:12:50.800]  而這段經文說什麼呢?
[00:12:50.800 --> 00:12:52.800]  他說如今耶穌所得的
[00:12:52.800 --> 00:12:54.800]  即是禁美
[00:12:54.800 --> 00:12:56.800]  因為耶穌是什麼呢?
[00:12:56.800 --> 00:12:58.800]  禁美之約的中寶
[00:12:58.800 --> 00:13:00.800]  禁美之約的中寶
[00:13:00.800 --> 00:13:02.800]  我們知道
[00:13:02.800 --> 00:13:04.800]  以色列子民不能夠
[00:13:04.800 --> 00:13:06.800]  守法西乃山之約
[00:13:06.800 --> 00:13:08.800]  而
[00:13:08.800 --> 00:13:10.800]  神自己
[00:13:10.800 --> 00:13:12.800]  要透過耶穌基督
[00:13:12.800 --> 00:13:14.800]  祂自己
[00:13:14.800 --> 00:13:16.800]  去取代舊約
[00:13:16.800 --> 00:13:18.800]  成為新約
[00:13:18.800 --> 00:13:20.800]  透過耶穌基督
[00:13:20.800 --> 00:13:22.800]  我們就得著這份新約
[00:13:22.800 --> 00:13:24.800]  是怎樣呢?
[00:13:24.800 --> 00:13:26.800]  剛才經文三十四節說
[00:13:26.800 --> 00:13:28.800]  要悼念他們的罪
[00:13:28.800 --> 00:13:30.800]  和
[00:13:30.800 --> 00:13:32.800]  饒恕他們的過犯
[00:13:32.800 --> 00:13:34.800]  我們知道
[00:13:34.800 --> 00:13:36.800]  我們的罪如何得蒙赦免
[00:13:36.800 --> 00:13:38.800]  唯有透過我們的罪
[00:13:38.800 --> 00:13:40.800]  透過耶穌基督
[00:13:40.800 --> 00:13:42.800]  被釘於十字架
[00:13:42.800 --> 00:13:44.800]  受死為我們的罪
[00:13:44.800 --> 00:13:46.800]  背負我們的重擔
[00:13:46.800 --> 00:13:48.800]  我們的罪就得以赦免
[00:13:48.800 --> 00:13:50.800]  我們知道舊約所應許的
[00:13:50.800 --> 00:13:52.800]  尼塞亞救主
[00:13:52.800 --> 00:13:54.800]  就是要在新約
[00:13:54.800 --> 00:13:56.800]  呈現出來的
[00:13:56.800 --> 00:13:58.800]  道成肉身 駐在我們中間
[00:13:58.800 --> 00:14:00.800]  耶穌基督
[00:14:00.800 --> 00:14:02.800]  我們有一室間有聖餐主日
[00:14:02.800 --> 00:14:04.800]  每逢聖餐都會想起耶穌所說的話
[00:14:04.800 --> 00:14:06.800]  祂說
[00:14:06.800 --> 00:14:08.800]  這是我身體為你們寫的
[00:14:08.800 --> 00:14:10.800]  你們每逢如此行
[00:14:10.800 --> 00:14:12.800]  都要紀念我
[00:14:12.800 --> 00:14:14.800]  這是我的杯
[00:14:14.800 --> 00:14:16.800]  是我所立的新約
[00:14:16.800 --> 00:14:18.800]  使罪得赦免
[00:14:18.800 --> 00:14:20.800]  為你們的罪而流出來
[00:14:20.800 --> 00:14:22.800]  你們每逢喝這個杯的時候
[00:14:22.800 --> 00:14:24.800]  都要如此行
[00:14:24.800 --> 00:14:26.800]  紀念我
[00:14:26.800 --> 00:14:28.800]  聖餐是一個具體的象徵
[00:14:28.800 --> 00:14:30.800]  代表著我們能夠
[00:14:30.800 --> 00:14:32.800]  領受聖靈
[00:14:32.800 --> 00:14:34.800]  是因為唯一的途徑
[00:14:34.800 --> 00:14:36.800]  就是耶穌基督
[00:14:36.800 --> 00:14:38.800]  背負了我們的罪債重擔
[00:14:38.800 --> 00:14:40.800]  祂成為一個
[00:14:40.800 --> 00:14:42.800]  贖罪制
[00:14:42.800 --> 00:14:44.800]  希伯來書說得很清楚
[00:14:44.800 --> 00:14:46.800]  因為祂一次的犧牲
[00:14:46.800 --> 00:14:48.800]  就成為一個永遠的文約
[00:14:48.800 --> 00:14:50.800]  臨在你和我身上
[00:14:50.800 --> 00:14:52.800]  每天早上
[00:14:52.800 --> 00:14:54.800]  我起床
[00:14:54.800 --> 00:14:56.800]  當然我們會梳洗
[00:14:56.800 --> 00:14:58.800]  但每天早上
[00:14:58.800 --> 00:15:00.800]  我一睜開眼
[00:15:00.800 --> 00:15:02.800]  經常都會背
[00:15:02.800 --> 00:15:04.800]  《路加福音》十八章十三節
[00:15:04.800 --> 00:15:06.800]  這就是一個
[00:15:06.800 --> 00:15:08.800]  很寶貴的經文
[00:15:08.800 --> 00:15:10.800]  神啊
[00:15:10.800 --> 00:15:12.800]  求祢施恩
[00:15:12.800 --> 00:15:14.800]  可憐我這個罪人
[00:15:14.800 --> 00:15:16.800]  我們要認清自己的本相
[00:15:16.800 --> 00:15:18.800]  我們每天都需要
[00:15:18.800 --> 00:15:20.800]  上帝的憐憫和恩典
[00:15:20.800 --> 00:15:22.800]  每天都需要
[00:15:22.800 --> 00:15:24.800]  來到神的庚前說
[00:15:24.800 --> 00:15:26.800]  我是一個徹頭徹尾
[00:15:26.800 --> 00:15:28.800]  常常得罪你的罪人
[00:15:28.800 --> 00:15:30.800]  我蒙恩
[00:15:30.800 --> 00:15:32.800]  過去三十年前送給耶穌
[00:15:32.800 --> 00:15:34.800]  但今天我仍然需要耶穌基督
[00:15:34.800 --> 00:15:36.800]  我仍然需要
[00:15:36.800 --> 00:15:38.800]  以你為我生命的
[00:15:38.800 --> 00:15:40.800]  致寶
[00:15:40.800 --> 00:15:42.800]  有什麼取代你的位置
[00:15:42.800 --> 00:15:46.800]  成功啊
[00:15:46.800 --> 00:15:48.800]  遊戲機啊
[00:15:48.800 --> 00:15:50.800]  娛樂啊
[00:15:50.800 --> 00:15:52.800]  求主幫助我
[00:15:52.800 --> 00:15:54.800]  讓我來到你的庚前
[00:15:54.800 --> 00:15:56.800]  認罪悔改
[00:15:56.800 --> 00:15:58.800]  所以
