
[00:00:00.000 --> 00:00:04.400]  有關今天的題目,要避開這等人
[00:11:02.560 --> 00:11:06.160]  不過中央電視就捉了他
[00:11:06.160 --> 00:11:10.480]  捉了他的首領白所成
[00:11:10.480 --> 00:11:17.680]  內地就很想那些做錯的人
[00:11:17.680 --> 00:11:19.680]  在電視當中認罪悔改
[00:11:19.680 --> 00:11:21.520]  他就說:是我的錯
[00:11:22.000 --> 00:11:26.960]  如果我能夠重新做過
[00:11:26.960 --> 00:11:28.960]  我寧願做一個普通人
[00:11:28.960 --> 00:11:33.040]  也不想做詐騙樂園的主腦
[00:11:33.040 --> 00:11:38.800]  好像能夠控制一切
[00:11:38.800 --> 00:11:41.040]  不過最終還是失敗
[00:11:41.040 --> 00:11:44.000]  這就是保羅在一至九節中
[00:11:44.000 --> 00:11:46.000]  提及到一些人
[00:11:46.000 --> 00:11:49.520]  假、敬、虔、偏離真道的人
[00:11:49.520 --> 00:11:53.280]  無論是自誇、好說、蠶豔
[00:11:53.280 --> 00:11:54.800]  或是中傷人的人
[00:11:54.800 --> 00:11:56.800]  他們不但偏離真道
[00:11:56.800 --> 00:11:58.800]  有惑人、無知的人
[00:11:58.800 --> 00:12:01.200]  進入了他們的真道、假道當中
[00:12:01.200 --> 00:12:05.840]  以致到敵黨神、誤敬偽神
[00:12:05.840 --> 00:12:07.840]  但他們最終失敗
[00:12:07.840 --> 00:12:09.840]  這就是一至九節
[00:12:09.840 --> 00:12:12.720]  大約就是這樣的方向和論述
[00:12:12.720 --> 00:12:15.680]  要說形容
[00:12:15.680 --> 00:12:17.680]  這個經文是怎樣形容的
[00:12:17.680 --> 00:12:19.680]  這個經文的形容
[00:12:19.680 --> 00:12:21.680]  因為在第五節已經說過
[00:12:21.680 --> 00:12:23.680]  第五節保羅說
[00:12:23.680 --> 00:12:27.680]  你要避開、躲避他們
[00:12:27.680 --> 00:12:30.720]  躲避這個字是命令式的動詞
[00:12:30.720 --> 00:12:32.720]  躲避甚麼?
[00:12:32.720 --> 00:12:34.720]  當然是這批人
[00:12:34.720 --> 00:12:39.680]  就是自誇、好說、蠶豔、出賣人的人
[00:12:39.680 --> 00:12:45.680]  有些釋經書說
[00:12:45.680 --> 00:12:47.680]  會否指向
[00:12:47.680 --> 00:12:49.680]  光榮多前書第五章
[00:12:49.680 --> 00:12:53.680]  隔除會籍的向導
[00:12:53.680 --> 00:12:57.680]  有些人在教會當中出現了這樣的人
[00:12:57.680 --> 00:12:59.680]  就開除他,避開
[00:12:59.680 --> 00:13:01.680]  即是說跟他沒有關係
[00:13:01.680 --> 00:13:03.680]  趕他出去教會
[00:13:03.680 --> 00:13:05.680]  就避開了
[00:13:05.680 --> 00:13:07.680]  這是一個可能的解釋
[00:13:07.680 --> 00:13:09.680]  不過這個解釋有不好的地方
[00:13:09.680 --> 00:13:11.680]  或是不足的地方
[00:13:11.680 --> 00:13:13.680]  就是我們甚少在柴選界出現
[00:13:13.680 --> 00:13:15.680]  柴灣堂有哪一個
[00:13:15.680 --> 00:13:17.680]  我11年在這裡
[00:13:17.680 --> 00:13:19.680]  隔除過會籍了嗎?
[00:13:19.680 --> 00:13:21.680]  都沒有試過
[00:13:21.680 --> 00:13:23.680]  我不知道在之前的牧師有沒有試過
[00:13:23.680 --> 00:13:25.680]  其實是很少這樣去做的
[00:13:25.680 --> 00:13:27.680]  隔除會籍
[00:13:27.680 --> 00:13:29.680]  所以我覺得
[00:13:29.680 --> 00:13:31.680]  除了有這個可能性的意思
[00:13:31.680 --> 00:13:33.680]  還有甚麼意思?
[00:13:33.680 --> 00:13:35.680]  甚麼是躲避?
[00:13:35.680 --> 00:13:37.680]  躲避是甚麼意思呢?
[00:13:37.680 --> 00:13:39.680]  我覺得自己在想
[00:13:39.680 --> 00:13:41.680]  這麼多的形容詞
[00:13:41.680 --> 00:13:43.680]  去形容這三個人
[00:13:43.680 --> 00:13:45.680]  這三個人有沒有共通點呢?
[00:13:45.680 --> 00:13:47.680]  即是說這三類型的人
[00:13:47.680 --> 00:13:49.680]  不論是自誇的
[00:13:49.680 --> 00:13:51.680]  好說殘言的
[00:13:51.680 --> 00:13:53.680]  又或者是出賣人的人
[00:13:53.680 --> 00:13:55.680]  這三類型的人
[00:13:55.680 --> 00:13:57.680]  他們有甚麼共通點呢?
[00:13:57.680 --> 00:13:59.680]  我又有以下的發現
[00:14:09.680 --> 00:14:11.680]  這發現就在下面
[00:14:11.680 --> 00:14:13.680]  同一張來的
[00:14:13.680 --> 00:14:15.680]  同一張的發現就是
[00:14:15.680 --> 00:14:17.680]  自誇的人就在羅馬書一章
[00:14:17.680 --> 00:14:19.680]  第30節出現
[00:14:19.680 --> 00:14:21.680]  但上文28節說甚麼呢?
[00:14:21.680 --> 00:14:23.680]  他們既已故意不認識神
[00:14:23.680 --> 00:14:25.680]  神就任憑他們
[00:14:25.680 --> 00:14:27.680]  存在邪僻的心
[00:14:27.680 --> 00:14:29.680]  這就是第8節說的
[00:14:29.680 --> 00:14:31.680]  心地敗壞
[00:14:31.680 --> 00:14:33.680]  即是說有些自誇的人
[00:14:33.680 --> 00:14:35.680]  就是心地敗壞的人
[00:14:35.680 --> 00:14:37.680]  就是那些
[00:14:37.680 --> 00:14:39.680]  存在邪僻的心
[00:14:39.680 --> 00:14:41.680]  即是和內心有關
[00:14:41.680 --> 00:14:43.680]  這是我第一個留意到的
[00:14:43.680 --> 00:14:45.680]  第二個就是好說殘言
[00:14:45.680 --> 00:14:47.680]  這個字其實
[00:14:47.680 --> 00:14:49.680]  Slanderer這個字
[00:14:49.680 --> 00:14:51.680]  其實是魔鬼的
[00:14:51.680 --> 00:14:53.680]  名稱來的
[00:14:53.680 --> 00:14:55.680]  馬太福音第4章
[00:14:55.680 --> 00:14:57.680]  是用同一個字去形容魔鬼
[00:14:57.680 --> 00:14:59.680]  或者是在
[00:14:59.680 --> 00:15:01.680]  散種的比喻
[00:15:01.680 --> 00:15:03.680]  都出現過的8章12節
[00:15:03.680 --> 00:15:05.680]  又或者用那些假的
[00:15:05.680 --> 00:15:07.680]  相信猶太人的人
[00:15:07.680 --> 00:15:09.680]  約翰福音8章44節
[00:15:09.680 --> 00:15:11.680]  又或者是
[00:15:11.680 --> 00:15:13.680]  史圖行傳13章第10節
[00:15:13.680 --> 00:15:15.680]  說那個行法術的
[00:15:15.680 --> 00:15:17.680]  以女馬
[00:15:17.680 --> 00:15:19.680]  更加讓我驚訝的
[00:15:19.680 --> 00:15:21.680]  這個字用在哪個身上呢?
[00:15:21.680 --> 00:15:23.680]  猶大身上
[00:15:23.680 --> 00:15:25.680]  在約翰福音6章第70節
[00:15:25.680 --> 00:15:27.680]  耶穌說
[00:15:27.680 --> 00:15:29.680]  我不恕選擇你們12個門徒媽
[00:15:29.680 --> 00:15:31.680]  但你們中間有一個是魔鬼
[00:15:31.680 --> 00:15:33.680]  就是這個字
[00:15:33.680 --> 00:15:35.680]  Slanderer
[00:15:35.680 --> 00:15:37.680]  好說殘言的人
[00:15:37.680 --> 00:15:39.680]  第三個名詞
[00:15:39.680 --> 00:15:41.680]  賣主賣友
[00:15:41.680 --> 00:15:43.680]  Traitors
[00:15:43.680 --> 00:15:45.680]  這個簡直用在猶大身上
[00:15:45.680 --> 00:15:47.680]  路加方
[00:15:47.680 --> 00:15:49.680]  6章16節
[00:15:49.680 --> 00:15:51.680]  雅各的兒子猶大
[00:15:51.680 --> 00:15:53.680]  和賣主的
[00:15:53.680 --> 00:15:55.680]  加略人猶大
[00:15:55.680 --> 00:15:57.680]  賣主的就是這個字
[00:15:57.680 --> 00:15:59.680]  我就說
[00:15:59.680 --> 00:16:01.680]  原來
[00:16:01.680 --> 00:16:03.680]  不單止
[00:16:03.680 --> 00:16:05.680]  讓保羅在說
[00:16:05.680 --> 00:16:07.680]  我們要
[00:16:07.680 --> 00:16:09.680]  用一個
[00:16:09.680 --> 00:16:11.680]  一個
[00:16:11.680 --> 00:16:13.680]  實際距離
[00:16:13.680 --> 00:16:15.680]  和這些人相隔
[00:16:15.680 --> 00:16:17.680]  並且要我們留意
[00:16:17.680 --> 00:16:19.680]  留意內心
[00:16:19.680 --> 00:16:21.680]  會不會
[00:16:21.680 --> 00:16:23.680]  出現了
[00:16:23.680 --> 00:16:25.680]  猶大這樣的心態
[00:16:25.680 --> 00:16:27.680]  心思意念
[00:16:27.680 --> 00:16:29.680]  我們要很小心的躲避
[00:16:29.680 --> 00:16:31.680]  留心自己
[00:16:31.680 --> 00:16:33.680]  有沒有猶大的心思意念
[00:16:33.680 --> 00:16:35.680]  那就去到
[00:16:35.680 --> 00:16:37.680]  約翰福音第12章
[00:16:37.680 --> 00:16:39.680]  猶大有什麼心思意念呢
[00:16:39.680 --> 00:16:41.680]  很明顯那一次的
[00:16:41.680 --> 00:16:43.680]  故事就是瑪利亞
[00:16:43.680 --> 00:16:45.680]  馬達拉薩路
[00:16:45.680 --> 00:16:47.680]  為耶穌開了筵席
[00:16:47.680 --> 00:16:49.680]  瑪利亞就將一個
[00:16:49.680 --> 00:16:51.680]  差不多一年工資的
[00:16:51.680 --> 00:16:53.680]  香膏打破了
[00:16:53.680 --> 00:16:55.680]  去洗耶穌的腳
[00:16:55.680 --> 00:16:57.680]  非常浪費
[00:16:57.680 --> 00:16:59.680]  那你會知道
[00:16:59.680 --> 00:17:01.680]  猶大的反應
[00:17:01.680 --> 00:17:03.680]  他的反應是
[00:17:03.680 --> 00:17:05.680]  為什麼這麼浪費
[00:17:05.680 --> 00:17:07.680]  經文說到
[00:17:07.680 --> 00:17:09.680]  猶大不是因為
[00:17:09.680 --> 00:17:11.680]  為了他人的緣故
[00:17:11.680 --> 00:17:13.680]  希望用錢去救濟窮人
[00:17:13.680 --> 00:17:15.680]  而覺得浪費
[00:17:15.680 --> 00:17:17.680]  因為他貪愛錢財
[00:17:17.680 --> 00:17:19.680]  貪愛錢財
[00:17:19.680 --> 00:17:21.680]  猶大的內心
[00:17:21.680 --> 00:17:23.680]  是貪愛這個世界
[00:17:23.680 --> 00:17:25.680]  他愛錢多過愛耶穌
[00:17:25.680 --> 00:17:27.680]  他愛這個世界多過愛上帝
[00:17:27.680 --> 00:17:29.680]  就是這樣
[00:17:29.680 --> 00:17:31.680]  所以猶大有一個貪心
[00:17:31.680 --> 00:17:33.680]  他以世界
[00:17:33.680 --> 00:17:35.680]  以金錢為他生命的滿足
[00:17:35.680 --> 00:17:37.680]  而不是以耶穌基督為他生命的滿足
[00:17:37.680 --> 00:17:39.680]  這不是在上文
[00:17:39.680 --> 00:17:41.680]  就是提摩太前書六章十節
[00:17:41.680 --> 00:17:43.680]  他講到貪財是萬惡之根
[00:17:43.680 --> 00:17:45.680]  有人貪戀錢財
[00:17:45.680 --> 00:17:47.680]  就被引誘離開真道
[00:17:47.680 --> 00:17:49.680]  去到天堂
[00:17:49.680 --> 00:17:51.680]  去到天堂
[00:17:51.680 --> 00:17:53.680]  去到天堂
[00:17:53.680 --> 00:17:55.680]  就被引誘離開真道
[00:17:55.680 --> 00:17:57.680]  用許多仇苦把自己刺透了
[00:17:57.680 --> 00:17:59.680]  而這個貪愛錢財
[00:17:59.680 --> 00:18:01.680]  是和今天的經文
[00:18:01.680 --> 00:18:03.680]  二章第二到第四節
[00:18:03.680 --> 00:18:05.680]  的首尾
[00:18:05.680 --> 00:18:07.680]  是呼應的
[00:18:07.680 --> 00:18:09.680]  因為一起首和結尾
[00:18:09.680 --> 00:18:11.680]  如何形容這三批人呢
[00:18:11.680 --> 00:18:13.680]  就是有些人貪愛錢財
[00:18:13.680 --> 00:18:15.680]  愛燕落不愛神
[00:18:15.680 --> 00:18:17.680]  所以是很吻合的
[00:18:17.680 --> 00:18:19.680]  就是說
[00:18:19.680 --> 00:18:21.680]  這三回形的人
[00:18:21.680 --> 00:18:23.680]  不論是自誇的
[00:18:23.680 --> 00:18:25.680]  好說的
[00:18:25.680 --> 00:18:27.680]  又或者是賣主賣友的
[00:18:27.680 --> 00:18:29.680]  他們不單止有實質的行動
[00:18:29.680 --> 00:18:31.680]  他們反映了內心有個心態
[00:18:31.680 --> 00:18:33.680]  他們很愛一些東西
[00:18:33.680 --> 00:18:35.680]  愛什麼呢
[00:18:35.680 --> 00:18:37.680]  愛一些東西比神更加重要
[00:18:37.680 --> 00:18:39.680]  更加好
[00:18:39.680 --> 00:18:41.680]  那些東西成為他們
[00:18:41.680 --> 00:18:43.680]  生命的方向
[00:18:43.680 --> 00:18:45.680]  生命的意義存在
[00:18:45.680 --> 00:18:47.680]  而保羅說要小心這些人
[00:18:47.680 --> 00:18:49.680]  和這些人躲開
[00:18:49.680 --> 00:18:51.680]  因為他們的心態
[00:18:51.680 --> 00:18:53.680]  會影響你的心態
[00:18:53.680 --> 00:18:55.680]  你就會好像無知的婦人
[00:18:55.680 --> 00:18:57.680]  進入了他們的心態當中
[00:18:57.680 --> 00:18:59.680]  成為愛世界不愛神的人
[00:18:59.680 --> 00:19:01.680]  這就是一個
[00:19:01.680 --> 00:19:03.680]  很大的應用和提醒
[00:19:03.680 --> 00:19:05.680]  因為你和我
[00:19:05.680 --> 00:19:07.680]  可能
[00:19:07.680 --> 00:19:09.680]  不知不覺愛這個世界
[00:19:09.680 --> 00:19:11.680]  愛金錢
[00:19:11.680 --> 00:19:13.680]  多過愛上帝
[00:19:13.680 --> 00:19:15.680]  愛基督
[00:19:15.680 --> 00:19:17.680]  保羅說
[00:19:17.680 --> 00:19:19.680]  這批人
[00:19:19.680 --> 00:19:21.680]  有敬虔的外貌
[00:19:21.680 --> 00:19:23.680]  外表是敬拜神的
[00:19:23.680 --> 00:19:25.680]  但沒有實質的能力
[00:19:25.680 --> 00:19:27.680]  他們的內心不是愛神的
[00:19:27.680 --> 00:19:29.680]  你是看不到的
[00:19:29.680 --> 00:19:31.680]  你看著楊牧師
[00:19:31.680 --> 00:19:33.680]  你不知道我的內心
[00:19:33.680 --> 00:19:35.680]  是不是真的愛神
[00:19:35.680 --> 00:19:37.680]  你看不到的
[00:19:37.680 --> 00:19:39.680]  你只看到我說的
[00:19:39.680 --> 00:19:41.680]  在門口歡迎你們
[00:19:41.680 --> 00:19:43.680]  你不知道我心裡想什麼
[00:19:43.680 --> 00:19:45.680]  這個才可怕
[00:19:45.680 --> 00:19:47.680]  保羅說
[00:19:47.680 --> 00:19:49.680]  留心,小心自己的內心
[00:19:49.680 --> 00:19:51.680]  是什麼狀況
