
[00:00:00.000 --> 00:00:03.320]  我們今天會再思想回到聖經所說的能力
[00:02:50.080 --> 00:02:51.480]  一跌在地上的時候
[00:02:51.480 --> 00:02:53.480]  他身上的紅色的痕
[00:02:53.480 --> 00:02:55.200]  就變成刀痕
[00:02:55.200 --> 00:02:57.040]  流出很多的血
[00:02:57.040 --> 00:02:59.960]  全身多處無血
[00:02:59.960 --> 00:03:04.000]  他們馬上把他帶去醫院急救
[00:03:04.000 --> 00:03:05.840]  後來有人問他為什麼會發生這樣的事
[00:03:05.840 --> 00:03:08.040]  一開始沒事 為什麼突然有事呢?
[00:03:08.040 --> 00:03:09.040]  他說不知道為什麼
[00:03:09.040 --> 00:03:11.760]  去到那個同事面前
[00:03:11.760 --> 00:03:13.320]  一見到十字架
[00:03:13.320 --> 00:03:15.360]  心中一震 跌在地上
[00:03:15.360 --> 00:03:18.960]  就有這樣的事了
[00:03:18.960 --> 00:03:20.720]  當時我跟司機說
[00:03:20.720 --> 00:03:22.520]  你知不知道
[00:03:22.520 --> 00:03:25.760]  很多人當他們求師父上身
[00:03:25.760 --> 00:03:28.440]  因此就可以刀槍不入
[00:03:28.440 --> 00:03:31.400]  但你知道到將來的時候
[00:03:31.400 --> 00:03:33.760]  他可以在你不尋求的時候
[00:03:33.760 --> 00:03:35.480]  都上身
[00:03:35.480 --> 00:03:38.320]  一開始的時候給你一些所謂甜頭
[00:03:38.320 --> 00:03:40.160]  讓你以為自己有能力
[00:03:40.160 --> 00:03:43.480]  但之後他控制著你
[00:03:43.480 --> 00:03:44.400]  我就告訴他
[00:03:44.400 --> 00:03:46.520]  幸好你當時快快隨隨
[00:03:46.520 --> 00:03:48.800]  沒有再玩神打
[00:03:48.800 --> 00:03:49.680]  然後他就問我
[00:03:49.680 --> 00:03:50.600]  你之後去哪裡
[00:03:50.600 --> 00:03:51.760]  我說去大球場
[00:03:51.760 --> 00:03:52.720]  什麼事這麼多人
[00:03:52.720 --> 00:03:54.120]  我說是祈禱會
[00:03:54.120 --> 00:03:55.480]  然後司機就跟我說
[00:03:55.480 --> 00:03:59.640]  先生你記住為我祈禱
[00:03:59.640 --> 00:04:01.440]  我很開心他這樣提出來
[00:04:01.440 --> 00:04:04.680]  我知道他需要認識真神
[00:04:04.680 --> 00:04:06.440]  在聖經裡面清楚告訴我們
[00:04:06.440 --> 00:04:09.080]  聖經清楚說有物質的世界
[00:04:09.080 --> 00:04:11.040]  也有靈的世界
[00:04:11.040 --> 00:04:12.760]  屬靈的世界
[00:04:12.760 --> 00:04:13.800]  在屬靈的世界裡面
[00:04:13.800 --> 00:04:15.480]  有光明的使者
[00:04:15.480 --> 00:04:17.840]  也有黑暗的使者
[00:04:17.840 --> 00:04:19.040]  聖經提醒我們
[00:04:19.040 --> 00:04:20.560]  要靠神的能力
[00:04:20.560 --> 00:04:23.560]  去勝過邪惡的勢力
[00:04:23.560 --> 00:04:25.600]  而小心去分辨
[00:04:25.600 --> 00:04:27.120]  在靈界當中
[00:04:27.120 --> 00:04:28.320]  誰是光明
[00:04:28.320 --> 00:04:29.680]  誰是黑暗
[00:04:29.680 --> 00:04:32.360]  免得我們受到迷惑
[00:04:32.360 --> 00:04:34.000]  因此聖經很清楚提醒我們
[00:04:34.000 --> 00:04:36.160]  去到《耳窟所說》第六章的時候
[00:04:36.160 --> 00:04:37.400]  聖經提醒我們
[00:04:37.400 --> 00:04:39.320]  要明白在靈界當中
[00:04:39.320 --> 00:04:42.560]  德性的道理在哪裡
[00:04:42.560 --> 00:04:43.240]  所以你看到
[00:04:43.240 --> 00:04:44.920]  去到第十節的時候
[00:04:44.920 --> 00:04:46.360]  保羅說
[00:04:46.360 --> 00:04:49.720]  「我還有沒了的話」
[00:04:49.720 --> 00:04:51.560]  這句話有的含義就是
[00:04:51.560 --> 00:04:54.760]  之前說了很多關於人際的相處
[00:04:54.760 --> 00:04:56.840]  但是他告訴我們要小心
[00:04:56.840 --> 00:05:00.000]  因為你們要面對一個爭戰
[00:05:00.000 --> 00:05:01.880]  是不可以逃避的
[00:05:01.880 --> 00:05:03.040]  是不可以避開
[00:05:03.040 --> 00:05:04.920]  是必然要面對的
[00:05:04.920 --> 00:05:08.760]  在將來要小心去面對這個爭戰
[00:05:08.760 --> 00:05:09.760]  所以他在最後
[00:05:09.760 --> 00:05:12.840]  他說我必須要再說這件事情
[00:05:12.840 --> 00:05:14.480]  「我還有沒了的話」
[00:05:14.480 --> 00:05:16.520]  你們要靠著主
[00:05:16.520 --> 00:05:18.480]  依賴祂的大能大力
[00:05:18.480 --> 00:05:20.280]  作剛強的人
[00:05:20.280 --> 00:05:22.560]  要穿戴神所賜的全副軍裝
[00:05:22.560 --> 00:05:24.800]  就能抵擋魔鬼的詭計
[00:05:24.800 --> 00:05:25.880]  十二節
[00:05:25.880 --> 00:05:28.160]  因我們並不是以屬血氣的爭戰
[00:05:28.160 --> 00:05:30.640]  乃是以那些執政掌權的
[00:05:30.640 --> 00:05:32.440]  管轄這幽暗世界的
[00:05:32.440 --> 00:05:36.840]  以及天空屬靈氣的惡魔爭戰
[00:05:36.840 --> 00:05:40.280]  聖經描寫這種爭戰的性質是怎樣的呢?
[00:05:40.280 --> 00:05:42.920]  不是人與人之間的鬥爭
[00:05:42.920 --> 00:05:45.320]  人際之間可以利用一些的
[00:05:45.320 --> 00:05:46.520]  或者策略
[00:05:46.520 --> 00:05:47.920]  或者某一些的實力
[00:05:47.920 --> 00:05:50.560]  能夠去勝過對方
[00:05:50.560 --> 00:05:51.920]  但聖經所說的
[00:05:51.920 --> 00:05:53.880]  不是這種的爭戰
[00:05:53.880 --> 00:05:58.720]  是你與天空屬靈氣的惡魔爭戰
[00:05:58.720 --> 00:06:00.120]  這種爭戰告訴我們
[00:06:00.120 --> 00:06:02.240]  對象是一些有權勢的
[00:06:02.240 --> 00:06:03.280]  聖經所說
[00:06:03.280 --> 00:06:05.360]  執政掌權
[00:06:05.360 --> 00:06:09.480]  在靈界當中有勢力的惡魔
[00:06:09.480 --> 00:06:10.520]  而聖經說到
[00:06:10.520 --> 00:06:13.480]  這些是管轄幽暗世界的
[00:06:13.480 --> 00:06:15.880]  靈的惡魔
[00:06:15.880 --> 00:06:17.720]  所以你記得主耶穌說
[00:06:17.720 --> 00:06:20.080]  當主耶穌提到撒旦的時候就說
[00:06:20.080 --> 00:06:23.000]  祂是世界的王
[00:06:23.000 --> 00:06:23.920]  又提到
[00:06:23.920 --> 00:06:26.960]  全世界臥在惡者的手下
[00:06:26.960 --> 00:06:29.200]  在祂的權勢之下
[00:06:29.200 --> 00:06:31.480]  因此你與我所面對的惡勢力
[00:06:31.480 --> 00:06:33.240]  是有權勢的
[00:06:33.240 --> 00:06:34.920]  是有能力的
[00:06:34.920 --> 00:06:35.680]  正因為這樣
[00:06:35.680 --> 00:06:36.840]  你與我都知道
[00:06:36.840 --> 00:06:40.680]  不可以靠自己去勝過這些惡勢力
[00:06:40.680 --> 00:06:42.400]  絕對不是你與我的智慧
[00:06:42.400 --> 00:06:42.880]  聰明
[00:06:42.880 --> 00:06:43.800]  我們的血氣
[00:06:43.800 --> 00:06:47.040]  能夠勝過這些惡勢力
[00:06:47.040 --> 00:06:47.720]  如果大家記得
[00:06:47.720 --> 00:06:49.680]  聖經用很多說話
[00:06:49.680 --> 00:06:50.880]  很多的名稱
[00:06:50.880 --> 00:06:53.240]  講述一位惡者
[00:06:53.240 --> 00:06:55.240]  時經提到撒旦
[00:06:55.240 --> 00:06:58.040]  撒旦是希伯來文的一個翻譯
[00:06:58.040 --> 00:07:01.200]  意思就是敵對者
[00:07:01.200 --> 00:07:02.760]  他是敵對神的
[00:07:02.760 --> 00:07:04.960]  敵對神的子民
[00:07:04.960 --> 00:07:06.320]  當你想走光明的路
[00:07:06.320 --> 00:07:08.360]  祂要帶你走黑暗的路
[00:07:08.360 --> 00:07:10.840]  祂是敵對者
[00:07:10.840 --> 00:07:11.720]  聖經又提到
[00:07:11.720 --> 00:07:13.960]  一個撒旦叫做魔鬼
[00:07:13.960 --> 00:07:16.160]  英文的翻譯是Devil
[00:07:16.160 --> 00:07:18.360]  魔鬼是希臘文一個翻譯
[00:07:18.360 --> 00:07:21.480]  意味著一個毀謗者
[00:07:21.480 --> 00:07:23.080]  他是重傷
[00:07:23.080 --> 00:07:24.760]  令你覺得自己沒有價值
[00:07:24.760 --> 00:07:26.480]  我沒有作用
[00:07:26.480 --> 00:07:28.360]  是被毀謗的
[00:07:28.360 --> 00:07:29.240]  因此你覺得自己
[00:07:29.240 --> 00:07:30.680]  不如不要再生活了
[00:07:30.680 --> 00:07:32.480]  我沒有用了
[00:07:32.480 --> 00:07:35.280]  魔鬼就是那個毀謗者
[00:07:35.280 --> 00:07:37.880]  聖經啟示錄第十二章
[00:07:37.880 --> 00:07:40.800]  提到撒旦的另外兩個名稱
[00:07:40.800 --> 00:07:42.200]  一個名稱就是
[00:07:42.200 --> 00:07:46.560]  他是迷惑普天下的Deceiver
[00:07:46.560 --> 00:07:48.440]  他令到普天下
[00:07:48.440 --> 00:07:49.800]  甚至很多的君王
[00:07:49.800 --> 00:07:51.480]  很多有權勢的人
[00:07:51.480 --> 00:07:54.880]  都被迷惑被欺騙
[00:07:54.880 --> 00:07:56.200]  同時提到
[00:07:56.200 --> 00:07:59.520]  他是那個控告弟兄
[00:07:59.520 --> 00:08:03.280]  不斷在你內心控訴你
[00:08:03.280 --> 00:08:05.280]  你昨天發脾氣
[00:08:05.280 --> 00:08:06.760]  你今天還在侍奉神
[00:08:06.760 --> 00:08:08.760]  你不要侍奉了
[00:08:08.760 --> 00:08:10.280]  你這麼軟弱也不讀聖經
[00:08:10.280 --> 00:08:12.600]  你不如不要做教徒了
[00:08:12.600 --> 00:08:14.960]  很多內心的控訴
[00:08:14.960 --> 00:08:17.600]  很多時候是源於惡者
[00:08:17.600 --> 00:08:20.520]  因為他就是那位控告
[00:08:20.520 --> 00:08:22.840]  那個控訴者
[00:08:22.840 --> 00:08:23.640]  聖經描寫著
[00:08:23.640 --> 00:08:26.600]  這位惡者不是一種純粹力量
[00:08:26.600 --> 00:08:29.880]  是一個客觀存在的實體
[00:08:29.880 --> 00:08:33.240]  他真的在不斷地工作
[00:08:33.240 --> 00:08:35.240]  聖經提醒我們要小心
[00:08:35.240 --> 00:08:37.240]  我們所面對的爭戰
[00:08:37.240 --> 00:08:40.240]  就是和這些惡勢力去爭戰
[00:08:40.240 --> 00:08:42.000]  聖經說爭戰這個字
[00:08:42.000 --> 00:08:43.160]  是在說摔跤
[00:08:43.160 --> 00:08:44.560]  你看見聖經所提及
[00:08:44.560 --> 00:08:47.080]  原文作摔跤
[00:08:47.080 --> 00:08:50.760]  不是很遠的距離去打仗
[00:08:50.760 --> 00:08:53.400]  而是靠近身體去打仗
[00:08:53.400 --> 00:08:55.840]  這是我們要很警覺的
[00:08:55.840 --> 00:08:57.120]  大家再看聖經
[00:08:57.120 --> 00:08:58.320]  在第六章
[00:08:58.320 --> 00:09:01.320]  我們剛才讀的第十一節
[00:09:01.320 --> 00:09:04.560]  要穿戴神所賜的全副軍裝
[00:09:04.560 --> 00:09:09.960]  就能抵擋魔鬼的鬼計
[00:09:09.960 --> 00:09:11.320]  他未必會在你面前
[00:09:11.320 --> 00:09:13.320]  正面地攻擊你
[00:09:13.320 --> 00:09:15.120]  你不要以為魔鬼攻擊你的時候
[00:09:15.120 --> 00:09:19.040]  必然是一個很面目猙獰的惡魔
[00:09:19.040 --> 00:09:20.440]  在你面前出現
[00:09:20.440 --> 00:09:22.560]  所以你很害怕
[00:09:22.560 --> 00:09:23.920]  如果真的在你面前出現
[00:09:23.920 --> 00:09:25.440]  你會防備的
[00:09:25.440 --> 00:09:29.560]  但魔鬼的攻擊是用鬼計
[00:09:29.560 --> 00:09:32.160]  在你不聲防的情況下
[00:09:32.160 --> 00:09:33.760]  你都會引誘你
[00:09:33.760 --> 00:09:36.240]  去試探你
[00:09:36.240 --> 00:09:40.400]  如果突然在公司裏面
[00:09:40.400 --> 00:09:41.920]  你發覺神很幫助你
[00:09:41.920 --> 00:09:43.520]  有好的見證
[00:09:43.520 --> 00:09:44.560]  有好的品行
[00:09:44.560 --> 00:09:46.800]  大家很欣賞你自己的品格
[00:09:46.800 --> 00:09:48.360]  甚至有同事跟你說
[00:09:48.360 --> 00:09:50.200]  你可否帶我回教會
[00:09:50.200 --> 00:09:52.240]  我想認識你的信仰
[00:09:52.240 --> 00:09:54.280]  你的心很感恩
[00:09:54.280 --> 00:09:55.120]  突然不知何故
[00:09:55.120 --> 00:09:57.800]  有另一個同事很妒忌你
[00:09:57.800 --> 00:10:00.560]  就開始到處批評你
[00:10:00.560 --> 00:10:02.800]  說你的壞話
[00:10:02.800 --> 00:10:05.240]  甚至各位想跟你回教會的同事
[00:10:05.240 --> 00:10:07.160]  突然告訴你
[00:10:07.160 --> 00:10:09.000]  我認識你的真面目了
[00:10:09.000 --> 00:10:12.120]  不要指望我跟你回教會
[00:10:12.120 --> 00:10:13.000]  你很奇怪
[00:10:13.000 --> 00:10:13.840]  很傷心
[00:10:13.840 --> 00:10:15.480]  不知如何是好
[00:10:15.480 --> 00:10:16.520]  你要留心
[00:10:16.520 --> 00:10:19.880]  或許是惡者對你的攻擊
[00:10:19.880 --> 00:10:22.000]  或許是一種鬼計
[00:10:22.000 --> 00:10:25.120]  要令你不能再見證神
[00:10:25.120 --> 00:10:25.760]  很多時候
[00:10:25.760 --> 00:10:27.440]  很多人告訴我們
[00:10:27.440 --> 00:10:30.400]  惡者最厲害的方法
[00:10:30.400 --> 00:10:33.800]  是讓你以為他不存在
[00:10:33.800 --> 00:10:37.680]  只是心理的一種因素
[00:10:37.680 --> 00:10:40.360]  當你不留心他的存在
[00:10:40.360 --> 00:10:42.040]  不去防範
[00:10:42.040 --> 00:10:45.560]  你就會隨時中了鬼計
[00:10:45.560 --> 00:10:47.080]  剛才說到這種鬼計
[00:10:47.080 --> 00:10:48.520]  是一種甚麼形式出現呢?
[00:10:48.520 --> 00:10:53.640]  你們再看下第十六節
[00:10:53.640 --> 00:10:56.360]  我們先看軍裝其中一方面
[00:10:56.360 --> 00:10:59.840]  此外有拿著信德當作盾牌
[00:10:59.840 --> 00:11:02.480]  可以滅絕惡者一切的
[00:11:02.480 --> 00:11:03.560]  甚麼?
[00:11:03.560 --> 00:11:05.000]  火箭
[00:11:05.000 --> 00:11:06.280]  是火箭
[00:11:06.280 --> 00:11:08.880]  是暗中發出的火箭
[00:11:08.880 --> 00:11:11.720]  我們常常說暗箭會怎樣?
[00:11:11.720 --> 00:11:13.360]  傷人
[00:11:13.360 --> 00:11:14.720]  暗中發出
[00:11:14.720 --> 00:11:15.480]  有時尿發
[00:11:15.480 --> 00:11:19.480]  突然之間心裡對神產生疑惑
[00:11:19.480 --> 00:11:22.600]  突然之間心裡有些特別的恐懼
[00:11:22.600 --> 00:11:25.400]  或許是有時告訴自己
[00:11:25.400 --> 00:11:27.080]  你信耶穌這麼多年
[00:11:27.080 --> 00:11:29.040]  為何會弄成這樣
[00:11:29.040 --> 00:11:31.480]  是否神真的幫助我
[00:11:31.480 --> 00:11:34.960]  不如不要再去信耶穌
[00:11:34.960 --> 00:11:36.200]  當你突然發現自己
[00:11:36.200 --> 00:11:38.600]  面對很多經濟損失時
[00:11:38.600 --> 00:11:39.560]  突然之間
[00:11:39.560 --> 00:11:41.840]  好像對神有一種疑惑
[00:11:41.840 --> 00:11:43.040]  你要小心
[00:11:43.040 --> 00:11:45.920]  可能那支是暗箭
[00:11:45.920 --> 00:11:49.360]  要令你不再去信靠這位主耶穌
[00:11:49.360 --> 00:11:52.040]  但聖經提到最重要的
[00:11:52.040 --> 00:11:53.360]  一種軍器
[00:11:53.360 --> 00:11:55.280]  一種器具是甚麼?
[00:11:55.280 --> 00:11:58.040]  拿著信德當作盾牌
[00:11:58.040 --> 00:11:59.000]  或新書所說
[00:11:59.000 --> 00:12:01.400]  信心的盾牌
[00:12:01.400 --> 00:12:04.320]  當時羅馬兵丁的盾牌是很高的
[00:12:04.320 --> 00:12:06.320]  三尺多四尺的盾牌
[00:12:06.320 --> 00:12:09.240]  足以遮住你全身
[00:12:09.240 --> 00:12:12.160]  當你在當中面對攻擊時
[00:12:12.160 --> 00:12:14.920]  仍然心裡很清楚告訴自己
[00:12:14.920 --> 00:12:18.480]  我們的神一定保守我
[00:12:18.480 --> 00:12:20.000]  祂是可靠的
[00:12:20.000 --> 00:12:20.960]  祂承英英去
[00:12:20.960 --> 00:12:22.960]  祂的慈愛永不改變
[00:12:22.960 --> 00:12:25.080]  祂一定愛我
[00:12:25.080 --> 00:12:27.360]  這種信心就成為了你的盾牌
[00:12:27.360 --> 00:12:29.360]  這些火箭射過來時
[00:12:29.360 --> 00:12:31.600]  就不能傷害你
[00:12:31.600 --> 00:12:33.720]  在當中清楚向神表示
[00:12:33.720 --> 00:12:35.040]  我相信
[00:12:35.040 --> 00:12:37.200]  我信靠祂
[00:12:37.200 --> 00:12:40.680]  何時你突然失業
[00:12:40.680 --> 00:12:43.640]  突然好像失去你的退休金
[00:12:43.640 --> 00:12:46.080]  當你心中有很多疑惑時
[00:12:46.080 --> 00:12:49.640]  你要記得拿起信心的盾牌
[00:12:49.640 --> 00:12:52.560]  免得這些攻擊來到時
[00:12:52.560 --> 00:12:56.400]  令你失去對神的信心
[00:12:56.400 --> 00:12:57.760]  聖經清楚說
[00:12:57.760 --> 00:12:58.360]  第一
[00:12:58.360 --> 00:13:00.360]  聖經第十節說
[00:13:00.360 --> 00:13:01.560]  「靠著主
[00:13:01.560 --> 00:13:03.720]  依賴祂的大能大力
[00:13:03.720 --> 00:13:06.160]  作剛強的人」
[00:13:06.160 --> 00:13:08.880]  不單是被動上依靠神的能力
[00:13:08.880 --> 00:13:12.160]  而是你可以靠著神作剛強的人
[00:13:12.160 --> 00:13:13.640]  也意味著
[00:13:13.640 --> 00:13:17.360]  你主動地面對這些攻擊
[00:13:17.360 --> 00:13:18.480]  就能夠勝過
[00:13:18.480 --> 00:13:21.480]  神的能力幫助你勝過
[00:13:21.480 --> 00:13:22.880]  同時聖經提醒我們
[00:13:22.880 --> 00:13:26.120]  要穿上軍裝
[00:13:26.120 --> 00:13:28.000]  或者這時候我們停一停
[00:13:28.000 --> 00:13:29.240]  如果我們知道
[00:13:29.240 --> 00:13:30.760]  去依靠神
[00:13:30.760 --> 00:13:32.840]  神的聖靈又幫助我們
[00:13:32.840 --> 00:13:34.480]  但有些時候我們分辨不到
[00:13:34.480 --> 00:13:36.840]  聖靈是真的聖靈
[00:13:36.840 --> 00:13:38.200]  還是假的靈
[00:13:38.200 --> 00:13:41.560]  在當時就會容易受迷惑
[00:13:41.560 --> 00:13:42.520]  所以大家一起
[00:13:42.520 --> 00:13:45.960]  揭起聖經的約翰一書第四章
[00:13:45.960 --> 00:13:54.600]  聖約翰一書第四章
[00:13:54.600 --> 00:13:56.280]  之前提及神賜給我們
[00:13:56.280 --> 00:13:59.360]  有聖靈第三章的第十四節
[00:13:59.360 --> 00:14:01.360]  然後聖經就再提醒我們
[00:14:01.360 --> 00:14:02.720]  「親愛的弟兄們
[00:14:02.720 --> 00:14:04.080]  一切的靈
[00:14:04.080 --> 00:14:06.120]  你們不可都信
[00:14:06.120 --> 00:14:07.960]  總要試驗
[00:14:07.960 --> 00:14:10.840]  那些靈是出於神的不是
[00:14:10.840 --> 00:14:12.600]  因為世上有許多假先知
[00:14:12.600 --> 00:14:14.440]  已經出來了」
[00:14:14.440 --> 00:14:15.720]  你記住兩個字
[00:14:15.720 --> 00:14:17.320]  試驗
[00:14:17.320 --> 00:14:18.400]  要去小心試驗
[00:14:18.400 --> 00:14:21.040]  這個世界有很多不同的靈
[00:14:21.040 --> 00:14:22.520]  你要知道是出於神
[00:14:22.520 --> 00:14:24.840]  還是出於假先知
[00:14:24.840 --> 00:14:26.160]  各位弟兄姊妹
[00:14:26.160 --> 00:14:27.640]  如果你有些時候
[00:14:27.640 --> 00:14:29.920]  一些很超自然的經歷
[00:14:29.920 --> 00:14:32.760]  或者突然間有些說話跟你說
[00:14:32.760 --> 00:14:34.480]  一些特別的聲音
[00:14:34.480 --> 00:14:37.040]  或者某些特殊的意象
[00:14:37.040 --> 00:14:39.200]  特殊的一些夷夢
[00:14:39.200 --> 00:14:41.400]  很超自然的經歷
[00:14:41.400 --> 00:14:42.880]  你要小心
[00:14:42.880 --> 00:14:44.640]  超自然的經歷
[00:14:44.640 --> 00:14:48.000]  是來自了靈界的
[00:14:48.000 --> 00:14:50.480]  而靈界當中只有兩種可能性
[00:14:50.480 --> 00:14:51.760]  一種是神的靈
[00:14:51.760 --> 00:14:53.920]  光明的靈給你的引導
[00:14:53.920 --> 00:14:55.760]  第二種是邪惡的靈
[00:14:55.760 --> 00:14:57.880]  給你的迷惑
[00:14:57.880 --> 00:14:58.880]  當你領受一些
[00:14:58.880 --> 00:15:01.040]  超自然的經歷的時候
[00:15:01.040 --> 00:15:02.160]  你要小心
[00:15:02.160 --> 00:15:03.440]  或者不是你經歷
[00:15:03.440 --> 00:15:04.760]  或者別人經歷
[00:15:04.760 --> 00:15:07.840]  你都要小心試驗
[00:15:07.840 --> 00:15:09.440]  但怎樣去試驗呢?
[00:15:09.440 --> 00:15:10.640]  聖經就說
[00:15:10.640 --> 00:15:12.640]  在第二節
[00:15:12.640 --> 00:15:17.000]  「凡寧認耶穌基督是成了肉身來的
[00:15:17.000 --> 00:15:19.680]  就是出於神」
[00:15:19.680 --> 00:15:22.200]  從此你們可以認出神的靈來
[00:15:22.200 --> 00:15:23.440]  第三節
[00:15:23.440 --> 00:15:25.440]  「凡寧不認耶穌
[00:15:25.440 --> 00:15:27.960]  就不是出於神
[00:15:27.960 --> 00:15:30.960]  這是那敵基督者的靈」
[00:15:30.960 --> 00:15:33.120]  「你們從前聽見祂要來
[00:15:33.120 --> 00:15:36.680]  現在已經在世上了」
[00:15:36.680 --> 00:15:38.240]  一間教會
[00:15:38.240 --> 00:15:40.320]  有一位弟兄
[00:15:40.320 --> 00:15:41.720]  他告訴大家
[00:15:41.720 --> 00:15:44.600]  他領受聖靈給他的引導
[00:15:44.600 --> 00:15:46.520]  把一個意象賜給他
[00:15:46.520 --> 00:15:48.920]  叫他告訴大家
[00:15:48.920 --> 00:15:50.200]  大家很緊張
[00:15:50.200 --> 00:15:52.480]  問這是甚麼意象
[00:15:52.480 --> 00:15:53.640]  他告訴大家
[00:15:53.640 --> 00:15:55.080]  「我在意象當中看到
[00:15:55.080 --> 00:15:56.400]  我們教會裏面
[00:15:56.400 --> 00:15:57.960]  有一隻豺狼
[00:15:57.960 --> 00:16:01.000]  在走來走去
[00:16:01.000 --> 00:16:03.520]  大家要很警覺」
[00:16:03.520 --> 00:16:04.840]  大家一聽的時候
[00:16:04.840 --> 00:16:05.920]  馬上就問一個問題
[00:16:05.920 --> 00:16:07.000]  咦?
[00:16:07.000 --> 00:16:09.160]  誰是豺狼呢?
[00:16:09.160 --> 00:16:11.680]  是牧師是豺狼嗎?
[00:16:11.680 --> 00:16:13.120]  是否那個弟兄是豺狼
[00:16:13.120 --> 00:16:15.680]  那個姐妹是豺狼呢?
[00:16:15.680 --> 00:16:16.560]  在那段時間
[00:16:16.560 --> 00:16:19.280]  突然間產生了一種很大的猜疑
[00:16:19.280 --> 00:16:20.840]  大家很害怕
[00:16:20.840 --> 00:16:22.400]  很混亂
[00:16:22.400 --> 00:16:25.600]  甚至產生很多互相不信任的情況
[00:16:25.600 --> 00:16:29.920]  而最終教會得到的是混亂
[00:16:29.920 --> 00:16:32.600]  神的靈帶給我們的是平安
[00:16:32.600 --> 00:16:35.000]  但是惡者帶來的是混亂
[00:16:35.000 --> 00:16:38.000]  和不信任的情況
