
[00:00:00.000 --> 00:00:04.160]  剛才我們讀一節聖經,很寶貴的舊約
[00:02:34.600 --> 00:02:38.200]  希望待會耶穌基督所說的話所做的事
[00:02:38.200 --> 00:02:40.400]  其中一隻字片語某一點
[00:02:40.400 --> 00:02:41.800]  神感動你的心
[00:02:41.800 --> 00:02:44.600]  成為你這個聖誕節最好的禮物
[00:02:44.600 --> 00:02:47.400]  比較你收到任何禮物更寶貴
[00:02:47.400 --> 00:02:50.600]  因為祂會改變你的生命和歷史
[00:02:50.600 --> 00:02:55.600]  永在的父
[00:02:55.600 --> 00:02:59.600]  如果我們回顧我們主耶穌基督在生的日子
[00:02:59.600 --> 00:03:01.600]  有很多很好的記載
[00:03:01.600 --> 00:03:07.200]  祂就好像是一個永恆的父親
[00:03:07.200 --> 00:03:09.200]  去教導祂的兒女
[00:03:09.200 --> 00:03:11.200]  亦都教導你和我
[00:03:11.200 --> 00:03:14.200]  今天我們不會跟著一些神學家
[00:03:14.200 --> 00:03:18.200]  有更加理論上複雜的討論
[00:03:18.200 --> 00:03:20.200]  因為其實很多神學家很有趣
[00:03:20.200 --> 00:03:23.200]  他說舊約其實都有三位一體
[00:03:23.200 --> 00:03:24.200]  為什麼?
[00:03:24.200 --> 00:03:26.800]  因為剛剛這次聖經開頭才說
[00:03:26.800 --> 00:03:28.800]  有一子賜給門
[00:03:28.800 --> 00:03:31.800]  所以尼塞亞是兒子
[00:03:31.800 --> 00:03:34.200]  但尼塞亞的名字其中有一個
[00:03:34.200 --> 00:03:35.200]  祂是永在的父
[00:03:35.200 --> 00:03:37.200]  祂又是父又是子
[00:03:37.200 --> 00:03:39.200]  加上新約的聖靈
[00:03:39.200 --> 00:03:42.200]  我們說祂是三位一體的神
[00:03:42.200 --> 00:03:44.200]  祂的發揮下去還要說很久
[00:03:44.200 --> 00:03:45.200]  今天不是說神學
[00:03:45.200 --> 00:03:47.200]  所以今天我不說這些
[00:03:47.200 --> 00:03:51.200]  反而我們今天很想走回聖經很實際的
[00:03:51.200 --> 00:03:52.200]  很真實的
[00:03:52.200 --> 00:03:54.200]  在耶穌的生命當中
[00:03:54.200 --> 00:03:56.200]  祂怎樣好像一位父親一樣
[00:03:56.200 --> 00:03:58.200]  在原文裏面
[00:03:58.200 --> 00:04:01.200]  父親這個字不單單指肉身的父親
[00:04:01.200 --> 00:04:04.200]  亦都代表了一種比較廣義的意思
[00:04:04.200 --> 00:04:07.200]  中東、中國傳統上
[00:04:07.200 --> 00:04:09.200]  我們都知道一想起父親
[00:04:09.200 --> 00:04:16.200]  就想起由權威管治那種能力的意識
[00:04:16.200 --> 00:04:18.200]  我們的主耶穌來到我們的生命當中
[00:04:18.200 --> 00:04:19.200]  來到世間
[00:04:19.200 --> 00:04:22.200]  都是帶著這種權能和統領
[00:04:22.200 --> 00:04:25.200]  所以耶穌是一位好像父親一樣
[00:04:25.200 --> 00:04:26.200]  這樣的角色
[00:04:26.200 --> 00:04:28.200]  去養養祂的孩子
[00:04:28.200 --> 00:04:29.200]  就是你和我
[00:04:29.200 --> 00:04:32.200]  不過這位父親和我們人生的父親不同
[00:04:32.200 --> 00:04:35.200]  你和我父親無論怎樣也好
[00:04:35.200 --> 00:04:38.200]  他有一天都會不在我們身邊
[00:04:38.200 --> 00:04:40.200]  但這位是一位永在的父
[00:04:40.200 --> 00:04:42.200]  Everlasting Father
[00:04:42.200 --> 00:04:43.200]  永在這個字
[00:04:43.200 --> 00:04:47.200]  這個字的起伯來文原文有兩方面的意思
[00:04:47.200 --> 00:04:49.200]  一方面當然指著他不會離開
[00:04:49.200 --> 00:04:51.200]  不會停止
[00:04:51.200 --> 00:04:52.200]  他是永恆的
[00:04:52.200 --> 00:04:55.200]  這位父親是和我們所認識的
[00:04:55.200 --> 00:04:57.200]  和我們的父親是完全不同的
[00:04:57.200 --> 00:04:58.200]  無論他怎樣也好
[00:04:58.200 --> 00:04:59.200]  多長壽
[00:04:59.200 --> 00:05:00.200]  他都會離開
[00:05:00.200 --> 00:05:01.200]  但耶穌基督不會離開
[00:05:01.200 --> 00:05:03.200]  這位父親是不會離開
[00:05:03.200 --> 00:05:05.200]  但還有一個意思
[00:05:05.200 --> 00:05:08.200]  這個字代表著continuous的意思
[00:05:08.200 --> 00:05:11.200]  即是說不單止他不會離開你
[00:05:11.200 --> 00:05:14.200]  每時每刻都在你身邊
[00:05:14.200 --> 00:05:17.200]  這也是我們在世的父親做不到的
[00:05:17.200 --> 00:05:19.200]  雖然我們父親很疼你
[00:05:19.200 --> 00:05:20.200]  很疼我們
[00:05:20.200 --> 00:05:22.200]  但他有時也要上班
[00:05:22.200 --> 00:05:23.200]  有時也不在你身邊
[00:05:23.200 --> 00:05:25.200]  但我們的耶穌基督
[00:05:25.200 --> 00:05:27.200]  他一直在你身邊
[00:05:27.200 --> 00:05:28.200]  每時每刻的
[00:05:28.200 --> 00:05:30.200]  一直在這裡
[00:05:30.200 --> 00:05:31.200]  你不知道的時候
[00:05:31.200 --> 00:05:32.200]  他都在這裡
[00:05:32.200 --> 00:05:33.200]  來成為你
[00:05:33.200 --> 00:05:35.200]  牧養你的父親
[00:05:35.200 --> 00:05:37.200]  所以今天我們從這個角度
[00:05:37.200 --> 00:05:39.200]  去看我們的主耶穌基督
[00:05:39.200 --> 00:05:41.200]  正如上一次所說
[00:05:41.200 --> 00:05:43.200]  我仍然是用四個角度
[00:05:43.200 --> 00:05:44.200]  去看主耶穌基督
[00:05:44.200 --> 00:05:47.200]  究竟怎樣成為牧養你和我
[00:05:47.200 --> 00:05:50.200]  作為他自己兒女的父親一樣
[00:05:50.200 --> 00:05:53.200]  希望當中某些說話提醒
[00:05:53.200 --> 00:05:55.200]  改變你和我的生命
[00:05:55.200 --> 00:05:56.200]  好嗎?
[00:05:56.200 --> 00:05:57.200]  我們一起開始吧
[00:05:57.200 --> 00:05:59.200]  首先我們看見
[00:05:59.200 --> 00:06:00.200]  我們的主耶穌基督
[00:06:00.200 --> 00:06:01.200]  在在世的時候
[00:06:01.200 --> 00:06:02.200]  表現給我們看
[00:06:02.200 --> 00:06:04.200]  他好像一個父親一樣
[00:06:04.200 --> 00:06:06.200]  他用永恆的能力
[00:06:06.200 --> 00:06:09.200]  去保護你和我
[00:06:09.200 --> 00:06:12.200]  他是一位保護者
[00:06:12.200 --> 00:06:14.200]  用永恆的能力去保護
[00:06:14.200 --> 00:06:17.200]  他也有永恆的慈愛
[00:06:17.200 --> 00:06:19.200]  去醫治
[00:06:19.200 --> 00:06:23.200]  他是一位醫治他兒女的醫治者
[00:06:23.200 --> 00:06:24.200]  我想起父親
[00:06:24.200 --> 00:06:27.200]  我們也會想起這幅圖畫
[00:06:27.200 --> 00:06:29.200]  父親是一位保護的形象
[00:06:29.200 --> 00:06:31.200]  父親是為我們爭戰的
[00:06:31.200 --> 00:06:32.200]  我們想起爸爸
[00:06:32.200 --> 00:06:34.200]  我們想起他很有安全感
[00:06:34.200 --> 00:06:35.200]  有什麼風吹草動
[00:06:35.200 --> 00:06:36.200]  有什麼難處
[00:06:36.200 --> 00:06:38.200]  有什麼危機
[00:06:38.200 --> 00:06:39.200]  我們爸爸幫我們擋
[00:06:39.200 --> 00:06:40.200]  代我們出頭
[00:06:40.200 --> 00:06:42.200]  於是他是一位保護者
[00:06:42.200 --> 00:06:44.200]  我相信大家想起的時候
[00:06:44.200 --> 00:06:45.200]  會明白
[00:06:45.200 --> 00:06:47.200]  但其實我們今天再看看耶穌
[00:06:47.200 --> 00:06:50.200]  可能不是我們想像中那麼簡單
[00:06:50.200 --> 00:06:52.200]  我們想起保護的時候
[00:06:52.200 --> 00:06:53.200]  就是幫我們消災解難
[00:06:53.200 --> 00:06:55.200]  正如很多人想起聖經
[00:06:55.200 --> 00:06:57.200]  想起宗教的時候
[00:06:57.200 --> 00:06:59.200]  這個神真是好靈
[00:06:59.200 --> 00:07:00.200]  萬應萬靈
[00:07:00.200 --> 00:07:01.200]  消災解難
[00:07:01.200 --> 00:07:02.200]  究竟我們的神
[00:07:02.200 --> 00:07:03.200]  我們的耶穌基督的保護
[00:07:03.200 --> 00:07:04.200]  是不是這樣呢
[00:07:04.200 --> 00:07:07.200]  我們看一個他的例子
[00:07:07.200 --> 00:07:09.200]  一個很典型的例子
[00:07:09.200 --> 00:07:11.200]  在路加福音記載
[00:07:11.200 --> 00:07:15.200]  有一次耶穌突然很有感觸
[00:07:15.200 --> 00:07:17.200]  說了一句很美麗
[00:07:17.200 --> 00:07:18.200]  但很深刻的話
[00:07:18.200 --> 00:07:19.200]  他望著天上
[00:07:19.200 --> 00:07:20.200]  說父啊
[00:07:20.200 --> 00:07:21.200]  天父啊
[00:07:21.200 --> 00:07:22.200]  慈的
[00:07:22.200 --> 00:07:24.200]  因為你的美意
[00:07:24.200 --> 00:07:26.200]  本是如此
[00:07:26.200 --> 00:07:28.200]  神的美意
[00:07:28.200 --> 00:07:30.200]  就是神真是喜歡這樣做
[00:07:30.200 --> 00:07:32.200]  那美意究竟是什麼呢
[00:07:32.200 --> 00:07:33.200]  我想大家就這樣看這節
[00:07:33.200 --> 00:07:35.200]  我們找不到答案
[00:07:35.200 --> 00:07:37.200]  耶穌說這節的聖經的時候
[00:07:37.200 --> 00:07:38.200]  在什麼情況下呢
[00:07:38.200 --> 00:07:40.200]  我們看回路加福音第十章
[00:07:40.200 --> 00:07:41.200]  原來
[00:07:41.200 --> 00:07:43.200]  我們的主耶穌那一次
[00:07:43.200 --> 00:07:45.200]  是派了七十個
[00:07:45.200 --> 00:07:48.200]  或者有些經典說是七十二個
[00:07:48.200 --> 00:07:49.200]  不過不要緊
[00:07:49.200 --> 00:07:51.200]  是人數的問題
[00:07:51.200 --> 00:07:52.200]  七十個
[00:07:52.200 --> 00:07:54.200]  七十二個的門徒
[00:07:54.200 --> 00:07:55.200]  兩個兩個一對
[00:07:55.200 --> 00:07:57.200]  做一個很龐大的宣教計劃
[00:07:57.200 --> 00:07:58.200]  都很大
[00:07:58.200 --> 00:07:59.200]  三十多對
[00:07:59.200 --> 00:08:00.200]  一路這樣去
[00:08:00.200 --> 00:08:03.200]  去到周圍東部的一些城市
[00:08:03.200 --> 00:08:04.200]  就是白菜大
[00:08:04.200 --> 00:08:05.200]  哥拉遜
[00:08:05.200 --> 00:08:08.200]  或者是加伯隆這些城市裡面
[00:08:08.200 --> 00:08:10.200]  做宣教的工作
[00:08:10.200 --> 00:08:13.200]  但這個宣教工作是一個很特別的地方
[00:08:13.200 --> 00:08:15.200]  在耶穌出發禮的時候
[00:08:15.200 --> 00:08:16.200]  派他們去的時候
[00:08:16.200 --> 00:08:18.200]  就表達了內容
[00:08:18.200 --> 00:08:20.200]  最重要的
[00:08:20.200 --> 00:08:21.200]  就是這一次的宣教
[00:08:21.200 --> 00:08:22.200]  沒有天時
[00:08:22.200 --> 00:08:23.200]  沒有地利
[00:08:23.200 --> 00:08:24.200]  沒有任何的
[00:08:24.200 --> 00:08:25.200]  很糟糕的
[00:08:25.200 --> 00:08:26.200]  是很難的
[00:08:26.200 --> 00:08:27.200]  非常之難的
[00:08:27.200 --> 00:08:28.200]  為什麼呢?
[00:08:28.200 --> 00:08:30.200]  因為這班被派去的門徒
[00:08:30.200 --> 00:08:31.200]  是沒有什麼訓練的
[00:08:31.200 --> 00:08:33.200]  他們也不是那些
[00:08:33.200 --> 00:08:34.200]  有學識的
[00:08:34.200 --> 00:08:36.200]  或者是很聰明的
[00:08:36.200 --> 00:08:37.200]  很有智慧的人
[00:08:37.200 --> 00:08:38.200]  因為耶穌用他自己的話
[00:08:38.200 --> 00:08:39.200]  他親自說
[00:08:39.200 --> 00:08:41.200]  不是這些人成就的
[00:08:41.200 --> 00:08:42.200]  因為這些人沒有智慧
[00:08:42.200 --> 00:08:43.200]  沒有學識
[00:08:43.200 --> 00:08:44.200]  那些不是高層次的人
[00:08:44.200 --> 00:08:46.200]  是一群很普通的人
[00:08:46.200 --> 00:08:47.200]  不單只是這樣
[00:08:47.200 --> 00:08:49.200]  並且他們沒有受訓練的
[00:08:49.200 --> 00:08:51.200]  他們都很倉促
[00:08:51.200 --> 00:08:53.200]  因為接著耶穌就要進去耶路撒冷
[00:08:53.200 --> 00:08:55.200]  他就沒有機會了
[00:08:55.200 --> 00:08:56.200]  所以那裡還沒有福音傳到
[00:08:56.200 --> 00:08:58.200]  所以耶穌就派他們去
[00:08:58.200 --> 00:08:59.200]  快點去吧
[00:08:59.200 --> 00:09:00.200]  為什麼呢?
[00:09:00.200 --> 00:09:01.200]  他們急得
[00:09:01.200 --> 00:09:02.200]  耶穌說你們不要回家拿東西
[00:09:02.200 --> 00:09:03.200]  馬上去吧
[00:09:03.200 --> 00:09:04.200]  衡郎也不要大了
[00:09:04.200 --> 00:09:06.200]  那沒有錢怎麼辦呢?
[00:09:06.200 --> 00:09:07.200]  其實他們也沒有什麼錢的
[00:09:07.200 --> 00:09:08.200]  去到那裡
[00:09:08.200 --> 00:09:09.200]  去到哪裡
[00:09:09.200 --> 00:09:10.200]  有哪裡人接待你
[00:09:10.200 --> 00:09:11.200]  你就有得吃了
[00:09:11.200 --> 00:09:12.200]  沒得接待你
[00:09:12.200 --> 00:09:13.200]  不好意思
[00:09:13.200 --> 00:09:14.200]  耶穌沒有說下面那句
[00:09:14.200 --> 00:09:15.200]  那你想想辦法吧
[00:09:15.200 --> 00:09:17.200]  於是就去了
[00:09:17.200 --> 00:09:18.200]  那這個其實是一個
[00:09:18.200 --> 00:09:19.200]  毫無準備
[00:09:19.200 --> 00:09:23.200]  和我們今天宣教的計劃差很遠的
[00:09:23.200 --> 00:09:24.200]  我今天有資金
[00:09:24.200 --> 00:09:25.200]  他們什麼資金都沒有
[00:09:25.200 --> 00:09:26.200]  人才也沒有
[00:09:26.200 --> 00:09:27.200]  又不行
[00:09:27.200 --> 00:09:29.200]  這個還不算最糟糕
[00:09:29.200 --> 00:09:30.200]  最糟糕的
[00:09:30.200 --> 00:09:31.200]  耶穌還透露了
[00:09:31.200 --> 00:09:34.200]  去這些城市的人的心
[00:09:34.200 --> 00:09:35.200]  是很硬
[00:09:35.200 --> 00:09:36.200]  很不肯聽的
[00:09:36.200 --> 00:09:38.200]  是很難搞的
[00:09:38.200 --> 00:09:39.200]  耶穌說
[00:09:39.200 --> 00:09:40.200]  他說他很有感觸
[00:09:40.200 --> 00:09:41.200]  說禍災
[00:09:41.200 --> 00:09:42.200]  這些城市真的糟糕
[00:09:42.200 --> 00:09:44.200]  因為如果這個福音傳到
[00:09:44.200 --> 00:09:45.200]  那些外邦人的城市
[00:09:45.200 --> 00:09:46.200]  那些人早就順了
[00:09:46.200 --> 00:09:47.200]  但是你們這群人
[00:09:47.200 --> 00:09:48.200]  那些城市的人
[00:09:48.200 --> 00:09:50.200]  還是不肯順
[00:09:50.200 --> 00:09:51.200]  就是說
[00:09:51.200 --> 00:09:52.200]  他們這個福音的對象
[00:09:52.200 --> 00:09:53.200]  是很不肯順的
[00:09:53.200 --> 00:09:55.200]  很心硬的
[00:09:55.200 --> 00:09:56.200]  像石頭一樣
[00:09:56.200 --> 00:09:57.200]  還沒完
[00:09:57.200 --> 00:09:58.200]  更大的事情
[00:09:58.200 --> 00:10:00.200]  就是耶穌再透露給你聽
[00:10:00.200 --> 00:10:02.200]  這個地方是很危險的
[00:10:02.200 --> 00:10:03.200]  他不僅不肯順
[00:10:03.200 --> 00:10:05.200]  不僅拒絕你
[00:10:05.200 --> 00:10:07.200]  他還有時候會傷害你的
[00:10:07.200 --> 00:10:08.200]  會傷害你的
[00:10:08.200 --> 00:10:09.200]  為什麼呢
[00:10:09.200 --> 00:10:10.200]  因為那個地區
[00:10:10.200 --> 00:10:13.200]  是分封王希律所管的
[00:10:13.200 --> 00:10:14.200]  那個地方
[00:10:14.200 --> 00:10:15.200]  那個分封王希律
[00:10:15.200 --> 00:10:16.200]  大家知道
[00:10:16.200 --> 00:10:17.200]  如果你有心水清的
[00:10:17.200 --> 00:10:20.200]  就是當天殺死約翰的那個
[00:10:20.200 --> 00:10:21.200]  斬死約翰的頭那個
[00:10:21.200 --> 00:10:22.200]  就是那個真家夥
[00:10:22.200 --> 00:10:23.200]  他不喜歡你
[00:10:23.200 --> 00:10:24.200]  他真的是殺你的
[00:10:24.200 --> 00:10:25.200]  所以走去那裡
[00:10:25.200 --> 00:10:26.200]  做宣教
[00:10:26.200 --> 00:10:27.200]  做傳教
[00:10:27.200 --> 00:10:28.200]  人又不肯聽
[00:10:28.200 --> 00:10:31.200]  政府又對你有很多的危險
[00:10:31.200 --> 00:10:33.200]  耶穌用了一句很絕的說話
[00:10:33.200 --> 00:10:34.200]  我相信說出來
[00:10:34.200 --> 00:10:35.200]  你說就是這裡
[00:10:35.200 --> 00:10:36.200]  就是這裡說的
[00:10:36.200 --> 00:10:38.200]  耶穌說我現在叫你們去那裡
[00:10:38.200 --> 00:10:40.200]  就好像什麼
[00:10:40.200 --> 00:10:43.200]  羊進入狼群
[00:10:43.200 --> 00:10:45.200]  你想清楚
[00:10:46.200 --> 00:10:49.200]  好像羊進入狼群那裡
[00:10:49.200 --> 00:10:52.200]  不是狼進入羊群
[00:10:52.200 --> 00:10:53.200]  狼進入羊群就爽
[00:10:53.200 --> 00:10:55.200]  見一隻啖一隻
[00:10:55.200 --> 00:10:57.200]  羊進入狼群
[00:10:57.200 --> 00:10:58.200]  你明白嗎
[00:10:58.200 --> 00:10:59.200]  你想想那幅圖
[00:10:59.200 --> 00:11:00.200]  渣都沒有
[00:11:00.200 --> 00:11:01.200]  骨都沒有
[00:11:01.200 --> 00:11:02.200]  耶穌說
[00:11:02.200 --> 00:11:04.200]  你們去就是這樣的情況
[00:11:04.200 --> 00:11:06.200]  然後我覺得耶穌都很風涼
[00:11:06.200 --> 00:11:07.200]  說得
[00:11:07.200 --> 00:11:09.200]  去吧
[00:11:09.200 --> 00:11:11.200]  他們就去了
[00:11:11.200 --> 00:11:12.200]  結果聖經告訴你
[00:11:12.200 --> 00:11:14.200]  他們去完回來
[00:11:14.200 --> 00:11:16.200]  聖經說他們很興奮
[00:11:16.200 --> 00:11:18.200]  72個人歡歡喜喜
[00:11:18.200 --> 00:11:19.200]  回來說主啊
[00:11:19.200 --> 00:11:21.200]  因為你的名連鬼都服了我們
[00:11:21.200 --> 00:11:23.200]  就在這個時間
[00:11:23.200 --> 00:11:24.200]  聖經說
[00:11:24.200 --> 00:11:26.200]  耶穌的感觸就來了
[00:11:26.200 --> 00:11:28.200]  他就歡樂非常興奮
[00:11:28.200 --> 00:11:29.200]  聖經用一個很興奮
[00:11:29.200 --> 00:11:30.200]  很強烈的
[00:11:30.200 --> 00:11:32.200]  很興奮的形容詞
[00:11:32.200 --> 00:11:34.200]  形容耶穌當時的心情
[00:11:34.200 --> 00:11:36.200]  然後就舉目望天
[00:11:36.200 --> 00:11:38.200]  就說天地的主啊
[00:11:38.200 --> 00:11:39.200]  我讚美你
[00:11:39.200 --> 00:11:41.200]  因為你將這些事
[00:11:41.200 --> 00:11:43.200]  向智慧和聰明的人隱藏起來
[00:11:43.200 --> 00:11:45.200]  向鷹孩顯明
[00:11:45.200 --> 00:11:47.200]  鷹孩就是這班
[00:11:47.200 --> 00:11:48.200]  什麼都沒有
[00:11:48.200 --> 00:11:49.200]  什麼都沒有訓練
[00:11:49.200 --> 00:11:50.200]  什麼都不行的人
[00:11:50.200 --> 00:11:52.200]  但是聰明通達的人
[00:11:52.200 --> 00:11:53.200]  反而沒有
[00:11:53.200 --> 00:11:54.200]  這班人成就了
[00:11:54.200 --> 00:11:55.200]  接著就是剛才那句
[00:11:55.200 --> 00:11:57.200]  父啊 時的
[00:11:57.200 --> 00:11:58.200]  因為你的美意
[00:11:58.200 --> 00:12:00.200]  本是如此
[00:12:00.200 --> 00:12:02.200]  這裡想說些什麼
[00:12:02.200 --> 00:12:03.200]  因為耶穌基督
[00:12:03.200 --> 00:12:04.200]  表現了一個
[00:12:04.200 --> 00:12:09.200]  很不同的父親的形象
[00:12:09.200 --> 00:12:12.200]  神的美意是什麼
[00:12:12.200 --> 00:12:14.200]  如果說很表面的
[00:12:14.200 --> 00:12:15.200]  當然了
[00:12:15.200 --> 00:12:16.200]  耶穌看到
[00:12:16.200 --> 00:12:18.200]  哇 這個宣教計劃很成功
[00:12:18.200 --> 00:12:21.200]  我想耶穌不是那麼膚淺
[00:12:21.200 --> 00:12:24.200]  成功不會令他興奮得那麼厲害
[00:12:24.200 --> 00:12:25.200]  最興奮的就是
[00:12:25.200 --> 00:12:28.200]  在這件事上顯出了神的美意
[00:12:28.200 --> 00:12:30.200]  那你說神的美意究竟是什麼呢
[00:12:30.200 --> 00:12:31.200]  耶穌自己的解釋
[00:12:31.200 --> 00:12:33.200]  我相信是絕對可靠
[00:12:33.200 --> 00:12:35.200]  和唯一的解釋
[00:12:35.200 --> 00:12:37.200]  神的美意就是要在那些
[00:12:37.200 --> 00:12:38.200]  鷹孩最軟弱
[00:12:38.200 --> 00:12:39.200]  最不行
[00:12:39.200 --> 00:12:40.200]  最無助
[00:12:40.200 --> 00:12:42.200]  什麼條件都沒有的人身上
[00:12:42.200 --> 00:12:44.200]  竟然完成了那些
[00:12:44.200 --> 00:12:46.200]  最聰明最聰明的人
[00:12:46.200 --> 00:12:48.200]  都完成不了的工作
[00:12:48.200 --> 00:12:51.200]  這就是神自己的美意
[00:12:51.200 --> 00:12:53.200]  所以有兩件事值得我們留意的
[00:12:53.200 --> 00:12:54.200]  第一
[00:12:54.200 --> 00:12:56.200]  我們的主是定義要站在那些
[00:12:56.200 --> 00:12:58.200]  無助軟弱的人身上
[00:12:58.200 --> 00:12:59.200]  你說他偏心嗎
[00:12:59.200 --> 00:13:00.200]  他也是偏心的
[00:13:00.200 --> 00:13:01.200]  他偏心鷹孩
[00:13:01.200 --> 00:13:03.200]  他偏心那些軟弱的人
[00:13:03.200 --> 00:13:04.200]  如果你說我很軟弱
[00:13:04.200 --> 00:13:05.200]  我真的很沒用
[00:13:05.200 --> 00:13:07.200]  對了 福音來了
[00:13:07.200 --> 00:13:09.200]  神就喜歡你了
[00:13:09.200 --> 00:13:11.200]  是不是
[00:13:11.200 --> 00:13:13.200]  他不會因為你軟弱無助
[00:13:13.200 --> 00:13:14.200]  不理你的
[00:13:14.200 --> 00:13:16.200]  他在你身邊
[00:13:16.200 --> 00:13:18.200]  他特別是選擇這些人
[00:13:18.200 --> 00:13:19.200]  你看到耶穌基督一生裡面
[00:13:19.200 --> 00:13:20.200]  特別是選擇一些人
[00:13:20.200 --> 00:13:21.200]  走去親近他們
[00:13:21.200 --> 00:13:22.200]  那些權貴
[00:13:22.200 --> 00:13:23.200]  耶穌都不和他們
[00:13:23.200 --> 00:13:25.200]  說都不合得來
[00:13:25.200 --> 00:13:27.200]  多數和他們吵架
[00:13:27.200 --> 00:13:28.200]  耶穌是這樣
[00:13:28.200 --> 00:13:29.200]  我們的主是那位
[00:13:29.200 --> 00:13:30.200]  這樣的保護者
[00:13:30.200 --> 00:13:31.200]  但更加重要的
[00:13:31.200 --> 00:13:32.200]  就是提醒我們
[00:13:32.200 --> 00:13:36.200]  耶穌基督這位的父親
[00:13:36.200 --> 00:13:38.200]  他不是好像我們世上的父親
[00:13:38.200 --> 00:13:40.200]  或者父母那樣
[00:13:40.200 --> 00:13:42.200]  只懂得幫兒女消災解難
[00:13:42.200 --> 00:13:44.200]  擋住他們的困難
[00:13:44.200 --> 00:13:46.200]  讓他們不要受傷
[00:13:46.200 --> 00:13:47.200]  耶穌有時是
[00:13:47.200 --> 00:13:48.200]  而且事實上
[00:13:48.200 --> 00:13:50.200]  他的美意是讓我們
[00:13:50.200 --> 00:13:51.200]  在軟弱的當中
[00:13:51.200 --> 00:13:52.200]  就任由我們去
[00:13:52.200 --> 00:13:54.200]  有時我們覺得神很殘忍
[00:13:54.200 --> 00:13:57.200]  已經無能為力的時候
[00:13:57.200 --> 00:13:58.200]  他還不來出手幫我們
[00:13:58.200 --> 00:14:00.200]  耶穌有時是任由我們
[00:14:00.200 --> 00:14:01.200]  我們的主
[00:14:01.200 --> 00:14:03.200]  他的智慧是任由我們成為軟弱
[00:14:03.200 --> 00:14:04.200]  讓我們在軟弱的當中
