
[00:00:00.000 --> 00:00:03.600]  大家記得我們這個季度有一個主題
[00:02:36.280 --> 00:02:40.360]  有時候神容許教會裡面有一些所謂的卑職
[00:02:40.360 --> 00:02:42.200]  甚至一些惡人
[00:02:42.200 --> 00:02:46.080]  一些不合理的事情繼續出現
[00:02:46.080 --> 00:02:48.240]  可能是對一些領袖來說
[00:02:48.240 --> 00:02:51.000]  是一種很重要的磨練
[00:02:51.000 --> 00:02:54.440]  神沒有意思要將那些問題即時帶走
[00:02:54.440 --> 00:02:55.880]  而是跟公眾說
[00:02:55.880 --> 00:02:58.280]  我要忍耐接受這個人
[00:02:58.280 --> 00:03:01.480]  與我有益
[00:03:01.480 --> 00:03:04.880]  但是何時人嘗試用一些自己的方法
[00:03:04.880 --> 00:03:08.560]  去將這些所謂的勢力拿走的時候
[00:03:08.560 --> 00:03:09.960]  在那個過程裡面
[00:03:09.960 --> 00:03:13.080]  帶來的問題就更加的大
[00:03:13.080 --> 00:03:16.560]  我們常常說眼前有些大山阻礙著我們
[00:03:16.560 --> 00:03:18.800]  那些大山未必是一些困難
[00:03:18.800 --> 00:03:21.000]  可能是一些惡人
[00:03:21.000 --> 00:03:24.760]  但是依靠什麼去移走大山呢?
[00:03:24.760 --> 00:03:26.080]  不是依靠勢力
[00:03:26.080 --> 00:03:27.720]  不是依靠財能
[00:03:27.720 --> 00:03:29.680]  是依靠神的聖靈
[00:03:29.680 --> 00:03:32.200]  大山可以拿開
[00:03:32.200 --> 00:03:34.760]  因此當人面對這些挑戰的時候
[00:03:34.760 --> 00:03:36.360]  要常常思想
[00:03:36.360 --> 00:03:39.160]  聖經提醒我們不是憑著血氣
[00:03:39.160 --> 00:03:41.640]  而是憑著神的能力
[00:03:41.640 --> 00:03:43.880]  因此我們帶著這樣的態度
[00:03:43.880 --> 00:03:48.160]  去讀聖經的哥林多後書第十章
[00:03:48.160 --> 00:03:49.800]  保羅在哥林多的地方
[00:03:49.800 --> 00:03:52.560]  面對著很多的一些假使徒
[00:03:52.560 --> 00:03:54.720]  和當地的一些人士
[00:03:54.720 --> 00:03:57.400]  對他很嚴重的批評
[00:03:57.400 --> 00:04:00.080]  而保羅就按照耶穌基督的榜樣
[00:04:00.080 --> 00:04:02.160]  來面對這些批評
[00:04:02.160 --> 00:04:03.240]  他的批評是什麼呢?
[00:04:03.240 --> 00:04:06.240]  第十章第一節
[00:04:06.240 --> 00:04:07.640]  保羅說:我保羅
[00:04:07.640 --> 00:04:10.840]  就似與你們見面的時候是謙卑的
[00:04:10.840 --> 00:04:12.760]  不在你們那裡的時候
[00:04:12.760 --> 00:04:15.480]  向你們是勇敢的
[00:04:15.480 --> 00:04:19.080]  這裡所說的話是人對他的評價
[00:04:19.080 --> 00:04:21.960]  這裡所說的謙卑不是讚賞他
[00:04:21.960 --> 00:04:26.040]  而是說當他在他們當中的時候
[00:04:26.040 --> 00:04:29.120]  他顯得很怯懦
[00:04:29.120 --> 00:04:32.960]  這個謙卑是說他很怕人、怕事
[00:04:32.960 --> 00:04:36.440]  因此不是一個領袖
[00:04:36.440 --> 00:04:38.720]  沒錯,有些時候他很剛強
[00:04:38.720 --> 00:04:41.320]  但是在他寫信的時候
[00:04:41.320 --> 00:04:44.360]  不在這群頂尖的當中的時候
[00:04:44.360 --> 00:04:45.960]  就作威作福
[00:04:45.960 --> 00:04:48.560]  說一些好像很有威勢的話
[00:04:48.560 --> 00:04:50.200]  但是來到當中的時候
[00:04:50.200 --> 00:04:52.360]  就很怕、很怯懦
[00:04:52.360 --> 00:04:55.800]  這個是當時的人對保羅的批評
[00:04:55.800 --> 00:04:58.600]  大家再看第二節
[00:04:58.600 --> 00:05:02.640]  有人以為我是憑著血氣行事
[00:05:02.640 --> 00:05:03.920]  有些人就批評保羅
[00:05:03.920 --> 00:05:06.680]  他是按照一些世界的方式
[00:05:06.680 --> 00:05:08.520]  來去行事工作
[00:05:08.520 --> 00:05:10.920]  他是不配做領袖的
[00:05:10.920 --> 00:05:13.880]  對他有很多方面的批評
[00:05:13.880 --> 00:05:14.720]  各位弟兄姊妹
[00:05:14.720 --> 00:05:17.480]  我相信在每一個的教徒生命裡面
[00:05:17.480 --> 00:05:20.760]  如果你是真心願意跟隨耶穌的
[00:05:20.760 --> 00:05:23.600]  在工作上、在教會裡面
[00:05:23.600 --> 00:05:27.640]  或多或少你會面對著一些批評
[00:05:27.640 --> 00:05:29.640]  這個是不出奇的事情
[00:05:29.640 --> 00:05:32.960]  主耶穌曾經很清楚地跟著一群門徒說
[00:05:32.960 --> 00:05:37.000]  他說「僕人不能大於主人
[00:05:37.000 --> 00:05:39.880]  他們既然逼迫了我
[00:05:39.880 --> 00:05:43.240]  他們也會逼迫你們」
[00:05:43.240 --> 00:05:45.080]  如果主耶穌在世上的時候
[00:05:45.080 --> 00:05:49.520]  都面對著人對祂的逼迫和批評、誣告等等
[00:05:49.520 --> 00:05:51.920]  何況一群跟隨祂的僕人
[00:05:51.920 --> 00:05:55.680]  都或多或少要承受這些批評
[00:05:55.680 --> 00:06:01.280]  在當中我們可以放膽地、安然地去面對
[00:06:01.280 --> 00:06:05.880]  我自己在教會裡面都曾經受過批評
[00:06:05.880 --> 00:06:07.320]  或者經過了很多年之後
[00:06:07.320 --> 00:06:09.840]  我今天可以說一點
[00:06:09.840 --> 00:06:12.960]  很多很多年之前
[00:06:12.960 --> 00:06:15.240]  我曾經有一次聽到有人跟我說
[00:06:15.240 --> 00:06:17.080]  「有人這樣說你」
[00:06:17.080 --> 00:06:19.600]  我說「怎麼說」
[00:06:19.600 --> 00:06:23.680]  他說「蕭牧師是很溫柔的
[00:06:23.680 --> 00:06:27.280]  所以他一定是很柔弱的」
[00:06:27.280 --> 00:06:28.240]  大家聽得清楚嗎?
[00:06:28.240 --> 00:06:31.160]  溫柔就等於柔弱
[00:06:31.160 --> 00:06:33.640]  所以他一定是被某些人控制著
[00:06:33.640 --> 00:06:37.040]  他做不到領袖的
[00:06:37.040 --> 00:06:42.040]  我記得當時有這樣的說話在傳
[00:06:42.040 --> 00:06:45.640]  當我聽的時候當然會不開心、不舒服
[00:06:45.640 --> 00:06:47.760]  但慢慢我就會想
[00:06:47.760 --> 00:06:50.760]  如果有人愛我、關心我
[00:06:50.760 --> 00:06:52.520]  看到我有些問題
[00:06:52.520 --> 00:06:57.200]  他是會樂意來到我前面去提醒我的
[00:06:57.200 --> 00:06:59.440]  他不會背後說
[00:06:59.440 --> 00:07:01.680]  如果有人背後說這些說話
[00:07:01.680 --> 00:07:04.120]  我大概可以不需要介懷
[00:07:04.120 --> 00:07:07.400]  不需要太理會
[00:07:07.400 --> 00:07:09.880]  有些時候面對著那些說話的時候
[00:07:09.880 --> 00:07:13.320]  心裏面也會慢慢自己再分析
[00:07:13.320 --> 00:07:15.480]  當然沒有人會相信
[00:07:15.480 --> 00:07:18.760]  溫柔就等於柔弱
[00:07:18.760 --> 00:07:20.920]  兩者之間有其中的分別
[00:07:20.920 --> 00:07:23.200]  我就在當中來鼓勵自己
[00:07:23.200 --> 00:07:26.600]  面對當時的一些批評
[00:07:26.600 --> 00:07:28.040]  在你的人生裏面
[00:07:28.040 --> 00:07:29.600]  在侍奉的人生裏面
[00:07:29.600 --> 00:07:33.160]  有些時候不要以為當你去幫助別人
[00:07:33.160 --> 00:07:36.120]  一定得到讚賞
[00:07:36.120 --> 00:07:39.080]  很多的電影姐妹都會體會
[00:07:39.080 --> 00:07:41.840]  有時候面對一些未必很成熟的電影姐妹
[00:07:41.840 --> 00:07:43.040]  我們要承受
[00:07:43.040 --> 00:07:47.440]  要準備面對一些可能不成熟的回應
[00:07:47.440 --> 00:07:48.960]  甚至是批評
[00:07:48.960 --> 00:07:51.080]  既然主耶穌都曾經承受
[00:07:51.080 --> 00:07:55.560]  我們也要學習面對這些難處
[00:07:55.560 --> 00:07:56.760]  在這些情況之下
[00:07:56.760 --> 00:07:59.120]  保羅怎樣回應這些批評呢?
[00:07:59.120 --> 00:08:04.360]  你看看剛才第一節的下半句
[00:08:04.360 --> 00:08:07.840]  保羅說:如今親自藉著基督的溫柔
[00:08:07.840 --> 00:08:10.480]  和平勸你們
[00:08:10.480 --> 00:08:11.560]  他的回應就是
[00:08:11.560 --> 00:08:13.120]  他不憑血氣
[00:08:13.120 --> 00:08:16.640]  而是藉著耶穌基督的溫柔來回應
[00:08:16.640 --> 00:08:19.400]  甚麼叫做溫柔?
[00:08:19.400 --> 00:08:21.160]  在當時保羅所想起的
[00:08:21.160 --> 00:08:22.800]  是耶穌基督的溫柔
[00:08:22.800 --> 00:08:26.240]  就是他甘願意為別人受苦
[00:08:26.240 --> 00:08:27.480]  大家記得《異塞俠書》
[00:08:27.480 --> 00:08:31.160]  一個重要的主題就是受苦的僕人
[00:08:31.160 --> 00:08:33.280]  主耶穌的甘願為別人的好處
[00:08:33.280 --> 00:08:35.280]  自己承受苦楚
[00:08:35.280 --> 00:08:37.480]  這就是溫柔
[00:08:37.480 --> 00:08:40.400]  英文的翻譯是meekness
[00:08:40.400 --> 00:08:43.880]  他的心裏面是很願意承受這些難處
[00:08:43.880 --> 00:08:45.720]  叫別人得益處
[00:08:45.720 --> 00:08:47.160]  或者其中一個很重要的例子
[00:08:47.160 --> 00:08:57.440]  就是大家揭開前面的哥倫多前書第六章
[00:08:57.440 --> 00:08:59.240]  在前書第六章
[00:08:59.240 --> 00:09:03.080]  當時教會有弟兄姊妹互相去告狀
[00:09:03.080 --> 00:09:05.360]  告到外間的法庭
[00:09:05.360 --> 00:09:07.240]  保羅就責備他們
[00:09:07.240 --> 00:09:11.800]  在第六章的其中的第七節
[00:09:11.800 --> 00:09:14.200]  保羅說:你們彼此告狀
[00:09:14.200 --> 00:09:17.080]  這已經是你們的大錯了
[00:09:17.080 --> 00:09:19.720]  為甚麼不情願受欺呢?
[00:09:19.720 --> 00:09:22.280]  為甚麼不情願吃虧呢?
[00:09:22.280 --> 00:09:25.280]  你們都是欺壓人、虧負人
[00:09:25.280 --> 00:09:30.240]  況且所欺壓、所虧負的就是弟兄
[00:09:30.240 --> 00:09:32.720]  保羅說這句話很不容易聽
[00:09:32.720 --> 00:09:36.000]  他說為甚麼不情願受欺負呢?
[00:09:36.000 --> 00:09:39.120]  為甚麼不情願吃虧呢?
[00:09:39.120 --> 00:09:41.520]  這些說話很難聽得入耳
[00:09:41.520 --> 00:09:43.320]  如果有人告訴你
[00:09:43.320 --> 00:09:44.480]  你不要出聲了
[00:09:44.480 --> 00:09:46.760]  自己吃虧算了
[00:09:46.760 --> 00:09:49.120]  你會很抗拒
[00:09:49.120 --> 00:09:51.680]  但當時保羅的意思是
[00:09:51.680 --> 00:09:55.160]  有些時候寧願自己吃虧
[00:09:55.160 --> 00:09:57.760]  比虧負別人好
[00:09:57.760 --> 00:09:59.840]  寧願自己受欺負
[00:09:59.840 --> 00:10:03.120]  比自己欺壓別人好
[00:10:03.120 --> 00:10:05.640]  因為保羅內心一直想
[00:10:05.640 --> 00:10:08.000]  就算我面對著一些苦楚
[00:10:08.000 --> 00:10:10.960]  如果能夠叫別人得到好處
[00:10:10.960 --> 00:10:15.080]  他寧願默默地去承受
[00:10:15.080 --> 00:10:16.800]  在很多的爭執裏面
[00:10:16.800 --> 00:10:20.560]  有些時候不會即時能夠定到公義
[00:10:20.560 --> 00:10:23.360]  沒錯我們要爭取公義、公平
[00:10:23.360 --> 00:10:26.880]  但有些時候不會馬上得到
[00:10:26.880 --> 00:10:29.360]  甚至有些時候要等待
[00:10:29.360 --> 00:10:31.720]  直至到神自己的工作
[00:10:31.720 --> 00:10:34.400]  在其中寧願吃虧
[00:10:34.400 --> 00:10:38.120]  讓對方能夠得到好處
[00:10:38.120 --> 00:10:40.920]  我記得我曾經和大家分享過一個例子
[00:10:40.920 --> 00:10:44.400]  就是我記得在北美遇到一位牧師
[00:10:44.400 --> 00:10:45.760]  這位牧師和我分享
[00:10:45.760 --> 00:10:49.560]  他說他自己在教會裏面遇到一位姐妹
[00:10:49.560 --> 00:10:52.440]  這位姐妹很多次來批評他
[00:10:52.440 --> 00:10:55.760]  甚至公開對著他批評他
[00:10:55.760 --> 00:10:57.800]  令到他很難受
[00:10:57.800 --> 00:10:58.920]  但他不知道怎樣做
[00:10:58.920 --> 00:11:00.840]  只能夠祈禱求神幫他
[00:11:00.840 --> 00:11:04.800]  嘗試去忍耐 嘗試去接納他
[00:11:04.800 --> 00:11:06.920]  但後來有一條消息
[00:11:06.920 --> 00:11:09.360]  聽到這位姐妹進了醫院
[00:11:09.360 --> 00:11:11.120]  很奇怪 不知道是甚麼病
[00:11:11.120 --> 00:11:14.760]  而且很嚴重 隨時會離世
[00:11:14.760 --> 00:11:16.320]  後來有人告訴他
[00:11:16.320 --> 00:11:20.880]  牧師 這位姐妹想你去探望她
[00:11:20.880 --> 00:11:23.160]  這位牧師當時就跟我們說
[00:11:23.160 --> 00:11:29.760]  他說他以前也罵得夠
[00:11:29.760 --> 00:11:31.280]  現在差不多離世了
[00:11:31.280 --> 00:11:33.880]  還要罵多一次嗎
[00:11:33.880 --> 00:11:35.880]  他就是這樣的思想
[00:11:35.880 --> 00:11:39.680]  他就說無論如何都要去探望她
[00:11:39.680 --> 00:11:41.200]  他就跑去醫院
[00:11:41.200 --> 00:11:45.280]  抱著被他責罵的心情去探望她
[00:11:45.280 --> 00:11:47.120]  去到醫院的時候見到這位姐妹
[00:11:47.120 --> 00:11:48.160]  這位姐妹就問他
[00:11:48.160 --> 00:11:52.320]  牧師 你知不知道我常常在背後批評你
[00:11:52.320 --> 00:11:54.520]  牧師說我知道
[00:11:54.520 --> 00:11:55.920]  然後他就問
[00:11:55.920 --> 00:11:58.640]  你想不想知道我批評你甚麼
[00:11:58.640 --> 00:12:02.520]  牧師說我不想知道
[00:12:02.520 --> 00:12:06.240]  然後這位姐妹靜一靜 他就說
[00:12:06.240 --> 00:12:07.600]  他說我進來之後
[00:12:07.600 --> 00:12:09.560]  我有很多安靜的時間
[00:12:09.560 --> 00:12:11.480]  聖靈一直光照我
[00:12:11.480 --> 00:12:14.960]  提醒我過去說了很多不應該說的話
[00:12:14.960 --> 00:12:16.680]  這次我特別邀請你來
[00:12:16.680 --> 00:12:20.720]  我是想很清楚向你表示道歉
[00:12:20.720 --> 00:12:22.640]  求你寬恕我
[00:12:22.640 --> 00:12:26.800]  曾經說了很多重傷你的說話
[00:12:26.800 --> 00:12:27.960]  當牧師聽見的時候
[00:12:27.960 --> 00:12:30.200]  他心裏面很快樂 很感恩
[00:12:30.200 --> 00:12:31.680]  他就很快暢地說
[00:12:31.680 --> 00:12:36.280]  他說不要緊 我很願意原諒你
[00:12:36.280 --> 00:12:39.880]  因此大家在當中祈禱 交托給神
[00:12:39.880 --> 00:12:42.880]  很奇妙就是經過這次的分享之後
[00:12:42.880 --> 00:12:46.080]  這位姐妹後來就一步步康復了
[00:12:46.080 --> 00:12:47.320]  醫生也不能解釋
[00:12:47.320 --> 00:12:50.400]  為甚麼會無故康復
[00:12:50.400 --> 00:12:53.240]  後來這位姐妹再次返回教會
[00:12:53.240 --> 00:12:54.720]  但是在那個時候
[00:12:54.760 --> 00:12:58.720]  她已經是一個更新了的生命
[00:12:58.720 --> 00:13:00.000]  聖經提到
[00:13:00.000 --> 00:13:02.920]  藉著耶穌基督的溫柔
[00:13:02.920 --> 00:13:05.560]  這個就是溫柔的表達
[00:13:05.560 --> 00:13:08.600]  在當中去寬容 去忍耐
[00:13:08.600 --> 00:13:11.400]  但是同時藉著耶穌基督的和平
[00:13:11.400 --> 00:13:13.200]  和平是包含了一種
[00:13:13.200 --> 00:13:17.400]  隨時準備去寬恕的態度
[00:13:17.400 --> 00:13:19.600]  願意去寬恕 願意去憐憫
[00:13:19.600 --> 00:13:21.320]  多於去審判
[00:13:21.320 --> 00:13:23.840]  因此帶著這種耶穌基督的榜樣
[00:13:23.840 --> 00:13:25.840]  要面對著這樣的批評
[00:13:25.840 --> 00:13:28.240]  面對著這樣的挑戰
[00:13:28.240 --> 00:13:31.640]  當然 保羅還提及第二個層面的回應
[00:13:31.640 --> 00:13:36.320]  大家再看下面的經文第二節
[00:13:36.320 --> 00:13:44.240]  《希正經》 哥林多後書第十章第二節
[00:13:44.240 --> 00:13:47.840]  保羅說:有人以為我是憑著血氣行事
[00:13:47.840 --> 00:13:51.720]  我也以為必須用勇敢待這等人
[00:13:51.720 --> 00:13:54.720]  求你們不要叫我在你們那裡的時候
[00:13:54.720 --> 00:13:57.840]  有這樣的勇敢
[00:13:57.840 --> 00:14:01.720]  保羅說他盼望他能夠不需要用這種勇敢
[00:14:01.720 --> 00:14:03.480]  是什麼樣的勇敢呢?
[00:14:03.480 --> 00:14:07.240]  就是當他用溫柔去忍耐寬容的時候
[00:14:07.240 --> 00:14:09.800]  但是對方仍然不願意悔改
[00:14:09.800 --> 00:14:12.640]  多次堅持他自己的錯失
[00:14:12.640 --> 00:14:16.080]  在這個時候保羅說我要用勇敢去待他們
[00:14:16.080 --> 00:14:18.640]  意味著他用一種屬靈的權柄
[00:14:18.640 --> 00:14:21.200]  嚴厲地去責備他們
[00:14:21.200 --> 00:14:23.560]  亦是後來十三章第十節
[00:14:23.560 --> 00:14:25.320]  保羅說:我有些時候
[00:14:25.320 --> 00:14:30.000]  神給我的屬靈的權柄是要去詛咒你們
[00:14:30.000 --> 00:14:33.440]  但是我不想用一種嚴厲的責備方式
[00:14:33.440 --> 00:14:35.080]  但是保羅說
[00:14:35.080 --> 00:14:37.680]  有些時候我必須用勇敢
[00:14:37.680 --> 00:14:41.160]  待一些不悔改的人
[00:14:41.160 --> 00:14:43.320]  甚至保羅說我求你們
[00:14:43.320 --> 00:14:48.080]  求你們叫我不需要用這種方式去責備
[00:14:48.080 --> 00:14:52.920]  希望你們可以自己悔改、回轉
[00:14:52.920 --> 00:14:56.120]  所以保羅說我希望不需要這樣去做
[00:14:56.120 --> 00:14:57.120]  大家一定會記得
[00:14:57.120 --> 00:15:00.640]  主耶穌 沒錯他上上去寬容去忍耐
[00:15:00.640 --> 00:15:02.240]  但是有些時候我們見到
[00:15:02.240 --> 00:15:03.680]  他是嚴厲的
[00:15:03.680 --> 00:15:07.880]  他是清楚地去表示那種責罰
[00:15:07.880 --> 00:15:10.200]  當主耶穌去結證聖殿的時候
[00:15:10.200 --> 00:15:12.800]  大家記得他怎樣做
[00:15:12.800 --> 00:15:15.880]  他推開那些枱
[00:15:15.880 --> 00:15:18.520]  趕走那些牛羊夾子
[00:15:18.520 --> 00:15:21.720]  有人說:耶穌一時衝動了
[00:15:21.720 --> 00:15:23.760]  是否衝動呢?
[00:15:23.760 --> 00:15:26.080]  如果你想看《約翰福音》第二章
[00:15:26.080 --> 00:15:28.040]  你會發現聖經說到
[00:15:28.040 --> 00:15:29.480]  主耶穌在當時
[00:15:29.480 --> 00:15:34.320]  用繩子編成一條鞭
[00:15:34.320 --> 00:15:35.920]  我想問你
[00:15:35.920 --> 00:15:37.960]  如果有人在當時擊倒你
[00:15:37.960 --> 00:15:39.560]  你想發脾氣
[00:15:39.560 --> 00:15:41.000]  你會說:等一下 我坐下來
[00:15:41.000 --> 00:15:43.120]  用繩子慢慢編一條鞭子
[00:15:43.120 --> 00:15:45.560]  我慢慢打你
[00:15:45.560 --> 00:15:48.040]  那絕對不是衝動
[00:15:48.040 --> 00:15:49.360]  耶穌清楚知道
[00:15:49.360 --> 00:15:52.720]  這一群人他們拿聖殿作買賣
[00:15:52.720 --> 00:15:56.040]  是要清楚地、嚴厲地指出他們的錯誤
[00:15:56.040 --> 00:16:00.160]  因此他慢慢編成一條鞭子
[00:16:00.160 --> 00:16:01.880]  然後去到他們當中
[00:16:01.880 --> 00:16:05.320]  用鞭子將牛羊夾子趕走
[00:16:05.320 --> 00:16:08.240]  然後推開那些兌換銀錢的枱
[00:16:08.240 --> 00:16:11.440]  然後將那些銀錢倒出來
[00:16:11.440 --> 00:16:14.720]  這些行動其實是很危險的
[00:16:14.720 --> 00:16:15.960]  為什麼危險呢?
[00:16:15.960 --> 00:16:19.160]  當時哪些人比較多呢?
[00:16:19.160 --> 00:16:21.400]  這些做買賣的人很多
[00:16:21.400 --> 00:16:22.840]  隨時他們群起
[00:16:22.840 --> 00:16:25.080]  可以反對耶穌
[00:16:25.080 --> 00:16:27.720]  但聖經說到當時的人不敢這樣做
[00:16:27.720 --> 00:16:30.920]  很明顯當時主耶穌那種生命的態度
[00:16:30.920 --> 00:16:34.480]  是一種很清楚帶著一種屬靈的權柄
[00:16:34.480 --> 00:16:37.240]  或者說屬靈的勇氣
[00:16:37.240 --> 00:16:39.240]  那種勇氣令到當時的人
[00:16:39.240 --> 00:16:41.240]  很深刻體會自己的錯失
[00:16:41.240 --> 00:16:44.720]  因此他們不敢反對
[00:16:44.720 --> 00:16:47.160]  在當時主耶穌用嚴厲的方式
[00:16:47.160 --> 00:16:48.640]  為了清楚讓他們知道
[00:16:48.640 --> 00:16:51.880]  我父的殿應作禱告的殿
[00:16:51.880 --> 00:16:55.960]  你們不可以讓它成為買賣的地方
[00:16:55.960 --> 00:16:57.920]  所以有些時候主耶穌的確
[00:16:57.920 --> 00:17:01.120]  他用一種嚴厲的方式來對待
[00:17:01.120 --> 00:17:06.440]  因此你看回聖經基羅那後書第十章第三節
[00:17:06.440 --> 00:17:07.920]  聖經提到
[00:17:07.920 --> 00:17:11.880]  波羅說我是憑著神的能力來侍奉
[00:17:11.880 --> 00:17:12.520]  第三節
[00:17:12.520 --> 00:17:15.520]  因為我們雖然在血氣中行事
[00:17:15.520 --> 00:17:18.320]  卻不憑著血氣爭戰
[00:17:18.320 --> 00:17:21.440]  我們爭戰的兵器本不是屬血氣的
[00:17:21.440 --> 00:17:23.720]  乃是在神面前有能力
[00:17:23.720 --> 00:17:27.600]  可以攻破堅固的刑壘
[00:17:27.600 --> 00:17:28.800]  波羅所想的就是
[00:17:28.800 --> 00:17:30.920]  我們不是憑著某些策略
[00:17:30.920 --> 00:17:33.600]  甚至是某些政治的手腕
[00:17:33.600 --> 00:17:35.960]  來解決問題
[00:17:35.960 --> 00:17:38.920]  他不是憑著血氣來做
[00:17:38.920 --> 00:17:42.360]  我最近和一班同工一起聊天
[00:17:42.360 --> 00:17:44.160]  是海外的同工
[00:17:44.160 --> 00:17:46.120]  大家談一件事情
[00:17:46.120 --> 00:17:48.160]  很多時候一個領袖
[00:17:48.160 --> 00:17:51.840]  會嘗試用很多不同的策略去為神工作
[00:17:51.840 --> 00:17:54.040]  其中有很多好處
[00:17:54.040 --> 00:17:58.800]  但是慢慢人變得太重視策略
[00:17:58.800 --> 00:18:00.280]  有同工說
[00:18:00.280 --> 00:18:03.760]  人尋找很多好的策略
[00:18:03.760 --> 00:18:08.800]  但是神卻是尋找一些合他心意的人
[00:18:08.800 --> 00:18:10.680]  他不是尋找策略
[00:18:10.680 --> 00:18:13.360]  而合他心意的人就是他的策略
[00:18:13.360 --> 00:18:16.520]  就能夠帶來屬靈的果核
[00:18:16.520 --> 00:18:17.880]  因此很多時候
[00:18:17.880 --> 00:18:20.080]  一個真的要侍奉神的人
[00:18:20.080 --> 00:18:21.840]  不是用自己的智慧、聰明
[00:18:21.840 --> 00:18:24.600]  想出什麼方法來解決問題
[00:18:24.600 --> 00:18:26.480]  而內心裏面很清楚知道
[00:18:26.480 --> 00:18:30.400]  保存自己一個純全的心
[00:18:30.400 --> 00:18:33.280]  他就能夠被神所用
[00:18:33.280 --> 00:18:36.080]  這叫做不憑血氣
[00:18:36.080 --> 00:18:39.240]  因為我們的兵器不是屬血氣的
[00:18:39.240 --> 00:18:40.760]  正因為我們的仇敵
[00:18:40.760 --> 00:18:43.440]  我們的敵人是屬天空
[00:18:43.440 --> 00:18:45.640]  屬靈氣的惡魔
[00:18:45.640 --> 00:18:49.400]  因此只能夠在神面前有能力
[00:18:49.400 --> 00:18:50.440]  在神面前有能力
[00:18:50.440 --> 00:18:53.400]  是因為當人全心全意靠神的時候
[00:18:53.400 --> 00:18:56.360]  而變得有能力
[00:18:56.360 --> 00:18:58.360]  一位姊妹分享
