
[00:00:00.000 --> 00:00:05.000]  當我們講到方言的真理的時候
[00:09:27.000 --> 00:09:28.000]  在那個時候
[00:09:28.000 --> 00:09:29.000]  有人告訴你
[00:09:29.000 --> 00:09:30.000]  不行的
[00:09:30.000 --> 00:09:32.000]  要加幾條磚上去
[00:09:32.000 --> 00:09:35.000]  再建一個新的根基在裡面
[00:09:35.000 --> 00:09:37.000]  你發覺對這個建築物
[00:09:37.000 --> 00:09:38.000]  很可能產生的
[00:09:38.000 --> 00:09:40.000]  是一種破壞
[00:09:40.000 --> 00:09:41.000]  多於建立
[00:09:41.000 --> 00:09:43.000]  已經有足夠的根基
[00:09:43.000 --> 00:09:46.000]  就不需要另立根基
[00:09:46.000 --> 00:09:48.000]  這個正是我們所了解
[00:09:48.000 --> 00:09:50.000]  聖經對我們的提醒
[00:09:50.000 --> 00:09:51.000]  但你會說
[00:09:51.000 --> 00:09:52.000]  如果沒有先知
[00:09:52.000 --> 00:09:54.000]  聽見有些時候
[00:09:54.000 --> 00:09:58.000]  有些人能夠預言將會發生的事
[00:09:58.000 --> 00:10:00.000]  那是怎樣呢?
[00:10:00.000 --> 00:10:02.000]  大家會記得《史萊姆傳》第21章
[00:10:02.000 --> 00:10:05.000]  有一位先知叫做阿加布
[00:10:05.000 --> 00:10:07.000]  有沒有印象?
[00:10:07.000 --> 00:10:08.000]  阿加布先知
[00:10:08.000 --> 00:10:11.000]  當時保羅在他們中間的時候
[00:10:11.000 --> 00:10:14.000]  他就拿了保羅的腰帶
[00:10:14.000 --> 00:10:16.000]  然後綁著自己的手
[00:10:16.000 --> 00:10:17.000]  綁著自己的腳
[00:10:17.000 --> 00:10:19.000]  就說
[00:10:19.000 --> 00:10:20.000]  這條腰帶的主人
[00:10:20.000 --> 00:10:23.000]  有一天要像我一樣被綁
[00:10:23.000 --> 00:10:28.000]  被猶太人綁到外邦人當中
[00:10:28.000 --> 00:10:30.000]  大家聽見就很擔心
[00:10:30.000 --> 00:10:32.000]  勸保羅不要上耶路撒冷
[00:10:32.000 --> 00:10:34.000]  但保羅有沒有上耶路撒冷?
[00:10:34.000 --> 00:10:35.000]  他有
[00:10:35.000 --> 00:10:38.000]  他雖然知道將會發生在他身上的事
[00:10:38.000 --> 00:10:40.000]  但他仍然知道
[00:10:40.000 --> 00:10:42.000]  他願意為主的緣故
[00:10:42.000 --> 00:10:43.000]  犧牲自己生命
[00:10:43.000 --> 00:10:46.000]  他就繼續上耶路撒冷
[00:10:46.000 --> 00:10:47.000]  沒錯
[00:10:47.000 --> 00:10:50.000]  有些人他領受一種特別的恩賜
[00:10:50.000 --> 00:10:55.000]  他能夠預告將來會發生的事情
[00:10:55.000 --> 00:10:56.000]  不過我們要很小心
[00:10:56.000 --> 00:10:58.000]  大家知道在歷史當中
[00:10:58.000 --> 00:11:00.000]  有很多稱為先知的人
[00:11:00.000 --> 00:11:02.000]  他們預言一些事
[00:11:02.000 --> 00:11:06.000]  但最終是沒有發生
[00:11:06.000 --> 00:11:08.000]  當沒有發生的時候
[00:11:08.000 --> 00:11:12.000]  大家就會知道他是假的一個預言
[00:11:12.000 --> 00:11:14.000]  神的名也都受羞辱
[00:11:14.000 --> 00:11:16.000]  有些時候我有機會回到國內的時候
[00:11:16.000 --> 00:11:18.000]  見到一些同工他們告訴我
[00:11:18.000 --> 00:11:22.000]  常常在國內聽見一些先知預言
[00:11:22.000 --> 00:11:23.000]  譬如說
[00:11:23.000 --> 00:11:27.000]  主耶穌何時何時會在哪個地方降臨
[00:11:27.000 --> 00:11:30.000]  就叫弟兄姊妹賣掉家財
[00:11:30.000 --> 00:11:34.000]  全部去那個地方群居一起生活
[00:11:34.000 --> 00:11:37.000]  有些弟兄姊妹相信了這些說話
[00:11:37.000 --> 00:11:39.000]  就賣掉自己的房產
[00:11:39.000 --> 00:11:40.000]  其他的東西
[00:11:40.000 --> 00:11:42.000]  就去那個地方生活
[00:11:42.000 --> 00:11:44.000]  等到那個日子的時候
[00:11:44.000 --> 00:11:45.000]  大家很開心
[00:11:45.000 --> 00:11:47.000]  期待耶穌基督的降臨
[00:11:47.000 --> 00:11:49.000]  但到了晚上
[00:11:49.000 --> 00:11:50.000]  過了那一天
[00:11:50.000 --> 00:11:54.000]  完全沒有任何降臨的跡象
[00:11:54.000 --> 00:11:56.000]  因此他們灰心失意
[00:11:56.000 --> 00:11:57.000]  放棄信仰
[00:11:57.000 --> 00:12:00.000]  就開始自己另外的生活
[00:12:00.000 --> 00:12:03.000]  很多很多類似的預言今天出現
[00:12:03.000 --> 00:12:06.000]  但我們要小心去分辨
[00:12:06.000 --> 00:12:09.000]  哪些是出自神對我們的提醒
[00:12:09.000 --> 00:12:12.000]  哪些只不過是人的一個猜測
[00:12:12.000 --> 00:12:14.000]  這是我們要小心的
[00:12:14.000 --> 00:12:17.000]  但是《琉琉大前書》第十四章說的先知
[00:12:17.000 --> 00:12:19.000]  究竟是說哪一個呢?
[00:12:19.000 --> 00:12:23.000]  大家再看回《琉琉大前書》第十四章
[00:12:23.000 --> 00:12:30.000]  在第十四章的第三節
[00:12:30.000 --> 00:12:32.000]  聖經說
[00:12:32.000 --> 00:12:34.000]  但作先知講道的
[00:12:34.000 --> 00:12:36.000]  是對人說
[00:12:36.000 --> 00:12:39.000]  要造就安慰勸勉人
[00:12:39.000 --> 00:12:42.000]  這些先知他們說什麼呢?
[00:12:42.000 --> 00:12:44.000]  他們所說的話是
[00:12:44.000 --> 00:12:49.000]  造就安慰和勸勉人
[00:12:49.000 --> 00:12:53.000]  他們的角色不是預告將來的事
[00:12:53.000 --> 00:12:56.000]  而是他們能夠很悉切地
[00:12:56.000 --> 00:12:58.000]  將神的話
[00:12:58.000 --> 00:13:00.000]  或者說將已有的啟示
[00:13:00.000 --> 00:13:02.000]  向我們解明
[00:13:02.000 --> 00:13:05.000]  叫我們領受造就
[00:13:05.000 --> 00:13:07.000]  我不知道大家有沒有試過
[00:13:07.000 --> 00:13:09.000]  有時候在小組茶經裡
[00:13:09.000 --> 00:13:11.000]  突然聽一位弟兄或姐妹
[00:13:11.000 --> 00:13:14.000]  分享他對聖經的一些領受
[00:13:14.000 --> 00:13:15.000]  一說的時候
[00:13:15.000 --> 00:13:18.000]  好像是在跟你說一樣
[00:13:18.000 --> 00:13:20.000]  自己的心裡面很受提醒
[00:13:20.000 --> 00:13:22.000]  好像他明白我的處境
[00:13:22.000 --> 00:13:25.000]  而特別用聖經來提醒我
[00:13:25.000 --> 00:13:26.000]  鼓勵我
[00:13:26.000 --> 00:13:29.000]  我試過這些經歷
[00:13:29.000 --> 00:13:31.000]  因此我相信聖經所說的先知講道
[00:13:31.000 --> 00:13:33.000]  在這裡所提的
[00:13:33.000 --> 00:13:35.000]  是人能夠被聖靈感動
[00:13:35.000 --> 00:13:37.000]  悉切地將神的話
[00:13:37.000 --> 00:13:42.000]  安慰提醒指教我們
[00:13:42.000 --> 00:13:45.000]  這就是聖經所說的先知講道
[00:13:45.000 --> 00:13:48.000]  而你和我都可以尋求這種恩賜
[00:13:48.000 --> 00:13:50.000]  能夠去造就別人
[00:13:50.000 --> 00:13:52.000]  因此我們再看
[00:13:52.000 --> 00:13:54.000]  聖經裡面提到的先知講道之餘
[00:13:54.000 --> 00:13:56.000]  接著我們再看
[00:13:56.000 --> 00:13:58.000]  聖經怎麼說什麼是謊言呢?
[00:13:58.000 --> 00:14:01.000]  大家再看第二節
[00:14:02.000 --> 00:14:05.000]  那說謊言的原不是對人說
[00:14:05.000 --> 00:14:07.000]  乃是對神說
[00:14:07.000 --> 00:14:09.000]  因為沒有人聽出來
[00:14:09.000 --> 00:14:11.000]  然而他在心靈裡卻說
[00:14:11.000 --> 00:14:14.000]  卻是講說各樣的奧秘
[00:14:14.000 --> 00:14:16.000]  謊言是對神說的
[00:14:16.000 --> 00:14:18.000]  因為人聽不明白
[00:14:18.000 --> 00:14:20.000]  他在說神的大作為
[00:14:20.000 --> 00:14:22.000]  去縱讚、去讚美神
[00:14:22.000 --> 00:14:24.000]  這種謊言
[00:14:24.000 --> 00:14:26.000]  也提醒我們
[00:14:26.000 --> 00:14:29.000]  是對未信的人的一種證據
[00:14:29.000 --> 00:14:33.000]  大家看看下面十四章二十一節
[00:14:33.000 --> 00:14:38.000]  十四章二十一節
[00:14:38.000 --> 00:14:41.000]  律法上記載主說
[00:14:41.000 --> 00:14:43.000]  我要用愛邦人的舌頭
[00:14:43.000 --> 00:14:45.000]  獲愛邦人的嘴唇
[00:14:45.000 --> 00:14:47.000]  向這百姓說話
[00:14:47.000 --> 00:14:48.000]  雖然如此
[00:14:48.000 --> 00:14:50.000]  他們還是不聽從我
[00:14:50.000 --> 00:14:51.000]  這我看來
[00:14:51.000 --> 00:14:55.000]  說謊言不是為信的人作證據
[00:14:55.000 --> 00:14:58.000]  乃是為那些人
[00:14:58.000 --> 00:15:00.000]  不信的人
[00:15:00.000 --> 00:15:01.000]  在五旬節的時候
[00:15:01.000 --> 00:15:03.000]  當聖靈降臨
[00:15:03.000 --> 00:15:05.000]  很多當時的使徒
[00:15:05.000 --> 00:15:08.000]  他們能夠說出謊言、別國的說話
[00:15:08.000 --> 00:15:10.000]  很多人聽見的時候很奇怪
[00:15:10.000 --> 00:15:11.000]  我們的香談
[00:15:11.000 --> 00:15:14.000]  為什麼他們會懂得說出來
[00:15:14.000 --> 00:15:17.000]  而他們的謊言就成為一種證據
[00:15:17.000 --> 00:15:19.000]  證明神臨在他們當中
[00:15:19.000 --> 00:15:22.000]  給他們超自然的語言能力
[00:15:22.000 --> 00:15:24.000]  可以說出謊言
[00:15:24.000 --> 00:15:27.000]  證明神在他們中間
[00:15:27.000 --> 00:15:28.000]  這正如聖經所說
[00:15:28.000 --> 00:15:31.000]  是對未信者的一種證據
[00:15:31.000 --> 00:15:34.000]  當然這種證據
[00:15:34.000 --> 00:15:35.000]  好像神蹟一樣
[00:15:35.000 --> 00:15:37.000]  不一定每個人都接受
[00:15:37.000 --> 00:15:40.000]  因此仍然需要神的道
[00:15:40.000 --> 00:15:42.000]  人才會接受福音
[00:15:42.000 --> 00:15:44.000]  所以你看看下面的經文
[00:15:44.000 --> 00:15:47.000]  再看下去二十四節
[00:15:47.000 --> 00:15:52.000]  二十四節
[00:15:52.000 --> 00:15:53.000]  之前提及
[00:15:53.000 --> 00:15:54.000]  如果你們都說謊言
[00:15:54.000 --> 00:15:55.000]  未信人來到
[00:15:55.000 --> 00:15:57.000]  就覺得你們癲狂了
[00:15:57.000 --> 00:15:58.000]  二十四節
[00:15:58.000 --> 00:16:00.000]  若都作先知講道
[00:16:00.000 --> 00:16:02.000]  偶然有不信的
[00:16:02.000 --> 00:16:04.000]  或是不通謊言的人進來
[00:16:04.000 --> 00:16:06.000]  就被眾人勸醒
[00:16:06.000 --> 00:16:09.000]  被眾人審明
[00:16:09.000 --> 00:16:11.000]  未信的朋友來到信徒當中
[00:16:11.000 --> 00:16:13.000]  聽見我們講解聖經的時候
[00:16:13.000 --> 00:16:15.000]  他們就被勸告
[00:16:15.000 --> 00:16:17.000]  就可以信靠神
[00:16:17.000 --> 00:16:19.000]  仍然是神的話
[00:16:19.000 --> 00:16:21.000]  最終帶領人領受真理
[00:16:21.000 --> 00:16:23.000]  領受福音
[00:16:23.000 --> 00:16:25.000]  或者你會問
[00:16:25.000 --> 00:16:29.000]  謊言有什麼作用呢?
[00:16:29.000 --> 00:16:30.000]  不知道大家有沒有機會
[00:16:30.000 --> 00:16:34.000]  聽過一些人講謊言
[00:16:34.000 --> 00:16:35.000]  亦有沒有機會
[00:16:35.000 --> 00:16:38.000]  知道講謊言的情況
[00:16:38.000 --> 00:16:40.000]  剛才我所說的
[00:16:40.000 --> 00:16:41.000]  有些突然之間
[00:16:41.000 --> 00:16:42.000]  會領受謊言的恩賜
[00:16:42.000 --> 00:16:44.000]  但不一定每個人都會有
[00:16:44.000 --> 00:16:46.000]  謊言的恩賜
[00:16:46.000 --> 00:16:47.000]  我自己本身
[00:16:47.000 --> 00:16:49.000]  是沒有謊言的恩賜
[00:16:49.000 --> 00:16:50.000]  不過我聽過
[00:16:50.000 --> 00:16:53.000]  有不少朋友講謊言
[00:16:53.000 --> 00:16:55.000]  如果你不介意
[00:16:55.000 --> 00:16:58.000]  我大概可以模仿
[00:16:58.000 --> 00:17:01.000]  一般聽到的謊言
[00:17:01.000 --> 00:17:02.000]  是幾個語音
[00:17:02.000 --> 00:17:04.000]  重複地來講的
[00:17:04.000 --> 00:17:08.000]  「達達達達達達達達達達達」
[00:17:08.000 --> 00:17:09.000]  類似是這樣
[00:17:09.000 --> 00:17:11.000]  當然這個不是準確的謊言
[00:17:11.000 --> 00:17:13.000]  不是真的謊言
[00:17:13.000 --> 00:17:15.000]  不過當人講出謊言的時候
[00:17:15.000 --> 00:17:17.000]  如果是真的謊言
[00:17:17.000 --> 00:17:19.000]  它裡面有一種意義
[00:17:19.000 --> 00:17:21.000]  是向神讚美
[00:17:21.000 --> 00:17:23.000]  講述神的作為
[00:17:23.000 --> 00:17:26.000]  但今早我們看到很多謊言的時候
[00:17:26.000 --> 00:17:27.000]  我們會發現
[00:17:27.000 --> 00:17:30.000]  有些謊言是學回來的
[00:17:30.000 --> 00:17:31.000]  因為有些教會
[00:17:31.000 --> 00:17:34.000]  是舉辦了謊言的訓練班
[00:17:34.000 --> 00:17:37.000]  是教人怎樣去講謊言
[00:17:37.000 --> 00:17:39.000]  但聖經讓我們知道
[00:17:39.000 --> 00:17:43.000]  謊言是「聖人隨己而分給各人」
[00:17:43.000 --> 00:17:45.000]  因此不一定所有人
[00:17:45.000 --> 00:17:46.000]  都會講謊言
[00:17:46.000 --> 00:17:50.000]  也不是學就一定有
[00:17:50.000 --> 00:17:52.000]  但當我們發覺
[00:17:52.000 --> 00:17:53.000]  在講謊言的時候
[00:17:53.000 --> 00:17:55.000]  如果我們勉強去尋求
[00:17:55.000 --> 00:17:56.000]  盡一切的力量
[00:17:56.000 --> 00:17:58.000]  必定要得到
[00:17:58.000 --> 00:18:00.000]  在那時候要很小心
[00:18:00.000 --> 00:18:03.000]  因為有些時候會被惡者誤導
