
[00:00:00.000 --> 00:00:06.140]  我真是很有負擔想將羅馬書裏面幾個我覺得很重要的真理
[00:02:40.240 --> 00:02:46.140]  動盪的世代就不需要我可以用很多具體的例子告訴你
[00:02:46.400 --> 00:02:48.960]  究竟怎樣動盪 或者我相信你和我
[00:02:48.960 --> 00:02:51.020]  雖然我就不是在澳洲
[00:02:51.020 --> 00:02:53.580]  但是大家在悉尼的
[00:02:53.580 --> 00:02:57.420]  我在多倫多的 在香港的 在中國的裏面
[00:02:57.420 --> 00:03:01.260]  到處我們尤其是每天打開
[00:03:01.260 --> 00:03:04.840]  電視打開我們的網頁看到一些新聞
[00:03:04.840 --> 00:03:06.380]  我們心裏面都很沉重
[00:03:06.380 --> 00:03:08.420]  有近的有遠的
[00:03:08.420 --> 00:03:09.440]  所發生的事
[00:03:09.440 --> 00:03:11.240]  一件接著一件
[00:03:11.240 --> 00:03:12.520]  從政治的
[00:03:12.520 --> 00:03:15.340]  從殺戮的鬥爭的
[00:03:16.620 --> 00:03:18.140]  健康的
[00:03:18.140 --> 00:03:19.420]  傳染的
[00:03:19.420 --> 00:03:21.220]  經濟的
[00:03:21.220 --> 00:03:27.100]  真是沒有一個的範圍我們看到的新聞都是好消息來的
[00:03:27.100 --> 00:03:28.140]  好罕有
[00:03:28.140 --> 00:03:30.940]  多數都一件接著一件令我們是很失望
[00:03:30.940 --> 00:03:35.800]  這個我們不需要和大家再舉很多實際的例子 因為你和我都知道
[00:03:35.800 --> 00:03:42.460]  或者我們先開始來到先問為什麼會搞成這樣 今天我不會和大家做一個
[00:03:42.460 --> 00:03:44.520]  政治社會文化的分析
[00:03:44.780 --> 00:03:47.340]  但我覺得都需要交代幾句
[00:03:47.340 --> 00:03:49.140]  然後我們先進入去
[00:03:49.140 --> 00:03:52.200]  看看神自己的說話怎麼回答
[00:03:52.200 --> 00:03:57.080]  今天這種動盪和我們完全
[00:03:57.080 --> 00:03:59.380]  不知道為什麼會發生這樣的事
[00:03:59.380 --> 00:04:01.680]  又令到我們這麼詫異
[00:04:01.680 --> 00:04:04.500]  完全是出乎意料之外的震撼的
[00:04:04.500 --> 00:04:07.820]  心境和這個世界
[00:04:07.820 --> 00:04:14.220]  早在80年代已經有一些社會學家提出
[00:04:14.480 --> 00:04:18.820]  這個警告 但當時大家都沒有聽
[00:04:18.820 --> 00:04:21.380]  或者都不覺得他太過
[00:04:21.380 --> 00:04:23.180]  緊張
[00:04:23.180 --> 00:04:28.300]  再早一點其實哲學家數學家都提出來的叫Chaos Theory
[00:04:28.300 --> 00:04:30.600]  叫做混沌理論
[00:04:30.600 --> 00:04:35.460]  他就說如果北美的蝴蝶拍翼 如果整個世界連起來的時候
[00:04:35.460 --> 00:04:38.540]  蝴蝶拍翼有什麼事
[00:04:38.540 --> 00:04:42.380]  拍翼可能會引起南美洲的風暴
[00:04:43.400 --> 00:04:49.540]  數學上面是可以計算的 我想我們當中都很多高手在這裏
[00:04:49.540 --> 00:04:51.340]  科技的高手都明白
[00:04:51.340 --> 00:04:55.180]  什麼叫做混沌理論 蝴蝶效應
[00:04:55.180 --> 00:04:58.000]  但當時只不過是一種
[00:04:58.000 --> 00:05:01.320]  可以說是人家認為他是噱頭的說法
[00:05:01.320 --> 00:05:04.140]  到了80年代就有另外一個
[00:05:04.140 --> 00:05:07.720]  德國的社會學家叫做Ulrich Beck
[00:05:07.720 --> 00:05:09.520]  他就寫了一本書
[00:05:09.520 --> 00:05:11.300]  到現在都越來越出名
[00:05:11.560 --> 00:05:13.600]  那時候都開始震撼
[00:05:13.600 --> 00:05:15.140]  他起了一個相當
[00:05:15.140 --> 00:05:18.460]  警告性的題目叫做Risk Society
[00:05:18.460 --> 00:05:20.520]  就叫做風險社會
[00:05:20.520 --> 00:05:23.080]  這個風險社會是什麼意思呢
[00:05:23.080 --> 00:05:23.840]  他說
[00:05:23.840 --> 00:05:27.940]  因為80年代開始我們見到世界一個趨勢就是全球化
[00:05:27.940 --> 00:05:29.980]  那時候都還不是全球化
[00:05:29.980 --> 00:05:33.320]  全球化即是全世界所有東西都連起來
[00:05:33.320 --> 00:05:35.100]  你又認識我 我又認識你
[00:05:35.100 --> 00:05:38.700]  我去你那裏比較容易 你又去另一個國家
[00:05:38.940 --> 00:05:43.300]  都沒有這麼分散的了 當時來說都還沒到現在這個地步
[00:05:43.300 --> 00:05:46.360]  但無論如何 當時這個社會學家已經
[00:05:46.360 --> 00:05:49.440]  前瞻說如果這個世界連在一起的時候
[00:05:49.440 --> 00:05:50.460]  其實
[00:05:50.460 --> 00:05:52.520]  是災難性
[00:05:52.520 --> 00:05:54.300]  或者叫做風險
[00:05:54.300 --> 00:05:56.600]  是大過他的
[00:05:56.600 --> 00:05:58.140]  好處
[00:05:58.140 --> 00:06:00.440]  當時也沒有人喜歡聽這件事
[00:06:00.440 --> 00:06:03.260]  就是大家都覺得這個世界最好大家一起
[00:06:03.260 --> 00:06:05.560]  你又幫我 我又幫你 那不就多好呢
[00:06:05.560 --> 00:06:07.880]  你又來我那裏 我又來你那裏
[00:06:08.120 --> 00:06:12.220]  那就好了 全球化globalization永遠都是覺得是一個
[00:06:12.220 --> 00:06:17.600]  非常之人類一個夢想的一個前瞻來的 當時來說
[00:06:17.600 --> 00:06:19.640]  所以這個作家他寫了這本
[00:06:19.640 --> 00:06:22.200]  這個社會學家寫這本書的時候
[00:06:22.200 --> 00:06:26.560]  將來如果會產生這樣的情況是很大的風險的
[00:06:26.560 --> 00:06:30.140]  很危險的會產生很多我們預計不到的問題
[00:06:30.140 --> 00:06:32.440]  當時來說很多人都不好理他
[00:06:32.440 --> 00:06:36.040]  到了90年代開始真的出現了 大家知道
[00:06:36.280 --> 00:06:40.380]  我們這班人我們坐在這裏的全部都是經驗過這些日子
[00:06:40.380 --> 00:06:43.720]  90年代最大的分別是什麼呢
[00:06:43.720 --> 00:06:46.780]  90年代整個世界就是有互聯網的出現
[00:06:46.780 --> 00:06:53.180]  Wi-Fi web www 當時來說90年代初都好像很陌生
[00:06:53.180 --> 00:06:58.560]  什麼叫做www 現在都不用說了 大家每天都沒有他都不行了
[00:06:58.560 --> 00:07:02.400]  我來澳洲之前那個我家的
[00:07:02.400 --> 00:07:05.980]  iPhone壞了一個WhatsApp
[00:07:06.240 --> 00:07:07.780]  那兩天都不知道怎麼做人
[00:07:07.780 --> 00:07:15.460]  後來真的用盡各種方法 我說我不行 我來到澳洲之前一定要搞定他
[00:07:15.460 --> 00:07:17.500]  最後差不多要換機了
[00:07:17.500 --> 00:07:19.300]  搞定了之後
[00:07:19.300 --> 00:07:20.580]  一天半而已
[00:07:20.580 --> 00:07:22.120]  64個WhatsApp
[00:07:22.120 --> 00:07:24.680]  看得我想死
[00:07:24.680 --> 00:07:27.480]  現在都不知道為什麼
[00:07:27.480 --> 00:07:29.800]  以前都沒有這些東西是可以的
[00:07:29.800 --> 00:07:33.640]  很多東西有了之後你沒有了就不行了 現在你沒有了手機
[00:07:33.880 --> 00:07:38.500]  你沒有了流動電話你就找不到人了 約不到人了
[00:07:38.500 --> 00:07:41.560]  都不記得以前怎麼可以約在旗桿頂
[00:07:41.560 --> 00:07:42.340]  旗桿底
[00:07:42.340 --> 00:07:47.460]  在旁邊 在哪裡哪裡等 現在沒有了
[00:07:47.460 --> 00:07:51.300]  這個科技在
[00:07:51.300 --> 00:07:53.600]  90年代最大的突破就是
[00:07:53.600 --> 00:07:55.400]  有了這個互聯網的出現
[00:07:55.400 --> 00:07:58.720]  有了互聯網的出現真的這個全球化呢
[00:07:58.720 --> 00:08:00.520]  就成為一個事實了
[00:08:00.520 --> 00:08:03.580]  因為這個電腦的那個聯繫
[00:08:04.080 --> 00:08:07.420]  當然再加上過去這20多年大家都知道
[00:08:07.420 --> 00:08:08.960]  在電話啊
[00:08:08.960 --> 00:08:10.740]  通訊啊這些各方面
[00:08:10.740 --> 00:08:12.800]  差不多爆炸性的發展
[00:08:12.800 --> 00:08:16.880]  很快真的整個世界就成為一個連在一起的世界
[00:08:16.880 --> 00:08:20.720]  我們即時的能夠從任何世界的角落
[00:08:20.720 --> 00:08:24.560]  來溝通 我們的資訊也都成為我們
[00:08:24.560 --> 00:08:26.600]  立即可以得到的一個
[00:08:26.600 --> 00:08:28.140]  消息
[00:08:28.400 --> 00:08:34.540]  這個其實是很好的 如果不是的話我昨晚怎麼會坐在南半球的
[00:08:34.540 --> 00:08:37.860]  雪梨的酒店裏面
[00:08:37.860 --> 00:08:39.400]  對著那個
[00:08:39.400 --> 00:08:42.220]  和我太太她在多倫多冷得很
[00:08:42.220 --> 00:08:45.540]  在那裏聊天 她照那些雪給我看
[00:08:45.540 --> 00:08:47.860]  我就弄一些樹木給她看
[00:08:47.860 --> 00:08:51.940]  這個真的好像是天方夜譚但成為事實
[00:08:51.940 --> 00:08:54.000]  這個是很快樂的事
[00:08:54.000 --> 00:08:55.020]  但是
[00:08:55.020 --> 00:08:58.100]  90年代就更多社會學家
[00:08:58.340 --> 00:09:00.900]  警告說這個全球一體化
[00:09:00.900 --> 00:09:01.940]  會產生
[00:09:01.940 --> 00:09:04.240]  相當失控的情況
[00:09:04.240 --> 00:09:08.080]  用一個英國的社會學家Anthony Giddens
[00:09:08.080 --> 00:09:11.140]  他就提出一個字眼叫做Argonaut
[00:09:11.140 --> 00:09:13.200]  Argonaut其實就是那種
[00:09:13.200 --> 00:09:15.760]  印度教他們
[00:09:15.760 --> 00:09:21.140]  他們那個其中一個禮儀式 節日的時候就推車上山
[00:09:21.140 --> 00:09:24.720]  等他滑下去 人們在他前面走
[00:09:24.720 --> 00:09:26.500]  可能你都聽過這些情況
[00:09:26.760 --> 00:09:28.540]  於是那個車就衝過去
[00:09:28.540 --> 00:09:30.860]  你誰走得慢就給他剪
[00:09:30.860 --> 00:09:33.660]  那就可能沒命 可能斷腳
[00:09:33.660 --> 00:09:36.220]  就是這樣的一種瘋狂的
[00:09:36.220 --> 00:09:39.560]  節期的活動
[00:09:39.560 --> 00:09:41.340]  這個Argonaut的活動
[00:09:41.340 --> 00:09:44.420]  就是這個社會學家拿了出來 他說將來
[00:09:44.420 --> 00:09:45.440]  或者現在
[00:09:45.440 --> 00:09:46.460]  快要發現
[00:09:46.460 --> 00:09:49.020]  我們整個世界就是這樣了 一輛車不停地衝下去
[00:09:49.020 --> 00:09:50.300]  你停不了
[00:09:50.300 --> 00:09:53.640]  你不是想它不停 你想它停 但是它停不了
[00:09:53.640 --> 00:09:54.660]  你唯有走
[00:09:54.920 --> 00:09:57.740]  又想有些人有勇氣想去推著它
[00:09:57.740 --> 00:09:59.280]  於是它就犧牲了
[00:09:59.280 --> 00:10:01.580]  整個世界就這樣衝 但是衝到哪裏呢
[00:10:01.580 --> 00:10:02.600]  我們已經不知道
[00:10:02.600 --> 00:10:05.420]  這個就是當時他講出一個這樣的
[00:10:05.420 --> 00:10:08.500]  好像很悲觀的言論 這是一個相當
[00:10:08.500 --> 00:10:12.080]  權威的英國的社會學家
[00:10:12.080 --> 00:10:17.200]  就開始看出 究竟問題在哪裏呢
[00:10:17.200 --> 00:10:19.760]  全世界一體化有什麼問題呢
[00:10:19.760 --> 00:10:23.340]  這個問題就是後來大家開始發現了
[00:10:23.860 --> 00:10:25.140]  第一 經濟上一體化
[00:10:25.140 --> 00:10:31.020]  全世界的經濟 大家現在都知道了 我們根本已經沒有所謂日頭夜晚的了
[00:10:31.020 --> 00:10:32.560]  如果你還用那些
[00:10:32.560 --> 00:10:38.700]  賣那些外匯的那些 你就更加知道 半夜你起來就要看了
[00:10:38.700 --> 00:10:41.260]  因為在倫敦那邊
[00:10:41.260 --> 00:10:42.280]  接著就不知道
[00:10:42.280 --> 00:10:45.360]  又發生了什麼事 待會在紐約那邊又發生什麼事
[00:10:45.360 --> 00:10:46.900]  整個世界連起來
[00:10:46.900 --> 00:10:52.260]  還有整個世界根本分不開 因為所發生的每一件大小的事情
[00:10:52.520 --> 00:10:55.080]  不單只是經濟 政治上
[00:10:55.080 --> 00:10:57.140]  全部都息息相關
[00:10:57.140 --> 00:11:05.580]  我相信歷史上告訴我們 第一個警號就是97年的金融風暴 大家知道了
[00:11:05.580 --> 00:11:07.620]  到現在好像很久以前
[00:11:07.620 --> 00:11:09.420]  其實真的是第一次
[00:11:09.420 --> 00:11:11.220]  突然間發現金融風暴
[00:11:11.220 --> 00:11:14.020]  最初開始在亞洲 最初開始在
[00:11:14.020 --> 00:11:19.660]  泰國 突然間不知道有什麼亞洲四小龍 那時候講得很威風的
[00:11:19.920 --> 00:11:25.540]  亞洲經濟很快就會去 突然間泰國的圍籍一跌 泰駐一跌
[00:11:25.540 --> 00:11:27.080]  就全部塌了
[00:11:27.080 --> 00:11:33.740]  美國那邊華爾街就在那邊笑了 你看這些都是虛火來的 亞洲
[00:11:33.740 --> 00:11:39.620]  空買空賣 所以就搞成這樣 話還沒說完菲律賓就跌了
[00:11:39.620 --> 00:11:41.680]  話還沒說完華爾街自己也跌了
[00:11:41.680 --> 00:11:43.980]  全部都跌了 塌了
[00:11:43.980 --> 00:11:48.080]  突然間就發現原來這個世界是互相牽連的 所以互相連累的
[00:11:48.340 --> 00:11:53.200]  你都不知道是誰先開始有什麼事 以前我們泰國 泰駐一跌關我們什麼事
[00:11:53.200 --> 00:11:55.260]  吃掉木瓜就算了
[00:11:55.260 --> 00:11:58.320]  但現在不是的 泰駐一跌我們沒得
[00:11:58.320 --> 00:12:03.440]  不碰的了 好像現在這樣 我們經常都看著希臘 希臘關我們什麼事
[00:12:03.440 --> 00:12:08.820]  他在街邊喝那些咖啡又沒錢喝不關我的事 但是如果希臘他沒咖啡喝呢
[00:12:08.820 --> 00:12:10.620]  你和我都不碰的
[00:12:10.620 --> 00:12:11.380]  因為
[00:12:11.380 --> 00:12:14.460]  突然間他退出歐元區 那整個世界就不碰的了
[00:12:14.460 --> 00:12:18.040]  究竟那個恐懼在哪裡呢
[00:12:18.300 --> 00:12:21.120]  那個作者Anthony Giddens提出一個
[00:12:21.120 --> 00:12:27.520]  很嚴重的說法 他說到一個地步我們連那種叫做本體性的安全感都沒有了
[00:12:27.520 --> 00:12:30.840]  叫 ontological security
[00:12:30.840 --> 00:12:32.900]  什麼叫本體性的安全感呢
[00:12:32.900 --> 00:12:35.960]  他說其實我們人類一路以來的社會
[00:12:35.960 --> 00:12:38.780]  不多不少都給我們有一種這樣的
[00:12:38.780 --> 00:12:40.320]  安慰的就是
[00:12:40.320 --> 00:12:41.860]  這個世界縱然有很難
[00:12:41.860 --> 00:12:43.140]  很難預料的事
[00:12:43.140 --> 00:12:44.160]  不過呢
[00:12:44.160 --> 00:12:45.700]  只要我們努努力力
[00:12:45.700 --> 00:12:47.480]  少少心心
[00:12:48.000 --> 00:12:54.140]  然後我們始終都會搞定的 他說這個安全感最早是來自我們嬰兒的時候
[00:12:54.140 --> 00:12:59.000]  小朋友很小的時候 突然間有時候我們半夜發惡夢
[00:12:59.000 --> 00:12:59.780]  哭醒
[00:12:59.780 --> 00:13:01.320]  哭醒的時候
[00:13:01.320 --> 00:13:07.460]  很害怕 於是媽媽就走過來抱著說 沒事的沒事的
[00:13:07.460 --> 00:13:09.240]  這一種這樣的
[00:13:09.240 --> 00:13:13.080]  從小到大的一種信念 就是這個世界永遠
[00:13:13.080 --> 00:13:16.420]  最後都有辦法的 就算我搞不定也有些人搞得定的
[00:13:16.920 --> 00:13:19.220]  這樣的叫做本體性的安全感
[00:13:19.220 --> 00:13:25.120]  但是這個Anthony Giddens說現在我們慢慢進入了一種本體性的安全感都沒有了
[00:13:25.120 --> 00:13:27.420]  因為我們真的搞不定的
[00:13:27.420 --> 00:13:29.220]  要麼就不發生事
[00:13:29.220 --> 00:13:31.000]  一發生事的時候呢
[00:13:31.000 --> 00:13:32.540]  那些情況會是
[00:13:32.540 --> 00:13:35.360]  嚴重到是沒有任何人可以搞得定的
[00:13:35.360 --> 00:13:41.240]  不是那些財團不想搞 而是大家你又搞不定我又搞不定 大家合作都搞不定
[00:13:41.240 --> 00:13:43.040]  而且更加
[00:13:43.040 --> 00:13:45.600]  恐怖的就是我們不知道那些事是怎麼來的
[00:13:46.620 --> 00:13:47.640]  都不知道什麼時候來的
[00:13:47.640 --> 00:13:50.960]  因為任何一個地方就像剛才說的蝴蝶拍翼
[00:13:50.960 --> 00:13:53.520]  你管得了多少蝴蝶拍翼呢
[00:13:53.520 --> 00:13:55.060]  但是它就會令到你
[00:13:55.060 --> 00:13:56.600]  產生風暴了
[00:13:56.600 --> 00:13:58.640]  這個呢
[00:13:58.640 --> 00:14:01.200]  就是今天我們所面對的問題
[00:14:01.200 --> 00:14:04.020]  今天我們那個沒有安全感
[00:14:04.020 --> 00:14:06.080]  這一種這樣的狀態呢
[00:14:06.080 --> 00:14:10.420]  是和以前不同 每個世代都動盪的了 是不是
[00:14:10.420 --> 00:14:13.500]  以前打日本人的時候還動盪 是不是
[00:14:13.500 --> 00:14:15.800]  現在我不是說哪個慘一點
[00:14:16.060 --> 00:14:18.620]  但是現在我們面對著另外一個戰線
[00:14:18.620 --> 00:14:23.480]  這個戰線是我們真的沒有一種完全有把握的安全感
[00:14:23.480 --> 00:14:30.140]  沒有把握安全感的意思就是因為它現代和到了進入現在這個全球化的連起來的一個世界的時候
[00:14:30.140 --> 00:14:33.980]  我們和以往我們所生活的所有的
[00:14:33.980 --> 00:14:35.760]  歷史是不同的
[00:14:35.760 --> 00:14:39.860]  就是我們現在完全沒有把握什麼時候會發生什麼事在我身上
[00:14:41.140 --> 00:14:47.280]  我們是一個很大的矛盾 一方面我們以為人很厲害 現在還有很多的科技 今天下午才說
[00:14:47.280 --> 00:14:52.920]  我們用3D就可以打印出一個心臟 多厲害 是不是
[00:14:52.920 --> 00:14:54.200]  不得了的人類
[00:14:54.200 --> 00:14:57.520]  但另外一方面我們心底裏面知道我們越來越失控
[00:14:57.520 --> 00:15:00.080]  整個社會失控
[00:15:00.080 --> 00:15:03.160]  我們搞不定那些terrorist
[00:15:03.160 --> 00:15:05.460]  他就是要和你鬥
[00:15:05.460 --> 00:15:08.020]  游擊式地和你鬥 你沒得打的
[00:15:08.020 --> 00:15:10.580]  你要殺光他 殺不到他的
[00:15:10.840 --> 00:15:11.860]  他在這裏來
[00:15:11.860 --> 00:15:14.160]  他甚至進到你和我身邊
[00:15:14.160 --> 00:15:16.220]  那些城市裏面做這些事
[00:15:16.220 --> 00:15:18.520]  你怎樣封到他 因為全球化
[00:15:18.520 --> 00:15:22.620]  你控制不到的 你說我不讓他進來 你進不了的 現在整個世界的東西
[00:15:22.620 --> 00:15:28.000]  而且那些電腦的資訊的科技已經進來了
[00:15:28.000 --> 00:15:29.520]  還進了你家
[00:15:29.520 --> 00:15:32.080]  對不起 我又不是黑心
[00:15:32.080 --> 00:15:36.440]  和我爸媽那段日子是不同的
[00:15:36.440 --> 00:15:38.740]  那段時間裏面雖然他們窮
[00:15:38.740 --> 00:15:40.540]  但是呢
[00:15:41.040 --> 00:15:43.860]  他們知道什麼叫做有些把握安全
[00:15:43.860 --> 00:15:45.400]  如果今晚
[00:15:45.400 --> 00:15:48.220]  我這間屋的鎖穩穩陣陣
[00:15:48.220 --> 00:15:50.260]  窗戶關得緊
[00:15:50.260 --> 00:15:52.820]  起碼今晚
[00:15:52.820 --> 00:15:54.100]  我就安全些
[00:15:54.100 --> 00:15:55.900]  是不是 這個是很自然
[00:15:55.900 --> 00:15:57.940]  很正常的生活來的
[00:15:57.940 --> 00:16:01.260]  那今晚我的財富在家裏呢
[00:16:01.260 --> 00:16:03.820]  當然啦 你不要等在枕頭底啦
[00:16:03.820 --> 00:16:08.440]  總而言之無論如何 總之我這間屋我收得好些 安全些
[00:16:08.440 --> 00:16:09.220]  我就
[00:16:09.720 --> 00:16:11.760]  可以保護著我的財富
[00:16:11.760 --> 00:16:13.040]  如果我呢
[00:16:13.040 --> 00:16:17.900]  努努力力 穩穩陣陣的做人 到我退休的時候就有一筆退休金
[00:16:17.900 --> 00:16:19.700]  於是就可以過世
[00:16:19.700 --> 00:16:23.280]  這些是我們以前的觀念 但是大家知道現在沒有這個觀念了
[00:16:23.280 --> 00:16:25.580]  現在那些人拿你的錢不用
[00:16:25.580 --> 00:16:27.380]  不用打開窗
[00:16:27.380 --> 00:16:29.680]  不用break in來拿你的嘛 是不是
[00:16:29.680 --> 00:16:35.820]  奧幣我記得我幾年前來的時候是一對八的 港幣
[00:16:37.100 --> 00:16:39.920]  我臨來之前轉一轉 咦 怎麼一對六的
[00:16:39.920 --> 00:16:42.740]  你沒有二十幾個percent了 已經窮了
[00:16:42.740 --> 00:16:44.780]  他不用進你家裡偷的
[00:16:44.780 --> 00:16:49.900]  睡醒覺之後你就沒有了一些了 又被他搶了一些去
[00:16:49.900 --> 00:16:54.000]  擋不到啊 擋不擋得到啊 當然是擋不到的
[00:16:54.000 --> 00:16:55.540]  這個就是那種
[00:16:55.540 --> 00:16:59.640]  完全你不能夠控制的一種沒有安全感的感覺
[00:16:59.640 --> 00:17:01.680]  你都不知道為什麼會這樣
[00:17:01.680 --> 00:17:04.240]  你都不知道什麼時候突然間弄個什麼油價
[00:17:04.500 --> 00:17:09.100]  低了就爽了 差一點就可以便宜一點了 還沒完錢就少了
[00:17:09.100 --> 00:17:11.160]  這個世界就在這樣的
[00:17:11.160 --> 00:17:16.520]  情況底下 我們說那個動盪不單止在表面上 好像我們以往那樣
[00:17:16.520 --> 00:17:18.060]  有個很深的意義
[00:17:18.060 --> 00:17:20.620]  就是我們真的不知道明天會發生什麼事
[00:17:20.620 --> 00:17:24.720]  絕對不是一個哲學的說法 我真的不知道明天會發生什麼事
[00:17:24.720 --> 00:17:29.080]  任何事都可以發生 而且要麼就不發生 發生了就沒有東西可以擋得了他
[00:17:29.080 --> 00:17:30.600]  等他來
[00:17:30.600 --> 00:17:33.680]  等他蠶食你 甚至等他來摧毀你和我
[00:17:34.700 --> 00:17:38.040]  這個不是說我們因為基督徒所以悲觀一點去看
[00:17:38.040 --> 00:17:41.360]  而是這個真是一個今天我們在電視
[00:17:41.360 --> 00:17:43.160]  在新聞裡面所看見的事實
[00:17:43.160 --> 00:17:47.260]  我覺得我足夠的時間
[00:17:47.260 --> 00:17:50.320]  講這麼多 我不需要再去分析 我很深
[00:17:50.320 --> 00:17:54.680]  當代最
[00:17:54.680 --> 00:17:56.980]  上傳
[00:17:56.980 --> 00:17:59.280]  最重要的神學家
[00:17:59.280 --> 00:18:03.380]  德國的神學家約翰‧莫特曼
[00:18:04.140 --> 00:18:04.640]  我
[00:18:04.640 --> 00:18:08.740]  上一年我在德國的時候和他一起
[00:18:08.740 --> 00:18:10.280]  有機會聊天吃東西
[00:18:10.280 --> 00:18:14.120]  他提了一樣東西我覺得是
[00:18:14.120 --> 00:18:17.700]  令我很深刻印象 老人家 八十多歲的老人家
[00:18:17.700 --> 00:18:19.240]  他說
[00:18:19.240 --> 00:18:24.100]  這個現代化的世界 真的很厲害 這樣的年紀大家看得很準
[00:18:24.100 --> 00:18:27.940]  這個現代化的世界和將來要走的世界裡面
[00:18:27.940 --> 00:18:32.040]  宗教信仰是面對很大的挑戰
[00:18:33.320 --> 00:18:34.340]  是很大的挑戰
[00:18:34.340 --> 00:18:36.640]  很多宗教是要式微的
[00:18:36.640 --> 00:18:43.040]  因為很多人類的成就和科技都已經足以取代了宗教所發揮的功能
[00:18:43.040 --> 00:18:44.080]  不過
[00:18:44.080 --> 00:18:49.960]  有很多宗教仍然會越來越重要 但有些宗教就會越來越式微
[00:18:49.960 --> 00:18:53.040]  他說哪些宗教呢 我就問他 他說兩個很不同
[00:18:53.040 --> 00:18:56.620]  一個他用英文來講 他說這個叫religion of nature
[00:18:56.620 --> 00:18:59.680]  就是自然的宗教是會越來越式微的
[00:19:01.220 --> 00:19:04.300]  這個老人家 我想他最後的定論講得很好
[00:19:04.300 --> 00:19:07.620]  但是盼望的宗教religion of hope
[00:19:07.620 --> 00:19:09.420]  就會越來越重要
[00:19:09.420 --> 00:19:11.460]  什麼意思呢
[00:19:11.460 --> 00:19:12.480]  他說因為
