
[00:00:00.000 --> 00:00:04.720]  我們一起思想馴服和榮耀之間的關係
[00:02:27.040 --> 00:02:31.160]  耶穌其實是在拒絕人給祂的榮耀
[00:02:31.160 --> 00:02:33.880]  在第十二章第十二節
[00:02:49.200 --> 00:02:51.840]  聖經提到他們來到擁戴耶穌
[00:02:51.840 --> 00:02:53.840]  背後有一個很重要的原因
[00:02:53.840 --> 00:02:56.200]  當你看經文的上文就知道
[00:02:56.200 --> 00:03:00.080]  因為他們聽見拉撒路這個人
[00:03:00.080 --> 00:03:02.680]  從死裡復活過來
[00:03:02.680 --> 00:03:05.760]  耶穌竟然能夠叫死人復活
[00:03:05.760 --> 00:03:07.080]  他們很驚訝
[00:03:07.080 --> 00:03:11.040]  他們很想看看這個人物是什麼人
[00:03:11.040 --> 00:03:14.080]  他們也很想聽到其他群眾
[00:03:14.080 --> 00:03:16.080]  講述這件事情
[00:03:16.080 --> 00:03:17.840]  所以在下面第十七節
[00:03:17.960 --> 00:03:22.200]  你會看到當時親眼看到拉撒路復活的人
[00:03:22.200 --> 00:03:24.520]  他們在當中講見證
[00:03:24.520 --> 00:03:29.600]  他們很想知道這個耶穌究竟是什麼人
[00:03:29.600 --> 00:03:34.800]  然後他們很想來歡呼去擁戴祂
[00:03:34.800 --> 00:03:37.080]  因此他們用了一節聖經
[00:03:37.080 --> 00:03:38.280]  在下面的經文
[00:03:38.280 --> 00:03:41.840]  其實是來自詩篇118篇的第二十六節
[00:03:41.840 --> 00:03:43.800]  這裡說
[00:03:43.800 --> 00:03:47.720]  「和撒拿奉主名來的,是應當稱頌的」
[00:03:47.720 --> 00:03:51.040]  很多以色列人他們去到聖城
[00:03:51.040 --> 00:03:55.240]  他們參加雨節的慶典
[00:03:55.240 --> 00:03:57.480]  他們都會唱這首的聖詩
[00:03:57.480 --> 00:04:01.760]  但聖經裡沒有「以色列王」這四個字
[00:04:01.760 --> 00:04:04.320]  但有一大群的群眾
[00:04:04.320 --> 00:04:05.360]  他們就說
[00:04:05.360 --> 00:04:09.600]  「奉主名來的,以色列王,是應當稱頌的」
[00:04:09.600 --> 00:04:12.120]  他們很多人都在想
[00:04:12.400 --> 00:04:14.640]  既然能夠叫死人復活
[00:04:14.640 --> 00:04:17.400]  他應該可以成為我們的君王
[00:04:17.400 --> 00:04:22.720]  能夠解救我們脫離很多強國對我們的控制
[00:04:22.720 --> 00:04:27.480]  能夠成為我們國家的一個政治的領袖
[00:04:27.480 --> 00:04:28.960]  一個的君王
[00:04:28.960 --> 00:04:31.640]  因此他們的心是在想
[00:04:31.640 --> 00:04:38.120]  要上帝這位兒子成為他們地上的君王
[00:04:38.120 --> 00:04:40.920]  當然在主耶穌的內心
[00:04:41.080 --> 00:04:43.960]  他是拒絕做地上的君王
[00:04:43.960 --> 00:04:46.000]  如果大家有印象會記得
[00:04:46.000 --> 00:04:48.680]  在前面《約翰福音》第六章提及
[00:04:48.680 --> 00:04:51.080]  他餵飽了五千人之後
[00:04:51.080 --> 00:04:55.480]  當時很多人就想強迫耶穌做王
[00:04:55.480 --> 00:04:57.240]  聖經就說
[00:04:57.240 --> 00:04:59.080]  耶穌知道他們有這樣的心意
[00:04:59.080 --> 00:05:01.920]  他就獨自退到山上去了
[00:05:01.920 --> 00:05:04.840]  他不想做地上的君王
[00:05:04.840 --> 00:05:08.560]  因此就避開群眾對他這種要求
[00:05:08.560 --> 00:05:10.640]  在這裡
[00:05:10.960 --> 00:05:12.680]  耶穌似乎沒有避開
[00:05:12.680 --> 00:05:16.120]  因為他知道他必須進入耶路撒冷
[00:05:16.120 --> 00:05:22.880]  是接受上帝安排他要承擔的苦楚和十字架
[00:05:22.880 --> 00:05:26.440]  他的內心裡面很清楚知道
[00:05:26.440 --> 00:05:28.960]  他不是要得到人的服侍
[00:05:28.960 --> 00:05:30.720]  他是要服侍人
[00:05:30.720 --> 00:05:32.200]  所以在《洛森經》問
[00:05:32.200 --> 00:05:34.080]  去到第十四節的時候
[00:05:34.080 --> 00:05:35.000]  聖經就說
[00:05:35.000 --> 00:05:37.880]  耶穌走到一頭小路
[00:05:38.200 --> 00:05:43.200]  意味著他主動找一頭很卑微的小路區
[00:05:43.200 --> 00:05:47.280]  騎在上面向群眾清楚表示
[00:05:47.280 --> 00:05:49.640]  他不是要騎著高頭進馬
[00:05:49.640 --> 00:05:51.640]  或者剛才詩歌所提到
[00:05:51.640 --> 00:05:54.360]  他是騎著一些名貴的駱駝來到
[00:05:54.360 --> 00:05:56.800]  他騎著小路區
[00:05:56.800 --> 00:06:01.440]  表達他是一個謙卑的受苦的僕人
[00:06:01.440 --> 00:06:06.040]  他來到是預備為人受苦
[00:06:06.600 --> 00:06:08.840]  但當然他是要作王的
[00:06:08.840 --> 00:06:09.960]  《聖經》說
[00:06:09.960 --> 00:06:12.200]  「錫安的居民,不要懼怕
[00:06:12.200 --> 00:06:14.040]  看,你的王來了
[00:06:14.040 --> 00:06:16.840]  他騎著小路來了」
[00:06:16.840 --> 00:06:20.520]  因為主耶穌不是要做地上的君王
[00:06:20.520 --> 00:06:23.120]  不是要得到人的榮耀
[00:06:23.120 --> 00:06:25.600]  他是要做生命的王
[00:06:25.600 --> 00:06:28.320]  他是要釋放人
[00:06:28.320 --> 00:06:30.440]  從罪的權勢裡面
[00:06:30.440 --> 00:06:33.320]  能夠得到釋放
[00:06:33.320 --> 00:06:34.920]  得到拯救
[00:06:35.520 --> 00:06:36.920]  因此在當中
[00:06:36.920 --> 00:06:39.800]  這位的王是生命的王
[00:06:39.800 --> 00:06:42.360]  在當時的群眾
[00:06:42.360 --> 00:06:43.400]  他們不明白
[00:06:43.400 --> 00:06:45.600]  甚至門徒也不太明白
[00:06:45.600 --> 00:06:46.600]  直到後來
[00:06:46.600 --> 00:06:48.960]  當主耶穌被釘十字架之後
[00:06:48.960 --> 00:06:50.360]  他們才明白
[00:06:50.360 --> 00:06:53.880]  所說的是這位生命的王
[00:06:53.880 --> 00:06:56.880]  要承擔十字架的苦衷
[00:06:56.880 --> 00:06:59.680]  大家如果再看下去的時候
[00:06:59.680 --> 00:07:03.480]  你跳一跳到十二章第四十三節
[00:07:04.200 --> 00:07:05.920]  後面的四十三節
[00:07:05.920 --> 00:07:09.480]  聖經描寫當時有些官長
[00:07:09.480 --> 00:07:10.840]  猶太人的官長
[00:07:10.840 --> 00:07:12.680]  他們雖然都是信耶穌
[00:07:12.680 --> 00:07:14.760]  但是他們很怕法利塞人
[00:07:14.760 --> 00:07:16.400]  將他們趕出會堂
[00:07:16.400 --> 00:07:19.720]  因此他們不願意公開地承認耶穌
[00:07:19.720 --> 00:07:20.960]  為什麼呢?
[00:07:20.960 --> 00:07:22.800]  背後的原因在哪裡呢?
[00:07:22.800 --> 00:07:24.720]  四十三節是這樣說的
[00:07:24.720 --> 00:07:29.000]  「因為他們愛來自人的榮耀
[00:07:29.000 --> 00:07:33.320]  過於愛來自神的榮耀」
[00:07:34.320 --> 00:07:38.840]  聖經描述一種很重要的內心取態
[00:07:38.840 --> 00:07:43.680]  就是何時人很愛慕得到人的榮耀
[00:07:43.680 --> 00:07:48.520]  人的期望就會成為了他的控制
[00:07:48.520 --> 00:07:52.200]  人就會順著人的期望
[00:07:52.200 --> 00:07:54.720]  去做人希望他做的事情
[00:07:54.720 --> 00:08:00.520]  但是當人的內心要尋求的是神的榮耀
[00:08:01.200 --> 00:08:05.080]  他就可以拒絕人的意思
[00:08:05.080 --> 00:08:08.560]  而去走神要他走的路
[00:08:08.560 --> 00:08:11.320]  他可以去馴服上帝
[00:08:11.320 --> 00:08:15.160]  因為他知道最終要討月的是上帝自己
[00:08:15.160 --> 00:08:18.160]  他尋求的是神的榮耀
[00:08:18.160 --> 00:08:21.640]  但是當人尋求人的榮耀的時候
[00:08:21.640 --> 00:08:24.000]  甚至都不會承認耶穌
[00:08:24.000 --> 00:08:26.440]  很怕別人排斥他們
[00:08:26.440 --> 00:08:29.440]  不將榮耀給他們
[00:08:30.600 --> 00:08:33.480]  有一次我聽到一班華人的同工
[00:08:33.480 --> 00:08:35.320]  他們去到德國的地方
[00:08:35.320 --> 00:08:38.600]  在德國探訪當地的宣教工作
[00:08:38.600 --> 00:08:41.800]  在探訪過程遇到一位姊妹
[00:08:41.800 --> 00:08:43.080]  是韓國人
[00:08:43.080 --> 00:08:45.120]  一位身材很矮小
[00:08:45.120 --> 00:08:49.360]  在德國的村莊裡做宣教工作
[00:08:49.360 --> 00:08:51.680]  在過程當中他們很奇怪
[00:08:51.680 --> 00:08:53.880]  為什麼會來到這個地方呢?
[00:08:53.880 --> 00:08:57.280]  一個小女子在一個很不熟悉的環境裡
[00:08:57.280 --> 00:08:58.720]  做宣教工作
[00:08:59.320 --> 00:09:03.640]  一邊和她聊天時才發覺她很有來頭
[00:09:03.640 --> 00:09:07.800]  因為她本身是很有學問的一個人
[00:09:07.800 --> 00:09:09.640]  她曾經在德國的
[00:09:09.640 --> 00:09:11.920]  Tubergyn的神學院畢業
[00:09:11.920 --> 00:09:15.120]  是一個極具名聲的神學院
[00:09:15.120 --> 00:09:17.680]  得到神學的博士學位
[00:09:17.680 --> 00:09:20.600]  這一類的博士畢業生
[00:09:20.600 --> 00:09:23.520]  大多數在重要的神學院當中任教
[00:09:23.520 --> 00:09:26.840]  但是這位韓國的小姊妹
[00:09:27.040 --> 00:09:30.120]  竟然在這個地方做宣教的服事
[00:09:30.120 --> 00:09:31.800]  大家一邊問她的時候
[00:09:31.800 --> 00:09:32.480]  她就說
[00:09:32.480 --> 00:09:33.880]  她說我很清楚知道
[00:09:33.880 --> 00:09:37.200]  上帝要我在這個地方服事她
[00:09:37.200 --> 00:09:40.960]  命下不是重要的事情
[00:09:40.960 --> 00:09:43.760]  最主要是順服神的路
[00:09:43.760 --> 00:09:45.840]  做祂要我做的事情
[00:09:45.840 --> 00:09:48.480]  因此她寂寂無名
[00:09:48.480 --> 00:09:50.360]  但是在這個地方中心的
[00:09:50.360 --> 00:09:53.160]  向著這條村的人來傳福音
[00:09:54.240 --> 00:09:57.240]  當一班童工來講述這件事的時候
[00:09:57.240 --> 00:09:59.160]  我心裡有一種感動
[00:09:59.160 --> 00:10:02.040]  我知道這位姊妹所得到的
[00:10:02.040 --> 00:10:03.880]  不是人的榮耀
[00:10:03.880 --> 00:10:06.720]  而是上帝給她的榮耀
[00:10:06.720 --> 00:10:09.640]  聖地裡面描述主耶穌
[00:10:09.640 --> 00:10:11.720]  祂似乎得到很多人的擁戴
[00:10:11.720 --> 00:10:13.480]  但是祂的心由始到終
[00:10:13.480 --> 00:10:17.240]  很清楚尋求的是神的榮耀
[00:10:17.240 --> 00:10:21.080]  所以祂樂意進入耶路撒冷
[00:10:21.920 --> 00:10:24.520]  我們再看前面十二章的經文
[00:10:24.520 --> 00:10:28.600]  主耶穌提到
[00:10:28.600 --> 00:10:30.440]  很多要服事祂的人
[00:10:30.440 --> 00:10:32.680]  應當是怎樣的人
[00:10:32.680 --> 00:10:34.600]  在二十節就提到
[00:10:34.600 --> 00:10:36.920]  當時有些希臘人
[00:10:36.920 --> 00:10:39.480]  有些其他民族的人
[00:10:39.480 --> 00:10:40.880]  要來見耶穌
[00:10:40.880 --> 00:10:43.120]  在當時的處境
[00:10:43.120 --> 00:10:46.800]  那麼多的外族人來擁戴耶穌
[00:10:46.800 --> 00:10:48.720]  是一個很光榮的事情
[00:10:49.360 --> 00:10:52.440]  是一件很羨慕的事情
[00:10:52.440 --> 00:10:54.560]  但似乎主耶穌
[00:10:54.560 --> 00:10:57.240]  沒有因此動心
[00:10:57.240 --> 00:10:59.200]  各位弟兄姊妹
[00:10:59.200 --> 00:11:01.760]  如果你在地上得到一些光榮
[00:11:01.760 --> 00:11:04.080]  你可以因此感恩
[00:11:04.080 --> 00:11:07.960]  但你的心不要太被動心
[00:11:07.960 --> 00:11:10.920]  因為你要留心
[00:11:10.920 --> 00:11:15.080]  如果光榮成為你追求的方向
[00:11:15.080 --> 00:11:17.840]  你就難於馴服上帝
[00:11:18.840 --> 00:11:19.840]  在這個時候
[00:11:19.840 --> 00:11:21.280]  很多人擁戴耶穌
[00:11:21.280 --> 00:11:22.760]  包括很多外邦人
[00:11:22.760 --> 00:11:24.680]  但主耶穌怎樣回應呢?
[00:11:24.680 --> 00:11:26.200]  第二十三節
[00:11:26.200 --> 00:11:28.440]  耶穌對他們說
[00:11:28.440 --> 00:11:31.640]  人子得榮耀的時候到了
[00:11:31.640 --> 00:11:33.640]  我實實在在告訴你們
[00:11:33.640 --> 00:11:36.560]  一粒墨子若不落在地裡死了
[00:11:36.560 --> 00:11:38.160]  仍舊是一粒
[00:11:38.160 --> 00:11:39.440]  如果死了
[00:11:39.440 --> 00:11:42.160]  就結出許多果實來
[00:11:42.160 --> 00:11:43.520]  耶穌提過
[00:11:43.520 --> 00:11:44.720]  祂說這個時候
[00:11:44.720 --> 00:11:47.440]  正是人子得榮耀的時候
[00:11:48.000 --> 00:11:49.840]  甚麼是得榮耀的時候呢?
[00:11:49.840 --> 00:11:54.320]  就是他將要被釘十字架受苦的時候
[00:11:54.320 --> 00:11:57.040]  既然耶穌說他受苦的時候
[00:11:57.040 --> 00:11:59.000]  就是他得榮耀的時候
[00:11:59.000 --> 00:12:03.480]  這和世上的觀念完全相違背
[00:12:03.480 --> 00:12:06.120]  但祂清楚表示
[00:12:06.120 --> 00:12:09.360]  當他完全馴服天父的時候
[00:12:09.360 --> 00:12:12.400]  就是得榮耀的時候
[00:12:12.400 --> 00:12:14.760]  無論在哪種處境
[00:12:14.760 --> 00:12:17.000]  當他順從上帝的心意
[00:12:17.280 --> 00:12:18.680]  來行出來
[00:12:18.680 --> 00:12:21.160]  就是他得榮耀的時刻
[00:12:21.160 --> 00:12:24.920]  然後他就說了自然界的比喻
[00:12:24.920 --> 00:12:26.840]  一粒墨子本來是一粒
[00:12:26.840 --> 00:12:30.360]  但死在地上成為一粒種子
[00:12:30.360 --> 00:12:31.480]  死了
[00:12:31.480 --> 00:12:35.800]  但卻結出千千萬萬的果實
[00:12:35.800 --> 00:12:40.400]  聖經說出一個很重要的屬靈真理
[00:12:40.400 --> 00:12:43.440]  就是原來豐盛的生命
[00:12:43.440 --> 00:12:46.280]  是在生命死去的時候
[00:12:46.720 --> 00:12:50.000]  才會真實地發揮出來
[00:12:50.000 --> 00:12:53.320]  生命的豐盛
[00:12:53.320 --> 00:12:55.320]  是在死去的時候
[00:12:55.320 --> 00:12:58.480]  才會成為真實的事實
[00:12:58.480 --> 00:13:03.120]  墨子如果不是掉在地上死了
[00:13:03.120 --> 00:13:04.640]  仍然是一粒
[00:13:04.640 --> 00:13:07.120]  但當他死了之後
[00:13:07.120 --> 00:13:10.080]  就結出許多許多的果實
[00:13:10.080 --> 00:13:12.200]  耶穌說的就是
[00:13:12.200 --> 00:13:15.440]  當人樂意放下自己的時候
[00:13:15.840 --> 00:13:17.840]  反而他得著生命
[00:13:17.840 --> 00:13:21.640]  因此他接著就說了一句很重要的話
[00:13:21.640 --> 00:13:24.560]  你和我都要一生來牢記這句話
[00:13:24.560 --> 00:13:27.040]  大家一起讀一讀二十五節
[00:13:27.040 --> 00:13:30.080]  愛惜自己生命的
[00:13:30.080 --> 00:13:32.040]  就喪掉生命
[00:13:32.040 --> 00:13:33.680]  在這世上
[00:13:33.680 --> 00:13:35.760]  恨惡自己生命的
[00:13:35.760 --> 00:13:39.000]  必會保守生命到永世
[00:13:39.000 --> 00:13:42.200]  保存生命到永遠
[00:13:42.200 --> 00:13:43.360]  很奇怪
[00:13:43.360 --> 00:13:45.480]  難道耶穌叫我們恨惡自己
[00:13:46.440 --> 00:13:46.920]  不是
[00:13:46.920 --> 00:13:48.760]  聖經一般的教導
[00:13:48.760 --> 00:13:51.200]  我們是要愛護自己
[00:13:51.200 --> 00:13:53.720]  我們要為自己負責任
[00:13:53.720 --> 00:13:56.360]  但聖經清楚地說這件事情
[00:13:56.360 --> 00:13:58.800]  就是如果人愛惜自己
[00:13:58.800 --> 00:14:00.200]  在上下文的時候
[00:14:00.200 --> 00:14:01.320]  你一看就知道
[00:14:01.320 --> 00:14:02.760]  原來主說的
[00:14:02.760 --> 00:14:03.400]  一個人
[00:14:03.400 --> 00:14:06.280]  當他只顧著自己的好處
[00:14:06.280 --> 00:14:09.200]  只想著自己的意願
[00:14:09.200 --> 00:14:11.160]  只想著自己
[00:14:11.160 --> 00:14:13.840]  這個愛惜自己的人
[00:14:14.200 --> 00:14:16.920]  他始終會失去他的生命
[00:14:16.920 --> 00:14:19.000]  但另一個人
[00:14:19.000 --> 00:14:21.160]  當他恨惡自己的時候
[00:14:21.160 --> 00:14:23.040]  當他放下自己
[00:14:23.040 --> 00:14:24.480]  以自我為中心
[00:14:24.480 --> 00:14:25.840]  那個自我
[00:14:25.840 --> 00:14:26.920]  那個self
[00:14:26.920 --> 00:14:29.120]  當他放下這個自我
[00:14:29.120 --> 00:14:32.320]  甚至棄絕一切自私的
[00:14:32.320 --> 00:14:34.400]  一種自以為是
[00:14:34.400 --> 00:14:36.600]  自我中心的生命
[00:14:36.600 --> 00:14:38.280]  在那個時候
[00:14:38.280 --> 00:14:40.560]  他在恨惡這個自我
[00:14:40.560 --> 00:14:42.640]  甚至聖經所說的
[00:14:42.640 --> 00:14:44.280]  就是願意放下自己
[00:14:44.280 --> 00:14:46.480]  甚至不去保護自己
[00:14:46.480 --> 00:14:47.320]  到一個地步
[00:14:47.320 --> 00:14:49.400]  好像恨惡自己一樣
[00:14:49.400 --> 00:14:51.160]  這個人
[00:14:51.160 --> 00:14:52.800]  在當中聖經說
[00:14:52.800 --> 00:14:57.560]  卻要保存生命到永遠
[00:14:57.560 --> 00:15:01.120]  聖經給我們一個很重要的
[00:15:01.120 --> 00:15:02.000]  屬靈的真理
[00:15:02.000 --> 00:15:02.520]  就是
[00:15:02.520 --> 00:15:04.240]  在這個世界裡面
[00:15:04.240 --> 00:15:06.200]  我們常常聽到人們說
[00:15:06.200 --> 00:15:07.680]  你當然要為自己
[00:15:07.680 --> 00:15:08.880]  人不為己
[00:15:08.880 --> 00:15:12.320]  接著我也不太想說
[00:15:12.840 --> 00:15:13.840]  (笑)
[00:15:13.840 --> 00:15:16.240]  沒有人告訴你
[00:15:16.240 --> 00:15:17.640]  要為自己的
[00:15:17.640 --> 00:15:20.440]  所以聖經裡面就說到
[00:15:20.440 --> 00:15:21.880]  詩篇49篇
[00:15:21.880 --> 00:15:23.240]  它說
[00:15:23.240 --> 00:15:25.920]  你若利己
[00:15:25.920 --> 00:15:28.920]  人必誇讚你
[00:15:28.920 --> 00:15:30.160]  誇獎你
[00:15:30.160 --> 00:15:32.200]  如果你為自己
[00:15:32.200 --> 00:15:33.680]  尋求很多的利益
[00:15:33.680 --> 00:15:35.000]  你成功了
[00:15:35.000 --> 00:15:36.960]  你得到很多很多的財富了
[00:15:36.960 --> 00:15:37.640]  人們就說
[00:15:37.640 --> 00:15:38.560]  好東西啊
[00:15:38.560 --> 00:15:39.520]  成功了
[00:15:39.520 --> 00:15:41.600]  人就誇獎你
[00:15:42.120 --> 00:15:43.640]  聖經沒有叫我們
[00:15:43.640 --> 00:15:47.120]  不去為自己的需要來賺錢
[00:15:47.120 --> 00:15:49.280]  但是很清楚的說
[00:15:49.280 --> 00:15:50.800]  你為自己
[00:15:50.800 --> 00:15:53.800]  你就會失去真正的自己
[00:15:53.800 --> 00:15:57.600]  但當你真的要馴服上帝
[00:15:57.600 --> 00:15:59.560]  甚至到一個地步
[00:15:59.560 --> 00:16:01.960]  你放下很多自己的權益
[00:16:01.960 --> 00:16:03.680]  但是你的心
[00:16:03.680 --> 00:16:06.400]  是要聽從上帝的心意
[00:16:06.400 --> 00:16:09.160]  以至你會有些時候
[00:16:09.160 --> 00:16:10.920]  承受一些困難
[00:16:10.920 --> 00:16:12.520]  甚至一些的犧牲
[00:16:12.520 --> 00:16:13.640]  在那個時候
[00:16:13.640 --> 00:16:15.880]  你反而保存你的生命
[00:16:15.880 --> 00:16:17.560]  到永遠
[00:16:17.560 --> 00:16:19.880]  我剛剛前兩天
[00:16:19.880 --> 00:16:21.960]  遇到一位基督徒的護士
[00:16:21.960 --> 00:16:24.480]  一位護士告訴我
[00:16:24.480 --> 00:16:26.160]  他說我很感謝神
[00:16:26.160 --> 00:16:28.200]  在大概一年之前
[00:16:28.200 --> 00:16:31.080]  醫院要求我調去一個新的崗位
[00:16:31.080 --> 00:16:33.520]  他說我自己很不想去
[00:16:33.520 --> 00:16:35.720]  也不喜歡這個崗位
[00:16:35.720 --> 00:16:38.040]  但是自己祈禱的時候
[00:16:38.040 --> 00:16:40.160]  很覺得聖靈一直在祈禱
[00:16:40.160 --> 00:16:41.880]  聖靈一直感動他
[00:16:41.880 --> 00:16:45.240]  神引導他接受這個崗位
[00:16:45.240 --> 00:16:48.960]  因此他內心帶著一種馴服的心
[00:16:48.960 --> 00:16:49.960]  他就接受
[00:16:49.960 --> 00:16:52.640]  想不到這一年的工作
[00:16:52.640 --> 00:16:54.600]  他接觸到很多的病人
[00:16:54.600 --> 00:16:58.400]  而且能夠關心到很多的病者
[00:16:58.400 --> 00:17:00.840]  在過程當中看到神的工作
[00:17:00.840 --> 00:17:04.160]  很奇妙地帶領他去幫助很多的人
[00:17:04.160 --> 00:17:06.480]  經過一年之後
[00:17:06.480 --> 00:17:07.720]  他告訴我
[00:17:07.720 --> 00:17:09.320]  他說我很感謝神
[00:17:09.760 --> 00:17:11.160]  給我馴服的心
[00:17:11.160 --> 00:17:13.920]  我今天得到很多恩典
[00:17:13.920 --> 00:17:18.320]  有些時候會出乎你的意料
[00:17:18.320 --> 00:17:20.240]  甚至有些引導
[00:17:20.240 --> 00:17:22.440]  有些對你的期望
[00:17:22.440 --> 00:17:24.280]  有些對你的呼喚
[00:17:24.280 --> 00:17:27.000]  是要你放下自己的權益
[00:17:27.000 --> 00:17:31.040]  很多歷代的宣教士
[00:17:31.040 --> 00:17:34.040]  如果他們要愛惜生命
[00:17:34.040 --> 00:17:35.840]  他們就不會做宣教士
[00:17:36.680 --> 00:17:39.760]  很多在教會裡毀身伏事的人
[00:17:39.760 --> 00:17:41.480]  如果要愛惜生命
[00:17:41.480 --> 00:17:43.160]  他們就不會承擔
[00:17:43.160 --> 00:17:44.920]  有些在社會當中
[00:17:44.920 --> 00:17:47.600]  冒著很多非基督徒的衝擊
[00:17:47.600 --> 00:17:49.480]  社會一些世俗的衝擊
[00:17:49.480 --> 00:17:51.440]  連連堅持原則侍奉
[00:17:51.440 --> 00:17:52.800]  見證上帝的人
[00:17:52.800 --> 00:17:54.760]  如果他們愛惜生命
[00:17:54.760 --> 00:17:57.640]  早早就放棄這種生活的方向
[00:17:57.640 --> 00:18:01.360]  但當他們知道要馴服上帝的時候
[00:18:01.360 --> 00:18:02.840]  好像艱難
[00:18:02.840 --> 00:18:05.040]  好像犧牲
[00:18:05.600 --> 00:18:08.320]  但聖經說「卻得著生命」
[00:18:08.320 --> 00:18:11.440]  然後主耶穌就呼籲
[00:18:11.440 --> 00:18:13.880]  祂呼籲很多要跟隨祂的人
[00:18:13.880 --> 00:18:16.160]  在接著的二十六節
[00:18:16.160 --> 00:18:17.160]  大家再看
[00:18:17.160 --> 00:18:20.760]  「如果有人服侍我
[00:18:20.760 --> 00:18:22.800]  就應當跟從我
[00:18:22.800 --> 00:18:24.400]  我在那裡
[00:18:24.400 --> 00:18:26.920]  服侍我的人也會在那裡
[00:18:26.920 --> 00:18:28.680]  如果有人服侍我
[00:18:28.680 --> 00:18:30.800]  我忽必尊重他」
[00:18:30.800 --> 00:18:32.680]  聖經提到
[00:18:32.680 --> 00:18:34.840]  如果要服侍主耶穌的人
[00:18:34.840 --> 00:18:36.840]  就要跟隨主的腳踪
[00:18:36.840 --> 00:18:38.600]  祂在哪裡呢?
[00:18:38.600 --> 00:18:41.200]  祂在馴服神的路上
[00:18:41.200 --> 00:18:44.960]  我們也要走上這條馴服的路
[00:18:44.960 --> 00:18:47.560]  走在馴服的路上
[00:18:47.560 --> 00:18:50.440]  忽必定的尊重祂
[00:18:50.440 --> 00:18:53.160]  這裡的聖經是說
[00:18:53.160 --> 00:18:55.000]  給榮耀
[00:18:55.000 --> 00:18:56.560]  to honor Him
[00:18:56.560 --> 00:18:58.080]  to glorify Him
[00:18:58.080 --> 00:19:00.720]  是將榮耀和尊貴
