
[00:00:00.000 --> 00:00:09.500]  今天的信息的題目是「十字架討厭的地方」
[00:03:08.000 --> 00:03:13.000]  乃是說善行不能夠救我們
[00:03:13.000 --> 00:03:17.000]  我們得救是因為信心
[00:03:17.000 --> 00:03:20.000]  我們得救以後
[00:03:20.000 --> 00:03:23.000]  我們的信心就產生作用
[00:03:23.000 --> 00:03:27.000]  那個時候我們就有善行
[00:03:27.000 --> 00:03:32.000]  所以基督教是否定靠善行得救
[00:03:32.000 --> 00:03:34.000]  而不是否定善行
[00:03:34.000 --> 00:03:42.000]  我們要把這兩者分別清除
[00:03:42.000 --> 00:03:46.000]  有的人沒有分別清除
[00:03:46.000 --> 00:03:51.000]  因此就毀謗基督教
[00:03:51.000 --> 00:03:55.000]  這是一個很可惜的誤會
[00:03:55.000 --> 00:04:01.000]  一般宗教觀念第二個特點
[00:04:01.000 --> 00:04:03.000]  就是注重意識
[00:04:03.000 --> 00:04:10.000]  我們看斯托保羅關於意識怎麼說
[00:04:10.000 --> 00:04:16.000]  加拉太書第五章第六節
[00:04:16.000 --> 00:04:21.000]  原來在基督耶穌裡受割禮不受割禮全無功效
[00:04:21.000 --> 00:04:25.000]  唯獨使人生發仁愛的信心才有功效
[00:04:25.000 --> 00:04:27.000]  這裡提到割禮
[00:04:27.000 --> 00:04:31.000]  對於猶太教來說
[00:04:31.000 --> 00:04:34.000]  割禮是一個絕對不可缺少的義士
[00:04:34.000 --> 00:04:40.000]  他們認為割禮與救恩有關的
[00:04:40.000 --> 00:04:45.000]  但是保羅在這裡告訴我們
[00:04:45.000 --> 00:04:50.000]  受割禮不受割禮全無功效
[00:04:50.000 --> 00:04:57.000]  十字架的道理否定了靠意識得救的觀念
[00:04:57.000 --> 00:05:07.000]  一般人都歡喜一般宗教的這兩個觀念
[00:05:07.000 --> 00:05:13.000]  所以他們就不歡喜十字架
[00:05:13.000 --> 00:05:22.000]  沒有一個人歡喜自己的善行被否定
[00:05:22.000 --> 00:05:24.000]  講到這裡的時候
[00:05:24.000 --> 00:05:28.000]  我們要把保羅所說的信心看清楚
[00:05:28.000 --> 00:05:30.000]  它的意義到底是什麼
[00:05:30.000 --> 00:05:33.000]  我們要把保羅所說的信心看清楚
[00:05:33.000 --> 00:05:35.000]  它的意義到底是什麼
[00:05:35.000 --> 00:05:37.000]  在這一章裡
[00:05:37.000 --> 00:05:39.000]  加拉太書第五章裡
[00:05:39.000 --> 00:05:45.000]  我們看見信心的三種作用
[00:05:45.000 --> 00:05:49.000]  第一種的作用
[00:05:49.000 --> 00:05:53.000]  就是第六節
[00:05:53.000 --> 00:05:55.000]  下半節
[00:05:55.000 --> 00:06:03.000]  這裡提到信心能夠使人生發仁愛
[00:06:03.000 --> 00:06:08.000]  人原來自己沒有仁愛
[00:06:08.000 --> 00:06:12.000]  但是有了真正的信心之後
[00:06:12.000 --> 00:06:18.000]  基督的仁愛就進入我們的心中
[00:06:18.000 --> 00:06:24.000]  這是信心生發仁愛的作用
[00:06:24.000 --> 00:06:26.000]  由此可見
[00:06:26.000 --> 00:06:34.000]  因信得救是很高深的信仰
[00:06:34.000 --> 00:06:40.000]  基督教的信是有作用的信
[00:06:40.000 --> 00:06:46.000]  能夠在人的裡面生發仁愛的心
[00:06:46.000 --> 00:06:52.000]  我們再看信心的第二種作用
[00:06:52.000 --> 00:06:56.000]  在第十六節告訴我們
[00:06:56.000 --> 00:07:01.000]  信心和聖靈的工作連在一起
[00:07:01.000 --> 00:07:08.000]  當我們有了真正對主耶穌的信心的時候
[00:07:08.000 --> 00:07:12.000]  聖靈就進入我們裡面
[00:07:12.000 --> 00:07:19.000]  聖靈的作為就在我們身上顯明出來
[00:07:19.000 --> 00:07:21.000]  這個時候
[00:07:21.000 --> 00:07:25.000]  就如保羅在這裡所說
[00:07:25.000 --> 00:07:28.000]  我們就可以不放縱肉體的情慾了
[00:07:28.000 --> 00:07:32.000]  相反的
[00:07:32.000 --> 00:07:36.000]  聖靈所結的果子
[00:07:36.000 --> 00:07:40.000]  就是那九樣寶貴的果子
[00:07:40.000 --> 00:07:46.000]  就在一個信的人身上顯明出來
[00:07:46.000 --> 00:07:52.000]  信心引發聖靈的工作
[00:07:52.000 --> 00:07:57.000]  信心的第三樣的功效
[00:07:57.000 --> 00:08:00.000]  是在第一節告訴我們的
[00:08:00.000 --> 00:08:04.000]  當我們有信心的時候
[00:08:04.000 --> 00:08:09.000]  我們就在基督裡面得以自由
[00:08:09.000 --> 00:08:15.000]  能夠脫離一切的狹障捆綁
[00:08:15.000 --> 00:08:17.000]  綜合起來說
[00:08:17.000 --> 00:08:22.000]  因信得救的這個信
[00:08:22.000 --> 00:08:26.000]  能夠生發仁愛的心
[00:08:26.000 --> 00:08:31.000]  能夠引致聖靈大能的作為
[00:08:31.000 --> 00:08:35.000]  能夠將自由給我們
[00:08:35.000 --> 00:08:44.000]  所以當十字架否定了一般宗教觀念的特點的時候
[00:08:44.000 --> 00:08:49.000]  它有更好的作為代替
[00:08:49.000 --> 00:08:53.000]  因此十字架的真理是多麼的寶貴
[00:08:53.000 --> 00:08:58.000]  現在看十字架第二方面討厭的地方
[00:08:58.000 --> 00:09:05.000]  就是十字架將人放在罪人的地位上
[00:09:05.000 --> 00:09:10.000]  世上所有的人都被定罪
[00:09:10.000 --> 00:09:15.000]  都落在神公義的審判之下
[00:09:15.000 --> 00:09:23.000]  煩憂血氣的
[00:09:23.000 --> 00:09:29.000]  沒有一個人能夠因自己的行為得救
[00:09:29.000 --> 00:09:31.000]  這就是說
[00:09:31.000 --> 00:09:36.000]  人的行為不夠神的標準
[00:09:36.000 --> 00:09:38.000]  所謂好人
[00:09:38.000 --> 00:09:41.000]  不過是比較而言
[00:09:41.000 --> 00:09:45.000]  當人與人比較的時候
[00:09:45.000 --> 00:09:50.000]  我可以說這個人比那個人好一點
[00:09:50.000 --> 00:09:55.000]  但是按照上帝的標準來說
[00:09:55.000 --> 00:10:00.000]  沒有任何一個人不是罪人
[00:10:00.000 --> 00:10:07.000]  在任何一個人的心靈言語思想裏面
[00:10:07.000 --> 00:10:10.000]  都會發現罪過
[00:10:10.000 --> 00:10:16.000]  他違反了神聖善的旨意
[00:10:16.000 --> 00:10:21.000]  人的善是殘破的善
[00:10:21.000 --> 00:10:23.000]  聖經告訴我們
[00:10:23.000 --> 00:10:29.000]  人是按照神的形象造的
[00:10:29.000 --> 00:10:32.000]  但是當人墮落之後
[00:10:32.000 --> 00:10:39.000]  神在人身上的形象就殘破不全了
[00:10:39.000 --> 00:10:42.000]  所以神的各種的美德
[00:10:42.000 --> 00:10:45.000]  也在人的身上受了破壞
[00:10:45.000 --> 00:10:49.000]  神的形象
[00:10:49.000 --> 00:10:54.000]  是真理仁義聖潔
[00:10:54.000 --> 00:11:02.000]  這些美德在人類的身上已經殘缺不全了
[00:11:02.000 --> 00:11:05.000]  所以聖經告訴我們
[00:11:05.000 --> 00:11:12.000]  人的意不過是像污穢的衣服一樣
[00:11:12.000 --> 00:11:18.000]  污穢的衣服上面有乾淨的地方
[00:11:18.000 --> 00:11:22.000]  有還沒有破爛的地方
[00:11:22.000 --> 00:11:26.000]  但是不過是少的地方
[00:11:26.000 --> 00:11:32.000]  大多數的地方是污穢了是破爛了
[00:11:32.000 --> 00:11:36.000]  人的意就是如此
[00:11:36.000 --> 00:11:42.000]  所以人被放在罪人的地位上
[00:11:42.000 --> 00:11:47.000]  這是人所不歡喜聽的道理
[00:11:47.000 --> 00:11:51.000]  因為人的善被否定
[00:11:51.000 --> 00:11:56.000]  在中國古代有一個辯論
[00:11:56.000 --> 00:12:03.000]  就是人到底是性善還是性惡呢?
[00:12:03.000 --> 00:12:05.000]  孟子認為是性善
[00:12:05.000 --> 00:12:11.000]  孫子認為是性惡
[00:12:11.000 --> 00:12:20.000]  那麼基督教到底是主張人性善還是性惡呢?
[00:12:20.000 --> 00:12:22.000]  真正的答案
[00:12:22.000 --> 00:12:30.000]  基督教是主張性善又主張性惡的
[00:12:30.000 --> 00:12:39.000]  就人原來被神創造的時候的天性來說
[00:12:39.000 --> 00:12:43.000]  那個時候人是性善的
[00:12:43.000 --> 00:12:47.000]  上帝的意在人的身上
[00:12:47.000 --> 00:12:52.000]  在人的生命和行動裏面
[00:12:52.000 --> 00:12:57.000]  表彰了神的意 神的善
[00:12:57.000 --> 00:13:01.000]  但是當人墮落以後
[00:13:01.000 --> 00:13:06.000]  罪性就留在人性裏面
[00:13:06.000 --> 00:13:09.000]  所以聖經告訴我們
[00:13:09.000 --> 00:13:11.000]  人一出生
[00:13:11.000 --> 00:13:16.000]  就有罪性在他裏面
[00:13:16.000 --> 00:13:18.000]  大衛說
[00:13:18.000 --> 00:13:23.000]  小孩子在母親懷胎的時候
[00:13:23.000 --> 00:13:27.000]  心裏已經有惡念
[00:13:27.000 --> 00:13:35.000]  那就是我們平常說的罪性或者是罪根
[00:13:35.000 --> 00:13:42.000]  所以基督教又主張性善又主張性惡
[00:13:42.000 --> 00:13:45.000]  這樣才是正確的
[00:13:45.000 --> 00:13:50.000]  這樣才是全被的真理
[00:13:50.000 --> 00:13:58.000]  現在看十字架令人討厭的第三處地方
[00:13:58.000 --> 00:14:04.000]  就是十字架否定人的自我
[00:14:04.000 --> 00:14:10.000]  在加拿大書二章二十節
[00:14:10.000 --> 00:14:13.000]  這裏是保羅的掛說
[00:14:13.000 --> 00:14:15.000]  這裏是保羅的掛說
[00:14:15.000 --> 00:14:17.000]  我已經與基督同釘十字架
[00:14:17.000 --> 00:14:19.000]  現在活著的不再是我
[00:14:19.000 --> 00:14:22.000]  乃是基督在我裏面活著
[00:14:22.000 --> 00:14:27.000]  請注意不再是我這四個字
[00:14:27.000 --> 00:14:30.000]  保羅的意思就是說
[00:14:30.000 --> 00:14:35.000]  他和基督同釘十字架
[00:14:35.000 --> 00:14:37.000]  在那個時候
[00:14:37.000 --> 00:14:41.000]  保羅的自我就被否定
[00:14:41.000 --> 00:14:44.000]  不再是他了
[00:14:44.000 --> 00:14:51.000]  乃是基督取代了他自己的地位
[00:14:51.000 --> 00:14:55.000]  在今天這個時代裏面
[00:14:55.000 --> 00:14:58.000]  在人思想的潮流當中
[00:14:58.000 --> 00:15:02.000]  人本主義是被接納的
[00:15:02.000 --> 00:15:05.000]  人本主義也可以叫做人文主義
[00:15:05.000 --> 00:15:08.000]  人本主義也可以叫做人文主義
[00:15:08.000 --> 00:15:11.000]  在這種觀念裏面
[00:15:11.000 --> 00:15:15.000]  人是一切的根本
[00:15:15.000 --> 00:15:20.000]  一切都是從人為出發點
[00:15:20.000 --> 00:15:23.000]  在這樣的一個時代裏面
[00:15:23.000 --> 00:15:30.000]  當然一般的人是不喜歡十字架的道理
[00:15:30.000 --> 00:15:32.000]  在今天的時代裏面
[00:15:32.000 --> 00:15:37.000]  人所追求的是自我表現
[00:15:37.000 --> 00:15:42.000]  剛剛是否定自我的反面
[00:15:42.000 --> 00:15:46.000]  但是聖經告訴我們
[00:15:46.000 --> 00:15:49.000]  人必須被否定
[00:15:49.000 --> 00:15:54.000]  然後才能夠確定基督
[00:15:54.000 --> 00:16:00.000]  當我們讀到剛才這節聖經的時候
[00:16:00.000 --> 00:16:04.000]  我們看見保羅自己的見證
[00:16:04.000 --> 00:16:06.000]  這是他的經驗
[00:16:06.000 --> 00:16:11.000]  這不是他的理論或希望
[00:16:11.000 --> 00:16:15.000]  那是他所經過的事實
[00:16:15.000 --> 00:16:19.000]  當他自己被否定的時候
[00:16:19.000 --> 00:16:26.000]  耶穌基督就開始在他的生命中被確定
[00:16:26.000 --> 00:16:33.000]  耶穌基督取代他自己原來的本身
[00:16:33.000 --> 00:16:37.000]  這是一個奇妙的交換
[00:16:37.000 --> 00:16:43.000]  這種交換就改變了人的生命
[00:16:43.000 --> 00:16:50.000]  耶穌基督比我們的自我好得太多
[00:16:50.000 --> 00:16:53.000]  這就是最好的取代了不好的
[00:16:53.000 --> 00:16:58.000]  當這個取代發生的時候
[00:16:58.000 --> 00:17:05.000]  人生的基本的生命的元素就改變了
[00:17:05.000 --> 00:17:10.000]  造成了新生
[00:17:10.000 --> 00:17:13.000]  這是福音
[00:17:13.000 --> 00:17:16.000]  基督教就是這八個大字
[00:17:16.000 --> 00:17:19.000]  不再是我乃是基督
[00:17:19.000 --> 00:17:24.000]  事實上來說
[00:17:24.000 --> 00:17:28.000]  聖經並不是輕看人
[00:17:28.000 --> 00:17:33.000]  聖經非常注重人的價值
[00:17:33.000 --> 00:17:36.000]  聖經告訴我們
[00:17:36.000 --> 00:17:41.000]  人是按照神的形象做造的
[00:17:41.000 --> 00:17:43.000]  意思就是說
[00:17:43.000 --> 00:17:46.000]  在人性裏面有神性
[00:17:46.000 --> 00:17:49.000]  在人格裏面有神格
[00:17:49.000 --> 00:17:52.000]  神創造人的目的
[00:17:52.000 --> 00:17:58.000]  是要把整個世界交給人管理
[00:17:58.000 --> 00:18:03.000]  神的榮耀在人的身上反映出來
[00:18:03.000 --> 00:18:07.000]  聖經又告訴我們
[00:18:07.000 --> 00:18:10.000]  人是神的兒女
[00:18:10.000 --> 00:18:13.000]  聖經又告訴我們
[00:18:13.000 --> 00:18:16.000]  神為了要救人的緣故
[00:18:16.000 --> 00:18:19.000]  付了最大的代價
[00:18:19.000 --> 00:18:24.000]  就是讓他的獨生子耶穌基督到世界上來
[00:18:24.000 --> 00:18:27.000]  犧牲自己的生命
[00:18:27.000 --> 00:18:30.000]  這是生命的代價
[00:18:30.000 --> 00:18:33.000]  由此我們就能夠
[00:18:33.000 --> 00:18:36.000]  在神的心目當中
[00:18:36.000 --> 00:18:39.000]  人的價值是多麼的大
[00:18:39.000 --> 00:18:42.000]  在新約裏面記載
[00:18:42.000 --> 00:18:46.000]  有一次主耶穌行了一個神蹟
[00:18:46.000 --> 00:18:51.000]  把鬼從豬裏面趕出去
[00:18:51.000 --> 00:18:54.000]  這個鬼被趕出去
[00:18:54.000 --> 00:18:58.000]  是因為他被人所吸引
[00:18:58.000 --> 00:19:02.000]  把鬼從豬裏面趕出去
[00:19:02.000 --> 00:19:05.000]  這個鬼被趕出去的時候
[00:19:05.000 --> 00:19:12.000]  要求主耶穌准許他們進到兩千隻豬裏面
[00:19:12.000 --> 00:19:18.000]  結果在兩千隻豬被鬼扶葬的時候
[00:19:18.000 --> 00:19:22.000]  就在海裏淹死了
[00:19:22.000 --> 00:19:25.000]  這件事就表示
[00:19:25.000 --> 00:19:28.000]  在主耶穌的心目當中
[00:19:28.000 --> 00:19:32.000]  一個人的心靈的價值
[00:19:32.000 --> 00:19:36.000]  比兩千隻豬更貴重
[00:19:36.000 --> 00:19:39.000]  聖經告訴我們
[00:19:39.000 --> 00:19:42.000]  人的救醫後
[00:19:42.000 --> 00:19:46.000]  與主耶穌基督合而為一
[00:19:46.000 --> 00:19:50.000]  是主耶穌基督的朋友
[00:19:50.000 --> 00:19:54.000]  將來要和主一同作王
[00:19:54.000 --> 00:19:56.000]  信徒組成了教會
[00:19:56.000 --> 00:19:58.000]  而教會就是基督的心腹
[00:19:58.000 --> 00:20:01.000]  基督信徒組成了教會
[00:20:01.000 --> 00:20:04.000]  而教會就是基督的心腹
[00:20:04.000 --> 00:20:09.000]  由此種種的教訓看來
[00:20:09.000 --> 00:20:12.000]  在上帝的心目中
[00:20:12.000 --> 00:20:16.000]  人類是何等重要
[00:20:16.000 --> 00:20:20.000]  我們可以把這種觀念
[00:20:20.000 --> 00:20:25.000]  叫做聖經的人文主義
[00:20:25.000 --> 00:20:30.000]  當然這樣說是不恰當的
[00:20:30.000 --> 00:20:33.000]  不過我姑且用人文主義這個名稱
[00:20:33.000 --> 00:20:36.000]  在表達聖經對人的重視
[00:20:36.000 --> 00:20:45.000]  但是在聖經的人文主義
[00:20:45.000 --> 00:20:48.000]  和一般流行的人文主義之間
[00:20:48.000 --> 00:20:53.000]  有一個很大的分別
[00:20:53.000 --> 00:20:56.000]  分別在
[00:20:56.000 --> 00:21:00.000]  在聖經的人文主義裏面
[00:21:00.000 --> 00:21:04.000]  人必須先被否定
[00:21:04.000 --> 00:21:07.000]  被打倒
[00:21:07.000 --> 00:21:10.000]  然後才能夠站起來
[00:21:10.000 --> 00:21:17.000]  必須先與主同釘十字架
[00:21:17.000 --> 00:21:21.000]  到了不再是我的地步
[00:21:21.000 --> 00:21:25.000]  然後才能夠站起來
[00:21:25.000 --> 00:21:28.000]  能夠升上去
[00:21:28.000 --> 00:21:33.000]  能夠與主耶穌一同的榮耀
[00:21:33.000 --> 00:21:37.000]  而一般的人文主義
[00:21:37.000 --> 00:21:42.000]  是要將人就照人現在墮落的情況
[00:21:42.000 --> 00:21:48.000]  把它高舉起來
[00:21:48.000 --> 00:21:52.000]  這樣是可怕的一件事
[00:21:52.000 --> 00:21:57.000]  這樣舉得越高就跌得越重
[00:21:57.000 --> 00:22:00.000]  如果一個人還沒有悔改
[00:22:00.000 --> 00:22:05.000]  一個人的罪惡還沒有被清除
[00:22:05.000 --> 00:22:08.000]  就那樣在他墮落的光景之中
[00:22:08.000 --> 00:22:12.000]  把它舉起來
[00:22:12.000 --> 00:22:15.000]  那是一個極大的錯誤
[00:22:15.000 --> 00:22:20.000]  所以我們將兩種觀念比較的時候
[00:22:20.000 --> 00:22:22.000]  立刻發現
[00:22:22.000 --> 00:22:29.000]  聖經的真理更加正確
[00:22:29.000 --> 00:22:33.000]  更加符合人的需要
[00:22:33.000 --> 00:22:36.000]  是我們應該接納的
[00:22:36.000 --> 00:22:39.000]  在聖經裏面
[00:22:39.000 --> 00:22:42.000]  另外有兩處經文
[00:22:42.000 --> 00:22:51.000]  也一樣把十字架否定人的自我真理表達出來
[00:22:51.000 --> 00:22:57.000]  在《馬太福音》十六章二十四節
[00:22:57.000 --> 00:22:59.000]  在那裏主耶穌說
[00:22:59.000 --> 00:23:03.000]  若有人要跟從我
[00:23:03.000 --> 00:23:10.000]  就當舍己背棄他的十字架來跟從我
[00:23:10.000 --> 00:23:16.000]  所以十字架的道路是舍己的道路
[00:23:16.000 --> 00:23:19.000]  沒有人歡喜舍己
[00:23:19.000 --> 00:23:22.000]  舍己就是放下自己
[00:23:22.000 --> 00:23:25.000]  就是拒絕自己
[00:23:25.000 --> 00:23:28.000]  就是對自己說不
[00:23:28.000 --> 00:23:32.000]  沒有人願意如此的
[00:23:32.000 --> 00:23:38.000]  但是十字架的路就是這樣舍己的路
[00:23:38.000 --> 00:23:43.000]  為了上帝的旨意而犧牲自己
[00:23:43.000 --> 00:23:48.000]  為了幫助別人而放下自己
[00:23:48.000 --> 00:23:51.000]  為了真理而犧牲
[00:23:51.000 --> 00:23:54.000]  而付代價
[00:23:54.000 --> 00:23:57.000]  人不歡喜這條路
[00:23:57.000 --> 00:24:04.000]  但是這條路卻是引往豐富的生命之路
[00:24:04.000 --> 00:24:07.000]  另外一節聖經
[00:24:07.000 --> 00:24:13.000]  就是在格林多後書十三章第四節
[00:24:13.000 --> 00:24:17.000]  在那裏保羅這樣說
[00:24:17.000 --> 00:24:24.000]  耶穌基督因為軟弱就被釘在十字架上
[00:24:24.000 --> 00:24:29.000]  十字架和軟弱連在一起
[00:24:29.000 --> 00:24:32.000]  這個軟弱是什麼意思呢?
[00:24:32.000 --> 00:24:37.000]  就是就人來看是軟弱的
[00:24:37.000 --> 00:24:42.000]  耶穌基督因為要信服神的旨意
[00:24:42.000 --> 00:24:49.000]  所以甘願將自己交在人的手裏
[00:24:49.000 --> 00:24:54.000]  他被釘十字架的時候沒有反抗
[00:24:54.000 --> 00:25:00.000]  他是以信服神的心意來接受人的奪拿逮捕釘死
[00:25:00.000 --> 00:25:08.000]  在人的眼中看
[00:25:08.000 --> 00:25:11.000]  他是一個軟弱者
[00:25:11.000 --> 00:25:14.000]  他是一個無助者
[00:25:14.000 --> 00:25:18.000]  他是一個可憐的人
[00:25:18.000 --> 00:25:21.000]  但是下面告訴我們
[00:25:21.000 --> 00:25:27.000]  他就因神的大能仍然活著
[00:25:27.000 --> 00:25:33.000]  這個軟弱是進入能力的途徑
[00:25:33.000 --> 00:25:36.000]  但是一般的人不曉得
[00:25:36.000 --> 00:25:40.000]  十字架使人軟弱
[00:25:40.000 --> 00:25:44.000]  所以一般的人不喜歡他
[00:25:44.000 --> 00:25:47.000]  意思就是說
[00:25:47.000 --> 00:25:53.000]  十字架否定人的血氣之勇
[00:25:53.000 --> 00:26:00.000]  在哥林多前書第二章末了一段
[00:26:00.000 --> 00:26:04.000]  提到屬血氣的人
[00:26:04.000 --> 00:26:09.000]  原文就是自然人
[00:26:09.000 --> 00:26:16.000]  自然人就是每一個經過自然的途徑生到世界上來的人
[00:26:16.000 --> 00:26:23.000]  也就是一般的人
[00:26:23.000 --> 00:26:30.000]  一般的人常常有屬血氣的表現
[00:26:30.000 --> 00:26:36.000]  我們中國人也是不歡喜血氣的
[00:26:36.000 --> 00:26:40.000]  就好像說血氣之勇
[00:26:40.000 --> 00:26:50.000]  血氣之勇就是一個人自然的天性裏面發出來的衝動的表現
[00:26:50.000 --> 00:26:55.000]  這樣的衝動的表現常常是錯誤的
[00:26:55.000 --> 00:27:04.000]  聖經也是否定人的這樣自然的天性的反應
[00:27:04.000 --> 00:27:07.000]  比如說人打我一拳
[00:27:07.000 --> 00:27:09.000]  我要打他一拳
[00:27:09.000 --> 00:27:10.000]  我要打他一拳
[00:27:10.000 --> 00:27:13.000]  如果不打兩拳已經是好的
[00:27:13.000 --> 00:27:16.000]  如果有人瞪我一眼
[00:27:16.000 --> 00:27:19.000]  我會瞪他兩眼
[00:27:19.000 --> 00:27:21.000]  如果有人恨我
[00:27:21.000 --> 00:27:23.000]  我會恨他
[00:27:23.000 --> 00:27:26.000]  這是血氣的表現
[00:27:26.000 --> 00:27:30.000]  這是人天性的表現
[00:27:30.000 --> 00:27:33.000]  這是人自然的表現
[00:27:33.000 --> 00:27:42.000]  在剛才我們說的哥倫多前書第二章末了一段裏面
[00:27:42.000 --> 00:27:46.000]  保羅把兩種人做一個對比
[00:27:46.000 --> 00:27:50.000]  就是自然人和屬靈的人
[00:27:50.000 --> 00:27:57.000]  保羅說屬血氣的人就是自然人不明白屬靈的事
[00:27:57.000 --> 00:28:04.000]  只有屬靈的人才能了解
[00:28:04.000 --> 00:28:07.000]  聖靈在人的裏面
[00:28:07.000 --> 00:28:09.000]  使人重生
[00:28:09.000 --> 00:28:15.000]  就變成屬靈的人了解聖靈的心
[00:28:15.000 --> 00:28:19.000]  按照聖靈的感動來看事物
[00:28:19.000 --> 00:28:26.000]  他的反應不是血氣的反應
[00:28:26.000 --> 00:28:31.000]  而是按照聖靈的感動的反應
[00:28:31.000 --> 00:28:36.000]  而是按照屬靈的原則的反應
[00:28:36.000 --> 00:28:39.000]  而是真理的反應
[00:28:39.000 --> 00:28:41.000]  在人的眼中
[00:28:41.000 --> 00:28:46.000]  這種反應有時候好像是軟弱的
[00:28:46.000 --> 00:28:54.000]  正如我們中國人說的大勇弱怯
[00:28:54.000 --> 00:28:59.000]  一個真正勇敢的人好像害怕
[00:28:59.000 --> 00:29:05.000]  這個意味和聖經所說的很相似
[00:29:05.000 --> 00:29:09.000]  十字架否定人的自我
[00:29:09.000 --> 00:29:16.000]  就是第三個十字架令人討厭的地方
[00:29:16.000 --> 00:29:19.000]  第四個令人討厭的地方
[00:29:19.000 --> 00:29:23.000]  就是十字架否定世界
[00:29:23.000 --> 00:29:28.000]  加拉太書六章十四節
[00:29:28.000 --> 00:29:30.000]  有這樣的話說
[00:29:30.000 --> 00:29:34.000]  但我斷不以別的誇口
[00:29:34.000 --> 00:29:37.000]  只誇我們諸耶穌基督的十字架
[00:29:37.000 --> 00:29:39.000]  因這十字架就我而論
[00:29:39.000 --> 00:29:44.000]  世界已經釘在十字架上
[00:29:44.000 --> 00:29:49.000]  這裡提到世界釘在十字架上
[00:29:49.000 --> 00:29:52.000]  也就是說十字架否定世界
[00:29:52.000 --> 00:29:54.000]  這個世界是什麼呢?
[00:29:54.000 --> 00:29:59.000]  我們看第五章給我們形容得很清楚
[00:29:59.000 --> 00:30:03.000]  十九節五章十九節
[00:30:03.000 --> 00:30:05.000]  五章十九節
[00:30:05.000 --> 00:30:08.000]  情慾的事都是顯而易見的
[00:30:08.000 --> 00:30:10.000]  就如奸淫污衛邪道
[00:30:10.000 --> 00:30:11.000]  大仇仗
[00:30:11.000 --> 00:30:14.000]  邪術仇恨憎恨忌恨
[00:30:14.000 --> 00:30:18.000]  擄擄結黨紛爭異端疾渡
[00:30:18.000 --> 00:30:19.000]  二十一節
[00:30:19.000 --> 00:30:22.000]  而這一次追究謊言等類
[00:30:22.000 --> 00:30:25.000]  我從前告訴你們現在又告訴你們
[00:30:25.000 --> 00:30:29.000]  行這件事的人必不能承受實的覺
[00:30:29.000 --> 00:30:32.000]  這就是世界上的人所做的事
[00:30:32.000 --> 00:30:37.000]  剛才讀的種種罪惡的表現
[00:30:37.000 --> 00:30:44.000]  過去今天充滿在人類的社會裡面
[00:30:44.000 --> 00:30:49.000]  最終的情況
[00:30:49.000 --> 00:30:55.000]  正是與神的國度相違反的
[00:30:55.000 --> 00:30:57.000]  所以保羅說
[00:30:57.000 --> 00:31:01.000]  在這樣的情況裡面生活的人
[00:31:01.000 --> 00:31:05.000]  必不能承受神的國
[00:31:05.000 --> 00:31:10.000]  十字架把世界上這樣罪惡否定了
[00:31:10.000 --> 00:31:17.000]  而許多的人就是歡喜這樣的罪惡
[00:31:17.000 --> 00:31:24.000]  他們認為這些罪惡才是享受
[00:31:24.000 --> 00:31:29.000]  所以他們不歡喜十字架的道理
[00:31:29.000 --> 00:31:34.000]  十字架令人討厭的第五個原因
